sequence,v115@QhC8EeF8DeC8JeT/IvhFOlBxhBXjBdsBUrBCrB,v115@QhC8EeF8DeC8JeT/IvhF0gBxhBXjB2qBdsBSwB,v115@QhC8EeF8DeC8JeT/IvhF9mBOnBXjB0lBilBRwB,v115@QhC8EeF8DeC8JeT/IvhFNlBGhBxiB8qB3rBisB,v115@QhC8EeF8DeC8JeT/IvhFxgBXjByqBtrBOsB0qB,v115@QhC8EeF8DeC8JeT/IvhFKlBxhBXjBcrBesBtqB,v115@QhC8EeF8DeC8Jei/IvhFXjBUlBRmB9rBOsBzqB
SIOTJZL,O,O,O,O,X,X,X
SIOTZLJ,O,X,O,O,X,X,X
SIOTZJL,O,O,O,O,X,X,X
SIOLTJZ,O,O,O,X,O,X,X
SIOLTZJ,O,X,O,O,O,X,X
SIOLJTZ,O,X,O,X,X,X,X
SIOLJZT,O,O,O,X,X,O,X
SIOLZTJ,X,X,O,O,X,X,X
SIOLZJT,O,X,O,X,X,X,X
SIOJTLZ,O,O,O,X,X,X,X
SIOJTZL,O,O,O,O,X,X,X
SIOJLTZ,O,X,O,X,X,X,X
SIOJLZT,O,O,O,X,X,O,X
SIOJZTL,O,O,O,O,X,X,X
SIOJZLT,O,O,O,X,X,O,X
SIOZTLJ,O,X,O,O,X,X,X
SIOZTJL,O,O,O,O,X,X,X
SIOZLTJ,X,X,O,O,X,X,X
SIOZLJT,O,X,O,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X
SIOZJLT,O,O,O,X,X,X,X
SLTIJZO,X,O,X,X,O,X,X
SLTIJOZ,O,O,X,X,O,X,X
SLTIZJO,O,X,X,O,O,X,X
SLTIZOJ,O,X,X,O,O,X,X
SLTIOJZ,O,O,X,X,O,X,X
SLTIOZJ,O,X,X,O,O,X,X
SLTJIZO,X,O,X,X,O,X,X
SLTJIOZ,O,O,X,X,O,X,X
SLTJZIO,O,O,X,X,O,O,X
SLTJZOI,O,O,X,X,O,O,X
SLTJOIZ,O,O,X,X,O,X,X
SLTJOZI,O,O,X,X,O,O,X
SLTZIJO,O,X,X,O,O,X,O
SLTZIOJ,O,X,X,O,O,X,O
SLTZJIO,O,X,X,O,O,X,X
SLTZJOI,O,X,X,O,O,X,X
SLTZOIJ,O,X,X,O,O,X,X
SLTZOJI,O,X,X,O,O,X,X
SLTOIJZ,O,O,X,X,O,X,X
SLTOIZJ,O,X,X,O,O,X,X
SLTOJIZ,O,O,X,X,O,X,X
SLTOJZI,O,O,X,X,O,O,X
SLTOZIJ,O,X,X,O,O,X,X
SLTOZJI,O,X,X,O,O,X,X
SLITJZO,X,O,O,X,O,X,X
SLITJOZ,O,O,O,X,O,X,X
SLITZJO,O,X,O,O,O,X,X
SLITZOJ,O,X,O,O,O,X,X
SLITOJZ,O,O,O,X,O,X,X
SLITOZJ,O,X,O,O,O,X,X
SLIJTZO,X,X,O,X,X,X,X
SLIJTOZ,X,X,O,X,X,X,X
SLIJZTO,X,X,O,O,X,O,X
SLIJZOT,X,O,O,X,X,O,X
SLIJOTZ,O,X,O,X,X,X,X
SLIJOZT,O,O,O,X,X,O,X
SLIZTJO,X,X,O,O,X,X,O
SLIZTOJ,X,X,O,O,X,X,O
SLIZJTO,X,X,O,O,X,X,O
SLIZJOT,O,X,O,X,X,X,O
SLIZOTJ,X,X,O,O,X,X,O
SLIZOJT,O,X,O,X,X,X,O
SLIOTJZ,O,O,O,X,O,X,X
SLIOTZJ,O,X,O,O,O,X,X
SLIOJTZ,O,X,O,X,X,X,X
SLIOJZT,O,O,O,X,X,O,X
SLIOZTJ,X,X,O,O,X,X,X
SLIOZJT,O,X,O,X,X,X,X
SLJTIZO,X,O,X,X,O,X,X
SLJTIOZ,O,O,X,X,O,X,X
SLJTZIO,O,O,X,X,O,O,X
SLJTZOI,O,O,X,X,O,O,X
SLJTOIZ,O,O,X,X,O,X,X
SLJTOZI,O,O,X,X,O,O,X
SLJITZO,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,X
SLJIZTO,X,X,X,O,X,O,X
SLJIZOT,X,O,X,X,X,O,X
SLJIOTZ,O,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,O,X
SLJZTIO,O,O,X,O,X,O,X
SLJZTOI,O,O,X,O,X,O,X
SLJZITO,X,X,X,O,X,O,O
SLJZIOT,O,O,X,X,X,O,O
SLJZOTI,O,O,X,X,X,O,X
SLJZOIT,O,O,X,X,X,O,X
SLJOTIZ,O,O,X,X,O,X,X
SLJOTZI,O,O,X,X,O,O,X
SLJOITZ,O,X,O,X,X,X,X
SLJOIZT,O,O,O,X,X,O,X
SLJOZTI,O,O,X,X,X,O,X
SLJOZIT,O,O,X,X,X,O,X
SLZTIJO,O,X,X,O,O,X,O
SLZTIOJ,O,X,X,O,O,X,O
SLZTJIO,O,X,X,O,O,X,X
SLZTJOI,O,X,X,O,O,X,X
SLZTOIJ,O,X,X,O,O,X,X
SLZTOJI,O,X,X,O,O,X,X
SLZITJO,X,X,X,O,X,X,O
SLZITOJ,X,X,X,O,X,X,O
SLZIJTO,X,X,X,O,X,X,O
SLZIJOT,O,X,X,X,X,X,O
SLZIOTJ,X,X,X,O,X,X,O
SLZIOJT,O,X,X,X,X,X,O
SLZJTIO,O,X,X,O,X,O,X
SLZJTOI,O,X,X,O,X,O,X
SLZJITO,X,X,X,O,X,O,O
SLZJIOT,O,X,X,X,X,O,O
SLZJOTI,O,X,X,X,X,O,X
SLZJOIT,O,X,X,X,X,O,X
SLZOTIJ,O,X,X,O,O,X,X
SLZOTJI,O,X,X,O,O,X,X
SLZOITJ,X,X,X,O,X,X,O
SLZOIJT,O,X,X,X,X,X,O
SLZOJTI,O,X,X,X,X,O,X
SLZOJIT,O,X,X,X,X,O,X
SLOTIJZ,O,O,X,X,O,X,X
SLOTIZJ,O,X,X,O,O,X,X
SLOTJIZ,O,O,X,X,O,X,X
SLOTJZI,O,O,X,X,O,O,X
SLOTZIJ,O,X,X,O,O,X,X
SLOTZJI,O,X,X,O,O,X,X
SLOITJZ,O,O,O,X,O,X,X
SLOITZJ,O,X,O,O,O,X,X
SLOIJTZ,O,X,O,X,X,X,X
SLOIJZT,O,O,O,X,X,O,X
SLOIZTJ,X,X,O,O,X,X,X
SLOIZJT,O,X,O,X,X,X,X
SLOJTIZ,O,O,X,X,O,X,X
SLOJTZI,O,O,X,X,O,O,X
SLOJITZ,O,X,O,X,X,X,X
SLOJIZT,O,O,O,X,X,O,X
SLOJZTI,O,O,X,X,X,O,X
SLOJZIT,O,O,X,X,X,O,X
SLOZTIJ,O,X,X,O,O,X,X
SLOZTJI,O,X,X,O,O,X,X
SLOZITJ,X,X,X,O,X,X,O
SLOZIJT,O,X,X,X,X,X,O
SLOZJTI,O,X,X,X,X,O,X
SLOZJIT,O,X,X,X,X,O,X
SJTILZO,X,O,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X
SJTIZLO,O,O,X,O,X,X,X
SJTIZOL,O,O,X,O,X,X,X
SJTIOLZ,O,O,X,X,X,X,X
SJTIOZL,O,O,X,O,X,X,X
SJTLIZO,X,O,X,X,O,X,X
SJTLIOZ,O,O,X,X,O,X,X
SJTLZIO,O,O,X,X,O,O,X
SJTLZOI,O,O,X,X,O,O,X
SJTLOIZ,O,O,X,X,O,X,X
SJTLOZI,O,O,X,X,O,O,X
SJTZILO,O,O,X,O,X,X,X
SJTZIOL,O,O,X,O,X,X,X
SJTZLIO,O,O,X,O,X,O,X
SJTZLOI,O,O,X,O,X,O,X
SJTZOIL,O,O,X,O,X,X,X
SJTZOLI,O,O,X,O,X,O,X
SJTOILZ,O,O,O,X,X,X,X
SJTOIZL,O,O,O,O,X,X,X
SJTOLIZ,O,O,X,X,O,X,X
SJTOLZI,O,O,X,X,O,O,X
SJTOZIL,O,O,X,O,X,X,X
SJTOZLI,O,O,X,O,X,O,X
SJITLZO,X,O,O,X,X,X,X
SJITLOZ,O,O,O,X,X,X,X
SJITZLO,O,O,O,O,X,X,X
SJITZOL,O,O,O,O,X,X,X
SJITOLZ,O,O,O,X,X,X,X
SJITOZL,O,O,O,O,X,X,X
SJILTZO,X,X,O,X,X,X,X
SJILTOZ,X,X,O,X,X,X,X
SJILZTO,X,X,O,O,X,O,X
SJILZOT,X,O,O,X,X,O,X
SJILOTZ,O,X,O,X,X,X,X
SJILOZT,O,O,O,X,X,O,X
SJIZTLO,O,O,O,O,X,X,X
SJIZTOL,O,O,O,O,X,X,X
SJIZLTO,X,X,O,O,X,O,X
SJIZLOT,O,O,O,X,X,O,X
SJIZOTL,O,O,O,O,X,X,X
SJIZOLT,O,O,O,X,X,O,X
SJIOTLZ,O,O,O,X,X,X,X
SJIOTZL,O,O,O,O,X,X,X
SJIOLTZ,O,X,O,X,X,X,X
SJIOLZT,O,O,O,X,X,O,X
SJIOZTL,O,O,O,O,X,X,X
SJIOZLT,O,O,O,X,X,O,X
SJLTIZO,X,O,X,X,O,X,X
SJLTIOZ,O,O,X,X,O,X,X
SJLTZIO,O,O,X,X,O,O,X
SJLTZOI,O,O,X,X,O,O,X
SJLTOIZ,O,O,X,X,O,X,X
SJLTOZI,O,O,X,X,O,O,X
SJLITZO,X,X,X,X,X,X,X
SJLITOZ,X,X,X,X,X,X,X
SJLIZTO,X,X,X,O,X,O,X
SJLIZOT,X,O,X,X,X,O,X
SJLIOTZ,O,X,X,X,X,X,X
SJLIOZT,O,O,X,X,X,O,X
SJLZTIO,O,O,X,O,X,O,X
SJLZTOI,O,O,X,O,X,O,X
SJLZITO,X,X,X,O,X,O,O
SJLZIOT,O,O,X,X,X,O,O
SJLZOTI,O,O,X,X,X,O,X
SJLZOIT,O,O,X,X,X,O,X
SJLOTIZ,O,O,X,X,O,X,X
SJLOTZI,O,O,X,X,O,O,X
SJLOITZ,O,X,O,X,X,X,X
SJLOIZT,O,O,O,X,X,O,X
SJLOZTI,O,O,X,X,X,O,X
SJLOZIT,O,O,X,X,X,O,X
SJZTILO,O,O,X,O,X,X,X
SJZTIOL,O,O,X,O,X,X,X
SJZTLIO,O,O,X,O,X,O,X
SJZTLOI,O,O,X,O,X,O,X
SJZTOIL,O,O,X,O,X,X,X
SJZTOLI,O,O,X,O,X,O,X
SJZITLO,O,O,X,O,X,X,X
SJZITOL,O,O,X,O,X,X,X
SJZILTO,X,X,X,O,X,O,O
SJZILOT,O,O,X,X,X,O,O
SJZIOTL,O,O,X,O,X,X,X
SJZIOLT,O,O,X,X,X,O,X
SJZLTIO,O,O,X,O,X,O,X
SJZLTOI,O,O,X,O,X,O,X
SJZLITO,X,X,X,O,X,O,O
SJZLIOT,O,O,X,X,X,O,O
SJZLOTI,O,O,X,X,X,O,X
SJZLOIT,O,O,X,X,X,O,X
SJZOTIL,O,O,X,O,X,X,X
SJZOTLI,O,O,X,O,X,O,X
SJZOITL,O,O,O,O,X,X,X
SJZOILT,O,O,O,X,X,O,X
SJZOLTI,O,O,X,X,X,O,X
SJZOLIT,O,O,X,X,X,O,X
SJOTILZ,O,O,O,X,X,X,X
SJOTIZL,O,O,O,O,X,X,X
SJOTLIZ,O,O,X,X,O,X,X
SJOTLZI,O,O,X,X,O,O,X
SJOTZIL,O,O,X,O,X,X,X
SJOTZLI,O,O,X,O,X,O,X
SJOITLZ,O,O,O,X,X,X,X
SJOITZL,O,O,O,O,X,X,X
SJOILTZ,O,X,O,X,X,X,X
SJOILZT,O,O,O,X,X,O,X
SJOIZTL,O,O,O,O,X,X,X
SJOIZLT,O,O,O,X,X,O,X
SJOLTIZ,O,O,X,X,O,X,X
SJOLTZI,O,O,X,X,O,O,X
SJOLITZ,O,X,O,X,X,X,X
SJOLIZT,O,O,O,X,X,O,X
SJOLZTI,O,O,X,X,X,O,X
SJOLZIT,O,O,X,X,X,O,X
SJOZTIL,O,O,X,O,X,X,X
SJOZTLI,O,O,X,O,X,O,X
SJOZITL,O,O,O,O,X,X,X
SJOZILT,O,O,O,X,X,O,X
SJOZLTI,O,O,X,X,X,O,X
SJOZLIT,O,O,X,X,X,O,X
SZTILJO,O,X,X,O,X,X,O
SZTILOJ,O,X,X,O,X,X,O
SZTIJLO,O,O,X,O,X,X,X
SZTIJOL,O,O,X,O,X,X,X
SZTIOLJ,O,X,X,O,X,X,X
SZTIOJL,O,O,X,O,X,X,X
SZTLIJO,O,X,X,O,O,X,O
SZTLIOJ,O,X,X,O,O,X,O
SZTLJIO,O,X,X,O,O,X,X
SZTLJOI,O,X,X,O,O,X,X
SZTLOIJ,O,X,X,O,O,X,X
SZTLOJI,O,X,X,O,O,X,X
SZTJILO,O,O,X,O,X,X,X
SZTJIOL,O,O,X,O,X,X,X
SZTJLIO,O,O,X,O,X,X,X
SZTJLOI,O,O,X,O,X,X,X
SZTJOIL,O,O,X,O,X,X,X
SZTJOLI,O,O,X,O,X,X,X
SZTOILJ,O,X,X,O,X,X,X
SZTOIJL,O,O,X,O,X,X,X
SZTOLIJ,O,X,X,O,O,X,X
SZTOLJI,O,X,X,O,O,X,X
SZTOJIL,O,O,X,O,X,X,X
SZTOJLI,O,O,X,O,X,X,X
SZITLJO,O,X,O,O,X,X,O
SZITLOJ,O,X,O,O,X,X,O
SZITJLO,O,O,O,O,X,X,X
SZITJOL,O,O,O,O,X,X,X
SZITOLJ,O,X,O,O,X,X,X
SZITOJL,O,O,O,O,X,X,X
SZILTJO,X,X,O,O,X,X,O
SZILTOJ,X,X,O,O,X,X,O
SZILJTO,X,X,O,O,X,X,O
SZILJOT,O,X,O,X,X,X,O
SZILOTJ,X,X,O,O,X,X,O
SZILOJT,O,X,O,X,X,X,O
SZIJTLO,O,X,O,O,X,X,X
SZIJTOL,O,O,O,O,X,X,X
SZIJLTO,X,X,O,O,X,X,O
SZIJLOT,O,O,O,X,X,X,O
SZIJOTL,O,O,O,O,X,X,X
SZIJOLT,O,O,O,X,X,X,X
SZIOTLJ,O,X,O,O,X,X,X
SZIOTJL,O,O,O,O,X,X,X
SZIOLTJ,X,X,O,O,X,X,O
SZIOLJT,O,X,O,X,X,X,O
SZIOJTL,O,O,O,O,X,X,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,X,X,O,O,X,O
SZLTIOJ,O,X,X,O,O,X,O
SZLTJIO,O,X,X,O,O,X,X
SZLTJOI,O,X,X,O,O,X,X
SZLTOIJ,O,X,X,O,O,X,X
SZLTOJI,O,X,X,O,O,X,X
SZLITJO,X,X,X,O,X,X,O
SZLITOJ,X,X,X,O,X,X,O
SZLIJTO,X,X,X,O,X,X,O
SZLIJOT,O,X,X,X,X,X,O
SZLIOTJ,X,X,X,O,X,X,O
SZLIOJT,O,X,X,X,X,X,O
SZLJTIO,O,X,X,O,X,O,X
SZLJTOI,O,X,X,O,X,O,X
SZLJITO,X,X,X,O,X,O,O
SZLJIOT,O,X,X,X,X,O,O
SZLJOTI,O,X,X,X,X,O,X
SZLJOIT,O,X,X,X,X,O,X
SZLOTIJ,O,X,X,O,O,X,X
SZLOTJI,O,X,X,O,O,X,X
SZLOITJ,X,X,X,O,X,X,O
SZLOIJT,O,X,X,X,X,X,O
SZLOJTI,O,X,X,X,X,O,X
SZLOJIT,O,X,X,X,X,O,X
SZJTILO,O,O,X,O,X,X,X
SZJTIOL,O,O,X,O,X,X,X
SZJTLIO,O,O,X,O,X,O,X
SZJTLOI,O,O,X,O,X,O,X
SZJTOIL,O,O,X,O,X,X,X
SZJTOLI,O,O,X,O,X,O,X
SZJITLO,O,O,X,O,X,X,X
SZJITOL,O,O,X,O,X,X,X
SZJILTO,X,X,X,O,X,O,O
SZJILOT,O,O,X,X,X,O,O
SZJIOTL,O,O,X,O,X,X,X
SZJIOLT,O,O,X,X,X,O,X
SZJLTIO,O,O,X,O,X,O,X
SZJLTOI,O,O,X,O,X,O,X
SZJLITO,X,X,X,O,X,O,O
SZJLIOT,O,O,X,X,X,O,O
SZJLOTI,O,O,X,X,X,O,X
SZJLOIT,O,O,X,X,X,O,X
SZJOTIL,O,O,X,O,X,X,X
SZJOTLI,O,O,X,O,X,O,X
SZJOITL,O,O,O,O,X,X,X
SZJOILT,O,O,O,X,X,O,X
SZJOLTI,O,O,X,X,X,O,X
SZJOLIT,O,O,X,X,X,O,X
SZOTILJ,O,X,X,O,X,X,X
SZOTIJL,O,O,X,O,X,X,X
SZOTLIJ,O,X,X,O,O,X,X
SZOTLJI,O,X,X,O,O,X,X
SZOTJIL,O,O,X,O,X,X,X
SZOTJLI,O,O,X,O,X,X,X
SZOITLJ,O,X,O,O,X,X,X
SZOITJL,O,O,O,O,X,X,X
SZOILTJ,X,X,O,O,X,X,O
SZOILJT,O,X,O,X,X,X,O
SZOIJTL,O,O,O,O,X,X,X
SZOIJLT,O,O,O,X,X,X,X
SZOLTIJ,O,X,X,O,O,X,X
SZOLTJI,O,X,X,O,O,X,X
SZOLITJ,X,X,X,O,X,X,O
SZOLIJT,O,X,X,X,X,X,O
SZOLJTI,O,X,X,X,X,O,X
SZOLJIT,O,X,X,X,X,O,X
SZOJTIL,O,O,X,O,X,X,X
SZOJTLI,O,O,X,O,X,O,X
SZOJITL,O,O,O,O,X,X,X
SZOJILT,O,O,O,X,X,O,X
SZOJLTI,O,O,X,X,X,O,X
SZOJLIT,O,O,X,X,X,O,X
SOTILJZ,O,O,O,X,O,X,X
SOTILZJ,O,X,O,O,O,X,X
SOTIJLZ,O,O,O,X,X,X,X
SOTIJZL,O,O,O,O,X,X,X
SOTIZLJ,O,X,O,O,X,X,X
SOTIZJL,O,O,O,O,X,X,X
SOTLIJZ,O,O,X,X,O,X,X
SOTLIZJ,O,X,X,O,O,X,X
SOTLJIZ,O,O,X,X,O,X,X
SOTLJZI,O,O,X,X,O,O,X
SOTLZIJ,O,X,X,O,O,X,X
SOTLZJI,O,X,X,O,O,X,X
SOTJILZ,O,O,O,X,X,X,X
SOTJIZL,O,O,O,O,X,X,X
SOTJLIZ,O,O,X,X,O,X,X
SOTJLZI,O,O,X,X,O,O,X
SOTJZIL,O,O,X,O,X,X,X
SOTJZLI,O,O,X,O,X,O,X
SOTZILJ,O,X,X,O,X,X,X
SOTZIJL,O,O,X,O,X,X,X
SOTZLIJ,O,X,X,O,O,X,X
SOTZLJI,O,X,X,O,O,X,X
SOTZJIL,O,O,X,O,X,X,X
SOTZJLI,O,O,X,O,X,X,X
SOITLJZ,O,O,O,X,O,X,X
SOITLZJ,O,X,O,O,O,X,X
SOITJLZ,O,O,O,X,X,X,X
SOITJZL,O,O,O,O,X,X,X
SOITZLJ,O,X,O,O,X,X,X
SOITZJL,O,O,O,O,X,X,X
SOILTJZ,O,O,O,X,O,X,X
SOILTZJ,O,X,O,O,O,X,X
SOILJTZ,O,X,O,X,X,X,X
SOILJZT,O,O,O,X,X,O,X
SOILZTJ,X,X,O,O,X,X,X
SOILZJT,O,X,O,X,X,X,X
SOIJTLZ,O,O,O,X,X,X,X
SOIJTZL,O,O,O,O,X,X,X
SOIJLTZ,O,X,O,X,X,X,X
SOIJLZT,O,O,O,X,X,O,X
SOIJZTL,O,O,O,O,X,X,X
SOIJZLT,O,O,O,X,X,O,X
SOIZTLJ,O,X,O,O,X,X,X
SOIZTJL,O,O,O,O,X,X,X
SOIZLTJ,X,X,O,O,X,X,X
SOIZLJT,O,X,O,X,X,X,X
SOIZJTL,O,O,O,O,X,X,X
SOIZJLT,O,O,O,X,X,X,X
SOLTIJZ,O,O,X,X,O,X,X
SOLTIZJ,O,X,X,O,O,X,X
SOLTJIZ,O,O,X,X,O,X,X
SOLTJZI,O,O,X,X,O,O,X
SOLTZIJ,O,X,X,O,O,X,X
SOLTZJI,O,X,X,O,O,X,X
SOLITJZ,O,O,O,X,O,X,X
SOLITZJ,O,X,O,O,O,X,X
SOLIJTZ,O,X,O,X,X,X,X
SOLIJZT,O,O,O,X,X,O,X
SOLIZTJ,X,X,O,O,X,X,X
SOLIZJT,O,X,O,X,X,X,X
SOLJTIZ,O,O,X,X,O,X,X
SOLJTZI,O,O,X,X,O,O,X
SOLJITZ,O,X,O,X,X,X,X
SOLJIZT,O,O,O,X,X,O,X
SOLJZTI,O,O,X,X,X,O,X
SOLJZIT,O,O,X,X,X,O,X
SOLZTIJ,O,X,X,O,O,X,X
SOLZTJI,O,X,X,O,O,X,X
SOLZITJ,X,X,X,O,X,X,O
SOLZIJT,O,X,X,X,X,X,O
SOLZJTI,O,X,X,X,X,O,X
SOLZJIT,O,X,X,X,X,O,X
SOJTILZ,O,O,O,X,X,X,X
SOJTIZL,O,O,O,O,X,X,X
SOJTLIZ,O,O,X,X,O,X,X
SOJTLZI,O,O,X,X,O,O,X
SOJTZIL,O,O,X,O,X,X,X
SOJTZLI,O,O,X,O,X,O,X
SOJITLZ,O,O,O,X,X,X,X
SOJITZL,O,O,O,O,X,X,X
SOJILTZ,O,X,O,X,X,X,X
SOJILZT,O,O,O,X,X,O,X
SOJIZTL,O,O,O,O,X,X,X
SOJIZLT,O,O,O,X,X,O,X
SOJLTIZ,O,O,X,X,O,X,X
SOJLTZI,O,O,X,X,O,O,X
SOJLITZ,O,X,O,X,X,X,X
SOJLIZT,O,O,O,X,X,O,X
SOJLZTI,O,O,X,X,X,O,X
SOJLZIT,O,O,X,X,X,O,X
SOJZTIL,O,O,X,O,X,X,X
SOJZTLI,O,O,X,O,X,O,X
SOJZITL,O,O,O,O,X,X,X
SOJZILT,O,O,O,X,X,O,X
SOJZLTI,O,O,X,X,X,O,X
SOJZLIT,O,O,X,X,X,O,X
SOZTILJ,O,X,X,O,X,X,X
SOZTIJL,O,O,X,O,X,X,X
SOZTLIJ,O,X,X,O,O,X,X
SOZTLJI,O,X,X,O,O,X,X
SOZTJIL,O,O,X,O,X,X,X
SOZTJLI,O,O,X,O,X,X,X
SOZITLJ,O,X,O,O,X,X,X
SOZITJL,O,O,O,O,X,X,X
SOZILTJ,X,X,O,O,X,X,O
SOZILJT,O,X,O,X,X,X,O
SOZIJTL,O,O,O,O,X,X,X
SOZIJLT,O,O,O,X,X,X,X
SOZLTIJ,O,X,X,O,O,X,X
SOZLTJI,O,X,X,O,O,X,X
SOZLITJ,X,X,X,O,X,X,O
SOZLIJT,O,X,X,X,X,X,O
SOZLJTI,O,X,X,X,X,O,X
SOZLJIT,O,X,X,X,X,O,X
SOZJTIL,O,O,X,O,X,X,X
SOZJTLI,O,O,X,O,X,O,X
SOZJITL,O,O,O,O,X,X,X
SOZJILT,O,O,O,X,X,O,X
SOZJLTI,O,O,X,X,X,O,X
SOZJLIT,O,O,X,X,X,O,X
ZTILJSO,O,X,X,X,X,X,X
ZTILJOS,O,X,X,X,X,X,X
ZTILSJO,O,X,X,X,X,X,O
ZTILSOJ,O,X,X,X,X,X,O
ZTILOJS,O,X,X,X,X,X,X
ZTILOSJ,O,X,X,X,X,X,X
ZTIJLSO,O,O,X,X,X,X,X
ZTIJLOS,O,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X
ZTIJOLS,O,O,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X
ZTISLJO,O,X,X,O,X,X,O
ZTISLOJ,O,X,X,O,X,X,O
ZTISJLO,O,O,X,O,X,X,X
ZTISJOL,O,O,X,O,X,X,X
ZTISOLJ,O,X,X,O,X,X,X
ZTISOJL,O,O,X,O,X,X,X
ZTIOLJS,O,X,X,X,X,X,X
ZTIOLSJ,O,X,X,X,X,X,X
ZTIOJLS,O,O,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X
ZTIOSLJ,O,X,X,O,X,X,X
ZTIOSJL,O,O,X,O,X,X,X
ZTLIJSO,O,X,X,X,O,X,X
ZTLIJOS,O,X,X,X,O,X,X
ZTLISJO,O,X,X,X,O,X,O
ZTLISOJ,O,X,X,X,O,X,O
ZTLIOJS,O,X,X,X,O,X,X
ZTLIOSJ,O,X,X,X,O,X,X
ZTLJISO,O,X,X,X,O,O,X
ZTLJIOS,O,X,X,X,O,O,X
ZTLJSIO,O,X,X,X,O,O,X
ZTLJSOI,O,X,X,X,O,O,X
ZTLJOIS,O,X,X,X,O,O,X
ZTLJOSI,O,X,X,X,O,O,X
ZTLSIJO,O,X,X,O,O,X,O
ZTLSIOJ,O,X,X,O,O,X,O
ZTLSJIO,O,X,X,O,O,X,X
ZTLSJOI,O,X,X,O,O,X,X
ZTLSOIJ,O,X,X,O,O,X,X
ZTLSOJI,O,X,X,O,O,X,X
ZTLOIJS,O,X,X,X,O,X,X
ZTLOISJ,O,X,X,X,O,X,X
ZTLOJIS,O,X,X,X,O,O,X
ZTLOJSI,O,X,X,X,O,O,X
ZTLOSIJ,O,X,X,O,O,X,X
ZTLOSJI,O,X,X,O,O,X,X
ZTJILSO,O,O,X,X,X,X,X
ZTJILOS,O,O,X,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X
ZTJIOLS,O,O,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,X,X
ZTJLISO,O,O,X,X,X,O,X
ZTJLIOS,O,O,X,X,X,O,X
ZTJLSIO,O,O,X,X,X,O,X
ZTJLSOI,O,O,X,X,X,O,X
ZTJLOIS,O,O,X,X,X,O,X
ZTJLOSI,O,O,X,X,X,O,X
ZTJSILO,O,O,X,O,X,X,X
ZTJSIOL,O,O,X,O,X,X,X
ZTJSLIO,O,O,X,O,X,O,X
ZTJSLOI,O,O,X,O,X,O,X
ZTJSOIL,O,O,X,O,X,X,X
ZTJSOLI,O,O,X,O,X,O,X
ZTJOILS,O,O,X,X,X,X,X
ZTJOISL,O,O,X,X,X,X,X
ZTJOLIS,O,O,X,X,X,O,X
ZTJOLSI,O,O,X,X,X,O,X
ZTJOSIL,O,O,X,O,X,X,X
ZTJOSLI,O,O,X,O,X,O,X
ZTSILJO,O,X,X,O,X,X,O
ZTSILOJ,O,X,X,O,X,X,O
ZTSIJLO,O,O,X,O,X,X,X
ZTSIJOL,O,O,X,O,X,X,X
ZTSIOLJ,O,X,X,O,X,X,X
ZTSIOJL,O,O,X,O,X,X,X
ZTSLIJO,O,X,X,O,O,X,O
ZTSLIOJ,O,X,X,O,O,X,O
ZTSLJIO,O,X,X,O,O,X,X
ZTSLJOI,O,X,X,O,O,X,X
ZTSLOIJ,O,X,X,O,O,X,X
ZTSLOJI,O,X,X,O,O,X,X
ZTSJILO,O,O,X,O,X,X,X
ZTSJIOL,O,O,X,O,X,X,X
ZTSJLIO,O,O,X,O,X,X,X
ZTSJLOI,O,O,X,O,X,X,X
ZTSJOIL,O,O,X,O,X,X,X
ZTSJOLI,O,O,X,O,X,X,X
ZTSOILJ,O,X,X,O,X,X,X
ZTSOIJL,O,O,X,O,X,X,X
ZTSOLIJ,O,X,X,O,O,X,X
ZTSOLJI,O,X,X,O,O,X,X
ZTSOJIL,O,O,X,O,X,X,X
ZTSOJLI,O,O,X,O,X,X,X
ZTOILJS,O,X,X,X,X,X,X
ZTOILSJ,O,X,X,X,X,X,X
ZTOIJLS,O,O,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X
ZTOISLJ,O,X,X,O,X,X,X
ZTOISJL,O,O,X,O,X,X,X
ZTOLIJS,O,X,X,X,O,X,X
ZTOLISJ,O,X,X,X,O,X,X
ZTOLJIS,O,X,X,X,O,O,X
ZTOLJSI,O,X,X,X,O,O,X
ZTOLSIJ,O,X,X,O,O,X,X
ZTOLSJI,O,X,X,O,O,X,X
ZTOJILS,O,O,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,O,X
ZTOJLSI,O,O,X,X,X,O,X
ZTOJSIL,O,O,X,O,X,X,X
ZTOJSLI,O,O,X,O,X,O,X
ZTOSILJ,O,X,X,O,X,X,X
ZTOSIJL,O,O,X,O,X,X,X
