sequence,v115@QhC8EeF8DeC8JeT/IvhFOlBxhBXjBdsBUrBCrB,v115@QhC8EeF8DeC8JeT/IvhF0gBxhBXjB2qBdsBSwB,v115@QhC8EeF8DeC8JeT/IvhF9mBOnBXjB0lBilBRwB,v115@QhC8EeF8DeC8JeT/IvhFNlBGhBxiB8qB3rBisB,v115@QhC8EeF8DeC8JeT/IvhFxgBXjByqBtrBOsB0qB,v115@QhC8EeF8DeC8JeT/IvhFKlBxhBXjBcrBesBtqB,v115@QhC8EeF8DeC8Jei/IvhFXjBUlBRmB9rBOsBzqB
IZTOSJL,O,X,O,O,X,X,X
IZLTJSO,X,X,O,X,X,X,X
IZLTJOS,X,X,O,X,X,X,X
IZLTSJO,X,X,O,X,X,X,O
IZLTSOJ,X,X,O,X,X,X,O
IZLTOJS,X,X,O,X,X,X,X
IZLTOSJ,X,X,O,X,X,X,X
IZLJTSO,X,X,O,X,X,O,X
IZLJTOS,X,X,O,X,X,O,X
IZLJSTO,X,X,O,X,X,O,O
IZLJSOT,X,X,O,X,X,O,O
IZLJOTS,X,X,O,X,X,O,X
IZLJOST,X,X,O,X,X,O,X
IZLSTJO,X,X,O,X,X,X,O
IZLSTOJ,X,X,O,X,X,X,O
IZLSJTO,X,X,O,X,X,X,O
IZLSJOT,X,X,O,X,X,X,O
IZLSOTJ,X,X,O,X,X,X,O
IZLSOJT,X,X,O,X,X,X,O
IZLOTJS,X,X,O,X,X,X,X
IZLOTSJ,X,X,O,X,X,X,X
IZLOJTS,X,X,O,X,X,O,X
IZLOJST,X,X,O,X,X,O,X
IZLOSTJ,X,X,O,X,X,X,O
IZLOSJT,X,X,O,X,X,X,O
IZJTLSO,O,X,O,X,X,X,X
IZJTLOS,O,X,O,X,X,X,X
IZJTSLO,O,X,O,X,X,X,X
IZJTSOL,O,X,O,X,X,X,X
IZJTOLS,O,X,O,X,X,X,X
IZJTOSL,O,X,O,X,X,X,X
IZJLTSO,X,X,O,X,X,O,X
IZJLTOS,X,X,O,X,X,O,X
IZJLSTO,X,X,O,X,X,O,O
IZJLSOT,X,X,O,X,X,O,O
IZJLOTS,X,X,O,X,X,O,X
IZJLOST,X,X,O,X,X,O,X
IZJSTLO,O,X,O,X,X,X,X
IZJSTOL,O,X,O,X,X,X,X
IZJSLTO,X,X,O,X,X,O,O
IZJSLOT,O,X,O,X,X,O,O
IZJSOTL,O,X,O,X,X,X,X
IZJSOLT,O,X,O,X,X,O,X
IZJOTLS,O,X,O,X,X,X,X
IZJOTSL,O,X,O,X,X,X,X
IZJOLTS,X,X,O,X,X,O,X
IZJOLST,X,X,O,X,X,O,X
IZJOSTL,O,X,O,X,X,X,X
IZJOSLT,O,X,O,X,X,O,X
IZSTLJO,O,X,O,O,X,X,O
IZSTLOJ,O,X,O,O,X,X,O
IZSTJLO,O,X,O,O,X,X,X
IZSTJOL,O,X,O,O,X,X,X
IZSTOLJ,O,X,O,O,X,X,X
IZSTOJL,O,X,O,O,X,X,X
IZSLTJO,X,X,O,O,X,X,O
IZSLTOJ,X,X,O,O,X,X,O
IZSLJTO,X,X,O,O,X,X,O
IZSLJOT,O,X,O,X,X,X,O
IZSLOTJ,X,X,O,O,X,X,O
IZSLOJT,O,X,O,X,X,X,O
IZSJTLO,O,X,O,O,X,X,X
IZSJTOL,O,X,O,O,X,X,X
IZSJLTO,X,X,O,O,X,X,O
IZSJLOT,O,X,O,X,X,X,O
IZSJOTL,O,X,O,O,X,X,X
IZSJOLT,O,X,O,X,X,X,X
IZSOTLJ,O,X,O,O,X,X,X
IZSOTJL,O,X,O,O,X,X,X
IZSOLTJ,X,X,O,O,X,X,O
IZSOLJT,O,X,O,X,X,X,O
IZSOJTL,O,X,O,O,X,X,X
IZSOJLT,O,X,O,X,X,X,X
IZOTLJS,O,X,O,X,X,X,X
IZOTLSJ,O,X,O,X,X,X,X
IZOTJLS,O,X,O,X,X,X,X
IZOTJSL,O,X,O,X,X,X,X
IZOTSLJ,O,X,O,O,X,X,X
IZOTSJL,O,X,O,O,X,X,X
IZOLTJS,X,X,O,X,X,X,X
IZOLTSJ,X,X,O,X,X,X,X
IZOLJTS,X,X,O,X,X,O,X
IZOLJST,X,X,O,X,X,O,X
IZOLSTJ,X,X,O,X,X,X,O
IZOLSJT,X,X,O,X,X,X,O
IZOJTLS,O,X,O,X,X,X,X
IZOJTSL,O,X,O,X,X,X,X
IZOJLTS,X,X,O,X,X,O,X
IZOJLST,X,X,O,X,X,O,X
IZOJSTL,O,X,O,X,X,X,X
IZOJSLT,O,X,O,X,X,O,X
IZOSTLJ,O,X,O,O,X,X,X
IZOSTJL,O,X,O,O,X,X,X
IZOSLTJ,X,X,O,O,X,X,O
IZOSLJT,O,X,O,X,X,X,O
IZOSJTL,O,X,O,O,X,X,X
IZOSJLT,O,X,O,X,X,X,X
IOTLJSZ,O,O,O,X,O,X,X
IOTLJZS,X,O,O,X,O,X,X
IOTLSJZ,O,O,O,X,O,X,X
IOTLSZJ,O,X,O,O,O,X,X
IOTLZJS,O,X,O,X,O,X,X
IOTLZSJ,O,X,O,X,O,X,X
IOTJLSZ,O,O,O,X,X,X,X
IOTJLZS,X,O,O,X,X,X,X
IOTJSLZ,O,O,O,X,X,X,X
IOTJSZL,O,O,O,O,X,X,X
IOTJZLS,O,O,O,X,X,X,X
IOTJZSL,O,O,O,X,X,X,X
IOTSLJZ,O,O,O,X,O,X,X
IOTSLZJ,O,X,O,O,O,X,X
IOTSJLZ,O,O,O,X,X,X,X
IOTSJZL,O,O,O,O,X,X,X
IOTSZLJ,O,X,O,O,X,X,X
IOTSZJL,O,O,O,O,X,X,X
IOTZLJS,O,X,O,X,X,X,X
IOTZLSJ,O,X,O,X,X,X,X
IOTZJLS,O,O,O,X,X,X,X
IOTZJSL,O,O,O,X,X,X,X
IOTZSLJ,O,X,O,O,X,X,X
IOTZSJL,O,O,O,O,X,X,X
IOLTJSZ,X,X,O,X,O,X,X
IOLTJZS,X,X,O,X,O,X,X
IOLTSJZ,X,X,O,X,O,X,X
IOLTSZJ,X,X,O,O,O,X,X
IOLTZJS,X,X,O,X,O,X,X
IOLTZSJ,X,X,O,X,O,X,X
IOLJTSZ,X,X,O,X,O,X,X
IOLJTZS,X,X,O,X,O,X,X
IOLJSTZ,X,X,O,X,X,X,X
IOLJSZT,X,X,O,X,X,O,X
IOLJZTS,X,X,O,X,X,O,X
IOLJZST,X,X,O,X,X,O,X
IOLSTJZ,X,X,O,X,O,X,X
IOLSTZJ,X,X,O,O,O,X,X
IOLSJTZ,X,X,O,X,X,X,X
IOLSJZT,X,X,O,X,X,O,X
IOLSZTJ,X,X,O,O,X,X,X
IOLSZJT,X,X,O,X,X,X,X
IOLZTJS,X,X,O,X,O,X,X
IOLZTSJ,X,X,O,X,O,X,X
IOLZJTS,X,X,O,X,X,O,X
IOLZJST,X,X,O,X,X,O,X
IOLZSTJ,X,X,O,X,X,X,X
IOLZSJT,X,X,O,X,X,X,X
IOJTLSZ,O,O,O,X,X,X,X
IOJTLZS,X,O,O,X,X,X,X
IOJTSLZ,O,O,O,X,X,X,X
IOJTSZL,O,O,O,O,X,X,X
IOJTZLS,O,O,O,X,X,X,X
IOJTZSL,O,O,O,X,X,X,X
IOJLTSZ,X,X,O,X,X,X,X
IOJLTZS,X,X,O,X,X,X,X
IOJLSTZ,X,X,O,X,X,X,X
IOJLSZT,X,X,O,X,X,O,X
IOJLZTS,X,X,O,X,X,O,X
IOJLZST,X,X,O,X,X,O,X
IOJSTLZ,O,O,O,X,X,X,X
IOJSTZL,O,O,O,O,X,X,X
IOJSLTZ,O,X,O,X,X,X,X
IOJSLZT,O,O,O,X,X,O,X
IOJSZTL,O,O,O,O,X,X,X
IOJSZLT,O,O,O,X,X,O,X
IOJZTLS,O,O,O,X,X,X,X
IOJZTSL,O,O,O,X,X,X,X
IOJZLTS,X,X,O,X,X,O,X
IOJZLST,X,O,O,X,X,O,X
IOJZSTL,O,O,O,X,X,X,X
IOJZSLT,O,O,O,X,X,O,X
IOSTLJZ,O,O,O,X,O,X,X
IOSTLZJ,O,X,O,O,O,X,X
IOSTJLZ,O,O,O,X,X,X,X
IOSTJZL,O,O,O,O,X,X,X
IOSTZLJ,O,X,O,O,X,X,X
IOSTZJL,O,O,O,O,X,X,X
IOSLTJZ,O,O,O,X,O,X,X
IOSLTZJ,O,X,O,O,O,X,X
IOSLJTZ,O,X,O,X,X,X,X
IOSLJZT,O,O,O,X,X,O,X
IOSLZTJ,X,X,O,O,X,X,X
IOSLZJT,O,X,O,X,X,X,X
IOSJTLZ,O,O,O,X,X,X,X
IOSJTZL,O,O,O,O,X,X,X
IOSJLTZ,O,X,O,X,X,X,X
IOSJLZT,O,O,O,X,X,O,X
IOSJZTL,O,O,O,O,X,X,X
IOSJZLT,O,O,O,X,X,O,X
IOSZTLJ,O,X,O,O,X,X,X
IOSZTJL,O,O,O,O,X,X,X
IOSZLTJ,X,X,O,O,X,X,X
IOSZLJT,O,X,O,X,X,X,X
IOSZJTL,O,O,O,O,X,X,X
IOSZJLT,O,O,O,X,X,X,X
IOZTLJS,O,X,O,X,X,X,X
IOZTLSJ,O,X,O,X,X,X,X
IOZTJLS,O,X,O,X,X,X,X
IOZTJSL,O,X,O,X,X,X,X
IOZTSLJ,O,X,O,O,X,X,X
IOZTSJL,O,X,O,O,X,X,X
IOZLTJS,X,X,O,X,X,X,X
IOZLTSJ,X,X,O,X,X,X,X
IOZLJTS,X,X,O,X,X,O,X
IOZLJST,X,X,O,X,X,O,X
IOZLSTJ,X,X,O,X,X,X,X
IOZLSJT,X,X,O,X,X,X,X
IOZJTLS,O,X,O,X,X,X,X
IOZJTSL,O,X,O,X,X,X,X
IOZJLTS,X,X,O,X,X,O,X
IOZJLST,X,X,O,X,X,O,X
IOZJSTL,O,X,O,X,X,X,X
IOZJSLT,O,X,O,X,X,O,X
IOZSTLJ,O,X,O,O,X,X,X
IOZSTJL,O,X,O,O,X,X,X
IOZSLTJ,X,X,O,O,X,X,X
IOZSLJT,O,X,O,X,X,X,X
IOZSJTL,O,X,O,O,X,X,X
IOZSJLT,O,X,O,X,X,X,X
LTIJSZO,X,O,X,X,O,X,X
LTIJSOZ,O,O,X,X,O,X,X
LTIJZSO,X,O,X,X,O,X,X
LTIJZOS,X,O,X,X,O,X,X
LTIJOSZ,O,O,X,X,O,X,X
LTIJOZS,X,O,X,X,O,X,X
LTISJZO,X,O,X,X,O,X,X
LTISJOZ,O,O,X,X,O,X,X
LTISZJO,O,X,X,O,O,X,X
LTISZOJ,O,X,X,O,O,X,X
LTISOJZ,O,O,X,X,O,X,X
LTISOZJ,O,X,X,O,O,X,X
LTIZJSO,O,X,X,X,O,X,X
LTIZJOS,O,X,X,X,O,X,X
LTIZSJO,O,X,X,X,O,X,X
LTIZSOJ,O,X,X,X,O,X,X
LTIZOJS,O,X,X,X,O,X,X
LTIZOSJ,O,X,X,X,O,X,X
LTIOJSZ,O,O,X,X,O,X,X
LTIOJZS,X,O,X,X,O,X,X
LTIOSJZ,O,O,X,X,O,X,X
LTIOSZJ,O,X,X,O,O,X,X
LTIOZJS,O,X,X,X,O,X,X
LTIOZSJ,O,X,X,X,O,X,X
LTJISZO,X,O,X,X,O,X,X
LTJISOZ,O,O,X,X,O,X,X
LTJIZSO,X,O,X,X,O,X,X
LTJIZOS,X,O,X,X,O,X,X
LTJIOSZ,O,O,X,X,O,X,X
LTJIOZS,X,O,X,X,O,X,X
LTJSIZO,X,O,X,X,O,X,X
LTJSIOZ,O,O,X,X,O,X,X
LTJSZIO,O,O,X,X,O,O,X
LTJSZOI,O,O,X,X,O,O,X
LTJSOIZ,O,O,X,X,O,X,X
LTJSOZI,O,O,X,X,O,O,X
LTJZISO,O,O,X,X,O,O,X
LTJZIOS,O,O,X,X,O,O,X
LTJZSIO,O,O,X,X,O,O,X
LTJZSOI,O,O,X,X,O,O,X
LTJZOIS,O,O,X,X,O,O,X
LTJZOSI,O,O,X,X,O,O,X
LTJOISZ,O,O,X,X,O,X,X
LTJOIZS,X,O,X,X,O,X,X
LTJOSIZ,O,O,X,X,O,X,X
LTJOSZI,O,O,X,X,O,O,X
LTJOZIS,O,O,X,X,O,O,X
LTJOZSI,O,O,X,X,O,O,X
LTSIJZO,X,O,X,X,O,X,X
LTSIJOZ,O,O,X,X,O,X,X
LTSIZJO,O,X,X,O,O,X,X
LTSIZOJ,O,X,X,O,O,X,X
LTSIOJZ,O,O,X,X,O,X,X
LTSIOZJ,O,X,X,O,O,X,X
LTSJIZO,X,O,X,X,O,X,X
LTSJIOZ,O,O,X,X,O,X,X
LTSJZIO,O,O,X,X,O,O,X
LTSJZOI,O,O,X,X,O,O,X
LTSJOIZ,O,O,X,X,O,X,X
LTSJOZI,O,O,X,X,O,O,X
LTSZIJO,O,X,X,O,O,X,O
LTSZIOJ,O,X,X,O,O,X,O
LTSZJIO,O,X,X,O,O,X,X
LTSZJOI,O,X,X,O,O,X,X
LTSZOIJ,O,X,X,O,O,X,X
LTSZOJI,O,X,X,O,O,X,X
LTSOIJZ,O,O,X,X,O,X,X
LTSOIZJ,O,X,X,O,O,X,X
LTSOJIZ,O,O,X,X,O,X,X
LTSOJZI,O,O,X,X,O,O,X
LTSOZIJ,O,X,X,O,O,X,X
LTSOZJI,O,X,X,O,O,X,X
LTZIJSO,O,X,X,X,O,X,X
LTZIJOS,O,X,X,X,O,X,X
LTZISJO,O,X,X,X,O,X,O
LTZISOJ,O,X,X,X,O,X,O
LTZIOJS,O,X,X,X,O,X,X
LTZIOSJ,O,X,X,X,O,X,X
LTZJISO,O,X,X,X,O,O,X
LTZJIOS,O,X,X,X,O,O,X
LTZJSIO,O,X,X,X,O,O,X
LTZJSOI,O,X,X,X,O,O,X
LTZJOIS,O,X,X,X,O,O,X
LTZJOSI,O,X,X,X,O,O,X
LTZSIJO,O,X,X,O,O,X,O
LTZSIOJ,O,X,X,O,O,X,O
LTZSJIO,O,X,X,O,O,X,X
LTZSJOI,O,X,X,O,O,X,X
LTZSOIJ,O,X,X,O,O,X,X
LTZSOJI,O,X,X,O,O,X,X
LTZOIJS,O,X,X,X,O,X,X
LTZOISJ,O,X,X,X,O,X,X
LTZOJIS,O,X,X,X,O,O,X
LTZOJSI,O,X,X,X,O,O,X
LTZOSIJ,O,X,X,O,O,X,X
LTZOSJI,O,X,X,O,O,X,X
LTOIJSZ,O,O,X,X,O,X,X
LTOIJZS,X,O,X,X,O,X,X
LTOISJZ,O,O,X,X,O,X,X
LTOISZJ,O,X,X,O,O,X,X
LTOIZJS,O,X,X,X,O,X,X
LTOIZSJ,O,X,X,X,O,X,X
LTOJISZ,O,O,X,X,O,X,X
LTOJIZS,X,O,X,X,O,X,X
LTOJSIZ,O,O,X,X,O,X,X
LTOJSZI,O,O,X,X,O,O,X
LTOJZIS,O,O,X,X,O,O,X
LTOJZSI,O,O,X,X,O,O,X
LTOSIJZ,O,O,X,X,O,X,X
LTOSIZJ,O,X,X,O,O,X,X
LTOSJIZ,O,O,X,X,O,X,X
LTOSJZI,O,O,X,X,O,O,X
LTOSZIJ,O,X,X,O,O,X,X
LTOSZJI,O,X,X,O,O,X,X
LTOZIJS,O,X,X,X,O,X,X
LTOZISJ,O,X,X,X,O,X,X
LTOZJIS,O,X,X,X,O,O,X
LTOZJSI,O,X,X,X,O,O,X
LTOZSIJ,O,X,X,O,O,X,X
LTOZSJI,O,X,X,O,O,X,X
LITJSZO,X,X,O,X,O,X,X
LITJSOZ,X,X,O,X,O,X,X
LITJZSO,X,X,O,X,O,X,X
LITJZOS,X,X,O,X,O,X,X
LITJOSZ,X,X,O,X,O,X,X
LITJOZS,X,X,O,X,O,X,X
LITSJZO,X,X,O,X,O,X,X
LITSJOZ,X,X,O,X,O,X,X
LITSZJO,X,X,O,O,O,X,X
LITSZOJ,X,X,O,O,O,X,X
LITSOJZ,X,X,O,X,O,X,X
LITSOZJ,X,X,O,O,O,X,X
LITZJSO,X,X,O,X,O,X,X
LITZJOS,X,X,O,X,O,X,X
LITZSJO,X,X,O,X,O,X,X
LITZSOJ,X,X,O,X,O,X,X
LITZOJS,X,X,O,X,O,X,X
LITZOSJ,X,X,O,X,O,X,X
LITOJSZ,X,X,O,X,O,X,X
LITOJZS,X,X,O,X,O,X,X
LITOSJZ,X,X,O,X,O,X,X
LITOSZJ,X,X,O,O,O,X,X
LITOZJS,X,X,O,X,O,X,X
LITOZSJ,X,X,O,X,O,X,X
LIJTSZO,X,X,O,X,O,X,X
LIJTSOZ,X,X,O,X,O,X,X
LIJTZSO,X,X,O,X,O,X,X
LIJTZOS,X,X,O,X,O,X,X
LIJTOSZ,X,X,O,X,O,X,X
LIJTOZS,X,X,O,X,O,X,X
LIJSTZO,X,X,O,X,X,X,X
LIJSTOZ,X,X,O,X,X,X,X
LIJSZTO,X,X,O,X,X,O,X
LIJSZOT,X,X,O,X,X,O,X
LIJSOTZ,X,X,O,X,X,X,X
LIJSOZT,X,X,O,X,X,O,X
LIJZTSO,X,X,O,X,X,O,X
LIJZTOS,X,X,O,X,X,O,X
LIJZSTO,X,X,O,X,X,O,X
LIJZSOT,X,X,O,X,X,O,X
LIJZOTS,X,X,O,X,X,O,X
LIJZOST,X,X,O,X,X,O,X
LIJOTSZ,X,X,O,X,O,X,X
LIJOTZS,X,X,O,X,O,X,X
LIJOSTZ,X,X,O,X,X,X,X
LIJOSZT,X,X,O,X,X,O,X
LIJOZTS,X,X,O,X,X,O,X
LIJOZST,X,X,O,X,X,O,X
LISTJZO,X,X,O,X,O,X,X
LISTJOZ,X,X,O,X,O,X,X
LISTZJO,X,X,O,O,O,X,X
LISTZOJ,X,X,O,O,O,X,X
LISTOJZ,X,X,O,X,O,X,X
LISTOZJ,X,X,O,O,O,X,X
LISJTZO,X,X,O,X,X,X,X
LISJTOZ,X,X,O,X,X,X,X
LISJZTO,X,X,O,O,X,O,X
LISJZOT,X,X,O,X,X,O,X
LISJOTZ,X,X,O,X,X,X,X
LISJOZT,X,X,O,X,X,O,X
LISZTJO,X,X,O,O,X,X,O
LISZTOJ,X,X,O,O,X,X,O
LISZJTO,X,X,O,O,X,X,O
LISZJOT,X,X,O,X,X,X,O
LISZOTJ,X,X,O,O,X,X,O
LISZOJT,X,X,O,X,X,X,O
LISOTJZ,X,X,O,X,O,X,X
LISOTZJ,X,X,O,O,O,X,X
LISOJTZ,X,X,O,X,X,X,X
LISOJZT,X,X,O,X,X,O,X
LISOZTJ,X,X,O,O,X,X,X
LISOZJT,X,X,O,X,X,X,X
LIZTJSO,X,X,O,X,O,X,X
LIZTJOS,X,X,O,X,O,X,X
LIZTSJO,X,X,O,X,O,X,O
LIZTSOJ,X,X,O,X,O,X,O
LIZTOJS,X,X,O,X,O,X,X
LIZTOSJ,X,X,O,X,O,X,X
LIZJTSO,X,X,O,X,X,O,X
LIZJTOS,X,X,O,X,X,O,X
LIZJSTO,X,X,O,X,X,O,O
LIZJSOT,X,X,O,X,X,O,O
LIZJOTS,X,X,O,X,X,O,X
LIZJOST,X,X,O,X,X,O,X
LIZSTJO,X,X,O,X,X,X,O
LIZSTOJ,X,X,O,X,X,X,O
LIZSJTO,X,X,O,X,X,X,O
LIZSJOT,X,X,O,X,X,X,O
LIZSOTJ,X,X,O,X,X,X,O
LIZSOJT,X,X,O,X,X,X,O
LIZOTJS,X,X,O,X,O,X,X
LIZOTSJ,X,X,O,X,O,X,X
LIZOJTS,X,X,O,X,X,O,X
LIZOJST,X,X,O,X,X,O,X
LIZOSTJ,X,X,O,X,X,X,O
LIZOSJT,X,X,O,X,X,X,O
LIOTJSZ,X,X,O,X,O,X,X
LIOTJZS,X,X,O,X,O,X,X
LIOTSJZ,X,X,O,X,O,X,X
LIOTSZJ,X,X,O,O,O,X,X
LIOTZJS,X,X,O,X,O,X,X
LIOTZSJ,X,X,O,X,O,X,X
LIOJTSZ,X,X,O,X,O,X,X
LIOJTZS,X,X,O,X,O,X,X
LIOJSTZ,X,X,O,X,X,X,X
LIOJSZT,X,X,O,X,X,O,X
LIOJZTS,X,X,O,X,X,O,X
LIOJZST,X,X,O,X,X,O,X
LIOSTJZ,X,X,O,X,O,X,X
LIOSTZJ,X,X,O,O,O,X,X
LIOSJTZ,X,X,O,X,X,X,X
LIOSJZT,X,X,O,X,X,O,X
LIOSZTJ,X,X,O,O,X,X,X
LIOSZJT,X,X,O,X,X,X,X
LIOZTJS,X,X,O,X,O,X,X
LIOZTSJ,X,X,O,X,O,X,X
LIOZJTS,X,X,O,X,X,O,X
LIOZJST,X,X,O,X,X,O,X
LIOZSTJ,X,X,O,X,X,X,X
LIOZSJT,X,X,O,X,X,X,X
LJTISZO,X,O,X,X,O,X,X
LJTISOZ,O,O,X,X,O,X,X
LJTIZSO,X,O,X,X,O,X,X
LJTIZOS,X,O,X,X,O,X,X
LJTIOSZ,O,O,X,X,O,X,X
LJTIOZS,X,O,X,X,O,X,X
LJTSIZO,X,O,X,X,O,X,X
LJTSIOZ,O,O,X,X,O,X,X
LJTSZIO,O,O,X,X,O,O,X
LJTSZOI,O,O,X,X,O,O,X
LJTSOIZ,O,O,X,X,O,X,X
LJTSOZI,O,O,X,X,O,O,X
LJTZISO,O,O,X,X,O,O,X
LJTZIOS,O,O,X,X,O,O,X
LJTZSIO,O,O,X,X,O,O,X
LJTZSOI,O,O,X,X,O,O,X
LJTZOIS,O,O,X,X,O,O,X
LJTZOSI,O,O,X,X,O,O,X
LJTOISZ,O,O,X,X,O,X,X
LJTOIZS,X,O,X,X,O,X,X
LJTOSIZ,O,O,X,X,O,X,X
LJTOSZI,O,O,X,X,O,O,X
LJTOZIS,O,O,X,X,O,O,X
LJTOZSI,O,O,X,X,O,O,X
LJITSZO,X,X,X,X,O,X,X
LJITSOZ,X,X,X,X,O,X,X
LJITZSO,X,X,X,X,O,X,X
LJITZOS,X,X,X,X,O,X,X
LJITOSZ,X,X,X,X,O,X,X
LJITOZS,X,X,X,X,O,X,X
LJISTZO,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,O,X
LJISZOT,X,X,X,X,X,O,X
LJISOTZ,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,O,X
LJIZTSO,X,X,X,X,X,O,X
LJIZTOS,X,X,X,X,X,O,X
LJIZSTO,X,X,X,X,X,O,X
LJIZSOT,X,X,X,X,X,O,X
LJIZOTS,X,X,X,X,X,O,X
LJIZOST,X,X,X,X,X,O,X
LJIOTSZ,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,O,X
LJIOZTS,X,X,X,X,X,O,X
LJIOZST,X,X,X,X,X,O,X
LJSTIZO,X,O,X,X,O,X,X
LJSTIOZ,O,O,X,X,O,X,X
LJSTZIO,O,O,X,X,O,O,X
LJSTZOI,O,O,X,X,O,O,X
LJSTOIZ,O,O,X,X,O,X,X
LJSTOZI,O,O,X,X,O,O,X
LJSITZO,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,O,X
LJSIZOT,X,O,X,X,X,O,X
LJSIOTZ,O,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,O,X
LJSZTIO,O,O,X,X,X,O,X
LJSZTOI,O,O,X,X,X,O,X
LJSZITO,X,X,X,X,X,O,O
LJSZIOT,O,O,X,X,X,O,O
LJSZOTI,O,O,X,X,X,O,X
LJSZOIT,O,O,X,X,X,O,X
LJSOTIZ,O,O,X,X,O,X,X
LJSOTZI,O,O,X,X,O,O,X
LJSOITZ,O,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,O,X
LJSOZTI,O,O,X,X,X,O,X
LJSOZIT,O,O,X,X,X,O,X
LJZTISO,O,O,X,X,X,O,X
LJZTIOS,O,O,X,X,X,O,X
LJZTSIO,O,O,X,X,X,O,X
LJZTSOI,O,O,X,X,X,O,X
LJZTOIS,O,O,X,X,X,O,X
LJZTOSI,O,O,X,X,X,O,X
LJZITSO,X,X,X,X,X,O,X
LJZITOS,X,X,X,X,X,O,X
LJZISTO,X,X,X,X,X,O,O
LJZISOT,X,O,X,X,X,O,O
LJZIOTS,X,X,X,X,X,O,X
LJZIOST,X,O,X,X,X,O,X
LJZSTIO,O,O,X,X,X,O,X
LJZSTOI,O,O,X,X,X,O,X
LJZSITO,X,X,X,X,X,O,O
LJZSIOT,O,O,X,X,X,O,O
LJZSOTI,O,O,X,X,X,O,X
LJZSOIT,O,O,X,X,X,O,X
LJZOTIS,O,O,X,X,X,O,X
LJZOTSI,O,O,X,X,X,O,X
LJZOITS,X,X,X,X,X,O,X
LJZOIST,X,O,X,X,X,O,X
LJZOSTI,O,O,X,X,X,O,X
LJZOSIT,O,O,X,X,X,O,X
LJOTISZ,O,O,X,X,O,X,X
LJOTIZS,X,O,X,X,O,X,X
LJOTSIZ,O,O,X,X,O,X,X
LJOTSZI,O,O,X,X,O,O,X
LJOTZIS,O,O,X,X,O,O,X
LJOTZSI,O,O,X,X,O,O,X
LJOITSZ,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,X,O,X
LJOIZTS,X,X,X,X,X,O,X
LJOIZST,X,X,X,X,X,O,X
LJOSTIZ,O,O,X,X,O,X,X
LJOSTZI,O,O,X,X,O,O,X
LJOSITZ,O,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,O,X
LJOSZTI,O,O,X,X,X,O,X
LJOSZIT,O,O,X,X,X,O,X
LJOZTIS,O,O,X,X,X,O,X
LJOZTSI,O,O,X,X,X,O,X
LJOZITS,X,X,X,X,X,O,X
LJOZIST,X,O,X,X,X,O,X
LJOZSTI,O,O,X,X,X,O,X
LJOZSIT,O,O,X,X,X,O,X
LSTIJZO,X,O,X,X,O,X,X
LSTIJOZ,O,O,X,X,O,X,X
LSTIZJO,O,X,X,O,O,X,X
LSTIZOJ,O,X,X,O,O,X,X
LSTIOJZ,O,O,X,X,O,X,X
LSTIOZJ,O,X,X,O,O,X,X
LSTJIZO,X,O,X,X,O,X,X
LSTJIOZ,O,O,X,X,O,X,X
LSTJZIO,O,O,X,X,O,O,X
LSTJZOI,O,O,X,X,O,O,X
LSTJOIZ,O,O,X,X,O,X,X
LSTJOZI,O,O,X,X,O,O,X
LSTZIJO,O,X,X,O,O,X,O
LSTZIOJ,O,X,X,O,O,X,O
LSTZJIO,O,X,X,O,O,X,X
LSTZJOI,O,X,X,O,O,X,X
LSTZOIJ,O,X,X,O,O,X,X
LSTZOJI,O,X,X,O,O,X,X
LSTOIJZ,O,O,X,X,O,X,X
LSTOIZJ,O,X,X,O,O,X,X
LSTOJIZ,O,O,X,X,O,X,X
LSTOJZI,O,O,X,X,O,O,X
LSTOZIJ,O,X,X,O,O,X,X
LSTOZJI,O,X,X,O,O,X,X
LSITJZO,X,O,O,X,O,X,X
LSITJOZ,O,O,O,X,O,X,X
LSITZJO,O,X,O,O,O,X,X
LSITZOJ,O,X,O,O,O,X,X
LSITOJZ,O,O,O,X,O,X,X
LSITOZJ,O,X,O,O,O,X,X
LSIJTZO,X,X,O,X,X,X,X
LSIJTOZ,X,X,O,X,X,X,X
LSIJZTO,X,X,O,O,X,O,X
LSIJZOT,X,O,O,X,X,O,X
LSIJOTZ,O,X,O,X,X,X,X
LSIJOZT,O,O,O,X,X,O,X
LSIZTJO,X,X,O,O,X,X,O
LSIZTOJ,X,X,O,O,X,X,O
LSIZJTO,X,X,O,O,X,X,O
LSIZJOT,O,X,O,X,X,X,O
LSIZOTJ,X,X,O,O,X,X,O
LSIZOJT,O,X,O,X,X,X,O
