sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
IJSTOZL,X,X,X,X,X,X,X,X,X
IJSLTZO,X,X,X,X,X,X,X,X,X
IJSLTOZ,X,X,X,X,X,X,X,X,X
IJSLZTO,X,X,X,X,X,X,X,X,X
IJSLZOT,X,X,X,X,X,X,X,X,X
IJSLOTZ,X,X,X,X,X,X,X,X,X
IJSLOZT,X,X,X,X,X,X,X,X,X
IJSZTLO,O,X,X,X,X,X,X,X,X
IJSZTOL,O,X,X,X,X,X,X,X,X
IJSZLTO,X,X,X,X,X,X,X,X,X
IJSZLOT,X,X,X,X,X,X,X,X,X
IJSZOTL,O,X,X,X,X,X,X,X,X
IJSZOLT,X,X,X,X,X,X,X,X,X
IJSOTLZ,X,X,O,X,X,X,X,X,X
IJSOTZL,X,X,X,X,X,X,X,X,X
IJSOLTZ,X,X,X,X,X,X,X,X,X
IJSOLZT,X,X,X,X,X,X,X,X,X
IJSOZTL,O,X,X,X,X,X,X,X,X
IJSOZLT,X,X,X,X,X,X,X,X,X
IJZTLSO,O,X,X,X,X,X,X,X,X
IJZTLOS,O,X,X,X,O,X,X,X,X
IJZTSLO,O,X,X,X,X,X,X,X,X
IJZTSOL,O,X,X,X,X,X,X,X,X
IJZTOLS,O,X,X,X,O,X,X,X,X
IJZTOSL,O,X,X,X,X,X,X,X,X
IJZLTSO,X,X,X,X,X,X,X,X,X
IJZLTOS,X,X,X,X,X,X,X,X,X
IJZLSTO,X,X,X,X,X,X,X,X,X
IJZLSOT,X,X,X,X,X,X,X,X,X
IJZLOTS,X,X,X,X,X,X,X,X,X
IJZLOST,X,X,X,X,X,X,X,X,X
IJZSTLO,O,X,X,X,X,X,X,X,X
IJZSTOL,O,X,X,X,X,X,X,X,X
IJZSLTO,X,X,X,X,X,X,X,X,X
IJZSLOT,X,X,X,X,X,X,X,X,X
IJZSOTL,O,X,X,X,X,X,X,X,X
IJZSOLT,X,X,X,X,X,X,X,X,X
IJZOTLS,O,X,X,X,O,X,X,X,X
IJZOTSL,O,X,X,X,X,X,X,X,X
IJZOLTS,X,X,X,X,X,X,X,X,X
IJZOLST,X,X,X,X,X,X,X,X,X
IJZOSTL,O,X,X,X,X,X,X,X,X
IJZOSLT,X,X,X,X,X,X,X,X,X
IJOTLSZ,X,X,O,X,X,X,X,X,X
IJOTLZS,O,X,X,X,O,X,X,X,X
IJOTSLZ,X,X,O,X,X,X,X,X,X
IJOTSZL,X,X,X,X,X,X,X,X,X
IJOTZLS,O,X,X,X,O,X,X,X,X
IJOTZSL,O,X,X,X,X,X,X,X,X
IJOLTSZ,X,X,X,X,X,X,X,X,X
IJOLTZS,O,X,X,X,X,X,X,X,X
IJOLSTZ,X,X,X,X,X,X,X,X,X
IJOLSZT,X,X,X,X,X,X,X,X,X
IJOLZTS,X,X,X,X,X,X,X,X,X
IJOLZST,X,X,X,X,X,X,X,X,X
IJOSTLZ,X,X,O,X,X,X,X,X,X
IJOSTZL,X,X,X,X,X,X,X,X,X
IJOSLTZ,X,X,X,X,X,X,X,X,X
IJOSLZT,X,X,X,X,X,X,X,X,X
IJOSZTL,O,X,X,X,X,X,X,X,X
IJOSZLT,X,X,X,X,X,X,X,X,X
IJOZTLS,O,X,X,X,O,X,X,X,X
IJOZTSL,O,X,X,X,X,X,X,X,X
IJOZLTS,X,X,X,X,X,X,X,X,X
IJOZLST,X,X,X,X,X,X,X,X,X
IJOZSTL,O,X,X,X,X,X,X,X,X
IJOZSLT,X,X,X,X,X,X,X,X,X
ISTLJZO,X,X,X,X,X,X,X,X,X
ISTLJOZ,X,X,O,X,X,X,O,X,X
ISTLZJO,X,X,X,X,X,X,X,X,X
ISTLZOJ,X,X,X,X,X,X,X,X,X
ISTLOJZ,X,X,X,X,X,X,O,X,X
ISTLOZJ,X,X,X,X,X,X,X,X,X
ISTJLZO,X,X,X,X,X,X,X,X,X
ISTJLOZ,X,X,O,X,X,X,O,X,X
ISTJZLO,X,X,X,X,X,X,X,X,X
ISTJZOL,X,X,X,X,X,X,X,X,X
ISTJOLZ,X,X,O,X,X,X,O,X,X
ISTJOZL,X,X,X,X,X,X,X,X,X
ISTZLJO,X,X,X,X,X,X,X,X,X
ISTZLOJ,X,X,X,X,X,X,X,O,X
ISTZJLO,X,X,X,X,X,X,X,X,X
ISTZJOL,X,O,X,X,X,O,X,X,X
ISTZOLJ,X,X,X,X,X,X,X,O,X
ISTZOJL,X,O,X,X,X,O,X,X,X
ISTOLJZ,X,X,X,X,X,X,O,X,X
ISTOLZJ,X,X,X,X,X,X,X,X,X
ISTOJLZ,X,X,O,X,X,X,O,X,X
ISTOJZL,X,X,X,X,X,X,X,X,X
ISTOZLJ,X,X,X,X,X,X,X,O,X
ISTOZJL,X,O,X,X,X,O,X,X,X
ISLTJZO,X,X,X,X,X,X,X,X,X
ISLTJOZ,X,X,X,X,X,X,O,X,X
ISLTZJO,X,X,X,X,X,X,X,X,X
ISLTZOJ,X,X,X,X,X,X,X,X,X
ISLTOJZ,X,X,X,X,X,X,O,X,X
ISLTOZJ,X,X,X,X,X,X,X,X,X
ISLJTZO,X,X,X,X,X,X,X,X,X
ISLJTOZ,X,X,X,X,X,X,X,X,X
ISLJZTO,X,X,X,X,X,X,X,X,X
ISLJZOT,X,X,X,X,X,X,X,X,X
ISLJOTZ,X,X,X,X,X,X,X,X,X
ISLJOZT,X,X,X,X,X,X,X,X,X
ISLZTJO,X,X,X,X,X,X,X,X,X
ISLZTOJ,X,X,X,X,X,X,X,X,X
ISLZJTO,X,X,X,X,X,X,X,X,X
ISLZJOT,X,X,X,X,X,X,X,X,X
ISLZOTJ,X,X,X,X,X,X,X,X,X
ISLZOJT,X,X,X,X,X,X,X,X,X
ISLOTJZ,X,X,X,X,X,X,O,X,X
ISLOTZJ,X,X,X,X,X,X,X,X,X
ISLOJTZ,X,X,X,X,X,X,X,X,X
ISLOJZT,X,X,X,X,X,X,X,X,X
ISLOZTJ,X,X,X,X,X,X,X,X,X
ISLOZJT,X,X,X,X,X,X,X,X,X
ISJTLZO,X,X,X,X,X,X,X,X,X
ISJTLOZ,X,X,O,X,X,X,X,X,X
ISJTZLO,X,X,X,X,X,X,X,X,X
ISJTZOL,X,X,X,X,X,X,X,X,X
ISJTOLZ,X,X,O,X,X,X,X,X,X
ISJTOZL,X,X,X,X,X,X,X,X,X
ISJLTZO,X,X,X,X,X,X,X,X,X
ISJLTOZ,X,X,X,X,X,X,X,X,X
ISJLZTO,X,X,X,X,X,X,X,X,X
ISJLZOT,X,X,X,X,X,X,X,X,X
ISJLOTZ,X,X,X,X,X,X,X,X,X
ISJLOZT,X,X,X,X,X,X,X,X,X
ISJZTLO,O,X,X,X,X,X,X,X,X
ISJZTOL,O,X,X,X,X,X,X,X,X
ISJZLTO,X,X,X,X,X,X,X,X,X
ISJZLOT,X,X,X,X,X,X,X,X,X
ISJZOTL,O,X,X,X,X,X,X,X,X
ISJZOLT,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,O,X,X,X,X,X,X
ISJOTZL,X,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,X,X,X
ISJOLZT,X,X,X,X,X,X,X,X,X
ISJOZTL,O,X,X,X,X,X,X,X,X
ISJOZLT,X,X,X,X,X,X,X,X,X
ISZTLJO,X,X,X,X,X,X,X,X,X
ISZTLOJ,X,X,X,X,X,X,X,O,X
ISZTJLO,X,X,X,X,X,X,X,X,X
ISZTJOL,X,O,X,X,X,O,X,X,X
ISZTOLJ,X,X,X,X,X,X,X,O,X
ISZTOJL,X,O,X,X,X,O,X,X,X
ISZLTJO,X,X,X,X,X,X,X,X,X
ISZLTOJ,X,X,X,X,X,X,X,O,X
ISZLJTO,X,X,X,X,X,X,X,X,X
ISZLJOT,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,X,X,X,X,X,X,X,X
ISZLOJT,X,X,X,X,X,X,X,X,X
ISZJTLO,X,X,X,X,X,X,X,X,X
ISZJTOL,X,X,X,X,X,X,X,X,X
ISZJLTO,X,X,X,X,X,X,X,X,X
ISZJLOT,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,X,X,X,X,X,X
ISZJOLT,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,X,X,X,X,O,X
ISZOTJL,X,O,X,X,X,O,X,X,X
ISZOLTJ,X,X,X,X,X,X,X,X,X
ISZOLJT,X,X,X,X,X,X,X,X,X
ISZOJTL,X,X,X,X,X,X,X,X,X
ISZOJLT,X,X,X,X,X,X,X,X,X
ISOTLJZ,X,X,X,X,X,X,O,X,X
ISOTLZJ,X,X,X,X,X,X,X,X,X
ISOTJLZ,X,X,O,X,X,X,O,X,X
ISOTJZL,X,X,X,X,X,X,X,X,X
ISOTZLJ,X,X,X,X,X,X,X,O,X
ISOTZJL,X,O,X,X,X,O,X,X,X
ISOLTJZ,X,X,X,X,X,X,O,X,X
ISOLTZJ,X,X,X,X,X,X,X,X,X
ISOLJTZ,X,X,X,X,X,X,X,X,X
ISOLJZT,X,X,X,X,X,X,X,X,X
ISOLZTJ,X,X,X,X,X,X,X,X,X
ISOLZJT,X,X,X,X,X,X,X,X,X
ISOJTLZ,X,X,O,X,X,X,X,X,X
ISOJTZL,X,X,X,X,X,X,X,X,X
ISOJLTZ,X,X,X,X,X,X,X,X,X
ISOJLZT,X,X,X,X,X,X,X,X,X
ISOJZTL,O,X,X,X,X,X,X,X,X
ISOJZLT,X,X,X,X,X,X,X,X,X
ISOZTLJ,X,X,X,X,X,X,X,O,X
ISOZTJL,X,O,X,X,X,O,X,X,X
ISOZLTJ,X,X,X,X,X,X,X,X,X
ISOZLJT,X,X,X,X,X,X,X,X,X
ISOZJTL,X,X,X,X,X,X,X,X,X
ISOZJLT,X,X,X,X,X,X,X,X,X
IZTLJSO,X,X,X,O,X,X,X,X,X
IZTLJOS,X,X,X,O,O,X,X,X,X
IZTLSJO,X,X,X,O,X,X,X,X,X
IZTLSOJ,X,X,X,O,X,X,X,X,X
IZTLOJS,X,X,X,O,X,X,X,X,X
IZTLOSJ,X,X,X,O,X,X,X,X,X
IZTJLSO,X,X,X,X,X,X,X,X,X
IZTJLOS,X,X,X,X,O,X,X,X,X
IZTJSLO,X,X,X,X,X,X,X,X,X
IZTJSOL,X,O,X,X,X,X,X,X,X
IZTJOLS,X,X,X,X,O,X,X,X,X
IZTJOSL,X,O,X,X,X,X,X,X,X
IZTSLJO,X,X,X,X,X,X,X,X,X
IZTSLOJ,X,X,X,X,X,X,X,O,X
IZTSJLO,X,X,X,X,X,X,X,X,X
IZTSJOL,X,O,X,O,X,O,X,X,X
IZTSOLJ,X,X,X,X,X,X,X,O,X
IZTSOJL,X,O,X,O,X,O,X,X,X
IZTOLJS,X,X,X,O,X,X,X,X,X
IZTOLSJ,X,X,X,O,X,X,X,X,X
IZTOJLS,X,X,X,X,O,X,X,X,X
IZTOJSL,X,O,X,X,X,X,X,X,X
IZTOSLJ,X,X,X,X,X,X,X,O,X
IZTOSJL,X,O,X,O,X,O,X,X,X
IZLTJSO,X,X,X,O,X,X,X,X,X
IZLTJOS,X,X,X,O,X,X,X,X,X
IZLTSJO,X,X,X,O,X,X,X,X,X
IZLTSOJ,X,X,X,O,X,X,X,X,X
IZLTOJS,X,X,X,O,X,X,X,X,X
IZLTOSJ,X,X,X,O,X,X,X,X,X
IZLJTSO,X,X,X,X,X,X,X,X,X
IZLJTOS,X,X,X,X,X,X,X,X,X
IZLJSTO,X,X,X,X,X,X,X,X,X
IZLJSOT,X,X,X,X,X,X,X,X,X
IZLJOTS,X,X,X,X,X,X,X,X,X
IZLJOST,X,X,X,X,X,X,X,X,X
IZLSTJO,X,X,X,O,X,X,X,X,X
IZLSTOJ,X,X,X,O,X,X,X,O,X
IZLSJTO,X,X,X,X,X,X,X,X,X
IZLSJOT,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,O,X,X,X,X,X
IZLSOJT,X,X,X,X,X,X,X,X,X
IZLOTJS,X,X,X,O,X,X,X,X,X
IZLOTSJ,X,X,X,O,X,X,X,X,X
IZLOJTS,X,X,X,X,X,X,X,X,X
IZLOJST,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,O,X,X,X,X,X
IZLOSJT,X,X,X,X,X,X,X,X,X
IZJTLSO,X,X,X,X,X,X,X,X,X
IZJTLOS,X,X,X,X,O,X,X,X,X
IZJTSLO,X,X,X,X,X,X,X,X,X
IZJTSOL,X,X,X,X,X,X,X,X,X
IZJTOLS,X,X,X,X,O,X,X,X,X
IZJTOSL,X,X,X,X,X,X,X,X,X
IZJLTSO,X,X,X,X,X,X,X,X,X
IZJLTOS,X,X,X,X,X,X,X,X,X
IZJLSTO,X,X,X,X,X,X,X,X,X
IZJLSOT,X,X,X,X,X,X,X,X,X
IZJLOTS,X,X,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,X,X,X,X
IZJSTLO,X,X,X,X,X,X,X,X,X
IZJSTOL,X,X,X,X,X,X,X,X,X
IZJSLTO,X,X,X,X,X,X,X,X,X
IZJSLOT,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,X,X,X,X,X,X,X
IZJSOLT,X,X,X,X,X,X,X,X,X
IZJOTLS,X,X,X,X,O,X,X,X,X
IZJOTSL,X,X,X,X,X,X,X,X,X
IZJOLTS,X,X,X,X,X,X,X,X,X
IZJOLST,X,X,X,X,X,X,X,X,X
IZJOSTL,X,X,X,X,X,X,X,X,X
IZJOSLT,X,X,X,X,X,X,X,X,X
IZSTLJO,X,X,X,X,X,X,X,X,X
IZSTLOJ,X,X,X,X,X,X,X,O,X
IZSTJLO,X,X,X,X,X,X,X,X,X
IZSTJOL,X,O,X,O,X,O,X,X,X
IZSTOLJ,X,X,X,X,X,X,X,O,X
IZSTOJL,X,O,X,O,X,O,X,X,X
IZSLTJO,X,X,X,O,X,X,X,X,X
IZSLTOJ,X,X,X,O,X,X,X,O,X
IZSLJTO,X,X,X,X,X,X,X,X,X
IZSLJOT,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,O,X,X,X,X,X
IZSLOJT,X,X,X,X,X,X,X,X,X
IZSJTLO,X,X,X,X,X,X,X,X,X
IZSJTOL,X,X,X,X,X,X,X,X,X
IZSJLTO,X,X,X,X,X,X,X,X,X
IZSJLOT,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,X,X,X,X,X,X,X
IZSJOLT,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,X,X,X,X,O,X
IZSOTJL,X,O,X,O,X,O,X,X,X
IZSOLTJ,X,X,X,O,X,X,X,X,X
IZSOLJT,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,X,X,X,X,X,X,X
IZSOJLT,X,X,X,X,X,X,X,X,X
IZOTLJS,X,X,X,O,X,X,X,X,X
IZOTLSJ,X,X,X,O,X,X,X,X,X
IZOTJLS,X,X,X,X,O,X,X,X,X
IZOTJSL,X,O,X,X,X,X,X,X,X
IZOTSLJ,X,X,X,X,X,X,X,O,X
IZOTSJL,X,O,X,O,X,O,X,X,X
IZOLTJS,X,X,X,O,X,X,X,X,X
IZOLTSJ,X,X,X,O,X,X,X,X,X
IZOLJTS,X,X,X,X,X,X,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,O,X,X,X,X,X
IZOLSJT,X,X,X,X,X,X,X,X,X
IZOJTLS,X,X,X,X,O,X,X,X,X
IZOJTSL,X,X,X,X,X,X,X,X,X
IZOJLTS,X,X,X,X,X,X,X,X,X
IZOJLST,X,X,X,X,X,X,X,X,X
IZOJSTL,X,X,X,X,X,X,X,X,X
IZOJSLT,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,X,X,X,X,X,O,X
IZOSTJL,X,O,X,O,X,O,X,X,X
IZOSLTJ,X,X,X,O,X,X,X,X,X
IZOSLJT,X,X,X,X,X,X,X,X,X
IZOSJTL,X,X,X,X,X,X,X,X,X
IZOSJLT,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,X,X,X,X,X,X,O
IOTLJZS,O,O,X,O,X,X,X,X,X
IOTLSJZ,X,X,X,X,X,X,O,X,O
IOTLSZJ,X,X,X,X,X,X,X,X,X
IOTLZJS,X,O,X,O,X,X,X,X,X
IOTLZSJ,O,O,X,O,X,X,X,X,X
IOTJLSZ,X,X,O,X,X,X,X,X,X
IOTJLZS,O,O,X,X,O,X,X,X,X
IOTJSLZ,X,X,O,X,X,X,X,X,X
IOTJSZL,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,X,X,O,X,X,X,X
IOTJZSL,O,O,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,X,X,X,O,X,X
IOTSLZJ,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,O,X,X,X,O,X,X
IOTSJZL,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,O,X
IOTSZJL,X,O,X,X,X,O,X,X,X
IOTZLJS,X,X,X,O,X,X,X,X,X
IOTZLSJ,O,X,X,O,X,X,X,X,X
IOTZJLS,X,X,X,X,O,X,X,X,X
IOTZJSL,X,O,X,X,X,X,X,X,X
IOTZSLJ,O,X,X,X,X,X,X,O,X
IOTZSJL,X,O,X,O,X,O,X,X,X
IOLTJSZ,X,X,X,X,X,X,X,X,O
IOLTJZS,O,O,X,O,X,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,O,X,O
IOLTSZJ,X,X,X,X,X,X,X,X,X
IOLTZJS,X,O,X,O,X,X,X,X,X
IOLTZSJ,O,O,X,O,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,X,O
IOLJTZS,O,X,X,X,X,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X
IOLJZTS,X,X,X,X,X,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,X
IOLSTJZ,X,X,X,X,X,X,O,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,X
IOLSJTZ,X,X,X,X,X,X,X,X,X
IOLSJZT,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,X
IOLSZJT,X,X,X,X,X,X,X,X,X
IOLZTJS,X,O,X,O,X,X,X,X,X
IOLZTSJ,X,O,X,O,X,X,X,X,X
IOLZJTS,X,X,X,X,X,X,X,X,X
IOLZJST,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,O,X,O,X,X,X,X,X
IOLZSJT,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,X,X,X,X,X
IOJTLZS,O,X,X,X,O,X,X,X,X
IOJTSLZ,X,X,O,X,X,X,X,X,X
IOJTSZL,X,X,X,X,X,X,X,X,X
IOJTZLS,O,X,X,X,O,X,X,X,X
IOJTZSL,O,X,X,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,X,X
IOJLTZS,O,X,X,X,X,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,O,X,X,X,X,X,X
IOJSTZL,X,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,X,X,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,X,X,X,X,X,X
IOJSZLT,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,X,O,X,X,X,X
IOJZTSL,O,X,X,X,X,X,X,X,X
IOJZLTS,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,X
IOJZSTL,O,X,X,X,X,X,X,X,X
IOJZSLT,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,X,X,X,O,X,X
IOSTLZJ,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,O,X,X,X,O,X,X
IOSTJZL,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,O,X
IOSTZJL,X,O,X,X,X,O,X,X,X
IOSLTJZ,X,X,X,X,X,X,O,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,X,X,X,X,X,X
IOSLZJT,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,O,X,X,X,X,X,X
IOSJTZL,X,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,X,X,X,X,X,X
IOSJZLT,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,X,X,O,X
IOSZTJL,X,O,X,X,X,O,X,X,X
IOSZLTJ,X,X,X,X,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,X,X,X
IOSZJLT,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,X,O,X,X,X,X,X
IOZTLSJ,X,X,X,O,X,X,X,X,X
IOZTJLS,X,X,X,X,O,X,X,X,X
IOZTJSL,X,O,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,X,X,X,O,X
IOZTSJL,X,O,X,O,X,O,X,X,X
IOZLTJS,X,X,X,O,X,X,X,X,X
IOZLTSJ,X,X,X,O,X,X,X,X,X
IOZLJTS,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,O,X,X,X,X,X
IOZLSJT,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,O,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X
IOZJSTL,X,X,X,X,X,X,X,X,X
IOZJSLT,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,X,O,X
IOZSTJL,X,O,X,O,X,O,X,X,X
IOZSLTJ,X,X,X,O,X,X,X,X,X
IOZSLJT,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,X,X,X,X,X,X
IOZSJLT,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,X,O
LTIJZSO,O,O,X,O,X,X,X,X,X
LTIJZOS,O,O,X,O,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,O
LTIJOZS,O,O,X,O,X,X,X,X,X
LTISJZO,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,O,X,X
LTISZJO,X,X,X,X,X,X,X,X,X
LTISZOJ,X,X,X,X,X,X,X,X,X
LTISOJZ,X,X,X,X,X,X,O,X,O
LTISOZJ,X,X,X,X,X,X,X,X,X
LTIZJSO,X,O,X,O,X,X,X,X,X
LTIZJOS,X,O,X,O,X,X,X,X,X
LTIZSJO,X,O,X,O,X,X,X,X,X
LTIZSOJ,O,O,X,O,X,X,X,X,X
LTIZOJS,X,O,X,O,X,X,X,X,X
LTIZOSJ,O,O,X,O,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,X,O
LTIOJZS,O,O,X,O,X,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,O,X,O
LTIOSZJ,X,X,X,X,X,X,X,X,X
LTIOZJS,X,O,X,O,X,X,X,X,X
LTIOZSJ,O,O,X,O,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,O
LTJIZSO,O,O,X,O,X,X,X,X,X
LTJIZOS,O,O,X,O,X,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,X,O
LTJIOZS,O,O,X,O,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,X,X,X,X,X,O
LTJSZIO,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,X,O
LTJSOZI,X,X,X,X,X,X,X,X,X
LTJZISO,O,O,X,O,X,X,X,X,X
LTJZIOS,O,O,X,O,X,X,X,X,X
LTJZSIO,O,O,X,O,X,X,X,X,X
LTJZSOI,O,O,X,O,X,X,X,X,X
LTJZOIS,O,O,X,O,X,X,X,X,X
LTJZOSI,O,O,X,O,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,X,O
LTJOIZS,O,O,X,O,X,X,X,X,X
LTJOSIZ,X,X,X,X,X,X,X,X,O
LTJOSZI,X,X,X,X,X,X,X,X,X
LTJOZIS,O,O,X,O,X,X,X,X,X
LTJOZSI,O,O,X,O,X,X,X,X,X
LTSIJZO,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,X,X,X,O,X,X
LTSIZJO,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,X,O,X,O
LTSIOZJ,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,X,X,X,O,X,X
LTSJZIO,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,X,X,O,X,X
LTSJOZI,X,X,X,X,X,X,X,X,X
LTSZIJO,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,X,X,X,X,X
LTSZJIO,X,X,X,X,X,X,X,X,X
LTSZJOI,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,X,X,X,X,X,X,X
LTSZOJI,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,X,X,O,X,O
LTSOIZJ,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,X,X,X,O,X,X
LTSOJZI,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,X,X,X,X,X,X
LTSOZJI,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,X,O,X,X,X,X,X
LTZIJOS,X,O,X,O,X,X,X,X,X
LTZISJO,X,O,X,O,X,X,X,X,X
LTZISOJ,O,O,X,O,X,X,X,X,X
LTZIOJS,X,O,X,O,X,X,X,X,X
LTZIOSJ,O,O,X,O,X,X,X,X,X
LTZJISO,X,O,X,O,X,X,X,X,X
LTZJIOS,X,O,X,O,X,X,X,X,X
LTZJSIO,X,O,X,O,X,X,X,X,X
LTZJSOI,X,O,X,O,X,X,X,X,X
LTZJOIS,X,O,X,O,X,X,X,X,X
LTZJOSI,X,O,X,O,X,X,X,X,X
LTZSIJO,X,O,X,O,X,X,X,X,X
LTZSIOJ,O,O,X,O,X,X,X,X,X
LTZSJIO,X,O,X,O,X,X,X,X,X
