sequence,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFmg?BtmB6nBTjB0lBXtB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFTg?BemBtmBXjBStB0sB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFyl?BumB9nBTjB0lBXtB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFyl?BumB3iB9oB0lBzsB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8JeRAJvhFtm?BXjBupBzlBctB6sB
SITOJZL,O,X,O,X,X
SITOZLJ,O,X,O,X,X
SITOZJL,O,X,O,X,X
SILTJZO,O,O,O,O,X
SILTJOZ,O,O,O,O,X
SILTZJO,O,O,O,O,X
SILTZOJ,O,X,O,X,X
SILTOJZ,O,O,O,O,X
SILTOZJ,O,X,O,X,X
SILJTZO,O,O,O,O,X
SILJTOZ,O,O,O,O,X
SILJZTO,O,O,O,X,X
SILJZOT,O,O,X,X,X
SILJOTZ,O,O,O,O,X
SILJOZT,O,O,X,X,X
SILZTJO,O,O,O,X,X
SILZTOJ,O,X,O,X,X
SILZJTO,O,O,O,X,X
SILZJOT,O,O,X,X,X
SILZOTJ,O,X,O,X,X
SILZOJT,O,O,X,X,X
SILOTJZ,O,O,O,O,X
SILOTZJ,O,X,O,O,X
SILOJTZ,O,O,O,O,X
SILOJZT,O,O,X,X,X
SILOZTJ,O,X,O,X,X
SILOZJT,O,O,X,X,X
SIJTLZO,O,O,O,O,X
SIJTLOZ,O,O,O,O,X
SIJTZLO,O,X,O,O,X
SIJTZOL,O,X,O,X,X
SIJTOLZ,O,O,O,O,X
SIJTOZL,O,X,O,X,X
SIJLTZO,O,O,O,O,X
SIJLTOZ,O,O,O,O,X
SIJLZTO,O,O,O,X,X
SIJLZOT,O,O,X,X,X
SIJLOTZ,O,O,O,O,X
SIJLOZT,O,O,X,X,X
SIJZTLO,O,X,O,X,X
SIJZTOL,O,X,O,X,X
SIJZLTO,O,X,O,X,X
SIJZLOT,O,X,X,X,X
SIJZOTL,O,X,X,X,X
SIJZOLT,O,X,X,X,X
SIJOTLZ,O,O,O,O,X
SIJOTZL,O,X,O,O,X
SIJOLTZ,O,O,O,O,X
SIJOLZT,O,O,X,X,X
SIJOZTL,O,X,X,X,X
SIJOZLT,O,X,X,X,X
SIZTLJO,O,X,O,X,X
SIZTLOJ,O,X,O,X,X
SIZTJLO,O,X,O,X,X
SIZTJOL,O,X,O,X,X
SIZTOLJ,O,X,O,X,X
SIZTOJL,O,X,O,X,X
SIZLTJO,O,X,O,X,X
SIZLTOJ,O,X,O,X,X
SIZLJTO,O,X,O,X,X
SIZLJOT,O,X,X,X,X
SIZLOTJ,O,X,O,X,X
SIZLOJT,O,X,X,X,X
SIZJTLO,O,X,O,X,X
SIZJTOL,O,X,O,X,X
SIZJLTO,O,X,O,X,X
SIZJLOT,O,X,X,X,X
SIZJOTL,O,X,X,X,X
SIZJOLT,O,X,X,X,X
SIZOTLJ,O,X,O,X,X
SIZOTJL,O,X,O,X,X
SIZOLTJ,O,X,O,X,X
SIZOLJT,O,X,X,X,X
SIZOJTL,O,X,X,X,X
SIZOJLT,O,X,X,X,X
SIOTLJZ,O,X,O,O,X
SIOTLZJ,O,X,O,O,X
SIOTJLZ,O,X,O,O,X
SIOTJZL,O,X,O,O,X
SIOTZLJ,O,X,O,O,X
SIOTZJL,O,X,O,O,X
SIOLTJZ,O,O,O,O,X
SIOLTZJ,O,X,O,O,X
SIOLJTZ,O,O,O,O,X
SIOLJZT,O,O,X,X,X
SIOLZTJ,O,X,O,X,X
SIOLZJT,O,O,X,X,X
SIOJTLZ,O,O,O,O,X
SIOJTZL,O,X,O,O,X
SIOJLTZ,O,O,O,O,X
SIOJLZT,O,O,X,X,X
SIOJZTL,O,X,X,X,X
SIOJZLT,O,X,X,X,X
SIOZTLJ,O,X,O,X,X
SIOZTJL,O,X,O,X,X
SIOZLTJ,O,X,O,X,X
SIOZLJT,O,X,X,X,X
SIOZJTL,O,X,X,X,X
SIOZJLT,O,X,X,X,X
SLTIJZO,O,O,O,O,X
SLTIJOZ,O,O,O,O,X
SLTIZJO,O,O,O,O,X
SLTIZOJ,O,X,O,X,X
SLTIOJZ,O,O,O,O,X
SLTIOZJ,O,X,O,X,X
SLTJIZO,O,O,O,O,X
SLTJIOZ,O,O,O,O,X
SLTJZIO,O,O,O,O,X
SLTJZOI,O,O,O,X,X
SLTJOIZ,O,O,O,O,X
SLTJOZI,O,O,O,X,X
SLTZIJO,O,O,O,O,X
SLTZIOJ,O,X,O,X,X
SLTZJIO,O,O,O,O,X
SLTZJOI,O,O,O,X,X
SLTZOIJ,O,X,O,X,X
SLTZOJI,O,X,O,X,X
SLTOIJZ,O,O,O,O,X
SLTOIZJ,O,X,O,X,X
SLTOJIZ,O,O,O,O,X
SLTOJZI,O,O,O,X,X
SLTOZIJ,O,X,O,X,X
SLTOZJI,O,X,O,X,X
SLITJZO,O,O,O,O,X
SLITJOZ,O,O,O,O,X
SLITZJO,O,O,O,O,X
SLITZOJ,O,X,O,X,X
SLITOJZ,O,O,O,O,X
SLITOZJ,O,X,O,X,X
SLIJTZO,O,O,O,O,X
SLIJTOZ,O,O,O,O,X
SLIJZTO,O,O,O,X,X
SLIJZOT,O,O,X,X,X
SLIJOTZ,O,O,O,O,X
SLIJOZT,O,O,X,X,X
SLIZTJO,O,O,O,X,X
SLIZTOJ,O,X,O,X,X
SLIZJTO,O,O,O,X,X
SLIZJOT,O,O,X,X,X
SLIZOTJ,O,X,O,X,X
SLIZOJT,O,O,X,X,X
SLIOTJZ,O,O,O,O,X
SLIOTZJ,O,X,O,O,X
SLIOJTZ,O,O,O,O,X
SLIOJZT,O,O,X,X,X
SLIOZTJ,O,X,O,X,X
SLIOZJT,O,O,X,X,X
SLJTIZO,O,O,O,O,X
SLJTIOZ,O,O,O,O,X
SLJTZIO,O,O,O,O,X
SLJTZOI,O,O,O,X,X
SLJTOIZ,O,O,O,O,X
SLJTOZI,O,O,O,X,X
SLJITZO,O,O,O,O,X
SLJITOZ,O,O,O,O,X
SLJIZTO,O,O,O,X,X
SLJIZOT,O,O,X,X,X
SLJIOTZ,O,O,O,O,X
SLJIOZT,O,O,X,X,X
SLJZTIO,O,O,O,X,X
SLJZTOI,O,O,O,X,X
SLJZITO,O,O,O,X,X
SLJZIOT,O,O,X,X,X
SLJZOTI,O,O,X,X,X
SLJZOIT,O,O,X,X,X
SLJOTIZ,O,O,O,O,X
SLJOTZI,O,O,O,O,X
SLJOITZ,O,O,O,O,X
SLJOIZT,O,O,X,X,X
SLJOZTI,O,O,X,X,X
SLJOZIT,O,O,X,X,X
SLZTIJO,O,O,O,X,X
SLZTIOJ,O,X,O,X,X
SLZTJIO,O,O,O,X,X
SLZTJOI,O,O,O,X,X
SLZTOIJ,O,X,O,X,X
SLZTOJI,O,X,O,X,X
SLZITJO,O,O,O,X,X
SLZITOJ,O,X,O,X,X
SLZIJTO,O,O,O,X,X
SLZIJOT,O,O,X,X,X
SLZIOTJ,O,X,O,X,X
SLZIOJT,O,O,X,X,X
SLZJTIO,O,O,O,X,X
SLZJTOI,O,O,O,X,X
SLZJITO,O,O,O,X,X
SLZJIOT,O,O,X,X,X
SLZJOTI,O,O,X,X,X
SLZJOIT,O,O,X,X,X
SLZOTIJ,O,X,O,X,X
SLZOTJI,O,X,O,X,X
SLZOITJ,O,X,O,X,X
SLZOIJT,O,O,X,X,X
SLZOJTI,O,O,X,X,X
SLZOJIT,O,O,X,X,X
SLOTIJZ,O,O,O,O,X
SLOTIZJ,O,X,O,O,X
SLOTJIZ,O,O,O,O,X
SLOTJZI,O,O,O,O,X
SLOTZIJ,O,X,O,O,X
SLOTZJI,O,X,O,O,X
SLOITJZ,O,O,O,O,X
SLOITZJ,O,X,O,O,X
SLOIJTZ,O,O,O,O,X
SLOIJZT,O,O,X,X,X
SLOIZTJ,O,X,O,X,X
SLOIZJT,O,O,X,X,X
SLOJTIZ,O,O,O,O,X
SLOJTZI,O,O,O,O,X
SLOJITZ,O,O,O,O,X
SLOJIZT,O,O,X,X,X
SLOJZTI,O,O,X,X,X
SLOJZIT,O,O,X,X,X
SLOZTIJ,O,X,O,X,X
SLOZTJI,O,X,O,X,X
SLOZITJ,O,X,O,X,X
SLOZIJT,O,O,X,X,X
SLOZJTI,O,O,X,X,X
SLOZJIT,O,O,X,X,X
SJTILZO,O,O,O,O,X
SJTILOZ,O,O,O,O,X
SJTIZLO,O,X,O,O,X
SJTIZOL,O,X,O,X,X
SJTIOLZ,O,O,O,O,X
SJTIOZL,O,X,O,X,X
SJTLIZO,O,O,O,O,X
SJTLIOZ,O,O,O,O,X
SJTLZIO,O,O,O,O,X
SJTLZOI,O,O,O,X,X
SJTLOIZ,O,O,O,O,X
SJTLOZI,O,O,O,X,X
SJTZILO,O,X,O,O,X
SJTZIOL,O,X,O,X,O
SJTZLIO,O,X,O,O,X
SJTZLOI,O,X,O,X,O
SJTZOIL,O,X,O,X,O
SJTZOLI,O,X,O,X,O
SJTOILZ,O,O,O,O,X
SJTOIZL,O,X,O,X,O
SJTOLIZ,O,O,O,O,X
SJTOLZI,O,O,O,X,X
SJTOZIL,O,X,O,X,O
SJTOZLI,O,X,O,X,O
SJITLZO,O,O,O,O,X
SJITLOZ,O,O,O,O,X
SJITZLO,O,X,O,O,X
SJITZOL,O,X,O,X,X
SJITOLZ,O,O,O,O,X
SJITOZL,O,X,O,X,X
SJILTZO,O,O,O,O,X
SJILTOZ,O,O,O,O,X
SJILZTO,O,O,O,X,X
SJILZOT,O,O,X,X,X
SJILOTZ,O,O,O,O,X
SJILOZT,O,O,X,X,X
SJIZTLO,O,X,O,X,X
SJIZTOL,O,X,O,X,X
SJIZLTO,O,X,O,X,X
SJIZLOT,O,X,X,X,X
SJIZOTL,O,X,X,X,X
SJIZOLT,O,X,X,X,X
SJIOTLZ,O,O,O,O,X
SJIOTZL,O,X,O,O,X
SJIOLTZ,O,O,O,O,X
SJIOLZT,O,O,X,X,X
SJIOZTL,O,X,X,X,X
SJIOZLT,O,X,X,X,X
SJLTIZO,O,O,O,O,X
SJLTIOZ,O,O,O,O,X
SJLTZIO,O,O,O,O,X
SJLTZOI,O,O,O,X,X
SJLTOIZ,O,O,O,O,X
SJLTOZI,O,O,O,X,X
SJLITZO,O,O,O,O,X
SJLITOZ,O,O,O,O,X
SJLIZTO,O,O,O,X,X
SJLIZOT,O,O,X,X,X
SJLIOTZ,O,O,O,O,X
SJLIOZT,O,O,X,X,X
SJLZTIO,O,O,O,X,X
SJLZTOI,O,O,O,X,X
SJLZITO,O,O,O,X,X
SJLZIOT,O,O,X,X,X
SJLZOTI,O,O,X,X,X
SJLZOIT,O,O,X,X,X
SJLOTIZ,O,O,O,O,X
SJLOTZI,O,O,O,O,X
SJLOITZ,O,O,O,O,X
SJLOIZT,O,O,X,X,X
SJLOZTI,O,O,X,X,X
SJLOZIT,O,O,X,X,X
SJZTILO,O,X,O,X,X
SJZTIOL,O,X,O,X,O
SJZTLIO,O,X,O,X,X
SJZTLOI,O,X,O,X,O
SJZTOIL,O,X,O,X,O
SJZTOLI,O,X,O,X,O
SJZITLO,O,X,O,X,X
SJZITOL,O,X,O,X,O
SJZILTO,O,X,O,X,X
SJZILOT,O,X,X,X,X
SJZIOTL,O,X,X,X,O
SJZIOLT,O,X,X,X,O
SJZLTIO,O,X,O,X,X
SJZLTOI,O,X,O,X,O
SJZLITO,O,X,O,X,X
SJZLIOT,O,X,X,X,X
SJZLOTI,O,X,X,X,O
SJZLOIT,O,X,X,X,O
SJZOTIL,O,X,X,X,O
SJZOTLI,O,X,X,X,O
SJZOITL,O,X,X,X,O
SJZOILT,O,X,X,X,O
SJZOLTI,O,X,X,X,O
SJZOLIT,O,X,X,X,O
SJOTILZ,O,O,O,O,X
SJOTIZL,O,X,O,O,O
SJOTLIZ,O,O,O,O,X
SJOTLZI,O,O,O,O,X
SJOTZIL,O,X,O,O,O
SJOTZLI,O,X,O,O,O
SJOITLZ,O,O,O,O,X
SJOITZL,O,X,O,O,O
SJOILTZ,O,O,O,O,X
SJOILZT,O,O,X,X,X
SJOIZTL,O,X,X,X,O
SJOIZLT,O,X,X,X,O
SJOLTIZ,O,O,O,O,X
SJOLTZI,O,O,O,O,X
SJOLITZ,O,O,O,O,X
SJOLIZT,O,O,X,X,X
SJOLZTI,O,O,X,X,X
SJOLZIT,O,O,X,X,X
SJOZTIL,O,X,X,X,O
SJOZTLI,O,X,X,X,O
SJOZITL,O,X,X,X,O
SJOZILT,O,X,X,X,O
SJOZLTI,O,X,X,X,O
SJOZLIT,O,X,X,X,O
SZTILJO,O,X,O,X,X
SZTILOJ,O,X,O,X,X
SZTIJLO,O,X,O,X,X
SZTIJOL,O,X,O,X,O
SZTIOLJ,O,X,O,X,X
SZTIOJL,O,X,O,X,O
SZTLIJO,O,X,O,X,X
SZTLIOJ,O,X,O,X,X
SZTLJIO,O,X,O,X,X
SZTLJOI,O,X,O,X,O
SZTLOIJ,O,X,O,X,X
SZTLOJI,O,X,O,X,O
SZTJILO,O,X,O,X,X
SZTJIOL,O,X,O,X,O
SZTJLIO,O,X,O,X,X
SZTJLOI,O,X,O,X,O
SZTJOIL,O,X,O,X,O
SZTJOLI,O,X,O,X,O
SZTOILJ,O,X,O,X,X
SZTOIJL,O,X,O,X,O
SZTOLIJ,O,X,O,X,X
SZTOLJI,O,X,O,X,O
SZTOJIL,O,X,O,X,O
SZTOJLI,O,X,O,X,O
SZITLJO,O,X,O,X,X
SZITLOJ,O,X,O,X,X
SZITJLO,O,X,O,X,X
SZITJOL,O,X,O,X,O
SZITOLJ,O,X,O,X,X
SZITOJL,O,X,O,X,O
SZILTJO,O,X,O,X,X
SZILTOJ,O,X,O,X,X
SZILJTO,O,X,O,X,X
SZILJOT,O,X,X,X,X
SZILOTJ,O,X,O,X,X
SZILOJT,O,X,X,X,X
SZIJTLO,O,X,O,X,X
SZIJTOL,O,X,O,X,O
SZIJLTO,O,X,O,X,X
SZIJLOT,O,X,X,X,X
SZIJOTL,O,X,X,X,O
SZIJOLT,O,X,X,X,O
SZIOTLJ,O,X,O,X,X
SZIOTJL,O,X,O,X,O
SZIOLTJ,O,X,O,X,X
SZIOLJT,O,X,X,X,X
SZIOJTL,O,X,X,X,O
SZIOJLT,O,X,X,X,O
SZLTIJO,O,X,O,X,X
SZLTIOJ,O,X,O,X,X
SZLTJIO,O,X,O,X,X
SZLTJOI,O,X,O,X,O
SZLTOIJ,O,X,O,X,X
SZLTOJI,O,X,O,X,O
SZLITJO,O,X,O,X,X
SZLITOJ,O,X,O,X,X
SZLIJTO,O,X,O,X,X
SZLIJOT,O,X,X,X,X
SZLIOTJ,O,X,O,X,X
SZLIOJT,O,X,X,X,X
SZLJTIO,O,X,O,X,X
SZLJTOI,O,X,O,X,O
SZLJITO,O,X,O,X,X
SZLJIOT,O,X,X,X,X
SZLJOTI,O,X,X,X,O
SZLJOIT,O,X,X,X,O
SZLOTIJ,O,X,O,X,X
SZLOTJI,O,X,O,X,O
SZLOITJ,O,X,O,X,X
SZLOIJT,O,X,X,X,X
SZLOJTI,O,X,X,X,O
SZLOJIT,O,X,X,X,O
SZJTILO,O,X,O,X,X
SZJTIOL,O,X,O,X,O
SZJTLIO,O,X,O,X,X
SZJTLOI,O,X,O,X,O
SZJTOIL,O,X,O,X,O
SZJTOLI,O,X,O,X,O
SZJITLO,O,X,O,X,X
SZJITOL,O,X,O,X,O
SZJILTO,O,X,O,X,X
SZJILOT,O,X,X,X,X
SZJIOTL,O,X,X,X,O
SZJIOLT,O,X,X,X,O
SZJLTIO,O,X,O,X,X
SZJLTOI,O,X,O,X,O
SZJLITO,O,X,O,X,X
SZJLIOT,O,X,X,X,X
SZJLOTI,O,X,X,X,O
SZJLOIT,O,X,X,X,O
SZJOTIL,O,X,X,X,O
SZJOTLI,O,X,X,X,O
SZJOITL,O,X,X,X,O
SZJOILT,O,X,X,X,O
SZJOLTI,O,X,X,X,O
SZJOLIT,O,X,X,X,O
SZOTILJ,O,X,O,X,X
SZOTIJL,O,X,O,X,O
SZOTLIJ,O,X,O,X,X
SZOTLJI,O,X,O,X,O
SZOTJIL,O,X,O,X,O
SZOTJLI,O,X,O,X,O
SZOITLJ,O,X,O,X,X
SZOITJL,O,X,O,X,O
SZOILTJ,O,X,O,X,X
SZOILJT,O,X,X,X,X
SZOIJTL,O,X,X,X,O
SZOIJLT,O,X,X,X,O
SZOLTIJ,O,X,O,X,X
SZOLTJI,O,X,O,X,O
SZOLITJ,O,X,O,X,X
SZOLIJT,O,X,X,X,X
SZOLJTI,O,X,X,X,O
SZOLJIT,O,X,X,X,O
SZOJTIL,O,X,X,X,O
SZOJTLI,O,X,X,X,O
SZOJITL,O,X,X,X,O
SZOJILT,O,X,X,X,O
SZOJLTI,O,X,X,X,O
SZOJLIT,O,X,X,X,O
SOTILJZ,O,X,O,O,X
SOTILZJ,O,X,O,O,X
SOTIJLZ,O,X,O,O,X
SOTIJZL,O,X,O,O,X
SOTIZLJ,O,X,O,O,X
SOTIZJL,O,X,O,O,X
SOTLIJZ,O,X,O,O,X
SOTLIZJ,O,X,O,O,X
SOTLJIZ,O,X,O,O,X
SOTLJZI,O,X,O,O,X
SOTLZIJ,O,X,O,O,X
SOTLZJI,O,X,O,O,X
SOTJILZ,O,X,O,O,X
SOTJIZL,O,X,O,O,O
SOTJLIZ,O,X,O,O,X
SOTJLZI,O,X,O,O,X
SOTJZIL,O,X,O,O,O
SOTJZLI,O,X,O,O,O
SOTZILJ,O,X,O,O,X
SOTZIJL,O,X,O,O,O
SOTZLIJ,O,X,O,O,X
SOTZLJI,O,X,O,O,O
SOTZJIL,O,X,O,O,O
SOTZJLI,O,X,O,O,O
SOITLJZ,O,X,O,O,X
SOITLZJ,O,X,O,O,X
SOITJLZ,O,X,O,O,X
SOITJZL,O,X,O,O,X
SOITZLJ,O,X,O,O,X
SOITZJL,O,X,O,O,X
SOILTJZ,O,O,O,O,X
SOILTZJ,O,X,O,O,X
SOILJTZ,O,O,O,O,X
SOILJZT,O,O,X,X,X
SOILZTJ,O,X,O,X,X
SOILZJT,O,O,X,X,X
SOIJTLZ,O,O,O,O,X
SOIJTZL,O,X,O,O,X
SOIJLTZ,O,O,O,O,X
SOIJLZT,O,O,X,X,X
SOIJZTL,O,X,X,X,X
SOIJZLT,O,X,X,X,X
SOIZTLJ,O,X,O,X,X
SOIZTJL,O,X,O,X,X
SOIZLTJ,O,X,O,X,X
SOIZLJT,O,X,X,X,X
SOIZJTL,O,X,X,X,X
SOIZJLT,O,X,X,X,X
SOLTIJZ,O,O,O,O,X
SOLTIZJ,O,X,O,O,X
SOLTJIZ,O,O,O,O,X
SOLTJZI,O,O,O,O,X
SOLTZIJ,O,X,O,O,X
SOLTZJI,O,X,O,O,X
SOLITJZ,O,O,O,O,X
SOLITZJ,O,X,O,O,X
SOLIJTZ,O,O,O,O,X
SOLIJZT,O,O,X,X,X
SOLIZTJ,O,X,O,X,X
SOLIZJT,O,O,X,X,X
SOLJTIZ,O,O,O,O,X
SOLJTZI,O,O,O,O,X
SOLJITZ,O,O,O,O,X
SOLJIZT,O,O,X,X,X
SOLJZTI,O,O,X,X,X
SOLJZIT,O,O,X,X,X
SOLZTIJ,O,X,O,X,X
SOLZTJI,O,X,O,X,X
SOLZITJ,O,X,O,X,X
SOLZIJT,O,O,X,X,X
SOLZJTI,O,O,X,X,X
SOLZJIT,O,O,X,X,X
SOJTILZ,O,O,O,O,X
SOJTIZL,O,X,O,O,O
SOJTLIZ,O,O,O,O,X
SOJTLZI,O,O,O,O,X
SOJTZIL,O,X,O,O,O
SOJTZLI,O,X,O,O,O
SOJITLZ,O,O,O,O,X
SOJITZL,O,X,O,O,O
SOJILTZ,O,O,O,O,X
SOJILZT,O,O,X,X,X
SOJIZTL,O,X,X,X,O
SOJIZLT,O,X,X,X,O
SOJLTIZ,O,O,O,O,X
SOJLTZI,O,O,O,O,X
SOJLITZ,O,O,O,O,X
SOJLIZT,O,O,X,X,X
SOJLZTI,O,O,X,X,X
SOJLZIT,O,O,X,X,X
SOJZTIL,O,X,X,X,O
SOJZTLI,O,X,X,X,O
SOJZITL,O,X,X,X,O
SOJZILT,O,X,X,X,O
SOJZLTI,O,X,X,X,O
SOJZLIT,O,X,X,X,O
SOZTILJ,O,X,O,X,X
SOZTIJL,O,X,O,X,O
SOZTLIJ,O,X,O,X,X
SOZTLJI,O,X,O,X,O
SOZTJIL,O,X,O,X,O
SOZTJLI,O,X,O,X,O
SOZITLJ,O,X,O,X,X
SOZITJL,O,X,O,X,O
SOZILTJ,O,X,O,X,X
SOZILJT,O,X,X,X,X
SOZIJTL,O,X,X,X,O
SOZIJLT,O,X,X,X,O
SOZLTIJ,O,X,O,X,X
SOZLTJI,O,X,O,X,O
SOZLITJ,O,X,O,X,X
SOZLIJT,O,X,X,X,X
SOZLJTI,O,X,X,X,O
SOZLJIT,O,X,X,X,O
SOZJTIL,O,X,X,X,O
SOZJTLI,O,X,X,X,O
SOZJITL,O,X,X,X,O
SOZJILT,O,X,X,X,O
SOZJLTI,O,X,X,X,O
SOZJLIT,O,X,X,X,O
ZTILJSO,O,O,O,O,X
ZTILJOS,O,O,X,X,X
ZTILSJO,O,O,O,O,X
ZTILSOJ,O,X,O,X,X
ZTILOJS,O,X,X,X,X
ZTILOSJ,O,X,X,X,X
ZTIJLSO,O,O,O,O,X
ZTIJLOS,O,O,X,X,X
ZTIJSLO,O,X,O,O,X
ZTIJSOL,O,X,O,X,O
ZTIJOLS,O,O,X,X,O
ZTIJOSL,O,X,X,X,O
ZTISLJO,O,X,O,O,X
ZTISLOJ,O,X,O,X,X
ZTISJLO,O,X,O,O,X
ZTISJOL,O,X,O,X,O
ZTISOLJ,O,X,O,X,X
ZTISOJL,O,X,O,X,O
ZTIOLJS,O,X,X,X,X
ZTIOLSJ,O,X,X,X,X
ZTIOJLS,O,X,X,X,O
ZTIOJSL,O,X,X,X,O
ZTIOSLJ,O,X,X,X,X
ZTIOSJL,O,X,X,X,O
ZTLIJSO,O,O,O,O,X
ZTLIJOS,O,O,X,X,X
ZTLISJO,O,O,O,O,X
ZTLISOJ,O,X,O,X,X
ZTLIOJS,O,X,X,X,X
ZTLIOSJ,O,X,X,X,X
ZTLJISO,O,O,O,O,X
ZTLJIOS,O,O,X,X,X
ZTLJSIO,O,O,O,O,X
ZTLJSOI,O,O,O,X,O
ZTLJOIS,O,O,X,X,O
ZTLJOSI,O,O,X,X,O
ZTLSIJO,O,O,O,O,X
ZTLSIOJ,O,X,O,X,X
ZTLSJIO,O,O,O,O,X
ZTLSJOI,O,O,O,X,O
ZTLSOIJ,O,X,O,X,X
ZTLSOJI,O,X,O,X,O
ZTLOIJS,O,X,X,X,X
ZTLOISJ,O,X,X,X,X
ZTLOJIS,O,X,X,X,O
ZTLOJSI,O,X,X,X,O
ZTLOSIJ,O,X,X,X,X
ZTLOSJI,O,X,X,X,O
ZTJILSO,O,O,O,O,X
ZTJILOS,O,O,X,X,X
ZTJISLO,O,X,O,O,X
ZTJISOL,O,X,O,X,O
ZTJIOLS,O,O,X,X,O
ZTJIOSL,O,X,X,X,O
ZTJLISO,O,O,O,O,X
ZTJLIOS,O,O,X,X,X
ZTJLSIO,O,O,O,O,X
ZTJLSOI,O,O,O,X,O
ZTJLOIS,O,O,X,X,O
ZTJLOSI,O,O,X,X,O
ZTJSILO,O,X,O,O,X
ZTJSIOL,O,X,O,X,O
ZTJSLIO,O,X,O,O,X
ZTJSLOI,O,X,O,X,O
ZTJSOIL,O,X,O,X,O
ZTJSOLI,O,X,O,X,O
ZTJOILS,O,O,X,X,O
ZTJOISL,O,X,X,X,O
ZTJOLIS,O,O,X,X,O
ZTJOLSI,O,O,X,X,O
ZTJOSIL,O,X,X,X,O
ZTJOSLI,O,X,X,X,O
ZTSILJO,O,X,O,O,X
ZTSILOJ,O,X,O,X,X
ZTSIJLO,O,X,O,O,X
ZTSIJOL,O,X,O,X,O
ZTSIOLJ,O,X,O,X,X
ZTSIOJL,O,X,O,X,O
ZTSLIJO,O,X,O,O,X
ZTSLIOJ,O,X,O,X,X
ZTSLJIO,O,X,O,O,X
ZTSLJOI,O,X,O,X,O
ZTSLOIJ,O,X,O,X,X
ZTSLOJI,O,X,O,X,O
ZTSJILO,O,X,O,O,X
ZTSJIOL,O,X,O,X,O
ZTSJLIO,O,X,O,O,X
ZTSJLOI,O,X,O,X,O
ZTSJOIL,O,X,O,X,O
ZTSJOLI,O,X,O,X,O
ZTSOILJ,O,X,O,X,X
ZTSOIJL,O,X,O,X,O
ZTSOLIJ,O,X,O,X,X
ZTSOLJI,O,X,O,X,O
ZTSOJIL,O,X,O,X,O
ZTSOJLI,O,X,O,X,O
ZTOILJS,O,X,X,X,X
ZTOILSJ,O,X,X,X,X
ZTOIJLS,O,X,X,X,O
ZTOIJSL,O,X,X,X,O
ZTOISLJ,O,X,X,X,X
ZTOISJL,O,X,X,X,O
ZTOLIJS,O,X,X,X,X
ZTOLISJ,O,X,X,X,X
ZTOLJIS,O,X,X,X,O
ZTOLJSI,O,X,X,X,O
ZTOLSIJ,O,X,X,X,X
ZTOLSJI,O,X,X,X,O
ZTOJILS,O,X,X,X,O
ZTOJISL,O,X,X,X,O
ZTOJLIS,O,X,X,X,O
ZTOJLSI,O,X,X,X,O
ZTOJSIL,O,X,X,X,O
ZTOJSLI,O,X,X,X,O
ZTOSILJ,O,X,X,X,X
ZTOSIJL,O,X,X,X,O
ZTOSLIJ,O,X,X,X,X
ZTOSLJI,O,X,X,X,O
ZTOSJIL,O,X,X,X,O
ZTOSJLI,O,X,X,X,O
ZITLJSO,O,O,O,O,X
ZITLJOS,O,O,X,X,X
ZITLSJO,O,O,O,O,X
ZITLSOJ,O,X,O,X,X
ZITLOJS,O,X,X,X,X
ZITLOSJ,O,X,X,X,X
ZITJLSO,O,O,O,O,X
ZITJLOS,O,O,X,X,X
ZITJSLO,O,X,O,O,X
ZITJSOL,O,X,O,X,O
ZITJOLS,O,O,X,X,O
ZITJOSL,O,X,X,X,O
ZITSLJO,O,X,O,O,X
ZITSLOJ,O,X,O,X,X
ZITSJLO,O,X,O,O,X
ZITSJOL,O,X,O,X,O
ZITSOLJ,O,X,O,X,X
ZITSOJL,O,X,O,X,O
ZITOLJS,O,X,X,X,X
ZITOLSJ,O,X,X,X,X
ZITOJLS,O,X,X,X,O
ZITOJSL,O,X,X,X,O
ZITOSLJ,O,X,X,X,X
ZITOSJL,O,X,X,X,O
ZILTJSO,O,O,O,O,X
ZILTJOS,O,O,X,X,X
ZILTSJO,O,O,O,O,X
ZILTSOJ,O,X,O,X,X
ZILTOJS,O,X,X,X,X
ZILTOSJ,O,X,X,X,X
ZILJTSO,O,O,O,O,X
ZILJTOS,O,O,X,X,X
ZILJSTO,O,O,O,X,X
ZILJSOT,O,O,X,X,X
ZILJOTS,X,O,X,O,X
ZILJOST,X,O,X,X,X
ZILSTJO,O,O,O,X,X
ZILSTOJ,O,X,O,X,X
ZILSJTO,O,O,O,X,X
ZILSJOT,O,O,X,X,X
ZILSOTJ,O,X,O,X,X
ZILSOJT,O,O,X,X,X
ZILOTJS,X,X,X,O,X
ZILOTSJ,X,X,X,O,X
ZILOJTS,X,O,X,O,X
ZILOJST,X,O,X,X,X
ZILOSTJ,X,X,X,X,X
ZILOSJT,X,O,X,X,X
ZIJTLSO,O,O,O,O,X
ZIJTLOS,O,O,X,X,X
ZIJTSLO,O,X,O,O,X
ZIJTSOL,O,X,O,X,O
ZIJTOLS,O,O,X,X,O
