sequence,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeRAJvhF3hBzkBtqB8?rB+sBatB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFzgBRiB/qB9?rB0sBisB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JetEJvhFThBmiBxqBX?sB6qB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeGAJvhFxhBzkB/sBC?rBdtB0rB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeGAJvhFxhBzkB8qBq?rB/sBdtB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFziBxqB0sB9?qB/rBasB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFThBynBxqB0?sB9qBXsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF6mBmiBRqBX?sBtqB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFThBynBxqBX?sB9qB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhFfmBxhBGqBC?sBdtBUsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF0hBRqBCsBt?qB3sBmsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeqEJvhFUhBRiBNsBG?rB/qBzsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeRAJvhFCiBzkBuqB/?sB0rBdtB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeRAJvhF3hBzkBtqBC?sBcsBetB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFUiBxqBTsB9?qB/rBatB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFRhB/qBUmB9?sBatBzrB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF/nBRqBUsBu?qB9rBatB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeCAJvhFxhBXlB8qBu?rBTsBdtB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeuEJvhFzgB/qBxrBd?tBUsBCsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF9mBynBRqBX?sBuqB0sB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JexBJvhFzkBCmB/sB0?rBdtBGqB,v115@9gA8HeB8HeB8GeE8AeA8DeA8Jez/IvhF9mBynBRqB0?sBuqBXsB,v115@9gA8HeB8HeB8GeE8AeA8DeA8JeWFJvhF8qBRnBXlB6?rBNsBzsB
ZLSIJTO,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZLSIJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLSIOTJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,X
ZLSIOJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLSJTIO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJITO,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
ZLSJOIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLSOTIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLSOTJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLSOITJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLSOIJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOJTI,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
ZLSOJIT,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLOTIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTJSI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTSIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOTSJI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOITJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZLOITSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZLOIJTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLOIJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
ZLOISJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJITS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOJSTI,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
ZLOJSIT,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLOSTIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOSTJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLOSITJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOSIJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOSJTI,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
ZLOSJIT,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJTILSO,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJTILOS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTISLO,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTISOL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTIOLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTIOSL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTLISO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLIOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLOIS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLOSI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTSLIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTSLOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTSOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJTSOLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJTOILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOISL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTOSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJITLSO,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJITLOS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJITSLO,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJITSOL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJITOLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJITOSL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJILTSO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJILTOS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJILSTO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJILSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJILOTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJILOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJISTLO,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJISTOL,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJISLTO,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJISLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJISOTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJISOLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJIOTLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJIOTSL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O
ZJIOLTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJIOLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJIOSTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O
ZJIOSLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O
ZJLTISO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTIOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTOIS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLITSO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLITOS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLISTO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJLISOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJLIOTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJLSTIO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSITO,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
ZJLSOIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOITS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLOSTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
ZJLOSIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJSTILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJSTIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJSTLIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJSTLOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJSTOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJSTOLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJSITLO,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
ZJSITOL,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
ZJSILTO,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
ZJSILOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJSIOTL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O
ZJSIOLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJSLTIO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJSLTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJSLITO,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJSLIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
ZJSLOIT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJSOTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
ZJSOITL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
ZJSOILT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
ZJSOLTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
ZJSOLIT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOTILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTISL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOTSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOITLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJOITSL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZJOILTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJOILST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJOISTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZJOISLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZJOLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLITS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOLSTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
ZJOLSIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOSTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOSTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOSITL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOSILT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJOSLTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
ZJOSLIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSTILJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
ZSTILOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ZSTIJLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
ZSTIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
ZSTIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ZSTIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
ZSTLIJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSTLIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSTLJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTLJOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTLOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSTLOJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSTJILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTJLIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTJLOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTJOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSTJOLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSTOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSTOLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSTOJIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
ZSTOJLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
ZSITLJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X
ZSITLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
ZSITJLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X
ZSITJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X
ZSITOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
ZSITOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X
ZSILTJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X
ZSILTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
ZSILJTO,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSILJOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X
ZSILOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZSIJTLO,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
ZSIJTOL,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
ZSIJLTO,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O
ZSIJLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSIJOTL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O
ZSIJOLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O
ZSIOTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
ZSIOTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X
ZSIOLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X
ZSIOLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZSIOJTL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X
ZSIOJLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZSLTIJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSLTIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLTJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSLTJOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSLTOIJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSLTOJI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSLITJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X
ZSLITOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
ZSLIJTO,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSLIJOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLIOTJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X
ZSLIOJT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZSLJTIO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSLJTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSLJITO,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSLJIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
ZSLJOIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSLOTIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSLOTJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSLOITJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSLOIJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSLOJTI,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
ZSLOJIT,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
