sequence,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFmhBCjB/qBToB0r?BFrB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhFChBxiB/rBToB0q?BFsB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhF8mBCjB3lBToBFm?BRwB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoB0r?BXrB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoBXr?B0rB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhF/mBGjBTlBUoBVw?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFlhBziB+oB/qBUm?BywB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFzhBfoB6oB2qB1w?B8qB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFVmBGjB/qBUoBTr?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFylB3mBFoBGoB0q?BzrB,v115@HhB8HeB8DeB8BeC8DeC8JeFBJvhF6qBcrBxnBmkBTo?BXsB,v115@HhB8HeB8DeB8BeC8DeC8Je3AJvhFCiB8qBxnBmkBTo?B1wB
STLIJZO,O,X,X,X,X,X,X,O,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X,O,X,X,X,X
STLIZJO,O,X,X,X,X,X,X,X,X,X,X,O
STLIZOJ,X,X,X,X,X,X,X,X,X,X,X,O
STLIOJZ,X,X,X,X,O,X,X,O,X,X,X,X
STLIOZJ,X,X,X,X,O,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,O,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X,O,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,O,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,O,X,X,X,X
STLJOIZ,X,X,X,X,O,X,X,O,X,X,X,X
STLJOZI,X,X,X,X,O,X,X,O,X,X,X,X
STLZIJO,O,X,X,X,X,X,X,X,X,O,X,O
STLZIOJ,X,X,X,X,X,X,X,X,X,O,X,O
STLZJIO,O,X,X,X,X,X,X,O,X,O,X,O
STLZJOI,X,X,X,X,X,O,X,O,X,O,X,X
STLZOIJ,X,X,X,O,O,O,X,X,X,O,X,O
STLZOJI,X,X,X,O,O,O,X,O,X,O,X,X
STLOIJZ,X,X,X,O,O,X,X,O,X,X,X,X
STLOIZJ,X,X,X,O,O,O,X,X,X,X,X,X
STLOJIZ,X,X,X,O,O,X,X,O,X,X,X,X
STLOJZI,X,X,X,O,O,X,X,O,X,X,X,X
STLOZIJ,X,X,X,O,O,O,X,X,X,X,X,X
STLOZJI,X,X,X,O,O,O,X,O,X,X,X,X
STJILZO,O,X,X,X,X,X,X,O,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,O,X,X,X,X
STJIZLO,X,X,X,X,X,X,O,X,X,X,X,X
STJIZOL,X,X,X,X,X,X,O,X,X,X,X,X
STJIOLZ,O,X,X,X,X,X,X,O,X,X,X,X
STJIOZL,X,X,X,X,X,X,O,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,X,O,X,X,X,X
STJLIOZ,O,X,X,X,X,X,X,O,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,O,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,O,X,X,X,X
STJLOIZ,X,X,X,X,O,X,X,O,X,X,X,X
STJLOZI,X,X,X,X,O,X,X,O,X,X,X,X
STJZILO,X,X,X,X,X,X,O,X,X,O,X,X
STJZIOL,X,X,X,X,X,O,O,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,O,O,X,O,X,X
STJZLOI,X,X,X,X,X,O,O,O,X,O,X,X
STJZOIL,X,X,X,X,X,O,O,X,X,X,X,X
STJZOLI,X,X,O,X,X,O,O,O,X,X,X,X
STJOILZ,O,X,X,X,O,X,X,O,X,X,X,X
STJOIZL,X,X,X,X,X,O,O,X,X,X,X,X
STJOLIZ,O,X,X,X,O,X,X,O,X,X,X,X
STJOLZI,X,X,O,X,O,X,X,O,X,X,X,X
STJOZIL,X,X,X,X,X,O,O,X,X,X,X,X
STJOZLI,X,X,O,X,X,O,O,O,X,X,X,X
STZILJO,O,X,X,X,X,X,O,X,X,O,X,O
STZILOJ,X,X,X,X,X,X,X,X,X,O,X,O
STZIJLO,O,X,X,X,X,X,O,X,X,O,X,O
STZIJOL,O,X,X,X,X,O,O,X,O,X,X,X
STZIOLJ,O,X,X,X,X,O,X,X,O,O,X,O
STZIOJL,O,X,X,X,X,O,O,X,O,X,X,X
STZLIJO,O,X,X,X,X,X,O,X,X,O,X,O
STZLIOJ,X,X,X,X,X,X,X,X,X,O,X,O
STZLJIO,O,X,X,X,X,X,O,O,X,O,X,O
STZLJOI,X,O,X,X,X,O,O,O,X,O,X,X
STZLOIJ,X,O,X,O,O,O,X,X,X,O,X,O
STZLOJI,X,O,X,O,O,O,X,O,X,O,X,X
STZJILO,O,X,X,X,X,X,O,X,X,O,X,O
STZJIOL,O,X,X,X,X,O,O,X,O,X,X,X
STZJLIO,O,X,X,X,X,X,O,O,X,O,X,O
STZJLOI,X,O,X,X,X,O,O,O,X,O,X,X
STZJOIL,O,O,X,X,X,O,O,X,O,X,X,X
STZJOLI,O,O,O,X,X,O,O,O,O,X,X,X
STZOILJ,O,O,X,O,O,O,X,X,O,O,X,O
STZOIJL,O,O,X,X,X,O,O,X,O,X,X,X
STZOLIJ,O,O,X,O,O,O,X,X,O,O,X,O
STZOLJI,O,O,O,O,O,O,X,O,O,O,X,X
STZOJIL,O,O,X,X,X,O,O,X,O,X,X,X
STZOJLI,O,O,O,X,X,O,O,O,O,X,X,X
STOILJZ,O,X,X,O,O,X,X,O,X,X,X,X
STOILZJ,O,X,X,O,O,O,X,X,O,X,X,X
STOIJLZ,O,X,X,X,O,X,X,O,X,X,X,X
STOIJZL,X,X,X,X,X,O,X,X,O,X,X,X
STOIZLJ,O,O,X,O,O,O,X,X,O,X,X,X
STOIZJL,O,O,X,X,X,O,X,X,O,X,X,X
STOLIJZ,O,X,X,O,O,X,X,O,X,X,X,X
STOLIZJ,O,X,X,O,O,O,X,X,O,X,X,X
STOLJIZ,O,X,X,O,O,X,X,O,X,X,X,X
STOLJZI,X,X,O,O,O,X,X,O,X,X,X,X
STOLZIJ,O,X,X,O,O,O,X,X,O,X,X,X
STOLZJI,O,X,O,O,O,O,X,O,O,X,X,X
STOJILZ,O,X,X,X,O,X,X,O,X,X,X,X
STOJIZL,X,X,X,X,X,O,X,X,O,X,X,X
STOJLIZ,O,X,X,X,O,X,X,O,X,X,X,X
STOJLZI,X,X,O,X,O,X,X,O,X,X,X,X
STOJZIL,X,X,X,X,X,O,X,X,O,X,X,X
STOJZLI,X,X,O,X,X,O,X,O,O,X,X,X
STOZILJ,O,O,X,O,O,O,X,X,O,O,X,X
STOZIJL,O,O,X,X,X,O,X,X,O,X,X,X
STOZLIJ,O,O,X,O,O,O,X,X,O,O,X,X
STOZLJI,O,O,O,O,O,O,X,O,O,O,X,X
STOZJIL,O,O,X,X,X,O,X,X,O,X,X,X
STOZJLI,O,O,O,X,X,O,X,O,O,X,X,X
SITLJZO,O,X,X,X,X,X,X,O,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,O,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,X,X,O
SITLZOJ,X,X,X,X,X,X,X,X,X,X,X,O
SITLOJZ,X,X,X,X,O,X,X,O,X,X,X,X
SITLOZJ,X,X,X,X,O,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,O,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,O,X,X,X,X
SITJZLO,X,X,X,X,X,X,O,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,O,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X,X,O,X,X,X,X
SITJOZL,X,X,X,X,X,X,O,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,O,X,X,O,X,O
SITZLOJ,X,X,X,X,X,X,X,X,X,O,X,O
SITZJLO,O,X,X,X,X,X,O,X,X,O,X,O
SITZJOL,O,X,X,X,X,X,O,X,O,X,X,X
SITZOLJ,O,X,X,X,X,X,X,X,O,O,X,O
SITZOJL,O,X,X,X,X,X,O,X,O,X,X,X
SITOLJZ,O,X,X,O,O,X,X,O,X,X,X,X
SITOLZJ,O,X,X,O,O,X,X,X,O,X,X,X
SITOJLZ,O,X,X,X,O,X,X,O,X,X,X,X
SITOJZL,X,X,X,X,X,X,X,X,O,X,X,X
SITOZLJ,O,X,X,O,O,X,X,X,O,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,O,X,X,X
SILTJZO,O,X,X,X,X,X,X,O,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X,X,X,O
SILTZOJ,X,X,X,X,X,X,X,X,X,X,X,O
SILTOJZ,X,X,X,X,O,X,X,O,X,X,X,X
SILTOZJ,X,X,X,X,O,X,X,X,X,X,X,X
SILJTZO,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,O,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,O,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,O,X,X,X,O,X
SILZTOJ,X,X,X,X,X,X,X,X,X,X,O,X
SILZJTO,O,X,X,X,X,X,O,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,O,X,O,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,O,X,X,X
SILZOJT,O,X,X,X,X,X,X,X,O,X,X,X
SILOTJZ,O,X,X,X,O,X,X,O,X,X,X,X
SILOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
SILOJTZ,O,X,X,X,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,O,X,X,X,O,X,X,X
SILOZJT,O,X,X,X,X,X,X,X,O,X,X,X
SIJTLZO,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,O,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,O,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,O,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,O,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,O,X,X,X,X,X
SIJZTLO,O,X,X,X,X,X,O,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,O,X,O,X,X,X
SIJZLTO,O,X,X,X,X,X,O,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X,O,X,O,X,X,X
SIJZOTL,O,X,X,X,X,X,O,X,O,X,X,X
SIJZOLT,O,X,O,X,X,X,O,X,O,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,O,X,O,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,O,X,O,X,X,X
SIJOZLT,O,X,O,X,X,X,O,X,O,X,X,X
SIZTLJO,O,X,X,X,X,X,O,X,X,O,X,X
SIZTLOJ,X,X,X,X,X,X,X,X,X,O,X,X
SIZTJLO,O,X,X,X,X,X,O,X,X,O,X,X
SIZTJOL,O,X,X,X,X,X,O,X,O,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,O,O,X,X
SIZTOJL,O,X,X,X,X,X,O,X,O,X,X,X
SIZLTJO,O,X,X,X,X,X,O,X,X,O,O,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,O,O,X
SIZLJTO,O,X,X,X,X,X,O,X,X,O,X,X
SIZLJOT,O,O,X,X,X,X,O,X,O,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,X,O,O,X,X
SIZLOJT,O,O,X,X,X,X,X,X,O,X,X,X
SIZJTLO,O,X,X,X,X,X,O,X,X,O,X,X
SIZJTOL,O,X,X,X,X,X,O,X,O,X,X,X
SIZJLTO,O,X,X,X,X,X,O,X,X,O,X,X
SIZJLOT,O,O,X,X,X,X,O,X,O,X,X,X
SIZJOTL,O,O,X,X,X,O,O,X,O,X,X,X
SIZJOLT,O,O,O,X,X,X,O,X,O,X,X,X
SIZOTLJ,O,O,X,X,X,O,X,X,O,O,X,X
SIZOTJL,O,O,X,X,X,O,O,X,O,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,O,O,X,X
SIZOLJT,O,O,O,X,X,X,X,X,O,X,X,X
SIZOJTL,O,O,X,X,X,O,O,X,O,X,X,X
SIZOJLT,O,O,O,X,X,X,O,X,O,X,X,X
SIOTLJZ,O,X,X,O,O,X,X,O,X,X,X,X
SIOTLZJ,O,X,X,O,O,O,X,X,O,X,X,X
SIOTJLZ,O,X,X,X,O,X,X,O,X,X,X,X
SIOTJZL,X,X,X,X,X,O,X,X,O,X,X,X
SIOTZLJ,O,O,X,O,O,O,X,X,O,X,X,X
SIOTZJL,O,O,X,X,X,O,X,X,O,X,X,X
SIOLTJZ,O,X,X,O,O,X,X,O,X,X,X,X
SIOLTZJ,O,X,X,O,O,X,X,X,O,X,X,X
SIOLJTZ,O,X,X,X,O,X,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,O,X,X,X,O,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X,O,X,X,X
SIOJTLZ,O,X,X,X,O,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,O,X,O,X,X,X
SIOJLTZ,O,X,X,X,O,X,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,O,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,O,X,O,X,X,X
SIOJZLT,O,O,O,X,X,X,O,X,O,X,X,X
SIOZTLJ,O,O,X,O,O,O,X,X,O,X,X,X
SIOZTJL,O,O,X,X,X,O,O,X,O,X,X,X
SIOZLTJ,O,O,X,O,O,X,X,X,O,X,X,X
SIOZLJT,O,O,O,X,X,X,X,X,O,X,X,X
SIOZJTL,O,O,X,X,X,O,O,X,O,X,X,X
SIOZJLT,O,O,O,X,X,X,O,X,O,X,X,X
SLTIJZO,O,X,X,X,X,X,X,O,X,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,O,X,X,X,X
SLTIZJO,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,O,X,X,O,X,X,X,X
SLTIOZJ,X,X,X,X,O,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,O,X,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,O,X,X,X,X
SLTJZIO,X,X,X,X,X,X,X,O,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,O,X,X,X,X
SLTJOIZ,X,X,X,X,O,X,X,O,X,X,X,X
SLTJOZI,X,X,X,X,O,X,X,O,X,X,X,X
SLTZIJO,O,X,X,X,X,X,X,X,X,O,X,X
SLTZIOJ,X,X,X,X,X,X,X,X,X,O,X,X
SLTZJIO,O,X,X,X,X,X,X,O,X,O,X,X
SLTZJOI,X,X,X,X,X,X,X,O,X,O,X,X
SLTZOIJ,X,X,X,O,O,X,X,X,X,O,X,X
SLTZOJI,X,X,X,O,O,X,X,O,X,O,X,X
SLTOIJZ,X,X,X,O,O,X,X,O,X,X,X,X
SLTOIZJ,X,X,X,O,O,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,O,O,X,X,O,X,X,X,X
SLTOJZI,X,X,X,O,O,X,X,O,X,X,X,X
SLTOZIJ,X,X,X,O,O,X,X,X,X,X,X,X
SLTOZJI,X,X,X,O,O,X,X,O,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,O,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,O,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,O,X,X,O,X,X,X,X
SLITOZJ,X,X,X,X,O,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,O,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,O,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,O,X,X,X,O,X
SLIZTOJ,X,X,X,X,X,X,X,X,X,X,O,X
SLIZJTO,O,X,X,X,X,X,O,X,X,X,X,X
SLIZJOT,O,X,X,X,X,X,O,X,O,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,O,X,X,X
SLIZOJT,O,X,X,X,X,X,X,X,O,X,X,X
SLIOTJZ,O,X,X,X,O,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
SLIOJTZ,O,X,X,X,O,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,O,X,X,X,O,X,X,X
SLIOZJT,O,X,X,X,X,X,X,X,O,X,X,X
SLJTIZO,O,X,X,X,X,X,X,O,X,X,X,X
SLJTIOZ,O,X,X,X,X,X,X,O,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,O,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,O,X,X,X,X
SLJTOIZ,X,X,X,X,O,X,X,O,X,X,X,X
SLJTOZI,X,X,X,X,O,X,X,O,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,X,X,O,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X,O,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,O,X,X,X,X,X
SLJZTIO,O,X,X,X,X,X,O,X,X,X,X,X
SLJZTOI,X,X,X,X,X,X,O,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,O,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X,O,X,X,X,X,X
SLJZOTI,X,X,O,X,X,X,O,X,X,X,X,X
SLJZOIT,O,X,O,X,X,X,O,X,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,O,X,X,X,X
SLJOTZI,X,X,O,X,O,X,X,O,X,X,X,X
SLJOITZ,O,X,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,X,O,X,X,X,O,X,X,X,X,X
SLJOZTI,X,X,O,X,X,X,O,X,X,X,X,X
SLJOZIT,O,X,O,X,X,X,O,X,X,X,X,X
SLZTIJO,O,X,X,X,X,X,O,X,X,O,O,X
SLZTIOJ,X,X,X,X,X,X,X,X,X,O,O,X
SLZTJIO,O,X,X,X,X,X,O,O,X,O,X,X
SLZTJOI,X,O,X,X,X,X,O,O,X,O,X,X
SLZTOIJ,X,O,X,O,O,X,X,X,X,O,X,X
SLZTOJI,X,O,X,O,O,X,X,O,X,O,X,X
SLZITJO,O,X,X,X,X,X,O,X,X,O,O,X
SLZITOJ,X,X,X,X,X,X,X,X,X,O,O,X
SLZIJTO,O,X,X,X,X,X,O,X,X,O,X,X
SLZIJOT,O,O,X,X,X,X,O,X,O,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,O,O,X,X
SLZIOJT,O,O,X,X,X,X,X,X,O,X,X,X
SLZJTIO,O,X,X,X,X,X,O,X,X,O,X,X
SLZJTOI,X,O,X,X,X,X,O,X,X,O,X,X
SLZJITO,O,X,X,X,X,X,O,X,X,O,X,X
SLZJIOT,O,O,X,X,X,X,O,X,O,X,X,X
SLZJOTI,O,O,O,X,X,X,O,X,O,X,X,X
SLZJOIT,O,O,O,X,X,X,O,X,O,X,X,X
SLZOTIJ,O,O,X,O,O,X,X,X,O,O,X,X
SLZOTJI,O,O,O,O,O,X,X,O,O,O,X,X
SLZOITJ,O,O,X,O,O,X,X,X,O,O,X,X
SLZOIJT,O,O,O,X,X,X,X,X,O,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X,O,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X,O,X,X,X
SLOTIJZ,O,X,X,O,O,X,X,O,X,X,X,X
SLOTIZJ,O,X,X,O,O,X,X,X,O,X,X,X
SLOTJIZ,O,X,X,O,O,X,X,O,X,X,X,X
SLOTJZI,X,X,O,O,O,X,X,O,X,X,X,X
SLOTZIJ,O,X,X,O,O,X,X,X,O,X,X,X
SLOTZJI,O,X,O,O,O,X,X,O,O,X,X,X
SLOITJZ,O,X,X,O,O,X,X,O,X,X,X,X
SLOITZJ,O,X,X,O,O,X,X,X,O,X,X,X
SLOIJTZ,O,X,X,X,O,X,X,X,X,X,X,X
SLOIJZT,O,X,O,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,X,O,X,X,X,O,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X,O,X,X,X
SLOJTIZ,O,X,X,X,O,X,X,O,X,X,X,X
SLOJTZI,X,X,O,X,O,X,X,O,X,X,X,X
SLOJITZ,O,X,X,X,O,X,X,X,X,X,X,X
SLOJIZT,O,X,O,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,O,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,O,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,O,X,X,X,O,X,X,X
SLOZTJI,O,O,O,X,O,X,X,O,O,X,X,X
SLOZITJ,O,O,X,X,O,X,X,X,O,X,X,X
SLOZIJT,O,O,O,X,X,X,X,X,O,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,O,X,X,X
SLOZJIT,O,O,O,X,X,X,X,X,O,X,X,X
SJTILZO,O,X,X,X,X,X,X,O,X,X,X,X
SJTILOZ,O,X,X,X,X,X,X,O,X,X,X,X
SJTIZLO,X,X,X,X,X,X,O,X,X,X,X,X
SJTIZOL,X,X,X,X,X,X,O,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,X,X,O,X,X,X,X
SJTIOZL,X,X,X,X,X,X,O,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,X,O,X,X,X,X
SJTLIOZ,O,X,X,X,X,X,X,O,X,X,X,X
SJTLZIO,X,X,X,X,X,X,X,O,X,X,X,X
SJTLZOI,X,X,X,X,X,X,X,O,X,X,X,X
SJTLOIZ,X,X,X,X,O,X,X,O,X,X,X,X
SJTLOZI,X,X,X,X,O,X,X,O,X,X,X,X
SJTZILO,X,X,X,X,X,X,O,X,X,O,X,X
SJTZIOL,X,X,X,X,X,X,O,X,X,X,X,X
SJTZLIO,X,X,X,X,X,X,O,O,X,O,X,X
SJTZLOI,X,X,X,X,X,X,O,O,X,O,X,X
SJTZOIL,X,X,X,X,X,X,O,X,X,X,X,X
SJTZOLI,X,X,O,X,X,X,O,O,X,X,X,X
SJTOILZ,O,X,X,X,O,X,X,O,X,X,X,X
SJTOIZL,X,X,X,X,X,X,O,X,X,X,X,X
SJTOLIZ,O,X,X,X,O,X,X,O,X,X,X,X
SJTOLZI,X,X,O,X,O,X,X,O,X,X,X,X
SJTOZIL,X,X,X,X,X,X,O,X,X,X,X,X
SJTOZLI,X,X,O,X,X,X,O,O,X,X,X,X
SJITLZO,O,X,X,X,X,X,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X,X,X,X,X
SJITZLO,X,X,X,X,X,X,O,X,X,X,X,X
SJITZOL,X,X,O,X,X,X,O,X,X,X,X,X
SJITOLZ,O,X,O,X,X,X,X,X,X,X,X,X
SJITOZL,X,X,O,X,X,X,O,X,X,X,X,X
SJILTZO,O,X,X,X,X,X,X,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,X,X,X,X,X,X
SJILZTO,O,X,X,X,X,X,O,X,X,X,X,X
SJILZOT,O,X,O,X,X,X,O,X,X,X,X,X
SJILOTZ,O,X,O,X,X,X,X,X,X,X,X,X
SJILOZT,O,X,O,X,X,X,O,X,X,X,X,X
SJIZTLO,O,X,X,X,X,X,O,X,X,X,X,X
SJIZTOL,O,X,O,X,X,X,O,X,O,X,X,X
SJIZLTO,O,X,X,X,X,X,O,X,X,X,X,X
SJIZLOT,O,X,O,X,X,X,O,X,O,X,X,X
SJIZOTL,O,X,O,X,X,X,O,X,O,X,X,X
SJIZOLT,O,X,O,X,X,X,O,X,O,X,X,X
SJIOTLZ,O,X,O,X,X,X,X,X,X,X,X,X
SJIOTZL,X,X,O,X,X,X,O,X,O,X,X,X
SJIOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,O,X,X,X,X,X
SJIOZTL,O,X,O,X,X,X,O,X,O,X,X,X
SJIOZLT,O,X,O,X,X,X,O,X,O,X,X,X
SJLTIZO,O,X,X,X,X,X,X,O,X,X,X,X
SJLTIOZ,O,X,X,X,X,X,X,O,X,X,X,X
SJLTZIO,X,X,X,X,X,X,X,O,X,X,X,X
SJLTZOI,X,X,X,X,X,X,X,O,X,X,X,X
SJLTOIZ,X,X,X,X,O,X,X,O,X,X,X,X
SJLTOZI,X,X,X,X,O,X,X,O,X,X,X,X
SJLITZO,O,X,X,X,X,X,X,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,X,X,X,X,X,X
SJLIZTO,O,X,X,X,X,X,O,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X,O,X,X,X,X,X
SJLIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,O,X,X,X,X,X
SJLZTIO,O,X,X,X,X,X,O,X,X,X,X,X
SJLZTOI,X,X,X,X,X,X,O,X,X,X,X,X
SJLZITO,O,X,X,X,X,X,O,X,X,X,X,X
SJLZIOT,O,X,X,X,X,X,O,X,X,X,X,X
SJLZOTI,X,X,O,X,X,X,O,X,X,X,X,X
SJLZOIT,O,X,O,X,X,X,O,X,X,X,X,X
SJLOTIZ,O,X,X,X,O,X,X,O,X,X,X,X
SJLOTZI,X,X,O,X,O,X,X,O,X,X,X,X
SJLOITZ,O,X,X,X,O,X,X,X,X,X,X,X
SJLOIZT,O,X,O,X,X,X,O,X,X,X,X,X
SJLOZTI,X,X,O,X,X,X,O,X,X,X,X,X
SJLOZIT,O,X,O,X,X,X,O,X,X,X,X,X
SJZTILO,O,X,X,X,X,X,O,X,X,O,X,X
SJZTIOL,O,X,X,X,X,X,O,X,O,X,X,X
SJZTLIO,O,X,X,X,X,X,O,X,X,O,X,X
SJZTLOI,X,O,X,X,X,X,O,X,X,O,X,X
SJZTOIL,O,O,X,X,X,X,O,X,O,X,X,X
SJZTOLI,O,O,O,X,X,X,O,X,O,X,X,X
SJZITLO,O,X,X,X,X,X,O,X,X,O,X,X
SJZITOL,O,X,O,X,X,X,O,X,O,X,X,X
SJZILTO,O,X,X,X,X,X,O,X,X,O,X,X
SJZILOT,O,O,O,X,X,X,O,X,O,X,X,X
SJZIOTL,O,O,O,X,X,X,O,X,O,X,X,X
SJZIOLT,O,O,O,X,X,X,O,X,O,X,X,X
