sequence,v115@QhA8FeE8CeF8Jex/IvhF/mBUiBFjBTkB2qBSvB,v115@QhA8FeE8CeF8Jei/IvhF3gBUiBFjBTmBxpBWvB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjBTkBeqBSrB8qB,v115@QhA8FeE8CeF8JeKEJvhFRgBUiBFjBTmBXqBGqB,v115@QhA8FeE8CeF8JeKEJvhFUhBFiBXjBxqBupBTqB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjB2pBSrB8qBzpB,v115@QhA8FeE8CeF8JeT/IvhFXjB2qBRmBCnB0pBlqB,v115@QhA8FeE8CeF8JeT/IvhFRhBFjBmlBCnB/qB0pB
LISZOTJ,X,O,X,X,O,X,X,X
LISZOJT,X,X,X,X,O,X,O,X
LISOTJZ,X,O,O,O,O,X,X,X
LISOTZJ,X,O,X,O,O,X,X,X
LISOJTZ,X,O,O,O,O,X,X,X
LISOJZT,X,O,O,O,O,X,X,X
LISOZTJ,X,O,X,O,O,X,X,X
LISOZJT,X,O,X,O,O,X,X,X
LIZTJSO,X,O,X,X,O,X,X,X
LIZTJOS,X,X,X,X,O,X,X,O
LIZTSJO,X,O,X,X,O,X,X,X
LIZTSOJ,X,O,X,X,O,X,X,X
LIZTOJS,X,O,X,O,O,X,X,O
LIZTOSJ,X,O,X,O,O,X,X,X
LIZJTSO,X,O,X,X,O,X,X,X
LIZJTOS,X,X,X,X,O,X,X,O
LIZJSTO,X,O,X,X,O,X,X,X
LIZJSOT,X,X,X,X,O,X,O,X
LIZJOTS,X,X,X,X,O,X,X,O
LIZJOST,X,X,X,X,O,X,O,X
LIZSTJO,X,O,X,X,O,X,X,X
LIZSTOJ,X,O,X,X,O,X,X,X
LIZSJTO,X,O,X,X,O,X,X,X
LIZSJOT,X,X,X,X,O,X,O,X
LIZSOTJ,X,O,X,X,O,X,X,X
LIZSOJT,X,X,X,X,O,X,O,X
LIZOTJS,X,O,X,O,O,X,X,O
LIZOTSJ,X,O,X,O,O,X,X,X
LIZOJTS,X,O,X,O,O,X,X,O
LIZOJST,X,O,X,X,O,X,O,X
LIZOSTJ,X,O,X,O,O,X,X,X
LIZOSJT,X,O,X,O,O,X,O,X
LIOTJSZ,X,O,O,X,O,X,X,X
LIOTJZS,X,O,O,O,O,X,X,X
LIOTSJZ,X,O,O,O,O,X,X,X
LIOTSZJ,X,O,X,O,O,X,X,X
LIOTZJS,X,O,X,O,O,X,X,X
LIOTZSJ,X,O,X,O,O,X,X,X
LIOJTSZ,X,O,O,X,O,X,X,X
LIOJTZS,X,O,O,O,O,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,X
LIOJSZT,X,O,O,X,O,X,X,X
LIOJZTS,X,O,O,O,O,X,X,X
LIOJZST,X,O,O,X,O,X,X,X
LIOSTJZ,X,O,O,O,O,X,X,X
LIOSTZJ,X,O,X,O,O,X,X,X
LIOSJTZ,X,O,O,O,O,X,X,X
LIOSJZT,X,O,O,O,O,X,X,X
LIOSZTJ,X,O,X,O,O,X,X,X
LIOSZJT,X,O,X,O,O,X,X,X
LIOZTJS,X,O,X,O,O,X,X,X
LIOZTSJ,X,O,X,O,O,X,X,X
LIOZJTS,X,O,X,O,O,X,X,X
LIOZJST,X,O,X,X,O,X,X,X
LIOZSTJ,X,O,X,O,O,X,X,X
LIOZSJT,X,O,X,O,O,X,X,X
LJTISZO,O,X,X,X,O,O,X,X
LJTISOZ,X,X,O,X,O,O,X,X
LJTIZSO,X,X,X,X,O,O,X,X
LJTIZOS,X,X,X,X,O,O,X,O
LJTIOSZ,X,X,O,X,O,O,X,X
LJTIOZS,X,X,O,X,O,O,X,X
LJTSIZO,O,X,X,X,O,O,X,X
LJTSIOZ,X,X,O,X,O,O,X,X
LJTSZIO,O,X,X,X,X,O,X,X
LJTSZOI,O,X,O,X,X,O,X,O
LJTSOIZ,O,X,O,O,X,O,X,X
LJTSOZI,O,X,O,O,X,O,X,X
LJTZISO,X,X,X,X,X,O,X,X
LJTZIOS,X,X,X,X,X,O,X,O
LJTZSIO,X,X,X,X,X,O,X,X
LJTZSOI,X,X,O,X,X,O,X,O
LJTZOIS,X,X,O,O,X,O,X,O
LJTZOSI,X,X,O,O,X,O,X,O
LJTOISZ,O,X,O,X,X,O,X,X
LJTOIZS,X,X,O,O,X,O,X,X
LJTOSIZ,O,X,O,O,X,O,X,X
LJTOSZI,O,X,O,O,X,O,X,X
LJTOZIS,X,X,O,O,X,O,X,O
LJTOZSI,X,X,O,O,X,O,X,O
LJITSZO,O,X,X,X,O,O,X,X
LJITSOZ,X,X,O,X,O,O,X,X
LJITZSO,X,X,X,X,O,O,X,X
LJITZOS,X,X,X,X,O,O,X,O
LJITOSZ,X,X,O,X,O,O,X,X
LJITOZS,X,X,O,X,O,O,X,X
LJISTZO,O,X,X,X,O,O,X,X
LJISTOZ,X,X,O,X,O,O,X,X
LJISZTO,O,X,X,X,O,O,X,X
LJISZOT,X,X,X,X,O,O,O,X
LJISOTZ,X,X,O,X,O,O,X,X
LJISOZT,X,X,O,X,O,O,X,X
LJIZTSO,X,X,X,X,O,O,X,X
LJIZTOS,X,X,X,X,O,O,X,O
LJIZSTO,X,X,X,X,O,O,X,X
LJIZSOT,X,X,X,X,O,O,O,X
LJIZOTS,X,X,X,X,O,O,X,O
LJIZOST,X,X,X,X,O,O,O,X
LJIOTSZ,X,X,O,X,O,O,X,X
LJIOTZS,X,X,O,X,O,O,X,X
LJIOSTZ,X,X,O,X,O,O,X,X
LJIOSZT,X,X,O,X,O,O,X,X
LJIOZTS,X,X,O,X,O,O,X,X
LJIOZST,X,X,O,X,O,O,X,X
LJSTIZO,O,X,X,X,O,O,X,X
LJSTIOZ,X,X,O,X,O,O,X,X
LJSTZIO,O,X,X,X,X,O,X,X
LJSTZOI,O,X,O,X,X,O,X,O
LJSTOIZ,O,X,O,O,X,O,X,X
LJSTOZI,O,X,O,O,X,O,X,X
LJSITZO,O,X,X,X,O,O,X,X
LJSITOZ,X,X,O,X,O,O,X,X
LJSIZTO,O,X,X,X,O,O,X,X
LJSIZOT,X,X,X,X,O,O,O,X
LJSIOTZ,X,X,O,X,O,O,X,X
LJSIOZT,X,X,O,X,O,O,X,X
LJSZTIO,O,X,X,X,X,O,X,X
LJSZTOI,O,X,O,X,X,O,X,O
LJSZITO,O,X,X,X,X,O,X,X
LJSZIOT,X,X,X,X,X,O,O,X
LJSZOTI,O,X,O,X,X,O,X,O
LJSZOIT,O,X,O,X,X,O,O,X
LJSOTIZ,O,X,O,O,X,O,X,X
LJSOTZI,O,X,O,O,X,O,X,X
LJSOITZ,O,X,O,O,X,O,X,X
LJSOIZT,O,X,O,O,X,O,X,X
LJSOZTI,O,X,O,O,X,O,X,X
LJSOZIT,O,X,O,O,X,O,X,X
LJZTISO,X,X,X,X,X,O,X,X
LJZTIOS,X,X,X,X,X,O,X,O
LJZTSIO,X,X,X,X,X,O,X,X
LJZTSOI,X,X,O,X,X,O,X,O
LJZTOIS,X,X,O,O,X,O,X,O
LJZTOSI,X,X,O,O,X,O,X,O
LJZITSO,X,X,X,X,X,O,X,X
LJZITOS,X,X,X,X,X,O,X,O
LJZISTO,X,X,X,X,X,O,X,X
LJZISOT,X,X,X,X,X,O,O,X
LJZIOTS,X,X,X,X,X,O,X,O
LJZIOST,X,X,X,X,X,O,O,X
LJZSTIO,X,X,X,X,X,O,X,X
LJZSTOI,X,X,O,X,X,O,X,O
LJZSITO,X,X,X,X,X,O,X,X
LJZSIOT,X,X,X,X,X,O,O,X
LJZSOTI,X,X,O,X,X,O,X,O
LJZSOIT,X,X,O,X,X,O,O,X
LJZOTIS,X,X,O,O,X,O,X,O
LJZOTSI,X,X,O,O,X,O,X,O
LJZOITS,X,X,O,O,X,O,X,O
LJZOIST,X,X,O,X,X,O,O,X
LJZOSTI,X,X,O,O,X,O,X,O
LJZOSIT,X,X,O,O,X,O,O,X
LJOTISZ,O,X,O,X,X,O,X,X
LJOTIZS,X,X,O,O,X,O,X,X
LJOTSIZ,O,X,O,O,X,O,X,X
LJOTSZI,O,X,O,O,X,O,X,X
LJOTZIS,X,X,O,O,X,O,X,O
LJOTZSI,X,X,O,O,X,O,X,O
LJOITSZ,O,X,O,X,X,O,X,X
LJOITZS,X,X,O,O,X,O,X,X
LJOISTZ,O,X,O,X,X,O,X,X
LJOISZT,O,X,O,X,X,O,X,X
LJOIZTS,X,X,O,O,X,O,X,X
LJOIZST,X,X,O,X,X,O,X,X
LJOSTIZ,O,X,O,O,X,O,X,X
LJOSTZI,O,X,O,O,X,O,X,X
LJOSITZ,O,X,O,O,X,O,X,X
LJOSIZT,O,X,O,O,X,O,X,X
LJOSZTI,O,X,O,O,X,O,X,X
LJOSZIT,O,X,O,O,X,O,X,X
LJOZTIS,X,X,O,O,X,O,X,O
LJOZTSI,X,X,O,O,X,O,X,O
LJOZITS,X,X,O,O,X,O,X,O
LJOZIST,X,X,O,X,X,O,X,X
LJOZSTI,X,X,O,O,X,O,X,O
LJOZSIT,X,X,O,O,X,O,X,X
LSTIJZO,X,X,X,X,O,O,X,X
LSTIJOZ,X,X,O,X,O,O,X,X
LSTIZJO,X,X,X,X,O,X,X,X
LSTIZOJ,X,X,X,X,O,X,X,X
LSTIOJZ,X,X,O,O,O,X,X,X
LSTIOZJ,X,X,X,O,O,X,X,X
LSTJIZO,O,X,X,X,O,O,X,X
LSTJIOZ,X,X,O,X,O,O,X,X
LSTJZIO,O,X,X,X,X,O,X,X
LSTJZOI,O,X,O,X,X,O,X,O
LSTJOIZ,O,X,O,O,X,O,X,X
LSTJOZI,O,X,O,O,X,O,X,X
LSTZIJO,X,X,X,X,O,X,X,X
LSTZIOJ,X,X,X,X,O,X,X,X
LSTZJIO,O,X,X,X,X,O,X,X
LSTZJOI,O,X,O,X,X,O,X,O
LSTZOIJ,O,X,X,O,X,X,X,X
LSTZOJI,O,X,O,O,X,X,X,O
LSTOIJZ,X,X,O,O,O,X,X,X
LSTOIZJ,O,X,X,O,O,X,X,X
LSTOJIZ,O,X,O,O,X,O,X,X
LSTOJZI,O,X,O,O,X,O,X,X
LSTOZIJ,O,X,X,O,X,X,X,X
LSTOZJI,O,X,O,O,X,X,X,X
LSITJZO,X,X,X,X,O,O,X,X
LSITJOZ,X,X,O,X,O,O,X,X
LSITZJO,X,X,X,X,O,X,X,X
LSITZOJ,X,X,X,X,O,X,X,X
LSITOJZ,X,X,O,O,O,X,X,X
LSITOZJ,X,X,X,O,O,X,X,X
LSIJTZO,X,X,X,X,O,O,X,X
LSIJTOZ,X,X,O,X,O,O,X,X
LSIJZTO,X,X,X,X,O,O,X,X
LSIJZOT,X,X,X,X,O,O,O,X
LSIJOTZ,X,X,O,X,O,O,X,X
LSIJOZT,X,X,O,X,O,O,X,X
LSIZTJO,X,X,X,X,O,X,X,X
LSIZTOJ,X,X,X,X,O,X,X,X
LSIZJTO,X,X,X,X,O,X,X,X
LSIZJOT,X,X,X,X,O,X,O,X
LSIZOTJ,X,X,X,X,O,X,X,X
LSIZOJT,X,X,X,X,O,X,O,X
LSIOTJZ,X,X,O,O,O,X,X,X
LSIOTZJ,X,X,X,O,O,X,X,X
LSIOJTZ,X,X,O,O,O,X,X,X
LSIOJZT,X,X,O,O,O,X,X,X
LSIOZTJ,X,X,X,O,O,X,X,X
LSIOZJT,X,X,X,O,O,X,X,X
LSJTIZO,O,X,X,X,O,O,X,X
LSJTIOZ,X,X,O,X,O,O,X,X
LSJTZIO,O,X,X,X,X,O,X,X
LSJTZOI,O,X,O,X,X,O,X,O
LSJTOIZ,O,X,O,O,X,O,X,X
LSJTOZI,O,X,O,O,X,O,X,X
LSJITZO,O,X,X,X,O,O,X,X
LSJITOZ,X,X,O,X,O,O,X,X
LSJIZTO,O,X,X,X,O,O,X,X
LSJIZOT,X,X,X,X,O,O,O,X
LSJIOTZ,X,X,O,X,O,O,X,X
LSJIOZT,X,X,O,X,O,O,X,X
LSJZTIO,O,X,X,X,X,O,X,X
LSJZTOI,O,X,O,X,X,O,X,O
LSJZITO,O,X,X,X,X,O,X,X
LSJZIOT,X,X,X,X,X,O,O,X
LSJZOTI,O,X,O,X,X,O,X,O
LSJZOIT,O,X,O,X,X,O,O,X
LSJOTIZ,O,X,O,O,X,O,X,X
LSJOTZI,O,X,O,O,X,O,X,X
LSJOITZ,O,X,O,O,X,O,X,X
LSJOIZT,O,X,O,O,X,O,X,X
LSJOZTI,O,X,O,O,X,O,X,X
LSJOZIT,O,X,O,O,X,O,X,X
LSZTIJO,X,X,X,X,O,X,X,X
LSZTIOJ,X,X,X,X,O,X,X,X
LSZTJIO,O,X,X,X,X,O,X,X
LSZTJOI,O,X,O,X,X,O,X,O
LSZTOIJ,O,X,X,O,X,X,X,X
LSZTOJI,O,X,O,O,X,X,X,O
LSZITJO,X,X,X,X,O,X,X,X
LSZITOJ,X,X,X,X,O,X,X,X
LSZIJTO,X,X,X,X,O,X,X,X
LSZIJOT,X,X,X,X,O,X,O,X
LSZIOTJ,X,X,X,X,O,X,X,X
LSZIOJT,X,X,X,X,O,X,O,X
LSZJTIO,O,X,X,X,X,O,X,X
LSZJTOI,O,X,O,X,X,O,X,O
LSZJITO,O,X,X,X,X,O,X,X
LSZJIOT,X,X,X,X,X,O,O,X
LSZJOTI,O,X,O,X,X,O,X,O
LSZJOIT,O,X,O,X,X,O,O,X
LSZOTIJ,O,X,X,O,X,X,X,X
LSZOTJI,O,X,O,O,X,X,X,O
LSZOITJ,O,X,X,O,X,X,X,X
LSZOIJT,X,X,X,O,X,X,O,X
LSZOJTI,O,X,O,O,X,X,X,O
LSZOJIT,O,X,O,O,X,X,O,X
LSOTIJZ,X,X,O,O,O,X,X,X
LSOTIZJ,O,X,X,O,O,X,X,X
LSOTJIZ,O,X,O,O,X,O,X,X
LSOTJZI,O,X,O,O,X,O,X,X
LSOTZIJ,O,X,X,O,X,X,X,X
LSOTZJI,O,X,O,O,X,X,X,X
LSOITJZ,X,X,O,O,O,X,X,X
LSOITZJ,O,X,X,O,O,X,X,X
LSOIJTZ,X,X,O,O,O,X,X,X
LSOIJZT,X,X,O,O,O,X,X,X
LSOIZTJ,O,X,X,O,O,X,X,X
LSOIZJT,X,X,X,O,O,X,X,X
LSOJTIZ,O,X,O,O,X,O,X,X
LSOJTZI,O,X,O,O,X,O,X,X
LSOJITZ,O,X,O,O,X,O,X,X
LSOJIZT,O,X,O,O,X,O,X,X
LSOJZTI,O,X,O,O,X,O,X,X
LSOJZIT,O,X,O,O,X,O,X,X
LSOZTIJ,O,X,X,O,X,X,X,X
LSOZTJI,O,X,O,O,X,X,X,X
LSOZITJ,O,X,X,O,X,X,X,X
LSOZIJT,X,X,X,O,X,X,X,X
LSOZJTI,O,X,O,O,X,X,X,X
LSOZJIT,O,X,O,O,X,X,X,X
LZTIJSO,X,O,X,X,O,X,X,X
LZTIJOS,X,X,X,X,O,X,X,O
LZTISJO,X,O,X,X,O,X,X,X
LZTISOJ,X,O,X,X,O,X,X,X
LZTIOJS,X,X,X,O,O,X,X,O
LZTIOSJ,X,O,X,O,O,X,X,X
LZTJISO,X,X,X,X,X,O,X,X
LZTJIOS,X,X,X,X,X,O,X,O
LZTJSIO,X,X,X,X,X,O,X,X
LZTJSOI,X,X,O,X,X,O,X,O
LZTJOIS,X,X,O,O,X,O,X,O
LZTJOSI,X,X,O,O,X,O,X,O
LZTSIJO,X,X,X,X,O,X,X,X
LZTSIOJ,X,X,X,X,O,X,X,X
LZTSJIO,O,X,X,X,X,O,X,X
LZTSJOI,O,X,O,X,X,O,X,O
LZTSOIJ,O,X,X,O,X,X,X,X
LZTSOJI,O,X,O,O,X,X,X,O
LZTOIJS,X,O,X,O,X,X,X,O
LZTOISJ,X,O,X,O,X,X,X,X
LZTOJIS,X,X,O,O,X,X,X,O
LZTOJSI,X,X,O,O,X,X,X,O
LZTOSIJ,O,O,X,O,X,X,X,X
LZTOSJI,O,O,O,O,X,X,X,O
LZITJSO,X,O,X,X,O,X,X,X
LZITJOS,X,X,X,X,O,X,X,O
LZITSJO,X,O,X,X,O,X,X,X
LZITSOJ,X,O,X,X,O,X,X,X
LZITOJS,X,X,X,O,O,X,X,O
LZITOSJ,X,O,X,O,O,X,X,X
LZIJTSO,X,O,X,X,O,X,X,X
LZIJTOS,X,X,X,X,O,X,X,O
LZIJSTO,X,O,X,X,O,X,X,X
LZIJSOT,X,X,X,X,O,X,O,X
LZIJOTS,X,X,X,X,O,X,X,O
LZIJOST,X,X,X,X,O,X,O,X
LZISTJO,X,O,X,X,O,X,X,X
LZISTOJ,X,O,X,X,O,X,X,X
LZISJTO,X,O,X,X,O,X,X,X
LZISJOT,X,X,X,X,O,X,O,X
LZISOTJ,X,O,X,X,O,X,X,X
LZISOJT,X,X,X,X,O,X,O,X
LZIOTJS,X,X,X,O,O,X,X,O
LZIOTSJ,X,O,X,O,O,X,X,X
LZIOJTS,X,X,X,O,O,X,X,O
LZIOJST,X,X,X,X,O,X,O,X
LZIOSTJ,X,O,X,O,O,X,X,X
LZIOSJT,X,X,X,O,O,X,O,X
LZJTISO,X,X,X,X,X,O,X,X
LZJTIOS,X,X,X,X,X,O,X,O
LZJTSIO,X,X,X,X,X,O,X,X
LZJTSOI,X,X,O,X,X,O,X,O
LZJTOIS,X,X,O,O,X,O,X,O
LZJTOSI,X,X,O,O,X,O,X,O
LZJITSO,X,X,X,X,X,O,X,X
LZJITOS,X,X,X,X,X,O,X,O
LZJISTO,X,X,X,X,X,O,X,X
LZJISOT,X,X,X,X,X,O,O,X
LZJIOTS,X,X,X,X,X,O,X,O
LZJIOST,X,X,X,X,X,O,O,X
LZJSTIO,X,X,X,X,X,O,X,X
LZJSTOI,X,X,O,X,X,O,X,O
LZJSITO,X,X,X,X,X,O,X,X
LZJSIOT,X,X,X,X,X,O,O,X
LZJSOTI,X,X,O,X,X,O,X,O
LZJSOIT,X,X,O,X,X,O,O,X
LZJOTIS,X,X,O,O,X,O,X,O
LZJOTSI,X,X,O,O,X,O,X,O
LZJOITS,X,X,O,O,X,O,X,O
LZJOIST,X,X,O,X,X,O,O,X
LZJOSTI,X,X,O,O,X,O,X,O
LZJOSIT,X,X,O,O,X,O,O,X
LZSTIJO,X,X,X,X,O,X,X,X
LZSTIOJ,X,X,X,X,O,X,X,X
LZSTJIO,O,X,X,X,X,O,X,X
LZSTJOI,O,X,O,X,X,O,X,O
LZSTOIJ,O,X,X,O,X,X,X,X
LZSTOJI,O,X,O,O,X,X,X,O
LZSITJO,X,X,X,X,O,X,X,X
LZSITOJ,X,X,X,X,O,X,X,X
LZSIJTO,X,X,X,X,O,X,X,X
LZSIJOT,X,X,X,X,O,X,O,X
LZSIOTJ,X,X,X,X,O,X,X,X
LZSIOJT,X,X,X,X,O,X,O,X
LZSJTIO,O,X,X,X,X,O,X,X
LZSJTOI,O,X,O,X,X,O,X,O
LZSJITO,O,X,X,X,X,O,X,X
LZSJIOT,X,X,X,X,X,O,O,X
LZSJOTI,O,X,O,X,X,O,X,O
LZSJOIT,O,X,O,X,X,O,O,X
LZSOTIJ,O,X,X,O,X,X,X,X
LZSOTJI,O,X,O,O,X,X,X,O
LZSOITJ,O,X,X,O,X,X,X,X
LZSOIJT,X,X,X,O,X,X,O,X
LZSOJTI,O,X,O,O,X,X,X,O
LZSOJIT,O,X,O,O,X,X,O,X
LZOTIJS,X,O,X,O,X,X,X,O
LZOTISJ,X,O,X,O,X,X,X,X
LZOTJIS,X,X,O,O,X,X,X,O
LZOTJSI,X,X,O,O,X,X,X,O
LZOTSIJ,O,O,X,O,X,X,X,X
LZOTSJI,O,O,O,O,X,X,X,O
LZOITJS,X,O,X,O,X,X,X,O
LZOITSJ,X,O,X,O,X,X,X,X
LZOIJTS,X,O,X,O,X,X,X,O
LZOIJST,X,O,X,X,X,X,O,X
LZOISTJ,X,O,X,O,X,X,X,X
LZOISJT,X,O,X,O,X,X,O,X
LZOJTIS,X,X,O,O,X,X,X,O
LZOJTSI,X,X,O,O,X,X,X,O
LZOJITS,X,X,O,O,X,X,X,O
LZOJIST,X,X,O,X,X,X,O,X
LZOJSTI,X,X,O,O,X,X,X,O
LZOJSIT,X,X,O,O,X,X,O,X
LZOSTIJ,O,O,X,O,X,X,X,X
LZOSTJI,O,O,O,O,X,X,X,O
LZOSITJ,O,O,X,O,X,X,X,X
LZOSIJT,X,O,X,O,X,X,O,X
LZOSJTI,O,O,O,O,X,X,X,O
LZOSJIT,O,X,O,O,X,X,O,X
LOTIJSZ,O,O,O,X,O,X,X,X
LOTIJZS,X,O,O,O,O,X,X,X
LOTISJZ,X,O,O,O,O,X,X,X
LOTISZJ,O,O,X,O,O,X,X,X
LOTIZJS,X,O,X,O,O,X,X,X
LOTIZSJ,X,O,X,O,O,X,X,X
LOTJISZ,O,X,O,X,X,O,X,X
LOTJIZS,X,X,O,O,X,O,X,X
LOTJSIZ,O,X,O,O,X,O,X,X
LOTJSZI,O,X,O,O,X,O,X,X
LOTJZIS,X,X,O,O,X,O,X,O
LOTJZSI,X,X,O,O,X,O,X,O
LOTSIJZ,X,O,O,O,O,X,X,X
LOTSIZJ,O,O,X,O,O,X,X,X
LOTSJIZ,O,X,O,O,X,O,X,X
LOTSJZI,O,O,O,O,X,O,X,X
LOTSZIJ,O,O,X,O,X,X,X,X
LOTSZJI,O,O,O,O,X,X,X,X
LOTZIJS,X,O,X,O,X,X,X,O
LOTZISJ,X,O,X,O,X,X,X,X
LOTZJIS,X,X,O,O,X,X,X,O
LOTZJSI,X,X,O,O,X,X,X,O
LOTZSIJ,O,O,X,O,X,X,X,X
LOTZSJI,O,O,O,O,X,X,X,O
LOITJSZ,O,O,O,X,O,X,X,X
LOITJZS,X,O,O,O,O,X,X,X
LOITSJZ,X,O,O,O,O,X,X,X
LOITSZJ,O,O,X,O,O,X,X,X
LOITZJS,X,O,X,O,O,X,X,X
LOITZSJ,X,O,X,O,O,X,X,X
LOIJTSZ,O,O,O,X,O,X,X,X
LOIJTZS,X,O,O,O,O,X,X,X
LOIJSTZ,O,O,O,X,O,X,X,X
LOIJSZT,O,O,O,X,O,X,X,X
LOIJZTS,X,O,O,O,O,X,X,X
LOIJZST,X,O,O,X,O,X,X,X
LOISTJZ,X,O,O,O,O,X,X,X
LOISTZJ,O,O,X,O,O,X,X,X
LOISJTZ,X,O,O,O,O,X,X,X
LOISJZT,X,O,O,O,O,X,X,X
LOISZTJ,O,O,X,O,O,X,X,X
LOISZJT,X,O,X,O,O,X,X,X
LOIZTJS,X,O,X,O,O,X,X,X
LOIZTSJ,X,O,X,O,O,X,X,X
LOIZJTS,X,O,X,O,O,X,X,X
LOIZJST,X,O,X,X,O,X,X,X
LOIZSTJ,X,O,X,O,O,X,X,X
LOIZSJT,X,O,X,O,O,X,X,X
LOJTISZ,O,X,O,X,X,O,X,X
LOJTIZS,X,X,O,O,X,O,X,X
LOJTSIZ,O,X,O,O,X,O,X,X
LOJTSZI,O,X,O,O,X,O,X,X
LOJTZIS,X,X,O,O,X,O,X,O
LOJTZSI,X,X,O,O,X,O,X,O
LOJITSZ,O,X,O,X,X,O,X,X
LOJITZS,X,X,O,O,X,O,X,X
LOJISTZ,O,X,O,X,X,O,X,X
LOJISZT,O,X,O,X,X,O,X,X
LOJIZTS,X,X,O,O,X,O,X,X
LOJIZST,X,X,O,X,X,O,X,X
LOJSTIZ,O,X,O,O,X,O,X,X
LOJSTZI,O,X,O,O,X,O,X,X
LOJSITZ,O,X,O,O,X,O,X,X
LOJSIZT,O,X,O,O,X,O,X,X
LOJSZTI,O,X,O,O,X,O,X,X
LOJSZIT,O,X,O,O,X,O,X,X
LOJZTIS,X,X,O,O,X,O,X,O
LOJZTSI,X,X,O,O,X,O,X,O
LOJZITS,X,X,O,O,X,O,X,O
LOJZIST,X,X,O,X,X,O,X,X
LOJZSTI,X,X,O,O,X,O,X,O
LOJZSIT,X,X,O,O,X,O,X,X
LOSTIJZ,X,O,O,O,O,X,X,X
LOSTIZJ,O,O,X,O,O,X,X,X
LOSTJIZ,O,X,O,O,X,O,X,X
LOSTJZI,O,O,O,O,X,O,X,X
LOSTZIJ,O,O,X,O,X,X,X,X
LOSTZJI,O,O,O,O,X,X,X,X
LOSITJZ,X,O,O,O,O,X,X,X
LOSITZJ,O,O,X,O,O,X,X,X
LOSIJTZ,X,O,O,O,O,X,X,X
LOSIJZT,X,O,O,O,O,X,X,X
LOSIZTJ,O,O,X,O,O,X,X,X
LOSIZJT,X,O,X,O,O,X,X,X
LOSJTIZ,O,X,O,O,X,O,X,X
LOSJTZI,O,O,O,O,X,O,X,X
LOSJITZ,O,X,O,O,X,O,X,X
LOSJIZT,O,X,O,O,X,O,X,X
LOSJZTI,O,O,O,O,X,O,X,X
LOSJZIT,O,X,O,O,X,O,X,X
LOSZTIJ,O,O,X,O,X,X,X,X
LOSZTJI,O,O,O,O,X,X,X,X
LOSZITJ,O,O,X,O,X,X,X,X
LOSZIJT,X,O,X,O,X,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X
LOSZJIT,O,X,O,O,X,X,X,X
LOZTIJS,X,O,X,O,X,X,X,O
LOZTISJ,X,O,X,O,X,X,X,X
LOZTJIS,X,X,O,O,X,X,X,O
LOZTJSI,X,X,O,O,X,X,X,O
LOZTSIJ,O,O,X,O,X,X,X,X
LOZTSJI,O,O,O,O,X,X,X,O
LOZITJS,X,O,X,O,X,X,X,O
LOZITSJ,X,O,X,O,X,X,X,X
LOZIJTS,X,O,X,O,X,X,X,O
LOZIJST,X,O,X,X,X,X,X,X
LOZISTJ,X,O,X,O,X,X,X,X
LOZISJT,X,O,X,O,X,X,X,X
LOZJTIS,X,X,O,O,X,X,X,O
LOZJTSI,X,X,O,O,X,X,X,O
LOZJITS,X,X,O,O,X,X,X,O
LOZJIST,X,X,O,X,X,X,X,X
LOZJSTI,X,X,O,O,X,X,X,O
LOZJSIT,X,X,O,O,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,X,X
LOZSTJI,O,O,O,O,X,X,X,O
LOZSITJ,O,O,X,O,X,X,X,X
LOZSIJT,X,O,X,O,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,O
LOZSJIT,O,X,O,O,X,X,X,X
JTILSZO,O,O,X,X,O,O,X,X
JTILSOZ,X,X,O,X,O,O,X,X
JTILZSO,X,O,X,X,O,O,X,X
JTILZOS,X,X,X,X,O,O,X,O
JTILOSZ,X,O,O,X,O,O,X,X
JTILOZS,X,O,O,X,O,O,X,X
JTISLZO,O,O,X,X,O,O,X,X
JTISLOZ,X,X,O,X,O,O,X,X
JTISZLO,O,O,X,X,O,X,X,X
JTISZOL,O,X,X,X,X,X,O,X
JTISOLZ,O,X,O,X,X,X,X,X
JTISOZL,O,X,X,X,X,X,X,X
JTIZLSO,X,O,X,X,O,X,X,X
JTIZLOS,X,X,X,X,O,X,X,O
JTIZSLO,O,O,X,X,O,X,X,X
JTIZSOL,O,X,X,X,X,X,O,X
JTIZOLS,X,X,X,X,X,X,X,O
JTIZOSL,X,X,X,X,X,X,O,X
JTIOLSZ,O,O,O,X,X,X,X,X
JTIOLZS,X,O,O,X,X,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X
JTLISZO,O,X,X,X,O,O,X,X
JTLISOZ,X,X,O,X,O,O,X,X
JTLIZSO,X,X,X,X,O,O,X,X
JTLIZOS,X,X,X,X,O,O,X,O
JTLIOSZ,X,X,O,X,O,O,X,X
JTLIOZS,X,X,O,X,O,O,X,X
JTLSIZO,O,X,X,X,O,O,X,X
JTLSIOZ,X,X,O,X,O,O,X,X
