sequence,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeOEJvhFXgBaoBRmBc?sBlmBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeT/IvhFxgBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFiiBxkBfsBz?nBmkB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jex/IvhFXhB8mBziBl?pBisBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jel/IvhFUhBziB2pBR?sBasBXqB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeXAJvhFVmBziB2pBR?sBasB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUAJvhFRhBziBlmBm?pBisB/pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFmiBxkBfsB0?nBikBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFziB/pBFlBR?sBasBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JexAJvhFTkBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFeoBxkBXnBi?kBzpBFsB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFTiBeoBxkBf?sBypB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFxkBlnBikBf?sBmnBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Je0/IvhFziB/pBRmBO?qBlmBisB
ZIJOTSL,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZIJOLTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZIJOLST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZIJOSTL,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZIJOSLT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZISTLJO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
ZISTLOJ,X,X,O,O,X,X,X,X,O,X,X,X,O,O
ZISTJLO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
ZISTJOL,X,X,O,X,X,X,X,O,O,X,X,O,O,X
ZISTOLJ,X,X,O,O,X,X,X,X,O,X,X,X,O,X
ZISTOJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZISLTJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZISLTOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZISLJTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZISLJOT,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZISLOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZISLOJT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZISJTLO,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZISJTOL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
ZISJLTO,O,O,X,X,O,X,X,O,X,X,X,X,X,X
ZISJLOT,O,O,X,O,O,X,X,X,X,X,O,X,X,O
ZISJOTL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
ZISJOLT,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZISOTLJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISOTJL,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZISOLTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZISOLJT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZISOJTL,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZISOJLT,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZIOTLJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOTLSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOTJLS,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZIOTJSL,O,X,X,X,O,O,X,X,X,X,O,X,O,X
ZIOTSLJ,O,X,O,X,X,X,X,X,O,X,X,X,O,X
ZIOTSJL,O,X,O,X,X,O,X,X,O,X,X,X,O,X
ZIOLTJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOLTSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZIOLJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOLJST,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZIOLSTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZIOLSJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZIOJTLS,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZIOJTSL,O,X,X,X,O,O,X,X,X,X,O,X,O,X
ZIOJLTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZIOJLST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZIOJSTL,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZIOJSLT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZIOSTLJ,O,X,O,X,X,X,X,X,O,X,X,X,O,X
ZIOSTJL,O,X,O,X,X,X,X,X,O,X,X,X,O,X
ZIOSLTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZIOSJTL,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZIOSJLT,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZLTIJSO,O,X,X,O,X,X,O,X,X,X,X,X,O,X
ZLTIJOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTISJO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZLTISOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZLTIOJS,O,X,X,O,X,X,O,X,X,X,X,X,O,X
ZLTIOSJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZLTJISO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTJIOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTJSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTJSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTJOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTJOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTSIJO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLTSIOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLTSJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLTSOIJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSOJI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOIJS,O,X,X,O,X,X,O,X,X,X,X,X,O,X
ZLTOISJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZLTOJIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTOJSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLTOSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLTOSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLITJSO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLITJOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLITSJO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZLITSOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZLITOJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLITOSJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZLIJTSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJSOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZLIJOTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLISTJO,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZLISTOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZLISJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLISOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZLISOJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLIOTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIOTSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLIOJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOJST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOSTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZLIOSJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLJTISO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLJTIOS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLJTSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLJTSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLJTOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLJTOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLJITSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJITOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJISTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLJISOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZLJIOTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJIOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLJSTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
ZLJSOTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSOIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZLJOTIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLJOTSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLJOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZLJOSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
ZLSTIJO,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZLSTIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZLSTJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSTJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSTOIJ,X,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLSTOJI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLSITJO,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZLSITOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZLSIJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSIJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLSIOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZLSIOJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLSJTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLSJOTI,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLSJOIT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLSOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLSOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLSOIJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLSOJTI,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZLSOJIT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLOTIJS,O,X,X,O,X,X,O,X,X,X,X,X,O,X
ZLOTISJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZLOTJIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLOTJSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLOTSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLOITJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLOITSJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZLOIJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOIJST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZLOISTJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLOISJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLOJTIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLOJTSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLOJITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZLOJSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
ZLOSTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLOSTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLOSIJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLOSJTI,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZLOSJIT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZJTILSO,O,X,X,X,O,O,O,X,X,X,X,X,O,X
ZJTILOS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZJTISLO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJTISOL,X,X,O,X,O,O,X,X,X,X,O,O,O,X
ZJTIOLS,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJTIOSL,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJTLISO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZJTLIOS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZJTLSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJTLSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJTLOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJTLOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJTSILO,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZJTSIOL,X,X,O,X,O,O,X,X,X,X,O,O,X,X
ZJTSLIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTSLOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTSOIL,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZJTSOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTOILS,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZJTOISL,X,X,X,X,O,X,X,X,X,X,O,X,O,X
ZJTOLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJTOSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITLSO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJITLOS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJITSLO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJITSOL,X,X,O,X,O,O,X,X,X,X,O,O,O,X
ZJITOLS,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJITOSL,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJILTSO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJILTOS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJILSTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJILSOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJILOTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJILOST,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJISTLO,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJISTOL,X,X,O,X,O,X,X,X,O,X,O,O,X,X
ZJISLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJISLOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJISOTL,X,X,O,X,O,X,X,X,O,X,O,O,X,X
ZJISOLT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZJIOTLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJIOTSL,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZJIOLTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJIOLST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJIOSTL,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZJIOSLT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZJLTISO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZJLTIOS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZJLTSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJLTSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJLTOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJLTOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJLITSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLITOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLISTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJLISOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZJLIOTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLIOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJLSTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJLSOTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSOIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJLOTIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJLOTSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJLOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJLOSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJSTILO,X,X,X,O,O,O,X,X,O,X,X,X,X,X
ZJSTIOL,X,X,O,X,O,O,X,X,O,X,O,O,X,X
ZJSTLIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSTOIL,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZJSTOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITLO,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZJSITOL,X,X,O,X,O,O,X,X,O,X,O,O,X,X
ZJSILTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJSILOT,O,O,X,O,O,X,X,X,X,X,O,X,X,X
ZJSIOTL,X,X,O,X,O,O,X,X,O,X,O,O,X,X
ZJSIOLT,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZJSLTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSLITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJSLOTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSLOIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJSOTIL,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZJSOTLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOITL,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZJSOILT,X,O,O,X,X,X,X,X,X,X,O,X,X,X
ZJSOLTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOLIT,X,O,O,X,X,X,X,X,X,X,O,X,X,X
ZJOTILS,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZJOTISL,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZJOTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOTSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOITLS,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZJOITSL,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZJOILTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOILST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOISTL,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZJOISLT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZJOLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJOLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJOSTIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZJOSTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSITL,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZJOSILT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZJOSLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZSTILJO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
ZSTILOJ,X,X,O,O,X,X,X,X,O,X,X,X,O,O
ZSTIJLO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
ZSTIJOL,X,X,O,X,X,X,X,O,O,X,X,O,O,X
ZSTIOLJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
ZSTIOJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSTLIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
ZSTLIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSTLJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSTLJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSTLOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSTLOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSTJILO,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSTJIOL,X,X,O,X,X,X,X,O,O,X,X,O,X,X
ZSTJLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSTJLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSTJOIL,X,X,O,X,X,X,X,O,X,X,X,O,X,X
ZSTJOLI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSTOILJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
ZSTOIJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSTOLIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSTOLJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSTOJIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSTOJLI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSITLJO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
ZSITLOJ,X,X,O,O,X,X,X,X,O,X,X,X,O,O
ZSITJLO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
ZSITJOL,X,X,O,X,X,X,X,O,O,X,X,O,O,X
ZSITOLJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X
ZSITOJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSILTJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZSILTOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSILJTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSILJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSILOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSILOJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZSIJTLO,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSIJTOL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
ZSIJLTO,O,O,X,X,O,X,X,O,X,X,X,X,X,X
ZSIJLOT,O,O,X,O,O,X,X,X,X,O,O,X,X,O
ZSIJOTL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
ZSIJOLT,O,O,O,X,O,X,X,O,X,X,O,X,X,X
ZSIOTLJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSIOTJL,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSIOLTJ,O,O,O,O,X,X,X,O,O,X,X,X,X,O
ZSIOLJT,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSIOJTL,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZSIOJLT,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZSLTIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
ZSLTIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSLTJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSLTJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSLTOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSLTOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSLITJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZSLITOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSLIJTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLIJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSLIOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
ZSLIOJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZSLJTIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSLJTOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSLJITO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJIOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSLJOTI,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZSLJOIT,X,O,X,O,X,X,X,O,X,O,X,X,X,O
ZSLOTIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
