sequence,v115@OhC8GeC8CeA8AeE8Jei/IvhFzgBfnBxiBcpBeqBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBzgBfnBxnByuBFrB,v115@OhC8GeC8CeA8AeE8JeT/IvhF0hBxiBllBXlB2uBirB,v115@OhC8GeC8CeA8AeE8Jei/IvhFFhBxiBcpBzmBmqBXqB,v115@OhC8GeC8CeA8AeE8Jem/IvhFzgBfnBxiBipBFrB0pB,v115@OhC8GeC8CeA8AeE8JeyEJvhFzgBfnB0kBxnB2uBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBFhBxiBfrBzmByuB,v115@OhC8GeC8CeA8AeE8JezAJvhFfnBxiBmkB0pBFrBipB,v115@OhC8GeC8CeA8AeE8Je/EJvhFUgBxiByqBzmB2uBFrB,v115@OhC8GeC8CeA8AeE8JeFBJvhFxiBmkBfrBzmB0pBipB,v115@OhC8GeC8CeA8AeE8JefHJvhFxiBikBUmBFqBTpBmqB
JZTILSO,O,X,X,O,X,X,X,X,X,X,X
JZTILOS,O,X,O,O,X,X,X,X,X,X,X
JZTISLO,O,X,X,O,X,X,X,O,X,X,X
JZTISOL,O,X,O,X,X,X,X,O,X,X,X
JZTIOLS,O,X,O,O,X,X,X,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X,O,X,O,X
JZTLISO,O,X,O,O,X,X,X,X,X,X,X
JZTLIOS,O,X,O,O,X,X,X,X,X,X,X
JZTLSIO,O,X,O,O,X,O,X,O,X,X,O
JZTLSOI,O,X,O,X,X,O,X,O,X,X,O
JZTLOIS,O,X,O,O,X,X,X,X,X,X,X
JZTLOSI,O,X,O,O,X,O,X,O,X,X,X
JZTSILO,O,X,X,O,X,O,X,O,X,X,O
JZTSIOL,O,X,O,X,X,O,X,O,X,X,X
JZTSLIO,O,X,X,O,X,O,X,O,X,X,O
JZTSLOI,O,X,X,X,X,O,X,O,X,X,O
JZTSOIL,O,X,O,X,X,O,X,O,X,O,X
JZTSOLI,O,X,O,X,X,O,X,O,X,O,X
JZTOILS,O,X,O,O,X,X,X,X,X,X,X
JZTOISL,O,X,O,O,X,X,X,O,X,O,X
JZTOLIS,O,X,O,O,X,X,X,X,X,X,X
JZTOLSI,O,X,O,O,X,O,X,O,X,X,X
JZTOSIL,O,X,O,O,X,O,X,O,X,O,X
JZTOSLI,O,X,O,O,X,O,X,O,X,O,X
JZITLSO,O,X,X,O,X,X,X,X,X,X,X
JZITLOS,O,X,O,O,X,X,X,X,X,X,X
JZITSLO,O,X,X,O,X,X,X,O,X,X,X
JZITSOL,O,X,O,X,X,X,X,O,X,X,X
JZITOLS,O,X,O,O,X,X,X,X,X,X,X
JZITOSL,O,X,O,X,X,X,X,O,X,O,X
JZILTSO,O,X,O,O,X,X,X,X,X,X,X
JZILTOS,O,X,O,O,X,X,X,X,X,X,X
JZILSTO,O,X,O,O,X,O,X,O,X,X,X
JZILSOT,O,X,O,X,X,X,X,X,X,X,X
JZILOTS,X,X,O,O,X,X,X,X,X,X,X
JZILOST,O,X,O,O,X,X,X,X,X,O,X
JZISTLO,O,X,X,O,X,O,X,O,X,X,X
JZISTOL,O,X,X,X,X,O,X,O,O,X,X
JZISLTO,O,X,X,O,X,O,X,O,X,X,X
JZISLOT,O,X,X,X,X,X,X,X,O,X,X
JZISOTL,O,X,X,X,X,X,X,O,O,O,X
JZISOLT,O,X,X,X,X,X,X,X,O,O,X
JZIOTLS,X,X,O,O,X,X,X,X,X,X,X
JZIOTSL,X,X,O,O,X,X,X,X,X,O,X
JZIOLTS,X,X,O,O,X,X,X,X,X,X,X
JZIOLST,O,X,O,O,X,X,X,X,O,O,X
JZIOSTL,O,X,X,O,X,X,X,O,O,O,X
JZIOSLT,O,X,X,O,X,X,X,X,O,O,X
JZLTISO,O,X,O,O,X,X,X,X,X,X,X
JZLTIOS,O,X,O,O,X,X,X,X,X,X,X
JZLTSIO,O,X,O,O,X,O,X,O,X,X,X
JZLTSOI,O,X,O,X,X,O,X,O,X,X,X
JZLTOIS,O,X,O,O,X,X,X,X,X,X,X
JZLTOSI,O,X,O,O,X,O,X,O,X,X,X
JZLITSO,O,X,O,O,X,X,X,X,X,X,X
JZLITOS,O,X,O,O,X,X,X,X,X,X,X
JZLISTO,O,X,O,O,X,O,X,O,X,X,X
JZLISOT,O,X,O,X,X,X,X,X,X,X,X
JZLIOTS,X,X,O,O,X,X,X,X,X,X,X
JZLIOST,O,X,O,O,X,X,X,X,X,O,X
JZLSTIO,O,X,O,O,X,O,X,O,X,X,X
JZLSTOI,O,X,O,X,X,O,X,O,O,X,X
JZLSITO,O,X,O,O,X,O,X,O,X,X,X
JZLSIOT,O,X,O,X,X,X,X,X,O,X,X
JZLSOTI,O,X,O,O,X,X,X,X,O,O,X
JZLSOIT,O,X,O,O,X,X,X,X,O,O,X
JZLOTIS,O,X,O,O,X,X,X,X,X,X,X
JZLOTSI,O,X,O,O,X,X,X,X,X,X,X
JZLOITS,X,X,O,O,X,X,X,X,X,X,X
JZLOIST,O,X,O,O,X,X,X,X,O,O,X
JZLOSTI,O,X,O,O,X,X,X,X,O,O,X
JZLOSIT,O,X,O,O,X,X,X,X,O,O,X
JZSTILO,O,X,X,O,X,O,X,O,X,X,O
JZSTIOL,O,X,X,X,X,O,X,O,O,X,X
JZSTLIO,O,X,X,O,X,O,X,O,X,X,O
JZSTLOI,O,X,X,X,X,O,X,O,O,X,O
JZSTOIL,O,X,X,X,X,O,X,O,O,O,X
JZSTOLI,O,X,X,X,X,O,X,O,O,O,X
JZSITLO,O,X,X,O,X,O,X,O,X,X,O
JZSITOL,O,X,X,X,X,O,X,O,O,X,X
JZSILTO,O,X,X,O,X,O,X,O,X,X,X
JZSILOT,O,X,X,X,X,X,X,X,O,X,X
JZSIOTL,O,X,X,X,X,X,X,O,O,O,X
JZSIOLT,O,X,X,X,X,X,X,X,O,O,X
JZSLTIO,O,X,X,O,X,O,X,O,X,X,X
JZSLTOI,O,X,X,X,X,O,X,O,O,X,X
JZSLITO,O,X,X,O,X,O,X,O,X,X,X
JZSLIOT,O,X,X,X,X,X,X,X,O,X,X
JZSLOTI,O,X,X,O,X,X,X,X,O,O,X
JZSLOIT,O,X,X,O,X,X,X,X,O,O,X
JZSOTIL,O,X,X,O,X,X,X,O,O,O,X
JZSOTLI,O,X,X,O,X,X,X,O,O,O,X
JZSOITL,O,X,X,O,X,X,X,O,O,O,X
JZSOILT,O,X,X,O,X,X,X,X,O,O,X
JZSOLTI,O,X,X,O,X,X,X,X,O,O,X
JZSOLIT,O,X,X,O,X,X,X,X,O,O,X
JZOTILS,O,X,O,O,X,X,X,X,X,X,X
JZOTISL,O,X,O,O,X,X,X,O,X,O,X
JZOTLIS,O,X,O,O,X,X,X,X,X,X,X
JZOTLSI,O,X,O,O,X,X,X,O,X,X,X
JZOTSIL,O,X,O,O,X,X,X,O,X,O,X
JZOTSLI,O,X,O,O,X,X,X,O,X,O,X
JZOITLS,X,X,O,O,X,X,X,X,X,X,X
JZOITSL,X,X,O,O,X,X,X,X,X,O,X
JZOILTS,X,X,O,O,X,X,X,X,X,X,X
JZOILST,O,X,O,O,X,X,X,X,O,O,X
JZOISTL,O,X,X,O,X,X,X,O,O,O,X
JZOISLT,O,X,X,O,X,X,X,X,O,O,X
JZOLTIS,O,X,O,O,X,X,X,X,X,X,X
JZOLTSI,O,X,O,O,X,X,X,X,X,X,X
JZOLITS,X,X,O,O,X,X,X,X,X,X,X
JZOLIST,O,X,O,O,X,X,X,X,O,O,X
JZOLSTI,O,X,O,O,X,X,X,X,O,O,X
JZOLSIT,O,X,O,O,X,X,X,X,O,O,X
JZOSTIL,O,X,X,O,X,X,X,O,O,O,X
JZOSTLI,O,X,X,O,X,X,X,O,O,O,X
JZOSITL,O,X,X,O,X,X,X,O,O,O,X
JZOSILT,O,X,X,O,X,X,X,X,O,O,X
JZOSLTI,O,X,X,O,X,X,X,X,O,O,X
JZOSLIT,O,X,X,O,X,X,X,X,O,O,X
JOTILSZ,X,X,O,X,X,O,X,X,O,X,X
JOTILZS,X,X,O,O,X,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,O,X,X,O,X,X
JOTISZL,O,X,O,O,X,O,X,X,O,X,X
JOTIZLS,O,X,O,O,X,X,X,X,X,X,X
JOTIZSL,O,X,O,O,X,X,X,X,X,X,X
JOTLISZ,X,X,O,X,X,O,X,X,O,X,X
JOTLIZS,X,X,O,O,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,O,X,X,O,X,X
JOTLSZI,O,X,O,X,X,O,X,X,O,X,X
JOTLZIS,O,X,O,O,X,X,X,X,X,X,X
JOTLZSI,O,X,O,O,X,O,X,X,X,X,X
JOTSILZ,O,X,X,X,X,O,X,X,O,X,X
JOTSIZL,O,X,O,O,X,O,X,X,O,X,X
JOTSLIZ,O,X,O,X,X,O,X,X,O,X,X
JOTSLZI,O,X,O,X,X,O,X,X,O,X,X
JOTSZIL,O,X,O,O,X,O,X,X,O,X,X
JOTSZLI,O,X,O,O,X,O,X,X,O,X,X
JOTZILS,O,X,O,O,X,X,X,X,X,X,X
JOTZISL,O,X,O,O,X,X,X,X,X,X,X
JOTZLIS,O,X,O,O,X,X,X,X,X,X,X
JOTZLSI,O,X,O,O,X,O,X,X,X,X,X
JOTZSIL,O,X,O,O,X,O,X,X,X,X,X
JOTZSLI,O,X,O,O,X,O,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,X,X,O,X,X
JOITLZS,X,X,O,O,X,X,X,X,X,X,X
JOITSLZ,X,X,X,X,X,X,X,X,O,X,X
JOITSZL,X,X,O,O,X,X,X,X,O,X,X
JOITZLS,X,X,O,O,X,X,X,X,X,X,X
JOITZSL,X,X,O,O,X,X,X,X,X,X,X
JOILTSZ,X,X,O,X,X,X,X,X,O,X,X
JOILTZS,X,X,O,O,X,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,O,O,X,O,X,X
JOILSZT,X,X,O,X,X,X,O,X,O,X,X
JOILZTS,X,X,O,O,X,X,O,X,X,X,X
JOILZST,X,X,O,O,X,X,O,X,O,X,X
JOISTLZ,O,X,X,X,X,O,O,X,O,X,X
JOISTZL,O,X,O,O,X,O,X,X,O,O,X
JOISLTZ,X,X,O,X,X,O,O,X,O,X,X
JOISLZT,X,X,O,X,X,X,O,X,O,X,X
JOISZTL,O,X,X,O,X,X,X,X,O,O,X
JOISZLT,O,X,X,O,X,X,X,X,O,O,X
JOIZTLS,X,X,O,O,X,X,X,X,X,X,X
JOIZTSL,X,X,O,O,X,X,X,X,X,O,X
JOIZLTS,X,X,O,O,X,X,X,X,X,X,X
JOIZLST,O,X,O,O,X,X,X,X,O,O,X
JOIZSTL,O,X,X,O,X,X,X,X,O,O,X
JOIZSLT,O,X,X,O,X,X,X,X,O,O,X
JOLTISZ,X,X,O,X,X,O,X,X,O,X,X
JOLTIZS,X,X,O,O,X,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,X,O,X,X,O,X,X
JOLTSZI,X,X,O,X,X,O,X,X,O,X,X
JOLTZIS,X,X,O,O,X,X,X,X,X,X,X
JOLTZSI,X,X,O,O,X,O,X,X,X,X,X
JOLITSZ,X,X,O,X,X,X,X,X,O,X,X
JOLITZS,X,X,O,O,X,X,X,X,X,X,X
JOLISTZ,X,X,O,X,X,O,O,X,O,X,X
JOLISZT,X,X,O,X,X,X,O,X,O,X,X
JOLIZTS,X,X,O,O,X,X,O,X,X,X,X
JOLIZST,X,X,O,O,X,X,O,X,O,X,X
JOLSTIZ,X,X,O,X,X,O,O,X,O,X,X
JOLSTZI,X,X,O,X,X,O,O,X,O,X,X
JOLSITZ,X,X,O,X,X,O,O,X,O,X,X
JOLSIZT,X,X,O,X,X,X,O,X,O,X,X
JOLSZTI,X,X,O,X,X,X,O,X,O,X,X
JOLSZIT,X,X,O,X,X,X,O,X,O,X,X
JOLZTIS,X,X,O,O,X,X,O,X,X,X,X
JOLZTSI,X,X,O,O,X,X,O,X,X,X,X
JOLZITS,X,X,O,O,X,X,O,X,X,X,X
JOLZIST,X,X,O,O,X,X,O,X,O,X,X
JOLZSTI,X,X,O,O,X,X,O,X,O,X,X
JOLZSIT,X,X,O,O,X,X,O,X,O,X,X
JOSTILZ,O,X,X,X,X,O,O,X,O,X,X
JOSTIZL,O,X,O,O,X,O,X,X,O,O,X
JOSTLIZ,O,X,O,X,X,O,O,X,O,X,X
JOSTLZI,O,X,O,X,X,O,O,X,O,X,X
JOSTZIL,O,X,O,O,X,O,X,X,O,O,X
JOSTZLI,O,X,O,O,X,O,X,X,O,O,X
JOSITLZ,O,X,X,X,X,O,O,X,O,X,X
JOSITZL,O,X,O,O,X,O,X,X,O,O,X
JOSILTZ,X,X,O,X,X,O,O,X,O,X,X
JOSILZT,X,X,O,X,X,X,O,X,O,X,X
JOSIZTL,O,X,X,O,X,X,X,X,O,O,X
JOSIZLT,O,X,X,O,X,X,X,X,O,O,X
JOSLTIZ,X,X,O,X,X,O,O,X,O,X,X
JOSLTZI,X,X,O,X,X,O,O,X,O,X,X
JOSLITZ,X,X,O,X,X,O,O,X,O,X,X
JOSLIZT,X,X,O,X,X,X,O,X,O,X,X
JOSLZTI,X,X,O,X,X,X,O,X,O,X,X
JOSLZIT,X,X,O,X,X,X,O,X,O,X,X
JOSZTIL,O,X,X,O,X,X,X,X,O,O,X
JOSZTLI,O,X,X,O,X,X,X,X,O,O,X
JOSZITL,O,X,X,O,X,X,X,X,O,O,X
JOSZILT,O,X,X,O,X,X,X,X,O,O,X
JOSZLTI,O,X,X,O,X,X,X,X,O,O,X
JOSZLIT,O,X,X,O,X,X,X,X,O,O,X
JOZTILS,O,X,O,O,X,X,X,X,X,X,X
JOZTISL,O,X,O,O,X,X,X,X,X,O,X
JOZTLIS,O,X,O,O,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,X,X,X
JOZTSIL,O,X,O,O,X,X,X,X,X,O,X
JOZTSLI,O,X,O,O,X,X,X,X,X,O,X
JOZITLS,X,X,O,O,X,X,X,X,X,X,X
JOZITSL,X,X,O,O,X,X,X,X,X,O,X
JOZILTS,X,X,O,O,X,X,X,X,X,X,X
JOZILST,O,X,O,O,X,X,X,X,O,O,X
JOZISTL,O,X,X,O,X,X,X,X,O,O,X
JOZISLT,O,X,X,O,X,X,X,X,O,O,X
JOZLTIS,O,X,O,O,X,X,X,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,X,X,X,X
JOZLITS,X,X,O,O,X,X,X,X,X,X,X
JOZLIST,O,X,O,O,X,X,X,X,O,O,X
JOZLSTI,O,X,O,O,X,X,X,X,O,O,X
JOZLSIT,O,X,O,O,X,X,X,X,O,O,X
JOZSTIL,O,X,X,O,X,X,X,X,O,O,X
JOZSTLI,O,X,X,O,X,X,X,X,O,O,X
JOZSITL,O,X,X,O,X,X,X,X,O,O,X
JOZSILT,O,X,X,O,X,X,X,X,O,O,X
JOZSLTI,O,X,X,O,X,X,X,X,O,O,X
JOZSLIT,O,X,X,O,X,X,X,X,O,O,X
STILJZO,O,O,X,X,O,O,O,X,X,X,X
STILJOZ,O,O,X,X,O,O,X,X,X,X,X
STILZJO,O,O,X,X,O,X,O,O,X,X,X
STILZOJ,X,O,X,X,O,X,O,O,X,X,X
STILOJZ,O,O,X,X,O,O,X,X,X,X,X
STILOZJ,X,O,X,X,O,X,O,O,X,X,X
STIJLZO,O,O,X,X,O,O,O,X,X,X,X
STIJLOZ,O,O,X,X,O,O,X,X,X,X,X
STIJZLO,O,X,X,X,X,O,X,O,X,X,X
STIJZOL,O,X,O,X,X,O,X,O,X,X,X
STIJOLZ,O,O,X,X,O,O,X,X,X,X,X
STIJOZL,O,X,O,X,X,O,X,O,X,X,X
STIZLJO,O,O,X,X,O,X,O,O,X,X,O
STIZLOJ,X,O,X,X,O,X,O,O,X,X,O
STIZJLO,O,X,X,X,X,O,X,O,X,X,O
STIZJOL,O,X,O,X,X,O,X,O,X,X,X
STIZOLJ,X,O,X,X,O,X,X,O,X,X,O
STIZOJL,O,X,X,X,X,O,X,O,X,X,X
STIOLJZ,O,O,X,X,O,O,X,X,X,X,X
STIOLZJ,X,O,X,X,O,X,O,O,X,X,X
STIOJLZ,O,O,X,X,O,O,X,X,X,X,X
STIOJZL,O,X,X,X,X,O,X,O,X,X,X
STIOZLJ,X,O,X,X,O,X,X,O,X,X,X
STIOZJL,O,X,X,X,X,O,X,O,X,X,X
STLIJZO,O,O,O,X,O,O,O,X,X,X,X
STLIJOZ,O,O,O,X,O,O,X,X,X,X,X
STLIZJO,O,O,O,X,O,X,O,O,X,X,X
STLIZOJ,X,O,X,X,O,X,O,O,X,X,X
STLIOJZ,O,O,X,X,O,O,X,X,X,X,X
STLIOZJ,X,O,X,X,O,X,O,O,X,X,X
STLJIZO,O,O,O,X,O,O,O,X,X,X,X
STLJIOZ,O,O,O,X,O,O,X,X,X,X,X
STLJZIO,O,O,O,X,O,O,O,X,X,X,X
STLJZOI,O,O,O,X,O,O,O,X,X,X,X
STLJOIZ,O,O,O,X,O,O,X,X,X,X,X
STLJOZI,O,O,O,X,O,O,X,X,X,X,X
STLZIJO,O,O,O,X,O,X,O,O,X,X,O
STLZIOJ,X,O,X,X,O,X,O,O,X,X,O
STLZJIO,O,O,O,X,O,X,O,O,X,X,O
STLZJOI,O,O,O,X,O,X,O,O,X,X,O
STLZOIJ,X,O,X,X,O,X,O,O,X,X,O
STLZOJI,X,O,X,X,O,X,O,O,X,X,O
STLOIJZ,O,O,X,X,O,O,O,X,X,X,X
STLOIZJ,X,O,X,X,O,X,O,O,X,X,X
STLOJIZ,O,O,X,X,O,O,O,X,X,X,X
STLOJZI,O,O,X,X,O,O,O,X,X,X,X
STLOZIJ,X,O,X,X,O,X,O,O,X,X,X
STLOZJI,X,O,X,X,O,X,O,O,X,X,X
STJILZO,O,O,X,X,O,O,O,X,X,X,X
STJILOZ,O,O,X,X,O,O,X,X,X,X,X
STJIZLO,O,X,X,X,X,O,X,O,X,X,X
STJIZOL,O,X,O,X,X,O,X,O,X,X,X
STJIOLZ,O,O,X,X,O,O,X,X,X,X,X
STJIOZL,O,X,O,X,X,O,X,O,X,X,X
STJLIZO,O,O,O,X,O,O,O,X,X,X,X
STJLIOZ,O,O,O,X,O,O,X,X,X,X,X
STJLZIO,O,O,O,X,O,O,O,X,X,X,X
STJLZOI,O,O,O,X,O,O,O,X,X,X,X
STJLOIZ,O,O,O,X,O,O,X,X,X,X,X
STJLOZI,O,O,O,X,O,O,X,X,X,X,X
STJZILO,O,X,X,X,X,O,X,O,X,X,X
STJZIOL,O,X,O,X,X,O,X,O,X,X,X
STJZLIO,O,X,X,X,X,O,X,O,X,X,X
STJZLOI,O,X,X,X,X,O,X,O,X,X,X
STJZOIL,O,X,O,X,X,O,X,O,X,X,X
STJZOLI,O,X,O,X,X,O,X,O,X,X,X
STJOILZ,O,O,X,X,O,O,X,X,X,X,X
STJOIZL,O,X,O,X,X,O,X,O,X,X,X
STJOLIZ,O,O,O,X,O,O,X,X,X,X,X
STJOLZI,O,O,O,X,O,O,X,X,X,X,X
STJOZIL,O,X,O,X,X,O,X,O,X,X,X
STJOZLI,O,X,O,X,X,O,X,O,X,X,X
STZILJO,O,O,X,X,O,X,O,O,X,X,O
STZILOJ,X,O,X,X,O,X,O,O,X,X,O
STZIJLO,O,X,X,X,X,O,X,O,X,X,O
STZIJOL,O,X,O,X,X,O,X,O,X,X,X
STZIOLJ,X,O,X,X,O,X,X,O,X,X,O
STZIOJL,O,X,X,X,X,O,X,O,X,X,X
STZLIJO,O,O,X,X,O,X,O,O,X,X,O
STZLIOJ,X,O,X,X,O,X,O,O,X,X,O
STZLJIO,O,O,X,X,O,X,O,O,X,X,O
STZLJOI,O,O,X,X,O,X,O,O,X,X,O
STZLOIJ,X,O,X,X,O,X,O,O,X,X,O
STZLOJI,X,O,X,X,O,X,O,O,X,X,O
STZJILO,O,X,X,X,X,O,X,O,X,X,O
STZJIOL,O,X,O,X,X,O,X,O,X,X,X
STZJLIO,O,X,X,X,X,O,X,O,X,X,O
STZJLOI,O,X,X,X,X,O,X,O,X,X,O
STZJOIL,O,X,O,X,X,O,X,O,X,O,X
STZJOLI,O,X,O,X,X,O,X,O,X,O,X
STZOILJ,X,O,X,X,O,X,X,O,X,O,O
STZOIJL,O,X,X,X,X,O,X,O,X,O,X
STZOLIJ,X,O,X,X,O,X,X,O,X,O,O
STZOLJI,X,O,X,X,O,X,X,O,X,O,O
STZOJIL,O,X,X,X,X,O,X,O,X,O,X
STZOJLI,O,X,X,X,X,O,X,O,X,O,X
STOILJZ,O,O,X,X,O,O,O,X,X,X,X
STOILZJ,X,O,X,X,O,X,O,O,X,O,X
STOIJLZ,O,O,X,X,O,O,O,X,X,X,X
STOIJZL,O,X,X,X,X,O,X,O,X,O,X
STOIZLJ,X,O,X,X,O,X,O,O,X,O,X
STOIZJL,O,X,X,X,X,O,X,O,X,O,X
STOLIJZ,O,O,X,X,O,O,O,X,X,X,X
STOLIZJ,X,O,X,X,O,X,O,O,X,O,X
STOLJIZ,O,O,X,X,O,O,O,X,X,X,X
STOLJZI,O,O,X,X,O,O,O,X,X,X,X
STOLZIJ,X,O,X,X,O,X,O,O,X,O,X
STOLZJI,X,O,X,X,O,X,O,O,X,O,X
STOJILZ,O,O,X,X,O,O,O,X,X,X,X
STOJIZL,O,X,X,X,X,O,X,O,X,O,X
STOJLIZ,O,O,X,X,O,O,O,X,X,X,X
STOJLZI,O,O,X,X,O,O,O,X,X,X,X
STOJZIL,O,X,X,X,X,O,X,O,X,O,X
STOJZLI,O,X,X,X,X,O,X,O,X,O,X
STOZILJ,X,O,X,X,O,X,O,O,X,O,X
STOZIJL,O,X,X,X,X,O,X,O,X,O,X
STOZLIJ,X,O,X,X,O,X,O,O,X,O,X
STOZLJI,X,O,X,X,O,X,O,O,X,O,X
STOZJIL,O,X,X,X,X,O,X,O,X,O,X
STOZJLI,O,X,X,X,X,O,X,O,X,O,X
SITLJZO,O,O,X,X,O,O,O,X,X,X,X
SITLJOZ,O,O,X,X,O,O,X,X,X,X,X
SITLZJO,O,O,X,X,O,X,O,O,X,X,X
SITLZOJ,X,O,X,X,O,X,O,O,X,X,X
SITLOJZ,O,O,X,X,O,O,X,X,X,X,X
SITLOZJ,X,O,X,X,O,X,O,O,X,X,X
SITJLZO,O,O,X,X,O,O,O,X,X,X,X
SITJLOZ,O,O,X,X,O,O,X,X,X,X,X
SITJZLO,O,X,X,X,X,O,X,O,X,X,X
SITJZOL,O,X,O,X,X,O,X,O,X,X,X
SITJOLZ,O,O,X,X,O,O,X,X,X,X,X
SITJOZL,O,X,O,X,X,O,X,O,X,X,X
SITZLJO,O,O,X,X,O,X,O,O,X,X,O
SITZLOJ,X,O,X,X,O,X,O,O,X,X,O
SITZJLO,O,X,X,X,X,O,X,O,X,X,O
SITZJOL,O,X,O,X,X,O,X,O,X,X,X
SITZOLJ,X,O,X,X,O,X,X,O,X,X,O
SITZOJL,O,X,X,X,X,O,X,O,X,X,X
SITOLJZ,O,O,X,X,O,O,X,X,X,X,X
SITOLZJ,X,O,X,X,O,X,O,O,X,X,X
SITOJLZ,O,O,X,X,O,O,X,X,X,X,X
SITOJZL,O,X,X,X,X,O,X,O,X,X,X
SITOZLJ,X,O,X,X,O,X,X,O,X,X,X
SITOZJL,O,X,X,X,X,O,X,O,X,X,X
SILTJZO,O,O,O,X,O,O,O,X,X,X,X
SILTJOZ,O,O,O,X,O,O,X,X,X,X,X
SILTZJO,O,O,O,X,O,X,O,O,X,X,X
SILTZOJ,X,O,X,X,O,X,O,O,X,X,X
SILTOJZ,O,O,X,X,O,O,X,X,X,X,X
SILTOZJ,X,O,X,X,O,X,O,O,X,X,X
SILJTZO,O,O,O,X,O,O,O,X,X,X,X
SILJTOZ,O,O,O,X,O,O,X,X,X,X,X
SILJZTO,O,O,O,X,O,O,O,X,X,X,X
SILJZOT,O,O,O,X,X,X,O,X,X,X,X
SILJOTZ,X,X,O,X,O,O,X,X,X,X,X
SILJOZT,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,O,X,O,O,X,X,O
SILZTOJ,X,O,X,X,O,X,O,O,X,X,O
SILZJTO,O,O,O,X,O,X,O,O,X,X,X
SILZJOT,O,O,O,X,X,X,O,X,X,X,X
SILZOTJ,X,O,X,X,X,X,O,X,X,X,X
SILZOJT,O,O,X,X,X,X,O,X,X,X,X
SILOTJZ,X,O,X,X,O,X,O,X,X,X,X
SILOTZJ,X,O,X,X,O,X,O,X,X,X,X
SILOJTZ,X,X,X,X,O,X,O,X,X,X,X
SILOJZT,X,X,X,X,X,X,O,X,X,X,X
SILOZTJ,X,O,X,X,X,X,O,X,X,X,X
SILOZJT,X,O,X,X,X,X,O,X,X,X,X
SIJTLZO,O,O,X,X,O,O,O,X,X,X,X
SIJTLOZ,O,O,X,X,O,O,X,X,X,X,X
SIJTZLO,O,X,X,O,X,O,X,O,X,X,X
SIJTZOL,O,X,O,X,X,O,X,O,O,X,X
SIJTOLZ,O,O,X,X,O,O,X,X,O,X,X
SIJTOZL,O,X,O,X,X,O,X,O,O,X,X
SIJLTZO,O,O,O,X,O,O,O,X,X,X,X
SIJLTOZ,O,O,O,X,O,O,X,X,X,X,X
SIJLZTO,O,O,O,X,O,O,O,X,X,X,X
SIJLZOT,O,O,O,X,X,X,O,X,O,X,X
SIJLOTZ,X,X,O,X,O,O,X,X,O,X,X
SIJLOZT,X,X,O,X,X,X,X,X,O,X,X
SIJZTLO,O,X,X,O,X,O,X,O,X,X,O
SIJZTOL,O,X,X,X,X,O,X,O,O,X,X
SIJZLTO,O,X,X,O,X,O,X,O,X,X,X
SIJZLOT,O,X,X,X,X,X,X,X,O,X,X
SIJZOTL,O,X,X,X,X,X,X,O,O,X,X
SIJZOLT,O,X,X,X,X,X,X,X,O,X,X
SIJOTLZ,O,X,X,X,X,O,X,X,O,X,X
SIJOTZL,O,X,O,X,X,O,X,X,O,X,X
SIJOLTZ,X,X,O,X,X,O,X,X,O,X,X
SIJOLZT,X,X,O,X,X,X,X,X,O,X,X
SIJOZTL,O,X,X,X,X,X,X,X,O,X,X
SIJOZLT,O,X,X,X,X,X,X,X,O,X,X
SIZTLJO,O,O,X,X,O,X,O,O,X,X,O
SIZTLOJ,X,O,X,X,O,X,O,O,X,X,O
SIZTJLO,O,X,X,X,X,O,X,O,X,X,O
SIZTJOL,O,X,X,X,X,O,X,O,X,X,X
SIZTOLJ,X,O,X,X,O,X,X,O,X,X,O
SIZTOJL,O,X,X,X,X,O,X,O,X,X,X
SIZLTJO,O,O,X,X,O,X,O,O,X,X,O
SIZLTOJ,X,O,X,X,O,X,O,O,X,X,O
SIZLJTO,O,O,X,O,O,X,O,O,X,X,X
SIZLJOT,O,O,X,X,X,X,O,X,X,X,X
SIZLOTJ,X,O,X,O,X,X,O,X,X,X,X
SIZLOJT,O,O,X,O,X,X,O,X,X,X,X
SIZJTLO,O,X,X,O,X,O,X,O,X,X,O
SIZJTOL,O,X,X,X,X,O,X,O,X,X,X
SIZJLTO,O,X,X,O,X,O,X,O,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,O,X,O,X
SIZJOLT,O,X,X,X,X,X,X,X,X,O,X
SIZOTLJ,X,X,X,O,X,X,X,O,X,O,O
SIZOTJL,O,X,X,X,X,X,X,O,X,O,X
SIZOLTJ,X,X,X,O,X,X,X,X,X,O,X
SIZOLJT,O,X,X,O,X,X,X,X,X,O,X
SIZOJTL,O,X,X,O,X,X,X,O,X,O,X
SIZOJLT,O,X,X,O,X,X,X,X,X,O,X
