sequence,v115@OhC8GeC8CeA8AeE8Jei/IvhFzgBfnBxiBcpBeqBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBzgBfnBxnByuBFrB,v115@OhC8GeC8CeA8AeE8JeT/IvhF0hBxiBllBXlB2uBirB,v115@OhC8GeC8CeA8AeE8Jei/IvhFFhBxiBcpBzmBmqBXqB,v115@OhC8GeC8CeA8AeE8Jem/IvhFzgBfnBxiBipBFrB0pB,v115@OhC8GeC8CeA8AeE8JeyEJvhFzgBfnB0kBxnB2uBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBFhBxiBfrBzmByuB,v115@OhC8GeC8CeA8AeE8JezAJvhFfnBxiBmkB0pBFrBipB,v115@OhC8GeC8CeA8AeE8Je/EJvhFUgBxiByqBzmB2uBFrB,v115@OhC8GeC8CeA8AeE8JeFBJvhFxiBmkBfrBzmB0pBipB,v115@OhC8GeC8CeA8AeE8JefHJvhFxiBikBUmBFqBTpBmqB
IZSOLTJ,X,X,X,O,X,X,X,X,X,O,X
IZSOLJT,O,X,X,O,X,X,X,X,X,O,X
IZSOJTL,O,X,X,O,X,X,X,O,X,O,X
IZSOJLT,O,X,X,O,X,X,X,X,X,O,X
IZOTLJS,X,X,X,O,X,X,X,X,X,X,X
IZOTLSJ,X,X,X,O,X,X,X,X,X,X,X
IZOTJLS,X,X,X,O,X,X,X,X,X,X,X
IZOTJSL,X,X,X,O,X,X,X,X,X,O,X
IZOTSLJ,X,X,X,O,X,X,X,X,X,O,X
IZOTSJL,X,X,X,X,X,X,X,X,X,O,X
IZOLTJS,X,X,X,O,X,X,O,X,X,X,X
IZOLTSJ,X,X,X,O,X,X,O,X,X,X,X
IZOLJTS,X,X,X,O,X,X,O,X,X,X,X
IZOLJST,O,X,X,O,X,X,O,X,O,O,X
IZOLSTJ,X,X,X,O,X,X,O,X,X,O,X
IZOLSJT,O,X,X,O,X,X,O,X,X,O,X
IZOJTLS,X,X,X,O,X,X,X,X,X,X,X
IZOJTSL,X,X,X,O,X,X,X,X,X,O,X
IZOJLTS,X,X,X,O,X,X,X,X,X,X,X
IZOJLST,O,X,X,O,X,X,X,X,O,O,X
IZOJSTL,O,X,X,O,X,X,X,O,O,O,X
IZOJSLT,O,X,X,O,X,X,X,X,O,O,X
IZOSTLJ,X,X,X,O,X,X,O,O,X,O,X
IZOSTJL,O,X,X,X,X,X,X,O,X,O,X
IZOSLTJ,X,X,X,O,X,X,O,X,X,O,X
IZOSLJT,O,X,X,O,X,X,O,X,X,O,X
IZOSJTL,O,X,X,O,X,X,X,O,X,O,X
IZOSJLT,O,X,X,O,X,X,X,X,X,O,X
IOTLJSZ,X,X,X,X,X,X,X,X,O,X,X
IOTLJZS,X,X,X,O,X,X,X,X,X,X,X
IOTLSJZ,X,X,X,X,X,X,O,X,X,X,X
IOTLSZJ,X,X,X,X,X,X,O,X,X,X,X
IOTLZJS,X,X,X,O,X,X,O,X,X,X,X
IOTLZSJ,X,X,X,O,X,X,O,X,X,X,X
IOTJLSZ,X,X,X,X,X,X,X,X,O,X,X
IOTJLZS,X,X,O,O,X,X,X,X,X,X,X
IOTJSLZ,X,X,X,X,X,X,X,X,O,X,X
IOTJSZL,X,X,O,O,X,X,X,X,O,X,X
IOTJZLS,X,X,O,O,X,X,X,X,X,X,X
IOTJZSL,X,X,O,O,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,X,X,X,O,X,X,X,X
IOTSLZJ,X,X,X,X,X,X,O,X,X,O,X
IOTSJLZ,X,X,X,X,X,X,O,X,X,X,X
IOTSJZL,X,X,X,O,X,X,X,X,X,O,X
IOTSZLJ,X,X,X,O,X,X,O,X,X,O,X
IOTSZJL,X,X,X,X,X,X,X,X,X,O,X
IOTZLJS,X,X,X,O,X,X,X,X,X,X,X
IOTZLSJ,X,X,X,O,X,X,X,X,X,X,X
IOTZJLS,X,X,O,O,X,X,X,X,X,X,X
IOTZJSL,X,X,O,O,X,X,X,X,X,O,X
IOTZSLJ,X,X,X,O,X,X,X,X,X,O,X
IOTZSJL,X,X,X,X,X,X,X,X,X,O,X
IOLTJSZ,X,X,O,X,X,X,X,X,O,X,X
IOLTJZS,X,X,O,O,X,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,O,X,X,X,X
IOLTSZJ,X,X,X,X,X,X,O,X,X,X,X
IOLTZJS,X,X,O,O,X,X,O,X,X,X,X
IOLTZSJ,X,X,X,O,X,X,O,X,X,X,X
IOLJTSZ,X,X,O,X,X,X,X,X,O,X,X
IOLJTZS,X,X,O,O,X,X,X,X,X,X,X
IOLJSTZ,X,X,O,X,O,X,O,X,O,X,X
IOLJSZT,X,X,O,X,X,X,O,X,O,X,X
IOLJZTS,X,X,O,O,X,X,O,X,X,X,X
IOLJZST,X,X,O,O,X,X,O,X,O,X,X
IOLSTJZ,X,O,X,X,O,X,O,X,X,X,X
IOLSTZJ,X,O,X,X,O,X,O,X,X,O,X
IOLSJTZ,X,X,X,X,O,X,O,X,O,X,X
IOLSJZT,X,X,X,X,X,X,O,X,O,X,X
IOLSZTJ,X,O,X,X,X,X,O,X,X,O,X
IOLSZJT,X,O,X,X,X,X,O,X,X,O,X
IOLZTJS,X,X,O,O,X,X,O,X,X,X,X
IOLZTSJ,X,X,X,O,X,X,O,X,X,X,X
IOLZJTS,X,X,O,O,X,X,O,X,X,X,X
IOLZJST,X,O,O,O,X,X,O,X,O,O,X
IOLZSTJ,X,O,X,O,X,X,O,X,X,O,X
IOLZSJT,X,O,X,O,X,X,O,X,X,O,X
IOJTLSZ,X,X,O,X,X,X,X,X,O,X,X
IOJTLZS,X,X,O,O,X,X,X,X,X,X,X
IOJTSLZ,X,X,X,X,X,X,X,X,O,X,X
IOJTSZL,X,X,O,O,X,X,X,X,O,X,X
IOJTZLS,X,X,O,O,X,X,X,X,X,X,X
IOJTZSL,X,X,O,O,X,X,X,X,X,X,X
IOJLTSZ,X,X,O,X,X,X,X,X,O,X,X
IOJLTZS,X,X,O,O,X,X,X,X,X,X,X
IOJLSTZ,X,X,O,X,X,O,O,X,O,X,X
IOJLSZT,X,X,O,X,X,X,O,X,O,X,X
IOJLZTS,X,X,O,O,X,X,O,X,X,X,X
IOJLZST,X,X,O,O,X,X,O,X,O,X,X
IOJSTLZ,O,X,X,X,X,O,O,X,O,X,X
IOJSTZL,O,X,O,O,X,O,X,X,O,O,X
IOJSLTZ,X,X,O,X,X,O,O,X,O,X,X
IOJSLZT,X,X,O,X,X,X,O,X,O,X,X
IOJSZTL,O,X,X,O,X,X,X,X,O,O,X
IOJSZLT,O,X,X,O,X,X,X,X,O,O,X
IOJZTLS,X,X,O,O,X,X,X,X,X,X,X
IOJZTSL,X,X,O,O,X,X,X,X,X,O,X
IOJZLTS,X,X,O,O,X,X,X,X,X,X,X
IOJZLST,O,X,O,O,X,X,X,X,O,O,X
IOJZSTL,O,X,X,O,X,X,X,X,O,O,X
IOJZSLT,O,X,X,O,X,X,X,X,O,O,X
IOSTLJZ,O,O,X,X,O,O,O,X,X,X,X
IOSTLZJ,X,O,X,X,O,X,O,O,X,O,X
IOSTJLZ,O,O,X,X,O,O,O,X,X,X,X
IOSTJZL,O,X,X,O,X,O,X,O,X,O,X
IOSTZLJ,X,O,X,O,O,X,O,O,X,O,X
IOSTZJL,O,X,X,X,X,O,X,O,X,O,X
IOSLTJZ,X,O,X,X,O,X,O,X,X,X,X
IOSLTZJ,X,O,X,X,O,X,O,X,X,O,X
IOSLJTZ,X,X,X,X,O,X,O,X,O,X,X
IOSLJZT,X,X,X,X,X,X,O,X,O,X,X
IOSLZTJ,X,O,X,X,X,X,O,X,X,O,X
IOSLZJT,X,O,X,X,X,X,O,X,X,O,X
IOSJTLZ,O,X,X,X,X,O,O,X,O,X,X
IOSJTZL,O,X,X,O,X,O,X,X,O,O,X
IOSJLTZ,X,X,X,X,X,O,O,X,O,X,X
IOSJLZT,X,X,X,X,X,X,O,X,O,X,X
IOSJZTL,O,X,X,O,X,X,X,X,O,O,X
IOSJZLT,O,X,X,O,X,X,X,X,O,O,X
IOSZTLJ,X,X,X,O,X,X,O,O,X,O,O
IOSZTJL,O,X,X,X,X,X,X,O,X,O,X
IOSZLTJ,X,X,X,O,X,X,O,X,X,O,X
IOSZLJT,O,X,X,O,X,X,O,X,X,O,X
IOSZJTL,O,X,X,O,X,X,X,O,X,O,X
IOSZJLT,O,X,X,O,X,X,X,X,X,O,X
IOZTLJS,X,X,X,O,X,X,X,X,X,X,X
IOZTLSJ,X,X,X,O,X,X,X,X,X,X,X
IOZTJLS,X,X,X,O,X,X,X,X,X,X,X
IOZTJSL,X,X,X,O,X,X,X,X,X,O,X
IOZTSLJ,X,X,X,O,X,X,X,X,X,O,X
IOZTSJL,X,X,X,X,X,X,X,X,X,O,X
IOZLTJS,X,X,X,O,X,X,O,X,X,X,X
IOZLTSJ,X,X,X,O,X,X,O,X,X,X,X
IOZLJTS,X,X,X,O,X,X,O,X,X,X,X
IOZLJST,O,X,X,O,X,X,O,X,O,O,X
IOZLSTJ,X,X,X,O,X,X,O,X,X,O,X
IOZLSJT,O,X,X,O,X,X,O,X,X,O,X
IOZJTLS,X,X,X,O,X,X,X,X,X,X,X
IOZJTSL,X,X,X,O,X,X,X,X,X,O,X
IOZJLTS,X,X,X,O,X,X,X,X,X,X,X
IOZJLST,O,X,X,O,X,X,X,X,O,O,X
IOZJSTL,O,X,X,O,X,X,X,O,O,O,X
IOZJSLT,O,X,X,O,X,X,X,X,O,O,X
IOZSTLJ,X,X,X,O,X,X,O,O,X,O,X
IOZSTJL,O,X,X,X,X,X,X,O,X,O,X
IOZSLTJ,X,X,X,O,X,X,O,X,X,O,X
IOZSLJT,O,X,X,O,X,X,O,X,X,O,X
IOZSJTL,O,X,X,O,X,X,X,O,X,O,X
IOZSJLT,O,X,X,O,X,X,X,X,X,O,X
LTIJSZO,X,X,O,X,O,X,X,X,X,X,X
LTIJSOZ,X,X,O,X,O,X,X,X,X,X,X
LTIJZSO,X,X,O,X,X,X,X,X,X,X,X
LTIJZOS,X,X,O,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,O,X,O,X,X,X,X,X,X
LTIJOZS,X,X,O,X,X,X,X,X,X,X,X
LTISJZO,X,O,O,X,O,X,O,X,X,X,X
LTISJOZ,X,O,O,X,O,X,X,X,X,X,X
LTISZJO,X,O,O,X,O,X,O,X,X,X,X
LTISZOJ,X,O,X,X,O,X,O,X,X,X,X
LTISOJZ,X,O,X,X,O,X,X,X,X,X,X
LTISOZJ,X,O,X,X,O,X,O,X,X,X,X
LTIZJSO,X,O,O,X,X,X,O,X,X,X,X
LTIZJOS,X,O,O,X,X,X,O,X,X,X,X
LTIZSJO,X,O,O,X,X,X,O,X,X,X,O
LTIZSOJ,X,O,X,X,X,X,O,X,X,X,O
LTIZOJS,X,O,O,X,X,X,O,X,X,X,X
LTIZOSJ,X,O,X,X,X,X,O,X,X,X,X
LTIOJSZ,X,X,O,X,O,X,X,X,X,X,X
LTIOJZS,X,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,O,X,O,X,X,X,X
LTIOSZJ,X,O,X,X,O,X,O,X,X,X,X
LTIOZJS,X,O,O,X,X,X,O,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,O,X,X,X,X
LTJISZO,X,X,O,X,O,O,X,X,X,X,X
LTJISOZ,X,X,O,X,O,O,X,X,X,X,X
LTJIZSO,X,X,O,X,X,X,X,X,X,X,X
LTJIZOS,X,X,O,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,O,X,O,O,X,X,X,X,X
LTJIOZS,X,X,O,X,X,X,X,X,X,X,X
LTJSIZO,O,O,O,X,O,O,X,X,X,X,X
LTJSIOZ,O,O,O,X,O,O,X,X,X,X,X
LTJSZIO,O,O,O,X,O,O,X,X,X,X,X
LTJSZOI,O,O,O,X,O,O,X,X,O,X,X
LTJSOIZ,O,O,O,X,O,O,X,X,O,X,X
LTJSOZI,O,O,O,X,O,O,X,X,O,X,X
LTJZISO,O,O,O,X,X,X,X,X,X,X,X
LTJZIOS,O,O,O,X,X,X,X,X,X,X,X
LTJZSIO,O,O,O,X,O,O,X,X,X,X,O
LTJZSOI,O,O,O,X,O,O,X,X,X,X,O
LTJZOIS,O,O,O,X,X,X,X,X,X,X,X
LTJZOSI,O,O,O,X,O,O,X,X,X,X,X
LTJOISZ,X,X,O,X,O,O,X,X,O,X,X
LTJOIZS,X,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,X,O,O,X,X,O,X,X
LTJOSZI,O,O,O,X,O,O,X,X,O,X,X
LTJOZIS,O,O,O,X,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,O,O,X,X,X,X,X
LTSIJZO,O,O,O,X,O,O,O,X,X,X,X
LTSIJOZ,O,O,O,X,O,O,X,X,X,X,X
LTSIZJO,O,O,O,X,O,X,O,O,X,X,X
LTSIZOJ,X,O,X,X,O,X,O,O,X,X,X
LTSIOJZ,O,O,X,X,O,O,X,X,X,X,X
LTSIOZJ,X,O,X,X,O,X,O,O,X,X,X
LTSJIZO,O,O,O,X,O,O,O,X,X,X,X
LTSJIOZ,O,O,O,X,O,O,X,X,X,X,X
LTSJZIO,O,O,O,X,O,O,O,X,X,X,X
LTSJZOI,O,O,O,X,O,O,O,X,X,X,X
LTSJOIZ,O,O,O,X,O,O,X,X,X,X,X
LTSJOZI,O,O,O,X,O,O,X,X,X,X,X
LTSZIJO,O,O,O,X,O,X,O,O,X,X,O
LTSZIOJ,X,O,X,X,O,X,O,O,X,X,O
LTSZJIO,O,O,O,X,O,X,O,O,X,X,O
LTSZJOI,O,O,O,X,O,X,O,O,X,X,O
LTSZOIJ,X,O,X,X,O,X,O,O,X,X,O
LTSZOJI,X,O,X,X,O,X,O,O,X,X,O
LTSOIJZ,O,O,X,X,O,O,O,X,X,X,X
LTSOIZJ,X,O,X,X,O,X,O,O,X,X,X
LTSOJIZ,O,O,X,X,O,O,O,X,X,X,X
LTSOJZI,O,O,X,X,O,O,O,X,X,X,X
LTSOZIJ,X,O,X,X,O,X,O,O,X,X,X
LTSOZJI,X,O,X,X,O,X,O,O,X,X,X
LTZIJSO,X,O,O,X,X,X,O,X,X,X,X
LTZIJOS,X,O,O,X,X,X,O,X,X,X,X
LTZISJO,X,O,O,X,X,X,O,X,X,X,O
LTZISOJ,X,O,X,X,X,X,O,X,X,X,O
LTZIOJS,X,O,O,X,X,X,O,X,X,X,X
LTZIOSJ,X,O,X,X,X,X,O,X,X,X,X
LTZJISO,O,O,O,X,X,X,O,X,X,X,X
LTZJIOS,O,O,O,X,X,X,O,X,X,X,X
LTZJSIO,O,O,O,X,O,X,O,O,X,X,O
LTZJSOI,O,O,O,X,O,X,O,O,X,X,O
LTZJOIS,O,O,O,X,X,X,O,X,X,X,X
LTZJOSI,O,O,O,X,O,X,O,O,X,X,X
LTZSIJO,O,O,O,X,O,X,O,O,X,X,O
LTZSIOJ,X,O,X,X,O,X,O,O,X,X,O
LTZSJIO,O,O,O,X,O,X,O,O,X,X,O
LTZSJOI,O,O,O,X,O,X,O,O,X,X,O
LTZSOIJ,X,O,X,X,O,X,O,O,X,X,O
LTZSOJI,X,O,X,X,O,X,O,O,X,X,O
LTZOIJS,X,O,O,X,X,X,O,X,X,X,X
LTZOISJ,X,O,X,X,X,X,O,X,X,X,X
LTZOJIS,X,O,O,X,X,X,O,X,X,X,X
LTZOJSI,X,O,O,X,O,X,O,O,X,X,X
LTZOSIJ,X,O,X,X,O,X,O,O,X,X,O
LTZOSJI,X,O,X,X,O,X,O,O,X,X,O
LTOIJSZ,X,X,O,X,O,X,X,X,O,X,X
LTOIJZS,X,X,O,X,X,X,X,X,X,X,X
LTOISJZ,X,O,X,X,O,X,O,X,X,X,X
LTOISZJ,X,O,X,X,O,X,O,X,X,X,X
LTOIZJS,X,O,O,X,X,X,O,X,X,X,X
LTOIZSJ,X,O,X,X,X,X,O,X,X,X,X
LTOJISZ,X,X,O,X,O,O,X,X,O,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,O,X,O,O,X,X,O,X,X
LTOJSZI,O,O,O,X,O,O,X,X,O,X,X
LTOJZIS,O,O,O,X,X,X,X,X,X,X,X
LTOJZSI,O,O,O,X,O,O,X,X,X,X,X
LTOSIJZ,O,O,X,X,O,O,O,X,X,X,X
LTOSIZJ,X,O,X,X,O,X,O,O,X,X,X
LTOSJIZ,O,O,X,X,O,O,O,X,X,X,X
LTOSJZI,O,O,X,X,O,O,O,X,X,X,X
LTOSZIJ,X,O,X,X,O,X,O,O,X,X,X
LTOSZJI,X,O,X,X,O,X,O,O,X,X,X
LTOZIJS,X,O,O,X,X,X,O,X,X,X,X
LTOZISJ,X,O,X,X,X,X,O,X,X,X,X
LTOZJIS,X,O,O,X,X,X,O,X,X,X,X
LTOZJSI,X,O,O,X,O,X,O,O,X,X,X
LTOZSIJ,X,O,X,X,O,X,O,O,X,X,O
LTOZSJI,X,O,X,X,O,X,O,O,X,X,O
LITJSZO,X,X,O,X,O,X,X,X,X,X,X
LITJSOZ,X,X,O,X,O,X,X,X,X,X,X
LITJZSO,X,X,O,X,X,X,X,X,X,X,X
LITJZOS,X,X,O,X,X,X,X,X,X,X,X
LITJOSZ,X,X,O,X,O,X,X,X,X,X,X
LITJOZS,X,X,O,X,X,X,X,X,X,X,X
LITSJZO,X,O,O,X,O,X,O,X,X,X,X
LITSJOZ,X,O,O,X,O,X,X,X,X,X,X
LITSZJO,X,O,O,X,O,X,O,X,X,X,X
LITSZOJ,X,O,X,X,O,X,O,X,X,X,X
LITSOJZ,X,O,X,X,O,X,X,X,X,X,X
LITSOZJ,X,O,X,X,O,X,O,X,X,X,X
LITZJSO,X,O,O,X,X,X,O,X,X,X,X
LITZJOS,X,O,O,X,X,X,O,X,X,X,X
LITZSJO,X,O,O,X,X,X,O,X,X,X,X
LITZSOJ,X,O,X,X,X,X,O,X,X,X,X
LITZOJS,X,O,O,X,X,X,O,X,X,X,X
LITZOSJ,X,O,X,X,X,X,O,X,X,X,X
LITOJSZ,X,X,O,X,O,X,X,X,X,X,X
LITOJZS,X,X,O,X,X,X,X,X,X,X,X
LITOSJZ,X,O,X,X,O,X,O,X,X,X,X
LITOSZJ,X,O,X,X,O,X,O,X,X,X,X
LITOZJS,X,O,O,X,X,X,O,X,X,X,X
LITOZSJ,X,O,X,X,X,X,O,X,X,X,X
LIJTSZO,X,X,O,X,O,O,X,X,X,X,X
LIJTSOZ,X,X,O,X,O,O,X,X,X,X,X
LIJTZSO,X,X,O,O,X,X,X,X,X,X,X
LIJTZOS,X,X,O,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,O,X,X,X,X,X,X
LIJTOZS,X,X,O,X,X,X,X,X,X,X,X
LIJSTZO,O,O,O,X,O,O,O,X,X,X,X
LIJSTOZ,O,O,O,X,O,O,X,X,X,X,X
LIJSZTO,O,O,O,X,O,O,O,X,X,X,X
LIJSZOT,O,O,O,X,X,X,O,X,O,X,X
LIJSOTZ,X,X,O,X,O,O,X,X,O,X,X
LIJSOZT,X,X,O,X,X,X,X,X,O,X,X
LIJZTSO,O,O,O,O,X,X,O,X,X,X,X
LIJZTOS,X,X,O,O,X,X,O,X,X,X,X
LIJZSTO,O,O,O,O,O,O,O,X,X,X,X
LIJZSOT,O,O,O,X,X,X,O,X,X,X,X
LIJZOTS,X,X,O,O,X,X,O,X,X,X,X
LIJZOST,O,O,O,X,X,X,O,X,X,X,X
LIJOTSZ,X,X,O,X,X,X,X,X,O,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,O,O,O,X,O,X,X
LIJOSZT,X,X,O,X,X,X,O,X,O,X,X
LIJOZTS,X,X,O,X,X,X,O,X,X,X,X
LIJOZST,X,X,O,X,X,X,O,X,O,X,X
LISTJZO,O,O,O,X,O,O,O,X,X,X,X
LISTJOZ,O,O,O,X,O,O,X,X,X,X,X
LISTZJO,O,O,O,X,O,X,O,O,X,X,X
LISTZOJ,X,O,X,X,O,X,O,O,X,X,X
LISTOJZ,O,O,X,X,O,O,X,X,X,X,X
LISTOZJ,X,O,X,X,O,X,O,O,X,X,X
LISJTZO,O,O,O,X,O,O,O,X,X,X,X
LISJTOZ,O,O,O,X,O,O,X,X,X,X,X
LISJZTO,O,O,O,X,O,O,O,X,X,X,X
LISJZOT,O,O,O,X,X,X,O,X,X,X,X
LISJOTZ,X,X,O,X,O,O,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,X,O,X,O,O,X,X,O
LISZTOJ,X,O,X,X,O,X,O,O,X,X,O
LISZJTO,O,O,O,X,O,X,O,O,X,X,X
LISZJOT,O,O,O,X,X,X,O,X,X,X,X
LISZOTJ,X,O,X,X,X,X,O,X,X,X,X
LISZOJT,O,O,X,X,X,X,O,X,X,X,X
LISOTJZ,X,O,X,X,O,X,O,X,X,X,X
LISOTZJ,X,O,X,X,O,X,O,X,X,X,X
LISOJTZ,X,X,X,X,O,X,O,X,X,X,X
LISOJZT,X,X,X,X,X,X,O,X,X,X,X
LISOZTJ,X,O,X,X,X,X,O,X,X,X,X
LISOZJT,X,O,X,X,X,X,O,X,X,X,X
LIZTJSO,O,O,O,O,X,X,O,X,X,X,X
LIZTJOS,X,O,O,O,X,X,O,X,X,X,X
LIZTSJO,O,O,O,X,X,X,O,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,O,X,X,X,X
LIZTOJS,X,O,O,O,X,X,O,X,X,X,X
LIZTOSJ,X,O,X,O,X,X,O,X,X,X,X
LIZJTSO,O,O,O,O,X,X,O,X,X,X,X
LIZJTOS,X,O,O,O,X,X,O,X,X,X,X
LIZJSTO,O,O,O,O,O,X,O,O,X,X,X
LIZJSOT,O,O,O,X,X,X,O,X,X,X,X
LIZJOTS,X,X,O,O,X,X,O,X,X,X,X
LIZJOST,O,O,O,O,X,X,O,X,X,O,X
LIZSTJO,O,O,O,X,O,X,O,O,X,X,X
LIZSTOJ,X,O,X,X,O,X,O,O,X,X,X
LIZSJTO,O,O,O,O,O,X,O,O,X,X,X
LIZSJOT,O,O,O,X,X,X,O,X,X,X,X
LIZSOTJ,X,O,X,O,X,X,O,X,X,X,X
LIZSOJT,O,O,X,O,X,X,O,X,X,X,X
LIZOTJS,X,X,O,O,X,X,O,X,X,X,X
LIZOTSJ,X,X,X,O,X,X,O,X,X,X,X
LIZOJTS,X,X,O,O,X,X,O,X,X,X,X
LIZOJST,O,O,O,O,X,X,O,X,X,O,X
LIZOSTJ,X,O,X,O,X,X,O,X,X,O,X
LIZOSJT,O,O,X,O,X,X,O,X,X,O,X
LIOTJSZ,X,X,O,X,X,X,X,X,O,X,X
LIOTJZS,X,X,O,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,O,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,O,X,X,X,X
LIOTZJS,X,X,O,O,X,X,O,X,X,X,X
LIOTZSJ,X,X,X,O,X,X,O,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,O,X,X
LIOJTZS,X,X,O,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,X,O,X,O,X,O,X,X
LIOJSZT,X,X,O,X,X,X,O,X,O,X,X
LIOJZTS,X,X,O,O,X,X,O,X,X,X,X
LIOJZST,X,X,O,O,X,X,O,X,O,X,X
LIOSTJZ,X,O,X,X,O,X,O,X,X,X,X
LIOSTZJ,X,O,X,X,O,X,O,X,X,O,X
LIOSJTZ,X,X,X,X,O,X,O,X,O,X,X
LIOSJZT,X,X,X,X,X,X,O,X,O,X,X
LIOSZTJ,X,O,X,X,X,X,O,X,X,O,X
LIOSZJT,X,O,X,X,X,X,O,X,X,O,X
LIOZTJS,X,X,O,O,X,X,O,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,O,X,X,X,X
LIOZJTS,X,X,O,O,X,X,O,X,X,X,X
LIOZJST,X,O,O,O,X,X,O,X,O,O,X
LIOZSTJ,X,O,X,O,X,X,O,X,X,O,X
LIOZSJT,X,O,X,O,X,X,O,X,X,O,X
LJTISZO,X,X,O,X,O,O,X,X,X,X,X
LJTISOZ,X,X,O,X,O,O,X,X,X,X,X
LJTIZSO,X,X,O,O,X,X,X,X,X,X,X
LJTIZOS,X,X,O,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,O,X,O,O,X,X,X,X,X
LJTIOZS,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,O,O,O,X,O,O,X,X,X,X,X
LJTSIOZ,O,O,O,X,O,O,X,X,X,X,X
LJTSZIO,O,O,O,X,O,O,X,X,X,X,X
LJTSZOI,O,O,O,X,O,O,X,X,O,X,X
LJTSOIZ,O,O,O,X,O,O,X,X,O,X,X
LJTSOZI,O,O,O,X,O,O,X,X,O,X,X
LJTZISO,O,O,O,O,X,X,X,X,X,X,X
LJTZIOS,O,O,O,O,X,X,X,X,X,X,X
LJTZSIO,O,O,O,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,X,O,O,X,X,X,X,X
LJTZOIS,O,O,O,O,X,X,X,X,X,X,X
LJTZOSI,O,O,O,X,O,O,X,X,X,X,X
LJTOISZ,X,X,O,X,O,O,X,X,O,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,X,O,O,X,X,O,X,X
LJTOSZI,O,O,O,X,O,O,X,X,O,X,X
LJTOZIS,O,O,O,X,X,X,X,X,X,X,X
LJTOZSI,O,O,O,X,O,O,X,X,X,X,X
LJITSZO,X,X,O,X,O,O,X,X,X,X,X
LJITSOZ,X,X,O,X,O,O,X,X,X,X,X
LJITZSO,X,X,O,O,X,X,X,X,X,X,X
LJITZOS,X,X,O,O,X,X,X,X,X,X,X
LJITOSZ,X,X,O,X,O,O,X,X,X,X,X
LJITOZS,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,O,O,X,O,O,O,X,X,X,X
LJISTOZ,O,O,O,X,O,O,X,X,X,X,X
LJISZTO,O,O,O,X,O,O,O,X,X,X,X
LJISZOT,O,O,O,X,X,X,O,X,O,X,X
LJISOTZ,X,X,O,X,O,O,X,X,O,X,X
LJISOZT,X,X,O,X,X,X,X,X,O,X,X
LJIZTSO,O,O,O,O,X,X,O,X,X,X,X
LJIZTOS,X,X,O,O,X,X,O,X,X,X,X
LJIZSTO,O,O,O,O,O,O,O,X,X,X,X
LJIZSOT,O,O,O,X,X,X,O,X,X,X,X
LJIZOTS,X,X,O,O,X,X,O,X,X,X,X
LJIZOST,O,O,O,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,O,X,X
LJIOTZS,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,O,O,O,X,O,X,X
LJIOSZT,X,X,O,X,X,X,O,X,O,X,X
LJIOZTS,X,X,O,X,X,X,O,X,X,X,X
LJIOZST,X,X,O,X,X,X,O,X,O,X,X
LJSTIZO,O,O,O,X,O,O,O,X,X,X,X
LJSTIOZ,O,O,O,X,O,O,X,X,X,X,X
LJSTZIO,O,O,O,X,O,O,O,X,X,X,X
LJSTZOI,O,O,O,X,O,O,O,X,O,X,X
LJSTOIZ,O,O,O,X,O,O,X,X,O,X,X
LJSTOZI,O,O,O,X,O,O,X,X,O,X,X
LJSITZO,O,O,O,X,O,O,O,X,X,X,X
LJSITOZ,O,O,O,X,O,O,X,X,X,X,X
LJSIZTO,O,O,O,X,O,O,O,X,X,X,X
LJSIZOT,O,O,O,X,X,X,O,X,O,X,X
LJSIOTZ,X,X,O,X,O,O,X,X,O,X,X
