sequence,v115@GhA8IeA8AeA8FeF8CeC8JeOEJvhFXgBxhB8nB1qBzr?BirB,v115@GhA8IeA8AeA8FeF8CeC8JeOEJvhFlgB3hBziBUlBxr?BywB,v115@GhA8IeA8AeA8FeF8CeC8JeOEJvhFXgBKnBziBxqBFr?B0rB,v115@GhA8IeA8AeA8FeF8CeC8Jex/IvhF8mBziBikB1qBXs?BOrB,v115@GhA8IeA8AeA8FeF8CeC8Jex/IvhFXhBziBikBmqBFs?B8rB
ZITOLSJ,O,O,X,X,X
ZITOJLS,O,O,X,X,X
ZITOJSL,O,O,X,X,X
ZITOSLJ,O,O,X,X,X
ZITOSJL,O,O,X,X,X
ZILTJSO,O,O,X,X,X
ZILTJOS,X,O,X,X,X
ZILTSJO,O,O,X,X,X
ZILTSOJ,X,O,X,X,X
ZILTOJS,X,O,X,X,X
ZILTOSJ,X,O,X,X,X
ZILJTSO,O,O,O,X,X
ZILJTOS,X,O,O,X,X
ZILJSTO,O,O,O,X,X
ZILJSOT,O,O,O,X,X
ZILJOTS,O,O,O,X,X
ZILJOST,O,O,O,X,X
ZILSTJO,X,O,X,X,X
ZILSTOJ,X,O,X,X,X
ZILSJTO,O,O,O,X,X
ZILSJOT,O,O,O,X,X
ZILSOTJ,X,O,X,X,X
ZILSOJT,X,O,O,X,X
ZILOTJS,O,O,X,X,X
ZILOTSJ,O,O,X,X,X
ZILOJTS,O,O,O,X,X
ZILOJST,O,O,O,X,X
ZILOSTJ,X,O,X,X,X
ZILOSJT,O,O,O,X,X
ZIJTLSO,O,O,X,X,X
ZIJTLOS,X,O,X,X,X
ZIJTSLO,O,O,X,X,X
ZIJTSOL,O,O,X,X,X
ZIJTOLS,O,O,X,X,X
ZIJTOSL,O,O,X,X,X
ZIJLTSO,O,O,O,X,X
ZIJLTOS,X,O,O,X,X
ZIJLSTO,O,O,O,X,X
ZIJLSOT,O,O,O,X,X
ZIJLOTS,O,O,O,X,X
ZIJLOST,O,O,O,X,X
ZIJSTLO,O,O,X,X,X
ZIJSTOL,O,O,X,X,X
ZIJSLTO,O,O,O,X,X
ZIJSLOT,O,O,O,X,X
ZIJSOTL,O,O,X,X,X
ZIJSOLT,O,O,O,X,X
ZIJOTLS,O,O,X,X,X
ZIJOTSL,O,O,X,X,X
ZIJOLTS,O,O,O,X,X
ZIJOLST,O,O,O,X,X
ZIJOSTL,O,O,X,X,X
ZIJOSLT,O,O,O,X,X
ZISTLJO,O,O,X,X,X
ZISTLOJ,X,O,X,X,X
ZISTJLO,O,O,X,X,X
ZISTJOL,O,O,X,X,X
ZISTOLJ,O,O,X,X,X
ZISTOJL,O,O,X,X,X
ZISLTJO,X,O,X,X,X
ZISLTOJ,X,O,X,X,X
ZISLJTO,O,O,O,X,X
ZISLJOT,O,O,O,X,X
ZISLOTJ,X,O,X,X,X
ZISLOJT,X,O,O,X,X
ZISJTLO,O,O,X,X,X
ZISJTOL,O,O,X,X,X
ZISJLTO,O,O,O,X,X
ZISJLOT,O,O,O,X,X
ZISJOTL,O,O,X,X,X
ZISJOLT,O,O,O,X,X
ZISOTLJ,O,O,X,X,X
ZISOTJL,O,O,X,X,X
ZISOLTJ,X,O,X,X,X
ZISOLJT,O,O,O,X,X
ZISOJTL,O,O,X,X,X
ZISOJLT,O,O,O,X,X
ZIOTLJS,O,O,X,X,X
ZIOTLSJ,O,O,X,X,X
ZIOTJLS,O,O,X,X,X
ZIOTJSL,O,O,X,X,X
ZIOTSLJ,O,O,X,X,X
ZIOTSJL,O,O,X,X,X
ZIOLTJS,O,O,X,X,X
ZIOLTSJ,O,O,X,X,X
ZIOLJTS,O,O,O,X,X
ZIOLJST,O,O,O,X,X
ZIOLSTJ,X,O,X,X,X
ZIOLSJT,O,O,O,X,X
ZIOJTLS,O,O,X,X,X
ZIOJTSL,O,O,X,X,X
ZIOJLTS,O,O,O,X,X
ZIOJLST,O,O,O,X,X
ZIOJSTL,O,O,X,X,X
ZIOJSLT,O,O,O,X,X
ZIOSTLJ,O,O,X,X,X
ZIOSTJL,O,O,X,X,X
ZIOSLTJ,X,O,X,X,X
ZIOSLJT,O,O,O,X,X
ZIOSJTL,O,O,X,X,X
ZIOSJLT,O,O,O,X,X
ZLTIJSO,O,O,X,X,O
ZLTIJOS,X,O,X,X,O
ZLTISJO,O,O,X,O,X
ZLTISOJ,X,O,X,O,X
ZLTIOJS,X,O,X,X,O
ZLTIOSJ,X,O,X,O,X
ZLTJISO,O,O,X,X,O
ZLTJIOS,X,O,X,X,O
ZLTJSIO,O,X,X,X,O
ZLTJSOI,O,X,X,X,O
ZLTJOIS,O,O,X,X,O
ZLTJOSI,O,X,X,X,O
ZLTSIJO,O,X,X,O,X
ZLTSIOJ,X,X,X,O,X
ZLTSJIO,O,X,X,O,X
ZLTSJOI,O,X,X,O,X
ZLTSOIJ,O,X,X,O,X
ZLTSOJI,O,X,X,O,X
ZLTOIJS,O,O,X,X,O
ZLTOISJ,O,O,X,O,X
ZLTOJIS,O,O,X,X,O
ZLTOJSI,O,X,X,X,O
ZLTOSIJ,O,X,X,O,X
ZLTOSJI,O,X,X,O,X
ZLITJSO,O,O,X,X,O
ZLITJOS,X,O,X,X,O
ZLITSJO,O,O,X,O,X
ZLITSOJ,X,O,X,O,X
ZLITOJS,X,O,X,X,O
ZLITOSJ,X,O,X,O,X
ZLIJTSO,O,O,O,X,O
ZLIJTOS,X,O,O,X,O
ZLIJSTO,O,O,O,X,X
ZLIJSOT,O,O,O,X,X
ZLIJOTS,O,O,O,X,O
ZLIJOST,O,O,O,X,X
ZLISTJO,X,O,X,O,X
ZLISTOJ,X,O,X,O,X
ZLISJTO,O,O,O,X,X
ZLISJOT,O,O,O,X,X
ZLISOTJ,X,O,X,O,X
ZLISOJT,X,O,O,X,X
ZLIOTJS,O,O,X,X,O
ZLIOTSJ,O,O,X,O,X
ZLIOJTS,O,O,O,X,O
ZLIOJST,O,O,O,X,X
ZLIOSTJ,X,O,X,O,X
ZLIOSJT,O,O,O,X,X
ZLJTISO,O,O,X,X,O
ZLJTIOS,X,O,X,X,O
ZLJTSIO,O,X,X,X,O
ZLJTSOI,O,X,X,X,O
ZLJTOIS,O,O,X,X,O
ZLJTOSI,O,X,X,X,O
ZLJITSO,O,O,O,X,O
ZLJITOS,X,O,O,X,O
ZLJISTO,O,O,O,X,X
ZLJISOT,O,O,O,X,X
ZLJIOTS,O,O,O,X,O
ZLJIOST,O,O,O,X,X
ZLJSTIO,O,X,X,X,X
ZLJSTOI,O,X,X,X,X
ZLJSITO,O,X,O,X,X
ZLJSIOT,O,X,O,X,X
ZLJSOTI,O,X,X,X,X
ZLJSOIT,O,X,O,X,X
ZLJOTIS,O,O,X,X,O
ZLJOTSI,O,X,X,X,O
ZLJOITS,O,O,O,X,O
ZLJOIST,O,O,O,X,X
ZLJOSTI,O,X,X,X,X
ZLJOSIT,O,X,O,X,X
ZLSTIJO,O,X,X,O,X
ZLSTIOJ,X,X,X,O,X
ZLSTJIO,O,X,X,O,X
ZLSTJOI,O,X,X,O,X
ZLSTOIJ,O,X,X,O,X
ZLSTOJI,O,X,X,O,X
ZLSITJO,X,X,X,O,X
ZLSITOJ,X,X,X,O,X
ZLSIJTO,O,X,O,X,X
ZLSIJOT,O,X,O,X,X
ZLSIOTJ,X,X,X,O,X
ZLSIOJT,X,X,O,X,X
ZLSJTIO,O,X,X,O,X
ZLSJTOI,O,X,X,O,X
ZLSJITO,O,X,O,X,X
ZLSJIOT,O,X,O,X,X
ZLSJOTI,O,X,X,O,X
ZLSJOIT,O,X,O,X,X
ZLSOTIJ,O,X,X,O,X
ZLSOTJI,O,X,X,O,X
ZLSOITJ,X,X,X,O,X
ZLSOIJT,O,X,O,X,X
ZLSOJTI,O,X,X,O,X
ZLSOJIT,O,X,O,X,X
ZLOTIJS,O,O,X,X,O
ZLOTISJ,O,O,X,O,X
ZLOTJIS,O,O,X,X,O
ZLOTJSI,O,X,X,X,O
ZLOTSIJ,O,X,X,O,X
ZLOTSJI,O,X,X,O,X
ZLOITJS,O,O,X,X,O
ZLOITSJ,O,O,X,O,X
ZLOIJTS,O,O,O,X,O
ZLOIJST,O,O,O,X,X
ZLOISTJ,X,O,X,O,X
ZLOISJT,O,O,O,X,X
ZLOJTIS,O,O,X,X,O
ZLOJTSI,O,X,X,X,O
ZLOJITS,O,O,O,X,O
ZLOJIST,O,O,O,X,X
ZLOJSTI,O,X,X,X,X
ZLOJSIT,O,X,O,X,X
ZLOSTIJ,O,X,X,O,X
ZLOSTJI,O,X,X,O,X
ZLOSITJ,X,X,X,O,X
ZLOSIJT,O,X,O,X,X
ZLOSJTI,O,X,X,O,X
ZLOSJIT,O,X,O,X,X
ZJTILSO,O,O,X,X,X
ZJTILOS,X,O,X,X,X
ZJTISLO,O,O,X,X,X
ZJTISOL,O,O,X,X,X
ZJTIOLS,O,O,X,X,X
ZJTIOSL,O,O,X,X,X
ZJTLISO,O,O,X,X,O
ZJTLIOS,X,O,X,X,O
ZJTLSIO,O,X,X,X,O
ZJTLSOI,O,X,X,X,O
ZJTLOIS,O,O,X,X,O
ZJTLOSI,O,X,X,X,O
ZJTSILO,O,O,X,X,X
ZJTSIOL,O,O,X,X,X
ZJTSLIO,O,X,X,X,X
ZJTSLOI,O,X,X,X,X
ZJTSOIL,O,O,X,X,X
ZJTSOLI,O,X,X,X,X
ZJTOILS,O,O,X,X,X
ZJTOISL,O,O,X,X,X
ZJTOLIS,O,O,X,X,O
ZJTOLSI,O,X,X,X,O
ZJTOSIL,O,O,X,X,X
ZJTOSLI,O,X,X,X,X
ZJITLSO,O,O,X,X,X
ZJITLOS,X,O,X,X,X
ZJITSLO,O,O,X,X,X
ZJITSOL,O,O,X,X,X
ZJITOLS,O,O,X,X,X
ZJITOSL,O,O,X,X,X
ZJILTSO,O,O,O,X,X
ZJILTOS,X,O,O,X,X
ZJILSTO,O,O,O,X,X
ZJILSOT,O,O,O,X,X
ZJILOTS,O,O,O,X,X
ZJILOST,O,O,O,X,X
ZJISTLO,O,O,X,X,X
ZJISTOL,O,O,X,X,X
ZJISLTO,O,O,O,X,X
ZJISLOT,O,O,O,X,X
ZJISOTL,O,O,X,X,X
ZJISOLT,O,O,O,X,X
ZJIOTLS,O,O,X,X,X
ZJIOTSL,O,O,X,X,X
ZJIOLTS,O,O,O,X,X
ZJIOLST,O,O,O,X,X
ZJIOSTL,O,O,X,X,X
ZJIOSLT,O,O,O,X,X
ZJLTISO,O,O,X,X,O
ZJLTIOS,X,O,X,X,O
ZJLTSIO,O,X,X,X,O
ZJLTSOI,O,X,X,X,O
ZJLTOIS,O,O,X,X,O
ZJLTOSI,O,X,X,X,O
ZJLITSO,O,O,O,X,O
ZJLITOS,X,O,O,X,O
ZJLISTO,O,O,O,X,X
ZJLISOT,O,O,O,X,X
ZJLIOTS,O,O,O,X,O
ZJLIOST,O,O,O,X,X
ZJLSTIO,O,X,X,X,X
ZJLSTOI,O,X,X,X,X
ZJLSITO,O,X,O,X,X
ZJLSIOT,O,X,O,X,X
ZJLSOTI,O,X,X,X,X
ZJLSOIT,O,X,O,X,X
ZJLOTIS,O,O,X,X,O
ZJLOTSI,O,X,X,X,O
ZJLOITS,O,O,O,X,O
ZJLOIST,O,O,O,X,X
ZJLOSTI,O,X,X,X,X
ZJLOSIT,O,X,O,X,X
ZJSTILO,O,O,X,X,X
ZJSTIOL,O,O,X,X,X
ZJSTLIO,O,X,X,X,X
ZJSTLOI,O,X,X,X,X
ZJSTOIL,O,O,X,X,X
ZJSTOLI,O,X,X,X,X
ZJSITLO,O,O,X,X,X
ZJSITOL,O,O,X,X,X
ZJSILTO,O,O,O,X,X
ZJSILOT,O,O,O,X,X
ZJSIOTL,O,O,X,X,X
ZJSIOLT,O,O,O,X,X
ZJSLTIO,O,X,X,X,X
ZJSLTOI,O,X,X,X,X
ZJSLITO,O,X,O,X,X
ZJSLIOT,O,X,O,X,X
ZJSLOTI,O,X,X,X,X
ZJSLOIT,O,X,O,X,X
ZJSOTIL,O,O,X,X,X
ZJSOTLI,O,X,X,X,X
ZJSOITL,O,O,X,X,X
ZJSOILT,O,O,O,X,X
ZJSOLTI,O,X,X,X,X
ZJSOLIT,O,X,O,X,X
ZJOTILS,O,O,X,X,X
ZJOTISL,O,O,X,X,X
ZJOTLIS,O,O,X,X,O
ZJOTLSI,O,X,X,X,O
ZJOTSIL,O,O,X,X,X
ZJOTSLI,O,X,X,X,X
ZJOITLS,O,O,X,X,X
ZJOITSL,O,O,X,X,X
ZJOILTS,O,O,O,X,X
ZJOILST,O,O,O,X,X
ZJOISTL,O,O,X,X,X
ZJOISLT,O,O,O,X,X
ZJOLTIS,O,O,X,X,O
ZJOLTSI,O,X,X,X,O
ZJOLITS,O,O,O,X,O
ZJOLIST,O,O,O,X,X
ZJOLSTI,O,X,X,X,X
ZJOLSIT,O,X,O,X,X
ZJOSTIL,O,O,X,X,X
ZJOSTLI,O,X,X,X,X
ZJOSITL,O,O,X,X,X
ZJOSILT,O,O,O,X,X
ZJOSLTI,O,X,X,X,X
ZJOSLIT,O,X,O,X,X
ZSTILJO,O,O,X,O,X
ZSTILOJ,X,O,X,O,X
ZSTIJLO,O,O,X,X,X
ZSTIJOL,O,O,X,X,X
ZSTIOLJ,O,O,X,O,X
ZSTIOJL,O,O,X,X,X
ZSTLIJO,O,X,X,O,X
ZSTLIOJ,X,X,X,O,X
ZSTLJIO,O,X,X,O,X
ZSTLJOI,O,X,X,O,X
ZSTLOIJ,O,X,X,O,X
ZSTLOJI,O,X,X,O,X
ZSTJILO,O,O,X,X,X
ZSTJIOL,O,O,X,X,X
ZSTJLIO,O,X,X,O,X
ZSTJLOI,O,X,X,O,X
ZSTJOIL,O,O,X,X,X
ZSTJOLI,O,X,X,O,X
ZSTOILJ,O,O,X,O,X
ZSTOIJL,O,O,X,X,X
ZSTOLIJ,O,X,X,O,X
ZSTOLJI,O,X,X,O,X
ZSTOJIL,O,O,X,X,X
ZSTOJLI,O,X,X,O,X
ZSITLJO,O,O,X,O,X
ZSITLOJ,X,O,X,O,X
ZSITJLO,O,O,X,X,X
ZSITJOL,O,O,X,X,X
ZSITOLJ,O,O,X,O,X
ZSITOJL,O,O,X,X,X
ZSILTJO,X,O,X,O,X
ZSILTOJ,X,O,X,O,X
ZSILJTO,O,O,O,X,X
ZSILJOT,O,O,O,X,X
ZSILOTJ,X,O,X,O,X
ZSILOJT,X,O,O,X,X
ZSIJTLO,O,O,X,X,X
ZSIJTOL,O,O,X,X,X
ZSIJLTO,O,O,O,X,X
ZSIJLOT,O,O,O,X,X
ZSIJOTL,O,O,X,X,X
ZSIJOLT,O,O,O,X,X
ZSIOTLJ,O,O,X,O,X
ZSIOTJL,O,O,X,X,X
ZSIOLTJ,X,O,X,O,X
ZSIOLJT,O,O,O,X,X
ZSIOJTL,O,O,X,X,X
ZSIOJLT,O,O,O,X,X
ZSLTIJO,O,X,X,O,X
ZSLTIOJ,X,X,X,O,X
ZSLTJIO,O,X,X,O,X
ZSLTJOI,O,X,X,O,X
ZSLTOIJ,O,X,X,O,X
ZSLTOJI,O,X,X,O,X
ZSLITJO,X,X,X,O,X
ZSLITOJ,X,X,X,O,X
ZSLIJTO,O,X,O,X,X
ZSLIJOT,O,X,O,X,X
ZSLIOTJ,X,X,X,O,X
ZSLIOJT,X,X,O,X,X
ZSLJTIO,O,X,X,O,X
ZSLJTOI,O,X,X,O,X
ZSLJITO,O,X,O,X,X
ZSLJIOT,O,X,O,X,X
ZSLJOTI,O,X,X,O,X
ZSLJOIT,O,X,O,X,X
ZSLOTIJ,O,X,X,O,X
ZSLOTJI,O,X,X,O,X
ZSLOITJ,X,X,X,O,X
ZSLOIJT,O,X,O,X,X
ZSLOJTI,O,X,X,O,X
ZSLOJIT,O,X,O,X,X
ZSJTILO,O,O,X,X,X
ZSJTIOL,O,O,X,X,X
ZSJTLIO,O,X,X,O,X
ZSJTLOI,O,X,X,O,X
ZSJTOIL,O,O,X,X,X
ZSJTOLI,O,X,X,O,X
ZSJITLO,O,O,X,X,X
ZSJITOL,O,O,X,X,X
ZSJILTO,O,O,O,X,X
ZSJILOT,O,O,O,X,X
ZSJIOTL,O,O,X,X,X
ZSJIOLT,O,O,O,X,X
ZSJLTIO,O,X,X,O,X
ZSJLTOI,O,X,X,O,X
ZSJLITO,O,X,O,X,X
ZSJLIOT,O,X,O,X,X
ZSJLOTI,O,X,X,O,X
ZSJLOIT,O,X,O,X,X
ZSJOTIL,O,O,X,X,X
ZSJOTLI,O,X,X,O,X
ZSJOITL,O,O,X,X,X
ZSJOILT,O,O,O,X,X
ZSJOLTI,O,X,X,O,X
ZSJOLIT,O,X,O,X,X
ZSOTILJ,O,O,X,O,X
ZSOTIJL,O,O,X,X,X
ZSOTLIJ,O,X,X,O,X
ZSOTLJI,O,X,X,O,X
ZSOTJIL,O,O,X,X,X
ZSOTJLI,O,X,X,O,X
ZSOITLJ,O,O,X,O,X
ZSOITJL,O,O,X,X,X
ZSOILTJ,X,O,X,O,X
ZSOILJT,O,O,O,X,X
ZSOIJTL,O,O,X,X,X
ZSOIJLT,O,O,O,X,X
ZSOLTIJ,O,X,X,O,X
ZSOLTJI,O,X,X,O,X
ZSOLITJ,X,X,X,O,X
ZSOLIJT,O,X,O,X,X
ZSOLJTI,O,X,X,O,X
ZSOLJIT,O,X,O,X,X
ZSOJTIL,O,O,X,X,X
ZSOJTLI,O,X,X,O,X
ZSOJITL,O,O,X,X,X
ZSOJILT,O,O,O,X,X
ZSOJLTI,O,X,X,O,X
ZSOJLIT,O,X,O,X,X
ZOTILJS,O,O,X,X,X
ZOTILSJ,O,O,X,X,X
ZOTIJLS,O,O,X,X,X
ZOTIJSL,O,O,X,X,X
ZOTISLJ,O,O,X,X,X
ZOTISJL,O,O,X,X,X
ZOTLIJS,O,O,X,X,O
ZOTLISJ,O,O,X,O,X
ZOTLJIS,O,O,X,X,O
ZOTLJSI,O,X,X,X,O
ZOTLSIJ,O,X,X,O,X
ZOTLSJI,O,X,X,O,X
ZOTJILS,O,O,X,X,X
ZOTJISL,O,O,X,X,X
ZOTJLIS,O,O,X,X,O
ZOTJLSI,O,X,X,X,O
ZOTJSIL,O,O,X,X,X
ZOTJSLI,O,X,X,X,X
ZOTSILJ,O,O,X,O,X
ZOTSIJL,O,O,X,X,X
ZOTSLIJ,O,X,X,O,X
ZOTSLJI,O,X,X,O,X
ZOTSJIL,O,O,X,X,X
ZOTSJLI,O,X,X,O,X
ZOITLJS,O,O,X,X,X
ZOITLSJ,O,O,X,X,X
ZOITJLS,O,O,X,X,X
ZOITJSL,O,O,X,X,X
ZOITSLJ,O,O,X,X,X
ZOITSJL,O,O,X,X,X
ZOILTJS,O,O,X,X,X
ZOILTSJ,O,O,X,X,X
ZOILJTS,O,O,O,X,X
ZOILJST,O,O,O,X,X
ZOILSTJ,X,O,X,X,X
ZOILSJT,O,O,O,X,X
ZOIJTLS,O,O,X,X,X
ZOIJTSL,O,O,X,X,X
ZOIJLTS,O,O,O,X,X
ZOIJLST,O,O,O,X,X
ZOIJSTL,O,O,X,X,X
ZOIJSLT,O,O,O,X,X
ZOISTLJ,O,O,X,X,X
ZOISTJL,O,O,X,X,X
ZOISLTJ,X,O,X,X,X
ZOISLJT,O,O,O,X,X
ZOISJTL,O,O,X,X,X
ZOISJLT,O,O,O,X,X
ZOLTIJS,O,O,X,X,O
ZOLTISJ,O,O,X,O,X
ZOLTJIS,O,O,X,X,O
ZOLTJSI,O,X,X,X,O
ZOLTSIJ,O,X,X,O,X
ZOLTSJI,O,X,X,O,X
ZOLITJS,O,O,X,X,O
ZOLITSJ,O,O,X,O,X
ZOLIJTS,O,O,O,X,O
ZOLIJST,O,O,O,X,X
ZOLISTJ,X,O,X,O,X
ZOLISJT,O,O,O,X,X
ZOLJTIS,O,O,X,X,O
ZOLJTSI,O,X,X,X,O
ZOLJITS,O,O,O,X,O
ZOLJIST,O,O,O,X,X
ZOLJSTI,O,X,X,X,X
ZOLJSIT,O,X,O,X,X
ZOLSTIJ,O,X,X,O,X
ZOLSTJI,O,X,X,O,X
ZOLSITJ,X,X,X,O,X
ZOLSIJT,O,X,O,X,X
ZOLSJTI,O,X,X,O,X
ZOLSJIT,O,X,O,X,X
ZOJTILS,O,O,X,X,X
ZOJTISL,O,O,X,X,X
ZOJTLIS,O,O,X,X,O
ZOJTLSI,O,X,X,X,O
ZOJTSIL,O,O,X,X,X
ZOJTSLI,O,X,X,X,X
ZOJITLS,O,O,X,X,X
ZOJITSL,O,O,X,X,X
ZOJILTS,O,O,O,X,X
ZOJILST,O,O,O,X,X
ZOJISTL,O,O,X,X,X
ZOJISLT,O,O,O,X,X
ZOJLTIS,O,O,X,X,O
ZOJLTSI,O,X,X,X,O
ZOJLITS,O,O,O,X,O
ZOJLIST,O,O,O,X,X
ZOJLSTI,O,X,X,X,X
ZOJLSIT,O,X,O,X,X
ZOJSTIL,O,O,X,X,X
ZOJSTLI,O,X,X,X,X
ZOJSITL,O,O,X,X,X
ZOJSILT,O,O,O,X,X
ZOJSLTI,O,X,X,X,X
ZOJSLIT,O,X,O,X,X
ZOSTILJ,O,O,X,O,X
ZOSTIJL,O,O,X,X,X
ZOSTLIJ,O,X,X,O,X
ZOSTLJI,O,X,X,O,X
ZOSTJIL,O,O,X,X,X
ZOSTJLI,O,X,X,O,X
ZOSITLJ,O,O,X,O,X
ZOSITJL,O,O,X,X,X
ZOSILTJ,X,O,X,O,X
ZOSILJT,O,O,O,X,X
ZOSIJTL,O,O,X,X,X
ZOSIJLT,O,O,O,X,X
ZOSLTIJ,O,X,X,O,X
ZOSLTJI,O,X,X,O,X
ZOSLITJ,X,X,X,O,X
ZOSLIJT,O,X,O,X,X
ZOSLJTI,O,X,X,O,X
ZOSLJIT,O,X,O,X,X
ZOSJTIL,O,O,X,X,X
ZOSJTLI,O,X,X,O,X
ZOSJITL,O,O,X,X,X
ZOSJILT,O,O,O,X,X
ZOSJLTI,O,X,X,O,X
ZOSJLIT,O,X,O,X,X
OTILJSZ,X,X,O,O,O
OTILJZS,X,X,O,X,O
OTILSJZ,X,X,O,O,O
OTILSZJ,X,X,X,O,X
OTILZJS,X,X,X,X,O
OTILZSJ,X,X,X,O,X
OTIJLSZ,X,X,O,X,O
OTIJLZS,X,X,O,X,O
OTIJSLZ,X,O,O,X,X
OTIJSZL,O,O,X,X,X
OTIJZLS,O,O,X,X,X
OTIJZSL,O,O,X,X,X
OTISLJZ,X,O,O,O,X
OTISLZJ,X,X,X,O,X
OTISJLZ,X,O,O,X,X
OTISJZL,O,O,X,X,X
OTISZLJ,O,O,X,O,X
OTISZJL,O,O,X,X,X
OTIZLJS,O,O,X,X,X
OTIZLSJ,O,O,X,X,X
OTIZJLS,O,O,X,X,X
OTIZJSL,O,O,X,X,X
OTIZSLJ,O,O,X,X,X
OTIZSJL,O,O,X,X,X
OTLIJSZ,X,X,O,O,O
OTLIJZS,X,X,O,X,O
OTLISJZ,X,X,O,O,O
OTLISZJ,X,X,X,O,X
OTLIZJS,X,X,X,X,O
OTLIZSJ,X,X,X,O,X
OTLJISZ,X,X,O,O,O
OTLJIZS,X,X,O,X,O
OTLJSIZ,X,X,O,O,O
OTLJSZI,O,X,X,O,O
OTLJZIS,O,X,X,X,O
OTLJZSI,O,X,X,X,O
OTLSIJZ,X,X,O,O,O
OTLSIZJ,X,X,X,O,X
OTLSJIZ,X,X,O,O,O
OTLSJZI,O,X,X,O,O
OTLSZIJ,O,X,X,O,X
OTLSZJI,O,X,X,O,X
OTLZIJS,O,X,X,X,O
OTLZISJ,O,X,X,O,X
OTLZJIS,O,X,X,X,O
OTLZJSI,O,X,X,X,O
OTLZSIJ,O,X,X,O,X
OTLZSJI,O,X,X,O,X
OTJILSZ,X,X,O,X,O
OTJILZS,X,X,O,X,O
OTJISLZ,X,O,O,X,X
OTJISZL,O,O,X,X,X
OTJIZLS,O,O,X,X,X
OTJIZSL,O,O,X,X,X
OTJLISZ,X,X,O,O,O
OTJLIZS,X,X,O,X,O
OTJLSIZ,X,X,O,O,O
OTJLSZI,O,X,X,O,O
OTJLZIS,O,X,X,X,O
OTJLZSI,O,X,X,X,O
OTJSILZ,X,X,O,X,X
OTJSIZL,O,X,X,X,X
OTJSLIZ,X,X,O,O,O
OTJSLZI,O,X,X,O,O
OTJSZIL,O,X,X,X,X
OTJSZLI,O,X,X,O,X
OTJZILS,O,O,X,X,X
OTJZISL,O,O,X,X,X
OTJZLIS,O,O,X,X,O
OTJZLSI,O,X,X,X,O
OTJZSIL,O,O,X,X,X
OTJZSLI,O,X,X,X,X
OTSILJZ,X,X,O,O,X
OTSILZJ,X,X,X,O,X
OTSIJLZ,X,X,O,X,X
OTSIJZL,O,X,X,X,X
OTSIZLJ,O,X,X,O,X
OTSIZJL,O,X,X,X,X
OTSLIJZ,X,X,O,O,O
OTSLIZJ,X,X,X,O,X
OTSLJIZ,X,X,O,O,O
OTSLJZI,O,X,X,O,O
OTSLZIJ,O,X,X,O,X
OTSLZJI,O,X,X,O,X
OTSJILZ,X,X,O,X,X
OTSJIZL,O,X,X,X,X
OTSJLIZ,X,X,O,O,O
OTSJLZI,O,X,X,O,O
OTSJZIL,O,X,X,X,X
OTSJZLI,O,X,X,O,X
OTSZILJ,O,X,X,O,X
OTSZIJL,O,X,X,X,X
OTSZLIJ,O,X,X,O,X
OTSZLJI,O,X,X,O,X
OTSZJIL,O,X,X,X,X
OTSZJLI,O,X,X,O,X
OTZILJS,O,O,X,X,X
OTZILSJ,O,O,X,X,X
OTZIJLS,O,O,X,X,X
OTZIJSL,O,O,X,X,X
OTZISLJ,O,O,X,X,X
OTZISJL,O,O,X,X,X
OTZLIJS,O,O,X,X,O
OTZLISJ,O,O,X,O,X
OTZLJIS,O,O,X,X,O
OTZLJSI,O,X,X,X,O
OTZLSIJ,O,X,X,O,X
OTZLSJI,O,X,X,O,X
OTZJILS,O,O,X,X,X
OTZJISL,O,O,X,X,X
OTZJLIS,O,O,X,X,O
OTZJLSI,O,X,X,X,O
OTZJSIL,O,O,X,X,X
OTZJSLI,O,X,X,X,X
OTZSILJ,O,O,X,O,X
OTZSIJL,O,O,X,X,X
OTZSLIJ,O,X,X,O,X
OTZSLJI,O,X,X,O,X
OTZSJIL,O,O,X,X,X
OTZSJLI,O,X,X,O,X
OITLJSZ,X,X,O,O,O
OITLJZS,X,X,O,X,O
OITLSJZ,X,X,O,O,O
OITLSZJ,X,X,X,O,X
OITLZJS,X,X,X,X,O
OITLZSJ,X,X,X,O,X
OITJLSZ,X,X,O,X,O
OITJLZS,X,X,O,X,O
OITJSLZ,X,O,O,X,X
OITJSZL,O,O,X,X,X
OITJZLS,O,O,X,X,X
OITJZSL,O,O,X,X,X
OITSLJZ,X,O,O,O,X
OITSLZJ,X,X,X,O,X
OITSJLZ,X,O,O,X,X
OITSJZL,O,O,X,X,X
OITSZLJ,O,O,X,O,X
OITSZJL,O,O,X,X,X
OITZLJS,O,O,X,X,X
OITZLSJ,O,O,X,X,X
OITZJLS,O,O,X,X,X
OITZJSL,O,O,X,X,X
OITZSLJ,O,O,X,X,X
OITZSJL,O,O,X,X,X
OILTJSZ,X,X,O,O,O
OILTJZS,X,X,O,X,O
OILTSJZ,X,X,O,O,O
OILTSZJ,X,X,X,O,X
OILTZJS,X,X,X,X,O
OILTZSJ,X,X,X,O,X
OILJTSZ,X,X,O,O,O
OILJTZS,X,X,O,X,O
OILJSTZ,X,O,O,O,O
OILJSZT,X,O,O,X,X
OILJZTS,X,O,O,X,O
OILJZST,X,O,O,X,X
OILSTJZ,X,O,O,O,O
OILSTZJ,X,X,X,O,X
OILSJTZ,X,O,O,O,O
