sequence,v115@PhB8BeB8DeE8DeC8Jem/IvhFChBxiBTkBcsBXrBlrB,v115@PhB8BeB8DeE8DeC8Jex/IvhFmhBCjBTkBcrBXsBlqB,v115@PhB8BeB8DeE8DeC8Jem/IvhFfmBCjBTkBUnBlmBRwB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikBXrB0rB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikB0rBXrB,v115@PhB8BeB8DeE8DeC8Jei/IvhFcmBxiB3kBTnB1wBuqB,v115@PhB8BeB8DeE8DeC8JeKEJvhFzfBFhBxiB3mBcsBWwB,v115@PhB8BeB8DeE8DeC8JeOEJvhF8kBzgBxiBSsBVwBfsB,v115@PhB8BeB8DeE8DeC8Jei/IvhF1mBxiB3kBcsBTrBuqB,v115@PhB8BeB8DeE8DeC8JeWHJvhFxiBlkBUmBikBXsBzqB,v115@PhB8BeB8DeE8DeC8JelBJvhFxkB/rBOsBTkBCoB0qB,v115@PhB8BeB8DeE8DeC8JemAJvhFUiBxkBfsBTkBCoBVwB
ISZJLOT,O,O,O,X,X,X,O,X,O,X,X,X
ISZJOTL,O,O,O,X,X,X,X,X,O,O,X,X
ISZJOLT,O,O,O,X,X,X,X,X,O,X,X,X
ISZOTLJ,O,O,O,X,X,O,O,X,O,X,X,X
ISZOTJL,O,O,O,X,X,O,X,X,O,O,X,X
ISZOLTJ,O,O,O,X,X,O,O,X,O,X,X,X
ISZOLJT,O,O,O,X,X,X,O,X,O,X,X,X
ISZOJTL,O,O,O,X,X,X,X,X,O,O,X,X
ISZOJLT,O,O,O,X,X,X,X,X,O,X,X,X
ISOTLJZ,O,O,O,O,X,O,X,X,X,X,X,X
ISOTLZJ,X,O,O,X,X,O,X,X,O,X,X,X
ISOTJLZ,O,O,O,O,O,O,X,X,X,X,X,X
ISOTJZL,X,X,O,O,O,O,X,X,X,X,X,X
ISOTZLJ,X,O,O,X,X,O,X,X,O,X,X,X
ISOTZJL,X,O,O,O,O,O,X,X,O,O,X,X
ISOLTJZ,O,O,O,O,X,O,X,X,X,X,X,X
ISOLTZJ,X,O,O,X,X,O,X,X,O,X,X,X
ISOLJTZ,O,O,O,O,X,O,X,X,X,X,X,X
ISOLJZT,O,O,O,X,X,X,X,X,X,X,X,X
ISOLZTJ,O,O,O,X,X,O,X,X,O,X,X,X
ISOLZJT,O,O,O,X,X,X,X,X,O,X,X,X
ISOJTLZ,O,O,O,O,O,O,X,X,X,X,O,X
ISOJTZL,X,X,O,O,O,O,X,X,X,X,O,X
ISOJLTZ,O,O,O,O,X,O,X,X,X,X,X,X
ISOJLZT,O,O,O,X,X,X,X,X,X,X,X,X
ISOJZTL,O,O,O,O,X,X,X,X,X,X,X,X
ISOJZLT,O,O,O,X,X,X,X,X,X,X,X,X
ISOZTLJ,O,O,O,X,X,O,X,X,O,X,X,X
ISOZTJL,O,O,O,O,O,O,X,X,O,O,X,X
ISOZLTJ,O,O,O,X,X,O,X,X,O,X,X,X
ISOZLJT,O,O,O,X,X,X,X,X,O,X,X,X
ISOZJTL,O,O,O,O,O,X,X,X,O,O,X,X
ISOZJLT,O,O,O,X,X,X,X,X,O,X,X,X
IZTLJSO,O,X,X,X,X,X,X,O,X,X,X,X
IZTLJOS,O,X,X,X,X,X,X,O,X,X,X,X
IZTLSJO,X,X,X,X,X,X,O,X,X,X,X,X
IZTLSOJ,X,X,X,X,X,X,O,X,X,X,X,X
IZTLOJS,O,X,X,X,X,X,X,O,X,X,X,X
IZTLOSJ,X,X,X,X,X,X,O,X,X,X,X,X
IZTJLSO,O,X,X,X,X,X,X,O,X,X,X,X
IZTJLOS,O,X,X,X,X,X,X,O,X,X,X,X
IZTJSLO,O,X,X,X,X,X,X,X,X,X,X,O
IZTJSOL,X,X,X,X,X,X,X,X,X,X,X,O
IZTJOLS,X,X,X,X,O,X,X,O,X,X,X,X
IZTJOSL,X,X,X,X,O,X,X,X,X,X,X,X
IZTSLJO,O,X,X,X,X,X,O,X,X,O,X,O
IZTSLOJ,O,X,X,X,X,X,O,X,O,X,X,X
IZTSJLO,O,X,X,X,X,X,O,X,X,O,X,O
IZTSJOL,X,X,X,X,X,X,X,X,X,O,X,O
IZTSOLJ,O,X,X,X,X,X,O,X,O,X,X,X
IZTSOJL,O,X,X,X,X,X,X,X,O,O,X,O
IZTOLJS,O,X,X,X,O,X,X,O,X,X,X,X
IZTOLSJ,X,X,X,X,X,X,X,X,O,X,X,X
IZTOJLS,O,X,X,O,O,X,X,O,X,X,X,X
IZTOJSL,O,X,X,O,O,X,X,X,O,X,X,X
IZTOSLJ,O,X,X,X,X,X,X,X,O,X,X,X
IZTOSJL,O,X,X,O,O,X,X,X,O,X,X,X
IZLTJSO,O,X,X,X,X,X,X,X,X,X,X,X
IZLTJOS,O,X,X,X,X,X,X,X,X,X,X,X
IZLTSJO,X,X,X,X,X,X,O,X,X,X,X,X
IZLTSOJ,X,X,X,X,X,X,O,X,X,X,X,X
IZLTOJS,O,X,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,X,X,X,X,X,X,O,X,X,X,X,X
IZLJTSO,O,X,X,X,X,X,X,X,X,X,X,X
IZLJTOS,O,X,X,X,X,X,X,X,X,X,X,X
IZLJSTO,O,X,X,X,X,X,O,X,X,X,X,X
IZLJSOT,O,X,X,X,X,X,O,X,X,X,X,X
IZLJOTS,O,X,X,X,X,X,X,X,X,X,X,X
IZLJOST,O,X,X,X,X,X,O,X,X,X,X,X
IZLSTJO,O,X,X,X,X,X,O,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,X,O,X,O,X,X,X
IZLSJTO,O,X,X,X,X,X,O,X,X,X,X,X
IZLSJOT,O,X,X,X,X,X,O,X,O,X,X,X
IZLSOTJ,O,X,X,X,X,X,O,X,O,X,X,X
IZLSOJT,O,X,O,X,X,X,O,X,O,X,X,X
IZLOTJS,O,X,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,X,X,X,X,X,O,X,O,X,X,X
IZLOJTS,O,X,X,X,X,X,X,X,X,X,X,X
IZLOJST,O,X,O,X,X,X,O,X,X,X,X,X
IZLOSTJ,O,X,X,X,X,X,O,X,O,X,X,X
IZLOSJT,O,X,O,X,X,X,O,X,O,X,X,X
IZJTLSO,O,X,X,X,X,X,X,O,X,X,X,X
IZJTLOS,O,X,X,X,X,X,X,O,X,X,X,X
IZJTSLO,O,X,X,X,X,X,X,X,X,X,X,O
IZJTSOL,X,X,X,X,X,X,X,X,X,X,X,O
IZJTOLS,X,X,X,X,O,X,X,O,X,X,X,X
IZJTOSL,X,X,X,X,O,X,X,X,X,X,X,X
IZJLTSO,O,X,X,X,X,X,X,X,X,X,X,X
IZJLTOS,O,X,X,X,X,X,X,X,X,X,X,X
IZJLSTO,O,X,X,X,X,X,O,X,X,X,X,X
IZJLSOT,O,X,X,X,X,X,O,X,X,X,X,X
IZJLOTS,O,X,X,X,X,X,X,X,X,X,X,X
IZJLOST,O,X,X,X,X,X,O,X,X,X,X,X
IZJSTLO,O,X,X,X,X,X,O,X,X,X,O,X
IZJSTOL,X,X,X,X,X,X,X,X,X,X,O,X
IZJSLTO,O,X,X,X,X,X,O,X,X,X,X,X
IZJSLOT,O,X,X,X,X,X,O,X,O,X,X,X
IZJSOTL,O,X,X,X,X,X,X,X,O,X,X,X
IZJSOLT,O,X,X,X,X,X,X,X,O,X,X,X
IZJOTLS,O,X,X,X,O,X,X,O,X,X,X,X
IZJOTSL,O,X,X,X,O,X,X,X,O,X,X,X
IZJOLTS,O,X,X,X,O,X,X,X,X,X,X,X
IZJOLST,O,X,X,X,X,X,X,X,X,X,X,X
IZJOSTL,O,X,X,X,O,X,X,X,O,X,X,X
IZJOSLT,O,X,X,X,X,X,X,X,O,X,X,X
IZSTLJO,O,X,X,X,X,X,O,X,X,O,X,X
IZSTLOJ,O,X,X,X,X,X,O,X,O,X,X,X
IZSTJLO,O,X,X,X,X,X,O,X,X,O,X,X
IZSTJOL,X,X,X,X,X,X,X,X,X,O,X,X
IZSTOLJ,O,X,X,X,X,X,O,X,O,X,X,X
IZSTOJL,O,X,X,X,X,X,X,X,O,O,X,X
IZSLTJO,O,X,X,X,X,X,O,X,X,O,X,X
IZSLTOJ,O,X,X,X,X,X,O,X,O,X,X,X
IZSLJTO,O,X,X,X,X,X,O,X,X,O,X,X
IZSLJOT,O,O,X,X,X,X,O,X,O,X,X,X
IZSLOTJ,O,O,X,X,X,O,O,X,O,X,X,X
IZSLOJT,O,O,O,X,X,X,O,X,O,X,X,X
IZSJTLO,O,X,X,X,X,X,O,X,X,O,O,X
IZSJTOL,X,X,X,X,X,X,X,X,X,O,O,X
IZSJLTO,O,X,X,X,X,X,O,X,X,O,X,X
IZSJLOT,O,O,X,X,X,X,O,X,O,X,X,X
IZSJOTL,O,O,X,X,X,X,X,X,O,O,X,X
IZSJOLT,O,O,X,X,X,X,X,X,O,X,X,X
IZSOTLJ,O,O,X,X,X,O,O,X,O,X,X,X
IZSOTJL,O,O,X,X,X,O,X,X,O,O,X,X
IZSOLTJ,O,O,X,X,X,O,O,X,O,X,X,X
IZSOLJT,O,O,O,X,X,X,O,X,O,X,X,X
IZSOJTL,O,O,X,X,X,X,X,X,O,O,X,X
IZSOJLT,O,O,O,X,X,X,X,X,O,X,X,X
IZOTLJS,O,X,X,X,O,X,X,O,X,X,X,X
IZOTLSJ,X,X,X,X,X,O,X,X,O,X,X,X
IZOTJLS,O,X,X,O,O,X,X,O,X,X,X,X
IZOTJSL,O,X,X,O,O,O,X,X,O,X,X,X
IZOTSLJ,O,O,X,X,X,O,X,X,O,X,X,X
IZOTSJL,O,O,X,O,O,O,X,X,O,X,X,X
IZOLTJS,O,X,X,X,O,X,X,X,X,X,X,X
IZOLTSJ,X,X,X,X,X,X,O,X,O,X,X,X
IZOLJTS,O,X,X,X,O,X,X,X,X,X,X,X
IZOLJST,O,X,O,X,X,X,O,X,X,X,X,X
IZOLSTJ,O,O,X,X,X,X,O,X,O,X,X,X
IZOLSJT,O,O,O,X,X,X,O,X,O,X,X,X
IZOJTLS,O,X,X,O,O,X,X,O,X,X,X,X
IZOJTSL,O,X,X,O,O,X,X,X,O,X,X,X
IZOJLTS,O,X,X,X,O,X,X,X,X,X,X,X
IZOJLST,O,X,O,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,X,X,O,X,X,X,O,X,X,X
IZOJSLT,O,O,O,X,X,X,X,X,O,X,X,X
IZOSTLJ,O,O,X,X,X,O,O,X,O,X,X,X
IZOSTJL,O,O,X,O,O,O,X,X,O,X,X,X
IZOSLTJ,O,O,X,X,X,O,O,X,O,X,X,X
IZOSLJT,O,O,O,X,X,X,O,X,O,X,X,X
IZOSJTL,O,O,X,O,O,X,X,X,O,X,X,X
IZOSJLT,O,O,O,X,X,X,X,X,O,X,X,X
IOTLJSZ,O,X,X,O,O,X,X,X,X,X,X,X
IOTLJZS,O,X,X,O,O,X,X,X,X,X,X,X
IOTLSJZ,X,O,X,O,X,O,X,X,X,X,X,X
IOTLSZJ,X,O,X,X,X,O,X,X,X,X,X,X
IOTLZJS,X,X,X,X,O,X,X,O,X,X,X,X
IOTLZSJ,X,X,X,X,X,O,X,X,X,X,X,X
IOTJLSZ,O,X,X,O,O,X,X,X,X,X,X,X
IOTJLZS,O,X,X,O,O,X,X,X,X,X,X,X
IOTJSLZ,O,X,X,O,O,O,X,X,X,X,X,X
IOTJSZL,X,X,X,O,O,O,X,X,X,X,X,O
IOTJZLS,O,X,X,O,O,X,X,X,X,X,X,X
IOTJZSL,O,X,X,O,O,O,X,X,X,X,X,X
IOTSLJZ,O,O,X,O,X,O,X,X,X,X,X,X
IOTSLZJ,X,O,X,X,X,O,X,X,O,X,X,X
IOTSJLZ,O,O,X,O,O,O,X,X,X,X,X,X
IOTSJZL,X,X,X,O,O,O,X,X,X,X,X,O
IOTSZLJ,X,O,X,X,X,O,X,X,O,X,X,X
IOTSZJL,X,O,X,O,O,O,X,X,O,O,X,O
IOTZLJS,O,X,X,X,O,X,X,O,X,X,X,X
IOTZLSJ,X,X,X,X,X,O,X,X,O,X,X,X
IOTZJLS,O,X,X,O,O,X,X,O,X,X,X,X
IOTZJSL,O,X,X,O,O,O,X,X,O,X,X,X
IOTZSLJ,O,O,X,X,X,O,X,X,O,X,X,X
IOTZSJL,O,O,X,O,O,O,X,X,O,X,X,X
IOLTJSZ,O,X,O,O,O,X,X,X,X,X,X,X
IOLTJZS,O,X,O,O,O,X,X,X,X,X,X,X
IOLTSJZ,X,O,O,O,X,O,X,X,X,X,X,X
IOLTSZJ,X,O,O,X,X,O,X,X,X,X,X,X
IOLTZJS,X,X,O,X,O,X,X,X,X,X,X,X
IOLTZSJ,X,X,O,X,X,O,O,X,X,X,X,X
IOLJTSZ,O,X,O,O,O,X,X,X,X,X,X,X
IOLJTZS,O,X,O,O,O,X,X,X,X,X,X,X
IOLJSTZ,O,O,O,X,X,X,X,X,X,X,X,X
IOLJSZT,O,O,O,X,X,X,X,X,X,X,X,X
IOLJZTS,O,X,O,X,X,X,X,X,X,X,X,X
IOLJZST,O,X,O,X,X,X,O,X,X,X,X,X
IOLSTJZ,O,O,O,O,X,O,X,X,X,X,X,X
IOLSTZJ,X,O,O,X,X,O,X,X,X,X,X,X
IOLSJTZ,O,O,O,O,X,O,X,X,X,X,X,X
IOLSJZT,O,O,O,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,O,O,X,X,O,O,X,X,X,X,X
IOLSZJT,O,O,O,X,X,X,O,X,X,X,X,X
IOLZTJS,O,X,O,X,O,X,X,X,X,X,X,X
IOLZTSJ,X,X,O,X,X,X,O,X,X,X,X,X
IOLZJTS,O,X,O,X,O,X,X,X,X,X,X,X
IOLZJST,O,X,O,X,X,X,O,X,X,X,X,X
IOLZSTJ,O,O,O,X,X,X,O,X,X,X,X,X
IOLZSJT,O,O,O,X,X,X,O,X,X,X,X,X
IOJTLSZ,O,X,X,O,O,X,X,X,X,X,X,X
IOJTLZS,O,X,X,O,O,X,X,X,X,X,X,X
IOJTSLZ,O,X,X,O,O,O,X,X,X,X,X,X
IOJTSZL,X,X,X,O,O,O,X,X,X,X,X,O
IOJTZLS,O,X,X,O,O,X,X,X,X,X,X,X
IOJTZSL,O,X,X,O,O,O,X,X,X,X,X,X
IOJLTSZ,O,X,O,O,O,X,X,X,X,X,X,X
IOJLTZS,O,X,O,O,O,X,X,X,X,X,X,X
IOJLSTZ,O,O,O,X,X,X,X,X,X,X,X,X
IOJLSZT,O,O,O,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,O,X,X,X,X,X,X,X,X,X
IOJLZST,O,X,O,X,X,X,X,X,X,X,X,X
IOJSTLZ,O,O,O,O,O,O,X,X,X,X,O,X
IOJSTZL,X,X,O,O,O,O,X,X,X,X,O,X
IOJSLTZ,O,O,O,O,X,O,X,X,X,X,X,X
IOJSLZT,O,O,O,X,X,X,X,X,X,X,X,X
IOJSZTL,O,O,O,O,X,X,X,X,X,X,X,X
IOJSZLT,O,O,O,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,O,O,X,X,X,X,X,X,X
IOJZTSL,O,X,X,O,O,X,X,X,X,X,X,X
IOJZLTS,O,X,X,X,O,X,X,X,X,X,X,X
IOJZLST,O,X,O,X,X,X,X,X,X,X,X,X
IOJZSTL,O,O,X,X,O,X,X,X,X,X,X,X
IOJZSLT,O,O,O,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,O,X,O,X,X,X,X,X,X
IOSTLZJ,X,O,O,X,X,O,X,X,O,X,X,X
IOSTJLZ,O,O,O,O,O,O,X,X,X,X,X,X
IOSTJZL,X,X,O,O,O,O,X,X,X,X,X,X
IOSTZLJ,X,O,O,X,X,O,X,X,O,X,X,X
IOSTZJL,X,O,O,O,O,O,X,X,O,O,X,X
IOSLTJZ,O,O,O,O,X,O,X,X,X,X,X,X
IOSLTZJ,X,O,O,X,X,O,X,X,O,X,X,X
IOSLJTZ,O,O,O,O,X,O,X,X,X,X,X,X
IOSLJZT,O,O,O,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,O,O,X,X,O,X,X,O,X,X,X
IOSLZJT,O,O,O,X,X,X,X,X,O,X,X,X
IOSJTLZ,O,O,O,O,O,O,X,X,X,X,O,X
IOSJTZL,X,X,O,O,O,O,X,X,X,X,O,X
IOSJLTZ,O,O,O,O,X,O,X,X,X,X,X,X
IOSJLZT,O,O,O,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,O,O,X,X,X,X,X,X,X,X
IOSJZLT,O,O,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,O,O,X,X,O,X,X,O,X,X,X
IOSZTJL,O,O,O,O,O,O,X,X,O,O,X,X
IOSZLTJ,O,O,O,X,X,O,X,X,O,X,X,X
IOSZLJT,O,O,O,X,X,X,X,X,O,X,X,X
IOSZJTL,O,O,O,O,O,X,X,X,O,O,X,X
IOSZJLT,O,O,O,X,X,X,X,X,O,X,X,X
IOZTLJS,O,X,X,X,O,X,X,O,X,X,X,X
IOZTLSJ,X,X,X,X,X,O,X,X,O,X,X,X
IOZTJLS,O,X,X,O,O,X,X,O,X,X,X,X
IOZTJSL,O,X,X,O,O,O,X,X,O,X,X,X
IOZTSLJ,O,O,X,X,X,O,X,X,O,X,X,X
IOZTSJL,O,O,X,O,O,O,X,X,O,X,X,X
IOZLTJS,O,X,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,X,X,X,O,X,O,X,X,X
IOZLJTS,O,X,X,X,O,X,X,X,X,X,X,X
IOZLJST,O,X,O,X,X,X,O,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,X,O,X,O,X,X,X
IOZLSJT,O,O,O,X,X,X,O,X,O,X,X,X
IOZJTLS,O,X,X,O,O,X,X,O,X,X,X,X
IOZJTSL,O,X,X,O,O,X,X,X,O,X,X,X
IOZJLTS,O,X,X,X,O,X,X,X,X,X,X,X
IOZJLST,O,X,O,X,X,X,X,X,X,X,X,X
IOZJSTL,O,O,X,X,O,X,X,X,O,X,X,X
IOZJSLT,O,O,O,X,X,X,X,X,O,X,X,X
IOZSTLJ,O,O,X,X,X,O,O,X,O,X,X,X
IOZSTJL,O,O,X,O,O,O,X,X,O,X,X,X
IOZSLTJ,O,O,X,X,X,O,O,X,O,X,X,X
IOZSLJT,O,O,O,X,X,X,O,X,O,X,X,X
IOZSJTL,O,O,X,O,O,X,X,X,O,X,X,X
IOZSJLT,O,O,O,X,X,X,X,X,O,X,X,X
LTIJSZO,O,X,X,X,X,X,X,X,X,X,X,O
LTIJSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,O,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,O,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,X,X,X,X,X,X,X,X,X,X,X,O
LTISJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,X,X,X,X,X,X,X,X,X,O,X,O
LTISZOJ,X,X,O,X,X,X,X,X,X,X,X,X
LTISOJZ,X,X,O,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,O,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,X,X,X,O,X,X,X,X
LTIZJOS,X,X,X,X,X,X,X,O,X,X,X,X
LTIZSJO,X,X,X,X,X,X,O,X,X,X,X,X
LTIZSOJ,X,X,O,X,X,X,O,X,X,X,X,X
LTIZOJS,X,X,O,X,X,X,X,O,X,X,X,X
LTIZOSJ,X,X,O,X,X,X,O,X,X,X,X,X
LTIOJSZ,O,X,O,O,O,X,X,X,X,X,X,X
LTIOJZS,O,X,O,O,O,X,X,X,X,X,X,X
LTIOSJZ,X,X,O,O,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,O,X,X,X,X,X,X,X,X,X
LTIOZJS,X,X,O,X,O,X,X,O,X,X,X,X
LTIOZSJ,X,X,O,X,X,X,O,X,X,X,X,X
LTJISZO,O,X,X,X,X,X,X,X,X,X,X,O
LTJISOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,O,X,X,X,X,X,X,X,X,X,X,O
LTJSIOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X,X,X,X,X,X,O
LTJSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,O,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,O,X,X,X,X,X,X,X,X
LTJZISO,O,X,X,X,X,X,X,O,X,X,X,X
LTJZIOS,O,X,X,X,X,X,X,O,X,X,X,X
LTJZSIO,X,X,X,X,X,X,X,O,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,O,X,X,X,X
LTJZOIS,X,X,X,X,O,X,X,O,X,X,X,X
LTJZOSI,X,X,X,X,O,X,X,O,X,X,X,X
LTJOISZ,X,X,X,O,O,X,X,X,X,X,X,X
LTJOIZS,X,X,X,O,O,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,O,O,X,X,X,X,X,X,X
LTJOSZI,X,X,X,O,O,X,X,X,X,X,X,X
LTJOZIS,X,X,X,O,O,X,X,O,X,X,X,X
LTJOZSI,X,X,X,O,O,X,X,O,X,X,X,X
LTSIJZO,O,X,X,X,X,X,X,X,X,X,X,O
LTSIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,X,X,X,X,X,X,X,X,X,O,X,O
LTSIZOJ,X,X,O,X,X,O,X,X,X,X,X,X
LTSIOJZ,O,X,O,X,X,O,X,X,X,X,X,X
LTSIOZJ,X,X,O,X,X,O,X,X,X,X,X,X
LTSJIZO,O,X,X,X,X,X,X,X,X,X,X,O
LTSJIOZ,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,X,X,X,X,X,X,X,O
LTSJZOI,X,X,X,X,X,O,X,X,X,X,X,X
LTSJOIZ,X,O,X,O,X,O,X,X,X,X,X,X
LTSJOZI,X,X,X,O,X,O,X,X,X,X,X,X
LTSZIJO,O,X,X,X,X,X,X,X,X,O,X,O
LTSZIOJ,O,X,X,X,X,O,X,X,X,X,X,X
LTSZJIO,O,X,X,X,X,X,X,O,X,O,X,O
LTSZJOI,X,O,X,X,X,O,X,O,X,O,X,X
LTSZOIJ,O,O,X,X,X,O,X,X,X,X,X,X
LTSZOJI,O,O,O,X,X,O,X,O,X,X,X,X
LTSOIJZ,O,O,O,O,X,O,X,X,X,X,X,X
LTSOIZJ,X,O,O,X,X,O,X,X,X,X,X,X
LTSOJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LTSOJZI,O,X,O,O,X,O,X,X,X,X,X,X
LTSOZIJ,O,O,X,X,X,O,X,X,X,X,X,X
LTSOZJI,O,O,O,X,X,O,X,O,X,X,X,X
LTZIJSO,O,X,X,X,X,X,X,O,X,X,X,X
LTZIJOS,O,X,X,X,X,X,X,O,X,X,X,X
LTZISJO,X,X,X,X,X,X,O,X,X,X,X,X
LTZISOJ,X,X,X,X,X,X,O,X,X,X,X,X
LTZIOJS,O,X,X,X,X,X,X,O,X,X,X,X
LTZIOSJ,X,X,X,X,X,X,O,X,X,X,X,X
LTZJISO,O,X,X,X,X,X,X,O,X,X,X,X
LTZJIOS,O,X,X,X,X,X,X,O,X,X,X,X
LTZJSIO,X,X,X,X,X,X,X,O,X,X,X,X
LTZJSOI,X,X,X,X,X,X,X,O,X,X,X,X
LTZJOIS,X,X,X,X,O,X,X,O,X,X,X,X
LTZJOSI,X,X,X,X,O,X,X,O,X,X,X,X
LTZSIJO,X,X,X,X,X,X,O,X,X,O,X,X
LTZSIOJ,X,X,X,X,X,O,O,X,X,X,X,X
LTZSJIO,X,X,X,X,X,X,O,O,X,O,X,X
LTZSJOI,X,X,X,X,X,O,O,O,X,O,X,X
LTZSOIJ,X,X,X,X,X,O,O,X,X,X,X,X
LTZSOJI,X,X,O,X,X,O,O,O,X,X,X,X
LTZOIJS,O,X,X,X,O,X,X,O,X,X,X,X
LTZOISJ,X,X,X,X,X,O,O,X,X,X,X,X
LTZOJIS,O,X,X,X,O,X,X,O,X,X,X,X
LTZOJSI,X,X,O,X,O,X,X,O,X,X,X,X
LTZOSIJ,X,X,X,X,X,O,O,X,X,X,X,X
LTZOSJI,X,X,O,X,X,O,O,O,X,X,X,X
LTOIJSZ,O,X,O,O,O,X,X,X,X,X,X,X
LTOIJZS,O,X,O,O,O,X,X,X,X,X,X,X
LTOISJZ,X,O,O,O,X,O,X,X,X,X,X,X
LTOISZJ,X,O,O,X,X,O,X,X,X,X,X,X
LTOIZJS,X,X,O,X,O,X,X,O,X,X,X,X
LTOIZSJ,X,X,O,X,X,O,O,X,X,X,X,X
LTOJISZ,O,X,O,O,O,X,X,X,X,X,X,X
LTOJIZS,O,X,O,O,O,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,O,O,X,X,X,X,X,X,X
LTOJSZI,O,X,O,O,O,X,X,X,X,X,X,X
LTOJZIS,O,X,X,O,O,X,X,O,X,X,X,X
LTOJZSI,X,X,O,O,O,X,X,O,X,X,X,X
LTOSIJZ,O,O,O,O,X,O,X,X,X,X,X,X
LTOSIZJ,X,O,O,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LTOSJZI,O,X,O,O,X,O,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,X,O,X,X,X,X,X,X
LTOSZJI,O,O,O,X,X,O,X,O,X,X,X,X
LTOZIJS,O,X,X,X,O,X,X,O,X,X,X,X
LTOZISJ,X,X,X,X,X,O,O,X,X,X,X,X
LTOZJIS,O,X,X,X,O,X,X,O,X,X,X,X
LTOZJSI,X,X,O,X,O,X,X,O,X,X,X,X
LTOZSIJ,X,X,X,X,X,O,O,X,X,X,X,X
LTOZSJI,X,X,O,X,X,O,O,O,X,X,X,X
LITJSZO,O,X,X,X,X,X,X,X,X,X,X,O
LITJSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,O,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,O,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,X,X,X,X,X,X,X,X,X,X,O
LITSJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,X,X,X,X,X,O,X,O
LITSZOJ,X,X,O,X,X,X,X,X,X,X,X,X
LITSOJZ,X,X,O,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,O,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,X,O,X,X,X,X,X
LITZSOJ,X,X,O,X,X,X,O,X,X,X,X,X
LITZOJS,X,X,O,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,O,X,X,X,O,X,X,X,X,X
LITOJSZ,O,X,O,O,O,X,X,X,X,X,X,X
LITOJZS,O,X,O,O,O,X,X,X,X,X,X,X
LITOSJZ,X,X,O,O,X,X,X,X,X,X,X,X
LITOSZJ,X,X,O,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,O,X,O,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,X,X,O,X,X,X,X,X
