sequence,v115@MhB8CeA8DeC8BeB8DeD8Jei/IvhFRhBziB+oBfqBUr?BlqB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFihBziB+oB0lBFl?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFUgBRhBKrBFoBGo?BTqB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihBXlBFoB0lBGo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFRhBGjBKrBUoBFq?B/qB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFRhBziB+oBlqBaq?BUrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihB0lBGoBXlBFo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Jex/IvhFCjB0kBToB3qBmq?BlrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFGjBllBUoBXlBim?BxvB
LTSJOIZ,O,O,O,O,X,O,X,X,X
LTSJOZI,O,X,O,O,X,O,X,X,X
LTSZIJO,O,X,O,X,O,X,X,X,X
LTSZIOJ,X,X,O,X,O,X,X,X,X
LTSZJIO,O,X,O,X,O,X,X,X,X
LTSZJOI,O,X,O,X,O,X,X,X,X
LTSZOIJ,X,X,O,O,O,X,X,X,X
LTSZOJI,X,X,O,O,O,X,X,X,X
LTSOIJZ,X,X,O,O,X,X,X,X,X
LTSOIZJ,X,X,O,O,X,X,X,X,X
LTSOJIZ,X,X,O,O,X,X,X,X,X
LTSOJZI,X,X,O,O,X,X,X,X,X
LTSOZIJ,X,X,O,O,O,X,X,X,X
LTSOZJI,X,X,O,O,O,X,X,X,X
LTZIJSO,X,X,X,X,O,X,X,X,X
LTZIJOS,O,X,X,X,O,X,X,X,X
LTZISJO,X,X,O,X,O,X,X,X,X
LTZISOJ,X,X,O,O,O,X,X,X,X
LTZIOJS,X,X,X,X,O,X,X,X,X
LTZIOSJ,X,X,O,O,O,X,X,X,X
LTZJISO,X,X,X,X,O,X,X,X,X
LTZJIOS,O,X,X,X,O,X,X,X,X
LTZJSIO,X,X,X,X,O,X,X,X,X
LTZJSOI,X,X,X,X,O,X,X,X,X
LTZJOIS,O,X,X,X,O,X,X,X,X
LTZJOSI,X,X,X,X,O,X,X,X,X
LTZSIJO,X,X,O,X,O,X,X,X,X
LTZSIOJ,X,X,O,X,O,X,X,X,X
LTZSJIO,X,X,O,X,O,X,X,X,X
LTZSJOI,X,X,O,X,O,X,X,X,X
LTZSOIJ,X,X,O,O,O,X,X,X,X
LTZSOJI,X,X,O,O,O,X,X,X,X
LTZOIJS,X,X,X,X,O,X,X,X,X
LTZOISJ,X,X,O,O,O,X,X,X,X
LTZOJIS,X,X,X,X,O,X,X,X,X
LTZOJSI,X,X,X,X,O,X,X,X,X
LTZOSIJ,X,X,O,O,O,X,X,X,X
LTZOSJI,X,X,O,O,O,X,X,X,X
LTOIJSZ,X,X,O,O,X,X,X,X,X
LTOIJZS,X,X,X,X,X,X,O,X,X
LTOISJZ,X,X,O,O,X,X,X,X,X
LTOISZJ,X,X,O,O,X,X,X,X,X
LTOIZJS,X,X,X,X,O,X,O,X,X
LTOIZSJ,X,X,O,O,O,X,X,X,X
LTOJISZ,X,X,O,O,X,X,X,X,X
LTOJIZS,X,X,X,X,X,X,O,X,X
LTOJSIZ,X,X,O,O,X,X,X,X,X
LTOJSZI,X,X,O,O,X,X,X,X,X
LTOJZIS,X,X,X,X,O,X,X,X,X
LTOJZSI,X,X,X,X,O,X,X,X,X
LTOSIJZ,X,X,O,O,X,X,X,X,X
LTOSIZJ,X,X,O,O,X,X,X,X,X
LTOSJIZ,X,X,O,O,X,X,X,X,X
LTOSJZI,X,X,O,O,X,X,X,X,X
LTOSZIJ,X,X,O,O,O,X,X,X,X
LTOSZJI,X,X,O,O,O,X,X,X,X
LTOZIJS,X,X,X,X,O,X,X,X,X
LTOZISJ,X,X,O,O,O,X,X,X,X
LTOZJIS,X,X,X,X,O,X,X,X,X
LTOZJSI,X,X,X,X,O,X,X,X,X
LTOZSIJ,X,X,O,O,O,X,X,X,X
LTOZSJI,X,X,O,O,O,X,X,X,X
LITJSZO,X,O,O,X,X,O,X,X,X
LITJSOZ,X,O,X,O,X,O,X,X,X
LITJZSO,X,O,X,X,X,X,X,X,X
LITJZOS,X,O,X,X,X,X,O,X,X
LITJOSZ,O,O,O,O,X,O,X,X,X
LITJOZS,O,O,X,X,X,X,O,X,X
LITSJZO,X,O,O,X,X,O,X,X,X
LITSJOZ,X,O,X,O,X,O,X,X,X
LITSZJO,X,O,O,X,X,X,X,X,X
LITSZOJ,X,X,O,O,X,X,X,X,X
LITSOJZ,X,X,O,O,X,X,X,X,X
LITSOZJ,X,X,O,O,X,X,X,X,X
LITZJSO,X,O,X,X,O,X,X,X,X
LITZJOS,X,O,X,X,O,X,O,X,O
LITZSJO,X,O,O,X,O,X,X,X,X
LITZSOJ,X,X,O,O,O,X,X,X,X
LITZOJS,X,X,X,X,O,X,O,X,O
LITZOSJ,X,X,O,O,O,X,X,X,X
LITOJSZ,X,X,O,O,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,O,X,X
LITOSJZ,X,X,O,O,X,X,X,X,X
LITOSZJ,X,X,O,O,X,X,X,X,X
LITOZJS,X,X,X,X,O,X,O,X,O
LITOZSJ,X,X,O,O,O,X,X,X,X
LIJTSZO,X,O,O,X,X,O,X,X,X
LIJTSOZ,X,O,X,O,X,O,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,O,X,X
LIJTOSZ,O,O,O,O,X,O,X,X,X
LIJTOZS,O,O,X,X,X,X,O,X,X
LIJSTZO,X,O,O,X,X,X,X,X,X
LIJSTOZ,O,O,X,O,X,X,X,X,X
LIJSZTO,O,O,O,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,O,X,X
LIJSOTZ,O,O,X,O,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,O,X,X
LIJZTSO,X,O,X,X,X,X,X,X,X
LIJZTOS,O,O,X,X,X,X,O,X,X
LIJZSTO,O,O,X,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,O,X,X
LIJZOTS,O,O,X,X,X,X,O,X,X
LIJZOST,O,O,X,X,X,X,O,X,X
LIJOTSZ,O,O,O,O,X,O,X,X,X
LIJOTZS,O,O,X,X,X,X,O,X,X
LIJOSTZ,O,O,O,O,X,X,X,X,X
LIJOSZT,O,O,O,X,X,X,O,X,X
LIJOZTS,O,O,X,X,X,X,O,X,X
LIJOZST,O,O,X,X,X,X,O,X,X
LISTJZO,X,O,O,X,X,X,X,X,X
LISTJOZ,O,O,X,O,X,X,X,X,X
LISTZJO,X,O,O,X,X,X,X,X,X
LISTZOJ,X,X,O,O,X,X,X,X,X
LISTOJZ,X,X,O,O,X,X,X,X,X
LISTOZJ,X,X,O,O,X,X,X,X,X
LISJTZO,X,O,O,X,X,X,X,X,X
LISJTOZ,O,O,X,O,X,X,X,X,X
LISJZTO,O,O,O,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,O,X,X
LISJOTZ,O,O,X,O,X,X,X,X,X
LISJOZT,O,O,X,X,X,X,O,X,X
LISZTJO,O,O,O,X,X,X,X,X,X
LISZTOJ,X,X,O,O,X,X,X,X,X
LISZJTO,O,O,O,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,O,X,X
LISZOTJ,X,X,O,O,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,O,X,X
LISOTJZ,X,X,O,O,X,X,X,X,X
LISOTZJ,X,X,O,O,X,X,X,X,X
LISOJTZ,O,O,O,O,X,X,X,X,X
LISOJZT,O,O,O,X,X,X,O,X,X
LISOZTJ,X,X,O,O,X,X,X,X,X
LISOZJT,X,O,O,X,X,X,O,X,X
LIZTJSO,X,O,X,X,O,X,X,X,X
LIZTJOS,O,O,X,X,O,X,O,X,O
LIZTSJO,X,O,O,X,O,X,X,X,X
LIZTSOJ,X,X,O,O,O,X,X,X,X
LIZTOJS,X,X,X,X,O,X,O,X,O
LIZTOSJ,X,X,O,O,O,X,X,X,X
LIZJTSO,X,O,X,X,O,X,X,X,X
LIZJTOS,O,O,X,X,O,X,O,X,O
LIZJSTO,O,O,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,O,X,X
LIZJOTS,O,O,X,X,O,X,O,X,O
LIZJOST,O,O,X,X,X,X,O,X,X
LIZSTJO,O,O,O,X,X,X,X,X,X
LIZSTOJ,X,X,O,O,X,X,X,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,O,X,X
LIZSOTJ,X,X,O,O,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,O,X,X
LIZOTJS,X,X,X,X,O,X,O,X,O
LIZOTSJ,X,X,O,O,O,X,X,X,X
LIZOJTS,O,O,X,X,O,X,O,X,O
LIZOJST,O,O,X,X,X,X,O,X,X
LIZOSTJ,X,X,O,O,X,X,X,X,X
LIZOSJT,X,O,O,X,X,X,O,X,X
LIOTJSZ,X,X,O,O,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,O,X,X
LIOTSJZ,X,X,O,O,X,X,X,X,X
LIOTSZJ,X,X,O,O,X,X,X,X,X
LIOTZJS,X,X,X,X,O,X,O,X,O
LIOTZSJ,X,X,O,O,O,X,X,X,X
LIOJTSZ,O,O,O,O,X,X,X,X,X
LIOJTZS,O,O,X,X,X,X,O,X,X
LIOJSTZ,O,O,O,O,X,X,X,X,X
LIOJSZT,O,O,O,X,X,X,O,X,X
LIOJZTS,O,O,X,X,X,X,O,X,X
LIOJZST,O,O,X,X,X,X,O,X,X
LIOSTJZ,X,X,O,O,X,X,X,X,X
LIOSTZJ,X,X,O,O,X,X,X,X,X
LIOSJTZ,X,O,O,O,X,X,X,X,X
LIOSJZT,X,O,O,X,X,X,O,X,X
LIOSZTJ,X,X,O,O,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,O,X,X
LIOZTJS,X,X,X,X,O,X,O,X,O
LIOZTSJ,X,X,O,O,O,X,X,X,X
LIOZJTS,X,O,X,X,O,X,O,X,O
LIOZJST,X,O,X,X,X,X,O,X,X
LIOZSTJ,X,X,O,O,X,X,X,X,X
LIOZSJT,X,O,O,X,X,X,O,X,X
LJTISZO,X,O,O,X,X,O,X,X,X
LJTISOZ,X,O,X,O,X,O,X,X,X
LJTIZSO,X,O,X,X,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,O,X,X
LJTIOSZ,O,O,O,O,X,O,X,X,X
LJTIOZS,O,O,X,X,X,X,O,X,X
LJTSIZO,X,O,O,X,X,O,X,X,X
LJTSIOZ,O,O,X,X,X,O,X,X,X
LJTSZIO,O,X,O,X,X,O,X,X,X
LJTSZOI,O,X,O,X,X,O,X,X,X
LJTSOIZ,O,O,O,O,X,O,X,X,X
LJTSOZI,O,X,O,O,X,O,X,X,X
LJTZISO,X,X,X,X,O,X,X,X,X
LJTZIOS,O,X,X,X,O,X,X,X,X
LJTZSIO,X,X,X,X,O,X,X,X,X
LJTZSOI,X,X,X,X,O,X,X,X,X
LJTZOIS,O,X,X,X,O,X,X,X,X
LJTZOSI,X,X,X,X,O,X,X,X,X
LJTOISZ,O,O,O,O,X,O,X,X,X
LJTOIZS,O,O,X,X,X,X,O,X,X
LJTOSIZ,O,O,O,O,X,O,X,X,X
LJTOSZI,O,X,O,O,X,O,X,X,X
LJTOZIS,O,X,X,X,O,X,X,X,X
LJTOZSI,X,X,X,X,O,X,X,X,X
LJITSZO,X,O,O,X,X,O,X,X,X
LJITSOZ,X,O,X,O,X,O,X,X,X
LJITZSO,X,O,X,X,X,X,X,X,X
LJITZOS,X,O,X,X,X,X,O,X,X
LJITOSZ,O,O,O,O,X,O,X,X,X
LJITOZS,O,O,X,X,X,X,O,X,X
LJISTZO,X,O,O,X,X,X,X,X,X
LJISTOZ,O,O,X,O,X,X,X,X,X
LJISZTO,O,O,O,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,O,X,X
LJISOTZ,O,O,X,O,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,O,X,X
LJIZTSO,X,O,X,X,X,X,X,X,X
LJIZTOS,O,O,X,X,X,X,O,X,X
LJIZSTO,O,O,X,X,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,O,X,X
LJIZOTS,O,O,X,X,X,X,O,X,X
LJIZOST,O,O,X,X,X,X,O,X,X
LJIOTSZ,O,O,O,O,X,O,X,X,X
LJIOTZS,O,O,X,X,X,X,O,X,X
LJIOSTZ,O,O,O,O,X,X,X,X,X
LJIOSZT,O,O,O,X,X,X,O,X,X
LJIOZTS,O,O,X,X,X,X,O,X,X
LJIOZST,O,O,X,X,X,X,O,X,X
LJSTIZO,X,O,O,X,X,O,X,X,X
LJSTIOZ,O,O,X,X,X,O,X,X,X
LJSTZIO,O,X,O,X,X,O,X,X,X
LJSTZOI,O,X,O,X,X,O,X,X,X
LJSTOIZ,O,O,O,O,X,O,X,X,X
LJSTOZI,O,X,O,O,X,O,X,X,X
LJSITZO,X,O,O,X,X,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,O,X,X
LJSIOTZ,O,O,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,O,X,X
LJSZTIO,O,X,O,X,X,X,X,X,X
LJSZTOI,O,X,O,X,X,X,X,X,X
LJSZITO,O,O,O,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X
LJSZOTI,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,O,X,O,X,X,X
LJSOTZI,O,X,O,O,X,O,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,O,X,X
LJSOZTI,O,X,O,X,X,X,X,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X
LJZTISO,X,X,X,X,O,X,X,X,X
LJZTIOS,O,X,X,X,O,X,X,X,X
LJZTSIO,X,X,X,X,O,X,X,X,X
LJZTSOI,X,X,X,X,O,X,X,X,X
LJZTOIS,O,X,X,X,O,X,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,X
LJZITSO,X,O,X,X,O,X,X,X,X
LJZITOS,O,O,X,X,O,X,O,X,X
LJZISTO,O,O,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,O,X,X
LJZIOTS,O,O,X,X,O,X,O,X,X
LJZIOST,O,O,X,X,X,X,O,X,X
LJZSTIO,O,X,X,X,O,X,X,X,X
LJZSTOI,O,X,X,X,O,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X
LJZSOTI,O,X,X,X,O,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,O,X,X,X,X
LJZOTSI,X,X,X,X,O,X,X,X,X
LJZOITS,O,O,X,X,O,X,O,X,X
LJZOIST,O,O,X,X,X,X,O,X,X
LJZOSTI,O,X,X,X,O,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X
LJOTISZ,O,O,O,O,X,O,X,X,X
LJOTIZS,O,O,X,X,X,X,O,X,X
LJOTSIZ,O,O,O,O,X,O,X,X,X
LJOTSZI,O,X,O,O,X,O,X,X,X
LJOTZIS,O,X,X,X,O,X,X,X,X
LJOTZSI,X,X,X,X,O,X,X,X,X
LJOITSZ,O,O,O,O,X,O,X,X,X
LJOITZS,O,O,X,X,X,X,O,X,X
LJOISTZ,O,O,O,O,X,X,X,X,X
LJOISZT,O,O,O,X,X,X,O,X,X
LJOIZTS,O,O,X,X,X,X,O,X,X
LJOIZST,O,O,X,X,X,X,O,X,X
LJOSTIZ,O,O,O,O,X,O,X,X,X
LJOSTZI,O,X,O,O,X,O,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,O,X,X
LJOSZTI,O,X,O,X,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X
LJOZTIS,O,X,X,X,O,X,X,X,X
LJOZTSI,X,X,X,X,O,X,X,X,X
LJOZITS,O,O,X,X,O,X,O,X,X
LJOZIST,O,O,X,X,X,X,O,X,X
LJOZSTI,O,X,X,X,O,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,X,X
LSTIJZO,X,O,O,X,X,O,X,X,X
LSTIJOZ,O,O,X,O,X,O,X,X,X
LSTIZJO,X,O,O,X,X,X,X,X,X
LSTIZOJ,X,X,O,O,X,X,X,X,X
LSTIOJZ,X,X,O,O,X,X,X,X,X
LSTIOZJ,X,X,O,O,X,X,X,X,X
LSTJIZO,X,O,O,X,X,O,X,X,X
LSTJIOZ,O,O,X,X,X,O,X,X,X
LSTJZIO,O,X,O,X,X,O,X,X,X
LSTJZOI,O,X,O,X,X,O,X,X,X
LSTJOIZ,O,O,O,O,X,O,X,X,X
LSTJOZI,O,X,O,O,X,O,X,X,X
LSTZIJO,O,X,O,X,O,X,X,X,X
LSTZIOJ,X,X,O,X,O,X,X,X,X
LSTZJIO,O,X,O,X,O,X,X,X,X
LSTZJOI,O,X,O,X,O,X,X,X,X
LSTZOIJ,X,X,O,O,O,X,X,X,X
LSTZOJI,X,X,O,O,O,X,X,X,X
LSTOIJZ,X,X,O,O,X,X,X,X,X
LSTOIZJ,X,X,O,O,X,X,X,X,X
LSTOJIZ,X,X,O,O,X,X,X,X,X
LSTOJZI,X,X,O,O,X,X,X,X,X
LSTOZIJ,X,X,O,O,O,X,X,X,X
LSTOZJI,X,X,O,O,O,X,X,X,X
LSITJZO,X,O,O,X,X,X,X,X,X
LSITJOZ,O,O,X,O,X,X,X,X,X
LSITZJO,X,O,O,X,X,X,X,X,X
LSITZOJ,X,X,O,O,X,X,X,X,X
LSITOJZ,X,X,O,O,X,X,X,X,X
LSITOZJ,X,X,O,O,X,X,X,X,X
LSIJTZO,X,O,O,X,X,X,X,X,X
LSIJTOZ,O,O,X,O,X,X,X,X,X
LSIJZTO,O,O,O,X,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,O,X,X
LSIJOTZ,O,O,X,O,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,O,X,X
LSIZTJO,O,O,O,X,X,X,X,X,X
LSIZTOJ,X,X,O,O,X,X,X,X,X
LSIZJTO,O,O,O,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,O,X,X
LSIZOTJ,X,X,O,O,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,O,X,X
LSIOTJZ,X,X,O,O,X,X,X,X,X
LSIOTZJ,X,X,O,O,X,X,X,X,X
LSIOJTZ,O,O,O,O,X,X,X,X,X
LSIOJZT,O,O,O,X,X,X,O,X,X
LSIOZTJ,X,X,O,O,X,X,X,X,X
LSIOZJT,X,O,O,X,X,X,O,X,X
LSJTIZO,X,O,O,X,X,O,X,X,X
LSJTIOZ,O,O,X,X,X,O,X,X,X
LSJTZIO,O,X,O,X,X,O,X,X,X
LSJTZOI,O,X,O,X,X,O,X,X,X
LSJTOIZ,O,O,O,O,X,O,X,X,X
LSJTOZI,O,X,O,O,X,O,X,X,X
LSJITZO,X,O,O,X,X,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X,X,X
LSJIZTO,O,O,O,X,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,O,X,X
LSJIOTZ,O,O,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,X,O,X,X
LSJZTIO,O,X,O,X,X,X,X,X,X
LSJZTOI,O,X,O,X,X,X,X,X,X
LSJZITO,O,O,O,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,O,X,O,X,X,X
LSJOTZI,O,X,O,O,X,O,X,X,X
LSJOITZ,O,O,O,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,O,X,X
LSJOZTI,O,X,O,X,X,X,X,X,X
LSJOZIT,O,O,O,X,X,X,X,X,X
LSZTIJO,O,X,O,X,O,X,X,X,X
LSZTIOJ,X,X,O,X,O,X,X,X,X
LSZTJIO,O,X,O,X,O,X,X,X,X
LSZTJOI,O,X,O,X,O,X,X,X,X
LSZTOIJ,X,X,O,O,O,X,X,X,X
LSZTOJI,X,X,O,O,O,X,X,X,X
LSZITJO,O,O,O,X,X,X,X,X,X
LSZITOJ,X,X,O,X,X,X,X,X,X
LSZIJTO,O,O,O,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,X,X
LSZIOTJ,X,X,O,X,X,X,X,O,X
LSZIOJT,O,O,X,X,X,X,X,O,X
LSZJTIO,O,X,O,X,O,X,X,X,X
LSZJTOI,O,X,O,X,O,X,X,X,X
LSZJITO,O,O,O,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X
LSZJOTI,O,X,X,X,O,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X
LSZOTIJ,X,X,O,O,O,X,X,O,X
LSZOTJI,X,X,O,O,O,X,X,O,X
LSZOITJ,X,X,O,X,X,X,X,O,X
LSZOIJT,O,X,O,X,X,X,X,O,X
LSZOJTI,O,X,O,X,O,X,X,O,X
LSZOJIT,O,X,O,X,X,X,X,O,X
LSOTIJZ,X,X,O,O,X,X,X,X,X
LSOTIZJ,X,X,O,O,X,X,X,X,X
LSOTJIZ,X,X,O,O,X,X,X,X,X
LSOTJZI,X,X,O,O,X,X,X,X,X
LSOTZIJ,X,X,O,O,O,X,X,O,X
LSOTZJI,X,X,O,O,O,X,X,O,X
LSOITJZ,X,X,O,O,X,X,X,X,X
LSOITZJ,X,X,O,O,X,X,X,X,X
LSOIJTZ,O,O,O,O,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,O,X,X
LSOIZTJ,X,X,O,O,X,X,X,O,X
LSOIZJT,X,O,O,X,X,X,O,O,X
LSOJTIZ,O,O,O,O,X,X,X,X,X
LSOJTZI,O,X,O,O,X,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,O,X,X
LSOJZTI,O,X,O,X,X,X,X,O,X
LSOJZIT,O,O,O,X,X,X,X,O,X
LSOZTIJ,X,X,O,O,O,X,X,O,X
LSOZTJI,X,X,O,O,O,X,X,O,X
LSOZITJ,X,X,O,X,X,X,X,O,X
LSOZIJT,O,X,O,X,X,X,X,O,X
LSOZJTI,O,X,O,X,O,X,X,O,X
LSOZJIT,O,X,O,X,X,X,X,O,X
LZTIJSO,X,X,X,X,O,X,X,X,X
LZTIJOS,O,X,X,X,O,X,X,X,X
LZTISJO,X,X,O,X,O,X,X,X,X
LZTISOJ,X,X,O,O,O,X,X,X,X
LZTIOJS,X,X,X,X,O,X,X,X,X
LZTIOSJ,X,X,O,O,O,X,X,X,X
LZTJISO,X,X,X,X,O,X,X,X,X
LZTJIOS,O,X,X,X,O,X,X,X,X
LZTJSIO,X,X,X,X,O,X,X,X,X
LZTJSOI,X,X,X,X,O,X,X,X,X
LZTJOIS,O,X,X,X,O,X,X,X,X
LZTJOSI,X,X,X,X,O,X,X,X,X
LZTSIJO,X,X,O,X,O,X,X,X,X
LZTSIOJ,X,X,O,X,O,X,X,X,X
LZTSJIO,X,X,O,X,O,X,X,X,X
LZTSJOI,X,X,O,X,O,X,X,X,X
LZTSOIJ,X,X,O,O,O,X,X,X,X
LZTSOJI,X,X,O,O,O,X,X,X,X
LZTOIJS,X,X,X,X,O,X,X,X,X
LZTOISJ,X,X,O,O,O,X,X,X,X
LZTOJIS,X,X,X,X,O,X,X,X,X
LZTOJSI,X,X,X,X,O,X,X,X,X
LZTOSIJ,X,X,O,O,O,X,X,X,X
LZTOSJI,X,X,O,O,O,X,X,X,X
LZITJSO,X,O,X,X,O,X,X,X,X
LZITJOS,O,O,X,X,O,X,O,X,O
LZITSJO,X,O,O,X,O,X,X,X,X
LZITSOJ,X,X,O,O,O,X,X,X,X
LZITOJS,X,X,X,X,O,X,O,X,O
LZITOSJ,X,X,O,O,O,X,X,X,X
LZIJTSO,X,O,X,X,O,X,X,X,X
LZIJTOS,O,O,X,X,O,X,O,X,O
LZIJSTO,O,O,X,X,X,X,X,X,X
LZIJSOT,O,O,X,X,X,X,O,X,X
LZIJOTS,O,O,X,X,O,X,O,X,O
LZIJOST,O,O,X,X,X,X,O,X,X
LZISTJO,O,O,O,X,X,X,X,X,X
LZISTOJ,X,X,O,O,X,X,X,X,X
LZISJTO,O,O,O,X,X,X,X,X,X
LZISJOT,O,O,X,X,X,X,O,X,X
LZISOTJ,X,X,O,O,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,O,X,X
LZIOTJS,X,X,X,X,O,X,O,X,O
LZIOTSJ,X,X,O,O,O,X,X,X,X
LZIOJTS,O,O,X,X,O,X,O,X,O
LZIOJST,O,O,X,X,X,X,O,X,X
LZIOSTJ,X,X,O,O,X,X,X,X,X
LZIOSJT,X,O,O,X,X,X,O,X,X
LZJTISO,X,X,X,X,O,X,X,X,X
LZJTIOS,O,X,X,X,O,X,X,X,X
LZJTSIO,X,X,X,X,O,X,X,X,X
LZJTSOI,X,X,X,X,O,X,X,X,X
LZJTOIS,O,X,X,X,O,X,X,X,X
LZJTOSI,X,X,X,X,O,X,X,X,X
LZJITSO,X,O,X,X,O,X,X,X,X
LZJITOS,O,O,X,X,O,X,O,X,O
LZJISTO,O,O,X,X,X,X,X,X,X
LZJISOT,O,O,X,X,X,X,O,X,X
LZJIOTS,O,O,X,X,O,X,O,X,O
LZJIOST,O,O,X,X,X,X,O,X,X
LZJSTIO,O,X,X,X,O,X,X,X,X
LZJSTOI,O,X,X,X,O,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X,X
LZJSOTI,O,X,X,X,O,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,O,X,X,X,X
LZJOTSI,X,X,X,X,O,X,X,X,X
LZJOITS,O,O,X,X,O,X,O,X,O
LZJOIST,O,O,X,X,X,X,O,X,X
LZJOSTI,O,X,X,X,O,X,X,X,X
LZJOSIT,O,O,X,X,X,X,X,X,X
LZSTIJO,O,X,O,X,O,X,X,X,X
LZSTIOJ,X,X,O,X,O,X,X,X,X
LZSTJIO,O,X,O,X,O,X,X,X,X
LZSTJOI,O,X,O,X,O,X,X,X,X
LZSTOIJ,X,X,O,O,O,X,X,X,X
LZSTOJI,X,X,O,O,O,X,X,X,X
LZSITJO,O,O,O,X,X,X,X,X,X
LZSITOJ,X,X,O,X,X,X,X,X,X
LZSIJTO,O,O,O,X,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,X,X
LZSIOTJ,X,X,O,X,X,X,X,O,X
LZSIOJT,O,O,X,X,X,X,X,O,X
LZSJTIO,O,X,O,X,O,X,X,X,X
LZSJTOI,O,X,O,X,O,X,X,X,X
LZSJITO,O,O,O,X,X,X,X,X,X
LZSJIOT,O,O,X,X,X,X,X,X,X
LZSJOTI,O,X,X,X,O,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X
LZSOTIJ,X,X,O,O,O,X,X,O,X
LZSOTJI,X,X,O,O,O,X,X,O,X
LZSOITJ,X,X,O,X,X,X,X,O,X
LZSOIJT,O,X,O,X,X,X,X,O,X
LZSOJTI,O,X,O,X,O,X,X,O,X
LZSOJIT,O,X,O,X,X,X,X,O,X
LZOTIJS,X,X,X,X,O,X,X,X,X
LZOTISJ,X,X,O,O,O,X,X,X,X
