sequence,v115@RhA8BeB8EeF8AeC8Je/EJvhFRgBzhBGjBilBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgBymBGjBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFzhBfoB6oBxkB0kBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFFiB6oBxkBfsBzsB0pB,v115@RhA8BeB8EeF8AeC8Jex/IvhFylBFiBTjB0kBfsBWyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFmhBSoBxlBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhF6oBxlBmnBXlBlmBcsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFUjBxlBOsBXqBlrBSyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgB+oBXlB0mBlnBisB,v115@RhA8BeB8EeF8AeC8JeT/IvhFSoBxlBVsBXlBUoBmrB
SZTIOJL,O,O,O,O,O,X,X,X,O,X
SZTLIJO,O,O,O,X,O,X,X,X,X,X
SZTLIOJ,O,O,O,X,O,X,X,X,X,X
SZTLJIO,O,O,O,X,O,X,X,X,X,X
SZTLJOI,O,O,O,X,O,X,X,X,X,X
SZTLOIJ,O,O,O,X,O,X,X,X,X,X
SZTLOJI,O,O,O,X,O,X,X,X,X,X
SZTJILO,O,O,O,X,O,X,X,X,O,X
SZTJIOL,O,O,O,O,O,X,X,X,O,X
SZTJLIO,O,O,O,X,O,X,X,X,O,X
SZTJLOI,O,O,O,X,O,X,X,X,O,X
SZTJOIL,O,O,O,O,O,X,X,X,O,X
SZTJOLI,O,O,O,O,O,X,X,X,O,X
SZTOILJ,O,O,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,O,O,X,X,X,O,X
SZTOLIJ,O,O,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,O,O,X,X,X,X,X
SZTOJIL,O,O,O,O,O,X,X,X,O,X
SZTOJLI,O,O,O,O,O,X,X,X,O,X
SZITLJO,O,O,O,X,O,X,X,X,X,X
SZITLOJ,O,O,O,X,O,X,X,X,X,X
SZITJLO,O,O,O,X,O,X,X,X,O,X
SZITJOL,O,O,O,O,O,X,X,X,O,X
SZITOLJ,O,O,O,O,O,X,X,X,X,X
SZITOJL,O,O,O,O,O,X,X,X,O,X
SZILTJO,O,O,O,X,O,X,X,X,X,X
SZILTOJ,O,O,O,X,O,X,X,X,X,X
SZILJTO,O,O,O,X,O,X,X,X,O,X
SZILJOT,O,O,X,X,O,X,X,X,O,X
SZILOTJ,O,O,X,X,O,X,X,X,X,X
SZILOJT,O,O,X,X,O,X,X,X,O,X
SZIJTLO,O,O,O,X,O,X,X,X,O,X
SZIJTOL,O,O,O,O,O,X,X,X,O,X
SZIJLTO,O,O,O,X,O,X,X,X,O,X
SZIJLOT,O,O,X,X,O,X,X,X,O,X
SZIJOTL,O,O,X,O,O,X,X,X,O,X
SZIJOLT,O,O,X,O,O,X,X,X,O,X
SZIOTLJ,O,O,X,O,O,X,X,X,X,X
SZIOTJL,O,O,X,O,O,X,X,X,O,X
SZIOLTJ,O,O,X,O,O,X,X,X,X,X
SZIOLJT,O,O,X,O,O,X,X,X,O,X
SZIOJTL,O,O,X,O,O,X,X,X,O,X
SZIOJLT,O,O,X,O,O,X,X,X,O,X
SZLTIJO,O,O,O,X,O,X,X,X,X,X
SZLTIOJ,O,O,O,X,O,X,X,X,X,X
SZLTJIO,O,O,O,X,O,X,X,X,X,X
SZLTJOI,O,O,O,X,O,X,X,X,X,X
SZLTOIJ,O,O,O,X,O,X,X,X,X,X
SZLTOJI,O,O,O,X,O,X,X,X,X,X
SZLITJO,O,O,O,X,O,X,X,X,X,X
SZLITOJ,O,O,O,X,O,X,X,X,X,X
SZLIJTO,O,O,O,X,O,X,X,X,O,X
SZLIJOT,O,O,X,X,O,X,X,X,O,X
SZLIOTJ,O,O,X,X,O,X,X,X,X,X
SZLIOJT,O,O,X,X,O,X,X,X,O,X
SZLJTIO,O,O,O,X,O,X,X,X,O,X
SZLJTOI,O,O,O,X,O,X,X,X,O,X
SZLJITO,O,O,O,X,O,X,X,X,O,X
SZLJIOT,O,O,X,X,O,X,X,X,O,X
SZLJOTI,O,O,X,X,O,X,X,X,O,X
SZLJOIT,O,O,X,X,O,X,X,X,O,X
SZLOTIJ,O,O,X,X,O,X,X,X,X,X
SZLOTJI,O,O,X,X,O,X,X,X,X,X
SZLOITJ,O,O,X,X,O,X,X,X,X,X
SZLOIJT,O,O,X,X,O,X,X,X,O,X
SZLOJTI,O,O,X,X,O,X,X,X,O,X
SZLOJIT,O,O,X,X,O,X,X,X,O,X
SZJTILO,O,O,O,X,O,X,X,X,O,X
SZJTIOL,O,O,O,O,O,X,X,X,O,X
SZJTLIO,O,O,O,X,O,X,X,X,O,X
SZJTLOI,O,O,O,X,O,X,X,X,O,X
SZJTOIL,O,O,O,O,O,X,X,X,O,X
SZJTOLI,O,O,O,O,O,X,X,X,O,X
SZJITLO,O,O,O,X,O,X,X,X,O,X
SZJITOL,O,O,O,O,O,X,X,X,O,X
SZJILTO,O,O,O,X,O,X,X,X,O,X
SZJILOT,O,O,X,X,O,X,X,X,O,X
SZJIOTL,O,O,X,O,O,X,X,X,O,X
SZJIOLT,O,O,X,O,O,X,X,X,O,X
SZJLTIO,O,O,O,X,O,X,X,X,O,X
SZJLTOI,O,O,O,X,O,X,X,X,O,X
SZJLITO,O,O,O,X,O,X,X,X,O,X
SZJLIOT,O,O,X,X,O,X,X,X,O,X
SZJLOTI,O,O,X,X,O,X,X,X,O,X
SZJLOIT,O,O,X,X,O,X,X,X,O,X
SZJOTIL,O,O,X,O,O,X,X,X,O,X
SZJOTLI,O,O,X,O,O,X,X,X,O,X
SZJOITL,O,O,X,O,O,X,X,X,O,X
SZJOILT,O,O,X,O,O,X,X,X,O,X
SZJOLTI,O,O,X,O,O,X,X,X,O,X
SZJOLIT,O,O,X,O,O,X,X,X,O,X
SZOTILJ,O,O,X,O,O,X,X,X,X,X
SZOTIJL,O,O,X,O,O,X,X,X,O,X
SZOTLIJ,O,O,X,O,O,X,X,X,X,X
SZOTLJI,O,O,X,O,O,X,X,X,X,X
SZOTJIL,O,O,X,O,O,X,X,X,O,X
SZOTJLI,O,O,X,O,O,X,X,X,O,X
SZOITLJ,O,O,X,O,O,X,X,X,X,X
SZOITJL,O,O,X,O,O,X,X,X,O,X
SZOILTJ,O,O,X,O,O,X,X,X,X,X
SZOILJT,O,O,X,O,O,X,X,X,O,X
SZOIJTL,O,O,X,O,O,X,X,X,O,X
SZOIJLT,O,O,X,O,O,X,X,X,O,X
SZOLTIJ,O,O,X,O,O,X,X,X,X,X
SZOLTJI,O,O,X,O,O,X,X,X,X,X
SZOLITJ,O,O,X,O,O,X,X,X,X,X
SZOLIJT,O,O,X,O,O,X,X,X,O,X
SZOLJTI,O,O,X,O,O,X,X,X,O,X
SZOLJIT,O,O,X,O,O,X,X,X,O,X
SZOJTIL,O,O,X,O,O,X,X,X,O,X
SZOJTLI,O,O,X,O,O,X,X,X,O,X
SZOJITL,O,O,X,O,O,X,X,X,O,X
SZOJILT,O,O,X,O,O,X,X,X,O,X
SZOJLTI,O,O,X,O,O,X,X,X,O,X
SZOJLIT,O,O,X,O,O,X,X,X,O,X
SOTILJZ,O,O,O,O,X,O,X,X,X,O
SOTILZJ,O,O,O,O,X,X,X,X,X,O
SOTIJLZ,X,O,O,O,X,O,X,X,X,X
SOTIJZL,O,O,O,O,X,X,X,X,O,X
SOTIZLJ,O,O,O,O,X,X,X,X,X,X
SOTIZJL,O,O,O,O,X,X,X,X,O,X
SOTLIJZ,O,O,O,O,O,O,X,X,X,O
SOTLIZJ,O,O,O,O,X,X,X,X,X,O
SOTLJIZ,O,O,O,O,O,O,X,X,X,X
SOTLJZI,O,O,O,O,O,X,X,X,X,X
SOTLZIJ,O,O,O,O,O,X,X,X,X,X
SOTLZJI,O,O,O,O,O,X,X,X,X,X
SOTJILZ,X,O,O,O,O,O,X,X,X,X
SOTJIZL,O,O,O,O,O,X,X,X,O,X
SOTJLIZ,O,O,O,O,O,O,X,X,X,X
SOTJLZI,O,O,O,O,O,X,X,X,O,X
SOTJZIL,O,O,O,O,O,X,X,X,O,X
SOTJZLI,O,O,O,O,O,X,X,X,O,X
SOTZILJ,O,O,O,O,O,X,X,X,X,X
SOTZIJL,O,O,O,O,O,X,X,X,O,X
SOTZLIJ,O,O,O,O,O,X,X,X,X,X
SOTZLJI,O,O,O,O,O,X,X,X,X,X
SOTZJIL,O,O,O,O,O,X,X,X,O,X
SOTZJLI,O,O,O,O,O,X,X,X,O,X
SOITLJZ,O,O,O,O,X,O,X,X,X,O
SOITLZJ,O,O,O,O,X,X,X,X,X,O
SOITJLZ,X,O,O,O,X,O,X,X,X,X
SOITJZL,O,O,O,O,X,X,X,X,O,X
SOITZLJ,O,O,O,O,X,X,X,X,X,X
SOITZJL,O,O,O,O,X,X,X,X,O,X
SOILTJZ,O,O,O,O,X,X,X,X,X,X
SOILTZJ,O,O,O,O,X,X,X,X,X,X
SOILJTZ,X,X,O,O,X,X,O,X,X,X
SOILJZT,X,O,X,O,X,X,O,X,O,X
SOILZTJ,O,O,X,O,X,X,X,X,X,X
SOILZJT,O,O,X,O,X,X,X,X,O,X
SOIJTLZ,X,O,O,O,X,X,X,X,X,X
SOIJTZL,X,O,O,O,X,X,X,X,O,X
SOIJLTZ,X,X,O,O,X,X,O,X,X,X
SOIJLZT,X,O,X,O,X,X,O,X,O,X
SOIJZTL,X,O,X,O,X,X,X,O,O,X
SOIJZLT,X,O,X,O,X,X,X,O,O,X
SOIZTLJ,O,O,X,O,X,X,X,X,X,X
SOIZTJL,O,O,X,O,X,X,X,X,O,X
SOIZLTJ,O,O,X,O,X,X,X,X,X,X
SOIZLJT,O,O,X,O,X,X,X,X,O,X
SOIZJTL,O,O,X,O,X,X,X,X,O,X
SOIZJLT,O,O,X,O,X,X,X,X,O,X
SOLTIJZ,O,O,O,O,O,X,X,X,X,X
SOLTIZJ,O,O,O,O,X,X,X,X,X,X
SOLTJIZ,O,O,O,O,O,X,X,X,X,X
SOLTJZI,O,O,O,O,O,X,X,X,X,X
SOLTZIJ,O,O,O,O,O,X,X,X,X,X
SOLTZJI,O,O,O,O,O,X,X,X,X,X
SOLITJZ,O,O,O,O,O,X,X,X,X,X
SOLITZJ,O,O,O,O,X,X,X,X,X,X
SOLIJTZ,X,X,O,O,O,X,O,X,X,X
SOLIJZT,X,O,X,O,O,X,O,X,O,X
SOLIZTJ,O,O,X,O,X,X,X,X,X,X
SOLIZJT,O,O,X,O,X,X,X,X,O,X
SOLJTIZ,X,X,O,O,O,X,X,X,X,X
SOLJTZI,X,X,O,O,O,X,X,X,O,X
SOLJITZ,X,X,O,O,O,X,O,X,X,X
SOLJIZT,X,O,X,O,O,X,O,X,O,X
SOLJZTI,X,O,X,O,O,X,X,X,O,X
SOLJZIT,X,O,X,O,O,X,X,X,O,X
SOLZTIJ,O,O,X,O,O,X,X,X,X,X
SOLZTJI,O,O,X,O,O,X,X,X,X,X
SOLZITJ,O,O,X,O,O,X,X,X,X,X
SOLZIJT,O,O,X,O,O,X,X,X,O,X
SOLZJTI,O,O,X,O,O,X,X,X,O,X
SOLZJIT,O,O,X,O,O,X,X,X,O,X
SOJTILZ,X,O,O,O,O,X,X,X,X,X
SOJTIZL,X,O,O,O,O,X,X,X,O,X
SOJTLIZ,X,O,O,O,O,X,X,X,X,X
SOJTLZI,X,O,O,O,O,X,X,X,O,X
SOJTZIL,X,O,O,O,O,X,X,X,O,X
SOJTZLI,X,O,O,O,O,X,X,X,O,X
SOJITLZ,X,O,O,O,O,X,X,X,X,X
SOJITZL,X,O,O,O,O,X,X,X,O,X
SOJILTZ,X,X,O,O,O,X,O,X,X,X
SOJILZT,X,O,X,O,O,X,O,X,O,X
SOJIZTL,X,O,X,O,O,X,X,O,O,X
SOJIZLT,X,O,X,O,O,X,X,O,O,X
SOJLTIZ,X,X,O,O,O,X,X,X,X,X
SOJLTZI,X,X,O,O,O,X,X,X,O,X
SOJLITZ,X,X,O,O,O,X,O,X,X,X
SOJLIZT,X,O,X,O,O,X,O,X,O,X
SOJLZTI,X,O,X,O,O,X,X,X,O,X
SOJLZIT,X,O,X,O,O,X,X,X,O,X
SOJZTIL,X,O,X,O,O,X,X,X,O,X
SOJZTLI,X,O,X,O,O,X,X,X,O,X
SOJZITL,X,O,X,O,O,X,X,O,O,X
SOJZILT,X,O,X,O,O,X,X,O,O,X
SOJZLTI,X,O,X,O,O,X,X,X,O,X
SOJZLIT,X,O,X,O,O,X,X,X,O,X
SOZTILJ,O,O,X,O,O,X,X,X,X,X
SOZTIJL,O,O,X,O,O,X,X,X,O,X
SOZTLIJ,O,O,X,O,O,X,X,X,X,X
SOZTLJI,O,O,X,O,O,X,X,X,X,X
SOZTJIL,O,O,X,O,O,X,X,X,O,X
SOZTJLI,O,O,X,O,O,X,X,X,O,X
SOZITLJ,O,O,X,O,O,X,X,X,X,X
SOZITJL,O,O,X,O,O,X,X,X,O,X
SOZILTJ,O,O,X,O,O,X,X,X,X,X
SOZILJT,O,O,X,O,O,X,X,X,O,X
SOZIJTL,O,O,X,O,O,X,X,X,O,X
SOZIJLT,O,O,X,O,O,X,X,X,O,X
SOZLTIJ,O,O,X,O,O,X,X,X,X,X
SOZLTJI,O,O,X,O,O,X,X,X,X,X
SOZLITJ,O,O,X,O,O,X,X,X,X,X
SOZLIJT,O,O,X,O,O,X,X,X,O,X
SOZLJTI,O,O,X,O,O,X,X,X,O,X
SOZLJIT,O,O,X,O,O,X,X,X,O,X
SOZJTIL,O,O,X,O,O,X,X,X,O,X
SOZJTLI,O,O,X,O,O,X,X,X,O,X
SOZJITL,O,O,X,O,O,X,X,X,O,X
SOZJILT,O,O,X,O,O,X,X,X,O,X
SOZJLTI,O,O,X,O,O,X,X,X,O,X
SOZJLIT,O,O,X,O,O,X,X,X,O,X
ZTILJSO,O,O,X,X,O,X,X,X,X,X
ZTILJOS,O,O,X,X,O,O,X,X,X,X
ZTILSJO,O,O,X,X,O,X,X,X,X,X
ZTILSOJ,O,O,X,X,O,X,X,X,X,X
ZTILOJS,O,O,X,X,X,O,X,X,X,O
ZTILOSJ,O,O,X,X,X,X,X,X,X,O
ZTIJLSO,O,O,X,X,O,X,X,X,O,X
ZTIJLOS,O,O,X,X,O,O,X,X,X,X
ZTIJSLO,O,O,O,X,O,X,X,X,O,X
ZTIJSOL,O,O,O,X,O,X,X,X,O,X
ZTIJOLS,O,O,X,X,O,O,X,X,X,X
ZTIJOSL,O,X,O,X,O,X,X,X,O,X
ZTISLJO,O,O,O,X,O,X,X,X,X,X
ZTISLOJ,O,O,O,X,O,X,X,X,X,X
ZTISJLO,O,O,O,X,O,X,X,X,O,X
ZTISJOL,O,O,O,X,O,X,X,X,O,X
ZTISOLJ,O,O,O,X,O,X,X,X,X,X
ZTISOJL,O,O,O,X,O,X,X,X,O,X
ZTIOLJS,O,O,X,X,X,O,X,X,X,O
ZTIOLSJ,O,O,X,X,X,X,X,X,X,O
ZTIOJLS,O,O,X,X,X,O,X,X,X,X
ZTIOJSL,O,X,O,X,X,X,X,X,X,X
ZTIOSLJ,O,X,O,X,X,X,X,X,X,X
ZTIOSJL,O,X,O,X,X,X,X,X,X,X
ZTLIJSO,O,O,X,X,O,X,X,X,X,X
ZTLIJOS,O,O,X,X,O,O,X,X,X,X
ZTLISJO,O,O,X,X,O,X,X,X,X,X
ZTLISOJ,O,O,X,X,O,X,X,X,X,X
ZTLIOJS,O,O,X,X,X,O,X,X,X,O
ZTLIOSJ,O,O,X,X,X,X,X,X,X,O
ZTLJISO,O,O,X,X,O,X,X,X,X,X
ZTLJIOS,O,O,X,X,O,O,X,X,X,X
ZTLJSIO,O,O,X,X,O,X,X,X,X,X
ZTLJSOI,O,O,X,X,O,X,X,X,X,X
ZTLJOIS,O,O,X,X,O,O,X,X,X,X
ZTLJOSI,O,O,X,X,O,X,X,X,X,X
ZTLSIJO,O,O,X,X,O,X,X,X,X,X
ZTLSIOJ,O,O,X,X,O,X,X,X,X,X
ZTLSJIO,O,O,X,X,O,X,X,X,X,X
ZTLSJOI,O,O,X,X,O,X,X,X,X,X
ZTLSOIJ,O,O,X,X,O,X,X,X,X,X
ZTLSOJI,O,O,X,X,O,X,X,X,X,X
ZTLOIJS,O,O,X,X,X,O,X,X,X,O
ZTLOISJ,O,O,X,X,X,X,X,X,X,O
ZTLOJIS,O,O,X,X,X,O,X,X,X,X
ZTLOJSI,O,O,X,X,X,X,X,X,X,X
ZTLOSIJ,O,O,X,X,X,X,X,X,X,X
ZTLOSJI,O,O,X,X,X,X,X,X,X,X
ZTJILSO,O,O,X,X,O,X,X,X,O,X
ZTJILOS,O,O,X,X,O,O,X,X,X,X
ZTJISLO,O,O,O,X,O,X,X,X,O,X
ZTJISOL,O,O,O,X,O,X,X,X,O,X
ZTJIOLS,O,O,X,X,O,O,X,X,X,X
ZTJIOSL,O,X,O,X,O,X,X,X,O,X
ZTJLISO,O,O,X,X,O,X,X,X,O,X
ZTJLIOS,O,O,X,X,O,O,X,X,X,X
ZTJLSIO,O,O,X,X,O,X,X,X,O,X
ZTJLSOI,O,O,X,X,O,X,X,X,O,X
ZTJLOIS,O,O,X,X,O,O,X,X,X,X
ZTJLOSI,O,O,X,X,O,X,X,X,X,X
ZTJSILO,O,O,O,X,O,X,X,X,O,X
ZTJSIOL,O,O,O,X,O,X,X,X,O,X
ZTJSLIO,O,O,O,X,O,X,X,X,O,X
ZTJSLOI,O,O,O,X,O,X,X,X,O,X
ZTJSOIL,O,O,O,X,O,X,X,X,O,X
ZTJSOLI,O,O,O,X,O,X,X,X,O,X
ZTJOILS,O,O,X,X,O,O,X,X,X,X
ZTJOISL,O,X,O,X,O,X,X,X,O,X
ZTJOLIS,O,O,X,X,O,O,X,X,X,X
ZTJOLSI,O,O,X,X,O,X,X,X,X,X
ZTJOSIL,O,O,O,X,O,X,X,X,O,X
ZTJOSLI,O,O,O,X,O,X,X,X,O,X
ZTSILJO,O,O,O,X,O,X,X,X,X,X
ZTSILOJ,O,O,O,X,O,X,X,X,X,X
ZTSIJLO,O,O,O,X,O,X,X,X,O,X
ZTSIJOL,O,O,O,X,O,X,X,X,O,X
ZTSIOLJ,O,O,O,X,O,X,X,X,X,X
ZTSIOJL,O,O,O,X,O,X,X,X,O,X
ZTSLIJO,O,O,O,X,O,X,X,X,X,X
ZTSLIOJ,O,O,O,X,O,X,X,X,X,X
ZTSLJIO,O,O,O,X,O,X,X,X,X,X
ZTSLJOI,O,O,O,X,O,X,X,X,X,X
ZTSLOIJ,O,O,O,X,O,X,X,X,X,X
ZTSLOJI,O,O,O,X,O,X,X,X,X,X
ZTSJILO,O,O,O,X,O,X,X,X,O,X
ZTSJIOL,O,O,O,X,O,X,X,X,O,X
ZTSJLIO,O,O,O,X,O,X,X,X,O,X
ZTSJLOI,O,O,O,X,O,X,X,X,O,X
ZTSJOIL,O,O,O,X,O,X,X,X,O,X
ZTSJOLI,O,O,O,X,O,X,X,X,O,X
ZTSOILJ,O,O,O,X,O,X,X,X,X,X
ZTSOIJL,O,O,O,X,O,X,X,X,O,X
ZTSOLIJ,O,O,O,X,O,X,X,X,X,X
ZTSOLJI,O,O,O,X,O,X,X,X,X,X
ZTSOJIL,O,O,O,X,O,X,X,X,O,X
ZTSOJLI,O,O,O,X,O,X,X,X,O,X
ZTOILJS,O,O,X,X,X,O,X,X,X,O
ZTOILSJ,O,O,X,X,X,X,X,X,X,O
ZTOIJLS,O,O,X,X,X,O,X,X,X,X
ZTOIJSL,O,X,O,X,X,X,X,X,X,X
ZTOISLJ,O,X,O,X,X,X,X,X,X,X
ZTOISJL,O,X,O,X,X,X,X,X,X,X
ZTOLIJS,O,O,X,X,X,O,X,X,X,O
ZTOLISJ,O,O,X,X,X,X,X,X,X,O
ZTOLJIS,O,O,X,X,X,O,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X,X,X
ZTOLSIJ,O,O,X,X,X,X,X,X,X,X
ZTOLSJI,O,O,X,X,X,X,X,X,X,X
ZTOJILS,O,O,X,X,X,O,X,X,X,X
ZTOJISL,O,X,O,X,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,O,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X,X,X,X
ZTOJSIL,O,O,O,X,X,X,X,X,X,X
ZTOJSLI,O,O,O,X,X,X,X,X,X,X
ZTOSILJ,O,O,O,X,X,X,X,X,X,X
ZTOSIJL,O,O,O,X,X,X,X,X,X,X
ZTOSLIJ,O,O,O,X,X,X,X,X,X,X
ZTOSLJI,O,O,O,X,X,X,X,X,X,X
ZTOSJIL,O,O,O,X,X,X,X,X,X,X
ZTOSJLI,O,O,O,X,X,X,X,X,X,X
ZITLJSO,O,O,X,X,O,X,X,X,X,X
ZITLJOS,O,O,X,X,O,O,X,X,X,X
ZITLSJO,O,O,X,X,O,X,X,X,X,X
ZITLSOJ,O,O,X,X,O,X,X,X,X,X
ZITLOJS,O,O,X,X,X,O,X,X,X,O
ZITLOSJ,O,O,X,X,X,X,X,X,X,O
ZITJLSO,O,O,X,X,O,X,X,X,O,X
ZITJLOS,O,O,X,X,O,O,X,X,X,X
ZITJSLO,O,O,O,X,O,X,X,X,O,X
ZITJSOL,O,O,O,X,O,X,X,X,O,X
ZITJOLS,O,O,X,X,O,O,X,X,X,X
ZITJOSL,O,X,O,X,O,X,X,X,O,X
ZITSLJO,O,O,O,X,O,X,X,X,X,X
ZITSLOJ,O,O,O,X,O,X,X,X,X,X
ZITSJLO,O,O,O,X,O,X,X,X,O,X
ZITSJOL,O,O,O,X,O,X,X,X,O,X
ZITSOLJ,O,O,O,X,O,X,X,X,X,X
ZITSOJL,O,O,O,X,O,X,X,X,O,X
ZITOLJS,O,O,X,X,X,O,X,X,X,O
ZITOLSJ,O,O,X,X,X,X,X,X,X,O
ZITOJLS,O,O,X,X,X,O,X,X,X,X
ZITOJSL,O,X,O,X,X,X,X,X,X,X
ZITOSLJ,O,X,O,X,X,X,X,X,X,X
ZITOSJL,O,X,O,X,X,X,X,X,X,X
ZILTJSO,O,O,X,X,O,X,X,X,X,X
ZILTJOS,O,O,X,X,O,X,X,X,X,X
ZILTSJO,O,O,X,X,O,X,X,X,X,X
ZILTSOJ,O,O,X,X,O,X,X,X,X,X
ZILTOJS,O,O,X,X,X,X,X,X,X,X
ZILTOSJ,O,X,X,X,X,X,X,X,X,X
ZILJTSO,O,O,X,X,O,X,X,X,O,X
ZILJTOS,O,O,X,X,O,X,X,X,X,X
ZILJSTO,O,O,O,X,O,X,X,X,O,X
ZILJSOT,O,O,X,X,O,X,X,X,O,X
ZILJOTS,X,O,X,X,O,X,O,X,X,X
ZILJOST,X,O,X,O,O,X,O,X,X,X
ZILSTJO,O,O,O,X,O,X,X,X,X,X
ZILSTOJ,O,O,O,X,O,X,X,X,X,X
ZILSJTO,O,O,O,X,O,X,X,X,O,X
ZILSJOT,O,O,X,X,O,X,X,X,O,X
ZILSOTJ,O,O,X,X,O,X,X,X,X,X
ZILSOJT,O,O,X,X,O,X,X,X,O,X
ZILOTJS,X,O,X,X,X,X,X,X,X,X
ZILOTSJ,X,X,X,X,X,X,X,X,X,X
ZILOJTS,X,O,X,X,O,X,O,X,X,X
ZILOJST,X,O,X,O,O,X,O,X,X,X
ZILOSTJ,X,O,X,O,O,X,X,X,X,X
ZILOSJT,X,O,X,O,O,X,X,X,X,X
ZIJTLSO,O,O,X,X,O,X,X,X,O,X
ZIJTLOS,O,O,X,X,O,X,X,X,X,X
ZIJTSLO,O,O,O,X,O,X,X,X,O,X
ZIJTSOL,O,O,O,X,O,X,X,X,O,X
ZIJTOLS,O,O,X,X,O,X,X,O,X,X
ZIJTOSL,O,X,O,X,O,X,X,O,O,X
ZIJLTSO,O,O,X,X,O,X,X,X,O,X
ZIJLTOS,O,O,X,X,O,X,X,X,X,X
ZIJLSTO,O,O,O,X,O,X,X,X,O,X
ZIJLSOT,O,O,X,X,O,X,X,X,O,X
ZIJLOTS,X,O,X,X,O,X,O,O,X,X
ZIJLOST,X,O,X,O,O,X,O,O,X,X
ZIJSTLO,O,O,O,X,O,X,X,X,O,X
ZIJSTOL,O,O,O,O,O,X,X,X,O,X
ZIJSLTO,O,O,O,X,O,X,X,X,O,X
ZIJSLOT,O,O,X,X,O,X,X,X,O,X
ZIJSOTL,O,O,X,O,O,X,X,O,O,X
ZIJSOLT,O,O,X,O,O,X,X,O,O,X
ZIJOTLS,X,O,X,X,O,X,X,O,X,X
ZIJOTSL,X,X,X,X,O,X,X,O,O,X
ZIJOLTS,X,O,X,X,O,X,O,O,X,X
ZIJOLST,X,O,X,O,O,X,O,O,X,X
ZIJOSTL,X,X,X,O,O,X,X,O,O,X
ZIJOSLT,X,X,X,O,O,X,X,O,O,X
ZISTLJO,O,O,O,X,O,X,X,X,X,X
ZISTLOJ,O,O,O,X,O,X,X,X,X,X
ZISTJLO,O,O,O,X,O,X,X,X,O,X
ZISTJOL,O,O,O,O,O,X,X,X,O,X
ZISTOLJ,O,O,O,O,O,X,X,X,X,X
ZISTOJL,O,O,O,O,O,X,X,X,O,X
ZISLTJO,O,O,O,X,O,X,X,X,X,X
ZISLTOJ,O,O,O,X,O,X,X,X,X,X
ZISLJTO,O,O,O,X,O,X,X,X,O,X
ZISLJOT,O,O,X,X,O,X,X,X,O,X
ZISLOTJ,O,O,X,X,O,X,X,X,X,X
ZISLOJT,O,O,X,X,O,X,X,X,O,X
ZISJTLO,O,O,O,X,O,X,X,X,O,X
ZISJTOL,O,O,O,O,O,X,X,X,O,X
ZISJLTO,O,O,O,X,O,X,X,X,O,X
ZISJLOT,O,O,X,X,O,X,X,X,O,X
ZISJOTL,O,O,X,O,O,X,X,X,O,X
ZISJOLT,O,O,X,O,O,X,X,X,O,X
ZISOTLJ,O,O,X,O,O,X,X,X,X,X
ZISOTJL,O,O,X,O,O,X,X,X,O,X
ZISOLTJ,O,O,X,O,O,X,X,X,X,X
ZISOLJT,O,O,X,O,O,X,X,X,O,X
ZISOJTL,O,O,X,O,O,X,X,X,O,X
ZISOJLT,O,O,X,O,O,X,X,X,O,X
ZIOTLJS,X,O,X,X,X,O,X,X,X,O
ZIOTLSJ,X,O,X,X,X,X,X,X,X,O
ZIOTJLS,X,O,X,X,X,O,X,X,X,X
ZIOTJSL,X,X,X,X,X,X,X,X,X,X
ZIOTSLJ,X,X,X,X,X,X,X,X,X,X
ZIOTSJL,X,X,X,X,X,X,X,X,X,X
ZIOLTJS,X,O,X,X,X,X,X,X,X,X
ZIOLTSJ,X,X,X,X,X,X,X,X,X,X
ZIOLJTS,X,O,X,X,O,X,O,X,X,X
ZIOLJST,X,O,X,O,O,X,O,X,X,X
ZIOLSTJ,X,X,X,O,O,X,X,X,X,X
ZIOLSJT,X,O,X,O,O,X,X,X,X,X
ZIOJTLS,X,O,X,X,O,X,X,O,X,X
ZIOJTSL,X,X,X,X,O,X,X,O,O,X
ZIOJLTS,X,O,X,X,O,X,O,O,X,X
ZIOJLST,X,O,X,O,O,X,O,O,X,X
ZIOJSTL,X,X,X,O,O,X,X,O,O,X
ZIOJSLT,X,X,X,O,O,X,X,O,O,X
ZIOSTLJ,X,X,X,O,O,X,X,X,X,X
ZIOSTJL,X,X,X,O,O,X,X,X,O,X
ZIOSLTJ,X,X,X,O,O,X,X,X,X,X
ZIOSLJT,X,X,X,O,O,X,X,X,O,X
ZIOSJTL,X,X,X,O,O,X,X,X,O,X
ZIOSJLT,X,X,X,O,O,X,X,X,O,X
ZLTIJSO,O,O,X,X,O,X,X,X,X,X
ZLTIJOS,O,O,X,X,O,X,X,X,X,X
