sequence,v115@9gA8IeA8IeB8DeA8CeC8BeD8Kez/IvhFfmBaoB5oBG?nBlmB0qB,v115@9gA8IeA8IeB8DeA8CeC8BeD8KefFJvhF0gBaoB5oBG?nBlmBzqB,v115@9gA8IeA8IeB8DeA8CeC8BeD8KeWFJvhFxgB/nBTmB6?tBFoB0qB,v115@9gA8IeA8IeB8DeA8CeC8BeD8KefFJvhFThBmiB5oB0?nBFrB6qB
ZOTISLJ,O,X,O,O
ZOTISJL,O,X,O,O
ZOTLIJS,O,X,O,O
ZOTLISJ,O,X,O,O
ZOTLJIS,O,X,O,O
ZOTLJSI,O,X,O,O
ZOTLSIJ,O,X,O,O
ZOTLSJI,O,X,O,O
ZOTJILS,O,X,O,O
ZOTJISL,O,X,O,O
ZOTJLIS,O,X,O,O
ZOTJLSI,O,X,O,O
ZOTJSIL,O,X,O,O
ZOTJSLI,O,X,O,O
ZOTSILJ,O,X,O,O
ZOTSIJL,O,X,O,O
ZOTSLIJ,O,X,O,O
ZOTSLJI,O,X,O,O
ZOTSJIL,O,X,O,O
ZOTSJLI,O,X,O,O
ZOITLJS,O,X,O,O
ZOITLSJ,O,X,O,O
ZOITJLS,O,X,O,O
ZOITJSL,O,X,O,O
ZOITSLJ,O,X,O,O
ZOITSJL,O,X,O,O
ZOILTJS,O,X,O,X
ZOILTSJ,O,X,O,X
ZOILJTS,O,X,O,X
ZOILJST,O,O,O,X
ZOILSTJ,O,O,O,X
ZOILSJT,O,O,O,X
ZOIJTLS,O,X,O,O
ZOIJTSL,O,X,O,O
ZOIJLTS,O,X,O,X
ZOIJLST,O,O,O,X
ZOIJSTL,O,O,O,O
ZOIJSLT,O,O,O,X
ZOISTLJ,O,O,O,O
ZOISTJL,O,O,O,O
ZOISLTJ,O,O,O,X
ZOISLJT,O,O,O,X
ZOISJTL,O,O,O,O
ZOISJLT,O,O,O,X
ZOLTIJS,O,X,O,X
ZOLTISJ,O,X,O,X
ZOLTJIS,O,X,O,X
ZOLTJSI,O,X,O,X
ZOLTSIJ,O,X,O,X
ZOLTSJI,O,X,O,X
ZOLITJS,O,X,O,X
ZOLITSJ,O,X,O,X
ZOLIJTS,O,X,O,X
ZOLIJST,O,O,O,X
ZOLISTJ,O,O,O,X
ZOLISJT,O,O,O,X
ZOLJTIS,O,X,O,X
ZOLJTSI,O,X,O,X
ZOLJITS,O,X,O,X
ZOLJIST,O,O,O,X
ZOLJSTI,O,O,O,X
ZOLJSIT,O,O,O,X
ZOLSTIJ,O,O,O,X
ZOLSTJI,O,O,O,X
ZOLSITJ,O,O,O,X
ZOLSIJT,O,O,O,X
ZOLSJTI,O,O,O,X
ZOLSJIT,O,O,O,X
ZOJTILS,O,X,O,O
ZOJTISL,O,X,O,O
ZOJTLIS,O,X,O,O
ZOJTLSI,O,X,O,O
ZOJTSIL,O,X,O,O
ZOJTSLI,O,X,O,O
ZOJITLS,O,X,O,O
ZOJITSL,O,X,O,O
ZOJILTS,O,X,O,X
ZOJILST,O,O,O,X
ZOJISTL,O,O,O,O
ZOJISLT,O,O,O,X
ZOJLTIS,O,X,O,X
ZOJLTSI,O,X,O,X
ZOJLITS,O,X,O,X
ZOJLIST,O,O,O,X
ZOJLSTI,O,O,O,X
ZOJLSIT,O,O,O,X
ZOJSTIL,O,O,O,O
ZOJSTLI,O,O,O,O
ZOJSITL,O,O,O,O
ZOJSILT,O,O,O,X
ZOJSLTI,O,O,O,X
ZOJSLIT,O,O,O,X
ZOSTILJ,O,O,O,O
ZOSTIJL,O,O,O,O
ZOSTLIJ,O,O,O,O
ZOSTLJI,O,O,O,O
ZOSTJIL,O,O,O,O
ZOSTJLI,O,O,O,O
ZOSITLJ,O,O,O,O
ZOSITJL,O,O,O,O
ZOSILTJ,O,O,O,X
ZOSILJT,O,O,O,X
ZOSIJTL,O,O,O,O
ZOSIJLT,O,O,O,X
ZOSLTIJ,O,O,O,X
ZOSLTJI,O,O,O,X
ZOSLITJ,O,O,O,X
ZOSLIJT,O,O,O,X
ZOSLJTI,O,O,O,X
ZOSLJIT,O,O,O,X
ZOSJTIL,O,O,O,O
ZOSJTLI,O,O,O,O
ZOSJITL,O,O,O,O
ZOSJILT,O,O,O,X
ZOSJLTI,O,O,O,X
ZOSJLIT,O,O,O,X
OTILJSZ,X,O,O,X
OTILJZS,O,X,X,X
OTILSJZ,X,O,O,X
OTILSZJ,X,O,X,O
OTILZJS,O,X,X,O
OTILZSJ,O,X,X,O
OTIJLSZ,X,O,O,X
OTIJLZS,O,X,X,X
OTIJSLZ,X,O,O,X
OTIJSZL,X,O,X,O
OTIJZLS,O,X,X,O
OTIJZSL,O,X,X,O
OTISLJZ,X,O,O,X
OTISLZJ,X,O,X,O
OTISJLZ,X,O,O,X
OTISJZL,X,O,X,O
OTISZLJ,X,O,X,O
OTISZJL,X,O,X,O
OTIZLJS,O,X,X,O
OTIZLSJ,O,X,X,O
OTIZJLS,O,X,X,O
OTIZJSL,O,X,X,O
OTIZSLJ,O,X,X,O
OTIZSJL,O,X,X,O
OTLIJSZ,X,O,O,X
OTLIJZS,O,X,X,X
OTLISJZ,X,O,O,X
OTLISZJ,X,O,X,O
OTLIZJS,O,X,X,O
OTLIZSJ,O,X,X,O
OTLJISZ,X,O,O,X
OTLJIZS,O,X,X,X
OTLJSIZ,X,O,O,X
OTLJSZI,X,O,O,X
OTLJZIS,O,X,X,X
OTLJZSI,O,X,X,X
OTLSIJZ,X,O,O,X
OTLSIZJ,X,O,X,O
OTLSJIZ,X,O,O,X
OTLSJZI,X,O,O,X
OTLSZIJ,X,O,X,O
OTLSZJI,X,O,X,O
OTLZIJS,O,X,X,O
OTLZISJ,O,X,X,O
OTLZJIS,O,X,X,O
OTLZJSI,O,X,X,O
OTLZSIJ,O,X,X,O
OTLZSJI,O,X,X,O
OTJILSZ,X,O,O,X
OTJILZS,O,X,X,X
OTJISLZ,X,O,O,X
OTJISZL,X,O,X,O
OTJIZLS,O,X,X,O
OTJIZSL,O,X,X,O
OTJLISZ,X,O,O,X
OTJLIZS,O,X,X,X
OTJLSIZ,X,O,O,X
OTJLSZI,X,O,O,X
OTJLZIS,O,X,X,X
OTJLZSI,O,X,X,X
OTJSILZ,X,O,O,X
OTJSIZL,X,O,X,O
OTJSLIZ,X,O,O,X
OTJSLZI,X,O,O,X
OTJSZIL,X,O,X,O
OTJSZLI,X,O,X,O
OTJZILS,O,X,X,O
OTJZISL,O,X,X,O
OTJZLIS,O,X,X,O
OTJZLSI,O,X,X,O
OTJZSIL,O,X,X,O
OTJZSLI,O,X,X,O
OTSILJZ,X,O,O,X
OTSILZJ,X,O,X,O
OTSIJLZ,X,O,O,X
OTSIJZL,X,O,X,O
OTSIZLJ,X,O,X,O
OTSIZJL,X,O,X,O
OTSLIJZ,X,O,O,X
OTSLIZJ,X,O,X,O
OTSLJIZ,X,O,O,X
OTSLJZI,X,O,O,X
OTSLZIJ,X,O,X,O
OTSLZJI,X,O,X,O
OTSJILZ,X,O,O,X
OTSJIZL,X,O,X,O
OTSJLIZ,X,O,O,X
OTSJLZI,X,O,O,X
OTSJZIL,X,O,X,O
OTSJZLI,X,O,X,O
OTSZILJ,X,O,X,O
OTSZIJL,X,O,X,O
OTSZLIJ,X,O,X,O
OTSZLJI,X,O,X,O
OTSZJIL,X,O,X,O
OTSZJLI,X,O,X,O
OTZILJS,O,X,X,O
OTZILSJ,O,X,X,O
OTZIJLS,O,X,X,O
OTZIJSL,O,X,X,O
OTZISLJ,O,X,X,O
OTZISJL,O,X,X,O
OTZLIJS,O,X,X,O
OTZLISJ,O,X,X,O
OTZLJIS,O,X,X,O
OTZLJSI,O,X,X,O
OTZLSIJ,O,X,X,O
OTZLSJI,O,X,X,O
OTZJILS,O,X,X,O
OTZJISL,O,X,X,O
OTZJLIS,O,X,X,O
OTZJLSI,O,X,X,O
OTZJSIL,O,X,X,O
OTZJSLI,O,X,X,O
OTZSILJ,O,X,X,O
OTZSIJL,O,X,X,O
OTZSLIJ,O,X,X,O
OTZSLJI,O,X,X,O
OTZSJIL,O,X,X,O
OTZSJLI,O,X,X,O
OITLJSZ,X,O,O,X
OITLJZS,O,X,X,X
OITLSJZ,X,O,O,X
OITLSZJ,X,O,X,O
OITLZJS,O,X,X,O
OITLZSJ,O,X,X,O
OITJLSZ,X,O,O,X
OITJLZS,O,X,X,X
OITJSLZ,X,O,O,X
OITJSZL,X,O,X,O
OITJZLS,O,X,X,O
OITJZSL,O,X,X,O
OITSLJZ,X,O,O,X
OITSLZJ,X,O,X,O
OITSJLZ,X,O,O,X
OITSJZL,X,O,X,O
OITSZLJ,X,O,X,O
OITSZJL,X,O,X,O
OITZLJS,O,X,X,O
OITZLSJ,O,X,X,O
OITZJLS,O,X,X,O
OITZJSL,O,X,X,O
OITZSLJ,O,X,X,O
OITZSJL,O,X,X,O
OILTJSZ,X,O,O,X
OILTJZS,O,X,X,X
OILTSJZ,X,O,O,X
OILTSZJ,X,O,X,X
OILTZJS,O,X,X,X
OILTZSJ,O,X,X,X
OILJTSZ,X,O,O,X
OILJTZS,O,X,X,X
OILJSTZ,X,O,O,X
OILJSZT,O,O,O,X
OILJZTS,O,X,X,X
OILJZST,O,O,O,X
OILSTJZ,X,O,O,X
OILSTZJ,X,O,X,X
OILSJTZ,X,O,O,X
OILSJZT,O,O,O,X
OILSZTJ,O,O,X,X
OILSZJT,O,O,O,X
OILZTJS,O,X,X,X
OILZTSJ,O,X,X,X
OILZJTS,O,X,X,X
OILZJST,O,O,O,X
OILZSTJ,O,O,X,X
OILZSJT,O,O,O,X
OIJTLSZ,X,O,O,X
OIJTLZS,O,X,X,X
OIJTSLZ,X,O,O,X
OIJTSZL,X,O,X,X
OIJTZLS,O,X,X,X
OIJTZSL,O,X,X,X
OIJLTSZ,X,O,O,X
OIJLTZS,O,X,X,X
OIJLSTZ,X,O,O,X
OIJLSZT,O,O,O,X
OIJLZTS,O,X,X,X
OIJLZST,O,O,O,X
OIJSTLZ,X,O,O,X
OIJSTZL,X,O,X,X
OIJSLTZ,X,O,O,X
OIJSLZT,O,O,O,X
OIJSZTL,O,O,X,X
OIJSZLT,O,O,O,X
OIJZTLS,O,X,X,X
OIJZTSL,O,X,X,X
OIJZLTS,O,X,X,X
OIJZLST,O,O,O,X
OIJZSTL,O,O,X,X
OIJZSLT,O,O,O,X
OISTLJZ,X,O,O,X
OISTLZJ,X,O,X,O
OISTJLZ,X,O,O,X
OISTJZL,X,O,X,O
OISTZLJ,X,O,X,O
OISTZJL,X,O,X,O
OISLTJZ,X,O,O,X
OISLTZJ,X,O,X,X
OISLJTZ,X,O,O,X
OISLJZT,O,O,O,X
OISLZTJ,O,O,X,X
OISLZJT,O,O,O,X
OISJTLZ,X,O,O,X
OISJTZL,X,O,X,X
OISJLTZ,X,O,O,X
OISJLZT,O,O,O,X
OISJZTL,O,O,X,X
OISJZLT,O,O,O,X
OISZTLJ,O,O,X,O
OISZTJL,O,O,X,O
OISZLTJ,O,O,X,X
OISZLJT,O,O,O,X
OISZJTL,O,O,X,O
OISZJLT,O,O,O,X
OIZTLJS,O,X,X,O
OIZTLSJ,O,X,X,O
OIZTJLS,O,X,X,O
OIZTJSL,O,X,X,O
OIZTSLJ,O,X,X,O
OIZTSJL,O,X,X,O
OIZLTJS,O,X,X,X
OIZLTSJ,O,X,X,X
OIZLJTS,O,X,X,X
OIZLJST,O,O,O,X
OIZLSTJ,O,O,X,X
OIZLSJT,O,O,O,X
OIZJTLS,O,X,X,O
OIZJTSL,O,X,X,O
OIZJLTS,O,X,X,X
OIZJLST,O,O,O,X
OIZJSTL,O,O,X,O
OIZJSLT,O,O,O,X
OIZSTLJ,O,O,X,O
OIZSTJL,O,O,X,O
OIZSLTJ,O,O,X,X
OIZSLJT,O,O,O,X
OIZSJTL,O,O,X,O
OIZSJLT,O,O,O,X
OLTIJSZ,X,O,O,X
OLTIJZS,O,X,X,X
OLTISJZ,X,O,O,X
OLTISZJ,X,O,X,X
OLTIZJS,O,X,X,X
OLTIZSJ,O,X,X,X
OLTJISZ,X,O,O,X
OLTJIZS,O,X,X,X
OLTJSIZ,X,O,O,X
OLTJSZI,X,O,O,X
OLTJZIS,O,X,X,X
OLTJZSI,O,X,X,X
OLTSIJZ,X,O,O,X
OLTSIZJ,X,O,X,X
OLTSJIZ,X,O,O,X
OLTSJZI,X,O,O,X
OLTSZIJ,X,O,X,X
OLTSZJI,X,O,X,X
OLTZIJS,O,X,X,X
OLTZISJ,O,X,X,X
OLTZJIS,O,X,X,X
OLTZJSI,O,X,X,X
OLTZSIJ,O,X,X,X
OLTZSJI,O,X,X,X
OLITJSZ,X,O,O,X
OLITJZS,O,X,X,X
OLITSJZ,X,O,O,X
OLITSZJ,X,O,X,X
OLITZJS,O,X,X,X
OLITZSJ,O,X,X,X
OLIJTSZ,X,O,O,X
OLIJTZS,O,X,X,X
OLIJSTZ,X,O,O,X
OLIJSZT,O,O,O,X
OLIJZTS,O,X,X,X
OLIJZST,O,O,O,X
OLISTJZ,X,O,O,X
OLISTZJ,X,O,X,X
OLISJTZ,X,O,O,X
OLISJZT,O,O,O,X
OLISZTJ,O,O,X,X
OLISZJT,O,O,O,X
OLIZTJS,O,X,X,X
OLIZTSJ,O,X,X,X
OLIZJTS,O,X,X,X
OLIZJST,O,O,O,X
OLIZSTJ,O,O,X,X
OLIZSJT,O,O,O,X
OLJTISZ,X,O,O,X
OLJTIZS,O,X,X,X
OLJTSIZ,X,O,O,X
OLJTSZI,X,O,O,X
OLJTZIS,O,X,X,X
OLJTZSI,O,X,X,X
OLJITSZ,X,O,O,X
OLJITZS,O,X,X,X
OLJISTZ,X,O,O,X
OLJISZT,O,O,O,X
OLJIZTS,O,X,X,X
OLJIZST,O,O,O,X
OLJSTIZ,X,O,O,X
OLJSTZI,X,O,O,X
OLJSITZ,X,O,O,X
OLJSIZT,O,O,O,X
OLJSZTI,O,O,O,X
OLJSZIT,O,O,O,X
OLJZTIS,O,X,O,X
OLJZTSI,O,X,O,X
OLJZITS,O,X,O,X
OLJZIST,O,O,O,X
OLJZSTI,O,O,O,X
OLJZSIT,O,O,O,X
OLSTIJZ,X,O,O,X
OLSTIZJ,X,O,X,X
OLSTJIZ,X,O,O,X
OLSTJZI,X,O,O,X
OLSTZIJ,X,O,X,X
OLSTZJI,X,O,X,X
OLSITJZ,X,O,O,X
OLSITZJ,X,O,X,X
OLSIJTZ,X,O,O,X
OLSIJZT,O,O,O,X
OLSIZTJ,O,O,X,X
OLSIZJT,O,O,O,X
OLSJTIZ,X,O,O,X
OLSJTZI,X,O,O,X
OLSJITZ,X,O,O,X
OLSJIZT,O,O,O,X
OLSJZTI,O,O,O,X
OLSJZIT,O,O,O,X
OLSZTIJ,O,O,O,X
OLSZTJI,O,O,O,X
OLSZITJ,O,O,O,X
OLSZIJT,O,O,O,X
OLSZJTI,O,O,O,X
OLSZJIT,O,O,O,X
OLZTIJS,O,X,O,X
OLZTISJ,O,X,O,X
OLZTJIS,O,X,O,X
OLZTJSI,O,X,O,X
OLZTSIJ,O,X,O,X
OLZTSJI,O,X,O,X
OLZITJS,O,X,O,X
OLZITSJ,O,X,O,X
OLZIJTS,O,X,O,X
OLZIJST,O,O,O,X
OLZISTJ,O,O,O,X
OLZISJT,O,O,O,X
OLZJTIS,O,X,O,X
OLZJTSI,O,X,O,X
OLZJITS,O,X,O,X
OLZJIST,O,O,O,X
OLZJSTI,O,O,O,X
OLZJSIT,O,O,O,X
OLZSTIJ,O,O,O,X
OLZSTJI,O,O,O,X
OLZSITJ,O,O,O,X
OLZSIJT,O,O,O,X
OLZSJTI,O,O,O,X
OLZSJIT,O,O,O,X
OJTILSZ,X,O,O,X
OJTILZS,O,X,X,X
OJTISLZ,X,O,O,X
OJTISZL,X,O,X,X
OJTIZLS,O,X,X,X
OJTIZSL,O,X,X,X
OJTLISZ,X,O,O,X
OJTLIZS,O,X,X,X
OJTLSIZ,X,O,O,X
OJTLSZI,X,O,O,X
OJTLZIS,O,X,X,X
OJTLZSI,O,X,X,X
OJTSILZ,X,O,O,X
OJTSIZL,X,O,X,X
OJTSLIZ,X,O,O,X
OJTSLZI,X,O,O,X
OJTSZIL,X,O,X,X
OJTSZLI,X,O,X,X
OJTZILS,O,X,X,X
OJTZISL,O,X,X,X
OJTZLIS,O,X,X,X
OJTZLSI,O,X,X,X
OJTZSIL,O,X,X,X
OJTZSLI,O,X,X,X
OJITLSZ,X,O,O,X
OJITLZS,O,X,X,X
OJITSLZ,X,O,O,X
OJITSZL,X,O,X,X
OJITZLS,O,X,X,X
OJITZSL,O,X,X,X
OJILTSZ,X,O,O,X
OJILTZS,O,X,X,X
OJILSTZ,X,O,O,X
OJILSZT,O,O,O,X
OJILZTS,O,X,X,X
OJILZST,O,O,O,X
OJISTLZ,X,O,O,X
OJISTZL,X,O,X,X
OJISLTZ,X,O,O,X
OJISLZT,O,O,O,X
OJISZTL,O,O,X,X
OJISZLT,O,O,O,X
OJIZTLS,O,X,X,X
OJIZTSL,O,X,X,X
OJIZLTS,O,X,X,X
OJIZLST,O,O,O,X
OJIZSTL,O,O,X,X
OJIZSLT,O,O,O,X
OJLTISZ,X,O,O,X
OJLTIZS,O,X,X,X
OJLTSIZ,X,O,O,X
OJLTSZI,X,O,O,X
OJLTZIS,O,X,X,X
OJLTZSI,O,X,X,X
OJLITSZ,X,O,O,X
OJLITZS,O,X,X,X
OJLISTZ,X,O,O,X
OJLISZT,O,O,O,X
OJLIZTS,O,X,X,X
OJLIZST,O,O,O,X
OJLSTIZ,X,O,O,X
OJLSTZI,X,O,O,X
OJLSITZ,X,O,O,X
OJLSIZT,O,O,O,X
OJLSZTI,O,O,O,X
OJLSZIT,O,O,O,X
OJLZTIS,O,X,O,X
OJLZTSI,O,X,O,X
OJLZITS,O,X,O,X
OJLZIST,O,O,O,X
OJLZSTI,O,O,O,X
OJLZSIT,O,O,O,X
OJSTILZ,X,O,O,X
OJSTIZL,X,O,X,X
OJSTLIZ,X,O,O,X
OJSTLZI,X,O,O,X
OJSTZIL,X,O,X,X
OJSTZLI,X,O,X,X
OJSITLZ,X,O,O,X
OJSITZL,X,O,X,X
OJSILTZ,X,O,O,X
OJSILZT,O,O,O,X
OJSIZTL,O,O,X,X
OJSIZLT,O,O,O,X
OJSLTIZ,X,O,O,X
OJSLTZI,X,O,O,X
OJSLITZ,X,O,O,X
OJSLIZT,O,O,O,X
OJSLZTI,O,O,O,X
OJSLZIT,O,O,O,X
OJSZTIL,O,O,O,X
OJSZTLI,O,O,O,X
OJSZITL,O,O,O,X
OJSZILT,O,O,O,X
OJSZLTI,O,O,O,X
OJSZLIT,O,O,O,X
OJZTILS,O,X,O,X
OJZTISL,O,X,O,X
OJZTLIS,O,X,O,X
OJZTLSI,O,X,O,X
OJZTSIL,O,X,O,X
OJZTSLI,O,X,O,X
OJZITLS,O,X,O,X
OJZITSL,O,X,O,X
OJZILTS,O,X,O,X
OJZILST,O,O,O,X
OJZISTL,O,O,O,X
OJZISLT,O,O,O,X
OJZLTIS,O,X,O,X
OJZLTSI,O,X,O,X
OJZLITS,O,X,O,X
OJZLIST,O,O,O,X
OJZLSTI,O,O,O,X
OJZLSIT,O,O,O,X
OJZSTIL,O,O,O,X
OJZSTLI,O,O,O,X
OJZSITL,O,O,O,X
OJZSILT,O,O,O,X
OJZSLTI,O,O,O,X
OJZSLIT,O,O,O,X
OSTILJZ,X,O,O,X
OSTILZJ,X,O,X,O
OSTIJLZ,X,O,O,X
OSTIJZL,X,O,X,O
OSTIZLJ,X,O,X,O
OSTIZJL,X,O,X,O
OSTLIJZ,X,O,O,X
OSTLIZJ,X,O,X,O
OSTLJIZ,X,O,O,X
OSTLJZI,X,O,O,X
OSTLZIJ,X,O,X,O
OSTLZJI,X,O,X,O
OSTJILZ,X,O,O,X
OSTJIZL,X,O,X,O
OSTJLIZ,X,O,O,X
OSTJLZI,X,O,O,X
OSTJZIL,X,O,X,O
OSTJZLI,X,O,X,O
OSTZILJ,X,O,X,O
OSTZIJL,X,O,X,O
OSTZLIJ,X,O,X,O
OSTZLJI,X,O,X,O
OSTZJIL,X,O,X,O
OSTZJLI,X,O,X,O
OSITLJZ,X,O,O,X
OSITLZJ,X,O,X,O
OSITJLZ,X,O,O,X
OSITJZL,X,O,X,O
OSITZLJ,X,O,X,O
OSITZJL,X,O,X,O
OSILTJZ,X,O,O,X
OSILTZJ,X,O,X,X
OSILJTZ,X,O,O,X
OSILJZT,O,O,O,X
OSILZTJ,O,O,X,X
OSILZJT,O,O,O,X
OSIJTLZ,X,O,O,X
OSIJTZL,X,O,X,X
OSIJLTZ,X,O,O,X
OSIJLZT,O,O,O,X
OSIJZTL,O,O,X,X
OSIJZLT,O,O,O,X
OSIZTLJ,O,O,X,O
OSIZTJL,O,O,X,O
OSIZLTJ,O,O,X,X
OSIZLJT,O,O,O,X
OSIZJTL,O,O,X,O
OSIZJLT,O,O,O,X
OSLTIJZ,X,O,O,X
OSLTIZJ,X,O,X,X
OSLTJIZ,X,O,O,X
OSLTJZI,X,O,O,X
OSLTZIJ,X,O,X,X
OSLTZJI,X,O,X,X
OSLITJZ,X,O,O,X
OSLITZJ,X,O,X,X
OSLIJTZ,X,O,O,X
OSLIJZT,O,O,O,X
OSLIZTJ,O,O,X,X
OSLIZJT,O,O,O,X
OSLJTIZ,X,O,O,X
OSLJTZI,X,O,O,X
OSLJITZ,X,O,O,X
OSLJIZT,O,O,O,X
OSLJZTI,O,O,O,X
OSLJZIT,O,O,O,X
OSLZTIJ,O,O,O,X
OSLZTJI,O,O,O,X
OSLZITJ,O,O,O,X
OSLZIJT,O,O,O,X
OSLZJTI,O,O,O,X
OSLZJIT,O,O,O,X
OSJTILZ,X,O,O,X
OSJTIZL,X,O,X,X
OSJTLIZ,X,O,O,X
OSJTLZI,X,O,O,X
OSJTZIL,X,O,X,X
OSJTZLI,X,O,X,X
OSJITLZ,X,O,O,X
OSJITZL,X,O,X,X
OSJILTZ,X,O,O,X
OSJILZT,O,O,O,X
OSJIZTL,O,O,X,X
OSJIZLT,O,O,O,X
OSJLTIZ,X,O,O,X
OSJLTZI,X,O,O,X
OSJLITZ,X,O,O,X
OSJLIZT,O,O,O,X
OSJLZTI,O,O,O,X
OSJLZIT,O,O,O,X
OSJZTIL,O,O,O,X
OSJZTLI,O,O,O,X
OSJZITL,O,O,O,X
OSJZILT,O,O,O,X
OSJZLTI,O,O,O,X
OSJZLIT,O,O,O,X
OSZTILJ,O,O,O,O
OSZTIJL,O,O,O,O
OSZTLIJ,O,O,O,O
OSZTLJI,O,O,O,O
OSZTJIL,O,O,O,O
OSZTJLI,O,O,O,O
OSZITLJ,O,O,O,O
OSZITJL,O,O,O,O
OSZILTJ,O,O,O,X
OSZILJT,O,O,O,X
OSZIJTL,O,O,O,O
OSZIJLT,O,O,O,X
OSZLTIJ,O,O,O,X
OSZLTJI,O,O,O,X
OSZLITJ,O,O,O,X
OSZLIJT,O,O,O,X
OSZLJTI,O,O,O,X
OSZLJIT,O,O,O,X
OSZJTIL,O,O,O,O
OSZJTLI,O,O,O,O
OSZJITL,O,O,O,O
OSZJILT,O,O,O,X
OSZJLTI,O,O,O,X
OSZJLIT,O,O,O,X
OZTILJS,O,X,O,O
OZTILSJ,O,X,O,O
OZTIJLS,O,X,O,O
OZTIJSL,O,X,O,O
OZTISLJ,O,X,O,O
OZTISJL,O,X,O,O
OZTLIJS,O,X,O,O
OZTLISJ,O,X,O,O
OZTLJIS,O,X,O,O
OZTLJSI,O,X,O,O
OZTLSIJ,O,X,O,O
OZTLSJI,O,X,O,O
OZTJILS,O,X,O,O
OZTJISL,O,X,O,O
OZTJLIS,O,X,O,O
OZTJLSI,O,X,O,O
OZTJSIL,O,X,O,O
OZTJSLI,O,X,O,O
OZTSILJ,O,X,O,O
OZTSIJL,O,X,O,O
OZTSLIJ,O,X,O,O
OZTSLJI,O,X,O,O
OZTSJIL,O,X,O,O
OZTSJLI,O,X,O,O
OZITLJS,O,X,O,O
OZITLSJ,O,X,O,O
OZITJLS,O,X,O,O
OZITJSL,O,X,O,O
OZITSLJ,O,X,O,O
OZITSJL,O,X,O,O
OZILTJS,O,X,O,X
OZILTSJ,O,X,O,X
OZILJTS,O,X,O,X
OZILJST,O,O,O,X
OZILSTJ,O,O,O,X
OZILSJT,O,O,O,X
OZIJTLS,O,X,O,O
OZIJTSL,O,X,O,O
OZIJLTS,O,X,O,X
OZIJLST,O,O,O,X
OZIJSTL,O,O,O,O
OZIJSLT,O,O,O,X
OZISTLJ,O,O,O,O
OZISTJL,O,O,O,O
OZISLTJ,O,O,O,X
OZISLJT,O,O,O,X
OZISJTL,O,O,O,O
OZISJLT,O,O,O,X
OZLTIJS,O,X,O,X
OZLTISJ,O,X,O,X
OZLTJIS,O,X,O,X
OZLTJSI,O,X,O,X
OZLTSIJ,O,X,O,X
OZLTSJI,O,X,O,X
OZLITJS,O,X,O,X
OZLITSJ,O,X,O,X
OZLIJTS,O,X,O,X
OZLIJST,O,O,O,X
OZLISTJ,O,O,O,X
OZLISJT,O,O,O,X
OZLJTIS,O,X,O,X
OZLJTSI,O,X,O,X
OZLJITS,O,X,O,X
OZLJIST,O,O,O,X
OZLJSTI,O,O,O,X
OZLJSIT,O,O,O,X
OZLSTIJ,O,O,O,X
OZLSTJI,O,O,O,X
OZLSITJ,O,O,O,X
OZLSIJT,O,O,O,X
OZLSJTI,O,O,O,X
OZLSJIT,O,O,O,X
OZJTILS,O,X,O,O
OZJTISL,O,X,O,O
OZJTLIS,O,X,O,O
OZJTLSI,O,X,O,O
OZJTSIL,O,X,O,O
OZJTSLI,O,X,O,O
OZJITLS,O,X,O,O
OZJITSL,O,X,O,O
OZJILTS,O,X,O,X
OZJILST,O,O,O,X
OZJISTL,O,O,O,O
OZJISLT,O,O,O,X
OZJLTIS,O,X,O,X
OZJLTSI,O,X,O,X
OZJLITS,O,X,O,X
OZJLIST,O,O,O,X
OZJLSTI,O,O,O,X
OZJLSIT,O,O,O,X
OZJSTIL,O,O,O,O
OZJSTLI,O,O,O,O
OZJSITL,O,O,O,O
OZJSILT,O,O,O,X
OZJSLTI,O,O,O,X
OZJSLIT,O,O,O,X
OZSTILJ,O,O,O,O
OZSTIJL,O,O,O,O
OZSTLIJ,O,O,O,O
OZSTLJI,O,O,O,O
OZSTJIL,O,O,O,O
OZSTJLI,O,O,O,O
OZSITLJ,O,O,O,O
OZSITJL,O,O,O,O
OZSILTJ,O,O,O,X
OZSILJT,O,O,O,X
OZSIJTL,O,O,O,O
OZSIJLT,O,O,O,X
OZSLTIJ,O,O,O,X
OZSLTJI,O,O,O,X
OZSLITJ,O,O,O,X
OZSLIJT,O,O,O,X
OZSLJTI,O,O,O,X
OZSLJIT,O,O,O,X
OZSJTIL,O,O,O,O
OZSJTLI,O,O,O,O
OZSJITL,O,O,O,O
OZSJILT,O,O,O,X
OZSJLTI,O,O,O,X
OZSJLIT,O,O,O,X
