sequence,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFzfBfmB?0hBeoBFqB6sB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFzfBWmB?3iB8sBimBFqB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFqkBlhB?3iBzlB8sBOqB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFFgB0hB?eoBfqBzlB6sB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8Jex/IvhFlhB3iB?zlB8sBmpBipB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFfmB0hB?WqBznBaqBlsB
OLSJITZ,X,X,X,O,X,O
OLSJIZT,X,X,X,O,X,O
OLSJZTI,X,X,X,O,X,X
OLSJZIT,X,X,X,O,X,O
OLSZTIJ,X,X,O,O,X,X
OLSZTJI,X,X,O,O,X,X
OLSZITJ,X,X,O,O,X,X
OLSZIJT,X,X,O,O,X,O
OLSZJTI,X,X,O,O,X,X
OLSZJIT,X,X,O,O,X,O
OLZTIJS,X,X,O,X,X,X
OLZTISJ,X,X,O,X,O,X
OLZTJIS,X,X,O,X,O,X
OLZTJSI,X,X,O,X,O,X
OLZTSIJ,X,X,O,X,O,X
OLZTSJI,X,X,O,X,O,X
OLZITJS,X,X,O,X,X,X
OLZITSJ,X,X,O,X,O,X
OLZIJTS,X,X,O,X,X,X
OLZIJST,X,X,O,O,X,X
OLZISTJ,X,X,O,O,O,X
OLZISJT,X,X,O,O,X,O
OLZJTIS,X,X,O,X,O,X
OLZJTSI,X,X,O,X,O,X
OLZJITS,X,X,O,X,O,X
OLZJIST,X,X,O,O,O,X
OLZJSTI,X,X,O,O,O,X
OLZJSIT,X,X,O,O,O,X
OLZSTIJ,X,X,O,O,O,X
OLZSTJI,X,X,O,O,O,X
OLZSITJ,X,X,O,O,O,X
OLZSIJT,X,X,O,O,X,O
OLZSJTI,X,X,O,O,O,X
OLZSJIT,X,X,O,O,O,O
OJTILSZ,O,X,X,X,X,X
OJTILZS,X,O,O,X,O,X
OJTISLZ,O,X,X,O,X,O
OJTISZL,O,O,X,O,O,O
OJTIZLS,X,O,O,X,O,X
OJTIZSL,O,O,O,O,O,X
OJTLISZ,O,X,X,X,X,X
OJTLIZS,X,O,O,X,O,X
OJTLSIZ,O,X,X,X,X,X
OJTLSZI,O,X,X,X,X,X
OJTLZIS,X,O,O,X,O,X
OJTLZSI,X,O,O,X,O,X
OJTSILZ,O,X,X,O,X,O
OJTSIZL,O,O,X,O,O,O
OJTSLIZ,O,X,X,O,X,X
OJTSLZI,O,X,X,O,X,X
OJTSZIL,O,O,X,O,O,O
OJTSZLI,O,O,X,O,O,X
OJTZILS,X,O,O,X,O,X
OJTZISL,O,O,O,O,O,X
OJTZLIS,X,O,O,X,O,X
OJTZLSI,X,O,O,X,O,X
OJTZSIL,O,O,O,O,O,X
OJTZSLI,O,O,O,O,O,X
OJITLSZ,O,X,X,X,X,X
OJITLZS,X,O,O,X,O,X
OJITSLZ,O,X,X,O,X,O
OJITSZL,O,O,X,O,O,O
OJITZLS,X,O,O,X,O,X
OJITZSL,O,O,O,O,O,X
OJILTSZ,X,X,X,X,X,X
OJILTZS,X,X,O,X,O,X
OJILSTZ,X,X,X,O,X,O
OJILSZT,X,X,X,O,X,O
OJILZTS,X,X,O,X,O,X
OJILZST,X,X,O,O,O,X
OJISTLZ,O,X,X,O,X,O
OJISTZL,O,X,X,O,O,O
OJISLTZ,X,X,X,O,X,O
OJISLZT,X,X,X,O,X,O
OJISZTL,O,X,X,O,O,O
OJISZLT,X,X,X,O,O,O
OJIZTLS,X,O,O,X,O,X
OJIZTSL,X,O,O,O,O,X
OJIZLTS,X,X,O,X,O,X
OJIZLST,X,X,O,O,O,X
OJIZSTL,O,O,O,O,O,O
OJIZSLT,X,X,O,O,O,O
OJLTISZ,X,X,X,X,X,X
OJLTIZS,X,X,O,X,O,X
OJLTSIZ,X,X,X,X,X,X
OJLTSZI,X,X,X,X,X,X
OJLTZIS,X,X,O,X,O,X
OJLTZSI,X,X,O,X,O,X
OJLITSZ,X,X,X,X,X,X
OJLITZS,X,X,O,X,O,X
OJLISTZ,X,X,X,O,X,O
OJLISZT,X,X,X,O,X,O
OJLIZTS,X,X,O,X,O,X
OJLIZST,X,X,O,O,O,X
OJLSTIZ,X,X,X,O,X,X
OJLSTZI,X,X,X,O,X,X
OJLSITZ,X,X,X,O,X,O
OJLSIZT,X,X,X,O,X,O
OJLSZTI,X,X,X,O,X,X
OJLSZIT,X,X,X,O,X,O
OJLZTIS,X,X,O,X,O,X
OJLZTSI,X,X,O,X,O,X
OJLZITS,X,X,O,X,O,X
OJLZIST,X,X,O,O,O,X
OJLZSTI,X,X,O,O,O,X
OJLZSIT,X,X,O,O,O,X
OJSTILZ,O,X,X,O,X,O
OJSTIZL,O,X,X,O,O,O
OJSTLIZ,O,X,X,O,X,X
OJSTLZI,O,X,X,O,X,X
OJSTZIL,O,X,X,O,O,O
OJSTZLI,O,X,X,O,O,X
OJSITLZ,O,X,X,O,X,O
OJSITZL,O,X,X,O,O,O
OJSILTZ,X,X,X,O,X,O
OJSILZT,X,X,X,O,X,O
OJSIZTL,O,X,X,O,O,O
OJSIZLT,X,X,X,O,O,O
OJSLTIZ,X,X,X,O,X,X
OJSLTZI,X,X,X,O,X,X
OJSLITZ,X,X,X,O,X,O
OJSLIZT,X,X,X,O,X,O
OJSLZTI,X,X,X,O,X,X
OJSLZIT,X,X,X,O,X,O
OJSZTIL,O,X,X,O,O,O
OJSZTLI,O,X,X,O,O,X
OJSZITL,O,X,X,O,O,O
OJSZILT,X,X,X,O,O,O
OJSZLTI,X,X,X,O,O,X
OJSZLIT,X,X,X,O,O,O
OJZTILS,X,O,O,X,O,X
OJZTISL,X,O,O,O,O,X
OJZTLIS,X,O,O,X,O,X
OJZTLSI,X,O,O,X,O,X
OJZTSIL,X,O,O,O,O,X
OJZTSLI,X,O,O,O,O,X
OJZITLS,X,O,O,X,O,X
OJZITSL,X,O,O,O,O,X
OJZILTS,X,X,O,X,O,X
OJZILST,X,X,O,O,O,X
OJZISTL,O,O,O,O,O,O
OJZISLT,X,X,O,O,O,O
OJZLTIS,X,X,O,X,O,X
OJZLTSI,X,X,O,X,O,X
OJZLITS,X,X,O,X,O,X
OJZLIST,X,X,O,O,O,X
OJZLSTI,X,X,O,O,O,X
OJZLSIT,X,X,O,O,O,X
OJZSTIL,O,O,O,O,O,O
OJZSTLI,O,O,O,O,O,X
OJZSITL,O,O,O,O,O,O
OJZSILT,X,X,O,O,O,O
OJZSLTI,X,X,O,O,O,X
OJZSLIT,X,X,O,O,O,O
OSTILJZ,O,X,X,O,X,X
OSTILZJ,O,X,O,O,X,X
OSTIJLZ,O,X,X,O,X,O
OSTIJZL,O,X,X,O,X,O
OSTIZLJ,O,X,O,O,O,X
OSTIZJL,O,X,O,O,O,O
OSTLIJZ,O,X,X,O,X,X
OSTLIZJ,O,X,O,O,X,X
OSTLJIZ,O,X,X,O,X,X
OSTLJZI,O,X,X,O,X,X
OSTLZIJ,O,X,O,O,X,X
OSTLZJI,O,X,O,O,X,X
OSTJILZ,O,X,X,O,X,O
OSTJIZL,O,X,X,O,O,O
OSTJLIZ,O,X,X,O,X,X
OSTJLZI,O,X,X,O,X,X
OSTJZIL,O,X,X,O,O,O
OSTJZLI,O,X,X,O,O,X
OSTZILJ,O,X,O,O,O,X
OSTZIJL,O,X,O,O,O,O
OSTZLIJ,O,X,O,O,O,X
OSTZLJI,O,X,O,O,O,X
OSTZJIL,O,X,O,O,O,O
OSTZJLI,O,X,O,O,O,X
OSITLJZ,O,X,X,O,X,X
OSITLZJ,O,X,O,O,X,X
OSITJLZ,O,X,X,O,X,O
OSITJZL,O,X,X,O,X,O
OSITZLJ,O,X,O,O,O,X
OSITZJL,O,X,O,O,O,O
OSILTJZ,X,X,X,O,X,X
OSILTZJ,X,X,O,O,X,X
OSILJTZ,X,X,X,O,X,O
OSILJZT,X,X,X,O,X,O
OSILZTJ,X,X,O,O,X,X
OSILZJT,X,X,O,O,X,O
OSIJTLZ,O,X,X,O,X,O
OSIJTZL,O,X,X,O,X,O
OSIJLTZ,X,X,X,O,X,O
OSIJLZT,X,X,X,O,X,O
OSIJZTL,O,X,X,O,X,O
OSIJZLT,X,X,X,O,X,O
OSIZTLJ,O,X,O,O,O,X
OSIZTJL,O,X,O,O,O,O
OSIZLTJ,X,X,O,O,O,X
OSIZLJT,X,X,O,O,X,O
OSIZJTL,O,X,O,O,O,O
OSIZJLT,X,X,O,O,X,O
OSLTIJZ,X,X,X,O,X,X
OSLTIZJ,X,X,O,O,X,X
OSLTJIZ,X,X,X,O,X,X
OSLTJZI,X,X,X,O,X,X
OSLTZIJ,X,X,O,O,X,X
OSLTZJI,X,X,O,O,X,X
OSLITJZ,X,X,X,O,X,X
OSLITZJ,X,X,O,O,X,X
OSLIJTZ,X,X,X,O,X,O
OSLIJZT,X,X,X,O,X,O
OSLIZTJ,X,X,O,O,X,X
OSLIZJT,X,X,O,O,X,O
OSLJTIZ,X,X,X,O,X,X
OSLJTZI,X,X,X,O,X,X
OSLJITZ,X,X,X,O,X,O
OSLJIZT,X,X,X,O,X,O
OSLJZTI,X,X,X,O,X,X
OSLJZIT,X,X,X,O,X,O
OSLZTIJ,X,X,O,O,X,X
OSLZTJI,X,X,O,O,X,X
OSLZITJ,X,X,O,O,X,X
OSLZIJT,X,X,O,O,X,O
OSLZJTI,X,X,O,O,X,X
OSLZJIT,X,X,O,O,X,O
OSJTILZ,O,X,X,O,X,O
OSJTIZL,O,X,X,O,O,O
OSJTLIZ,O,X,X,O,X,X
OSJTLZI,O,X,X,O,X,X
OSJTZIL,O,X,X,O,O,O
OSJTZLI,O,X,X,O,O,X
OSJITLZ,O,X,X,O,X,O
OSJITZL,O,X,X,O,O,O
OSJILTZ,X,X,X,O,X,O
OSJILZT,X,X,X,O,X,O
OSJIZTL,O,X,X,O,O,O
OSJIZLT,X,X,X,O,O,O
OSJLTIZ,X,X,X,O,X,X
OSJLTZI,X,X,X,O,X,X
OSJLITZ,X,X,X,O,X,O
OSJLIZT,X,X,X,O,X,O
OSJLZTI,X,X,X,O,X,X
OSJLZIT,X,X,X,O,X,O
OSJZTIL,O,X,X,O,O,O
OSJZTLI,O,X,X,O,O,X
OSJZITL,O,X,X,O,O,O
OSJZILT,X,X,X,O,O,O
OSJZLTI,X,X,X,O,O,X
OSJZLIT,X,X,X,O,O,O
OSZTILJ,O,X,O,O,O,X
OSZTIJL,O,X,O,O,O,O
OSZTLIJ,O,X,O,O,O,X
OSZTLJI,O,X,O,O,O,X
OSZTJIL,O,X,O,O,O,O
OSZTJLI,O,X,O,O,O,X
OSZITLJ,O,X,O,O,O,X
OSZITJL,O,X,O,O,O,O
OSZILTJ,X,X,O,O,O,X
OSZILJT,X,X,O,O,X,O
OSZIJTL,O,X,O,O,O,O
OSZIJLT,X,X,O,O,O,O
OSZLTIJ,X,X,O,O,O,X
OSZLTJI,X,X,O,O,O,X
OSZLITJ,X,X,O,O,O,X
OSZLIJT,X,X,O,O,X,O
OSZLJTI,X,X,O,O,O,X
OSZLJIT,X,X,O,O,O,O
OSZJTIL,O,X,O,O,O,O
OSZJTLI,O,X,O,O,O,X
OSZJITL,O,X,O,O,O,O
OSZJILT,X,X,O,O,O,O
OSZJLTI,X,X,O,O,O,X
OSZJLIT,X,X,O,O,O,O
OZTILJS,X,O,O,X,X,X
OZTILSJ,X,O,O,X,O,X
OZTIJLS,X,O,O,X,O,X
OZTIJSL,X,O,O,O,O,X
OZTISLJ,X,O,O,O,O,X
OZTISJL,X,O,O,O,O,O
OZTLIJS,X,O,O,X,X,X
OZTLISJ,X,O,O,X,O,X
OZTLJIS,X,O,O,X,O,X
OZTLJSI,X,O,O,X,O,X
OZTLSIJ,X,O,O,X,O,X
OZTLSJI,X,O,O,X,O,X
OZTJILS,X,O,O,X,O,X
OZTJISL,X,O,O,O,O,X
OZTJLIS,X,O,O,X,O,X
OZTJLSI,X,O,O,X,O,X
OZTJSIL,X,O,O,O,O,X
OZTJSLI,X,O,O,O,O,X
OZTSILJ,X,O,O,O,O,X
OZTSIJL,X,O,O,O,O,O
OZTSLIJ,X,O,O,O,O,X
OZTSLJI,X,O,O,O,O,X
OZTSJIL,X,O,O,O,O,O
OZTSJLI,X,O,O,O,O,X
OZITLJS,X,O,O,X,X,X
OZITLSJ,X,O,O,X,O,X
OZITJLS,X,O,O,X,O,X
OZITJSL,X,O,O,O,O,X
OZITSLJ,X,O,O,O,O,X
OZITSJL,X,O,O,O,O,O
OZILTJS,X,X,O,X,X,X
OZILTSJ,X,X,O,X,O,X
OZILJTS,X,X,O,X,X,X
OZILJST,X,X,O,O,X,X
OZILSTJ,X,X,O,O,O,X
OZILSJT,X,X,O,O,X,O
OZIJTLS,X,O,O,X,O,X
OZIJTSL,X,O,O,O,O,X
OZIJLTS,X,X,O,X,O,X
OZIJLST,X,X,O,O,O,X
OZIJSTL,O,O,O,O,O,O
OZIJSLT,X,X,O,O,O,O
OZISTLJ,O,O,O,O,O,X
OZISTJL,O,O,O,O,O,O
OZISLTJ,X,X,O,O,O,X
OZISLJT,X,X,O,O,X,O
OZISJTL,O,O,O,O,O,O
OZISJLT,X,X,O,O,O,O
OZLTIJS,X,X,O,X,X,X
OZLTISJ,X,X,O,X,O,X
OZLTJIS,X,X,O,X,O,X
OZLTJSI,X,X,O,X,O,X
OZLTSIJ,X,X,O,X,O,X
OZLTSJI,X,X,O,X,O,X
OZLITJS,X,X,O,X,X,X
OZLITSJ,X,X,O,X,O,X
OZLIJTS,X,X,O,X,X,X
OZLIJST,X,X,O,O,X,X
OZLISTJ,X,X,O,O,O,X
OZLISJT,X,X,O,O,X,O
OZLJTIS,X,X,O,X,O,X
OZLJTSI,X,X,O,X,O,X
OZLJITS,X,X,O,X,O,X
OZLJIST,X,X,O,O,O,X
OZLJSTI,X,X,O,O,O,X
OZLJSIT,X,X,O,O,O,X
OZLSTIJ,X,X,O,O,O,X
OZLSTJI,X,X,O,O,O,X
OZLSITJ,X,X,O,O,O,X
OZLSIJT,X,X,O,O,X,O
OZLSJTI,X,X,O,O,O,X
OZLSJIT,X,X,O,O,O,O
OZJTILS,X,O,O,X,O,X
OZJTISL,X,O,O,O,O,X
OZJTLIS,X,O,O,X,O,X
OZJTLSI,X,O,O,X,O,X
OZJTSIL,X,O,O,O,O,X
OZJTSLI,X,O,O,O,O,X
OZJITLS,X,O,O,X,O,X
OZJITSL,X,O,O,O,O,X
OZJILTS,X,X,O,X,O,X
OZJILST,X,X,O,O,O,X
OZJISTL,O,O,O,O,O,O
OZJISLT,X,X,O,O,O,O
OZJLTIS,X,X,O,X,O,X
OZJLTSI,X,X,O,X,O,X
OZJLITS,X,X,O,X,O,X
OZJLIST,X,X,O,O,O,X
OZJLSTI,X,X,O,O,O,X
OZJLSIT,X,X,O,O,O,X
OZJSTIL,O,O,O,O,O,O
OZJSTLI,O,O,O,O,O,X
OZJSITL,O,O,O,O,O,O
OZJSILT,X,X,O,O,O,O
OZJSLTI,X,X,O,O,O,X
OZJSLIT,X,X,O,O,O,O
OZSTILJ,O,O,O,O,O,X
OZSTIJL,O,O,O,O,O,O
OZSTLIJ,O,O,O,O,O,X
OZSTLJI,O,O,O,O,O,X
OZSTJIL,O,O,O,O,O,O
OZSTJLI,O,O,O,O,O,X
OZSITLJ,O,O,O,O,O,X
OZSITJL,O,O,O,O,O,O
OZSILTJ,X,X,O,O,O,X
OZSILJT,X,X,O,O,X,O
OZSIJTL,O,O,O,O,O,O
OZSIJLT,X,X,O,O,O,O
OZSLTIJ,X,X,O,O,O,X
OZSLTJI,X,X,O,O,O,X
OZSLITJ,X,X,O,O,O,X
OZSLIJT,X,X,O,O,X,O
OZSLJTI,X,X,O,O,O,X
OZSLJIT,X,X,O,O,O,O
OZSJTIL,O,O,O,O,O,O
OZSJTLI,O,O,O,O,O,X
OZSJITL,O,O,O,O,O,O
OZSJILT,X,X,O,O,O,O
OZSJLTI,X,X,O,O,O,X
OZSJLIT,X,X,O,O,O,O
