sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
ZTOLSIJ,O,O,O,O,X,X,X
ZTOLSJI,O,O,O,O,X,X,X
ZTOJILS,O,X,O,O,O,X,X
ZTOJISL,O,X,O,O,X,X,X
ZTOJLIS,O,X,O,O,O,X,X
ZTOJLSI,O,X,O,O,O,X,X
ZTOJSIL,O,X,O,O,X,X,X
ZTOJSLI,O,X,O,O,O,X,X
ZTOSILJ,O,O,O,O,X,X,X
ZTOSIJL,O,X,O,O,X,X,X
ZTOSLIJ,O,O,O,O,X,X,X
ZTOSLJI,O,O,O,O,X,X,X
ZTOSJIL,O,X,O,O,X,X,X
ZTOSJLI,O,O,O,O,X,X,X
ZITLJSO,O,X,O,O,O,X,O
ZITLJOS,X,X,O,O,O,X,O
ZITLSJO,O,O,O,O,X,X,O
ZITLSOJ,O,O,O,O,X,X,X
ZITLOJS,X,X,O,O,O,X,O
ZITLOSJ,X,O,O,O,X,X,X
ZITJLSO,O,X,O,O,O,X,O
ZITJLOS,X,X,O,O,O,X,O
ZITJSLO,O,X,O,O,O,X,X
ZITJSOL,O,X,O,X,X,X,X
ZITJOLS,O,X,O,O,O,X,X
ZITJOSL,O,X,O,O,X,X,X
ZITSLJO,O,O,O,O,X,X,X
ZITSLOJ,O,O,O,O,X,X,X
ZITSJLO,O,O,O,O,X,X,X
ZITSJOL,O,X,O,X,X,X,X
ZITSOLJ,X,O,O,O,X,X,X
ZITSOJL,O,X,O,O,X,X,X
ZITOLJS,O,X,O,O,X,X,X
ZITOLSJ,O,X,O,O,X,X,X
ZITOJLS,O,X,O,O,X,X,X
ZITOJSL,O,X,O,O,X,X,X
ZITOSLJ,O,X,O,O,X,X,X
ZITOSJL,O,X,O,O,X,X,X
ZILTJSO,O,X,O,O,O,X,O
ZILTJOS,X,X,O,O,O,X,O
ZILTSJO,O,O,O,O,X,X,O
ZILTSOJ,O,O,O,O,X,X,X
ZILTOJS,X,X,O,O,O,X,O
ZILTOSJ,X,O,O,O,X,X,X
ZILJTSO,O,X,X,O,O,X,O
ZILJTOS,X,X,X,O,O,X,O
ZILJSTO,O,O,X,X,O,X,O
ZILJSOT,O,O,X,X,O,X,X
ZILJOTS,O,X,X,X,O,X,O
ZILJOST,O,O,X,X,O,X,X
ZILSTJO,O,O,O,X,X,X,O
ZILSTOJ,O,O,O,X,X,X,X
ZILSJTO,O,O,O,X,O,X,O
ZILSJOT,O,O,X,X,O,X,X
ZILSOTJ,O,O,O,X,X,X,X
ZILSOJT,O,O,X,X,O,X,X
ZILOTJS,O,X,X,O,O,X,O
ZILOTSJ,O,O,X,O,X,X,X
ZILOJTS,O,X,X,O,O,X,O
ZILOJST,O,O,X,X,O,X,X
ZILOSTJ,O,O,X,X,X,X,X
ZILOSJT,O,O,X,X,O,X,X
ZIJTLSO,O,X,O,O,O,X,O
ZIJTLOS,X,X,O,O,O,X,O
ZIJTSLO,O,X,O,O,O,X,X
ZIJTSOL,O,X,O,X,X,X,X
ZIJTOLS,O,X,O,O,O,X,X
ZIJTOSL,O,X,O,O,X,X,X
ZIJLTSO,O,X,X,O,O,X,O
ZIJLTOS,X,X,X,O,O,X,O
ZIJLSTO,O,O,X,X,O,X,O
ZIJLSOT,O,O,X,X,O,X,X
ZIJLOTS,O,X,X,X,O,X,O
ZIJLOST,O,O,X,X,O,X,X
ZIJSTLO,O,O,O,O,O,X,X
ZIJSTOL,O,X,O,X,X,X,X
ZIJSLTO,O,O,O,X,O,X,O
ZIJSLOT,O,O,X,X,O,X,X
ZIJSOTL,O,X,X,X,X,X,X
ZIJSOLT,O,X,X,X,X,X,X
ZIJOTLS,O,X,X,O,O,X,X
ZIJOTSL,O,X,X,O,X,X,X
ZIJOLTS,O,X,X,O,O,X,O
ZIJOLST,O,X,X,X,O,X,X
ZIJOSTL,O,X,X,O,X,X,X
ZIJOSLT,O,X,X,X,X,X,X
ZISTLJO,O,O,O,O,X,X,X
ZISTLOJ,O,O,O,O,X,X,X
ZISTJLO,O,O,O,O,X,X,X
ZISTJOL,O,X,O,X,X,X,X
ZISTOLJ,X,O,O,O,X,X,X
ZISTOJL,O,X,O,O,X,X,X
ZISLTJO,O,O,O,X,X,X,O
ZISLTOJ,O,O,O,X,X,X,X
ZISLJTO,O,O,O,X,O,X,O
ZISLJOT,O,O,X,X,O,X,X
ZISLOTJ,O,O,O,X,X,X,X
ZISLOJT,O,O,X,X,O,O,X
ZISJTLO,O,O,O,O,O,X,X
ZISJTOL,O,X,O,X,X,X,X
ZISJLTO,O,O,O,X,O,X,O
ZISJLOT,O,O,X,X,O,X,X
ZISJOTL,O,X,X,X,X,X,X
ZISJOLT,O,X,X,X,X,X,X
ZISOTLJ,O,O,O,O,X,X,X
ZISOTJL,O,X,O,O,X,X,X
ZISOLTJ,O,O,O,X,X,X,X
ZISOLJT,O,O,X,X,X,O,X
ZISOJTL,O,X,X,O,X,O,X
ZISOJLT,O,X,X,X,X,O,X
ZIOTLJS,O,X,O,O,X,X,X
ZIOTLSJ,O,X,O,O,X,X,X
ZIOTJLS,O,X,O,O,X,X,X
ZIOTJSL,O,X,O,O,X,X,X
ZIOTSLJ,O,X,O,O,X,X,X
ZIOTSJL,O,X,O,O,X,X,X
ZIOLTJS,O,X,X,O,O,X,O
ZIOLTSJ,O,O,X,O,X,X,X
ZIOLJTS,O,X,X,O,O,X,O
ZIOLJST,O,O,X,X,O,X,X
ZIOLSTJ,O,O,X,X,X,X,X
ZIOLSJT,O,O,X,X,O,X,X
ZIOJTLS,O,X,X,O,O,X,X
ZIOJTSL,O,X,X,O,X,X,X
ZIOJLTS,O,X,X,O,O,X,O
ZIOJLST,O,X,X,X,O,X,X
ZIOJSTL,O,X,X,O,X,O,X
ZIOJSLT,O,X,X,X,X,O,X
ZIOSTLJ,O,O,O,O,X,X,X
ZIOSTJL,O,X,O,O,X,X,X
ZIOSLTJ,O,O,O,X,X,X,X
ZIOSLJT,O,O,X,X,X,O,X
ZIOSJTL,O,X,X,O,X,O,X
ZIOSJLT,O,X,X,X,X,O,X
ZLTIJSO,O,X,O,O,O,X,O
ZLTIJOS,X,X,O,O,O,X,O
ZLTISJO,O,O,O,O,X,X,O
ZLTISOJ,O,O,O,O,X,X,X
ZLTIOJS,X,X,O,O,O,X,O
ZLTIOSJ,X,O,O,O,X,X,X
ZLTJISO,O,X,O,O,O,X,O
ZLTJIOS,X,X,O,O,O,X,O
ZLTJSIO,O,X,O,O,O,X,O
ZLTJSOI,O,X,O,X,O,X,O
ZLTJOIS,O,X,O,O,O,X,O
ZLTJOSI,O,X,O,O,O,X,O
ZLTSIJO,O,O,O,O,X,X,O
ZLTSIOJ,O,O,O,O,X,X,X
ZLTSJIO,O,O,O,O,X,X,O
ZLTSJOI,O,O,O,X,X,X,O
ZLTSOIJ,O,O,O,O,X,X,X
ZLTSOJI,O,O,O,O,X,X,X
ZLTOIJS,O,X,O,O,O,X,O
ZLTOISJ,O,O,O,O,X,X,X
ZLTOJIS,O,X,O,O,O,X,O
ZLTOJSI,O,X,O,O,O,X,O
ZLTOSIJ,O,O,O,O,X,X,X
ZLTOSJI,O,O,O,O,X,X,X
ZLITJSO,O,X,O,O,O,X,O
ZLITJOS,X,X,O,O,O,X,O
ZLITSJO,O,O,O,O,X,X,O
ZLITSOJ,O,O,O,O,X,X,X
ZLITOJS,X,X,O,O,O,X,O
ZLITOSJ,X,O,O,O,X,X,X
ZLIJTSO,O,X,X,O,O,X,O
ZLIJTOS,X,X,X,O,O,X,O
ZLIJSTO,O,O,X,X,O,X,O
ZLIJSOT,O,O,X,X,O,X,X
ZLIJOTS,O,X,X,X,O,X,O
ZLIJOST,O,O,X,X,O,X,X
ZLISTJO,O,O,O,X,X,X,O
ZLISTOJ,O,O,O,X,X,X,X
ZLISJTO,O,O,O,X,O,X,O
ZLISJOT,O,O,X,X,O,X,X
ZLISOTJ,O,O,O,X,X,X,X
ZLISOJT,O,O,X,X,O,X,X
ZLIOTJS,O,X,X,O,O,X,O
ZLIOTSJ,O,O,X,O,X,X,X
ZLIOJTS,O,X,X,O,O,X,O
ZLIOJST,O,O,X,X,O,X,X
ZLIOSTJ,O,O,X,X,X,X,X
ZLIOSJT,O,O,X,X,O,X,X
ZLJTISO,O,X,X,O,O,X,O
ZLJTIOS,X,X,X,O,O,X,O
ZLJTSIO,O,X,X,O,O,X,O
ZLJTSOI,O,X,X,X,O,X,O
ZLJTOIS,O,X,X,O,O,X,O
ZLJTOSI,O,X,X,X,O,X,O
ZLJITSO,O,X,X,O,O,X,O
ZLJITOS,X,X,X,O,O,X,O
ZLJISTO,O,O,X,X,O,X,O
ZLJISOT,O,O,X,X,O,X,X
ZLJIOTS,O,X,X,X,O,X,O
ZLJIOST,O,O,X,X,O,X,X
ZLJSTIO,O,O,X,X,O,X,O
ZLJSTOI,O,O,X,X,O,X,O
ZLJSITO,O,O,X,X,O,X,O
ZLJSIOT,O,O,X,X,O,X,X
ZLJSOTI,O,O,X,X,O,X,X
ZLJSOIT,O,O,X,X,O,X,X
ZLJOTIS,O,X,X,X,O,X,O
ZLJOTSI,O,X,X,X,O,X,O
ZLJOITS,O,X,X,X,O,X,O
ZLJOIST,O,O,X,X,O,X,X
ZLJOSTI,O,O,X,X,O,X,X
ZLJOSIT,O,O,X,X,O,X,X
ZLSTIJO,O,O,O,X,X,X,O
ZLSTIOJ,O,O,O,X,X,X,X
ZLSTJIO,O,O,O,X,X,X,O
ZLSTJOI,O,O,O,X,X,X,O
ZLSTOIJ,O,O,O,X,X,X,X
ZLSTOJI,O,O,O,X,X,X,X
ZLSITJO,O,O,O,X,X,X,O
ZLSITOJ,O,O,O,X,X,X,X
ZLSIJTO,O,O,O,X,O,X,O
ZLSIJOT,O,O,X,X,O,X,X
ZLSIOTJ,O,O,O,X,X,X,X
ZLSIOJT,O,O,X,X,O,X,X
ZLSJTIO,O,O,O,X,O,X,O
ZLSJTOI,O,O,O,X,O,X,O
ZLSJITO,O,O,O,X,O,X,O
ZLSJIOT,O,O,X,X,O,X,X
ZLSJOTI,O,O,O,X,O,X,X
ZLSJOIT,O,O,X,X,O,X,X
ZLSOTIJ,O,O,O,X,X,X,X
ZLSOTJI,O,O,O,X,X,X,X
ZLSOITJ,O,O,O,X,X,X,X
ZLSOIJT,O,O,X,X,O,X,X
ZLSOJTI,O,O,O,X,O,X,X
ZLSOJIT,O,O,X,X,O,X,X
ZLOTIJS,O,X,O,O,O,X,O
ZLOTISJ,O,O,O,O,X,X,X
ZLOTJIS,O,X,O,O,O,X,O
ZLOTJSI,O,X,O,O,O,X,O
ZLOTSIJ,O,O,O,O,X,X,X
ZLOTSJI,O,O,O,O,X,X,X
ZLOITJS,O,X,X,O,O,X,O
ZLOITSJ,O,O,X,O,X,X,X
ZLOIJTS,O,X,X,O,O,X,O
ZLOIJST,O,O,X,X,O,X,X
ZLOISTJ,O,O,X,X,X,X,X
ZLOISJT,O,O,X,X,O,X,X
ZLOJTIS,O,X,X,O,O,X,O
ZLOJTSI,O,X,X,O,O,X,O
ZLOJITS,O,X,X,O,O,X,O
ZLOJIST,O,O,X,X,O,X,X
ZLOJSTI,O,O,X,X,O,X,X
ZLOJSIT,O,O,X,X,O,X,X
ZLOSTIJ,O,O,O,X,X,X,X
ZLOSTJI,O,O,O,X,X,X,X
ZLOSITJ,O,O,O,X,X,X,X
ZLOSIJT,O,O,X,X,O,X,X
ZLOSJTI,O,O,O,X,O,X,X
ZLOSJIT,O,O,X,X,O,X,X
ZJTILSO,O,X,O,O,O,X,O
ZJTILOS,X,X,O,O,O,X,O
ZJTISLO,O,X,O,O,O,X,X
ZJTISOL,O,X,O,X,X,X,X
ZJTIOLS,O,X,O,O,O,X,X
ZJTIOSL,O,X,O,O,X,X,X
ZJTLISO,O,X,O,O,O,X,O
ZJTLIOS,X,X,O,O,O,X,O
ZJTLSIO,O,X,O,O,O,X,O
ZJTLSOI,O,X,O,X,O,X,O
ZJTLOIS,O,X,O,O,O,X,O
ZJTLOSI,O,X,O,O,O,X,O
ZJTSILO,O,X,O,O,O,X,X
ZJTSIOL,O,X,O,X,X,X,X
ZJTSLIO,O,X,O,O,O,X,X
ZJTSLOI,O,X,O,X,O,X,X
ZJTSOIL,O,X,O,X,X,X,X
ZJTSOLI,O,X,O,X,O,X,X
ZJTOILS,O,X,O,O,O,X,X
ZJTOISL,O,X,O,O,X,X,X
ZJTOLIS,O,X,O,O,O,X,X
ZJTOLSI,O,X,O,O,O,X,X
ZJTOSIL,O,X,O,O,X,X,X
ZJTOSLI,O,X,O,O,O,X,X
ZJITLSO,O,X,O,O,O,X,O
ZJITLOS,X,X,O,O,O,X,O
ZJITSLO,O,X,O,O,O,X,X
ZJITSOL,O,X,O,X,X,X,X
ZJITOLS,O,X,O,O,O,X,X
ZJITOSL,O,X,O,O,X,X,X
ZJILTSO,O,X,X,O,O,X,O
ZJILTOS,X,X,X,O,O,X,O
ZJILSTO,O,O,X,X,O,X,O
ZJILSOT,O,O,X,X,O,X,X
ZJILOTS,O,X,X,X,O,X,O
ZJILOST,O,O,X,X,O,X,X
ZJISTLO,O,O,O,O,O,X,X
ZJISTOL,O,X,O,X,X,X,X
ZJISLTO,O,O,O,X,O,X,O
ZJISLOT,O,O,X,X,O,X,X
ZJISOTL,O,X,X,X,X,X,X
ZJISOLT,O,X,X,X,X,X,X
ZJIOTLS,O,X,X,O,O,X,X
ZJIOTSL,O,X,X,O,X,X,X
ZJIOLTS,O,X,X,O,O,X,O
ZJIOLST,O,X,X,X,O,X,X
ZJIOSTL,O,X,X,O,X,X,X
ZJIOSLT,O,X,X,X,X,X,X
ZJLTISO,O,X,X,O,O,X,O
ZJLTIOS,X,X,X,O,O,X,O
ZJLTSIO,O,X,X,O,O,X,O
ZJLTSOI,O,X,X,X,O,X,O
ZJLTOIS,O,X,X,O,O,X,O
ZJLTOSI,O,X,X,X,O,X,O
ZJLITSO,O,X,X,O,O,X,O
ZJLITOS,X,X,X,O,O,X,O
ZJLISTO,O,O,X,X,O,X,O
ZJLISOT,O,O,X,X,O,X,X
ZJLIOTS,O,X,X,X,O,X,O
ZJLIOST,O,O,X,X,O,X,X
ZJLSTIO,O,O,X,X,O,X,O
ZJLSTOI,O,O,X,X,O,X,O
ZJLSITO,O,O,X,X,O,X,O
ZJLSIOT,O,O,X,X,O,X,X
ZJLSOTI,O,O,X,X,O,X,X
ZJLSOIT,O,O,X,X,O,X,X
ZJLOTIS,O,X,X,X,O,X,O
ZJLOTSI,O,X,X,X,O,X,O
ZJLOITS,O,X,X,X,O,X,O
ZJLOIST,O,O,X,X,O,X,X
ZJLOSTI,O,O,X,X,O,X,X
ZJLOSIT,O,O,X,X,O,X,X
ZJSTILO,O,O,O,O,O,X,X
ZJSTIOL,O,X,O,X,X,X,X
ZJSTLIO,O,O,O,O,O,X,X
ZJSTLOI,O,O,O,X,O,X,X
ZJSTOIL,O,X,O,X,X,X,X
ZJSTOLI,O,O,O,X,O,X,X
ZJSITLO,O,O,O,O,O,X,X
ZJSITOL,O,X,O,X,X,X,X
ZJSILTO,O,O,O,X,O,X,O
ZJSILOT,O,O,X,X,O,X,X
ZJSIOTL,O,X,X,X,X,X,X
ZJSIOLT,O,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,O,X,O
ZJSLTOI,O,O,O,X,O,X,O
ZJSLITO,O,O,O,X,O,X,O
ZJSLIOT,O,O,X,X,O,X,X
ZJSLOTI,O,O,O,X,O,O,X
ZJSLOIT,O,O,X,X,O,O,X
ZJSOTIL,O,X,O,X,X,O,X
ZJSOTLI,O,O,O,X,O,O,X
ZJSOITL,O,X,X,X,X,O,X
ZJSOILT,O,X,X,X,X,O,X
ZJSOLTI,O,O,O,X,O,O,X
ZJSOLIT,O,O,X,X,O,O,X
ZJOTILS,O,X,O,O,O,X,X
ZJOTISL,O,X,O,O,X,X,X
ZJOTLIS,O,X,O,O,O,X,X
ZJOTLSI,O,X,O,O,O,X,X
ZJOTSIL,O,X,O,O,X,X,X
ZJOTSLI,O,X,O,O,O,X,X
ZJOITLS,O,X,X,O,O,X,X
ZJOITSL,O,X,X,O,X,X,X
ZJOILTS,O,X,X,O,O,X,O
ZJOILST,O,X,X,X,O,X,X
ZJOISTL,O,X,X,O,X,O,X
ZJOISLT,O,X,X,X,X,O,X
ZJOLTIS,O,X,X,O,O,X,O
ZJOLTSI,O,X,X,O,O,X,O
ZJOLITS,O,X,X,O,O,X,O
ZJOLIST,O,O,X,X,O,X,X
ZJOLSTI,O,O,X,X,O,X,X
ZJOLSIT,O,O,X,X,O,X,X
ZJOSTIL,O,X,O,O,X,O,X
ZJOSTLI,O,O,O,O,O,O,X
ZJOSITL,O,X,X,O,X,O,X
ZJOSILT,O,X,X,X,X,O,X
ZJOSLTI,O,O,O,X,O,O,X
ZJOSLIT,O,O,X,X,O,O,X
ZSTILJO,O,O,O,O,X,X,X
ZSTILOJ,O,O,O,O,X,X,X
ZSTIJLO,O,O,O,O,X,X,X
ZSTIJOL,O,X,O,X,X,X,X
ZSTIOLJ,X,O,O,O,X,X,X
ZSTIOJL,O,X,O,O,X,X,X
ZSTLIJO,O,O,O,O,X,X,X
ZSTLIOJ,O,O,O,O,X,X,X
ZSTLJIO,O,O,O,O,X,X,X
ZSTLJOI,O,O,O,X,X,X,X
ZSTLOIJ,O,O,O,O,X,X,X
ZSTLOJI,O,O,O,O,X,X,X
ZSTJILO,O,O,O,O,X,X,X
ZSTJIOL,O,X,O,X,X,X,X
ZSTJLIO,O,O,O,O,X,X,X
ZSTJLOI,O,O,O,X,X,X,X
ZSTJOIL,O,X,O,X,X,X,X
ZSTJOLI,O,O,O,X,X,X,X
ZSTOILJ,O,O,O,O,X,X,X
ZSTOIJL,O,X,O,O,X,X,X
ZSTOLIJ,O,O,O,O,X,X,X
ZSTOLJI,O,O,O,O,X,X,X
ZSTOJIL,O,X,O,O,X,X,X
ZSTOJLI,O,O,O,O,X,X,X
ZSITLJO,O,O,O,O,X,X,X
ZSITLOJ,O,O,O,O,X,X,X
ZSITJLO,O,O,O,O,X,X,X
ZSITJOL,O,X,O,X,X,X,X
ZSITOLJ,X,O,O,O,X,X,X
ZSITOJL,O,X,O,O,X,X,X
ZSILTJO,O,O,O,X,X,X,O
ZSILTOJ,O,O,O,X,X,X,X
ZSILJTO,O,O,O,X,O,X,O
ZSILJOT,O,O,X,X,O,X,X
ZSILOTJ,O,O,O,X,X,X,X
ZSILOJT,O,O,X,X,O,O,X
ZSIJTLO,O,O,O,O,O,X,X
ZSIJTOL,O,X,O,X,X,X,X
ZSIJLTO,O,O,O,X,O,X,O
ZSIJLOT,O,O,X,X,O,X,X
ZSIJOTL,O,X,X,X,X,X,X
ZSIJOLT,O,X,X,X,X,X,X
ZSIOTLJ,O,O,O,O,X,X,X
ZSIOTJL,O,X,O,O,X,X,X
ZSIOLTJ,O,O,O,X,X,X,X
ZSIOLJT,O,O,X,X,X,O,X
ZSIOJTL,O,X,X,O,X,O,X
ZSIOJLT,O,X,X,X,X,O,X
ZSLTIJO,O,O,O,X,X,X,O
ZSLTIOJ,O,O,O,X,X,X,X
ZSLTJIO,O,O,O,X,X,X,O
ZSLTJOI,O,O,O,X,X,X,O
ZSLTOIJ,O,O,O,X,X,X,X
ZSLTOJI,O,O,O,X,X,X,X
ZSLITJO,O,O,O,X,X,X,O
ZSLITOJ,O,O,O,X,X,X,X
ZSLIJTO,O,O,O,X,O,X,O
ZSLIJOT,O,O,X,X,O,X,X
ZSLIOTJ,O,O,O,X,X,X,X
ZSLIOJT,O,O,X,X,O,O,X
ZSLJTIO,O,O,O,X,O,X,O
ZSLJTOI,O,O,O,X,O,X,O
ZSLJITO,O,O,O,X,O,X,O
ZSLJIOT,O,O,X,X,O,X,X
ZSLJOTI,O,O,O,X,O,O,X
ZSLJOIT,O,O,X,X,O,O,X
ZSLOTIJ,O,O,O,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,X
ZSLOITJ,O,O,O,X,X,X,X
ZSLOIJT,O,O,X,X,O,O,X
ZSLOJTI,O,O,O,X,O,O,X
ZSLOJIT,O,O,X,X,O,O,X
ZSJTILO,O,O,O,O,O,X,X
ZSJTIOL,O,X,O,X,X,X,X
ZSJTLIO,O,O,O,O,O,X,X
ZSJTLOI,O,O,O,X,O,X,X
ZSJTOIL,O,X,O,X,X,X,X
ZSJTOLI,O,O,O,X,O,X,X
ZSJITLO,O,O,O,O,O,X,X
ZSJITOL,O,X,O,X,X,X,X
ZSJILTO,O,O,O,X,O,X,O
ZSJILOT,O,O,X,X,O,X,X
ZSJIOTL,O,X,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X,X
ZSJLTIO,O,O,O,X,O,X,O
ZSJLTOI,O,O,O,X,O,X,O
ZSJLITO,O,O,O,X,O,X,O
ZSJLIOT,O,O,X,X,O,X,X
ZSJLOTI,O,O,O,X,O,O,X
ZSJLOIT,O,O,X,X,O,O,X
ZSJOTIL,O,X,O,X,X,O,X
ZSJOTLI,O,O,O,X,O,O,X
ZSJOITL,O,X,X,X,X,O,X
ZSJOILT,O,X,X,X,X,O,X
ZSJOLTI,O,O,O,X,O,O,X
ZSJOLIT,O,O,X,X,O,O,X
ZSOTILJ,O,O,O,O,X,X,X
ZSOTIJL,O,X,O,O,X,X,X
ZSOTLIJ,O,O,O,O,X,X,X
ZSOTLJI,O,O,O,O,X,X,X
ZSOTJIL,O,X,O,O,X,X,X
ZSOTJLI,O,O,O,O,X,X,X
ZSOITLJ,O,O,O,O,X,X,X
ZSOITJL,O,X,O,O,X,X,X
ZSOILTJ,O,O,O,X,X,X,X
ZSOILJT,O,O,X,X,X,O,X
ZSOIJTL,O,X,X,O,X,O,X
ZSOIJLT,O,X,X,X,X,O,X
ZSOLTIJ,O,O,O,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,X
ZSOLITJ,O,O,O,X,X,X,X
ZSOLIJT,O,O,X,X,O,O,X
ZSOLJTI,O,O,O,X,O,O,X
ZSOLJIT,O,O,X,X,O,O,X
ZSOJTIL,O,X,O,O,X,O,X
ZSOJTLI,O,O,O,O,O,O,X
ZSOJITL,O,X,X,O,X,O,X
ZSOJILT,O,X,X,X,X,O,X
ZSOJLTI,O,O,O,X,O,O,X
ZSOJLIT,O,O,X,X,O,O,X
ZOTILJS,O,X,O,O,X,X,X
ZOTILSJ,O,X,O,O,X,X,X
ZOTIJLS,O,X,O,O,X,X,X
ZOTIJSL,O,X,O,O,X,X,X
ZOTISLJ,O,X,O,O,X,X,X
ZOTISJL,O,X,O,O,X,X,X
ZOTLIJS,O,X,O,O,O,X,X
ZOTLISJ,O,O,O,O,X,X,X
ZOTLJIS,O,X,O,O,O,X,X
ZOTLJSI,O,X,O,O,O,X,X
ZOTLSIJ,O,O,O,O,X,X,X
ZOTLSJI,O,O,O,O,X,X,X
ZOTJILS,O,X,O,O,O,X,X
ZOTJISL,O,X,O,O,X,X,X
ZOTJLIS,O,X,O,O,O,X,X
ZOTJLSI,O,X,O,O,O,X,X
ZOTJSIL,O,X,O,O,X,X,X
ZOTJSLI,O,X,O,O,O,X,X
ZOTSILJ,O,O,O,O,X,X,X
ZOTSIJL,O,X,O,O,X,X,X
ZOTSLIJ,O,O,O,O,X,X,X
ZOTSLJI,O,O,O,O,X,X,X
ZOTSJIL,O,X,O,O,X,X,X
ZOTSJLI,O,O,O,O,X,X,X
ZOITLJS,O,X,O,O,X,X,X
ZOITLSJ,O,X,O,O,X,X,X
ZOITJLS,O,X,O,O,X,X,X
ZOITJSL,O,X,O,O,X,X,X
ZOITSLJ,O,X,O,O,X,X,X
ZOITSJL,O,X,O,O,X,X,X
ZOILTJS,O,X,X,O,O,X,O
ZOILTSJ,O,O,X,O,X,X,X
ZOILJTS,O,X,X,O,O,X,O
ZOILJST,O,O,X,X,O,X,X
ZOILSTJ,O,O,X,X,X,X,X
ZOILSJT,O,O,X,X,O,X,X
ZOIJTLS,O,X,X,O,O,X,X
ZOIJTSL,O,X,X,O,X,X,X
ZOIJLTS,O,X,X,O,O,X,O
ZOIJLST,O,X,X,X,O,X,X
ZOIJSTL,O,X,X,O,X,O,X
ZOIJSLT,O,X,X,X,X,O,X
ZOISTLJ,O,O,O,O,X,X,X
ZOISTJL,O,X,O,O,X,X,X
ZOISLTJ,O,O,O,X,X,X,X
ZOISLJT,O,O,X,X,X,O,X
ZOISJTL,O,X,X,O,X,O,X
ZOISJLT,O,X,X,X,X,O,X
ZOLTIJS,O,X,O,O,O,X,O
ZOLTISJ,O,O,O,O,X,X,X
ZOLTJIS,O,X,O,O,O,X,O
ZOLTJSI,O,X,O,O,O,X,O
ZOLTSIJ,O,O,O,O,X,X,X
ZOLTSJI,O,O,O,O,X,X,X
ZOLITJS,O,X,X,O,O,X,O
ZOLITSJ,O,O,X,O,X,X,X
ZOLIJTS,O,X,X,O,O,X,O
ZOLIJST,O,O,X,X,O,X,X
ZOLISTJ,O,O,X,X,X,X,X
ZOLISJT,O,O,X,X,O,X,X
ZOLJTIS,O,X,X,O,O,X,O
ZOLJTSI,O,X,X,O,O,X,O
ZOLJITS,O,X,X,O,O,X,O
ZOLJIST,O,O,X,X,O,X,X
ZOLJSTI,O,O,X,X,O,X,X
ZOLJSIT,O,O,X,X,O,X,X
ZOLSTIJ,O,O,O,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,X
ZOLSITJ,O,O,O,X,X,X,X
ZOLSIJT,O,O,X,X,O,X,X
ZOLSJTI,O,O,O,X,O,X,X
ZOLSJIT,O,O,X,X,O,X,X
ZOJTILS,O,X,O,O,O,X,X
ZOJTISL,O,X,O,O,X,X,X
ZOJTLIS,O,X,O,O,O,X,X
ZOJTLSI,O,X,O,O,O,X,X
ZOJTSIL,O,X,O,O,X,X,X
ZOJTSLI,O,X,O,O,O,X,X
ZOJITLS,O,X,X,O,O,X,X
ZOJITSL,O,X,X,O,X,X,X
ZOJILTS,O,X,X,O,O,X,O
ZOJILST,O,X,X,X,O,X,X
ZOJISTL,O,X,X,O,X,O,X
ZOJISLT,O,X,X,X,X,O,X
ZOJLTIS,O,X,X,O,O,X,O
ZOJLTSI,O,X,X,O,O,X,O
ZOJLITS,O,X,X,O,O,X,O
ZOJLIST,O,O,X,X,O,X,X
ZOJLSTI,O,O,X,X,O,X,X
ZOJLSIT,O,O,X,X,O,X,X
ZOJSTIL,O,X,O,O,X,O,X
ZOJSTLI,O,O,O,O,O,O,X
ZOJSITL,O,X,X,O,X,O,X
ZOJSILT,O,X,X,X,X,O,X
ZOJSLTI,O,O,O,X,O,O,X
ZOJSLIT,O,O,X,X,O,O,X
ZOSTILJ,O,O,O,O,X,X,X
ZOSTIJL,O,X,O,O,X,X,X
ZOSTLIJ,O,O,O,O,X,X,X
ZOSTLJI,O,O,O,O,X,X,X
ZOSTJIL,O,X,O,O,X,X,X
ZOSTJLI,O,O,O,O,X,X,X
ZOSITLJ,O,O,O,O,X,X,X
ZOSITJL,O,X,O,O,X,X,X
ZOSILTJ,O,O,O,X,X,X,X
ZOSILJT,O,O,X,X,X,O,X
ZOSIJTL,O,X,X,O,X,O,X
ZOSIJLT,O,X,X,X,X,O,X
