sequence,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBliB5oBzlBet?BCsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiB6tBlr?BzsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nBOtB6t?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBCiBxnBToBlr?BWyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nB6tBOt?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBxiBzlBGoBCs?BVyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiBlrBCt?BTtB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhFlhB5nBzlB8rB6t?BOtB,v115@9gB8HeA8IeC8GeE8AeA8MeGDJvhFRlBzmBqsB/tB0l?BlrB
LZJSTOI,O,O,O,O,O,O,O,X,X
LZJSITO,O,X,O,O,O,O,X,X,X
LZJSIOT,O,X,X,O,X,O,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X
LZJSOIT,O,X,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,X,X,O,X
LZJOTSI,O,X,X,X,X,X,X,O,X
LZJOITS,O,X,X,X,X,X,X,O,X
LZJOIST,O,X,X,X,X,X,X,O,X
LZJOSTI,O,X,X,X,X,X,X,O,X
LZJOSIT,O,X,X,X,X,X,X,O,X
LZSTIJO,X,O,O,O,O,O,O,X,X
LZSTIOJ,X,O,O,O,O,O,O,X,X
LZSTJIO,O,O,O,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,O,O,X,X
LZSTOIJ,X,O,O,O,O,O,O,X,X
LZSTOJI,X,O,O,O,O,O,O,X,X
LZSITJO,X,O,O,X,O,O,O,X,X
LZSITOJ,X,O,O,X,O,O,O,X,X
LZSIJTO,O,X,O,X,O,O,X,X,X
LZSIJOT,O,X,X,X,X,O,X,X,O
LZSIOTJ,X,X,X,X,O,O,X,O,X
LZSIOJT,X,X,X,X,X,O,X,O,O
LZSJTIO,O,O,O,O,O,O,O,X,X
LZSJTOI,O,O,O,O,O,O,O,X,X
LZSJITO,O,X,O,O,O,O,X,X,X
LZSJIOT,O,X,X,O,X,O,X,X,O
LZSJOTI,O,X,X,X,X,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X,X,O
LZSOTIJ,X,O,X,X,O,O,O,O,X
LZSOTJI,X,O,X,X,O,O,O,O,X
LZSOITJ,X,O,X,X,O,O,X,O,X
LZSOIJT,X,O,X,X,X,O,X,O,O
LZSOJTI,O,O,X,X,X,X,X,O,X
LZSOJIT,O,O,X,X,X,X,X,O,O
LZOTIJS,X,O,X,X,O,O,O,O,X
LZOTISJ,X,O,X,X,O,O,O,O,X
LZOTJIS,O,O,X,X,O,O,O,O,X
LZOTJSI,O,O,X,X,O,O,O,O,X
LZOTSIJ,X,O,X,X,O,O,O,O,X
LZOTSJI,O,O,X,X,O,O,O,O,X
LZOITJS,X,O,X,X,O,O,X,O,X
LZOITSJ,X,O,X,X,O,O,X,O,X
LZOIJTS,O,O,X,X,X,X,X,O,X
LZOIJST,O,O,X,X,X,O,X,O,X
LZOISTJ,X,O,X,X,O,O,X,O,X
LZOISJT,O,O,X,X,X,O,X,O,O
LZOJTIS,O,O,X,X,X,O,X,O,X
LZOJTSI,O,O,X,X,X,O,X,O,X
LZOJITS,O,O,X,X,X,X,X,O,X
LZOJIST,O,O,X,X,X,O,X,O,X
LZOJSTI,O,O,X,X,X,O,X,O,X
LZOJSIT,O,O,X,X,X,O,X,O,X
LZOSTIJ,X,O,X,X,O,O,O,O,X
LZOSTJI,O,O,X,X,O,O,O,O,X
LZOSITJ,X,O,X,X,O,O,X,O,X
LZOSIJT,O,O,X,X,X,O,X,O,O
LZOSJTI,O,O,X,X,X,O,X,O,X
LZOSJIT,O,O,X,X,X,O,X,O,O
LOTIJSZ,X,O,X,X,X,O,X,X,X
LOTIJZS,X,O,X,X,O,O,X,X,X
LOTISJZ,X,O,X,X,X,O,X,X,O
LOTISZJ,X,O,X,X,O,O,X,O,X
LOTIZJS,X,O,X,X,O,O,X,O,X
LOTIZSJ,X,O,X,X,O,O,X,O,X
LOTJISZ,O,O,X,X,X,O,X,X,X
LOTJIZS,O,O,X,X,O,O,O,X,X
LOTJSIZ,O,O,X,X,X,O,X,X,X
LOTJSZI,O,O,X,X,X,O,X,X,X
LOTJZIS,O,O,X,X,O,O,O,X,X
LOTJZSI,O,O,X,X,O,O,O,X,X
LOTSIJZ,X,O,X,X,X,O,X,X,O
LOTSIZJ,X,O,X,X,O,O,X,O,X
LOTSJIZ,O,O,X,X,X,O,X,X,O
LOTSJZI,O,O,X,X,X,O,X,X,X
LOTSZIJ,X,O,X,X,O,O,X,O,X
LOTSZJI,O,O,X,X,O,O,X,O,X
LOTZIJS,X,O,X,X,O,O,O,O,X
LOTZISJ,X,O,X,X,O,O,O,O,X
LOTZJIS,O,O,X,X,O,O,O,O,X
LOTZJSI,O,O,X,X,O,O,O,O,X
LOTZSIJ,X,O,X,X,O,O,O,O,X
LOTZSJI,O,O,X,X,O,O,O,O,X
LOITJSZ,X,O,X,X,X,O,X,X,X
LOITJZS,X,O,X,X,O,O,X,X,X
LOITSJZ,X,O,X,X,X,O,X,X,O
LOITSZJ,X,O,X,X,O,O,X,O,X
LOITZJS,X,O,X,X,O,O,X,O,X
LOITZSJ,X,O,X,X,O,O,X,O,X
LOIJTSZ,O,O,X,X,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,X,X,X,X,X,O
LOIJSZT,O,O,X,X,X,X,X,O,O
LOIJZTS,O,O,X,X,X,X,X,O,X
LOIJZST,O,O,X,X,X,X,X,O,X
LOISTJZ,X,O,X,X,X,O,X,X,O
LOISTZJ,X,O,X,X,X,O,X,O,X
LOISJTZ,O,X,X,X,X,X,X,X,O
LOISJZT,O,O,X,X,X,X,X,O,O
LOISZTJ,O,O,X,X,O,O,X,O,X
LOISZJT,O,O,X,X,X,O,X,O,O
LOIZTJS,X,O,X,X,O,O,X,O,X
LOIZTSJ,O,O,X,X,O,O,X,O,X
LOIZJTS,O,O,X,X,X,X,X,O,X
LOIZJST,O,O,X,X,X,O,X,O,X
LOIZSTJ,O,O,X,X,O,O,X,O,X
LOIZSJT,O,O,X,X,X,O,X,O,O
LOJTISZ,O,O,X,X,X,O,X,X,X
LOJTIZS,O,O,X,X,X,O,X,X,X
LOJTSIZ,O,O,X,X,X,O,X,X,X
LOJTSZI,O,O,X,X,X,O,X,X,X
LOJTZIS,O,O,X,X,X,O,X,X,X
LOJTZSI,O,O,X,X,X,O,X,X,X
LOJITSZ,O,O,X,X,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X,X,X
LOJISTZ,O,X,X,X,X,X,X,X,O
LOJISZT,O,O,X,X,X,X,X,O,O
LOJIZTS,O,O,X,X,X,X,X,O,X
LOJIZST,O,O,X,X,X,X,X,O,X
LOJSTIZ,O,X,X,X,X,O,X,X,O
LOJSTZI,O,X,X,X,X,O,X,X,X
LOJSITZ,O,X,X,X,X,X,X,X,O
LOJSIZT,O,O,X,X,X,X,X,O,O
LOJSZTI,O,O,X,X,X,O,X,O,X
LOJSZIT,O,O,X,X,X,O,X,O,O
LOJZTIS,O,O,X,X,X,O,X,O,X
LOJZTSI,O,O,X,X,X,O,X,O,X
LOJZITS,O,O,X,X,X,X,X,O,X
LOJZIST,O,O,X,X,X,O,X,O,X
LOJZSTI,O,O,X,X,X,O,X,O,X
LOJZSIT,O,O,X,X,X,O,X,O,X
LOSTIJZ,X,O,X,X,X,O,X,X,O
LOSTIZJ,X,O,X,X,X,O,X,O,X
LOSTJIZ,O,O,X,X,X,O,X,X,O
LOSTJZI,O,O,X,X,X,O,X,X,X
LOSTZIJ,X,O,X,X,X,O,X,O,X
LOSTZJI,O,O,X,X,X,O,X,O,X
LOSITJZ,X,O,X,X,X,O,X,X,O
LOSITZJ,X,O,X,X,X,O,X,O,X
LOSIJTZ,O,X,X,X,X,X,X,X,O
LOSIJZT,O,O,X,X,X,X,X,O,O
LOSIZTJ,O,O,X,X,O,O,X,O,X
LOSIZJT,O,O,X,X,X,O,X,O,O
LOSJTIZ,O,X,X,X,X,O,X,X,O
LOSJTZI,O,X,X,X,X,O,X,X,X
LOSJITZ,O,X,X,X,X,X,X,X,O
LOSJIZT,O,O,X,X,X,X,X,O,O
LOSJZTI,O,O,X,X,X,O,X,O,X
LOSJZIT,O,O,X,X,X,O,X,O,O
LOSZTIJ,O,O,X,X,O,O,O,O,X
LOSZTJI,O,O,X,X,O,O,O,O,X
LOSZITJ,O,O,X,X,O,O,X,O,X
LOSZIJT,O,O,X,X,X,O,X,O,O
LOSZJTI,O,O,X,X,X,O,X,O,X
LOSZJIT,O,O,X,X,X,O,X,O,O
LOZTIJS,X,O,X,X,O,O,O,O,X
LOZTISJ,O,O,X,X,O,O,O,O,X
LOZTJIS,O,O,X,X,O,O,O,O,X
LOZTJSI,O,O,X,X,O,O,O,O,X
LOZTSIJ,O,O,X,X,O,O,O,O,X
LOZTSJI,O,O,X,X,O,O,O,O,X
LOZITJS,X,O,X,X,O,O,X,O,X
LOZITSJ,O,O,X,X,O,O,X,O,X
LOZIJTS,O,O,X,X,X,X,X,O,X
LOZIJST,O,O,X,X,X,O,X,O,X
LOZISTJ,O,O,X,X,O,O,X,O,X
LOZISJT,O,O,X,X,X,O,X,O,O
LOZJTIS,O,O,X,X,X,O,X,O,X
LOZJTSI,O,O,X,X,X,O,X,O,X
LOZJITS,O,O,X,X,X,X,X,O,X
LOZJIST,O,O,X,X,X,O,X,O,X
LOZJSTI,O,O,X,X,X,O,X,O,X
LOZJSIT,O,O,X,X,X,O,X,O,X
LOZSTIJ,O,O,X,X,O,O,O,O,X
LOZSTJI,O,O,X,X,O,O,O,O,X
LOZSITJ,O,O,X,X,O,O,X,O,X
LOZSIJT,O,O,X,X,X,O,X,O,O
LOZSJTI,O,O,X,X,X,O,X,O,X
LOZSJIT,O,O,X,X,X,O,X,O,O
JTILSZO,O,O,X,O,X,X,O,X,X
JTILSOZ,O,X,X,X,X,O,X,X,X
JTILZSO,O,O,O,O,O,X,O,X,X
JTILZOS,O,O,O,O,O,X,O,X,X
JTILOSZ,O,X,X,X,X,O,X,X,X
JTILOZS,O,O,O,O,O,O,O,X,X
JTISLZO,O,X,X,O,X,X,X,X,X
JTISLOZ,O,X,X,X,X,O,X,X,X
JTISZLO,X,O,O,O,X,X,O,X,X
JTISZOL,O,O,O,O,X,O,O,X,X
JTISOLZ,O,X,X,X,X,O,X,X,X
JTISOZL,O,X,O,X,X,O,X,X,X
JTIZLSO,X,O,O,O,O,X,O,X,X
JTIZLOS,X,O,O,O,O,X,O,X,X
JTIZSLO,X,O,O,O,O,X,O,X,X
JTIZSOL,O,O,O,O,O,O,O,X,X
JTIZOLS,O,O,O,O,O,O,X,X,X
JTIZOSL,O,O,O,O,O,O,O,X,X
JTIOLSZ,O,O,X,X,X,O,X,X,X
JTIOLZS,O,O,O,O,O,O,X,X,X
JTIOSLZ,O,X,X,X,X,O,X,X,X
JTIOSZL,O,O,O,X,X,O,X,X,X
JTIOZLS,O,O,O,O,O,O,X,X,X
JTIOZSL,O,O,O,O,O,O,O,X,X
JTLISZO,O,O,X,O,X,O,O,X,X
JTLISOZ,O,X,X,X,X,O,X,X,X
JTLIZSO,O,O,O,O,O,O,O,X,X
JTLIZOS,O,O,O,O,O,O,O,X,X
JTLIOSZ,O,X,X,X,X,O,X,X,X
JTLIOZS,O,O,O,O,O,O,O,X,X
JTLSIZO,O,O,X,O,X,O,O,X,X
JTLSIOZ,O,X,X,X,X,O,X,X,X
JTLSZIO,O,O,X,O,X,O,O,X,X
JTLSZOI,O,O,X,O,X,O,O,X,X
JTLSOIZ,O,X,X,X,X,O,X,X,X
JTLSOZI,O,X,X,X,X,O,X,X,X
JTLZISO,O,O,O,O,O,O,O,X,X
JTLZIOS,O,O,O,O,O,O,O,X,X
JTLZSIO,O,O,O,O,O,O,O,X,X
JTLZSOI,O,O,O,O,O,O,O,X,X
JTLZOIS,O,O,O,O,O,O,O,X,X
JTLZOSI,O,O,O,O,O,O,O,X,X
JTLOISZ,O,O,X,X,X,O,X,X,X
JTLOIZS,O,O,O,O,O,O,O,X,X
JTLOSIZ,O,O,X,X,X,O,X,X,X
JTLOSZI,O,O,X,X,X,O,X,X,X
JTLOZIS,O,O,O,O,O,O,O,X,X
JTLOZSI,O,O,O,O,O,O,O,X,X
JTSILZO,O,X,X,O,X,X,X,X,X
JTSILOZ,O,X,X,X,X,O,X,X,X
JTSIZLO,X,O,O,O,X,X,O,X,X
JTSIZOL,O,O,O,O,X,O,O,X,X
JTSIOLZ,O,X,X,X,X,O,X,X,X
JTSIOZL,O,X,O,X,X,O,X,X,X
JTSLIZO,O,O,X,O,X,O,O,X,X
JTSLIOZ,O,X,X,X,X,O,X,X,X
JTSLZIO,O,O,X,O,X,O,O,X,X
JTSLZOI,O,O,X,O,X,O,O,X,X
JTSLOIZ,O,X,X,X,X,O,X,X,X
JTSLOZI,O,X,X,X,X,O,X,X,X
JTSZILO,X,O,O,O,X,X,O,X,X
JTSZIOL,O,O,O,O,X,O,O,X,X
JTSZLIO,X,O,O,O,X,X,O,X,X
JTSZLOI,X,O,O,O,X,X,O,X,X
JTSZOIL,O,O,O,O,X,O,O,X,X
JTSZOLI,O,O,O,O,X,O,O,X,X
JTSOILZ,O,X,X,X,X,O,X,X,X
JTSOIZL,O,O,O,X,X,O,X,X,X
JTSOLIZ,O,O,X,X,X,O,X,X,X
JTSOLZI,O,O,X,X,X,O,X,X,X
JTSOZIL,O,O,O,X,X,O,X,X,X
JTSOZLI,O,O,O,X,X,O,X,X,X
JTZILSO,X,O,O,O,O,X,O,X,X
JTZILOS,X,O,O,O,O,X,O,X,X
JTZISLO,X,O,O,O,O,X,O,X,X
JTZISOL,O,O,O,O,O,O,O,X,X
JTZIOLS,O,O,O,O,O,O,X,X,X
JTZIOSL,O,O,O,O,O,O,O,X,X
JTZLISO,X,O,O,O,O,X,O,X,X
JTZLIOS,X,O,O,O,O,X,O,X,X
JTZLSIO,X,O,O,O,O,X,O,X,X
JTZLSOI,X,O,O,O,O,X,O,X,X
JTZLOIS,X,O,O,O,O,X,O,X,X
JTZLOSI,X,O,O,O,O,X,O,X,X
JTZSILO,X,O,O,O,O,X,O,X,X
JTZSIOL,O,O,O,O,O,O,O,X,X
JTZSLIO,X,O,O,O,O,X,O,X,X
JTZSLOI,X,O,O,O,O,X,O,X,X
JTZSOIL,O,O,O,O,O,O,O,X,X
JTZSOLI,O,O,O,O,O,O,O,X,X
JTZOILS,O,O,O,O,O,O,X,X,X
JTZOISL,O,O,O,O,O,O,O,X,X
JTZOLIS,O,O,O,O,O,O,O,X,X
JTZOLSI,O,O,O,O,O,O,O,X,X
JTZOSIL,O,O,O,O,O,O,O,X,X
JTZOSLI,O,O,O,O,O,O,O,X,X
JTOILSZ,O,O,X,X,X,O,X,X,X
JTOILZS,O,O,O,O,O,O,X,X,X
JTOISLZ,O,X,X,X,X,O,X,X,X
JTOISZL,O,O,O,X,X,O,X,X,X
JTOIZLS,O,O,O,O,O,O,X,X,X
JTOIZSL,O,O,O,O,O,O,O,X,X
JTOLISZ,O,O,X,X,X,O,X,X,X
JTOLIZS,O,O,O,O,O,O,O,X,X
JTOLSIZ,O,O,X,X,X,O,X,X,X
JTOLSZI,O,O,X,X,X,O,X,X,X
JTOLZIS,O,O,O,O,O,O,O,X,X
JTOLZSI,O,O,O,O,O,O,O,X,X
JTOSILZ,O,X,X,X,X,O,X,X,X
JTOSIZL,O,O,O,X,X,O,X,X,X
JTOSLIZ,O,O,X,X,X,O,X,X,X
JTOSLZI,O,O,X,X,X,O,X,X,X
JTOSZIL,O,O,O,X,X,O,X,X,X
JTOSZLI,O,O,O,X,X,O,X,X,X
JTOZILS,O,O,O,O,O,O,X,X,X
JTOZISL,O,O,O,O,O,O,O,X,X
JTOZLIS,O,O,O,O,O,O,O,X,X
JTOZLSI,O,O,O,O,O,O,O,X,X
JTOZSIL,O,O,O,O,O,O,O,X,X
JTOZSLI,O,O,O,O,O,O,O,X,X
JITLSZO,O,X,X,O,X,X,X,X,X
JITLSOZ,O,X,X,X,X,X,X,X,X
JITLZSO,O,X,O,O,O,X,X,X,X
JITLZOS,O,X,O,O,O,X,X,X,X
JITLOSZ,O,X,X,X,X,X,X,X,X
JITLOZS,O,X,O,O,O,X,X,X,X
JITSLZO,O,X,X,O,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X
JITSZLO,X,X,O,O,X,X,X,X,X
JITSZOL,O,X,O,O,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,X
JITSOZL,O,X,O,X,X,X,X,X,X
JITZLSO,X,X,O,O,O,X,X,X,X
JITZLOS,X,X,O,O,O,X,X,X,X
JITZSLO,X,X,O,O,O,X,X,X,X
JITZSOL,O,X,O,O,O,X,X,X,X
JITZOLS,O,X,O,O,O,X,X,X,X
JITZOSL,O,X,O,O,O,X,X,X,X
JITOLSZ,O,X,X,X,X,X,X,X,X
JITOLZS,O,X,O,O,O,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X
JITOSZL,O,X,O,X,X,X,X,X,X
JITOZLS,O,X,O,O,O,X,X,X,X
JITOZSL,O,X,O,O,O,X,X,X,X
JILTSZO,O,X,X,O,X,X,X,X,X
JILTSOZ,O,X,X,X,X,X,X,X,X
JILTZSO,O,X,O,O,O,X,X,X,X
JILTZOS,O,X,O,O,O,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,X
JILTOZS,O,X,O,O,O,X,X,X,X
JILSTZO,O,X,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,O
JILSZTO,O,X,O,O,O,X,X,X,X
JILSZOT,O,X,X,O,X,X,X,X,O
JILSOTZ,O,X,X,X,X,X,X,X,O
JILSOZT,O,X,X,X,X,X,X,O,O
JILZTSO,O,X,O,O,O,X,X,X,X
JILZTOS,O,X,O,X,O,X,X,X,X
JILZSTO,O,X,O,O,O,X,X,X,X
JILZSOT,O,X,X,O,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,O,X
JILZOST,O,X,X,O,X,X,X,O,X
JILOTSZ,O,X,X,X,X,X,X,X,X
JILOTZS,O,X,X,X,X,X,X,X,X
JILOSTZ,O,X,X,X,X,X,X,X,O
JILOSZT,O,X,X,X,X,X,X,O,O
JILOZTS,O,X,X,X,X,X,X,O,X
JILOZST,O,X,X,O,X,X,X,O,X
JISTLZO,O,X,X,O,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,O
JISTZLO,X,X,O,O,X,X,X,X,X
JISTZOL,O,X,O,O,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X
JISTOZL,O,X,O,X,X,X,X,X,X
JISLTZO,O,X,X,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,O
JISLZTO,O,X,O,O,O,X,X,X,X
JISLZOT,O,X,X,O,X,X,X,X,O
JISLOTZ,O,X,X,X,X,X,X,X,O
JISLOZT,O,X,X,X,X,X,X,O,O
JISZTLO,X,X,O,O,O,X,X,X,X
JISZTOL,O,X,O,O,O,X,X,X,X
JISZLTO,O,X,O,O,O,X,X,X,X
JISZLOT,O,X,X,O,X,X,X,X,O
JISZOTL,O,X,O,X,X,X,X,X,X
JISZOLT,O,X,X,O,X,X,X,X,X
JISOTLZ,O,X,X,X,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,X,O
JISOLZT,O,X,X,X,X,X,X,O,O
JISOZTL,O,X,O,X,X,X,X,O,X
JISOZLT,O,X,X,O,X,X,X,O,X
JIZTLSO,X,X,O,O,O,X,X,X,X
JIZTLOS,X,X,O,O,O,X,X,X,X
JIZTSLO,X,X,O,O,O,X,X,X,X
JIZTSOL,O,X,O,O,O,X,X,X,X
JIZTOLS,O,X,O,O,O,X,X,X,X
JIZTOSL,O,X,O,O,O,X,X,X,X
JIZLTSO,O,X,O,O,O,X,X,X,X
JIZLTOS,O,X,O,X,O,X,X,X,X
JIZLSTO,O,X,O,O,O,X,X,X,X
JIZLSOT,O,X,X,O,X,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X,O,X
JIZLOST,O,X,X,O,X,X,X,O,X
JIZSTLO,X,X,O,O,O,X,X,X,X
JIZSTOL,O,X,O,O,O,X,X,X,X
JIZSLTO,O,X,O,O,O,X,X,X,X
JIZSLOT,O,X,X,O,X,X,X,X,X
JIZSOTL,O,X,O,X,X,X,X,X,X
JIZSOLT,O,X,X,O,X,X,X,X,X
JIZOTLS,O,X,O,X,X,X,X,O,X
JIZOTSL,O,X,O,X,X,X,X,O,X
JIZOLTS,O,X,X,X,X,X,X,O,X
JIZOLST,O,X,X,O,X,X,X,O,X
JIZOSTL,O,X,O,X,X,X,X,O,X
JIZOSLT,O,X,X,O,X,X,X,O,X
JIOTLSZ,O,X,X,X,X,X,X,X,X
JIOTLZS,O,X,O,O,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,X
JIOTSZL,O,X,O,X,X,X,X,X,X
JIOTZLS,O,X,O,O,X,X,X,X,X
JIOTZSL,O,X,O,O,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,X,X,X,X
JIOLTZS,O,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,X,O
JIOLSZT,O,X,X,X,X,X,X,O,O
JIOLZTS,O,X,X,X,X,X,X,O,X
JIOLZST,O,X,X,O,X,X,X,O,X
JIOSTLZ,O,X,X,X,X,X,X,X,X
JIOSTZL,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,O,X
JIOSZTL,O,X,O,X,X,X,X,O,X
JIOSZLT,O,X,X,O,X,X,X,O,X
JIOZTLS,O,X,O,X,X,X,X,O,X
JIOZTSL,O,X,O,X,X,X,X,O,X
JIOZLTS,O,X,X,X,X,X,X,O,X
JIOZLST,O,X,X,O,X,X,X,O,X
JIOZSTL,O,X,O,X,X,X,X,O,X
JIOZSLT,O,X,X,O,X,X,X,O,X
JLTISZO,O,O,X,O,X,O,O,X,X
JLTISOZ,O,X,X,X,X,O,X,X,X
JLTIZSO,O,O,O,O,O,O,O,X,X
JLTIZOS,O,O,O,O,O,O,O,X,X
JLTIOSZ,O,X,X,X,X,O,X,X,X
JLTIOZS,O,O,O,O,O,O,O,X,X
JLTSIZO,O,O,X,O,X,O,O,X,X
JLTSIOZ,O,X,X,X,X,O,X,X,X
JLTSZIO,O,O,X,O,X,O,O,X,X
JLTSZOI,O,O,X,O,X,O,O,X,X
JLTSOIZ,O,X,X,X,X,O,X,X,X
JLTSOZI,O,X,X,X,X,O,X,X,X
JLTZISO,O,O,O,O,O,O,O,X,X
JLTZIOS,O,O,O,O,O,O,O,X,X
JLTZSIO,O,O,O,O,O,O,O,X,X
JLTZSOI,O,O,O,O,O,O,O,X,X
JLTZOIS,O,O,O,O,O,O,O,X,X
JLTZOSI,O,O,O,O,O,O,O,X,X
JLTOISZ,O,X,X,X,X,O,X,X,X
JLTOIZS,O,O,O,O,O,O,O,X,X
JLTOSIZ,O,X,X,X,X,O,X,X,X
JLTOSZI,O,X,X,X,X,O,X,X,X
JLTOZIS,O,O,O,O,O,O,O,X,X
JLTOZSI,O,O,O,O,O,O,O,X,X
JLITSZO,O,O,X,O,X,X,X,X,X
JLITSOZ,O,X,X,X,X,X,X,X,X
JLITZSO,O,O,O,O,O,X,X,X,X
JLITZOS,O,O,O,O,O,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X
JLITOZS,O,O,O,O,O,X,X,X,X
JLISTZO,O,X,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,O
JLISZTO,O,X,O,O,O,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,X,O
JLISOTZ,O,X,X,X,X,X,X,X,O
JLISOZT,O,X,X,X,X,X,X,O,O
JLIZTSO,O,X,O,O,O,X,X,X,X
JLIZTOS,O,X,O,X,O,X,X,X,X
JLIZSTO,O,X,O,O,O,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,O,X
JLIZOST,O,X,X,O,X,X,X,O,X
JLIOTSZ,O,X,X,X,X,X,X,X,X
JLIOTZS,O,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,X,X,X,X,X,O
JLIOSZT,O,X,X,X,X,X,X,O,O
JLIOZTS,O,X,X,X,X,X,X,O,X
JLIOZST,O,X,X,O,X,X,X,O,X
JLSTIZO,O,X,X,X,X,O,X,X,X
JLSTIOZ,O,X,X,X,X,O,X,X,O
JLSTZIO,O,X,X,X,X,O,X,X,X
JLSTZOI,O,X,X,X,X,O,X,X,X
JLSTOIZ,O,X,X,X,X,O,X,X,O
JLSTOZI,O,X,X,X,X,O,X,X,X
JLSITZO,O,X,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,O
JLSIZTO,O,X,O,O,O,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,X,O
JLSIOTZ,O,X,X,X,X,X,X,X,O
JLSIOZT,O,X,X,X,X,X,X,O,O
JLSZTIO,O,O,O,O,O,O,O,X,X
JLSZTOI,O,O,O,O,O,O,O,X,X
JLSZITO,O,X,O,O,O,O,X,X,X
JLSZIOT,O,X,X,O,X,O,X,X,O
JLSZOTI,O,X,X,X,X,X,X,X,X
JLSZOIT,O,X,X,X,X,X,X,X,O
JLSOTIZ,O,X,X,X,X,X,X,X,O
JLSOTZI,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,X,X,X,O
JLSOIZT,O,X,X,X,X,X,X,O,O
JLSOZTI,O,X,X,X,X,X,X,O,X
JLSOZIT,O,X,X,X,X,X,X,O,O
JLZTISO,O,O,O,O,O,O,O,X,X
JLZTIOS,O,O,O,O,O,O,O,X,X
JLZTSIO,O,O,O,O,O,O,O,X,X
JLZTSOI,O,O,O,O,O,O,O,X,X
JLZTOIS,O,O,O,O,O,O,O,X,X
JLZTOSI,O,O,O,O,O,O,O,X,X
JLZITSO,O,X,O,O,O,X,X,X,X
JLZITOS,O,X,O,X,O,X,X,X,X
JLZISTO,O,X,O,O,O,O,X,X,X
JLZISOT,O,X,X,O,X,O,X,X,X
JLZIOTS,O,X,X,X,X,X,X,O,X
JLZIOST,O,X,X,O,X,X,X,O,X
JLZSTIO,O,O,O,O,O,O,O,X,X
JLZSTOI,O,O,O,O,O,O,O,X,X
JLZSITO,O,X,O,O,O,O,X,X,X
JLZSIOT,O,X,X,O,X,O,X,X,X
JLZSOTI,O,X,X,X,X,X,X,X,X
JLZSOIT,O,X,X,X,X,X,X,X,X
JLZOTIS,O,X,X,X,X,X,X,O,X
JLZOTSI,O,X,X,X,X,X,X,O,X
JLZOITS,O,X,X,X,X,X,X,O,X
JLZOIST,O,X,X,X,X,X,X,O,X
JLZOSTI,O,X,X,X,X,X,X,O,X
JLZOSIT,O,X,X,X,X,X,X,O,X
JLOTISZ,O,X,X,X,X,O,X,X,X
JLOTIZS,O,X,X,X,X,O,X,X,X
JLOTSIZ,O,X,X,X,X,O,X,X,X
JLOTSZI,O,X,X,X,X,O,X,X,X
JLOTZIS,O,X,X,X,X,O,X,X,X
JLOTZSI,O,X,X,X,X,O,X,X,X
JLOITSZ,O,X,X,X,X,X,X,X,X
JLOITZS,O,X,X,X,X,X,X,X,X
