sequence,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFlhB3iB5oBU?mBywBzsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFXhBliB5oBU?nBTrByxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFiiB5oBFmBf?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PexAJvhF/nBGjBilBc?rBVxBTtB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF/nB5oBFmBa?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF6oBFmBXnB0?nBTrBxxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhB6oBFmB3?rBUtBTsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhBTnB0rBX?tB6tBFrB
LITOSJZ,X,O,X,X,X,O,X,X
LITOSZJ,X,O,X,X,X,X,X,X
LITOZJS,X,O,X,O,X,X,X,X
LITOZSJ,X,O,X,O,X,X,X,X
LIJTSZO,O,O,O,X,X,O,X,X
LIJTSOZ,O,O,X,X,X,O,X,X
LIJTZSO,O,O,O,X,O,O,X,X
LIJTZOS,O,O,X,X,X,X,X,X
LIJTOSZ,X,O,X,X,X,O,X,X
LIJTOZS,X,O,X,X,X,X,X,X
LIJSTZO,O,O,O,X,X,O,X,X
LIJSTOZ,O,O,X,X,X,O,X,X
LIJSZTO,O,O,O,X,X,O,X,X
LIJSZOT,O,O,O,X,X,X,X,X
LIJSOTZ,O,O,X,X,X,O,X,X
LIJSOZT,O,O,O,X,X,X,X,X
LIJZTSO,O,O,O,O,O,O,X,X
LIJZTOS,O,O,X,X,X,X,X,X
LIJZSTO,O,O,O,X,O,O,O,X
LIJZSOT,O,O,O,X,X,X,X,X
LIJZOTS,O,O,X,O,X,X,X,X
LIJZOST,O,O,X,X,X,X,X,X
LIJOTSZ,O,O,X,X,X,O,X,X
LIJOTZS,O,O,X,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,O,X,X
LIJOSZT,O,O,O,X,X,X,X,X
LIJOZTS,O,O,X,O,X,X,X,X
LIJOZST,O,O,X,X,X,X,X,X
LISTJZO,O,O,O,X,X,O,X,X
LISTJOZ,O,O,X,X,X,O,X,X
LISTZJO,O,O,O,X,X,O,X,X
LISTZOJ,O,O,O,X,X,X,X,X
LISTOJZ,O,O,X,X,X,O,X,X
LISTOZJ,X,O,X,X,X,X,X,X
LISJTZO,O,O,O,X,X,O,X,X
LISJTOZ,O,O,X,X,X,O,X,X
LISJZTO,O,O,O,X,X,O,X,X
LISJZOT,O,O,O,X,X,X,X,X
LISJOTZ,O,O,X,X,X,O,X,X
LISJOZT,O,O,O,X,X,X,X,X
LISZTJO,O,O,O,O,X,O,X,X
LISZTOJ,O,O,O,O,X,X,X,X
LISZJTO,O,O,O,X,X,O,X,X
LISZJOT,O,O,O,X,X,X,X,X
LISZOTJ,O,O,O,O,X,X,X,X
LISZOJT,O,O,O,X,X,X,X,X
LISOTJZ,O,O,X,X,X,O,X,X
LISOTZJ,O,O,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,O,X,X
LISOJZT,O,O,O,X,X,X,X,X
LISOZTJ,O,O,O,O,X,X,X,X
LISOZJT,O,O,O,X,X,X,X,X
LIZTJSO,O,O,O,O,O,O,X,X
LIZTJOS,O,O,X,X,X,X,X,X
LIZTSJO,O,O,O,O,O,O,X,X
LIZTSOJ,O,O,O,O,X,X,X,X
LIZTOJS,O,O,X,O,X,X,X,X
LIZTOSJ,O,O,X,O,X,X,X,X
LIZJTSO,O,O,O,O,O,O,X,X
LIZJTOS,O,O,X,X,X,X,X,X
LIZJSTO,O,O,O,X,O,O,O,X
LIZJSOT,O,O,O,X,X,X,X,X
LIZJOTS,O,O,X,O,X,X,X,X
LIZJOST,O,O,X,X,X,X,X,X
LIZSTJO,O,O,O,O,O,O,O,X
LIZSTOJ,O,O,O,O,X,X,O,X
LIZSJTO,O,O,O,X,O,O,O,X
LIZSJOT,O,O,O,X,X,X,X,X
LIZSOTJ,O,O,O,O,X,X,X,X
LIZSOJT,O,O,O,X,X,X,X,X
LIZOTJS,O,O,X,O,X,X,X,X
LIZOTSJ,O,O,X,O,X,X,X,X
LIZOJTS,O,O,X,O,X,X,X,X
LIZOJST,O,O,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,O,X,X
LIOTJZS,O,O,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,O,X,X
LIOTSZJ,O,O,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,X,X
LIOJTSZ,O,O,X,X,X,O,X,X
LIOJTZS,O,O,X,X,X,X,X,X
LIOJSTZ,O,O,X,X,X,O,X,X
LIOJSZT,O,O,O,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X,X,X
LIOJZST,O,O,X,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,O,X,X
LIOSTZJ,O,O,X,X,X,X,X,X
LIOSJTZ,O,O,X,X,X,O,X,X
LIOSJZT,O,O,O,X,X,X,X,X
LIOSZTJ,O,O,O,O,X,X,X,X
LIOSZJT,O,O,O,X,X,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X
LIOZTSJ,O,O,X,O,X,X,X,X
LIOZJTS,O,O,X,O,X,X,X,X
LIOZJST,O,O,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,X
LJTISZO,O,O,O,X,X,O,X,X
LJTISOZ,O,O,X,X,X,O,X,X
LJTIZSO,O,O,O,X,O,O,X,X
LJTIZOS,O,O,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,O,X,X
LJTIOZS,X,O,X,X,X,X,X,X
LJTSIZO,O,O,O,X,X,O,O,X
LJTSIOZ,O,O,X,X,X,O,X,X
LJTSZIO,O,O,O,X,X,X,X,X
LJTSZOI,O,O,O,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,X,X
LJTSOZI,X,O,X,X,X,X,X,X
LJTZISO,O,O,O,X,O,O,X,X
LJTZIOS,O,O,X,X,X,X,X,X
LJTZSIO,O,O,X,X,O,X,O,X
LJTZSOI,O,O,X,X,X,X,O,X
LJTZOIS,O,O,X,X,X,X,X,X
LJTZOSI,O,O,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,O,X,X
LJTOIZS,X,O,X,X,X,X,X,X
LJTOSIZ,X,O,X,X,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X
LJITSZO,O,O,O,X,X,O,X,X
LJITSOZ,O,O,X,X,X,O,X,X
LJITZSO,O,O,O,X,O,O,X,X
LJITZOS,O,O,X,X,X,X,X,X
LJITOSZ,X,O,X,X,X,O,X,X
LJITOZS,X,O,X,X,X,X,X,X
LJISTZO,O,O,O,X,X,O,X,X
LJISTOZ,O,O,X,X,X,O,X,X
LJISZTO,O,O,O,X,X,O,X,X
LJISZOT,O,O,O,X,X,X,X,X
LJISOTZ,O,O,X,X,X,O,X,X
LJISOZT,O,O,O,X,X,X,X,X
LJIZTSO,O,O,O,O,O,O,X,X
LJIZTOS,O,O,X,X,X,X,X,X
LJIZSTO,O,O,O,X,O,O,O,X
LJIZSOT,O,O,O,X,X,X,X,X
LJIZOTS,O,O,X,O,X,X,X,X
LJIZOST,O,O,X,X,X,X,X,X
LJIOTSZ,O,O,X,X,X,O,X,X
LJIOTZS,O,O,X,X,X,X,X,X
LJIOSTZ,O,O,X,X,X,O,X,X
LJIOSZT,O,O,O,X,X,X,X,X
LJIOZTS,O,O,X,O,X,X,X,X
LJIOZST,O,O,X,X,X,X,X,X
LJSTIZO,O,O,O,X,X,O,O,X
LJSTIOZ,O,O,X,X,X,O,X,X
LJSTZIO,O,O,O,X,X,X,X,X
LJSTZOI,O,O,O,X,X,X,X,X
LJSTOIZ,O,O,X,X,X,X,X,X
LJSTOZI,X,O,X,X,X,X,X,X
LJSITZO,O,O,O,X,X,O,X,X
LJSITOZ,O,O,X,X,X,O,X,X
LJSIZTO,O,O,O,X,X,O,X,X
LJSIZOT,O,O,O,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,O,X,X
LJSIOZT,O,O,O,X,X,X,X,X
LJSZTIO,O,O,O,X,X,X,O,X
LJSZTOI,O,O,O,X,X,X,O,X
LJSZITO,O,O,O,X,X,X,O,X
LJSZIOT,O,O,O,X,X,X,X,X
LJSZOTI,O,O,O,X,X,X,O,O
LJSZOIT,O,O,O,X,X,X,X,O
LJSOTIZ,O,O,X,X,X,X,X,X
LJSOTZI,O,O,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X
LJSOZTI,O,O,O,X,X,X,X,O
LJSOZIT,O,O,O,X,X,X,X,O
LJZTISO,O,O,O,O,O,O,X,X
LJZTIOS,O,O,X,X,X,X,X,X
LJZTSIO,O,O,X,O,O,X,O,X
LJZTSOI,O,O,X,O,X,X,O,X
LJZTOIS,O,O,X,X,X,X,X,X
LJZTOSI,O,O,X,X,X,X,X,X
LJZITSO,O,O,O,O,O,O,X,X
LJZITOS,O,O,X,X,X,X,X,X
LJZISTO,O,O,O,X,O,O,O,X
LJZISOT,O,O,O,X,X,X,X,X
LJZIOTS,O,O,X,O,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,X
LJZSTIO,O,O,O,X,O,X,O,X
LJZSTOI,O,O,O,X,X,X,O,X
LJZSITO,O,O,O,X,O,X,O,X
LJZSIOT,O,O,O,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,O,O
LJZSOIT,O,O,O,X,X,X,X,O
LJZOTIS,O,O,X,O,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X
LJZOITS,O,O,X,O,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X
LJZOSTI,O,O,X,X,X,X,O,X
LJZOSIT,O,O,X,X,X,X,X,X
LJOTISZ,O,O,X,X,X,O,X,X
LJOTIZS,O,O,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,X
LJOTZIS,O,O,X,X,X,X,X,X
LJOTZSI,O,O,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,O,X,X
LJOITZS,O,O,X,X,X,X,X,X
LJOISTZ,O,O,X,X,X,O,X,X
LJOISZT,O,O,O,X,X,X,X,X
LJOIZTS,O,O,X,O,X,X,X,X
LJOIZST,O,O,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X,X
LJOSZTI,O,O,O,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X
LJOZTIS,O,O,X,O,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X
LJOZITS,O,O,X,O,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X
LJOZSTI,O,O,X,X,X,X,O,X
LJOZSIT,O,O,X,X,X,X,X,X
LSTIJZO,O,O,O,X,X,O,O,X
LSTIJOZ,O,O,X,X,X,O,X,X
LSTIZJO,O,O,O,X,X,O,O,X
LSTIZOJ,O,O,O,X,X,X,O,X
LSTIOJZ,O,O,X,X,X,O,X,X
LSTIOZJ,X,O,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,O,O,X
LSTJIOZ,O,O,X,X,X,O,X,X
LSTJZIO,O,O,O,X,X,X,X,X
LSTJZOI,O,O,O,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,X
LSTJOZI,X,O,X,X,X,X,X,X
LSTZIJO,O,O,O,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X
LSTOIZJ,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X
LSTOJZI,X,O,X,X,X,X,X,X
LSTOZIJ,X,O,X,X,X,X,X,X
LSTOZJI,X,O,X,X,X,X,X,X
LSITJZO,O,O,O,X,X,O,X,X
LSITJOZ,O,O,X,X,X,O,X,X
LSITZJO,O,O,O,X,X,O,X,X
LSITZOJ,O,O,O,X,X,X,X,X
LSITOJZ,O,O,X,X,X,O,X,X
LSITOZJ,X,O,X,X,X,X,X,X
LSIJTZO,O,O,O,X,X,O,X,X
LSIJTOZ,O,O,X,X,X,O,X,X
LSIJZTO,O,O,O,X,X,O,X,X
LSIJZOT,O,O,O,X,X,X,X,X
LSIJOTZ,O,O,X,X,X,O,X,X
LSIJOZT,O,O,O,X,X,X,X,X
LSIZTJO,O,O,O,O,X,O,X,X
LSIZTOJ,O,O,O,O,X,X,X,X
LSIZJTO,O,O,O,X,X,O,X,X
LSIZJOT,O,O,O,X,X,X,X,X
LSIZOTJ,O,O,O,O,X,X,X,X
LSIZOJT,O,O,O,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,O,X,X
LSIOTZJ,O,O,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,O,X,X
LSIOJZT,O,O,O,X,X,X,X,X
LSIOZTJ,O,O,O,O,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X
LSJTIZO,O,O,O,X,X,O,O,X
LSJTIOZ,O,O,X,X,X,O,X,X
LSJTZIO,O,O,O,X,X,X,X,X
LSJTZOI,O,O,O,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X,X
LSJTOZI,X,O,X,X,X,X,X,X
LSJITZO,O,O,O,X,X,O,X,X
LSJITOZ,O,O,X,X,X,O,X,X
LSJIZTO,O,O,O,X,X,O,X,X
LSJIZOT,O,O,O,X,X,X,X,X
LSJIOTZ,O,O,X,X,X,O,X,X
LSJIOZT,O,O,O,X,X,X,X,X
LSJZTIO,O,O,O,X,X,X,O,X
LSJZTOI,O,O,O,X,X,X,O,X
LSJZITO,O,O,O,X,X,X,O,X
LSJZIOT,O,O,O,X,X,X,X,X
LSJZOTI,O,O,O,X,X,X,O,O
LSJZOIT,O,O,O,X,X,X,X,O
LSJOTIZ,O,O,X,X,X,X,X,X
LSJOTZI,O,O,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X
LSJOZTI,O,O,O,X,X,X,X,O
LSJOZIT,O,O,O,X,X,X,X,O
LSZTIJO,O,O,O,O,X,X,O,X
LSZTIOJ,O,O,O,O,X,X,O,X
LSZTJIO,O,O,O,O,X,X,O,X
LSZTJOI,O,O,O,O,X,X,O,X
LSZTOIJ,O,O,O,O,X,X,O,X
LSZTOJI,O,O,O,O,X,X,O,X
LSZITJO,O,O,O,O,X,X,O,X
LSZITOJ,O,O,O,O,X,X,O,X
LSZIJTO,O,O,O,X,X,X,O,X
LSZIJOT,O,O,O,X,X,X,X,X
LSZIOTJ,O,O,O,O,X,X,X,X
LSZIOJT,O,O,O,X,X,X,X,X
LSZJTIO,O,O,O,X,X,X,O,X
LSZJTOI,O,O,O,X,X,X,O,X
LSZJITO,O,O,O,X,X,X,O,X
LSZJIOT,O,O,O,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,O,O
LSZJOIT,O,O,O,X,X,X,X,O
LSZOTIJ,O,O,O,O,X,X,O,X
LSZOTJI,O,O,O,O,X,X,O,X
LSZOITJ,O,O,O,O,X,X,X,X
LSZOIJT,O,O,O,X,X,X,X,O
LSZOJTI,O,O,O,X,X,X,O,O
LSZOJIT,O,O,O,X,X,X,X,O
LSOTIJZ,O,O,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X
LSOTJZI,O,O,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X,X
LSOIJTZ,O,O,X,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X,X
LSOIZTJ,O,O,O,O,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,X,X
LSOJTZI,O,O,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,O
LSOJZIT,O,O,O,X,X,X,X,O
LSOZTIJ,O,O,O,O,X,X,X,X
LSOZTJI,O,O,O,O,X,X,X,X
LSOZITJ,O,O,O,O,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X,O
LSOZJTI,O,O,O,X,X,X,X,O
LSOZJIT,O,O,O,X,X,X,X,O
LZTIJSO,O,O,O,O,O,O,X,X
LZTIJOS,O,O,X,X,X,X,X,X
LZTISJO,O,O,O,O,O,O,X,X
LZTISOJ,O,O,O,O,X,X,X,X
LZTIOJS,O,O,X,O,X,X,X,X
LZTIOSJ,O,O,X,O,X,X,X,X
LZTJISO,O,O,O,O,O,O,X,X
LZTJIOS,O,O,X,X,X,X,X,X
LZTJSIO,O,O,X,O,O,X,O,X
LZTJSOI,O,O,X,O,X,X,O,X
LZTJOIS,O,O,X,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X,X
LZTSIJO,O,O,X,O,O,X,O,X
LZTSIOJ,O,O,X,O,X,X,O,X
LZTSJIO,O,O,X,O,O,X,O,X
LZTSJOI,O,O,X,O,X,X,O,X
LZTSOIJ,O,O,X,O,X,X,O,X
LZTSOJI,O,O,X,O,X,X,O,X
LZTOIJS,O,O,X,O,X,X,X,X
LZTOISJ,O,O,X,O,X,X,X,X
LZTOJIS,O,O,X,O,X,X,X,X
LZTOJSI,O,O,X,O,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X
LZITJSO,O,O,O,O,O,O,X,X
LZITJOS,O,O,X,X,X,X,X,X
LZITSJO,O,O,O,O,O,O,X,X
LZITSOJ,O,O,O,O,X,X,X,X
LZITOJS,O,O,X,O,X,X,X,X
LZITOSJ,O,O,X,O,X,X,X,X
LZIJTSO,O,O,O,O,O,O,X,X
LZIJTOS,O,O,X,X,X,X,X,X
LZIJSTO,O,O,O,X,O,O,O,X
LZIJSOT,O,O,O,X,X,X,X,X
LZIJOTS,O,O,X,O,X,X,X,X
LZIJOST,O,O,X,X,X,X,X,X
LZISTJO,O,O,O,O,O,O,O,X
LZISTOJ,O,O,O,O,X,X,O,X
LZISJTO,O,O,O,X,O,O,O,X
LZISJOT,O,O,O,X,X,X,X,X
LZISOTJ,O,O,O,O,X,X,X,X
LZISOJT,O,O,O,X,X,X,X,X
LZIOTJS,O,O,X,O,X,X,X,X
LZIOTSJ,O,O,X,O,X,X,X,X
LZIOJTS,O,O,X,O,X,X,X,X
LZIOJST,O,O,X,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,X,X,X
LZIOSJT,O,O,X,X,X,X,X,X
LZJTISO,O,O,O,O,O,O,X,X
LZJTIOS,O,O,X,X,X,X,X,X
LZJTSIO,O,O,X,O,O,X,O,X
LZJTSOI,O,O,X,O,X,X,O,X
LZJTOIS,O,O,X,X,X,X,X,X
LZJTOSI,O,O,X,X,X,X,X,X
LZJITSO,O,O,O,O,O,O,X,X
LZJITOS,O,O,X,X,X,X,X,X
LZJISTO,O,O,O,X,O,O,O,X
LZJISOT,O,O,O,X,X,X,X,X
LZJIOTS,O,O,X,O,X,X,X,X
LZJIOST,O,O,X,X,X,X,X,X
LZJSTIO,O,O,O,X,O,X,O,X
LZJSTOI,O,O,O,X,X,X,O,X
LZJSITO,O,O,O,X,O,X,O,X
LZJSIOT,O,O,O,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,O,O
LZJSOIT,O,O,O,X,X,X,X,O
LZJOTIS,O,O,X,O,X,X,X,X
LZJOTSI,O,O,X,O,X,X,X,X
LZJOITS,O,O,X,O,X,X,X,X
LZJOIST,O,O,X,X,X,X,X,X
LZJOSTI,O,O,X,X,X,X,O,X
LZJOSIT,O,O,X,X,X,X,X,X
LZSTIJO,O,O,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,X,X,O,X
LZSTJIO,O,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,X,X,O,X
LZSTOIJ,O,O,O,O,X,X,O,X
LZSTOJI,O,O,O,O,X,X,O,X
LZSITJO,O,O,O,O,O,X,O,X
LZSITOJ,O,O,O,O,X,X,O,X
LZSIJTO,O,O,O,X,O,X,O,X
LZSIJOT,O,O,O,X,X,X,X,X
LZSIOTJ,O,O,O,O,X,X,X,X
LZSIOJT,O,O,O,X,X,X,X,X
LZSJTIO,O,O,O,X,O,X,O,X
LZSJTOI,O,O,O,X,X,X,O,X
LZSJITO,O,O,O,X,O,X,O,X
LZSJIOT,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,O,O
LZSJOIT,O,O,O,X,X,X,X,O
LZSOTIJ,O,O,O,O,X,X,O,X
LZSOTJI,O,O,O,O,X,X,O,X
LZSOITJ,O,O,O,O,X,X,X,X
LZSOIJT,O,O,O,X,X,X,X,O
LZSOJTI,O,O,O,X,X,X,O,O
LZSOJIT,O,O,O,X,X,X,X,O
LZOTIJS,O,O,X,O,X,X,X,X
LZOTISJ,O,O,X,O,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X
LZOTSIJ,O,O,X,O,X,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X
LZOITJS,O,O,X,O,X,X,X,X
LZOITSJ,O,O,X,O,X,X,X,X
LZOIJTS,O,O,X,O,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,X,X,X
LZOISJT,O,O,X,X,X,X,X,X
LZOJTIS,O,O,X,O,X,X,X,X
LZOJTSI,O,O,X,O,X,X,X,X
LZOJITS,O,O,X,O,X,X,X,X
LZOJIST,O,O,X,X,X,X,X,X
LZOJSTI,O,O,X,X,X,X,O,X
LZOJSIT,O,O,X,X,X,X,X,X
LZOSTIJ,O,O,X,O,X,X,O,X
LZOSTJI,O,O,X,O,X,X,O,X
LZOSITJ,O,O,X,O,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X,X
LZOSJTI,O,O,X,X,X,X,O,X
LZOSJIT,O,O,X,X,X,X,X,X
LOTIJSZ,O,O,X,X,X,O,X,X
LOTIJZS,O,O,X,X,X,X,X,X
LOTISJZ,O,O,X,X,X,O,X,X
LOTISZJ,O,O,X,X,X,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X
LOTIZSJ,O,O,X,O,X,X,X,X
LOTJISZ,O,O,X,X,X,O,X,X
LOTJIZS,O,O,X,X,X,X,X,X
LOTJSIZ,O,O,X,X,X,X,X,X
LOTJSZI,O,O,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,X,X,X
LOTJZSI,O,O,X,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X
LOTZIJS,O,O,X,O,X,X,X,X
LOTZISJ,O,O,X,O,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X
LOITJSZ,O,O,X,X,X,O,X,X
LOITJZS,O,O,X,X,X,X,X,X
LOITSJZ,O,O,X,X,X,O,X,X
LOITSZJ,O,O,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,X
LOIJTSZ,O,O,X,X,X,O,X,X
LOIJTZS,O,O,X,X,X,X,X,X
LOIJSTZ,O,O,X,X,X,O,X,X
LOIJSZT,O,O,O,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,X
LOIJZST,O,O,X,X,X,X,X,X
LOISTJZ,O,O,X,X,X,O,X,X
LOISTZJ,O,O,X,X,X,X,X,X
LOISJTZ,O,O,X,X,X,O,X,X
LOISJZT,O,O,O,X,X,X,X,X
LOISZTJ,O,O,O,O,X,X,X,X
LOISZJT,O,O,O,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X
LOIZTSJ,O,O,X,O,X,X,X,X
LOIZJTS,O,O,X,O,X,X,X,X
LOIZJST,O,O,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,X
LOJTISZ,O,O,X,X,X,O,X,X
LOJTIZS,O,O,X,X,X,X,X,X
LOJTSIZ,O,O,X,X,X,X,X,X
LOJTSZI,O,O,X,X,X,X,X,X
LOJTZIS,O,O,X,X,X,X,X,X
LOJTZSI,O,O,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,O,X,X
LOJITZS,O,O,X,X,X,X,X,X
LOJISTZ,O,O,X,X,X,O,X,X
LOJISZT,O,O,O,X,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,X
LOJIZST,O,O,X,X,X,X,X,X
LOJSTIZ,O,O,X,X,X,X,X,X
LOJSTZI,O,O,X,X,X,X,X,X
LOJSITZ,O,O,X,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,X
LOJSZTI,O,O,O,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X
LOJZITS,O,O,X,O,X,X,X,X
LOJZIST,O,O,X,X,X,X,X,X
LOJZSTI,O,O,X,X,X,X,O,X
LOJZSIT,O,O,X,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,X,X,X
LOSTJZI,O,O,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X
LOSIJTZ,O,O,X,X,X,X,X,X
LOSIJZT,O,O,O,X,X,X,X,X
LOSIZTJ,O,O,O,O,X,X,X,X
LOSIZJT,O,O,O,X,X,X,X,X
LOSJTIZ,O,O,X,X,X,X,X,X
LOSJTZI,O,O,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,X,X,X
LOSJIZT,O,O,O,X,X,X,X,X
LOSJZTI,O,O,O,X,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X,X
LOSZTIJ,O,O,O,O,X,X,X,X
LOSZTJI,O,O,O,O,X,X,X,X
LOSZITJ,O,O,O,O,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X
LOSZJTI,O,O,O,X,X,X,X,X
LOSZJIT,O,O,O,X,X,X,X,X
LOZTIJS,O,O,X,O,X,X,X,X
LOZTISJ,O,O,X,O,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X
LOZTSIJ,O,O,X,O,X,X,X,X
LOZTSJI,O,O,X,O,X,X,X,X
LOZITJS,O,O,X,O,X,X,X,X
LOZITSJ,O,O,X,O,X,X,X,X
