sequence,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF/lBUhBRiBtpBTn?ByvB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFxgBdnBunB/qBar?B0pB,v115@GhA8HeB8EeA8BeC8DeE8Je0/IvhFxgBdnBunB/pBar?BTqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeSFJvhFNmBRiB/pBTnB0q?BmpB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFNmBanBunBxpBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF6lBNmB3iBzkBUn?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhF0gBdnBunBypBXm?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkBXq?B0qB
ZISTOJL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISLTJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISLJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISLJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISLOTJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISLOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISJTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZISJTOL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISJLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISJLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISJOTL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISJOLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISOTLJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISOTJL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISOLTJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISOLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISOJTL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISOJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOTLJS,X,O,X,O,X,X,O,X,O,O,O,X,X,O,X
ZIOTLSJ,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
ZIOTJLS,X,O,X,O,X,X,O,X,O,O,O,X,X,O,X
ZIOTJSL,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZIOTSLJ,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X
ZIOTSJL,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZIOLTJS,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZIOLTSJ,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
ZIOLJTS,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZIOLJST,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOLSTJ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZIOLSJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOJTLS,X,O,X,O,X,X,O,X,O,O,O,X,X,O,X
ZIOJTSL,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZIOJLTS,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZIOJLST,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOJSTL,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZIOJSLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOSTLJ,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X
ZIOSTJL,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZIOSLTJ,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
ZIOSLJT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOSJTL,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZIOSJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTIJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
ZLTIJOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
ZLTISJO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
ZLTISOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
ZLTIOJS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
ZLTIOSJ,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X
ZLTJISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
ZLTJIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
ZLTJSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLTJSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZLTJOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLTJOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
ZLTSIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLTSIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLTSJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLTSJOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLTSOIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZLTSOJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLTOIJS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLTOISJ,O,X,O,O,X,O,X,X,O,X,O,O,O,X,X
ZLTOJIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLTOJSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
ZLTOSIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZLTOSJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLITJSO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
ZLITJOS,X,X,O,O,X,X,O,X,O,X,O,X,O,O,X
ZLITSJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZLITSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLITOJS,X,X,O,O,X,X,O,X,O,X,O,X,O,O,X
ZLITOSJ,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZLIJTSO,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZLIJTOS,X,X,X,O,X,X,O,X,O,X,O,X,O,O,X
ZLIJSTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
ZLIJOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLISTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISTOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLISOTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOTJS,X,X,O,O,X,X,O,X,O,X,O,X,O,X,X
ZLIOTSJ,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZLIOJTS,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
ZLIOJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLIOSJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
ZLJTIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
ZLJTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLJTSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZLJTOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLJTOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
ZLJITSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
ZLJITOS,X,X,X,O,X,X,O,X,O,X,O,X,O,O,X
ZLJISTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLJISOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLJIOTS,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
ZLJIOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLJSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLJSTOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZLJSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSOTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZLJSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLJOTSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
ZLJOITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
ZLJOIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLJOSTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZLJOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLSTIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLSTJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLSTJOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLSTOIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZLSTOJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLSITJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSITOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLSIJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSIJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLSIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZLSJTOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLSJITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLSJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZLSOTJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLSOITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZLSOIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLSOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTIJS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLOTISJ,O,X,O,O,X,O,X,X,O,X,O,O,O,X,X
ZLOTJIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLOTJSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
ZLOTSIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZLOTSJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLOITJS,O,X,O,O,X,X,X,X,O,X,O,O,O,X,X
ZLOITSJ,O,X,O,O,X,O,X,X,O,X,O,O,X,X,X
ZLOIJTS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
ZLOIJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X
ZLOISJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
ZLOJTSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
ZLOJITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
ZLOJIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOJSTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZLOJSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZLOSTJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLOSITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZLOSIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
ZLOSJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTILSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
ZJTILOS,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X
ZJTISLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJTISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJTIOSL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZJTLISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
ZJTLIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
ZJTLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJTLSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJTLOIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
ZJTLOSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJTSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJTSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJTSLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJTSOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJTSOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJTOILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZJTOISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZJTOLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
ZJTOLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZJTOSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJTOSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJITLSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
ZJITLOS,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X
ZJITSLO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJITSOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJITOLS,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X
ZJITOSL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZJILTSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
ZJILTOS,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
ZJILSTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJILSOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJILOTS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
ZJILOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJISTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJISTOL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJISLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJISOLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJIOTLS,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X
ZJIOTSL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZJIOLTS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
ZJIOLST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJIOSTL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZJIOSLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLTISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
ZJLTIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
ZJLTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJLTOIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
ZJLTOSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJLITSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
ZJLITOS,X,X,X,O,X,X,O,X,O,X,O,X,O,O,X
ZJLISTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJLISOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJLIOTS,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
ZJLIOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJLSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJLSTOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJLSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJLSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
ZJLOTSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJLOITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
ZJLOIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJLOSTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
ZJLOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTILO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJSTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJSTLOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSTOIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSTOLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSITLO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJSITOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJSILTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSILOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJSIOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJSLTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZJSLTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSLITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSLOIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSOTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSOITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSOILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJSOLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZJOTISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZJOTLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
ZJOTLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZJOTSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJOTSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJOITLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZJOITSL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
ZJOILTS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJOILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOISTL,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZJOISLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
ZJOLTSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZJOLITS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJOLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLSTI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZJOLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJOSTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJOSITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJOSILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZJOSLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTILJO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTILOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSTIJLO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTIJOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSTIOLJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSTIOJL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSTLIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTLIOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTLJOI,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSTLOIJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSTLOJI,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSTJILO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTJIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTJLOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSTJOIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSTJOLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSTOILJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSTOIJL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSTOLIJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSTOLJI,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSTOJIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSTOJLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSITLJO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSITLOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSITJLO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSITJOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSITOLJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSITOJL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSILTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSILTOJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSILJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSILJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSILOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSIJTLO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSIJTOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSIJLTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSIJOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSIOTLJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSIOTJL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSIOLTJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSIOLJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSIOJTL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSIOJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSLTIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSLTIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSLTJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSLTJOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLTOIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLTOJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLITJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLITOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSLIJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
