sequence,v115@QhA8DeI8EeB8Jex/IvhFylBFiBXjBTkB0qBWxB,v115@QhA8DeI8EeB8JeT/IvhFUiBFjBxpB/qBarBWxB,v115@QhA8DeI8EeB8Jem/IvhFChBxiBTkB0qBlrB3sB,v115@QhA8DeI8EeB8JeT/IvhFylBFiBXjBxpBWxB0qB,v115@QhA8DeI8EeB8JeT/IvhFmgBCiBXjBxpB0qBVxB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxmBXoBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFRgB3hBFjBUlBWwBTsB,v115@QhA8DeI8EeB8JeUBJvhFFiBXjBTkB6qBmkBxwB,v115@QhA8DeI8EeB8Jei/IvhFRhBFjB3kB0qBGrBTsB,v115@QhA8DeI8EeB8Jei/IvhF3hBFjBxpBGqBTsBUrB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxnBXrBlsB0rB,v115@QhA8DeI8EeB8JeOEJvhF6lBxhBXjBzkBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFGgBThBFjBUlB/sBRwB,v115@QhA8DeI8EeB8JeOEJvhF6lBxiBzkBXrBlsB0rB,v115@QhA8DeI8EeB8Jex/IvhF2nBTkB/qBFrB0rBCtB,v115@QhA8DeI8EeB8Je0/IvhF6lBThBFjB2pB/sBRwB,v115@QhA8DeI8EeB8Je1GJvhFXjBxkBikBGqBUrBTsB
JLOTSZI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
JLOTZIS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
JLOTZSI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
JLOITSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
JLOITZS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
JLOISTZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
JLOISZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
JLOIZTS,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X
JLOIZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JLOSTIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
JLOSTZI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,O,X,X
JLOSITZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
JLOSIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOSZTI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
JLOSZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOZTIS,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,O,X
JLOZTSI,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,O,X
JLOZITS,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X
JLOZIST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JLOZSTI,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,O,X
JLOZSIT,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X
JSTILZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSTILOZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
JSTIZLO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSTIZOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTIOLZ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JSTIOZL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTLIZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JSTLIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JSTLZIO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JSTLZOI,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
JSTLOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JSTZILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JSTZIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTZLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTZLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSTZOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTZOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTOILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSTOIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSTOLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSTOLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JSTOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSTOZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSITLZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSITLOZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
JSITZLO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSITZOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSITOLZ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JSITOZL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSILTZO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
JSILTOZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
JSILZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSILZOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JSILOTZ,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
JSILOZT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSIZTLO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSIZTOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIZLTO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIZLOT,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JSIZOTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIZOLT,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSIOTLZ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O
JSIOTZL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
JSIOLTZ,X,X,X,O,O,O,X,X,X,X,X,O,X,O,O,X,X
JSIOLZT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSIOZTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
JSIOZLT,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSLTIZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O
JSLTIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
JSLTZIO,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
JSLTZOI,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
JSLTOIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JSLTOZI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JSLITZO,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O
JSLITOZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
JSLIZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLIZOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLIOTZ,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
JSLIOZT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLZTIO,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
JSLZTOI,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
JSLZITO,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JSLZIOT,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JSLZOTI,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
JSLOTZI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X
JSLOITZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
JSLOIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLOZTI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
JSLOZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSZTILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JSZTIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZTLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZTOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZITLO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
JSZITOL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZILTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
JSZILOT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JSZIOTL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZIOLT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JSZLTIO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JSZLITO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
JSZLIOT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JSZLOTI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZOTIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
JSZOTLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
JSZOITL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
JSZOILT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JSZOLTI,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JSZOLIT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JSOTILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSOTIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOTLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSOTLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JSOTZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOTZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOITLZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
JSOITZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JSOILTZ,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,O,X
JSOILZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
JSOIZTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JSOIZLT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JSOLTIZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X
JSOLTZI,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X
JSOLITZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X
JSOLIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOLZTI,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
JSOLZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOZTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOZTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOZITL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JSOZLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JSOZLIT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JZTILSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTILOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTISLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZTISOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTIOSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTLIOS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTLSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZTLOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZTSILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JZTSIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTSLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTSLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JZTSOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTSOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTOILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTOISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTOLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTOSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITLSO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZITLOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZITSLO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JZITSOL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZITOLS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZITOSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JZILTOS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JZILSTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZILSOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZILOTS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JZILOST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZISTLO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JZISTOL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZISLOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZISOTL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZIOTLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZIOTSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JZIOLST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZIOSTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLTISO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
JZLTIOS,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
JZLTSIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZLTSOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JZLTOIS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZLTOSI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JZLITOS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JZLISTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLISOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLIOTS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JZLIOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLSTIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZLSTOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLSIOT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JZLSOTI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
JZLOTSI,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
JZLOITS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JZLOIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLOSTI,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
JZLOSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JZSTILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JZSTIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSTLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSTOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSITLO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
JZSITOL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSILTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
JZSILOT,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JZSIOTL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JZSLTIO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSLTOI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZSLITO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
JZSLIOT,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JZSLOTI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZSLOIT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
JZSOTLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
JZSOITL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
JZSOILT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JZSOLTI,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JZSOLIT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JZOTILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOTISL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOTLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOTSIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOITSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JZOILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOISTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOLTIS,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JZOLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JZOLITS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JZOLIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOLSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JZOLSIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JZOSTIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZOSTLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZOSITL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZOSILT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JZOSLTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JZOSLIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOTILSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JOTILZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JOTISLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOTISZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTIZSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTLIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTLSIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTLSZI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
JOTLZIS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTLZSI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
JOTSILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JOTSIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOTSLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOTSLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JOTSZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOTSZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOTZILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTZISL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTZLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTZSIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
JOITLZS,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
JOITSLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JOITSZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITZLS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOITZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILTSZ,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X
JOILTZS,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X
JOILSTZ,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X
JOILSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOILZTS,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X
JOILZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISTLZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
JOISTZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOISLTZ,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X
JOISLZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOISZTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOISZLT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOIZTLS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOIZTSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JOIZLST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOIZSTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLTISZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
JOLTIZS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
JOLTSIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
JOLTSZI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
JOLTZIS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
JOLTZSI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
JOLITSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
JOLITZS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
JOLISTZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
