sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
TZIOLJS,O,O,X,O,O,X,X,X,O
TZIOLSJ,O,O,X,O,X,O,O,O,O
TZIOJLS,O,O,O,O,O,X,X,X,X
TZIOJSL,O,O,O,O,O,O,X,O,X
TZIOSLJ,O,O,X,O,X,O,O,O,X
TZIOSJL,O,O,O,O,O,O,O,O,X
TZLIJSO,O,O,X,O,O,X,X,X,O
TZLIJOS,O,O,X,O,O,X,X,X,O
TZLISJO,O,O,X,O,O,O,O,O,X
TZLISOJ,O,O,X,O,X,O,O,O,O
TZLIOJS,O,O,X,O,O,X,X,X,O
TZLIOSJ,O,O,X,O,X,O,O,O,O
TZLJISO,O,O,X,O,O,X,X,X,O
TZLJIOS,O,O,X,O,O,X,X,X,O
TZLJSIO,O,O,X,O,O,X,X,X,O
TZLJSOI,O,O,X,O,O,X,X,X,O
TZLJOIS,O,O,X,O,O,X,X,X,O
TZLJOSI,O,O,X,O,O,X,X,X,O
TZLSIJO,O,O,X,O,O,O,O,O,X
TZLSIOJ,O,O,X,O,X,O,O,O,O
TZLSJIO,O,O,X,O,O,O,O,O,X
TZLSJOI,O,O,X,O,O,O,O,O,X
TZLSOIJ,O,O,X,O,X,O,O,O,O
TZLSOJI,O,O,X,O,X,O,O,O,X
TZLOIJS,O,O,X,O,O,X,X,X,O
TZLOISJ,O,O,X,O,X,O,O,O,O
TZLOJIS,O,O,X,O,O,X,X,X,O
TZLOJSI,O,O,X,O,O,X,X,X,O
TZLOSIJ,O,O,X,O,X,O,O,O,O
TZLOSJI,O,O,X,O,X,O,O,O,X
TZJILSO,O,O,X,O,O,X,X,X,X
TZJILOS,O,O,O,O,O,X,X,X,X
TZJISLO,O,O,O,O,O,O,X,O,X
TZJISOL,O,O,O,O,O,O,X,O,X
TZJIOLS,O,O,O,O,O,X,X,X,X
TZJIOSL,O,O,O,O,O,O,X,O,X
TZJLISO,O,O,X,O,O,X,X,X,X
TZJLIOS,O,O,O,O,O,X,X,X,X
TZJLSIO,O,O,X,O,O,X,X,X,X
TZJLSOI,O,O,X,O,O,X,X,X,X
TZJLOIS,O,O,O,O,O,X,X,X,X
TZJLOSI,O,O,X,O,O,X,X,X,X
TZJSILO,O,O,O,O,O,O,X,O,X
TZJSIOL,O,O,O,O,O,O,X,O,X
TZJSLIO,O,O,O,O,O,O,X,O,X
TZJSLOI,O,O,O,O,O,O,X,O,X
TZJSOIL,O,O,O,O,O,O,X,O,X
TZJSOLI,O,O,O,O,O,O,X,O,X
TZJOILS,O,O,O,O,O,X,X,X,X
TZJOISL,O,O,O,O,O,O,X,O,X
TZJOLIS,O,O,O,O,O,X,X,X,X
TZJOLSI,O,O,X,O,O,X,X,X,X
TZJOSIL,O,O,O,O,O,O,X,O,X
TZJOSLI,O,O,O,O,O,O,X,O,X
TZSILJO,O,O,O,O,O,O,O,O,X
TZSILOJ,O,O,X,O,X,O,O,O,X
TZSIJLO,O,O,O,O,O,O,O,O,X
TZSIJOL,O,O,O,O,O,O,O,O,X
TZSIOLJ,O,O,X,O,X,O,O,O,X
TZSIOJL,O,O,O,O,O,O,O,O,X
TZSLIJO,O,O,O,O,O,O,O,O,X
TZSLIOJ,O,O,X,O,X,O,O,O,X
TZSLJIO,O,O,O,O,O,O,O,O,X
TZSLJOI,O,O,O,O,O,O,O,O,X
TZSLOIJ,O,O,X,O,X,O,O,O,X
TZSLOJI,O,O,X,O,X,O,O,O,X
TZSJILO,O,O,O,O,O,O,O,O,X
TZSJIOL,O,O,O,O,O,O,O,O,X
TZSJLIO,O,O,O,O,O,O,O,O,X
TZSJLOI,O,O,O,O,O,O,O,O,X
TZSJOIL,O,O,O,O,O,O,O,O,X
TZSJOLI,O,O,O,O,O,O,O,O,X
TZSOILJ,O,O,X,O,X,O,O,O,X
TZSOIJL,O,O,O,O,O,O,O,O,X
TZSOLIJ,O,O,X,O,X,O,O,O,X
TZSOLJI,O,O,X,O,X,O,O,O,X
TZSOJIL,O,O,O,O,O,O,O,O,X
TZSOJLI,O,O,O,O,O,O,O,O,X
TZOILJS,O,O,X,O,O,X,X,X,O
TZOILSJ,O,O,X,O,X,O,O,O,O
TZOIJLS,O,O,O,O,O,X,X,X,X
TZOIJSL,O,O,O,O,O,O,X,O,X
TZOISLJ,O,O,X,O,X,O,O,O,X
TZOISJL,O,O,O,O,O,O,O,O,X
TZOLIJS,O,O,X,O,O,X,X,X,O
TZOLISJ,O,O,X,O,X,O,O,O,O
TZOLJIS,O,O,X,O,O,X,X,X,O
TZOLJSI,O,O,X,O,O,X,X,X,O
TZOLSIJ,O,O,X,O,X,O,O,O,O
TZOLSJI,O,O,X,O,X,O,O,O,X
TZOJILS,O,O,O,O,O,X,X,X,X
TZOJISL,O,O,O,O,O,O,X,O,X
TZOJLIS,O,O,O,O,O,X,X,X,X
TZOJLSI,O,O,X,O,O,X,X,X,X
TZOJSIL,O,O,O,O,O,O,X,O,X
TZOJSLI,O,O,O,O,O,O,X,O,X
TZOSILJ,O,O,X,O,X,O,O,O,X
TZOSIJL,O,O,O,O,O,O,O,O,X
TZOSLIJ,O,O,X,O,X,O,O,O,X
TZOSLJI,O,O,X,O,X,O,O,O,X
TZOSJIL,O,O,O,O,O,O,O,O,X
TZOSJLI,O,O,O,O,O,O,O,O,X
TOILJSZ,O,O,O,O,O,X,O,X,O
TOILJZS,O,O,O,O,O,X,X,X,O
TOILSJZ,O,O,O,O,X,X,O,X,O
TOILSZJ,O,O,X,O,X,O,O,O,O
TOILZJS,O,O,X,O,O,X,X,X,O
TOILZSJ,O,O,X,O,X,O,O,O,O
TOIJLSZ,O,O,O,O,O,X,O,X,O
TOIJLZS,O,O,O,O,O,X,X,X,O
TOIJSLZ,O,O,O,X,O,X,O,X,X
TOIJSZL,O,O,O,X,O,O,O,O,X
TOIJZLS,O,O,O,O,O,X,X,X,X
TOIJZSL,O,O,O,O,O,O,X,O,X
TOISLJZ,O,O,O,O,X,X,O,X,O
TOISLZJ,O,O,X,O,X,O,O,O,O
TOISJLZ,O,O,O,X,O,X,O,X,X
TOISJZL,O,O,O,X,O,O,O,O,X
TOISZLJ,O,O,X,O,X,O,O,O,X
TOISZJL,O,O,O,O,O,O,O,O,X
TOIZLJS,O,O,X,O,O,X,X,X,O
TOIZLSJ,O,O,X,O,X,O,O,O,O
TOIZJLS,O,O,O,O,O,X,X,X,X
TOIZJSL,O,O,O,O,O,O,X,O,X
TOIZSLJ,O,O,X,O,X,O,O,O,X
TOIZSJL,O,O,O,O,O,O,O,O,X
TOLIJSZ,O,O,O,O,O,X,O,X,O
TOLIJZS,O,O,O,O,O,X,X,X,O
TOLISJZ,O,O,O,O,X,X,O,X,O
TOLISZJ,O,O,X,O,X,O,O,O,O
TOLIZJS,O,O,X,O,O,X,X,X,O
TOLIZSJ,O,O,X,O,X,O,O,O,O
TOLJISZ,O,O,O,O,O,X,O,X,O
TOLJIZS,O,O,O,O,O,X,X,X,O
TOLJSIZ,O,O,O,O,O,X,O,X,O
TOLJSZI,O,O,O,O,X,X,O,X,O
TOLJZIS,O,O,O,O,O,X,X,X,O
TOLJZSI,O,O,X,O,O,X,X,X,O
TOLSIJZ,O,O,O,O,X,X,O,X,O
TOLSIZJ,O,O,X,O,X,O,O,O,O
TOLSJIZ,O,O,O,O,X,X,O,X,O
TOLSJZI,O,O,O,O,X,X,O,X,O
TOLSZIJ,O,O,X,O,X,O,O,O,O
TOLSZJI,O,O,X,O,X,O,O,O,X
TOLZIJS,O,O,X,O,O,X,X,X,O
TOLZISJ,O,O,X,O,X,O,O,O,O
TOLZJIS,O,O,X,O,O,X,X,X,O
TOLZJSI,O,O,X,O,O,X,X,X,O
TOLZSIJ,O,O,X,O,X,O,O,O,O
TOLZSJI,O,O,X,O,X,O,O,O,X
TOJILSZ,O,O,O,O,O,X,O,X,O
TOJILZS,O,O,O,O,O,X,X,X,O
TOJISLZ,O,O,O,X,O,X,O,X,X
TOJISZL,O,O,O,X,O,O,O,O,X
TOJIZLS,O,O,O,O,O,X,X,X,X
TOJIZSL,O,O,O,O,O,O,X,O,X
TOJLISZ,O,O,O,O,O,X,O,X,O
TOJLIZS,O,O,O,O,O,X,X,X,O
TOJLSIZ,O,O,O,O,O,X,O,X,O
TOJLSZI,O,O,O,O,X,X,O,X,O
TOJLZIS,O,O,O,O,O,X,X,X,O
TOJLZSI,O,O,X,O,O,X,X,X,O
TOJSILZ,O,O,O,X,O,X,O,X,X
TOJSIZL,O,O,O,X,O,O,O,O,X
TOJSLIZ,O,O,O,X,O,X,O,X,X
TOJSLZI,O,O,O,X,X,X,O,X,X
TOJSZIL,O,O,O,X,O,O,O,O,X
TOJSZLI,O,O,O,X,O,O,O,O,X
TOJZILS,O,O,O,O,O,X,X,X,X
TOJZISL,O,O,O,O,O,O,X,O,X
TOJZLIS,O,O,O,O,O,X,X,X,X
TOJZLSI,O,O,X,O,O,X,X,X,X
TOJZSIL,O,O,O,O,O,O,X,O,X
TOJZSLI,O,O,O,O,O,O,X,O,X
TOSILJZ,O,O,O,O,X,X,O,X,O
TOSILZJ,O,O,X,O,X,O,O,O,O
TOSIJLZ,O,O,O,X,O,X,O,X,X
TOSIJZL,O,O,O,X,O,O,O,O,X
TOSIZLJ,O,O,X,O,X,O,O,O,X
TOSIZJL,O,O,O,O,O,O,O,O,X
TOSLIJZ,O,O,O,O,X,X,O,X,O
TOSLIZJ,O,O,X,O,X,O,O,O,O
TOSLJIZ,O,O,O,O,X,X,O,X,O
TOSLJZI,O,O,O,O,X,X,O,X,O
TOSLZIJ,O,O,X,O,X,O,O,O,O
TOSLZJI,O,O,X,O,X,O,O,O,X
TOSJILZ,O,O,O,X,O,X,O,X,X
TOSJIZL,O,O,O,X,O,O,O,O,X
TOSJLIZ,O,O,O,X,O,X,O,X,X
TOSJLZI,O,O,O,X,X,X,O,X,X
TOSJZIL,O,O,O,X,O,O,O,O,X
TOSJZLI,O,O,O,X,O,O,O,O,X
TOSZILJ,O,O,X,O,X,O,O,O,X
TOSZIJL,O,O,O,O,O,O,O,O,X
TOSZLIJ,O,O,X,O,X,O,O,O,X
TOSZLJI,O,O,X,O,X,O,O,O,X
TOSZJIL,O,O,O,O,O,O,O,O,X
TOSZJLI,O,O,O,O,O,O,O,O,X
TOZILJS,O,O,X,O,O,X,X,X,O
TOZILSJ,O,O,X,O,X,O,O,O,O
TOZIJLS,O,O,O,O,O,X,X,X,X
TOZIJSL,O,O,O,O,O,O,X,O,X
TOZISLJ,O,O,X,O,X,O,O,O,X
TOZISJL,O,O,O,O,O,O,O,O,X
TOZLIJS,O,O,X,O,O,X,X,X,O
TOZLISJ,O,O,X,O,X,O,O,O,O
TOZLJIS,O,O,X,O,O,X,X,X,O
TOZLJSI,O,O,X,O,O,X,X,X,O
TOZLSIJ,O,O,X,O,X,O,O,O,O
TOZLSJI,O,O,X,O,X,O,O,O,X
TOZJILS,O,O,O,O,O,X,X,X,X
TOZJISL,O,O,O,O,O,O,X,O,X
TOZJLIS,O,O,O,O,O,X,X,X,X
TOZJLSI,O,O,X,O,O,X,X,X,X
TOZJSIL,O,O,O,O,O,O,X,O,X
TOZJSLI,O,O,O,O,O,O,X,O,X
TOZSILJ,O,O,X,O,X,O,O,O,X
TOZSIJL,O,O,O,O,O,O,O,O,X
TOZSLIJ,O,O,X,O,X,O,O,O,X
TOZSLJI,O,O,X,O,X,O,O,O,X
TOZSJIL,O,O,O,O,O,O,O,O,X
TOZSJLI,O,O,O,O,O,O,O,O,X
ITLJSZO,O,O,O,O,X,X,O,X,O
ITLJSOZ,O,O,O,O,O,X,O,X,O
ITLJZSO,O,O,X,O,O,X,X,X,O
ITLJZOS,O,O,O,O,O,X,X,X,O
ITLJOSZ,O,O,O,O,O,X,O,X,O
ITLJOZS,O,O,O,O,O,X,X,X,O
ITLSJZO,O,O,O,O,X,X,O,X,O
ITLSJOZ,O,O,O,O,X,X,O,X,O
ITLSZJO,O,O,O,O,X,O,O,O,X
ITLSZOJ,O,O,X,O,X,O,O,O,O
ITLSOJZ,O,O,O,O,X,X,O,X,O
ITLSOZJ,O,O,X,O,X,O,O,O,O
ITLZJSO,O,O,X,O,O,X,X,X,O
ITLZJOS,O,O,X,O,O,X,X,X,O
ITLZSJO,O,O,X,O,O,O,O,O,X
ITLZSOJ,O,O,X,O,X,O,O,O,O
ITLZOJS,O,O,X,O,O,X,X,X,O
ITLZOSJ,O,O,X,O,X,O,O,O,O
ITLOJSZ,O,O,O,O,O,X,O,X,O
ITLOJZS,O,O,O,O,O,X,X,X,O
ITLOSJZ,O,O,O,O,X,X,O,X,O
ITLOSZJ,O,O,X,O,X,O,O,O,O
ITLOZJS,O,O,X,O,O,X,X,X,O
ITLOZSJ,O,O,X,O,X,O,O,O,O
ITJLSZO,O,O,O,O,X,X,O,X,O
ITJLSOZ,O,O,O,O,O,X,O,X,O
ITJLZSO,O,O,X,O,O,X,X,X,O
ITJLZOS,O,O,O,O,O,X,X,X,O
ITJLOSZ,O,O,O,O,O,X,O,X,O
ITJLOZS,O,O,O,O,O,X,X,X,O
ITJSLZO,O,O,O,X,X,X,O,X,X
ITJSLOZ,O,O,O,X,O,X,O,X,X
ITJSZLO,O,O,O,X,O,O,O,O,X
ITJSZOL,O,O,O,X,O,O,O,O,X
ITJSOLZ,O,O,O,X,O,X,O,X,X
ITJSOZL,O,O,O,X,O,O,O,O,X
ITJZLSO,O,O,X,O,O,X,X,X,X
ITJZLOS,O,O,O,O,O,X,X,X,X
ITJZSLO,O,O,O,O,O,O,X,O,X
ITJZSOL,O,O,O,O,O,O,X,O,X
ITJZOLS,O,O,O,O,O,X,X,X,X
ITJZOSL,O,O,O,O,O,O,X,O,X
ITJOLSZ,O,O,O,O,O,X,O,X,O
ITJOLZS,O,O,O,O,O,X,X,X,O
ITJOSLZ,O,O,O,X,O,X,O,X,X
ITJOSZL,O,O,O,X,O,O,O,O,X
ITJOZLS,O,O,O,O,O,X,X,X,X
ITJOZSL,O,O,O,O,O,O,X,O,X
ITSLJZO,O,O,O,O,X,X,O,X,O
ITSLJOZ,O,O,O,O,X,X,O,X,O
ITSLZJO,O,O,O,O,X,O,O,O,X
ITSLZOJ,O,O,X,O,X,O,O,O,O
ITSLOJZ,O,O,O,O,X,X,O,X,O
ITSLOZJ,O,O,X,O,X,O,O,O,O
ITSJLZO,O,O,O,X,X,X,O,X,X
ITSJLOZ,O,O,O,X,O,X,O,X,X
ITSJZLO,O,O,O,X,O,O,O,O,X
ITSJZOL,O,O,O,X,O,O,O,O,X
ITSJOLZ,O,O,O,X,O,X,O,X,X
ITSJOZL,O,O,O,X,O,O,O,O,X
ITSZLJO,O,O,O,O,O,O,O,O,X
ITSZLOJ,O,O,X,O,X,O,O,O,X
ITSZJLO,O,O,O,O,O,O,O,O,X
ITSZJOL,O,O,O,O,O,O,O,O,X
ITSZOLJ,O,O,X,O,X,O,O,O,X
ITSZOJL,O,O,O,O,O,O,O,O,X
ITSOLJZ,O,O,O,O,X,X,O,X,O
ITSOLZJ,O,O,X,O,X,O,O,O,O
ITSOJLZ,O,O,O,X,O,X,O,X,X
ITSOJZL,O,O,O,X,O,O,O,O,X
ITSOZLJ,O,O,X,O,X,O,O,O,X
ITSOZJL,O,O,O,O,O,O,O,O,X
ITZLJSO,O,O,X,O,O,X,X,X,O
ITZLJOS,O,O,X,O,O,X,X,X,O
ITZLSJO,O,O,X,O,O,O,O,O,X
ITZLSOJ,O,O,X,O,X,O,O,O,O
ITZLOJS,O,O,X,O,O,X,X,X,O
ITZLOSJ,O,O,X,O,X,O,O,O,O
ITZJLSO,O,O,X,O,O,X,X,X,X
ITZJLOS,O,O,O,O,O,X,X,X,X
ITZJSLO,O,O,O,O,O,O,X,O,X
ITZJSOL,O,O,O,O,O,O,X,O,X
ITZJOLS,O,O,O,O,O,X,X,X,X
ITZJOSL,O,O,O,O,O,O,X,O,X
ITZSLJO,O,O,O,O,O,O,O,O,X
ITZSLOJ,O,O,X,O,X,O,O,O,X
ITZSJLO,O,O,O,O,O,O,O,O,X
ITZSJOL,O,O,O,O,O,O,O,O,X
ITZSOLJ,O,O,X,O,X,O,O,O,X
ITZSOJL,O,O,O,O,O,O,O,O,X
ITZOLJS,O,O,X,O,O,X,X,X,O
ITZOLSJ,O,O,X,O,X,O,O,O,O
ITZOJLS,O,O,O,O,O,X,X,X,X
ITZOJSL,O,O,O,O,O,O,X,O,X
ITZOSLJ,O,O,X,O,X,O,O,O,X
ITZOSJL,O,O,O,O,O,O,O,O,X
ITOLJSZ,O,O,O,O,O,X,O,X,O
ITOLJZS,O,O,O,O,O,X,X,X,O
ITOLSJZ,O,O,O,O,X,X,O,X,O
ITOLSZJ,O,O,X,O,X,O,O,O,O
ITOLZJS,O,O,X,O,O,X,X,X,O
ITOLZSJ,O,O,X,O,X,O,O,O,O
ITOJLSZ,O,O,O,O,O,X,O,X,O
ITOJLZS,O,O,O,O,O,X,X,X,O
ITOJSLZ,O,O,O,X,O,X,O,X,X
ITOJSZL,O,O,O,X,O,O,O,O,X
ITOJZLS,O,O,O,O,O,X,X,X,X
ITOJZSL,O,O,O,O,O,O,X,O,X
ITOSLJZ,O,O,O,O,X,X,O,X,O
ITOSLZJ,O,O,X,O,X,O,O,O,O
ITOSJLZ,O,O,O,X,O,X,O,X,X
ITOSJZL,O,O,O,X,O,O,O,O,X
ITOSZLJ,O,O,X,O,X,O,O,O,X
ITOSZJL,O,O,O,O,O,O,O,O,X
ITOZLJS,O,O,X,O,O,X,X,X,O
ITOZLSJ,O,O,X,O,X,O,O,O,O
ITOZJLS,O,O,O,O,O,X,X,X,X
ITOZJSL,O,O,O,O,O,O,X,O,X
ITOZSLJ,O,O,X,O,X,O,O,O,X
ITOZSJL,O,O,O,O,O,O,O,O,X
ILTJSZO,O,O,O,O,X,X,O,X,O
ILTJSOZ,O,O,O,O,O,X,O,X,O
ILTJZSO,O,O,X,O,O,X,X,X,O
ILTJZOS,O,O,O,O,O,X,X,X,O
ILTJOSZ,O,O,O,O,O,X,O,X,O
ILTJOZS,O,O,O,O,O,X,X,X,O
ILTSJZO,O,O,O,O,X,X,O,X,O
ILTSJOZ,O,O,O,O,X,X,O,X,O
ILTSZJO,O,O,O,O,X,O,O,O,X
ILTSZOJ,O,O,X,O,X,O,O,O,O
ILTSOJZ,O,O,O,O,X,X,O,X,O
ILTSOZJ,O,O,X,O,X,O,O,O,O
ILTZJSO,O,O,X,O,O,X,X,X,O
ILTZJOS,O,O,X,O,O,X,X,X,O
ILTZSJO,O,O,X,O,O,O,O,O,X
ILTZSOJ,O,O,X,O,X,O,O,O,O
ILTZOJS,O,O,X,O,O,X,X,X,O
ILTZOSJ,O,O,X,O,X,O,O,O,O
ILTOJSZ,O,O,O,O,O,X,O,X,O
ILTOJZS,O,O,O,O,O,X,X,X,O
ILTOSJZ,O,O,O,O,X,X,O,X,O
ILTOSZJ,O,O,X,O,X,O,O,O,O
ILTOZJS,O,O,X,O,O,X,X,X,O
ILTOZSJ,O,O,X,O,X,O,O,O,O
ILJTSZO,O,O,O,O,X,X,O,X,O
ILJTSOZ,O,O,O,O,O,X,O,X,O
ILJTZSO,O,O,X,O,O,X,X,X,O
ILJTZOS,O,O,O,O,O,X,X,X,O
ILJTOSZ,O,O,O,O,O,X,O,X,O
ILJTOZS,O,O,O,O,O,X,X,X,O
ILJSTZO,O,O,O,X,X,X,O,X,O
ILJSTOZ,O,O,O,X,X,X,O,X,O
ILJSZTO,O,O,X,X,X,X,X,X,O
ILJSZOT,O,O,X,X,X,X,X,X,X
ILJSOTZ,O,X,O,X,X,X,O,X,O
ILJSOZT,O,X,X,X,X,X,X,X,X
ILJZTSO,O,O,X,O,O,X,X,X,O
ILJZTOS,O,O,X,O,O,X,X,X,O
ILJZSTO,O,O,X,O,X,X,X,X,O
ILJZSOT,O,O,X,O,X,X,X,X,X
ILJZOTS,O,O,X,O,O,X,X,X,O
ILJZOST,O,O,X,O,X,X,X,X,X
ILJOTSZ,O,O,O,O,O,X,O,X,O
ILJOTZS,O,O,O,O,O,X,X,X,O
ILJOSTZ,O,X,O,X,X,X,O,X,O
ILJOSZT,O,X,X,X,X,X,X,X,X
ILJOZTS,O,O,X,O,O,X,X,X,O
ILJOZST,O,O,X,O,X,X,X,X,X
ILSTJZO,O,O,O,O,X,X,O,X,O
ILSTJOZ,O,O,O,O,X,X,O,X,O
ILSTZJO,O,O,O,O,X,O,O,O,X
ILSTZOJ,O,O,X,O,X,O,O,O,O
ILSTOJZ,O,O,O,O,X,X,O,X,O
ILSTOZJ,O,O,X,O,X,O,O,O,O
ILSJTZO,O,O,O,X,X,X,O,X,O
ILSJTOZ,O,O,O,X,X,X,O,X,O
ILSJZTO,O,O,X,X,X,X,X,X,O
ILSJZOT,O,O,X,X,X,X,X,X,X
ILSJOTZ,O,X,O,X,X,X,O,X,O
ILSJOZT,O,X,X,X,X,X,X,X,X
ILSZTJO,X,O,X,O,X,O,O,O,X
ILSZTOJ,X,O,X,O,X,O,O,O,X
ILSZJTO,X,O,X,O,X,X,X,O,X
ILSZJOT,X,O,X,O,X,X,X,X,X
ILSZOTJ,X,O,X,O,X,O,O,O,X
ILSZOJT,X,O,X,O,X,X,X,X,X
ILSOTJZ,O,O,O,O,X,X,O,X,O
ILSOTZJ,O,O,X,O,X,O,O,O,O
ILSOJTZ,O,X,O,X,X,X,O,X,O
ILSOJZT,O,X,X,X,X,X,X,X,X
ILSOZTJ,X,O,X,O,X,O,O,O,X
ILSOZJT,X,O,X,O,X,X,X,X,X
ILZTJSO,O,O,X,O,O,X,X,X,O
ILZTJOS,O,O,X,O,O,X,X,X,O
ILZTSJO,O,O,X,O,O,O,O,O,X
ILZTSOJ,O,O,X,O,X,O,O,O,O
ILZTOJS,O,O,X,O,O,X,X,X,O
ILZTOSJ,O,O,X,O,X,O,O,O,O
ILZJTSO,O,O,X,O,O,X,X,X,O
ILZJTOS,O,O,X,O,O,X,X,X,O
ILZJSTO,X,O,X,O,X,X,X,O,O
ILZJSOT,X,O,X,O,X,X,X,X,X
ILZJOTS,O,O,X,O,O,X,X,X,O
ILZJOST,X,O,X,O,X,X,X,X,X
ILZSTJO,X,O,X,O,X,O,O,O,X
ILZSTOJ,X,O,X,O,X,O,O,O,X
ILZSJTO,X,O,X,O,X,X,X,O,X
ILZSJOT,X,O,X,O,X,X,X,X,X
ILZSOTJ,X,O,X,O,X,O,O,O,X
ILZSOJT,X,O,X,O,X,X,X,X,X
ILZOTJS,O,O,X,O,O,X,X,X,O
ILZOTSJ,O,O,X,O,X,O,O,O,O
ILZOJTS,O,O,X,O,O,X,X,X,O
ILZOJST,X,O,X,O,X,X,X,X,X
ILZOSTJ,X,O,X,O,X,O,O,O,X
ILZOSJT,X,O,X,O,X,X,X,X,X
ILOTJSZ,O,O,O,O,O,X,O,X,O
ILOTJZS,O,O,O,O,O,X,X,X,O
ILOTSJZ,O,O,O,O,X,X,O,X,O
ILOTSZJ,O,O,X,O,X,O,O,O,O
ILOTZJS,O,O,X,O,O,X,X,X,O
ILOTZSJ,O,O,X,O,X,O,O,O,O
ILOJTSZ,O,O,O,O,O,X,O,X,O
ILOJTZS,O,O,O,O,O,X,X,X,O
ILOJSTZ,O,X,O,X,X,X,O,X,O
ILOJSZT,O,X,X,X,X,X,X,X,X
ILOJZTS,O,O,X,O,O,X,X,X,O
ILOJZST,O,O,X,O,X,X,X,X,X
ILOSTJZ,O,O,O,O,X,X,O,X,O
ILOSTZJ,O,O,X,O,X,O,O,O,O
ILOSJTZ,O,X,O,X,X,X,O,X,O
ILOSJZT,O,X,X,X,X,X,X,X,X
ILOSZTJ,X,O,X,O,X,O,O,O,X
ILOSZJT,X,O,X,O,X,X,X,X,X
ILOZTJS,O,O,X,O,O,X,X,X,O
ILOZTSJ,O,O,X,O,X,O,O,O,O
ILOZJTS,O,O,X,O,O,X,X,X,O
ILOZJST,X,O,X,O,X,X,X,X,X
ILOZSTJ,X,O,X,O,X,O,O,O,X
ILOZSJT,X,O,X,O,X,X,X,X,X
IJTLSZO,O,O,O,O,X,X,O,X,O
IJTLSOZ,O,O,O,O,O,X,O,X,O
IJTLZSO,O,O,X,O,O,X,X,X,O
IJTLZOS,O,O,O,O,O,X,X,X,O
IJTLOSZ,O,O,O,O,O,X,O,X,O
IJTLOZS,O,O,O,O,O,X,X,X,O
IJTSLZO,O,O,O,X,X,X,O,X,X
IJTSLOZ,O,O,O,X,O,X,O,X,X
IJTSZLO,O,O,O,X,O,O,O,O,X
IJTSZOL,O,O,O,X,O,O,O,O,X
IJTSOLZ,O,O,O,X,O,X,O,X,X
IJTSOZL,O,O,O,X,O,O,O,O,X
IJTZLSO,O,O,X,O,O,X,X,X,X
IJTZLOS,O,O,O,O,O,X,X,X,X
IJTZSLO,O,O,O,O,O,O,X,O,X
IJTZSOL,O,O,O,O,O,O,X,O,X
IJTZOLS,O,O,O,O,O,X,X,X,X
IJTZOSL,O,O,O,O,O,O,X,O,X
IJTOLSZ,O,O,O,O,O,X,O,X,O
IJTOLZS,O,O,O,O,O,X,X,X,O
IJTOSLZ,O,O,O,X,O,X,O,X,X
IJTOSZL,O,O,O,X,O,O,O,O,X
IJTOZLS,O,O,O,O,O,X,X,X,X
IJTOZSL,O,O,O,O,O,O,X,O,X
IJLTSZO,O,O,O,O,X,X,O,X,O
IJLTSOZ,O,O,O,O,O,X,O,X,O
IJLTZSO,O,O,X,O,O,X,X,X,O
IJLTZOS,O,O,O,O,O,X,X,X,O
IJLTOSZ,O,O,O,O,O,X,O,X,O
IJLTOZS,O,O,O,O,O,X,X,X,O
IJLSTZO,O,O,O,X,X,X,O,X,O
IJLSTOZ,O,O,O,X,X,X,O,X,O
IJLSZTO,O,O,X,X,X,X,X,X,O
IJLSZOT,O,O,X,X,X,X,X,X,X
IJLSOTZ,O,X,O,X,X,X,O,X,O
IJLSOZT,O,X,X,X,X,X,X,X,X
IJLZTSO,O,O,X,O,O,X,X,X,O
IJLZTOS,O,O,X,O,O,X,X,X,O
IJLZSTO,O,O,X,O,X,X,X,X,O
IJLZSOT,O,O,X,O,X,X,X,X,X
IJLZOTS,O,O,X,O,O,X,X,X,O
IJLZOST,O,O,X,O,X,X,X,X,X
IJLOTSZ,O,O,O,O,O,X,O,X,O
IJLOTZS,O,O,O,O,O,X,X,X,O
IJLOSTZ,O,X,O,X,X,X,O,X,O
IJLOSZT,O,X,X,X,X,X,X,X,X
IJLOZTS,O,O,X,O,O,X,X,X,O
IJLOZST,O,O,X,O,X,X,X,X,X
IJSTLZO,O,X,O,X,X,X,O,X,X
IJSTLOZ,O,X,O,X,O,X,O,X,X
IJSTZLO,O,O,O,X,O,O,O,O,X
IJSTZOL,O,O,O,X,O,O,O,O,X
IJSTOLZ,O,X,O,X,O,X,O,X,X
