sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
JSLTIZO,O,X,O,X,X,X,O,X,X
JSLTIOZ,O,X,O,X,X,X,O,X,X
JSLTZIO,O,X,O,X,X,X,O,X,X
JSLTZOI,O,X,O,X,X,X,O,X,X
JSLTOIZ,O,X,O,X,X,X,O,X,X
JSLTOZI,O,X,O,X,X,X,O,X,X
JSLITZO,O,X,O,X,X,X,O,X,X
JSLITOZ,O,X,O,X,X,X,O,X,X
JSLIZTO,O,X,X,X,X,X,X,X,X
JSLIZOT,O,X,X,X,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,X,O,X,X
JSLIOZT,O,X,X,X,X,X,X,X,X
JSLZTIO,O,X,X,X,X,X,X,X,X
JSLZTOI,O,X,X,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,X,O,X,X
JSLOTZI,O,X,O,X,X,X,O,X,X
JSLOITZ,O,X,O,X,X,X,O,X,X
JSLOIZT,O,X,X,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X
JSLOZIT,O,X,X,X,X,X,X,X,X
JSZTILO,O,O,O,X,O,O,X,O,X
JSZTIOL,O,O,O,X,O,O,X,O,X
JSZTLIO,O,O,O,X,O,O,X,O,X
JSZTLOI,O,O,O,X,O,O,X,O,X
JSZTOIL,O,O,O,X,O,O,X,O,X
JSZTOLI,O,O,O,X,O,O,X,O,X
JSZITLO,O,O,O,X,O,O,X,O,X
JSZITOL,O,O,O,X,O,O,X,O,X
JSZILTO,O,X,X,X,X,X,X,O,X
JSZILOT,O,X,X,X,X,X,X,X,X
JSZIOTL,O,O,O,X,O,O,X,O,X
JSZIOLT,O,X,X,X,X,X,X,X,X
JSZLTIO,O,X,X,X,X,X,X,O,X
JSZLTOI,O,X,X,X,X,X,X,O,X
JSZLITO,O,X,X,X,X,X,X,O,X
JSZLIOT,O,X,X,X,X,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,X
JSZOTIL,O,O,O,X,O,O,X,O,X
JSZOTLI,O,O,O,X,O,O,X,O,X
JSZOITL,O,O,O,X,O,O,X,O,X
JSZOILT,O,X,X,X,X,X,X,X,X
JSZOLTI,O,X,X,X,X,X,X,X,X
JSZOLIT,O,X,X,X,X,X,X,X,X
JSOTILZ,O,X,O,X,O,X,O,X,X
JSOTIZL,O,O,O,X,O,O,O,O,X
JSOTLIZ,O,X,O,X,O,X,O,X,X
JSOTLZI,O,X,O,X,X,X,O,X,X
JSOTZIL,O,O,O,X,O,O,O,O,X
JSOTZLI,O,O,O,X,O,O,O,O,X
JSOITLZ,O,X,O,X,O,X,O,X,X
JSOITZL,O,O,O,X,O,O,O,O,X
JSOILTZ,O,X,O,X,X,X,O,X,X
JSOILZT,O,X,X,X,X,X,X,X,X
JSOIZTL,O,O,O,X,O,O,X,O,X
JSOIZLT,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,X,O,X,X
JSOLTZI,O,X,O,X,X,X,O,X,X
JSOLITZ,O,X,O,X,X,X,O,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X
JSOLZIT,O,X,X,X,X,X,X,X,X
JSOZTIL,O,O,O,X,O,O,X,O,X
JSOZTLI,O,O,O,X,O,O,X,O,X
JSOZITL,O,O,O,X,O,O,X,O,X
JSOZILT,O,X,X,X,X,X,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X,X
JSOZLIT,O,X,X,X,X,X,X,X,X
JZTILSO,O,O,X,O,O,X,X,X,X
JZTILOS,O,O,O,O,O,X,X,X,X
JZTISLO,O,O,O,O,O,O,X,O,X
JZTISOL,O,O,O,O,O,O,X,O,X
JZTIOLS,O,O,O,O,O,X,X,X,X
JZTIOSL,O,O,O,O,O,O,X,O,X
JZTLISO,O,O,X,O,O,X,X,X,X
JZTLIOS,O,O,O,O,O,X,X,X,X
JZTLSIO,O,O,X,O,O,X,X,X,X
JZTLSOI,O,O,X,O,O,X,X,X,X
JZTLOIS,O,O,O,O,O,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X
JZTSILO,O,O,O,O,O,O,X,O,X
JZTSIOL,O,O,O,O,O,O,X,O,X
JZTSLIO,O,O,O,O,O,O,X,O,X
JZTSLOI,O,O,O,O,O,O,X,O,X
JZTSOIL,O,O,O,O,O,O,X,O,X
JZTSOLI,O,O,O,O,O,O,X,O,X
JZTOILS,O,O,O,O,O,X,X,X,X
JZTOISL,O,O,O,O,O,O,X,O,X
JZTOLIS,O,O,O,O,O,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X
JZTOSIL,O,O,O,O,O,O,X,O,X
JZTOSLI,O,O,O,O,O,O,X,O,X
JZITLSO,O,O,X,O,O,X,X,X,X
JZITLOS,O,O,O,O,O,X,X,X,X
JZITSLO,O,O,O,O,O,O,X,O,X
JZITSOL,O,O,O,O,O,O,X,O,X
JZITOLS,O,O,O,O,O,X,X,X,X
JZITOSL,O,O,O,O,O,O,X,O,X
JZILTSO,O,X,X,O,O,X,X,X,X
JZILTOS,O,X,X,O,O,X,X,X,X
JZILSTO,O,X,X,O,X,X,X,O,X
JZILSOT,O,X,X,O,X,X,X,X,X
JZILOTS,O,X,X,O,O,X,X,X,X
JZILOST,O,X,X,O,X,X,X,X,X
JZISTLO,O,O,O,O,O,O,X,O,X
JZISTOL,O,O,O,O,O,O,X,O,X
JZISLTO,O,X,X,O,X,X,X,O,X
JZISLOT,O,X,X,O,X,X,X,X,X
JZISOTL,O,O,O,O,O,O,X,O,X
JZISOLT,O,X,X,O,X,X,X,X,X
JZIOTLS,O,O,O,O,O,X,X,X,X
JZIOTSL,O,O,O,O,O,O,X,O,X
JZIOLTS,O,X,X,O,O,X,X,X,X
JZIOLST,O,X,X,O,X,X,X,X,X
JZIOSTL,O,O,O,O,O,O,X,O,X
JZIOSLT,O,X,X,O,X,X,X,X,X
JZLTISO,O,X,X,O,O,X,X,X,X
JZLTIOS,O,X,X,O,O,X,X,X,X
JZLTSIO,O,X,X,O,O,X,X,X,X
JZLTSOI,O,X,X,O,O,X,X,X,X
JZLTOIS,O,X,X,O,O,X,X,X,X
JZLTOSI,O,X,X,O,O,X,X,X,X
JZLITSO,O,X,X,O,O,X,X,X,X
JZLITOS,O,X,X,O,O,X,X,X,X
JZLISTO,O,X,X,O,X,X,X,O,X
JZLISOT,O,X,X,O,X,X,X,X,X
JZLIOTS,O,X,X,O,O,X,X,X,X
JZLIOST,O,X,X,O,X,X,X,X,X
JZLSTIO,O,X,X,O,X,X,X,O,X
JZLSTOI,O,X,X,O,X,X,X,O,X
JZLSITO,O,X,X,O,X,X,X,O,X
JZLSIOT,O,X,X,O,X,X,X,X,X
JZLSOTI,O,X,X,O,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X
JZLOTIS,O,X,X,O,O,X,X,X,X
JZLOTSI,O,X,X,O,O,X,X,X,X
JZLOITS,O,X,X,O,O,X,X,X,X
JZLOIST,O,X,X,O,X,X,X,X,X
JZLOSTI,O,X,X,O,X,X,X,X,X
JZLOSIT,O,X,X,O,X,X,X,X,X
JZSTILO,O,O,O,O,O,O,X,O,X
JZSTIOL,O,O,O,O,O,O,X,O,X
JZSTLIO,O,O,O,O,O,O,X,O,X
JZSTLOI,O,O,O,O,O,O,X,O,X
JZSTOIL,O,O,O,O,O,O,X,O,X
JZSTOLI,O,O,O,O,O,O,X,O,X
JZSITLO,O,O,O,O,O,O,X,O,X
JZSITOL,O,O,O,O,O,O,X,O,X
JZSILTO,O,X,X,O,X,X,X,O,X
JZSILOT,O,X,X,O,X,X,X,X,X
JZSIOTL,O,O,O,O,O,O,X,O,X
JZSIOLT,O,X,X,O,X,X,X,X,X
JZSLTIO,O,X,X,O,X,X,X,O,X
JZSLTOI,O,X,X,O,X,X,X,O,X
JZSLITO,O,X,X,O,X,X,X,O,X
JZSLIOT,O,X,X,O,X,X,X,X,X
JZSLOTI,O,X,X,O,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X
JZSOTIL,O,O,O,O,O,O,X,O,X
JZSOTLI,O,O,O,O,O,O,X,O,X
JZSOITL,O,O,O,O,O,O,X,O,X
JZSOILT,O,X,X,O,X,X,X,X,X
JZSOLTI,O,X,X,O,X,X,X,X,X
JZSOLIT,O,X,X,O,X,X,X,X,X
JZOTILS,O,O,O,O,O,X,X,X,X
JZOTISL,O,O,O,O,O,O,X,O,X
JZOTLIS,O,O,O,O,O,X,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X,X
JZOTSIL,O,O,O,O,O,O,X,O,X
JZOTSLI,O,O,O,O,O,O,X,O,X
JZOITLS,O,O,O,O,O,X,X,X,X
JZOITSL,O,O,O,O,O,O,X,O,X
JZOILTS,O,X,X,O,O,X,X,X,X
JZOILST,O,X,X,O,X,X,X,X,X
JZOISTL,O,O,O,O,O,O,X,O,X
JZOISLT,O,X,X,O,X,X,X,X,X
JZOLTIS,O,X,X,O,O,X,X,X,X
JZOLTSI,O,X,X,O,O,X,X,X,X
JZOLITS,O,X,X,O,O,X,X,X,X
JZOLIST,O,X,X,O,X,X,X,X,X
JZOLSTI,O,X,X,O,X,X,X,X,X
JZOLSIT,O,X,X,O,X,X,X,X,X
JZOSTIL,O,O,O,O,O,O,X,O,X
JZOSTLI,O,O,O,O,O,O,X,O,X
JZOSITL,O,O,O,O,O,O,X,O,X
JZOSILT,O,X,X,O,X,X,X,X,X
JZOSLTI,O,X,X,O,X,X,X,X,X
JZOSLIT,O,X,X,O,X,X,X,X,X
JOTILSZ,O,O,O,O,O,X,O,X,O
JOTILZS,O,O,O,O,O,X,X,X,O
JOTISLZ,O,O,O,X,O,X,O,X,X
JOTISZL,O,O,O,X,O,O,O,O,X
JOTIZLS,O,O,O,O,O,X,X,X,X
JOTIZSL,O,O,O,O,O,O,X,O,X
JOTLISZ,O,O,O,O,O,X,O,X,O
JOTLIZS,O,O,O,O,O,X,X,X,O
JOTLSIZ,O,O,O,O,O,X,O,X,O
JOTLSZI,O,O,O,O,X,X,O,X,O
JOTLZIS,O,O,O,O,O,X,X,X,O
JOTLZSI,O,O,X,O,O,X,X,X,O
JOTSILZ,O,O,O,X,O,X,O,X,X
JOTSIZL,O,O,O,X,O,O,O,O,X
JOTSLIZ,O,O,O,X,O,X,O,X,X
JOTSLZI,O,O,O,X,X,X,O,X,X
JOTSZIL,O,O,O,X,O,O,O,O,X
JOTSZLI,O,O,O,X,O,O,O,O,X
JOTZILS,O,O,O,O,O,X,X,X,X
JOTZISL,O,O,O,O,O,O,X,O,X
JOTZLIS,O,O,O,O,O,X,X,X,X
JOTZLSI,O,O,X,O,O,X,X,X,X
JOTZSIL,O,O,O,O,O,O,X,O,X
JOTZSLI,O,O,O,O,O,O,X,O,X
JOITLSZ,O,O,O,O,O,X,O,X,O
JOITLZS,O,O,O,O,O,X,X,X,O
JOITSLZ,O,O,O,X,O,X,O,X,X
JOITSZL,O,O,O,X,O,O,O,O,X
JOITZLS,O,O,O,O,O,X,X,X,X
JOITZSL,O,O,O,O,O,O,X,O,X
JOILTSZ,O,O,O,O,O,X,O,X,O
JOILTZS,O,O,O,O,O,X,X,X,O
JOILSTZ,O,X,O,X,X,X,O,X,O
JOILSZT,O,X,X,X,X,X,X,X,X
JOILZTS,O,O,X,O,O,X,X,X,O
JOILZST,O,O,X,O,X,X,X,X,X
JOISTLZ,O,X,O,X,O,X,O,X,X
JOISTZL,O,O,O,X,O,O,O,O,X
JOISLTZ,O,X,O,X,X,X,O,X,X
JOISLZT,O,X,X,X,X,X,X,X,X
JOISZTL,O,O,O,X,O,O,X,O,X
JOISZLT,O,X,X,X,X,X,X,X,X
JOIZTLS,O,O,O,O,O,X,X,X,X
JOIZTSL,O,O,O,O,O,O,X,O,X
JOIZLTS,O,X,X,O,O,X,X,X,X
JOIZLST,O,X,X,O,X,X,X,X,X
JOIZSTL,O,O,O,O,O,O,X,O,X
JOIZSLT,O,X,X,O,X,X,X,X,X
JOLTISZ,O,O,O,O,O,X,O,X,O
JOLTIZS,O,O,O,O,O,X,X,X,O
JOLTSIZ,O,O,O,O,O,X,O,X,O
JOLTSZI,O,O,O,O,X,X,O,X,O
JOLTZIS,O,O,O,O,O,X,X,X,O
JOLTZSI,O,O,X,O,O,X,X,X,O
JOLITSZ,O,O,O,O,O,X,O,X,O
JOLITZS,O,O,O,O,O,X,X,X,O
JOLISTZ,O,X,O,X,X,X,O,X,O
JOLISZT,O,X,X,X,X,X,X,X,X
JOLIZTS,O,O,X,O,O,X,X,X,O
JOLIZST,O,O,X,O,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,O,X,O
JOLSTZI,O,X,O,X,X,X,O,X,O
JOLSITZ,O,X,O,X,X,X,O,X,O
JOLSIZT,O,X,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X
JOLZTIS,O,O,X,O,O,X,X,X,O
JOLZTSI,O,O,X,O,O,X,X,X,O
JOLZITS,O,O,X,O,O,X,X,X,O
JOLZIST,O,O,X,O,X,X,X,X,X
JOLZSTI,O,O,X,O,X,X,X,X,X
JOLZSIT,O,O,X,O,X,X,X,X,X
JOSTILZ,O,X,O,X,O,X,O,X,X
JOSTIZL,O,O,O,X,O,O,O,O,X
JOSTLIZ,O,X,O,X,O,X,O,X,X
JOSTLZI,O,X,O,X,X,X,O,X,X
JOSTZIL,O,O,O,X,O,O,O,O,X
JOSTZLI,O,O,O,X,O,O,O,O,X
JOSITLZ,O,X,O,X,O,X,O,X,X
JOSITZL,O,O,O,X,O,O,O,O,X
JOSILTZ,O,X,O,X,X,X,O,X,X
JOSILZT,O,X,X,X,X,X,X,X,X
JOSIZTL,O,O,O,X,O,O,X,O,X
JOSIZLT,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,O,X,X
JOSLTZI,O,X,O,X,X,X,O,X,X
JOSLITZ,O,X,O,X,X,X,O,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,X
JOSLZIT,O,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,O,O,X,O,X
JOSZTLI,O,O,O,X,O,O,X,O,X
JOSZITL,O,O,O,X,O,O,X,O,X
JOSZILT,O,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,X,X,X,X,X,X
JOSZLIT,O,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,O,X,X,X,X
JOZTISL,O,O,O,O,O,O,X,O,X
JOZTLIS,O,O,O,O,O,X,X,X,X
JOZTLSI,O,O,X,O,O,X,X,X,X
JOZTSIL,O,O,O,O,O,O,X,O,X
JOZTSLI,O,O,O,O,O,O,X,O,X
JOZITLS,O,O,O,O,O,X,X,X,X
JOZITSL,O,O,O,O,O,O,X,O,X
JOZILTS,O,X,X,O,O,X,X,X,X
JOZILST,O,X,X,O,X,X,X,X,X
JOZISTL,O,O,O,O,O,O,X,O,X
JOZISLT,O,X,X,O,X,X,X,X,X
JOZLTIS,O,X,X,O,O,X,X,X,X
JOZLTSI,O,X,X,O,O,X,X,X,X
JOZLITS,O,X,X,O,O,X,X,X,X
JOZLIST,O,X,X,O,X,X,X,X,X
JOZLSTI,O,X,X,O,X,X,X,X,X
JOZLSIT,O,X,X,O,X,X,X,X,X
JOZSTIL,O,O,O,O,O,O,X,O,X
JOZSTLI,O,O,O,O,O,O,X,O,X
JOZSITL,O,O,O,O,O,O,X,O,X
JOZSILT,O,X,X,O,X,X,X,X,X
JOZSLTI,O,X,X,O,X,X,X,X,X
JOZSLIT,O,X,X,O,X,X,X,X,X
STILJZO,O,O,O,O,X,X,O,X,O
STILJOZ,O,O,O,O,X,X,O,X,O
STILZJO,O,O,O,O,X,O,O,O,X
STILZOJ,O,O,X,O,X,O,O,O,O
STILOJZ,O,O,O,O,X,X,O,X,O
STILOZJ,O,O,X,O,X,O,O,O,O
STIJLZO,O,O,O,X,X,X,O,X,X
STIJLOZ,O,O,O,X,O,X,O,X,X
STIJZLO,O,O,O,X,O,O,O,O,X
STIJZOL,O,O,O,X,O,O,O,O,X
STIJOLZ,O,O,O,X,O,X,O,X,X
STIJOZL,O,O,O,X,O,O,O,O,X
STIZLJO,O,O,O,O,O,O,O,O,X
STIZLOJ,O,O,X,O,X,O,O,O,X
STIZJLO,O,O,O,O,O,O,O,O,X
STIZJOL,O,O,O,O,O,O,O,O,X
STIZOLJ,O,O,X,O,X,O,O,O,X
STIZOJL,O,O,O,O,O,O,O,O,X
STIOLJZ,O,O,O,O,X,X,O,X,O
STIOLZJ,O,O,X,O,X,O,O,O,O
STIOJLZ,O,O,O,X,O,X,O,X,X
STIOJZL,O,O,O,X,O,O,O,O,X
STIOZLJ,O,O,X,O,X,O,O,O,X
STIOZJL,O,O,O,O,O,O,O,O,X
STLIJZO,O,O,O,O,X,X,O,X,O
STLIJOZ,O,O,O,O,X,X,O,X,O
STLIZJO,O,O,O,O,X,O,O,O,X
STLIZOJ,O,O,X,O,X,O,O,O,O
STLIOJZ,O,O,O,O,X,X,O,X,O
STLIOZJ,O,O,X,O,X,O,O,O,O
STLJIZO,O,O,O,O,X,X,O,X,O
STLJIOZ,O,O,O,O,X,X,O,X,O
STLJZIO,O,O,O,O,X,X,O,X,O
STLJZOI,O,O,O,O,X,X,O,X,O
STLJOIZ,O,O,O,O,X,X,O,X,O
STLJOZI,O,O,O,O,X,X,O,X,O
STLZIJO,O,O,O,O,X,O,O,O,X
STLZIOJ,O,O,X,O,X,O,O,O,O
STLZJIO,O,O,O,O,X,O,O,O,X
STLZJOI,O,O,O,O,X,O,O,O,X
STLZOIJ,O,O,X,O,X,O,O,O,O
STLZOJI,O,O,X,O,X,O,O,O,X
STLOIJZ,O,O,O,O,X,X,O,X,O
STLOIZJ,O,O,X,O,X,O,O,O,O
STLOJIZ,O,O,O,O,X,X,O,X,O
STLOJZI,O,O,O,O,X,X,O,X,O
STLOZIJ,O,O,X,O,X,O,O,O,O
STLOZJI,O,O,X,O,X,O,O,O,X
STJILZO,O,O,O,X,X,X,O,X,X
STJILOZ,O,O,O,X,O,X,O,X,X
STJIZLO,O,O,O,X,O,O,O,O,X
STJIZOL,O,O,O,X,O,O,O,O,X
STJIOLZ,O,O,O,X,O,X,O,X,X
STJIOZL,O,O,O,X,O,O,O,O,X
STJLIZO,O,O,O,X,X,X,O,X,X
STJLIOZ,O,O,O,X,O,X,O,X,X
STJLZIO,O,O,O,X,X,X,O,X,X
STJLZOI,O,O,O,X,X,X,O,X,X
STJLOIZ,O,O,O,X,O,X,O,X,X
STJLOZI,O,O,O,X,X,X,O,X,X
STJZILO,O,O,O,X,O,O,O,O,X
STJZIOL,O,O,O,X,O,O,O,O,X
STJZLIO,O,O,O,X,O,O,O,O,X
STJZLOI,O,O,O,X,O,O,O,O,X
STJZOIL,O,O,O,X,O,O,O,O,X
STJZOLI,O,O,O,X,O,O,O,O,X
STJOILZ,O,O,O,X,O,X,O,X,X
STJOIZL,O,O,O,X,O,O,O,O,X
STJOLIZ,O,O,O,X,O,X,O,X,X
STJOLZI,O,O,O,X,X,X,O,X,X
STJOZIL,O,O,O,X,O,O,O,O,X
STJOZLI,O,O,O,X,O,O,O,O,X
STZILJO,O,O,O,O,O,O,O,O,X
STZILOJ,O,O,X,O,X,O,O,O,X
STZIJLO,O,O,O,O,O,O,O,O,X
STZIJOL,O,O,O,O,O,O,O,O,X
STZIOLJ,O,O,X,O,X,O,O,O,X
STZIOJL,O,O,O,O,O,O,O,O,X
STZLIJO,O,O,O,O,O,O,O,O,X
STZLIOJ,O,O,X,O,X,O,O,O,X
STZLJIO,O,O,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,O,O,X
STZLOIJ,O,O,X,O,X,O,O,O,X
STZLOJI,O,O,X,O,X,O,O,O,X
STZJILO,O,O,O,O,O,O,O,O,X
STZJIOL,O,O,O,O,O,O,O,O,X
STZJLIO,O,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,O,X
STZJOIL,O,O,O,O,O,O,O,O,X
STZJOLI,O,O,O,O,O,O,O,O,X
STZOILJ,O,O,X,O,X,O,O,O,X
STZOIJL,O,O,O,O,O,O,O,O,X
STZOLIJ,O,O,X,O,X,O,O,O,X
STZOLJI,O,O,X,O,X,O,O,O,X
STZOJIL,O,O,O,O,O,O,O,O,X
STZOJLI,O,O,O,O,O,O,O,O,X
STOILJZ,O,O,O,O,X,X,O,X,O
STOILZJ,O,O,X,O,X,O,O,O,O
STOIJLZ,O,O,O,X,O,X,O,X,X
STOIJZL,O,O,O,X,O,O,O,O,X
STOIZLJ,O,O,X,O,X,O,O,O,X
STOIZJL,O,O,O,O,O,O,O,O,X
STOLIJZ,O,O,O,O,X,X,O,X,O
STOLIZJ,O,O,X,O,X,O,O,O,O
STOLJIZ,O,O,O,O,X,X,O,X,O
STOLJZI,O,O,O,O,X,X,O,X,O
STOLZIJ,O,O,X,O,X,O,O,O,O
STOLZJI,O,O,X,O,X,O,O,O,X
STOJILZ,O,O,O,X,O,X,O,X,X
STOJIZL,O,O,O,X,O,O,O,O,X
STOJLIZ,O,O,O,X,O,X,O,X,X
STOJLZI,O,O,O,X,X,X,O,X,X
STOJZIL,O,O,O,X,O,O,O,O,X
STOJZLI,O,O,O,X,O,O,O,O,X
STOZILJ,O,O,X,O,X,O,O,O,X
STOZIJL,O,O,O,O,O,O,O,O,X
STOZLIJ,O,O,X,O,X,O,O,O,X
STOZLJI,O,O,X,O,X,O,O,O,X
STOZJIL,O,O,O,O,O,O,O,O,X
STOZJLI,O,O,O,O,O,O,O,O,X
SITLJZO,O,O,O,O,X,X,O,X,O
SITLJOZ,O,O,O,O,X,X,O,X,O
SITLZJO,O,O,O,O,X,O,O,O,X
SITLZOJ,O,O,X,O,X,O,O,O,O
SITLOJZ,O,O,O,O,X,X,O,X,O
SITLOZJ,O,O,X,O,X,O,O,O,O
SITJLZO,O,O,O,X,X,X,O,X,X
SITJLOZ,O,O,O,X,O,X,O,X,X
SITJZLO,O,O,O,X,O,O,O,O,X
SITJZOL,O,O,O,X,O,O,O,O,X
SITJOLZ,O,O,O,X,O,X,O,X,X
SITJOZL,O,O,O,X,O,O,O,O,X
SITZLJO,O,O,O,O,O,O,O,O,X
SITZLOJ,O,O,X,O,X,O,O,O,X
SITZJLO,O,O,O,O,O,O,O,O,X
SITZJOL,O,O,O,O,O,O,O,O,X
SITZOLJ,O,O,X,O,X,O,O,O,X
SITZOJL,O,O,O,O,O,O,O,O,X
SITOLJZ,O,O,O,O,X,X,O,X,O
SITOLZJ,O,O,X,O,X,O,O,O,O
SITOJLZ,O,O,O,X,O,X,O,X,X
SITOJZL,O,O,O,X,O,O,O,O,X
SITOZLJ,O,O,X,O,X,O,O,O,X
SITOZJL,O,O,O,O,O,O,O,O,X
SILTJZO,O,O,O,O,X,X,O,X,O
SILTJOZ,O,O,O,O,X,X,O,X,O
SILTZJO,O,O,O,O,X,O,O,O,X
SILTZOJ,O,O,X,O,X,O,O,O,O
SILTOJZ,O,O,O,O,X,X,O,X,O
SILTOZJ,O,O,X,O,X,O,O,O,O
SILJTZO,O,O,O,X,X,X,O,X,O
SILJTOZ,O,O,O,X,X,X,O,X,O
SILJZTO,O,O,X,X,X,X,X,X,O
SILJZOT,O,O,X,X,X,X,X,X,X
SILJOTZ,O,X,O,X,X,X,O,X,O
SILJOZT,O,X,X,X,X,X,X,X,X
SILZTJO,X,O,X,O,X,O,O,O,X
SILZTOJ,X,O,X,O,X,O,O,O,X
SILZJTO,X,O,X,O,X,X,X,O,X
SILZJOT,X,O,X,O,X,X,X,X,X
SILZOTJ,X,O,X,O,X,O,O,O,X
SILZOJT,X,O,X,O,X,X,X,X,X
SILOTJZ,O,O,O,O,X,X,O,X,O
SILOTZJ,O,O,X,O,X,O,O,O,O
SILOJTZ,O,X,O,X,X,X,O,X,O
SILOJZT,O,X,X,X,X,X,X,X,X
SILOZTJ,X,O,X,O,X,O,O,O,X
SILOZJT,X,O,X,O,X,X,X,X,X
SIJTLZO,O,X,O,X,X,X,O,X,X
SIJTLOZ,O,X,O,X,O,X,O,X,X
SIJTZLO,O,O,O,X,O,O,O,O,X
SIJTZOL,O,O,O,X,O,O,O,O,X
SIJTOLZ,O,X,O,X,O,X,O,X,X
SIJTOZL,O,O,O,X,O,O,O,O,X
SIJLTZO,O,X,O,X,X,X,O,X,X
SIJLTOZ,O,X,O,X,X,X,O,X,X
SIJLZTO,O,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,O,X,X,X,O,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,X,O,O,X,O,X
SIJZTOL,O,O,O,X,O,O,X,O,X
SIJZLTO,O,X,X,X,X,X,X,O,X
SIJZLOT,O,X,X,X,X,X,X,X,X
SIJZOTL,O,O,O,X,O,O,X,O,X
SIJZOLT,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,O,X,O,X,X
SIJOTZL,O,O,O,X,O,O,O,O,X
SIJOLTZ,O,X,O,X,X,X,O,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X
SIJOZTL,O,O,O,X,O,O,X,O,X
SIJOZLT,O,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,O,O,O,O,O,X
SIZTLOJ,X,O,X,O,X,O,O,O,X
SIZTJLO,X,O,O,O,O,O,O,O,X
SIZTJOL,X,O,O,O,O,O,O,O,X
SIZTOLJ,X,O,X,O,X,O,O,O,X
SIZTOJL,X,O,O,O,O,O,O,O,X
SIZLTJO,X,O,X,O,X,O,O,O,X
SIZLTOJ,X,O,X,O,X,O,O,O,X
SIZLJTO,X,X,X,O,X,X,X,O,X
SIZLJOT,X,X,X,O,X,X,X,X,X
SIZLOTJ,X,O,X,O,X,O,O,O,X
SIZLOJT,X,X,X,O,X,X,X,X,X
SIZJTLO,O,O,O,O,O,O,X,O,X
SIZJTOL,O,O,O,O,O,O,X,O,X
SIZJLTO,O,X,X,O,X,X,X,O,X
SIZJLOT,O,X,X,O,X,X,X,X,X
SIZJOTL,O,O,O,O,O,O,X,O,X
SIZJOLT,O,X,X,O,X,X,X,X,X
SIZOTLJ,X,O,X,O,X,O,O,O,X
SIZOTJL,X,O,O,O,O,O,O,O,X
SIZOLTJ,X,O,X,O,X,O,O,O,X
SIZOLJT,X,X,X,O,X,X,X,X,X
SIZOJTL,O,O,O,O,O,O,X,O,X
