sequence,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBmhBziB5?oBqrBlsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gB6mBTiBe?oB5oBVxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBlhBaoB5?oBTnBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFUiBGjBFlB6?rB/tBTsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhFlgBiiB5oB0?mBznBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFTiBFlB0mB6?tBXoBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeWFJvhF1mB5oBznBi?lB8rB3sB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBaoB5oBz?mB+sBlrB
JTLSZIO,O,O,O,O,X,X,X,O
JTLSZOI,O,O,O,O,X,X,X,O
JTLSOIZ,O,O,O,O,X,X,X,O
JTLSOZI,O,O,O,O,X,X,X,O
JTLZISO,O,O,O,O,X,X,X,X
JTLZIOS,O,O,X,X,X,O,X,X
JTLZSIO,O,O,O,O,X,X,X,X
JTLZSOI,O,O,O,O,X,X,X,X
JTLZOIS,O,O,X,X,X,O,X,X
JTLZOSI,O,O,X,X,X,O,X,X
JTLOISZ,O,O,O,O,X,X,O,O
JTLOIZS,O,O,O,O,X,X,O,X
JTLOSIZ,O,O,O,O,X,X,X,O
JTLOSZI,O,O,O,O,X,X,X,O
JTLOZIS,O,O,O,O,X,X,X,X
JTLOZSI,O,O,O,O,X,X,X,X
JTSILZO,O,O,O,O,X,X,X,O
JTSILOZ,O,O,O,O,X,X,X,O
JTSIZLO,X,O,O,O,X,X,X,O
JTSIZOL,X,O,O,O,X,X,X,O
JTSIOLZ,O,O,O,O,X,X,O,O
JTSIOZL,X,O,O,O,X,X,O,O
JTSLIZO,O,O,O,O,X,X,X,O
JTSLIOZ,O,O,O,O,X,X,X,O
JTSLZIO,O,O,O,O,X,X,X,O
JTSLZOI,O,O,O,O,X,X,X,O
JTSLOIZ,O,O,O,O,X,X,X,O
JTSLOZI,O,O,O,O,X,X,X,O
JTSZILO,X,O,O,O,X,X,X,O
JTSZIOL,X,O,O,O,X,X,X,O
JTSZLIO,X,O,O,O,X,X,X,O
JTSZLOI,X,O,O,O,X,X,X,O
JTSZOIL,X,O,O,O,X,X,X,O
JTSZOLI,X,O,O,O,X,X,X,O
JTSOILZ,O,O,O,O,X,X,O,O
JTSOIZL,X,O,O,O,X,X,O,O
JTSOLIZ,O,O,O,O,X,X,X,O
JTSOLZI,O,O,O,O,X,X,X,O
JTSOZIL,X,O,O,O,X,X,X,O
JTSOZLI,X,O,O,O,X,X,X,O
JTZILSO,X,O,O,X,X,X,X,X
JTZILOS,X,O,X,X,X,O,X,X
JTZISLO,X,O,O,X,X,X,X,X
JTZISOL,X,O,O,X,X,X,X,X
JTZIOLS,X,O,O,X,X,O,O,X
JTZIOSL,X,O,O,X,X,X,O,X
JTZLISO,X,O,O,X,X,X,X,X
JTZLIOS,X,O,X,X,X,O,X,X
JTZLSIO,X,O,O,X,X,X,X,X
JTZLSOI,X,O,O,X,X,X,X,X
JTZLOIS,X,O,X,X,X,O,X,X
JTZLOSI,X,O,X,X,X,O,X,X
JTZSILO,X,O,O,X,X,X,X,X
JTZSIOL,X,O,O,X,X,X,X,X
JTZSLIO,X,O,O,X,X,X,X,X
JTZSLOI,X,O,O,X,X,X,X,X
JTZSOIL,X,O,O,X,X,X,X,X
JTZSOLI,X,O,O,X,X,X,X,X
JTZOILS,X,O,O,X,X,O,O,X
JTZOISL,X,O,O,X,X,X,O,X
JTZOLIS,X,O,O,X,X,O,X,X
JTZOLSI,X,O,O,X,X,O,X,X
JTZOSIL,X,O,O,X,X,X,X,X
JTZOSLI,X,O,O,X,X,X,X,X
JTOILSZ,O,O,O,X,X,X,O,O
JTOILZS,O,O,O,X,X,X,O,X
JTOISLZ,O,O,O,O,X,X,O,O
JTOISZL,X,O,O,O,X,X,O,O
JTOIZLS,X,O,O,X,X,X,O,X
JTOIZSL,X,O,O,O,X,X,O,X
JTOLISZ,O,O,O,O,X,X,O,O
JTOLIZS,O,O,O,O,X,X,O,X
JTOLSIZ,O,O,O,O,X,X,X,O
JTOLSZI,O,O,O,O,X,X,X,O
JTOLZIS,O,O,O,O,X,X,X,X
JTOLZSI,O,O,O,O,X,X,X,X
JTOSILZ,O,O,O,O,X,X,O,O
JTOSIZL,X,O,O,O,X,X,O,O
JTOSLIZ,O,O,O,O,X,X,X,O
JTOSLZI,O,O,O,O,X,X,X,O
JTOSZIL,X,O,O,O,X,X,X,O
JTOSZLI,X,O,O,O,X,X,X,O
JTOZILS,X,O,O,X,X,X,O,X
JTOZISL,X,O,O,O,X,X,O,X
JTOZLIS,X,O,O,X,X,X,X,X
JTOZLSI,X,O,O,X,X,X,X,X
JTOZSIL,X,O,O,O,X,X,X,X
JTOZSLI,X,O,O,O,X,X,X,X
JITLSZO,O,O,O,X,X,X,X,O
JITLSOZ,O,O,O,X,X,X,X,O
JITLZSO,O,O,O,X,X,X,X,X
JITLZOS,O,O,X,X,X,X,X,X
JITLOSZ,O,O,O,X,X,X,O,O
JITLOZS,O,O,O,X,X,X,O,X
JITSLZO,O,O,O,X,X,X,X,O
JITSLOZ,O,O,O,X,X,X,X,O
JITSZLO,X,O,O,X,X,X,X,O
JITSZOL,X,O,O,X,X,X,X,O
JITSOLZ,O,O,O,X,X,X,O,O
JITSOZL,X,O,O,X,X,X,O,O
JITZLSO,X,O,O,X,X,X,X,X
JITZLOS,X,O,X,X,X,X,X,X
JITZSLO,X,O,O,X,X,X,X,X
JITZSOL,X,O,O,X,X,X,X,X
JITZOLS,X,O,O,X,X,X,O,X
JITZOSL,X,O,O,X,X,X,O,X
JITOLSZ,O,O,O,X,X,X,O,O
JITOLZS,O,O,O,X,X,X,O,X
JITOSLZ,O,O,O,X,X,X,O,O
JITOSZL,X,O,O,X,X,X,O,O
JITOZLS,X,O,O,X,X,X,O,X
JITOZSL,X,O,O,X,X,X,O,X
JILTSZO,O,O,O,X,X,X,X,O
JILTSOZ,O,O,O,X,X,X,X,O
JILTZSO,O,O,O,X,X,X,X,X
JILTZOS,O,O,X,X,X,X,X,X
JILTOSZ,O,O,O,X,X,X,O,O
JILTOZS,O,O,O,X,X,X,O,X
JILSTZO,O,O,O,X,X,X,X,O
JILSTOZ,O,O,O,X,X,X,X,O
JILSZTO,O,O,O,X,X,X,X,O
JILSZOT,O,X,O,X,X,X,X,O
JILSOTZ,O,X,O,X,X,X,X,O
JILSOZT,O,X,O,X,X,X,X,O
JILZTSO,O,X,O,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,X,O
JILZSOT,O,X,O,X,X,X,X,O
JILZOTS,X,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X,O
JILOTSZ,O,X,O,X,X,X,O,O
JILOTZS,O,X,O,X,X,X,O,X
JILOSTZ,O,X,O,X,X,X,X,O
JILOSZT,O,X,O,X,X,X,X,O
JILOZTS,X,X,O,X,X,X,X,X
JILOZST,X,X,O,X,X,X,X,O
JISTLZO,O,O,O,X,X,X,X,O
JISTLOZ,O,O,O,X,X,X,X,O
JISTZLO,X,O,O,X,X,X,X,O
JISTZOL,X,O,O,X,O,X,X,O
JISTOLZ,O,O,O,X,X,X,O,O
JISTOZL,X,O,O,X,O,X,O,O
JISLTZO,O,O,O,X,X,X,X,O
JISLTOZ,O,O,O,X,X,X,X,O
JISLZTO,O,O,O,X,X,X,X,O
JISLZOT,O,X,O,X,X,X,X,O
JISLOTZ,O,X,O,X,X,X,X,O
JISLOZT,O,X,O,X,X,X,X,O
JISZTLO,O,O,O,X,X,X,X,O
JISZTOL,X,O,O,X,O,X,X,O
JISZLTO,O,O,O,X,X,X,X,O
JISZLOT,O,X,O,X,X,X,X,O
JISZOTL,X,O,O,X,O,X,X,O
JISZOLT,O,X,O,X,O,X,X,O
JISOTLZ,X,O,O,X,X,X,O,O
JISOTZL,X,O,O,X,O,X,O,O
JISOLTZ,X,X,O,X,X,X,X,O
JISOLZT,X,X,O,X,X,X,X,O
JISOZTL,X,O,O,X,O,X,X,O
JISOZLT,X,X,O,X,O,X,X,O
JIZTLSO,X,O,O,X,X,X,X,X
JIZTLOS,X,O,X,X,X,X,X,X
JIZTSLO,X,O,O,X,X,X,X,X
JIZTSOL,X,O,O,X,X,X,X,X
JIZTOLS,X,O,O,X,X,X,O,X
JIZTOSL,X,O,O,X,X,X,O,X
JIZLTSO,X,X,O,X,X,X,X,X
JIZLTOS,X,X,X,X,X,X,X,X
JIZLSTO,X,X,O,X,X,X,X,O
JIZLSOT,X,X,O,X,X,X,X,O
JIZLOTS,X,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X,O
JIZSTLO,X,O,O,X,X,X,X,O
JIZSTOL,X,O,O,X,O,X,X,O
JIZSLTO,X,O,O,X,X,X,X,O
JIZSLOT,X,X,O,X,X,X,X,O
JIZSOTL,X,O,O,X,O,X,X,O
JIZSOLT,X,X,O,X,O,X,X,O
JIZOTLS,X,X,O,X,X,X,O,X
JIZOTSL,X,X,O,X,X,X,O,X
JIZOLTS,X,X,O,X,X,X,X,X
JIZOLST,X,X,O,X,O,X,X,O
JIZOSTL,X,X,O,X,O,X,X,O
JIZOSLT,X,X,O,X,O,X,X,O
JIOTLSZ,X,O,O,X,X,X,O,O
JIOTLZS,X,O,O,X,X,X,O,X
JIOTSLZ,X,O,O,X,X,X,O,O
JIOTSZL,X,O,O,X,X,X,O,O
JIOTZLS,X,O,O,X,X,X,O,X
JIOTZSL,X,O,O,X,X,X,O,X
JIOLTSZ,X,X,O,X,X,X,O,O
JIOLTZS,X,X,O,X,X,X,O,X
JIOLSTZ,X,X,O,X,X,X,X,O
JIOLSZT,X,X,O,X,X,X,X,O
JIOLZTS,X,X,O,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,X,O
JIOSTLZ,X,O,O,X,X,X,O,O
JIOSTZL,X,O,O,X,O,X,O,O
JIOSLTZ,X,X,O,X,X,X,X,O
JIOSLZT,X,X,O,X,X,X,X,O
JIOSZTL,X,O,O,X,O,X,X,O
JIOSZLT,X,X,O,X,O,X,X,O
JIOZTLS,X,X,O,X,X,X,O,X
JIOZTSL,X,X,O,X,X,X,O,X
JIOZLTS,X,X,O,X,X,X,X,X
JIOZLST,X,X,O,X,O,X,X,O
JIOZSTL,X,X,O,X,O,X,X,O
JIOZSLT,X,X,O,X,O,X,X,O
JLTISZO,O,O,O,O,X,X,X,O
JLTISOZ,O,O,O,O,X,X,X,O
JLTIZSO,O,O,O,O,X,X,X,X
JLTIZOS,O,O,X,X,X,O,X,X
JLTIOSZ,O,O,O,O,X,X,O,O
JLTIOZS,O,O,O,O,X,X,O,X
JLTSIZO,O,O,O,O,X,X,X,O
JLTSIOZ,O,O,O,O,X,X,X,O
JLTSZIO,O,O,O,O,X,X,X,O
JLTSZOI,O,O,O,O,X,X,X,O
JLTSOIZ,O,O,O,O,X,X,X,O
JLTSOZI,O,O,O,O,X,X,X,O
JLTZISO,O,O,O,O,X,X,X,X
JLTZIOS,O,O,X,X,X,O,X,X
JLTZSIO,O,O,O,O,X,X,X,X
JLTZSOI,O,O,O,O,X,X,X,X
JLTZOIS,O,O,X,X,X,O,X,X
JLTZOSI,O,O,X,X,X,O,X,X
JLTOISZ,O,O,O,O,X,X,O,O
JLTOIZS,O,O,O,O,X,X,O,X
JLTOSIZ,O,O,O,O,X,X,X,O
JLTOSZI,O,O,O,O,X,X,X,O
JLTOZIS,O,O,O,O,X,X,X,X
JLTOZSI,O,O,O,O,X,X,X,X
JLITSZO,O,O,O,X,X,X,X,O
JLITSOZ,O,O,O,X,X,X,X,O
JLITZSO,O,O,O,X,X,X,X,X
JLITZOS,O,O,X,X,X,X,X,X
JLITOSZ,O,O,O,X,X,X,O,O
JLITOZS,O,O,O,X,X,X,O,X
JLISTZO,O,O,O,O,X,X,X,O
JLISTOZ,O,O,O,X,X,X,X,O
JLISZTO,O,O,O,O,X,X,X,O
JLISZOT,O,X,O,O,X,X,X,O
JLISOTZ,O,X,O,O,X,X,X,O
JLISOZT,O,X,O,O,X,X,X,O
JLIZTSO,O,X,O,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X,X
JLIZSTO,O,X,O,O,X,X,X,O
JLIZSOT,O,X,O,O,X,X,X,O
JLIZOTS,X,X,X,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,X,O
JLIOTSZ,O,X,O,X,X,X,O,O
JLIOTZS,O,X,O,X,X,X,O,X
JLIOSTZ,O,X,O,O,X,X,X,O
JLIOSZT,O,X,O,O,X,X,X,O
JLIOZTS,X,X,O,X,X,X,X,X
JLIOZST,X,X,O,O,X,X,X,O
JLSTIZO,O,O,O,O,X,X,X,O
JLSTIOZ,O,O,O,O,X,X,X,O
JLSTZIO,O,O,O,O,X,X,X,O
JLSTZOI,O,O,O,O,X,X,X,O
JLSTOIZ,O,O,O,O,X,X,X,O
JLSTOZI,O,O,O,O,X,X,X,O
JLSITZO,O,O,O,O,X,X,X,O
JLSITOZ,O,O,O,O,X,X,X,O
JLSIZTO,O,O,O,O,X,X,X,O
JLSIZOT,O,X,O,O,X,X,X,O
JLSIOTZ,O,X,O,O,X,X,X,O
JLSIOZT,O,X,O,O,X,X,X,O
JLSZTIO,O,O,O,O,X,X,X,O
JLSZTOI,O,O,O,O,X,X,X,O
JLSZITO,O,O,O,O,X,X,X,O
JLSZIOT,O,X,O,O,X,X,X,O
JLSZOTI,O,X,O,O,X,X,X,O
JLSZOIT,O,X,O,O,X,X,X,O
JLSOTIZ,O,X,O,O,X,X,X,O
JLSOTZI,O,X,O,O,X,X,X,O
JLSOITZ,O,X,O,O,X,X,X,O
JLSOIZT,O,X,O,O,X,X,X,O
JLSOZTI,O,X,O,O,X,X,X,O
JLSOZIT,O,X,O,O,X,X,X,O
JLZTISO,O,X,O,O,X,X,X,X
JLZTIOS,O,X,X,X,X,O,X,X
JLZTSIO,O,X,O,O,X,X,X,X
JLZTSOI,O,X,O,O,X,X,X,X
JLZTOIS,O,X,X,X,X,O,X,X
JLZTOSI,O,X,X,X,X,O,X,X
JLZITSO,O,X,O,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X
JLZISTO,O,X,O,O,X,X,X,O
JLZISOT,O,X,O,O,X,X,X,O
JLZIOTS,X,X,X,X,X,X,X,X
JLZIOST,X,X,X,X,X,X,X,O
JLZSTIO,O,X,O,O,X,X,X,O
JLZSTOI,O,X,O,O,X,X,X,O
JLZSITO,O,X,O,O,X,X,X,O
JLZSIOT,O,X,O,O,X,X,X,O
JLZSOTI,O,X,O,O,X,X,X,O
JLZSOIT,O,X,O,O,X,X,X,O
JLZOTIS,X,X,X,X,X,O,X,X
JLZOTSI,X,X,X,X,X,O,X,X
JLZOITS,X,X,X,X,X,X,X,X
JLZOIST,X,X,X,X,X,X,X,O
JLZOSTI,X,X,X,X,X,X,X,O
JLZOSIT,X,X,X,X,X,X,X,O
JLOTISZ,O,X,O,O,X,X,O,O
JLOTIZS,O,X,O,O,X,X,O,X
JLOTSIZ,O,X,O,O,X,X,X,O
JLOTSZI,O,X,O,O,X,X,X,O
JLOTZIS,O,X,O,O,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X,X
JLOITSZ,O,X,O,X,X,X,O,O
JLOITZS,O,X,O,X,X,X,O,X
JLOISTZ,O,X,O,O,X,X,X,O
JLOISZT,O,X,O,O,X,X,X,O
JLOIZTS,X,X,O,X,X,X,X,X
JLOIZST,X,X,O,O,X,X,X,O
JLOSTIZ,O,X,O,O,X,X,X,O
JLOSTZI,O,X,O,O,X,X,X,O
JLOSITZ,O,X,O,O,X,X,X,O
JLOSIZT,O,X,O,O,X,X,X,O
JLOSZTI,O,X,O,O,X,X,X,O
JLOSZIT,O,X,O,O,X,X,X,O
JLOZTIS,X,X,O,O,X,X,X,X
JLOZTSI,X,X,O,O,X,X,X,X
JLOZITS,X,X,O,X,X,X,X,X
JLOZIST,X,X,O,O,X,X,X,O
JLOZSTI,X,X,O,O,X,X,X,O
JLOZSIT,X,X,O,O,X,X,X,O
JSTILZO,O,O,O,O,X,X,X,O
JSTILOZ,O,O,O,O,X,X,X,O
JSTIZLO,X,O,O,O,X,X,X,O
JSTIZOL,X,O,O,O,O,X,X,O
JSTIOLZ,O,O,O,O,X,X,O,O
JSTIOZL,X,O,O,O,O,X,O,O
JSTLIZO,O,O,O,O,X,X,X,O
JSTLIOZ,O,O,O,O,X,X,X,O
JSTLZIO,O,O,O,O,X,X,X,O
JSTLZOI,O,O,O,O,X,X,X,O
JSTLOIZ,O,O,O,O,X,X,X,O
JSTLOZI,O,O,O,O,X,X,X,O
JSTZILO,X,O,O,O,X,X,X,O
JSTZIOL,X,O,O,O,O,X,X,O
JSTZLIO,X,O,O,O,X,X,X,O
JSTZLOI,X,O,O,O,X,X,X,O
JSTZOIL,X,O,O,O,O,X,X,O
JSTZOLI,X,O,O,O,O,X,X,O
JSTOILZ,O,O,O,O,X,X,O,O
JSTOIZL,X,O,O,O,O,X,O,O
JSTOLIZ,O,O,O,O,X,X,X,O
JSTOLZI,O,O,O,O,X,X,X,O
JSTOZIL,X,O,O,O,O,X,X,O
JSTOZLI,X,O,O,O,O,X,X,O
JSITLZO,O,O,O,O,X,X,X,O
JSITLOZ,O,O,O,O,X,X,X,O
JSITZLO,X,O,O,O,X,X,X,O
JSITZOL,X,O,O,O,O,X,X,O
JSITOLZ,O,O,O,O,X,X,O,O
JSITOZL,X,O,O,O,O,X,O,O
JSILTZO,O,O,O,O,X,X,X,O
JSILTOZ,O,O,O,O,X,X,X,O
JSILZTO,O,O,O,O,X,X,X,O
JSILZOT,O,X,O,O,X,X,X,O
JSILOTZ,O,X,O,X,X,X,X,O
JSILOZT,O,X,O,O,X,X,X,O
JSIZTLO,O,O,O,X,X,X,X,O
JSIZTOL,X,O,O,X,O,X,X,O
JSIZLTO,O,O,O,X,X,X,X,O
JSIZLOT,O,X,O,X,X,X,X,O
JSIZOTL,X,O,O,X,O,X,X,O
JSIZOLT,O,X,O,X,O,X,X,O
JSIOTLZ,X,O,O,O,X,X,O,O
JSIOTZL,X,O,O,O,O,X,O,O
JSIOLTZ,X,X,O,O,X,X,X,O
JSIOLZT,X,X,O,O,X,X,X,O
JSIOZTL,X,O,O,O,O,X,X,O
JSIOZLT,X,X,O,X,O,X,X,O
JSLTIZO,O,O,O,O,X,X,X,O
JSLTIOZ,O,O,O,O,X,X,X,O
JSLTZIO,O,O,O,O,X,X,X,O
JSLTZOI,O,O,O,O,X,X,X,O
JSLTOIZ,O,O,O,O,X,X,X,O
JSLTOZI,O,O,O,O,X,X,X,O
JSLITZO,O,O,O,O,X,X,X,O
JSLITOZ,O,O,O,O,X,X,X,O
JSLIZTO,O,O,O,O,X,X,X,O
JSLIZOT,O,X,O,O,X,X,X,O
JSLIOTZ,O,X,O,O,X,X,X,O
JSLIOZT,O,X,O,O,X,X,X,O
JSLZTIO,O,O,O,O,X,X,X,O
JSLZTOI,O,O,O,O,X,X,X,O
JSLZITO,O,O,O,O,X,X,X,O
JSLZIOT,O,X,O,O,X,X,X,O
JSLZOTI,O,X,O,O,X,X,X,O
JSLZOIT,O,X,O,O,X,X,X,O
JSLOTIZ,O,X,O,O,X,X,X,O
JSLOTZI,O,X,O,O,X,X,X,O
JSLOITZ,O,X,O,O,X,X,X,O
JSLOIZT,O,X,O,O,X,X,X,O
JSLOZTI,O,X,O,O,X,X,X,O
JSLOZIT,O,X,O,O,X,X,X,O
JSZTILO,O,O,O,O,X,X,X,O
JSZTIOL,X,O,O,O,O,X,X,O
JSZTLIO,O,O,O,O,X,X,X,O
JSZTLOI,O,O,O,O,X,X,X,O
JSZTOIL,X,O,O,O,O,X,X,O
JSZTOLI,X,O,O,O,O,X,X,O
JSZITLO,O,O,O,X,X,X,X,O
JSZITOL,X,O,O,X,O,X,X,O
JSZILTO,O,O,O,X,X,X,X,O
JSZILOT,O,X,O,X,X,X,X,O
JSZIOTL,X,O,O,X,O,X,X,O
JSZIOLT,O,X,O,X,O,X,X,O
JSZLTIO,O,O,O,O,X,X,X,O
JSZLTOI,O,O,O,O,X,X,X,O
JSZLITO,O,O,O,O,X,X,X,O
JSZLIOT,O,X,O,O,X,X,X,O
JSZLOTI,O,X,O,O,X,X,X,O
JSZLOIT,O,X,O,O,X,X,X,O
JSZOTIL,X,O,O,O,O,X,X,O
JSZOTLI,X,O,O,O,O,X,X,O
JSZOITL,X,O,O,O,O,X,X,O
JSZOILT,O,X,O,X,O,X,X,O
JSZOLTI,O,X,O,O,O,X,X,O
JSZOLIT,O,X,O,O,O,X,X,O
JSOTILZ,X,O,O,O,X,X,O,O
JSOTIZL,X,O,O,O,O,X,O,O
JSOTLIZ,X,O,O,O,X,X,X,O
JSOTLZI,X,O,O,O,X,X,X,O
JSOTZIL,X,O,O,O,O,X,X,O
JSOTZLI,X,O,O,O,O,X,X,O
JSOITLZ,X,O,O,O,X,X,O,O
JSOITZL,X,O,O,O,O,X,O,O
JSOILTZ,X,X,O,O,X,X,X,O
JSOILZT,X,X,O,O,X,X,X,O
JSOIZTL,X,O,O,O,O,X,X,O
JSOIZLT,X,X,O,X,O,X,X,O
JSOLTIZ,X,X,O,O,X,X,X,O
JSOLTZI,X,X,O,O,X,X,X,O
JSOLITZ,X,X,O,O,X,X,X,O
JSOLIZT,X,X,O,O,X,X,X,O
JSOLZTI,X,X,O,O,X,X,X,O
JSOLZIT,X,X,O,O,X,X,X,O
JSOZTIL,X,O,O,O,O,X,X,O
JSOZTLI,X,O,O,O,O,X,X,O
JSOZITL,X,O,O,O,O,X,X,O
JSOZILT,X,X,O,X,O,X,X,O
JSOZLTI,X,X,O,O,O,X,X,O
JSOZLIT,X,X,O,O,O,X,X,O
JZTILSO,X,O,O,X,X,X,X,X
JZTILOS,X,O,X,X,X,O,X,X
JZTISLO,X,O,O,X,X,X,X,X
JZTISOL,X,O,O,X,X,X,X,X
JZTIOLS,X,O,O,X,X,O,O,X
JZTIOSL,X,O,O,X,X,X,O,X
JZTLISO,X,O,O,X,X,X,X,X
JZTLIOS,X,O,X,X,X,O,X,X
JZTLSIO,X,O,O,X,X,X,X,X
JZTLSOI,X,O,O,X,X,X,X,X
JZTLOIS,X,O,X,X,X,O,X,X
JZTLOSI,X,O,X,X,X,O,X,X
JZTSILO,X,O,O,X,X,X,X,X
JZTSIOL,X,O,O,X,X,X,X,X
JZTSLIO,X,O,O,X,X,X,X,X
JZTSLOI,X,O,O,X,X,X,X,X
JZTSOIL,X,O,O,X,X,X,X,X
JZTSOLI,X,O,O,X,X,X,X,X
JZTOILS,X,O,O,X,X,O,O,X
JZTOISL,X,O,O,X,X,X,O,X
JZTOLIS,X,O,O,X,X,O,X,X
JZTOLSI,X,O,O,X,X,O,X,X
JZTOSIL,X,O,O,X,X,X,X,X
JZTOSLI,X,O,O,X,X,X,X,X
JZITLSO,X,O,O,X,X,X,X,X
JZITLOS,X,O,X,X,X,X,X,X
JZITSLO,X,O,O,X,X,X,X,X
JZITSOL,X,O,O,X,X,X,X,X
JZITOLS,X,O,O,X,X,X,O,X
JZITOSL,X,O,O,X,X,X,O,X
JZILTSO,X,X,O,X,X,X,X,X
JZILTOS,X,X,X,X,X,X,X,X
JZILSTO,X,X,O,X,X,X,X,O
JZILSOT,X,X,O,X,X,X,X,O
JZILOTS,X,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,X,O
JZISTLO,X,O,O,X,X,X,X,O
JZISTOL,X,O,O,X,O,X,X,O
JZISLTO,X,O,O,X,X,X,X,O
JZISLOT,X,X,O,X,X,X,X,O
JZISOTL,X,O,O,X,O,X,X,O
JZISOLT,X,X,O,X,O,X,X,O
JZIOTLS,X,X,O,X,X,X,O,X
JZIOTSL,X,X,O,X,X,X,O,X
JZIOLTS,X,X,O,X,X,X,X,X
JZIOLST,X,X,O,X,O,X,X,O
JZIOSTL,X,X,O,X,O,X,X,O
JZIOSLT,X,X,O,X,O,X,X,O
JZLTISO,X,X,O,X,X,X,X,X
JZLTIOS,X,X,X,X,X,O,X,X
JZLTSIO,X,X,O,X,X,X,X,X
JZLTSOI,X,X,O,X,X,X,X,X
JZLTOIS,X,X,X,X,X,O,X,X
JZLTOSI,X,X,X,X,X,O,X,X
JZLITSO,X,X,O,X,X,X,X,X
JZLITOS,X,X,X,X,X,X,X,X
JZLISTO,X,X,O,X,X,X,X,O
JZLISOT,X,X,O,X,X,X,X,O
JZLIOTS,X,X,X,X,X,X,X,X
JZLIOST,X,X,X,X,X,X,X,O
JZLSTIO,X,X,O,X,X,X,X,O
JZLSTOI,X,X,O,X,X,X,X,O
JZLSITO,X,X,O,X,X,X,X,O
JZLSIOT,X,X,O,X,X,X,X,O
JZLSOTI,X,X,O,X,X,X,X,O
JZLSOIT,X,X,O,X,X,X,X,O
JZLOTIS,X,X,X,X,X,O,X,X
JZLOTSI,X,X,X,X,X,O,X,X
JZLOITS,X,X,X,X,X,X,X,X
JZLOIST,X,X,X,X,X,X,X,O
JZLOSTI,X,X,X,X,X,X,X,O
JZLOSIT,X,X,X,X,X,X,X,O
JZSTILO,X,O,O,X,X,X,X,O
JZSTIOL,X,O,O,X,O,X,X,O
JZSTLIO,X,O,O,X,X,X,X,O
JZSTLOI,X,O,O,X,X,X,X,O
JZSTOIL,X,O,O,X,O,X,X,O
JZSTOLI,X,O,O,X,O,X,X,O
JZSITLO,X,O,O,X,X,X,X,O
JZSITOL,X,O,O,X,O,X,X,O
JZSILTO,X,O,O,X,X,X,X,O
JZSILOT,X,X,O,X,X,X,X,O
JZSIOTL,X,O,O,X,O,X,X,O
JZSIOLT,X,X,O,X,O,X,X,O
JZSLTIO,X,O,O,X,X,X,X,O
JZSLTOI,X,O,O,X,X,X,X,O
JZSLITO,X,O,O,X,X,X,X,O
JZSLIOT,X,X,O,X,X,X,X,O
JZSLOTI,X,X,O,X,X,X,X,O
JZSLOIT,X,X,O,X,X,X,X,O
JZSOTIL,X,O,O,X,O,X,X,O
JZSOTLI,X,O,O,X,O,X,X,O
JZSOITL,X,O,O,X,O,X,X,O
JZSOILT,X,X,O,X,O,X,X,O
JZSOLTI,X,X,O,X,O,X,X,O
JZSOLIT,X,X,O,X,O,X,X,O
JZOTILS,X,X,O,X,X,O,O,X
JZOTISL,X,X,O,X,X,X,O,X
JZOTLIS,X,X,O,X,X,O,X,X
JZOTLSI,X,X,O,X,X,O,X,X
JZOTSIL,X,X,O,X,X,X,X,X
JZOTSLI,X,X,O,X,X,X,X,X
JZOITLS,X,X,O,X,X,X,O,X
JZOITSL,X,X,O,X,X,X,O,X
JZOILTS,X,X,O,X,X,X,X,X
JZOILST,X,X,O,X,O,X,X,O
JZOISTL,X,X,O,X,O,X,X,O
JZOISLT,X,X,O,X,O,X,X,O
JZOLTIS,X,X,O,X,X,O,X,X
JZOLTSI,X,X,O,X,X,O,X,X
JZOLITS,X,X,O,X,X,X,X,X
JZOLIST,X,X,O,X,O,X,X,O
JZOLSTI,X,X,O,X,O,X,X,O
JZOLSIT,X,X,O,X,O,X,X,O
JZOSTIL,X,X,O,X,O,X,X,O
JZOSTLI,X,X,O,X,O,X,X,O
JZOSITL,X,X,O,X,O,X,X,O
JZOSILT,X,X,O,X,O,X,X,O
JZOSLTI,X,X,O,X,O,X,X,O
JZOSLIT,X,X,O,X,O,X,X,O
JOTILSZ,X,O,O,X,X,X,O,O
JOTILZS,X,O,O,X,X,X,O,X
JOTISLZ,X,O,O,O,X,X,O,O
