sequence,v115@XhA8AeF8AeE8JeOEJvhF0hB6nBTjBRlBXlBFrB,v115@XhA8AeF8AeE8JeKEJvhFflB0gBxhBTjBGnBFrB,v115@XhA8AeF8AeE8Je0/IvhFxgB6nBTjB2pBfrBlrB,v115@XhA8AeF8AeE8JeKEJvhFzfBRhBGjB3lBcrBlsB,v115@XhA8AeF8AeE8Je3AJvhFTjB0kBxmBikBGnBFrB,v115@XhA8AeF8AeE8Jem/IvhFSoBTkBRmB3lBcrBlsB
JZSLITO,X,X,O,O,X,X
JZSLIOT,X,X,O,O,X,X
JZSLOTI,O,X,O,O,X,X
JZSLOIT,X,X,O,O,X,X
JZSOTIL,O,X,O,X,X,X
JZSOTLI,O,X,O,X,X,X
JZSOITL,X,X,O,X,O,X
JZSOILT,X,X,O,O,O,X
JZSOLTI,O,X,O,O,X,X
JZSOLIT,X,X,O,O,X,X
JZOTILS,O,O,O,X,X,X
JZOTISL,O,X,X,X,O,X
JZOTLIS,O,O,O,X,X,X
JZOTLSI,O,O,O,X,X,X
JZOTSIL,O,X,O,X,O,X
JZOTSLI,O,X,O,X,X,X
JZOITLS,O,O,O,X,X,X
JZOITSL,O,X,X,X,X,X
JZOILTS,O,O,O,O,X,X
JZOILST,X,O,O,O,X,X
JZOISTL,X,X,O,X,O,X
JZOISLT,X,X,O,O,O,X
JZOLTIS,O,O,O,O,X,X
JZOLTSI,O,O,O,X,X,X
JZOLITS,O,O,O,O,X,X
JZOLIST,X,O,O,O,X,X
JZOLSTI,O,O,O,O,X,X
JZOLSIT,X,O,O,O,X,X
JZOSTIL,O,X,O,X,X,X
JZOSTLI,O,X,O,X,X,X
JZOSITL,X,X,O,X,O,X
JZOSILT,X,X,O,O,O,X
JZOSLTI,O,X,O,O,X,X
JZOSLIT,X,X,O,O,X,X
JOTILSZ,O,O,X,X,X,O
JOTILZS,O,O,X,X,X,O
JOTISLZ,O,O,X,X,X,X
JOTISZL,O,X,X,X,O,X
JOTIZLS,O,O,X,X,X,X
JOTIZSL,O,X,X,X,O,X
JOTLISZ,O,O,X,X,X,O
JOTLIZS,O,O,X,X,X,O
JOTLSIZ,O,O,O,X,X,X
JOTLSZI,O,O,O,X,X,X
JOTLZIS,O,O,O,X,X,X
JOTLZSI,O,O,O,X,X,X
JOTSILZ,O,O,O,X,X,X
JOTSIZL,O,X,O,X,O,X
JOTSLIZ,O,O,O,X,X,X
JOTSLZI,O,O,O,X,X,X
JOTSZIL,O,X,O,X,O,X
JOTSZLI,O,X,O,X,X,X
JOTZILS,O,O,O,X,X,X
JOTZISL,O,X,X,X,O,X
JOTZLIS,O,O,O,X,X,X
JOTZLSI,O,O,O,X,X,X
JOTZSIL,O,X,O,X,O,X
JOTZSLI,O,X,O,X,X,X
JOITLSZ,O,O,X,X,X,O
JOITLZS,O,O,X,X,X,O
JOITSLZ,O,O,X,X,X,X
JOITSZL,O,X,X,X,X,X
JOITZLS,O,O,X,X,X,X
JOITZSL,O,X,X,X,X,X
JOILTSZ,O,O,X,X,X,O
JOILTZS,O,O,X,X,X,O
JOILSTZ,X,O,O,X,X,O
JOILSZT,X,O,O,X,X,O
JOILZTS,O,O,O,X,X,O
JOILZST,X,O,O,X,X,O
JOISTLZ,X,O,O,X,X,X
JOISTZL,X,X,O,X,X,X
JOISLTZ,X,O,O,X,X,O
JOISLZT,X,O,O,X,X,O
JOISZTL,X,X,O,X,O,X
JOISZLT,X,X,O,X,O,X
JOIZTLS,O,O,O,X,X,X
JOIZTSL,O,X,X,X,X,X
JOIZLTS,O,O,O,X,X,O
JOIZLST,X,O,O,X,X,O
JOIZSTL,X,X,O,X,O,X
JOIZSLT,X,X,O,X,O,X
JOLTISZ,O,O,X,X,X,O
JOLTIZS,O,O,X,X,X,O
JOLTSIZ,O,O,O,X,X,X
JOLTSZI,O,O,O,X,X,X
JOLTZIS,O,O,O,O,X,X
JOLTZSI,O,O,O,X,X,X
JOLITSZ,O,O,X,X,X,O
JOLITZS,O,O,X,X,X,O
JOLISTZ,X,O,O,X,X,O
JOLISZT,X,O,O,X,X,O
JOLIZTS,O,O,O,O,X,O
JOLIZST,X,O,O,O,X,O
JOLSTIZ,O,O,O,X,X,X
JOLSTZI,O,O,O,X,X,X
JOLSITZ,X,O,O,X,X,O
JOLSIZT,X,O,O,X,X,O
JOLSZTI,O,O,O,X,X,X
JOLSZIT,X,O,O,O,X,X
JOLZTIS,O,O,O,O,X,X
JOLZTSI,O,O,O,X,X,X
JOLZITS,O,O,O,O,X,O
JOLZIST,X,O,O,O,X,O
JOLZSTI,O,O,O,O,X,X
JOLZSIT,X,O,O,O,X,X
JOSTILZ,O,O,O,X,X,X
JOSTIZL,O,X,O,X,X,X
JOSTLIZ,O,O,O,X,X,X
JOSTLZI,O,O,O,X,X,X
JOSTZIL,O,X,O,X,X,X
JOSTZLI,O,X,O,X,X,X
JOSITLZ,X,O,O,X,X,X
JOSITZL,X,X,O,X,X,X
JOSILTZ,X,O,O,X,X,O
JOSILZT,X,O,O,X,X,O
JOSIZTL,X,X,O,X,X,X
JOSIZLT,X,X,O,X,X,X
JOSLTIZ,O,O,O,X,X,X
JOSLTZI,O,O,O,X,X,X
JOSLITZ,X,O,O,X,X,O
JOSLIZT,X,O,O,X,X,O
JOSLZTI,O,O,O,X,X,X
JOSLZIT,X,O,O,X,X,X
JOSZTIL,O,X,O,X,X,X
JOSZTLI,O,X,O,X,X,X
JOSZITL,X,X,O,X,X,X
JOSZILT,X,X,O,X,X,X
JOSZLTI,O,X,O,X,X,X
JOSZLIT,X,X,O,X,X,X
JOZTILS,O,O,O,X,X,X
JOZTISL,O,X,X,X,O,X
JOZTLIS,O,O,O,X,X,X
JOZTLSI,O,O,O,X,X,X
JOZTSIL,O,X,O,X,O,X
JOZTSLI,O,X,O,X,X,X
JOZITLS,O,O,O,X,X,X
JOZITSL,O,X,X,X,X,X
JOZILTS,O,O,O,O,X,O
JOZILST,X,O,O,O,X,O
JOZISTL,X,X,O,X,O,X
JOZISLT,X,X,O,O,O,X
JOZLTIS,O,O,O,O,X,X
JOZLTSI,O,O,O,X,X,X
JOZLITS,O,O,O,O,X,O
JOZLIST,X,O,O,O,X,O
JOZLSTI,O,O,O,O,X,X
JOZLSIT,X,O,O,O,X,X
JOZSTIL,O,X,O,X,X,X
JOZSTLI,O,X,O,X,X,X
JOZSITL,X,X,O,X,O,X
JOZSILT,X,X,O,O,O,X
JOZSLTI,O,X,O,O,X,X
JOZSLIT,X,X,O,O,X,X
STILJZO,O,X,O,O,X,X
STILJOZ,O,X,O,O,X,X
STILZJO,O,X,O,O,X,X
STILZOJ,O,X,O,O,O,X
STILOJZ,O,X,O,O,X,X
STILOZJ,O,X,O,X,O,X
STIJLZO,O,X,O,O,X,X
STIJLOZ,O,X,O,O,X,X
STIJZLO,O,X,O,O,X,X
STIJZOL,O,X,O,O,O,X
STIJOLZ,O,X,O,X,X,X
STIJOZL,O,X,O,X,O,X
STIZLJO,O,X,O,O,X,X
STIZLOJ,O,X,O,O,O,X
STIZJLO,O,X,O,O,X,X
STIZJOL,O,X,O,O,O,X
STIZOLJ,O,X,O,O,O,X
STIZOJL,O,X,O,O,O,X
STIOLJZ,O,X,O,X,X,X
STIOLZJ,O,X,O,X,O,X
STIOJLZ,O,X,O,X,X,X
STIOJZL,O,X,O,X,O,X
STIOZLJ,O,X,O,X,O,X
STIOZJL,O,X,O,X,O,X
STLIJZO,O,O,O,O,X,X
STLIJOZ,O,O,O,O,X,X
STLIZJO,O,O,O,O,X,X
STLIZOJ,O,O,O,O,O,X
STLIOJZ,O,O,O,O,X,X
STLIOZJ,O,O,O,X,O,X
STLJIZO,O,O,O,O,X,X
STLJIOZ,O,O,O,O,X,X
STLJZIO,O,O,O,O,X,X
STLJZOI,O,O,O,O,X,X
STLJOIZ,O,O,O,O,X,X
STLJOZI,O,O,O,O,X,X
STLZIJO,O,O,O,O,X,X
STLZIOJ,O,O,O,O,O,X
STLZJIO,O,O,O,O,X,X
STLZJOI,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,X
STLZOJI,O,O,O,O,X,X
STLOIJZ,O,O,O,O,X,X
STLOIZJ,O,O,O,X,O,X
STLOJIZ,O,O,O,O,X,X
STLOJZI,O,O,O,O,X,X
STLOZIJ,O,O,O,O,O,X
STLOZJI,O,O,O,O,X,X
STJILZO,O,O,O,O,X,X
STJILOZ,O,O,O,O,X,X
STJIZLO,O,X,O,O,X,X
STJIZOL,O,X,O,O,O,X
STJIOLZ,O,O,O,X,X,X
STJIOZL,O,X,O,X,O,X
STJLIZO,O,O,O,O,X,X
STJLIOZ,O,O,O,O,X,X
STJLZIO,O,O,O,O,X,X
STJLZOI,O,O,O,O,X,X
STJLOIZ,O,O,O,O,X,X
STJLOZI,O,O,O,O,X,X
STJZILO,O,X,O,O,X,X
STJZIOL,O,X,O,O,O,X
STJZLIO,O,X,O,O,X,X
STJZLOI,O,X,O,O,X,X
STJZOIL,O,X,O,O,O,X
STJZOLI,O,X,O,O,X,X
STJOILZ,O,O,O,X,X,X
STJOIZL,O,X,O,X,O,X
STJOLIZ,O,O,O,X,X,X
STJOLZI,O,O,O,X,X,X
STJOZIL,O,X,O,X,O,X
STJOZLI,O,X,O,X,X,X
STZILJO,O,X,O,O,X,X
STZILOJ,O,X,O,O,O,X
STZIJLO,O,X,O,O,X,X
STZIJOL,O,X,O,O,O,X
STZIOLJ,O,X,O,O,O,X
STZIOJL,O,X,O,O,O,X
STZLIJO,O,X,O,O,X,X
STZLIOJ,O,X,O,O,O,X
STZLJIO,O,X,O,O,X,X
STZLJOI,O,X,O,O,X,X
STZLOIJ,O,X,O,O,O,X
STZLOJI,O,X,O,O,X,X
STZJILO,O,X,O,O,X,X
STZJIOL,O,X,O,O,O,X
STZJLIO,O,X,O,O,X,X
STZJLOI,O,X,O,O,X,X
STZJOIL,O,X,O,O,O,X
STZJOLI,O,X,O,O,X,X
STZOILJ,O,X,O,O,O,X
STZOIJL,O,X,O,O,O,X
STZOLIJ,O,X,O,O,O,X
STZOLJI,O,X,O,O,X,X
STZOJIL,O,X,O,O,O,X
STZOJLI,O,X,O,O,X,X
STOILJZ,O,X,O,X,X,X
STOILZJ,O,X,O,X,O,X
STOIJLZ,O,X,O,X,X,X
STOIJZL,O,X,O,X,O,X
STOIZLJ,O,X,O,X,O,X
STOIZJL,O,X,O,X,O,X
STOLIJZ,O,O,O,X,X,X
STOLIZJ,O,O,O,X,O,X
STOLJIZ,O,O,O,X,X,X
STOLJZI,O,O,O,X,X,X
STOLZIJ,O,O,O,X,O,X
STOLZJI,O,O,O,X,X,X
STOJILZ,O,O,O,X,X,X
STOJIZL,O,X,O,X,O,X
STOJLIZ,O,O,O,X,X,X
STOJLZI,O,O,O,X,X,X
STOJZIL,O,X,O,X,O,X
STOJZLI,O,X,O,X,X,X
STOZILJ,O,X,O,X,O,X
STOZIJL,O,X,O,X,O,X
STOZLIJ,O,X,O,X,O,X
STOZLJI,O,X,O,X,X,X
STOZJIL,O,X,O,X,O,X
STOZJLI,O,X,O,X,X,X
SITLJZO,X,X,O,X,X,X
SITLJOZ,X,X,O,X,X,X
SITLZJO,X,X,O,X,X,X
SITLZOJ,X,X,O,X,X,X
SITLOJZ,X,X,O,X,X,X
SITLOZJ,X,X,O,X,X,X
SITJLZO,X,X,O,X,X,X
SITJLOZ,X,X,O,X,X,X
SITJZLO,X,X,O,X,X,X
SITJZOL,X,X,O,X,X,X
SITJOLZ,X,X,O,X,X,X
SITJOZL,X,X,O,X,X,X
SITZLJO,X,X,O,X,X,X
SITZLOJ,X,X,O,X,X,X
SITZJLO,X,X,O,X,X,X
SITZJOL,X,X,O,X,X,X
SITZOLJ,X,X,O,X,O,X
SITZOJL,X,X,O,X,O,X
SITOLJZ,X,X,O,X,X,X
SITOLZJ,X,X,O,X,X,X
SITOJLZ,X,X,O,X,X,X
SITOJZL,X,X,O,X,X,X
SITOZLJ,X,X,O,X,O,X
SITOZJL,X,X,O,X,O,X
SILTJZO,X,X,O,X,X,X
SILTJOZ,X,X,O,X,X,X
SILTZJO,X,X,O,X,X,X
SILTZOJ,X,X,O,X,X,X
SILTOJZ,X,X,O,X,X,X
SILTOZJ,X,X,O,X,X,X
SILJTZO,X,X,O,X,X,X
SILJTOZ,X,X,O,X,X,X
SILJZTO,X,X,O,X,X,X
SILJZOT,X,X,O,X,X,X
SILJOTZ,X,X,O,X,X,X
SILJOZT,X,X,O,X,X,X
SILZTJO,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,X
SILZJTO,X,X,O,X,X,X
SILZJOT,X,X,O,X,X,X
SILZOTJ,X,X,X,X,O,X
SILZOJT,X,X,O,X,O,X
SILOTJZ,X,X,O,X,X,X
SILOTZJ,X,X,O,X,X,X
SILOJTZ,X,X,O,X,X,O
SILOJZT,X,X,O,X,X,O
SILOZTJ,X,X,X,X,O,X
SILOZJT,X,X,O,X,O,X
SIJTLZO,X,X,O,X,X,X
SIJTLOZ,X,X,O,X,X,X
SIJTZLO,X,X,O,X,X,X
SIJTZOL,X,X,O,X,X,X
SIJTOLZ,X,X,O,X,X,X
SIJTOZL,X,X,O,X,X,X
SIJLTZO,X,X,O,X,X,X
SIJLTOZ,X,X,O,X,X,X
SIJLZTO,X,X,O,X,X,X
SIJLZOT,X,X,O,X,X,X
SIJLOTZ,X,X,O,X,X,X
SIJLOZT,X,X,O,X,X,X
SIJZTLO,X,X,O,X,X,X
SIJZTOL,X,X,O,X,X,X
SIJZLTO,X,X,O,X,X,X
SIJZLOT,X,X,O,X,X,X
SIJZOTL,X,X,O,X,O,X
SIJZOLT,X,X,O,X,O,X
SIJOTLZ,X,X,O,X,X,X
SIJOTZL,X,X,O,X,X,X
SIJOLTZ,X,X,O,X,X,X
SIJOLZT,X,X,O,X,X,X
SIJOZTL,X,X,O,X,O,X
SIJOZLT,X,X,O,X,O,X
SIZTLJO,X,X,X,X,X,X
SIZTLOJ,X,X,X,X,X,X
SIZTJLO,X,X,X,X,X,X
SIZTJOL,X,X,X,X,X,X
SIZTOLJ,X,X,X,X,O,X
SIZTOJL,X,X,X,X,O,X
SIZLTJO,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,X
SIZLJOT,X,X,O,X,X,X
SIZLOTJ,X,X,X,X,O,X
SIZLOJT,X,X,O,X,O,X
SIZJTLO,X,X,O,X,X,X
SIZJTOL,X,X,O,X,X,X
SIZJLTO,X,X,O,X,X,X
SIZJLOT,X,X,O,X,X,X
SIZJOTL,X,X,O,X,O,X
SIZJOLT,X,X,O,X,O,X
SIZOTLJ,X,X,O,X,O,X
SIZOTJL,X,X,O,X,O,X
SIZOLTJ,X,X,X,X,O,X
SIZOLJT,X,X,O,X,O,X
SIZOJTL,X,X,O,X,O,X
SIZOJLT,X,X,O,X,O,X
SIOTLJZ,X,X,O,X,X,X
SIOTLZJ,X,X,O,X,X,X
SIOTJLZ,X,X,O,X,X,X
SIOTJZL,X,X,O,X,X,X
SIOTZLJ,X,X,O,X,O,X
SIOTZJL,X,X,O,X,O,X
SIOLTJZ,X,X,O,X,X,X
SIOLTZJ,X,X,O,X,X,X
SIOLJTZ,X,X,O,X,X,O
SIOLJZT,X,X,O,X,X,O
SIOLZTJ,X,X,X,X,O,X
SIOLZJT,X,X,O,X,O,X
SIOJTLZ,X,X,O,X,X,X
SIOJTZL,X,X,O,X,X,X
SIOJLTZ,X,X,O,X,X,O
SIOJLZT,X,X,O,X,X,O
SIOJZTL,X,X,O,X,O,X
SIOJZLT,X,X,O,X,O,X
SIOZTLJ,X,X,O,X,O,X
SIOZTJL,X,X,O,X,O,X
SIOZLTJ,X,X,X,X,O,X
SIOZLJT,X,X,O,X,O,X
SIOZJTL,X,X,O,X,O,X
SIOZJLT,X,X,O,X,O,X
SLTIJZO,O,O,O,O,X,X
SLTIJOZ,O,O,O,O,X,X
SLTIZJO,O,O,O,O,X,X
SLTIZOJ,O,O,O,O,X,X
SLTIOJZ,O,O,O,O,X,X
SLTIOZJ,O,O,O,X,X,X
SLTJIZO,O,O,O,O,X,X
SLTJIOZ,O,O,O,O,X,X
SLTJZIO,O,O,O,O,X,X
SLTJZOI,O,O,O,O,X,X
SLTJOIZ,O,O,O,O,X,X
SLTJOZI,O,O,O,O,X,X
SLTZIJO,O,O,O,O,X,X
SLTZIOJ,O,O,O,O,X,X
SLTZJIO,O,O,O,O,X,X
SLTZJOI,O,O,O,O,X,X
SLTZOIJ,O,O,O,O,X,X
SLTZOJI,O,O,O,O,X,X
SLTOIJZ,O,O,O,O,X,X
SLTOIZJ,O,O,O,X,X,X
SLTOJIZ,O,O,O,O,X,X
SLTOJZI,O,O,O,O,X,X
SLTOZIJ,O,O,O,O,X,X
SLTOZJI,O,O,O,O,X,X
SLITJZO,X,O,O,X,X,X
SLITJOZ,X,O,O,X,X,X
SLITZJO,X,O,O,X,X,X
SLITZOJ,X,O,O,X,X,X
SLITOJZ,X,O,O,X,X,X
SLITOZJ,X,O,O,X,X,X
SLIJTZO,X,O,O,X,X,X
SLIJTOZ,X,O,O,X,X,X
SLIJZTO,X,O,O,X,X,X
SLIJZOT,X,O,O,X,X,X
SLIJOTZ,X,O,O,X,X,X
SLIJOZT,X,O,O,X,X,X
SLIZTJO,X,X,X,X,X,X
SLIZTOJ,X,O,X,X,X,X
SLIZJTO,X,O,O,X,X,X
SLIZJOT,X,O,O,X,X,X
SLIZOTJ,X,O,X,X,X,X
SLIZOJT,X,O,O,X,X,X
SLIOTJZ,X,O,O,X,X,X
SLIOTZJ,X,O,O,X,X,X
SLIOJTZ,X,O,O,X,X,O
SLIOJZT,X,O,O,X,X,O
SLIOZTJ,X,O,X,X,X,X
SLIOZJT,X,O,O,X,X,X
SLJTIZO,O,O,O,X,X,X
SLJTIOZ,O,O,O,X,X,X
SLJTZIO,O,O,O,X,X,X
SLJTZOI,O,O,O,X,X,X
SLJTOIZ,O,O,O,X,X,X
SLJTOZI,O,O,O,X,X,X
SLJITZO,X,O,O,X,X,X
SLJITOZ,X,O,O,X,X,X
SLJIZTO,X,O,O,X,X,X
SLJIZOT,X,O,O,X,X,X
SLJIOTZ,X,O,O,X,X,X
SLJIOZT,X,O,O,X,X,X
SLJZTIO,O,O,O,O,X,X
SLJZTOI,O,O,O,O,X,X
SLJZITO,X,O,O,O,X,X
SLJZIOT,X,O,O,O,X,X
SLJZOTI,O,O,O,O,X,X
SLJZOIT,X,O,O,O,X,X
SLJOTIZ,O,O,O,X,X,X
SLJOTZI,O,O,O,X,X,X
SLJOITZ,X,O,O,X,X,X
SLJOIZT,X,O,O,X,X,X
SLJOZTI,O,O,O,X,X,X
SLJOZIT,X,O,O,O,X,X
SLZTIJO,O,O,O,O,X,X
SLZTIOJ,O,O,O,O,X,X
SLZTJIO,O,O,O,O,X,X
SLZTJOI,O,O,O,O,X,X
SLZTOIJ,O,O,O,O,X,X
SLZTOJI,O,O,O,O,X,X
SLZITJO,X,X,X,O,X,X
SLZITOJ,X,O,X,O,X,X
SLZIJTO,X,O,O,O,X,X
SLZIJOT,X,O,O,O,X,X
SLZIOTJ,X,O,X,O,X,X
SLZIOJT,X,O,O,O,X,X
SLZJTIO,O,O,O,O,X,X
SLZJTOI,O,O,O,O,X,X
SLZJITO,X,O,O,O,X,X
SLZJIOT,X,O,O,O,X,X
SLZJOTI,O,O,O,O,X,X
SLZJOIT,X,O,O,O,X,X
SLZOTIJ,O,O,O,O,X,X
SLZOTJI,O,O,O,O,X,X
SLZOITJ,X,O,X,O,X,X
SLZOIJT,X,O,O,O,X,X
SLZOJTI,O,O,O,O,X,X
SLZOJIT,X,O,O,O,X,X
SLOTIJZ,O,O,O,O,X,X
SLOTIZJ,O,O,O,X,X,X
SLOTJIZ,O,O,O,O,X,X
SLOTJZI,O,O,O,O,X,X
SLOTZIJ,O,O,O,O,X,X
SLOTZJI,O,O,O,O,X,X
SLOITJZ,X,O,O,X,X,X
SLOITZJ,X,O,O,X,X,X
SLOIJTZ,X,O,O,X,X,O
SLOIJZT,X,O,O,X,X,O
SLOIZTJ,X,O,X,X,X,X
SLOIZJT,X,O,O,X,X,X
SLOJTIZ,O,O,O,X,X,X
SLOJTZI,O,O,O,X,X,X
SLOJITZ,X,O,O,X,X,O
SLOJIZT,X,O,O,X,X,O
SLOJZTI,O,O,O,X,X,X
SLOJZIT,X,O,O,O,X,X
SLOZTIJ,O,O,O,O,X,X
SLOZTJI,O,O,O,O,X,X
SLOZITJ,X,O,X,O,X,X
SLOZIJT,X,O,O,O,X,X
SLOZJTI,O,O,O,X,X,X
SLOZJIT,X,O,O,O,X,X
SJTILZO,O,O,O,X,X,X
SJTILOZ,O,O,O,X,X,X
SJTIZLO,O,X,O,X,X,X
SJTIZOL,O,X,O,X,X,X
SJTIOLZ,O,O,O,X,X,X
SJTIOZL,O,X,O,X,X,X
SJTLIZO,O,O,O,X,X,X
SJTLIOZ,O,O,O,X,X,X
SJTLZIO,O,O,O,X,X,X
SJTLZOI,O,O,O,X,X,X
SJTLOIZ,O,O,O,X,X,X
SJTLOZI,O,O,O,X,X,X
SJTZILO,O,X,O,X,X,X
SJTZIOL,O,X,O,X,X,X
SJTZLIO,O,X,O,X,X,X
SJTZLOI,O,X,O,X,X,X
SJTZOIL,O,X,O,X,X,X
SJTZOLI,O,X,O,X,X,X
SJTOILZ,O,O,O,X,X,X
SJTOIZL,O,X,O,X,X,X
SJTOLIZ,O,O,O,X,X,X
SJTOLZI,O,O,O,X,X,X
SJTOZIL,O,X,O,X,X,X
SJTOZLI,O,X,O,X,X,X
SJITLZO,X,O,O,X,X,X
SJITLOZ,X,O,O,X,X,X
SJITZLO,X,X,O,X,X,X
SJITZOL,X,X,O,X,X,X
SJITOLZ,X,O,O,X,X,X
SJITOZL,X,X,O,X,X,X
SJILTZO,X,O,O,X,X,X
SJILTOZ,X,O,O,X,X,X
SJILZTO,X,O,O,X,X,X
SJILZOT,X,O,O,X,X,X
SJILOTZ,X,O,O,X,X,X
SJILOZT,X,O,O,X,X,X
SJIZTLO,X,X,O,X,X,X
SJIZTOL,X,X,O,X,X,X
SJIZLTO,X,X,O,X,X,X
SJIZLOT,X,X,O,X,X,X
SJIZOTL,X,X,O,X,X,X
SJIZOLT,X,X,O,X,X,X
SJIOTLZ,X,O,O,X,X,X
SJIOTZL,X,X,O,X,X,X
SJIOLTZ,X,O,O,X,X,X
SJIOLZT,X,O,O,X,X,X
SJIOZTL,X,X,O,X,X,X
SJIOZLT,X,X,O,X,X,X
SJLTIZO,O,O,O,X,X,X
SJLTIOZ,O,O,O,X,X,X
SJLTZIO,O,O,O,X,X,X
SJLTZOI,O,O,O,X,X,X
SJLTOIZ,O,O,O,X,X,X
SJLTOZI,O,O,O,X,X,X
SJLITZO,X,O,O,X,X,X
SJLITOZ,X,O,O,X,X,X
SJLIZTO,X,O,O,X,X,X
SJLIZOT,X,O,O,X,X,X
SJLIOTZ,X,O,O,X,X,X
SJLIOZT,X,O,O,X,X,X
SJLZTIO,O,O,O,O,X,X
SJLZTOI,O,O,O,O,X,X
SJLZITO,X,O,O,O,X,X
SJLZIOT,X,O,O,O,X,X
SJLZOTI,O,O,O,O,X,X
SJLZOIT,X,O,O,O,X,X
SJLOTIZ,O,O,O,X,X,X
SJLOTZI,O,O,O,X,X,X
SJLOITZ,X,O,O,X,X,X
SJLOIZT,X,O,O,X,X,X
SJLOZTI,O,O,O,X,X,X
SJLOZIT,X,O,O,O,X,X
SJZTILO,O,X,O,O,X,X
SJZTIOL,O,X,O,X,X,X
SJZTLIO,O,X,O,O,X,X
SJZTLOI,O,X,O,O,X,X
SJZTOIL,O,X,O,X,X,X
SJZTOLI,O,X,O,X,X,X
SJZITLO,X,X,O,O,X,X
SJZITOL,X,X,O,X,X,X
SJZILTO,X,X,O,O,X,X
SJZILOT,X,X,O,O,X,X
SJZIOTL,X,X,O,X,X,X
SJZIOLT,X,X,O,O,X,X
SJZLTIO,O,X,O,O,X,X
SJZLTOI,O,X,O,O,X,X
SJZLITO,X,X,O,O,X,X
SJZLIOT,X,X,O,O,X,X
SJZLOTI,O,X,O,O,X,X
SJZLOIT,X,X,O,O,X,X
SJZOTIL,O,X,O,X,X,X
SJZOTLI,O,X,O,X,X,X
SJZOITL,X,X,O,X,X,X
SJZOILT,X,X,O,O,X,X
SJZOLTI,O,X,O,O,X,X
SJZOLIT,X,X,O,O,X,X
SJOTILZ,O,O,O,X,X,X
SJOTIZL,O,X,O,X,X,X
SJOTLIZ,O,O,O,X,X,X
SJOTLZI,O,O,O,X,X,X
SJOTZIL,O,X,O,X,X,X
SJOTZLI,O,X,O,X,X,X
SJOITLZ,X,O,O,X,X,X
SJOITZL,X,X,O,X,X,X
SJOILTZ,X,O,O,X,X,X
SJOILZT,X,O,O,X,X,X
SJOIZTL,X,X,O,X,X,X
SJOIZLT,X,X,O,X,X,X
SJOLTIZ,O,O,O,X,X,X
SJOLTZI,O,O,O,X,X,X
SJOLITZ,X,O,O,X,X,X
SJOLIZT,X,O,O,X,X,X
SJOLZTI,O,O,O,X,X,X
SJOLZIT,X,O,O,X,X,X
SJOZTIL,O,X,O,X,X,X
SJOZTLI,O,X,O,X,X,X
SJOZITL,X,X,O,X,X,X
SJOZILT,X,X,O,X,X,X
SJOZLTI,O,X,O,X,X,X
SJOZLIT,X,X,O,X,X,X
SZTILJO,O,X,O,O,X,X
SZTILOJ,O,X,O,O,O,X
SZTIJLO,O,X,O,O,X,X
SZTIJOL,O,X,O,O,O,X
SZTIOLJ,O,X,O,O,O,X
SZTIOJL,O,X,O,O,O,X
SZTLIJO,O,X,O,O,X,X
SZTLIOJ,O,X,O,O,O,X
SZTLJIO,O,X,O,O,X,X
SZTLJOI,O,X,O,O,X,X
SZTLOIJ,O,X,O,O,O,X
SZTLOJI,O,X,O,O,X,X
SZTJILO,O,X,O,O,X,X
SZTJIOL,O,X,O,O,O,X
SZTJLIO,O,X,O,O,X,X
SZTJLOI,O,X,O,O,X,X
SZTJOIL,O,X,O,O,O,X
SZTJOLI,O,X,O,O,X,X
SZTOILJ,O,X,O,O,O,X
SZTOIJL,O,X,O,O,O,X
SZTOLIJ,O,X,O,O,O,X
SZTOLJI,O,X,O,O,X,X
SZTOJIL,O,X,O,O,O,X
SZTOJLI,O,X,O,O,X,X
SZITLJO,X,X,X,O,X,X
SZITLOJ,X,X,X,O,X,X
SZITJLO,X,X,X,O,X,X
SZITJOL,X,X,X,O,X,X
SZITOLJ,X,X,X,O,O,X
SZITOJL,X,X,X,O,O,X
SZILTJO,X,X,X,O,X,X
SZILTOJ,X,X,X,O,X,X
SZILJTO,X,X,O,O,X,X
SZILJOT,X,X,O,O,X,X
SZILOTJ,X,X,X,O,O,X
SZILOJT,X,X,O,O,O,X
SZIJTLO,X,X,O,O,X,X
SZIJTOL,X,X,O,O,X,X
SZIJLTO,X,X,O,O,X,X
SZIJLOT,X,X,O,O,X,X
SZIJOTL,X,X,O,X,O,X
SZIJOLT,X,X,O,O,O,X
SZIOTLJ,X,X,O,O,O,X
SZIOTJL,X,X,O,O,O,X
SZIOLTJ,X,X,X,O,O,X
SZIOLJT,X,X,O,O,O,X
SZIOJTL,X,X,O,X,O,X
SZIOJLT,X,X,O,O,O,X
SZLTIJO,O,X,O,O,X,X
SZLTIOJ,O,X,O,O,X,X
SZLTJIO,O,X,O,O,X,X
SZLTJOI,O,X,O,O,X,X
SZLTOIJ,O,X,O,O,X,X
SZLTOJI,O,X,O,O,X,X
SZLITJO,X,X,X,O,X,X
SZLITOJ,X,X,X,O,X,X
SZLIJTO,X,X,O,O,X,X
SZLIJOT,X,X,O,O,X,X
SZLIOTJ,X,X,X,O,O,X
