sequence,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBCiB8?qBTnB1wB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBTiB6?qBcrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBlmBc?sBzqBCsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBXiB6?qBcsBTrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBTiBllBc?rBXsBCrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBllBcrBT?nBCrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBfnB6nBl?lB0rBzqB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFRhB+nBcpBl?lBXrBzrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFWnBcpBllBx?rBzqBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JexBJvhFTkBllB3mBc?sBipBWwB
JIZOSTL,X,O,O,O,O,O,O,X,X,X
JIZOSLT,X,O,O,O,O,X,O,X,X,X
JIOTLSZ,O,X,X,X,X,X,X,X,X,X
JIOTLZS,O,X,X,O,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,X,X
JIOTSZL,O,X,O,O,X,X,X,X,X,X
JIOTZLS,O,X,O,O,X,O,X,X,O,X
JIOTZSL,O,X,O,O,O,O,O,X,X,X
JIOLTSZ,O,X,X,O,X,X,X,X,X,X
JIOLTZS,O,O,X,O,X,X,X,X,X,X
JIOLSTZ,O,O,X,O,X,X,X,X,X,X
JIOLSZT,X,O,O,O,X,X,X,X,X,X
JIOLZTS,O,O,O,O,X,O,X,X,X,X
JIOLZST,X,O,O,O,X,X,X,X,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,X,X
JIOSTZL,O,O,O,O,O,X,X,X,X,X
JIOSLTZ,O,O,X,X,X,X,X,X,X,X
JIOSLZT,X,O,O,X,O,X,X,X,X,X
JIOSZTL,X,O,O,O,O,O,X,X,X,X
JIOSZLT,X,O,O,O,O,X,X,X,X,X
JIOZTLS,O,X,O,O,X,O,X,X,O,X
JIOZTSL,O,O,O,O,O,O,O,X,X,X
JIOZLTS,O,X,O,O,X,O,X,X,O,X
JIOZLST,X,X,O,O,X,X,X,X,X,X
JIOZSTL,X,O,O,O,O,O,O,X,X,X
JIOZSLT,X,O,O,O,O,X,O,X,X,X
JLTISZO,O,O,X,O,X,X,X,X,X,X
JLTISOZ,X,O,X,O,X,X,X,X,X,X
JLTIZSO,O,O,X,O,O,X,O,X,X,X
JLTIZOS,O,O,X,O,X,O,X,X,X,X
JLTIOSZ,O,X,X,O,X,X,X,X,X,X
JLTIOZS,O,O,X,O,X,X,X,X,X,X
JLTSIZO,O,O,X,O,X,X,X,X,X,X
JLTSIOZ,X,O,X,O,X,X,X,X,X,X
JLTSZIO,O,O,X,O,X,X,X,X,X,X
JLTSZOI,O,O,X,O,X,X,X,X,X,X
JLTSOIZ,X,O,X,O,X,X,X,X,X,X
JLTSOZI,X,O,X,O,X,X,X,X,X,X
JLTZISO,O,O,X,O,O,X,O,X,X,X
JLTZIOS,O,O,X,O,X,O,X,X,X,X
JLTZSIO,O,O,X,O,O,X,O,X,X,X
JLTZSOI,O,O,X,O,O,X,O,X,X,X
JLTZOIS,O,O,X,O,X,O,X,X,X,X
JLTZOSI,O,O,X,O,X,X,X,X,X,X
JLTOISZ,O,X,X,O,X,X,X,X,X,X
JLTOIZS,O,O,X,O,X,X,X,X,X,X
JLTOSIZ,O,X,X,O,X,X,X,X,X,X
JLTOSZI,O,X,X,O,X,X,X,X,X,X
JLTOZIS,O,O,X,O,X,X,X,X,X,X
JLTOZSI,O,O,X,O,X,X,X,X,X,X
JLITSZO,O,O,X,O,X,X,X,X,X,X
JLITSOZ,X,O,X,O,X,X,X,X,X,X
JLITZSO,O,O,X,O,O,X,O,X,X,X
JLITZOS,O,O,X,O,X,O,X,X,X,X
JLITOSZ,O,X,X,O,X,X,X,X,X,X
JLITOZS,O,O,X,O,X,X,X,X,X,X
JLISTZO,X,O,X,O,X,X,X,X,X,X
JLISTOZ,X,O,X,O,X,X,X,X,X,X
JLISZTO,X,O,X,O,O,X,X,X,X,X
JLISZOT,X,O,X,O,O,X,X,X,X,X
JLISOTZ,X,O,X,O,X,X,X,X,X,X
JLISOZT,X,O,O,O,O,X,X,X,X,X
JLIZTSO,X,O,X,O,O,X,O,X,X,X
JLIZTOS,X,O,X,O,X,O,X,X,X,X
JLIZSTO,X,O,X,O,O,X,O,X,X,X
JLIZSOT,X,O,X,O,O,X,O,X,X,X
JLIZOTS,X,O,O,O,X,O,X,X,X,X
JLIZOST,X,O,O,O,X,X,X,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X,X
JLIOTZS,O,O,X,O,X,X,X,X,X,X
JLIOSTZ,O,O,X,O,X,X,X,X,X,X
JLIOSZT,X,O,O,O,X,X,X,X,X,X
JLIOZTS,O,O,O,O,X,O,X,X,X,X
JLIOZST,X,O,O,O,X,X,X,X,X,X
JLSTIZO,X,O,X,O,X,X,X,O,X,X
JLSTIOZ,X,O,X,O,X,X,X,X,X,X
JLSTZIO,X,O,X,O,X,X,X,O,X,X
JLSTZOI,X,O,X,O,X,X,X,O,X,X
JLSTOIZ,X,O,X,O,X,X,X,X,X,X
JLSTOZI,X,O,X,O,X,X,X,X,X,X
JLSITZO,X,O,X,O,X,X,X,X,X,X
JLSITOZ,X,O,X,O,X,X,X,X,X,X
JLSIZTO,X,O,X,O,O,X,X,X,X,X
JLSIZOT,X,O,X,O,O,X,X,X,X,X
JLSIOTZ,X,O,X,O,X,X,X,X,X,X
JLSIOZT,X,O,O,O,O,X,X,X,X,X
JLSZTIO,X,O,X,O,O,X,X,O,X,X
JLSZTOI,X,O,X,O,O,X,X,O,X,X
JLSZITO,X,O,X,O,O,X,X,O,X,X
JLSZIOT,X,O,X,O,O,X,X,X,X,X
JLSZOTI,X,O,X,O,O,X,X,O,X,X
JLSZOIT,X,O,X,O,O,X,X,X,X,X
JLSOTIZ,X,O,X,O,X,X,X,X,X,X
JLSOTZI,X,O,X,O,X,X,X,X,X,X
JLSOITZ,X,O,X,O,X,X,X,X,X,X
JLSOIZT,X,O,O,O,O,X,X,X,X,X
JLSOZTI,X,O,O,O,O,X,X,X,X,X
JLSOZIT,X,O,O,O,O,X,X,X,X,X
JLZTISO,X,O,X,O,O,X,O,X,X,X
JLZTIOS,X,O,X,O,X,O,X,X,X,X
JLZTSIO,X,O,X,O,O,X,O,O,X,X
JLZTSOI,X,O,X,O,O,X,O,O,X,X
JLZTOIS,X,O,X,O,X,O,X,X,X,X
JLZTOSI,X,O,X,O,X,X,X,X,X,X
JLZITSO,X,O,X,O,O,X,O,X,X,X
JLZITOS,X,O,X,O,X,O,X,X,X,X
JLZISTO,X,O,X,O,O,X,O,O,X,X
JLZISOT,X,O,X,O,O,X,O,X,X,X
JLZIOTS,X,O,O,O,X,O,X,X,X,X
JLZIOST,X,O,O,O,X,X,X,X,X,X
JLZSTIO,X,O,X,O,O,X,O,O,X,X
JLZSTOI,X,O,X,O,O,X,O,O,X,X
JLZSITO,X,O,X,O,O,X,O,O,X,X
JLZSIOT,X,O,X,O,O,X,O,X,X,X
JLZSOTI,X,O,X,O,O,X,O,O,X,X
JLZSOIT,X,O,X,O,O,X,O,X,X,X
JLZOTIS,X,O,O,O,X,O,X,X,X,X
JLZOTSI,X,O,O,O,X,X,X,X,X,X
JLZOITS,X,O,O,O,X,O,X,X,X,X
JLZOIST,X,O,O,O,X,X,X,X,X,X
JLZOSTI,X,O,O,O,X,X,X,O,X,X
JLZOSIT,X,O,O,O,X,X,X,X,X,X
JLOTISZ,O,X,X,O,X,X,X,X,X,X
JLOTIZS,O,O,X,O,X,X,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X,X,X
JLOTZIS,O,O,X,O,X,X,X,X,X,X
JLOTZSI,O,O,X,O,X,X,X,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,X,X
JLOITZS,O,O,X,O,X,X,X,X,X,X
JLOISTZ,O,O,X,O,X,X,X,X,X,X
JLOISZT,X,O,O,O,X,X,X,X,X,X
JLOIZTS,O,O,O,O,X,O,X,X,X,X
JLOIZST,X,O,O,O,X,X,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X,X
JLOSITZ,O,O,X,O,X,X,X,X,X,X
JLOSIZT,X,O,O,O,X,X,X,X,X,X
JLOSZTI,X,O,O,O,X,X,X,X,X,X
JLOSZIT,X,O,O,O,X,X,X,X,X,X
JLOZTIS,O,O,O,O,X,O,X,X,X,X
JLOZTSI,O,O,O,O,X,X,X,X,X,X
JLOZITS,O,O,O,O,X,O,X,X,X,X
JLOZIST,X,O,O,O,X,X,X,X,X,X
JLOZSTI,X,O,O,O,X,X,X,X,X,X
JLOZSIT,X,O,O,O,X,X,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,O,X,X
JSTILOZ,X,O,X,X,X,X,X,X,X,X
JSTIZLO,O,O,X,X,O,X,O,O,X,X
JSTIZOL,O,O,X,X,O,O,O,O,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,X
JSTIOZL,O,O,O,X,O,X,X,O,X,X
JSTLIZO,O,O,X,X,X,X,X,O,X,X
JSTLIOZ,X,O,X,X,X,X,X,X,X,X
JSTLZIO,O,O,X,X,X,X,X,O,X,X
JSTLZOI,O,O,X,X,X,X,X,O,X,X
JSTLOIZ,X,O,X,X,X,X,X,X,X,X
JSTLOZI,X,O,X,X,X,X,X,X,X,X
JSTZILO,O,O,X,X,O,X,O,O,X,X
JSTZIOL,O,O,X,X,O,O,O,O,X,X
JSTZLIO,O,O,X,X,O,X,O,O,X,X
JSTZLOI,O,O,X,X,O,X,O,O,X,X
JSTZOIL,O,O,X,X,O,O,O,O,X,X
JSTZOLI,O,O,X,X,O,X,O,O,X,X
JSTOILZ,O,O,X,X,X,X,X,X,X,X
JSTOIZL,O,O,O,X,O,X,X,O,X,X
JSTOLIZ,O,O,X,X,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X,X,X
JSTOZIL,O,O,O,X,O,X,X,O,X,X
JSTOZLI,O,O,O,X,O,X,X,O,X,X
JSITLZO,O,O,X,X,X,X,X,O,X,X
JSITLOZ,X,O,X,X,X,X,X,X,X,X
JSITZLO,O,O,X,X,O,X,O,O,X,X
JSITZOL,O,O,X,X,O,O,O,O,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X
JSITOZL,O,O,O,X,O,X,X,O,X,X
JSILTZO,X,O,X,O,X,X,X,X,X,X
JSILTOZ,X,O,X,O,X,X,X,X,X,X
JSILZTO,X,O,X,O,O,X,X,X,X,X
JSILZOT,X,O,X,O,O,X,X,X,X,X
JSILOTZ,X,O,X,O,X,X,X,X,X,X
JSILOZT,X,O,O,O,O,X,X,X,X,X
JSIZTLO,X,O,X,O,O,X,O,O,X,X
JSIZTOL,X,O,X,O,O,O,O,O,X,X
JSIZLTO,X,O,X,O,O,X,O,O,X,X
JSIZLOT,X,O,X,O,O,X,O,X,X,X
JSIZOTL,X,O,O,O,O,O,O,X,X,X
JSIZOLT,X,O,O,O,O,X,O,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X,X,X
JSIOTZL,O,O,O,O,O,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,X,X,X,X
JSIOLZT,X,O,O,X,O,X,X,X,X,X
JSIOZTL,X,O,O,O,O,O,X,X,X,X
JSIOZLT,X,O,O,O,O,X,X,X,X,X
JSLTIZO,X,O,X,O,X,X,X,O,X,X
JSLTIOZ,X,O,X,O,X,X,X,X,X,X
JSLTZIO,X,O,X,O,X,X,X,O,X,X
JSLTZOI,X,O,X,O,X,X,X,O,X,X
JSLTOIZ,X,O,X,O,X,X,X,X,X,X
JSLTOZI,X,O,X,O,X,X,X,X,X,X
JSLITZO,X,O,X,O,X,X,X,X,X,X
JSLITOZ,X,O,X,O,X,X,X,X,X,X
JSLIZTO,X,O,X,O,O,X,X,X,X,X
JSLIZOT,X,O,X,O,O,X,X,X,X,X
JSLIOTZ,X,O,X,O,X,X,X,X,X,X
JSLIOZT,X,O,O,O,O,X,X,X,X,X
JSLZTIO,X,O,X,O,O,X,X,O,X,X
JSLZTOI,X,O,X,O,O,X,X,O,X,X
JSLZITO,X,O,X,O,O,X,X,O,X,X
JSLZIOT,X,O,X,O,O,X,X,X,X,X
JSLZOTI,X,O,X,O,O,X,X,O,X,X
JSLZOIT,X,O,X,O,O,X,X,X,X,X
JSLOTIZ,X,O,X,O,X,X,X,X,X,X
JSLOTZI,X,O,X,O,X,X,X,X,X,X
JSLOITZ,X,O,X,O,X,X,X,X,X,X
JSLOIZT,X,O,O,O,O,X,X,X,X,X
JSLOZTI,X,O,O,O,O,X,X,X,X,X
JSLOZIT,X,O,O,O,O,X,X,X,X,X
JSZTILO,X,O,X,O,O,X,O,O,X,X
JSZTIOL,X,O,X,O,O,O,O,O,X,X
JSZTLIO,X,O,X,O,O,X,O,O,X,X
JSZTLOI,X,O,X,O,O,X,O,O,X,X
JSZTOIL,X,O,X,O,O,O,O,O,X,X
JSZTOLI,X,O,X,O,O,X,O,O,X,X
JSZITLO,X,O,X,O,O,X,O,O,X,X
JSZITOL,X,O,X,O,O,O,O,O,X,X
JSZILTO,X,O,X,O,O,X,O,O,X,X
JSZILOT,X,O,X,O,O,X,O,X,X,X
JSZIOTL,X,O,O,O,O,O,O,X,X,X
JSZIOLT,X,O,O,O,O,X,O,X,X,X
JSZLTIO,X,O,X,O,O,X,O,O,X,X
JSZLTOI,X,O,X,O,O,X,O,O,X,X
JSZLITO,X,O,X,O,O,X,O,O,X,X
JSZLIOT,X,O,X,O,O,X,O,X,X,X
JSZLOTI,X,O,X,O,O,X,O,O,X,X
JSZLOIT,X,O,X,O,O,X,O,X,X,X
JSZOTIL,X,O,O,O,O,O,O,O,X,X
JSZOTLI,X,O,O,O,O,X,O,O,X,X
JSZOITL,X,O,O,O,O,O,O,X,X,X
JSZOILT,X,O,O,O,O,X,O,X,X,X
JSZOLTI,X,O,O,O,O,X,O,O,X,X
JSZOLIT,X,O,O,O,O,X,O,X,X,X
JSOTILZ,O,O,X,X,X,X,X,X,X,X
JSOTIZL,O,O,O,O,O,X,X,O,X,X
JSOTLIZ,O,O,X,X,X,X,X,X,X,X
JSOTLZI,O,O,X,X,X,X,X,X,X,X
JSOTZIL,O,O,O,O,O,X,X,O,X,X
JSOTZLI,O,O,O,O,O,X,X,O,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,O,O,O,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X,X,X,X
JSOILZT,X,O,O,X,O,X,X,X,X,X
JSOIZTL,X,O,O,O,O,O,X,X,X,X
JSOIZLT,X,O,O,O,O,X,X,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X,X,X
JSOLIZT,X,O,O,X,O,X,X,X,X,X
JSOLZTI,X,O,O,X,O,X,X,X,X,X
JSOLZIT,X,O,O,X,O,X,X,X,X,X
JSOZTIL,X,O,O,O,O,O,X,O,X,X
JSOZTLI,X,O,O,O,O,X,X,O,X,X
JSOZITL,X,O,O,O,O,O,X,X,X,X
JSOZILT,X,O,O,O,O,X,X,X,X,X
JSOZLTI,X,O,O,O,O,X,X,O,X,X
JSOZLIT,X,O,O,O,O,X,X,X,X,X
JZTILSO,O,O,X,O,O,X,O,X,O,X
JZTILOS,O,X,X,O,X,O,X,X,O,X
JZTISLO,O,O,X,O,O,X,O,X,O,X
JZTISOL,O,O,X,O,O,O,O,X,X,X
JZTIOLS,O,X,O,O,X,O,X,X,O,X
JZTIOSL,O,O,O,O,O,O,O,X,X,X
JZTLISO,O,O,X,O,O,X,O,X,O,X
JZTLIOS,O,X,X,O,X,O,X,X,O,X
JZTLSIO,O,O,X,O,O,X,O,O,X,X
JZTLSOI,O,O,X,O,O,X,O,O,X,X
JZTLOIS,O,X,X,O,X,O,X,X,X,X
JZTLOSI,O,X,X,O,X,X,X,X,X,X
JZTSILO,O,O,X,O,O,X,O,O,X,X
JZTSIOL,O,O,X,O,O,O,O,O,X,O
JZTSLIO,O,O,X,O,O,X,O,O,X,X
JZTSLOI,O,O,X,O,O,X,O,O,X,X
JZTSOIL,O,O,X,O,O,O,O,O,X,O
JZTSOLI,O,O,X,O,O,X,O,O,X,O
JZTOILS,O,X,O,O,X,O,X,X,X,X
JZTOISL,O,O,O,O,O,O,O,X,X,X
JZTOLIS,O,X,O,O,X,O,X,X,X,X
JZTOLSI,O,X,O,O,X,X,X,X,X,X
JZTOSIL,O,O,O,O,O,O,O,X,X,O
JZTOSLI,O,O,O,O,O,X,O,X,X,O
JZITLSO,O,O,X,O,O,X,O,X,O,X
JZITLOS,O,X,X,O,X,O,X,X,O,X
JZITSLO,O,O,X,O,O,X,O,X,O,X
JZITSOL,O,O,X,O,O,O,O,X,X,X
JZITOLS,O,X,O,O,X,O,X,X,O,X
JZITOSL,O,O,O,O,O,O,O,X,X,X
JZILTSO,X,O,X,O,O,X,O,X,O,X
JZILTOS,X,O,X,O,X,O,X,X,O,X
JZILSTO,X,O,X,O,O,X,O,O,O,X
JZILSOT,X,O,X,O,O,X,O,X,X,X
JZILOTS,X,O,O,O,X,O,X,X,O,X
JZILOST,X,O,O,O,X,X,X,X,X,X
JZISTLO,X,O,X,O,O,X,O,O,O,X
JZISTOL,X,O,X,O,O,O,O,O,X,O
JZISLTO,X,O,X,O,O,X,O,O,O,X
JZISLOT,X,O,X,O,O,X,O,X,X,X
JZISOTL,X,O,O,O,O,O,O,X,X,O
JZISOLT,X,O,O,O,O,X,O,X,X,X
JZIOTLS,O,X,O,O,X,O,X,X,O,X
JZIOTSL,O,O,O,O,O,O,O,X,X,X
JZIOLTS,O,X,O,O,X,O,X,X,O,X
JZIOLST,X,X,O,O,X,X,X,X,X,X
JZIOSTL,X,O,O,O,O,O,O,X,X,O
JZIOSLT,X,O,O,O,O,X,O,X,X,X
JZLTISO,X,O,X,O,O,X,O,X,O,X
JZLTIOS,X,O,X,O,X,O,X,X,O,X
JZLTSIO,X,O,X,O,O,X,O,O,X,X
JZLTSOI,X,O,X,O,O,X,O,O,X,X
JZLTOIS,X,O,X,O,X,O,X,X,X,X
JZLTOSI,X,O,X,O,X,X,X,X,X,X
JZLITSO,X,O,X,O,O,X,O,X,O,X
JZLITOS,X,O,X,O,X,O,X,X,O,X
JZLISTO,X,O,X,O,O,X,O,O,O,X
JZLISOT,X,O,X,O,O,X,O,X,X,X
JZLIOTS,X,O,O,O,X,O,X,X,O,X
JZLIOST,X,O,O,O,X,X,X,X,X,X
JZLSTIO,X,O,X,O,O,X,O,O,X,X
JZLSTOI,X,O,X,O,O,X,O,O,X,X
JZLSITO,X,O,X,O,O,X,O,O,X,X
JZLSIOT,X,O,X,O,O,X,O,X,X,X
JZLSOTI,X,O,X,O,O,X,O,O,X,X
JZLSOIT,X,O,X,O,O,X,O,X,X,X
JZLOTIS,X,O,O,O,X,O,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X,X,X
JZLOITS,X,O,O,O,X,O,X,X,X,X
JZLOIST,X,O,O,O,X,X,X,X,X,X
JZLOSTI,X,O,O,O,X,X,X,O,X,X
JZLOSIT,X,O,O,O,X,X,X,X,X,X
JZSTILO,X,O,X,O,O,X,O,O,X,X
JZSTIOL,X,O,X,O,O,O,O,O,X,O
JZSTLIO,X,O,X,O,O,X,O,O,X,X
JZSTLOI,X,O,X,O,O,X,O,O,X,X
JZSTOIL,X,O,X,O,O,O,O,O,X,O
JZSTOLI,X,O,X,O,O,X,O,O,X,O
JZSITLO,X,O,X,O,O,X,O,O,X,X
JZSITOL,X,O,X,O,O,O,O,O,X,O
JZSILTO,X,O,X,O,O,X,O,O,X,X
JZSILOT,X,O,X,O,O,X,O,X,X,X
JZSIOTL,X,O,O,O,O,O,O,X,X,O
JZSIOLT,X,O,O,O,O,X,O,X,X,X
JZSLTIO,X,O,X,O,O,X,O,O,X,X
JZSLTOI,X,O,X,O,O,X,O,O,X,X
JZSLITO,X,O,X,O,O,X,O,O,X,X
JZSLIOT,X,O,X,O,O,X,O,X,X,X
JZSLOTI,X,O,X,O,O,X,O,O,X,X
JZSLOIT,X,O,X,O,O,X,O,X,X,X
JZSOTIL,X,O,O,O,O,O,O,O,X,O
JZSOTLI,X,O,O,O,O,X,O,O,X,O
JZSOITL,X,O,O,O,O,O,O,X,X,O
JZSOILT,X,O,O,O,O,X,O,X,X,X
JZSOLTI,X,O,O,O,O,X,O,O,X,X
JZSOLIT,X,O,O,O,O,X,O,X,X,X
JZOTILS,O,X,O,O,X,O,X,X,X,X
JZOTISL,O,O,O,O,O,O,O,X,X,X
JZOTLIS,O,X,O,O,X,O,X,X,X,X
JZOTLSI,O,X,O,O,X,X,X,X,X,X
JZOTSIL,O,O,O,O,O,O,O,X,X,O
JZOTSLI,O,O,O,O,O,X,O,X,X,O
JZOITLS,O,X,O,O,X,O,X,X,X,X
JZOITSL,O,O,O,O,O,O,O,X,X,X
JZOILTS,O,X,O,O,X,O,X,X,X,X
JZOILST,X,X,O,O,X,X,X,X,X,X
JZOISTL,X,O,O,O,O,O,O,X,X,O
JZOISLT,X,O,O,O,O,X,O,X,X,X
JZOLTIS,O,X,O,O,X,O,X,X,X,X
JZOLTSI,O,X,O,O,X,X,X,X,X,X
JZOLITS,O,X,O,O,X,O,X,X,X,X
JZOLIST,X,X,O,O,X,X,X,X,X,X
JZOLSTI,X,X,O,O,X,X,X,O,X,X
JZOLSIT,X,X,O,O,X,X,X,X,X,X
JZOSTIL,X,O,O,O,O,O,O,O,X,O
JZOSTLI,X,O,O,O,O,X,O,O,X,O
JZOSITL,X,O,O,O,O,O,O,X,X,O
JZOSILT,X,O,O,O,O,X,O,X,X,X
JZOSLTI,X,O,O,O,O,X,O,O,X,X
JZOSLIT,X,O,O,O,O,X,O,X,X,X
JOTILSZ,O,X,X,X,X,X,X,X,X,X
JOTILZS,O,X,X,O,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X,X,X,X
JOTISZL,O,X,O,O,X,X,X,X,X,X
JOTIZLS,O,X,O,O,X,O,X,X,X,X
JOTIZSL,O,X,O,O,O,O,O,X,X,X
JOTLISZ,O,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,X,O,X,X,X,X,X,X
JOTLSIZ,O,X,X,X,X,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,O,X,X,X,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X,X
JOTSILZ,O,X,X,X,X,X,X,X,X,X
JOTSIZL,O,X,O,O,X,X,X,X,X,X
JOTSLIZ,O,X,X,X,X,X,X,X,X,X
JOTSLZI,O,X,X,X,X,X,X,X,X,X
JOTSZIL,O,X,O,O,X,X,X,X,X,X
JOTSZLI,O,X,O,O,X,X,X,X,X,X
JOTZILS,O,X,O,O,X,O,X,X,X,X
JOTZISL,O,X,O,O,O,O,O,X,X,X
JOTZLIS,O,X,O,O,X,O,X,X,X,X
JOTZLSI,O,X,O,O,X,X,X,X,X,X
JOTZSIL,O,X,O,O,O,O,O,X,X,O
JOTZSLI,O,X,O,O,O,X,O,X,X,O
JOITLSZ,O,X,X,X,X,X,X,X,X,X
JOITLZS,O,X,X,O,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,X,O,O,X,X,X,X,X,X
JOITZLS,O,X,O,O,X,O,X,X,X,X
JOITZSL,O,X,O,O,O,O,O,X,X,X
JOILTSZ,O,X,X,O,X,X,X,X,X,X
JOILTZS,O,O,X,O,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,X,X,X,X,X
JOILSZT,X,O,O,O,X,X,X,X,X,X
JOILZTS,O,O,O,O,X,O,X,X,X,X
JOILZST,X,O,O,O,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,X,X,X,X,X
JOISTZL,O,O,O,O,O,X,X,X,X,X
JOISLTZ,O,O,X,X,X,X,X,X,X,X
JOISLZT,X,O,O,X,O,X,X,X,X,X
JOISZTL,X,O,O,O,O,O,X,X,X,X
JOISZLT,X,O,O,O,O,X,X,X,X,X
JOIZTLS,O,X,O,O,X,O,X,X,X,X
JOIZTSL,O,O,O,O,O,O,O,X,X,X
JOIZLTS,O,X,O,O,X,O,X,X,X,X
JOIZLST,X,X,O,O,X,X,X,X,X,X
JOIZSTL,X,O,O,O,O,O,O,X,X,X
JOIZSLT,X,O,O,O,O,X,O,X,X,X
JOLTISZ,O,X,X,O,X,X,X,X,X,X
JOLTIZS,O,O,X,O,X,X,X,X,X,X
JOLTSIZ,O,X,X,O,X,X,X,X,X,X
JOLTSZI,O,X,X,O,X,X,X,X,X,X
JOLTZIS,O,O,X,O,X,X,X,X,X,X
JOLTZSI,O,O,X,O,X,X,X,X,X,X
JOLITSZ,O,X,X,O,X,X,X,X,X,X
JOLITZS,O,O,X,O,X,X,X,X,X,X
JOLISTZ,O,O,X,O,X,X,X,X,X,X
JOLISZT,X,O,O,O,X,X,X,X,X,X
JOLIZTS,O,O,O,O,X,O,X,X,X,X
JOLIZST,X,O,O,O,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,X,X,X
JOLSIZT,X,O,O,O,X,X,X,X,X,X
JOLSZTI,X,O,O,O,X,X,X,X,X,X
JOLSZIT,X,O,O,O,X,X,X,X,X,X
JOLZTIS,O,O,O,O,X,O,X,X,X,X
JOLZTSI,O,O,O,O,X,X,X,X,X,X
JOLZITS,O,O,O,O,X,O,X,X,X,X
JOLZIST,X,O,O,O,X,X,X,X,X,X
JOLZSTI,X,O,O,O,X,X,X,X,X,X
JOLZSIT,X,O,O,O,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X
JOSTIZL,O,O,O,O,O,X,X,O,X,X
JOSTLIZ,O,O,X,X,X,X,X,X,X,X
JOSTLZI,O,O,X,X,X,X,X,X,X,X
JOSTZIL,O,O,O,O,O,X,X,O,X,X
JOSTZLI,O,O,O,O,O,X,X,O,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X
JOSITZL,O,O,O,O,O,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X,X,X,X
JOSILZT,X,O,O,X,O,X,X,X,X,X
JOSIZTL,X,O,O,O,O,O,X,X,X,X
JOSIZLT,X,O,O,O,O,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,X,X
JOSLIZT,X,O,O,X,O,X,X,X,X,X
JOSLZTI,X,O,O,X,O,X,X,X,X,X
JOSLZIT,X,O,O,X,O,X,X,X,X,X
JOSZTIL,X,O,O,O,O,O,X,O,X,X
JOSZTLI,X,O,O,O,O,X,X,O,X,X
JOSZITL,X,O,O,O,O,O,X,X,X,X
JOSZILT,X,O,O,O,O,X,X,X,X,X
JOSZLTI,X,O,O,O,O,X,X,O,X,X
JOSZLIT,X,O,O,O,O,X,X,X,X,X
JOZTILS,O,X,O,O,X,O,X,X,X,X
JOZTISL,O,O,O,O,O,O,O,X,X,X
