sequence,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBCiB8?qBTnB1wB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBTiB6?qBcrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBlmBc?sBzqBCsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBXiB6?qBcsBTrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBTiBllBc?rBXsBCrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBllBcrBT?nBCrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBfnB6nBl?lB0rBzqB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFRhB+nBcpBl?lBXrBzrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFWnBcpBllBx?rBzqBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JexBJvhFTkBllB3mBc?sBipBWwB
TSOIJZL,O,O,O,X,O,X,X,O,X,X
TSOIZLJ,O,O,O,X,O,X,X,O,X,X
TSOIZJL,O,O,O,X,O,X,X,O,X,X
TSOLIJZ,O,O,X,X,X,X,X,X,X,X
TSOLIZJ,O,O,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,X,X,X,X,X,X,X,X
TSOLJZI,O,O,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,X,X,X,X,X,X,X,X
TSOLZJI,O,O,X,X,X,X,X,X,X,X
TSOJILZ,O,O,X,X,X,X,X,X,X,X
TSOJIZL,O,O,O,X,O,X,X,O,X,X
TSOJLIZ,O,O,X,X,X,X,X,X,X,X
TSOJLZI,O,O,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,X,O,X,X,O,X,X
TSOJZLI,O,O,O,X,O,X,X,O,X,X
TSOZILJ,O,O,O,X,O,X,X,O,X,O
TSOZIJL,O,O,O,X,O,X,X,O,X,O
TSOZLIJ,O,O,O,X,O,X,X,O,X,O
TSOZLJI,O,O,O,X,O,X,X,O,X,O
TSOZJIL,O,O,O,X,O,X,X,O,X,O
TSOZJLI,O,O,O,X,O,X,X,O,X,O
TZILJSO,O,O,X,O,O,X,O,X,O,X
TZILJOS,O,O,X,O,X,O,X,X,O,X
TZILSJO,O,O,X,O,O,X,O,O,O,X
TZILSOJ,O,O,X,O,O,X,O,O,X,X
TZILOJS,O,O,X,O,X,O,X,X,O,X
TZILOSJ,O,O,X,O,X,X,X,X,X,X
TZIJLSO,O,O,X,O,O,X,O,X,O,X
TZIJLOS,O,X,X,O,X,O,X,X,O,X
TZIJSLO,O,O,X,O,O,X,O,X,O,X
TZIJSOL,O,O,X,O,O,O,O,X,X,X
TZIJOLS,O,X,O,O,X,O,X,X,O,X
TZIJOSL,O,O,O,O,O,O,O,X,X,X
TZISLJO,O,O,X,O,O,X,O,O,O,X
TZISLOJ,O,O,X,O,O,X,O,O,X,O
TZISJLO,O,O,X,O,O,X,O,O,O,X
TZISJOL,O,O,X,O,O,O,O,O,X,O
TZISOLJ,O,O,X,O,O,X,O,O,X,O
TZISOJL,O,O,X,O,O,O,O,O,X,O
TZIOLJS,O,X,O,O,X,O,X,X,O,X
TZIOLSJ,O,X,O,O,X,X,X,X,X,X
TZIOJLS,O,X,O,O,X,O,X,X,O,X
TZIOJSL,O,O,O,O,O,O,O,X,X,X
TZIOSLJ,O,O,O,O,O,X,O,X,X,O
TZIOSJL,O,O,O,O,O,O,O,X,X,O
TZLIJSO,O,O,X,O,O,X,O,X,O,X
TZLIJOS,O,O,X,O,X,O,X,X,O,X
TZLISJO,O,O,X,O,O,X,O,O,O,X
TZLISOJ,O,O,X,O,O,X,O,O,X,X
TZLIOJS,O,O,X,O,X,O,X,X,O,X
TZLIOSJ,O,O,X,O,X,X,X,X,X,X
TZLJISO,O,O,X,O,O,X,O,X,O,X
TZLJIOS,O,O,X,O,X,O,X,X,O,X
TZLJSIO,O,O,X,O,O,X,O,O,X,X
TZLJSOI,O,O,X,O,O,X,O,O,X,X
TZLJOIS,O,O,X,O,X,O,X,X,X,X
TZLJOSI,O,O,X,O,X,X,X,X,X,X
TZLSIJO,O,O,X,O,O,X,O,O,O,X
TZLSIOJ,O,O,X,O,O,X,O,O,X,O
TZLSJIO,O,O,X,O,O,X,O,O,X,X
TZLSJOI,O,O,X,O,O,X,O,O,X,X
TZLSOIJ,O,O,X,O,O,X,O,O,X,O
TZLSOJI,O,O,X,O,O,X,O,O,X,O
TZLOIJS,O,O,X,O,X,O,X,X,O,X
TZLOISJ,O,O,X,O,X,X,X,X,X,X
TZLOJIS,O,O,X,O,X,O,X,X,X,X
TZLOJSI,O,O,X,O,X,X,X,X,X,X
TZLOSIJ,O,O,X,O,X,X,X,O,X,O
TZLOSJI,O,O,X,O,X,X,X,O,X,O
TZJILSO,O,O,X,O,O,X,O,X,O,X
TZJILOS,O,X,X,O,X,O,X,X,O,X
TZJISLO,O,O,X,O,O,X,O,X,O,X
TZJISOL,O,O,X,O,O,O,O,X,X,X
TZJIOLS,O,X,O,O,X,O,X,X,O,X
TZJIOSL,O,O,O,O,O,O,O,X,X,X
TZJLISO,O,O,X,O,O,X,O,X,O,X
TZJLIOS,O,X,X,O,X,O,X,X,O,X
TZJLSIO,O,O,X,O,O,X,O,O,X,X
TZJLSOI,O,O,X,O,O,X,O,O,X,X
TZJLOIS,O,X,X,O,X,O,X,X,X,X
TZJLOSI,O,X,X,O,X,X,X,X,X,X
TZJSILO,O,O,X,O,O,X,O,O,X,X
TZJSIOL,O,O,X,O,O,O,O,O,X,O
TZJSLIO,O,O,X,O,O,X,O,O,X,X
TZJSLOI,O,O,X,O,O,X,O,O,X,X
TZJSOIL,O,O,X,O,O,O,O,O,X,O
TZJSOLI,O,O,X,O,O,X,O,O,X,O
TZJOILS,O,X,O,O,X,O,X,X,X,X
TZJOISL,O,O,O,O,O,O,O,X,X,X
TZJOLIS,O,X,O,O,X,O,X,X,X,X
TZJOLSI,O,X,O,O,X,X,X,X,X,X
TZJOSIL,O,O,O,O,O,O,O,X,X,O
TZJOSLI,O,O,O,O,O,X,O,X,X,O
TZSILJO,O,O,X,O,O,X,O,O,O,X
TZSILOJ,O,O,X,O,O,X,O,O,X,O
TZSIJLO,O,O,X,O,O,X,O,O,O,X
TZSIJOL,O,O,X,O,O,O,O,O,X,O
TZSIOLJ,O,O,X,O,O,X,O,O,X,O
TZSIOJL,O,O,X,O,O,O,O,O,X,O
TZSLIJO,O,O,X,O,O,X,O,O,O,X
TZSLIOJ,O,O,X,O,O,X,O,O,X,O
TZSLJIO,O,O,X,O,O,X,O,O,X,X
TZSLJOI,O,O,X,O,O,X,O,O,X,X
TZSLOIJ,O,O,X,O,O,X,O,O,X,O
TZSLOJI,O,O,X,O,O,X,O,O,X,O
TZSJILO,O,O,X,O,O,X,O,O,X,X
TZSJIOL,O,O,X,O,O,O,O,O,X,O
TZSJLIO,O,O,X,O,O,X,O,O,X,X
TZSJLOI,O,O,X,O,O,X,O,O,X,X
TZSJOIL,O,O,X,O,O,O,O,O,X,O
TZSJOLI,O,O,X,O,O,X,O,O,X,O
TZSOILJ,O,O,X,O,O,X,O,O,X,O
TZSOIJL,O,O,X,O,O,O,O,O,X,O
TZSOLIJ,O,O,X,O,O,X,O,O,X,O
TZSOLJI,O,O,X,O,O,X,O,O,X,O
TZSOJIL,O,O,X,O,O,O,O,O,X,O
TZSOJLI,O,O,X,O,O,X,O,O,X,O
TZOILJS,O,X,O,O,X,O,X,X,O,X
TZOILSJ,O,X,O,O,X,X,X,X,X,X
TZOIJLS,O,X,O,O,X,O,X,X,O,X
TZOIJSL,O,O,O,O,O,O,O,X,X,X
TZOISLJ,O,O,O,O,O,X,O,X,X,O
TZOISJL,O,O,O,O,O,O,O,X,X,O
TZOLIJS,O,X,O,O,X,O,X,X,O,X
TZOLISJ,O,X,O,O,X,X,X,X,X,X
TZOLJIS,O,X,O,O,X,O,X,X,X,X
TZOLJSI,O,X,O,O,X,X,X,X,X,X
TZOLSIJ,O,X,O,O,X,X,X,O,X,O
TZOLSJI,O,X,O,O,X,X,X,O,X,O
TZOJILS,O,X,O,O,X,O,X,X,X,X
TZOJISL,O,O,O,O,O,O,O,X,X,X
TZOJLIS,O,X,O,O,X,O,X,X,X,X
TZOJLSI,O,X,O,O,X,X,X,X,X,X
TZOJSIL,O,O,O,O,O,O,O,X,X,O
TZOJSLI,O,O,O,O,O,X,O,X,X,O
TZOSILJ,O,O,O,O,O,X,O,O,X,O
TZOSIJL,O,O,O,O,O,O,O,O,X,O
TZOSLIJ,O,O,O,O,O,X,O,O,X,O
TZOSLJI,O,O,O,O,O,X,O,O,X,O
TZOSJIL,O,O,O,O,O,O,O,O,X,O
TZOSJLI,O,O,O,O,O,X,O,O,X,O
TOILJSZ,O,X,X,O,X,X,X,X,X,X
TOILJZS,O,X,X,O,X,X,X,X,X,X
TOILSJZ,O,X,X,O,X,X,X,X,X,X
TOILSZJ,O,X,X,O,X,X,X,X,X,X
TOILZJS,O,X,X,O,X,X,X,X,X,X
TOILZSJ,O,X,X,O,X,X,X,X,X,X
TOIJLSZ,O,X,X,X,X,X,X,X,X,X
TOIJLZS,O,X,X,O,X,X,X,X,X,X
TOIJSLZ,O,X,X,X,X,X,X,X,X,X
TOIJSZL,O,X,O,O,X,X,X,X,X,X
TOIJZLS,O,X,O,O,X,O,X,X,O,X
TOIJZSL,O,X,O,O,O,O,O,X,X,X
TOISLJZ,O,X,X,X,X,X,X,X,X,X
TOISLZJ,O,X,X,X,X,X,X,X,X,X
TOISJLZ,O,X,X,X,X,X,X,X,X,X
TOISJZL,O,X,O,O,X,X,X,X,X,X
TOISZLJ,O,X,O,O,X,X,X,X,X,X
TOISZJL,O,X,O,O,X,X,X,X,X,X
TOIZLJS,O,X,O,O,X,O,X,X,O,X
TOIZLSJ,O,X,O,O,X,X,X,X,X,X
TOIZJLS,O,X,O,O,X,O,X,X,O,X
TOIZJSL,O,X,O,O,O,O,O,X,X,X
TOIZSLJ,O,X,O,O,O,X,O,X,X,O
TOIZSJL,O,X,O,O,O,O,O,X,X,O
TOLIJSZ,O,X,X,O,X,X,X,X,X,X
TOLIJZS,O,X,X,O,X,X,X,X,X,X
TOLISJZ,O,X,X,O,X,X,X,X,X,X
TOLISZJ,O,X,X,O,X,X,X,X,X,X
TOLIZJS,O,X,X,O,X,X,X,X,X,X
TOLIZSJ,O,X,X,O,X,X,X,X,X,X
TOLJISZ,O,X,X,O,X,X,X,X,X,X
TOLJIZS,O,X,X,O,X,X,X,X,X,X
TOLJSIZ,O,X,X,O,X,X,X,X,X,X
TOLJSZI,O,X,X,O,X,X,X,X,X,X
TOLJZIS,O,X,X,O,X,X,X,X,X,X
TOLJZSI,O,X,X,O,X,X,X,X,X,X
TOLSIJZ,O,X,X,O,X,X,X,X,X,X
TOLSIZJ,O,X,X,O,X,X,X,X,X,X
TOLSJIZ,O,X,X,O,X,X,X,X,X,X
TOLSJZI,O,X,X,O,X,X,X,X,X,X
TOLSZIJ,O,X,X,O,X,X,X,X,X,X
TOLSZJI,O,X,X,O,X,X,X,X,X,X
TOLZIJS,O,X,X,O,X,X,X,X,X,X
TOLZISJ,O,X,X,O,X,X,X,X,X,X
TOLZJIS,O,X,X,O,X,X,X,X,X,X
TOLZJSI,O,X,X,O,X,X,X,X,X,X
TOLZSIJ,O,X,X,O,X,X,X,X,X,O
TOLZSJI,O,X,X,O,X,X,X,X,X,O
TOJILSZ,O,X,X,X,X,X,X,X,X,X
TOJILZS,O,X,X,O,X,X,X,X,X,X
TOJISLZ,O,X,X,X,X,X,X,X,X,X
TOJISZL,O,X,O,O,X,X,X,X,X,X
TOJIZLS,O,X,O,O,X,O,X,X,X,X
TOJIZSL,O,X,O,O,O,O,O,X,X,X
TOJLISZ,O,X,X,X,X,X,X,X,X,X
TOJLIZS,O,X,X,O,X,X,X,X,X,X
TOJLSIZ,O,X,X,X,X,X,X,X,X,X
TOJLSZI,O,X,X,X,X,X,X,X,X,X
TOJLZIS,O,X,X,O,X,X,X,X,X,X
TOJLZSI,O,X,X,O,X,X,X,X,X,X
TOJSILZ,O,X,X,X,X,X,X,X,X,X
TOJSIZL,O,X,O,O,X,X,X,X,X,X
TOJSLIZ,O,X,X,X,X,X,X,X,X,X
TOJSLZI,O,X,X,X,X,X,X,X,X,X
TOJSZIL,O,X,O,O,X,X,X,X,X,X
TOJSZLI,O,X,O,O,X,X,X,X,X,X
TOJZILS,O,X,O,O,X,O,X,X,X,X
TOJZISL,O,X,O,O,O,O,O,X,X,X
TOJZLIS,O,X,O,O,X,O,X,X,X,X
TOJZLSI,O,X,O,O,X,X,X,X,X,X
TOJZSIL,O,X,O,O,O,O,O,X,X,O
TOJZSLI,O,X,O,O,O,X,O,X,X,O
TOSILJZ,O,X,X,X,X,X,X,X,X,X
TOSILZJ,O,X,X,X,X,X,X,X,X,X
TOSIJLZ,O,X,X,X,X,X,X,X,X,X
TOSIJZL,O,X,O,O,X,X,X,O,X,X
TOSIZLJ,O,X,O,O,X,X,X,O,X,X
TOSIZJL,O,X,O,O,X,X,X,O,X,X
TOSLIJZ,O,X,X,X,X,X,X,X,X,X
TOSLIZJ,O,X,X,X,X,X,X,X,X,X
TOSLJIZ,O,X,X,X,X,X,X,X,X,X
TOSLJZI,O,X,X,X,X,X,X,X,X,X
TOSLZIJ,O,X,X,X,X,X,X,X,X,X
TOSLZJI,O,X,X,X,X,X,X,X,X,X
TOSJILZ,O,X,X,X,X,X,X,X,X,X
TOSJIZL,O,X,O,O,X,X,X,O,X,X
TOSJLIZ,O,X,X,X,X,X,X,X,X,X
TOSJLZI,O,X,X,X,X,X,X,X,X,X
TOSJZIL,O,X,O,O,X,X,X,O,X,X
TOSJZLI,O,X,O,O,X,X,X,O,X,X
TOSZILJ,O,X,O,O,X,X,X,O,X,O
TOSZIJL,O,X,O,O,X,X,X,O,X,O
TOSZLIJ,O,X,O,O,X,X,X,O,X,O
TOSZLJI,O,X,O,O,X,X,X,O,X,O
TOSZJIL,O,X,O,O,X,X,X,O,X,O
TOSZJLI,O,X,O,O,X,X,X,O,X,O
TOZILJS,O,X,O,O,X,O,X,X,O,X
TOZILSJ,O,X,O,O,X,X,X,X,X,X
TOZIJLS,O,X,O,O,X,O,X,X,O,X
TOZIJSL,O,X,O,O,O,O,O,X,X,X
TOZISLJ,O,X,O,O,O,X,O,X,X,O
TOZISJL,O,X,O,O,O,O,O,X,X,O
TOZLIJS,O,X,O,O,X,O,X,X,O,X
TOZLISJ,O,X,O,O,X,X,X,X,X,X
TOZLJIS,O,X,O,O,X,O,X,X,X,X
TOZLJSI,O,X,O,O,X,X,X,X,X,X
TOZLSIJ,O,X,O,O,X,X,X,O,X,O
TOZLSJI,O,X,O,O,X,X,X,O,X,O
TOZJILS,O,X,O,O,X,O,X,X,X,X
TOZJISL,O,X,O,O,O,O,O,X,X,X
TOZJLIS,O,X,O,O,X,O,X,X,X,X
TOZJLSI,O,X,O,O,X,X,X,X,X,X
TOZJSIL,O,X,O,O,O,O,O,X,X,O
TOZJSLI,O,X,O,O,O,X,O,X,X,O
TOZSILJ,O,X,O,O,O,X,O,O,X,O
TOZSIJL,O,X,O,O,O,O,O,O,X,O
TOZSLIJ,O,X,O,O,O,X,O,O,X,O
TOZSLJI,O,X,O,O,O,X,O,O,X,O
TOZSJIL,O,X,O,O,O,O,O,O,X,O
TOZSJLI,O,X,O,O,O,X,O,O,X,O
ITLJSZO,O,O,X,O,X,X,X,X,X,X
ITLJSOZ,X,O,X,O,X,X,X,X,X,X
ITLJZSO,O,O,X,O,O,X,O,X,O,X
ITLJZOS,O,O,X,O,X,O,X,X,O,X
ITLJOSZ,O,X,X,O,X,X,X,X,X,X
ITLJOZS,O,O,X,O,X,X,X,X,X,X
ITLSJZO,O,O,X,O,X,X,X,X,X,X
ITLSJOZ,X,O,X,O,X,X,X,X,X,X
ITLSZJO,O,O,X,O,X,X,X,X,X,X
ITLSZOJ,O,O,X,O,X,X,X,X,X,X
ITLSOJZ,X,O,X,O,X,X,X,X,X,X
ITLSOZJ,X,O,X,O,X,X,X,X,X,X
ITLZJSO,O,O,X,O,O,X,O,X,O,X
ITLZJOS,O,O,X,O,X,O,X,X,O,X
ITLZSJO,O,O,X,O,O,X,O,X,O,X
ITLZSOJ,O,O,X,O,O,X,O,X,X,X
ITLZOJS,O,O,X,O,X,O,X,X,O,X
ITLZOSJ,O,O,X,O,X,X,X,X,X,X
ITLOJSZ,O,X,X,O,X,X,X,X,X,X
ITLOJZS,O,O,X,O,X,X,X,X,X,X
ITLOSJZ,O,X,X,O,X,X,X,X,X,X
ITLOSZJ,O,X,X,O,X,X,X,X,X,X
ITLOZJS,O,O,X,O,X,X,X,X,X,X
ITLOZSJ,O,O,X,O,X,X,X,X,X,X
ITJLSZO,O,O,X,O,X,X,X,X,X,X
ITJLSOZ,X,O,X,O,X,X,X,X,X,X
ITJLZSO,O,O,X,O,O,X,O,X,O,X
ITJLZOS,O,O,X,O,X,O,X,X,O,X
ITJLOSZ,O,X,X,O,X,X,X,X,X,X
ITJLOZS,O,O,X,O,X,X,X,X,X,X
ITJSLZO,O,O,X,X,X,X,X,X,X,X
ITJSLOZ,X,O,X,X,X,X,X,X,X,X
ITJSZLO,O,O,X,X,O,X,O,X,O,X
ITJSZOL,O,O,X,X,O,O,O,X,X,X
ITJSOLZ,O,O,X,X,X,X,X,X,X,X
ITJSOZL,O,O,O,X,O,X,X,X,X,X
ITJZLSO,O,O,X,O,O,X,O,X,O,X
ITJZLOS,O,X,X,O,X,O,X,X,O,X
ITJZSLO,O,O,X,O,O,X,O,X,O,X
ITJZSOL,O,O,X,O,O,O,O,X,X,X
ITJZOLS,O,X,O,O,X,O,X,X,O,X
ITJZOSL,O,O,O,O,O,O,O,X,X,X
ITJOLSZ,O,X,X,X,X,X,X,X,X,X
ITJOLZS,O,X,X,O,X,X,X,X,X,X
ITJOSLZ,O,X,X,X,X,X,X,X,X,X
ITJOSZL,O,X,O,O,X,X,X,X,X,X
ITJOZLS,O,X,O,O,X,O,X,X,O,X
ITJOZSL,O,X,O,O,O,O,O,X,X,X
ITSLJZO,O,O,X,X,X,X,X,O,X,X
ITSLJOZ,X,O,X,X,X,X,X,X,X,X
ITSLZJO,O,O,X,X,X,X,X,O,X,X
ITSLZOJ,O,O,X,X,X,X,X,O,X,X
ITSLOJZ,X,O,X,X,X,X,X,X,X,X
ITSLOZJ,X,O,X,X,X,X,X,X,X,X
ITSJLZO,O,O,X,X,X,X,X,O,X,X
ITSJLOZ,X,O,X,X,X,X,X,X,X,X
ITSJZLO,O,O,X,X,O,X,O,O,O,X
ITSJZOL,O,O,X,X,O,O,O,O,X,X
ITSJOLZ,O,O,X,X,X,X,X,X,X,X
ITSJOZL,O,O,O,X,O,X,X,O,X,X
ITSZLJO,O,O,X,X,O,X,O,O,O,X
ITSZLOJ,O,O,X,X,O,X,O,O,X,X
ITSZJLO,O,O,X,X,O,X,O,O,O,X
ITSZJOL,O,O,X,X,O,O,O,O,X,X
ITSZOLJ,O,O,X,X,O,X,O,O,X,X
ITSZOJL,O,O,X,X,O,O,O,O,X,X
ITSOLJZ,O,O,X,X,X,X,X,X,X,X
ITSOLZJ,O,O,X,X,X,X,X,X,X,X
ITSOJLZ,O,O,X,X,X,X,X,X,X,X
ITSOJZL,O,O,O,X,O,X,X,O,X,X
ITSOZLJ,O,O,O,X,O,X,X,O,X,X
ITSOZJL,O,O,O,X,O,X,X,O,X,X
ITZLJSO,O,O,X,O,O,X,O,X,O,X
ITZLJOS,O,O,X,O,X,O,X,X,O,X
ITZLSJO,O,O,X,O,O,X,O,O,O,X
ITZLSOJ,O,O,X,O,O,X,O,O,X,X
ITZLOJS,O,O,X,O,X,O,X,X,O,X
ITZLOSJ,O,O,X,O,X,X,X,X,X,X
ITZJLSO,O,O,X,O,O,X,O,X,O,X
ITZJLOS,O,X,X,O,X,O,X,X,O,X
ITZJSLO,O,O,X,O,O,X,O,X,O,X
ITZJSOL,O,O,X,O,O,O,O,X,X,X
ITZJOLS,O,X,O,O,X,O,X,X,O,X
ITZJOSL,O,O,O,O,O,O,O,X,X,X
ITZSLJO,O,O,X,O,O,X,O,O,O,X
ITZSLOJ,O,O,X,O,O,X,O,O,X,O
ITZSJLO,O,O,X,O,O,X,O,O,O,X
ITZSJOL,O,O,X,O,O,O,O,O,X,O
ITZSOLJ,O,O,X,O,O,X,O,O,X,O
ITZSOJL,O,O,X,O,O,O,O,O,X,O
ITZOLJS,O,X,O,O,X,O,X,X,O,X
ITZOLSJ,O,X,O,O,X,X,X,X,X,X
ITZOJLS,O,X,O,O,X,O,X,X,O,X
ITZOJSL,O,O,O,O,O,O,O,X,X,X
ITZOSLJ,O,O,O,O,O,X,O,X,X,O
ITZOSJL,O,O,O,O,O,O,O,X,X,O
ITOLJSZ,O,X,X,O,X,X,X,X,X,X
ITOLJZS,O,X,X,O,X,X,X,X,X,X
ITOLSJZ,O,X,X,O,X,X,X,X,X,X
ITOLSZJ,O,X,X,O,X,X,X,X,X,X
ITOLZJS,O,X,X,O,X,X,X,X,X,X
ITOLZSJ,O,X,X,O,X,X,X,X,X,X
ITOJLSZ,O,X,X,X,X,X,X,X,X,X
ITOJLZS,O,X,X,O,X,X,X,X,X,X
ITOJSLZ,O,X,X,X,X,X,X,X,X,X
ITOJSZL,O,X,O,O,X,X,X,X,X,X
ITOJZLS,O,X,O,O,X,O,X,X,O,X
ITOJZSL,O,X,O,O,O,O,O,X,X,X
ITOSLJZ,O,X,X,X,X,X,X,X,X,X
ITOSLZJ,O,X,X,X,X,X,X,X,X,X
ITOSJLZ,O,X,X,X,X,X,X,X,X,X
ITOSJZL,O,X,O,O,X,X,X,X,X,X
ITOSZLJ,O,X,O,O,X,X,X,X,X,X
ITOSZJL,O,X,O,O,X,X,X,X,X,X
ITOZLJS,O,X,O,O,X,O,X,X,O,X
ITOZLSJ,O,X,O,O,X,X,X,X,X,X
ITOZJLS,O,X,O,O,X,O,X,X,O,X
ITOZJSL,O,X,O,O,O,O,O,X,X,X
ITOZSLJ,O,X,O,O,O,X,O,X,X,O
ITOZSJL,O,X,O,O,O,O,O,X,X,O
ILTJSZO,O,O,X,O,X,X,X,X,X,X
ILTJSOZ,X,O,X,O,X,X,X,X,X,X
ILTJZSO,O,O,X,O,O,X,O,X,O,X
ILTJZOS,O,O,X,O,X,O,X,X,O,X
ILTJOSZ,O,X,X,O,X,X,X,X,X,X
ILTJOZS,O,O,X,O,X,X,X,X,X,X
ILTSJZO,O,O,X,O,X,X,X,X,X,X
ILTSJOZ,X,O,X,O,X,X,X,X,X,X
ILTSZJO,O,O,X,O,X,X,X,X,X,X
ILTSZOJ,O,O,X,O,X,X,X,X,X,X
ILTSOJZ,X,O,X,O,X,X,X,X,X,X
ILTSOZJ,X,O,X,O,X,X,X,X,X,X
ILTZJSO,O,O,X,O,O,X,O,X,O,X
ILTZJOS,O,O,X,O,X,O,X,X,O,X
ILTZSJO,O,O,X,O,O,X,O,X,O,X
ILTZSOJ,O,O,X,O,O,X,O,X,X,X
ILTZOJS,O,O,X,O,X,O,X,X,O,X
ILTZOSJ,O,O,X,O,X,X,X,X,X,X
ILTOJSZ,O,X,X,O,X,X,X,X,X,X
ILTOJZS,O,O,X,O,X,X,X,X,X,X
ILTOSJZ,O,X,X,O,X,X,X,X,X,X
ILTOSZJ,O,X,X,O,X,X,X,X,X,X
ILTOZJS,O,O,X,O,X,X,X,X,X,X
ILTOZSJ,O,O,X,O,X,X,X,X,X,X
ILJTSZO,O,O,X,O,X,X,X,X,X,X
ILJTSOZ,X,O,X,O,X,X,X,X,X,X
ILJTZSO,O,O,X,O,O,X,O,X,O,X
ILJTZOS,O,O,X,O,X,O,X,X,O,X
ILJTOSZ,O,X,X,O,X,X,X,X,X,X
ILJTOZS,O,O,X,O,X,X,X,X,X,X
ILJSTZO,X,O,X,O,X,X,X,X,X,X
ILJSTOZ,X,O,X,O,X,X,X,X,X,X
ILJSZTO,X,O,X,O,O,X,X,X,X,X
ILJSZOT,X,O,X,O,O,X,X,X,X,X
ILJSOTZ,X,O,X,O,X,X,X,X,X,X
ILJSOZT,X,O,O,O,O,X,X,X,X,X
ILJZTSO,X,O,X,O,O,X,O,X,O,X
ILJZTOS,X,O,X,O,X,O,X,X,O,X
ILJZSTO,X,O,X,O,O,X,O,X,O,X
ILJZSOT,X,O,X,O,O,X,O,X,X,X
ILJZOTS,X,O,O,O,X,O,X,X,O,X
ILJZOST,X,O,O,O,X,X,X,X,X,X
ILJOTSZ,O,X,X,O,X,X,X,X,X,X
ILJOTZS,O,O,X,O,X,X,X,X,X,X
ILJOSTZ,O,O,X,O,X,X,X,X,X,X
ILJOSZT,X,O,O,O,X,X,X,X,X,X
ILJOZTS,O,O,O,O,X,O,X,X,X,X
ILJOZST,X,O,O,O,X,X,X,X,X,X
ILSTJZO,X,O,X,O,X,X,X,X,X,X
ILSTJOZ,X,O,X,O,X,X,X,X,X,X
ILSTZJO,X,O,X,O,X,X,X,X,X,X
ILSTZOJ,X,O,X,O,X,X,X,X,X,X
ILSTOJZ,X,O,X,O,X,X,X,X,X,X
ILSTOZJ,X,O,X,O,X,X,X,X,X,X
ILSJTZO,X,O,X,O,X,X,X,X,X,X
ILSJTOZ,X,O,X,O,X,X,X,X,X,X
ILSJZTO,X,O,X,O,O,X,X,X,X,X
ILSJZOT,X,O,X,O,O,X,X,X,X,X
ILSJOTZ,X,O,X,O,X,X,X,X,X,X
ILSJOZT,X,O,O,O,O,X,X,X,X,X
ILSZTJO,X,O,X,O,O,X,X,X,X,X
ILSZTOJ,X,O,X,O,O,X,X,X,X,X
ILSZJTO,X,O,X,O,O,X,X,X,X,X
ILSZJOT,X,O,X,O,O,X,X,X,X,X
ILSZOTJ,X,O,X,O,O,X,X,X,X,X
ILSZOJT,X,O,X,O,O,X,X,X,X,X
ILSOTJZ,X,O,X,O,X,X,X,X,X,X
ILSOTZJ,X,O,X,O,X,X,X,X,X,X
ILSOJTZ,X,O,X,O,X,X,X,X,X,X
ILSOJZT,X,O,O,O,O,X,X,X,X,X
ILSOZTJ,X,O,O,O,O,X,X,X,X,X
ILSOZJT,X,O,O,O,O,X,X,X,X,X
ILZTJSO,X,O,X,O,O,X,O,X,O,X
ILZTJOS,X,O,X,O,X,O,X,X,O,X
ILZTSJO,X,O,X,O,O,X,O,X,O,X
ILZTSOJ,X,O,X,O,O,X,O,X,X,X
ILZTOJS,X,O,X,O,X,O,X,X,O,X
ILZTOSJ,X,O,X,O,X,X,X,X,X,X
ILZJTSO,X,O,X,O,O,X,O,X,O,X
ILZJTOS,X,O,X,O,X,O,X,X,O,X
ILZJSTO,X,O,X,O,O,X,O,X,O,X
ILZJSOT,X,O,X,O,O,X,O,X,X,X
ILZJOTS,X,O,O,O,X,O,X,X,O,X
ILZJOST,X,O,O,O,X,X,X,X,X,X
ILZSTJO,X,O,X,O,O,X,O,X,O,X
ILZSTOJ,X,O,X,O,O,X,O,X,X,X
ILZSJTO,X,O,X,O,O,X,O,X,O,X
ILZSJOT,X,O,X,O,O,X,O,X,X,X
ILZSOTJ,X,O,X,O,O,X,O,X,X,X
ILZSOJT,X,O,X,O,O,X,O,X,X,X
ILZOTJS,X,O,O,O,X,O,X,X,O,X
ILZOTSJ,X,O,O,O,X,X,X,X,X,X
ILZOJTS,X,O,O,O,X,O,X,X,O,X
ILZOJST,X,O,O,O,X,X,X,X,X,X
ILZOSTJ,X,O,O,O,X,X,X,X,X,X
ILZOSJT,X,O,O,O,X,X,X,X,X,X
