sequence,v115@HhB8HeC8CeA8CeC8BeB8BeA8Jem/IvhF5lBihB9nBT?jBcrBXtB,v115@HhB8HeC8CeA8CeC8BeB8BeA8Jem/IvhF5lB0hB6nBT?jBNrBXtB,v115@HhB8HeC8CeA8CeC8BeB8BeA8Jem/IvhF5lBihB3iB9?oBcrBzsB,v115@HhB8HeC8CeA8CeC8BeB8BeA8Jem/IvhFtlB0hBxiBq?sBToBXrB,v115@HhB8HeC8CeA8CeC8BeB8BeA8Jem/IvhFtlB0hBxiBS?tBXrBzsB,v115@HhB8HeC8CeA8CeC8BeB8BeA8Jem/IvhF5lBihB9nBc?rBToBXtB
LZOTJIS,O,O,O,X,X,O
LZOTJSI,O,O,O,X,X,O
LZOTSIJ,O,O,O,O,X,O
LZOTSJI,O,O,O,O,X,O
LZOITJS,O,X,O,X,X,O
LZOITSJ,O,X,O,O,X,O
LZOIJTS,O,X,O,X,X,O
LZOIJST,O,X,O,O,X,X
LZOISTJ,O,X,O,O,O,X
LZOISJT,O,X,O,O,X,X
LZOJTIS,O,X,O,X,X,O
LZOJTSI,O,X,O,X,X,O
LZOJITS,O,X,O,X,X,O
LZOJIST,O,X,O,O,X,X
LZOJSTI,O,X,O,O,X,X
LZOJSIT,O,X,O,O,X,X
LZOSTIJ,O,O,O,O,O,X
LZOSTJI,O,O,O,O,O,X
LZOSITJ,O,O,O,O,O,X
LZOSIJT,O,X,O,O,X,X
LZOSJTI,O,O,O,O,X,X
LZOSJIT,O,X,O,O,X,X
LOTIJSZ,X,X,O,O,X,X
LOTIJZS,X,X,O,X,X,O
LOTISJZ,X,X,O,O,X,X
LOTISZJ,X,X,O,O,X,X
LOTIZJS,X,X,O,X,X,O
LOTIZSJ,X,X,O,O,X,O
LOTJISZ,X,X,O,O,X,X
LOTJIZS,X,X,O,X,X,O
LOTJSIZ,X,X,O,O,X,X
LOTJSZI,X,X,O,O,X,X
LOTJZIS,X,X,O,X,X,O
LOTJZSI,X,X,O,X,X,O
LOTSIJZ,X,X,O,O,X,X
LOTSIZJ,X,X,O,O,X,X
LOTSJIZ,X,X,O,O,X,X
LOTSJZI,X,X,O,O,X,X
LOTSZIJ,X,X,O,O,X,X
LOTSZJI,X,X,O,O,X,X
LOTZIJS,X,X,O,X,X,O
LOTZISJ,X,X,O,O,X,O
LOTZJIS,X,X,O,X,X,O
LOTZJSI,X,X,O,X,X,O
LOTZSIJ,X,X,O,O,X,O
LOTZSJI,X,X,O,O,X,O
LOITJSZ,X,X,O,O,X,X
LOITJZS,X,X,O,X,X,O
LOITSJZ,X,X,O,O,X,X
LOITSZJ,X,X,O,O,X,X
LOITZJS,X,X,O,X,X,O
LOITZSJ,X,X,O,O,X,O
LOIJTSZ,X,X,O,O,X,X
LOIJTZS,X,X,O,X,X,O
LOIJSTZ,X,X,X,O,O,X
LOIJSZT,X,X,X,O,X,X
LOIJZTS,X,X,O,X,X,O
LOIJZST,X,X,O,O,X,X
LOISTJZ,X,X,X,O,O,X
LOISTZJ,X,X,X,O,O,X
LOISJTZ,X,X,X,O,O,X
LOISJZT,X,X,X,O,X,X
LOISZTJ,X,X,X,O,O,X
LOISZJT,X,X,X,O,X,X
LOIZTJS,X,X,O,X,X,O
LOIZTSJ,X,X,O,O,X,O
LOIZJTS,X,X,O,X,X,O
LOIZJST,X,X,O,O,X,X
LOIZSTJ,X,X,O,O,O,X
LOIZSJT,X,X,O,O,X,X
LOJTISZ,X,X,O,O,X,X
LOJTIZS,X,X,O,X,X,O
LOJTSIZ,X,X,O,O,X,X
LOJTSZI,X,X,O,O,X,X
LOJTZIS,X,X,O,X,X,O
LOJTZSI,X,X,O,X,X,O
LOJITSZ,X,X,O,O,X,X
LOJITZS,X,X,O,X,X,O
LOJISTZ,X,X,X,O,O,X
LOJISZT,X,X,X,O,X,X
LOJIZTS,X,X,O,X,X,O
LOJIZST,X,X,O,O,X,X
LOJSTIZ,X,X,X,O,O,X
LOJSTZI,X,X,X,O,O,X
LOJSITZ,X,X,X,O,O,X
LOJSIZT,X,X,X,O,X,X
LOJSZTI,X,X,X,O,X,X
LOJSZIT,X,X,X,O,X,X
LOJZTIS,X,X,O,X,X,O
LOJZTSI,X,X,O,X,X,O
LOJZITS,X,X,O,X,X,O
LOJZIST,X,X,O,O,X,X
LOJZSTI,X,X,O,O,X,X
LOJZSIT,X,X,O,O,X,X
LOSTIJZ,X,X,X,O,O,X
LOSTIZJ,X,X,X,O,O,X
LOSTJIZ,X,X,X,O,O,X
LOSTJZI,X,X,X,O,O,X
LOSTZIJ,X,X,X,O,O,X
LOSTZJI,X,X,X,O,O,X
LOSITJZ,X,X,X,O,O,X
LOSITZJ,X,X,X,O,O,X
LOSIJTZ,X,X,X,O,O,X
LOSIJZT,X,X,X,O,X,X
LOSIZTJ,X,X,X,O,O,X
LOSIZJT,X,X,X,O,X,X
LOSJTIZ,X,X,X,O,O,X
LOSJTZI,X,X,X,O,O,X
LOSJITZ,X,X,X,O,O,X
LOSJIZT,X,X,X,O,X,X
LOSJZTI,X,X,X,O,X,X
LOSJZIT,X,X,X,O,X,X
LOSZTIJ,X,X,X,O,O,X
LOSZTJI,X,X,X,O,O,X
LOSZITJ,X,X,X,O,O,X
LOSZIJT,X,X,X,O,X,X
LOSZJTI,X,X,X,O,X,X
LOSZJIT,X,X,X,O,X,X
LOZTIJS,X,X,O,X,X,O
LOZTISJ,X,X,O,O,X,O
LOZTJIS,X,X,O,X,X,O
LOZTJSI,X,X,O,X,X,O
LOZTSIJ,X,X,O,O,X,O
LOZTSJI,X,X,O,O,X,O
LOZITJS,X,X,O,X,X,O
LOZITSJ,X,X,O,O,X,O
LOZIJTS,X,X,O,X,X,O
LOZIJST,X,X,O,O,X,X
LOZISTJ,X,X,O,O,O,X
LOZISJT,X,X,O,O,X,X
LOZJTIS,X,X,O,X,X,O
LOZJTSI,X,X,O,X,X,O
LOZJITS,X,X,O,X,X,O
LOZJIST,X,X,O,O,X,X
LOZJSTI,X,X,O,O,X,X
LOZJSIT,X,X,O,O,X,X
LOZSTIJ,X,X,O,O,O,X
LOZSTJI,X,X,O,O,O,X
LOZSITJ,X,X,O,O,O,X
LOZSIJT,X,X,O,O,X,X
LOZSJTI,X,X,O,O,X,X
LOZSJIT,X,X,O,O,X,X
JTILSZO,O,O,O,X,X,X
JTILSOZ,O,O,X,X,X,X
JTILZSO,O,O,O,X,X,O
JTILZOS,O,O,O,X,X,O
JTILOSZ,X,X,X,X,X,X
JTILOZS,X,X,X,X,X,O
JTISLZO,O,O,O,X,X,X
JTISLOZ,O,O,X,X,X,X
JTISZLO,O,O,O,X,X,O
JTISZOL,O,O,O,X,X,O
JTISOLZ,O,O,X,X,X,X
JTISOZL,O,O,O,X,X,O
JTIZLSO,O,O,O,X,X,O
JTIZLOS,O,O,O,X,X,O
JTIZSLO,O,O,O,X,X,O
JTIZSOL,O,O,O,X,X,O
JTIZOLS,O,O,O,X,X,O
JTIZOSL,O,O,O,X,X,O
JTIOLSZ,X,X,O,X,X,X
JTIOLZS,X,X,O,X,X,O
JTIOSLZ,O,O,O,X,X,X
JTIOSZL,O,O,O,X,X,O
JTIOZLS,O,O,O,X,X,O
JTIOZSL,O,O,O,X,X,O
JTLISZO,O,O,O,O,O,X
JTLISOZ,O,O,X,O,O,X
JTLIZSO,O,O,O,X,X,O
JTLIZOS,O,O,O,X,X,O
JTLIOSZ,X,X,X,X,X,X
JTLIOZS,X,X,X,X,X,O
JTLSIZO,O,O,O,O,O,X
JTLSIOZ,O,O,X,O,O,X
JTLSZIO,O,O,O,O,O,X
JTLSZOI,O,O,O,O,O,X
JTLSOIZ,O,O,X,O,O,X
JTLSOZI,O,O,X,O,O,X
JTLZISO,O,O,O,X,X,O
JTLZIOS,O,O,O,X,X,O
JTLZSIO,O,O,O,X,X,O
JTLZSOI,O,O,O,X,X,O
JTLZOIS,O,O,O,X,X,O
JTLZOSI,O,O,O,X,X,O
JTLOISZ,X,X,X,O,X,X
JTLOIZS,X,X,X,X,X,O
JTLOSIZ,X,X,X,O,X,X
JTLOSZI,X,X,X,O,X,X
JTLOZIS,X,X,X,X,X,O
JTLOZSI,X,X,X,X,X,O
JTSILZO,O,O,O,O,O,X
JTSILOZ,O,O,X,O,O,X
JTSIZLO,O,O,O,O,O,O
JTSIZOL,O,O,O,O,O,O
JTSIOLZ,O,O,X,O,X,X
JTSIOZL,O,O,O,X,X,O
JTSLIZO,O,O,O,O,O,X
JTSLIOZ,O,O,X,O,O,X
JTSLZIO,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,X
JTSLOIZ,O,O,X,O,O,X
JTSLOZI,O,O,X,O,O,X
JTSZILO,O,O,O,O,O,O
JTSZIOL,O,O,O,O,O,O
JTSZLIO,O,O,O,O,O,O
JTSZLOI,O,O,O,O,O,O
JTSZOIL,O,O,O,O,O,O
JTSZOLI,O,O,O,O,O,O
JTSOILZ,O,O,X,O,X,X
JTSOIZL,O,O,O,X,X,O
JTSOLIZ,O,O,X,O,O,X
JTSOLZI,O,O,X,O,O,X
JTSOZIL,O,O,O,O,O,O
JTSOZLI,O,O,O,O,O,O
JTZILSO,O,O,O,X,X,O
JTZILOS,O,O,O,X,X,O
JTZISLO,O,O,O,X,X,O
JTZISOL,O,O,O,X,X,O
JTZIOLS,O,O,O,X,X,O
JTZIOSL,O,O,O,X,X,O
JTZLISO,O,O,O,X,X,O
JTZLIOS,O,O,O,X,X,O
JTZLSIO,O,O,O,X,X,O
JTZLSOI,O,O,O,X,X,O
JTZLOIS,O,O,O,X,X,O
JTZLOSI,O,O,O,X,X,O
JTZSILO,O,O,O,X,X,O
JTZSIOL,O,O,O,X,X,O
JTZSLIO,O,O,O,X,X,O
JTZSLOI,O,O,O,X,X,O
JTZSOIL,O,O,O,X,X,O
JTZSOLI,O,O,O,X,X,O
JTZOILS,O,O,O,X,X,O
JTZOISL,O,O,O,X,X,O
JTZOLIS,O,O,O,X,X,O
JTZOLSI,O,O,O,X,X,O
JTZOSIL,O,O,O,X,X,O
JTZOSLI,O,O,O,X,X,O
JTOILSZ,X,X,O,X,X,X
JTOILZS,X,X,O,X,X,O
JTOISLZ,O,O,O,X,X,X
JTOISZL,O,O,O,X,X,O
JTOIZLS,O,O,O,X,X,O
JTOIZSL,O,O,O,X,X,O
JTOLISZ,X,X,O,O,X,X
JTOLIZS,X,X,O,X,X,O
JTOLSIZ,X,X,O,O,X,X
JTOLSZI,X,X,O,O,X,X
JTOLZIS,X,X,O,X,X,O
JTOLZSI,X,X,O,X,X,O
JTOSILZ,O,O,O,O,X,X
JTOSIZL,O,O,O,X,X,O
JTOSLIZ,O,O,O,O,X,X
JTOSLZI,O,O,O,O,X,X
JTOSZIL,O,O,O,X,X,O
JTOSZLI,O,O,O,O,X,O
JTOZILS,O,O,O,X,X,O
JTOZISL,O,O,O,X,X,O
JTOZLIS,O,O,O,X,X,O
JTOZLSI,O,O,O,X,X,O
JTOZSIL,O,O,O,X,X,O
JTOZSLI,O,O,O,X,X,O
JITLSZO,O,O,O,X,X,X
JITLSOZ,O,O,X,X,X,X
JITLZSO,O,O,O,X,X,O
JITLZOS,O,O,O,X,X,O
JITLOSZ,X,X,X,X,X,X
JITLOZS,X,X,X,X,X,O
JITSLZO,O,O,O,X,X,X
JITSLOZ,O,O,X,X,X,X
JITSZLO,O,O,O,X,X,O
JITSZOL,O,O,O,X,X,O
JITSOLZ,O,O,X,X,X,X
JITSOZL,O,O,O,X,X,O
JITZLSO,O,O,O,X,X,O
JITZLOS,O,O,O,X,X,O
JITZSLO,O,O,O,X,X,O
JITZSOL,O,O,O,X,X,O
JITZOLS,O,O,O,X,X,O
JITZOSL,O,O,O,X,X,O
JITOLSZ,X,X,O,X,X,X
JITOLZS,X,X,O,X,X,O
JITOSLZ,O,O,O,X,X,X
JITOSZL,O,O,O,X,X,O
JITOZLS,O,O,O,X,X,O
JITOZSL,O,O,O,X,X,O
JILTSZO,O,O,O,O,O,X
JILTSOZ,O,O,X,O,O,X
JILTZSO,O,O,O,X,X,O
JILTZOS,O,O,O,X,X,O
JILTOSZ,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,O
JILSTZO,O,O,X,O,O,X
JILSTOZ,O,O,X,O,O,X
JILSZTO,O,O,X,O,O,X
JILSZOT,O,O,X,X,X,X
JILSOTZ,O,O,X,O,O,X
JILSOZT,O,O,X,O,X,X
JILZTSO,O,X,O,X,X,O
JILZTOS,O,X,O,X,X,O
JILZSTO,O,X,O,O,O,O
JILZSOT,O,X,O,X,X,X
JILZOTS,O,X,O,X,X,O
JILZOST,O,X,O,X,X,X
JILOTSZ,X,X,O,O,X,X
JILOTZS,X,X,O,X,X,O
JILOSTZ,X,X,X,O,O,X
JILOSZT,X,X,X,O,X,X
JILOZTS,X,X,O,X,X,O
JILOZST,X,X,O,O,X,X
JISTLZO,O,O,O,O,O,X
JISTLOZ,O,O,X,O,O,X
JISTZLO,O,O,O,O,O,O
JISTZOL,O,O,O,O,O,O
JISTOLZ,O,O,X,O,X,X
JISTOZL,O,O,O,X,X,O
JISLTZO,O,O,X,O,O,X
JISLTOZ,O,O,X,O,O,X
JISLZTO,O,O,X,O,O,X
JISLZOT,O,O,X,X,X,X
JISLOTZ,O,O,X,O,O,X
JISLOZT,O,O,X,O,X,X
JISZTLO,O,O,O,X,X,O
JISZTOL,O,O,O,X,X,O
JISZLTO,O,O,O,X,X,O
JISZLOT,O,O,O,X,X,X
JISZOTL,O,O,O,X,X,O
JISZOLT,O,O,O,X,X,X
JISOTLZ,O,O,O,O,X,X
JISOTZL,O,O,O,X,X,O
JISOLTZ,O,O,X,O,X,X
JISOLZT,O,O,X,O,X,X
JISOZTL,O,O,O,X,X,O
JISOZLT,O,O,O,X,X,X
JIZTLSO,O,O,O,X,X,O
JIZTLOS,O,O,O,X,X,O
JIZTSLO,O,O,O,X,X,O
JIZTSOL,O,O,O,X,X,O
JIZTOLS,O,O,O,X,X,O
JIZTOSL,O,O,O,X,X,O
JIZLTSO,O,X,O,X,X,O
JIZLTOS,O,X,O,X,X,O
JIZLSTO,O,X,O,X,X,O
JIZLSOT,O,X,O,X,X,X
JIZLOTS,O,X,O,X,X,O
JIZLOST,O,X,O,X,X,X
JIZSTLO,O,O,O,X,X,O
JIZSTOL,O,O,O,X,X,O
JIZSLTO,O,O,O,X,X,O
JIZSLOT,O,O,O,X,X,X
JIZSOTL,O,O,O,X,X,O
JIZSOLT,O,O,O,X,X,X
JIZOTLS,O,X,O,X,X,O
JIZOTSL,O,X,O,X,X,O
JIZOLTS,O,X,O,X,X,O
JIZOLST,O,X,O,X,X,X
JIZOSTL,O,X,O,X,X,O
JIZOSLT,O,X,O,X,X,X
JIOTLSZ,X,X,O,X,X,X
JIOTLZS,X,X,O,X,X,O
JIOTSLZ,O,O,O,X,X,X
JIOTSZL,O,O,O,X,X,O
JIOTZLS,O,O,O,X,X,O
JIOTZSL,O,O,O,X,X,O
JIOLTSZ,X,X,O,O,X,X
JIOLTZS,X,X,O,X,X,O
JIOLSTZ,X,X,X,O,X,X
JIOLSZT,X,X,X,O,X,X
JIOLZTS,X,X,O,X,X,O
JIOLZST,X,X,O,O,X,X
JIOSTLZ,O,O,O,O,X,X
JIOSTZL,O,O,O,X,X,O
JIOSLTZ,O,O,X,O,X,X
JIOSLZT,O,O,X,O,X,X
JIOSZTL,O,O,O,X,X,O
JIOSZLT,O,O,O,X,X,X
JIOZTLS,O,X,O,X,X,O
JIOZTSL,O,X,O,X,X,O
JIOZLTS,O,X,O,X,X,O
JIOZLST,O,X,O,X,X,X
JIOZSTL,O,X,O,X,X,O
JIOZSLT,O,X,O,X,X,X
JLTISZO,O,O,O,O,O,X
JLTISOZ,O,O,X,O,O,X
JLTIZSO,O,O,O,X,X,O
JLTIZOS,O,O,O,X,X,O
JLTIOSZ,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,O
JLTSIZO,O,O,O,O,O,X
JLTSIOZ,O,O,X,O,O,X
JLTSZIO,O,O,O,O,O,X
JLTSZOI,O,O,O,O,O,X
JLTSOIZ,O,O,X,O,O,X
JLTSOZI,O,O,X,O,O,X
JLTZISO,O,O,O,X,X,O
JLTZIOS,O,O,O,X,X,O
JLTZSIO,O,O,O,X,X,O
JLTZSOI,O,O,O,X,X,O
JLTZOIS,O,O,O,X,X,O
JLTZOSI,O,O,O,X,X,O
JLTOISZ,X,X,X,O,X,X
JLTOIZS,X,X,X,X,X,O
JLTOSIZ,X,X,X,O,X,X
JLTOSZI,X,X,X,O,X,X
JLTOZIS,X,X,X,X,X,O
JLTOZSI,X,X,X,X,X,O
JLITSZO,O,O,O,O,O,X
JLITSOZ,O,O,X,O,O,X
JLITZSO,O,O,O,X,X,O
JLITZOS,O,O,O,X,X,O
JLITOSZ,X,X,X,X,X,X
JLITOZS,X,X,X,X,X,O
JLISTZO,O,O,X,O,O,X
JLISTOZ,O,O,X,O,O,X
JLISZTO,O,O,X,O,O,X
JLISZOT,O,O,X,X,X,X
JLISOTZ,O,O,X,O,O,X
JLISOZT,O,O,X,O,X,X
JLIZTSO,O,X,O,X,X,O
JLIZTOS,O,X,O,X,X,O
JLIZSTO,O,X,O,O,O,O
JLIZSOT,O,X,O,X,X,X
JLIZOTS,O,X,O,X,X,O
JLIZOST,O,X,O,X,X,X
JLIOTSZ,X,X,O,O,X,X
JLIOTZS,X,X,O,X,X,O
JLIOSTZ,X,X,X,O,O,X
JLIOSZT,X,X,X,O,X,X
JLIOZTS,X,X,O,X,X,O
JLIOZST,X,X,O,O,X,X
JLSTIZO,O,O,X,O,O,X
JLSTIOZ,O,O,X,O,O,X
JLSTZIO,O,O,X,O,O,X
JLSTZOI,O,O,X,O,O,X
JLSTOIZ,O,O,X,O,O,X
JLSTOZI,O,O,X,O,O,X
JLSITZO,O,O,X,O,O,X
JLSITOZ,O,O,X,O,O,X
JLSIZTO,O,O,X,O,O,X
JLSIZOT,O,O,X,X,X,X
JLSIOTZ,O,O,X,O,O,X
JLSIOZT,O,O,X,O,X,X
JLSZTIO,O,O,X,O,O,X
JLSZTOI,O,O,X,O,O,X
JLSZITO,O,O,X,O,O,X
JLSZIOT,O,O,X,X,X,X
JLSZOTI,O,O,X,O,X,X
JLSZOIT,O,O,X,O,X,X
JLSOTIZ,O,O,X,O,O,X
JLSOTZI,O,O,X,O,O,X
JLSOITZ,O,O,X,O,O,X
JLSOIZT,O,O,X,O,X,X
JLSOZTI,O,O,X,O,X,X
JLSOZIT,O,O,X,O,X,X
JLZTISO,O,X,O,X,X,O
JLZTIOS,O,X,O,X,X,O
JLZTSIO,O,X,O,X,X,O
JLZTSOI,O,X,O,X,X,O
JLZTOIS,O,X,O,X,X,O
JLZTOSI,O,X,O,X,X,O
JLZITSO,O,X,O,X,X,O
JLZITOS,O,X,O,X,X,O
JLZISTO,O,X,O,O,O,O
JLZISOT,O,X,O,X,X,X
JLZIOTS,O,X,O,X,X,O
JLZIOST,O,X,O,X,X,X
JLZSTIO,O,X,O,O,O,O
JLZSTOI,O,X,O,O,O,O
JLZSITO,O,X,O,O,O,O
JLZSIOT,O,X,O,X,X,X
JLZSOTI,O,X,O,O,X,X
JLZSOIT,O,X,O,O,X,X
JLZOTIS,O,X,O,X,X,O
JLZOTSI,O,X,O,X,X,O
JLZOITS,O,X,O,X,X,O
JLZOIST,O,X,O,O,X,X
JLZOSTI,O,X,O,O,X,X
JLZOSIT,O,X,O,O,X,X
JLOTISZ,X,X,O,O,X,X
JLOTIZS,X,X,O,X,X,O
JLOTSIZ,X,X,O,O,X,X
JLOTSZI,X,X,O,O,X,X
JLOTZIS,X,X,O,X,X,O
JLOTZSI,X,X,O,X,X,O
JLOITSZ,X,X,O,O,X,X
JLOITZS,X,X,O,X,X,O
JLOISTZ,X,X,X,O,O,X
JLOISZT,X,X,X,O,X,X
JLOIZTS,X,X,O,X,X,O
JLOIZST,X,X,O,O,X,X
JLOSTIZ,X,X,X,O,O,X
JLOSTZI,X,X,X,O,O,X
JLOSITZ,X,X,X,O,O,X
JLOSIZT,X,X,X,O,X,X
JLOSZTI,X,X,X,O,X,X
JLOSZIT,X,X,X,O,X,X
JLOZTIS,X,X,O,X,X,O
JLOZTSI,X,X,O,X,X,O
JLOZITS,X,X,O,X,X,O
JLOZIST,X,X,O,O,X,X
JLOZSTI,X,X,O,O,X,X
JLOZSIT,X,X,O,O,X,X
JSTILZO,O,O,O,O,O,X
JSTILOZ,O,O,X,O,O,X
JSTIZLO,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O
JSTIOLZ,O,O,X,O,X,X
JSTIOZL,O,O,O,X,X,O
JSTLIZO,O,O,O,O,O,X
JSTLIOZ,O,O,X,O,O,X
JSTLZIO,O,O,O,O,O,X
JSTLZOI,O,O,O,O,O,X
JSTLOIZ,O,O,X,O,O,X
JSTLOZI,O,O,X,O,O,X
JSTZILO,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O
JSTOILZ,O,O,X,O,X,X
JSTOIZL,O,O,O,X,X,O
JSTOLIZ,O,O,X,O,O,X
JSTOLZI,O,O,X,O,O,X
JSTOZIL,O,O,O,O,O,O
JSTOZLI,O,O,O,O,O,O
JSITLZO,O,O,O,O,O,X
JSITLOZ,O,O,X,O,O,X
JSITZLO,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O
JSITOLZ,O,O,X,O,X,X
JSITOZL,O,O,O,X,X,O
JSILTZO,O,O,X,O,O,X
JSILTOZ,O,O,X,O,O,X
JSILZTO,O,O,X,O,O,X
JSILZOT,O,O,X,X,X,X
JSILOTZ,O,O,X,O,O,X
JSILOZT,O,O,X,O,X,X
JSIZTLO,O,O,O,X,X,O
JSIZTOL,O,O,O,X,X,O
JSIZLTO,O,O,O,X,X,O
JSIZLOT,O,O,O,X,X,X
JSIZOTL,O,O,O,X,X,O
JSIZOLT,O,O,O,X,X,X
JSIOTLZ,O,O,O,O,X,X
JSIOTZL,O,O,O,X,X,O
JSIOLTZ,O,O,X,O,X,X
JSIOLZT,O,O,X,O,X,X
JSIOZTL,O,O,O,X,X,O
JSIOZLT,O,O,O,X,X,X
JSLTIZO,O,O,X,O,O,X
JSLTIOZ,O,O,X,O,O,X
JSLTZIO,O,O,X,O,O,X
JSLTZOI,O,O,X,O,O,X
JSLTOIZ,O,O,X,O,O,X
JSLTOZI,O,O,X,O,O,X
JSLITZO,O,O,X,O,O,X
JSLITOZ,O,O,X,O,O,X
JSLIZTO,O,O,X,O,O,X
JSLIZOT,O,O,X,X,X,X
JSLIOTZ,O,O,X,O,O,X
JSLIOZT,O,O,X,O,X,X
JSLZTIO,O,O,X,O,O,X
JSLZTOI,O,O,X,O,O,X
JSLZITO,O,O,X,O,O,X
JSLZIOT,O,O,X,X,X,X
JSLZOTI,O,O,X,O,X,X
JSLZOIT,O,O,X,O,X,X
JSLOTIZ,O,O,X,O,O,X
JSLOTZI,O,O,X,O,O,X
JSLOITZ,O,O,X,O,O,X
JSLOIZT,O,O,X,O,X,X
JSLOZTI,O,O,X,O,X,X
JSLOZIT,O,O,X,O,X,X
JSZTILO,O,O,O,O,O,O
JSZTIOL,O,O,O,O,O,O
JSZTLIO,O,O,O,O,O,O
JSZTLOI,O,O,O,O,O,O
JSZTOIL,O,O,O,O,O,O
JSZTOLI,O,O,O,O,O,O
JSZITLO,O,O,O,O,O,O
JSZITOL,O,O,O,O,O,O
JSZILTO,O,O,O,X,X,O
JSZILOT,O,O,O,X,X,X
JSZIOTL,O,O,O,X,X,O
JSZIOLT,O,O,O,X,X,X
JSZLTIO,O,O,O,O,O,O
JSZLTOI,O,O,O,O,O,O
JSZLITO,O,O,O,O,O,O
JSZLIOT,O,O,O,X,X,X
JSZLOTI,O,O,O,O,X,X
JSZLOIT,O,O,O,O,X,X
JSZOTIL,O,O,O,X,X,O
JSZOTLI,O,O,O,O,X,O
JSZOITL,O,O,O,X,X,O
JSZOILT,O,O,O,X,X,X
JSZOLTI,O,O,O,O,X,X
JSZOLIT,O,O,O,O,X,X
JSOTILZ,O,O,O,O,X,X
JSOTIZL,O,O,O,X,X,O
JSOTLIZ,O,O,O,O,O,X
JSOTLZI,O,O,O,O,O,X
JSOTZIL,O,O,O,O,O,O
JSOTZLI,O,O,O,O,O,O
JSOITLZ,O,O,O,O,X,X
JSOITZL,O,O,O,X,X,O
JSOILTZ,O,O,X,O,X,X
JSOILZT,O,O,X,O,X,X
JSOIZTL,O,O,O,X,X,O
JSOIZLT,O,O,O,X,X,X
JSOLTIZ,O,O,X,O,O,X
JSOLTZI,O,O,X,O,O,X
JSOLITZ,O,O,X,O,O,X
JSOLIZT,O,O,X,O,X,X
JSOLZTI,O,O,X,O,X,X
JSOLZIT,O,O,X,O,X,X
JSOZTIL,O,O,O,X,X,O
JSOZTLI,O,O,O,O,X,O
JSOZITL,O,O,O,X,X,O
JSOZILT,O,O,O,X,X,X
JSOZLTI,O,O,O,O,X,X
JSOZLIT,O,O,O,O,X,X
JZTILSO,O,O,O,X,X,O
JZTILOS,O,O,O,X,X,O
JZTISLO,O,O,O,X,X,O
JZTISOL,O,O,O,X,X,O
JZTIOLS,O,O,O,X,X,O
JZTIOSL,O,O,O,X,X,O
JZTLISO,O,O,O,X,X,O
JZTLIOS,O,O,O,X,X,O
JZTLSIO,O,O,O,X,X,O
JZTLSOI,O,O,O,X,X,O
JZTLOIS,O,O,O,X,X,O
JZTLOSI,O,O,O,X,X,O
JZTSILO,O,O,O,X,X,O
JZTSIOL,O,O,O,X,X,O
JZTSLIO,O,O,O,X,X,O
JZTSLOI,O,O,O,X,X,O
JZTSOIL,O,O,O,X,X,O
JZTSOLI,O,O,O,X,X,O
JZTOILS,O,O,O,X,X,O
JZTOISL,O,O,O,X,X,O
JZTOLIS,O,O,O,X,X,O
JZTOLSI,O,O,O,X,X,O
JZTOSIL,O,O,O,X,X,O
JZTOSLI,O,O,O,X,X,O
JZITLSO,O,O,O,X,X,O
JZITLOS,O,O,O,X,X,O
JZITSLO,O,O,O,X,X,O
JZITSOL,O,O,O,X,X,O
JZITOLS,O,O,O,X,X,O
JZITOSL,O,O,O,X,X,O
JZILTSO,O,X,O,X,X,O
JZILTOS,O,X,O,X,X,O
JZILSTO,O,X,O,X,X,O
JZILSOT,O,X,O,X,X,X
JZILOTS,O,X,O,X,X,O
JZILOST,O,X,O,X,X,X
JZISTLO,O,O,O,O,O,O
JZISTOL,O,O,O,O,O,O
JZISLTO,O,O,O,X,X,O
JZISLOT,O,O,O,X,X,X
JZISOTL,O,O,O,X,X,O
JZISOLT,O,O,O,X,X,X
JZIOTLS,O,X,O,X,X,O
JZIOTSL,O,X,O,X,X,O
JZIOLTS,O,X,O,X,X,O
JZIOLST,O,X,O,X,X,X
JZIOSTL,O,X,O,X,X,O
JZIOSLT,O,X,O,X,X,X
JZLTISO,O,O,O,X,X,O
JZLTIOS,O,O,O,X,X,O
JZLTSIO,O,O,O,X,X,O
JZLTSOI,O,O,O,X,X,O
JZLTOIS,O,O,O,X,X,O
JZLTOSI,O,O,O,X,X,O
JZLITSO,O,X,O,X,X,O
JZLITOS,O,X,O,X,X,O
JZLISTO,O,X,O,O,O,O
JZLISOT,O,X,O,X,X,X
JZLIOTS,O,X,O,X,X,O
JZLIOST,O,X,O,X,X,X
JZLSTIO,O,O,O,O,O,O
JZLSTOI,O,O,O,O,O,O
JZLSITO,O,X,O,O,O,O
JZLSIOT,O,X,O,X,X,X
JZLSOTI,O,O,O,O,X,X
JZLSOIT,O,X,O,O,X,X
JZLOTIS,O,X,O,X,X,O
