sequence,v115@9gB8HeA8IeB8HeD8CeC8JezBJvhFGjBRlBUoBilBFr?BXsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFxhB8nB+oB1qBzr?BirB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFKnBziB+oBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFxiBFlBSsBToBUr?BfsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFOnB6oBznBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFTjBFlBSrBxsBcs?B3rB,v115@9gB8HeA8IeB8HeD8CeC8JexAJvhFVnBUlBarBXoBGo?BzrB,v115@9gB8HeA8IeB8HeD8CeC8Je0BJvhFfoB6oBRlBTlBVs?B2wB
LIOSTZJ,X,X,X,X,X,O,O,X
LIOSJTZ,X,X,O,X,O,X,X,X
LIOSJZT,X,X,O,X,O,X,X,X
LIOSZTJ,X,X,X,X,X,X,O,O
LIOSZJT,X,X,X,X,O,X,X,X
LIOZTJS,X,X,X,O,X,O,O,X
LIOZTSJ,X,X,X,O,X,O,O,X
LIOZJTS,X,X,X,X,O,X,O,X
LIOZJST,X,X,X,X,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,O,O
LIOZSJT,X,X,X,X,O,X,X,X
LJTISZO,X,X,O,X,X,O,X,X
LJTISOZ,X,X,O,X,X,O,X,X
LJTIZSO,X,X,O,X,X,O,X,X
LJTIZOS,X,X,O,X,X,O,X,X
LJTIOSZ,X,X,O,X,X,O,X,X
LJTIOZS,X,X,O,X,X,O,X,X
LJTSIZO,X,X,O,X,X,O,X,X
LJTSIOZ,X,X,O,X,X,O,X,X
LJTSZIO,X,O,X,X,X,X,X,X
LJTSZOI,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,O,X,X,X,X,X
LJTSOZI,X,O,X,X,X,X,X,X
LJTZISO,X,O,X,X,X,O,X,X
LJTZIOS,X,X,X,O,X,O,X,X
LJTZSIO,X,O,X,X,X,X,X,X
LJTZSOI,X,O,X,O,X,X,X,X
LJTZOIS,X,O,X,O,X,X,X,X
LJTZOSI,X,O,X,O,X,X,X,X
LJTOISZ,X,X,O,X,X,O,X,X
LJTOIZS,X,X,O,X,X,O,X,X
LJTOSIZ,X,X,O,X,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X
LJTOZIS,X,O,X,O,X,X,X,X
LJTOZSI,X,O,X,O,X,X,X,X
LJITSZO,X,X,O,X,X,O,X,X
LJITSOZ,X,X,O,X,X,O,X,X
LJITZSO,X,X,O,X,X,O,X,X
LJITZOS,X,X,O,X,X,O,X,X
LJITOSZ,X,X,O,X,X,O,X,X
LJITOZS,X,X,O,X,X,O,X,X
LJISTZO,X,X,O,X,X,X,X,X
LJISTOZ,X,X,O,X,X,X,X,X
LJISZTO,X,X,O,X,X,X,X,O
LJISZOT,X,X,O,X,X,X,X,X
LJISOTZ,X,X,O,X,O,X,X,X
LJISOZT,X,X,O,X,O,X,X,X
LJIZTSO,X,X,O,X,X,X,X,X
LJIZTOS,X,X,O,X,X,X,X,X
LJIZSTO,X,X,O,X,X,X,X,O
LJIZSOT,X,X,O,X,X,X,X,X
LJIZOTS,X,X,O,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,X,X
LJIOTSZ,X,X,O,X,O,O,X,X
LJIOTZS,X,X,O,X,O,O,X,X
LJIOSTZ,X,X,O,X,O,X,X,X
LJIOSZT,X,X,O,X,O,X,X,X
LJIOZTS,X,X,O,X,O,X,X,X
LJIOZST,X,X,O,X,O,X,X,X
LJSTIZO,X,X,O,X,X,X,X,X
LJSTIOZ,X,X,O,X,X,X,X,X
LJSTZIO,X,O,X,X,X,X,O,X
LJSTZOI,X,O,X,X,X,X,O,X
LJSTOIZ,X,X,O,X,X,X,X,X
LJSTOZI,X,O,X,X,X,X,X,X
LJSITZO,X,X,O,X,X,X,X,X
LJSITOZ,X,X,O,X,X,X,X,X
LJSIZTO,X,X,O,X,X,X,X,O
LJSIZOT,X,X,O,X,X,X,X,X
LJSIOTZ,X,X,O,X,O,X,X,X
LJSIOZT,X,X,O,X,O,X,X,X
LJSZTIO,X,O,X,X,X,X,O,X
LJSZTOI,X,O,X,X,X,X,O,X
LJSZITO,X,O,O,X,X,X,O,X
LJSZIOT,X,O,O,X,X,X,X,X
LJSZOTI,X,O,X,X,X,X,O,X
LJSZOIT,X,O,O,X,X,X,X,X
LJSOTIZ,X,X,O,X,O,X,X,X
LJSOTZI,X,O,X,X,X,X,O,X
LJSOITZ,X,X,O,X,O,X,X,X
LJSOIZT,X,X,O,X,O,X,X,X
LJSOZTI,X,O,X,X,X,X,O,X
LJSOZIT,X,O,O,X,O,X,X,X
LJZTISO,X,O,X,X,X,X,X,X
LJZTIOS,X,X,X,O,X,X,X,X
LJZTSIO,X,O,X,X,X,X,X,X
LJZTSOI,X,O,X,O,X,X,X,X
LJZTOIS,X,O,X,O,X,X,X,X
LJZTOSI,X,O,X,O,X,X,X,X
LJZITSO,X,O,O,X,X,X,X,X
LJZITOS,X,X,O,X,X,X,X,X
LJZISTO,X,O,O,X,X,X,O,X
LJZISOT,X,O,O,X,X,X,X,X
LJZIOTS,X,O,O,X,X,X,O,X
LJZIOST,X,O,O,X,X,X,X,X
LJZSTIO,X,O,X,X,X,X,O,X
LJZSTOI,X,O,X,X,X,X,O,X
LJZSITO,X,O,O,X,X,X,O,X
LJZSIOT,X,O,O,X,X,X,X,X
LJZSOTI,X,O,X,X,X,X,O,X
LJZSOIT,X,O,O,X,X,X,X,X
LJZOTIS,X,O,X,O,X,X,O,X
LJZOTSI,X,O,X,O,X,X,O,X
LJZOITS,X,O,O,X,X,X,O,X
LJZOIST,X,O,O,X,X,X,X,X
LJZOSTI,X,O,X,X,X,X,O,X
LJZOSIT,X,O,O,X,X,X,X,X
LJOTISZ,X,X,O,X,O,X,X,X
LJOTIZS,X,X,O,X,O,X,X,X
LJOTSIZ,X,X,O,X,O,X,X,X
LJOTSZI,X,O,X,X,X,X,O,X
LJOTZIS,X,O,X,O,X,X,O,X
LJOTZSI,X,O,X,O,X,X,O,X
LJOITSZ,X,X,O,X,O,X,X,X
LJOITZS,X,X,O,X,O,X,X,X
LJOISTZ,X,X,O,X,O,X,X,X
LJOISZT,X,X,O,X,O,X,X,X
LJOIZTS,X,X,O,X,O,X,X,X
LJOIZST,X,X,O,X,O,X,X,X
LJOSTIZ,X,X,O,X,O,X,X,X
LJOSTZI,X,O,X,X,X,X,O,X
LJOSITZ,X,X,O,X,O,X,X,X
LJOSIZT,X,X,O,X,O,X,X,X
LJOSZTI,X,O,X,X,X,X,O,X
LJOSZIT,X,O,O,X,O,X,X,X
LJOZTIS,X,O,X,O,X,X,O,X
LJOZTSI,X,O,X,O,X,X,O,X
LJOZITS,X,O,O,X,O,X,O,X
LJOZIST,X,O,O,X,O,X,X,X
LJOZSTI,X,O,X,X,X,X,O,X
LJOZSIT,X,O,O,X,O,X,X,X
LSTIJZO,X,X,O,X,X,O,X,X
LSTIJOZ,X,X,O,X,X,O,X,X
LSTIZJO,O,X,X,X,X,O,O,O
LSTIZOJ,O,X,X,X,X,O,O,O
LSTIOJZ,X,X,X,X,O,O,X,X
LSTIOZJ,O,X,X,X,X,O,X,X
LSTJIZO,X,X,O,X,X,O,X,X
LSTJIOZ,X,X,O,X,X,O,X,X
LSTJZIO,X,O,X,X,X,X,O,X
LSTJZOI,X,O,X,X,X,X,O,X
LSTJOIZ,X,X,O,X,X,X,X,X
LSTJOZI,X,O,X,X,X,X,X,X
LSTZIJO,O,X,X,X,X,X,O,X
LSTZIOJ,O,X,X,X,X,X,O,X
LSTZJIO,O,X,X,X,X,X,O,X
LSTZJOI,O,X,X,O,X,X,O,X
LSTZOIJ,O,X,X,O,X,X,O,X
LSTZOJI,O,X,X,O,X,X,O,X
LSTOIJZ,X,X,X,X,O,X,X,X
LSTOIZJ,O,X,X,X,X,X,O,X
LSTOJIZ,X,X,X,X,O,X,X,X
LSTOJZI,X,O,X,X,X,X,O,X
LSTOZIJ,O,X,X,O,X,X,O,X
LSTOZJI,O,X,X,O,X,X,O,X
LSITJZO,X,X,O,X,X,O,X,X
LSITJOZ,X,X,O,X,X,O,X,X
LSITZJO,X,X,X,X,X,O,O,O
LSITZOJ,X,X,X,X,X,O,O,O
LSITOJZ,X,X,X,X,O,O,X,X
LSITOZJ,X,X,X,X,X,O,X,X
LSIJTZO,X,X,O,X,X,X,X,X
LSIJTOZ,X,X,O,X,X,X,X,X
LSIJZTO,X,X,O,X,X,X,X,O
LSIJZOT,X,X,O,X,X,X,X,X
LSIJOTZ,X,X,O,X,O,X,X,X
LSIJOZT,X,X,O,X,O,X,X,X
LSIZTJO,X,X,X,X,X,X,O,O
LSIZTOJ,X,X,X,X,X,X,O,O
LSIZJTO,X,X,O,X,X,X,O,O
LSIZJOT,O,X,O,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,O,O
LSIZOJT,O,X,X,X,O,X,X,X
LSIOTJZ,X,X,X,X,O,O,X,X
LSIOTZJ,X,X,X,X,X,O,O,X
LSIOJTZ,X,X,O,X,O,X,X,X
LSIOJZT,X,X,O,X,O,X,X,X
LSIOZTJ,X,X,X,X,X,X,O,O
LSIOZJT,O,X,X,X,O,X,X,X
LSJTIZO,X,X,O,X,X,X,X,X
LSJTIOZ,X,X,O,X,X,X,X,X
LSJTZIO,X,O,X,X,X,X,O,X
LSJTZOI,X,O,X,X,X,X,O,X
LSJTOIZ,X,X,O,X,X,X,X,X
LSJTOZI,X,O,X,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,X,X
LSJITOZ,X,X,O,X,X,X,X,X
LSJIZTO,X,X,O,X,X,X,X,O
LSJIZOT,X,X,O,X,X,X,X,X
LSJIOTZ,X,X,O,X,O,X,X,X
LSJIOZT,X,X,O,X,O,X,X,X
LSJZTIO,X,O,X,X,X,X,O,X
LSJZTOI,X,O,X,X,X,X,O,X
LSJZITO,X,O,O,X,X,X,O,X
LSJZIOT,X,O,O,X,X,X,X,X
LSJZOTI,X,O,X,X,X,X,O,X
LSJZOIT,X,O,O,X,X,X,X,X
LSJOTIZ,X,X,O,X,O,X,X,X
LSJOTZI,X,O,X,X,X,X,O,X
LSJOITZ,X,X,O,X,O,X,X,X
LSJOIZT,X,X,O,X,O,X,X,X
LSJOZTI,X,O,X,X,X,X,O,X
LSJOZIT,X,O,O,X,O,X,X,X
LSZTIJO,O,X,X,X,X,X,O,X
LSZTIOJ,O,X,X,X,X,X,O,X
LSZTJIO,O,X,X,X,X,X,O,X
LSZTJOI,O,X,X,O,X,X,O,X
LSZTOIJ,O,X,X,O,X,X,O,X
LSZTOJI,O,X,X,O,X,X,O,X
LSZITJO,X,X,X,X,X,X,O,O
LSZITOJ,X,X,X,X,X,X,O,O
LSZIJTO,X,X,O,X,X,X,O,O
LSZIJOT,O,X,O,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,O,O
LSZIOJT,O,X,X,X,O,X,X,X
LSZJTIO,O,X,X,X,X,X,O,X
LSZJTOI,O,X,X,X,X,X,O,X
LSZJITO,X,X,O,X,X,X,O,X
LSZJIOT,O,X,O,X,X,X,X,X
LSZJOTI,O,X,X,X,X,X,O,X
LSZJOIT,O,X,O,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,X,O,X
LSZOTJI,O,X,X,O,X,X,O,X
LSZOITJ,X,X,X,X,X,X,O,X
LSZOIJT,O,X,X,X,O,X,X,X
LSZOJTI,O,X,X,X,X,X,O,X
LSZOJIT,O,X,X,X,O,X,X,X
LSOTIJZ,X,X,X,X,O,X,X,X
LSOTIZJ,O,X,X,X,X,X,O,X
LSOTJIZ,X,X,X,X,O,X,X,X
LSOTJZI,X,O,X,X,X,X,O,X
LSOTZIJ,O,X,X,O,X,X,O,X
LSOTZJI,O,X,X,O,X,X,O,X
LSOITJZ,X,X,X,X,O,X,X,X
LSOITZJ,X,X,X,X,X,X,O,X
LSOIJTZ,X,X,O,X,O,X,X,X
LSOIJZT,X,X,O,X,O,X,X,X
LSOIZTJ,X,X,X,X,X,X,O,O
LSOIZJT,O,X,X,X,O,X,X,X
LSOJTIZ,X,X,O,X,O,X,X,X
LSOJTZI,X,O,X,X,X,X,O,X
LSOJITZ,X,X,O,X,O,X,X,X
LSOJIZT,X,X,O,X,O,X,X,X
LSOJZTI,X,O,X,X,X,X,O,X
LSOJZIT,X,O,O,X,O,X,X,X
LSOZTIJ,O,X,X,O,X,X,O,X
LSOZTJI,O,X,X,O,X,X,O,X
LSOZITJ,X,X,X,X,X,X,O,X
LSOZIJT,O,X,X,X,O,X,X,X
LSOZJTI,O,X,X,X,X,X,O,X
LSOZJIT,O,X,X,X,O,X,X,X
LZTIJSO,O,X,X,X,X,O,X,X
LZTIJOS,O,X,X,O,X,O,X,X
LZTISJO,O,X,X,X,X,O,O,X
LZTISOJ,O,X,X,X,X,O,O,X
LZTIOJS,O,X,X,O,X,O,O,X
LZTIOSJ,X,X,X,O,X,O,O,X
LZTJISO,O,X,X,X,X,O,X,X
LZTJIOS,O,X,X,O,X,O,X,X
LZTJSIO,O,X,X,X,X,X,X,X
LZTJSOI,O,X,X,O,X,X,X,X
LZTJOIS,O,X,X,O,X,X,X,X
LZTJOSI,X,X,X,O,X,X,X,X
LZTSIJO,O,X,X,X,X,X,O,X
LZTSIOJ,O,X,X,X,X,X,O,X
LZTSJIO,O,X,X,X,X,X,O,X
LZTSJOI,O,X,X,O,X,X,O,X
LZTSOIJ,O,X,X,O,X,X,O,X
LZTSOJI,O,X,X,O,X,X,O,X
LZTOIJS,O,X,X,O,X,X,O,X
LZTOISJ,X,X,X,O,X,X,O,X
LZTOJIS,O,X,X,O,X,X,O,X
LZTOJSI,X,X,X,O,X,X,O,X
LZTOSIJ,X,X,X,O,X,X,O,X
LZTOSJI,X,X,X,O,X,X,O,X
LZITJSO,O,X,X,X,X,O,X,X
LZITJOS,O,X,X,O,X,O,X,X
LZITSJO,O,X,X,X,X,O,O,O
LZITSOJ,O,X,X,X,X,O,O,O
LZITOJS,O,X,X,O,X,O,O,X
LZITOSJ,X,X,X,O,X,O,O,X
LZIJTSO,O,X,O,X,X,X,X,X
LZIJTOS,O,X,O,X,X,X,X,X
LZIJSTO,X,X,O,X,X,X,O,O
LZIJSOT,O,X,O,X,X,X,X,X
LZIJOTS,X,X,O,X,X,X,O,X
LZIJOST,X,X,O,X,X,X,X,X
LZISTJO,X,X,X,X,X,X,O,O
LZISTOJ,X,X,X,X,X,X,O,O
LZISJTO,X,X,O,X,X,X,O,O
LZISJOT,O,X,O,X,X,X,X,X
LZISOTJ,X,X,X,X,X,X,O,O
LZISOJT,O,X,X,X,O,X,X,X
LZIOTJS,X,X,X,O,X,O,O,X
LZIOTSJ,X,X,X,O,X,O,O,X
LZIOJTS,X,X,X,X,O,X,O,X
LZIOJST,X,X,X,X,O,X,X,X
LZIOSTJ,X,X,X,X,X,X,O,O
LZIOSJT,X,X,X,X,O,X,X,X
LZJTISO,O,X,X,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,X,X
LZJTSIO,O,X,X,X,X,X,X,X
LZJTSOI,O,X,X,O,X,X,X,X
LZJTOIS,O,X,X,O,X,X,X,X
LZJTOSI,X,X,X,O,X,X,X,X
LZJITSO,O,X,O,X,X,X,X,X
LZJITOS,O,X,O,X,X,X,X,X
LZJISTO,X,X,O,X,X,X,O,X
LZJISOT,O,X,O,X,X,X,X,X
LZJIOTS,X,X,O,X,X,X,O,X
LZJIOST,X,X,O,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,O,X
LZJSTOI,O,X,X,X,X,X,O,X
LZJSITO,X,X,O,X,X,X,O,X
LZJSIOT,O,X,O,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,O,X
LZJSOIT,O,X,O,X,X,X,X,X
LZJOTIS,X,X,X,O,X,X,O,X
LZJOTSI,X,X,X,O,X,X,O,X
LZJOITS,X,X,O,X,X,X,O,X
LZJOIST,X,X,O,X,X,X,X,X
LZJOSTI,X,X,X,X,X,X,O,X
LZJOSIT,X,X,O,X,X,X,X,X
LZSTIJO,O,X,X,X,X,X,O,X
LZSTIOJ,O,X,X,X,X,X,O,X
LZSTJIO,O,X,X,X,X,X,O,X
LZSTJOI,O,X,X,O,X,X,O,X
LZSTOIJ,O,X,X,O,X,X,O,X
LZSTOJI,O,X,X,O,X,X,O,X
LZSITJO,X,X,X,X,X,X,O,O
LZSITOJ,X,X,X,X,X,X,O,O
LZSIJTO,X,X,O,X,X,X,O,O
LZSIJOT,O,X,O,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,X,O,O
LZSIOJT,O,X,X,X,O,X,X,X
LZSJTIO,O,X,X,X,X,X,O,X
LZSJTOI,O,X,X,X,X,X,O,X
LZSJITO,X,X,O,X,X,X,O,X
LZSJIOT,O,X,O,X,X,X,X,X
LZSJOTI,O,X,X,X,X,X,O,X
LZSJOIT,O,X,O,X,X,X,X,X
LZSOTIJ,O,X,X,O,X,X,O,X
LZSOTJI,O,X,X,O,X,X,O,X
LZSOITJ,X,X,X,X,X,X,O,X
LZSOIJT,O,X,X,X,O,X,X,X
LZSOJTI,O,X,X,X,X,X,O,X
LZSOJIT,O,X,X,X,O,X,X,X
LZOTIJS,X,X,X,O,X,X,O,X
LZOTISJ,X,X,X,O,X,X,O,X
LZOTJIS,X,X,X,O,X,X,O,X
LZOTJSI,X,X,X,O,X,X,O,X
LZOTSIJ,X,X,X,O,X,X,O,X
LZOTSJI,X,X,X,O,X,X,O,X
LZOITJS,X,X,X,O,X,X,O,X
LZOITSJ,X,X,X,O,X,X,O,X
LZOIJTS,X,X,X,X,O,X,O,X
LZOIJST,X,X,X,X,O,X,X,X
LZOISTJ,X,X,X,X,X,X,O,X
LZOISJT,X,X,X,X,O,X,X,X
LZOJTIS,X,X,X,O,X,X,O,X
LZOJTSI,X,X,X,O,X,X,O,X
LZOJITS,X,X,X,X,O,X,O,X
LZOJIST,X,X,X,X,O,X,X,X
LZOJSTI,X,X,X,X,X,X,O,X
LZOJSIT,X,X,X,X,O,X,X,X
LZOSTIJ,X,X,X,O,X,X,O,X
LZOSTJI,X,X,X,O,X,X,O,X
LZOSITJ,X,X,X,X,X,X,O,X
LZOSIJT,X,X,X,X,O,X,X,X
LZOSJTI,X,X,X,X,X,X,O,X
LZOSJIT,X,X,X,X,O,X,X,X
LOTIJSZ,X,X,X,X,O,O,X,X
LOTIJZS,X,X,X,X,O,O,X,X
LOTISJZ,X,X,X,X,O,O,X,X
LOTISZJ,X,X,X,X,X,O,O,X
LOTIZJS,X,X,X,O,X,O,O,X
LOTIZSJ,X,X,X,O,X,O,O,X
LOTJISZ,X,X,X,X,O,O,X,X
LOTJIZS,X,X,X,X,O,O,X,X
LOTJSIZ,X,X,X,X,O,X,X,X
LOTJSZI,X,O,X,X,X,X,O,X
LOTJZIS,X,O,X,O,X,X,O,X
LOTJZSI,X,O,X,O,X,X,O,X
LOTSIJZ,X,X,X,X,O,X,X,X
LOTSIZJ,X,X,X,X,X,X,O,X
LOTSJIZ,X,X,X,X,O,X,X,X
LOTSJZI,X,O,X,X,X,X,O,X
LOTSZIJ,X,X,X,O,X,X,O,X
LOTSZJI,X,X,X,O,X,X,O,X
LOTZIJS,X,X,X,O,X,X,O,X
LOTZISJ,X,X,X,O,X,X,O,X
LOTZJIS,X,X,X,O,X,X,O,X
LOTZJSI,X,X,X,O,X,X,O,X
LOTZSIJ,X,X,X,O,X,X,O,X
LOTZSJI,X,X,X,O,X,X,O,X
LOITJSZ,X,X,X,X,O,O,X,X
LOITJZS,X,X,X,X,O,O,X,X
LOITSJZ,X,X,X,X,O,O,X,X
LOITSZJ,X,X,X,X,X,O,O,X
LOITZJS,X,X,X,O,X,O,O,X
LOITZSJ,X,X,X,O,X,O,O,X
LOIJTSZ,X,X,O,X,O,O,X,X
LOIJTZS,X,X,O,X,O,O,X,X
LOIJSTZ,X,X,O,X,O,X,X,X
LOIJSZT,X,X,O,X,O,X,X,X
LOIJZTS,X,X,O,X,O,X,X,X
LOIJZST,X,X,O,X,O,X,X,X
LOISTJZ,X,X,X,X,O,O,X,X
LOISTZJ,X,X,X,X,X,O,O,X
LOISJTZ,X,X,O,X,O,X,X,X
LOISJZT,X,X,O,X,O,X,X,X
LOISZTJ,X,X,X,X,X,X,O,O
LOISZJT,X,X,X,X,O,X,X,X
LOIZTJS,X,X,X,O,X,O,O,X
LOIZTSJ,X,X,X,O,X,O,O,X
LOIZJTS,X,X,X,X,O,X,O,X
LOIZJST,X,X,X,X,O,X,X,X
LOIZSTJ,X,X,X,X,X,X,O,O
LOIZSJT,X,X,X,X,O,X,X,X
LOJTISZ,X,X,O,X,O,X,X,X
LOJTIZS,X,X,O,X,O,X,X,X
LOJTSIZ,X,X,O,X,O,X,X,X
LOJTSZI,X,O,X,X,X,X,O,X
LOJTZIS,X,O,X,O,X,X,O,X
LOJTZSI,X,O,X,O,X,X,O,X
LOJITSZ,X,X,O,X,O,X,X,X
LOJITZS,X,X,O,X,O,X,X,X
LOJISTZ,X,X,O,X,O,X,X,X
LOJISZT,X,X,O,X,O,X,X,X
LOJIZTS,X,X,O,X,O,X,X,X
LOJIZST,X,X,O,X,O,X,X,X
LOJSTIZ,X,X,O,X,O,X,X,X
LOJSTZI,X,O,X,X,X,X,O,X
LOJSITZ,X,X,O,X,O,X,X,X
LOJSIZT,X,X,O,X,O,X,X,X
LOJSZTI,X,O,X,X,X,X,O,X
LOJSZIT,X,O,O,X,O,X,X,X
LOJZTIS,X,O,X,O,X,X,O,X
LOJZTSI,X,O,X,O,X,X,O,X
LOJZITS,X,O,O,X,O,X,O,X
LOJZIST,X,O,O,X,O,X,X,X
LOJZSTI,X,O,X,X,X,X,O,X
LOJZSIT,X,O,O,X,O,X,X,X
LOSTIJZ,X,X,X,X,O,X,X,X
LOSTIZJ,X,X,X,X,X,X,O,X
LOSTJIZ,X,X,X,X,O,X,X,X
LOSTJZI,X,O,X,X,X,X,O,X
LOSTZIJ,X,X,X,O,X,X,O,X
LOSTZJI,X,X,X,O,X,X,O,X
LOSITJZ,X,X,X,X,O,X,X,X
LOSITZJ,X,X,X,X,X,X,O,X
LOSIJTZ,X,X,O,X,O,X,X,X
LOSIJZT,X,X,O,X,O,X,X,X
LOSIZTJ,X,X,X,X,X,X,O,O
LOSIZJT,X,X,X,X,O,X,X,X
LOSJTIZ,X,X,O,X,O,X,X,X
LOSJTZI,X,O,X,X,X,X,O,X
LOSJITZ,X,X,O,X,O,X,X,X
LOSJIZT,X,X,O,X,O,X,X,X
LOSJZTI,X,O,X,X,X,X,O,X
LOSJZIT,X,O,O,X,O,X,X,X
LOSZTIJ,X,X,X,O,X,X,O,X
LOSZTJI,X,X,X,O,X,X,O,X
LOSZITJ,X,X,X,X,X,X,O,X
LOSZIJT,X,X,X,X,O,X,X,X
LOSZJTI,X,X,X,X,X,X,O,X
LOSZJIT,X,X,X,X,O,X,X,X
LOZTIJS,X,X,X,O,X,X,O,X
LOZTISJ,X,X,X,O,X,X,O,X
LOZTJIS,X,X,X,O,X,X,O,X
LOZTJSI,X,X,X,O,X,X,O,X
LOZTSIJ,X,X,X,O,X,X,O,X
LOZTSJI,X,X,X,O,X,X,O,X
LOZITJS,X,X,X,O,X,X,O,X
LOZITSJ,X,X,X,O,X,X,O,X
LOZIJTS,X,X,X,X,O,X,O,X
LOZIJST,X,X,X,X,O,X,X,X
LOZISTJ,X,X,X,X,X,X,O,X
LOZISJT,X,X,X,X,O,X,X,X
LOZJTIS,X,X,X,O,X,X,O,X
LOZJTSI,X,X,X,O,X,X,O,X
LOZJITS,X,X,X,X,O,X,O,X
LOZJIST,X,X,X,X,O,X,X,X
LOZJSTI,X,X,X,X,X,X,O,X
LOZJSIT,X,X,X,X,O,X,X,X
LOZSTIJ,X,X,X,O,X,X,O,X
LOZSTJI,X,X,X,O,X,X,O,X
LOZSITJ,X,X,X,X,X,X,O,X
LOZSIJT,X,X,X,X,O,X,X,X
LOZSJTI,X,X,X,X,X,X,O,X
LOZSJIT,X,X,X,X,O,X,X,X
JTILSZO,X,X,O,X,X,O,X,X
JTILSOZ,X,X,O,X,X,O,X,X
JTILZSO,X,X,O,X,X,O,X,X
JTILZOS,X,X,O,X,X,O,X,X
JTILOSZ,X,X,O,X,X,O,X,X
JTILOZS,X,X,O,X,X,O,X,X
JTISLZO,X,X,O,X,X,X,X,X
JTISLOZ,X,X,O,X,X,X,X,X
JTISZLO,O,O,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,X
JTISOLZ,X,X,O,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X
JTIZLSO,O,O,X,X,X,X,X,X
JTIZLOS,O,X,X,O,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X
JTIZOLS,O,O,X,O,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X,X
JTIOLSZ,X,X,O,X,X,O,X,X
JTIOLZS,X,X,O,X,X,O,X,X
JTIOSLZ,X,X,O,X,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X,X
JTIOZLS,O,O,X,O,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X
JTLISZO,X,X,O,X,X,O,X,X
JTLISOZ,X,X,O,X,X,O,X,X
JTLIZSO,X,X,O,X,X,O,X,X
JTLIZOS,X,X,O,X,X,O,X,X
JTLIOSZ,X,X,O,X,X,O,X,X
JTLIOZS,X,X,O,X,X,O,X,X
JTLSIZO,X,X,O,X,X,O,X,X
JTLSIOZ,X,X,O,X,X,O,X,X
JTLSZIO,X,O,X,X,X,X,X,X
JTLSZOI,X,O,X,X,X,X,X,X
JTLSOIZ,X,X,O,X,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X,X
JTLZISO,X,O,X,X,X,O,X,X
JTLZIOS,X,X,X,O,X,O,X,X
JTLZSIO,X,O,X,X,X,X,X,X
JTLZSOI,X,O,X,O,X,X,X,X
JTLZOIS,X,O,X,O,X,X,X,X
JTLZOSI,X,O,X,O,X,X,X,X
JTLOISZ,X,X,O,X,X,O,X,X
JTLOIZS,X,X,O,X,X,O,X,X
JTLOSIZ,X,X,O,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X
JTLOZIS,X,O,X,O,X,X,X,X
JTLOZSI,X,O,X,O,X,X,X,X
JTSILZO,X,X,O,X,X,X,X,X
JTSILOZ,X,X,O,X,X,X,X,X
JTSIZLO,O,O,X,X,X,X,X,X
JTSIZOL,O,O,X,X,X,X,X,X
JTSIOLZ,X,X,O,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X,X
JTSLIZO,X,X,O,X,X,O,X,X
JTSLIOZ,X,X,O,X,X,O,X,X
JTSLZIO,X,O,X,X,X,X,X,X
JTSLZOI,X,O,X,X,X,X,X,X
JTSLOIZ,X,X,O,X,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X
JTSZILO,O,O,X,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X,X
JTSZLOI,O,O,X,O,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X
JTSZOLI,O,O,X,O,X,X,X,X
JTSOILZ,X,X,O,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X
JTSOLIZ,X,X,O,X,X,X,X,X
JTSOLZI,X,O,X,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X
JTZILSO,O,O,X,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X
