sequence,v115@ShC8EeF8BeC8JeNEJvhFUgBGhBZnBqnBTjB/rB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmB5mBcoBTnBisB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBSsBzrB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBqrBTsB,v115@ShC8EeF8BeC8JeNEJvhFUgBRhBCjBTmBesBXtB,v115@ShC8EeF8BeC8JeNEJvhFUgBamBWnBxiBXoBzrB,v115@ShC8EeF8BeC8JeNEJvhFUgBZnBCjBTmBXoBGrB
TOIJLZS,X,O,X,X,O,O,X
TOIJSLZ,X,O,X,X,O,O,O
TOIJSZL,X,O,X,X,O,O,O
TOIJZLS,X,O,X,X,O,O,X
TOIJZSL,X,O,X,X,O,O,O
TOISLJZ,O,O,X,X,X,O,O
TOISLZJ,O,O,X,X,X,O,O
TOISJLZ,O,O,X,X,O,O,O
TOISJZL,O,O,X,X,O,O,O
TOISZLJ,O,O,X,X,X,O,O
TOISZJL,O,O,X,X,O,O,O
TOIZLJS,O,O,X,X,O,O,X
TOIZLSJ,O,O,X,X,X,O,O
TOIZJLS,X,O,X,X,O,O,X
TOIZJSL,X,O,X,X,O,O,O
TOIZSLJ,O,O,X,X,X,O,O
TOIZSJL,O,O,X,X,O,O,O
TOLIJSZ,O,O,X,O,O,O,X
TOLIJZS,O,O,X,O,O,O,X
TOLISJZ,O,O,X,O,X,O,O
TOLISZJ,O,O,X,O,X,O,O
TOLIZJS,O,O,X,O,O,O,X
TOLIZSJ,O,O,X,O,X,O,O
TOLJISZ,O,O,X,O,O,O,X
TOLJIZS,O,O,X,O,O,O,X
TOLJSIZ,O,O,X,O,O,O,X
TOLJSZI,O,O,O,O,O,O,X
TOLJZIS,O,O,O,O,O,O,X
TOLJZSI,O,O,O,O,O,O,X
TOLSIJZ,O,O,X,O,X,O,O
TOLSIZJ,O,O,X,O,X,O,O
TOLSJIZ,O,O,X,O,O,O,O
TOLSJZI,O,O,O,O,O,O,O
TOLSZIJ,O,O,O,O,X,O,O
TOLSZJI,O,O,O,O,O,O,O
TOLZIJS,O,O,O,O,O,O,X
TOLZISJ,O,O,O,O,X,O,O
TOLZJIS,O,O,O,O,O,O,X
TOLZJSI,O,O,O,O,O,O,X
TOLZSIJ,O,O,O,O,X,O,O
TOLZSJI,O,O,O,O,O,O,O
TOJILSZ,X,O,X,X,O,O,X
TOJILZS,X,O,X,X,O,O,X
TOJISLZ,X,O,X,X,O,O,O
TOJISZL,X,O,X,X,O,O,O
TOJIZLS,X,O,X,X,O,O,X
TOJIZSL,X,O,X,X,O,O,O
TOJLISZ,O,O,X,O,O,O,X
TOJLIZS,O,O,X,O,O,O,X
TOJLSIZ,O,O,X,O,O,O,X
TOJLSZI,O,O,O,O,O,O,X
TOJLZIS,O,O,O,O,O,O,X
TOJLZSI,O,O,O,O,O,O,X
TOJSILZ,O,O,X,X,O,O,O
TOJSIZL,O,O,X,X,O,O,O
TOJSLIZ,O,O,X,O,O,O,O
TOJSLZI,O,O,O,O,O,O,O
TOJSZIL,O,O,O,O,O,O,O
TOJSZLI,O,O,O,O,O,O,O
TOJZILS,X,O,X,X,O,O,X
TOJZISL,X,O,O,O,O,O,O
TOJZLIS,O,O,O,O,O,O,X
TOJZLSI,O,O,O,O,O,O,X
TOJZSIL,O,O,O,O,O,O,O
TOJZSLI,O,O,O,O,O,O,O
TOSILJZ,O,O,X,X,X,O,O
TOSILZJ,O,O,X,X,X,O,O
TOSIJLZ,O,O,X,X,O,O,O
TOSIJZL,O,O,X,X,O,O,O
TOSIZLJ,O,O,X,X,X,O,O
TOSIZJL,O,O,X,X,O,O,O
TOSLIJZ,O,O,X,O,X,O,O
TOSLIZJ,O,O,X,O,X,O,O
TOSLJIZ,O,O,X,O,O,O,O
TOSLJZI,O,O,O,O,O,O,O
TOSLZIJ,O,O,O,O,O,O,O
TOSLZJI,O,O,O,O,O,O,O
TOSJILZ,O,O,X,X,O,O,O
TOSJIZL,O,O,X,X,O,O,O
TOSJLIZ,O,O,X,O,O,O,O
TOSJLZI,O,O,O,O,O,O,O
TOSJZIL,O,O,O,O,O,O,O
TOSJZLI,O,O,O,O,O,O,O
TOSZILJ,O,O,X,X,O,O,O
TOSZIJL,O,O,O,O,O,O,O
TOSZLIJ,O,O,O,O,O,O,O
TOSZLJI,O,O,O,O,O,O,O
TOSZJIL,O,O,O,O,O,O,O
TOSZJLI,O,O,O,O,O,O,O
TOZILJS,O,O,X,X,O,O,X
TOZILSJ,O,O,X,X,X,O,O
TOZIJLS,X,O,X,X,O,O,X
TOZIJSL,X,O,O,O,O,O,O
TOZISLJ,O,O,X,X,O,O,O
TOZISJL,O,O,O,O,O,O,O
TOZLIJS,O,O,O,O,O,O,X
TOZLISJ,O,O,O,O,X,O,O
TOZLJIS,O,O,O,O,O,O,X
TOZLJSI,O,O,O,O,O,O,X
TOZLSIJ,O,O,O,O,X,O,O
TOZLSJI,O,O,O,O,O,O,O
TOZJILS,X,O,X,X,O,O,X
TOZJISL,X,O,O,O,O,O,O
TOZJLIS,O,O,O,O,O,O,X
TOZJLSI,O,O,O,O,O,O,X
TOZJSIL,O,O,O,O,O,O,O
TOZJSLI,O,O,O,O,O,O,O
TOZSILJ,O,O,X,X,O,O,O
TOZSIJL,O,O,O,O,O,O,O
TOZSLIJ,O,O,O,O,O,O,O
TOZSLJI,O,O,O,O,O,O,O
TOZSJIL,O,O,O,O,O,O,O
TOZSJLI,O,O,O,O,O,O,O
ITLJSZO,O,O,O,O,X,X,X
ITLJSOZ,O,O,X,O,X,X,X
ITLJZSO,O,O,O,O,X,X,X
ITLJZOS,O,O,O,O,X,X,X
ITLJOSZ,O,O,X,O,X,X,X
ITLJOZS,O,O,X,O,X,X,X
ITLSJZO,O,O,O,O,X,O,O
ITLSJOZ,O,O,X,O,X,O,O
ITLSZJO,O,O,O,O,X,O,O
ITLSZOJ,O,O,O,O,X,O,O
ITLSOJZ,O,O,X,O,X,O,O
ITLSOZJ,O,O,X,O,X,O,O
ITLZJSO,O,O,O,O,X,X,X
ITLZJOS,O,O,O,O,X,X,X
ITLZSJO,O,O,O,O,X,O,O
ITLZSOJ,O,O,O,O,X,O,O
ITLZOJS,O,O,O,O,X,O,X
ITLZOSJ,O,O,O,O,X,O,O
ITLOJSZ,O,O,X,O,X,O,X
ITLOJZS,O,O,X,O,X,O,X
ITLOSJZ,O,O,X,O,X,O,O
ITLOSZJ,O,O,X,O,X,O,O
ITLOZJS,O,O,X,O,X,O,X
ITLOZSJ,O,O,X,O,X,O,O
ITJLSZO,O,O,O,O,O,X,X
ITJLSOZ,O,O,X,O,O,X,X
ITJLZSO,O,O,O,O,O,X,X
ITJLZOS,O,O,O,O,X,X,X
ITJLOSZ,O,O,X,O,X,X,X
ITJLOZS,O,O,X,O,X,X,X
ITJSLZO,O,O,O,O,O,X,O
ITJSLOZ,O,O,X,O,O,X,O
ITJSZLO,O,O,O,O,O,X,O
ITJSZOL,O,O,O,O,O,X,O
ITJSOLZ,O,O,X,X,O,X,O
ITJSOZL,O,O,X,X,O,X,O
ITJZLSO,O,O,O,O,O,X,X
ITJZLOS,O,O,O,O,X,X,X
ITJZSLO,O,O,O,O,O,X,O
ITJZSOL,O,O,O,O,O,X,O
ITJZOLS,X,O,X,X,O,X,X
ITJZOSL,X,O,O,O,O,X,O
ITJOLSZ,X,O,X,X,O,X,X
ITJOLZS,X,O,X,X,O,X,X
ITJOSLZ,X,O,X,X,O,X,O
ITJOSZL,X,O,X,X,O,X,O
ITJOZLS,X,O,X,X,O,X,X
ITJOZSL,X,O,X,X,O,X,O
ITSLJZO,O,O,O,O,O,O,O
ITSLJOZ,O,O,X,O,O,O,O
ITSLZJO,O,O,O,O,O,O,O
ITSLZOJ,O,O,O,O,O,O,O
ITSLOJZ,O,O,X,O,X,O,O
ITSLOZJ,O,O,X,O,X,O,O
ITSJLZO,O,O,O,O,O,O,O
ITSJLOZ,O,O,X,O,O,O,O
ITSJZLO,O,O,O,O,O,O,O
ITSJZOL,O,O,O,O,O,O,O
ITSJOLZ,O,O,X,X,O,O,O
ITSJOZL,O,O,X,X,O,O,O
ITSZLJO,O,O,O,O,O,O,O
ITSZLOJ,O,O,O,O,O,O,O
ITSZJLO,O,O,O,O,O,O,O
ITSZJOL,O,O,O,O,O,O,O
ITSZOLJ,O,O,X,X,O,O,O
ITSZOJL,O,O,O,O,O,O,O
ITSOLJZ,O,O,X,X,X,O,O
ITSOLZJ,O,O,X,X,X,O,O
ITSOJLZ,O,O,X,X,O,O,O
ITSOJZL,O,O,X,X,O,O,O
ITSOZLJ,O,O,X,X,X,O,O
ITSOZJL,O,O,X,X,O,O,O
ITZLJSO,O,O,O,O,O,X,X
ITZLJOS,O,O,O,O,X,X,X
ITZLSJO,O,O,O,O,O,O,O
ITZLSOJ,O,O,O,O,O,O,O
ITZLOJS,O,O,O,O,O,O,X
ITZLOSJ,O,O,O,O,X,O,O
ITZJLSO,O,O,O,O,O,X,X
ITZJLOS,O,O,O,O,X,X,X
ITZJSLO,O,O,O,O,O,X,O
ITZJSOL,O,O,O,O,O,X,O
ITZJOLS,X,O,X,X,O,X,X
ITZJOSL,X,O,O,O,O,X,O
ITZSLJO,O,O,O,O,O,O,O
ITZSLOJ,O,O,O,O,O,O,O
ITZSJLO,O,O,O,O,O,O,O
ITZSJOL,O,O,O,O,O,O,O
ITZSOLJ,O,O,X,X,O,O,O
ITZSOJL,O,O,O,O,O,O,O
ITZOLJS,O,O,X,X,O,O,X
ITZOLSJ,O,O,X,X,X,O,O
ITZOJLS,X,O,X,X,O,O,X
ITZOJSL,X,O,O,O,O,O,O
ITZOSLJ,O,O,X,X,O,O,O
ITZOSJL,O,O,O,O,O,O,O
ITOLJSZ,O,O,X,X,O,O,X
ITOLJZS,O,O,X,X,O,O,X
ITOLSJZ,O,O,X,X,X,O,O
ITOLSZJ,O,O,X,X,X,O,O
ITOLZJS,O,O,X,X,O,O,X
ITOLZSJ,O,O,X,X,X,O,O
ITOJLSZ,X,O,X,X,O,O,X
ITOJLZS,X,O,X,X,O,O,X
ITOJSLZ,X,O,X,X,O,O,O
ITOJSZL,X,O,X,X,O,O,O
ITOJZLS,X,O,X,X,O,O,X
ITOJZSL,X,O,X,X,O,O,O
ITOSLJZ,O,O,X,X,X,O,O
ITOSLZJ,O,O,X,X,X,O,O
ITOSJLZ,O,O,X,X,O,O,O
ITOSJZL,O,O,X,X,O,O,O
ITOSZLJ,O,O,X,X,X,O,O
ITOSZJL,O,O,X,X,O,O,O
ITOZLJS,O,O,X,X,O,O,X
ITOZLSJ,O,O,X,X,X,O,O
ITOZJLS,X,O,X,X,O,O,X
ITOZJSL,X,O,X,X,O,O,O
ITOZSLJ,O,O,X,X,X,O,O
ITOZSJL,O,O,X,X,O,O,O
ILTJSZO,O,O,O,O,X,X,X
ILTJSOZ,O,O,X,O,X,X,X
ILTJZSO,O,O,O,O,X,X,X
ILTJZOS,O,O,O,O,X,X,X
ILTJOSZ,O,O,X,O,X,X,X
ILTJOZS,O,O,X,O,X,X,X
ILTSJZO,O,O,O,O,X,O,O
ILTSJOZ,O,O,X,O,X,O,O
ILTSZJO,O,O,O,O,X,O,O
ILTSZOJ,O,O,O,O,X,O,O
ILTSOJZ,O,O,X,O,X,O,O
ILTSOZJ,O,O,X,O,X,O,O
ILTZJSO,O,O,O,O,X,X,X
ILTZJOS,O,O,O,O,X,X,X
ILTZSJO,O,O,O,O,X,O,O
ILTZSOJ,O,O,O,O,X,O,O
ILTZOJS,O,O,O,O,X,O,X
ILTZOSJ,O,O,O,O,X,O,O
ILTOJSZ,O,O,X,O,X,O,X
ILTOJZS,O,O,X,O,X,O,X
ILTOSJZ,O,O,X,O,X,O,O
ILTOSZJ,O,O,X,O,X,O,O
ILTOZJS,O,O,X,O,X,O,X
ILTOZSJ,O,O,X,O,X,O,O
ILJTSZO,O,O,O,O,X,X,X
ILJTSOZ,O,O,X,O,X,X,X
ILJTZSO,O,O,O,O,X,X,X
ILJTZOS,O,O,O,O,X,X,X
ILJTOSZ,O,O,X,O,X,X,X
ILJTOZS,O,O,X,O,X,X,X
ILJSTZO,O,X,O,X,X,X,X
ILJSTOZ,O,X,X,X,X,X,X
ILJSZTO,O,X,O,X,X,X,X
ILJSZOT,O,X,X,X,X,X,X
ILJSOTZ,O,X,X,X,X,X,X
ILJSOZT,O,X,X,X,X,X,X
ILJZTSO,X,O,O,O,X,X,X
ILJZTOS,X,O,O,O,X,X,X
ILJZSTO,X,X,O,O,X,X,X
ILJZSOT,X,X,X,X,X,X,X
ILJZOTS,X,O,O,O,X,X,X
ILJZOST,X,X,X,O,X,X,X
ILJOTSZ,O,O,X,O,X,X,X
ILJOTZS,O,O,X,O,X,X,X
ILJOSTZ,O,X,X,X,X,X,X
ILJOSZT,O,X,X,X,X,X,X
ILJOZTS,X,O,X,O,X,X,X
ILJOZST,X,X,X,O,X,X,X
ILSTJZO,O,X,O,X,X,O,O
ILSTJOZ,O,X,X,X,X,O,O
ILSTZJO,O,X,O,X,X,O,O
ILSTZOJ,O,X,O,X,X,O,O
ILSTOJZ,O,X,X,X,X,O,O
ILSTOZJ,O,X,X,X,X,O,O
ILSJTZO,O,X,O,X,X,O,O
ILSJTOZ,O,X,X,X,X,O,O
ILSJZTO,O,X,O,X,X,O,X
ILSJZOT,O,X,X,X,X,X,X
ILSJOTZ,O,X,X,X,X,O,O
ILSJOZT,O,X,X,X,X,X,X
ILSZTJO,O,X,O,X,X,O,O
ILSZTOJ,O,X,O,X,X,O,O
ILSZJTO,O,X,O,X,X,O,X
ILSZJOT,O,X,X,X,X,X,X
ILSZOTJ,O,X,X,X,X,X,O
ILSZOJT,O,X,X,X,X,X,X
ILSOTJZ,O,X,X,X,X,O,O
ILSOTZJ,O,X,X,X,X,O,O
ILSOJTZ,O,X,X,X,X,O,O
ILSOJZT,O,X,X,X,X,O,X
ILSOZTJ,O,X,X,X,X,O,O
ILSOZJT,O,X,X,X,X,O,X
ILZTJSO,O,O,O,O,X,X,X
ILZTJOS,O,O,O,O,X,X,X
ILZTSJO,O,O,O,O,X,X,X
ILZTSOJ,O,O,O,O,X,X,X
ILZTOJS,O,O,O,O,X,X,X
ILZTOSJ,O,O,O,O,X,X,X
ILZJTSO,X,O,O,O,X,X,X
ILZJTOS,X,O,O,O,X,X,X
ILZJSTO,X,X,O,O,X,X,X
ILZJSOT,X,X,X,X,X,X,X
ILZJOTS,X,O,O,O,X,X,X
ILZJOST,X,X,X,O,X,X,X
ILZSTJO,O,X,O,O,X,X,X
ILZSTOJ,O,X,O,O,X,X,X
ILZSJTO,O,X,O,O,X,X,X
ILZSJOT,O,X,X,X,X,X,X
ILZSOTJ,O,X,X,X,X,X,X
ILZSOJT,O,X,X,X,X,X,X
ILZOTJS,O,O,O,O,X,X,X
ILZOTSJ,O,O,O,O,X,X,X
ILZOJTS,X,O,O,O,X,X,X
ILZOJST,X,X,X,O,X,X,X
ILZOSTJ,O,X,X,O,X,X,X
ILZOSJT,O,X,X,O,X,X,X
ILOTJSZ,O,O,X,O,X,O,X
ILOTJZS,O,O,X,O,X,O,X
ILOTSJZ,O,O,X,O,X,O,O
ILOTSZJ,O,O,X,O,X,O,O
ILOTZJS,O,O,X,O,X,O,X
ILOTZSJ,O,O,X,O,X,O,O
ILOJTSZ,O,O,X,O,X,O,X
ILOJTZS,O,O,X,O,X,O,X
ILOJSTZ,O,X,X,X,X,O,X
ILOJSZT,O,X,X,X,X,O,X
ILOJZTS,X,O,X,O,X,O,X
ILOJZST,X,X,X,O,X,X,X
ILOSTJZ,O,X,X,X,X,O,O
ILOSTZJ,O,X,X,X,X,O,O
ILOSJTZ,O,X,X,X,X,O,O
ILOSJZT,O,X,X,X,X,O,X
ILOSZTJ,O,X,X,X,X,O,O
ILOSZJT,O,X,X,X,X,O,X
ILOZTJS,O,O,X,O,X,X,X
ILOZTSJ,O,O,X,O,X,X,X
ILOZJTS,X,O,X,O,X,X,X
ILOZJST,X,X,X,O,X,X,X
ILOZSTJ,O,X,X,O,X,X,X
ILOZSJT,O,X,X,O,X,X,X
IJTLSZO,O,O,O,O,O,X,X
IJTLSOZ,O,O,X,O,O,X,X
IJTLZSO,O,O,O,O,O,X,X
IJTLZOS,O,O,O,O,X,X,X
IJTLOSZ,O,O,X,O,X,X,X
IJTLOZS,O,O,X,O,X,X,X
IJTSLZO,O,O,O,O,O,X,O
IJTSLOZ,O,O,X,O,O,X,O
IJTSZLO,O,O,O,O,O,X,O
IJTSZOL,O,O,O,O,O,X,O
IJTSOLZ,O,O,X,X,O,X,O
IJTSOZL,O,O,X,X,O,X,O
IJTZLSO,O,O,O,O,O,X,X
IJTZLOS,O,O,O,O,X,X,X
IJTZSLO,O,O,O,O,O,X,O
IJTZSOL,O,O,O,O,O,X,O
IJTZOLS,X,O,X,X,O,X,X
IJTZOSL,X,O,O,O,O,X,O
IJTOLSZ,X,O,X,X,O,X,X
IJTOLZS,X,O,X,X,O,X,X
IJTOSLZ,X,O,X,X,O,X,O
IJTOSZL,X,O,X,X,O,X,O
IJTOZLS,X,O,X,X,O,X,X
IJTOZSL,X,O,X,X,O,X,O
IJLTSZO,O,O,O,O,O,X,X
IJLTSOZ,O,O,X,O,O,X,X
IJLTZSO,O,O,O,O,O,X,X
IJLTZOS,O,O,O,O,X,X,X
IJLTOSZ,O,O,X,O,X,X,X
IJLTOZS,O,O,X,O,X,X,X
IJLSTZO,O,X,O,X,O,X,X
IJLSTOZ,O,X,X,X,O,X,X
IJLSZTO,O,X,O,X,O,X,X
IJLSZOT,O,X,X,X,X,X,X
IJLSOTZ,O,X,X,X,O,X,X
IJLSOZT,O,X,X,X,X,X,X
IJLZTSO,X,O,O,O,X,X,X
IJLZTOS,X,O,O,O,X,X,X
IJLZSTO,X,X,O,O,X,X,X
IJLZSOT,X,X,X,X,X,X,X
IJLZOTS,X,O,O,O,X,X,X
IJLZOST,X,X,X,O,X,X,X
IJLOTSZ,O,O,X,O,X,X,X
IJLOTZS,O,O,X,O,X,X,X
IJLOSTZ,O,X,X,X,X,X,X
IJLOSZT,O,X,X,X,X,X,X
IJLOZTS,X,O,X,O,X,X,X
IJLOZST,X,X,X,O,X,X,X
IJSTLZO,O,O,O,O,O,X,O
IJSTLOZ,O,O,X,O,O,X,O
IJSTZLO,O,O,O,O,O,X,O
IJSTZOL,O,O,O,O,O,X,O
IJSTOLZ,O,O,X,X,O,X,O
IJSTOZL,O,O,X,X,O,X,O
IJSLTZO,O,X,O,X,O,X,O
IJSLTOZ,O,X,X,X,O,X,O
IJSLZTO,O,X,O,X,O,X,X
IJSLZOT,O,X,X,X,X,X,X
IJSLOTZ,O,X,X,X,O,X,O
IJSLOZT,O,X,X,X,O,X,X
IJSZTLO,O,O,O,O,O,X,X
IJSZTOL,O,O,O,O,O,X,X
IJSZLTO,O,X,O,X,O,X,X
IJSZLOT,O,X,X,X,X,X,X
IJSZOTL,X,O,X,X,X,X,X
IJSZOLT,X,X,X,X,X,X,X
IJSOTLZ,O,O,X,X,O,X,O
IJSOTZL,O,O,X,X,O,X,O
IJSOLTZ,O,X,X,X,O,X,O
IJSOLZT,O,X,X,X,O,X,X
IJSOZTL,X,O,X,X,O,X,X
IJSOZLT,X,X,X,X,O,X,X
IJZTLSO,X,O,O,O,O,X,X
IJZTLOS,X,O,O,O,X,X,X
IJZTSLO,X,O,O,O,O,X,X
IJZTSOL,X,O,O,O,O,X,X
IJZTOLS,X,O,X,X,X,X,X
IJZTOSL,X,O,O,O,O,X,X
IJZLTSO,X,O,O,O,X,X,X
IJZLTOS,X,O,O,O,X,X,X
IJZLSTO,X,X,O,O,X,X,X
IJZLSOT,X,X,X,X,X,X,X
IJZLOTS,X,O,O,O,X,X,X
IJZLOST,X,X,X,O,X,X,X
IJZSTLO,X,O,O,O,O,X,X
IJZSTOL,X,O,O,O,O,X,X
IJZSLTO,X,X,O,O,O,X,X
IJZSLOT,X,X,X,X,X,X,X
IJZSOTL,X,O,X,X,X,X,X
IJZSOLT,X,X,X,X,X,X,X
IJZOTLS,X,O,X,X,X,X,X
IJZOTSL,X,O,O,O,X,X,X
IJZOLTS,X,O,O,O,X,X,X
IJZOLST,X,X,X,O,X,X,X
IJZOSTL,X,O,X,X,X,X,X
IJZOSLT,X,X,X,X,X,X,X
IJOTLSZ,X,O,X,X,O,X,X
IJOTLZS,X,O,X,X,O,X,X
IJOTSLZ,X,O,X,X,O,X,O
IJOTSZL,X,O,X,X,O,X,O
IJOTZLS,X,O,X,X,O,X,X
IJOTZSL,X,O,X,X,O,X,O
IJOLTSZ,X,O,X,O,O,X,X
IJOLTZS,X,O,X,O,O,X,X
IJOLSTZ,X,X,X,X,O,X,X
IJOLSZT,X,X,X,X,O,X,X
IJOLZTS,X,O,X,O,X,X,X
IJOLZST,X,X,X,O,X,X,X
IJOSTLZ,X,O,X,X,O,X,O
IJOSTZL,X,O,X,X,O,X,O
IJOSLTZ,X,X,X,X,O,X,O
IJOSLZT,X,X,X,X,O,X,X
IJOSZTL,X,O,X,X,O,X,X
IJOSZLT,X,X,X,X,O,X,X
IJOZTLS,X,O,X,X,O,X,X
IJOZTSL,X,O,X,X,O,X,X
IJOZLTS,X,O,X,O,X,X,X
IJOZLST,X,X,X,O,X,X,X
IJOZSTL,X,O,X,X,O,X,X
IJOZSLT,X,X,X,X,O,X,X
ISTLJZO,O,O,O,O,O,O,O
ISTLJOZ,O,O,X,O,O,O,O
ISTLZJO,O,O,O,O,O,O,O
ISTLZOJ,O,O,O,O,O,O,O
ISTLOJZ,O,O,X,O,X,O,O
ISTLOZJ,O,O,X,O,X,O,O
ISTJLZO,O,O,O,O,O,O,O
ISTJLOZ,O,O,X,O,O,O,O
ISTJZLO,O,O,O,O,O,O,O
ISTJZOL,O,O,O,O,O,O,O
ISTJOLZ,O,O,X,X,O,O,O
ISTJOZL,O,O,X,X,O,O,O
ISTZLJO,O,O,O,O,O,O,O
ISTZLOJ,O,O,O,O,O,O,O
ISTZJLO,O,O,O,O,O,O,O
ISTZJOL,O,O,O,O,O,O,O
ISTZOLJ,O,O,X,X,O,O,O
ISTZOJL,O,O,O,O,O,O,O
ISTOLJZ,O,O,X,X,X,O,O
ISTOLZJ,O,O,X,X,X,O,O
ISTOJLZ,O,O,X,X,O,O,O
ISTOJZL,O,O,X,X,O,O,O
ISTOZLJ,O,O,X,X,X,O,O
ISTOZJL,O,O,X,X,O,O,O
ISLTJZO,O,X,O,X,O,O,O
ISLTJOZ,O,X,X,X,O,O,O
ISLTZJO,O,X,O,X,O,O,O
ISLTZOJ,O,X,O,X,O,O,O
ISLTOJZ,O,X,X,X,X,O,O
ISLTOZJ,O,X,X,X,X,O,O
ISLJTZO,O,X,O,X,O,O,O
ISLJTOZ,O,X,X,X,O,O,O
ISLJZTO,O,X,O,X,O,O,X
ISLJZOT,O,X,X,X,X,X,X
ISLJOTZ,O,X,X,X,O,O,O
ISLJOZT,O,X,X,X,O,X,X
ISLZTJO,O,X,O,X,X,O,O
ISLZTOJ,O,X,O,X,X,O,O
ISLZJTO,O,X,O,X,X,O,X
ISLZJOT,O,X,X,X,X,X,X
ISLZOTJ,O,X,X,X,X,X,O
ISLZOJT,O,X,X,X,X,X,X
ISLOTJZ,O,X,X,X,X,O,O
ISLOTZJ,O,X,X,X,X,O,O
ISLOJTZ,O,X,X,X,X,O,O
ISLOJZT,O,X,X,X,X,O,X
ISLOZTJ,O,X,X,X,X,O,O
ISLOZJT,O,X,X,X,X,O,X
ISJTLZO,O,O,O,O,O,O,O
ISJTLOZ,O,O,X,O,O,O,O
ISJTZLO,O,O,O,O,O,O,O
ISJTZOL,O,O,O,O,O,O,O
ISJTOLZ,O,O,X,X,O,O,O
ISJTOZL,O,O,X,X,O,O,O
ISJLTZO,O,X,O,X,O,O,O
ISJLTOZ,O,X,X,X,O,O,O
ISJLZTO,O,X,O,X,O,O,X
ISJLZOT,O,X,X,X,X,X,X
ISJLOTZ,O,X,X,X,O,O,O
ISJLOZT,O,X,X,X,O,X,X
ISJZTLO,O,O,O,O,O,O,X
ISJZTOL,O,O,O,O,O,O,X
ISJZLTO,O,X,O,X,O,O,X
ISJZLOT,O,X,X,X,X,X,X
ISJZOTL,X,O,X,X,X,X,X
ISJZOLT,X,X,X,X,X,X,X
ISJOTLZ,O,O,X,X,O,O,O
ISJOTZL,O,O,X,X,O,O,O
ISJOLTZ,O,X,X,X,O,O,O
ISJOLZT,O,X,X,X,O,O,X
ISJOZTL,X,O,X,X,O,O,X
ISJOZLT,X,X,X,X,O,O,X
ISZTLJO,O,O,O,O,X,O,O
ISZTLOJ,O,O,O,O,X,O,O
ISZTJLO,O,O,O,O,X,O,O
ISZTJOL,O,O,O,O,X,O,O
ISZTOLJ,O,O,X,X,X,O,O
ISZTOJL,O,O,O,O,X,O,O
ISZLTJO,O,X,O,X,X,O,O
ISZLTOJ,O,X,O,X,X,O,O
ISZLJTO,O,X,O,X,X,O,X
ISZLJOT,O,X,X,X,X,X,X
ISZLOTJ,O,X,X,X,X,X,O
ISZLOJT,O,X,X,X,X,X,X
ISZJTLO,O,O,O,O,X,O,X
ISZJTOL,O,O,O,O,X,O,X
ISZJLTO,O,X,O,X,X,O,X
ISZJLOT,O,X,X,X,X,X,X
ISZJOTL,X,O,X,X,X,X,X
ISZJOLT,X,X,X,X,X,X,X
ISZOTLJ,X,O,X,X,X,O,O
ISZOTJL,X,O,X,X,X,O,O
ISZOLTJ,X,X,X,X,X,O,O
ISZOLJT,X,X,X,X,X,O,X
ISZOJTL,X,O,X,X,X,O,X
ISZOJLT,X,X,X,X,X,O,X
ISOTLJZ,O,O,X,X,X,O,O
ISOTLZJ,O,O,X,X,X,O,O
ISOTJLZ,O,O,X,X,O,O,O
ISOTJZL,O,O,X,X,O,O,O
ISOTZLJ,O,O,X,X,X,O,O
ISOTZJL,O,O,X,X,O,O,O
ISOLTJZ,O,X,X,X,X,O,O
ISOLTZJ,O,X,X,X,X,O,O
ISOLJTZ,O,X,X,X,X,O,O
ISOLJZT,O,X,X,X,X,O,X
ISOLZTJ,O,X,X,X,X,O,O
ISOLZJT,O,X,X,X,X,O,X
ISOJTLZ,O,O,X,X,O,O,O
ISOJTZL,O,O,X,X,O,O,O
ISOJLTZ,O,X,X,X,O,O,O
ISOJLZT,O,X,X,X,O,O,X
ISOJZTL,X,O,X,X,O,O,X
ISOJZLT,X,X,X,X,O,O,X
ISOZTLJ,X,O,X,X,X,O,O
ISOZTJL,X,O,X,X,X,O,O
ISOZLTJ,X,X,X,X,X,O,O
ISOZLJT,X,X,X,X,X,O,X
ISOZJTL,X,O,X,X,X,O,X
ISOZJLT,X,X,X,X,X,O,X
IZTLJSO,O,O,O,O,X,X,X
IZTLJOS,O,O,O,O,X,X,X
IZTLSJO,O,O,O,O,X,X,O
IZTLSOJ,O,O,O,O,X,X,O
IZTLOJS,O,O,O,O,X,X,X
IZTLOSJ,O,O,O,O,X,X,O
IZTJLSO,O,O,O,O,X,X,X
IZTJLOS,O,O,O,O,X,X,X
IZTJSLO,O,O,O,O,X,X,O
IZTJSOL,O,O,O,O,X,X,O
IZTJOLS,X,O,X,X,X,X,X
IZTJOSL,X,O,O,O,X,X,O
IZTSLJO,O,O,O,O,X,X,O
IZTSLOJ,O,O,O,O,X,X,O
IZTSJLO,O,O,O,O,X,X,O
IZTSJOL,O,O,O,O,X,X,O
IZTSOLJ,O,O,X,X,X,X,O
IZTSOJL,O,O,O,O,X,X,O
IZTOLJS,O,O,X,X,X,X,X
IZTOLSJ,O,O,X,X,X,X,O
IZTOJLS,X,O,X,X,X,X,X
IZTOJSL,X,O,O,O,X,X,O
