sequence,v115@ShC8EeF8BeC8JeNEJvhFUgBGhBZnBqnBTjB/rB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmB5mBcoBTnBisB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBSsBzrB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBqrBTsB,v115@ShC8EeF8BeC8JeNEJvhFUgBRhBCjBTmBesBXtB,v115@ShC8EeF8BeC8JeNEJvhFUgBamBWnBxiBXoBzrB,v115@ShC8EeF8BeC8JeNEJvhFUgBZnBCjBTmBXoBGrB
JLSOTIZ,O,O,X,O,O,O,X
JLSOTZI,O,O,O,O,O,O,X
JLSOITZ,O,X,X,X,O,O,X
JLSOIZT,O,X,X,X,O,O,X
JLSOZTI,O,O,O,O,O,O,X
JLSOZIT,O,X,X,O,O,O,X
JLZTISO,X,O,O,O,X,X,X
JLZTIOS,X,O,O,O,X,X,X
JLZTSIO,X,O,O,O,X,X,X
JLZTSOI,X,O,O,O,X,X,X
JLZTOIS,X,O,O,O,X,X,X
JLZTOSI,X,O,O,O,X,X,X
JLZITSO,X,O,O,O,X,X,X
JLZITOS,X,O,O,O,X,X,X
JLZISTO,X,X,O,O,X,X,X
JLZISOT,X,X,X,X,X,X,X
JLZIOTS,X,O,O,O,X,X,X
JLZIOST,X,X,X,O,X,X,X
JLZSTIO,X,O,O,O,X,X,X
JLZSTOI,X,O,O,O,X,X,X
JLZSITO,X,X,O,O,X,X,X
JLZSIOT,X,X,X,X,X,X,X
JLZSOTI,X,O,O,O,X,X,X
JLZSOIT,X,X,X,O,X,X,X
JLZOTIS,X,O,O,O,X,X,X
JLZOTSI,X,O,O,O,X,X,X
JLZOITS,X,O,O,O,X,X,X
JLZOIST,X,X,X,O,X,X,X
JLZOSTI,X,O,O,O,X,X,X
JLZOSIT,X,X,X,O,X,X,X
JLOTISZ,O,O,X,O,O,O,X
JLOTIZS,O,O,X,O,O,O,X
JLOTSIZ,O,O,X,O,O,O,X
JLOTSZI,O,O,O,O,O,O,X
JLOTZIS,O,O,O,O,O,O,X
JLOTZSI,O,O,O,O,O,O,X
JLOITSZ,O,O,X,O,O,O,X
JLOITZS,O,O,X,O,O,O,X
JLOISTZ,O,X,X,X,O,O,X
JLOISZT,O,X,X,X,O,O,X
JLOIZTS,X,O,X,O,X,O,X
JLOIZST,X,X,X,O,X,X,X
JLOSTIZ,O,O,X,O,O,O,X
JLOSTZI,O,O,O,O,O,O,X
JLOSITZ,O,X,X,X,O,O,X
JLOSIZT,O,X,X,X,O,O,X
JLOSZTI,O,O,O,O,O,O,X
JLOSZIT,O,X,X,O,O,O,X
JLOZTIS,X,O,O,O,X,O,X
JLOZTSI,X,O,O,O,X,O,X
JLOZITS,X,O,O,O,X,O,X
JLOZIST,X,X,X,O,X,X,X
JLOZSTI,X,O,O,O,X,O,X
JLOZSIT,X,X,X,O,X,O,X
JSTILZO,O,O,O,O,O,O,O
JSTILOZ,O,O,X,O,O,O,O
JSTIZLO,O,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O,O
JSTIOLZ,O,O,X,X,O,O,O
JSTIOZL,O,O,X,X,O,O,O
JSTLIZO,O,O,O,O,O,O,O
JSTLIOZ,O,O,X,O,O,O,O
JSTLZIO,O,O,O,O,O,O,O
JSTLZOI,O,O,O,O,O,O,O
JSTLOIZ,O,O,X,O,O,O,O
JSTLOZI,O,O,O,O,O,O,O
JSTZILO,O,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O,O
JSTOILZ,O,O,X,X,O,O,O
JSTOIZL,O,O,X,X,O,O,O
JSTOLIZ,O,O,X,O,O,O,O
JSTOLZI,O,O,O,O,O,O,O
JSTOZIL,O,O,O,O,O,O,O
JSTOZLI,O,O,O,O,O,O,O
JSITLZO,O,O,O,O,O,O,O
JSITLOZ,O,O,X,O,O,O,O
JSITZLO,O,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O,O
JSITOLZ,O,O,X,X,O,O,O
JSITOZL,O,O,X,X,O,O,O
JSILTZO,O,X,O,X,O,O,O
JSILTOZ,O,X,X,X,O,O,O
JSILZTO,O,X,O,X,O,O,X
JSILZOT,O,X,X,X,X,X,X
JSILOTZ,O,X,X,X,O,O,O
JSILOZT,O,X,X,X,O,X,X
JSIZTLO,O,O,O,O,O,O,X
JSIZTOL,O,O,O,O,O,O,X
JSIZLTO,O,X,O,X,O,O,X
JSIZLOT,O,X,X,X,X,X,X
JSIZOTL,X,O,X,X,X,X,X
JSIZOLT,X,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,O,O,O
JSIOTZL,O,O,X,X,O,O,O
JSIOLTZ,O,X,X,X,O,O,O
JSIOLZT,O,X,X,X,O,O,X
JSIOZTL,X,O,X,X,O,O,X
JSIOZLT,X,X,X,X,O,O,X
JSLTIZO,O,O,O,O,O,O,O
JSLTIOZ,O,O,X,O,O,O,O
JSLTZIO,O,O,O,O,O,O,O
JSLTZOI,O,O,O,O,O,O,O
JSLTOIZ,O,O,X,O,O,O,O
JSLTOZI,O,O,O,O,O,O,O
JSLITZO,O,X,O,X,O,O,O
JSLITOZ,O,X,X,X,O,O,O
JSLIZTO,O,X,O,X,O,O,X
JSLIZOT,O,X,X,X,X,X,X
JSLIOTZ,O,X,X,X,O,O,O
JSLIOZT,O,X,X,X,O,X,X
JSLZTIO,O,O,O,O,O,O,X
JSLZTOI,O,O,O,O,O,O,X
JSLZITO,O,X,O,O,O,O,X
JSLZIOT,O,X,X,X,X,X,X
JSLZOTI,O,O,O,O,O,X,X
JSLZOIT,O,X,X,O,O,X,X
JSLOTIZ,O,O,X,O,O,O,O
JSLOTZI,O,O,O,O,O,O,O
JSLOITZ,O,X,X,X,O,O,O
JSLOIZT,O,X,X,X,O,O,X
JSLOZTI,O,O,O,O,O,O,X
JSLOZIT,O,X,X,O,O,O,X
JSZTILO,O,O,O,O,O,O,X
JSZTIOL,O,O,O,O,O,O,X
JSZTLIO,O,O,O,O,O,O,X
JSZTLOI,O,O,O,O,O,O,X
JSZTOIL,O,O,O,O,O,O,X
JSZTOLI,O,O,O,O,O,O,X
JSZITLO,O,O,O,O,O,O,X
JSZITOL,O,O,O,O,O,O,X
JSZILTO,O,X,O,O,O,O,X
JSZILOT,O,X,X,X,X,X,X
JSZIOTL,X,O,X,X,X,X,X
JSZIOLT,X,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,O,X
JSZLTOI,O,O,O,O,O,O,X
JSZLITO,O,X,O,O,O,O,X
JSZLIOT,O,X,X,X,X,X,X
JSZLOTI,O,O,O,O,O,X,X
JSZLOIT,O,X,X,O,O,X,X
JSZOTIL,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,X,X
JSZOITL,X,O,X,X,O,X,X
JSZOILT,X,X,X,X,O,X,X
JSZOLTI,O,O,O,O,O,X,X
JSZOLIT,O,X,X,O,O,X,X
JSOTILZ,O,O,X,X,O,O,O
JSOTIZL,O,O,X,X,O,O,O
JSOTLIZ,O,O,X,O,O,O,O
JSOTLZI,O,O,O,O,O,O,O
JSOTZIL,O,O,O,O,O,O,O
JSOTZLI,O,O,O,O,O,O,O
JSOITLZ,O,O,X,X,O,O,O
JSOITZL,O,O,X,X,O,O,O
JSOILTZ,O,X,X,X,O,O,O
JSOILZT,O,X,X,X,O,O,X
JSOIZTL,X,O,X,X,O,O,X
JSOIZLT,X,X,X,X,O,O,X
JSOLTIZ,O,O,X,O,O,O,O
JSOLTZI,O,O,O,O,O,O,O
JSOLITZ,O,X,X,X,O,O,O
JSOLIZT,O,X,X,X,O,O,X
JSOLZTI,O,O,O,O,O,O,X
JSOLZIT,O,X,X,O,O,O,X
JSOZTIL,O,O,O,O,O,O,X
JSOZTLI,O,O,O,O,O,O,X
JSOZITL,X,O,X,X,O,O,X
JSOZILT,X,X,X,X,O,O,X
JSOZLTI,O,O,O,O,O,O,X
JSOZLIT,O,X,X,O,O,O,X
JZTILSO,X,O,O,O,O,X,X
JZTILOS,X,O,O,O,X,X,X
JZTISLO,X,O,O,O,O,X,X
JZTISOL,X,O,O,O,O,X,X
JZTIOLS,X,O,X,X,O,X,X
JZTIOSL,X,O,O,O,O,X,X
JZTLISO,X,O,O,O,O,X,X
JZTLIOS,X,O,O,O,X,X,X
JZTLSIO,X,O,O,O,O,X,X
JZTLSOI,X,O,O,O,O,X,X
JZTLOIS,X,O,O,O,O,X,X
JZTLOSI,X,O,O,O,O,X,X
JZTSILO,X,O,O,O,O,X,X
JZTSIOL,X,O,O,O,O,X,X
JZTSLIO,X,O,O,O,O,X,X
JZTSLOI,X,O,O,O,O,X,X
JZTSOIL,X,O,O,O,O,X,X
JZTSOLI,X,O,O,O,O,X,X
JZTOILS,X,O,X,X,O,X,X
JZTOISL,X,O,O,O,O,X,X
JZTOLIS,X,O,O,O,O,X,X
JZTOLSI,X,O,O,O,O,X,X
JZTOSIL,X,O,O,O,O,X,X
JZTOSLI,X,O,O,O,O,X,X
JZITLSO,X,O,O,O,O,X,X
JZITLOS,X,O,O,O,X,X,X
JZITSLO,X,O,O,O,O,X,X
JZITSOL,X,O,O,O,O,X,X
JZITOLS,X,O,X,X,X,X,X
JZITOSL,X,O,O,O,O,X,X
JZILTSO,X,O,O,O,X,X,X
JZILTOS,X,O,O,O,X,X,X
JZILSTO,X,X,O,O,X,X,X
JZILSOT,X,X,X,X,X,X,X
JZILOTS,X,O,O,O,X,X,X
JZILOST,X,X,X,O,X,X,X
JZISTLO,X,O,O,O,O,X,X
JZISTOL,X,O,O,O,O,X,X
JZISLTO,X,X,O,O,O,X,X
JZISLOT,X,X,X,X,X,X,X
JZISOTL,X,O,X,X,X,X,X
JZISOLT,X,X,X,X,X,X,X
JZIOTLS,X,O,X,X,X,X,X
JZIOTSL,X,O,O,O,X,X,X
JZIOLTS,X,O,O,O,X,X,X
JZIOLST,X,X,X,O,X,X,X
JZIOSTL,X,O,X,X,X,X,X
JZIOSLT,X,X,X,X,X,X,X
JZLTISO,X,O,O,O,X,X,X
JZLTIOS,X,O,O,O,X,X,X
JZLTSIO,X,O,O,O,X,X,X
JZLTSOI,X,O,O,O,X,X,X
JZLTOIS,X,O,O,O,X,X,X
JZLTOSI,X,O,O,O,X,X,X
JZLITSO,X,O,O,O,X,X,X
JZLITOS,X,O,O,O,X,X,X
JZLISTO,X,X,O,O,X,X,X
JZLISOT,X,X,X,X,X,X,X
JZLIOTS,X,O,O,O,X,X,X
JZLIOST,X,X,X,O,X,X,X
JZLSTIO,X,O,O,O,X,X,X
JZLSTOI,X,O,O,O,X,X,X
JZLSITO,X,X,O,O,X,X,X
JZLSIOT,X,X,X,X,X,X,X
JZLSOTI,X,O,O,O,X,X,X
JZLSOIT,X,X,X,O,X,X,X
JZLOTIS,X,O,O,O,X,X,X
JZLOTSI,X,O,O,O,X,X,X
JZLOITS,X,O,O,O,X,X,X
JZLOIST,X,X,X,O,X,X,X
JZLOSTI,X,O,O,O,X,X,X
JZLOSIT,X,X,X,O,X,X,X
JZSTILO,X,O,O,O,O,X,X
JZSTIOL,X,O,O,O,O,X,X
JZSTLIO,X,O,O,O,O,X,X
JZSTLOI,X,O,O,O,O,X,X
JZSTOIL,X,O,O,O,O,X,X
JZSTOLI,X,O,O,O,O,X,X
JZSITLO,X,O,O,O,O,X,X
JZSITOL,X,O,O,O,O,X,X
JZSILTO,X,X,O,O,O,X,X
JZSILOT,X,X,X,X,X,X,X
JZSIOTL,X,O,X,X,X,X,X
JZSIOLT,X,X,X,X,X,X,X
JZSLTIO,X,O,O,O,O,X,X
JZSLTOI,X,O,O,O,O,X,X
JZSLITO,X,X,O,O,O,X,X
JZSLIOT,X,X,X,X,X,X,X
JZSLOTI,X,O,O,O,O,X,X
JZSLOIT,X,X,X,O,O,X,X
JZSOTIL,X,O,O,O,O,X,X
JZSOTLI,X,O,O,O,O,X,X
JZSOITL,X,O,X,X,O,X,X
JZSOILT,X,X,X,X,O,X,X
JZSOLTI,X,O,O,O,O,X,X
JZSOLIT,X,X,X,O,O,X,X
JZOTILS,X,O,X,X,O,X,X
JZOTISL,X,O,O,O,O,X,X
JZOTLIS,X,O,O,O,O,X,X
JZOTLSI,X,O,O,O,O,X,X
JZOTSIL,X,O,O,O,O,X,X
JZOTSLI,X,O,O,O,O,X,X
JZOITLS,X,O,X,X,O,X,X
JZOITSL,X,O,O,O,O,X,X
JZOILTS,X,O,O,O,X,X,X
JZOILST,X,X,X,O,X,X,X
JZOISTL,X,O,X,X,O,X,X
JZOISLT,X,X,X,X,O,X,X
JZOLTIS,X,O,O,O,X,X,X
JZOLTSI,X,O,O,O,X,X,X
JZOLITS,X,O,O,O,X,X,X
JZOLIST,X,X,X,O,X,X,X
JZOLSTI,X,O,O,O,X,X,X
JZOLSIT,X,X,X,O,X,X,X
JZOSTIL,X,O,O,O,O,X,X
JZOSTLI,X,O,O,O,O,X,X
JZOSITL,X,O,X,X,O,X,X
JZOSILT,X,X,X,X,O,X,X
JZOSLTI,X,O,O,O,O,X,X
JZOSLIT,X,X,X,O,O,X,X
JOTILSZ,X,O,X,X,O,O,X
JOTILZS,X,O,X,X,O,O,X
JOTISLZ,X,O,X,X,O,O,O
JOTISZL,X,O,X,X,O,O,O
JOTIZLS,X,O,X,X,O,O,X
JOTIZSL,X,O,X,X,O,O,O
JOTLISZ,O,O,X,O,O,O,X
JOTLIZS,O,O,X,O,O,O,X
JOTLSIZ,O,O,X,O,O,O,X
JOTLSZI,O,O,O,O,O,O,X
JOTLZIS,O,O,O,O,O,O,X
JOTLZSI,O,O,O,O,O,O,X
JOTSILZ,O,O,X,X,O,O,O
JOTSIZL,O,O,X,X,O,O,O
JOTSLIZ,O,O,X,O,O,O,O
JOTSLZI,O,O,O,O,O,O,O
JOTSZIL,O,O,O,O,O,O,O
JOTSZLI,O,O,O,O,O,O,O
JOTZILS,X,O,X,X,O,O,X
JOTZISL,X,O,O,O,O,O,O
JOTZLIS,O,O,O,O,O,O,X
JOTZLSI,O,O,O,O,O,O,X
JOTZSIL,O,O,O,O,O,O,O
JOTZSLI,O,O,O,O,O,O,O
JOITLSZ,X,O,X,X,O,O,X
JOITLZS,X,O,X,X,O,O,X
JOITSLZ,X,O,X,X,O,O,O
JOITSZL,X,O,X,X,O,O,O
JOITZLS,X,O,X,X,O,O,X
JOITZSL,X,O,X,X,O,O,O
JOILTSZ,X,O,X,O,O,O,X
JOILTZS,X,O,X,O,O,O,X
JOILSTZ,X,X,X,X,O,O,X
JOILSZT,X,X,X,X,O,O,X
JOILZTS,X,O,X,O,X,O,X
JOILZST,X,X,X,O,X,X,X
JOISTLZ,X,O,X,X,O,O,O
JOISTZL,X,O,X,X,O,O,O
JOISLTZ,X,X,X,X,O,O,O
JOISLZT,X,X,X,X,O,O,X
JOISZTL,X,O,X,X,O,O,X
JOISZLT,X,X,X,X,O,O,X
JOIZTLS,X,O,X,X,O,O,X
JOIZTSL,X,O,X,X,O,O,X
JOIZLTS,X,O,X,O,X,O,X
JOIZLST,X,X,X,O,X,X,X
JOIZSTL,X,O,X,X,O,X,X
JOIZSLT,X,X,X,X,O,X,X
JOLTISZ,O,O,X,O,O,O,X
JOLTIZS,O,O,X,O,O,O,X
JOLTSIZ,O,O,X,O,O,O,X
JOLTSZI,O,O,O,O,O,O,X
JOLTZIS,O,O,O,O,O,O,X
JOLTZSI,O,O,O,O,O,O,X
JOLITSZ,O,O,X,O,O,O,X
JOLITZS,O,O,X,O,O,O,X
JOLISTZ,O,X,X,X,O,O,X
JOLISZT,O,X,X,X,O,O,X
JOLIZTS,X,O,X,O,X,O,X
JOLIZST,X,X,X,O,X,X,X
JOLSTIZ,O,O,X,O,O,O,X
JOLSTZI,O,O,O,O,O,O,X
JOLSITZ,O,X,X,X,O,O,X
JOLSIZT,O,X,X,X,O,O,X
JOLSZTI,O,O,O,O,O,O,X
JOLSZIT,O,X,X,O,O,O,X
JOLZTIS,X,O,O,O,X,O,X
JOLZTSI,X,O,O,O,X,O,X
JOLZITS,X,O,O,O,X,O,X
JOLZIST,X,X,X,O,X,X,X
JOLZSTI,X,O,O,O,X,O,X
JOLZSIT,X,X,X,O,X,O,X
JOSTILZ,O,O,X,X,O,O,O
JOSTIZL,O,O,X,X,O,O,O
JOSTLIZ,O,O,X,O,O,O,O
JOSTLZI,O,O,O,O,O,O,O
JOSTZIL,O,O,O,O,O,O,O
JOSTZLI,O,O,O,O,O,O,O
JOSITLZ,O,O,X,X,O,O,O
JOSITZL,O,O,X,X,O,O,O
JOSILTZ,O,X,X,X,O,O,O
JOSILZT,O,X,X,X,O,O,X
JOSIZTL,X,O,X,X,O,O,X
JOSIZLT,X,X,X,X,O,O,X
JOSLTIZ,O,O,X,O,O,O,O
JOSLTZI,O,O,O,O,O,O,O
JOSLITZ,O,X,X,X,O,O,O
JOSLIZT,O,X,X,X,O,O,X
JOSLZTI,O,O,O,O,O,O,X
JOSLZIT,O,X,X,O,O,O,X
JOSZTIL,O,O,O,O,O,O,X
JOSZTLI,O,O,O,O,O,O,X
JOSZITL,X,O,X,X,O,O,X
JOSZILT,X,X,X,X,O,O,X
JOSZLTI,O,O,O,O,O,O,X
JOSZLIT,O,X,X,O,O,O,X
JOZTILS,X,O,X,X,O,O,X
JOZTISL,X,O,O,O,O,O,X
JOZTLIS,X,O,O,O,O,O,X
JOZTLSI,X,O,O,O,O,O,X
JOZTSIL,X,O,O,O,O,O,X
JOZTSLI,X,O,O,O,O,O,X
JOZITLS,X,O,X,X,O,O,X
JOZITSL,X,O,O,O,O,O,X
JOZILTS,X,O,O,O,X,O,X
JOZILST,X,X,X,O,X,X,X
JOZISTL,X,O,X,X,O,X,X
JOZISLT,X,X,X,X,O,X,X
JOZLTIS,X,O,O,O,X,O,X
JOZLTSI,X,O,O,O,X,O,X
JOZLITS,X,O,O,O,X,O,X
JOZLIST,X,X,X,O,X,X,X
JOZLSTI,X,O,O,O,X,O,X
JOZLSIT,X,X,X,O,X,O,X
JOZSTIL,X,O,O,O,O,O,X
JOZSTLI,X,O,O,O,O,O,X
JOZSITL,X,O,X,X,O,O,X
JOZSILT,X,X,X,X,O,O,X
JOZSLTI,X,O,O,O,O,O,X
JOZSLIT,X,X,X,O,O,O,X
STILJZO,O,O,O,O,O,O,O
STILJOZ,O,O,X,O,O,O,O
STILZJO,O,O,O,O,O,O,O
STILZOJ,O,O,O,O,O,O,O
STILOJZ,O,O,X,O,X,O,O
STILOZJ,O,O,X,O,X,O,O
STIJLZO,O,O,O,O,O,O,O
STIJLOZ,O,O,X,O,O,O,O
STIJZLO,O,O,O,O,O,O,O
STIJZOL,O,O,O,O,O,O,O
STIJOLZ,O,O,X,X,O,O,O
STIJOZL,O,O,X,X,O,O,O
STIZLJO,O,O,O,O,O,O,O
STIZLOJ,O,O,O,O,O,O,O
STIZJLO,O,O,O,O,O,O,O
STIZJOL,O,O,O,O,O,O,O
STIZOLJ,O,O,X,X,O,O,O
STIZOJL,O,O,O,O,O,O,O
STIOLJZ,O,O,X,X,X,O,O
STIOLZJ,O,O,X,X,X,O,O
STIOJLZ,O,O,X,X,O,O,O
STIOJZL,O,O,X,X,O,O,O
STIOZLJ,O,O,X,X,X,O,O
STIOZJL,O,O,X,X,O,O,O
STLIJZO,O,O,O,O,O,O,O
STLIJOZ,O,O,X,O,O,O,O
STLIZJO,O,O,O,O,O,O,O
STLIZOJ,O,O,O,O,O,O,O
STLIOJZ,O,O,X,O,X,O,O
STLIOZJ,O,O,X,O,X,O,O
STLJIZO,O,O,O,O,O,O,O
STLJIOZ,O,O,X,O,O,O,O
STLJZIO,O,O,O,O,O,O,O
STLJZOI,O,O,O,O,O,O,O
STLJOIZ,O,O,X,O,O,O,O
STLJOZI,O,O,O,O,O,O,O
STLZIJO,O,O,O,O,O,O,O
STLZIOJ,O,O,O,O,O,O,O
STLZJIO,O,O,O,O,O,O,O
STLZJOI,O,O,O,O,O,O,O
STLZOIJ,O,O,O,O,O,O,O
STLZOJI,O,O,O,O,O,O,O
STLOIJZ,O,O,X,O,X,O,O
STLOIZJ,O,O,X,O,X,O,O
STLOJIZ,O,O,X,O,O,O,O
STLOJZI,O,O,O,O,O,O,O
STLOZIJ,O,O,O,O,O,O,O
STLOZJI,O,O,O,O,O,O,O
STJILZO,O,O,O,O,O,O,O
STJILOZ,O,O,X,O,O,O,O
STJIZLO,O,O,O,O,O,O,O
STJIZOL,O,O,O,O,O,O,O
STJIOLZ,O,O,X,X,O,O,O
STJIOZL,O,O,X,X,O,O,O
STJLIZO,O,O,O,O,O,O,O
STJLIOZ,O,O,X,O,O,O,O
STJLZIO,O,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,O,O
STJLOIZ,O,O,X,O,O,O,O
STJLOZI,O,O,O,O,O,O,O
STJZILO,O,O,O,O,O,O,O
STJZIOL,O,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O,O
STJOILZ,O,O,X,X,O,O,O
STJOIZL,O,O,X,X,O,O,O
STJOLIZ,O,O,X,O,O,O,O
STJOLZI,O,O,O,O,O,O,O
STJOZIL,O,O,O,O,O,O,O
STJOZLI,O,O,O,O,O,O,O
STZILJO,O,O,O,O,O,O,O
STZILOJ,O,O,O,O,O,O,O
STZIJLO,O,O,O,O,O,O,O
STZIJOL,O,O,O,O,O,O,O
STZIOLJ,O,O,X,X,O,O,O
STZIOJL,O,O,O,O,O,O,O
STZLIJO,O,O,O,O,O,O,O
STZLIOJ,O,O,O,O,O,O,O
STZLJIO,O,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O,O
STZLOIJ,O,O,O,O,O,O,O
STZLOJI,O,O,O,O,O,O,O
STZJILO,O,O,O,O,O,O,O
STZJIOL,O,O,O,O,O,O,O
STZJLIO,O,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,O,O
STZJOIL,O,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O,O
STZOILJ,O,O,X,X,O,O,O
STZOIJL,O,O,O,O,O,O,O
STZOLIJ,O,O,O,O,O,O,O
STZOLJI,O,O,O,O,O,O,O
STZOJIL,O,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O,O
STOILJZ,O,O,X,X,X,O,O
STOILZJ,O,O,X,X,X,O,O
STOIJLZ,O,O,X,X,O,O,O
STOIJZL,O,O,X,X,O,O,O
STOIZLJ,O,O,X,X,X,O,O
STOIZJL,O,O,X,X,O,O,O
STOLIJZ,O,O,X,O,X,O,O
STOLIZJ,O,O,X,O,X,O,O
STOLJIZ,O,O,X,O,O,O,O
STOLJZI,O,O,O,O,O,O,O
STOLZIJ,O,O,O,O,O,O,O
STOLZJI,O,O,O,O,O,O,O
STOJILZ,O,O,X,X,O,O,O
STOJIZL,O,O,X,X,O,O,O
STOJLIZ,O,O,X,O,O,O,O
STOJLZI,O,O,O,O,O,O,O
STOJZIL,O,O,O,O,O,O,O
STOJZLI,O,O,O,O,O,O,O
STOZILJ,O,O,X,X,O,O,O
STOZIJL,O,O,O,O,O,O,O
STOZLIJ,O,O,O,O,O,O,O
STOZLJI,O,O,O,O,O,O,O
STOZJIL,O,O,O,O,O,O,O
STOZJLI,O,O,O,O,O,O,O
SITLJZO,O,O,O,O,O,O,O
SITLJOZ,O,O,X,O,O,O,O
SITLZJO,O,O,O,O,O,O,O
SITLZOJ,O,O,O,O,O,O,O
SITLOJZ,O,O,X,O,X,O,O
SITLOZJ,O,O,X,O,X,O,O
SITJLZO,O,O,O,O,O,O,O
SITJLOZ,O,O,X,O,O,O,O
SITJZLO,O,O,O,O,O,O,O
SITJZOL,O,O,O,O,O,O,O
SITJOLZ,O,O,X,X,O,O,O
SITJOZL,O,O,X,X,O,O,O
SITZLJO,O,O,O,O,O,O,O
SITZLOJ,O,O,O,O,O,O,O
SITZJLO,O,O,O,O,O,O,O
SITZJOL,O,O,O,O,O,O,O
SITZOLJ,O,O,X,X,O,O,O
SITZOJL,O,O,O,O,O,O,O
SITOLJZ,O,O,X,X,X,O,O
SITOLZJ,O,O,X,X,X,O,O
SITOJLZ,O,O,X,X,O,O,O
SITOJZL,O,O,X,X,O,O,O
SITOZLJ,O,O,X,X,X,O,O
SITOZJL,O,O,X,X,O,O,O
SILTJZO,O,X,O,X,O,O,O
SILTJOZ,O,X,X,X,O,O,O
SILTZJO,O,X,O,X,O,O,O
SILTZOJ,O,X,O,X,O,O,O
SILTOJZ,O,X,X,X,X,O,O
SILTOZJ,O,X,X,X,X,O,O
SILJTZO,O,X,O,X,O,O,O
SILJTOZ,O,X,X,X,O,O,O
SILJZTO,O,X,O,X,O,O,X
SILJZOT,O,X,X,X,X,X,X
SILJOTZ,O,X,X,X,O,O,O
SILJOZT,O,X,X,X,O,X,X
SILZTJO,O,X,O,X,X,O,O
SILZTOJ,O,X,O,X,X,O,O
SILZJTO,O,X,O,X,X,O,X
SILZJOT,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,O
SILZOJT,O,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,O,O
SILOTZJ,O,X,X,X,X,O,O
SILOJTZ,O,X,X,X,X,O,O
SILOJZT,O,X,X,X,X,O,X
SILOZTJ,O,X,X,X,X,O,O
SILOZJT,O,X,X,X,X,O,X
SIJTLZO,O,O,O,O,O,O,O
SIJTLOZ,O,O,X,O,O,O,O
SIJTZLO,O,O,O,O,O,O,O
SIJTZOL,O,O,O,O,O,O,O
SIJTOLZ,O,O,X,X,O,O,O
SIJTOZL,O,O,X,X,O,O,O
SIJLTZO,O,X,O,X,O,O,O
SIJLTOZ,O,X,X,X,O,O,O
SIJLZTO,O,X,O,X,O,O,X
SIJLZOT,O,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,O,O
SIJLOZT,O,X,X,X,O,X,X
SIJZTLO,O,O,O,O,O,O,X
SIJZTOL,O,O,O,O,O,O,X
SIJZLTO,O,X,O,X,O,O,X
SIJZLOT,O,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,O,O,O
SIJOTZL,O,O,X,X,O,O,O
SIJOLTZ,O,X,X,X,O,O,O
SIJOLZT,O,X,X,X,O,O,X
SIJOZTL,X,O,X,X,O,O,X
SIJOZLT,X,X,X,X,O,O,X
SIZTLJO,O,O,O,O,X,O,O
SIZTLOJ,O,O,O,O,X,O,O
SIZTJLO,O,O,O,O,X,O,O
SIZTJOL,O,O,O,O,X,O,O
SIZTOLJ,O,O,X,X,X,O,O
SIZTOJL,O,O,O,O,X,O,O
SIZLTJO,O,X,O,X,X,O,O
SIZLTOJ,O,X,O,X,X,O,O
SIZLJTO,O,X,O,X,X,O,X
SIZLJOT,O,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,O
SIZLOJT,O,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,O,X
SIZJTOL,O,O,O,O,X,O,X
SIZJLTO,O,X,O,X,X,O,X
SIZJLOT,O,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X
SIZJOLT,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,O,O
SIZOTJL,X,O,X,X,X,O,O
SIZOLTJ,X,X,X,X,X,O,O
SIZOLJT,X,X,X,X,X,O,X
SIZOJTL,X,O,X,X,X,O,X
SIZOJLT,X,X,X,X,X,O,X
SIOTLJZ,O,O,X,X,X,O,O
SIOTLZJ,O,O,X,X,X,O,O
