sequence,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFukB8mBziBi?lBFmBXsB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFukBXiB8nBi?lBFmBzrB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JecFJvhFxhBynBOpBT?mBlkBXsB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFCgBThB8nBX?lBlrBOsB
JSIZTLO,O,O,X,O
JSIZTOL,O,X,X,O
JSIZLTO,O,O,X,O
JSIZLOT,O,O,O,X
JSIZOTL,O,O,O,X
JSIZOLT,O,O,O,X
JSIOTLZ,O,X,O,X
JSIOTZL,O,X,O,X
JSIOLTZ,O,X,O,X
JSIOLZT,O,O,O,X
JSIOZTL,O,O,O,X
JSIOZLT,O,O,O,X
JSLTIZO,O,X,X,O
JSLTIOZ,O,X,X,O
JSLTZIO,O,X,X,O
JSLTZOI,O,X,O,O
JSLTOIZ,O,X,O,O
JSLTOZI,O,X,O,O
JSLITZO,O,X,X,O
JSLITOZ,O,X,X,O
JSLIZTO,O,O,X,O
JSLIZOT,O,O,O,X
JSLIOTZ,O,X,O,X
JSLIOZT,O,O,O,X
JSLZTIO,O,O,X,O
JSLZTOI,O,X,O,O
JSLZITO,O,O,X,O
JSLZIOT,O,O,O,X
JSLZOTI,O,O,O,X
JSLZOIT,O,O,O,X
JSLOTIZ,O,X,O,X
JSLOTZI,O,X,O,X
JSLOITZ,O,X,O,X
JSLOIZT,O,O,O,X
JSLOZTI,O,O,O,X
JSLOZIT,O,O,O,X
JSZTILO,O,O,X,O
JSZTIOL,O,X,X,O
JSZTLIO,O,O,X,O
JSZTLOI,O,X,O,O
JSZTOIL,O,X,O,O
JSZTOLI,O,X,O,O
JSZITLO,O,O,X,O
JSZITOL,O,X,X,O
JSZILTO,O,O,X,O
JSZILOT,O,O,O,X
JSZIOTL,O,O,O,X
JSZIOLT,O,O,O,X
JSZLTIO,O,O,X,O
JSZLTOI,O,X,O,O
JSZLITO,O,O,X,O
JSZLIOT,O,O,O,X
JSZLOTI,O,O,O,X
JSZLOIT,O,O,O,X
JSZOTIL,O,O,O,X
JSZOTLI,O,O,O,X
JSZOITL,O,O,O,X
JSZOILT,O,O,O,X
JSZOLTI,O,O,O,X
JSZOLIT,O,O,O,X
JSOTILZ,O,X,O,X
JSOTIZL,O,X,O,X
JSOTLIZ,O,X,O,X
JSOTLZI,O,X,O,X
JSOTZIL,O,X,O,X
JSOTZLI,O,X,O,X
JSOITLZ,O,X,O,X
JSOITZL,O,X,O,X
JSOILTZ,O,X,O,X
JSOILZT,O,O,O,X
JSOIZTL,O,O,O,X
JSOIZLT,O,O,O,X
JSOLTIZ,O,X,O,X
JSOLTZI,O,X,O,X
JSOLITZ,O,X,O,X
JSOLIZT,O,O,O,X
JSOLZTI,O,O,O,X
JSOLZIT,O,O,O,X
JSOZTIL,O,O,O,X
JSOZTLI,O,O,O,X
JSOZITL,O,O,O,X
JSOZILT,O,O,O,X
JSOZLTI,O,O,O,X
JSOZLIT,O,O,O,X
JZTILSO,X,O,X,X
JZTILOS,X,O,X,X
JZTISLO,X,O,X,O
JZTISOL,X,X,X,O
JZTIOLS,X,O,X,X
JZTIOSL,X,O,X,O
JZTLISO,X,O,X,X
JZTLIOS,X,O,X,X
JZTLSIO,X,O,X,X
JZTLSOI,X,X,O,X
JZTLOIS,X,O,O,X
JZTLOSI,X,O,O,X
JZTSILO,X,O,X,O
JZTSIOL,X,X,X,O
JZTSLIO,X,O,X,O
JZTSLOI,X,X,O,O
JZTSOIL,X,X,O,O
JZTSOLI,X,X,O,O
JZTOILS,X,O,O,X
JZTOISL,X,O,X,O
JZTOLIS,X,O,O,X
JZTOLSI,X,O,O,X
JZTOSIL,X,O,X,O
JZTOSLI,X,O,X,O
JZITLSO,X,O,X,X
JZITLOS,X,O,X,X
JZITSLO,X,O,X,O
JZITSOL,X,X,X,O
JZITOLS,X,O,X,X
JZITOSL,X,O,X,O
JZILTSO,X,O,X,X
JZILTOS,X,O,X,X
JZILSTO,O,O,X,X
JZILSOT,O,O,O,X
JZILOTS,X,O,O,X
JZILOST,O,O,O,X
JZISTLO,O,O,X,O
JZISTOL,O,X,X,O
JZISLTO,O,O,X,O
JZISLOT,O,O,O,X
JZISOTL,O,O,O,X
JZISOLT,O,O,O,X
JZIOTLS,X,O,O,X
JZIOTSL,X,O,X,X
JZIOLTS,X,O,O,X
JZIOLST,O,O,O,X
JZIOSTL,O,O,X,X
JZIOSLT,O,O,O,X
JZLTISO,X,O,X,X
JZLTIOS,X,O,X,X
JZLTSIO,X,O,X,X
JZLTSOI,X,X,O,X
JZLTOIS,X,O,O,X
JZLTOSI,X,O,O,X
JZLITSO,X,O,X,X
JZLITOS,X,O,X,X
JZLISTO,O,O,X,X
JZLISOT,O,O,O,X
JZLIOTS,X,O,O,X
JZLIOST,O,O,O,X
JZLSTIO,O,O,X,X
JZLSTOI,O,X,O,X
JZLSITO,O,O,X,X
JZLSIOT,O,O,O,X
JZLSOTI,O,O,O,X
JZLSOIT,O,O,O,X
JZLOTIS,X,O,O,X
JZLOTSI,X,O,O,X
JZLOITS,X,O,O,X
JZLOIST,O,O,O,X
JZLOSTI,O,O,O,X
JZLOSIT,O,O,O,X
JZSTILO,O,O,X,O
JZSTIOL,O,X,X,O
JZSTLIO,O,O,X,O
JZSTLOI,O,X,O,O
JZSTOIL,O,X,O,O
JZSTOLI,O,X,O,O
JZSITLO,O,O,X,O
JZSITOL,O,X,X,O
JZSILTO,O,O,X,O
JZSILOT,O,O,O,X
JZSIOTL,O,O,O,X
JZSIOLT,O,O,O,X
JZSLTIO,O,O,X,O
JZSLTOI,O,X,O,O
JZSLITO,O,O,X,O
JZSLIOT,O,O,O,X
JZSLOTI,O,O,O,X
JZSLOIT,O,O,O,X
JZSOTIL,O,O,O,X
JZSOTLI,O,O,O,X
JZSOITL,O,O,O,X
JZSOILT,O,O,O,X
JZSOLTI,O,O,O,X
JZSOLIT,O,O,O,X
JZOTILS,X,O,O,X
JZOTISL,X,O,X,X
JZOTLIS,X,O,O,X
JZOTLSI,X,O,O,X
JZOTSIL,X,O,X,X
JZOTSLI,X,O,X,X
JZOITLS,X,O,O,X
JZOITSL,X,O,X,X
JZOILTS,X,O,O,X
JZOILST,O,O,O,X
JZOISTL,O,O,X,X
JZOISLT,O,O,O,X
JZOLTIS,X,O,O,X
JZOLTSI,X,O,O,X
JZOLITS,X,O,O,X
JZOLIST,O,O,O,X
JZOLSTI,O,O,O,X
JZOLSIT,O,O,O,X
JZOSTIL,O,O,O,X
JZOSTLI,O,O,O,X
JZOSITL,O,O,O,X
JZOSILT,O,O,O,X
JZOSLTI,O,O,O,X
JZOSLIT,O,O,O,X
JOTILSZ,O,X,X,X
JOTILZS,X,O,O,X
JOTISLZ,O,X,X,X
JOTISZL,O,X,X,X
JOTIZLS,X,O,O,X
JOTIZSL,X,O,X,X
JOTLISZ,O,X,X,X
JOTLIZS,X,O,O,X
JOTLSIZ,O,X,X,X
JOTLSZI,O,X,X,X
JOTLZIS,X,O,O,X
JOTLZSI,X,O,O,X
JOTSILZ,O,X,X,X
JOTSIZL,O,X,X,X
JOTSLIZ,O,X,X,X
JOTSLZI,O,X,X,X
JOTSZIL,O,X,X,X
JOTSZLI,O,X,X,X
JOTZILS,X,O,O,X
JOTZISL,X,O,X,X
JOTZLIS,X,O,O,X
JOTZLSI,X,O,O,X
JOTZSIL,X,O,X,X
JOTZSLI,X,O,X,X
JOITLSZ,O,X,X,X
JOITLZS,X,O,O,X
JOITSLZ,O,X,X,X
JOITSZL,O,X,X,X
JOITZLS,X,O,O,X
JOITZSL,X,O,X,X
JOILTSZ,O,X,X,X
JOILTZS,X,O,O,X
JOILSTZ,O,X,X,X
JOILSZT,O,O,O,X
JOILZTS,X,O,O,X
JOILZST,O,O,O,X
JOISTLZ,O,X,X,X
JOISTZL,O,X,X,X
JOISLTZ,O,X,X,X
JOISLZT,O,O,O,X
JOISZTL,O,O,X,X
JOISZLT,O,O,O,X
JOIZTLS,X,O,O,X
JOIZTSL,X,O,X,X
JOIZLTS,X,O,O,X
JOIZLST,O,O,O,X
JOIZSTL,O,O,X,X
JOIZSLT,O,O,O,X
JOLTISZ,O,X,X,X
JOLTIZS,X,O,O,X
JOLTSIZ,O,X,X,X
JOLTSZI,O,X,X,X
JOLTZIS,X,O,O,X
JOLTZSI,X,O,O,X
JOLITSZ,O,X,X,X
JOLITZS,X,O,O,X
JOLISTZ,O,X,X,X
JOLISZT,O,O,O,X
JOLIZTS,X,O,O,X
JOLIZST,O,O,O,X
JOLSTIZ,O,X,O,X
JOLSTZI,O,X,O,X
JOLSITZ,O,X,O,X
JOLSIZT,O,O,O,X
JOLSZTI,O,O,O,X
JOLSZIT,O,O,O,X
JOLZTIS,X,O,O,X
JOLZTSI,X,O,O,X
JOLZITS,X,O,O,X
JOLZIST,O,O,O,X
JOLZSTI,O,O,O,X
JOLZSIT,O,O,O,X
JOSTILZ,O,X,O,X
JOSTIZL,O,X,O,X
JOSTLIZ,O,X,O,X
JOSTLZI,O,X,O,X
JOSTZIL,O,X,O,X
JOSTZLI,O,X,O,X
JOSITLZ,O,X,O,X
JOSITZL,O,X,O,X
JOSILTZ,O,X,O,X
JOSILZT,O,O,O,X
JOSIZTL,O,O,O,X
JOSIZLT,O,O,O,X
JOSLTIZ,O,X,O,X
JOSLTZI,O,X,O,X
JOSLITZ,O,X,O,X
JOSLIZT,O,O,O,X
JOSLZTI,O,O,O,X
JOSLZIT,O,O,O,X
JOSZTIL,O,O,O,X
JOSZTLI,O,O,O,X
JOSZITL,O,O,O,X
JOSZILT,O,O,O,X
JOSZLTI,O,O,O,X
JOSZLIT,O,O,O,X
JOZTILS,X,O,O,X
JOZTISL,X,O,X,X
JOZTLIS,X,O,O,X
JOZTLSI,X,O,O,X
JOZTSIL,X,O,X,X
JOZTSLI,X,O,X,X
JOZITLS,X,O,O,X
JOZITSL,X,O,X,X
JOZILTS,X,O,O,X
JOZILST,O,O,O,X
JOZISTL,O,O,X,X
JOZISLT,O,O,O,X
JOZLTIS,X,O,O,X
JOZLTSI,X,O,O,X
JOZLITS,X,O,O,X
JOZLIST,O,O,O,X
JOZLSTI,O,O,O,X
JOZLSIT,O,O,O,X
JOZSTIL,O,O,O,X
JOZSTLI,O,O,O,X
JOZSITL,O,O,O,X
JOZSILT,O,O,O,X
JOZSLTI,O,O,O,X
JOZSLIT,O,O,O,X
STILJZO,O,X,X,O
STILJOZ,O,X,X,O
STILZJO,O,X,X,O
STILZOJ,O,X,X,O
STILOJZ,O,X,X,O
STILOZJ,O,X,X,O
STIJLZO,O,X,X,O
STIJLOZ,O,X,X,O
STIJZLO,O,X,X,O
STIJZOL,O,X,X,O
STIJOLZ,O,X,X,O
STIJOZL,O,X,X,O
STIZLJO,O,X,X,O
STIZLOJ,O,X,X,O
STIZJLO,O,X,X,O
STIZJOL,O,X,X,O
STIZOLJ,O,X,X,O
STIZOJL,O,X,X,O
STIOLJZ,O,X,X,O
STIOLZJ,O,X,X,O
STIOJLZ,O,X,X,O
STIOJZL,O,X,X,O
STIOZLJ,O,X,X,O
STIOZJL,O,X,X,O
STLIJZO,O,X,X,O
STLIJOZ,O,X,X,O
STLIZJO,O,X,X,O
STLIZOJ,O,X,X,O
STLIOJZ,O,X,X,O
STLIOZJ,O,X,X,O
STLJIZO,O,X,X,O
STLJIOZ,O,X,X,O
STLJZIO,O,X,X,O
STLJZOI,O,X,O,O
STLJOIZ,O,X,O,O
STLJOZI,O,X,O,O
STLZIJO,O,X,X,O
STLZIOJ,O,X,X,O
STLZJIO,O,X,X,O
STLZJOI,O,X,O,O
STLZOIJ,O,X,O,O
STLZOJI,O,X,O,O
STLOIJZ,O,X,O,O
STLOIZJ,O,X,O,O
STLOJIZ,O,X,O,O
STLOJZI,O,X,O,O
STLOZIJ,O,X,O,O
STLOZJI,O,X,O,O
STJILZO,O,X,X,O
STJILOZ,O,X,X,O
STJIZLO,O,X,X,O
STJIZOL,O,X,X,O
STJIOLZ,O,X,X,O
STJIOZL,O,X,X,O
STJLIZO,O,X,X,O
STJLIOZ,O,X,X,O
STJLZIO,O,X,X,O
STJLZOI,O,X,O,O
STJLOIZ,O,X,O,O
STJLOZI,O,X,O,O
STJZILO,O,X,X,O
STJZIOL,O,X,X,O
STJZLIO,O,X,X,O
STJZLOI,O,X,O,O
STJZOIL,O,X,O,O
STJZOLI,O,X,O,O
STJOILZ,O,X,O,O
STJOIZL,O,X,O,O
STJOLIZ,O,X,O,O
STJOLZI,O,X,O,O
STJOZIL,O,X,O,O
STJOZLI,O,X,O,O
STZILJO,O,X,X,O
STZILOJ,O,X,X,O
STZIJLO,O,X,X,O
STZIJOL,O,X,X,O
STZIOLJ,O,X,X,O
STZIOJL,O,X,X,O
STZLIJO,O,X,X,O
STZLIOJ,O,X,X,O
STZLJIO,O,X,X,O
STZLJOI,O,X,O,O
STZLOIJ,O,X,O,O
STZLOJI,O,X,O,O
STZJILO,O,X,X,O
STZJIOL,O,X,X,O
STZJLIO,O,X,X,O
STZJLOI,O,X,O,O
STZJOIL,O,X,O,O
STZJOLI,O,X,O,O
STZOILJ,O,X,O,O
STZOIJL,O,X,O,O
STZOLIJ,O,X,O,O
STZOLJI,O,X,O,O
STZOJIL,O,X,O,O
STZOJLI,O,X,O,O
STOILJZ,O,X,O,O
STOILZJ,O,X,O,O
STOIJLZ,O,X,O,O
STOIJZL,O,X,O,O
STOIZLJ,O,X,O,O
STOIZJL,O,X,O,O
STOLIJZ,O,X,O,O
STOLIZJ,O,X,O,O
STOLJIZ,O,X,O,O
STOLJZI,O,X,O,O
STOLZIJ,O,X,O,O
STOLZJI,O,X,O,O
STOJILZ,O,X,O,O
STOJIZL,O,X,O,O
STOJLIZ,O,X,O,O
STOJLZI,O,X,O,O
STOJZIL,O,X,O,O
STOJZLI,O,X,O,O
STOZILJ,O,X,O,O
STOZIJL,O,X,O,O
STOZLIJ,O,X,O,O
STOZLJI,O,X,O,O
STOZJIL,O,X,O,O
STOZJLI,O,X,O,O
SITLJZO,O,X,X,O
SITLJOZ,O,X,X,O
SITLZJO,O,X,X,O
SITLZOJ,O,X,X,O
SITLOJZ,O,X,X,O
SITLOZJ,O,X,X,O
SITJLZO,O,X,X,O
SITJLOZ,O,X,X,O
SITJZLO,O,X,X,O
SITJZOL,O,X,X,O
SITJOLZ,O,X,X,O
SITJOZL,O,X,X,O
SITZLJO,O,X,X,O
SITZLOJ,O,X,X,O
SITZJLO,O,X,X,O
SITZJOL,O,X,X,O
SITZOLJ,O,X,X,O
SITZOJL,O,X,X,O
SITOLJZ,O,X,X,O
SITOLZJ,O,X,X,O
SITOJLZ,O,X,X,O
SITOJZL,O,X,X,O
SITOZLJ,O,X,X,O
SITOZJL,O,X,X,O
SILTJZO,O,X,X,O
SILTJOZ,O,X,X,O
SILTZJO,O,X,X,O
SILTZOJ,O,X,X,O
SILTOJZ,O,X,X,O
SILTOZJ,O,X,X,O
SILJTZO,O,X,X,O
SILJTOZ,O,X,X,O
SILJZTO,O,O,X,O
SILJZOT,O,O,O,X
SILJOTZ,O,X,O,X
SILJOZT,O,O,O,X
SILZTJO,O,O,X,O
SILZTOJ,O,X,X,O
SILZJTO,O,O,X,O
SILZJOT,O,O,O,X
SILZOTJ,O,O,O,O
SILZOJT,O,O,O,X
SILOTJZ,O,X,O,O
SILOTZJ,O,X,O,O
SILOJTZ,O,X,O,X
SILOJZT,O,O,O,X
SILOZTJ,O,O,O,O
SILOZJT,O,O,O,X
SIJTLZO,O,X,X,O
SIJTLOZ,O,X,X,O
SIJTZLO,O,X,X,O
SIJTZOL,O,X,X,O
SIJTOLZ,O,X,X,O
SIJTOZL,O,X,X,O
SIJLTZO,O,X,X,O
SIJLTOZ,O,X,X,O
SIJLZTO,O,O,X,O
SIJLZOT,O,O,O,X
SIJLOTZ,O,X,O,X
SIJLOZT,O,O,O,X
SIJZTLO,O,O,X,O
SIJZTOL,O,X,X,O
SIJZLTO,O,O,X,O
SIJZLOT,O,O,O,X
SIJZOTL,O,O,O,X
SIJZOLT,O,O,O,X
SIJOTLZ,O,X,O,X
SIJOTZL,O,X,O,X
SIJOLTZ,O,X,O,X
SIJOLZT,O,O,O,X
SIJOZTL,O,O,O,X
SIJOZLT,O,O,O,X
SIZTLJO,O,O,X,O
SIZTLOJ,O,X,X,O
SIZTJLO,O,O,X,O
SIZTJOL,O,X,X,O
SIZTOLJ,O,X,X,O
SIZTOJL,O,X,X,O
SIZLTJO,O,O,X,O
SIZLTOJ,O,X,X,O
SIZLJTO,O,O,X,O
SIZLJOT,O,O,O,X
SIZLOTJ,O,O,O,O
SIZLOJT,O,O,O,X
SIZJTLO,O,O,X,O
SIZJTOL,O,X,X,O
SIZJLTO,O,O,X,O
SIZJLOT,O,O,O,X
SIZJOTL,O,O,O,X
SIZJOLT,O,O,O,X
SIZOTLJ,O,O,O,O
SIZOTJL,O,O,O,O
SIZOLTJ,O,O,O,O
SIZOLJT,O,O,O,X
SIZOJTL,O,O,O,X
SIZOJLT,O,O,O,X
SIOTLJZ,O,X,O,O
SIOTLZJ,O,X,O,O
SIOTJLZ,O,X,O,O
SIOTJZL,O,X,O,O
SIOTZLJ,O,X,O,O
SIOTZJL,O,X,O,O
SIOLTJZ,O,X,O,O
SIOLTZJ,O,X,O,O
SIOLJTZ,O,X,O,X
SIOLJZT,O,O,O,X
SIOLZTJ,O,O,O,O
SIOLZJT,O,O,O,X
SIOJTLZ,O,X,O,X
SIOJTZL,O,X,O,X
SIOJLTZ,O,X,O,X
SIOJLZT,O,O,O,X
SIOJZTL,O,O,O,X
SIOJZLT,O,O,O,X
SIOZTLJ,O,O,O,O
SIOZTJL,O,O,O,O
SIOZLTJ,O,O,O,O
SIOZLJT,O,O,O,X
SIOZJTL,O,O,O,X
SIOZJLT,O,O,O,X
SLTIJZO,O,X,X,O
SLTIJOZ,O,X,X,O
SLTIZJO,O,X,X,O
SLTIZOJ,O,X,X,O
SLTIOJZ,O,X,X,O
SLTIOZJ,O,X,X,O
SLTJIZO,O,X,X,O
SLTJIOZ,O,X,X,O
SLTJZIO,O,X,X,O
SLTJZOI,O,X,O,O
SLTJOIZ,O,X,O,O
SLTJOZI,O,X,O,O
SLTZIJO,O,X,X,O
SLTZIOJ,O,X,X,O
SLTZJIO,O,X,X,O
SLTZJOI,O,X,O,O
SLTZOIJ,O,X,O,O
SLTZOJI,O,X,O,O
SLTOIJZ,O,X,O,O
SLTOIZJ,O,X,O,O
SLTOJIZ,O,X,O,O
SLTOJZI,O,X,O,O
SLTOZIJ,O,X,O,O
SLTOZJI,O,X,O,O
SLITJZO,O,X,X,O
SLITJOZ,O,X,X,O
SLITZJO,O,X,X,O
SLITZOJ,O,X,X,O
SLITOJZ,O,X,X,O
SLITOZJ,O,X,X,O
SLIJTZO,O,X,X,O
SLIJTOZ,O,X,X,O
SLIJZTO,O,O,X,O
SLIJZOT,O,O,O,X
SLIJOTZ,O,X,O,X
SLIJOZT,O,O,O,X
SLIZTJO,O,O,X,O
SLIZTOJ,O,X,X,O
SLIZJTO,O,O,X,O
SLIZJOT,O,O,O,X
SLIZOTJ,O,O,O,O
SLIZOJT,O,O,O,X
SLIOTJZ,O,X,O,O
SLIOTZJ,O,X,O,O
SLIOJTZ,O,X,O,X
SLIOJZT,O,O,O,X
SLIOZTJ,O,O,O,O
SLIOZJT,O,O,O,X
SLJTIZO,O,X,X,O
SLJTIOZ,O,X,X,O
SLJTZIO,O,X,X,O
SLJTZOI,O,X,O,O
SLJTOIZ,O,X,O,O
SLJTOZI,O,X,O,O
SLJITZO,O,X,X,O
SLJITOZ,O,X,X,O
SLJIZTO,O,O,X,O
SLJIZOT,O,O,O,X
SLJIOTZ,O,X,O,X
SLJIOZT,O,O,O,X
SLJZTIO,O,O,X,O
SLJZTOI,O,X,O,O
SLJZITO,O,O,X,O
SLJZIOT,O,O,O,X
SLJZOTI,O,O,O,X
SLJZOIT,O,O,O,X
SLJOTIZ,O,X,O,X
SLJOTZI,O,X,O,X
SLJOITZ,O,X,O,X
SLJOIZT,O,O,O,X
SLJOZTI,O,O,O,X
SLJOZIT,O,O,O,X
SLZTIJO,O,O,X,O
SLZTIOJ,O,X,X,O
SLZTJIO,O,O,X,O
SLZTJOI,O,X,O,O
SLZTOIJ,O,X,O,O
SLZTOJI,O,X,O,O
SLZITJO,O,O,X,O
SLZITOJ,O,X,X,O
SLZIJTO,O,O,X,O
SLZIJOT,O,O,O,X
SLZIOTJ,O,O,O,O
SLZIOJT,O,O,O,X
SLZJTIO,O,O,X,O
SLZJTOI,O,X,O,O
SLZJITO,O,O,X,O
SLZJIOT,O,O,O,X
SLZJOTI,O,O,O,X
SLZJOIT,O,O,O,X
SLZOTIJ,O,O,O,O
SLZOTJI,O,O,O,O
SLZOITJ,O,O,O,O
SLZOIJT,O,O,O,X
SLZOJTI,O,O,O,X
SLZOJIT,O,O,O,X
SLOTIJZ,O,X,O,O
SLOTIZJ,O,X,O,O
SLOTJIZ,O,X,O,O
SLOTJZI,O,X,O,O
SLOTZIJ,O,X,O,O
SLOTZJI,O,X,O,O
SLOITJZ,O,X,O,O
SLOITZJ,O,X,O,O
SLOIJTZ,O,X,O,X
SLOIJZT,O,O,O,X
SLOIZTJ,O,O,O,O
SLOIZJT,O,O,O,X
SLOJTIZ,O,X,O,X
SLOJTZI,O,X,O,X
SLOJITZ,O,X,O,X
SLOJIZT,O,O,O,X
SLOJZTI,O,O,O,X
SLOJZIT,O,O,O,X
SLOZTIJ,O,O,O,O
SLOZTJI,O,O,O,O
SLOZITJ,O,O,O,O
SLOZIJT,O,O,O,X
SLOZJTI,O,O,O,X
SLOZJIT,O,O,O,X
SJTILZO,O,X,X,O
SJTILOZ,O,X,X,O
SJTIZLO,O,X,X,O
SJTIZOL,O,X,X,O
SJTIOLZ,O,X,X,O
SJTIOZL,O,X,X,O
SJTLIZO,O,X,X,O
SJTLIOZ,O,X,X,O
SJTLZIO,O,X,X,O
SJTLZOI,O,X,O,O
SJTLOIZ,O,X,O,O
SJTLOZI,O,X,O,O
SJTZILO,O,X,X,O
SJTZIOL,O,X,X,O
SJTZLIO,O,X,X,O
SJTZLOI,O,X,O,O
SJTZOIL,O,X,O,O
SJTZOLI,O,X,O,O
SJTOILZ,O,X,O,O
SJTOIZL,O,X,O,O
SJTOLIZ,O,X,O,O
SJTOLZI,O,X,O,O
SJTOZIL,O,X,O,O
SJTOZLI,O,X,O,O
SJITLZO,O,X,X,O
SJITLOZ,O,X,X,O
SJITZLO,O,X,X,O
SJITZOL,O,X,X,O
SJITOLZ,O,X,X,O
SJITOZL,O,X,X,O
SJILTZO,O,X,X,O
SJILTOZ,O,X,X,O
SJILZTO,O,O,X,O
SJILZOT,O,O,O,X
SJILOTZ,O,X,O,X
SJILOZT,O,O,O,X
SJIZTLO,O,O,X,O
SJIZTOL,O,X,X,O
SJIZLTO,O,O,X,O
SJIZLOT,O,O,O,X
SJIZOTL,O,O,O,X
SJIZOLT,O,O,O,X
SJIOTLZ,O,X,O,X
SJIOTZL,O,X,O,X
SJIOLTZ,O,X,O,X
SJIOLZT,O,O,O,X
SJIOZTL,O,O,O,X
SJIOZLT,O,O,O,X
SJLTIZO,O,X,X,O
SJLTIOZ,O,X,X,O
SJLTZIO,O,X,X,O
SJLTZOI,O,X,O,O
SJLTOIZ,O,X,O,O
SJLTOZI,O,X,O,O
SJLITZO,O,X,X,O
SJLITOZ,O,X,X,O
SJLIZTO,O,O,X,O
SJLIZOT,O,O,O,X
SJLIOTZ,O,X,O,X
SJLIOZT,O,O,O,X
SJLZTIO,O,O,X,O
SJLZTOI,O,X,O,O
SJLZITO,O,O,X,O
SJLZIOT,O,O,O,X
SJLZOTI,O,O,O,X
SJLZOIT,O,O,O,X
SJLOTIZ,O,X,O,X
SJLOTZI,O,X,O,X
SJLOITZ,O,X,O,X
SJLOIZT,O,O,O,X
SJLOZTI,O,O,O,X
SJLOZIT,O,O,O,X
SJZTILO,O,O,X,O
SJZTIOL,O,X,X,O
SJZTLIO,O,O,X,O
SJZTLOI,O,X,O,O
SJZTOIL,O,X,O,O
SJZTOLI,O,X,O,O
SJZITLO,O,O,X,O
SJZITOL,O,X,X,O
SJZILTO,O,O,X,O
SJZILOT,O,O,O,X
SJZIOTL,O,O,O,X
SJZIOLT,O,O,O,X
SJZLTIO,O,O,X,O
SJZLTOI,O,X,O,O
SJZLITO,O,O,X,O
SJZLIOT,O,O,O,X
SJZLOTI,O,O,O,X
SJZLOIT,O,O,O,X
SJZOTIL,O,O,O,X
SJZOTLI,O,O,O,X
SJZOITL,O,O,O,X
SJZOILT,O,O,O,X
SJZOLTI,O,O,O,X
SJZOLIT,O,O,O,X
SJOTILZ,O,X,O,X
SJOTIZL,O,X,O,X
SJOTLIZ,O,X,O,X
SJOTLZI,O,X,O,X
SJOTZIL,O,X,O,X
SJOTZLI,O,X,O,X
SJOITLZ,O,X,O,X
SJOITZL,O,X,O,X
SJOILTZ,O,X,O,X
SJOILZT,O,O,O,X
SJOIZTL,O,O,O,X
SJOIZLT,O,O,O,X
SJOLTIZ,O,X,O,X
SJOLTZI,O,X,O,X
SJOLITZ,O,X,O,X
SJOLIZT,O,O,O,X
SJOLZTI,O,O,O,X
SJOLZIT,O,O,O,X
SJOZTIL,O,O,O,X
SJOZTLI,O,O,O,X
SJOZITL,O,O,O,X
SJOZILT,O,O,O,X
SJOZLTI,O,O,O,X
SJOZLIT,O,O,O,X
SZTILJO,O,O,X,O
SZTILOJ,O,X,X,O
SZTIJLO,O,O,X,O
SZTIJOL,O,X,X,O
SZTIOLJ,O,X,X,O
SZTIOJL,O,X,X,O
SZTLIJO,O,O,X,O
SZTLIOJ,O,X,X,O
SZTLJIO,O,O,X,O
SZTLJOI,O,X,O,O
SZTLOIJ,O,X,O,O
SZTLOJI,O,X,O,O
SZTJILO,O,O,X,O
SZTJIOL,O,X,X,O
SZTJLIO,O,O,X,O
SZTJLOI,O,X,O,O
SZTJOIL,O,X,O,O
SZTJOLI,O,X,O,O
SZTOILJ,O,X,O,O
SZTOIJL,O,X,O,O
SZTOLIJ,O,X,O,O
SZTOLJI,O,X,O,O
SZTOJIL,O,X,O,O
SZTOJLI,O,X,O,O
SZITLJO,O,O,X,O
SZITLOJ,O,X,X,O
SZITJLO,O,O,X,O
SZITJOL,O,X,X,O
SZITOLJ,O,X,X,O
SZITOJL,O,X,X,O
SZILTJO,O,O,X,O
SZILTOJ,O,X,X,O
SZILJTO,O,O,X,O
SZILJOT,O,O,O,X
SZILOTJ,O,O,O,O
SZILOJT,O,O,O,X
SZIJTLO,O,O,X,O
SZIJTOL,O,X,X,O
SZIJLTO,O,O,X,O
SZIJLOT,O,O,O,X
SZIJOTL,O,O,O,X
SZIJOLT,O,O,O,X
SZIOTLJ,O,O,O,O
SZIOTJL,O,O,O,O
SZIOLTJ,O,O,O,O
SZIOLJT,O,O,O,X
SZIOJTL,O,O,O,X
SZIOJLT,O,O,O,X
SZLTIJO,O,O,X,O
SZLTIOJ,O,X,X,O
SZLTJIO,O,O,X,O
SZLTJOI,O,X,O,O
SZLTOIJ,O,X,O,O
SZLTOJI,O,X,O,O
SZLITJO,O,O,X,O
SZLITOJ,O,X,X,O
SZLIJTO,O,O,X,O
SZLIJOT,O,O,O,X
SZLIOTJ,O,O,O,O
SZLIOJT,O,O,O,X
SZLJTIO,O,O,X,O
SZLJTOI,O,X,O,O
SZLJITO,O,O,X,O
SZLJIOT,O,O,O,X
SZLJOTI,O,O,O,X
SZLJOIT,O,O,O,X
SZLOTIJ,O,O,O,O
SZLOTJI,O,O,O,O
