sequence,v115@RhA8EeC8AeC8BeE8JeT/IvhFelB5lBihB3iB9oBcrB,v115@RhA8EeC8AeC8BeE8Je/EJvhFZmBtmB0iB6oBTlBGqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oB2qBzqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oBTlBerB,v115@RhA8EeC8AeC8BeE8Jem/IvhFRhB3iB9oB0kBqqBTrB,v115@RhA8EeC8AeC8BeE8Jex/IvhFylBumB3iB9oB0kBzqB,v115@RhA8EeC8AeC8BeE8Jem/IvhF5lB3iB9oB0kBTmBirB
SIZOTJL,X,O,X,X,X,X,O
SIZOLTJ,X,O,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,O
SIZOJLT,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X
SIOTLZJ,X,O,O,O,X,X,O
SIOTJLZ,X,O,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,O
SIOTZLJ,X,O,O,O,X,X,O
SIOTZJL,X,O,X,X,X,X,O
SIOLTJZ,X,O,X,X,X,X,X
SIOLTZJ,X,O,O,O,X,X,X
SIOLJTZ,X,O,O,O,X,X,X
SIOLJZT,X,X,X,O,X,X,X
SIOLZTJ,X,O,X,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X
SIOJTLZ,X,O,O,O,X,X,X
SIOJTZL,X,O,O,O,X,X,X
SIOJLTZ,X,O,O,O,X,X,X
SIOJLZT,X,X,X,O,X,X,X
SIOJZTL,X,X,X,O,X,X,X
SIOJZLT,X,X,X,O,X,X,X
SIOZTLJ,X,O,X,X,X,X,O
SIOZTJL,X,O,X,X,X,X,O
SIOZLTJ,X,O,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,O
SIOZJLT,X,X,X,X,X,X,X
SLTIJZO,X,O,O,O,O,X,X
SLTIJOZ,X,O,O,O,X,X,X
SLTIZJO,X,O,O,O,O,X,X
SLTIZOJ,X,O,O,O,O,X,X
SLTIOJZ,X,O,X,X,O,X,X
SLTIOZJ,X,O,O,O,O,X,X
SLTJIZO,X,O,O,O,O,X,X
SLTJIOZ,X,O,O,O,X,X,X
SLTJZIO,X,O,O,O,O,X,X
SLTJZOI,X,O,O,O,O,X,X
SLTJOIZ,X,O,O,O,O,X,X
SLTJOZI,X,O,O,O,O,X,X
SLTZIJO,X,O,O,O,O,X,X
SLTZIOJ,X,O,O,O,O,X,X
SLTZJIO,X,O,O,O,O,X,X
SLTZJOI,X,O,O,O,O,X,X
SLTZOIJ,X,O,O,O,O,X,X
SLTZOJI,X,O,O,O,O,X,X
SLTOIJZ,X,O,X,X,O,X,X
SLTOIZJ,X,O,O,O,O,X,X
SLTOJIZ,X,O,O,O,O,X,X
SLTOJZI,X,O,O,O,O,X,X
SLTOZIJ,X,O,O,O,O,X,X
SLTOZJI,X,O,O,O,O,X,X
SLITJZO,X,O,O,O,O,X,X
SLITJOZ,X,O,O,O,X,X,X
SLITZJO,X,O,O,O,O,X,X
SLITZOJ,X,O,O,O,O,X,X
SLITOJZ,X,O,X,X,X,X,X
SLITOZJ,X,O,O,O,O,X,X
SLIJTZO,X,O,O,O,X,X,X
SLIJTOZ,X,O,O,O,X,X,X
SLIJZTO,X,X,O,O,X,X,X
SLIJZOT,X,X,X,X,X,X,X
SLIJOTZ,X,O,O,O,X,X,X
SLIJOZT,X,X,X,O,X,X,X
SLIZTJO,X,O,O,O,O,X,X
SLIZTOJ,X,O,O,O,O,X,X
SLIZJTO,X,X,O,O,O,X,X
SLIZJOT,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,X
SLIZOJT,X,X,X,X,X,X,X
SLIOTJZ,X,O,X,X,X,X,X
SLIOTZJ,X,O,O,O,X,X,X
SLIOJTZ,X,O,O,O,X,X,X
SLIOJZT,X,X,X,O,X,X,X
SLIOZTJ,X,O,X,X,X,X,X
SLIOZJT,X,X,X,X,X,X,X
SLJTIZO,X,O,O,O,X,X,X
SLJTIOZ,X,O,O,O,X,X,X
SLJTZIO,X,O,O,O,X,X,X
SLJTZOI,X,O,O,O,X,X,X
SLJTOIZ,X,O,O,O,X,X,X
SLJTOZI,X,O,O,O,X,X,X
SLJITZO,X,O,O,O,X,X,X
SLJITOZ,X,O,O,O,X,X,X
SLJIZTO,X,X,O,O,X,X,X
SLJIZOT,X,X,X,X,X,X,X
SLJIOTZ,X,O,O,O,X,X,X
SLJIOZT,X,X,X,O,X,X,X
SLJZTIO,X,O,O,O,X,X,X
SLJZTOI,X,O,O,O,X,X,X
SLJZITO,X,X,O,O,X,X,X
SLJZIOT,X,X,X,X,X,X,X
SLJZOTI,X,O,O,O,X,X,X
SLJZOIT,X,X,X,O,X,X,X
SLJOTIZ,X,O,O,O,X,X,X
SLJOTZI,X,O,O,O,X,X,X
SLJOITZ,X,O,O,O,X,X,X
SLJOIZT,X,X,X,O,X,X,X
SLJOZTI,X,O,O,O,X,X,X
SLJOZIT,X,X,X,O,X,X,X
SLZTIJO,X,O,O,O,O,X,X
SLZTIOJ,X,O,O,O,O,X,X
SLZTJIO,X,O,O,O,O,X,X
SLZTJOI,X,O,O,O,O,X,X
SLZTOIJ,X,O,O,O,O,X,X
SLZTOJI,X,O,O,O,O,X,X
SLZITJO,X,O,O,O,O,X,X
SLZITOJ,X,O,O,O,O,X,X
SLZIJTO,X,X,O,O,O,X,X
SLZIJOT,X,X,X,X,X,X,X
SLZIOTJ,X,O,X,X,X,X,X
SLZIOJT,X,X,X,X,X,X,X
SLZJTIO,X,O,O,O,O,X,X
SLZJTOI,X,O,O,O,O,X,X
SLZJITO,X,X,O,O,O,X,X
SLZJIOT,X,X,X,X,X,X,X
SLZJOTI,X,O,O,O,O,X,X
SLZJOIT,X,X,X,O,O,X,X
SLZOTIJ,X,O,O,O,O,X,X
SLZOTJI,X,O,O,O,O,X,X
SLZOITJ,X,O,X,X,O,X,X
SLZOIJT,X,X,X,X,O,X,X
SLZOJTI,X,O,O,O,O,X,X
SLZOJIT,X,X,X,O,O,X,X
SLOTIJZ,X,O,X,X,O,X,X
SLOTIZJ,X,O,O,O,O,X,X
SLOTJIZ,X,O,O,O,O,X,X
SLOTJZI,X,O,O,O,O,X,X
SLOTZIJ,X,O,O,O,O,X,X
SLOTZJI,X,O,O,O,O,X,X
SLOITJZ,X,O,X,X,O,X,X
SLOITZJ,X,O,O,O,O,X,X
SLOIJTZ,X,O,O,O,X,X,X
SLOIJZT,X,X,X,O,X,X,X
SLOIZTJ,X,O,X,X,O,X,X
SLOIZJT,X,X,X,X,O,X,X
SLOJTIZ,X,O,O,O,X,X,X
SLOJTZI,X,O,O,O,X,X,X
SLOJITZ,X,O,O,O,X,X,X
SLOJIZT,X,X,X,O,X,X,X
SLOJZTI,X,O,O,O,X,X,X
SLOJZIT,X,X,X,O,X,X,X
SLOZTIJ,X,O,O,O,O,X,X
SLOZTJI,X,O,O,O,O,X,X
SLOZITJ,X,O,X,X,O,X,X
SLOZIJT,X,X,X,X,O,X,X
SLOZJTI,X,O,O,O,O,X,X
SLOZJIT,X,X,X,O,O,X,X
SJTILZO,O,O,O,O,X,X,X
SJTILOZ,O,O,O,O,X,X,X
SJTIZLO,O,O,O,O,X,O,X
SJTIZOL,O,O,O,O,X,O,X
SJTIOLZ,O,O,O,O,X,O,X
SJTIOZL,O,O,O,O,X,O,X
SJTLIZO,O,O,O,O,X,X,X
SJTLIOZ,O,O,O,O,X,X,X
SJTLZIO,O,O,O,O,X,O,X
SJTLZOI,O,O,O,O,X,O,X
SJTLOIZ,O,O,O,O,X,O,X
SJTLOZI,O,O,O,O,X,O,X
SJTZILO,O,O,O,O,X,O,X
SJTZIOL,O,O,O,O,X,O,X
SJTZLIO,O,O,O,O,X,O,X
SJTZLOI,O,O,O,O,X,O,X
SJTZOIL,O,O,O,O,X,O,X
SJTZOLI,O,O,O,O,X,O,X
SJTOILZ,O,O,O,O,X,O,X
SJTOIZL,O,O,O,O,X,O,X
SJTOLIZ,O,O,O,O,X,O,X
SJTOLZI,O,O,O,O,X,O,X
SJTOZIL,O,O,O,O,X,O,X
SJTOZLI,O,O,O,O,X,O,X
SJITLZO,O,O,O,O,X,X,X
SJITLOZ,O,O,O,O,X,X,X
SJITZLO,O,O,O,O,X,X,X
SJITZOL,O,O,O,O,X,X,X
SJITOLZ,O,O,O,O,X,X,X
SJITOZL,O,O,O,O,X,X,X
SJILTZO,X,O,O,O,X,X,X
SJILTOZ,X,O,O,O,X,X,X
SJILZTO,X,X,O,O,X,X,X
SJILZOT,X,X,X,X,X,X,X
SJILOTZ,X,O,O,O,X,X,X
SJILOZT,X,X,X,O,X,X,X
SJIZTLO,O,X,O,O,X,X,X
SJIZTOL,O,X,O,O,X,X,X
SJIZLTO,O,X,O,O,X,X,X
SJIZLOT,O,X,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X
SJIOTLZ,O,O,O,O,X,X,X
SJIOTZL,O,O,O,O,X,X,X
SJIOLTZ,X,O,O,O,X,X,X
SJIOLZT,X,X,X,O,X,X,X
SJIOZTL,O,X,X,O,X,X,X
SJIOZLT,O,X,X,O,X,X,X
SJLTIZO,X,O,O,O,X,X,X
SJLTIOZ,X,O,O,O,X,X,X
SJLTZIO,X,O,O,O,X,X,X
SJLTZOI,X,O,O,O,X,X,X
SJLTOIZ,X,O,O,O,X,X,X
SJLTOZI,X,O,O,O,X,X,X
SJLITZO,X,O,O,O,X,X,X
SJLITOZ,X,O,O,O,X,X,X
SJLIZTO,X,X,O,O,X,X,X
SJLIZOT,X,X,X,X,X,X,X
SJLIOTZ,X,O,O,O,X,X,X
SJLIOZT,X,X,X,O,X,X,X
SJLZTIO,X,O,O,O,X,X,X
SJLZTOI,X,O,O,O,X,X,X
SJLZITO,X,X,O,O,X,X,X
SJLZIOT,X,X,X,X,X,X,X
SJLZOTI,X,O,O,O,X,X,X
SJLZOIT,X,X,X,O,X,X,X
SJLOTIZ,X,O,O,O,X,X,X
SJLOTZI,X,O,O,O,X,X,X
SJLOITZ,X,O,O,O,X,X,X
SJLOIZT,X,X,X,O,X,X,X
SJLOZTI,X,O,O,O,X,X,X
SJLOZIT,X,X,X,O,X,X,X
SJZTILO,O,O,O,O,X,O,X
SJZTIOL,O,O,O,O,X,O,X
SJZTLIO,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,X,O,X
SJZTOIL,O,O,O,O,X,O,X
SJZTOLI,O,O,O,O,X,O,X
SJZITLO,O,X,O,O,X,O,X
SJZITOL,O,X,O,O,X,O,X
SJZILTO,O,X,O,O,X,O,X
SJZILOT,O,X,X,X,X,X,X
SJZIOTL,O,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X
SJZLTIO,O,O,O,O,X,O,X
SJZLTOI,O,O,O,O,X,O,X
SJZLITO,O,X,O,O,X,O,X
SJZLIOT,O,X,X,X,X,X,X
SJZLOTI,O,O,O,O,X,X,X
SJZLOIT,O,X,X,O,X,X,X
SJZOTIL,O,O,O,O,X,O,X
SJZOTLI,O,O,O,O,X,O,X
SJZOITL,O,X,X,O,X,O,X
SJZOILT,O,X,X,O,X,O,X
SJZOLTI,O,O,O,O,X,O,X
SJZOLIT,O,X,X,O,X,O,X
SJOTILZ,O,O,O,O,X,O,X
SJOTIZL,O,O,O,O,X,O,X
SJOTLIZ,O,O,O,O,X,O,X
SJOTLZI,O,O,O,O,X,O,X
SJOTZIL,O,O,O,O,X,O,X
SJOTZLI,O,O,O,O,X,O,X
SJOITLZ,O,O,O,O,X,X,X
SJOITZL,O,O,O,O,X,X,X
SJOILTZ,X,O,O,O,X,X,X
SJOILZT,X,X,X,O,X,X,X
SJOIZTL,O,X,X,O,X,X,X
SJOIZLT,O,X,X,O,X,X,X
SJOLTIZ,X,O,O,O,X,O,X
SJOLTZI,X,O,O,O,X,O,X
SJOLITZ,X,O,O,O,X,O,X
SJOLIZT,X,X,X,O,X,X,X
SJOLZTI,X,O,O,O,X,O,X
SJOLZIT,X,X,X,O,X,O,X
SJOZTIL,O,O,O,O,X,O,X
SJOZTLI,O,O,O,O,X,O,X
SJOZITL,O,X,X,O,X,O,X
SJOZILT,O,X,X,O,X,O,X
SJOZLTI,O,O,O,O,X,O,X
SJOZLIT,O,X,X,O,X,O,X
SZTILJO,O,O,O,O,O,O,O
SZTILOJ,O,O,O,O,O,O,O
SZTIJLO,O,O,O,O,O,O,O
SZTIJOL,O,O,O,O,O,O,O
SZTIOLJ,O,O,O,O,O,O,O
SZTIOJL,O,O,X,X,O,O,O
SZTLIJO,O,O,O,O,O,O,O
SZTLIOJ,O,O,O,O,O,O,O
SZTLJIO,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,O,O,O
SZTLOJI,O,O,O,O,O,O,O
SZTJILO,O,O,O,O,O,O,O
SZTJIOL,O,O,O,O,O,O,O
SZTJLIO,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O
SZTJOIL,O,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O,O
SZTOILJ,O,O,O,O,O,O,O
SZTOIJL,O,O,X,X,O,O,O
SZTOLIJ,O,O,O,O,O,O,O
SZTOLJI,O,O,O,O,O,O,O
SZTOJIL,O,O,O,O,O,O,O
SZTOJLI,O,O,O,O,O,O,O
SZITLJO,O,O,O,O,X,O,O
SZITLOJ,O,O,O,O,X,O,O
SZITJLO,O,O,O,O,X,O,O
SZITJOL,O,O,O,O,X,O,O
SZITOLJ,O,O,O,O,X,O,O
SZITOJL,O,O,X,X,X,O,O
SZILTJO,O,O,O,O,X,O,X
SZILTOJ,O,O,O,O,X,O,X
SZILJTO,O,X,O,O,X,O,X
SZILJOT,O,X,X,X,X,X,X
SZILOTJ,X,O,X,X,X,X,X
SZILOJT,X,X,X,X,X,X,X
SZIJTLO,O,X,O,O,X,O,O
SZIJTOL,O,X,O,O,X,O,O
SZIJLTO,O,X,O,O,X,O,X
SZIJLOT,O,X,X,X,X,X,X
SZIJOTL,O,X,X,X,X,X,O
SZIJOLT,O,X,X,X,X,X,X
SZIOTLJ,X,O,X,X,X,O,O
SZIOTJL,X,O,X,X,X,O,O
SZIOLTJ,X,O,X,X,X,O,X
SZIOLJT,X,X,X,X,X,O,X
SZIOJTL,X,X,X,X,X,O,O
SZIOJLT,X,X,X,X,X,O,X
SZLTIJO,O,O,O,O,O,O,X
SZLTIOJ,O,O,O,O,O,O,X
SZLTJIO,O,O,O,O,O,O,X
SZLTJOI,O,O,O,O,O,O,X
SZLTOIJ,O,O,O,O,O,O,X
SZLTOJI,O,O,O,O,O,O,X
SZLITJO,O,O,O,O,O,O,X
SZLITOJ,O,O,O,O,O,O,X
SZLIJTO,O,X,O,O,O,O,X
SZLIJOT,O,X,X,X,X,X,X
SZLIOTJ,X,O,X,X,X,X,X
SZLIOJT,X,X,X,X,X,X,X
SZLJTIO,O,O,O,O,O,O,X
SZLJTOI,O,O,O,O,O,O,X
SZLJITO,O,X,O,O,O,O,X
SZLJIOT,O,X,X,X,X,X,X
SZLJOTI,O,O,O,O,O,X,X
SZLJOIT,O,X,X,O,O,X,X
SZLOTIJ,O,O,O,O,O,X,X
SZLOTJI,O,O,O,O,O,X,X
SZLOITJ,X,O,X,X,O,X,X
SZLOIJT,X,X,X,X,O,X,X
SZLOJTI,O,O,O,O,O,X,X
SZLOJIT,O,X,X,O,O,X,X
SZJTILO,O,O,O,O,O,O,O
SZJTIOL,O,O,O,O,O,O,O
SZJTLIO,O,O,O,O,O,O,O
SZJTLOI,O,O,O,O,O,O,O
SZJTOIL,O,O,O,O,O,O,O
SZJTOLI,O,O,O,O,O,O,O
SZJITLO,O,X,O,O,X,O,O
SZJITOL,O,X,O,O,X,O,O
SZJILTO,O,X,O,O,X,O,X
SZJILOT,O,X,X,X,X,X,X
SZJIOTL,O,X,X,X,X,X,O
SZJIOLT,O,X,X,X,X,X,X
SZJLTIO,O,O,O,O,O,O,X
SZJLTOI,O,O,O,O,O,O,X
SZJLITO,O,X,O,O,O,O,X
SZJLIOT,O,X,X,X,X,X,X
SZJLOTI,O,O,O,O,O,X,X
SZJLOIT,O,X,X,O,O,X,X
SZJOTIL,O,O,O,O,X,O,O
SZJOTLI,O,O,O,O,X,O,O
SZJOITL,O,X,X,O,X,O,O
SZJOILT,O,X,X,O,X,O,X
SZJOLTI,O,O,O,O,X,O,X
SZJOLIT,O,X,X,O,X,O,X
SZOTILJ,O,O,O,O,O,O,O
SZOTIJL,O,O,X,X,X,O,O
SZOTLIJ,O,O,O,O,O,O,O
SZOTLJI,O,O,O,O,O,O,O
SZOTJIL,O,O,O,O,X,O,O
SZOTJLI,O,O,O,O,O,O,O
SZOITLJ,X,O,X,X,X,O,O
SZOITJL,X,O,X,X,X,O,O
SZOILTJ,X,O,X,X,X,O,X
SZOILJT,X,X,X,X,X,O,X
SZOIJTL,X,X,X,X,X,O,O
SZOIJLT,X,X,X,X,X,O,X
SZOLTIJ,O,O,O,O,O,O,X
SZOLTJI,O,O,O,O,O,O,X
SZOLITJ,X,O,X,X,O,O,X
SZOLIJT,X,X,X,X,O,O,X
SZOLJTI,O,O,O,O,O,O,X
SZOLJIT,O,X,X,O,O,O,X
SZOJTIL,O,O,O,O,X,O,O
SZOJTLI,O,O,O,O,X,O,O
SZOJITL,O,X,X,O,X,O,O
SZOJILT,O,X,X,O,X,O,X
SZOJLTI,O,O,O,O,X,O,X
SZOJLIT,O,X,X,O,X,O,X
SOTILJZ,X,O,X,X,O,O,X
SOTILZJ,X,O,O,O,O,O,O
SOTIJLZ,O,O,X,X,O,O,X
SOTIJZL,O,O,X,X,X,O,O
SOTIZLJ,O,O,O,O,O,O,O
SOTIZJL,O,O,X,X,X,O,O
SOTLIJZ,X,O,X,X,O,O,X
SOTLIZJ,X,O,O,O,O,O,O
SOTLJIZ,O,O,O,O,O,O,X
SOTLJZI,O,O,O,O,O,O,X
SOTLZIJ,O,O,O,O,O,O,O
SOTLZJI,O,O,O,O,O,O,O
SOTJILZ,O,O,O,O,O,O,X
SOTJIZL,O,O,O,O,X,O,O
SOTJLIZ,O,O,O,O,O,O,X
SOTJLZI,O,O,O,O,O,O,X
SOTJZIL,O,O,O,O,X,O,O
SOTJZLI,O,O,O,O,O,O,O
SOTZILJ,O,O,O,O,O,O,O
SOTZIJL,O,O,X,X,X,O,O
SOTZLIJ,O,O,O,O,O,O,O
SOTZLJI,O,O,O,O,O,O,O
SOTZJIL,O,O,O,O,X,O,O
SOTZJLI,O,O,O,O,O,O,O
SOITLJZ,X,O,X,X,O,X,X
SOITLZJ,X,O,O,O,O,X,O
SOITJLZ,X,O,X,X,O,X,X
SOITJZL,X,O,X,X,X,X,O
SOITZLJ,X,O,O,O,O,X,O
SOITZJL,X,O,X,X,X,X,O
SOILTJZ,X,O,X,X,O,X,X
SOILTZJ,X,O,O,O,O,X,X
SOILJTZ,X,O,O,O,X,X,X
SOILJZT,X,X,X,O,X,X,X
SOILZTJ,X,O,X,X,O,X,X
SOILZJT,X,X,X,X,O,X,X
SOIJTLZ,X,O,O,O,X,X,X
SOIJTZL,X,O,O,O,X,X,X
SOIJLTZ,X,O,O,O,X,X,X
SOIJLZT,X,X,X,O,X,X,X
SOIJZTL,X,X,X,O,X,X,X
SOIJZLT,X,X,X,O,X,X,X
SOIZTLJ,X,O,X,X,X,X,O
SOIZTJL,X,O,X,X,X,X,O
SOIZLTJ,X,O,X,X,X,X,X
SOIZLJT,X,X,X,X,X,X,X
SOIZJTL,X,X,X,X,X,X,O
SOIZJLT,X,X,X,X,X,X,X
SOLTIJZ,X,O,X,X,O,O,X
SOLTIZJ,X,O,O,O,O,O,X
SOLTJIZ,X,O,O,O,O,O,X
SOLTJZI,X,O,O,O,O,O,X
SOLTZIJ,X,O,O,O,O,O,X
SOLTZJI,X,O,O,O,O,O,X
SOLITJZ,X,O,X,X,O,O,X
SOLITZJ,X,O,O,O,O,O,X
SOLIJTZ,X,O,O,O,X,O,X
SOLIJZT,X,X,X,O,X,X,X
SOLIZTJ,X,O,X,X,O,X,X
SOLIZJT,X,X,X,X,O,X,X
SOLJTIZ,X,O,O,O,X,O,X
SOLJTZI,X,O,O,O,X,O,X
SOLJITZ,X,O,O,O,X,O,X
SOLJIZT,X,X,X,O,X,X,X
SOLJZTI,X,O,O,O,X,O,X
SOLJZIT,X,X,X,O,X,O,X
SOLZTIJ,X,O,O,O,O,O,X
SOLZTJI,X,O,O,O,O,O,X
SOLZITJ,X,O,X,X,O,O,X
SOLZIJT,X,X,X,X,O,O,X
SOLZJTI,X,O,O,O,O,O,X
SOLZJIT,X,X,X,O,O,O,X
SOJTILZ,O,O,O,O,X,O,X
SOJTIZL,O,O,O,O,X,O,X
SOJTLIZ,O,O,O,O,X,O,X
SOJTLZI,O,O,O,O,X,O,X
SOJTZIL,O,O,O,O,X,O,X
SOJTZLI,O,O,O,O,X,O,X
SOJITLZ,O,O,O,O,X,X,X
SOJITZL,O,O,O,O,X,X,X
SOJILTZ,X,O,O,O,X,X,X
SOJILZT,X,X,X,O,X,X,X
SOJIZTL,O,X,X,O,X,X,X
SOJIZLT,O,X,X,O,X,X,X
SOJLTIZ,X,O,O,O,X,O,X
SOJLTZI,X,O,O,O,X,O,X
SOJLITZ,X,O,O,O,X,O,X
SOJLIZT,X,X,X,O,X,X,X
SOJLZTI,X,O,O,O,X,O,X
SOJLZIT,X,X,X,O,X,O,X
SOJZTIL,O,O,O,O,X,O,X
SOJZTLI,O,O,O,O,X,O,X
SOJZITL,O,X,X,O,X,O,X
SOJZILT,O,X,X,O,X,O,X
SOJZLTI,O,O,O,O,X,O,X
SOJZLIT,O,X,X,O,X,O,X
SOZTILJ,O,O,O,O,O,O,O
SOZTIJL,O,O,X,X,X,O,O
SOZTLIJ,O,O,O,O,O,O,O
SOZTLJI,O,O,O,O,O,O,O
SOZTJIL,O,O,O,O,X,O,O
SOZTJLI,O,O,O,O,O,O,O
SOZITLJ,X,O,X,X,X,O,O
SOZITJL,X,O,X,X,X,O,O
SOZILTJ,X,O,X,X,X,O,X
SOZILJT,X,X,X,X,X,O,X
SOZIJTL,X,X,X,X,X,O,O
SOZIJLT,X,X,X,X,X,O,X
SOZLTIJ,O,O,O,O,O,O,X
SOZLTJI,O,O,O,O,O,O,X
SOZLITJ,X,O,X,X,O,O,X
SOZLIJT,X,X,X,X,O,O,X
SOZLJTI,O,O,O,O,O,O,X
SOZLJIT,O,X,X,O,O,O,X
SOZJTIL,O,O,O,O,X,O,O
SOZJTLI,O,O,O,O,X,O,O
SOZJITL,O,X,X,O,X,O,O
SOZJILT,O,X,X,O,X,O,X
SOZJLTI,O,O,O,O,X,O,X
SOZJLIT,O,X,X,O,X,O,X
ZTILJSO,O,O,O,O,O,O,O
ZTILJOS,O,O,X,O,O,O,O
ZTILSJO,O,O,O,O,O,O,O
ZTILSOJ,O,O,O,O,O,O,O
ZTILOJS,O,O,X,X,O,O,O
ZTILOSJ,O,O,X,X,O,O,O
ZTIJLSO,O,O,O,O,O,O,O
ZTIJLOS,O,O,X,O,O,O,O
ZTIJSLO,O,O,O,O,O,O,O
ZTIJSOL,O,O,O,O,O,O,O
ZTIJOLS,O,O,X,O,X,O,O
ZTIJOSL,O,O,X,O,X,O,O
ZTISLJO,O,O,O,O,O,O,O
ZTISLOJ,O,O,O,O,O,O,O
ZTISJLO,O,O,O,O,O,O,O
ZTISJOL,O,O,O,O,O,O,O
ZTISOLJ,O,O,O,O,O,O,O
ZTISOJL,O,O,X,X,O,O,O
ZTIOLJS,O,O,X,X,O,O,O
ZTIOLSJ,O,O,X,X,O,O,O
ZTIOJLS,O,O,X,X,X,O,O
ZTIOJSL,O,O,X,X,X,O,O
ZTIOSLJ,O,O,X,X,O,O,O
ZTIOSJL,O,O,X,X,X,O,O
ZTLIJSO,O,O,O,O,O,O,O
ZTLIJOS,O,O,X,O,O,O,O
ZTLISJO,O,O,O,O,O,O,O
ZTLISOJ,O,O,O,O,O,O,O
ZTLIOJS,O,O,X,X,O,O,O
ZTLIOSJ,O,O,X,X,O,O,O
ZTLJISO,O,O,O,O,O,O,O
ZTLJIOS,O,O,X,O,O,O,O
ZTLJSIO,O,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O,O
ZTLJOIS,O,O,X,O,O,O,O
ZTLJOSI,O,O,O,O,O,O,O
ZTLSIJO,O,O,O,O,O,O,O
ZTLSIOJ,O,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O,O
ZTLSOIJ,O,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O,O
ZTLOIJS,O,O,X,X,O,O,O
ZTLOISJ,O,O,X,X,O,O,O
ZTLOJIS,O,O,X,O,O,O,O
ZTLOJSI,O,O,O,O,O,O,O
ZTLOSIJ,O,O,O,O,O,O,O
ZTLOSJI,O,O,O,O,O,O,O
ZTJILSO,O,O,O,O,O,O,O
ZTJILOS,O,O,X,O,O,O,O
ZTJISLO,O,O,O,O,O,O,O
ZTJISOL,O,O,O,O,O,O,O
ZTJIOLS,O,O,X,O,X,O,O
ZTJIOSL,O,O,X,O,X,O,O
ZTJLISO,O,O,O,O,O,O,O
ZTJLIOS,O,O,X,O,O,O,O
ZTJLSIO,O,O,O,O,O,O,O
ZTJLSOI,O,O,O,O,O,O,O
ZTJLOIS,O,O,X,O,O,O,O
ZTJLOSI,O,O,O,O,O,O,O
ZTJSILO,O,O,O,O,O,O,O
ZTJSIOL,O,O,O,O,O,O,O
ZTJSLIO,O,O,O,O,O,O,O
ZTJSLOI,O,O,O,O,O,O,O
ZTJSOIL,O,O,O,O,O,O,O
ZTJSOLI,O,O,O,O,O,O,O
ZTJOILS,O,O,X,O,X,O,O
ZTJOISL,O,O,X,O,X,O,O
ZTJOLIS,O,O,X,O,O,O,O
ZTJOLSI,O,O,O,O,O,O,O
ZTJOSIL,O,O,O,O,O,O,O
ZTJOSLI,O,O,O,O,O,O,O
ZTSILJO,O,O,O,O,O,O,O
ZTSILOJ,O,O,O,O,O,O,O
ZTSIJLO,O,O,O,O,O,O,O
ZTSIJOL,O,O,O,O,O,O,O
ZTSIOLJ,O,O,O,O,O,O,O
ZTSIOJL,O,O,X,X,O,O,O
ZTSLIJO,O,O,O,O,O,O,O
ZTSLIOJ,O,O,O,O,O,O,O
ZTSLJIO,O,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,O,O
ZTSLOIJ,O,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,O,O
ZTSJILO,O,O,O,O,O,O,O
ZTSJIOL,O,O,O,O,O,O,O
ZTSJLIO,O,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O,O
ZTSJOIL,O,O,O,O,O,O,O
ZTSJOLI,O,O,O,O,O,O,O
ZTSOILJ,O,O,O,O,O,O,O
ZTSOIJL,O,O,X,X,O,O,O
ZTSOLIJ,O,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,O,O,O
ZTSOJIL,O,O,O,O,O,O,O
ZTSOJLI,O,O,O,O,O,O,O
ZTOILJS,O,O,X,X,O,O,O
ZTOILSJ,O,O,X,X,O,O,O
ZTOIJLS,O,O,X,X,X,O,O
ZTOIJSL,O,O,X,X,X,O,O
ZTOISLJ,O,O,X,X,O,O,O
ZTOISJL,O,O,X,X,X,O,O
ZTOLIJS,O,O,X,X,O,O,O
ZTOLISJ,O,O,X,X,O,O,O
ZTOLJIS,O,O,X,O,O,O,O
ZTOLJSI,O,O,O,O,O,O,O
ZTOLSIJ,O,O,O,O,O,O,O
