sequence,v115@RhA8EeC8AeC8BeE8JeT/IvhFelB5lBihB3iB9oBcrB,v115@RhA8EeC8AeC8BeE8Je/EJvhFZmBtmB0iB6oBTlBGqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oB2qBzqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oBTlBerB,v115@RhA8EeC8AeC8BeE8Jem/IvhFRhB3iB9oB0kBqqBTrB,v115@RhA8EeC8AeC8BeE8Jex/IvhFylBumB3iB9oB0kBzqB,v115@RhA8EeC8AeC8BeE8Jem/IvhF5lB3iB9oB0kBTmBirB
IZTOLJS,O,O,X,X,O,O,O
IZTOLSJ,O,O,X,X,O,O,O
IZTOJLS,O,O,X,X,X,O,O
IZTOJSL,O,O,X,X,X,O,O
IZTOSLJ,O,O,X,X,O,O,O
IZTOSJL,O,O,X,X,X,O,O
IZLTJSO,O,O,O,O,O,O,O
IZLTJOS,O,O,X,O,O,O,O
IZLTSJO,O,O,O,O,O,O,O
IZLTSOJ,O,O,O,O,O,O,O
IZLTOJS,O,O,X,X,O,O,O
IZLTOSJ,O,O,X,X,O,O,O
IZLJTSO,O,X,O,X,O,O,O
IZLJTOS,O,X,X,X,O,O,O
IZLJSTO,O,X,O,X,O,O,X
IZLJSOT,O,X,X,X,X,X,X
IZLJOTS,O,X,X,X,O,O,O
IZLJOST,O,X,X,X,O,X,X
IZLSTJO,O,O,O,O,O,O,X
IZLSTOJ,O,O,O,O,O,O,X
IZLSJTO,O,X,O,X,O,O,X
IZLSJOT,O,X,X,X,X,X,X
IZLSOTJ,X,O,X,X,X,X,X
IZLSOJT,X,X,X,X,X,X,X
IZLOTJS,O,O,X,X,O,O,O
IZLOTSJ,O,O,X,X,O,O,O
IZLOJTS,O,X,X,X,O,O,O
IZLOJST,O,X,X,X,O,O,X
IZLOSTJ,X,O,X,X,O,O,X
IZLOSJT,X,X,X,X,O,O,X
IZJTLSO,O,X,O,X,O,O,O
IZJTLOS,O,X,X,X,O,O,O
IZJTSLO,O,X,O,X,O,O,O
IZJTSOL,O,X,O,X,O,O,O
IZJTOLS,O,X,X,X,X,O,O
IZJTOSL,O,X,X,X,X,O,O
IZJLTSO,O,X,O,X,O,O,O
IZJLTOS,O,X,X,X,O,O,O
IZJLSTO,O,X,O,X,O,O,X
IZJLSOT,O,X,X,X,X,X,X
IZJLOTS,O,X,X,X,O,O,O
IZJLOST,O,X,X,X,O,X,X
IZJSTLO,O,X,O,X,X,O,O
IZJSTOL,O,X,O,X,X,O,O
IZJSLTO,O,X,O,X,X,O,X
IZJSLOT,O,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,O
IZJSOLT,O,X,X,X,X,X,X
IZJOTLS,O,X,X,X,X,O,O
IZJOTSL,O,X,X,X,X,O,O
IZJOLTS,O,X,X,X,X,O,O
IZJOLST,O,X,X,X,X,O,X
IZJOSTL,O,X,X,X,X,O,O
IZJOSLT,O,X,X,X,X,O,X
IZSTLJO,O,O,O,O,X,O,O
IZSTLOJ,O,O,O,O,X,O,O
IZSTJLO,O,O,O,O,X,O,O
IZSTJOL,O,O,O,O,X,O,O
IZSTOLJ,O,O,O,O,X,O,O
IZSTOJL,O,O,X,X,X,O,O
IZSLTJO,O,O,O,O,X,O,X
IZSLTOJ,O,O,O,O,X,O,X
IZSLJTO,O,X,O,X,X,O,X
IZSLJOT,O,X,X,X,X,X,X
IZSLOTJ,X,O,X,X,X,X,X
IZSLOJT,X,X,X,X,X,X,X
IZSJTLO,O,X,O,X,X,O,O
IZSJTOL,O,X,O,X,X,O,O
IZSJLTO,O,X,O,X,X,O,X
IZSJLOT,O,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,O
IZSJOLT,O,X,X,X,X,X,X
IZSOTLJ,X,O,X,X,X,O,O
IZSOTJL,X,O,X,X,X,O,O
IZSOLTJ,X,O,X,X,X,O,X
IZSOLJT,X,X,X,X,X,O,X
IZSOJTL,X,X,X,X,X,O,O
IZSOJLT,X,X,X,X,X,O,X
IZOTLJS,O,O,X,X,O,O,O
IZOTLSJ,O,O,X,X,O,O,O
IZOTJLS,O,O,X,X,X,O,O
IZOTJSL,O,O,X,X,X,O,O
IZOTSLJ,O,O,X,X,O,O,O
IZOTSJL,O,O,X,X,X,O,O
IZOLTJS,O,O,X,X,O,O,O
IZOLTSJ,O,O,X,X,O,O,O
IZOLJTS,O,X,X,X,O,O,O
IZOLJST,O,X,X,X,O,O,X
IZOLSTJ,X,O,X,X,O,O,X
IZOLSJT,X,X,X,X,O,O,X
IZOJTLS,O,X,X,X,X,O,O
IZOJTSL,O,X,X,X,X,O,O
IZOJLTS,O,X,X,X,X,O,O
IZOJLST,O,X,X,X,X,O,X
IZOJSTL,O,X,X,X,X,O,O
IZOJSLT,O,X,X,X,X,O,X
IZOSTLJ,X,O,X,X,X,O,O
IZOSTJL,X,O,X,X,X,O,O
IZOSLTJ,X,O,X,X,X,O,X
IZOSLJT,X,X,X,X,X,O,X
IZOSJTL,X,X,X,X,X,O,O
IZOSJLT,X,X,X,X,X,O,X
IOTLJSZ,X,O,X,X,O,O,X
IOTLJZS,X,O,X,X,O,O,X
IOTLSJZ,X,O,X,X,O,O,X
IOTLSZJ,X,O,X,X,O,O,O
IOTLZJS,X,O,X,X,O,O,O
IOTLZSJ,X,O,X,X,O,O,O
IOTJLSZ,O,O,X,X,O,O,X
IOTJLZS,O,O,X,X,O,O,X
IOTJSLZ,O,O,X,X,O,O,X
IOTJSZL,O,O,X,X,X,O,O
IOTJZLS,O,O,X,X,X,O,O
IOTJZSL,O,O,X,X,X,O,O
IOTSLJZ,X,O,X,X,O,O,X
IOTSLZJ,X,O,X,X,O,O,O
IOTSJLZ,O,O,X,X,O,O,X
IOTSJZL,O,O,X,X,X,O,O
IOTSZLJ,O,O,X,X,O,O,O
IOTSZJL,O,O,X,X,X,O,O
IOTZLJS,O,O,X,X,O,O,O
IOTZLSJ,O,O,X,X,O,O,O
IOTZJLS,O,O,X,X,X,O,O
IOTZJSL,O,O,X,X,X,O,O
IOTZSLJ,O,O,X,X,O,O,O
IOTZSJL,O,O,X,X,X,O,O
IOLTJSZ,X,O,X,X,O,O,X
IOLTJZS,X,O,X,X,O,O,X
IOLTSJZ,X,O,X,X,O,O,X
IOLTSZJ,X,O,X,X,O,O,O
IOLTZJS,X,O,X,X,O,O,O
IOLTZSJ,X,O,X,X,O,O,O
IOLJTSZ,X,O,X,O,O,O,X
IOLJTZS,X,O,X,O,O,O,X
IOLJSTZ,X,O,X,O,X,O,X
IOLJSZT,X,X,X,O,X,X,X
IOLJZTS,X,X,X,X,O,O,X
IOLJZST,X,X,X,X,O,O,X
IOLSTJZ,X,O,X,X,O,O,X
IOLSTZJ,X,O,X,X,O,O,X
IOLSJTZ,X,O,X,O,X,O,X
IOLSJZT,X,X,X,O,X,X,X
IOLSZTJ,X,O,X,X,O,X,X
IOLSZJT,X,X,X,X,O,X,X
IOLZTJS,X,O,X,X,O,O,O
IOLZTSJ,X,O,X,X,O,O,O
IOLZJTS,X,X,X,X,O,O,O
IOLZJST,X,X,X,X,O,O,X
IOLZSTJ,X,O,X,X,O,O,X
IOLZSJT,X,X,X,X,O,O,X
IOJTLSZ,O,O,X,O,O,O,X
IOJTLZS,O,O,X,O,O,O,X
IOJTSLZ,O,O,X,O,O,O,X
IOJTSZL,O,O,X,O,X,O,O
IOJTZLS,O,O,X,O,X,O,O
IOJTZSL,O,O,X,O,X,O,O
IOJLTSZ,O,O,X,O,O,O,X
IOJLTZS,O,O,X,O,O,O,X
IOJLSTZ,X,O,X,O,X,O,X
IOJLSZT,X,X,X,O,X,X,X
IOJLZTS,O,X,X,X,O,O,X
IOJLZST,O,X,X,X,O,O,X
IOJSTLZ,O,O,X,O,X,X,X
IOJSTZL,O,O,X,O,X,X,X
IOJSLTZ,X,O,X,O,X,X,X
IOJSLZT,X,X,X,O,X,X,X
IOJSZTL,O,X,X,O,X,X,X
IOJSZLT,O,X,X,O,X,X,X
IOJZTLS,O,X,X,X,X,O,O
IOJZTSL,O,X,X,X,X,O,O
IOJZLTS,O,X,X,X,X,O,O
IOJZLST,O,X,X,X,X,O,X
IOJZSTL,O,X,X,X,X,O,O
IOJZSLT,O,X,X,X,X,O,X
IOSTLJZ,X,O,X,X,O,X,X
IOSTLZJ,X,O,X,X,O,X,O
IOSTJLZ,X,O,X,X,O,X,X
IOSTJZL,X,O,X,X,X,X,O
IOSTZLJ,X,O,X,X,O,X,O
IOSTZJL,X,O,X,X,X,X,O
IOSLTJZ,X,O,X,X,O,X,X
IOSLTZJ,X,O,X,X,O,X,X
IOSLJTZ,X,O,X,O,X,X,X
IOSLJZT,X,X,X,O,X,X,X
IOSLZTJ,X,O,X,X,O,X,X
IOSLZJT,X,X,X,X,O,X,X
IOSJTLZ,X,O,X,O,X,X,X
IOSJTZL,X,O,X,O,X,X,X
IOSJLTZ,X,O,X,O,X,X,X
IOSJLZT,X,X,X,O,X,X,X
IOSJZTL,X,X,X,O,X,X,X
IOSJZLT,X,X,X,O,X,X,X
IOSZTLJ,X,O,X,X,X,X,O
IOSZTJL,X,O,X,X,X,X,O
IOSZLTJ,X,O,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,O
IOSZJLT,X,X,X,X,X,X,X
IOZTLJS,O,O,X,X,O,O,O
IOZTLSJ,O,O,X,X,O,O,O
IOZTJLS,O,O,X,X,X,O,O
IOZTJSL,O,O,X,X,X,O,O
IOZTSLJ,O,O,X,X,O,O,O
IOZTSJL,O,O,X,X,X,O,O
IOZLTJS,O,O,X,X,O,O,O
IOZLTSJ,O,O,X,X,O,O,O
IOZLJTS,O,X,X,X,O,O,O
IOZLJST,O,X,X,X,O,O,X
IOZLSTJ,X,O,X,X,O,O,X
IOZLSJT,X,X,X,X,O,O,X
IOZJTLS,O,X,X,X,X,O,O
IOZJTSL,O,X,X,X,X,O,O
IOZJLTS,O,X,X,X,X,O,O
IOZJLST,O,X,X,X,X,O,X
IOZJSTL,O,X,X,X,X,O,O
IOZJSLT,O,X,X,X,X,O,X
IOZSTLJ,X,O,X,X,X,O,O
IOZSTJL,X,O,X,X,X,O,O
IOZSLTJ,X,O,X,X,X,O,X
IOZSLJT,X,X,X,X,X,O,X
IOZSJTL,X,X,X,X,X,O,O
IOZSJLT,X,X,X,X,X,O,X
LTIJSZO,O,O,O,O,O,X,X
LTIJSOZ,O,O,O,O,X,X,X
LTIJZSO,O,O,O,O,O,X,X
LTIJZOS,O,O,X,O,O,X,X
LTIJOSZ,O,O,X,O,X,X,X
LTIJOZS,O,O,X,O,X,X,X
LTISJZO,O,O,O,O,O,X,X
LTISJOZ,O,O,O,O,X,X,X
LTISZJO,O,O,O,O,O,X,O
LTISZOJ,O,O,O,O,O,X,O
LTISOJZ,X,O,X,X,O,X,X
LTISOZJ,X,O,O,O,O,X,O
LTIZJSO,O,O,O,O,O,X,O
LTIZJOS,O,O,X,O,O,X,O
LTIZSJO,O,O,O,O,O,X,O
LTIZSOJ,O,O,O,O,O,X,O
LTIZOJS,O,O,X,X,O,X,O
LTIZOSJ,O,O,X,X,O,X,O
LTIOJSZ,X,O,X,X,O,X,X
LTIOJZS,X,O,X,X,O,X,X
LTIOSJZ,X,O,X,X,O,X,X
LTIOSZJ,X,O,X,X,O,X,O
LTIOZJS,X,O,X,X,O,X,O
LTIOZSJ,X,O,X,X,O,X,O
LTJISZO,O,O,O,O,O,X,X
LTJISOZ,O,O,O,O,X,X,X
LTJIZSO,O,O,O,O,O,X,X
LTJIZOS,O,O,X,O,O,X,X
LTJIOSZ,O,O,X,O,X,X,X
LTJIOZS,O,O,X,O,X,X,X
LTJSIZO,O,O,O,O,O,X,X
LTJSIOZ,O,O,O,O,X,X,X
LTJSZIO,O,O,O,O,O,O,X
LTJSZOI,O,O,O,O,O,O,X
LTJSOIZ,O,O,O,O,O,O,X
LTJSOZI,O,O,O,O,O,O,X
LTJZISO,O,O,O,O,O,O,X
LTJZIOS,O,O,X,O,O,O,X
LTJZSIO,O,O,O,O,O,O,X
LTJZSOI,O,O,O,O,O,O,X
LTJZOIS,O,O,X,O,O,O,X
LTJZOSI,O,O,O,O,O,O,X
LTJOISZ,O,O,X,O,O,O,X
LTJOIZS,O,O,X,O,O,O,X
LTJOSIZ,O,O,O,O,O,O,X
LTJOSZI,O,O,O,O,O,O,X
LTJOZIS,O,O,X,O,O,O,X
LTJOZSI,O,O,O,O,O,O,X
LTSIJZO,O,O,O,O,O,X,X
LTSIJOZ,O,O,O,O,X,X,X
LTSIZJO,O,O,O,O,O,X,O
LTSIZOJ,O,O,O,O,O,X,O
LTSIOJZ,X,O,X,X,O,X,X
LTSIOZJ,X,O,O,O,O,X,O
LTSJIZO,O,O,O,O,O,X,X
LTSJIOZ,O,O,O,O,X,X,X
LTSJZIO,O,O,O,O,O,O,X
LTSJZOI,O,O,O,O,O,O,X
LTSJOIZ,O,O,O,O,O,O,X
LTSJOZI,O,O,O,O,O,O,X
LTSZIJO,O,O,O,O,O,O,O
LTSZIOJ,O,O,O,O,O,O,O
LTSZJIO,O,O,O,O,O,O,O
LTSZJOI,O,O,O,O,O,O,O
LTSZOIJ,O,O,O,O,O,O,O
LTSZOJI,O,O,O,O,O,O,O
LTSOIJZ,X,O,X,X,O,O,X
LTSOIZJ,X,O,O,O,O,O,O
LTSOJIZ,O,O,O,O,O,O,X
LTSOJZI,O,O,O,O,O,O,X
LTSOZIJ,O,O,O,O,O,O,O
LTSOZJI,O,O,O,O,O,O,O
LTZIJSO,O,O,O,O,O,O,O
LTZIJOS,O,O,X,O,O,O,O
LTZISJO,O,O,O,O,O,O,O
LTZISOJ,O,O,O,O,O,O,O
LTZIOJS,O,O,X,X,O,O,O
LTZIOSJ,O,O,X,X,O,O,O
LTZJISO,O,O,O,O,O,O,O
LTZJIOS,O,O,X,O,O,O,O
LTZJSIO,O,O,O,O,O,O,O
LTZJSOI,O,O,O,O,O,O,O
LTZJOIS,O,O,X,O,O,O,O
LTZJOSI,O,O,O,O,O,O,O
LTZSIJO,O,O,O,O,O,O,O
LTZSIOJ,O,O,O,O,O,O,O
LTZSJIO,O,O,O,O,O,O,O
LTZSJOI,O,O,O,O,O,O,O
LTZSOIJ,O,O,O,O,O,O,O
LTZSOJI,O,O,O,O,O,O,O
LTZOIJS,O,O,X,X,O,O,O
LTZOISJ,O,O,X,X,O,O,O
LTZOJIS,O,O,X,O,O,O,O
LTZOJSI,O,O,O,O,O,O,O
LTZOSIJ,O,O,O,O,O,O,O
LTZOSJI,O,O,O,O,O,O,O
LTOIJSZ,X,O,X,X,O,O,X
LTOIJZS,X,O,X,X,O,O,X
LTOISJZ,X,O,X,X,O,O,X
LTOISZJ,X,O,X,X,O,O,O
LTOIZJS,X,O,X,X,O,O,O
LTOIZSJ,X,O,X,X,O,O,O
LTOJISZ,O,O,X,O,O,O,X
LTOJIZS,O,O,X,O,O,O,X
LTOJSIZ,O,O,O,O,O,O,X
LTOJSZI,O,O,O,O,O,O,X
LTOJZIS,O,O,X,O,O,O,X
LTOJZSI,O,O,O,O,O,O,X
LTOSIJZ,X,O,X,X,O,O,X
LTOSIZJ,X,O,O,O,O,O,O
LTOSJIZ,O,O,O,O,O,O,X
LTOSJZI,O,O,O,O,O,O,X
LTOSZIJ,O,O,O,O,O,O,O
LTOSZJI,O,O,O,O,O,O,O
LTOZIJS,O,O,X,X,O,O,O
LTOZISJ,O,O,X,X,O,O,O
LTOZJIS,O,O,X,O,O,O,O
LTOZJSI,O,O,O,O,O,O,O
LTOZSIJ,O,O,O,O,O,O,O
LTOZSJI,O,O,O,O,O,O,O
LITJSZO,O,O,O,O,O,X,X
LITJSOZ,O,O,O,O,X,X,X
LITJZSO,O,O,O,O,O,X,X
LITJZOS,O,O,X,O,O,X,X
LITJOSZ,O,O,X,O,X,X,X
LITJOZS,O,O,X,O,X,X,X
LITSJZO,O,O,O,O,O,X,X
LITSJOZ,O,O,O,O,X,X,X
LITSZJO,O,O,O,O,O,X,O
LITSZOJ,O,O,O,O,O,X,O
LITSOJZ,X,O,X,X,O,X,X
LITSOZJ,X,O,O,O,O,X,O
LITZJSO,O,O,O,O,O,X,O
LITZJOS,O,O,X,O,O,X,O
LITZSJO,O,O,O,O,O,X,O
LITZSOJ,O,O,O,O,O,X,O
LITZOJS,O,O,X,X,O,X,O
LITZOSJ,O,O,X,X,O,X,O
LITOJSZ,X,O,X,X,O,X,X
LITOJZS,X,O,X,X,O,X,X
LITOSJZ,X,O,X,X,O,X,X
LITOSZJ,X,O,X,X,O,X,O
LITOZJS,X,O,X,X,O,X,O
LITOZSJ,X,O,X,X,O,X,O
LIJTSZO,O,O,O,O,O,X,X
LIJTSOZ,O,O,O,O,X,X,X
LIJTZSO,O,O,O,O,O,X,X
LIJTZOS,O,O,X,O,O,X,X
LIJTOSZ,O,O,X,O,X,X,X
LIJTOZS,O,O,X,O,X,X,X
LIJSTZO,X,O,O,O,X,X,X
LIJSTOZ,X,O,O,O,X,X,X
LIJSZTO,X,X,O,O,X,X,X
LIJSZOT,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,O,X,X,X
LIJSOZT,X,X,X,O,X,X,X
LIJZTSO,O,X,O,X,O,X,X
LIJZTOS,O,X,X,X,O,X,X
LIJZSTO,O,X,O,X,O,X,X
LIJZSOT,O,X,X,X,X,X,X
LIJZOTS,O,X,X,X,O,X,X
LIJZOST,O,X,X,X,X,X,X
LIJOTSZ,O,O,X,O,X,X,X
LIJOTZS,O,O,X,O,X,X,X
LIJOSTZ,X,O,X,O,X,X,X
LIJOSZT,X,X,X,O,X,X,X
LIJOZTS,O,X,X,X,X,X,X
LIJOZST,O,X,X,X,X,X,X
LISTJZO,X,O,O,O,O,X,X
LISTJOZ,X,O,O,O,X,X,X
LISTZJO,X,O,O,O,O,X,X
LISTZOJ,X,O,O,O,O,X,X
LISTOJZ,X,O,X,X,X,X,X
LISTOZJ,X,O,O,O,O,X,X
LISJTZO,X,O,O,O,X,X,X
LISJTOZ,X,O,O,O,X,X,X
LISJZTO,X,X,O,O,X,X,X
LISJZOT,X,X,X,X,X,X,X
LISJOTZ,X,O,O,O,X,X,X
LISJOZT,X,X,X,O,X,X,X
LISZTJO,X,O,O,O,O,X,X
LISZTOJ,X,O,O,O,O,X,X
LISZJTO,X,X,O,O,O,X,X
LISZJOT,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X
LISOTJZ,X,O,X,X,X,X,X
LISOTZJ,X,O,O,O,X,X,X
LISOJTZ,X,O,O,O,X,X,X
LISOJZT,X,X,X,O,X,X,X
LISOZTJ,X,O,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,X
LIZTJSO,O,O,O,O,O,X,O
LIZTJOS,O,O,X,O,O,X,O
LIZTSJO,O,O,O,O,O,X,O
LIZTSOJ,O,O,O,O,O,X,O
LIZTOJS,O,O,X,X,O,X,O
LIZTOSJ,O,O,X,X,O,X,O
LIZJTSO,O,X,O,X,O,X,O
LIZJTOS,O,X,X,X,O,X,O
LIZJSTO,O,X,O,X,O,X,X
LIZJSOT,O,X,X,X,X,X,X
LIZJOTS,O,X,X,X,O,X,O
LIZJOST,O,X,X,X,O,X,X
LIZSTJO,O,O,O,O,O,X,X
LIZSTOJ,O,O,O,O,O,X,X
LIZSJTO,O,X,O,X,O,X,X
LIZSJOT,O,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X
LIZSOJT,X,X,X,X,X,X,X
LIZOTJS,O,O,X,X,O,X,O
LIZOTSJ,O,O,X,X,O,X,O
LIZOJTS,O,X,X,X,O,X,O
LIZOJST,O,X,X,X,O,X,X
LIZOSTJ,X,O,X,X,O,X,X
LIZOSJT,X,X,X,X,O,X,X
LIOTJSZ,X,O,X,X,O,X,X
LIOTJZS,X,O,X,X,O,X,X
LIOTSJZ,X,O,X,X,O,X,X
LIOTSZJ,X,O,X,X,O,X,O
LIOTZJS,X,O,X,X,O,X,O
LIOTZSJ,X,O,X,X,O,X,O
LIOJTSZ,X,O,X,O,O,X,X
LIOJTZS,X,O,X,O,O,X,X
LIOJSTZ,X,O,X,O,X,X,X
LIOJSZT,X,X,X,O,X,X,X
LIOJZTS,X,X,X,X,O,X,X
LIOJZST,X,X,X,X,O,X,X
LIOSTJZ,X,O,X,X,O,X,X
LIOSTZJ,X,O,X,X,O,X,X
LIOSJTZ,X,O,X,O,X,X,X
LIOSJZT,X,X,X,O,X,X,X
LIOSZTJ,X,O,X,X,O,X,X
LIOSZJT,X,X,X,X,O,X,X
LIOZTJS,X,O,X,X,O,X,O
LIOZTSJ,X,O,X,X,O,X,O
LIOZJTS,X,X,X,X,O,X,O
LIOZJST,X,X,X,X,O,X,X
LIOZSTJ,X,O,X,X,O,X,X
LIOZSJT,X,X,X,X,O,X,X
LJTISZO,O,O,O,O,O,X,X
LJTISOZ,O,O,O,O,X,X,X
LJTIZSO,O,O,O,O,O,X,X
LJTIZOS,O,O,X,O,O,X,X
LJTIOSZ,O,O,X,O,X,X,X
LJTIOZS,O,O,X,O,X,X,X
LJTSIZO,O,O,O,O,O,X,X
LJTSIOZ,O,O,O,O,X,X,X
LJTSZIO,O,O,O,O,O,O,X
LJTSZOI,O,O,O,O,O,O,X
LJTSOIZ,O,O,O,O,O,O,X
LJTSOZI,O,O,O,O,O,O,X
LJTZISO,O,O,O,O,O,O,X
LJTZIOS,O,O,X,O,O,O,X
LJTZSIO,O,O,O,O,O,O,X
LJTZSOI,O,O,O,O,O,O,X
LJTZOIS,O,O,X,O,O,O,X
LJTZOSI,O,O,O,O,O,O,X
LJTOISZ,O,O,X,O,O,O,X
LJTOIZS,O,O,X,O,O,O,X
LJTOSIZ,O,O,O,O,O,O,X
LJTOSZI,O,O,O,O,O,O,X
LJTOZIS,O,O,X,O,O,O,X
LJTOZSI,O,O,O,O,O,O,X
LJITSZO,O,O,O,O,O,X,X
LJITSOZ,O,O,O,O,X,X,X
LJITZSO,O,O,O,O,O,X,X
LJITZOS,O,O,X,O,O,X,X
LJITOSZ,O,O,X,O,X,X,X
LJITOZS,O,O,X,O,X,X,X
LJISTZO,X,O,O,O,X,X,X
LJISTOZ,X,O,O,O,X,X,X
LJISZTO,X,X,O,O,X,X,X
LJISZOT,X,X,X,X,X,X,X
LJISOTZ,X,O,O,O,X,X,X
LJISOZT,X,X,X,O,X,X,X
LJIZTSO,O,X,O,X,O,X,X
LJIZTOS,O,X,X,X,O,X,X
LJIZSTO,O,X,O,X,O,X,X
LJIZSOT,O,X,X,X,X,X,X
LJIZOTS,O,X,X,X,O,X,X
LJIZOST,O,X,X,X,X,X,X
LJIOTSZ,O,O,X,O,X,X,X
LJIOTZS,O,O,X,O,X,X,X
LJIOSTZ,X,O,X,O,X,X,X
LJIOSZT,X,X,X,O,X,X,X
LJIOZTS,O,X,X,X,X,X,X
LJIOZST,O,X,X,X,X,X,X
LJSTIZO,X,O,O,O,X,X,X
LJSTIOZ,X,O,O,O,X,X,X
LJSTZIO,X,O,O,O,X,X,X
LJSTZOI,X,O,O,O,X,X,X
LJSTOIZ,X,O,O,O,X,X,X
LJSTOZI,X,O,O,O,X,X,X
LJSITZO,X,O,O,O,X,X,X
LJSITOZ,X,O,O,O,X,X,X
LJSIZTO,X,X,O,O,X,X,X
LJSIZOT,X,X,X,X,X,X,X
LJSIOTZ,X,O,O,O,X,X,X
LJSIOZT,X,X,X,O,X,X,X
LJSZTIO,X,O,O,O,X,X,X
LJSZTOI,X,O,O,O,X,X,X
LJSZITO,X,X,O,O,X,X,X
LJSZIOT,X,X,X,X,X,X,X
LJSZOTI,X,O,O,O,X,X,X
LJSZOIT,X,X,X,O,X,X,X
LJSOTIZ,X,O,O,O,X,X,X
LJSOTZI,X,O,O,O,X,X,X
LJSOITZ,X,O,O,O,X,X,X
LJSOIZT,X,X,X,O,X,X,X
LJSOZTI,X,O,O,O,X,X,X
LJSOZIT,X,X,X,O,X,X,X
LJZTISO,O,O,O,O,O,O,X
LJZTIOS,O,O,X,O,O,O,X
LJZTSIO,O,O,O,O,O,O,X
LJZTSOI,O,O,O,O,O,O,X
LJZTOIS,O,O,X,O,O,O,X
LJZTOSI,O,O,O,O,O,O,X
LJZITSO,O,X,O,X,O,O,X
LJZITOS,O,X,X,X,O,O,X
LJZISTO,O,X,O,X,O,O,X
LJZISOT,O,X,X,X,X,X,X
LJZIOTS,O,X,X,X,O,O,X
LJZIOST,O,X,X,X,O,X,X
LJZSTIO,O,O,O,O,O,O,X
LJZSTOI,O,O,O,O,O,O,X
LJZSITO,O,X,O,O,O,O,X
LJZSIOT,O,X,X,X,X,X,X
LJZSOTI,O,O,O,O,O,X,X
LJZSOIT,O,X,X,O,O,X,X
LJZOTIS,O,O,X,O,O,O,X
LJZOTSI,O,O,O,O,O,O,X
LJZOITS,O,X,X,X,O,O,X
LJZOIST,O,X,X,X,O,O,X
LJZOSTI,O,O,O,O,O,O,X
LJZOSIT,O,X,X,O,O,O,X
LJOTISZ,O,O,X,O,O,O,X
LJOTIZS,O,O,X,O,O,O,X
LJOTSIZ,O,O,O,O,O,O,X
LJOTSZI,O,O,O,O,O,O,X
LJOTZIS,O,O,X,O,O,O,X
LJOTZSI,O,O,O,O,O,O,X
LJOITSZ,O,O,X,O,O,O,X
LJOITZS,O,O,X,O,O,O,X
LJOISTZ,X,O,X,O,X,O,X
LJOISZT,X,X,X,O,X,X,X
LJOIZTS,O,X,X,X,O,O,X
LJOIZST,O,X,X,X,O,O,X
LJOSTIZ,X,O,O,O,X,O,X
LJOSTZI,X,O,O,O,X,O,X
LJOSITZ,X,O,O,O,X,O,X
LJOSIZT,X,X,X,O,X,X,X
LJOSZTI,X,O,O,O,X,O,X
LJOSZIT,X,X,X,O,X,O,X
LJOZTIS,O,O,X,O,O,O,X
LJOZTSI,O,O,O,O,O,O,X
LJOZITS,O,X,X,X,O,O,X
LJOZIST,O,X,X,X,O,O,X
LJOZSTI,O,O,O,O,O,O,X
LJOZSIT,O,X,X,O,O,O,X
LSTIJZO,X,O,O,O,O,X,X
LSTIJOZ,X,O,O,O,X,X,X
LSTIZJO,X,O,O,O,O,X,X
LSTIZOJ,X,O,O,O,O,X,X
LSTIOJZ,X,O,X,X,O,X,X
LSTIOZJ,X,O,O,O,O,X,X
LSTJIZO,X,O,O,O,O,X,X
LSTJIOZ,X,O,O,O,X,X,X
LSTJZIO,X,O,O,O,O,X,X
LSTJZOI,X,O,O,O,O,X,X
LSTJOIZ,X,O,O,O,O,X,X
LSTJOZI,X,O,O,O,O,X,X
LSTZIJO,X,O,O,O,O,X,X
LSTZIOJ,X,O,O,O,O,X,X
LSTZJIO,X,O,O,O,O,X,X
LSTZJOI,X,O,O,O,O,X,X
LSTZOIJ,X,O,O,O,O,X,X
LSTZOJI,X,O,O,O,O,X,X
LSTOIJZ,X,O,X,X,O,X,X
LSTOIZJ,X,O,O,O,O,X,X
LSTOJIZ,X,O,O,O,O,X,X
LSTOJZI,X,O,O,O,O,X,X
LSTOZIJ,X,O,O,O,O,X,X
LSTOZJI,X,O,O,O,O,X,X
LSITJZO,X,O,O,O,O,X,X
LSITJOZ,X,O,O,O,X,X,X
LSITZJO,X,O,O,O,O,X,X
LSITZOJ,X,O,O,O,O,X,X
LSITOJZ,X,O,X,X,X,X,X
LSITOZJ,X,O,O,O,O,X,X
LSIJTZO,X,O,O,O,X,X,X
LSIJTOZ,X,O,O,O,X,X,X
LSIJZTO,X,X,O,O,X,X,X
LSIJZOT,X,X,X,X,X,X,X
LSIJOTZ,X,O,O,O,X,X,X
LSIJOZT,X,X,X,O,X,X,X
