sequence,v115@RhB8CeB8CeA8BeG8Je2EJvhFRgBUiBFmBToBCoBXqB,v115@RhB8CeB8CeA8BeG8Jex/IvhFOmBXiB6oBcqBznBlpB,v115@RhB8CeB8CeA8BeG8JeT/IvhFUiBFjBxlBStBmlBXqB,v115@RhB8CeB8CeA8BeG8JeyEJvhFxiB3lBGnBToBFmB0pB,v115@RhB8CeB8CeA8BeG8JeFAJvhFxhBTjBcqBimBWtB/pB,v115@RhB8CeB8CeA8BeG8JeFCJvhFTjBxkBXmBWtBilB0pB,v115@RhB8CeB8CeA8BeG8JeOGJvhFXiBxkBCoBcqBToBlpB,v115@RhB8CeB8CeA8BeG8JeyEJvhFFmBxnB3lBGnBToB0pB
LISOZJT,X,X,O,O,X,X,X,X
LIZTJSO,X,O,X,X,O,X,X,O
LIZTJOS,X,X,O,X,O,X,X,O
LIZTSJO,X,O,O,X,X,X,X,O
LIZTSOJ,X,X,O,X,X,X,X,O
LIZTOJS,X,X,O,X,X,X,X,O
LIZTOSJ,X,X,O,X,X,X,X,O
LIZJTSO,X,O,X,X,O,X,X,X
LIZJTOS,X,X,O,X,O,X,X,X
LIZJSTO,X,O,X,X,O,X,O,X
LIZJSOT,X,O,X,X,O,X,O,X
LIZJOTS,X,X,O,X,O,X,X,X
LIZJOST,X,O,X,X,O,X,X,X
LIZSTJO,X,O,O,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,X,X
LIZSJTO,X,O,O,X,O,X,O,X
LIZSJOT,X,O,O,X,O,X,O,X
LIZSOTJ,X,X,O,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X
LIZOTJS,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,X,X
LIZOJTS,X,X,O,X,O,X,X,X
LIZOJST,X,O,X,X,O,X,X,X
LIZOSTJ,X,X,O,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,X,O
LIOTJZS,X,X,O,X,X,X,X,O
LIOTSJZ,X,X,X,O,X,X,X,O
LIOTSZJ,X,X,O,X,X,X,X,O
LIOTZJS,X,X,O,X,X,X,X,O
LIOTZSJ,X,X,O,X,X,X,X,O
LIOJTSZ,X,X,X,O,X,X,X,X
LIOJTZS,X,X,O,X,O,X,X,X
LIOJSTZ,X,X,X,O,X,X,O,X
LIOJSZT,X,X,X,O,O,X,O,X
LIOJZTS,X,X,O,X,O,X,X,X
LIOJZST,X,X,X,O,O,X,X,X
LIOSTJZ,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,X,X
LIOSJTZ,X,X,X,O,X,X,O,X
LIOSJZT,X,X,X,O,X,X,O,X
LIOSZTJ,X,X,O,X,X,X,X,X
LIOSZJT,X,X,X,O,X,X,X,X
LIOZTJS,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,O,X,X,X,X,X
LIOZJTS,X,X,O,X,O,X,X,X
LIOZJST,X,X,X,O,O,X,X,X
LIOZSTJ,X,X,O,X,X,X,X,X
LIOZSJT,X,X,X,O,X,X,X,X
LJTISZO,X,X,X,X,X,X,O,O
LJTISOZ,X,X,X,X,X,O,O,O
LJTIZSO,X,X,X,X,O,X,X,O
LJTIZOS,O,X,O,X,O,X,X,O
LJTIOSZ,X,X,X,X,X,O,X,O
LJTIOZS,O,X,O,X,O,X,X,O
LJTSIZO,X,X,O,X,X,X,O,X
LJTSIOZ,X,X,O,X,X,O,O,X
LJTSZIO,X,O,O,X,X,X,X,X
LJTSZOI,X,X,O,X,X,X,X,X
LJTSOIZ,X,X,O,O,X,O,X,X
LJTSOZI,X,X,O,O,X,X,X,X
LJTZISO,X,O,X,X,O,X,X,X
LJTZIOS,O,X,O,X,O,X,X,X
LJTZSIO,X,O,O,X,O,X,X,X
LJTZSOI,X,X,O,X,O,X,X,X
LJTZOIS,O,X,O,X,O,X,X,X
LJTZOSI,O,X,X,X,O,X,X,X
LJTOISZ,X,X,X,O,X,O,X,X
LJTOIZS,O,X,O,X,O,X,X,X
LJTOSIZ,X,X,X,O,X,O,X,X
LJTOSZI,X,X,X,O,X,X,X,X
LJTOZIS,O,X,O,X,O,X,X,X
LJTOZSI,O,X,X,X,O,X,X,X
LJITSZO,X,X,X,X,X,X,O,O
LJITSOZ,X,X,X,X,X,O,O,O
LJITZSO,X,X,X,X,O,X,X,O
LJITZOS,X,X,O,X,O,X,X,O
LJITOSZ,X,X,X,X,X,O,X,O
LJITOZS,X,X,O,X,O,X,X,O
LJISTZO,X,X,X,X,X,X,O,X
LJISTOZ,X,X,X,X,X,O,O,X
LJISZTO,X,O,X,X,O,X,O,X
LJISZOT,X,O,X,X,O,X,O,X
LJISOTZ,X,X,X,O,X,O,O,X
LJISOZT,X,X,X,O,O,X,O,X
LJIZTSO,X,O,X,X,O,X,X,X
LJIZTOS,X,X,O,X,O,X,X,X
LJIZSTO,X,O,X,X,O,X,O,X
LJIZSOT,X,O,X,X,O,X,O,X
LJIZOTS,X,X,O,X,O,X,X,X
LJIZOST,X,O,X,X,O,X,X,X
LJIOTSZ,X,X,X,O,X,O,X,X
LJIOTZS,X,X,O,X,O,X,X,X
LJIOSTZ,X,X,X,O,X,O,O,X
LJIOSZT,X,X,X,O,O,X,O,X
LJIOZTS,X,X,O,X,O,X,X,X
LJIOZST,X,X,X,O,O,X,X,X
LJSTIZO,X,X,O,X,X,X,O,X
LJSTIOZ,X,X,O,X,X,O,O,X
LJSTZIO,X,O,O,X,X,X,X,X
LJSTZOI,X,X,O,X,X,X,X,X
LJSTOIZ,X,X,O,O,X,O,X,X
LJSTOZI,X,X,O,O,X,X,X,X
LJSITZO,X,X,O,X,X,X,O,X
LJSITOZ,X,X,O,X,X,O,O,X
LJSIZTO,X,O,O,X,O,X,O,X
LJSIZOT,X,O,O,X,O,X,O,X
LJSIOTZ,X,X,O,O,X,O,O,X
LJSIOZT,X,X,O,O,O,X,O,X
LJSZTIO,X,O,O,X,O,X,X,X
LJSZTOI,X,X,O,X,O,X,X,X
LJSZITO,X,O,O,X,O,X,O,X
LJSZIOT,X,O,O,X,O,X,O,X
LJSZOTI,X,O,O,O,O,X,X,X
LJSZOIT,X,O,O,O,O,X,X,X
LJSOTIZ,X,X,O,O,X,O,X,X
LJSOTZI,X,O,O,O,X,X,X,X
LJSOITZ,X,X,O,O,X,O,O,X
LJSOIZT,X,O,O,O,O,X,O,X
LJSOZTI,X,O,O,O,O,X,X,X
LJSOZIT,X,O,O,O,O,X,X,X
LJZTISO,X,O,X,X,O,X,X,X
LJZTIOS,O,X,O,X,O,X,X,X
LJZTSIO,X,O,O,X,O,X,X,X
LJZTSOI,X,X,O,X,O,X,X,X
LJZTOIS,O,X,O,X,O,X,X,X
LJZTOSI,O,X,X,X,O,X,X,X
LJZITSO,X,O,X,X,O,X,X,X
LJZITOS,X,X,O,X,O,X,X,X
LJZISTO,X,O,X,X,O,X,O,X
LJZISOT,X,O,X,X,O,X,O,X
LJZIOTS,X,O,O,X,O,X,X,X
LJZIOST,X,O,X,X,O,X,X,X
LJZSTIO,X,O,O,X,O,X,X,X
LJZSTOI,X,X,O,X,O,X,X,X
LJZSITO,X,O,O,X,O,X,O,X
LJZSIOT,X,O,O,X,O,X,O,X
LJZSOTI,X,O,O,O,O,X,X,X
LJZSOIT,X,O,O,O,O,X,X,X
LJZOTIS,O,O,O,X,O,X,X,X
LJZOTSI,O,O,X,X,O,X,X,X
LJZOITS,X,O,O,X,O,X,X,X
LJZOIST,X,O,X,O,O,X,X,X
LJZOSTI,X,O,X,O,O,X,X,X
LJZOSIT,X,O,X,O,O,X,X,X
LJOTISZ,X,X,X,O,X,O,X,X
LJOTIZS,O,X,O,X,O,X,X,X
LJOTSIZ,X,X,X,O,X,O,X,X
LJOTSZI,X,O,X,O,X,X,X,X
LJOTZIS,O,O,O,X,O,X,X,X
LJOTZSI,O,O,X,X,O,X,X,X
LJOITSZ,X,X,X,O,X,O,X,X
LJOITZS,X,X,O,X,O,X,X,X
LJOISTZ,X,X,X,O,X,O,O,X
LJOISZT,X,O,X,O,O,X,O,X
LJOIZTS,X,O,O,X,O,X,X,X
LJOIZST,X,O,X,O,O,X,X,X
LJOSTIZ,X,X,X,O,X,O,X,X
LJOSTZI,X,O,X,O,X,X,X,X
LJOSITZ,X,X,X,O,X,O,O,X
LJOSIZT,X,O,X,O,O,X,O,X
LJOSZTI,X,O,X,O,O,X,X,X
LJOSZIT,X,O,X,O,O,X,X,X
LJOZTIS,O,O,O,X,O,X,X,X
LJOZTSI,O,O,X,X,O,X,X,X
LJOZITS,X,O,O,X,O,X,X,X
LJOZIST,X,O,X,O,O,X,X,X
LJOZSTI,X,O,X,O,O,X,X,X
LJOZSIT,X,O,X,O,O,X,X,X
LSTIJZO,O,X,O,X,X,X,O,O
LSTIJOZ,O,X,O,X,X,O,O,O
LSTIZJO,O,X,O,X,X,X,X,O
LSTIZOJ,O,X,O,X,X,X,X,O
LSTIOJZ,O,X,O,X,X,X,X,O
LSTIOZJ,O,X,O,X,X,X,X,O
LSTJIZO,O,X,O,X,X,X,O,X
LSTJIOZ,O,X,O,X,X,O,O,X
LSTJZIO,O,O,O,X,X,X,X,X
LSTJZOI,O,X,O,X,X,X,X,X
LSTJOIZ,O,X,O,O,X,O,X,X
LSTJOZI,O,X,O,O,X,X,X,X
LSTZIJO,O,O,O,X,X,X,X,X
LSTZIOJ,O,X,O,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X
LSTZJOI,O,X,O,X,X,X,X,X
LSTZOIJ,O,X,O,X,X,X,X,X
LSTZOJI,O,X,O,X,X,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X
LSTOJIZ,O,X,O,O,X,X,X,X
LSTOJZI,O,X,O,O,X,X,X,X
LSTOZIJ,O,X,O,X,X,X,X,X
LSTOZJI,O,X,O,X,X,X,X,X
LSITJZO,X,X,O,X,X,X,O,O
LSITJOZ,X,X,O,X,X,O,O,O
LSITZJO,X,X,O,X,X,X,X,O
LSITZOJ,X,X,O,X,X,X,X,O
LSITOJZ,X,X,O,X,X,X,X,O
LSITOZJ,X,X,O,X,X,X,X,O
LSIJTZO,X,X,O,X,X,X,O,X
LSIJTOZ,X,X,O,X,X,O,O,X
LSIJZTO,X,O,O,X,O,X,O,X
LSIJZOT,X,O,O,X,O,X,O,X
LSIJOTZ,X,X,O,O,X,O,O,X
LSIJOZT,X,X,O,O,O,X,O,X
LSIZTJO,X,O,O,X,X,X,X,X
LSIZTOJ,X,X,O,X,X,X,X,X
LSIZJTO,X,O,O,X,O,X,O,X
LSIZJOT,X,O,O,X,O,X,O,X
LSIZOTJ,X,X,O,X,X,X,X,X
LSIZOJT,X,O,O,X,X,X,X,X
LSIOTJZ,X,X,O,O,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,X,X
LSIOJTZ,X,X,O,O,X,X,O,X
LSIOJZT,X,X,O,O,X,X,O,X
LSIOZTJ,X,X,O,X,X,X,X,X
LSIOZJT,X,X,O,O,X,X,X,X
LSJTIZO,O,X,O,X,X,X,O,X
LSJTIOZ,O,X,O,X,X,O,O,X
LSJTZIO,O,O,O,X,X,X,X,X
LSJTZOI,O,X,O,X,X,X,X,X
LSJTOIZ,O,X,O,O,X,O,X,X
LSJTOZI,O,X,O,O,X,X,X,X
LSJITZO,X,X,O,X,X,X,O,X
LSJITOZ,X,X,O,X,X,O,O,X
LSJIZTO,X,O,O,X,O,X,O,X
LSJIZOT,X,O,O,X,O,X,O,X
LSJIOTZ,X,X,O,O,X,O,O,X
LSJIOZT,X,X,O,O,O,X,O,X
LSJZTIO,O,O,O,X,O,X,X,X
LSJZTOI,O,X,O,X,O,X,X,X
LSJZITO,X,O,O,X,O,X,O,X
LSJZIOT,X,O,O,X,O,X,O,X
LSJZOTI,O,O,O,O,O,X,X,X
LSJZOIT,X,O,O,O,O,X,X,X
LSJOTIZ,O,X,O,O,X,O,X,X
LSJOTZI,O,O,O,O,X,X,X,X
LSJOITZ,X,X,O,O,X,O,O,X
LSJOIZT,X,O,O,O,O,X,O,X
LSJOZTI,O,O,O,O,O,X,X,X
LSJOZIT,X,O,O,O,O,X,X,X
LSZTIJO,O,O,O,X,X,X,X,X
LSZTIOJ,O,X,O,X,X,X,X,X
LSZTJIO,O,O,O,X,X,X,X,X
LSZTJOI,O,X,O,X,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X,X
LSZTOJI,O,X,O,X,X,X,X,X
LSZITJO,X,O,O,X,X,X,X,X
LSZITOJ,X,X,O,X,X,X,X,X
LSZIJTO,X,O,O,X,O,X,O,X
LSZIJOT,X,O,O,X,O,X,O,X
LSZIOTJ,X,O,O,X,X,X,X,X
LSZIOJT,X,O,O,X,X,X,X,X
LSZJTIO,O,O,O,X,O,X,X,X
LSZJTOI,O,X,O,X,O,X,X,X
LSZJITO,X,O,O,X,O,X,O,X
LSZJIOT,X,O,O,X,O,X,O,X
LSZJOTI,O,O,O,O,O,X,X,X
LSZJOIT,X,O,O,O,O,X,X,X
LSZOTIJ,O,O,O,X,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X,X
LSZOITJ,X,O,O,X,X,X,X,X
LSZOIJT,X,O,O,O,X,X,X,X
LSZOJTI,O,O,O,O,X,X,X,X
LSZOJIT,X,O,O,O,X,X,X,X
LSOTIJZ,O,X,O,O,X,X,X,X
LSOTIZJ,O,X,O,X,X,X,X,X
LSOTJIZ,O,X,O,O,X,X,X,X
LSOTJZI,O,O,O,O,X,X,X,X
LSOTZIJ,O,O,O,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X
LSOITJZ,X,X,O,O,X,X,X,X
LSOITZJ,X,X,O,X,X,X,X,X
LSOIJTZ,X,X,O,O,X,X,O,X
LSOIJZT,X,O,O,O,X,X,O,X
LSOIZTJ,X,O,O,X,X,X,X,X
LSOIZJT,X,O,O,O,X,X,X,X
LSOJTIZ,O,X,O,O,X,X,X,X
LSOJTZI,O,O,O,O,X,X,X,X
LSOJITZ,X,X,O,O,X,X,O,X
LSOJIZT,X,O,O,O,X,X,O,X
LSOJZTI,O,O,O,O,X,X,X,X
LSOJZIT,X,O,O,O,X,X,X,X
LSOZTIJ,O,O,O,X,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X,X
LSOZITJ,X,O,O,X,X,X,X,X
LSOZIJT,X,O,O,O,X,X,X,X
LSOZJTI,O,O,O,O,X,X,X,X
LSOZJIT,X,O,O,O,X,X,X,X
LZTIJSO,X,O,X,X,O,X,X,O
LZTIJOS,O,X,O,X,O,X,X,O
LZTISJO,X,O,O,X,X,X,X,O
LZTISOJ,X,X,O,X,X,X,X,O
LZTIOJS,O,X,O,X,X,X,X,O
LZTIOSJ,X,X,O,X,X,X,X,O
LZTJISO,X,O,X,X,O,X,X,X
LZTJIOS,O,X,O,X,O,X,X,X
LZTJSIO,X,O,O,X,O,X,X,X
LZTJSOI,X,X,O,X,O,X,X,X
LZTJOIS,O,X,O,X,O,X,X,X
LZTJOSI,O,X,X,X,O,X,X,X
LZTSIJO,O,O,O,X,X,X,X,X
LZTSIOJ,O,X,O,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,X
LZTSJOI,O,X,O,X,X,X,X,X
LZTSOIJ,O,X,O,X,X,X,X,X
LZTSOJI,O,X,O,X,X,X,X,X
LZTOIJS,O,X,O,X,X,X,X,X
LZTOISJ,X,X,O,X,X,X,X,X
LZTOJIS,O,X,O,X,X,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X
LZTOSIJ,O,X,O,X,X,X,X,X
LZTOSJI,O,X,O,X,X,X,X,X
LZITJSO,X,O,X,X,O,X,X,O
LZITJOS,X,X,O,X,O,X,X,O
LZITSJO,X,O,O,X,X,X,X,O
LZITSOJ,X,X,O,X,X,X,X,O
LZITOJS,X,X,O,X,X,X,X,O
LZITOSJ,X,X,O,X,X,X,X,O
LZIJTSO,X,O,X,X,O,X,X,X
LZIJTOS,X,X,O,X,O,X,X,X
LZIJSTO,X,O,X,X,O,X,O,X
LZIJSOT,X,O,X,X,O,X,O,X
LZIJOTS,X,O,O,X,O,X,X,X
LZIJOST,X,O,X,X,O,X,X,X
LZISTJO,X,O,O,X,X,X,X,X
LZISTOJ,X,X,O,X,X,X,X,X
LZISJTO,X,O,O,X,O,X,O,X
LZISJOT,X,O,O,X,O,X,O,X
LZISOTJ,X,O,O,X,X,X,X,X
LZISOJT,X,O,O,X,X,X,X,X
LZIOTJS,X,O,O,X,X,X,X,X
LZIOTSJ,X,O,O,X,X,X,X,X
LZIOJTS,X,O,O,X,O,X,X,X
LZIOJST,X,O,X,X,O,X,X,X
LZIOSTJ,X,O,O,X,X,X,X,X
LZIOSJT,X,O,X,X,X,X,X,X
LZJTISO,X,O,X,X,O,X,X,X
LZJTIOS,O,X,O,X,O,X,X,X
LZJTSIO,X,O,O,X,O,X,X,X
LZJTSOI,X,X,O,X,O,X,X,X
LZJTOIS,O,X,O,X,O,X,X,X
LZJTOSI,O,X,X,X,O,X,X,X
LZJITSO,X,O,X,X,O,X,X,X
LZJITOS,X,X,O,X,O,X,X,X
LZJISTO,X,O,X,X,O,X,O,X
LZJISOT,X,O,X,X,O,X,O,X
LZJIOTS,X,O,O,X,O,X,X,X
LZJIOST,X,O,X,X,O,X,X,X
LZJSTIO,X,O,O,X,O,X,X,X
LZJSTOI,X,X,O,X,O,X,X,X
LZJSITO,X,O,O,X,O,X,O,X
LZJSIOT,X,O,O,X,O,X,O,X
LZJSOTI,X,O,O,O,O,X,X,X
LZJSOIT,X,O,O,O,O,X,X,X
LZJOTIS,O,O,O,X,O,X,X,X
LZJOTSI,O,O,X,X,O,X,X,X
LZJOITS,X,O,O,X,O,X,X,X
LZJOIST,X,O,X,O,O,X,X,X
LZJOSTI,X,O,X,O,O,X,X,X
LZJOSIT,X,O,X,O,O,X,X,X
LZSTIJO,O,O,O,X,X,X,X,X
LZSTIOJ,O,X,O,X,X,X,X,X
LZSTJIO,O,O,O,X,X,X,X,X
LZSTJOI,O,X,O,X,X,X,X,X
LZSTOIJ,O,X,O,X,X,X,X,X
LZSTOJI,O,X,O,X,X,X,X,X
LZSITJO,X,O,O,X,X,X,X,X
LZSITOJ,X,X,O,X,X,X,X,X
LZSIJTO,X,O,O,X,O,X,O,X
LZSIJOT,X,O,O,X,O,X,O,X
LZSIOTJ,X,O,O,X,X,X,X,X
LZSIOJT,X,O,O,X,X,X,X,X
LZSJTIO,O,O,O,X,O,X,X,X
LZSJTOI,O,X,O,X,O,X,X,X
LZSJITO,X,O,O,X,O,X,O,X
LZSJIOT,X,O,O,X,O,X,O,X
LZSJOTI,O,O,O,O,O,X,X,X
LZSJOIT,X,O,O,O,O,X,X,X
LZSOTIJ,O,O,O,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X
LZSOITJ,X,O,O,X,X,X,X,X
LZSOIJT,X,O,O,O,X,X,X,X
LZSOJTI,O,O,O,O,X,X,X,X
LZSOJIT,X,O,O,O,X,X,X,X
LZOTIJS,O,O,O,X,X,X,X,X
LZOTISJ,X,O,O,X,X,X,X,X
LZOTJIS,O,O,O,X,X,X,X,X
LZOTJSI,O,O,X,X,X,X,X,X
LZOTSIJ,O,O,O,X,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X
LZOITJS,X,O,O,X,X,X,X,X
LZOITSJ,X,O,O,X,X,X,X,X
LZOIJTS,X,O,O,X,O,X,X,X
LZOIJST,X,O,X,O,O,X,X,X
LZOISTJ,X,O,O,X,X,X,X,X
LZOISJT,X,O,X,O,X,X,X,X
LZOJTIS,O,O,O,X,O,X,X,X
LZOJTSI,O,O,X,X,O,X,X,X
LZOJITS,X,O,O,X,O,X,X,X
LZOJIST,X,O,X,O,O,X,X,X
LZOJSTI,X,O,X,O,O,X,X,X
LZOJSIT,X,O,X,O,O,X,X,X
LZOSTIJ,O,O,O,X,X,X,X,X
LZOSTJI,O,O,O,X,X,X,X,X
LZOSITJ,X,O,O,X,X,X,X,X
LZOSIJT,X,O,O,O,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X
LZOSJIT,X,O,O,O,X,X,X,X
LOTIJSZ,X,X,X,O,X,X,X,O
LOTIJZS,O,X,O,X,X,X,X,O
LOTISJZ,X,X,X,O,X,X,X,O
LOTISZJ,X,X,O,X,X,X,X,O
LOTIZJS,O,X,O,X,X,X,X,O
LOTIZSJ,X,X,O,X,X,X,X,O
LOTJISZ,X,X,X,O,X,X,X,X
LOTJIZS,O,X,O,X,X,X,X,X
LOTJSIZ,X,X,X,O,X,X,X,X
LOTJSZI,X,O,X,O,X,X,X,X
LOTJZIS,O,O,O,X,X,X,X,X
LOTJZSI,O,O,X,X,X,X,X,X
LOTSIJZ,O,X,O,O,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,X,X
LOTSJIZ,O,X,O,O,X,X,X,X
LOTSJZI,O,O,O,O,X,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X
LOTSZJI,O,O,O,X,X,X,X,X
LOTZIJS,O,O,O,X,X,X,X,X
LOTZISJ,X,O,O,X,X,X,X,X
LOTZJIS,O,O,O,X,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X,X
LOTZSIJ,O,O,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X,X
LOITJSZ,X,X,X,O,X,X,X,O
LOITJZS,X,X,O,X,X,X,X,O
LOITSJZ,X,X,X,O,X,X,X,O
LOITSZJ,X,X,O,X,X,X,X,O
LOITZJS,X,X,O,X,X,X,X,O
LOITZSJ,X,X,O,X,X,X,X,O
LOIJTSZ,X,X,X,O,X,X,X,X
LOIJTZS,X,X,O,X,O,X,X,X
LOIJSTZ,X,X,X,O,X,X,O,X
LOIJSZT,X,O,X,O,O,X,O,X
LOIJZTS,X,O,O,X,O,X,X,X
LOIJZST,X,O,X,O,O,X,X,X
LOISTJZ,X,X,X,O,X,X,X,X
LOISTZJ,X,X,O,X,X,X,X,X
LOISJTZ,X,X,X,O,X,X,O,X
LOISJZT,X,O,X,O,X,X,O,X
LOISZTJ,X,O,O,X,X,X,X,X
LOISZJT,X,O,X,O,X,X,X,X
LOIZTJS,X,O,O,X,X,X,X,X
LOIZTSJ,X,O,O,X,X,X,X,X
LOIZJTS,X,O,O,X,O,X,X,X
LOIZJST,X,O,X,O,O,X,X,X
LOIZSTJ,X,O,O,X,X,X,X,X
LOIZSJT,X,O,X,O,X,X,X,X
LOJTISZ,X,X,X,O,X,X,X,X
LOJTIZS,O,X,O,X,O,X,X,X
LOJTSIZ,X,X,X,O,X,X,X,X
LOJTSZI,X,O,X,O,X,X,X,X
LOJTZIS,O,O,O,X,O,X,X,X
LOJTZSI,O,O,X,X,O,X,X,X
LOJITSZ,X,X,X,O,X,X,X,X
LOJITZS,X,X,O,X,O,X,X,X
LOJISTZ,X,X,X,O,X,X,O,X
LOJISZT,X,O,X,O,O,X,O,X
LOJIZTS,X,O,O,X,O,X,X,X
LOJIZST,X,O,X,O,O,X,X,X
LOJSTIZ,X,X,X,O,X,X,X,X
LOJSTZI,X,O,X,O,X,X,X,X
LOJSITZ,X,X,X,O,X,X,O,X
LOJSIZT,X,O,X,O,O,X,O,X
LOJSZTI,X,O,X,O,O,X,X,X
LOJSZIT,X,O,X,O,O,X,X,X
LOJZTIS,O,O,O,X,O,X,X,X
LOJZTSI,O,O,X,X,O,X,X,X
LOJZITS,X,O,O,X,O,X,X,X
LOJZIST,X,O,X,O,O,X,X,X
LOJZSTI,X,O,X,O,O,X,X,X
LOJZSIT,X,O,X,O,O,X,X,X
LOSTIJZ,O,X,O,O,X,X,X,X
LOSTIZJ,O,X,O,X,X,X,X,X
LOSTJIZ,O,X,O,O,X,X,X,X
LOSTJZI,O,O,O,O,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X,X
LOSITJZ,X,X,O,O,X,X,X,X
LOSITZJ,X,X,O,X,X,X,X,X
LOSIJTZ,X,X,O,O,X,X,O,X
LOSIJZT,X,O,O,O,X,X,O,X
LOSIZTJ,X,O,O,X,X,X,X,X
LOSIZJT,X,O,O,O,X,X,X,X
LOSJTIZ,O,X,O,O,X,X,X,X
LOSJTZI,O,O,O,O,X,X,X,X
LOSJITZ,X,X,O,O,X,X,O,X
LOSJIZT,X,O,O,O,X,X,O,X
LOSJZTI,O,O,O,O,X,X,X,X
LOSJZIT,X,O,O,O,X,X,X,X
LOSZTIJ,O,O,O,X,X,X,X,X
LOSZTJI,O,O,O,X,X,X,X,X
LOSZITJ,X,O,O,X,X,X,X,X
LOSZIJT,X,O,O,O,X,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X
LOSZJIT,X,O,O,O,X,X,X,X
LOZTIJS,O,O,O,X,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X,X
LOZTJIS,O,O,O,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X
LOZTSIJ,O,O,O,X,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X,X
LOZITJS,X,O,O,X,X,X,X,X
LOZITSJ,X,O,O,X,X,X,X,X
LOZIJTS,X,O,O,X,O,X,X,X
LOZIJST,X,O,X,O,O,X,X,X
LOZISTJ,X,O,O,X,X,X,X,X
LOZISJT,X,O,X,O,X,X,X,X
LOZJTIS,O,O,O,X,O,X,X,X
LOZJTSI,O,O,X,X,O,X,X,X
LOZJITS,X,O,O,X,O,X,X,X
LOZJIST,X,O,X,O,O,X,X,X
LOZJSTI,X,O,X,O,O,X,X,X
LOZJSIT,X,O,X,O,O,X,X,X
LOZSTIJ,O,O,O,X,X,X,X,X
LOZSTJI,O,O,O,X,X,X,X,X
LOZSITJ,X,O,O,X,X,X,X,X
LOZSIJT,X,O,O,O,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X
LOZSJIT,X,O,O,O,X,X,X,X
JTILSZO,X,X,X,X,X,X,O,O
JTILSOZ,X,X,X,X,X,O,O,O
JTILZSO,X,X,X,X,O,X,X,O
JTILZOS,O,X,X,X,O,X,X,O
JTILOSZ,X,X,X,X,X,O,X,O
JTILOZS,O,X,X,X,O,X,X,O
JTISLZO,X,X,X,X,X,X,O,X
JTISLOZ,X,X,X,X,X,O,O,X
JTISZLO,X,X,X,X,X,X,X,X
JTISZOL,O,X,X,X,X,O,X,X
JTISOLZ,X,X,X,X,X,O,X,X
JTISOZL,O,X,X,X,X,O,X,X
JTIZLSO,X,X,X,X,X,X,X,X
JTIZLOS,O,X,X,X,X,X,X,X
JTIZSLO,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,O,X,X
JTIZOLS,O,X,X,X,X,X,X,X
JTIZOSL,O,X,X,X,X,O,X,X
JTIOLSZ,X,X,X,X,X,O,X,X
JTIOLZS,O,X,X,X,O,X,X,X
JTIOSLZ,X,X,X,X,X,O,X,X
JTIOSZL,O,X,X,X,X,O,X,X
JTIOZLS,O,X,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,O,X,X
JTLISZO,X,X,X,X,X,X,O,O
JTLISOZ,X,X,X,X,X,O,O,O
JTLIZSO,X,X,X,X,O,X,X,O
JTLIZOS,O,X,X,X,O,X,X,O
JTLIOSZ,X,X,X,X,X,O,X,O
JTLIOZS,O,X,X,X,O,X,X,O
JTLSIZO,X,X,X,X,X,X,O,X
JTLSIOZ,X,X,X,X,X,O,O,X
JTLSZIO,X,O,X,X,X,X,X,X
JTLSZOI,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,O,X,O,X,X
JTLSOZI,X,X,X,O,X,X,X,X
JTLZISO,X,O,X,X,O,X,X,X
JTLZIOS,O,X,X,X,O,X,X,X
