sequence,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBXjBlmBctBTsBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBlnBctBzrBCtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBTjBlmBcsBXtBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBFiBTjB6rBcsBXtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBCjB8rBToB1xB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBlmBcsBToBCsBXtB,v115@KhA8FeE8EeE8DeA8JeT/IvhFigBxiBlmB3nBctBWxB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBfoB6oBlmB0sBzrB
LIJZSOT,O,X,O,O,X,X,X,O
LIJZOTS,O,O,X,O,X,O,X,X
LIJZOST,O,O,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,X
LIJOTZS,O,X,X,O,O,X,X,X
LIJOSTZ,X,X,X,O,O,X,X,X
LIJOSZT,X,O,X,O,X,X,X,X
LIJOZTS,O,O,X,O,O,O,X,X
LIJOZST,O,O,X,O,X,X,X,X
LISTJZO,X,X,X,O,X,X,X,X
LISTJOZ,X,X,X,O,X,X,X,X
LISTZJO,X,X,X,O,X,X,X,X
LISTZOJ,X,X,X,O,X,X,X,X
LISTOJZ,X,X,X,O,X,X,X,X
LISTOZJ,X,X,X,O,X,X,X,X
LISJTZO,X,X,X,O,X,X,X,X
LISJTOZ,X,X,X,O,X,X,X,X
LISJZTO,X,X,O,O,X,X,X,X
LISJZOT,X,X,O,O,X,X,X,X
LISJOTZ,X,X,X,O,X,X,X,X
LISJOZT,X,O,O,O,X,X,X,X
LISZTJO,X,X,O,O,X,X,X,X
LISZTOJ,X,X,O,O,X,X,X,X
LISZJTO,X,X,O,O,X,X,X,X
LISZJOT,X,X,O,O,X,X,X,X
LISZOTJ,X,X,O,O,X,X,X,X
LISZOJT,X,X,O,O,X,X,X,X
LISOTJZ,X,X,X,O,X,X,X,X
LISOTZJ,X,X,X,O,X,X,X,X
LISOJTZ,X,X,X,O,X,X,X,X
LISOJZT,X,O,O,O,X,X,X,X
LISOZTJ,X,O,O,O,X,X,X,X
LISOZJT,X,O,O,O,X,X,X,X
LIZTJSO,O,X,O,O,X,X,X,O
LIZTJOS,X,X,X,O,X,O,X,X
LIZTSJO,O,X,O,O,X,X,O,O
LIZTSOJ,X,X,O,O,X,X,O,O
LIZTOJS,X,X,X,O,X,O,X,X
LIZTOSJ,X,X,X,O,X,X,O,X
LIZJTSO,O,X,O,O,X,X,X,O
LIZJTOS,X,X,X,O,X,O,X,X
LIZJSTO,O,X,O,O,X,X,X,O
LIZJSOT,O,X,O,O,X,X,X,O
LIZJOTS,O,O,X,O,X,O,X,X
LIZJOST,O,O,X,O,X,X,X,X
LIZSTJO,O,X,O,O,X,X,O,O
LIZSTOJ,X,X,O,O,X,X,O,O
LIZSJTO,O,X,O,O,X,X,X,O
LIZSJOT,O,X,O,O,X,X,X,O
LIZSOTJ,O,X,O,O,X,X,O,O
LIZSOJT,O,X,O,O,X,X,X,O
LIZOTJS,O,O,X,O,X,O,X,X
LIZOTSJ,O,O,X,O,X,X,O,X
LIZOJTS,O,O,X,O,X,O,X,X
LIZOJST,O,O,X,O,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,O,X
LIZOSJT,O,O,X,O,X,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,X
LIOTJZS,O,X,X,O,O,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X
LIOTSZJ,X,X,X,X,O,X,X,X
LIOTZJS,O,X,X,O,O,X,X,X
LIOTZSJ,O,X,X,O,O,X,O,X
LIOJTSZ,X,X,X,X,O,X,X,X
LIOJTZS,O,X,X,O,O,X,X,X
LIOJSTZ,X,X,X,O,O,X,X,X
LIOJSZT,X,O,X,O,X,X,X,X
LIOJZTS,O,O,X,O,O,O,X,X
LIOJZST,O,O,X,O,X,X,X,X
LIOSTJZ,X,X,X,O,O,X,X,X
LIOSTZJ,X,X,X,O,O,X,X,X
LIOSJTZ,X,X,X,O,O,X,X,X
LIOSJZT,X,O,X,O,X,X,X,X
LIOSZTJ,X,O,X,O,X,X,X,X
LIOSZJT,X,O,X,O,X,X,X,X
LIOZTJS,O,O,X,O,O,O,X,X
LIOZTSJ,O,O,X,O,O,X,O,X
LIOZJTS,O,O,X,O,O,O,X,X
LIOZJST,O,O,X,O,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,O,X
LIOZSJT,O,O,X,O,X,X,X,X
LJTISZO,X,X,X,O,O,X,X,X
LJTISOZ,X,X,X,O,X,X,X,X
LJTIZSO,O,X,O,O,O,X,X,O
LJTIZOS,X,X,X,O,O,O,X,X
LJTIOSZ,X,X,X,X,O,X,X,X
LJTIOZS,O,X,X,O,O,X,X,X
LJTSIZO,X,X,X,O,O,X,X,X
LJTSIOZ,X,X,X,O,X,X,X,X
LJTSZIO,X,X,X,O,O,X,X,X
LJTSZOI,X,X,X,O,O,X,X,X
LJTSOIZ,X,X,X,O,X,X,X,X
LJTSOZI,X,X,X,O,X,X,X,X
LJTZISO,O,X,O,O,O,X,X,O
LJTZIOS,X,X,X,O,O,O,X,X
LJTZSIO,O,X,O,O,O,X,O,O
LJTZSOI,O,X,O,O,O,X,O,O
LJTZOIS,X,X,X,O,O,O,X,X
LJTZOSI,X,X,X,O,O,O,O,X
LJTOISZ,X,X,X,X,O,X,X,X
LJTOIZS,O,X,X,O,O,X,X,X
LJTOSIZ,X,X,X,X,O,X,X,X
LJTOSZI,X,X,X,X,O,X,X,X
LJTOZIS,O,X,X,O,O,X,X,X
LJTOZSI,O,X,X,O,O,X,O,X
LJITSZO,X,X,X,O,O,X,X,X
LJITSOZ,X,X,X,O,X,X,X,X
LJITZSO,O,X,O,O,O,X,X,O
LJITZOS,X,X,X,O,O,O,X,X
LJITOSZ,X,X,X,X,O,X,X,X
LJITOZS,O,X,X,O,O,X,X,X
LJISTZO,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,O,X,X,X,X
LJISZTO,X,X,O,O,X,X,X,X
LJISZOT,X,X,O,O,X,X,X,X
LJISOTZ,X,X,X,O,X,X,X,X
LJISOZT,X,O,O,O,X,X,X,X
LJIZTSO,O,X,O,O,X,X,X,O
LJIZTOS,X,X,X,O,X,O,X,X
LJIZSTO,O,X,O,O,X,X,X,O
LJIZSOT,O,X,O,O,X,X,X,O
LJIZOTS,O,O,X,O,X,O,X,X
LJIZOST,O,O,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,X
LJIOTZS,O,X,X,O,O,X,X,X
LJIOSTZ,X,X,X,O,O,X,X,X
LJIOSZT,X,O,X,O,X,X,X,X
LJIOZTS,O,O,X,O,O,O,X,X
LJIOZST,O,O,X,O,X,X,X,X
LJSTIZO,X,X,X,O,X,X,X,X
LJSTIOZ,X,X,X,O,X,X,X,X
LJSTZIO,X,X,X,O,X,X,X,X
LJSTZOI,X,X,X,O,X,X,X,X
LJSTOIZ,X,X,X,O,X,X,X,X
LJSTOZI,X,X,X,O,X,X,X,X
LJSITZO,X,X,X,O,X,X,X,X
LJSITOZ,X,X,X,O,X,X,X,X
LJSIZTO,X,X,O,O,X,X,X,X
LJSIZOT,X,X,O,O,X,X,X,X
LJSIOTZ,X,X,X,O,X,X,X,X
LJSIOZT,X,O,O,O,X,X,X,X
LJSZTIO,X,X,O,O,X,X,X,X
LJSZTOI,X,X,O,O,X,X,X,X
LJSZITO,X,X,O,O,X,X,X,X
LJSZIOT,X,X,O,O,X,X,X,X
LJSZOTI,X,X,O,O,X,X,X,X
LJSZOIT,X,X,O,O,X,X,X,X
LJSOTIZ,X,X,X,O,X,X,X,X
LJSOTZI,X,X,X,O,X,X,X,X
LJSOITZ,X,X,X,O,X,X,X,X
LJSOIZT,X,O,O,O,X,X,X,X
LJSOZTI,X,O,O,O,X,X,X,X
LJSOZIT,X,O,O,O,X,X,X,X
LJZTISO,O,X,O,O,X,X,X,O
LJZTIOS,X,X,X,O,X,O,X,X
LJZTSIO,O,X,O,O,X,X,O,O
LJZTSOI,O,X,O,O,X,X,O,O
LJZTOIS,X,X,X,O,X,O,X,X
LJZTOSI,X,X,X,O,X,O,O,X
LJZITSO,O,X,O,O,X,X,X,O
LJZITOS,X,X,X,O,X,O,X,X
LJZISTO,O,X,O,O,X,X,X,O
LJZISOT,O,X,O,O,X,X,X,O
LJZIOTS,O,O,X,O,X,O,X,X
LJZIOST,O,O,X,O,X,X,X,X
LJZSTIO,O,X,O,O,X,X,O,O
LJZSTOI,O,X,O,O,X,X,O,O
LJZSITO,O,X,O,O,X,X,X,O
LJZSIOT,O,X,O,O,X,X,X,O
LJZSOTI,O,X,O,O,X,X,O,O
LJZSOIT,O,X,O,O,X,X,X,O
LJZOTIS,O,O,X,O,X,O,X,X
LJZOTSI,O,O,X,O,X,O,O,X
LJZOITS,O,O,X,O,X,O,X,X
LJZOIST,O,O,X,O,X,X,X,X
LJZOSTI,O,O,X,O,X,X,O,X
LJZOSIT,O,O,X,O,X,X,X,X
LJOTISZ,X,X,X,X,O,X,X,X
LJOTIZS,O,X,X,O,O,X,X,X
LJOTSIZ,X,X,X,X,O,X,X,X
LJOTSZI,X,X,X,X,O,X,X,X
LJOTZIS,O,X,X,O,O,X,X,X
LJOTZSI,O,X,X,O,O,X,O,X
LJOITSZ,X,X,X,X,O,X,X,X
LJOITZS,O,X,X,O,O,X,X,X
LJOISTZ,X,X,X,O,O,X,X,X
LJOISZT,X,O,X,O,X,X,X,X
LJOIZTS,O,O,X,O,O,O,X,X
LJOIZST,O,O,X,O,X,X,X,X
LJOSTIZ,X,X,X,O,O,X,X,X
LJOSTZI,X,X,X,O,O,X,X,X
LJOSITZ,X,X,X,O,O,X,X,X
LJOSIZT,X,O,X,O,X,X,X,X
LJOSZTI,X,O,X,O,X,X,X,X
LJOSZIT,X,O,X,O,X,X,X,X
LJOZTIS,O,O,X,O,O,O,X,X
LJOZTSI,O,O,X,O,O,O,O,X
LJOZITS,O,O,X,O,O,O,X,X
LJOZIST,O,O,X,O,X,X,X,X
LJOZSTI,O,O,X,O,X,X,O,X
LJOZSIT,O,O,X,O,X,X,X,X
LSTIJZO,X,X,X,O,X,X,X,X
LSTIJOZ,X,X,X,O,X,X,X,X
LSTIZJO,X,X,X,O,X,X,X,X
LSTIZOJ,X,X,X,O,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,X,X
LSTIOZJ,X,X,X,O,X,X,X,X
LSTJIZO,X,X,X,O,X,X,X,X
LSTJIOZ,X,X,X,O,X,X,X,X
LSTJZIO,X,X,X,O,X,X,X,X
LSTJZOI,X,X,X,O,X,X,X,X
LSTJOIZ,X,X,X,O,X,X,X,X
LSTJOZI,X,X,X,O,X,X,X,X
LSTZIJO,X,X,X,O,X,X,O,X
LSTZIOJ,X,X,X,O,X,X,O,X
LSTZJIO,X,X,X,O,X,X,O,X
LSTZJOI,X,X,X,O,X,X,O,X
LSTZOIJ,X,X,X,O,X,X,O,X
LSTZOJI,X,X,X,O,X,X,O,X
LSTOIJZ,X,X,X,O,X,X,X,X
LSTOIZJ,X,X,X,O,X,X,X,X
LSTOJIZ,X,X,X,O,X,X,X,X
LSTOJZI,X,X,X,O,X,X,X,X
LSTOZIJ,X,X,X,O,X,X,O,X
LSTOZJI,X,X,X,O,X,X,O,X
LSITJZO,X,X,X,O,X,X,X,X
LSITJOZ,X,X,X,O,X,X,X,X
LSITZJO,X,X,X,O,X,X,X,X
LSITZOJ,X,X,X,O,X,X,X,X
LSITOJZ,X,X,X,O,X,X,X,X
LSITOZJ,X,X,X,O,X,X,X,X
LSIJTZO,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,X,O,X,X,X,X
LSIJZTO,X,X,O,O,X,X,X,X
LSIJZOT,X,X,O,O,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,X
LSIJOZT,X,O,O,O,X,X,X,X
LSIZTJO,X,X,O,O,X,X,X,X
LSIZTOJ,X,X,O,O,X,X,X,X
LSIZJTO,X,X,O,O,X,X,X,X
LSIZJOT,X,X,O,O,X,X,X,X
LSIZOTJ,X,X,O,O,X,X,X,X
LSIZOJT,X,X,O,O,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,X,X
LSIOJZT,X,O,O,O,X,X,X,X
LSIOZTJ,X,O,O,O,X,X,X,X
LSIOZJT,X,O,O,O,X,X,X,X
LSJTIZO,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,X,O,X,X,X,X
LSJTZIO,X,X,X,O,X,X,X,X
LSJTZOI,X,X,X,O,X,X,X,X
LSJTOIZ,X,X,X,O,X,X,X,X
LSJTOZI,X,X,X,O,X,X,X,X
LSJITZO,X,X,X,O,X,X,X,X
LSJITOZ,X,X,X,O,X,X,X,X
LSJIZTO,X,X,O,O,X,X,X,X
LSJIZOT,X,X,O,O,X,X,X,X
LSJIOTZ,X,X,X,O,X,X,X,X
LSJIOZT,X,O,O,O,X,X,X,X
LSJZTIO,X,X,O,O,X,X,X,X
LSJZTOI,X,X,O,O,X,X,X,X
LSJZITO,X,X,O,O,X,X,X,X
LSJZIOT,X,X,O,O,X,X,X,X
LSJZOTI,X,X,O,O,X,X,X,X
LSJZOIT,X,X,O,O,X,X,X,X
LSJOTIZ,X,X,X,O,X,X,X,X
LSJOTZI,X,X,X,O,X,X,X,X
LSJOITZ,X,X,X,O,X,X,X,X
LSJOIZT,X,O,O,O,X,X,X,X
LSJOZTI,X,O,O,O,X,X,X,X
LSJOZIT,X,O,O,O,X,X,X,X
LSZTIJO,X,X,O,O,X,X,O,X
LSZTIOJ,X,X,O,O,X,X,O,X
LSZTJIO,X,X,O,O,X,X,O,X
LSZTJOI,X,X,O,O,X,X,O,X
LSZTOIJ,X,X,O,O,X,X,O,X
LSZTOJI,X,X,O,O,X,X,O,X
LSZITJO,X,X,O,O,X,X,O,X
LSZITOJ,X,X,O,O,X,X,O,X
LSZIJTO,X,X,O,O,X,X,X,X
LSZIJOT,X,X,O,O,X,X,X,X
LSZIOTJ,X,X,O,O,X,X,O,X
LSZIOJT,X,X,O,O,X,X,X,X
LSZJTIO,X,X,O,O,X,X,O,X
LSZJTOI,X,X,O,O,X,X,O,X
LSZJITO,X,X,O,O,X,X,X,X
LSZJIOT,X,X,O,O,X,X,X,X
LSZJOTI,X,X,O,O,X,X,O,X
LSZJOIT,X,X,O,O,X,X,X,X
LSZOTIJ,X,X,O,O,X,X,O,X
LSZOTJI,X,X,O,O,X,X,O,X
LSZOITJ,X,X,O,O,X,X,O,X
LSZOIJT,X,X,O,O,X,X,X,X
LSZOJTI,X,X,O,O,X,X,O,X
LSZOJIT,X,X,O,O,X,X,X,X
LSOTIJZ,X,X,X,O,X,X,X,X
LSOTIZJ,X,X,X,O,X,X,X,X
LSOTJIZ,X,X,X,O,X,X,X,X
LSOTJZI,X,X,X,O,X,X,X,X
LSOTZIJ,X,X,X,O,X,X,O,X
LSOTZJI,X,X,X,O,X,X,O,X
LSOITJZ,X,X,X,O,X,X,X,X
LSOITZJ,X,X,X,O,X,X,X,X
LSOIJTZ,X,X,X,O,X,X,X,X
LSOIJZT,X,O,O,O,X,X,X,X
LSOIZTJ,X,O,O,O,X,X,X,X
LSOIZJT,X,O,O,O,X,X,X,X
LSOJTIZ,X,X,X,O,X,X,X,X
LSOJTZI,X,X,X,O,X,X,X,X
LSOJITZ,X,X,X,O,X,X,X,X
LSOJIZT,X,O,O,O,X,X,X,X
LSOJZTI,X,O,O,O,X,X,X,X
LSOJZIT,X,O,O,O,X,X,X,X
LSOZTIJ,X,O,O,O,X,X,O,X
LSOZTJI,X,O,O,O,X,X,O,X
LSOZITJ,X,O,O,O,X,X,O,X
LSOZIJT,X,O,O,O,X,X,X,X
LSOZJTI,X,O,O,O,X,X,O,X
LSOZJIT,X,O,O,O,X,X,X,X
LZTIJSO,O,X,O,O,X,X,X,O
LZTIJOS,X,X,X,O,X,O,X,X
LZTISJO,O,X,O,O,X,X,O,O
LZTISOJ,X,X,O,O,X,X,O,O
LZTIOJS,X,X,X,O,X,O,X,X
LZTIOSJ,X,X,X,O,X,X,O,X
LZTJISO,O,X,O,O,X,X,X,O
LZTJIOS,X,X,X,O,X,O,X,X
LZTJSIO,O,X,O,O,X,X,O,O
LZTJSOI,O,X,O,O,X,X,O,O
LZTJOIS,X,X,X,O,X,O,X,X
LZTJOSI,X,X,X,O,X,O,O,X
LZTSIJO,O,X,O,O,X,X,O,O
LZTSIOJ,X,X,O,O,X,X,O,O
LZTSJIO,O,X,O,O,X,X,O,O
LZTSJOI,O,X,O,O,X,X,O,O
LZTSOIJ,X,X,O,O,X,X,O,O
LZTSOJI,X,X,O,O,X,X,O,O
LZTOIJS,X,X,X,O,X,O,X,X
LZTOISJ,X,X,X,O,X,X,O,X
LZTOJIS,X,X,X,O,X,O,X,X
LZTOJSI,X,X,X,O,X,O,O,X
LZTOSIJ,X,X,X,O,X,X,O,X
LZTOSJI,X,X,X,O,X,X,O,X
LZITJSO,O,X,O,O,X,X,X,O
LZITJOS,X,X,X,O,X,O,X,X
LZITSJO,O,X,O,O,X,X,O,O
LZITSOJ,X,X,O,O,X,X,O,O
LZITOJS,X,X,X,O,X,O,X,X
LZITOSJ,X,X,X,O,X,X,O,X
LZIJTSO,O,X,O,O,X,X,X,O
LZIJTOS,X,X,X,O,X,O,X,X
LZIJSTO,O,X,O,O,X,X,X,O
LZIJSOT,O,X,O,O,X,X,X,O
LZIJOTS,O,O,X,O,X,O,X,X
LZIJOST,O,O,X,O,X,X,X,X
LZISTJO,O,X,O,O,X,X,O,O
LZISTOJ,X,X,O,O,X,X,O,O
LZISJTO,O,X,O,O,X,X,X,O
LZISJOT,O,X,O,O,X,X,X,O
LZISOTJ,O,X,O,O,X,X,O,O
LZISOJT,O,X,O,O,X,X,X,O
LZIOTJS,O,O,X,O,X,O,X,X
LZIOTSJ,O,O,X,O,X,X,O,X
LZIOJTS,O,O,X,O,X,O,X,X
LZIOJST,O,O,X,O,X,X,X,X
LZIOSTJ,O,O,X,O,X,X,O,X
LZIOSJT,O,O,X,O,X,X,X,X
LZJTISO,O,X,O,O,X,X,X,O
LZJTIOS,X,X,X,O,X,O,X,X
LZJTSIO,O,X,O,O,X,X,O,O
LZJTSOI,O,X,O,O,X,X,O,O
LZJTOIS,X,X,X,O,X,O,X,X
LZJTOSI,X,X,X,O,X,O,O,X
LZJITSO,O,X,O,O,X,X,X,O
LZJITOS,X,X,X,O,X,O,X,X
LZJISTO,O,X,O,O,X,X,X,O
LZJISOT,O,X,O,O,X,X,X,O
LZJIOTS,O,O,X,O,X,O,X,X
LZJIOST,O,O,X,O,X,X,X,X
LZJSTIO,O,X,O,O,X,X,O,O
LZJSTOI,O,X,O,O,X,X,O,O
LZJSITO,O,X,O,O,X,X,X,O
LZJSIOT,O,X,O,O,X,X,X,O
LZJSOTI,O,X,O,O,X,X,O,O
LZJSOIT,O,X,O,O,X,X,X,O
LZJOTIS,O,O,X,O,X,O,X,X
LZJOTSI,O,O,X,O,X,O,O,X
LZJOITS,O,O,X,O,X,O,X,X
LZJOIST,O,O,X,O,X,X,X,X
LZJOSTI,O,O,X,O,X,X,O,X
LZJOSIT,O,O,X,O,X,X,X,X
LZSTIJO,O,X,O,O,X,X,O,O
LZSTIOJ,X,X,O,O,X,X,O,O
LZSTJIO,O,X,O,O,X,X,O,O
LZSTJOI,O,X,O,O,X,X,O,O
LZSTOIJ,X,X,O,O,X,X,O,O
LZSTOJI,X,X,O,O,X,X,O,O
LZSITJO,O,X,O,O,X,X,O,O
LZSITOJ,X,X,O,O,X,X,O,O
LZSIJTO,O,X,O,O,X,X,X,O
LZSIJOT,O,X,O,O,X,X,X,O
LZSIOTJ,O,X,O,O,X,X,O,O
LZSIOJT,O,X,O,O,X,X,X,O
LZSJTIO,O,X,O,O,X,X,O,O
LZSJTOI,O,X,O,O,X,X,O,O
LZSJITO,O,X,O,O,X,X,X,O
LZSJIOT,O,X,O,O,X,X,X,O
LZSJOTI,O,X,O,O,X,X,O,O
LZSJOIT,O,X,O,O,X,X,X,O
LZSOTIJ,O,X,O,O,X,X,O,O
LZSOTJI,O,X,O,O,X,X,O,O
LZSOITJ,O,X,O,O,X,X,O,O
LZSOIJT,O,X,O,O,X,X,X,O
LZSOJTI,O,X,O,O,X,X,O,O
LZSOJIT,O,X,O,O,X,X,X,O
LZOTIJS,O,O,X,O,X,O,X,X
LZOTISJ,O,O,X,O,X,X,O,X
LZOTJIS,O,O,X,O,X,O,X,X
LZOTJSI,O,O,X,O,X,O,O,X
LZOTSIJ,O,O,X,O,X,X,O,X
LZOTSJI,O,O,X,O,X,X,O,X
LZOITJS,O,O,X,O,X,O,X,X
LZOITSJ,O,O,X,O,X,X,O,X
LZOIJTS,O,O,X,O,X,O,X,X
LZOIJST,O,O,X,O,X,X,X,X
LZOISTJ,O,O,X,O,X,X,O,X
LZOISJT,O,O,X,O,X,X,X,X
LZOJTIS,O,O,X,O,X,O,X,X
LZOJTSI,O,O,X,O,X,O,O,X
LZOJITS,O,O,X,O,X,O,X,X
LZOJIST,O,O,X,O,X,X,X,X
LZOJSTI,O,O,X,O,X,X,O,X
LZOJSIT,O,O,X,O,X,X,X,X
LZOSTIJ,O,O,X,O,X,X,O,X
LZOSTJI,O,O,X,O,X,X,O,X
LZOSITJ,O,O,X,O,X,X,O,X
LZOSIJT,O,O,X,O,X,X,X,X
LZOSJTI,O,O,X,O,X,X,O,X
LZOSJIT,O,O,X,O,X,X,X,X
LOTIJSZ,X,X,X,X,O,X,X,X
LOTIJZS,O,X,X,O,O,X,X,X
LOTISJZ,X,X,X,X,O,X,X,X
LOTISZJ,X,X,X,X,O,X,X,X
LOTIZJS,O,X,X,O,O,X,X,X
LOTIZSJ,O,X,X,O,O,X,O,X
LOTJISZ,X,X,X,X,O,X,X,X
LOTJIZS,O,X,X,O,O,X,X,X
LOTJSIZ,X,X,X,X,O,X,X,X
LOTJSZI,X,X,X,X,O,X,X,X
LOTJZIS,O,X,X,O,O,X,X,X
LOTJZSI,O,X,X,O,O,X,O,X
LOTSIJZ,X,X,X,X,O,X,X,X
LOTSIZJ,X,X,X,X,O,X,X,X
LOTSJIZ,X,X,X,X,O,X,X,X
LOTSJZI,X,X,X,X,O,X,X,X
LOTSZIJ,X,X,X,X,O,X,O,X
LOTSZJI,X,X,X,X,O,X,O,X
LOTZIJS,O,X,X,O,O,X,X,X
LOTZISJ,O,X,X,O,O,X,O,X
LOTZJIS,O,X,X,O,O,X,X,X
LOTZJSI,O,X,X,O,O,X,O,X
LOTZSIJ,O,X,X,O,O,X,O,X
LOTZSJI,O,X,X,O,O,X,O,X
LOITJSZ,X,X,X,X,O,X,X,X
LOITJZS,O,X,X,O,O,X,X,X
LOITSJZ,X,X,X,X,O,X,X,X
LOITSZJ,X,X,X,X,O,X,X,X
LOITZJS,O,X,X,O,O,X,X,X
LOITZSJ,O,X,X,O,O,X,O,X
LOIJTSZ,X,X,X,X,O,X,X,X
LOIJTZS,O,X,X,O,O,X,X,X
LOIJSTZ,X,X,X,O,O,X,X,X
LOIJSZT,X,O,X,O,X,X,X,X
LOIJZTS,O,O,X,O,O,O,X,X
LOIJZST,O,O,X,O,X,X,X,X
LOISTJZ,X,X,X,O,O,X,X,X
LOISTZJ,X,X,X,O,O,X,X,X
LOISJTZ,X,X,X,O,O,X,X,X
LOISJZT,X,O,X,O,X,X,X,X
LOISZTJ,X,O,X,O,X,X,X,X
LOISZJT,X,O,X,O,X,X,X,X
LOIZTJS,O,O,X,O,O,O,X,X
LOIZTSJ,O,O,X,O,O,X,O,X
LOIZJTS,O,O,X,O,O,O,X,X
LOIZJST,O,O,X,O,X,X,X,X
LOIZSTJ,O,O,X,O,X,X,O,X
LOIZSJT,O,O,X,O,X,X,X,X
LOJTISZ,X,X,X,X,O,X,X,X
LOJTIZS,O,X,X,O,O,X,X,X
LOJTSIZ,X,X,X,X,O,X,X,X
LOJTSZI,X,X,X,X,O,X,X,X
LOJTZIS,O,X,X,O,O,X,X,X
LOJTZSI,O,X,X,O,O,X,O,X
LOJITSZ,X,X,X,X,O,X,X,X
LOJITZS,O,X,X,O,O,X,X,X
LOJISTZ,X,X,X,O,O,X,X,X
LOJISZT,X,O,X,O,X,X,X,X
LOJIZTS,O,O,X,O,O,O,X,X
LOJIZST,O,O,X,O,X,X,X,X
LOJSTIZ,X,X,X,O,O,X,X,X
LOJSTZI,X,X,X,O,O,X,X,X
LOJSITZ,X,X,X,O,O,X,X,X
LOJSIZT,X,O,X,O,X,X,X,X
LOJSZTI,X,O,X,O,X,X,X,X
LOJSZIT,X,O,X,O,X,X,X,X
LOJZTIS,O,O,X,O,O,O,X,X
LOJZTSI,O,O,X,O,O,O,O,X
LOJZITS,O,O,X,O,O,O,X,X
LOJZIST,O,O,X,O,X,X,X,X
LOJZSTI,O,O,X,O,X,X,O,X
LOJZSIT,O,O,X,O,X,X,X,X
LOSTIJZ,X,X,X,O,O,X,X,X
LOSTIZJ,X,X,X,O,O,X,X,X
LOSTJIZ,X,X,X,O,O,X,X,X
LOSTJZI,X,X,X,O,O,X,X,X
LOSTZIJ,X,X,X,O,O,X,O,X
LOSTZJI,X,X,X,O,O,X,O,X
LOSITJZ,X,X,X,O,O,X,X,X
LOSITZJ,X,X,X,O,O,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,X
LOSIJZT,X,O,X,O,X,X,X,X
LOSIZTJ,X,O,X,O,X,X,X,X
LOSIZJT,X,O,X,O,X,X,X,X
LOSJTIZ,X,X,X,O,O,X,X,X
LOSJTZI,X,X,X,O,O,X,X,X
LOSJITZ,X,X,X,O,O,X,X,X
LOSJIZT,X,O,X,O,X,X,X,X
LOSJZTI,X,O,X,O,X,X,X,X
LOSJZIT,X,O,X,O,X,X,X,X
LOSZTIJ,X,O,X,O,X,X,O,X
LOSZTJI,X,O,X,O,X,X,O,X
LOSZITJ,X,O,X,O,X,X,O,X
LOSZIJT,X,O,X,O,X,X,X,X
LOSZJTI,X,O,X,O,X,X,O,X
LOSZJIT,X,O,X,O,X,X,X,X
LOZTIJS,O,O,X,O,O,O,X,X
LOZTISJ,O,O,X,O,O,X,O,X
LOZTJIS,O,O,X,O,O,O,X,X
LOZTJSI,O,O,X,O,O,O,O,X
LOZTSIJ,O,O,X,O,O,X,O,X
LOZTSJI,O,O,X,O,O,X,O,X
LOZITJS,O,O,X,O,O,O,X,X
LOZITSJ,O,O,X,O,O,X,O,X
LOZIJTS,O,O,X,O,O,O,X,X
LOZIJST,O,O,X,O,X,X,X,X
LOZISTJ,O,O,X,O,X,X,O,X
LOZISJT,O,O,X,O,X,X,X,X
LOZJTIS,O,O,X,O,O,O,X,X
LOZJTSI,O,O,X,O,O,O,O,X
LOZJITS,O,O,X,O,O,O,X,X
LOZJIST,O,O,X,O,X,X,X,X
LOZJSTI,O,O,X,O,X,X,O,X
LOZJSIT,O,O,X,O,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,O,X
LOZSTJI,O,O,X,O,X,X,O,X
LOZSITJ,O,O,X,O,X,X,O,X
LOZSIJT,O,O,X,O,X,X,X,X
LOZSJTI,O,O,X,O,X,X,O,X
LOZSJIT,O,O,X,O,X,X,X,X
JTILSZO,X,X,X,O,O,X,X,X
JTILSOZ,X,X,X,O,X,X,X,X
JTILZSO,O,X,O,O,O,X,X,O
JTILZOS,X,X,X,O,O,O,X,X
JTILOSZ,X,X,X,X,O,X,X,X
JTILOZS,O,X,X,O,O,X,X,X
