sequence,v115@PhD8FeE8DeC8JeT/IvhF2lBxiBCnBFmB0qBXsB,v115@PhD8FeE8DeC8JeT/IvhF2lBxiBSsBlqBfsBUrB,v115@PhD8FeE8DeC8JeT/IvhF3gB1mBxiBcsB2qBSwB,v115@PhD8FeE8DeC8JeT/IvhF0gBxiB2qBFsBCsBXrB,v115@PhD8FeE8DeC8JeT/IvhFxiB2qBSsBfsBUrBlqB,v115@PhD8FeE8DeC8JeT/IvhFXhBxiB2qBCsBFsB0qB,v115@PhD8FeE8DeC8JeT/IvhF0gBxiB2qBCsBFsBXrB
LSTIJZO,X,O,X,X,X,X,X
LSTIJOZ,X,O,X,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X
LSTIOZJ,O,O,O,X,X,X,X
LSTJIZO,X,O,X,X,X,X,X
LSTJIOZ,X,O,X,X,X,X,X
LSTJZIO,X,O,O,X,X,X,X
LSTJZOI,X,O,O,X,X,X,X
LSTJOIZ,X,O,X,X,X,X,X
LSTJOZI,X,O,O,X,X,X,X
LSTZIJO,O,O,O,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X
LSTOIJZ,X,O,X,X,X,X,X
LSTOIZJ,O,O,O,X,X,X,X
LSTOJIZ,X,O,X,X,X,X,X
LSTOJZI,X,O,O,X,X,X,X
LSTOZIJ,O,O,O,X,X,X,X
LSTOZJI,O,O,O,X,X,X,X
LSITJZO,X,O,X,X,X,X,X
LSITJOZ,X,O,X,X,X,X,X
LSITZJO,O,O,X,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X
LSIJTZO,X,X,X,X,O,X,X
LSIJTOZ,X,X,X,X,O,X,X
LSIJZTO,O,X,X,X,O,X,X
LSIJZOT,O,X,X,X,O,X,X
LSIJOTZ,X,X,X,X,O,X,X
LSIJOZT,O,X,X,X,O,X,X
LSIZTJO,O,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,X
LSIZJTO,O,X,X,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,X,X
LSIOJZT,O,X,X,X,O,X,X
LSIOZTJ,O,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,X,X
LSJTIZO,X,X,X,X,O,O,O
LSJTIOZ,X,X,X,X,O,O,O
LSJTZIO,X,X,X,X,O,O,O
LSJTZOI,X,X,X,X,O,O,O
LSJTOIZ,X,X,X,X,O,O,O
LSJTOZI,X,X,X,X,O,O,O
LSJITZO,X,X,X,X,O,X,X
LSJITOZ,X,X,X,X,O,X,X
LSJIZTO,O,X,X,X,O,X,X
LSJIZOT,O,X,X,X,O,X,X
LSJIOTZ,X,X,X,X,O,X,X
LSJIOZT,O,X,X,X,O,X,X
LSJZTIO,O,X,X,X,O,X,O
LSJZTOI,O,X,X,X,O,X,O
LSJZITO,O,X,X,X,O,X,X
LSJZIOT,O,X,X,X,O,X,X
LSJZOTI,O,X,X,X,O,X,O
LSJZOIT,O,X,X,X,O,X,X
LSJOTIZ,X,X,X,X,O,O,O
LSJOTZI,X,X,X,X,O,O,O
LSJOITZ,X,X,X,X,O,X,X
LSJOIZT,O,X,X,X,O,X,X
LSJOZTI,O,X,X,X,O,X,O
LSJOZIT,O,X,X,X,O,X,X
LSZTIJO,O,X,O,X,X,X,X
LSZTIOJ,O,X,O,X,X,X,X
LSZTJIO,O,X,O,X,X,X,X
LSZTJOI,O,X,O,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X
LSZTOJI,O,X,O,X,X,X,X
LSZITJO,O,X,O,X,X,X,X
LSZITOJ,O,X,O,X,X,X,X
LSZIJTO,O,X,X,X,X,X,X
LSZIJOT,O,X,X,X,X,X,X
LSZIOTJ,O,X,O,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X
LSZJTIO,O,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,X
LSZJIOT,O,X,X,X,X,X,X
LSZJOTI,O,X,X,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X
LSZOTIJ,O,X,O,X,X,X,X
LSZOTJI,O,X,O,X,X,X,X
LSZOITJ,O,X,O,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,X,X,X
LSOTIZJ,O,O,O,X,X,X,X
LSOTJIZ,X,O,X,X,X,X,X
LSOTJZI,X,O,O,X,X,X,X
LSOTZIJ,O,O,O,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X
LSOITJZ,X,O,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X
LSOIJTZ,X,X,X,X,O,X,X
LSOIJZT,O,X,X,X,O,X,X
LSOIZTJ,O,X,X,X,X,X,X
LSOIZJT,O,X,X,X,X,X,X
LSOJTIZ,X,X,X,X,O,O,O
LSOJTZI,X,X,X,X,O,O,O
LSOJITZ,X,X,X,X,O,X,X
LSOJIZT,O,X,X,X,O,X,X
LSOJZTI,O,X,X,X,O,X,O
LSOJZIT,O,X,X,X,O,X,X
LSOZTIJ,O,X,O,X,X,X,X
LSOZTJI,O,X,O,X,X,X,X
LSOZITJ,O,X,O,X,X,X,X
LSOZIJT,O,X,X,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X
LZTIJSO,X,O,O,X,X,X,X
LZTIJOS,X,O,O,X,X,X,X
LZTISJO,X,O,O,X,X,X,X
LZTISOJ,X,O,O,X,X,X,X
LZTIOJS,X,O,O,X,X,X,X
LZTIOSJ,X,O,O,X,X,X,X
LZTJISO,X,O,O,X,X,X,X
LZTJIOS,X,O,O,X,X,X,X
LZTJSIO,X,O,O,X,X,X,X
LZTJSOI,X,O,O,X,X,X,X
LZTJOIS,X,O,O,X,X,X,X
LZTJOSI,X,O,O,X,X,X,X
LZTSIJO,X,O,O,X,X,X,X
LZTSIOJ,X,O,O,X,X,X,X
LZTSJIO,X,O,O,X,X,X,X
LZTSJOI,X,O,O,X,X,X,X
LZTSOIJ,X,O,O,X,X,X,X
LZTSOJI,X,O,O,X,X,X,X
LZTOIJS,X,O,O,X,X,X,X
LZTOISJ,X,O,O,X,X,X,X
LZTOJIS,X,O,O,X,X,X,X
LZTOJSI,X,O,O,X,X,X,X
LZTOSIJ,X,O,O,X,X,X,X
LZTOSJI,X,O,O,X,X,X,X
LZITJSO,X,O,O,X,X,X,X
LZITJOS,X,O,O,X,X,X,X
LZITSJO,X,O,O,X,X,X,X
LZITSOJ,X,O,O,X,X,X,X
LZITOJS,X,O,O,X,X,X,X
LZITOSJ,X,O,O,X,X,X,X
LZIJTSO,X,X,O,X,X,X,X
LZIJTOS,X,X,O,X,X,X,X
LZIJSTO,O,X,X,X,O,X,X
LZIJSOT,O,X,X,X,O,X,X
LZIJOTS,X,X,O,X,X,X,X
LZIJOST,O,X,X,X,O,X,X
LZISTJO,O,X,O,X,X,X,X
LZISTOJ,O,X,O,X,X,X,X
LZISJTO,O,X,X,X,X,X,X
LZISJOT,O,X,X,X,X,X,X
LZISOTJ,O,X,O,X,X,X,X
LZISOJT,O,X,X,X,X,X,X
LZIOTJS,X,O,O,X,X,X,X
LZIOTSJ,X,O,O,X,X,X,X
LZIOJTS,X,X,O,X,X,X,X
LZIOJST,O,X,X,X,O,X,X
LZIOSTJ,O,X,O,X,X,X,X
LZIOSJT,O,X,X,X,X,X,X
LZJTISO,X,X,O,X,X,O,O
LZJTIOS,X,X,O,X,X,O,O
LZJTSIO,X,X,O,X,O,O,O
LZJTSOI,X,X,O,X,O,O,O
LZJTOIS,X,X,O,X,X,O,O
LZJTOSI,X,X,O,X,O,O,O
LZJITSO,X,X,O,X,X,X,O
LZJITOS,X,X,O,X,X,X,O
LZJISTO,O,X,X,X,O,X,X
LZJISOT,O,X,X,X,O,X,X
LZJIOTS,X,X,O,X,X,X,O
LZJIOST,O,X,X,X,O,X,X
LZJSTIO,O,X,X,X,O,X,O
LZJSTOI,O,X,X,X,O,X,O
LZJSITO,O,X,X,X,O,X,X
LZJSIOT,O,X,X,X,O,X,X
LZJSOTI,O,X,X,X,O,X,O
LZJSOIT,O,X,X,X,O,X,X
LZJOTIS,X,X,O,X,X,O,O
LZJOTSI,X,X,O,X,O,O,O
LZJOITS,X,X,O,X,X,X,O
LZJOIST,O,X,X,X,O,X,X
LZJOSTI,O,X,X,X,O,X,O
LZJOSIT,O,X,X,X,O,X,X
LZSTIJO,O,X,O,X,X,X,X
LZSTIOJ,O,X,O,X,X,X,X
LZSTJIO,O,X,O,X,X,X,X
LZSTJOI,O,X,O,X,X,X,X
LZSTOIJ,O,X,O,X,X,X,X
LZSTOJI,O,X,O,X,X,X,X
LZSITJO,O,X,O,X,X,X,X
LZSITOJ,O,X,O,X,X,X,X
LZSIJTO,O,X,X,X,X,X,X
LZSIJOT,O,X,X,X,X,X,X
LZSIOTJ,O,X,O,X,X,X,X
LZSIOJT,O,X,X,X,X,X,X
LZSJTIO,O,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X
LZSJITO,O,X,X,X,X,X,X
LZSJIOT,O,X,X,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X
LZSOTIJ,O,X,O,X,X,X,X
LZSOTJI,O,X,O,X,X,X,X
LZSOITJ,O,X,O,X,X,X,X
LZSOIJT,O,X,X,X,X,X,X
LZSOJTI,O,X,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X
LZOTIJS,X,O,O,X,X,X,X
LZOTISJ,X,O,O,X,X,X,X
LZOTJIS,X,O,O,X,X,X,X
LZOTJSI,X,O,O,X,X,X,X
LZOTSIJ,X,O,O,X,X,X,X
LZOTSJI,X,O,O,X,X,X,X
LZOITJS,X,O,O,X,X,X,X
LZOITSJ,X,O,O,X,X,X,X
LZOIJTS,X,X,O,X,X,X,X
LZOIJST,O,X,X,X,O,X,X
LZOISTJ,O,X,O,X,X,X,X
LZOISJT,O,X,X,X,X,X,X
LZOJTIS,X,X,O,X,X,O,O
LZOJTSI,X,X,O,X,O,O,O
LZOJITS,X,X,O,X,X,X,O
LZOJIST,O,X,X,X,O,X,X
LZOJSTI,O,X,X,X,O,X,O
LZOJSIT,O,X,X,X,O,X,X
LZOSTIJ,O,X,O,X,X,X,X
LZOSTJI,O,X,O,X,X,X,X
LZOSITJ,O,X,O,X,X,X,X
LZOSIJT,O,X,X,X,X,X,X
LZOSJTI,O,X,X,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X
LOTIJSZ,X,O,X,O,O,X,X
LOTIJZS,X,O,X,O,X,X,X
LOTISJZ,X,O,X,X,X,X,X
LOTISZJ,X,O,O,X,X,X,X
LOTIZJS,X,O,O,X,X,X,X
LOTIZSJ,X,O,O,X,X,X,X
LOTJISZ,X,O,X,O,O,O,O
LOTJIZS,X,O,X,O,X,O,O
LOTJSIZ,X,O,X,O,O,O,O
LOTJSZI,X,O,O,O,O,O,O
LOTJZIS,X,O,O,O,X,O,O
LOTJZSI,X,O,O,O,O,O,O
LOTSIJZ,X,O,X,X,X,X,X
LOTSIZJ,X,O,O,X,X,X,X
LOTSJIZ,X,O,X,X,X,X,X
LOTSJZI,X,O,O,X,X,X,X
LOTSZIJ,X,O,O,X,X,X,X
LOTSZJI,X,O,O,X,X,X,X
LOTZIJS,X,O,O,X,X,X,X
LOTZISJ,X,O,O,X,X,X,X
LOTZJIS,X,O,O,X,X,X,X
LOTZJSI,X,O,O,X,X,X,X
LOTZSIJ,X,O,O,X,X,X,X
LOTZSJI,X,O,O,X,X,X,X
LOITJSZ,X,O,X,O,O,X,X
LOITJZS,X,O,X,O,X,X,X
LOITSJZ,X,O,X,X,X,X,X
LOITSZJ,X,O,O,X,X,X,X
LOITZJS,X,O,O,X,X,X,X
LOITZSJ,X,O,O,X,X,X,X
LOIJTSZ,X,O,X,O,O,O,O
LOIJTZS,X,O,X,O,X,O,O
LOIJSTZ,X,X,X,X,O,X,X
LOIJSZT,X,X,X,X,O,X,X
LOIJZTS,X,X,X,X,X,X,O
LOIJZST,X,X,X,X,O,X,X
LOISTJZ,X,O,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X
LOISJTZ,X,X,X,X,O,X,X
LOISJZT,O,X,X,X,O,X,X
LOISZTJ,O,X,X,X,X,X,X
LOISZJT,O,X,X,X,X,X,X
LOIZTJS,X,O,O,X,X,X,X
LOIZTSJ,X,O,O,X,X,X,X
LOIZJTS,X,X,O,X,X,X,X
LOIZJST,O,X,X,X,O,X,X
LOIZSTJ,O,X,O,X,X,X,X
LOIZSJT,O,X,X,X,X,X,X
LOJTISZ,X,O,X,O,O,O,O
LOJTIZS,X,O,X,O,X,O,O
LOJTSIZ,X,O,X,O,O,O,O
LOJTSZI,X,O,O,O,O,O,O
LOJTZIS,X,O,O,O,X,O,O
LOJTZSI,X,O,O,O,O,O,O
LOJITSZ,X,O,X,O,O,O,O
LOJITZS,X,O,X,O,X,O,O
LOJISTZ,X,X,X,X,O,X,X
LOJISZT,X,X,X,X,O,X,X
LOJIZTS,X,X,X,X,X,X,O
LOJIZST,X,X,X,X,O,X,X
LOJSTIZ,X,X,X,X,O,O,O
LOJSTZI,X,X,X,X,O,O,O
LOJSITZ,X,X,X,X,O,O,X
LOJSIZT,X,X,X,X,O,X,X
LOJSZTI,X,X,X,X,O,O,O
LOJSZIT,X,X,X,X,O,X,X
LOJZTIS,X,X,O,O,X,O,O
LOJZTSI,X,X,O,O,O,O,O
LOJZITS,X,X,O,X,X,X,O
LOJZIST,X,X,X,X,O,X,X
LOJZSTI,X,X,X,X,O,X,O
LOJZSIT,X,X,X,X,O,X,X
LOSTIJZ,X,O,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X
LOSTJIZ,X,O,X,X,X,X,X
LOSTJZI,X,O,O,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X
LOSITJZ,X,O,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X
LOSIJTZ,X,X,X,X,O,X,X
LOSIJZT,O,X,X,X,O,X,X
LOSIZTJ,O,X,X,X,X,X,X
LOSIZJT,O,X,X,X,X,X,X
LOSJTIZ,X,X,X,X,O,O,O
LOSJTZI,X,X,X,X,O,O,O
LOSJITZ,X,X,X,X,O,X,X
LOSJIZT,O,X,X,X,O,X,X
LOSJZTI,O,X,X,X,O,X,O
LOSJZIT,O,X,X,X,O,X,X
LOSZTIJ,O,X,O,X,X,X,X
LOSZTJI,O,X,O,X,X,X,X
LOSZITJ,O,X,O,X,X,X,X
LOSZIJT,O,X,X,X,X,X,X
LOSZJTI,O,X,X,X,X,X,X
LOSZJIT,O,X,X,X,X,X,X
LOZTIJS,X,O,O,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X
LOZTJIS,X,O,O,X,X,X,X
LOZTJSI,X,O,O,X,X,X,X
LOZTSIJ,X,O,O,X,X,X,X
LOZTSJI,X,O,O,X,X,X,X
LOZITJS,X,O,O,X,X,X,X
LOZITSJ,X,O,O,X,X,X,X
LOZIJTS,X,X,O,X,X,X,X
LOZIJST,O,X,X,X,O,X,X
LOZISTJ,O,X,O,X,X,X,X
LOZISJT,O,X,X,X,X,X,X
LOZJTIS,X,X,O,X,X,O,O
LOZJTSI,X,X,O,X,O,O,O
LOZJITS,X,X,O,X,X,X,O
LOZJIST,O,X,X,X,O,X,X
LOZJSTI,O,X,X,X,O,X,O
LOZJSIT,O,X,X,X,O,X,X
LOZSTIJ,O,X,O,X,X,X,X
LOZSTJI,O,X,O,X,X,X,X
LOZSITJ,O,X,O,X,X,X,X
LOZSIJT,O,X,X,X,X,X,X
LOZSJTI,O,X,X,X,X,X,X
LOZSJIT,O,X,X,X,X,X,X
JTILSZO,X,O,X,O,O,X,X
JTILSOZ,X,O,X,O,O,X,X
JTILZSO,X,O,X,O,X,X,X
JTILZOS,X,O,X,O,X,X,X
JTILOSZ,X,O,X,O,O,X,X
JTILOZS,X,O,X,O,X,X,X
JTISLZO,X,O,X,O,X,X,X
JTISLOZ,X,O,X,O,X,X,X
JTISZLO,X,X,X,O,X,X,X
JTISZOL,X,X,X,O,X,X,X
JTISOLZ,X,O,X,O,X,X,X
JTISOZL,X,X,X,O,X,X,X
JTIZLSO,X,O,X,O,X,X,X
JTIZLOS,X,O,X,O,X,X,X
JTIZSLO,X,X,X,O,X,X,X
JTIZSOL,X,X,X,O,X,X,X
JTIZOLS,X,O,X,O,X,X,X
JTIZOSL,X,X,X,O,X,X,X
JTIOLSZ,X,O,X,O,O,X,X
JTIOLZS,X,O,X,O,X,X,X
JTIOSLZ,X,O,X,O,X,X,X
JTIOSZL,X,X,X,O,X,X,X
JTIOZLS,X,O,X,O,X,X,X
JTIOZSL,X,X,X,O,X,X,X
JTLISZO,X,O,X,O,O,O,O
JTLISOZ,X,O,X,O,O,O,O
JTLIZSO,X,O,X,O,X,O,O
JTLIZOS,X,O,X,O,X,O,O
JTLIOSZ,X,O,X,O,O,O,O
JTLIOZS,X,O,X,O,X,O,O
JTLSIZO,X,O,X,O,O,O,O
JTLSIOZ,X,O,X,O,O,O,O
JTLSZIO,X,O,X,O,O,O,O
JTLSZOI,X,O,X,O,O,O,O
JTLSOIZ,X,O,X,O,O,O,O
JTLSOZI,X,O,X,O,O,O,O
JTLZISO,X,O,X,O,X,O,O
JTLZIOS,X,O,X,O,X,O,O
JTLZSIO,X,O,X,O,O,O,O
JTLZSOI,X,O,X,O,O,O,O
JTLZOIS,X,O,X,O,X,O,O
JTLZOSI,X,O,X,O,O,O,O
JTLOISZ,X,O,X,O,O,O,O
JTLOIZS,X,O,X,O,X,O,O
JTLOSIZ,X,O,X,O,O,O,O
JTLOSZI,X,O,X,O,O,O,O
JTLOZIS,X,O,X,O,X,O,O
JTLOZSI,X,O,X,O,O,O,O
JTSILZO,X,O,X,O,X,X,X
JTSILOZ,X,O,X,O,X,X,X
JTSIZLO,X,X,X,O,X,X,X
JTSIZOL,X,X,X,O,X,X,X
JTSIOLZ,X,O,X,O,X,X,X
JTSIOZL,X,X,X,O,X,X,X
JTSLIZO,X,O,X,O,X,O,X
JTSLIOZ,X,O,X,O,X,O,X
JTSLZIO,X,O,X,O,X,O,X
JTSLZOI,X,O,X,O,X,O,X
JTSLOIZ,X,O,X,O,X,O,X
JTSLOZI,X,O,X,O,X,O,X
JTSZILO,X,X,X,O,X,X,X
JTSZIOL,X,X,X,O,X,X,X
JTSZLIO,X,X,X,O,X,X,X
JTSZLOI,X,X,X,O,X,X,X
JTSZOIL,X,X,X,O,X,X,X
JTSZOLI,X,X,X,O,X,X,X
JTSOILZ,X,O,X,O,X,X,X
JTSOIZL,X,X,X,O,X,X,X
JTSOLIZ,X,O,X,O,X,O,X
JTSOLZI,X,O,X,O,X,O,X
JTSOZIL,X,X,X,O,X,X,X
JTSOZLI,X,X,X,O,X,X,X
JTZILSO,X,O,X,O,X,X,X
JTZILOS,X,O,X,O,X,X,X
JTZISLO,X,X,X,O,X,X,X
JTZISOL,X,X,X,O,X,X,X
JTZIOLS,X,O,X,O,X,X,X
JTZIOSL,X,X,X,O,X,X,X
JTZLISO,X,O,X,O,X,X,O
JTZLIOS,X,O,X,O,X,X,O
JTZLSIO,X,O,X,O,X,X,O
JTZLSOI,X,O,X,O,X,X,O
JTZLOIS,X,O,X,O,X,X,O
JTZLOSI,X,O,X,O,X,X,O
JTZSILO,X,X,X,O,X,X,X
JTZSIOL,X,X,X,O,X,X,X
JTZSLIO,X,X,X,O,X,X,X
JTZSLOI,X,X,X,O,X,X,X
JTZSOIL,X,X,X,O,X,X,X
JTZSOLI,X,X,X,O,X,X,X
JTZOILS,X,O,X,O,X,X,X
JTZOISL,X,X,X,O,X,X,X
JTZOLIS,X,O,X,O,X,X,O
JTZOLSI,X,O,X,O,X,X,O
JTZOSIL,X,X,X,O,X,X,X
JTZOSLI,X,X,X,O,X,X,X
JTOILSZ,X,O,X,O,O,X,X
JTOILZS,X,O,X,O,X,X,X
JTOISLZ,X,O,X,O,X,X,X
JTOISZL,X,X,X,O,X,X,X
JTOIZLS,X,O,X,O,X,X,X
JTOIZSL,X,X,X,O,X,X,X
JTOLISZ,X,O,X,O,O,O,O
JTOLIZS,X,O,X,O,X,O,O
JTOLSIZ,X,O,X,O,O,O,O
JTOLSZI,X,O,X,O,O,O,O
JTOLZIS,X,O,X,O,X,O,O
JTOLZSI,X,O,X,O,O,O,O
JTOSILZ,X,O,X,O,X,X,X
JTOSIZL,X,X,X,O,X,X,X
JTOSLIZ,X,O,X,O,X,O,X
JTOSLZI,X,O,X,O,X,O,X
JTOSZIL,X,X,X,O,X,X,X
JTOSZLI,X,X,X,O,X,X,X
JTOZILS,X,O,X,O,X,X,X
JTOZISL,X,X,X,O,X,X,X
JTOZLIS,X,O,X,O,X,X,O
JTOZLSI,X,O,X,O,X,X,O
JTOZSIL,X,X,X,O,X,X,X
JTOZSLI,X,X,X,O,X,X,X
JITLSZO,X,O,X,O,O,X,X
JITLSOZ,X,O,X,O,O,X,X
JITLZSO,X,O,X,O,X,X,X
JITLZOS,X,O,X,O,X,X,X
JITLOSZ,X,O,X,O,O,X,X
JITLOZS,X,O,X,O,X,X,X
JITSLZO,X,O,X,O,X,X,X
JITSLOZ,X,O,X,O,X,X,X
JITSZLO,X,X,X,O,X,X,X
JITSZOL,X,X,X,O,X,X,X
JITSOLZ,X,O,X,O,X,X,X
JITSOZL,X,X,X,O,X,X,X
JITZLSO,X,O,X,O,X,X,X
JITZLOS,X,O,X,O,X,X,X
JITZSLO,X,X,X,O,X,X,X
JITZSOL,X,X,X,O,X,X,X
JITZOLS,X,O,X,O,X,X,X
JITZOSL,X,X,X,O,X,X,X
JITOLSZ,X,O,X,O,O,X,X
JITOLZS,X,O,X,O,X,X,X
JITOSLZ,X,O,X,O,X,X,X
JITOSZL,X,X,X,O,X,X,X
JITOZLS,X,O,X,O,X,X,X
JITOZSL,X,X,X,O,X,X,X
JILTSZO,X,O,X,O,O,O,O
JILTSOZ,X,O,X,O,O,O,O
JILTZSO,X,O,X,O,X,O,O
JILTZOS,X,O,X,O,X,O,O
JILTOSZ,X,O,X,O,O,O,O
JILTOZS,X,O,X,O,X,O,O
JILSTZO,X,X,X,X,O,X,X
JILSTOZ,X,X,X,X,O,X,X
JILSZTO,X,X,X,X,O,X,X
JILSZOT,X,X,X,X,O,X,X
JILSOTZ,X,X,X,X,O,X,X
JILSOZT,X,X,X,X,O,X,X
JILZTSO,X,X,X,X,X,X,O
JILZTOS,X,X,X,X,X,X,O
JILZSTO,X,X,X,X,O,X,X
JILZSOT,X,X,X,X,O,X,X
JILZOTS,X,X,X,X,X,X,O
JILZOST,X,X,X,X,O,X,X
JILOTSZ,X,O,X,O,O,O,O
JILOTZS,X,O,X,O,X,O,O
JILOSTZ,X,X,X,X,O,X,X
JILOSZT,X,X,X,X,O,X,X
JILOZTS,X,X,X,X,X,X,O
JILOZST,X,X,X,X,O,X,X
JISTLZO,X,X,X,O,X,X,X
JISTLOZ,X,X,X,O,X,X,X
JISTZLO,X,X,X,O,X,X,X
JISTZOL,X,X,X,O,X,X,X
JISTOLZ,X,X,X,O,X,X,X
JISTOZL,X,X,X,O,X,X,X
JISLTZO,X,X,X,X,O,O,X
JISLTOZ,X,X,X,X,O,O,X
JISLZTO,O,X,X,X,O,X,X
JISLZOT,O,X,X,X,O,X,X
JISLOTZ,X,X,X,X,O,O,X
JISLOZT,O,X,X,X,O,X,X
JISZTLO,O,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,X
JISZLTO,O,X,X,X,X,X,X
JISZLOT,O,X,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,X,X
JISOTLZ,X,X,X,O,X,X,X
JISOTZL,X,X,X,O,X,X,X
JISOLTZ,X,X,X,X,O,O,X
JISOLZT,O,X,X,X,O,X,X
JISOZTL,O,X,X,X,X,X,X
JISOZLT,O,X,X,X,X,X,X
JIZTLSO,X,X,O,O,X,X,X
JIZTLOS,X,X,O,O,X,X,X
JIZTSLO,O,X,X,O,X,X,X
JIZTSOL,O,X,O,O,X,X,X
JIZTOLS,X,X,O,O,X,X,X
JIZTOSL,O,X,O,O,X,X,X
JIZLTSO,X,X,O,X,X,X,O
JIZLTOS,X,X,O,X,X,X,O
JIZLSTO,O,X,X,X,O,X,X
JIZLSOT,O,X,X,X,O,X,X
JIZLOTS,X,X,O,X,X,X,O
JIZLOST,O,X,X,X,O,X,X
JIZSTLO,O,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X
JIZSLTO,O,X,X,X,X,X,X
JIZSLOT,O,X,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X
JIZOTLS,X,X,O,O,X,X,X
JIZOTSL,O,X,O,O,X,X,X
JIZOLTS,X,X,O,X,X,X,O
JIZOLST,O,X,X,X,O,X,X
JIZOSTL,O,X,X,X,X,X,X
JIZOSLT,O,X,X,X,X,X,X
JIOTLSZ,X,O,X,O,O,X,X
JIOTLZS,X,O,X,O,X,X,X
JIOTSLZ,X,O,X,O,X,X,X
JIOTSZL,X,X,X,O,X,X,X
JIOTZLS,X,O,X,O,X,X,X
JIOTZSL,X,X,X,O,X,X,X
JIOLTSZ,X,O,X,O,O,O,O
JIOLTZS,X,O,X,O,X,O,O
JIOLSTZ,X,X,X,X,O,X,X
JIOLSZT,X,X,X,X,O,X,X
JIOLZTS,X,X,X,X,X,X,O
JIOLZST,X,X,X,X,O,X,X
JIOSTLZ,X,X,X,O,X,X,X
JIOSTZL,X,X,X,O,X,X,X
JIOSLTZ,X,X,X,X,O,O,X
JIOSLZT,O,X,X,X,O,X,X
JIOSZTL,O,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X
JIOZTLS,X,X,O,O,X,X,X
JIOZTSL,O,X,O,O,X,X,X
JIOZLTS,X,X,O,X,X,X,O
JIOZLST,O,X,X,X,O,X,X
JIOZSTL,O,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X
JLTISZO,X,O,X,O,O,O,O
JLTISOZ,X,O,X,O,O,O,O
JLTIZSO,X,O,X,O,X,O,O
JLTIZOS,X,O,X,O,X,O,O
JLTIOSZ,X,O,X,O,O,O,O
JLTIOZS,X,O,X,O,X,O,O
JLTSIZO,X,O,X,O,O,O,O
JLTSIOZ,X,O,X,O,O,O,O
JLTSZIO,X,O,O,O,O,O,O
JLTSZOI,X,O,O,O,O,O,O
JLTSOIZ,X,O,X,O,O,O,O
JLTSOZI,X,O,O,O,O,O,O
JLTZISO,X,O,O,O,X,O,O
JLTZIOS,X,O,O,O,X,O,O
JLTZSIO,X,O,O,O,O,O,O
JLTZSOI,X,O,O,O,O,O,O
JLTZOIS,X,O,O,O,X,O,O
JLTZOSI,X,O,O,O,O,O,O
JLTOISZ,X,O,X,O,O,O,O
JLTOIZS,X,O,X,O,X,O,O
JLTOSIZ,X,O,X,O,O,O,O
JLTOSZI,X,O,O,O,O,O,O
JLTOZIS,X,O,O,O,X,O,O
JLTOZSI,X,O,O,O,O,O,O
