sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFzgBGiB3mBxpBls?BUqB
ZIJLOTS,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZIJLOST,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJSTLO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZIJSTOL,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZIJSLTO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZIJSLOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIJSOTL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIJSOLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIJOTLS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIJOTSL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIJOLTS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIJOLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOSTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJOSLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISTLJO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISTLOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISTJLO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISTJOL,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISTOLJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
ZISTOJL,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISLTJO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISLTOJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X
ZISLJTO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISLJOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZISLOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISLOJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZISJTLO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISJTOL,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISJLTO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
ZISJLOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZISJOTL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZISJOLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZISOTLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOTJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOLJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOJTL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZISOJLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIOTLJS,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIOTLSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOTJLS,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIOTJSL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOTSLJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOTSJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOLTJS,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIOLTSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOLJTS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOLJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJTLS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOJTSL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOJLTS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOJLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJSTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOJSLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOSTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSTJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSLJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOSJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOSJLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLTIJSO,O,X,O,O,X,O,O,O,X,X,X,X,O,X
ZLTIJOS,O,X,O,O,X,X,O,O,X,X,X,X,O,X
ZLTISJO,O,X,O,O,X,O,O,X,X,X,X,X,O,X
ZLTISOJ,O,X,O,X,X,O,O,X,X,X,X,X,O,X
ZLTIOJS,O,X,O,O,X,X,O,O,X,X,X,X,O,X
ZLTIOSJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X
ZLTJISO,O,X,O,O,X,O,O,O,O,X,X,X,O,X
ZLTJIOS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
ZLTJSIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X
ZLTJSOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
ZLTJOIS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
ZLTJOSI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
ZLTSIJO,O,X,O,O,X,O,O,X,X,X,X,O,X,X
ZLTSIOJ,O,X,O,O,X,O,O,X,O,X,X,O,X,X
ZLTSJIO,O,X,O,O,O,O,O,X,O,X,X,X,X,X
ZLTSJOI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
ZLTSOIJ,O,X,O,O,X,O,O,X,O,X,X,O,X,X
ZLTSOJI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
ZLTOIJS,O,X,O,O,X,X,O,O,X,X,X,X,O,X
ZLTOISJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X
ZLTOJIS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
ZLTOJSI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
ZLTOSIJ,O,X,O,O,X,O,O,X,O,X,X,O,X,X
ZLTOSJI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
ZLITJSO,O,X,O,O,X,X,O,O,X,X,X,X,O,X
ZLITJOS,X,X,X,O,X,X,O,O,X,X,X,X,O,X
ZLITSJO,O,X,O,O,X,X,O,X,X,X,X,X,O,X
ZLITSOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X
ZLITOJS,X,X,X,O,X,X,O,O,X,X,X,X,O,X
ZLITOSJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
ZLIJTSO,O,X,O,O,X,X,O,O,X,X,X,X,O,X
ZLIJTOS,X,X,X,O,O,X,O,O,X,X,X,X,O,X
ZLIJSTO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
ZLIJSOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLIJOTS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
ZLIJOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLISTJO,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZLISTOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
ZLISJTO,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZLISJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLISOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLISOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLIOTJS,O,O,X,O,X,X,O,X,X,X,X,X,O,X
ZLIOTSJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
ZLIOJTS,O,O,X,O,X,X,O,X,X,X,X,X,O,X
ZLIOJST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLIOSJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLJTISO,O,X,O,O,X,O,O,O,O,X,X,X,O,X
ZLJTIOS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
ZLJTSIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X
ZLJTSOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
ZLJTOIS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
ZLJTOSI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
ZLJITSO,O,X,O,O,X,X,O,O,O,X,X,X,O,X
ZLJITOS,X,X,X,O,O,X,O,O,O,X,X,X,O,X
ZLJISTO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
ZLJISOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJIOTS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
ZLJIOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSTIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
ZLJSTOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
ZLJSITO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
ZLJSIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJSOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJOTIS,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZLJOTSI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZLJOITS,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZLJOIST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLJOSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZLSTIOJ,O,O,O,X,X,O,O,X,O,X,X,O,X,X
ZLSTJIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
ZLSTJOI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
ZLSTOIJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X
ZLSTOJI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
ZLSITJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZLSITOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZLSIJTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
ZLSIJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSIOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLSIOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
ZLSJTOI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
ZLSJITO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
ZLSJIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSJOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLSOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLSOIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOTIJS,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZLOTISJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLOTJIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZLOTJSI,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZLOTSIJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZLOTSJI,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZLOITJS,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZLOITSJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZLOIJTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZLOIJST,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOISTJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLOISJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOJTIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZLOJTSI,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZLOJITS,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZLOJIST,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOJSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOJSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOSTJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOSITJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOSIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOSJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJTILSO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZJTILOS,O,X,O,X,O,X,O,O,O,X,X,X,O,X
ZJTISLO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZJTISOL,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZJTIOLS,O,X,X,X,O,X,O,O,O,X,X,X,O,X
ZJTIOSL,O,X,O,X,O,X,X,O,X,X,X,X,O,X
ZJTLISO,O,O,O,X,X,O,O,O,O,X,X,X,O,X
ZJTLIOS,O,O,O,X,O,X,O,O,O,X,X,X,O,X
ZJTLSIO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
ZJTLSOI,O,O,O,X,X,O,O,O,O,X,X,X,X,X
ZJTLOIS,O,O,O,X,O,X,O,O,O,X,X,X,O,X
ZJTLOSI,O,O,O,X,O,O,O,O,O,X,X,X,X,X
ZJTSILO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJTSIOL,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJTSLIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJTSLOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJTSOIL,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJTSOLI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJTOILS,O,O,X,X,O,X,O,O,O,X,X,X,O,X
ZJTOISL,O,O,O,X,O,X,X,O,X,X,X,X,O,X
ZJTOLIS,O,O,O,X,O,X,O,O,O,X,X,X,O,X
ZJTOLSI,O,O,O,X,O,O,O,O,O,X,X,X,X,X
ZJTOSIL,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJTOSLI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJITLSO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZJITLOS,O,X,O,X,O,X,O,O,O,X,X,X,O,X
ZJITSLO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZJITSOL,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZJITOLS,O,X,X,X,O,X,O,O,O,X,X,X,O,X
ZJITOSL,O,X,O,X,O,X,X,O,X,X,X,X,O,X
ZJILTSO,O,X,O,X,X,X,O,O,O,X,X,X,O,X
ZJILTOS,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZJILSTO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZJILSOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJILOTS,O,X,X,X,X,X,O,O,X,X,X,X,O,X
ZJILOST,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISTLO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZJISTOL,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZJISLTO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZJISLOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJISOTL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJISOLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJIOTLS,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJIOTSL,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJIOLTS,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJIOLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTISO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZJLTIOS,O,X,O,X,O,X,O,O,O,X,X,X,O,X
ZJLTSIO,O,X,O,X,X,O,O,O,O,X,X,X,X,X
ZJLTSOI,O,X,O,X,X,O,O,O,O,X,X,X,X,X
ZJLTOIS,O,X,O,X,O,X,O,O,O,X,X,X,O,X
ZJLTOSI,O,X,O,X,O,O,O,O,O,X,X,X,X,X
ZJLITSO,O,X,O,X,X,X,O,O,O,X,X,X,O,X
ZJLITOS,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZJLISTO,O,O,O,X,X,O,O,O,O,X,X,X,O,X
ZJLISOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLIOTS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
ZJLIOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSTIO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
ZJLSTOI,O,X,O,X,X,O,O,O,O,X,X,X,X,X
ZJLSITO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
ZJLSIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJLOTSI,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJLOITS,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJLOIST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOSTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSTILO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJSTIOL,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJSTLIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJSTLOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJSTOIL,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJSTOLI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJSITLO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJSITOL,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJSILTO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZJSILOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSIOTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSIOLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJSLTOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJSLITO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZJSLIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOTLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOITL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOILT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOLTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOTILS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
ZJOTISL,O,O,O,X,X,X,X,O,X,X,X,X,O,X
ZJOTLIS,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJOTLSI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZJOTSIL,O,O,O,X,X,O,X,O,X,X,X,X,O,X
ZJOTSLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZJOITLS,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJOITSL,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJOILTS,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJOILST,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOISTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJOISLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLTIS,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJOLTSI,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJOLITS,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJOLIST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLSTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSTIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSTLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSITL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSILT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSLTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSTILJO,O,O,O,X,X,O,X,X,X,O,X,O,O,X
ZSTILOJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTIJLO,O,O,O,O,X,O,X,X,X,O,X,O,O,X
ZSTIJOL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTIOLJ,O,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSTIOJL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTLIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
ZSTLIOJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X
ZSTLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
ZSTLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZSTLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSTJILO,O,O,O,O,O,O,X,X,X,O,X,X,O,X
ZSTJIOL,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSTJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
ZSTJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSTJOIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSTJOLI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSTOILJ,O,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSTOIJL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTOLIJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X
ZSTOLJI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSTOJIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSTOJLI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSITLJO,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSITLOJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSITJLO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSITJOL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSITOLJ,O,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSITOJL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSILTJO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSILTOJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSILJTO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSILJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSILOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSILOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSIJTLO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSIJTOL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSIJLTO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSIJLOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSIJOTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSIJOLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSIOTLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOLTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOLJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSIOJLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLTIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
ZSLTIOJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X
ZSLTJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
ZSLTJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLTOIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZSLTOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLITJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZSLITOJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X
ZSLIJTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
ZSLIJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLIOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
