sequence,v115@RhA8EeB8AeC8BeF8Jei/IvhFRhB3iBcoBTmBGqBFqB,v115@RhA8EeB8AeC8BeF8Je/EJvhFUgBamBumBxnBFoBTqB,v115@RhA8EeB8AeC8BeF8JeT/IvhF/lBxiBimBFoBGmBUqB,v115@RhA8EeB8AeC8BeF8JeT/IvhFxgBliBcoB3mBGqBiqB,v115@RhA8EeB8AeC8BeF8JezAJvhFRiBcoBlkBCnBmkB3qB,v115@RhA8EeB8AeC8BeF8Jex/IvhF3iBcoBlkBGmBimBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFzgBumBxnB0kBFoB3qB,v115@RhA8EeB8AeC8BeF8JeT/IvhFumB3iBcoBRqBiqBlqB,v115@RhA8EeB8AeC8BeF8JeSIJvhFxkBlmB0kBXmBmnBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFumBzlBxnB0kBFoB3qB
LSIOTJZ,X,O,X,X,X,X,O,X,X,X
LSIOTZJ,X,O,X,X,O,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,O,X,X,O
LSIOJZT,X,O,X,X,X,X,O,X,X,O
LSIOZTJ,X,O,X,O,O,X,X,X,X,X
LSIOZJT,X,O,X,X,O,X,O,X,X,X
LSJTIZO,X,O,X,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,X,O,X,X,X
LSJTZIO,X,O,X,X,O,X,X,X,X,X
LSJTZOI,X,X,X,X,O,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,O,X,X,X
LSJTOZI,X,X,X,X,O,X,X,X,X,X
LSJITZO,X,O,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,X,O,X,X,X
LSJIZTO,X,O,X,O,X,X,X,X,X,X
LSJIZOT,X,O,X,O,X,X,O,X,X,X
LSJIOTZ,X,O,X,X,X,X,O,X,X,O
LSJIOZT,X,O,X,O,X,X,O,X,X,O
LSJZTIO,O,O,X,O,O,X,X,X,X,X
LSJZTOI,O,X,X,O,O,X,X,X,X,X
LSJZITO,O,O,X,O,O,X,X,X,X,X
LSJZIOT,O,O,X,O,O,X,O,X,X,X
LSJZOTI,O,X,X,O,O,X,X,X,X,X
LSJZOIT,O,O,X,O,O,X,O,X,X,X
LSJOTIZ,X,O,X,X,X,X,O,X,X,X
LSJOTZI,X,O,X,X,O,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,O,X,X,O
LSJOIZT,O,O,X,O,X,X,O,X,X,O
LSJOZTI,O,O,X,O,O,X,X,X,X,X
LSJOZIT,O,O,X,O,O,X,O,X,X,X
LSZTIJO,O,O,O,O,O,X,X,X,X,X
LSZTIOJ,O,X,O,O,O,X,X,X,X,X
LSZTJIO,O,O,O,O,O,X,X,X,X,X
LSZTJOI,O,X,O,O,O,X,X,X,X,X
LSZTOIJ,O,X,O,O,O,X,X,X,X,X
LSZTOJI,O,X,O,O,O,X,X,X,X,X
LSZITJO,O,O,O,O,O,X,X,X,X,X
LSZITOJ,O,X,O,O,O,X,X,X,X,X
LSZIJTO,O,O,X,O,O,X,X,X,X,X
LSZIJOT,O,O,X,O,O,X,O,X,X,X
LSZIOTJ,O,X,O,O,O,X,X,X,X,X
LSZIOJT,O,O,X,X,O,X,O,X,X,X
LSZJTIO,O,O,O,O,O,X,X,X,X,X
LSZJTOI,O,X,O,O,O,X,X,X,X,X
LSZJITO,O,O,X,O,O,X,X,X,X,X
LSZJIOT,O,O,X,O,O,X,O,X,X,X
LSZJOTI,O,X,O,O,O,X,X,X,X,X
LSZJOIT,O,O,X,O,O,X,O,X,X,X
LSZOTIJ,O,X,O,O,O,X,X,X,X,X
LSZOTJI,O,X,O,O,O,X,X,X,X,X
LSZOITJ,O,X,O,O,O,X,X,X,X,X
LSZOIJT,O,O,X,X,O,X,O,X,X,X
LSZOJTI,O,X,O,O,O,X,X,X,X,X
LSZOJIT,O,O,X,O,O,X,O,X,X,X
LSOTIJZ,X,O,X,X,X,X,O,X,X,X
LSOTIZJ,X,O,O,X,O,X,X,X,X,X
LSOTJIZ,X,O,X,X,X,X,O,X,X,X
LSOTJZI,X,O,X,X,O,X,X,X,X,X
LSOTZIJ,X,O,O,X,O,X,X,X,X,X
LSOTZJI,X,O,O,X,O,X,X,X,X,X
LSOITJZ,X,O,X,X,X,X,O,X,X,X
LSOITZJ,X,O,X,X,O,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,O,X,X,O
LSOIJZT,X,O,X,X,X,X,O,X,X,O
LSOIZTJ,O,O,X,O,O,X,X,X,X,X
LSOIZJT,O,O,X,X,O,X,O,X,X,X
LSOJTIZ,X,O,X,X,X,X,O,X,X,X
LSOJTZI,X,O,X,X,O,X,X,X,X,X
LSOJITZ,X,O,X,X,X,X,O,X,X,O
LSOJIZT,O,O,X,O,X,X,O,X,X,O
LSOJZTI,O,O,X,O,O,X,X,X,X,X
LSOJZIT,O,O,X,O,O,X,O,X,X,X
LSOZTIJ,O,O,O,O,O,X,X,X,X,X
LSOZTJI,O,O,O,O,O,X,X,X,X,X
LSOZITJ,O,O,O,O,O,X,X,X,X,X
LSOZIJT,O,O,X,X,O,X,O,X,X,X
LSOZJTI,O,O,O,O,O,X,X,X,X,X
LSOZJIT,O,O,X,O,O,X,O,X,X,X
LZTIJSO,X,X,O,X,O,O,X,X,O,X
LZTIJOS,X,X,O,X,X,X,X,X,O,X
LZTISJO,X,X,O,X,O,O,X,X,O,X
LZTISOJ,X,X,O,X,O,X,X,X,O,X
LZTIOJS,X,X,O,X,X,X,X,X,O,X
LZTIOSJ,X,X,O,X,O,X,X,X,O,X
LZTJISO,X,X,O,X,O,O,X,X,X,X
LZTJIOS,X,X,O,X,X,X,X,X,X,X
LZTJSIO,O,X,O,O,O,O,X,X,X,X
LZTJSOI,O,X,O,O,O,O,X,X,X,X
LZTJOIS,O,X,O,X,X,X,X,X,X,X
LZTJOSI,O,X,O,O,X,X,X,X,X,X
LZTSIJO,O,X,O,O,O,O,X,X,X,X
LZTSIOJ,O,X,O,O,O,X,X,X,X,X
LZTSJIO,O,X,O,O,O,O,X,X,X,X
LZTSJOI,O,X,O,O,O,O,X,X,X,X
LZTSOIJ,O,X,O,O,O,X,X,X,X,X
LZTSOJI,O,X,O,O,O,X,X,X,X,X
LZTOIJS,X,X,O,X,X,X,X,X,X,X
LZTOISJ,O,X,O,X,O,X,X,X,X,X
LZTOJIS,O,X,O,X,X,X,X,X,X,X
LZTOJSI,O,X,O,O,X,X,X,X,X,X
LZTOSIJ,O,X,O,O,O,X,X,X,X,X
LZTOSJI,O,X,O,O,O,X,X,X,X,X
LZITJSO,X,X,O,X,O,X,X,X,O,X
LZITJOS,X,X,O,X,X,X,X,X,O,X
LZITSJO,X,X,O,X,O,X,X,X,O,X
LZITSOJ,X,X,O,X,O,X,X,X,O,X
LZITOJS,X,X,O,X,X,X,X,X,O,X
LZITOSJ,X,X,O,X,O,X,X,X,O,X
LZIJTSO,X,X,X,X,O,X,X,O,X,X
LZIJTOS,X,X,X,X,X,X,X,O,X,X
LZIJSTO,O,O,X,X,O,X,X,O,X,X
LZIJSOT,O,O,X,X,O,X,O,O,X,X
LZIJOTS,O,X,X,X,X,X,X,O,X,O
LZIJOST,O,O,X,X,X,X,X,O,X,O
LZISTJO,O,O,O,X,O,X,X,X,X,X
LZISTOJ,O,X,O,X,O,X,X,X,X,X
LZISJTO,O,O,X,X,O,X,X,O,X,X
LZISJOT,O,O,X,X,O,X,O,O,X,X
LZISOTJ,O,X,O,X,O,X,X,X,X,X
LZISOJT,O,O,X,X,O,X,O,O,X,X
LZIOTJS,X,X,O,X,X,X,X,X,X,X
LZIOTSJ,O,X,O,X,O,X,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X,O,X,O
LZIOJST,O,O,X,X,X,X,X,O,X,O
LZIOSTJ,O,O,O,X,O,X,X,X,X,X
LZIOSJT,O,O,X,X,O,X,X,O,X,X
LZJTISO,X,X,O,X,O,O,X,X,X,X
LZJTIOS,X,X,O,X,X,X,X,X,X,X
LZJTSIO,O,X,O,O,O,O,X,X,X,X
LZJTSOI,O,X,O,O,O,O,X,X,X,X
LZJTOIS,O,X,O,X,X,X,X,X,X,X
LZJTOSI,O,X,O,O,X,X,X,X,X,X
LZJITSO,X,X,X,X,O,X,X,O,X,X
LZJITOS,X,X,X,X,X,X,X,O,X,X
LZJISTO,O,O,X,X,O,X,X,O,X,X
LZJISOT,O,O,X,X,O,X,O,O,X,X
LZJIOTS,O,X,X,X,X,X,X,O,X,O
LZJIOST,O,O,X,X,X,X,X,O,X,O
LZJSTIO,O,O,O,O,O,O,X,X,X,X
LZJSTOI,O,X,O,O,O,O,X,X,X,X
LZJSITO,O,O,X,O,O,X,X,O,X,X
LZJSIOT,O,O,X,O,O,X,O,O,X,X
LZJSOTI,O,X,O,O,O,X,X,X,X,X
LZJSOIT,O,O,X,O,O,X,O,O,X,X
LZJOTIS,O,X,O,X,X,X,X,X,X,X
LZJOTSI,O,X,O,O,X,X,X,X,X,X
LZJOITS,O,X,X,X,X,X,X,O,X,O
LZJOIST,O,O,X,X,X,X,X,O,X,O
LZJOSTI,O,O,O,O,X,X,X,X,X,X
LZJOSIT,O,O,X,O,X,X,X,O,X,X
LZSTIJO,O,O,O,O,O,O,X,X,X,X
LZSTIOJ,O,X,O,O,O,X,X,X,X,X
LZSTJIO,O,O,O,O,O,O,X,X,X,X
LZSTJOI,O,X,O,O,O,O,X,X,X,X
LZSTOIJ,O,X,O,O,O,X,X,X,X,X
LZSTOJI,O,X,O,O,O,X,X,X,X,X
LZSITJO,O,O,O,O,O,X,X,X,X,X
LZSITOJ,O,X,O,O,O,X,X,X,X,X
LZSIJTO,O,O,X,O,O,X,X,O,X,X
LZSIJOT,O,O,X,O,O,X,O,O,X,X
LZSIOTJ,O,X,O,O,O,X,X,X,X,X
LZSIOJT,O,O,X,X,O,X,O,O,X,X
LZSJTIO,O,O,O,O,O,O,X,X,X,X
LZSJTOI,O,X,O,O,O,O,X,X,X,X
LZSJITO,O,O,X,O,O,X,X,O,X,X
LZSJIOT,O,O,X,O,O,X,O,O,X,X
LZSJOTI,O,X,O,O,O,X,X,X,X,X
LZSJOIT,O,O,X,O,O,X,O,O,X,X
LZSOTIJ,O,X,O,O,O,O,X,X,X,X
LZSOTJI,O,X,O,O,O,O,X,X,X,X
LZSOITJ,O,X,O,O,O,X,X,X,X,X
LZSOIJT,O,O,X,X,O,X,O,O,X,X
LZSOJTI,O,X,O,O,O,O,X,X,X,X
LZSOJIT,O,O,X,O,O,X,O,O,X,X
LZOTIJS,X,X,O,X,X,O,X,X,X,X
LZOTISJ,O,X,O,X,O,O,X,X,X,X
LZOTJIS,O,X,O,X,X,O,X,X,X,X
LZOTJSI,O,X,O,O,X,O,X,X,X,X
LZOTSIJ,O,X,O,O,O,O,X,X,X,X
LZOTSJI,O,X,O,O,O,O,X,X,X,X
LZOITJS,X,X,O,X,X,X,X,X,X,X
LZOITSJ,O,X,O,X,O,X,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X,O,X,O
LZOIJST,O,O,X,X,X,X,X,O,X,O
LZOISTJ,O,O,O,X,O,X,X,X,X,X
LZOISJT,O,O,X,X,O,X,X,O,X,X
LZOJTIS,O,X,O,X,X,O,X,X,X,X
LZOJTSI,O,X,O,O,X,O,X,X,X,X
LZOJITS,O,X,X,X,X,X,X,O,X,O
LZOJIST,O,O,X,X,X,X,X,O,X,O
LZOJSTI,O,O,O,O,X,O,X,X,X,X
LZOJSIT,O,O,X,O,X,X,X,O,X,X
LZOSTIJ,O,O,O,O,O,O,X,X,X,X
LZOSTJI,O,O,O,O,O,O,X,X,X,X
LZOSITJ,O,O,O,O,O,X,X,X,X,X
LZOSIJT,O,O,X,X,O,X,X,O,X,X
LZOSJTI,O,O,O,O,O,O,X,X,X,X
LZOSJIT,O,O,X,O,O,X,X,O,X,X
LOTIJSZ,X,O,X,X,X,X,X,X,O,O
LOTIJZS,X,X,O,X,X,O,X,X,O,O
LOTISJZ,X,O,X,X,X,X,X,X,O,X
LOTISZJ,X,O,O,X,X,X,X,X,O,X
LOTIZJS,X,X,O,X,X,O,X,X,O,X
LOTIZSJ,O,X,O,X,X,O,X,X,O,X
LOTJISZ,X,O,X,X,X,X,X,X,X,O
LOTJIZS,O,X,O,X,X,O,X,X,X,O
LOTJSIZ,X,O,X,X,X,X,X,X,X,X
LOTJSZI,X,O,X,X,X,X,X,X,X,X
LOTJZIS,O,X,O,X,X,O,X,X,X,X
LOTJZSI,O,X,O,X,X,O,X,X,X,X
LOTSIJZ,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,X,O,O,X,O,X,X,X,X,X
LOTSJIZ,X,O,X,X,X,X,X,X,X,X
LOTSJZI,X,O,X,X,O,X,X,X,X,X
LOTSZIJ,X,O,O,X,O,X,X,X,X,X
LOTSZJI,X,O,O,X,O,X,X,X,X,X
LOTZIJS,X,X,O,X,X,O,X,X,X,X
LOTZISJ,O,X,O,X,O,O,X,X,X,X
LOTZJIS,O,X,O,X,X,O,X,X,X,X
LOTZJSI,O,X,O,X,X,O,X,X,X,X
LOTZSIJ,O,X,O,X,O,O,X,X,X,X
LOTZSJI,O,X,O,X,O,O,X,X,X,X
LOITJSZ,X,O,X,X,X,X,X,X,O,O
LOITJZS,X,X,O,X,X,X,X,X,O,O
LOITSJZ,X,O,X,X,X,X,X,X,O,X
LOITSZJ,X,O,O,X,X,X,X,X,O,X
LOITZJS,X,X,O,X,X,X,X,X,O,X
LOITZSJ,O,X,O,X,X,X,X,X,O,X
LOIJTSZ,X,O,X,X,X,X,X,X,X,O
LOIJTZS,O,X,X,X,X,X,X,X,X,O
LOIJSTZ,X,O,X,X,X,X,O,X,X,O
LOIJSZT,O,O,X,X,X,X,O,X,X,O
LOIJZTS,O,X,X,X,X,X,X,O,X,O
LOIJZST,O,O,X,X,X,X,X,O,X,O
LOISTJZ,X,O,X,X,X,X,O,X,X,X
LOISTZJ,X,O,X,X,X,X,X,X,X,X
LOISJTZ,X,O,X,X,X,X,O,X,X,O
LOISJZT,X,O,X,X,X,X,O,X,X,O
LOISZTJ,O,O,X,X,X,X,X,X,X,X
LOISZJT,O,O,X,X,X,X,O,X,X,X
LOIZTJS,X,X,O,X,X,X,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,X,X
LOIZJTS,O,X,X,X,X,X,X,O,X,O
LOIZJST,O,O,X,X,X,X,X,O,X,O
LOIZSTJ,O,O,O,X,X,X,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,O,X,X
LOJTISZ,X,O,X,X,X,X,X,X,X,O
LOJTIZS,O,X,O,X,X,O,X,X,X,O
LOJTSIZ,X,O,X,X,X,X,X,X,X,X
LOJTSZI,X,O,X,X,X,X,X,X,X,X
LOJTZIS,O,X,O,X,X,O,X,X,X,X
LOJTZSI,O,X,O,X,X,O,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,X,X,O
LOJITZS,O,X,X,X,X,X,X,X,X,O
LOJISTZ,X,O,X,X,X,X,O,X,X,O
LOJISZT,O,O,X,X,X,X,O,X,X,O
LOJIZTS,O,X,X,X,X,X,X,O,X,O
LOJIZST,O,O,X,X,X,X,X,O,X,O
LOJSTIZ,X,O,X,X,X,X,O,X,X,X
LOJSTZI,X,O,X,X,X,X,X,X,X,X
LOJSITZ,X,O,X,X,X,X,O,X,X,O
LOJSIZT,O,O,X,O,X,X,O,X,X,O
LOJSZTI,O,O,X,O,X,X,X,X,X,X
LOJSZIT,O,O,X,O,X,X,O,X,X,X
LOJZTIS,O,X,O,X,X,O,X,X,X,X
LOJZTSI,O,X,O,O,X,O,X,X,X,X
LOJZITS,O,X,X,X,X,X,X,O,X,O
LOJZIST,O,O,X,X,X,X,X,O,X,O
LOJZSTI,O,O,O,O,X,O,X,X,X,X
LOJZSIT,O,O,X,O,X,X,X,O,X,X
LOSTIJZ,X,O,X,X,X,X,O,X,X,X
LOSTIZJ,X,O,O,X,O,X,X,X,X,X
LOSTJIZ,X,O,X,X,X,X,O,X,X,X
LOSTJZI,X,O,X,X,O,X,X,X,X,X
LOSTZIJ,X,O,O,X,O,X,X,X,X,X
LOSTZJI,X,O,O,X,O,X,X,X,X,X
LOSITJZ,X,O,X,X,X,X,O,X,X,X
LOSITZJ,X,O,X,X,O,X,X,X,X,X
LOSIJTZ,X,O,X,X,X,X,O,X,X,O
LOSIJZT,X,O,X,X,X,X,O,X,X,O
LOSIZTJ,O,O,X,O,O,X,X,X,X,X
LOSIZJT,O,O,X,X,O,X,O,X,X,X
LOSJTIZ,X,O,X,X,X,X,O,X,X,X
LOSJTZI,X,O,X,X,O,X,X,X,X,X
LOSJITZ,X,O,X,X,X,X,O,X,X,O
LOSJIZT,O,O,X,O,X,X,O,X,X,O
LOSJZTI,O,O,X,O,O,X,X,X,X,X
LOSJZIT,O,O,X,O,O,X,O,X,X,X
LOSZTIJ,O,O,O,O,O,X,X,X,X,X
LOSZTJI,O,O,O,O,O,X,X,X,X,X
LOSZITJ,O,O,O,O,O,X,X,X,X,X
LOSZIJT,O,O,X,X,O,X,O,X,X,X
LOSZJTI,O,O,O,O,O,X,X,X,X,X
LOSZJIT,O,O,X,O,O,X,O,X,X,X
LOZTIJS,X,X,O,X,X,O,X,X,X,X
LOZTISJ,O,X,O,X,O,O,X,X,X,X
LOZTJIS,O,X,O,X,X,O,X,X,X,X
LOZTJSI,O,X,O,O,X,O,X,X,X,X
LOZTSIJ,O,X,O,O,O,O,X,X,X,X
LOZTSJI,O,X,O,O,O,O,X,X,X,X
LOZITJS,X,X,O,X,X,X,X,X,X,X
LOZITSJ,O,X,O,X,O,X,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,O,X,O
LOZIJST,O,O,X,X,X,X,X,O,X,O
LOZISTJ,O,O,O,X,O,X,X,X,X,X
LOZISJT,O,O,X,X,O,X,X,O,X,X
LOZJTIS,O,X,O,X,X,O,X,X,X,X
LOZJTSI,O,X,O,O,X,O,X,X,X,X
LOZJITS,O,X,X,X,X,X,X,O,X,O
LOZJIST,O,O,X,X,X,X,X,O,X,O
LOZJSTI,O,O,O,O,X,O,X,X,X,X
LOZJSIT,O,O,X,O,X,X,X,O,X,X
LOZSTIJ,O,O,O,O,O,O,X,X,X,X
LOZSTJI,O,O,O,O,O,O,X,X,X,X
LOZSITJ,O,O,O,O,O,X,X,X,X,X
LOZSIJT,O,O,X,X,O,X,X,O,X,X
LOZSJTI,O,O,O,O,O,O,X,X,X,X
LOZSJIT,O,O,X,O,O,X,X,O,X,X
JTILSZO,X,O,X,X,X,X,X,X,O,X
JTILSOZ,X,X,X,X,X,X,O,X,O,X
JTILZSO,X,X,O,X,X,O,X,X,O,X
JTILZOS,X,X,O,X,X,X,X,X,O,X
JTILOSZ,X,O,X,X,X,X,X,X,O,O
JTILOZS,X,X,O,X,X,X,X,X,O,O
JTISLZO,X,O,X,X,X,X,X,X,X,X
JTISLOZ,X,X,X,X,X,X,O,X,X,X
JTISZLO,X,O,X,X,X,O,X,X,X,X
JTISZOL,X,X,X,X,X,O,X,X,X,X
JTISOLZ,X,O,X,X,X,X,O,X,X,X
JTISOZL,X,O,X,X,X,X,X,X,X,X
JTIZLSO,X,X,O,X,X,O,X,O,X,X
JTIZLOS,X,X,O,X,X,X,X,O,X,X
JTIZSLO,X,X,O,X,X,O,X,O,X,X
JTIZSOL,X,X,O,X,X,O,X,O,X,X
JTIZOLS,X,X,O,X,X,X,X,O,X,X
JTIZOSL,X,X,O,X,X,O,X,O,X,X
JTIOLSZ,X,O,X,X,X,X,X,X,X,O
JTIOLZS,X,X,O,X,X,X,X,X,X,O
JTIOSLZ,X,O,X,X,X,X,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X,X,X,X
JTIOZLS,X,X,O,X,X,X,X,O,X,X
JTIOZSL,X,X,O,X,X,O,X,O,X,X
JTLISZO,X,O,X,X,X,X,X,X,O,X
JTLISOZ,X,X,X,X,X,X,O,X,O,X
JTLIZSO,X,X,O,X,X,O,X,X,O,X
JTLIZOS,X,X,O,X,X,X,X,X,O,X
JTLIOSZ,X,O,X,X,X,X,X,X,O,O
JTLIOZS,X,X,O,X,X,X,X,X,O,O
JTLSIZO,X,O,X,X,X,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,X,O,X,X,X
JTLSZIO,X,O,X,X,O,X,X,X,X,X
JTLSZOI,X,X,X,X,O,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X,O,X,X,X
JTLSOZI,X,X,X,X,O,X,X,X,X,X
JTLZISO,X,X,O,X,O,O,X,X,X,X
JTLZIOS,X,X,O,X,X,X,X,X,X,X
JTLZSIO,O,X,O,X,O,O,X,X,X,X
JTLZSOI,O,X,O,X,O,O,X,X,X,X
JTLZOIS,O,X,O,X,X,X,X,X,X,X
JTLZOSI,O,X,O,X,X,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,X,X,X,O
JTLOIZS,O,X,O,X,X,X,X,X,X,O
JTLOSIZ,X,O,X,X,X,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,O,X,X,X,X,X,X,X
JTLOZSI,O,X,O,X,X,X,X,X,X,X
JTSILZO,X,O,X,X,X,X,X,X,X,X
JTSILOZ,X,X,X,X,X,X,O,X,X,X
JTSIZLO,X,O,X,O,X,O,X,X,X,X
JTSIZOL,X,X,X,O,X,O,X,X,X,X
JTSIOLZ,X,O,X,X,X,X,O,X,X,X
JTSIOZL,X,O,X,O,X,X,X,X,X,X
JTSLIZO,X,O,X,X,X,X,X,X,X,X
JTSLIOZ,X,X,X,X,X,X,O,X,X,X
JTSLZIO,X,O,X,X,O,X,X,X,X,X
JTSLZOI,X,X,X,X,O,X,X,X,X,X
JTSLOIZ,X,X,X,X,X,X,O,X,X,X
JTSLOZI,X,X,X,X,O,X,X,X,X,X
JTSZILO,X,O,X,O,X,O,X,X,X,X
JTSZIOL,X,X,X,O,X,O,X,X,X,X
JTSZLIO,X,O,X,O,O,O,X,X,X,X
JTSZLOI,X,X,X,O,O,O,X,X,X,X
JTSZOIL,X,X,X,O,X,O,X,X,X,X
JTSZOLI,X,X,X,O,O,O,X,X,X,X
JTSOILZ,X,O,X,X,X,X,O,X,X,X
JTSOIZL,X,O,X,O,X,X,X,X,X,X
JTSOLIZ,X,O,X,X,X,X,O,X,X,X
JTSOLZI,X,O,X,X,O,X,X,X,X,X
JTSOZIL,X,O,X,O,X,X,X,X,X,X
JTSOZLI,X,O,X,O,O,X,X,X,X,X
JTZILSO,X,X,O,X,O,O,X,O,X,X
JTZILOS,X,X,O,X,X,X,X,O,X,X
JTZISLO,X,X,O,O,X,O,X,O,X,X
JTZISOL,X,X,O,O,X,O,X,O,X,X
JTZIOLS,X,X,O,X,X,X,X,O,X,X
JTZIOSL,X,X,O,O,X,O,X,O,X,X
JTZLISO,X,X,O,X,O,O,X,X,X,X
JTZLIOS,X,X,O,X,X,X,X,X,X,X
JTZLSIO,O,X,O,O,O,O,X,X,X,X
JTZLSOI,O,X,O,O,O,O,X,X,X,X
JTZLOIS,O,X,O,X,X,X,X,X,X,X
JTZLOSI,O,X,O,O,X,X,X,X,X,X
JTZSILO,O,X,O,O,X,O,X,O,X,X
JTZSIOL,X,X,O,O,X,O,X,O,X,X
JTZSLIO,O,X,O,O,O,O,X,X,X,X
JTZSLOI,O,X,O,O,O,O,X,X,X,X
JTZSOIL,O,X,O,O,X,O,X,O,X,X
JTZSOLI,O,X,O,O,O,O,X,X,X,X
JTZOILS,O,X,O,X,X,X,X,O,X,X
JTZOISL,O,X,O,O,X,O,X,O,X,X
JTZOLIS,O,X,O,X,X,X,X,X,X,X
JTZOLSI,O,X,O,O,X,X,X,X,X,X
JTZOSIL,O,X,O,O,X,O,X,O,X,X
JTZOSLI,O,X,O,O,X,O,X,X,X,X
JTOILSZ,X,O,X,X,X,X,X,X,X,O
JTOILZS,O,X,O,X,X,X,X,X,X,O
JTOISLZ,X,O,X,X,X,X,X,X,X,X
JTOISZL,X,O,X,X,X,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,O,X,X
JTOIZSL,O,X,O,X,X,O,X,O,X,X
JTOLISZ,X,O,X,X,X,X,X,X,X,O
JTOLIZS,O,X,O,X,X,X,X,X,X,O
JTOLSIZ,X,O,X,X,X,X,X,X,X,X
JTOLSZI,X,O,X,X,X,X,X,X,X,X
JTOLZIS,O,X,O,X,X,X,X,X,X,X
JTOLZSI,O,X,O,X,X,X,X,X,X,X
JTOSILZ,X,O,X,X,X,X,X,X,X,X
JTOSIZL,X,O,X,O,X,X,X,X,X,X
JTOSLIZ,X,O,X,X,X,X,X,X,X,X
JTOSLZI,X,O,X,X,X,X,X,X,X,X
JTOSZIL,X,O,X,O,X,X,X,X,X,X
JTOSZLI,X,O,X,O,X,X,X,X,X,X
JTOZILS,O,X,O,X,X,X,X,O,X,X
JTOZISL,O,X,O,O,X,O,X,O,X,X
JTOZLIS,O,X,O,X,X,X,X,X,X,X
JTOZLSI,O,X,O,O,X,X,X,X,X,X
JTOZSIL,O,X,O,O,X,O,X,O,X,X
JTOZSLI,O,X,O,O,X,O,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X,O,X
JITLSOZ,X,X,X,X,X,X,O,X,O,X
JITLZSO,X,X,X,X,X,O,X,X,O,X
JITLZOS,X,X,X,X,X,X,X,X,O,X
JITLOSZ,X,O,X,X,X,X,X,X,O,O
JITLOZS,X,X,X,X,X,X,X,X,O,O
JITSLZO,X,O,X,X,X,X,X,X,X,X
JITSLOZ,X,X,X,X,X,X,O,X,X,X
JITSZLO,X,O,X,X,X,O,X,X,X,X
JITSZOL,X,X,X,X,X,O,X,X,X,X
JITSOLZ,X,O,X,X,X,X,O,X,X,X
JITSOZL,X,O,X,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,X,O,X,O,X,X
JITZLOS,X,X,X,X,X,X,X,O,X,X
JITZSLO,X,X,X,X,X,O,X,O,X,X
JITZSOL,X,X,X,X,X,O,X,O,X,X
JITZOLS,X,X,X,X,X,X,X,O,X,X
JITZOSL,X,X,X,X,X,O,X,O,X,X
JITOLSZ,X,O,X,X,X,X,X,X,X,O
JITOLZS,X,X,X,X,X,X,X,X,X,O
JITOSLZ,X,O,X,X,X,X,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,X,X,X
JITOZLS,X,X,X,X,X,X,X,O,X,X
JITOZSL,X,X,X,X,X,O,X,O,X,X
JILTSZO,X,O,X,X,X,X,X,X,O,X
JILTSOZ,X,X,X,X,X,X,O,X,O,X
JILTZSO,X,X,X,X,X,X,X,X,O,X
JILTZOS,X,X,X,X,X,X,X,X,O,X
JILTOSZ,X,O,X,X,X,X,X,X,O,O
JILTOZS,X,X,X,X,X,X,X,X,O,O
JILSTZO,X,O,X,X,X,X,X,X,X,X
JILSTOZ,X,X,X,X,X,X,O,X,X,X
JILSZTO,X,O,X,X,X,X,X,X,X,X
JILSZOT,X,O,X,X,X,X,O,X,X,X
JILSOTZ,X,O,X,X,X,X,O,X,X,O
JILSOZT,X,O,X,X,X,X,O,X,X,O
JILZTSO,X,X,X,X,X,X,X,O,X,X
JILZTOS,X,X,X,X,X,X,X,O,X,X
JILZSTO,O,O,X,X,X,X,X,O,X,X
JILZSOT,O,O,X,X,X,X,O,O,X,X
JILZOTS,O,X,X,X,X,X,X,O,X,O
JILZOST,O,O,X,X,X,X,X,O,X,O
JILOTSZ,X,O,X,X,X,X,X,X,X,O
JILOTZS,O,X,X,X,X,X,X,X,X,O
JILOSTZ,X,O,X,X,X,X,O,X,X,O
JILOSZT,O,O,X,X,X,X,O,X,X,O
JILOZTS,O,X,X,X,X,X,X,O,X,O
