sequence,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeRyXaAFLDmClc?JSAVDEHBEooRBJoAVBsfLuCvOBAAvhFyQB+PBsOB3NBTLBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ3jFDqOBAAvhFRSBzLBXKB0HBOLBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBp/rtC6OBAAvhFRSB2QB6PB3NB0LBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je1yXaAFLDmClc?JSAVDEHBEooRBUoAVBzfjWCP+AAAvhF3MB+PBsOBKLBzLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBUNUFDK+AAAvhF1SB3MB6PBsLBOLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVB6+ytCp/AAAvhF0NB1RBTLBXPBRNBm?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVB6+bgCpCBAAvhF0NB1RB3LBTPBRNBi?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC6OBAAvhFRSBTKBKLBfMB0MBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBzHLxCM+AAAvhF3NB0LBTKBlMBiLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBa3TxCK+AAAvhF0MBTLBXKBlNBmLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVB6C+tCK+AAAvhF0MB6PBlNB3GB2QBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je0sXaAFLDmClc?JSAVDEHBEooRBaoAVBs+bgCK+AAAvhFCPBlNB3GBTPB2QBR?NB
JIZSTOL,O,X,O,O,O,X,O,X,O,X,X,X
JIZSLTO,O,X,O,O,O,X,X,X,X,X,X,X
JIZSLOT,O,X,O,O,O,X,X,X,X,X,X,X
JIZSOTL,O,X,O,X,O,X,O,X,O,X,X,X
JIZSOLT,O,X,O,X,O,X,X,X,X,X,X,X
JIZOTLS,O,O,O,X,X,X,O,O,X,X,X,X
JIZOTSL,O,O,O,X,X,X,O,X,O,X,X,X
JIZOLTS,O,O,O,X,X,X,O,O,X,X,X,X
JIZOLST,O,O,O,X,O,X,X,O,X,X,X,X
JIZOSTL,O,O,O,X,O,X,O,X,O,X,X,X
JIZOSLT,O,O,O,X,O,X,X,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,X,X,O,X,X,X,X
JIOTLZS,O,O,O,X,X,X,X,O,X,X,X,X
JIOTSLZ,O,O,O,X,X,X,O,O,O,X,X,X
JIOTSZL,O,O,O,X,X,X,O,X,O,X,X,X
JIOTZLS,O,O,O,X,X,X,O,O,X,X,X,X
JIOTZSL,O,O,O,X,X,X,O,X,O,X,X,X
JIOLTSZ,O,O,O,X,X,X,X,O,X,X,X,X
JIOLTZS,O,O,O,X,X,X,X,O,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,X,O,X,X,X,X
JIOLSZT,O,O,O,X,X,X,X,O,X,X,X,X
JIOLZTS,O,O,O,X,X,X,X,O,X,X,X,X
JIOLZST,O,O,O,X,O,X,X,O,X,X,X,X
JIOSTLZ,O,O,O,X,X,X,O,O,O,X,X,X
JIOSTZL,O,O,O,X,X,X,O,X,O,X,X,X
JIOSLTZ,O,O,O,X,X,X,O,O,O,X,X,X
JIOSLZT,O,O,O,X,X,X,X,O,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X,X,O,X,X,X
JIOSZLT,O,O,O,X,X,X,X,X,X,X,X,X
JIOZTLS,O,O,O,X,X,X,O,O,X,X,X,X
JIOZTSL,O,O,O,X,X,X,O,X,O,X,X,X
JIOZLTS,O,O,O,X,X,X,O,O,X,X,X,X
JIOZLST,O,O,O,X,O,X,X,O,X,X,X,X
JIOZSTL,O,O,O,X,O,X,O,X,O,X,X,X
JIOZSLT,O,O,O,X,O,X,X,X,X,X,X,X
JLTISZO,O,X,X,O,X,X,X,O,X,X,X,X
JLTISOZ,O,X,X,O,X,X,X,O,X,X,X,X
JLTIZSO,O,X,X,O,X,X,X,O,X,X,X,X
JLTIZOS,O,X,X,O,X,X,X,O,X,X,X,X
JLTIOSZ,O,X,X,O,X,X,X,O,X,X,X,X
JLTIOZS,O,X,X,O,X,X,X,O,X,X,X,X
JLTSIZO,O,X,X,O,X,X,O,O,O,X,X,X
JLTSIOZ,O,X,X,O,X,X,O,O,O,X,X,X
JLTSZIO,O,X,X,O,X,O,O,O,O,X,X,X
JLTSZOI,O,X,X,O,X,O,O,O,O,X,X,X
JLTSOIZ,O,O,X,O,X,O,O,O,O,X,X,X
JLTSOZI,O,O,X,O,X,O,O,O,O,X,X,X
JLTZISO,O,X,X,O,X,O,O,X,X,X,X,X
JLTZIOS,O,X,O,O,X,O,O,X,X,X,X,X
JLTZSIO,O,X,X,O,X,O,O,X,O,X,X,X
JLTZSOI,O,X,O,O,O,O,O,X,O,X,X,X
JLTZOIS,O,X,O,O,X,O,O,X,X,X,X,X
JLTZOSI,O,X,O,O,O,O,O,X,O,X,X,X
JLTOISZ,O,O,O,O,X,O,X,O,X,X,X,X
JLTOIZS,O,O,O,O,X,O,X,O,X,X,X,X
JLTOSIZ,O,O,X,O,X,O,O,O,O,X,X,X
JLTOSZI,O,O,X,O,X,O,O,O,O,X,X,X
JLTOZIS,O,O,O,O,X,O,O,X,X,X,X,X
JLTOZSI,O,O,O,O,O,O,O,X,O,X,X,X
JLITSZO,O,O,O,O,X,X,X,O,X,X,X,X
JLITSOZ,O,O,O,O,X,X,X,O,X,X,X,X
JLITZSO,O,O,O,O,X,X,X,O,X,X,X,X
JLITZOS,O,O,O,O,X,X,X,O,X,X,X,X
JLITOSZ,O,O,O,O,X,X,X,O,X,X,X,X
JLITOZS,O,O,O,O,X,X,X,O,X,X,X,X
JLISTZO,O,O,O,O,X,X,X,O,X,X,X,X
JLISTOZ,O,O,O,O,X,X,X,O,X,X,X,X
JLISZTO,O,O,O,O,X,X,X,O,X,X,X,X
JLISZOT,O,O,O,O,X,X,X,O,X,X,X,X
JLISOTZ,O,O,O,O,X,X,X,O,X,X,X,X
JLISOZT,O,O,O,O,X,X,X,O,X,X,X,X
JLIZTSO,O,O,O,O,X,X,X,O,X,X,X,X
JLIZTOS,O,O,O,O,X,X,X,O,X,X,X,X
JLIZSTO,O,O,O,O,X,X,X,O,X,X,X,X
JLIZSOT,O,O,O,O,O,X,X,O,X,X,X,X
JLIZOTS,O,O,O,X,X,X,X,O,X,X,X,X
JLIZOST,O,O,O,O,O,X,X,O,X,X,X,X
JLIOTSZ,O,O,O,X,X,X,X,O,X,X,X,X
JLIOTZS,O,O,O,X,X,X,X,O,X,X,X,X
JLIOSTZ,O,O,O,O,X,X,X,O,X,X,X,X
JLIOSZT,O,O,O,O,X,X,X,O,X,X,X,X
JLIOZTS,O,O,O,X,X,X,X,O,X,X,X,X
JLIOZST,O,O,O,O,O,X,X,O,X,X,X,X
JLSTIZO,O,X,X,O,X,X,O,O,O,X,X,X
JLSTIOZ,O,X,X,O,X,X,O,O,O,X,X,X
JLSTZIO,O,X,X,O,X,O,O,O,O,X,X,X
JLSTZOI,O,X,X,O,X,O,O,O,O,X,X,X
JLSTOIZ,O,O,X,O,X,O,O,O,O,X,X,X
JLSTOZI,O,O,X,O,X,O,O,O,O,X,X,X
JLSITZO,O,O,X,O,X,X,O,O,O,X,X,X
JLSITOZ,O,O,X,O,X,X,O,O,O,X,X,X
JLSIZTO,O,O,X,O,X,X,X,O,X,X,X,X
JLSIZOT,O,O,X,O,X,X,X,O,X,X,X,X
JLSIOTZ,O,O,X,O,X,X,O,O,O,X,X,X
JLSIOZT,O,O,X,O,X,X,X,O,X,X,X,X
JLSZTIO,O,X,X,O,X,O,O,O,O,O,X,X
JLSZTOI,O,X,O,O,O,O,O,O,O,O,X,X
JLSZITO,O,X,X,O,X,O,X,O,X,X,X,X
JLSZIOT,O,X,X,O,O,X,X,O,X,X,X,X
JLSZOTI,O,O,O,O,O,O,O,O,O,O,X,X
JLSZOIT,O,O,O,O,O,X,X,O,X,X,X,X
JLSOTIZ,O,O,X,O,O,O,O,O,O,X,X,X
JLSOTZI,O,O,X,O,O,O,O,O,O,X,X,X
JLSOITZ,O,O,O,O,X,O,O,O,O,X,X,X
JLSOIZT,O,O,O,O,X,X,X,O,X,X,X,X
JLSOZTI,O,O,O,O,O,O,O,O,O,O,X,X
JLSOZIT,O,O,O,O,O,X,X,O,X,X,X,X
JLZTISO,O,X,O,O,X,O,O,X,X,O,X,O
JLZTIOS,O,X,O,O,X,O,O,X,X,O,X,X
JLZTSIO,O,X,X,O,X,O,O,X,O,O,X,O
JLZTSOI,O,X,O,O,O,O,O,X,O,O,X,O
JLZTOIS,O,X,O,O,X,O,O,X,X,O,X,X
JLZTOSI,O,X,O,O,O,O,O,X,O,O,X,X
JLZITSO,O,X,O,O,X,O,O,O,X,X,X,X
JLZITOS,O,X,O,O,X,O,O,O,X,X,X,X
JLZISTO,O,X,O,O,X,O,X,O,X,X,X,X
JLZISOT,O,X,O,O,O,X,X,O,X,X,X,X
JLZIOTS,O,X,O,X,X,X,O,O,X,X,X,X
JLZIOST,O,X,O,O,O,X,X,O,X,X,X,X
JLZSTIO,O,X,X,O,O,O,X,O,O,O,X,O
JLZSTOI,O,X,O,O,O,O,X,O,O,O,X,O
JLZSITO,O,X,X,O,O,O,X,O,X,X,X,X
JLZSIOT,O,X,X,O,O,X,X,O,X,X,X,X
JLZSOTI,O,O,O,O,O,O,X,O,O,O,O,X
JLZSOIT,O,O,O,O,O,X,X,O,X,X,X,X
JLZOTIS,O,O,O,O,X,O,O,X,X,O,O,X
JLZOTSI,O,O,O,O,O,O,O,X,O,O,O,X
JLZOITS,O,O,O,X,X,X,O,O,X,X,X,X
JLZOIST,O,O,O,O,O,X,X,O,X,X,X,X
JLZOSTI,O,O,O,O,O,O,X,O,O,O,O,X
JLZOSIT,O,O,O,O,O,X,X,O,X,X,X,X
JLOTISZ,O,O,O,O,O,O,X,O,X,X,X,X
JLOTIZS,O,O,O,O,X,O,X,O,X,X,X,X
JLOTSIZ,O,O,X,O,O,O,O,O,O,X,X,X
JLOTSZI,O,O,X,O,O,O,O,O,O,X,X,X
JLOTZIS,O,O,O,O,X,O,O,X,X,X,X,X
JLOTZSI,O,O,O,O,O,O,O,X,O,X,X,X
JLOITSZ,O,O,O,X,X,O,X,O,X,X,X,X
JLOITZS,O,O,O,X,X,O,X,O,X,X,X,X
JLOISTZ,O,O,O,O,X,O,X,O,X,X,X,X
JLOISZT,O,O,O,O,X,X,X,O,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X,O,X,X,X,X
JLOIZST,O,O,O,O,O,X,X,O,X,X,X,X
JLOSTIZ,O,O,X,O,O,O,O,O,O,X,X,X
JLOSTZI,O,O,X,O,O,O,O,O,O,X,X,X
JLOSITZ,O,O,O,O,X,O,O,O,O,X,X,X
JLOSIZT,O,O,O,O,X,X,X,O,X,X,X,X
JLOSZTI,O,O,O,O,O,O,O,O,O,O,X,X
JLOSZIT,O,O,O,O,O,X,X,O,X,X,X,X
JLOZTIS,O,O,O,O,X,O,O,X,X,O,O,X
JLOZTSI,O,O,O,O,O,O,O,X,O,O,O,X
JLOZITS,O,O,O,X,X,X,O,O,X,X,X,X
JLOZIST,O,O,O,O,O,X,X,O,X,X,X,X
JLOZSTI,O,O,O,O,O,O,X,O,O,O,O,X
JLOZSIT,O,O,O,O,O,X,X,O,X,X,X,X
JSTILZO,X,X,X,O,X,X,O,X,O,X,X,X
JSTILOZ,X,X,X,O,X,X,O,X,O,X,X,X
JSTIZLO,X,X,X,O,O,X,O,X,O,X,X,X
JSTIZOL,X,X,X,O,O,X,O,X,O,X,X,X
JSTIOLZ,X,X,X,O,O,X,O,X,O,X,X,X
JSTIOZL,X,X,X,O,O,X,O,X,O,X,X,X
JSTLIZO,X,X,X,O,X,X,O,X,O,X,X,X
JSTLIOZ,X,X,X,O,X,X,O,X,O,X,X,X
JSTLZIO,X,X,X,O,X,X,O,X,O,X,X,X
JSTLZOI,X,X,X,O,X,X,O,X,O,X,X,X
JSTLOIZ,X,X,X,O,X,X,O,X,O,X,X,X
JSTLOZI,X,X,X,O,X,X,O,X,O,X,X,X
JSTZILO,X,X,X,O,O,X,O,X,O,X,X,X
JSTZIOL,X,X,X,O,O,X,O,X,O,X,X,X
JSTZLIO,X,X,X,O,O,X,O,X,O,X,X,X
JSTZLOI,X,X,X,O,O,X,O,X,O,X,X,X
JSTZOIL,X,X,X,O,O,X,O,X,O,X,X,X
JSTZOLI,X,X,X,O,O,X,O,X,O,X,X,X
JSTOILZ,X,X,X,O,O,X,O,X,O,X,X,X
JSTOIZL,X,X,X,O,O,X,O,X,O,X,X,X
JSTOLIZ,X,X,X,O,O,X,O,X,O,X,X,X
JSTOLZI,X,X,X,O,O,X,O,X,O,X,X,X
JSTOZIL,X,X,X,O,O,X,O,X,O,X,X,X
JSTOZLI,X,X,X,O,O,X,O,X,O,X,X,X
JSITLZO,O,X,O,O,X,X,O,O,O,X,X,X
JSITLOZ,O,X,O,O,X,X,O,O,O,X,X,X
JSITZLO,O,X,O,O,O,X,O,X,O,X,X,X
JSITZOL,O,X,O,O,O,X,O,X,O,X,X,X
JSITOLZ,O,X,O,O,O,X,O,O,O,X,X,X
JSITOZL,O,X,O,O,O,X,O,X,O,X,X,X
JSILTZO,O,X,O,O,X,X,O,O,O,X,X,X
JSILTOZ,O,X,O,O,X,X,O,O,O,X,X,X
JSILZTO,O,X,O,O,X,X,X,O,X,X,X,X
JSILZOT,O,X,O,O,X,X,X,O,X,X,X,X
JSILOTZ,O,X,O,O,X,X,O,O,O,X,X,X
JSILOZT,O,X,O,O,X,X,X,O,X,X,X,X
JSIZTLO,O,X,O,O,O,X,X,X,O,X,X,X
JSIZTOL,O,X,O,O,O,X,X,X,O,X,X,X
JSIZLTO,O,X,O,O,O,X,X,X,X,X,X,X
JSIZLOT,O,X,O,O,X,X,X,X,X,X,X,X
JSIZOTL,O,X,O,X,O,X,X,X,O,X,X,X
JSIZOLT,O,X,O,X,X,X,X,X,X,X,X,X
JSIOTLZ,O,X,O,O,X,X,O,O,O,X,X,X
JSIOTZL,O,X,O,O,X,X,O,X,O,X,X,X
JSIOLTZ,O,X,O,O,X,X,O,O,O,X,X,X
JSIOLZT,O,X,O,O,X,X,X,O,X,X,X,X
JSIOZTL,O,X,O,X,X,X,X,X,O,X,X,X
JSIOZLT,O,X,O,X,X,X,X,X,X,X,X,X
JSLTIZO,O,X,X,O,X,X,O,O,O,X,X,X
JSLTIOZ,O,X,X,O,X,X,O,O,O,X,X,X
JSLTZIO,O,X,X,O,X,X,O,O,O,X,X,X
JSLTZOI,O,X,X,O,X,X,O,O,O,X,X,X
JSLTOIZ,O,O,X,O,X,X,O,O,O,X,X,X
JSLTOZI,O,O,X,O,X,X,O,O,O,X,X,X
JSLITZO,O,X,X,O,X,X,O,O,O,X,X,X
JSLITOZ,O,X,X,O,X,X,O,O,O,X,X,X
JSLIZTO,O,X,X,O,X,X,X,O,X,X,X,X
JSLIZOT,O,X,X,O,X,X,X,O,X,X,X,X
JSLIOTZ,O,O,X,O,X,X,O,O,O,X,X,X
JSLIOZT,O,O,X,O,X,X,X,O,X,X,X,X
JSLZTIO,O,X,X,O,X,X,O,O,O,X,X,X
JSLZTOI,O,X,O,O,O,X,O,O,O,X,X,X
JSLZITO,O,X,X,O,X,X,X,O,X,X,X,X
JSLZIOT,O,X,X,O,O,X,X,O,X,X,X,X
JSLZOTI,O,O,O,O,O,X,O,O,O,X,X,X
JSLZOIT,O,O,O,O,O,X,X,O,X,X,X,X
JSLOTIZ,O,O,X,O,O,X,O,O,O,X,X,X
JSLOTZI,O,O,X,O,O,X,O,O,O,X,X,X
JSLOITZ,O,O,O,O,X,X,O,O,O,X,X,X
JSLOIZT,O,O,O,O,X,X,X,O,X,X,X,X
JSLOZTI,O,O,O,O,O,X,O,O,O,X,X,X
JSLOZIT,O,O,O,O,O,X,X,O,X,X,X,X
JSZTILO,X,X,O,O,O,X,O,X,O,X,X,X
JSZTIOL,X,X,O,O,O,X,O,X,O,X,X,X
JSZTLIO,X,X,X,O,O,X,O,X,O,X,X,X
JSZTLOI,X,X,O,O,O,X,O,X,O,X,X,X
JSZTOIL,X,X,O,O,O,X,O,X,O,X,X,X
JSZTOLI,X,X,O,O,O,X,O,X,O,X,X,X
JSZITLO,O,X,O,O,O,X,O,X,O,X,X,X
JSZITOL,O,X,O,O,O,X,O,X,O,X,X,X
JSZILTO,O,X,O,O,O,X,X,X,X,X,X,X
JSZILOT,O,X,O,O,O,X,X,X,X,X,X,X
JSZIOTL,O,X,O,X,O,X,O,X,O,X,X,X
JSZIOLT,O,X,O,X,O,X,X,X,X,X,X,X
JSZLTIO,O,X,X,O,O,X,O,X,O,X,X,X
JSZLTOI,O,X,O,O,O,X,O,X,O,X,X,X
JSZLITO,O,X,X,O,O,X,X,X,X,X,X,X
JSZLIOT,O,X,X,O,O,X,X,X,X,X,X,X
JSZLOTI,O,X,O,O,O,X,O,X,O,X,X,X
JSZLOIT,O,X,O,O,O,X,X,X,X,X,X,X
JSZOTIL,X,X,O,O,O,X,O,X,O,X,X,X
JSZOTLI,X,X,O,O,O,X,O,X,O,X,X,X
JSZOITL,X,X,O,X,O,X,O,X,O,X,X,X
JSZOILT,X,X,O,X,O,X,X,X,X,X,X,X
JSZOLTI,X,X,O,O,O,X,O,X,O,X,X,X
JSZOLIT,X,X,O,O,O,X,X,X,X,X,X,X
JSOTILZ,X,X,X,O,O,X,O,X,O,X,X,X
JSOTIZL,X,X,X,O,O,X,O,X,O,X,X,X
JSOTLIZ,X,X,X,O,O,X,O,X,O,X,X,X
JSOTLZI,X,X,X,O,O,X,O,X,O,X,X,X
JSOTZIL,X,X,X,O,O,X,O,X,O,X,X,X
JSOTZLI,X,X,X,O,O,X,O,X,O,X,X,X
JSOITLZ,X,O,O,O,X,X,O,O,O,X,X,X
JSOITZL,X,O,O,O,X,X,O,X,O,X,X,X
JSOILTZ,X,O,O,O,X,X,O,O,O,X,X,X
JSOILZT,X,O,O,O,X,X,X,O,X,X,X,X
JSOIZTL,X,O,O,X,X,X,X,X,O,X,X,X
JSOIZLT,X,O,O,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,O,X,O,O,X,O,O,O,X,X,X
JSOLTZI,X,O,X,O,O,X,O,O,O,X,X,X
JSOLITZ,X,O,O,O,X,X,O,O,O,X,X,X
JSOLIZT,X,O,O,O,X,X,X,O,X,X,X,X
JSOLZTI,X,O,O,O,O,X,O,O,O,X,X,X
JSOLZIT,X,O,O,O,O,X,X,O,X,X,X,X
JSOZTIL,X,O,O,O,O,X,O,X,O,X,X,X
JSOZTLI,X,X,O,O,O,X,O,X,O,X,X,X
JSOZITL,X,O,O,X,O,X,O,X,O,X,X,X
JSOZILT,X,O,O,X,O,X,X,X,X,X,X,X
JSOZLTI,X,O,O,O,O,X,O,X,O,X,X,X
JSOZLIT,X,O,O,O,O,X,X,X,X,X,X,X
JZTILSO,O,X,O,O,X,O,O,X,X,O,X,O
JZTILOS,O,X,O,O,X,O,O,X,X,O,X,X
JZTISLO,O,X,O,O,X,X,O,X,O,X,X,O
JZTISOL,O,X,O,O,X,X,O,X,O,X,O,X
JZTIOLS,O,X,O,O,X,O,O,X,X,O,O,X
JZTIOSL,O,X,O,O,X,O,O,X,O,X,O,X
JZTLISO,O,X,O,O,X,O,O,X,X,O,X,O
JZTLIOS,O,X,O,O,X,O,O,X,X,O,X,X
JZTLSIO,O,X,X,O,X,O,O,X,O,O,X,O
JZTLSOI,O,X,O,O,O,O,O,X,O,O,X,O
JZTLOIS,O,X,O,O,X,O,O,X,X,O,X,X
JZTLOSI,O,X,O,O,O,O,O,X,O,O,X,X
JZTSILO,X,X,O,O,O,X,O,X,O,X,X,O
JZTSIOL,X,X,O,O,O,X,O,X,O,X,O,X
JZTSLIO,X,X,X,O,O,X,O,X,O,X,X,O
JZTSLOI,X,X,O,O,O,X,O,X,O,X,X,O
JZTSOIL,X,X,O,O,O,X,O,X,O,X,O,X
JZTSOLI,X,X,O,O,O,X,O,X,O,X,O,X
JZTOILS,X,X,O,O,X,O,O,X,X,O,O,X
JZTOISL,X,X,O,O,X,O,O,X,O,X,O,X
JZTOLIS,X,X,O,O,X,O,O,X,X,O,O,X
JZTOLSI,X,X,O,O,O,O,O,X,O,O,O,X
JZTOSIL,X,X,O,O,O,O,O,X,O,X,O,X
JZTOSLI,X,X,O,O,O,O,O,X,O,X,O,X
JZITLSO,O,X,O,O,X,O,O,O,X,O,X,O
JZITLOS,O,X,O,O,X,O,O,O,X,O,X,X
JZITSLO,O,X,O,O,X,X,O,X,O,X,X,O
JZITSOL,O,X,O,O,X,X,O,X,O,X,O,X
JZITOLS,O,X,O,O,X,O,O,O,X,O,O,X
JZITOSL,O,X,O,O,X,O,O,X,O,X,O,X
JZILTSO,O,X,O,O,X,O,O,O,X,X,X,X
JZILTOS,O,X,O,O,X,O,O,O,X,X,X,X
JZILSTO,O,X,O,O,X,O,X,O,X,X,X,X
JZILSOT,O,X,O,O,O,X,X,O,X,X,X,X
JZILOTS,O,X,O,X,X,X,O,O,X,X,X,X
JZILOST,O,X,O,O,O,X,X,O,X,X,X,X
JZISTLO,O,X,O,O,O,X,O,X,O,X,X,O
JZISTOL,O,X,O,O,O,X,O,X,O,X,O,X
JZISLTO,O,X,O,O,O,X,X,X,X,X,X,X
JZISLOT,O,X,O,O,O,X,X,X,X,X,X,X
JZISOTL,O,X,O,X,O,X,O,X,O,X,X,X
JZISOLT,O,X,O,X,O,X,X,X,X,X,X,X
JZIOTLS,O,X,O,X,X,X,O,O,X,O,X,X
JZIOTSL,O,X,O,X,X,X,O,X,O,X,X,X
JZIOLTS,O,X,O,X,X,X,O,O,X,X,X,X
JZIOLST,O,X,O,X,O,X,X,O,X,X,X,X
JZIOSTL,O,X,O,X,O,X,O,X,O,X,X,X
JZIOSLT,O,X,O,X,O,X,X,X,X,X,X,X
JZLTISO,O,X,O,O,X,O,O,X,X,O,X,O
JZLTIOS,O,X,O,O,X,O,O,X,X,O,X,X
JZLTSIO,O,X,X,O,X,O,O,X,O,O,X,O
JZLTSOI,O,X,O,O,O,O,O,X,O,O,X,O
JZLTOIS,O,X,O,O,X,O,O,X,X,O,X,X
JZLTOSI,O,X,O,O,O,O,O,X,O,O,X,X
JZLITSO,O,X,O,O,X,O,O,O,X,X,X,X
JZLITOS,O,X,O,O,X,O,O,O,X,X,X,X
JZLISTO,O,X,O,O,X,O,X,O,X,X,X,X
JZLISOT,O,X,O,O,O,X,X,O,X,X,X,X
JZLIOTS,O,X,O,X,X,X,O,O,X,X,X,X
JZLIOST,O,X,O,O,O,X,X,O,X,X,X,X
JZLSTIO,O,X,X,O,O,O,X,O,O,O,X,O
JZLSTOI,O,X,O,O,O,O,X,O,O,O,X,O
JZLSITO,O,X,X,O,O,O,X,O,X,X,X,X
JZLSIOT,O,X,X,O,O,X,X,O,X,X,X,X
JZLSOTI,O,O,O,O,O,O,X,O,O,O,O,X
JZLSOIT,O,O,O,O,O,X,X,O,X,X,X,X
JZLOTIS,O,O,O,O,X,O,O,X,X,O,O,X
JZLOTSI,O,O,O,O,O,O,O,X,O,O,O,X
JZLOITS,O,O,O,X,X,X,O,O,X,X,X,X
JZLOIST,O,O,O,O,O,X,X,O,X,X,X,X
JZLOSTI,O,O,O,O,O,O,X,O,O,O,O,X
JZLOSIT,O,O,O,O,O,X,X,O,X,X,X,X
JZSTILO,X,X,O,O,O,X,O,X,O,X,X,O
JZSTIOL,X,X,O,O,O,X,O,X,O,X,O,X
JZSTLIO,X,X,X,O,O,X,O,X,O,X,X,O
JZSTLOI,X,X,O,O,O,X,O,X,O,X,X,O
JZSTOIL,X,X,O,O,O,X,O,X,O,X,O,X
JZSTOLI,X,X,O,O,O,X,O,X,O,X,O,X
JZSITLO,O,X,O,O,O,X,O,X,O,X,X,O
JZSITOL,O,X,O,O,O,X,O,X,O,X,O,X
JZSILTO,O,X,O,O,O,X,X,X,X,X,X,X
JZSILOT,O,X,O,O,O,X,X,X,X,X,X,X
JZSIOTL,O,X,O,X,O,X,O,X,O,X,X,X
JZSIOLT,O,X,O,X,O,X,X,X,X,X,X,X
JZSLTIO,O,X,X,O,O,X,O,X,O,X,X,O
JZSLTOI,O,X,O,O,O,X,O,X,O,X,X,O
JZSLITO,O,X,X,O,O,X,X,X,X,X,X,X
JZSLIOT,O,X,X,O,O,X,X,X,X,X,X,X
JZSLOTI,O,X,O,O,O,X,O,X,O,X,O,X
JZSLOIT,O,X,O,O,O,X,X,X,X,X,X,X
JZSOTIL,X,X,O,O,O,X,O,X,O,X,O,X
JZSOTLI,X,X,O,O,O,X,O,X,O,X,O,X
JZSOITL,X,X,O,X,O,X,O,X,O,X,X,X
JZSOILT,X,X,O,X,O,X,X,X,X,X,X,X
JZSOLTI,X,X,O,O,O,X,O,X,O,X,O,X
JZSOLIT,X,X,O,O,O,X,X,X,X,X,X,X
JZOTILS,X,O,O,O,X,O,O,X,X,O,O,X
JZOTISL,X,O,O,O,X,O,O,X,O,X,O,X
JZOTLIS,X,O,O,O,X,O,O,X,X,O,O,X
JZOTLSI,X,O,O,O,O,O,O,X,O,O,O,X
JZOTSIL,X,O,O,O,O,O,O,X,O,X,O,X
JZOTSLI,X,X,O,O,O,O,O,X,O,X,O,X
JZOITLS,O,O,O,X,X,X,O,O,X,O,X,X
JZOITSL,O,O,O,X,X,X,O,X,O,X,X,X
JZOILTS,O,O,O,X,X,X,O,O,X,X,X,X
JZOILST,O,O,O,X,O,X,X,O,X,X,X,X
JZOISTL,O,O,O,X,O,X,O,X,O,X,X,X
JZOISLT,O,O,O,X,O,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,X,O,O,X,X,O,O,X
JZOLTSI,O,O,O,O,O,O,O,X,O,O,O,X
JZOLITS,O,O,O,X,X,X,O,O,X,X,X,X
JZOLIST,O,O,O,O,O,X,X,O,X,X,X,X
JZOLSTI,O,O,O,O,O,O,X,O,O,O,O,X
JZOLSIT,O,O,O,O,O,X,X,O,X,X,X,X
JZOSTIL,X,O,O,O,O,X,O,X,O,X,O,X
JZOSTLI,X,X,O,O,O,X,O,X,O,X,O,X
JZOSITL,X,O,O,X,O,X,O,X,O,X,X,X
JZOSILT,X,O,O,X,O,X,X,X,X,X,X,X
JZOSLTI,X,O,O,O,O,X,O,X,O,X,O,X
JZOSLIT,X,O,O,O,O,X,X,X,X,X,X,X
JOTILSZ,X,O,O,O,O,O,X,O,X,X,X,X
JOTILZS,X,O,O,O,X,O,X,O,X,X,X,X
JOTISLZ,X,O,O,O,O,X,O,O,O,X,X,X
JOTISZL,X,O,O,O,O,O,O,X,O,X,X,X
JOTIZLS,X,O,O,O,X,O,O,O,X,X,X,X
JOTIZSL,X,O,O,O,X,O,O,X,O,X,X,X
JOTLISZ,X,O,O,O,O,O,X,O,X,X,X,X
JOTLIZS,X,O,O,O,X,O,X,O,X,X,X,X
JOTLSIZ,X,O,X,O,O,O,O,O,O,X,X,X
