sequence,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSAJvhEciBTeBRrBO?rBlrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSAJvhExcBTeB0hBd?rBXsB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSAJvhExcBTeBXiBd?rB0rB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeG9IvhETeBRgBanBU?hBFrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeC9IvhETeBRgBOnBU?hBFrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeT+IvhERgBFiBOrBC?rBXsB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSCJvhETeBRgBmmBf?rBlrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSCJvhETeBRgBlmBf?rBmrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8Je38IvhETeBlmBcnBG?lBarB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JecCJvhETeBRgB9mBf?rBmrB
IOTJLSZ,X,X,X,O,O,O,O,O,X,X
IOTJLZS,O,X,X,O,O,O,X,X,X,X
IOTJSLZ,X,X,X,X,O,O,X,X,X,X
IOTJSZL,X,X,X,X,X,O,X,X,X,X
IOTJZLS,O,X,X,X,O,O,X,X,X,X
IOTJZSL,X,X,X,X,X,O,X,X,O,O
IOTSLJZ,X,X,O,O,X,X,X,O,X,X
IOTSLZJ,X,X,O,X,X,X,X,O,X,X
IOTSJLZ,X,X,O,X,O,O,X,X,X,X
IOTSJZL,X,X,X,X,X,O,X,X,X,X
IOTSZLJ,X,X,O,X,X,X,X,X,X,O
IOTSZJL,X,X,O,X,X,X,X,X,X,O
IOTZLJS,O,O,X,O,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,O,X,O
IOTZJLS,O,O,X,X,O,O,X,X,X,X
IOTZJSL,X,X,X,X,X,O,X,X,O,O
IOTZSLJ,X,O,X,X,X,X,X,X,X,O
IOTZSJL,X,O,X,X,X,X,X,X,O,O
IOLTJSZ,X,X,X,O,O,O,O,O,X,X
IOLTJZS,O,X,X,O,O,O,X,X,X,X
IOLTSJZ,X,X,O,O,X,X,X,O,X,X
IOLTSZJ,X,X,O,X,X,X,X,O,X,X
IOLTZJS,O,O,X,O,X,X,X,X,X,X
IOLTZSJ,X,O,X,X,X,X,X,O,X,O
IOLJTSZ,X,X,X,X,X,O,O,O,X,X
IOLJTZS,O,X,X,O,O,O,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,O,X,X,X
IOLJSZT,O,X,X,O,O,X,O,X,X,X
IOLJZTS,O,X,X,O,O,X,X,X,X,X
IOLJZST,O,X,X,O,O,X,O,X,X,X
IOLSTJZ,X,X,X,X,X,X,X,O,X,X
IOLSTZJ,X,X,X,X,X,X,X,O,X,X
IOLSJTZ,X,X,X,X,X,X,O,X,X,X
IOLSJZT,O,X,X,O,X,X,O,X,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,X,X
IOLZTJS,O,X,X,X,X,X,X,X,X,X
IOLZTSJ,X,X,X,X,X,X,X,O,X,X
IOLZJTS,O,X,X,O,X,X,X,X,X,X
IOLZJST,O,X,X,O,X,X,O,X,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,O,O,O,O,O,X,X
IOJTLZS,O,X,X,O,O,O,X,X,X,X
IOJTSLZ,X,X,X,X,O,O,X,X,X,X
IOJTSZL,X,X,X,X,X,O,X,X,X,X
IOJTZLS,O,X,X,X,O,O,X,X,X,X
IOJTZSL,X,X,X,X,X,O,X,X,X,O
IOJLTSZ,X,X,X,X,X,O,O,O,X,X
IOJLTZS,O,X,X,O,O,O,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,O,X,X,X
IOJLSZT,O,X,X,O,O,X,O,X,X,X
IOJLZTS,O,X,X,O,O,X,X,X,X,X
IOJLZST,O,X,X,O,O,X,O,X,X,X
IOJSTLZ,X,X,X,X,X,O,X,X,X,X
IOJSTZL,X,X,X,X,X,O,X,X,X,X
IOJSLTZ,X,X,X,X,X,X,O,X,X,X
IOJSLZT,O,X,X,X,O,X,O,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,X,X,O,X,X,X,X
IOJZTSL,X,X,X,X,X,O,X,X,X,X
IOJZLTS,O,X,X,X,O,X,X,X,X,X
IOJZLST,O,X,X,X,O,X,O,X,X,X
IOJZSTL,X,X,X,X,X,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,O,X,X,X,O,X,X
IOSTLZJ,X,X,X,X,X,X,X,O,X,X
IOSTJLZ,X,X,X,X,O,O,X,X,X,X
IOSTJZL,X,X,X,X,X,O,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,X,X,O
IOSTZJL,X,X,X,X,X,X,X,X,X,O
IOSLTJZ,X,X,X,X,X,X,X,O,X,X
IOSLTZJ,X,X,X,X,X,X,X,O,X,X
IOSLJTZ,X,X,X,X,X,X,O,X,X,X
IOSLJZT,O,X,X,O,X,X,O,X,X,X
IOSLZTJ,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,X,X,O,X,X,X,X
IOSJTZL,X,X,X,X,X,O,X,X,X,X
IOSJLTZ,X,X,X,X,X,X,O,X,X,X
IOSJLZT,O,X,X,X,O,X,O,X,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,X,X,X,X,X
IOSZTJL,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,X,O,X,X,X,X,X,X
IOZTLSJ,X,X,X,X,X,X,X,O,X,O
IOZTJLS,O,X,X,X,O,O,X,X,X,X
IOZTJSL,X,X,X,X,X,O,X,X,X,O
IOZTSLJ,X,X,X,X,X,X,X,X,X,O
IOZTSJL,X,X,X,X,X,X,X,X,X,O
IOZLTJS,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,X,X,X,X,O,X,X
IOZLJTS,O,X,X,O,X,X,X,X,X,X
IOZLJST,O,X,X,O,X,X,O,X,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,X,X
IOZLSJT,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,X,X,X,O,X,X,X,X
IOZJTSL,X,X,X,X,X,O,X,X,X,X
IOZJLTS,O,X,X,X,O,X,X,X,X,X
IOZJLST,O,X,X,X,O,X,O,X,X,X
IOZJSTL,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,O,O,X,X,X,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,X
LTIJZOS,O,X,X,O,O,X,X,X,X,X
LTIJOSZ,X,X,X,O,O,X,X,O,X,X
LTIJOZS,O,X,X,O,O,X,X,X,X,X
LTISJZO,X,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,O,O,X,X,X,X,X,X
LTISZJO,X,X,O,X,X,X,X,X,X,X
LTISZOJ,X,X,O,X,X,X,X,X,X,X
LTISOJZ,X,X,O,O,X,X,X,O,X,X
LTISOZJ,X,X,O,X,X,X,X,O,X,X
LTIZJSO,X,X,X,X,X,X,X,X,X,X
LTIZJOS,O,O,X,O,X,X,X,X,X,X
LTIZSJO,X,O,X,X,X,X,X,X,X,X
LTIZSOJ,X,O,X,X,X,X,X,X,X,X
LTIZOJS,O,O,X,O,X,X,X,X,X,X
LTIZOSJ,X,O,X,X,X,X,X,O,X,X
LTIOJSZ,X,X,X,O,O,O,O,O,X,X
LTIOJZS,O,X,X,O,O,O,X,X,X,X
LTIOSJZ,X,X,O,O,X,X,X,O,X,X
LTIOSZJ,X,X,O,X,X,X,X,O,X,X
LTIOZJS,O,O,X,O,X,X,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,O,X,X
LTJISZO,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,X,X,O,O,X,X,X,X,X
LTJIZSO,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,X,X,O,O,X,X,X,X,X
LTJIOSZ,X,X,X,O,O,X,O,O,X,X
LTJIOZS,X,X,X,O,O,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,O,O,O,X,X,X,X,X
LTJSZIO,X,X,O,X,X,X,X,X,X,X
LTJSZOI,X,X,O,X,X,X,X,X,X,X
LTJSOIZ,X,X,O,O,O,X,X,X,X,X
LTJSOZI,X,X,O,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,O,X,O,O,X,X,X,X,X
LTJZSIO,X,O,X,X,X,X,X,X,X,X
LTJZSOI,X,O,X,X,X,X,X,X,O,X
LTJZOIS,X,O,X,O,O,X,X,X,X,X
LTJZOSI,X,O,X,X,X,X,X,X,O,X
LTJOISZ,X,X,X,O,O,X,O,O,X,X
LTJOIZS,X,X,X,O,O,X,X,X,X,X
LTJOSIZ,X,X,O,O,O,X,X,X,X,X
LTJOSZI,X,X,O,X,X,X,X,X,X,X
LTJOZIS,X,O,X,O,O,X,X,X,X,X
LTJOZSI,X,O,X,X,X,X,X,X,O,X
LTSIJZO,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,O,O,X,X,X,X,X,X
LTSIZJO,X,X,O,X,X,X,X,X,X,X
LTSIZOJ,X,X,O,X,X,X,X,X,X,X
LTSIOJZ,X,X,O,O,X,X,X,O,X,X
LTSIOZJ,X,X,O,X,X,X,X,O,X,X
LTSJIZO,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,O,O,X,X,X,X,X,X
LTSJZIO,X,X,O,X,X,X,X,X,X,X
LTSJZOI,X,X,O,X,X,X,X,X,X,X
LTSJOIZ,X,X,O,O,X,X,X,X,X,X
LTSJOZI,X,X,O,X,X,X,X,X,X,X
LTSZIJO,X,O,O,X,X,X,X,X,X,X
LTSZIOJ,X,O,O,X,X,X,X,X,X,X
LTSZJIO,X,O,O,X,X,X,X,X,X,X
LTSZJOI,X,O,O,X,X,X,X,X,X,X
LTSZOIJ,X,O,O,X,X,X,X,X,X,X
LTSZOJI,X,O,O,X,X,X,X,X,X,X
LTSOIJZ,X,X,O,O,X,X,X,O,X,X
LTSOIZJ,X,X,O,X,X,X,X,O,X,X
LTSOJIZ,X,X,O,O,X,X,X,X,X,X
LTSOJZI,X,X,O,X,X,X,X,X,X,X
LTSOZIJ,X,O,O,X,X,X,X,X,X,X
LTSOZJI,X,O,O,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,X,X,X,X,X,X
LTZIJOS,O,O,X,O,X,X,X,X,X,X
LTZISJO,X,O,X,X,X,X,X,X,X,X
LTZISOJ,X,O,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,O,X,X,X,X,X,X
LTZIOSJ,X,O,X,X,X,X,X,O,X,O
LTZJISO,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,X,O,X,X,X,X,X,X
LTZJSIO,X,O,X,X,X,X,X,X,X,X
LTZJSOI,X,O,X,X,X,X,X,X,O,X
LTZJOIS,X,O,X,O,X,X,X,X,X,X
LTZJOSI,X,O,X,X,X,X,X,X,O,X
LTZSIJO,X,O,O,X,X,X,X,X,X,X
LTZSIOJ,X,O,O,X,X,X,X,X,X,X
LTZSJIO,X,O,O,X,X,X,X,X,X,X
LTZSJOI,X,O,O,X,X,X,X,X,O,X
LTZSOIJ,X,O,O,X,X,X,X,X,X,X
LTZSOJI,X,O,O,X,X,X,X,X,O,X
LTZOIJS,O,O,X,O,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,O,X,O
LTZOJIS,X,O,X,O,X,X,X,X,X,X
LTZOJSI,X,O,X,X,X,X,X,X,O,X
LTZOSIJ,X,O,O,X,X,X,X,X,X,X
LTZOSJI,X,O,O,X,X,X,X,X,O,X
LTOIJSZ,X,X,X,O,O,O,O,O,X,X
LTOIJZS,O,X,X,O,O,O,X,X,X,X
LTOISJZ,X,X,O,O,X,X,X,O,X,X
LTOISZJ,X,X,O,X,X,X,X,O,X,X
LTOIZJS,O,O,X,O,X,X,X,X,X,X
LTOIZSJ,X,O,X,X,X,X,X,O,X,X
LTOJISZ,X,X,X,O,O,X,O,O,X,X
LTOJIZS,X,X,X,O,O,X,X,X,X,X
LTOJSIZ,X,X,O,O,O,X,X,X,X,X
LTOJSZI,X,X,O,X,X,X,X,X,X,X
LTOJZIS,X,O,X,O,O,X,X,X,X,X
LTOJZSI,X,O,X,X,X,X,X,X,O,X
LTOSIJZ,X,X,O,O,X,X,X,O,X,X
LTOSIZJ,X,X,O,X,X,X,X,O,X,X
LTOSJIZ,X,X,O,O,X,X,X,X,X,X
LTOSJZI,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,X,O,O,X,X,X,X,X,X,X
LTOSZJI,X,O,O,X,X,X,X,X,X,X
LTOZIJS,O,O,X,O,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,X,X,O,X,O
LTOZJIS,X,O,X,O,X,X,X,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,O,X
LTOZSIJ,X,O,O,X,X,X,X,X,X,X
LTOZSJI,X,O,O,X,X,X,X,X,O,X
LITJSZO,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,O,O,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X
LITJZOS,O,X,X,O,O,X,X,X,X,X
LITJOSZ,X,X,X,O,O,X,X,O,X,X
LITJOZS,O,X,X,O,O,X,X,X,X,X
LITSJZO,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,O,O,X,X,X,X,X,X
LITSZJO,X,X,O,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,X,X,X,X,X,X
LITSOJZ,X,X,O,O,X,X,X,O,X,X
LITSOZJ,X,X,O,X,X,X,X,O,X,X
LITZJSO,X,X,X,X,X,X,X,X,X,X
LITZJOS,O,O,X,O,X,X,X,X,X,X
LITZSJO,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,O,X,X,X,X,X,X,X,X
LITZOJS,O,O,X,O,X,X,X,X,X,X
LITZOSJ,X,O,X,X,X,X,X,O,X,O
LITOJSZ,X,X,X,O,O,O,O,O,X,X
LITOJZS,O,X,X,O,O,O,X,X,X,X
LITOSJZ,X,X,O,O,X,X,X,O,X,X
LITOSZJ,X,X,O,X,X,X,X,O,X,X
LITOZJS,O,O,X,O,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,O,X,O
LIJTSZO,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,O,O,X,X,X
LIJTOZS,O,X,X,O,O,O,X,X,X,X
LIJSTZO,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,X,X,X
LIJSOZT,O,X,X,O,O,X,O,X,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,X,X,X,X,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,O,O,X,X,X,X,X
LIJZOST,O,X,X,O,O,X,O,X,X,X
LIJOTSZ,X,X,X,X,X,O,O,O,X,X
LIJOTZS,O,X,X,O,O,O,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,O,X,X,X
LIJOSZT,O,X,X,O,O,X,O,X,X,X
LIJOZTS,O,X,X,O,O,X,X,X,X,X
LIJOZST,O,X,X,O,O,X,O,X,X,X
LISTJZO,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,O,X,X
LISOTZJ,X,X,X,X,X,X,X,O,X,X
LISOJTZ,X,X,X,X,X,X,O,X,X,X
LISOJZT,O,X,X,O,X,X,O,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,X,X,X,X,X,X,X,X,X
LIZJOTS,O,X,X,O,X,X,X,X,X,X
LIZJOST,O,X,X,O,X,X,X,X,X,X
LIZSTJO,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,X
LIZOJTS,O,X,X,O,X,X,X,X,X,X
LIZOJST,O,X,X,O,X,X,O,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,O,O,O,O,O,X,X
LIOTJZS,O,X,X,O,O,O,X,X,X,X
LIOTSJZ,X,X,O,O,X,X,X,O,X,X
LIOTSZJ,X,X,O,X,X,X,X,O,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,O,X,O
LIOJTSZ,X,X,X,X,X,O,O,O,X,X
LIOJTZS,O,X,X,O,O,O,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,O,X,X,X
LIOJSZT,O,X,X,O,O,X,O,X,X,X
LIOJZTS,O,X,X,O,O,X,X,X,X,X
LIOJZST,O,X,X,O,O,X,O,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,O,X,X
LIOSTZJ,X,X,X,X,X,X,X,O,X,X
LIOSJTZ,X,X,X,X,X,X,O,X,X,X
LIOSJZT,O,X,X,O,X,X,O,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,O,X,X
LIOZJTS,O,X,X,O,X,X,X,X,X,X
LIOZJST,O,X,X,O,X,X,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,O,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,O,O,X,X,X,X,X
LJTIOSZ,X,X,X,O,O,O,O,X,X,X
LJTIOZS,X,X,X,O,O,O,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,O,O,O,X,X,X,X,X
LJTSZIO,X,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,O,O,O,X,X,X,X,X
LJTSOZI,X,X,O,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,O,X,O,O,X,X,X,X,X
LJTZSIO,X,O,X,X,X,X,X,X,X,X
LJTZSOI,X,O,X,X,X,X,X,X,X,X
LJTZOIS,X,O,X,O,O,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,O,O,O,O,X,X,X
LJTOIZS,X,X,X,O,O,O,X,X,X,X
LJTOSIZ,X,X,O,O,O,X,X,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,X,O,O,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,O,O,X,X,X
LJITOZS,O,X,X,O,O,O,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,X,X
LJISOZT,O,X,X,O,O,X,O,X,X,X
LJIZTSO,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X,X,X,X
LJIZOTS,O,X,X,O,O,X,X,X,X,X
LJIZOST,O,X,X,O,O,X,O,X,X,X
LJIOTSZ,X,X,X,X,X,O,O,O,X,X
LJIOTZS,O,X,X,O,O,O,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,O,X,X,X
LJIOSZT,O,X,X,O,O,X,O,X,X,X
LJIOZTS,O,X,X,O,O,X,X,X,X,X
LJIOZST,O,X,X,O,O,X,O,X,X,X
LJSTIZO,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,O,X,X,X
LJSIOZT,X,X,X,O,O,X,O,X,X,X
LJSZTIO,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,O,X,X,X
LJSOIZT,X,X,X,O,O,X,O,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,O,O,X,X,X,X,X
LJZIOST,O,X,X,O,O,X,O,X,X,X
LJZSTIO,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,O,O,X,X,X,X,X
LJZOIST,O,X,X,O,O,X,O,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,O,O,O,O,X,X,X
LJOTIZS,X,X,X,O,O,O,X,X,X,X
LJOTSIZ,X,X,O,O,O,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,X
LJOTZIS,X,O,X,O,O,X,X,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,O,O,O,X,X
LJOITZS,O,X,X,O,O,O,X,X,X,X
LJOISTZ,X,X,X,X,X,X,O,X,X,X
LJOISZT,O,X,X,O,O,X,O,X,X,X
LJOIZTS,O,X,X,O,O,X,X,X,X,X
LJOIZST,O,X,X,O,O,X,O,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,O,X,X,X
LJOSIZT,X,X,X,O,O,X,O,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,X,O,O,X,X,X,X,X
LJOZIST,O,X,X,O,O,X,O,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,O,X,X,X,X,X,X,X
LSTIZJO,X,X,O,X,X,X,X,X,X,X
LSTIZOJ,X,X,O,X,X,X,X,X,X,X
LSTIOJZ,X,X,O,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,X,X,X,X,X,X
