sequence,v115@1gB8FeE8DeH8BeG8CeH8AeB8JeT1IvhFxWB/dB0cBO?jBCjBlsB,v115@1gB8FeE8DeH8BeG8CeH8AeB8JeT1IvhFmWBqcBxYBX?eB0iBlsB,v115@1gB8FeE8DeH8BeG8CeH8AeB8JeT1IvhFmWBqcBxYB0?dBXjBlsB,v115@1gB8FeE8DeH8BeG8CeH8AeB8JeT1IvhFmWBRiBcjBq?nBfnBlsB
JSILOZT,X,O,X,O
JSIZTLO,X,X,X,X
JSIZTOL,O,X,X,X
JSIZLTO,X,X,X,O
JSIZLOT,O,O,X,O
JSIZOTL,O,X,X,X
JSIZOLT,O,O,X,O
JSIOTLZ,X,O,X,X
JSIOTZL,X,X,X,X
JSIOLTZ,X,O,X,X
JSIOLZT,X,O,X,O
JSIOZTL,O,X,X,X
JSIOZLT,O,O,X,O
JSLTIZO,X,O,X,X
JSLTIOZ,X,O,X,X
JSLTZIO,X,O,O,X
JSLTZOI,X,O,O,X
JSLTOIZ,X,O,X,X
JSLTOZI,X,O,O,X
JSLITZO,X,X,X,X
JSLITOZ,X,O,X,X
JSLIZTO,X,O,X,X
JSLIZOT,X,O,X,X
JSLIOTZ,X,O,X,X
JSLIOZT,X,O,X,X
JSLZTIO,X,O,O,X
JSLZTOI,X,O,O,X
JSLZITO,X,O,O,X
JSLZIOT,X,O,O,X
JSLZOTI,X,O,O,X
JSLZOIT,X,O,O,X
JSLOTIZ,X,O,X,X
JSLOTZI,X,O,O,X
JSLOITZ,X,O,X,X
JSLOIZT,X,O,X,X
JSLOZTI,X,O,O,X
JSLOZIT,X,O,O,X
JSZTILO,X,X,X,X
JSZTIOL,O,X,X,X
JSZTLIO,X,X,X,X
JSZTLOI,X,X,X,X
JSZTOIL,O,X,X,X
JSZTOLI,O,X,X,X
JSZITLO,X,X,X,X
JSZITOL,O,X,X,X
JSZILTO,X,X,X,X
JSZILOT,O,O,X,X
JSZIOTL,O,X,X,X
JSZIOLT,O,O,X,X
JSZLTIO,X,O,X,X
JSZLTOI,X,O,X,X
JSZLITO,X,O,X,X
JSZLIOT,O,O,X,X
JSZLOTI,O,O,X,X
JSZLOIT,O,O,X,X
JSZOTIL,O,X,X,X
JSZOTLI,O,X,X,X
JSZOITL,O,X,X,X
JSZOILT,O,O,X,X
JSZOLTI,O,O,X,X
JSZOLIT,O,O,X,X
JSOTILZ,X,O,X,X
JSOTIZL,X,O,X,X
JSOTLIZ,X,O,X,X
JSOTLZI,X,O,O,X
JSOTZIL,X,O,X,X
JSOTZLI,X,O,X,X
JSOITLZ,X,O,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,O,X,X
JSOILZT,X,O,X,O
JSOIZTL,O,X,X,X
JSOIZLT,O,O,X,O
JSOLTIZ,X,O,X,X
JSOLTZI,X,O,O,X
JSOLITZ,X,O,X,X
JSOLIZT,X,O,X,X
JSOLZTI,X,O,O,X
JSOLZIT,X,O,O,X
JSOZTIL,O,X,X,X
JSOZTLI,O,X,X,X
JSOZITL,O,X,X,X
JSOZILT,O,O,X,X
JSOZLTI,O,O,X,X
JSOZLIT,O,O,X,X
JZTILSO,O,X,X,X
JZTILOS,O,X,X,X
JZTISLO,O,X,X,X
JZTISOL,O,X,X,X
JZTIOLS,O,X,X,X
JZTIOSL,O,X,X,X
JZTLISO,O,X,O,X
JZTLIOS,O,X,O,X
JZTLSIO,O,O,O,X
JZTLSOI,O,O,O,X
JZTLOIS,O,X,O,X
JZTLOSI,O,O,O,X
JZTSILO,O,O,X,X
JZTSIOL,O,O,X,X
JZTSLIO,O,O,X,X
JZTSLOI,O,O,X,X
JZTSOIL,O,O,X,X
JZTSOLI,O,O,X,X
JZTOILS,O,X,X,X
JZTOISL,O,X,X,X
JZTOLIS,O,X,O,X
JZTOLSI,O,O,O,X
JZTOSIL,O,O,X,X
JZTOSLI,O,O,X,X
JZITLSO,O,X,X,O
JZITLOS,O,X,X,O
JZITSLO,O,X,X,X
JZITSOL,O,X,X,X
JZITOLS,O,X,X,O
JZITOSL,O,X,X,X
JZILTSO,X,X,X,O
JZILTOS,X,X,X,O
JZILSTO,X,X,X,O
JZILSOT,O,X,X,O
JZILOTS,X,X,X,O
JZILOST,O,X,X,O
JZISTLO,X,X,X,X
JZISTOL,O,X,X,X
JZISLTO,X,X,X,O
JZISLOT,O,X,X,O
JZISOTL,O,X,X,X
JZISOLT,O,X,X,O
JZIOTLS,O,X,X,O
JZIOTSL,O,X,X,X
JZIOLTS,X,X,X,O
JZIOLST,O,X,X,O
JZIOSTL,O,X,X,X
JZIOSLT,O,X,X,O
JZLTISO,X,X,O,X
JZLTIOS,X,X,O,X
JZLTSIO,X,O,O,X
JZLTSOI,X,O,O,X
JZLTOIS,X,X,O,X
JZLTOSI,X,O,O,X
JZLITSO,X,X,X,X
JZLITOS,X,X,O,X
JZLISTO,X,X,O,X
JZLISOT,O,X,O,X
JZLIOTS,X,X,O,X
JZLIOST,O,X,O,X
JZLSTIO,X,O,O,X
JZLSTOI,X,O,O,X
JZLSITO,X,O,O,X
JZLSIOT,O,O,O,X
JZLSOTI,O,O,O,X
JZLSOIT,O,O,O,X
JZLOTIS,X,X,O,X
JZLOTSI,X,O,O,X
JZLOITS,X,X,O,X
JZLOIST,O,X,O,X
JZLOSTI,O,O,O,X
JZLOSIT,O,O,O,X
JZSTILO,X,X,X,X
JZSTIOL,O,X,X,X
JZSTLIO,X,X,X,X
JZSTLOI,X,X,X,X
JZSTOIL,O,X,X,X
JZSTOLI,O,X,X,X
JZSITLO,X,X,X,X
JZSITOL,O,X,X,X
JZSILTO,X,X,X,X
JZSILOT,O,O,X,X
JZSIOTL,O,X,X,X
JZSIOLT,O,O,X,X
JZSLTIO,X,O,X,X
JZSLTOI,X,O,X,X
JZSLITO,X,O,X,X
JZSLIOT,O,O,X,X
JZSLOTI,O,O,X,X
JZSLOIT,O,O,X,X
JZSOTIL,O,X,X,X
JZSOTLI,O,X,X,X
JZSOITL,O,X,X,X
JZSOILT,O,O,X,X
JZSOLTI,O,O,X,X
JZSOLIT,O,O,X,X
JZOTILS,O,X,X,X
JZOTISL,O,X,X,X
JZOTLIS,O,X,O,X
JZOTLSI,O,O,O,X
JZOTSIL,O,O,X,X
JZOTSLI,O,O,X,X
JZOITLS,O,X,X,O
JZOITSL,O,X,X,X
JZOILTS,X,X,X,O
JZOILST,O,X,X,O
JZOISTL,O,X,X,X
JZOISLT,O,X,X,O
JZOLTIS,X,X,O,X
JZOLTSI,X,O,O,X
JZOLITS,X,X,O,X
JZOLIST,O,X,O,X
JZOLSTI,O,O,O,X
JZOLSIT,O,O,O,X
JZOSTIL,O,X,X,X
JZOSTLI,O,X,X,X
JZOSITL,O,X,X,X
JZOSILT,O,O,X,X
JZOSLTI,O,O,X,X
JZOSLIT,O,O,X,X
JOTILSZ,X,O,X,X
JOTILZS,O,X,O,O
JOTISLZ,X,O,X,X
JOTISZL,O,O,X,X
JOTIZLS,O,X,X,O
JOTIZSL,O,X,X,X
JOTLISZ,X,O,X,X
JOTLIZS,O,X,O,X
JOTLSIZ,X,O,X,X
JOTLSZI,X,O,O,X
JOTLZIS,O,X,O,X
JOTLZSI,O,O,O,X
JOTSILZ,X,O,X,X
JOTSIZL,O,O,X,X
JOTSLIZ,X,O,X,X
JOTSLZI,X,O,O,X
JOTSZIL,O,O,X,X
JOTSZLI,O,O,X,X
JOTZILS,O,X,X,X
JOTZISL,O,X,X,X
JOTZLIS,O,X,O,X
JOTZLSI,O,O,O,X
JOTZSIL,O,O,X,X
JOTZSLI,O,O,X,X
JOITLSZ,X,O,X,X
JOITLZS,O,X,O,O
JOITSLZ,X,O,X,X
JOITSZL,O,O,X,X
JOITZLS,O,X,X,O
JOITZSL,O,X,X,X
JOILTSZ,X,O,X,X
JOILTZS,X,X,O,O
JOILSTZ,X,O,X,X
JOILSZT,X,O,X,O
JOILZTS,X,X,O,O
JOILZST,O,X,O,O
JOISTLZ,X,O,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,O,X,X
JOISLZT,X,O,X,O
JOISZTL,O,X,X,X
JOISZLT,O,O,X,O
JOIZTLS,O,X,X,O
JOIZTSL,O,X,X,X
JOIZLTS,X,X,X,O
JOIZLST,O,X,X,O
JOIZSTL,O,X,X,X
JOIZSLT,O,X,X,O
JOLTISZ,X,O,X,X
JOLTIZS,X,X,O,X
JOLTSIZ,X,O,X,X
JOLTSZI,X,O,O,X
JOLTZIS,X,X,O,X
JOLTZSI,X,O,O,X
JOLITSZ,X,O,X,X
JOLITZS,X,X,O,O
JOLISTZ,X,O,X,X
JOLISZT,X,O,X,O
JOLIZTS,X,X,O,O
JOLIZST,O,X,O,O
JOLSTIZ,X,O,X,X
JOLSTZI,X,O,O,X
JOLSITZ,X,O,X,X
JOLSIZT,X,O,X,X
JOLSZTI,X,O,O,X
JOLSZIT,X,O,O,X
JOLZTIS,X,X,O,X
JOLZTSI,X,O,O,X
JOLZITS,X,X,O,X
JOLZIST,O,X,O,X
JOLZSTI,O,O,O,X
JOLZSIT,O,O,O,X
JOSTILZ,X,O,X,X
JOSTIZL,X,O,X,X
JOSTLIZ,X,O,X,X
JOSTLZI,X,O,O,X
JOSTZIL,X,O,X,X
JOSTZLI,X,O,X,X
JOSITLZ,X,O,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,O,X,X
JOSILZT,X,O,X,O
JOSIZTL,O,X,X,X
JOSIZLT,O,O,X,O
JOSLTIZ,X,O,X,X
JOSLTZI,X,O,O,X
JOSLITZ,X,O,X,X
JOSLIZT,X,O,X,X
JOSLZTI,X,O,O,X
JOSLZIT,X,O,O,X
JOSZTIL,O,X,X,X
JOSZTLI,O,X,X,X
JOSZITL,O,X,X,X
JOSZILT,O,O,X,X
JOSZLTI,O,O,X,X
JOSZLIT,O,O,X,X
JOZTILS,O,X,X,X
JOZTISL,O,X,X,X
JOZTLIS,O,X,O,X
JOZTLSI,O,O,O,X
JOZTSIL,O,O,X,X
JOZTSLI,O,O,X,X
JOZITLS,O,X,X,O
JOZITSL,O,X,X,X
JOZILTS,X,X,X,O
JOZILST,O,X,X,O
JOZISTL,O,X,X,X
JOZISLT,O,X,X,O
JOZLTIS,X,X,O,X
JOZLTSI,X,O,O,X
JOZLITS,X,X,O,X
JOZLIST,O,X,O,X
JOZLSTI,O,O,O,X
JOZLSIT,O,O,O,X
JOZSTIL,O,X,X,X
JOZSTLI,O,X,X,X
JOZSITL,O,X,X,X
JOZSILT,O,O,X,X
JOZSLTI,O,O,X,X
JOZSLIT,O,O,X,X
STILJZO,X,O,X,X
STILJOZ,X,O,X,X
STILZJO,X,O,X,X
STILZOJ,X,O,X,X
STILOJZ,X,O,X,X
STILOZJ,X,O,X,X
STIJLZO,X,O,X,X
STIJLOZ,X,O,X,X
STIJZLO,O,O,X,X
STIJZOL,O,O,X,X
STIJOLZ,X,O,X,X
STIJOZL,O,O,X,X
STIZLJO,O,O,X,X
STIZLOJ,O,O,X,X
STIZJLO,O,O,X,X
STIZJOL,O,O,X,X
STIZOLJ,O,O,X,X
STIZOJL,O,O,X,X
STIOLJZ,X,O,X,X
STIOLZJ,X,O,X,X
STIOJLZ,X,O,X,X
STIOJZL,O,O,X,X
STIOZLJ,O,O,X,X
STIOZJL,O,O,X,X
STLIJZO,X,O,X,X
STLIJOZ,X,O,X,X
STLIZJO,X,O,X,X
STLIZOJ,X,O,X,X
STLIOJZ,X,O,X,X
STLIOZJ,X,O,X,X
STLJIZO,X,O,X,X
STLJIOZ,X,O,X,X
STLJZIO,X,O,O,X
STLJZOI,X,O,O,X
STLJOIZ,X,O,X,X
STLJOZI,X,O,O,X
STLZIJO,X,O,O,X
STLZIOJ,X,O,O,X
STLZJIO,X,O,O,X
STLZJOI,X,O,O,X
STLZOIJ,X,O,O,X
STLZOJI,X,O,O,X
STLOIJZ,X,O,X,X
STLOIZJ,X,O,X,X
STLOJIZ,X,O,X,X
STLOJZI,X,O,O,X
STLOZIJ,X,O,O,X
STLOZJI,X,O,O,X
STJILZO,X,O,X,X
STJILOZ,X,O,X,X
STJIZLO,O,O,X,X
STJIZOL,O,O,X,X
STJIOLZ,X,O,X,X
STJIOZL,O,O,X,X
STJLIZO,X,O,X,X
STJLIOZ,X,O,X,X
STJLZIO,X,O,O,X
STJLZOI,X,O,O,X
STJLOIZ,X,O,X,X
STJLOZI,X,O,O,X
STJZILO,O,O,X,X
STJZIOL,O,O,X,X
STJZLIO,O,O,X,X
STJZLOI,O,O,X,X
STJZOIL,O,O,X,X
STJZOLI,O,O,X,X
STJOILZ,X,O,X,X
STJOIZL,O,O,X,X
STJOLIZ,X,O,X,X
STJOLZI,X,O,O,X
STJOZIL,O,O,X,X
STJOZLI,O,O,X,X
STZILJO,O,O,X,X
STZILOJ,O,O,X,X
STZIJLO,O,O,X,X
STZIJOL,O,O,X,X
STZIOLJ,O,O,X,X
STZIOJL,O,O,X,X
STZLIJO,O,O,X,X
STZLIOJ,O,O,X,X
STZLJIO,O,O,X,X
STZLJOI,O,O,X,X
STZLOIJ,O,O,X,X
STZLOJI,O,O,X,X
STZJILO,O,O,X,X
STZJIOL,O,O,X,X
STZJLIO,O,O,X,X
STZJLOI,O,O,X,X
STZJOIL,O,O,X,X
STZJOLI,O,O,X,X
STZOILJ,O,O,X,X
STZOIJL,O,O,X,X
STZOLIJ,O,O,X,X
STZOLJI,O,O,X,X
STZOJIL,O,O,X,X
STZOJLI,O,O,X,X
STOILJZ,X,O,X,X
STOILZJ,X,O,X,X
STOIJLZ,X,O,X,X
STOIJZL,O,O,X,X
STOIZLJ,O,O,X,X
STOIZJL,O,O,X,X
STOLIJZ,X,O,X,X
STOLIZJ,X,O,X,X
STOLJIZ,X,O,X,X
STOLJZI,X,O,O,X
STOLZIJ,X,O,O,X
STOLZJI,X,O,O,X
STOJILZ,X,O,X,X
STOJIZL,O,O,X,X
STOJLIZ,X,O,X,X
STOJLZI,X,O,O,X
STOJZIL,O,O,X,X
STOJZLI,O,O,X,X
STOZILJ,O,O,X,X
STOZIJL,O,O,X,X
STOZLIJ,O,O,X,X
STOZLJI,O,O,X,X
STOZJIL,O,O,X,X
STOZJLI,O,O,X,X
SITLJZO,X,X,X,X
SITLJOZ,X,O,X,X
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,O,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,O,X,X
SITJZLO,O,X,X,X
SITJZOL,O,X,X,X
SITJOLZ,X,O,X,X
SITJOZL,O,X,X,X
SITZLJO,O,X,X,X
SITZLOJ,O,X,X,X
SITZJLO,O,X,X,X
SITZJOL,O,X,X,X
SITZOLJ,O,X,X,X
SITZOJL,O,X,X,X
SITOLJZ,X,O,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,O,X,X
SITOJZL,O,X,X,X
SITOZLJ,O,X,X,X
SITOZJL,O,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,X,O,X,X
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,O,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,X,O,X,X
SILJZTO,X,O,X,O
SILJZOT,X,O,X,O
SILJOTZ,X,O,X,X
SILJOZT,X,O,X,O
SILZTJO,X,O,X,O
SILZTOJ,X,O,X,O
SILZJTO,X,O,X,O
SILZJOT,X,O,X,O
SILZOTJ,X,O,X,O
SILZOJT,X,O,X,O
SILOTJZ,X,O,X,X
SILOTZJ,X,X,X,X
SILOJTZ,X,O,X,X
SILOJZT,X,O,X,O
SILOZTJ,X,O,X,O
SILOZJT,X,O,X,O
SIJTLZO,X,X,X,X
SIJTLOZ,X,O,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,O,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,X,O,X,X
SIJLZTO,X,O,X,O
SIJLZOT,X,O,X,O
SIJLOTZ,X,O,X,X
SIJLOZT,X,O,X,O
SIJZTLO,X,X,X,X
SIJZTOL,O,X,X,X
SIJZLTO,X,X,X,O
SIJZLOT,O,O,X,O
SIJZOTL,O,X,X,X
SIJZOLT,O,O,X,O
SIJOTLZ,X,O,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,O,X,X
SIJOLZT,X,O,X,O
SIJOZTL,O,X,X,X
SIJOZLT,O,O,X,O
SIZTLJO,O,X,X,X
SIZTLOJ,O,X,X,X
SIZTJLO,O,X,X,X
SIZTJOL,O,X,X,X
SIZTOLJ,O,X,X,X
SIZTOJL,O,X,X,X
SIZLTJO,X,X,X,O
SIZLTOJ,X,X,X,O
SIZLJTO,X,X,X,O
SIZLJOT,O,O,X,O
SIZLOTJ,X,X,X,O
SIZLOJT,O,O,X,O
SIZJTLO,X,X,X,X
SIZJTOL,O,X,X,X
SIZJLTO,X,X,X,O
SIZJLOT,O,O,X,O
SIZJOTL,O,X,X,X
SIZJOLT,O,O,X,O
SIZOTLJ,O,X,X,X
SIZOTJL,O,X,X,X
SIZOLTJ,X,X,X,O
SIZOLJT,O,O,X,O
SIZOJTL,O,X,X,X
SIZOJLT,O,O,X,O
SIOTLJZ,X,O,X,X
SIOTLZJ,X,X,X,X
SIOTJLZ,X,O,X,X
SIOTJZL,O,X,X,X
SIOTZLJ,O,X,X,X
SIOTZJL,O,X,X,X
SIOLTJZ,X,O,X,X
SIOLTZJ,X,X,X,X
SIOLJTZ,X,O,X,X
SIOLJZT,X,O,X,O
SIOLZTJ,X,O,X,O
SIOLZJT,X,O,X,O
SIOJTLZ,X,O,X,X
SIOJTZL,X,X,X,X
SIOJLTZ,X,O,X,X
SIOJLZT,X,O,X,O
SIOJZTL,O,X,X,X
SIOJZLT,O,O,X,O
SIOZTLJ,O,X,X,X
SIOZTJL,O,X,X,X
SIOZLTJ,X,X,X,O
SIOZLJT,O,O,X,O
SIOZJTL,O,X,X,X
SIOZJLT,O,O,X,O
SLTIJZO,X,O,X,X
SLTIJOZ,X,O,X,X
SLTIZJO,X,O,X,X
SLTIZOJ,X,O,X,X
SLTIOJZ,X,O,X,X
SLTIOZJ,X,O,X,X
SLTJIZO,X,O,X,X
SLTJIOZ,X,O,X,X
SLTJZIO,X,O,O,X
SLTJZOI,X,O,O,X
SLTJOIZ,X,O,X,X
SLTJOZI,X,O,O,X
SLTZIJO,X,O,O,X
SLTZIOJ,X,O,O,X
SLTZJIO,X,O,O,X
SLTZJOI,X,O,O,X
SLTZOIJ,X,O,O,X
SLTZOJI,X,O,O,X
SLTOIJZ,X,O,X,X
SLTOIZJ,X,O,X,X
SLTOJIZ,X,O,X,X
SLTOJZI,X,O,O,X
SLTOZIJ,X,O,O,X
SLTOZJI,X,O,O,X
SLITJZO,X,X,X,X
SLITJOZ,X,O,X,X
SLITZJO,X,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,O,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,X,O,X,X
SLIJZTO,X,O,X,X
SLIJZOT,X,O,X,X
SLIJOTZ,X,O,X,X
SLIJOZT,X,O,X,X
SLIZTJO,X,O,X,X
SLIZTOJ,X,O,X,X
SLIZJTO,X,O,X,X
SLIZJOT,X,O,X,X
SLIZOTJ,X,O,X,X
SLIZOJT,X,O,X,X
SLIOTJZ,X,O,X,X
SLIOTZJ,X,X,X,X
SLIOJTZ,X,O,X,X
SLIOJZT,X,O,X,X
SLIOZTJ,X,O,X,X
SLIOZJT,X,O,X,X
SLJTIZO,X,O,X,X
SLJTIOZ,X,O,X,X
SLJTZIO,X,O,O,X
SLJTZOI,X,O,O,X
SLJTOIZ,X,O,X,X
SLJTOZI,X,O,O,X
SLJITZO,X,X,X,X
SLJITOZ,X,O,X,X
SLJIZTO,X,O,X,X
SLJIZOT,X,O,X,X
SLJIOTZ,X,O,X,X
SLJIOZT,X,O,X,X
SLJZTIO,X,O,O,X
SLJZTOI,X,O,O,X
SLJZITO,X,O,O,X
SLJZIOT,X,O,O,X
SLJZOTI,X,O,O,X
SLJZOIT,X,O,O,X
SLJOTIZ,X,O,X,X
SLJOTZI,X,O,O,X
SLJOITZ,X,O,X,X
SLJOIZT,X,O,X,X
SLJOZTI,X,O,O,X
SLJOZIT,X,O,O,X
SLZTIJO,X,O,O,X
SLZTIOJ,X,O,O,X
SLZTJIO,X,O,O,X
SLZTJOI,X,O,O,X
SLZTOIJ,X,O,O,X
SLZTOJI,X,O,O,X
SLZITJO,X,O,O,X
SLZITOJ,X,O,O,X
SLZIJTO,X,O,O,X
SLZIJOT,X,O,O,X
SLZIOTJ,X,O,O,X
SLZIOJT,X,O,O,X
SLZJTIO,X,O,O,X
SLZJTOI,X,O,O,X
SLZJITO,X,O,O,X
SLZJIOT,X,O,O,X
SLZJOTI,X,O,O,X
SLZJOIT,X,O,O,X
SLZOTIJ,X,O,O,X
SLZOTJI,X,O,O,X
SLZOITJ,X,O,O,X
SLZOIJT,X,O,O,X
SLZOJTI,X,O,O,X
SLZOJIT,X,O,O,X
SLOTIJZ,X,O,X,X
SLOTIZJ,X,O,X,X
SLOTJIZ,X,O,X,X
SLOTJZI,X,O,O,X
SLOTZIJ,X,O,O,X
SLOTZJI,X,O,O,X
SLOITJZ,X,O,X,X
SLOITZJ,X,X,X,X
SLOIJTZ,X,O,X,X
SLOIJZT,X,O,X,X
SLOIZTJ,X,O,X,X
SLOIZJT,X,O,X,X
SLOJTIZ,X,O,X,X
SLOJTZI,X,O,O,X
SLOJITZ,X,O,X,X
SLOJIZT,X,O,X,X
SLOJZTI,X,O,O,X
SLOJZIT,X,O,O,X
SLOZTIJ,X,O,O,X
SLOZTJI,X,O,O,X
SLOZITJ,X,O,O,X
SLOZIJT,X,O,O,X
SLOZJTI,X,O,O,X
SLOZJIT,X,O,O,X
SJTILZO,X,O,X,X
SJTILOZ,X,O,X,X
SJTIZLO,X,O,X,X
SJTIZOL,X,O,X,X
SJTIOLZ,X,O,X,X
SJTIOZL,X,O,X,X
SJTLIZO,X,O,X,X
SJTLIOZ,X,O,X,X
SJTLZIO,X,O,O,X
SJTLZOI,X,O,O,X
SJTLOIZ,X,O,X,X
SJTLOZI,X,O,O,X
SJTZILO,X,O,X,X
SJTZIOL,X,O,X,X
SJTZLIO,X,O,X,X
SJTZLOI,X,O,X,X
SJTZOIL,X,O,X,X
SJTZOLI,X,O,X,X
SJTOILZ,X,O,X,X
SJTOIZL,X,O,X,X
SJTOLIZ,X,O,X,X
SJTOLZI,X,O,O,X
SJTOZIL,X,O,X,X
SJTOZLI,X,O,X,X
SJITLZO,X,X,X,X
SJITLOZ,X,O,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,X,O,X,X
SJITOZL,X,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,X,O,X,X
SJILZTO,X,O,X,O
SJILZOT,X,O,X,O
SJILOTZ,X,O,X,X
SJILOZT,X,O,X,O
SJIZTLO,X,X,X,X
SJIZTOL,O,X,X,X
SJIZLTO,X,X,X,O
SJIZLOT,O,O,X,O
SJIZOTL,O,X,X,X
SJIZOLT,O,O,X,O
SJIOTLZ,X,O,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,O,X,X
SJIOLZT,X,O,X,O
SJIOZTL,O,X,X,X
SJIOZLT,O,O,X,O
SJLTIZO,X,O,X,X
SJLTIOZ,X,O,X,X
SJLTZIO,X,O,O,X
SJLTZOI,X,O,O,X
SJLTOIZ,X,O,X,X
SJLTOZI,X,O,O,X
SJLITZO,X,X,X,X
SJLITOZ,X,O,X,X
SJLIZTO,X,O,X,X
SJLIZOT,X,O,X,X
SJLIOTZ,X,O,X,X
SJLIOZT,X,O,X,X
SJLZTIO,X,O,O,X
SJLZTOI,X,O,O,X
SJLZITO,X,O,O,X
SJLZIOT,X,O,O,X
SJLZOTI,X,O,O,X
SJLZOIT,X,O,O,X
SJLOTIZ,X,O,X,X
SJLOTZI,X,O,O,X
SJLOITZ,X,O,X,X
SJLOIZT,X,O,X,X
SJLOZTI,X,O,O,X
SJLOZIT,X,O,O,X
SJZTILO,X,X,X,X
SJZTIOL,O,X,X,X
SJZTLIO,X,X,X,X
SJZTLOI,X,X,X,X
SJZTOIL,O,X,X,X
SJZTOLI,O,X,X,X
SJZITLO,X,X,X,X
SJZITOL,O,X,X,X
SJZILTO,X,X,X,X
SJZILOT,O,O,X,X
SJZIOTL,O,X,X,X
SJZIOLT,O,O,X,X
SJZLTIO,X,O,X,X
SJZLTOI,X,O,X,X
SJZLITO,X,O,X,X
SJZLIOT,O,O,X,X
SJZLOTI,O,O,X,X
SJZLOIT,O,O,X,X
SJZOTIL,O,X,X,X
SJZOTLI,O,X,X,X
SJZOITL,O,X,X,X
SJZOILT,O,O,X,X
SJZOLTI,O,O,X,X
SJZOLIT,O,O,X,X
SJOTILZ,X,O,X,X
SJOTIZL,X,O,X,X
SJOTLIZ,X,O,X,X
SJOTLZI,X,O,O,X
SJOTZIL,X,O,X,X
SJOTZLI,X,O,X,X
SJOITLZ,X,O,X,X
SJOITZL,X,X,X,X
SJOILTZ,X,O,X,X
SJOILZT,X,O,X,O
SJOIZTL,O,X,X,X
SJOIZLT,O,O,X,O
SJOLTIZ,X,O,X,X
SJOLTZI,X,O,O,X
SJOLITZ,X,O,X,X
SJOLIZT,X,O,X,X
SJOLZTI,X,O,O,X
SJOLZIT,X,O,O,X
SJOZTIL,O,X,X,X
SJOZTLI,O,X,X,X
SJOZITL,O,X,X,X
SJOZILT,O,O,X,X
SJOZLTI,O,O,X,X
SJOZLIT,O,O,X,X
SZTILJO,O,X,X,X
SZTILOJ,O,X,X,X
SZTIJLO,O,X,X,X
SZTIJOL,O,X,X,X
SZTIOLJ,O,X,X,X
SZTIOJL,O,X,X,X
SZTLIJO,O,X,X,X
SZTLIOJ,O,X,X,X
SZTLJIO,O,X,X,X
SZTLJOI,O,X,X,X
SZTLOIJ,O,X,X,X
SZTLOJI,O,X,X,X
SZTJILO,O,X,X,X
SZTJIOL,O,X,X,X
SZTJLIO,O,X,X,X
SZTJLOI,O,X,X,X
SZTJOIL,O,X,X,X
SZTJOLI,O,X,X,X
SZTOILJ,O,X,X,X
SZTOIJL,O,X,X,X
SZTOLIJ,O,X,X,X
SZTOLJI,O,X,X,X
SZTOJIL,O,X,X,X
SZTOJLI,O,X,X,X
SZITLJO,O,X,X,X
SZITLOJ,O,X,X,X
SZITJLO,O,X,X,X
SZITJOL,O,X,X,X
SZITOLJ,O,X,X,X
SZITOJL,O,X,X,X
SZILTJO,X,X,X,X
SZILTOJ,X,X,X,X
SZILJTO,X,X,X,X
SZILJOT,O,O,X,X
SZILOTJ,X,X,X,X
SZILOJT,O,O,X,X
SZIJTLO,X,X,X,X
SZIJTOL,O,X,X,X
SZIJLTO,X,X,X,X
SZIJLOT,O,O,X,X
SZIJOTL,O,X,X,X
SZIJOLT,O,O,X,X
SZIOTLJ,O,X,X,X
SZIOTJL,O,X,X,X
SZIOLTJ,X,X,X,X
SZIOLJT,O,O,X,X
SZIOJTL,O,X,X,X
SZIOJLT,O,O,X,X
SZLTIJO,X,O,X,X
SZLTIOJ,X,O,X,X
SZLTJIO,X,O,X,X
SZLTJOI,X,O,X,X
SZLTOIJ,X,O,X,X
SZLTOJI,X,O,X,X
SZLITJO,X,O,X,X
SZLITOJ,X,O,X,X
SZLIJTO,X,O,X,X
SZLIJOT,O,O,X,X
SZLIOTJ,X,O,X,X
SZLIOJT,O,O,X,X
SZLJTIO,X,O,X,X
SZLJTOI,X,O,X,X
SZLJITO,X,O,X,X
SZLJIOT,O,O,X,X
SZLJOTI,O,O,X,X
SZLJOIT,O,O,X,X
