sequence,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB/dB?0bBOjBCjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYBXeB0iBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB0bB?6iBOjB/sBFtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xdB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFScBxdB?zbB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRXBzbB?FeBfoBUnBCtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRcBFeB?zbBfoBUnBCtB
LIJZSOT,O,O,X,O,X,O,X,X
LIJZOTS,X,O,X,O,O,O,X,X
LIJZOST,O,O,X,O,O,O,X,X
LIJOTSZ,X,X,O,X,O,O,X,X
LIJOTZS,X,O,X,X,O,O,X,X
LIJOSTZ,X,X,O,X,O,O,X,X
LIJOSZT,X,X,O,X,O,O,X,X
LIJOZTS,X,O,X,O,O,O,X,X
LIJOZST,X,O,X,O,O,O,X,X
LISTJZO,X,X,X,X,X,X,X,X
LISTJOZ,X,X,O,X,X,X,X,O
LISTZJO,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X
LISTOJZ,X,X,O,X,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,O,X,X
LISJTOZ,X,X,O,X,X,O,X,O
LISJZTO,X,X,O,X,X,X,X,X
LISJZOT,O,X,O,O,X,O,X,X
LISJOTZ,X,X,O,X,O,O,X,X
LISJOZT,X,X,O,X,O,O,X,X
LISZTJO,X,X,O,X,X,X,X,X
LISZTOJ,X,X,O,X,X,X,X,X
LISZJTO,X,X,O,X,X,X,X,X
LISZJOT,O,X,O,O,X,X,X,X
LISZOTJ,X,X,O,X,X,X,X,X
LISZOJT,O,X,O,O,X,X,X,X
LISOTJZ,X,X,O,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,O,X,X,X
LISOJZT,X,X,O,X,O,X,X,X
LISOZTJ,X,X,O,X,X,X,X,X
LISOZJT,X,X,O,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X
LIZTJOS,O,O,X,O,X,X,X,X
LIZTSJO,O,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,X,X,X,X,X
LIZTOJS,O,O,X,O,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,O,X,X
LIZJTOS,X,O,X,O,X,O,X,X
LIZJSTO,X,O,X,X,X,X,X,X
LIZJSOT,O,O,X,O,X,O,X,X
LIZJOTS,X,O,X,O,O,O,X,X
LIZJOST,O,O,X,O,O,O,X,X
LIZSTJO,X,O,X,X,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X
LIZSJTO,X,O,X,X,X,X,X,X
LIZSJOT,O,O,X,O,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X,X
LIZSOJT,O,O,X,O,X,X,X,X
LIZOTJS,O,O,X,O,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X
LIZOJTS,X,O,X,O,O,X,X,X
LIZOJST,O,O,X,O,O,X,X,X
LIZOSTJ,X,O,X,X,X,X,X,X
LIZOSJT,O,O,X,O,X,X,X,X
LIOTJSZ,X,X,O,X,O,X,X,X
LIOTJZS,X,O,X,X,O,X,X,X
LIOTSJZ,X,X,O,X,O,X,X,X
LIOTSZJ,X,X,O,X,X,X,X,X
LIOTZJS,X,O,X,X,O,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X
LIOJTSZ,X,X,O,X,O,O,X,X
LIOJTZS,X,O,X,X,O,O,X,X
LIOJSTZ,X,X,O,X,O,O,X,X
LIOJSZT,X,X,O,X,O,O,X,X
LIOJZTS,X,O,X,O,O,O,X,X
LIOJZST,X,O,X,O,O,O,X,X
LIOSTJZ,X,X,O,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,O,X,X,X
LIOSJZT,X,X,O,X,O,X,X,X
LIOSZTJ,X,X,O,X,X,X,X,X
LIOSZJT,X,X,O,X,X,X,X,X
LIOZTJS,X,O,X,O,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,O,O,X,X,X
LIOZJST,X,O,X,O,O,X,X,X
LIOZSTJ,X,O,X,X,X,X,X,X
LIOZSJT,X,O,X,O,X,X,X,X
LJTISZO,X,X,O,X,X,O,X,X
LJTISOZ,X,X,O,X,O,O,X,X
LJTIZSO,X,O,X,X,X,O,X,X
LJTIZOS,X,O,X,O,O,O,X,X
LJTIOSZ,X,X,O,X,O,O,X,X
LJTIOZS,X,O,X,X,O,O,X,X
LJTSIZO,X,X,O,X,X,O,X,X
LJTSIOZ,X,X,O,X,O,O,X,X
LJTSZIO,X,O,O,X,X,X,X,X
LJTSZOI,X,O,O,X,X,X,X,X
LJTSOIZ,X,X,O,X,O,X,X,X
LJTSOZI,X,O,O,X,X,X,X,X
LJTZISO,X,O,X,X,X,O,X,X
LJTZIOS,X,O,X,O,O,O,X,X
LJTZSIO,X,O,O,X,X,X,X,X
LJTZSOI,X,O,O,X,X,X,X,X
LJTZOIS,X,O,X,O,O,X,X,X
LJTZOSI,X,O,O,O,X,X,X,X
LJTOISZ,X,X,O,X,O,O,X,X
LJTOIZS,X,O,X,X,O,O,X,X
LJTOSIZ,X,X,O,X,O,X,X,X
LJTOSZI,X,O,O,X,X,X,X,X
LJTOZIS,X,O,X,X,O,X,X,X
LJTOZSI,X,O,O,X,X,X,X,X
LJITSZO,X,X,O,X,X,O,X,X
LJITSOZ,X,X,O,X,O,O,X,X
LJITZSO,X,O,X,X,X,O,X,X
LJITZOS,X,O,X,O,O,O,X,X
LJITOSZ,X,X,O,X,O,O,X,X
LJITOZS,X,O,X,X,O,O,X,X
LJISTZO,X,X,X,X,X,O,X,X
LJISTOZ,X,X,O,X,X,O,X,O
LJISZTO,X,X,O,X,X,X,X,X
LJISZOT,O,X,O,O,X,O,X,X
LJISOTZ,X,X,O,X,O,O,X,X
LJISOZT,X,X,O,X,O,O,X,X
LJIZTSO,X,X,X,X,X,O,X,X
LJIZTOS,X,O,X,O,X,O,X,X
LJIZSTO,X,O,X,X,X,X,X,X
LJIZSOT,O,O,X,O,X,O,X,X
LJIZOTS,X,O,X,O,O,O,X,X
LJIZOST,O,O,X,O,O,O,X,X
LJIOTSZ,X,X,O,X,O,O,X,X
LJIOTZS,X,O,X,X,O,O,X,X
LJIOSTZ,X,X,O,X,O,O,X,X
LJIOSZT,X,X,O,X,O,O,X,X
LJIOZTS,X,O,X,O,O,O,X,X
LJIOZST,X,O,X,O,O,O,X,X
LJSTIZO,X,X,O,X,X,O,X,X
LJSTIOZ,X,X,O,X,O,O,X,O
LJSTZIO,X,O,O,X,X,X,X,X
LJSTZOI,X,O,O,X,X,X,X,X
LJSTOIZ,X,X,O,X,O,X,X,X
LJSTOZI,X,O,O,X,X,X,O,X
LJSITZO,X,X,X,X,X,O,X,X
LJSITOZ,X,X,O,X,X,O,X,O
LJSIZTO,X,X,O,X,X,X,X,X
LJSIZOT,O,X,O,O,X,O,X,X
LJSIOTZ,X,X,O,X,O,O,X,X
LJSIOZT,X,X,O,X,O,O,X,X
LJSZTIO,X,O,O,X,X,X,X,X
LJSZTOI,X,O,O,X,X,X,X,X
LJSZITO,X,O,O,X,X,X,X,X
LJSZIOT,O,O,O,O,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,X
LJSZOIT,O,O,O,O,X,X,X,X
LJSOTIZ,X,X,O,X,O,X,X,X
LJSOTZI,X,O,O,X,X,X,O,X
LJSOITZ,X,X,O,X,O,X,X,X
LJSOIZT,X,X,O,X,O,X,X,X
LJSOZTI,X,O,O,X,X,X,X,X
LJSOZIT,X,O,O,X,X,X,X,X
LJZTISO,X,O,X,X,X,O,X,X
LJZTIOS,X,O,X,O,O,O,X,X
LJZTSIO,X,O,O,X,X,X,X,X
LJZTSOI,X,O,O,X,X,X,X,X
LJZTOIS,X,O,X,O,O,X,X,X
LJZTOSI,X,O,O,O,X,X,X,X
LJZITSO,X,X,X,X,X,O,X,X
LJZITOS,X,O,X,O,X,O,X,X
LJZISTO,X,O,X,X,X,X,X,X
LJZISOT,O,O,X,O,X,O,X,X
LJZIOTS,X,O,X,O,O,O,X,X
LJZIOST,O,O,X,O,O,O,X,X
LJZSTIO,X,O,O,X,X,X,X,X
LJZSTOI,X,O,O,X,X,X,X,X
LJZSITO,X,O,O,X,X,X,X,X
LJZSIOT,O,O,O,O,X,X,X,X
LJZSOTI,O,O,O,O,X,X,X,X
LJZSOIT,O,O,O,O,X,X,X,X
LJZOTIS,X,O,X,O,O,X,X,X
LJZOTSI,X,O,O,O,X,X,X,X
LJZOITS,X,O,X,O,O,X,X,X
LJZOIST,O,O,X,O,O,X,X,X
LJZOSTI,O,O,O,O,X,X,X,X
LJZOSIT,O,O,O,O,X,X,X,X
LJOTISZ,X,X,O,X,O,O,X,X
LJOTIZS,X,O,X,X,O,O,X,X
LJOTSIZ,X,X,O,X,O,X,X,X
LJOTSZI,X,O,O,X,X,X,X,X
LJOTZIS,X,O,X,X,O,X,X,X
LJOTZSI,X,O,O,X,X,X,X,X
LJOITSZ,X,X,O,X,O,O,X,X
LJOITZS,X,O,X,X,O,O,X,X
LJOISTZ,X,X,O,X,O,O,X,X
LJOISZT,X,X,O,X,O,O,X,X
LJOIZTS,X,O,X,O,O,O,X,X
LJOIZST,X,O,X,O,O,O,X,X
LJOSTIZ,X,X,O,X,O,X,X,X
LJOSTZI,X,O,O,X,X,X,O,X
LJOSITZ,X,X,O,X,O,X,X,X
LJOSIZT,X,X,O,X,O,X,X,X
LJOSZTI,X,O,O,X,X,X,X,X
LJOSZIT,X,O,O,X,X,X,X,X
LJOZTIS,X,O,X,O,O,X,X,X
LJOZTSI,X,O,O,O,X,X,X,X
LJOZITS,X,O,X,O,O,X,X,X
LJOZIST,X,O,X,O,O,X,X,X
LJOZSTI,X,O,O,O,X,X,X,X
LJOZSIT,X,O,O,O,X,X,X,X
LSTIJZO,X,X,O,X,X,O,X,X
LSTIJOZ,X,X,O,X,O,O,X,O
LSTIZJO,X,X,O,X,X,X,X,X
LSTIZOJ,X,X,O,X,X,X,X,X
LSTIOJZ,X,X,O,X,O,X,X,X
LSTIOZJ,X,X,O,X,X,X,X,X
LSTJIZO,X,X,O,X,X,O,X,X
LSTJIOZ,X,X,O,X,O,O,X,O
LSTJZIO,X,O,O,X,X,X,X,X
LSTJZOI,X,O,O,X,X,X,X,X
LSTJOIZ,X,X,O,X,O,X,X,X
LSTJOZI,X,O,O,X,X,X,O,X
LSTZIJO,X,O,O,X,X,X,X,X
LSTZIOJ,X,O,O,X,X,X,X,X
LSTZJIO,X,O,O,X,X,X,X,X
LSTZJOI,X,O,O,X,X,X,X,X
LSTZOIJ,X,O,O,X,X,X,X,X
LSTZOJI,X,O,O,X,X,X,X,X
LSTOIJZ,X,X,O,X,O,X,X,X
LSTOIZJ,X,X,O,X,X,X,X,X
LSTOJIZ,X,X,O,X,O,X,X,X
LSTOJZI,X,O,O,X,X,X,O,X
LSTOZIJ,X,O,O,X,X,X,O,X
LSTOZJI,X,O,O,X,X,X,O,X
LSITJZO,X,X,X,X,X,X,X,X
LSITJOZ,X,X,O,X,X,X,X,O
LSITZJO,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X
LSITOJZ,X,X,O,X,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,O,X,X
LSIJTOZ,X,X,O,X,X,O,X,O
LSIJZTO,X,X,O,X,X,X,X,X
LSIJZOT,O,X,O,O,X,O,X,X
LSIJOTZ,X,X,O,X,O,O,X,X
LSIJOZT,X,X,O,X,O,O,X,X
LSIZTJO,X,X,O,X,X,X,X,X
LSIZTOJ,X,X,O,X,X,X,X,X
LSIZJTO,X,X,O,X,X,X,X,X
LSIZJOT,O,X,O,O,X,X,X,X
LSIZOTJ,X,X,O,X,X,X,X,X
LSIZOJT,O,X,O,O,X,X,X,X
LSIOTJZ,X,X,O,X,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,O,X,O,X,X,X
LSIOJZT,X,X,O,X,O,X,X,X
LSIOZTJ,X,X,O,X,X,X,X,X
LSIOZJT,X,X,O,X,X,X,X,X
LSJTIZO,X,X,O,X,X,O,X,X
LSJTIOZ,X,X,O,X,O,O,X,O
LSJTZIO,X,O,O,X,X,X,X,X
LSJTZOI,X,O,O,X,X,X,X,X
LSJTOIZ,X,X,O,X,O,X,X,X
LSJTOZI,X,O,O,X,X,X,O,X
LSJITZO,X,X,X,X,X,O,X,X
LSJITOZ,X,X,O,X,X,O,X,O
LSJIZTO,X,X,O,X,X,X,X,X
LSJIZOT,O,X,O,O,X,O,X,X
LSJIOTZ,X,X,O,X,O,O,X,X
LSJIOZT,X,X,O,X,O,O,X,X
LSJZTIO,X,O,O,X,X,X,X,X
LSJZTOI,X,O,O,X,X,X,X,X
LSJZITO,X,O,O,X,X,X,X,X
LSJZIOT,O,O,O,O,X,X,X,X
LSJZOTI,O,O,O,O,X,X,X,X
LSJZOIT,O,O,O,O,X,X,X,X
LSJOTIZ,X,X,O,X,O,X,X,X
LSJOTZI,X,O,O,X,X,X,O,X
LSJOITZ,X,X,O,X,O,X,X,X
LSJOIZT,X,X,O,X,O,X,X,X
LSJOZTI,X,O,O,X,X,X,X,X
LSJOZIT,X,O,O,X,X,X,X,X
LSZTIJO,X,O,O,X,X,X,X,X
LSZTIOJ,X,O,O,X,X,X,X,X
LSZTJIO,X,O,O,X,X,X,X,X
LSZTJOI,X,O,O,X,X,X,X,X
LSZTOIJ,X,O,O,X,X,X,X,X
LSZTOJI,X,O,O,X,X,X,X,X
LSZITJO,X,O,O,X,X,X,X,X
LSZITOJ,X,O,O,X,X,X,X,X
LSZIJTO,X,O,O,X,X,X,X,X
LSZIJOT,O,O,O,O,X,X,X,X
LSZIOTJ,X,O,O,X,X,X,X,X
LSZIOJT,O,O,O,O,X,X,X,X
LSZJTIO,X,O,O,X,X,X,X,X
LSZJTOI,X,O,O,X,X,X,X,X
LSZJITO,X,O,O,X,X,X,X,X
LSZJIOT,O,O,O,O,X,X,X,X
LSZJOTI,O,O,O,O,X,X,X,X
LSZJOIT,O,O,O,O,X,X,X,X
LSZOTIJ,X,O,O,X,X,X,X,X
LSZOTJI,X,O,O,X,X,X,X,X
LSZOITJ,X,O,O,X,X,X,X,X
LSZOIJT,O,O,O,O,X,X,X,X
LSZOJTI,O,O,O,O,X,X,X,X
LSZOJIT,O,O,O,O,X,X,X,X
LSOTIJZ,X,X,O,X,O,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,X
LSOTJIZ,X,X,O,X,O,X,X,X
LSOTJZI,X,O,O,X,X,X,O,X
LSOTZIJ,X,O,O,X,X,X,O,X
LSOTZJI,X,O,O,X,X,X,O,X
LSOITJZ,X,X,O,X,X,X,X,X
LSOITZJ,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,O,X,O,X,X,X
LSOIJZT,X,X,O,X,O,X,X,X
LSOIZTJ,X,X,O,X,X,X,X,X
LSOIZJT,X,X,O,X,X,X,X,X
LSOJTIZ,X,X,O,X,O,X,X,X
LSOJTZI,X,O,O,X,X,X,O,X
LSOJITZ,X,X,O,X,O,X,X,X
LSOJIZT,X,X,O,X,O,X,X,X
LSOJZTI,X,O,O,X,X,X,X,X
LSOJZIT,X,O,O,X,X,X,X,X
LSOZTIJ,X,O,O,X,X,X,X,X
LSOZTJI,X,O,O,X,X,X,X,X
LSOZITJ,X,O,O,X,X,X,X,X
LSOZIJT,X,O,O,X,X,X,X,X
LSOZJTI,X,O,O,X,X,X,X,X
LSOZJIT,X,O,O,X,X,X,X,X
LZTIJSO,O,O,X,X,X,O,X,X
LZTIJOS,O,O,X,O,O,O,X,X
LZTISJO,O,O,X,X,X,X,X,X
LZTISOJ,O,O,X,X,X,X,X,X
LZTIOJS,O,O,X,O,O,X,X,X
LZTIOSJ,O,O,X,X,X,X,X,X
LZTJISO,O,O,X,X,X,O,X,X
LZTJIOS,O,O,X,O,O,O,X,X
LZTJSIO,O,O,O,X,X,X,X,X
LZTJSOI,O,O,O,X,X,X,X,X
LZTJOIS,O,O,X,O,O,X,X,X
LZTJOSI,O,O,O,O,X,X,X,X
LZTSIJO,O,O,O,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,X
LZTSJOI,O,O,O,X,X,X,X,X
LZTSOIJ,O,O,O,X,X,X,X,X
LZTSOJI,O,O,O,X,X,X,X,X
LZTOIJS,O,O,X,O,O,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X
LZTOJIS,O,O,X,O,O,X,X,X
LZTOJSI,O,O,O,O,X,X,X,X
LZTOSIJ,O,O,O,X,X,X,X,X
LZTOSJI,O,O,O,X,X,X,X,X
LZITJSO,O,X,X,X,X,X,X,X
LZITJOS,O,O,X,O,X,X,X,X
LZITSJO,O,X,X,X,X,X,X,X
LZITSOJ,O,X,X,X,X,X,X,X
LZITOJS,O,O,X,O,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,X,O,X,X
LZIJTOS,X,O,X,O,X,O,X,X
LZIJSTO,X,O,X,X,X,X,X,X
LZIJSOT,O,O,X,O,X,O,X,X
LZIJOTS,X,O,X,O,O,O,X,X
LZIJOST,O,O,X,O,O,O,X,X
LZISTJO,X,O,X,X,X,X,X,X
LZISTOJ,X,O,X,X,X,X,X,X
LZISJTO,X,O,X,X,X,X,X,X
LZISJOT,O,O,X,O,X,X,X,X
LZISOTJ,X,O,X,X,X,X,X,X
LZISOJT,O,O,X,O,X,X,X,X
LZIOTJS,O,O,X,O,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X,X
LZIOJTS,X,O,X,O,O,X,X,X
LZIOJST,O,O,X,O,O,X,X,X
LZIOSTJ,X,O,X,X,X,X,X,X
LZIOSJT,O,O,X,O,X,X,X,X
LZJTISO,X,O,X,X,X,O,X,X
LZJTIOS,X,O,X,O,O,O,X,X
LZJTSIO,X,O,O,X,X,X,X,X
LZJTSOI,X,O,O,X,X,X,X,X
LZJTOIS,X,O,X,O,O,X,X,X
LZJTOSI,X,O,O,O,X,X,X,X
LZJITSO,X,X,X,X,X,O,X,X
LZJITOS,X,O,X,O,X,O,X,X
LZJISTO,X,O,X,X,X,X,X,X
LZJISOT,O,O,X,O,X,O,X,X
LZJIOTS,X,O,X,O,O,O,X,X
LZJIOST,O,O,X,O,O,O,X,X
LZJSTIO,X,O,O,X,X,X,X,X
LZJSTOI,X,O,O,X,X,X,X,X
LZJSITO,X,O,O,X,X,X,X,X
LZJSIOT,O,O,O,O,X,X,X,X
LZJSOTI,O,O,O,O,X,X,X,X
LZJSOIT,O,O,O,O,X,X,X,X
LZJOTIS,X,O,X,O,O,X,X,X
LZJOTSI,X,O,O,O,X,X,X,X
LZJOITS,X,O,X,O,O,X,X,X
LZJOIST,O,O,X,O,O,X,X,X
LZJOSTI,O,O,O,O,X,X,X,X
LZJOSIT,O,O,O,O,X,X,X,X
LZSTIJO,X,O,O,X,X,X,X,X
LZSTIOJ,X,O,O,X,X,X,X,X
LZSTJIO,X,O,O,X,X,X,X,X
LZSTJOI,X,O,O,X,X,X,X,X
LZSTOIJ,X,O,O,X,X,X,X,X
LZSTOJI,X,O,O,X,X,X,X,X
LZSITJO,X,O,O,X,X,X,X,X
LZSITOJ,X,O,O,X,X,X,X,X
LZSIJTO,X,O,O,X,X,X,X,X
LZSIJOT,O,O,O,O,X,X,X,X
LZSIOTJ,X,O,O,X,X,X,X,X
LZSIOJT,O,O,O,O,X,X,X,X
LZSJTIO,X,O,O,X,X,X,X,X
LZSJTOI,X,O,O,X,X,X,X,X
LZSJITO,X,O,O,X,X,X,X,X
LZSJIOT,O,O,O,O,X,X,X,X
LZSJOTI,O,O,O,O,X,X,X,X
LZSJOIT,O,O,O,O,X,X,X,X
LZSOTIJ,X,O,O,X,X,X,X,X
LZSOTJI,X,O,O,X,X,X,X,X
LZSOITJ,X,O,O,X,X,X,X,X
LZSOIJT,O,O,O,O,X,X,X,X
LZSOJTI,O,O,O,O,X,X,X,X
LZSOJIT,O,O,O,O,X,X,X,X
LZOTIJS,O,O,X,O,O,X,X,X
LZOTISJ,O,O,X,X,X,X,X,X
LZOTJIS,O,O,X,O,O,X,X,X
LZOTJSI,O,O,O,O,X,X,X,X
LZOTSIJ,O,O,O,X,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X
LZOITJS,O,O,X,O,X,X,X,X
LZOITSJ,O,X,X,X,X,X,X,X
LZOIJTS,X,O,X,O,O,X,X,X
LZOIJST,O,O,X,O,O,X,X,X
LZOISTJ,X,O,X,X,X,X,X,X
LZOISJT,O,O,X,O,X,X,X,X
LZOJTIS,X,O,X,O,O,X,X,X
LZOJTSI,X,O,O,O,X,X,X,X
LZOJITS,X,O,X,O,O,X,X,X
LZOJIST,O,O,X,O,O,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X
LZOSTIJ,X,O,O,X,X,X,X,X
LZOSTJI,X,O,O,X,X,X,X,X
LZOSITJ,X,O,O,X,X,X,X,X
LZOSIJT,O,O,O,O,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X
LOTIJSZ,X,X,O,X,O,O,X,X
LOTIJZS,X,O,X,X,O,O,X,X
LOTISJZ,X,X,O,X,O,X,X,X
LOTISZJ,X,X,O,X,X,X,X,X
LOTIZJS,X,O,X,X,O,X,X,X
LOTIZSJ,X,O,X,X,X,X,X,X
LOTJISZ,X,X,O,X,O,O,X,X
LOTJIZS,X,O,X,X,O,O,X,X
LOTJSIZ,X,X,O,X,O,X,X,X
LOTJSZI,X,O,O,X,X,X,X,X
LOTJZIS,X,O,X,X,O,X,X,X
LOTJZSI,X,O,O,X,X,X,X,X
LOTSIJZ,X,X,O,X,O,X,X,X
LOTSIZJ,X,X,O,X,X,X,X,X
LOTSJIZ,X,X,O,X,O,X,X,X
LOTSJZI,X,O,O,X,X,X,X,X
LOTSZIJ,X,O,O,X,X,X,X,X
LOTSZJI,X,O,O,X,X,X,X,X
LOTZIJS,X,O,X,X,O,X,X,X
LOTZISJ,X,O,X,X,X,X,X,X
LOTZJIS,X,O,X,X,O,X,X,X
LOTZJSI,X,O,O,X,X,X,X,X
LOTZSIJ,X,O,O,X,X,X,X,X
LOTZSJI,X,O,O,X,X,X,X,X
LOITJSZ,X,X,O,X,O,X,X,X
LOITJZS,X,O,X,X,O,X,X,X
LOITSJZ,X,X,O,X,O,X,X,X
LOITSZJ,X,X,O,X,X,X,X,X
LOITZJS,X,O,X,X,O,X,X,X
LOITZSJ,X,O,X,X,X,X,X,X
LOIJTSZ,X,X,O,X,O,O,X,X
LOIJTZS,X,O,X,X,O,O,X,X
LOIJSTZ,X,X,O,X,O,O,X,X
LOIJSZT,X,X,O,X,O,O,X,X
LOIJZTS,X,O,X,O,O,O,X,X
LOIJZST,X,O,X,O,O,O,X,X
LOISTJZ,X,X,O,X,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X
LOISJTZ,X,X,O,X,O,X,X,X
LOISJZT,X,X,O,X,O,X,X,X
LOISZTJ,X,X,O,X,X,X,X,X
LOISZJT,X,X,O,X,X,X,X,X
LOIZTJS,X,O,X,O,X,X,X,X
LOIZTSJ,X,X,X,X,X,X,X,X
LOIZJTS,X,O,X,O,O,X,X,X
LOIZJST,X,O,X,O,O,X,X,X
LOIZSTJ,X,O,X,X,X,X,X,X
LOIZSJT,X,O,X,O,X,X,X,X
LOJTISZ,X,X,O,X,O,O,X,X
LOJTIZS,X,O,X,X,O,O,X,X
LOJTSIZ,X,X,O,X,O,X,X,X
LOJTSZI,X,O,O,X,X,X,X,X
LOJTZIS,X,O,X,X,O,X,X,X
LOJTZSI,X,O,O,X,X,X,X,X
LOJITSZ,X,X,O,X,O,O,X,X
LOJITZS,X,O,X,X,O,O,X,X
LOJISTZ,X,X,O,X,O,O,X,X
LOJISZT,X,X,O,X,O,O,X,X
LOJIZTS,X,O,X,O,O,O,X,X
LOJIZST,X,O,X,O,O,O,X,X
LOJSTIZ,X,X,O,X,O,X,X,X
LOJSTZI,X,O,O,X,X,X,O,X
LOJSITZ,X,X,O,X,O,X,X,X
LOJSIZT,X,X,O,X,O,X,X,X
LOJSZTI,X,O,O,X,X,X,X,X
LOJSZIT,X,O,O,X,X,X,X,X
LOJZTIS,X,O,X,O,O,X,X,X
LOJZTSI,X,O,O,O,X,X,X,X
LOJZITS,X,O,X,O,O,X,X,X
LOJZIST,X,O,X,O,O,X,X,X
LOJZSTI,X,O,O,O,X,X,X,X
LOJZSIT,X,O,O,O,X,X,X,X
LOSTIJZ,X,X,O,X,O,X,X,X
LOSTIZJ,X,X,O,X,X,X,X,X
LOSTJIZ,X,X,O,X,O,X,X,X
LOSTJZI,X,O,O,X,X,X,O,X
LOSTZIJ,X,O,O,X,X,X,O,X
LOSTZJI,X,O,O,X,X,X,O,X
LOSITJZ,X,X,O,X,X,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X
LOSIJTZ,X,X,O,X,O,X,X,X
LOSIJZT,X,X,O,X,O,X,X,X
LOSIZTJ,X,X,O,X,X,X,X,X
LOSIZJT,X,X,O,X,X,X,X,X
LOSJTIZ,X,X,O,X,O,X,X,X
LOSJTZI,X,O,O,X,X,X,O,X
LOSJITZ,X,X,O,X,O,X,X,X
LOSJIZT,X,X,O,X,O,X,X,X
LOSJZTI,X,O,O,X,X,X,X,X
LOSJZIT,X,O,O,X,X,X,X,X
LOSZTIJ,X,O,O,X,X,X,X,X
LOSZTJI,X,O,O,X,X,X,X,X
LOSZITJ,X,O,O,X,X,X,X,X
LOSZIJT,X,O,O,X,X,X,X,X
LOSZJTI,X,O,O,X,X,X,X,X
LOSZJIT,X,O,O,X,X,X,X,X
LOZTIJS,X,O,X,O,O,X,X,X
LOZTISJ,X,O,X,X,X,X,X,X
LOZTJIS,X,O,X,O,O,X,X,X
LOZTJSI,X,O,O,O,X,X,X,X
LOZTSIJ,X,O,O,X,X,X,X,X
LOZTSJI,X,O,O,X,X,X,X,X
LOZITJS,X,O,X,O,X,X,X,X
LOZITSJ,X,X,X,X,X,X,X,X
LOZIJTS,X,O,X,O,O,X,X,X
LOZIJST,X,O,X,O,O,X,X,X
LOZISTJ,X,O,X,X,X,X,X,X
LOZISJT,X,O,X,O,X,X,X,X
LOZJTIS,X,O,X,O,O,X,X,X
LOZJTSI,X,O,O,O,X,X,X,X
LOZJITS,X,O,X,O,O,X,X,X
LOZJIST,X,O,X,O,O,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X
LOZJSIT,X,O,O,O,X,X,X,X
LOZSTIJ,X,O,O,X,X,X,X,X
LOZSTJI,X,O,O,X,X,X,X,X
LOZSITJ,X,O,O,X,X,X,X,X
LOZSIJT,X,O,O,O,X,X,X,X
LOZSJTI,X,O,O,O,X,X,X,X
LOZSJIT,X,O,O,O,X,X,X,X
JTILSZO,O,X,O,X,X,O,X,X
JTILSOZ,X,X,O,X,O,O,X,X
