sequence,v115@IhA8HeB8AeD8CeG8AeB8Je3BJvhEicB+oBMlBzaBJa?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBilBshBXcBza?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBalB3hBsgBzV?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEThBPdBqNBMlBJa?B,v115@IhA8HeB8AeD8CeG8AeB8JeJ6IvhEuaBUhBvnBToBSj?B,v115@IhA8HeB8AeD8CeG8AeB8JeTIJvhEvnBUhBuaBJaBKL?B
LZSTIOJ,O,O,O,X,X,X
LZSTJIO,O,O,O,X,X,X
LZSTJOI,O,O,O,X,X,X
LZSTOIJ,O,O,O,X,X,X
LZSTOJI,O,O,O,X,X,X
LZSITJO,O,O,O,X,X,O
LZSITOJ,O,O,O,X,X,O
LZSIJTO,O,O,O,X,X,O
LZSIJOT,O,O,O,X,O,O
LZSIOTJ,O,O,O,X,O,O
LZSIOJT,O,O,O,X,O,O
LZSJTIO,O,O,O,X,X,X
LZSJTOI,O,O,O,X,X,X
LZSJITO,O,O,O,X,X,O
LZSJIOT,O,O,O,X,O,O
LZSJOTI,O,O,O,X,O,X
LZSJOIT,O,O,O,X,O,O
LZSOTIJ,O,O,O,X,O,X
LZSOTJI,O,O,O,X,O,X
LZSOITJ,O,O,O,X,O,O
LZSOIJT,O,O,O,X,O,O
LZSOJTI,O,O,O,X,O,X
LZSOJIT,O,O,O,X,O,O
LZOTIJS,X,O,O,X,X,X
LZOTISJ,X,O,O,X,X,X
LZOTJIS,X,O,O,X,X,X
LZOTJSI,X,O,O,X,X,X
LZOTSIJ,X,O,O,X,X,X
LZOTSJI,X,O,O,X,X,X
LZOITJS,X,O,O,X,X,O
LZOITSJ,X,O,O,X,X,O
LZOIJTS,X,O,O,X,X,O
LZOIJST,O,O,O,O,O,O
LZOISTJ,O,O,O,O,O,O
LZOISJT,O,O,O,O,O,O
LZOJTIS,X,O,O,X,X,X
LZOJTSI,X,O,O,X,X,X
LZOJITS,X,O,O,X,X,O
LZOJIST,O,O,O,O,O,O
LZOJSTI,O,O,O,O,O,X
LZOJSIT,O,O,O,O,O,O
LZOSTIJ,O,O,O,O,O,X
LZOSTJI,O,O,O,O,O,X
LZOSITJ,O,O,O,O,O,O
LZOSIJT,O,O,O,O,O,O
LZOSJTI,O,O,O,O,O,X
LZOSJIT,O,O,O,O,O,O
LOTIJSZ,X,O,O,X,X,X
LOTIJZS,X,O,O,X,X,X
LOTISJZ,X,O,O,X,X,X
LOTISZJ,X,O,O,X,X,X
LOTIZJS,X,O,O,X,X,X
LOTIZSJ,X,O,O,X,X,X
LOTJISZ,X,O,O,X,X,X
LOTJIZS,X,O,O,X,X,X
LOTJSIZ,X,O,O,X,X,X
LOTJSZI,X,O,O,X,X,X
LOTJZIS,X,O,O,X,X,X
LOTJZSI,X,O,O,X,X,X
LOTSIJZ,X,O,O,X,X,X
LOTSIZJ,X,O,O,X,X,X
LOTSJIZ,X,O,O,X,X,X
LOTSJZI,X,O,O,X,X,X
LOTSZIJ,X,O,O,X,X,X
LOTSZJI,X,O,O,X,X,X
LOTZIJS,X,O,O,X,X,X
LOTZISJ,X,O,O,X,X,X
LOTZJIS,X,O,O,X,X,X
LOTZJSI,X,O,O,X,X,X
LOTZSIJ,X,O,O,X,X,X
LOTZSJI,X,O,O,X,X,X
LOITJSZ,X,O,O,X,X,O
LOITJZS,X,O,O,X,X,O
LOITSJZ,X,O,O,X,X,O
LOITSZJ,X,O,O,X,X,O
LOITZJS,X,O,O,X,X,O
LOITZSJ,X,O,O,X,X,O
LOIJTSZ,X,O,O,X,X,O
LOIJTZS,X,O,O,X,X,O
LOIJSTZ,X,O,O,O,O,O
LOIJSZT,X,O,O,O,O,O
LOIJZTS,X,O,O,X,X,O
LOIJZST,X,O,O,O,O,O
LOISTJZ,X,O,O,O,O,O
LOISTZJ,X,O,O,O,O,O
LOISJTZ,X,O,O,O,O,O
LOISJZT,X,O,O,O,O,O
LOISZTJ,X,O,O,O,O,O
LOISZJT,X,O,O,O,O,O
LOIZTJS,X,O,O,X,X,O
LOIZTSJ,X,O,O,X,X,O
LOIZJTS,X,O,O,X,X,O
LOIZJST,X,O,O,O,O,O
LOIZSTJ,X,O,O,O,O,O
LOIZSJT,X,O,O,O,O,O
LOJTISZ,X,O,O,X,X,X
LOJTIZS,X,O,O,X,X,X
LOJTSIZ,X,O,O,X,X,X
LOJTSZI,X,O,O,X,X,X
LOJTZIS,X,O,O,X,X,X
LOJTZSI,X,O,O,X,X,X
LOJITSZ,X,O,O,X,X,O
LOJITZS,X,O,O,X,X,O
LOJISTZ,X,O,O,O,O,O
LOJISZT,X,O,O,O,O,O
LOJIZTS,X,O,O,X,X,O
LOJIZST,X,O,O,O,O,O
LOJSTIZ,X,O,O,O,O,X
LOJSTZI,X,O,O,O,O,X
LOJSITZ,X,O,O,O,O,O
LOJSIZT,X,O,O,O,O,O
LOJSZTI,X,O,O,O,O,X
LOJSZIT,X,O,O,O,O,O
LOJZTIS,X,O,O,X,X,X
LOJZTSI,X,O,O,X,X,X
LOJZITS,X,O,O,X,X,O
LOJZIST,X,O,O,O,O,O
LOJZSTI,X,O,O,O,O,X
LOJZSIT,X,O,O,O,O,O
LOSTIJZ,X,O,O,O,O,X
LOSTIZJ,X,O,O,O,O,X
LOSTJIZ,X,O,O,O,O,X
LOSTJZI,X,O,O,O,O,X
LOSTZIJ,X,O,O,O,O,X
LOSTZJI,X,O,O,O,O,X
LOSITJZ,X,O,O,O,O,O
LOSITZJ,X,O,O,O,O,O
LOSIJTZ,X,O,O,O,O,O
LOSIJZT,X,O,O,O,O,O
LOSIZTJ,X,O,O,O,O,O
LOSIZJT,X,O,O,O,O,O
LOSJTIZ,X,O,O,O,O,X
LOSJTZI,X,O,O,O,O,X
LOSJITZ,X,O,O,O,O,O
LOSJIZT,X,O,O,O,O,O
LOSJZTI,X,O,O,O,O,X
LOSJZIT,X,O,O,O,O,O
LOSZTIJ,X,O,O,O,O,X
LOSZTJI,X,O,O,O,O,X
LOSZITJ,X,O,O,O,O,O
LOSZIJT,X,O,O,O,O,O
LOSZJTI,X,O,O,O,O,X
LOSZJIT,X,O,O,O,O,O
LOZTIJS,X,O,O,X,X,X
LOZTISJ,X,O,O,X,X,X
LOZTJIS,X,O,O,X,X,X
LOZTJSI,X,O,O,X,X,X
LOZTSIJ,X,O,O,X,X,X
LOZTSJI,X,O,O,X,X,X
LOZITJS,X,O,O,X,X,O
LOZITSJ,X,O,O,X,X,O
LOZIJTS,X,O,O,X,X,O
LOZIJST,X,O,O,O,O,O
LOZISTJ,X,O,O,O,O,O
LOZISJT,X,O,O,O,O,O
LOZJTIS,X,O,O,X,X,X
LOZJTSI,X,O,O,X,X,X
LOZJITS,X,O,O,X,X,O
LOZJIST,X,O,O,O,O,O
LOZJSTI,X,O,O,O,O,X
LOZJSIT,X,O,O,O,O,O
LOZSTIJ,X,O,O,O,O,X
LOZSTJI,X,O,O,O,O,X
LOZSITJ,X,O,O,O,O,O
LOZSIJT,X,O,O,O,O,O
LOZSJTI,X,O,O,O,O,X
LOZSJIT,X,O,O,O,O,O
JTILSZO,X,O,O,X,X,O
JTILSOZ,X,O,O,X,X,O
JTILZSO,X,O,O,X,X,O
JTILZOS,X,O,O,X,X,O
JTILOSZ,X,O,O,X,X,O
JTILOZS,X,O,O,X,X,O
JTISLZO,O,X,O,X,X,O
JTISLOZ,X,X,O,X,X,O
JTISZLO,O,X,O,X,X,O
JTISZOL,O,X,X,X,O,O
JTISOLZ,X,X,X,X,O,O
JTISOZL,X,X,X,X,O,O
JTIZLSO,X,O,O,X,X,O
JTIZLOS,X,O,O,X,X,O
JTIZSLO,O,O,O,X,X,O
JTIZSOL,O,X,X,X,O,O
JTIZOLS,X,O,X,X,X,O
JTIZOSL,O,X,X,O,O,O
JTIOLSZ,X,O,X,X,X,O
JTIOLZS,X,O,X,X,X,O
JTIOSLZ,X,X,X,O,O,O
JTIOSZL,X,X,X,O,O,O
JTIOZLS,X,O,X,X,X,O
JTIOZSL,X,X,X,O,O,O
JTLISZO,X,O,O,X,X,X
JTLISOZ,X,O,O,X,X,X
JTLIZSO,X,O,O,X,X,X
JTLIZOS,X,O,O,X,X,X
JTLIOSZ,X,O,O,X,X,X
JTLIOZS,X,O,O,X,X,X
JTLSIZO,X,O,O,X,X,X
JTLSIOZ,X,O,O,X,X,X
JTLSZIO,X,O,O,X,X,X
JTLSZOI,X,O,O,X,X,X
JTLSOIZ,X,O,O,X,X,X
JTLSOZI,X,O,O,X,X,X
JTLZISO,X,O,O,X,X,X
JTLZIOS,X,O,O,X,X,X
JTLZSIO,X,O,O,X,X,X
JTLZSOI,X,O,O,X,X,X
JTLZOIS,X,O,O,X,X,X
JTLZOSI,X,O,O,X,X,X
JTLOISZ,X,O,O,X,X,X
JTLOIZS,X,O,O,X,X,X
JTLOSIZ,X,O,O,X,X,X
JTLOSZI,X,O,O,X,X,X
JTLOZIS,X,O,O,X,X,X
JTLOZSI,X,O,O,X,X,X
JTSILZO,O,X,O,X,X,O
JTSILOZ,X,X,O,X,X,O
JTSIZLO,O,X,O,X,X,O
JTSIZOL,O,X,X,X,O,O
JTSIOLZ,X,X,X,X,O,O
JTSIOZL,X,X,X,X,O,O
JTSLIZO,O,X,O,X,X,X
JTSLIOZ,X,X,O,X,X,X
JTSLZIO,O,X,O,X,X,X
JTSLZOI,O,X,O,X,X,X
JTSLOIZ,X,X,O,X,X,X
JTSLOZI,X,X,O,X,X,X
JTSZILO,O,X,O,X,X,O
JTSZIOL,O,X,X,X,O,O
JTSZLIO,O,X,O,X,X,X
JTSZLOI,O,X,O,X,X,X
JTSZOIL,O,X,X,X,O,O
JTSZOLI,O,X,X,X,O,X
JTSOILZ,X,X,X,X,O,O
JTSOIZL,X,X,X,X,O,O
JTSOLIZ,X,X,X,X,O,X
JTSOLZI,X,X,X,X,O,X
JTSOZIL,X,X,X,X,O,O
JTSOZLI,X,X,X,X,O,X
JTZILSO,X,O,O,X,X,O
JTZILOS,X,O,O,X,X,O
JTZISLO,O,O,O,X,X,O
JTZISOL,O,X,X,X,O,O
JTZIOLS,X,O,X,X,X,O
JTZIOSL,O,X,X,O,O,O
JTZLISO,X,O,O,X,X,X
JTZLIOS,X,O,O,X,X,X
JTZLSIO,X,O,O,X,X,X
JTZLSOI,X,O,O,X,X,X
JTZLOIS,X,O,O,X,X,X
JTZLOSI,X,O,O,X,X,X
JTZSILO,O,O,O,X,X,O
JTZSIOL,O,X,X,X,O,O
JTZSLIO,O,O,O,X,X,X
JTZSLOI,O,O,O,X,X,X
JTZSOIL,O,X,X,X,O,O
JTZSOLI,O,X,X,X,O,X
JTZOILS,X,O,X,X,X,O
JTZOISL,O,X,X,O,O,O
JTZOLIS,X,O,X,X,X,X
JTZOLSI,X,O,X,X,X,X
JTZOSIL,O,X,X,O,O,O
JTZOSLI,O,X,X,O,O,X
JTOILSZ,X,O,X,X,X,O
JTOILZS,X,O,X,X,X,O
JTOISLZ,X,X,X,O,O,O
JTOISZL,X,X,X,O,O,O
JTOIZLS,X,O,X,X,X,O
JTOIZSL,X,X,X,O,O,O
JTOLISZ,X,O,X,X,X,X
JTOLIZS,X,O,X,X,X,X
JTOLSIZ,X,O,X,X,X,X
JTOLSZI,X,O,X,X,X,X
JTOLZIS,X,O,X,X,X,X
JTOLZSI,X,O,X,X,X,X
JTOSILZ,X,X,X,O,O,O
JTOSIZL,X,X,X,O,O,O
JTOSLIZ,X,X,X,O,O,X
JTOSLZI,X,X,X,O,O,X
JTOSZIL,X,X,X,O,O,O
JTOSZLI,X,X,X,O,O,X
JTOZILS,X,O,X,X,X,O
JTOZISL,X,X,X,O,O,O
JTOZLIS,X,O,X,X,X,X
JTOZLSI,X,O,X,X,X,X
JTOZSIL,X,X,X,O,O,O
JTOZSLI,X,X,X,O,O,X
JITLSZO,X,O,O,X,X,O
JITLSOZ,X,O,O,X,X,O
JITLZSO,X,O,O,X,X,O
JITLZOS,X,O,O,X,X,O
JITLOSZ,X,O,O,X,X,O
JITLOZS,X,O,O,X,X,O
JITSLZO,O,X,O,X,X,O
JITSLOZ,X,X,O,X,X,O
JITSZLO,O,X,O,X,X,O
JITSZOL,O,X,X,X,O,O
JITSOLZ,X,X,X,X,O,O
JITSOZL,X,X,X,X,O,O
JITZLSO,X,O,O,X,X,O
JITZLOS,X,O,O,X,X,O
JITZSLO,O,O,O,X,X,O
JITZSOL,O,X,X,X,O,O
JITZOLS,X,O,X,X,X,O
JITZOSL,O,X,X,O,O,O
JITOLSZ,X,O,X,X,X,O
JITOLZS,X,O,X,X,X,O
JITOSLZ,X,X,X,O,O,O
JITOSZL,X,X,X,O,O,O
JITOZLS,X,O,X,X,X,O
JITOZSL,X,X,X,O,O,O
JILTSZO,X,O,O,X,X,O
JILTSOZ,X,O,O,X,X,O
JILTZSO,X,O,O,X,X,O
JILTZOS,X,O,O,X,X,O
JILTOSZ,X,O,O,X,X,O
JILTOZS,X,O,O,X,X,O
JILSTZO,O,O,O,X,X,O
JILSTOZ,X,O,O,X,X,O
JILSZTO,O,O,O,X,X,O
JILSZOT,O,O,O,X,O,O
JILSOTZ,X,O,O,X,O,O
JILSOZT,O,O,O,X,O,O
JILZTSO,X,O,O,X,X,O
JILZTOS,X,O,O,X,X,O
JILZSTO,O,O,O,X,X,O
JILZSOT,O,O,O,X,O,O
JILZOTS,X,O,O,X,X,O
JILZOST,O,O,O,O,O,O
JILOTSZ,X,O,O,X,X,O
JILOTZS,X,O,O,X,X,O
JILOSTZ,X,O,O,O,O,O
JILOSZT,X,O,O,O,O,O
JILOZTS,X,O,O,X,X,O
JILOZST,X,O,O,O,O,O
JISTLZO,O,X,O,X,X,O
JISTLOZ,X,X,O,X,X,O
JISTZLO,O,X,O,X,X,O
JISTZOL,O,X,X,X,O,O
JISTOLZ,X,X,X,X,O,O
JISTOZL,X,X,X,X,O,O
JISLTZO,O,O,O,X,X,O
JISLTOZ,X,O,O,X,X,O
JISLZTO,O,O,O,X,X,O
JISLZOT,O,O,O,X,O,O
JISLOTZ,X,O,O,X,O,O
JISLOZT,O,O,O,X,O,O
JISZTLO,O,O,O,X,X,O
JISZTOL,O,X,X,X,O,O
JISZLTO,O,O,O,X,X,O
JISZLOT,O,O,O,X,O,O
JISZOTL,O,X,X,O,O,O
JISZOLT,O,O,O,O,O,O
JISOTLZ,X,X,X,O,O,O
JISOTZL,X,X,X,O,O,O
JISOLTZ,X,O,O,O,O,O
JISOLZT,O,O,O,O,O,O
JISOZTL,O,X,X,O,O,O
JISOZLT,O,O,O,O,O,O
JIZTLSO,X,O,O,X,X,O
JIZTLOS,X,O,O,X,X,O
JIZTSLO,O,O,O,X,X,O
JIZTSOL,O,X,X,X,O,O
JIZTOLS,X,O,X,X,X,O
JIZTOSL,O,X,X,O,O,O
JIZLTSO,X,O,O,X,X,O
JIZLTOS,X,O,O,X,X,O
JIZLSTO,O,O,O,X,X,O
JIZLSOT,O,O,O,X,O,O
JIZLOTS,X,O,O,X,X,O
JIZLOST,O,O,O,O,O,O
JIZSTLO,O,O,O,X,X,O
JIZSTOL,O,X,X,X,O,O
JIZSLTO,O,O,O,X,X,O
JIZSLOT,O,O,O,X,O,O
JIZSOTL,O,X,X,O,O,O
JIZSOLT,O,O,O,O,O,O
JIZOTLS,X,O,X,X,X,O
JIZOTSL,O,X,X,O,O,O
JIZOLTS,X,O,O,X,X,O
JIZOLST,O,O,O,O,O,O
JIZOSTL,O,X,X,O,O,O
JIZOSLT,O,O,O,O,O,O
JIOTLSZ,X,O,X,X,X,O
JIOTLZS,X,O,X,X,X,O
JIOTSLZ,X,X,X,O,O,O
JIOTSZL,X,X,X,O,O,O
JIOTZLS,X,O,X,X,X,O
JIOTZSL,X,X,X,O,O,O
JIOLTSZ,X,O,O,X,X,O
JIOLTZS,X,O,O,X,X,O
JIOLSTZ,X,O,O,O,O,O
JIOLSZT,X,O,O,O,O,O
JIOLZTS,X,O,O,X,X,O
JIOLZST,X,O,O,O,O,O
JIOSTLZ,X,X,X,O,O,O
JIOSTZL,X,X,X,O,O,O
JIOSLTZ,X,O,O,O,O,O
JIOSLZT,O,O,O,O,O,O
JIOSZTL,O,X,X,O,O,O
JIOSZLT,O,O,O,O,O,O
JIOZTLS,X,O,X,X,X,O
JIOZTSL,O,X,X,O,O,O
JIOZLTS,X,O,O,X,X,O
JIOZLST,O,O,O,O,O,O
JIOZSTL,O,X,X,O,O,O
JIOZSLT,O,O,O,O,O,O
JLTISZO,X,O,O,X,X,X
JLTISOZ,X,O,O,X,X,X
JLTIZSO,X,O,O,X,X,X
JLTIZOS,X,O,O,X,X,X
JLTIOSZ,X,O,O,X,X,X
JLTIOZS,X,O,O,X,X,X
JLTSIZO,X,O,O,X,X,X
JLTSIOZ,X,O,O,X,X,X
JLTSZIO,X,O,O,X,X,X
JLTSZOI,X,O,O,X,X,X
JLTSOIZ,X,O,O,X,X,X
JLTSOZI,X,O,O,X,X,X
JLTZISO,X,O,O,X,X,X
JLTZIOS,X,O,O,X,X,X
JLTZSIO,X,O,O,X,X,X
JLTZSOI,X,O,O,X,X,X
JLTZOIS,X,O,O,X,X,X
JLTZOSI,X,O,O,X,X,X
JLTOISZ,X,O,O,X,X,X
JLTOIZS,X,O,O,X,X,X
JLTOSIZ,X,O,O,X,X,X
JLTOSZI,X,O,O,X,X,X
JLTOZIS,X,O,O,X,X,X
JLTOZSI,X,O,O,X,X,X
JLITSZO,X,O,O,X,X,O
JLITSOZ,X,O,O,X,X,O
JLITZSO,X,O,O,X,X,O
JLITZOS,X,O,O,X,X,O
JLITOSZ,X,O,O,X,X,O
JLITOZS,X,O,O,X,X,O
JLISTZO,O,O,O,X,X,O
JLISTOZ,X,O,O,X,X,O
JLISZTO,O,O,O,X,X,O
JLISZOT,O,O,O,X,O,O
JLISOTZ,X,O,O,X,O,O
JLISOZT,O,O,O,X,O,O
JLIZTSO,X,O,O,X,X,O
JLIZTOS,X,O,O,X,X,O
JLIZSTO,O,O,O,X,X,O
JLIZSOT,O,O,O,X,O,O
JLIZOTS,X,O,O,X,X,O
JLIZOST,O,O,O,O,O,O
JLIOTSZ,X,O,O,X,X,O
JLIOTZS,X,O,O,X,X,O
JLIOSTZ,X,O,O,O,O,O
JLIOSZT,X,O,O,O,O,O
JLIOZTS,X,O,O,X,X,O
JLIOZST,X,O,O,O,O,O
JLSTIZO,O,O,O,X,X,X
JLSTIOZ,X,O,O,X,X,X
JLSTZIO,O,O,O,X,X,X
JLSTZOI,O,O,O,X,X,X
JLSTOIZ,X,O,O,X,X,X
JLSTOZI,X,O,O,X,X,X
JLSITZO,O,O,O,X,X,O
JLSITOZ,X,O,O,X,X,O
JLSIZTO,O,O,O,X,X,O
JLSIZOT,O,O,O,X,O,O
JLSIOTZ,X,O,O,X,O,O
JLSIOZT,O,O,O,X,O,O
JLSZTIO,O,O,O,X,X,X
JLSZTOI,O,O,O,X,X,X
JLSZITO,O,O,O,X,X,O
JLSZIOT,O,O,O,X,O,O
JLSZOTI,O,O,O,X,O,X
JLSZOIT,O,O,O,X,O,O
JLSOTIZ,X,O,O,X,O,X
JLSOTZI,X,O,O,X,O,X
JLSOITZ,X,O,O,X,O,O
JLSOIZT,O,O,O,X,O,O
JLSOZTI,O,O,O,X,O,X
JLSOZIT,O,O,O,X,O,O
JLZTISO,X,O,O,X,X,X
JLZTIOS,X,O,O,X,X,X
JLZTSIO,X,O,O,X,X,X
JLZTSOI,X,O,O,X,X,X
JLZTOIS,X,O,O,X,X,X
JLZTOSI,X,O,O,X,X,X
JLZITSO,X,O,O,X,X,O
JLZITOS,X,O,O,X,X,O
JLZISTO,O,O,O,X,X,O
JLZISOT,O,O,O,X,O,O
JLZIOTS,X,O,O,X,X,O
JLZIOST,O,O,O,O,O,O
JLZSTIO,O,O,O,X,X,X
JLZSTOI,O,O,O,X,X,X
JLZSITO,O,O,O,X,X,O
JLZSIOT,O,O,O,X,O,O
JLZSOTI,O,O,O,X,O,X
JLZSOIT,O,O,O,X,O,O
JLZOTIS,X,O,O,X,X,X
JLZOTSI,X,O,O,X,X,X
JLZOITS,X,O,O,X,X,O
JLZOIST,O,O,O,O,O,O
JLZOSTI,O,O,O,O,O,X
JLZOSIT,O,O,O,O,O,O
JLOTISZ,X,O,O,X,X,X
JLOTIZS,X,O,O,X,X,X
JLOTSIZ,X,O,O,X,X,X
JLOTSZI,X,O,O,X,X,X
JLOTZIS,X,O,O,X,X,X
JLOTZSI,X,O,O,X,X,X
JLOITSZ,X,O,O,X,X,O
JLOITZS,X,O,O,X,X,O
JLOISTZ,X,O,O,O,O,O
JLOISZT,X,O,O,O,O,O
JLOIZTS,X,O,O,X,X,O
JLOIZST,X,O,O,O,O,O
JLOSTIZ,X,O,O,O,O,X
JLOSTZI,X,O,O,O,O,X
JLOSITZ,X,O,O,O,O,O
JLOSIZT,X,O,O,O,O,O
JLOSZTI,X,O,O,O,O,X
JLOSZIT,X,O,O,O,O,O
JLOZTIS,X,O,O,X,X,X
JLOZTSI,X,O,O,X,X,X
JLOZITS,X,O,O,X,X,O
JLOZIST,X,O,O,O,O,O
JLOZSTI,X,O,O,O,O,X
JLOZSIT,X,O,O,O,O,O
JSTILZO,O,X,O,X,X,O
JSTILOZ,X,X,O,X,X,O
JSTIZLO,O,X,O,X,X,O
JSTIZOL,O,X,X,X,O,O
JSTIOLZ,X,X,X,X,O,O
JSTIOZL,X,X,X,X,O,O
JSTLIZO,O,X,O,X,X,X
JSTLIOZ,X,X,O,X,X,X
JSTLZIO,O,X,O,X,X,X
JSTLZOI,O,X,O,X,X,X
JSTLOIZ,X,X,O,X,X,X
JSTLOZI,X,X,O,X,X,X
JSTZILO,O,X,O,X,X,O
JSTZIOL,O,X,X,X,O,O
JSTZLIO,O,X,O,X,X,X
JSTZLOI,O,X,O,X,X,X
JSTZOIL,O,X,X,X,O,O
JSTZOLI,O,X,X,X,O,X
JSTOILZ,X,X,X,X,O,O
JSTOIZL,X,X,X,X,O,O
JSTOLIZ,X,X,X,X,O,X
JSTOLZI,X,X,X,X,O,X
JSTOZIL,X,X,X,X,O,O
JSTOZLI,X,X,X,X,O,X
JSITLZO,O,X,O,X,X,O
JSITLOZ,X,X,O,X,X,O
JSITZLO,O,X,O,X,X,O
JSITZOL,O,X,X,X,O,O
JSITOLZ,X,X,X,X,O,O
JSITOZL,X,X,X,X,O,O
JSILTZO,O,O,O,X,X,O
JSILTOZ,X,O,O,X,X,O
JSILZTO,O,O,O,X,X,O
JSILZOT,O,O,O,X,O,O
JSILOTZ,X,O,O,X,O,O
JSILOZT,O,O,O,X,O,O
JSIZTLO,O,O,O,X,X,O
JSIZTOL,O,X,X,X,O,O
JSIZLTO,O,O,O,X,X,O
JSIZLOT,O,O,O,X,O,O
JSIZOTL,O,X,X,O,O,O
JSIZOLT,O,O,O,O,O,O
JSIOTLZ,X,X,X,O,O,O
JSIOTZL,X,X,X,O,O,O
JSIOLTZ,X,O,O,O,O,O
JSIOLZT,O,O,O,O,O,O
JSIOZTL,O,X,X,O,O,O
JSIOZLT,O,O,O,O,O,O
JSLTIZO,O,O,O,X,X,X
JSLTIOZ,X,O,O,X,X,X
JSLTZIO,O,O,O,X,X,X
JSLTZOI,O,O,O,X,X,X
JSLTOIZ,X,O,O,X,X,X
JSLTOZI,X,O,O,X,X,X
JSLITZO,O,O,O,X,X,O
JSLITOZ,X,O,O,X,X,O
JSLIZTO,O,O,O,X,X,O
JSLIZOT,O,O,O,X,O,O
JSLIOTZ,X,O,O,X,O,O
JSLIOZT,O,O,O,X,O,O
JSLZTIO,O,O,O,X,X,X
JSLZTOI,O,O,O,X,X,X
JSLZITO,O,O,O,X,X,O
JSLZIOT,O,O,O,X,O,O
JSLZOTI,O,O,O,X,O,X
JSLZOIT,O,O,O,X,O,O
JSLOTIZ,X,O,O,X,O,X
JSLOTZI,X,O,O,X,O,X
JSLOITZ,X,O,O,X,O,O
JSLOIZT,O,O,O,X,O,O
JSLOZTI,O,O,O,X,O,X
JSLOZIT,O,O,O,X,O,O
JSZTILO,O,O,O,X,X,O
JSZTIOL,O,X,X,X,O,O
JSZTLIO,O,O,O,X,X,X
JSZTLOI,O,O,O,X,X,X
JSZTOIL,O,X,X,X,O,O
JSZTOLI,O,X,X,X,O,X
JSZITLO,O,O,O,X,X,O
JSZITOL,O,X,X,X,O,O
JSZILTO,O,O,O,X,X,O
JSZILOT,O,O,O,X,O,O
JSZIOTL,O,X,X,O,O,O
JSZIOLT,O,O,O,O,O,O
JSZLTIO,O,O,O,X,X,X
JSZLTOI,O,O,O,X,X,X
JSZLITO,O,O,O,X,X,O
JSZLIOT,O,O,O,X,O,O
JSZLOTI,O,O,O,X,O,X
JSZLOIT,O,O,O,X,O,O
JSZOTIL,O,X,X,O,O,O
JSZOTLI,O,X,X,O,O,X
JSZOITL,O,X,X,O,O,O
JSZOILT,O,O,O,O,O,O
JSZOLTI,O,O,O,O,O,X
JSZOLIT,O,O,O,O,O,O
JSOTILZ,X,X,X,O,O,O
JSOTIZL,X,X,X,O,O,O
JSOTLIZ,X,X,X,O,O,X
JSOTLZI,X,X,X,O,O,X
JSOTZIL,X,X,X,O,O,O
JSOTZLI,X,X,X,O,O,X
JSOITLZ,X,X,X,O,O,O
JSOITZL,X,X,X,O,O,O
JSOILTZ,X,O,O,O,O,O
JSOILZT,O,O,O,O,O,O
JSOIZTL,O,X,X,O,O,O
JSOIZLT,O,O,O,O,O,O
JSOLTIZ,X,O,O,O,O,X
JSOLTZI,X,O,O,O,O,X
JSOLITZ,X,O,O,O,O,O
JSOLIZT,O,O,O,O,O,O
JSOLZTI,O,O,O,O,O,X
JSOLZIT,O,O,O,O,O,O
JSOZTIL,O,X,X,O,O,O
JSOZTLI,O,X,X,O,O,X
JSOZITL,O,X,X,O,O,O
JSOZILT,O,O,O,O,O,O
JSOZLTI,O,O,O,O,O,X
JSOZLIT,O,O,O,O,O,O
JZTILSO,X,O,O,X,X,O
JZTILOS,X,O,O,X,X,O
JZTISLO,O,O,O,X,X,O
JZTISOL,O,X,X,X,O,O
JZTIOLS,X,O,X,X,X,O
JZTIOSL,O,X,X,O,O,O
JZTLISO,X,O,O,X,X,X
JZTLIOS,X,O,O,X,X,X
JZTLSIO,X,O,O,X,X,X
JZTLSOI,X,O,O,X,X,X
JZTLOIS,X,O,O,X,X,X
JZTLOSI,X,O,O,X,X,X
JZTSILO,O,O,O,X,X,O
JZTSIOL,O,X,X,X,O,O
JZTSLIO,O,O,O,X,X,X
JZTSLOI,O,O,O,X,X,X
JZTSOIL,O,X,X,X,O,O
JZTSOLI,O,X,X,X,O,X
JZTOILS,X,O,X,X,X,O
JZTOISL,O,X,X,O,O,O
JZTOLIS,X,O,X,X,X,X
JZTOLSI,X,O,X,X,X,X
JZTOSIL,O,X,X,O,O,O
JZTOSLI,O,X,X,O,O,X
JZITLSO,X,O,O,X,X,O
JZITLOS,X,O,O,X,X,O
JZITSLO,O,O,O,X,X,O
JZITSOL,O,X,X,X,O,O
JZITOLS,X,O,X,X,X,O
JZITOSL,O,X,X,O,O,O
JZILTSO,X,O,O,X,X,O
JZILTOS,X,O,O,X,X,O
JZILSTO,O,O,O,X,X,O
JZILSOT,O,O,O,X,O,O
JZILOTS,X,O,O,X,X,O
JZILOST,O,O,O,O,O,O
JZISTLO,O,O,O,X,X,O
JZISTOL,O,X,X,X,O,O
JZISLTO,O,O,O,X,X,O
JZISLOT,O,O,O,X,O,O
JZISOTL,O,X,X,O,O,O
JZISOLT,O,O,O,O,O,O
JZIOTLS,X,O,X,X,X,O
JZIOTSL,O,X,X,O,O,O
