sequence,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv+jFDK+AAAvhFzhB1lBXeBsfBOfBxhB,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv3ntCpOBAAvhFzhB0gB2kBXjBxhBlfB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBUtPFDpCBAAvhF1lB3fB+jBsiBxhBifB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VB6/9tCM+AAAvhF0fBGjBlgBXjBifBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/lFDM+AAAvhF3gBGiBlfB0hBifBxiB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/TFDU+AAAvhF3gBGiBifB0hBlfBxiB,v115@RhE8AeJ8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJNUPCvOBAAvhFxkBfjB6jB2gBTaBlhB,v115@RhE8AeJ8AeC8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTHUFDqOBAAvhF3gBTeBSiBsfBOfBlhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjxCM+AAAvhF3gB+jBsiBlfBifBxhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjWCU+AAAvhF3gB+jBsiBifBlfBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBsX+tCK+AAAvhFSnB0cBlgB3aB2kBxiB,v115@RhE8AeJ8AeC8JeXCYaAFLDmClcJSAVDEHBEooRBToA?VBp3HgC0CBAAvhFxkBUeB2gBTaBlcBSoB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+LgC6OBAAvhF+jBRiBKfBzaB0hBliB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+TFDvOBAAvhF+jBRiByfB0hBTfBliB,v115@RhE8AeJ8AeC8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUubgCqCBAAvhFVnBxkB3cBTaBGeBibB,v115@RhE8AeJ8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBK3TWCa+AAAvhF+jBzdB3cBKfBUgBRbB
ZISOLTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZISOLJT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZISOJTL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZISOJLT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZIOTLJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZIOTLSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZIOTJLS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZIOTJSL,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X
ZIOTSLJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZIOTSJL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
ZIOLTJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZIOLTSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZIOLJTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZIOLJST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZIOLSTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZIOLSJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZIOJTLS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZIOJTSL,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X
ZIOJLTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZIOJLST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZIOJSTL,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X
ZIOJSLT,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZIOSTLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZIOSTJL,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X
ZIOSLTJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZIOSLJT,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZIOSJTL,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X
ZIOSJLT,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZLTIJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTIJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTISJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTISOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZLTIOJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZLTIOSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZLTJISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTJIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTJSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTJSOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZLTJOIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLTJOSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLTSIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTSIOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZLTSJIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTSJOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZLTSOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZLTSOJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZLTOIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLTOISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLTOJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLTOJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLTOSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLTOSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLITJSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLITJOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLITSJO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLITSOJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O
ZLITOJS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O
ZLITOSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O
ZLIJTSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLIJTOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLIJSTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLIJSOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLIJOTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLIJOST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLISTJO,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLISTOJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLISJTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLISJOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLISOTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZLISOJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZLIOTJS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O
ZLIOTSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O
ZLIOJTS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O
ZLIOJST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZLIOSTJ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZLIOSJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZLJTISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLJTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLJTSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLJTSOI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O
ZLJTOIS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLJTOSI,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLJITSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLJITOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLJISTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZLJISOT,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O
ZLJIOTS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
ZLJIOST,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O
ZLJSTIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLJSTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZLJSITO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZLJSIOT,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O
ZLJSOTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O
ZLJSOIT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O
ZLJOTIS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLJOTSI,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLJOITS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLJOIST,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O
ZLJOSTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O
ZLJOSIT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O
ZLSTIJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZLSTIOJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZLSTJIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLSTJOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLSTOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLSTOJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLSITJO,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZLSITOJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZLSIJTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZLSIJOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZLSIOTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLSIOJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLSJTOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZLSJITO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZLSJIOT,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,O
ZLSJOTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O
ZLSJOIT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O
ZLSOTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSOITJ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLSOIJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLSOJIT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
ZLOTIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLOTISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLOTJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLOTJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLOTSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLOTSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLOITJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLOITSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLOIJTS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLOIJST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLOISTJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOISJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOJTIS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLOJTSI,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLOJITS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZLOJIST,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O
ZLOJSTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O
ZLOJSIT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O
ZLOSTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOSITJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOSIJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLOSJIT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
ZJTILSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJTILOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJTISLO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJTISOL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X
ZJTIOLS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZJTIOSL,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZJTLISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJTLIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJTLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJTLSOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O
ZJTLOIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJTLOSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJTSILO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJTSIOL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X
ZJTSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJTSLOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O
ZJTSOIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJTSOLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,O
ZJTOILS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X
ZJTOISL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJTOLIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJTOLSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJTOSIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJTOSLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,O
ZJITLSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJITLOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJITSLO,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJITSOL,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X
ZJITOLS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZJITOSL,O,O,O,O,X,X,O,O,O,O,X,X,X,X,O,X
ZJILTSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJILTOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJILSTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJILSOT,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,X
ZJILOTS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X
ZJILOST,O,O,X,X,X,X,O,O,O,O,X,X,O,X,O,X
ZJISTLO,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJISTOL,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X
ZJISLTO,X,X,O,X,X,X,O,O,X,X,X,X,X,O,O,X
ZJISLOT,X,X,O,X,X,X,O,O,X,O,X,X,O,O,O,X
ZJISOTL,X,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X
ZJISOLT,X,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X
ZJIOTLS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZJIOTSL,O,O,O,O,X,X,O,O,O,O,X,X,X,X,O,X
ZJIOLTS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZJIOLST,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,X
ZJIOSTL,X,O,O,O,X,X,O,O,O,O,X,X,X,X,O,X
ZJIOSLT,X,O,O,X,X,X,O,O,O,O,X,X,X,X,O,X
ZJLTISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTSOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O
ZJLTOIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJLTOSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJLITSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJLITOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJLISTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJLISOT,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O
ZJLIOTS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,O
ZJLIOST,O,O,X,X,X,X,X,O,O,O,X,X,O,X,O,O
ZJLSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJLSTOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
ZJLSITO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJLSIOT,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,O
ZJLSOTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
ZJLSOIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
ZJLOTIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJLOTSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJLOITS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJLOIST,O,O,X,X,X,O,X,X,O,O,X,X,O,X,X,O
ZJLOSTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
ZJLOSIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
ZJSTILO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJSTIOL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X
ZJSTLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJSTLOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X
ZJSTOIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJSTOLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJSITLO,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJSITOL,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X
ZJSILTO,X,X,O,X,X,X,O,O,X,X,X,X,X,O,O,X
ZJSILOT,X,X,O,X,X,X,O,O,X,O,X,X,O,O,O,X
ZJSIOTL,X,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X
ZJSIOLT,X,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X
ZJSLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJSLITO,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X
ZJSLIOT,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X
ZJSLOTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJSLOIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZJSOTIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZJSOTLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZJSOITL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZJSOILT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZJSOLTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJSOLIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJOTILS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X
ZJOTISL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJOTLIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJOTLSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJOTSIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZJOTSLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,O
ZJOITLS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZJOITSL,O,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X
ZJOILTS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZJOILST,O,O,X,X,X,O,X,O,O,O,X,X,X,X,O,X
ZJOISTL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X
ZJOISLT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X
ZJOLTIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJOLTSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJOLITS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZJOLIST,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O
ZJOLSTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
ZJOLSIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
ZJOSTIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZJOSTLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZJOSITL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZJOSILT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZJOSLTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJOSLIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZSTILJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSTILOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSTIJLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSTIJOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSTIOLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSTIOJL,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X
ZSTLIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZSTLIOJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZSTLJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLJOI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTJILO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X
ZSTJIOL,X,X,O,X,X,X,X,O,O,X,X,O,X,X,O,X
ZSTJLIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTJLOI,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSTJOIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
ZSTJOLI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
ZSTOILJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSTOIJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
ZSTOLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTOLJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTOJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
ZSTOJLI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
ZSITLJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSITLOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSITJLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSITJOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSITOLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSITOJL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSILTJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSILTOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSILJTO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSILJOT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSILOTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSILOJT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIJTLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIJTOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIJLTO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIJLOT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIJOTL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIJOLT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIOTLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIOTJL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
