sequence,v115@VhC8FeD8BeA8Jeq/IvhEZkBulB3hBctBzpB,v115@VhC8FeD8BeA8Jea8IvhE5gB3hBTkBeqBctB,v115@VhC8FeD8BeA8Jez7IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8JeZ6IvhEzfB3hBSqBctB2uB,v115@VhC8FeD8BeA8Jee8IvhEZkB3hBqpBTlBctB
SIJTZLO,X,O,X,O,X
SIJTZOL,O,O,X,X,X
SIJTOLZ,O,O,X,X,X
SIJTOZL,O,O,X,X,X
SIJLTZO,X,O,O,O,X
SIJLTOZ,X,O,O,O,X
SIJLZTO,X,O,O,O,X
SIJLZOT,O,O,O,O,O
SIJLOTZ,O,O,O,O,O
SIJLOZT,O,O,O,O,O
SIJZTLO,X,O,X,O,X
SIJZTOL,O,O,X,X,X
SIJZLTO,X,O,O,O,X
SIJZLOT,O,O,O,O,O
SIJZOTL,O,O,X,X,X
SIJZOLT,O,O,O,O,O
SIJOTLZ,O,O,X,X,X
SIJOTZL,O,O,X,X,X
SIJOLTZ,O,O,O,O,O
SIJOLZT,O,O,O,O,O
SIJOZTL,O,O,X,X,X
SIJOZLT,O,O,O,O,O
SIZTLJO,X,O,O,X,X
SIZTLOJ,X,X,O,X,O
SIZTJLO,X,O,X,X,X
SIZTJOL,O,O,X,X,X
SIZTOLJ,O,X,O,X,X
SIZTOJL,O,X,X,X,X
SIZLTJO,X,O,O,X,X
SIZLTOJ,X,X,O,X,O
SIZLJTO,X,O,O,O,X
SIZLJOT,O,O,O,O,O
SIZLOTJ,O,X,O,X,O
SIZLOJT,O,O,O,X,O
SIZJTLO,X,O,X,O,X
SIZJTOL,O,O,X,X,X
SIZJLTO,X,O,O,O,X
SIZJLOT,O,O,O,O,O
SIZJOTL,O,O,X,X,X
SIZJOLT,O,O,O,O,O
SIZOTLJ,O,X,O,X,X
SIZOTJL,O,X,X,X,X
SIZOLTJ,O,X,O,X,O
SIZOLJT,O,O,O,X,O
SIZOJTL,O,O,X,X,X
SIZOJLT,O,O,O,X,O
SIOTLJZ,O,X,O,X,X
SIOTLZJ,O,X,O,X,X
SIOTJLZ,O,X,X,X,X
SIOTJZL,O,X,X,X,X
SIOTZLJ,O,X,O,X,X
SIOTZJL,O,X,X,X,X
SIOLTJZ,O,X,O,X,O
SIOLTZJ,O,X,O,X,O
SIOLJTZ,O,O,O,X,O
SIOLJZT,O,O,O,X,O
SIOLZTJ,O,X,O,X,O
SIOLZJT,O,O,O,X,O
SIOJTLZ,O,O,X,X,X
SIOJTZL,O,O,X,X,X
SIOJLTZ,O,O,O,X,O
SIOJLZT,O,O,O,X,O
SIOJZTL,O,O,X,X,X
SIOJZLT,O,O,O,X,O
SIOZTLJ,O,X,O,X,X
SIOZTJL,O,X,X,X,X
SIOZLTJ,O,X,O,X,O
SIOZLJT,O,O,O,X,O
SIOZJTL,O,O,X,X,X
SIOZJLT,O,O,O,X,O
SLTIJZO,X,O,O,X,X
SLTIJOZ,X,O,O,X,X
SLTIZJO,X,O,O,X,X
SLTIZOJ,X,X,O,X,O
SLTIOJZ,X,X,O,X,O
SLTIOZJ,X,X,O,X,O
SLTJIZO,X,O,O,O,X
SLTJIOZ,X,O,O,O,X
SLTJZIO,X,O,O,O,X
SLTJZOI,X,O,O,O,X
SLTJOIZ,X,O,O,O,X
SLTJOZI,X,O,O,O,X
SLTZIJO,X,O,O,X,X
SLTZIOJ,X,X,O,X,O
SLTZJIO,X,O,O,O,X
SLTZJOI,X,O,O,O,X
SLTZOIJ,X,X,O,X,O
SLTZOJI,X,X,O,X,O
SLTOIJZ,X,X,O,X,O
SLTOIZJ,X,X,O,X,O
SLTOJIZ,X,X,O,X,O
SLTOJZI,X,X,O,X,O
SLTOZIJ,X,X,O,X,O
SLTOZJI,X,X,O,X,O
SLITJZO,X,O,O,X,X
SLITJOZ,X,O,O,X,X
SLITZJO,X,O,O,X,X
SLITZOJ,X,X,O,X,O
SLITOJZ,X,X,O,X,O
SLITOZJ,X,X,O,X,O
SLIJTZO,X,O,O,O,X
SLIJTOZ,X,O,O,O,X
SLIJZTO,X,O,O,O,X
SLIJZOT,O,O,O,O,O
SLIJOTZ,O,O,O,O,O
SLIJOZT,O,O,O,O,O
SLIZTJO,X,O,O,X,X
SLIZTOJ,X,X,O,X,O
SLIZJTO,X,O,O,O,X
SLIZJOT,O,O,O,O,O
SLIZOTJ,O,X,O,X,O
SLIZOJT,O,O,O,X,O
SLIOTJZ,O,X,O,X,O
SLIOTZJ,O,X,O,X,O
SLIOJTZ,O,O,O,X,O
SLIOJZT,O,O,O,X,O
SLIOZTJ,O,X,O,X,O
SLIOZJT,O,O,O,X,O
SLJTIZO,X,O,O,O,X
SLJTIOZ,X,O,O,O,X
SLJTZIO,X,O,O,O,X
SLJTZOI,X,O,O,O,X
SLJTOIZ,X,O,O,O,X
SLJTOZI,X,O,O,O,X
SLJITZO,X,O,O,O,X
SLJITOZ,X,O,O,O,X
SLJIZTO,X,O,O,O,X
SLJIZOT,O,O,O,O,O
SLJIOTZ,O,O,O,O,O
SLJIOZT,O,O,O,O,O
SLJZTIO,X,O,O,O,X
SLJZTOI,X,O,O,O,X
SLJZITO,X,O,O,O,X
SLJZIOT,O,O,O,O,O
SLJZOTI,O,O,O,O,O
SLJZOIT,O,O,O,O,O
SLJOTIZ,O,O,O,O,O
SLJOTZI,O,O,O,O,O
SLJOITZ,O,O,O,O,O
SLJOIZT,O,O,O,O,O
SLJOZTI,O,O,O,O,O
SLJOZIT,O,O,O,O,O
SLZTIJO,X,O,O,X,X
SLZTIOJ,X,X,O,X,O
SLZTJIO,X,O,O,O,X
SLZTJOI,X,O,O,O,X
SLZTOIJ,X,X,O,X,O
SLZTOJI,X,X,O,X,O
SLZITJO,X,O,O,X,X
SLZITOJ,X,X,O,X,O
SLZIJTO,X,O,O,O,X
SLZIJOT,O,O,O,O,O
SLZIOTJ,O,X,O,X,O
SLZIOJT,O,O,O,X,O
SLZJTIO,X,O,O,O,X
SLZJTOI,X,O,O,O,X
SLZJITO,X,O,O,O,X
SLZJIOT,O,O,O,O,O
SLZJOTI,O,O,O,O,O
SLZJOIT,O,O,O,O,O
SLZOTIJ,O,X,O,X,O
SLZOTJI,O,X,O,X,O
SLZOITJ,O,X,O,X,O
SLZOIJT,O,O,O,X,O
SLZOJTI,O,O,O,O,O
SLZOJIT,O,O,O,O,O
SLOTIJZ,O,X,O,X,O
SLOTIZJ,O,X,O,X,O
SLOTJIZ,O,X,O,X,O
SLOTJZI,O,X,O,X,O
SLOTZIJ,O,X,O,X,O
SLOTZJI,O,X,O,X,O
SLOITJZ,O,X,O,X,O
SLOITZJ,O,X,O,X,O
SLOIJTZ,O,O,O,X,O
SLOIJZT,O,O,O,X,O
SLOIZTJ,O,X,O,X,O
SLOIZJT,O,O,O,X,O
SLOJTIZ,O,O,O,O,O
SLOJTZI,O,O,O,O,O
SLOJITZ,O,O,O,O,O
SLOJIZT,O,O,O,O,O
SLOJZTI,O,O,O,O,O
SLOJZIT,O,O,O,O,O
SLOZTIJ,O,X,O,X,O
SLOZTJI,O,X,O,X,O
SLOZITJ,O,X,O,X,O
SLOZIJT,O,O,O,X,O
SLOZJTI,O,O,O,O,O
SLOZJIT,O,O,O,O,O
SJTILZO,X,O,X,O,X
SJTILOZ,X,O,X,O,X
SJTIZLO,X,O,X,O,X
SJTIZOL,O,O,X,X,X
SJTIOLZ,O,O,X,X,X
SJTIOZL,O,O,X,X,X
SJTLIZO,X,O,X,O,X
SJTLIOZ,X,O,X,O,X
SJTLZIO,X,O,X,O,X
SJTLZOI,X,O,X,O,X
SJTLOIZ,X,O,X,O,X
SJTLOZI,X,O,X,O,X
SJTZILO,X,O,X,O,X
SJTZIOL,O,O,X,X,X
SJTZLIO,X,O,X,O,X
SJTZLOI,X,O,X,O,X
SJTZOIL,O,O,X,X,X
SJTZOLI,O,O,X,X,O
SJTOILZ,O,O,X,X,X
SJTOIZL,O,O,X,X,X
SJTOLIZ,O,O,X,X,O
SJTOLZI,O,O,X,X,O
SJTOZIL,O,O,X,X,X
SJTOZLI,O,O,X,X,O
SJITLZO,X,O,X,O,X
SJITLOZ,X,O,X,O,X
SJITZLO,X,O,X,O,X
SJITZOL,O,O,X,X,X
SJITOLZ,O,O,X,X,X
SJITOZL,O,O,X,X,X
SJILTZO,X,O,O,O,X
SJILTOZ,X,O,O,O,X
SJILZTO,X,O,O,O,X
SJILZOT,O,O,O,O,O
SJILOTZ,O,O,O,O,O
SJILOZT,O,O,O,O,O
SJIZTLO,X,O,X,O,X
SJIZTOL,O,O,X,X,X
SJIZLTO,X,O,O,O,X
SJIZLOT,O,O,O,O,O
SJIZOTL,O,O,X,X,X
SJIZOLT,O,O,O,O,O
SJIOTLZ,O,O,X,X,X
SJIOTZL,O,O,X,X,X
SJIOLTZ,O,O,O,O,O
SJIOLZT,O,O,O,O,O
SJIOZTL,O,O,X,X,X
SJIOZLT,O,O,O,O,O
SJLTIZO,X,O,O,O,X
SJLTIOZ,X,O,O,O,X
SJLTZIO,X,O,O,O,X
SJLTZOI,X,O,O,O,X
SJLTOIZ,X,O,O,O,X
SJLTOZI,X,O,O,O,X
SJLITZO,X,O,O,O,X
SJLITOZ,X,O,O,O,X
SJLIZTO,X,O,O,O,X
SJLIZOT,O,O,O,O,O
SJLIOTZ,O,O,O,O,O
SJLIOZT,O,O,O,O,O
SJLZTIO,X,O,O,O,X
SJLZTOI,X,O,O,O,X
SJLZITO,X,O,O,O,X
SJLZIOT,O,O,O,O,O
SJLZOTI,O,O,O,O,O
SJLZOIT,O,O,O,O,O
SJLOTIZ,O,O,O,O,O
SJLOTZI,O,O,O,O,O
SJLOITZ,O,O,O,O,O
SJLOIZT,O,O,O,O,O
SJLOZTI,O,O,O,O,O
SJLOZIT,O,O,O,O,O
SJZTILO,X,O,X,O,X
SJZTIOL,O,O,X,X,X
SJZTLIO,X,O,X,O,X
SJZTLOI,X,O,X,O,X
SJZTOIL,O,O,X,X,X
SJZTOLI,O,O,X,X,O
SJZITLO,X,O,X,O,X
SJZITOL,O,O,X,X,X
SJZILTO,X,O,O,O,X
SJZILOT,O,O,O,O,O
SJZIOTL,O,O,X,X,X
SJZIOLT,O,O,O,O,O
SJZLTIO,X,O,O,O,X
SJZLTOI,X,O,O,O,X
SJZLITO,X,O,O,O,X
SJZLIOT,O,O,O,O,O
SJZLOTI,O,O,O,O,O
SJZLOIT,O,O,O,O,O
SJZOTIL,O,O,X,X,X
SJZOTLI,O,O,X,X,O
SJZOITL,O,O,X,X,X
SJZOILT,O,O,O,O,O
SJZOLTI,O,O,O,O,O
SJZOLIT,O,O,O,O,O
SJOTILZ,O,O,X,X,X
SJOTIZL,O,O,X,X,X
SJOTLIZ,O,O,X,X,O
SJOTLZI,O,O,X,X,O
SJOTZIL,O,O,X,X,X
SJOTZLI,O,O,X,X,O
SJOITLZ,O,O,X,X,X
SJOITZL,O,O,X,X,X
SJOILTZ,O,O,O,O,O
SJOILZT,O,O,O,O,O
SJOIZTL,O,O,X,X,X
SJOIZLT,O,O,O,O,O
SJOLTIZ,O,O,O,O,O
SJOLTZI,O,O,O,O,O
SJOLITZ,O,O,O,O,O
SJOLIZT,O,O,O,O,O
SJOLZTI,O,O,O,O,O
SJOLZIT,O,O,O,O,O
SJOZTIL,O,O,X,X,X
SJOZTLI,O,O,X,X,O
SJOZITL,O,O,X,X,X
SJOZILT,O,O,O,O,O
SJOZLTI,O,O,O,O,O
SJOZLIT,O,O,O,O,O
SZTILJO,X,O,O,X,X
SZTILOJ,X,X,O,X,O
SZTIJLO,X,O,X,X,X
SZTIJOL,O,O,X,X,X
SZTIOLJ,O,X,O,X,X
SZTIOJL,O,X,X,X,X
SZTLIJO,X,O,O,X,X
SZTLIOJ,X,X,O,X,O
SZTLJIO,X,O,O,O,X
SZTLJOI,X,O,O,O,X
SZTLOIJ,X,X,O,X,O
SZTLOJI,X,X,O,X,O
SZTJILO,X,O,X,O,X
SZTJIOL,O,O,X,X,X
SZTJLIO,X,O,X,O,X
SZTJLOI,X,O,X,O,X
SZTJOIL,O,O,X,X,X
SZTJOLI,O,O,X,X,O
SZTOILJ,O,X,O,X,X
SZTOIJL,O,X,X,X,X
SZTOLIJ,O,X,O,X,O
SZTOLJI,O,X,O,X,O
SZTOJIL,O,X,X,X,X
SZTOJLI,O,X,X,X,O
SZITLJO,X,O,O,X,X
SZITLOJ,X,X,O,X,O
SZITJLO,X,O,X,X,X
SZITJOL,O,O,X,X,X
SZITOLJ,O,X,O,X,X
SZITOJL,O,X,X,X,X
SZILTJO,X,O,O,X,X
SZILTOJ,X,X,O,X,O
SZILJTO,X,O,O,O,X
SZILJOT,O,O,O,O,O
SZILOTJ,O,X,O,X,O
SZILOJT,O,O,O,X,O
SZIJTLO,X,O,X,O,X
SZIJTOL,O,O,X,X,X
SZIJLTO,X,O,O,O,X
SZIJLOT,O,O,O,O,O
SZIJOTL,O,O,X,X,X
SZIJOLT,O,O,O,O,O
SZIOTLJ,O,X,O,X,X
SZIOTJL,O,X,X,X,X
SZIOLTJ,O,X,O,X,O
SZIOLJT,O,O,O,X,O
SZIOJTL,O,O,X,X,X
SZIOJLT,O,O,O,X,O
SZLTIJO,X,O,O,X,X
SZLTIOJ,X,X,O,X,O
SZLTJIO,X,O,O,O,X
SZLTJOI,X,O,O,O,X
SZLTOIJ,X,X,O,X,O
SZLTOJI,X,X,O,X,O
SZLITJO,X,O,O,X,X
SZLITOJ,X,X,O,X,O
SZLIJTO,X,O,O,O,X
SZLIJOT,O,O,O,O,O
SZLIOTJ,O,X,O,X,O
SZLIOJT,O,O,O,X,O
SZLJTIO,X,O,O,O,X
SZLJTOI,X,O,O,O,X
SZLJITO,X,O,O,O,X
SZLJIOT,O,O,O,O,O
SZLJOTI,O,O,O,O,O
SZLJOIT,O,O,O,O,O
SZLOTIJ,O,X,O,X,O
SZLOTJI,O,X,O,X,O
SZLOITJ,O,X,O,X,O
SZLOIJT,O,O,O,X,O
SZLOJTI,O,O,O,O,O
SZLOJIT,O,O,O,O,O
SZJTILO,X,O,X,O,X
SZJTIOL,O,O,X,X,X
SZJTLIO,X,O,X,O,X
SZJTLOI,X,O,X,O,X
SZJTOIL,O,O,X,X,X
SZJTOLI,O,O,X,X,O
SZJITLO,X,O,X,O,X
SZJITOL,O,O,X,X,X
SZJILTO,X,O,O,O,X
SZJILOT,O,O,O,O,O
SZJIOTL,O,O,X,X,X
SZJIOLT,O,O,O,O,O
SZJLTIO,X,O,O,O,X
SZJLTOI,X,O,O,O,X
SZJLITO,X,O,O,O,X
SZJLIOT,O,O,O,O,O
SZJLOTI,O,O,O,O,O
SZJLOIT,O,O,O,O,O
SZJOTIL,O,O,X,X,X
SZJOTLI,O,O,X,X,O
SZJOITL,O,O,X,X,X
SZJOILT,O,O,O,O,O
SZJOLTI,O,O,O,O,O
SZJOLIT,O,O,O,O,O
SZOTILJ,O,X,O,X,X
SZOTIJL,O,X,X,X,X
SZOTLIJ,O,X,O,X,O
SZOTLJI,O,X,O,X,O
SZOTJIL,O,X,X,X,X
SZOTJLI,O,X,X,X,O
SZOITLJ,O,X,O,X,X
SZOITJL,O,X,X,X,X
SZOILTJ,O,X,O,X,O
SZOILJT,O,O,O,X,O
SZOIJTL,O,O,X,X,X
SZOIJLT,O,O,O,X,O
SZOLTIJ,O,X,O,X,O
SZOLTJI,O,X,O,X,O
SZOLITJ,O,X,O,X,O
SZOLIJT,O,O,O,X,O
SZOLJTI,O,O,O,O,O
SZOLJIT,O,O,O,O,O
SZOJTIL,O,O,X,X,X
SZOJTLI,O,O,X,X,O
SZOJITL,O,O,X,X,X
SZOJILT,O,O,O,O,O
SZOJLTI,O,O,O,O,O
SZOJLIT,O,O,O,O,O
SOTILJZ,O,X,O,X,X
SOTILZJ,O,X,O,X,X
SOTIJLZ,O,X,X,X,X
SOTIJZL,O,X,X,X,X
SOTIZLJ,O,X,O,X,X
SOTIZJL,O,X,X,X,X
SOTLIJZ,O,X,O,X,O
SOTLIZJ,O,X,O,X,O
SOTLJIZ,O,X,O,X,O
SOTLJZI,O,X,O,X,O
SOTLZIJ,O,X,O,X,O
SOTLZJI,O,X,O,X,O
SOTJILZ,O,X,X,X,X
SOTJIZL,O,X,X,X,X
SOTJLIZ,O,X,X,X,O
SOTJLZI,O,X,X,X,O
SOTJZIL,O,X,X,X,X
SOTJZLI,O,X,X,X,O
SOTZILJ,O,X,O,X,X
SOTZIJL,O,X,X,X,X
SOTZLIJ,O,X,O,X,O
SOTZLJI,O,X,O,X,O
SOTZJIL,O,X,X,X,X
SOTZJLI,O,X,X,X,O
SOITLJZ,O,X,O,X,X
SOITLZJ,O,X,O,X,X
SOITJLZ,O,X,X,X,X
SOITJZL,O,X,X,X,X
SOITZLJ,O,X,O,X,X
SOITZJL,O,X,X,X,X
SOILTJZ,O,X,O,X,O
SOILTZJ,O,X,O,X,O
SOILJTZ,O,O,O,X,O
SOILJZT,O,O,O,X,O
SOILZTJ,O,X,O,X,O
SOILZJT,O,O,O,X,O
SOIJTLZ,O,O,X,X,X
SOIJTZL,O,O,X,X,X
SOIJLTZ,O,O,O,X,O
SOIJLZT,O,O,O,X,O
SOIJZTL,O,O,X,X,X
SOIJZLT,O,O,O,X,O
SOIZTLJ,O,X,O,X,X
SOIZTJL,O,X,X,X,X
SOIZLTJ,O,X,O,X,O
SOIZLJT,O,O,O,X,O
SOIZJTL,O,O,X,X,X
SOIZJLT,O,O,O,X,O
SOLTIJZ,O,X,O,X,O
SOLTIZJ,O,X,O,X,O
SOLTJIZ,O,X,O,X,O
SOLTJZI,O,X,O,X,O
SOLTZIJ,O,X,O,X,O
SOLTZJI,O,X,O,X,O
SOLITJZ,O,X,O,X,O
SOLITZJ,O,X,O,X,O
SOLIJTZ,O,O,O,X,O
SOLIJZT,O,O,O,X,O
SOLIZTJ,O,X,O,X,O
SOLIZJT,O,O,O,X,O
SOLJTIZ,O,O,O,O,O
SOLJTZI,O,O,O,O,O
SOLJITZ,O,O,O,O,O
SOLJIZT,O,O,O,O,O
SOLJZTI,O,O,O,O,O
SOLJZIT,O,O,O,O,O
SOLZTIJ,O,X,O,X,O
SOLZTJI,O,X,O,X,O
SOLZITJ,O,X,O,X,O
SOLZIJT,O,O,O,X,O
SOLZJTI,O,O,O,O,O
SOLZJIT,O,O,O,O,O
SOJTILZ,O,O,X,X,X
SOJTIZL,O,O,X,X,X
SOJTLIZ,O,O,X,X,O
SOJTLZI,O,O,X,X,O
SOJTZIL,O,O,X,X,X
SOJTZLI,O,O,X,X,O
SOJITLZ,O,O,X,X,X
SOJITZL,O,O,X,X,X
SOJILTZ,O,O,O,O,O
SOJILZT,O,O,O,O,O
SOJIZTL,O,O,X,X,X
SOJIZLT,O,O,O,O,O
SOJLTIZ,O,O,O,O,O
SOJLTZI,O,O,O,O,O
SOJLITZ,O,O,O,O,O
SOJLIZT,O,O,O,O,O
SOJLZTI,O,O,O,O,O
SOJLZIT,O,O,O,O,O
SOJZTIL,O,O,X,X,X
SOJZTLI,O,O,X,X,O
SOJZITL,O,O,X,X,X
SOJZILT,O,O,O,O,O
SOJZLTI,O,O,O,O,O
SOJZLIT,O,O,O,O,O
SOZTILJ,O,X,O,X,X
SOZTIJL,O,X,X,X,X
SOZTLIJ,O,X,O,X,O
SOZTLJI,O,X,O,X,O
SOZTJIL,O,X,X,X,X
SOZTJLI,O,X,X,X,O
SOZITLJ,O,X,O,X,X
SOZITJL,O,X,X,X,X
SOZILTJ,O,X,O,X,O
SOZILJT,O,O,O,X,O
SOZIJTL,O,O,X,X,X
SOZIJLT,O,O,O,X,O
SOZLTIJ,O,X,O,X,O
SOZLTJI,O,X,O,X,O
SOZLITJ,O,X,O,X,O
SOZLIJT,O,O,O,X,O
SOZLJTI,O,O,O,O,O
SOZLJIT,O,O,O,O,O
SOZJTIL,O,O,X,X,X
SOZJTLI,O,O,X,X,O
SOZJITL,O,O,X,X,X
SOZJILT,O,O,O,O,O
SOZJLTI,O,O,O,O,O
SOZJLIT,O,O,O,O,O
ZTILJSO,X,O,O,X,X
ZTILJOS,X,O,O,X,X
ZTILSJO,X,O,O,X,X
ZTILSOJ,X,X,O,X,O
ZTILOJS,X,X,X,X,O
ZTILOSJ,X,X,X,X,O
ZTIJLSO,X,O,X,X,X
ZTIJLOS,X,O,X,X,X
ZTIJSLO,X,O,X,X,X
ZTIJSOL,O,O,X,X,X
ZTIJOLS,O,O,X,X,X
ZTIJOSL,O,O,X,X,X
ZTISLJO,X,O,O,X,X
ZTISLOJ,X,X,O,X,O
ZTISJLO,X,O,X,X,X
ZTISJOL,O,O,X,X,X
ZTISOLJ,O,X,O,X,X
ZTISOJL,O,X,X,X,X
ZTIOLJS,O,X,X,X,X
ZTIOLSJ,O,X,X,X,X
ZTIOJLS,O,X,X,X,X
ZTIOJSL,O,X,X,X,X
ZTIOSLJ,O,X,X,X,X
ZTIOSJL,O,X,X,X,X
ZTLIJSO,X,X,O,X,X
ZTLIJOS,X,X,O,X,X
ZTLISJO,X,X,O,X,X
ZTLISOJ,X,X,O,X,O
ZTLIOJS,X,X,X,X,O
ZTLIOSJ,X,X,X,X,O
ZTLJISO,X,X,O,O,X
ZTLJIOS,X,X,O,O,X
ZTLJSIO,X,X,O,O,X
ZTLJSOI,X,X,O,O,X
ZTLJOIS,X,X,O,O,X
ZTLJOSI,X,X,O,O,X
ZTLSIJO,X,X,O,X,X
ZTLSIOJ,X,X,O,X,O
ZTLSJIO,X,X,O,O,X
ZTLSJOI,X,X,O,O,X
ZTLSOIJ,X,X,O,X,O
ZTLSOJI,X,X,O,X,O
ZTLOIJS,X,X,X,X,O
ZTLOISJ,X,X,X,X,O
ZTLOJIS,X,X,X,X,O
ZTLOJSI,X,X,X,X,O
ZTLOSIJ,X,X,X,X,O
ZTLOSJI,X,X,X,X,O
ZTJILSO,X,O,X,O,X
ZTJILOS,X,O,X,O,X
ZTJISLO,X,O,X,O,X
ZTJISOL,O,O,X,X,X
ZTJIOLS,O,O,X,X,X
ZTJIOSL,O,O,X,X,X
ZTJLISO,X,X,X,O,X
ZTJLIOS,X,X,X,O,X
ZTJLSIO,X,X,X,O,X
ZTJLSOI,X,X,X,O,X
ZTJLOIS,X,X,X,O,X
ZTJLOSI,X,X,X,O,X
ZTJSILO,X,O,X,O,X
ZTJSIOL,O,O,X,X,X
ZTJSLIO,X,O,X,O,X
ZTJSLOI,X,O,X,O,X
ZTJSOIL,O,O,X,X,X
ZTJSOLI,O,O,X,X,X
ZTJOILS,O,O,X,X,X
ZTJOISL,O,O,X,X,X
ZTJOLIS,O,X,X,X,X
ZTJOLSI,O,X,X,X,X
ZTJOSIL,O,O,X,X,X
ZTJOSLI,O,O,X,X,X
ZTSILJO,X,O,O,X,X
ZTSILOJ,X,X,O,X,O
ZTSIJLO,X,O,X,X,X
ZTSIJOL,O,O,X,X,X
ZTSIOLJ,O,X,O,X,X
ZTSIOJL,O,X,X,X,X
ZTSLIJO,X,O,O,X,X
ZTSLIOJ,X,X,O,X,O
ZTSLJIO,X,O,O,O,X
ZTSLJOI,X,O,O,O,X
ZTSLOIJ,X,X,O,X,O
ZTSLOJI,X,X,O,X,O
ZTSJILO,X,O,X,O,X
ZTSJIOL,O,O,X,X,X
ZTSJLIO,X,O,X,O,X
ZTSJLOI,X,O,X,O,X
ZTSJOIL,O,O,X,X,X
ZTSJOLI,O,O,X,X,O
ZTSOILJ,O,X,O,X,X
ZTSOIJL,O,X,X,X,X
ZTSOLIJ,O,X,O,X,O
ZTSOLJI,O,X,O,X,O
ZTSOJIL,O,X,X,X,X
ZTSOJLI,O,X,X,X,O
ZTOILJS,O,X,X,X,X
ZTOILSJ,O,X,X,X,X
ZTOIJLS,O,X,X,X,X
ZTOIJSL,O,X,X,X,X
ZTOISLJ,O,X,X,X,X
ZTOISJL,O,X,X,X,X
ZTOLIJS,O,X,X,X,O
ZTOLISJ,O,X,X,X,O
ZTOLJIS,O,X,X,X,O
ZTOLJSI,O,X,X,X,O
ZTOLSIJ,O,X,X,X,O
ZTOLSJI,O,X,X,X,O
ZTOJILS,O,X,X,X,X
ZTOJISL,O,X,X,X,X
ZTOJLIS,O,X,X,X,O
ZTOJLSI,O,X,X,X,O
ZTOJSIL,O,X,X,X,X
ZTOJSLI,O,X,X,X,O
ZTOSILJ,O,X,X,X,X
ZTOSIJL,O,X,X,X,X
ZTOSLIJ,O,X,X,X,O
ZTOSLJI,O,X,X,X,O
ZTOSJIL,O,X,X,X,X
ZTOSJLI,O,X,X,X,O
ZITLJSO,X,O,O,X,X
ZITLJOS,X,O,O,X,X
ZITLSJO,X,O,O,X,X
ZITLSOJ,X,X,O,X,O
ZITLOJS,X,X,X,X,O
ZITLOSJ,X,X,X,X,O
ZITJLSO,X,O,X,X,X
ZITJLOS,X,O,X,X,X
ZITJSLO,X,O,X,X,X
ZITJSOL,O,O,X,X,X
ZITJOLS,O,O,X,X,X
ZITJOSL,O,O,X,X,X
ZITSLJO,X,O,O,X,X
ZITSLOJ,X,X,O,X,O
ZITSJLO,X,O,X,X,X
ZITSJOL,O,O,X,X,X
ZITSOLJ,O,X,O,X,X
ZITSOJL,O,X,X,X,X
ZITOLJS,O,X,X,X,X
ZITOLSJ,O,X,X,X,X
ZITOJLS,O,X,X,X,X
ZITOJSL,O,X,X,X,X
ZITOSLJ,O,X,X,X,X
ZITOSJL,O,X,X,X,X
ZILTJSO,X,O,O,X,X
ZILTJOS,X,O,O,X,X
ZILTSJO,X,O,O,X,X
ZILTSOJ,X,X,O,X,O
ZILTOJS,X,X,X,X,O
ZILTOSJ,X,X,X,X,O
ZILJTSO,X,O,O,O,X
ZILJTOS,X,O,O,O,X
ZILJSTO,X,O,O,O,X
ZILJSOT,O,O,O,O,O
ZILJOTS,O,O,O,O,O
ZILJOST,O,O,O,O,O
ZILSTJO,X,O,O,X,X
ZILSTOJ,X,X,O,X,O
ZILSJTO,X,O,O,O,X
ZILSJOT,O,O,O,O,O
ZILSOTJ,O,X,O,X,O
ZILSOJT,O,O,O,X,O
ZILOTJS,O,X,X,X,O
ZILOTSJ,O,X,X,X,O
ZILOJTS,O,O,O,X,O
ZILOJST,O,O,O,X,O
ZILOSTJ,O,X,O,X,O
ZILOSJT,O,O,O,X,O
ZIJTLSO,X,O,X,O,X
ZIJTLOS,X,O,X,O,X
ZIJTSLO,X,O,X,O,X
ZIJTSOL,O,O,X,X,X
ZIJTOLS,O,O,X,X,X
ZIJTOSL,O,O,X,X,X
ZIJLTSO,X,O,O,O,X
ZIJLTOS,X,O,O,O,X
ZIJLSTO,X,O,O,O,X
ZIJLSOT,O,O,O,O,O
ZIJLOTS,O,O,O,O,O
ZIJLOST,O,O,O,O,O
ZIJSTLO,X,O,X,O,X
ZIJSTOL,O,O,X,X,X
ZIJSLTO,X,O,O,O,X
ZIJSLOT,O,O,O,O,O
ZIJSOTL,O,O,X,X,X
ZIJSOLT,O,O,O,O,X
ZIJOTLS,O,O,X,X,X
ZIJOTSL,O,O,X,X,X
ZIJOLTS,O,O,X,O,X
ZIJOLST,O,O,X,O,X
ZIJOSTL,O,O,X,X,X
ZIJOSLT,O,O,X,O,X
ZISTLJO,X,O,O,X,X
ZISTLOJ,X,X,O,X,O
ZISTJLO,X,O,X,X,X
ZISTJOL,O,O,X,X,X
ZISTOLJ,O,X,O,X,X
ZISTOJL,O,X,X,X,X
ZISLTJO,X,O,O,X,X
ZISLTOJ,X,X,O,X,O
ZISLJTO,X,O,O,O,X
ZISLJOT,O,O,O,O,O
ZISLOTJ,O,X,O,X,O
ZISLOJT,O,O,O,X,O
ZISJTLO,X,O,X,O,X
ZISJTOL,O,O,X,X,X
