sequence,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBuqBvpBaqB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBWvB3qBipB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBvpByvBUqBGrB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnByvBGmBvpBUqB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnBWvBikBMrB3qB?,v115@RhA8DeA8BeH8BeB8JeTDJvhFOsBXmBxkB0kBxlB6sB?,v115@RhA8DeA8BeH8BeB8JeTDJvhF6sBxlB0kBxkBXmBOsB?
IZSJILOT,O,O,O,O,O,X,X
IZSJIOTL,O,O,O,X,X,O,X
IZSJIOLT,O,O,O,O,O,O,X
IZSJLTIO,O,O,O,O,O,X,X
IZSJLTOI,O,O,O,O,O,X,X
IZSJLITO,O,O,O,O,O,X,X
IZSJLIOT,O,O,O,O,O,X,X
IZSJLOTI,O,O,O,O,O,X,X
IZSJLOIT,O,O,O,O,O,X,X
IZSJOTIL,O,O,O,X,O,O,X
IZSJOTLI,O,O,X,X,O,O,X
IZSJOITL,O,O,O,X,O,O,X
IZSJOILT,O,O,O,O,O,O,X
IZSJOLTI,O,O,O,X,O,O,X
IZSJOLIT,O,O,O,X,O,O,X
IZSOTILJ,O,O,O,X,O,X,X
IZSOTIJL,O,O,O,X,O,X,X
IZSOTLIJ,O,O,O,X,O,X,X
IZSOTLJI,O,X,O,X,X,X,X
IZSOTJIL,O,O,O,X,O,X,X
IZSOTJLI,O,O,X,X,O,X,X
IZSOITLJ,O,O,O,X,O,X,X
IZSOITJL,O,O,O,X,O,X,X
IZSOILTJ,O,O,O,X,O,X,O
IZSOILJT,O,O,O,O,O,X,O
IZSOIJTL,O,O,O,X,O,O,X
IZSOIJLT,O,O,O,O,O,O,X
IZSOLTIJ,O,O,O,X,O,X,O
IZSOLTJI,O,X,O,X,X,X,O
IZSOLITJ,O,O,O,X,O,X,O
IZSOLIJT,O,O,O,O,O,X,O
IZSOLJTI,O,O,O,O,O,X,O
IZSOLJIT,O,O,O,O,O,X,O
IZSOJTIL,O,O,O,X,O,O,X
IZSOJTLI,O,O,X,X,O,O,X
IZSOJITL,O,O,O,X,O,O,X
IZSOJILT,O,O,O,O,O,O,X
IZSOJLTI,O,O,O,X,O,O,X
IZSOJLIT,O,O,O,X,O,O,X
IZOTILJS,X,O,X,X,O,X,O
IZOTILSJ,X,O,X,X,O,X,O
IZOTIJLS,X,O,X,X,O,X,X
IZOTIJSL,O,O,X,X,O,X,X
IZOTISLJ,O,O,X,X,O,X,X
IZOTISJL,O,O,X,X,O,X,X
IZOTLIJS,X,O,X,X,O,X,O
IZOTLISJ,X,O,X,X,O,X,O
IZOTLJIS,X,O,X,X,O,X,O
IZOTLJSI,X,O,X,X,O,X,O
IZOTLSIJ,X,O,X,X,O,X,O
IZOTLSJI,X,X,X,X,X,X,O
IZOTJILS,X,O,X,X,O,X,X
IZOTJISL,O,O,X,X,O,X,X
IZOTJLIS,X,O,X,X,O,X,X
IZOTJLSI,X,O,X,X,O,X,X
IZOTJSIL,O,O,X,X,O,X,X
IZOTJSLI,O,O,X,X,O,X,X
IZOTSILJ,O,O,X,X,O,X,X
IZOTSIJL,O,O,X,X,O,X,X
IZOTSLIJ,O,O,X,X,O,X,X
IZOTSLJI,O,X,X,X,X,X,X
IZOTSJIL,O,O,X,X,O,X,X
IZOTSJLI,O,O,X,X,O,X,X
IZOITLJS,X,O,X,X,O,X,O
IZOITLSJ,X,O,X,X,O,X,O
IZOITJLS,X,O,X,X,O,X,X
IZOITJSL,O,O,X,X,O,X,X
IZOITSLJ,O,O,X,X,O,X,X
IZOITSJL,O,O,X,X,O,X,X
IZOILTJS,X,O,X,X,O,X,O
IZOILTSJ,X,O,X,X,O,X,O
IZOILJTS,X,O,X,X,O,X,O
IZOILJST,O,O,O,X,O,X,O
IZOILSTJ,O,O,O,X,O,X,O
IZOILSJT,O,O,O,X,O,X,O
IZOIJTLS,X,O,X,X,O,X,X
IZOIJTSL,O,O,X,X,O,X,X
IZOIJLTS,X,O,X,X,O,X,O
IZOIJLST,O,O,O,X,O,X,O
IZOIJSTL,O,O,O,X,O,X,X
IZOIJSLT,O,O,O,X,O,X,X
IZOISTLJ,O,O,O,X,O,X,X
IZOISTJL,O,O,O,X,O,X,X
IZOISLTJ,O,O,O,X,O,X,O
IZOISLJT,O,O,O,X,O,X,O
IZOISJTL,O,O,O,X,O,X,X
IZOISJLT,O,O,O,X,O,X,X
IZOLTIJS,X,O,X,X,O,X,O
IZOLTISJ,X,O,X,X,O,X,O
IZOLTJIS,X,O,X,X,O,X,O
IZOLTJSI,X,O,X,X,O,X,O
IZOLTSIJ,X,O,X,X,O,X,O
IZOLTSJI,X,X,X,X,X,X,O
IZOLITJS,X,O,X,X,O,X,O
IZOLITSJ,X,O,X,X,O,X,O
IZOLIJTS,X,O,X,X,O,X,O
IZOLIJST,O,O,O,X,O,X,O
IZOLISTJ,O,O,O,X,O,X,O
IZOLISJT,O,O,O,X,O,X,O
IZOLJTIS,X,O,X,X,O,X,O
IZOLJTSI,X,O,X,X,O,X,O
IZOLJITS,X,O,X,X,O,X,O
IZOLJIST,O,O,O,X,O,X,O
IZOLJSTI,O,O,O,X,O,X,O
IZOLJSIT,O,O,O,X,O,X,O
IZOLSTIJ,O,O,O,X,O,X,O
IZOLSTJI,O,X,O,X,X,X,O
IZOLSITJ,O,O,O,X,O,X,O
IZOLSIJT,O,O,O,X,O,X,O
IZOLSJTI,O,O,O,X,O,X,O
IZOLSJIT,O,O,O,X,O,X,O
IZOJTILS,X,O,X,X,O,X,X
IZOJTISL,O,O,X,X,O,X,X
IZOJTLIS,X,O,X,X,O,X,X
IZOJTLSI,X,O,X,X,O,X,X
IZOJTSIL,O,O,X,X,O,X,X
IZOJTSLI,O,O,X,X,O,X,X
IZOJITLS,X,O,X,X,O,X,X
IZOJITSL,O,O,X,X,O,X,X
IZOJILTS,X,O,X,X,O,X,O
IZOJILST,O,O,O,X,O,X,O
IZOJISTL,O,O,O,X,O,X,X
IZOJISLT,O,O,O,X,O,X,X
IZOJLTIS,X,O,X,X,O,X,O
IZOJLTSI,X,O,X,X,O,X,O
IZOJLITS,X,O,X,X,O,X,O
IZOJLIST,O,O,O,X,O,X,O
IZOJLSTI,O,O,O,X,O,X,O
IZOJLSIT,O,O,O,X,O,X,O
IZOJSTIL,O,O,O,X,O,O,X
IZOJSTLI,O,O,X,X,O,O,X
IZOJSITL,O,O,O,X,O,O,X
IZOJSILT,O,O,O,X,O,O,X
IZOJSLTI,O,O,O,X,O,O,X
IZOJSLIT,O,O,O,X,O,O,X
IZOSTILJ,O,O,O,X,O,X,X
IZOSTIJL,O,O,O,X,O,X,X
IZOSTLIJ,O,O,O,X,O,X,X
IZOSTLJI,O,X,O,X,X,X,X
IZOSTJIL,O,O,O,X,O,X,X
IZOSTJLI,O,O,X,X,O,X,X
IZOSITLJ,O,O,O,X,O,X,X
IZOSITJL,O,O,O,X,O,X,X
IZOSILTJ,O,O,O,X,O,X,O
IZOSILJT,O,O,O,X,O,X,O
IZOSIJTL,O,O,O,X,O,O,X
IZOSIJLT,O,O,O,X,O,O,X
IZOSLTIJ,O,O,O,X,O,X,O
IZOSLTJI,O,X,O,X,X,X,O
IZOSLITJ,O,O,O,X,O,X,O
IZOSLIJT,O,O,O,X,O,X,O
IZOSLJTI,O,O,O,X,O,X,O
IZOSLJIT,O,O,O,X,O,X,O
IZOSJTIL,O,O,O,X,O,O,X
IZOSJTLI,O,O,X,X,O,O,X
IZOSJITL,O,O,O,X,O,O,X
IZOSJILT,O,O,O,X,O,O,X
IZOSJLTI,O,O,O,X,O,O,X
IZOSJLIT,O,O,O,X,O,O,X
IOTILJSZ,X,X,O,O,X,X,X
IOTILJZS,X,O,X,X,O,X,X
IOTILSJZ,X,X,O,O,X,X,X
IOTILSZJ,X,X,O,O,X,X,X
IOTILZJS,X,O,X,X,O,X,X
IOTILZSJ,X,O,X,X,O,X,X
IOTIJLSZ,X,X,O,O,X,X,X
IOTIJLZS,X,O,X,X,O,X,X
IOTIJSLZ,X,X,O,O,X,X,X
IOTIJSZL,X,X,O,O,X,X,X
IOTIJZLS,X,O,X,X,O,X,X
IOTIJZSL,X,O,X,X,O,X,X
IOTISLJZ,X,X,O,O,X,X,X
IOTISLZJ,O,X,O,O,X,X,X
IOTISJLZ,X,X,O,O,X,X,X
IOTISJZL,X,X,O,O,X,X,X
IOTISZLJ,O,X,O,O,X,X,X
IOTISZJL,O,X,O,O,X,X,X
IOTIZLJS,X,O,X,X,O,X,X
IOTIZLSJ,X,O,X,X,O,X,X
IOTIZJLS,X,O,X,X,O,X,X
IOTIZJSL,O,O,X,X,O,X,X
IOTIZSLJ,O,O,X,X,O,X,X
IOTIZSJL,O,O,X,X,O,X,X
IOTLIJSZ,X,X,O,O,X,X,X
IOTLIJZS,X,O,X,X,O,X,X
IOTLISJZ,X,X,O,O,X,X,X
IOTLISZJ,X,X,O,O,X,X,X
IOTLIZJS,X,O,X,X,O,X,X
IOTLIZSJ,X,O,X,X,O,X,X
IOTLJISZ,X,X,O,O,X,X,X
IOTLJIZS,X,O,X,X,O,X,X
IOTLJSIZ,X,X,O,O,X,X,X
IOTLJSZI,X,X,O,O,X,X,X
IOTLJZIS,X,O,X,X,O,X,X
IOTLJZSI,X,O,X,X,O,X,X
IOTLSIJZ,X,X,O,O,X,X,X
IOTLSIZJ,X,X,O,O,X,X,X
IOTLSJIZ,X,X,O,O,X,X,X
IOTLSJZI,X,X,O,O,X,X,X
IOTLSZIJ,X,X,O,O,X,X,X
IOTLSZJI,X,X,O,O,X,X,X
IOTLZIJS,X,O,X,X,O,X,O
IOTLZISJ,X,O,X,X,O,X,O
IOTLZJIS,X,O,X,X,O,X,O
IOTLZJSI,X,O,X,X,O,X,O
IOTLZSIJ,X,O,X,X,O,X,O
IOTLZSJI,X,X,X,X,X,X,O
IOTJILSZ,X,X,O,O,X,X,X
IOTJILZS,X,O,X,X,O,X,X
IOTJISLZ,X,X,O,O,X,X,X
IOTJISZL,X,X,O,O,X,X,X
IOTJIZLS,X,O,X,X,O,X,X
IOTJIZSL,X,O,X,X,O,X,X
IOTJLISZ,X,X,O,O,X,X,X
IOTJLIZS,X,O,X,X,O,X,X
IOTJLSIZ,X,X,O,O,X,X,X
IOTJLSZI,X,X,O,O,X,X,X
IOTJLZIS,X,O,X,X,O,X,X
IOTJLZSI,X,O,X,X,O,X,X
IOTJSILZ,X,X,O,O,X,O,X
IOTJSIZL,X,X,O,O,X,O,X
IOTJSLIZ,X,X,O,O,X,O,X
IOTJSLZI,X,X,O,O,X,O,X
IOTJSZIL,X,X,O,O,X,O,X
IOTJSZLI,X,X,X,X,X,O,X
IOTJZILS,X,O,X,X,O,X,X
IOTJZISL,X,O,X,X,O,X,X
IOTJZLIS,X,O,X,X,O,X,X
IOTJZLSI,X,O,X,X,O,X,X
IOTJZSIL,X,O,X,X,O,X,X
IOTJZSLI,X,O,X,X,O,X,X
IOTSILJZ,X,X,O,O,X,X,X
IOTSILZJ,O,X,O,O,X,X,X
IOTSIJLZ,X,X,O,O,X,O,X
IOTSIJZL,X,X,O,O,X,O,X
IOTSIZLJ,O,X,O,O,X,X,X
IOTSIZJL,O,X,O,O,X,X,X
IOTSLIJZ,X,X,O,O,X,X,X
IOTSLIZJ,O,X,O,O,X,X,X
IOTSLJIZ,X,X,O,O,X,X,X
IOTSLJZI,X,X,O,O,X,X,X
IOTSLZIJ,O,X,O,O,X,X,X
IOTSLZJI,O,X,O,O,X,X,X
IOTSJILZ,X,X,O,O,X,O,X
IOTSJIZL,X,X,O,O,X,O,X
IOTSJLIZ,X,X,O,O,X,O,X
IOTSJLZI,X,X,O,O,X,O,X
IOTSJZIL,X,X,O,O,X,O,X
IOTSJZLI,X,X,X,X,X,O,X
IOTSZILJ,O,X,O,O,X,X,X
IOTSZIJL,O,X,O,O,X,X,X
IOTSZLIJ,O,X,O,O,X,X,X
IOTSZLJI,O,X,O,O,X,X,X
IOTSZJIL,O,X,O,O,X,X,X
IOTSZJLI,O,X,X,X,X,X,X
IOTZILJS,X,O,X,X,O,X,O
IOTZILSJ,X,O,X,X,O,X,O
IOTZIJLS,X,O,X,X,O,X,X
IOTZIJSL,O,O,X,X,O,X,X
IOTZISLJ,O,O,X,X,O,X,X
IOTZISJL,O,O,X,X,O,X,X
IOTZLIJS,X,O,X,X,O,X,O
IOTZLISJ,X,O,X,X,O,X,O
IOTZLJIS,X,O,X,X,O,X,O
IOTZLJSI,X,O,X,X,O,X,O
IOTZLSIJ,X,O,X,X,O,X,O
IOTZLSJI,X,X,X,X,X,X,O
IOTZJILS,X,O,X,X,O,X,X
IOTZJISL,O,O,X,X,O,X,X
IOTZJLIS,X,O,X,X,O,X,X
IOTZJLSI,X,O,X,X,O,X,X
IOTZJSIL,O,O,X,X,O,X,X
IOTZJSLI,O,O,X,X,O,X,X
IOTZSILJ,O,O,X,X,O,X,X
IOTZSIJL,O,O,X,X,O,X,X
IOTZSLIJ,O,O,X,X,O,X,X
IOTZSLJI,O,X,X,X,X,X,X
IOTZSJIL,O,O,X,X,O,X,X
IOTZSJLI,O,O,X,X,O,X,X
IOITLJSZ,X,X,O,O,X,X,X
IOITLJZS,X,O,X,X,O,X,X
IOITLSJZ,X,X,O,O,X,X,X
IOITLSZJ,X,X,O,O,X,X,X
IOITLZJS,X,O,X,X,O,X,X
IOITLZSJ,X,O,X,X,O,X,X
IOITJLSZ,X,X,O,O,X,X,X
IOITJLZS,X,O,X,X,O,X,X
IOITJSLZ,X,X,O,O,X,X,X
IOITJSZL,X,X,O,O,X,X,X
IOITJZLS,X,O,X,X,O,X,X
IOITJZSL,X,O,X,X,O,X,X
IOITSLJZ,X,X,O,O,X,X,X
IOITSLZJ,O,X,O,O,X,X,X
IOITSJLZ,X,X,O,O,X,X,X
IOITSJZL,X,X,O,O,X,X,X
IOITSZLJ,O,X,O,O,X,X,X
IOITSZJL,O,X,O,O,X,X,X
IOITZLJS,X,O,X,X,O,X,X
IOITZLSJ,X,O,X,X,O,X,X
IOITZJLS,X,O,X,X,O,X,X
IOITZJSL,O,O,X,X,O,X,X
IOITZSLJ,O,O,X,X,O,X,X
IOITZSJL,O,O,X,X,O,X,X
IOILTJSZ,X,X,O,O,X,X,X
IOILTJZS,X,O,X,X,O,X,X
IOILTSJZ,X,X,O,O,X,X,X
IOILTSZJ,X,X,O,O,X,X,X
IOILTZJS,X,O,X,X,O,X,X
IOILTZSJ,X,O,X,X,O,X,X
IOILJTSZ,X,X,O,O,X,X,X
IOILJTZS,X,O,X,X,O,X,X
IOILJSTZ,X,X,O,O,X,X,X
IOILJSZT,X,O,O,O,O,X,X
IOILJZTS,X,O,X,X,O,X,X
IOILJZST,X,O,O,O,O,X,X
IOILSTJZ,X,X,O,O,X,X,X
IOILSTZJ,O,X,O,O,X,X,X
IOILSJTZ,X,X,O,O,X,X,X
IOILSJZT,O,O,O,O,O,X,X
IOILSZTJ,O,O,O,O,O,X,X
IOILSZJT,O,O,O,O,O,X,X
IOILZTJS,X,O,X,X,O,X,O
IOILZTSJ,X,O,X,X,O,X,O
IOILZJTS,X,O,X,X,O,X,O
IOILZJST,O,O,O,O,O,X,O
IOILZSTJ,O,O,O,O,O,X,O
IOILZSJT,O,O,O,O,O,X,O
IOIJTLSZ,X,X,O,O,X,X,X
IOIJTLZS,X,O,X,X,O,X,X
IOIJTSLZ,X,X,O,O,X,X,X
IOIJTSZL,X,X,O,O,X,X,X
IOIJTZLS,X,O,X,X,O,X,X
IOIJTZSL,X,O,X,X,O,X,X
IOIJLTSZ,X,X,O,O,X,X,X
IOIJLTZS,X,O,X,X,O,X,X
IOIJLSTZ,X,X,O,O,X,X,X
IOIJLSZT,X,O,O,O,O,X,X
IOIJLZTS,X,O,X,X,O,X,X
IOIJLZST,X,O,O,O,O,X,X
IOIJSTLZ,X,X,O,O,X,O,X
IOIJSTZL,X,X,O,O,X,O,X
IOIJSLTZ,X,X,O,O,X,O,X
IOIJSLZT,O,O,O,O,O,O,X
IOIJSZTL,O,O,O,O,O,O,X
IOIJSZLT,O,O,O,O,O,O,X
IOIJZTLS,X,O,X,X,O,X,X
IOIJZTSL,O,O,X,X,O,X,X
IOIJZLTS,X,O,X,X,O,X,X
IOIJZLST,O,O,O,O,O,X,X
IOIJZSTL,O,O,O,O,O,X,X
IOIJZSLT,O,O,O,O,O,X,X
IOISTLJZ,X,X,O,O,X,X,X
IOISTLZJ,O,X,O,O,X,X,X
IOISTJLZ,X,X,O,O,X,O,X
IOISTJZL,X,X,O,O,X,O,X
IOISTZLJ,O,X,O,O,X,X,X
IOISTZJL,O,X,O,O,X,X,X
IOISLTJZ,X,X,O,O,X,X,X
IOISLTZJ,O,X,O,O,X,X,X
IOISLJTZ,X,X,O,O,X,O,X
IOISLJZT,O,O,O,O,O,O,X
IOISLZTJ,O,O,O,O,O,X,X
IOISLZJT,O,O,O,O,O,X,X
IOISJTLZ,X,X,O,O,X,O,X
IOISJTZL,X,X,O,O,X,O,X
IOISJLTZ,X,X,O,O,X,O,X
IOISJLZT,O,O,O,O,O,O,X
IOISJZTL,O,O,O,O,O,O,X
IOISJZLT,O,O,O,O,O,O,X
IOISZTLJ,O,O,O,O,O,X,X
IOISZTJL,O,O,O,O,O,X,X
IOISZLTJ,O,O,O,O,O,X,X
IOISZLJT,O,O,O,O,O,X,X
IOISZJTL,O,O,O,O,O,O,X
IOISZJLT,O,O,O,O,O,O,X
IOIZTLJS,X,O,X,X,O,X,O
IOIZTLSJ,X,O,X,X,O,X,O
IOIZTJLS,X,O,X,X,O,X,X
IOIZTJSL,O,O,X,X,O,X,X
IOIZTSLJ,O,O,X,X,O,X,X
IOIZTSJL,O,O,X,X,O,X,X
IOIZLTJS,X,O,X,X,O,X,O
IOIZLTSJ,X,O,X,X,O,X,O
IOIZLJTS,X,O,X,X,O,X,O
IOIZLJST,O,O,O,O,O,X,O
IOIZLSTJ,O,O,O,O,O,X,O
IOIZLSJT,O,O,O,O,O,X,O
IOIZJTLS,X,O,X,X,O,X,X
IOIZJTSL,O,O,X,X,O,X,X
IOIZJLTS,X,O,X,X,O,X,O
IOIZJLST,O,O,O,O,O,X,O
IOIZJSTL,O,O,O,O,O,X,X
IOIZJSLT,O,O,O,O,O,X,X
IOIZSTLJ,O,O,O,O,O,X,X
IOIZSTJL,O,O,O,O,O,X,X
IOIZSLTJ,O,O,O,O,O,X,O
IOIZSLJT,O,O,O,O,O,X,O
IOIZSJTL,O,O,O,O,O,X,X
IOIZSJLT,O,O,O,O,O,X,X
IOLTIJSZ,X,X,O,O,X,X,X
IOLTIJZS,X,O,X,X,O,X,X
IOLTISJZ,X,X,O,O,X,X,X
IOLTISZJ,X,X,O,O,X,X,X
IOLTIZJS,X,O,X,X,O,X,X
IOLTIZSJ,X,O,X,X,O,X,X
IOLTJISZ,X,X,O,O,X,X,X
IOLTJIZS,X,O,X,X,O,X,X
IOLTJSIZ,X,X,O,O,X,X,X
IOLTJSZI,X,X,O,O,X,X,X
IOLTJZIS,X,O,X,X,O,X,X
IOLTJZSI,X,O,X,X,O,X,X
IOLTSIJZ,X,X,O,O,X,X,X
IOLTSIZJ,X,X,O,O,X,X,X
IOLTSJIZ,X,X,O,O,X,X,X
IOLTSJZI,X,X,O,O,X,X,X
IOLTSZIJ,X,X,O,O,X,X,X
IOLTSZJI,X,X,O,O,X,X,X
IOLTZIJS,X,O,X,X,O,X,O
IOLTZISJ,X,O,X,X,O,X,O
IOLTZJIS,X,O,X,X,O,X,O
IOLTZJSI,X,O,X,X,O,X,O
IOLTZSIJ,X,O,X,X,O,X,O
IOLTZSJI,X,X,X,X,X,X,O
IOLITJSZ,X,X,O,O,X,X,X
IOLITJZS,X,O,X,X,O,X,X
IOLITSJZ,X,X,O,O,X,X,X
IOLITSZJ,X,X,O,O,X,X,X
IOLITZJS,X,O,X,X,O,X,X
IOLITZSJ,X,O,X,X,O,X,X
IOLIJTSZ,X,X,O,O,X,X,X
IOLIJTZS,X,O,X,X,O,X,X
IOLIJSTZ,X,X,O,O,X,X,X
IOLIJSZT,X,O,O,O,O,X,X
IOLIJZTS,X,O,X,X,O,X,X
IOLIJZST,X,O,O,O,O,X,X
IOLISTJZ,X,X,O,O,X,X,X
IOLISTZJ,O,X,O,O,X,X,X
IOLISJTZ,X,X,O,O,X,X,X
IOLISJZT,O,O,O,O,O,X,X
IOLISZTJ,O,O,O,O,O,X,X
IOLISZJT,O,O,O,O,O,X,X
IOLIZTJS,X,O,X,X,O,X,O
IOLIZTSJ,X,O,X,X,O,X,O
IOLIZJTS,X,O,X,X,O,X,O
IOLIZJST,O,O,O,O,O,X,O
IOLIZSTJ,O,O,O,O,O,X,O
IOLIZSJT,O,O,O,O,O,X,O
IOLJTISZ,X,X,O,O,X,X,X
IOLJTIZS,X,O,X,X,O,X,X
IOLJTSIZ,X,X,O,O,X,X,X
IOLJTSZI,X,X,O,O,X,X,X
IOLJTZIS,X,O,X,X,O,X,X
IOLJTZSI,X,O,X,X,O,X,X
IOLJITSZ,X,X,O,O,X,X,X
IOLJITZS,X,O,X,X,O,X,X
IOLJISTZ,X,X,O,O,X,X,X
IOLJISZT,X,O,O,O,O,X,X
IOLJIZTS,X,O,X,X,O,X,X
IOLJIZST,X,O,O,O,O,X,X
IOLJSTIZ,X,X,O,O,X,O,X
IOLJSTZI,X,X,O,O,X,O,X
IOLJSITZ,X,X,O,O,X,O,X
IOLJSIZT,X,O,O,O,O,O,X
IOLJSZTI,X,O,O,O,O,O,X
IOLJSZIT,X,O,O,O,O,O,X
IOLJZTIS,X,O,X,X,O,X,O
IOLJZTSI,X,O,X,X,O,X,O
IOLJZITS,X,O,X,X,O,X,O
IOLJZIST,X,O,O,O,O,X,O
IOLJZSTI,X,O,O,O,O,X,O
IOLJZSIT,X,O,O,O,O,X,O
IOLSTIJZ,X,X,O,O,X,X,X
IOLSTIZJ,O,X,O,O,X,X,X
IOLSTJIZ,X,X,O,O,X,X,X
IOLSTJZI,X,X,O,O,X,X,X
IOLSTZIJ,O,X,O,O,X,X,X
IOLSTZJI,O,X,O,O,X,X,X
IOLSITJZ,X,X,O,O,X,X,X
IOLSITZJ,O,X,O,O,X,X,X
IOLSIJTZ,X,X,O,O,X,O,X
IOLSIJZT,O,O,O,O,O,O,X
IOLSIZTJ,O,O,O,O,O,X,X
IOLSIZJT,O,O,O,O,O,X,X
IOLSJTIZ,X,X,O,O,X,O,X
IOLSJTZI,X,X,O,O,X,O,X
IOLSJITZ,X,X,O,O,X,O,X
IOLSJIZT,O,O,O,O,O,O,X
IOLSJZTI,O,O,O,O,O,O,X
IOLSJZIT,O,O,O,O,O,O,X
IOLSZTIJ,O,O,O,O,O,X,O
IOLSZTJI,O,X,O,O,X,X,O
IOLSZITJ,O,O,O,O,O,X,O
IOLSZIJT,O,O,O,O,O,X,O
IOLSZJTI,O,O,O,O,O,X,O
IOLSZJIT,O,O,O,O,O,X,O
IOLZTIJS,X,O,X,X,O,X,O
IOLZTISJ,X,O,X,X,O,X,O
IOLZTJIS,X,O,X,X,O,X,O
IOLZTJSI,X,O,X,X,O,X,O
IOLZTSIJ,X,O,X,X,O,X,O
IOLZTSJI,X,X,X,X,X,X,O
IOLZITJS,X,O,X,X,O,X,O
IOLZITSJ,X,O,X,X,O,X,O
IOLZIJTS,X,O,X,X,O,X,O
IOLZIJST,O,O,O,O,O,X,O
IOLZISTJ,O,O,O,O,O,X,O
IOLZISJT,O,O,O,O,O,X,O
IOLZJTIS,X,O,X,X,O,X,O
IOLZJTSI,X,O,X,X,O,X,O
IOLZJITS,X,O,X,X,O,X,O
IOLZJIST,O,O,O,O,O,X,O
IOLZJSTI,O,O,O,O,O,X,O
IOLZJSIT,O,O,O,O,O,X,O
IOLZSTIJ,O,O,O,O,O,X,O
IOLZSTJI,O,X,O,O,X,X,O
IOLZSITJ,O,O,O,O,O,X,O
IOLZSIJT,O,O,O,O,O,X,O
IOLZSJTI,O,O,O,O,O,X,O
IOLZSJIT,O,O,O,O,O,X,O
IOJTILSZ,X,X,O,O,X,X,X
IOJTILZS,X,O,X,X,O,X,X
IOJTISLZ,X,X,O,O,X,X,X
IOJTISZL,X,X,O,O,X,X,X
IOJTIZLS,X,O,X,X,O,X,X
IOJTIZSL,X,O,X,X,O,X,X
IOJTLISZ,X,X,O,O,X,X,X
IOJTLIZS,X,O,X,X,O,X,X
IOJTLSIZ,X,X,O,O,X,X,X
IOJTLSZI,X,X,O,O,X,X,X
IOJTLZIS,X,O,X,X,O,X,X
IOJTLZSI,X,O,X,X,O,X,X
IOJTSILZ,X,X,O,O,X,O,X
IOJTSIZL,X,X,O,O,X,O,X
IOJTSLIZ,X,X,O,O,X,O,X
IOJTSLZI,X,X,O,O,X,O,X
IOJTSZIL,X,X,O,O,X,O,X
IOJTSZLI,X,X,X,X,X,O,X
IOJTZILS,X,O,X,X,O,X,X
IOJTZISL,X,O,X,X,O,X,X
IOJTZLIS,X,O,X,X,O,X,X
IOJTZLSI,X,O,X,X,O,X,X
IOJTZSIL,X,O,X,X,O,X,X
IOJTZSLI,X,O,X,X,O,X,X
IOJITLSZ,X,X,O,O,X,X,X
IOJITLZS,X,O,X,X,O,X,X
IOJITSLZ,X,X,O,O,X,X,X
IOJITSZL,X,X,O,O,X,X,X
IOJITZLS,X,O,X,X,O,X,X
IOJITZSL,X,O,X,X,O,X,X
IOJILTSZ,X,X,O,O,X,X,X
IOJILTZS,X,O,X,X,O,X,X
IOJILSTZ,X,X,O,O,X,X,X
IOJILSZT,X,O,O,O,O,X,X
IOJILZTS,X,O,X,X,O,X,X
IOJILZST,X,O,O,O,O,X,X
IOJISTLZ,X,X,O,O,X,O,X
IOJISTZL,X,X,O,O,X,O,X
IOJISLTZ,X,X,O,O,X,O,X
IOJISLZT,O,O,O,O,O,O,X
IOJISZTL,O,O,O,O,O,O,X
IOJISZLT,O,O,O,O,O,O,X
IOJIZTLS,X,O,X,X,O,X,X
IOJIZTSL,O,O,X,X,O,X,X
IOJIZLTS,X,O,X,X,O,X,X
IOJIZLST,O,O,O,O,O,X,X
IOJIZSTL,O,O,O,O,O,X,X
IOJIZSLT,O,O,O,O,O,X,X
IOJLTISZ,X,X,O,O,X,X,X
IOJLTIZS,X,O,X,X,O,X,X
IOJLTSIZ,X,X,O,O,X,X,X
IOJLTSZI,X,X,O,O,X,X,X
IOJLTZIS,X,O,X,X,O,X,X
IOJLTZSI,X,O,X,X,O,X,X
IOJLITSZ,X,X,O,O,X,X,X
IOJLITZS,X,O,X,X,O,X,X
IOJLISTZ,X,X,O,O,X,X,X
IOJLISZT,X,O,O,O,O,X,X
IOJLIZTS,X,O,X,X,O,X,X
IOJLIZST,X,O,O,O,O,X,X
IOJLSTIZ,X,X,O,O,X,O,X
IOJLSTZI,X,X,O,O,X,O,X
IOJLSITZ,X,X,O,O,X,O,X
IOJLSIZT,X,O,O,O,O,O,X
IOJLSZTI,X,O,O,O,O,O,X
IOJLSZIT,X,O,O,O,O,O,X
IOJLZTIS,X,O,X,X,O,X,O
IOJLZTSI,X,O,X,X,O,X,O
IOJLZITS,X,O,X,X,O,X,O
IOJLZIST,X,O,O,O,O,X,O
IOJLZSTI,X,O,O,O,O,X,O
IOJLZSIT,X,O,O,O,O,X,O
IOJSTILZ,X,X,O,O,X,O,X
IOJSTIZL,X,X,O,O,X,O,X
IOJSTLIZ,X,X,O,O,X,O,X
IOJSTLZI,X,X,O,O,X,O,X
IOJSTZIL,X,X,O,O,X,O,X
IOJSTZLI,X,X,X,X,X,O,X
