sequence,v115@vhFm/IXjBTkB9tByuB0sB,v115@vhFi/IXjBzkB9tB2uB0sB,v115@vhGm/I5lBXjBTkB9tByuB0sB,v115@vhGi/I5lBXjBzkB9tB2uB0sB,v115@vhGZEJCgBXjBTlB9tBWvB0sB,v115@vhGx/IXjBOpB6qB9tBzpB0sB,v115@vhGx/IXjBKpBzkB+qB9tB0sB,v115@vhGOEJ6lBXjBzkB9tB0sBxuB,v115@vhGZEJGgBXjBzkB9tBSvB0sB,v115@vhGKEJzfB+lBXjB9tB0sBxuB,v115@vhG9IJmgBTfBPrBypBUtBxuB
IZOSJLT,X,X,X,X,X,X,X,O,X,X,O
IOTLJSZ,X,X,O,X,X,O,X,O,O,O,X
IOTLJZS,X,X,O,X,X,O,X,O,O,O,X
IOTLSJZ,X,X,O,X,X,O,X,O,O,O,X
IOTLSZJ,X,X,O,X,X,O,X,O,O,O,X
IOTLZJS,X,X,O,X,X,O,X,O,O,O,X
IOTLZSJ,X,X,O,X,X,O,X,O,O,O,X
IOTJLSZ,X,X,X,O,O,O,X,O,X,O,X
IOTJLZS,X,X,X,O,O,O,X,O,X,O,X
IOTJSLZ,X,X,X,O,O,O,X,O,X,O,X
IOTJSZL,X,X,X,O,O,O,X,O,X,O,X
IOTJZLS,X,X,X,O,O,O,X,O,X,O,X
IOTJZSL,X,X,X,O,O,O,X,O,X,O,X
IOTSLJZ,X,X,O,X,X,O,X,O,O,O,X
IOTSLZJ,X,X,O,X,X,O,X,O,O,O,X
IOTSJLZ,X,X,X,O,O,O,X,O,X,O,X
IOTSJZL,X,X,X,O,O,O,X,O,X,O,X
IOTSZLJ,X,X,O,X,X,O,X,O,O,O,X
IOTSZJL,X,X,X,O,O,O,X,O,X,O,X
IOTZLJS,X,X,O,X,X,O,X,O,O,O,X
IOTZLSJ,X,X,O,X,X,O,X,O,O,O,X
IOTZJLS,X,X,X,O,O,O,X,O,X,O,X
IOTZJSL,X,X,X,O,O,O,X,O,X,O,X
IOTZSLJ,X,X,O,X,X,O,X,O,O,O,X
IOTZSJL,X,X,X,O,O,O,X,O,X,O,X
IOLTJSZ,X,X,O,X,X,O,X,O,O,O,X
IOLTJZS,X,X,O,X,X,O,X,O,O,O,X
IOLTSJZ,X,X,O,X,X,O,X,O,O,O,O
IOLTSZJ,X,X,O,X,X,O,X,O,O,O,O
IOLTZJS,X,X,O,X,X,O,X,O,O,O,O
IOLTZSJ,X,X,O,X,X,O,X,O,O,O,O
IOLJTSZ,X,X,O,X,X,O,X,O,O,O,X
IOLJTZS,X,X,O,X,X,O,X,O,O,O,X
IOLJSTZ,X,X,O,X,X,O,X,O,O,O,O
IOLJSZT,X,X,O,X,X,O,X,O,O,O,O
IOLJZTS,X,X,O,X,X,O,X,O,O,O,O
IOLJZST,X,X,O,X,X,O,X,O,O,O,O
IOLSTJZ,X,X,O,X,X,X,X,O,O,O,O
IOLSTZJ,X,X,O,X,X,X,X,O,O,O,O
IOLSJTZ,X,X,O,X,X,X,X,O,O,O,O
IOLSJZT,X,X,O,X,X,X,X,O,O,O,O
IOLSZTJ,X,X,O,X,X,X,X,O,O,O,O
IOLSZJT,X,X,O,X,X,X,X,O,O,O,O
IOLZTJS,X,X,O,X,X,O,X,O,O,O,O
IOLZTSJ,X,X,O,X,X,O,X,O,O,O,O
IOLZJTS,X,X,O,X,X,O,X,O,O,O,O
IOLZJST,X,X,O,X,X,O,X,O,O,O,O
IOLZSTJ,X,X,O,X,X,X,X,O,O,O,O
IOLZSJT,X,X,O,X,X,X,X,O,O,O,O
IOJTLSZ,X,X,X,O,O,O,X,O,X,O,X
IOJTLZS,X,X,X,O,O,O,X,O,X,O,X
IOJTSLZ,X,X,X,O,O,O,X,O,X,O,X
IOJTSZL,X,X,X,O,O,O,X,O,X,O,X
IOJTZLS,X,X,X,O,O,O,X,O,X,O,X
IOJTZSL,X,X,X,O,O,O,X,O,X,O,X
IOJLTSZ,X,X,X,O,O,O,X,O,X,O,X
IOJLTZS,X,X,X,O,O,O,X,O,X,O,X
IOJLSTZ,X,X,X,O,O,O,X,O,X,O,X
IOJLSZT,X,X,X,O,O,O,X,O,X,O,X
IOJLZTS,X,X,X,O,O,O,X,O,X,O,X
IOJLZST,X,X,X,O,O,O,X,O,X,O,X
IOJSTLZ,X,X,X,O,O,O,X,O,X,X,X
IOJSTZL,X,X,X,O,O,O,X,O,X,X,X
IOJSLTZ,X,X,X,O,O,O,X,O,X,X,X
IOJSLZT,X,X,X,O,O,O,X,O,X,X,X
IOJSZTL,X,X,X,O,O,O,X,O,X,X,X
IOJSZLT,X,X,X,O,O,O,X,O,X,X,X
IOJZTLS,X,X,X,O,O,O,X,O,X,O,X
IOJZTSL,X,X,X,O,O,O,X,O,X,O,X
IOJZLTS,X,X,X,O,O,O,X,O,X,O,X
IOJZLST,X,X,X,O,O,O,X,O,X,O,X
IOJZSTL,X,X,X,O,O,O,X,O,X,X,X
IOJZSLT,X,X,X,O,O,O,X,O,X,X,X
IOSTLJZ,X,X,X,X,X,X,X,O,X,X,X
IOSTLZJ,X,X,X,X,X,X,X,O,X,X,X
IOSTJLZ,X,X,X,X,X,X,X,O,X,X,X
IOSTJZL,X,X,X,X,X,X,X,O,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,O,X,X,X
IOSTZJL,X,X,X,X,X,X,X,O,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,O,X,X,O
IOSLTZJ,X,X,X,X,X,X,X,O,X,X,O
IOSLJTZ,X,X,X,X,X,X,X,O,X,X,O
IOSLJZT,X,X,X,X,X,X,X,O,X,X,O
IOSLZTJ,X,X,X,X,X,X,X,O,X,X,O
IOSLZJT,X,X,X,X,X,X,X,O,X,X,O
IOSJTLZ,X,X,X,X,X,X,X,O,X,X,X
IOSJTZL,X,X,X,X,X,X,X,O,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,O,X,X,O
IOSJLZT,X,X,X,X,X,X,X,O,X,X,O
IOSJZTL,X,X,X,X,X,X,X,O,X,X,O
IOSJZLT,X,X,X,X,X,X,X,O,X,X,O
IOSZTLJ,X,X,X,X,X,X,X,O,X,X,O
IOSZTJL,X,X,X,X,X,X,X,O,X,X,O
IOSZLTJ,X,X,X,X,X,X,X,O,X,X,O
IOSZLJT,X,X,X,X,X,X,X,O,X,X,O
IOSZJTL,X,X,X,X,X,X,X,O,X,X,O
IOSZJLT,X,X,X,X,X,X,X,O,X,X,O
IOZTLJS,X,X,O,X,X,O,X,O,O,O,O
IOZTLSJ,X,X,O,X,X,O,X,O,O,O,O
IOZTJLS,X,X,X,O,O,O,X,O,X,O,X
IOZTJSL,X,X,X,O,O,O,X,O,X,O,X
IOZTSLJ,X,X,O,X,X,O,X,O,O,O,O
IOZTSJL,X,X,X,O,O,O,X,O,X,O,O
IOZLTJS,X,X,O,X,X,O,X,O,O,O,O
IOZLTSJ,X,X,O,X,X,O,X,O,O,O,O
IOZLJTS,X,X,O,X,X,O,X,O,O,O,O
IOZLJST,X,X,O,X,X,O,X,O,O,O,O
IOZLSTJ,X,X,O,X,X,X,X,O,O,O,O
IOZLSJT,X,X,O,X,X,X,X,O,O,O,O
IOZJTLS,X,X,X,O,O,O,X,O,X,O,X
IOZJTSL,X,X,X,O,O,O,X,O,X,O,X
IOZJLTS,X,X,X,O,O,O,X,O,X,O,X
IOZJLST,X,X,X,O,O,O,X,O,X,O,X
IOZJSTL,X,X,X,O,O,O,X,O,X,X,X
IOZJSLT,X,X,X,O,O,O,X,O,X,X,X
IOZSTLJ,X,X,X,X,X,X,X,O,X,X,O
IOZSTJL,X,X,X,X,X,X,X,O,X,X,O
IOZSLTJ,X,X,X,X,X,X,X,O,X,X,O
IOZSLJT,X,X,X,X,X,X,X,O,X,X,O
IOZSJTL,X,X,X,X,X,X,X,O,X,X,O
IOZSJLT,X,X,X,X,X,X,X,O,X,X,O
LTIJSZO,X,X,O,O,O,X,O,O,O,O,X
LTIJSOZ,X,X,O,O,O,X,O,O,O,O,X
LTIJZSO,X,X,O,O,O,X,O,O,O,O,X
LTIJZOS,X,X,O,O,O,X,O,O,O,O,X
LTIJOSZ,X,X,O,O,O,X,O,O,O,O,X
LTIJOZS,X,X,O,O,O,X,O,O,O,O,X
LTISJZO,X,X,O,O,O,X,O,O,O,O,X
LTISJOZ,X,X,O,O,O,X,O,O,O,O,X
LTISZJO,X,X,O,O,O,X,O,O,O,O,X
LTISZOJ,O,X,O,X,X,O,O,O,O,O,X
LTISOJZ,O,X,O,X,X,O,O,O,O,O,X
LTISOZJ,O,X,O,X,X,O,O,O,O,O,X
LTIZJSO,X,X,O,O,O,X,O,O,O,O,X
LTIZJOS,X,X,O,O,O,X,O,O,O,O,X
LTIZSJO,X,X,O,O,O,X,O,O,O,O,X
LTIZSOJ,O,X,O,X,X,O,O,O,O,O,X
LTIZOJS,O,X,O,X,X,O,O,O,O,O,X
LTIZOSJ,O,X,O,X,X,O,O,O,O,O,X
LTIOJSZ,O,X,O,X,X,O,O,O,O,O,X
LTIOJZS,O,X,O,X,X,O,O,O,O,O,X
LTIOSJZ,O,X,O,X,X,O,O,O,O,O,X
LTIOSZJ,O,X,O,X,X,O,O,O,O,O,X
LTIOZJS,O,X,O,X,X,O,O,O,O,O,X
LTIOZSJ,O,X,O,X,X,O,O,O,O,O,X
LTJISZO,X,O,O,O,O,O,O,X,O,X,X
LTJISOZ,X,O,O,O,O,O,O,X,O,X,X
LTJIZSO,X,O,O,O,O,O,O,X,O,X,X
LTJIZOS,X,O,O,O,O,O,O,X,O,X,X
LTJIOSZ,X,O,O,O,O,O,O,X,O,X,X
LTJIOZS,X,O,O,O,O,O,O,X,O,X,X
LTJSIZO,X,O,O,O,O,O,O,X,O,X,X
LTJSIOZ,X,O,O,O,O,O,O,X,O,X,X
LTJSZIO,X,O,O,O,O,O,O,X,O,X,X
LTJSZOI,O,O,O,O,O,O,O,X,O,X,X
LTJSOIZ,O,O,O,O,O,O,O,X,O,X,X
LTJSOZI,O,O,O,O,O,O,O,X,O,X,X
LTJZISO,X,O,O,O,O,O,O,X,O,X,X
LTJZIOS,X,O,O,O,O,O,O,X,O,X,X
LTJZSIO,X,O,O,O,O,O,O,X,O,X,X
LTJZSOI,O,O,O,O,O,O,O,X,O,X,X
LTJZOIS,O,O,O,O,O,O,O,X,O,X,X
LTJZOSI,O,O,O,O,O,O,O,X,O,X,X
LTJOISZ,O,O,O,O,O,O,O,X,O,X,X
LTJOIZS,O,O,O,O,O,O,O,X,O,X,X
LTJOSIZ,O,O,O,O,O,O,O,X,O,X,X
LTJOSZI,O,O,O,O,O,O,O,X,O,X,X
LTJOZIS,O,O,O,O,O,O,O,X,O,X,X
LTJOZSI,O,O,O,O,O,O,O,X,O,X,X
LTSIJZO,X,X,O,O,O,X,O,O,O,O,X
LTSIJOZ,X,X,O,O,O,X,O,O,O,O,X
LTSIZJO,X,X,O,O,O,X,O,O,O,O,X
LTSIZOJ,O,X,O,X,X,O,O,O,O,O,X
LTSIOJZ,O,X,O,X,X,O,O,O,O,O,X
LTSIOZJ,O,X,O,X,X,O,O,O,O,O,X
LTSJIZO,X,O,O,O,O,O,O,X,O,X,X
LTSJIOZ,X,O,O,O,O,O,O,X,O,X,X
LTSJZIO,X,O,O,O,O,O,O,X,O,X,X
LTSJZOI,O,O,O,O,O,O,O,X,O,X,X
LTSJOIZ,O,O,O,O,O,O,O,X,O,X,X
LTSJOZI,O,O,O,O,O,O,O,X,O,X,X
LTSZIJO,X,X,O,O,O,X,O,O,O,O,X
LTSZIOJ,O,X,O,X,X,O,O,O,O,O,X
LTSZJIO,X,O,O,O,O,O,O,X,O,X,X
LTSZJOI,O,O,O,O,O,O,O,X,O,X,X
LTSZOIJ,O,X,O,X,X,O,O,X,O,X,X
LTSZOJI,O,X,O,X,X,O,O,X,O,X,X
LTSOIJZ,O,X,O,X,X,O,O,X,O,X,X
LTSOIZJ,O,X,O,X,X,O,O,X,O,X,X
LTSOJIZ,O,X,O,X,X,O,O,X,O,X,X
LTSOJZI,O,X,O,X,X,O,O,X,O,X,X
LTSOZIJ,O,X,O,X,X,O,O,X,O,X,X
LTSOZJI,O,X,O,X,X,O,O,X,O,X,X
LTZIJSO,X,X,O,O,O,X,O,O,O,O,X
LTZIJOS,X,X,O,O,O,X,O,O,O,O,X
LTZISJO,X,X,O,O,O,X,O,O,O,O,X
LTZISOJ,O,X,O,X,X,O,O,O,O,O,X
LTZIOJS,O,X,O,X,X,O,O,O,O,O,X
LTZIOSJ,O,X,O,X,X,O,O,O,O,O,X
LTZJISO,X,O,O,O,O,O,O,X,O,X,X
LTZJIOS,X,O,O,O,O,O,O,X,O,X,X
LTZJSIO,X,O,O,O,O,O,O,X,O,X,X
LTZJSOI,O,O,O,O,O,O,O,X,O,X,X
LTZJOIS,O,O,O,O,O,O,O,X,O,X,X
LTZJOSI,O,O,O,O,O,O,O,X,O,X,X
LTZSIJO,X,X,O,O,O,X,O,O,O,O,X
LTZSIOJ,O,X,O,X,X,O,O,O,O,O,X
LTZSJIO,X,O,O,O,O,O,O,X,O,X,X
LTZSJOI,O,O,O,O,O,O,O,X,O,X,X
LTZSOIJ,O,X,O,X,X,O,O,X,O,X,X
LTZSOJI,O,X,O,X,X,O,O,X,O,X,X
LTZOIJS,O,X,O,X,X,O,O,X,O,X,X
LTZOISJ,O,X,O,X,X,O,O,X,O,X,X
LTZOJIS,O,X,O,X,X,O,O,X,O,X,X
LTZOJSI,O,X,O,X,X,O,O,X,O,X,X
LTZOSIJ,O,X,O,X,X,O,O,X,O,X,X
LTZOSJI,O,X,O,X,X,O,O,X,O,X,X
LTOIJSZ,O,X,O,X,X,O,O,X,O,X,X
LTOIJZS,O,X,O,X,X,O,O,X,O,X,X
LTOISJZ,O,X,O,X,X,O,O,X,O,X,X
LTOISZJ,O,X,O,X,X,O,O,X,O,X,X
LTOIZJS,O,X,O,X,X,O,O,X,O,X,X
LTOIZSJ,O,X,O,X,X,O,O,X,O,X,X
LTOJISZ,O,X,O,X,X,O,O,X,O,X,X
LTOJIZS,O,X,O,X,X,O,O,X,O,X,X
LTOJSIZ,O,X,O,X,X,O,O,X,O,X,X
LTOJSZI,O,X,O,X,X,O,O,X,O,X,X
LTOJZIS,O,X,O,X,X,O,O,X,O,X,X
LTOJZSI,O,X,O,X,X,O,O,X,O,X,X
LTOSIJZ,O,X,O,X,X,O,O,X,O,X,X
LTOSIZJ,O,X,O,X,X,O,O,X,O,X,X
LTOSJIZ,O,X,O,X,X,O,O,X,O,X,X
LTOSJZI,O,X,O,X,X,O,O,X,O,X,X
LTOSZIJ,O,X,O,X,X,O,O,X,O,X,X
LTOSZJI,O,X,O,X,X,O,O,X,O,X,X
LTOZIJS,O,X,O,X,X,O,O,X,O,X,X
LTOZISJ,O,X,O,X,X,O,O,X,O,X,X
LTOZJIS,O,X,O,X,X,O,O,X,O,X,X
LTOZJSI,O,X,O,X,X,O,O,X,O,X,X
LTOZSIJ,O,X,O,X,X,O,O,X,O,X,X
LTOZSJI,O,X,O,X,X,O,O,X,O,X,X
LITJSZO,X,X,O,O,O,X,O,O,O,O,X
LITJSOZ,X,X,O,O,O,X,O,O,O,O,X
LITJZSO,X,X,O,O,O,X,O,O,O,O,X
LITJZOS,X,X,O,O,O,X,O,O,O,O,X
LITJOSZ,X,X,O,O,O,X,O,O,O,O,X
LITJOZS,X,X,O,O,O,X,O,O,O,O,X
LITSJZO,X,X,O,O,O,X,O,O,O,O,O
LITSJOZ,X,X,O,O,O,X,O,O,O,O,O
LITSZJO,X,X,O,O,O,X,O,O,O,O,O
LITSZOJ,O,X,O,X,X,O,O,O,O,O,O
LITSOJZ,O,X,O,X,X,O,O,O,O,O,O
LITSOZJ,O,X,O,X,X,O,O,O,O,O,O
LITZJSO,X,X,O,O,O,X,O,O,O,O,O
LITZJOS,X,X,O,O,O,X,O,O,O,O,O
LITZSJO,X,X,O,O,O,X,O,O,O,O,O
LITZSOJ,O,X,O,X,X,O,O,O,O,O,O
LITZOJS,O,X,O,X,X,O,O,O,O,O,O
LITZOSJ,O,X,O,X,X,O,O,O,O,O,O
LITOJSZ,O,X,O,X,X,O,O,O,O,O,X
LITOJZS,O,X,O,X,X,O,O,O,O,O,X
LITOSJZ,O,X,O,X,X,O,O,O,O,O,O
LITOSZJ,O,X,O,X,X,O,O,O,O,O,O
LITOZJS,O,X,O,X,X,O,O,O,O,O,O
LITOZSJ,O,X,O,X,X,O,O,O,O,O,O
LIJTSZO,X,X,O,O,O,X,O,O,O,O,X
LIJTSOZ,X,X,O,O,O,X,O,O,O,O,X
LIJTZSO,X,X,O,O,O,X,O,O,O,O,X
LIJTZOS,X,X,O,O,O,X,O,O,O,O,X
LIJTOSZ,X,X,O,O,O,X,O,O,O,O,X
LIJTOZS,X,X,O,O,O,X,O,O,O,O,X
LIJSTZO,X,X,X,X,O,X,X,X,X,O,O
LIJSTOZ,X,X,X,X,O,X,X,X,X,O,O
LIJSZTO,X,X,X,X,O,X,X,X,X,O,O
LIJSZOT,X,X,X,X,O,X,X,X,X,O,O
LIJSOTZ,X,X,X,X,O,X,X,X,X,O,O
LIJSOZT,X,X,X,X,O,X,X,X,X,O,O
LIJZTSO,X,X,O,O,O,X,O,O,O,O,O
LIJZTOS,X,X,O,O,O,X,O,O,O,O,O
LIJZSTO,X,X,X,X,O,X,X,X,X,O,O
LIJZSOT,X,X,X,X,O,X,X,X,X,O,O
LIJZOTS,X,X,O,O,O,X,O,O,O,O,O
LIJZOST,X,X,O,O,O,X,O,O,O,O,O
LIJOTSZ,X,X,O,O,O,X,O,O,O,O,X
LIJOTZS,X,X,O,O,O,X,O,O,O,O,X
LIJOSTZ,X,X,O,O,O,X,O,O,O,O,O
LIJOSZT,X,X,O,O,O,X,O,O,O,O,O
LIJOZTS,X,X,O,O,O,X,O,O,O,O,O
LIJOZST,X,X,O,O,O,X,O,O,O,O,O
LISTJZO,X,X,O,X,X,X,O,O,O,O,O
LISTJOZ,X,X,O,X,X,X,O,O,O,O,O
LISTZJO,X,X,O,X,X,X,O,O,O,O,O
LISTZOJ,X,X,O,X,X,X,O,O,O,O,O
LISTOJZ,X,X,O,X,X,X,O,O,O,O,O
LISTOZJ,X,X,O,X,X,X,O,O,O,O,O
LISJTZO,X,X,X,X,X,X,X,X,X,O,O
LISJTOZ,X,X,X,X,X,X,X,X,X,O,O
LISJZTO,X,X,X,X,X,X,X,X,X,O,O
LISJZOT,X,X,X,X,X,X,X,X,X,O,O
LISJOTZ,X,X,X,X,X,X,X,X,X,O,O
LISJOZT,X,X,X,X,X,X,X,X,X,O,O
LISZTJO,X,X,O,X,X,X,O,O,O,O,O
LISZTOJ,X,X,O,X,X,X,O,O,O,O,O
LISZJTO,X,X,X,X,X,X,X,X,X,O,O
LISZJOT,X,X,X,X,X,X,X,X,X,O,O
LISZOTJ,X,X,O,X,X,X,O,O,O,O,O
LISZOJT,X,X,O,X,X,X,O,O,O,O,O
LISOTJZ,X,X,O,X,X,X,O,O,O,O,O
LISOTZJ,X,X,O,X,X,X,O,O,O,O,O
LISOJTZ,X,X,O,X,X,X,O,O,O,O,O
LISOJZT,X,X,O,X,X,X,O,O,O,O,O
LISOZTJ,X,X,O,X,X,X,O,O,O,O,O
LISOZJT,X,X,O,X,X,X,O,O,O,O,O
LIZTJSO,X,X,O,O,O,X,O,O,O,O,O
LIZTJOS,X,X,O,O,O,X,O,O,O,O,O
LIZTSJO,X,X,O,O,O,X,O,O,O,O,O
LIZTSOJ,O,X,O,X,X,O,O,O,O,O,O
LIZTOJS,O,X,O,X,X,O,O,O,O,O,O
LIZTOSJ,O,X,O,X,X,O,O,O,O,O,O
LIZJTSO,X,X,O,O,O,X,O,O,O,O,O
LIZJTOS,X,X,O,O,O,X,O,O,O,O,O
LIZJSTO,X,X,X,X,O,X,X,X,X,O,O
LIZJSOT,X,X,X,X,O,X,X,X,X,O,O
LIZJOTS,X,X,O,O,O,X,O,O,O,O,O
LIZJOST,X,X,O,O,O,X,O,O,O,O,O
LIZSTJO,X,X,O,X,X,X,O,O,O,O,O
LIZSTOJ,X,X,O,X,X,X,O,O,O,O,O
LIZSJTO,X,X,X,X,X,X,X,X,X,O,O
LIZSJOT,X,X,X,X,X,X,X,X,X,O,O
LIZSOTJ,X,X,O,X,X,X,O,O,O,O,O
LIZSOJT,X,X,O,X,X,X,O,O,O,O,O
LIZOTJS,O,X,O,X,X,O,O,O,O,O,O
LIZOTSJ,O,X,O,X,X,O,O,O,O,O,O
LIZOJTS,O,X,O,X,X,O,O,O,O,O,O
LIZOJST,X,X,O,X,X,O,O,O,O,O,O
LIZOSTJ,X,X,O,X,X,X,O,O,O,O,O
LIZOSJT,X,X,O,X,X,X,O,O,O,O,O
LIOTJSZ,O,X,O,X,X,O,O,O,O,O,X
LIOTJZS,O,X,O,X,X,O,O,O,O,O,X
LIOTSJZ,O,X,O,X,X,O,O,O,O,O,O
LIOTSZJ,O,X,O,X,X,O,O,O,O,O,O
LIOTZJS,O,X,O,X,X,O,O,O,O,O,O
LIOTZSJ,O,X,O,X,X,O,O,O,O,O,O
LIOJTSZ,O,X,O,X,X,O,O,O,O,O,X
LIOJTZS,O,X,O,X,X,O,O,O,O,O,X
LIOJSTZ,X,X,O,X,X,O,O,O,O,O,O
LIOJSZT,X,X,O,X,X,O,O,O,O,O,O
LIOJZTS,O,X,O,X,X,O,O,O,O,O,O
LIOJZST,X,X,O,X,X,O,O,O,O,O,O
LIOSTJZ,X,X,O,X,X,X,O,O,O,O,O
LIOSTZJ,X,X,O,X,X,X,O,O,O,O,O
LIOSJTZ,X,X,O,X,X,X,O,O,O,O,O
LIOSJZT,X,X,O,X,X,X,O,O,O,O,O
LIOSZTJ,X,X,O,X,X,X,O,O,O,O,O
LIOSZJT,X,X,O,X,X,X,O,O,O,O,O
LIOZTJS,O,X,O,X,X,O,O,O,O,O,O
LIOZTSJ,O,X,O,X,X,O,O,O,O,O,O
LIOZJTS,O,X,O,X,X,O,O,O,O,O,O
LIOZJST,X,X,O,X,X,O,O,O,O,O,O
LIOZSTJ,X,X,O,X,X,X,O,O,O,O,O
LIOZSJT,X,X,O,X,X,X,O,O,O,O,O
LJTISZO,X,O,O,O,O,O,O,X,O,X,X
LJTISOZ,X,O,O,O,O,O,O,X,O,X,X
LJTIZSO,X,O,O,O,O,O,O,X,O,X,X
LJTIZOS,X,O,O,O,O,O,O,X,O,X,X
LJTIOSZ,X,O,O,O,O,O,O,X,O,X,X
LJTIOZS,X,O,O,O,O,O,O,X,O,X,X
LJTSIZO,X,O,O,O,O,O,O,X,O,X,X
LJTSIOZ,X,O,O,O,O,O,O,X,O,X,X
LJTSZIO,X,O,O,O,O,O,O,X,O,X,X
LJTSZOI,O,O,O,O,O,O,O,X,O,X,X
LJTSOIZ,O,O,O,O,O,O,O,X,O,X,X
LJTSOZI,O,O,O,O,O,O,O,X,O,X,X
LJTZISO,X,O,O,O,O,O,O,X,O,X,X
LJTZIOS,X,O,O,O,O,O,O,X,O,X,X
LJTZSIO,X,O,O,O,O,O,O,X,O,X,X
LJTZSOI,O,O,O,O,O,O,O,X,O,X,X
LJTZOIS,O,O,O,O,O,O,O,X,O,X,X
LJTZOSI,O,O,O,O,O,O,O,X,O,X,X
LJTOISZ,O,O,O,O,O,O,O,X,O,X,X
LJTOIZS,O,O,O,O,O,O,O,X,O,X,X
LJTOSIZ,O,O,O,O,O,O,O,X,O,X,X
LJTOSZI,O,O,O,O,O,O,O,X,O,X,X
LJTOZIS,O,O,O,O,O,O,O,X,O,X,X
LJTOZSI,O,O,O,O,O,O,O,X,O,X,X
LJITSZO,X,O,O,O,O,O,O,X,O,X,X
LJITSOZ,X,O,O,O,O,O,O,X,O,X,X
LJITZSO,X,O,O,O,O,O,O,X,O,X,X
LJITZOS,X,O,O,O,O,O,O,X,O,X,X
LJITOSZ,X,O,O,O,O,O,O,X,O,X,X
LJITOZS,X,O,O,O,O,O,O,X,O,X,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X
LJISTOZ,X,X,X,X,O,X,X,X,X,X,X
LJISZTO,X,X,X,X,O,X,X,X,X,X,X
LJISZOT,X,X,X,X,O,X,X,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X,X,X,X,X
LJISOZT,X,X,X,X,O,X,X,X,X,X,X
LJIZTSO,X,O,O,O,O,O,O,X,O,X,X
LJIZTOS,X,O,O,O,O,O,O,X,O,X,X
LJIZSTO,X,X,X,X,O,X,X,X,X,X,X
LJIZSOT,X,X,X,X,O,X,X,X,X,X,X
LJIZOTS,X,O,O,O,O,O,O,X,O,X,X
LJIZOST,X,X,O,O,O,O,O,X,O,X,X
LJIOTSZ,X,O,O,O,O,O,O,X,O,X,X
LJIOTZS,X,O,O,O,O,O,O,X,O,X,X
LJIOSTZ,X,X,O,O,O,O,O,X,O,X,X
LJIOSZT,X,X,O,O,O,O,O,X,O,X,X
LJIOZTS,X,O,O,O,O,O,O,X,O,X,X
LJIOZST,X,X,O,O,O,O,O,X,O,X,X
LJSTIZO,X,O,X,O,O,X,O,X,X,X,X
LJSTIOZ,X,O,X,O,O,X,O,X,X,X,X
LJSTZIO,X,O,X,O,O,X,O,X,X,X,X
LJSTZOI,X,O,X,O,O,X,O,X,X,X,X
LJSTOIZ,X,O,X,O,O,X,O,X,X,X,X
LJSTOZI,X,O,X,O,O,X,O,X,X,X,X
LJSITZO,X,X,X,X,O,X,X,X,X,X,X
LJSITOZ,X,X,X,X,O,X,X,X,X,X,X
LJSIZTO,X,X,X,X,O,X,X,X,X,X,X
LJSIZOT,X,X,X,X,O,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,X,O,X,O,O,X,O,X,X,X,X
LJSZTOI,X,O,X,O,O,X,O,X,X,X,X
LJSZITO,X,X,X,X,O,X,X,X,X,X,X
LJSZIOT,X,X,X,X,O,X,X,X,X,X,X
LJSZOTI,X,O,X,O,O,X,O,X,X,X,X
LJSZOIT,X,X,X,O,O,X,O,X,X,X,X
LJSOTIZ,X,O,X,O,O,X,O,X,X,X,X
LJSOTZI,X,O,X,O,O,X,O,X,X,X,X
LJSOITZ,X,X,X,O,O,X,O,X,X,X,X
LJSOIZT,X,X,X,O,O,X,O,X,X,X,X
LJSOZTI,X,O,X,O,O,X,O,X,X,X,X
LJSOZIT,X,X,X,O,O,X,O,X,X,X,X
LJZTISO,X,O,O,O,O,O,O,X,O,X,X
LJZTIOS,X,O,O,O,O,O,O,X,O,X,X
LJZTSIO,X,O,O,O,O,O,O,X,O,X,X
LJZTSOI,O,O,O,O,O,O,O,X,O,X,X
LJZTOIS,O,O,O,O,O,O,O,X,O,X,X
LJZTOSI,O,O,O,O,O,O,O,X,O,X,X
LJZITSO,X,O,O,O,O,O,O,X,O,X,X
LJZITOS,X,O,O,O,O,O,O,X,O,X,X
LJZISTO,X,X,X,X,O,X,X,X,X,X,X
LJZISOT,X,X,X,X,O,X,X,X,X,X,X
LJZIOTS,X,O,O,O,O,O,O,X,O,X,X
LJZIOST,X,X,O,O,O,O,O,X,O,X,X
LJZSTIO,X,O,X,O,O,X,O,X,X,X,X
LJZSTOI,X,O,X,O,O,X,O,X,X,X,X
LJZSITO,X,X,X,X,O,X,X,X,X,X,X
LJZSIOT,X,X,X,X,O,X,X,X,X,X,X
LJZSOTI,X,O,X,O,O,X,O,X,X,X,X
LJZSOIT,X,X,X,O,O,X,O,X,X,X,X
LJZOTIS,O,O,O,O,O,O,O,X,O,X,X
LJZOTSI,O,O,O,O,O,O,O,X,O,X,X
LJZOITS,O,O,O,O,O,O,O,X,O,X,X
