sequence,v115@vhFm/IXjBTkB9tByuB0sB,v115@vhFi/IXjBzkB9tB2uB0sB,v115@vhGm/I5lBXjBTkB9tByuB0sB,v115@vhGi/I5lBXjBzkB9tB2uB0sB,v115@vhGZEJCgBXjBTlB9tBWvB0sB,v115@vhGx/IXjBOpB6qB9tBzpB0sB,v115@vhGx/IXjBKpBzkB+qB9tB0sB,v115@vhGOEJ6lBXjBzkB9tB0sBxuB,v115@vhGZEJGgBXjBzkB9tBSvB0sB,v115@vhGKEJzfB+lBXjB9tB0sBxuB,v115@vhG9IJmgBTfBPrBypBUtBxuB
JZLTIOS,X,O,O,O,O,O,O,X,O,X,X
JZLTSIO,X,O,O,O,O,O,O,X,O,X,X
JZLTSOI,O,O,O,O,O,O,O,X,O,X,X
JZLTOIS,O,O,O,O,O,O,O,X,O,X,X
JZLTOSI,O,O,O,O,O,O,O,X,O,X,X
JZLITSO,X,O,O,O,O,O,O,X,O,X,X
JZLITOS,X,O,O,O,O,O,O,X,O,X,X
JZLISTO,X,X,X,X,O,X,X,X,X,X,X
JZLISOT,X,X,X,X,O,X,X,X,X,X,X
JZLIOTS,X,O,O,O,O,O,O,X,O,X,X
JZLIOST,X,X,O,O,O,O,O,X,O,X,X
JZLSTIO,X,O,X,O,O,X,O,X,X,X,X
JZLSTOI,X,O,X,O,O,X,O,X,X,X,X
JZLSITO,X,X,X,X,O,X,X,X,X,X,X
JZLSIOT,X,X,X,X,O,X,X,X,X,X,X
JZLSOTI,X,O,X,O,O,X,O,X,X,X,X
JZLSOIT,X,X,X,O,O,X,O,X,X,X,X
JZLOTIS,O,O,O,O,O,O,O,X,O,X,X
JZLOTSI,O,O,O,O,O,O,O,X,O,X,X
JZLOITS,O,O,O,O,O,O,O,X,O,X,X
JZLOIST,X,X,O,O,O,O,O,X,O,X,X
JZLOSTI,O,O,O,O,O,O,O,X,O,X,X
JZLOSIT,X,X,O,O,O,O,O,X,O,X,X
JZSTILO,X,O,X,O,O,O,O,X,X,X,O
JZSTIOL,X,O,X,O,O,O,X,X,X,X,O
JZSTLIO,X,O,X,O,O,O,O,X,X,X,O
JZSTLOI,X,O,X,O,O,O,O,X,X,X,X
JZSTOIL,X,O,X,O,O,O,X,X,X,X,O
JZSTOLI,X,O,X,O,O,O,O,X,X,X,X
JZSITLO,X,X,X,O,O,O,X,X,X,X,O
JZSITOL,X,X,X,O,O,O,X,X,X,X,O
JZSILTO,X,X,X,X,O,X,X,X,X,X,O
JZSILOT,X,X,X,X,O,X,X,X,X,X,O
JZSIOTL,X,X,X,O,O,O,X,X,X,X,O
JZSIOLT,X,X,X,O,O,O,X,X,X,X,O
JZSLTIO,X,O,X,O,O,X,O,X,X,X,O
JZSLTOI,X,O,X,O,O,X,O,X,X,X,X
JZSLITO,X,X,X,X,O,X,X,X,X,X,O
JZSLIOT,X,X,X,X,O,X,X,X,X,X,O
JZSLOTI,X,O,X,O,O,X,O,X,X,X,X
JZSLOIT,X,X,X,O,O,X,O,X,X,X,X
JZSOTIL,X,O,X,O,O,O,X,X,X,X,O
JZSOTLI,X,O,X,O,O,O,X,X,X,X,X
JZSOITL,X,X,X,O,O,O,X,X,X,X,O
JZSOILT,X,X,X,O,O,O,X,X,X,X,O
JZSOLTI,X,O,X,O,O,O,X,X,X,X,X
JZSOLIT,X,X,X,O,O,O,X,X,X,X,X
JZOTILS,X,O,X,O,O,O,X,X,X,X,X
JZOTISL,X,O,X,O,O,O,X,X,X,X,X
JZOTLIS,X,O,X,O,O,O,O,X,X,X,X
JZOTLSI,X,O,X,O,O,O,O,X,X,X,X
JZOTSIL,X,O,X,O,O,O,X,X,X,X,X
JZOTSLI,X,O,X,O,O,O,O,X,X,X,X
JZOITLS,X,O,X,O,O,O,X,X,X,X,X
JZOITSL,X,O,X,O,O,O,X,X,X,X,X
JZOILTS,X,O,X,O,O,O,X,X,X,X,X
JZOILST,X,X,X,O,O,O,X,X,X,X,X
JZOISTL,X,X,X,O,O,O,X,X,X,X,X
JZOISLT,X,X,X,O,O,O,X,X,X,X,X
JZOLTIS,X,O,X,O,O,O,O,X,X,X,X
JZOLTSI,X,O,X,O,O,O,O,X,X,X,X
JZOLITS,X,O,X,O,O,O,O,X,X,X,X
JZOLIST,X,X,X,O,O,O,O,X,X,X,X
JZOLSTI,X,O,X,O,O,O,O,X,X,X,X
JZOLSIT,X,X,X,O,O,O,O,X,X,X,X
JZOSTIL,X,O,X,O,O,O,X,X,X,X,X
JZOSTLI,X,O,X,O,O,O,X,X,X,X,X
JZOSITL,X,X,X,O,O,O,X,X,X,X,X
JZOSILT,X,X,X,O,O,O,X,X,X,X,X
JZOSLTI,X,O,X,O,O,O,X,X,X,X,X
JZOSLIT,X,X,X,O,O,O,X,X,X,X,X
JOTILSZ,X,O,X,O,O,O,X,X,X,X,X
JOTILZS,X,O,X,O,O,O,X,X,X,X,X
JOTISLZ,X,O,X,O,O,O,X,X,X,X,X
JOTISZL,X,O,X,O,O,O,X,X,X,X,X
JOTIZLS,X,O,X,O,O,O,X,X,X,X,X
JOTIZSL,X,O,X,O,O,O,X,X,X,X,X
JOTLISZ,X,O,X,O,O,O,O,X,X,X,X
JOTLIZS,X,O,X,O,O,O,O,X,X,X,X
JOTLSIZ,X,O,X,O,O,O,O,X,X,X,X
JOTLSZI,X,O,X,O,O,O,O,X,X,X,X
JOTLZIS,X,O,X,O,O,O,O,X,X,X,X
JOTLZSI,X,O,X,O,O,O,O,X,X,X,X
JOTSILZ,X,O,X,O,O,O,X,X,X,X,X
JOTSIZL,X,O,X,O,O,O,X,X,X,X,X
JOTSLIZ,X,O,X,O,O,O,O,X,X,X,X
JOTSLZI,X,O,X,O,O,O,O,X,X,X,X
JOTSZIL,X,O,X,O,O,O,X,X,X,X,X
JOTSZLI,X,O,X,O,O,O,O,X,X,X,X
JOTZILS,X,O,X,O,O,O,X,X,X,X,X
JOTZISL,X,O,X,O,O,O,X,X,X,X,X
JOTZLIS,X,O,X,O,O,O,O,X,X,X,X
JOTZLSI,X,O,X,O,O,O,O,X,X,X,X
JOTZSIL,X,O,X,O,O,O,X,X,X,X,X
JOTZSLI,X,O,X,O,O,O,O,X,X,X,X
JOITLSZ,X,O,X,O,O,O,X,X,X,X,X
JOITLZS,X,O,X,O,O,O,X,X,X,X,X
JOITSLZ,X,O,X,O,O,O,X,X,X,X,X
JOITSZL,X,O,X,O,O,O,X,X,X,X,X
JOITZLS,X,O,X,O,O,O,X,X,X,X,X
JOITZSL,X,O,X,O,O,O,X,X,X,X,X
JOILTSZ,X,O,X,O,O,O,X,X,X,X,X
JOILTZS,X,O,X,O,O,O,X,X,X,X,X
JOILSTZ,X,X,X,O,O,O,X,X,X,X,X
JOILSZT,X,X,X,O,O,O,X,X,X,X,X
JOILZTS,X,O,X,O,O,O,X,X,X,X,X
JOILZST,X,X,X,O,O,O,X,X,X,X,X
JOISTLZ,X,X,X,O,O,O,X,X,X,X,X
JOISTZL,X,X,X,O,O,O,X,X,X,X,X
JOISLTZ,X,X,X,O,O,O,X,X,X,X,X
JOISLZT,X,X,X,O,O,O,X,X,X,X,X
JOISZTL,X,X,X,O,O,O,X,X,X,X,X
JOISZLT,X,X,X,O,O,O,X,X,X,X,X
JOIZTLS,X,O,X,O,O,O,X,X,X,X,X
JOIZTSL,X,O,X,O,O,O,X,X,X,X,X
JOIZLTS,X,O,X,O,O,O,X,X,X,X,X
JOIZLST,X,X,X,O,O,O,X,X,X,X,X
JOIZSTL,X,X,X,O,O,O,X,X,X,X,X
JOIZSLT,X,X,X,O,O,O,X,X,X,X,X
JOLTISZ,X,O,X,O,O,O,O,X,X,X,X
JOLTIZS,X,O,X,O,O,O,O,X,X,X,X
JOLTSIZ,X,O,X,O,O,O,O,X,X,X,X
JOLTSZI,X,O,X,O,O,O,O,X,X,X,X
JOLTZIS,X,O,X,O,O,O,O,X,X,X,X
JOLTZSI,X,O,X,O,O,O,O,X,X,X,X
JOLITSZ,X,O,X,O,O,O,O,X,X,X,X
JOLITZS,X,O,X,O,O,O,O,X,X,X,X
JOLISTZ,X,X,X,O,O,O,O,X,X,X,X
JOLISZT,X,X,X,O,O,O,O,X,X,X,X
JOLIZTS,X,O,X,O,O,O,O,X,X,X,X
JOLIZST,X,X,X,O,O,O,O,X,X,X,X
JOLSTIZ,X,O,X,O,O,O,O,X,X,X,X
JOLSTZI,X,O,X,O,O,O,O,X,X,X,X
JOLSITZ,X,X,X,O,O,O,O,X,X,X,X
JOLSIZT,X,X,X,O,O,O,O,X,X,X,X
JOLSZTI,X,O,X,O,O,O,O,X,X,X,X
JOLSZIT,X,X,X,O,O,O,O,X,X,X,X
JOLZTIS,X,O,X,O,O,O,O,X,X,X,X
JOLZTSI,X,O,X,O,O,O,O,X,X,X,X
JOLZITS,X,O,X,O,O,O,O,X,X,X,X
JOLZIST,X,X,X,O,O,O,O,X,X,X,X
JOLZSTI,X,O,X,O,O,O,O,X,X,X,X
JOLZSIT,X,X,X,O,O,O,O,X,X,X,X
JOSTILZ,X,O,X,O,O,O,X,X,X,X,X
JOSTIZL,X,O,X,O,O,O,X,X,X,X,X
JOSTLIZ,X,O,X,O,O,O,X,X,X,X,X
JOSTLZI,X,O,X,O,O,O,X,X,X,X,X
JOSTZIL,X,O,X,O,O,O,X,X,X,X,X
JOSTZLI,X,O,X,O,O,O,X,X,X,X,X
JOSITLZ,X,X,X,O,O,O,X,X,X,X,X
JOSITZL,X,X,X,O,O,O,X,X,X,X,X
JOSILTZ,X,X,X,O,O,O,X,X,X,X,X
JOSILZT,X,X,X,O,O,O,X,X,X,X,X
JOSIZTL,X,X,X,O,O,O,X,X,X,X,X
JOSIZLT,X,X,X,O,O,O,X,X,X,X,X
JOSLTIZ,X,O,X,O,O,O,X,X,X,X,X
JOSLTZI,X,O,X,O,O,O,X,X,X,X,X
JOSLITZ,X,X,X,O,O,O,X,X,X,X,X
JOSLIZT,X,X,X,O,O,O,X,X,X,X,X
JOSLZTI,X,O,X,O,O,O,X,X,X,X,X
JOSLZIT,X,X,X,O,O,O,X,X,X,X,X
JOSZTIL,X,O,X,O,O,O,X,X,X,X,X
JOSZTLI,X,O,X,O,O,O,X,X,X,X,X
JOSZITL,X,X,X,O,O,O,X,X,X,X,X
JOSZILT,X,X,X,O,O,O,X,X,X,X,X
JOSZLTI,X,O,X,O,O,O,X,X,X,X,X
JOSZLIT,X,X,X,O,O,O,X,X,X,X,X
JOZTILS,X,O,X,O,O,O,X,X,X,X,X
JOZTISL,X,O,X,O,O,O,X,X,X,X,X
JOZTLIS,X,O,X,O,O,O,O,X,X,X,X
JOZTLSI,X,O,X,O,O,O,O,X,X,X,X
JOZTSIL,X,O,X,O,O,O,X,X,X,X,X
JOZTSLI,X,O,X,O,O,O,O,X,X,X,X
JOZITLS,X,O,X,O,O,O,X,X,X,X,X
JOZITSL,X,O,X,O,O,O,X,X,X,X,X
JOZILTS,X,O,X,O,O,O,X,X,X,X,X
JOZILST,X,X,X,O,O,O,X,X,X,X,X
JOZISTL,X,X,X,O,O,O,X,X,X,X,X
JOZISLT,X,X,X,O,O,O,X,X,X,X,X
JOZLTIS,X,O,X,O,O,O,O,X,X,X,X
JOZLTSI,X,O,X,O,O,O,O,X,X,X,X
JOZLITS,X,O,X,O,O,O,O,X,X,X,X
JOZLIST,X,X,X,O,O,O,O,X,X,X,X
JOZLSTI,X,O,X,O,O,O,O,X,X,X,X
JOZLSIT,X,X,X,O,O,O,O,X,X,X,X
JOZSTIL,X,O,X,O,O,O,X,X,X,X,X
JOZSTLI,X,O,X,O,O,O,X,X,X,X,X
JOZSITL,X,X,X,O,O,O,X,X,X,X,X
JOZSILT,X,X,X,O,O,O,X,X,X,X,X
JOZSLTI,X,O,X,O,O,O,X,X,X,X,X
JOZSLIT,X,X,X,O,O,O,X,X,X,X,X
STILJZO,X,X,O,O,O,X,O,O,O,O,O
STILJOZ,X,X,O,O,O,X,O,O,O,O,O
STILZJO,X,X,O,O,O,X,O,O,O,O,O
STILZOJ,O,X,O,X,X,O,O,O,O,O,O
STILOJZ,O,X,O,X,X,O,O,O,O,O,O
STILOZJ,O,X,O,X,X,O,O,O,O,O,O
STIJLZO,X,O,O,O,O,O,O,O,O,O,O
STIJLOZ,X,O,O,O,O,O,O,O,O,O,O
STIJZLO,X,O,O,O,O,O,O,O,O,O,O
STIJZOL,X,O,X,O,O,O,X,O,X,O,O
STIJOLZ,X,O,X,O,O,O,X,O,X,O,X
STIJOZL,X,O,X,O,O,O,X,O,X,O,X
STIZLJO,X,X,O,O,O,X,O,O,O,O,O
STIZLOJ,O,X,O,X,X,O,O,O,O,O,O
STIZJLO,X,O,O,O,O,O,O,O,O,O,O
STIZJOL,X,O,X,O,O,O,X,O,X,O,O
STIZOLJ,X,X,O,X,X,O,X,O,O,O,O
STIZOJL,X,X,X,O,O,O,X,O,X,O,O
STIOLJZ,X,X,O,X,X,O,X,O,O,O,X
STIOLZJ,X,X,O,X,X,O,X,O,O,O,X
STIOJLZ,X,X,X,O,O,O,X,O,X,O,X
STIOJZL,X,X,X,O,O,O,X,O,X,O,X
STIOZLJ,X,X,O,X,X,O,X,O,O,O,X
STIOZJL,X,X,X,O,O,O,X,O,X,O,X
STLIJZO,X,X,O,O,O,X,O,O,O,O,X
STLIJOZ,X,X,O,O,O,X,O,O,O,O,X
STLIZJO,X,X,O,O,O,X,O,O,O,O,X
STLIZOJ,O,X,O,X,X,O,O,O,O,O,X
STLIOJZ,O,X,O,X,X,O,O,O,O,O,X
STLIOZJ,O,X,O,X,X,O,O,O,O,O,X
STLJIZO,X,O,O,O,O,O,O,X,O,X,X
STLJIOZ,X,O,O,O,O,O,O,X,O,X,X
STLJZIO,X,O,O,O,O,O,O,X,O,X,X
STLJZOI,O,O,O,O,O,O,O,X,O,X,X
STLJOIZ,O,O,O,O,O,O,O,X,O,X,X
STLJOZI,O,O,O,O,O,O,O,X,O,X,X
STLZIJO,X,X,O,O,O,X,O,O,O,O,X
STLZIOJ,O,X,O,X,X,O,O,O,O,O,X
STLZJIO,X,O,O,O,O,O,O,X,O,X,X
STLZJOI,O,O,O,O,O,O,O,X,O,X,X
STLZOIJ,O,X,O,X,X,O,O,X,O,X,X
STLZOJI,O,X,O,X,X,O,O,X,O,X,X
STLOIJZ,O,X,O,X,X,O,O,X,O,X,X
STLOIZJ,O,X,O,X,X,O,O,X,O,X,X
STLOJIZ,O,X,O,X,X,O,O,X,O,X,X
STLOJZI,O,X,O,X,X,O,O,X,O,X,X
STLOZIJ,O,X,O,X,X,O,O,X,O,X,X
STLOZJI,O,X,O,X,X,O,O,X,O,X,X
STJILZO,X,O,O,O,O,O,O,O,O,O,O
STJILOZ,X,O,O,O,O,O,O,O,O,O,O
STJIZLO,X,O,O,O,O,O,O,O,O,O,O
STJIZOL,X,O,X,O,O,O,X,O,X,O,O
STJIOLZ,X,O,X,O,O,O,X,O,X,O,X
STJIOZL,X,O,X,O,O,O,X,O,X,O,X
STJLIZO,X,O,O,O,O,O,O,X,O,X,X
STJLIOZ,X,O,O,O,O,O,O,X,O,X,X
STJLZIO,X,O,O,O,O,O,O,X,O,X,X
STJLZOI,O,O,O,O,O,O,O,X,O,X,X
STJLOIZ,O,O,O,O,O,O,O,X,O,X,X
STJLOZI,O,O,O,O,O,O,O,X,O,X,X
STJZILO,X,O,O,O,O,O,O,O,O,O,O
STJZIOL,X,O,X,O,O,O,X,O,X,O,O
STJZLIO,X,O,O,O,O,O,O,X,O,X,O
STJZLOI,O,O,O,O,O,O,O,X,O,X,X
STJZOIL,X,O,X,O,O,O,X,X,X,X,O
STJZOLI,X,O,X,O,O,O,O,X,X,X,X
STJOILZ,X,O,X,O,O,O,X,X,X,X,X
STJOIZL,X,O,X,O,O,O,X,X,X,X,X
STJOLIZ,X,O,X,O,O,O,O,X,X,X,X
STJOLZI,X,O,X,O,O,O,O,X,X,X,X
STJOZIL,X,O,X,O,O,O,X,X,X,X,X
STJOZLI,X,O,X,O,O,O,O,X,X,X,X
STZILJO,X,X,O,O,O,X,O,O,O,O,O
STZILOJ,O,X,O,X,X,O,O,O,O,O,O
STZIJLO,X,O,O,O,O,O,O,O,O,O,O
STZIJOL,X,O,X,O,O,O,X,O,X,O,O
STZIOLJ,X,X,O,X,X,O,X,O,O,O,O
STZIOJL,X,X,X,O,O,O,X,O,X,O,O
STZLIJO,X,X,O,O,O,X,O,O,O,O,O
STZLIOJ,O,X,O,X,X,O,O,O,O,O,O
STZLJIO,X,O,O,O,O,O,O,X,O,X,O
STZLJOI,O,O,O,O,O,O,O,X,O,X,X
STZLOIJ,O,X,O,X,X,O,O,X,O,X,X
STZLOJI,O,X,O,X,X,O,O,X,O,X,X
STZJILO,X,O,O,O,O,O,O,O,O,O,O
STZJIOL,X,O,X,O,O,O,X,O,X,O,O
STZJLIO,X,O,O,O,O,O,O,X,O,X,O
STZJLOI,O,O,O,O,O,O,O,X,O,X,X
STZJOIL,X,O,X,O,O,O,X,X,X,X,O
STZJOLI,X,O,X,O,O,O,O,X,X,X,X
STZOILJ,X,X,O,X,X,O,X,O,O,O,O
STZOIJL,X,X,X,O,O,O,X,O,X,O,O
STZOLIJ,O,X,O,X,X,O,O,X,O,X,X
STZOLJI,O,X,O,X,X,O,O,X,O,X,X
STZOJIL,X,O,X,O,O,O,X,X,X,X,O
STZOJLI,X,O,X,O,O,O,O,X,X,X,X
STOILJZ,X,X,O,X,X,O,X,O,O,O,X
STOILZJ,X,X,O,X,X,O,X,O,O,O,X
STOIJLZ,X,X,X,O,O,O,X,O,X,O,X
STOIJZL,X,X,X,O,O,O,X,O,X,O,X
STOIZLJ,X,X,O,X,X,O,X,O,O,O,X
STOIZJL,X,X,X,O,O,O,X,O,X,O,X
STOLIJZ,O,X,O,X,X,O,O,X,O,X,X
STOLIZJ,O,X,O,X,X,O,O,X,O,X,X
STOLJIZ,O,X,O,X,X,O,O,X,O,X,X
STOLJZI,O,X,O,X,X,O,O,X,O,X,X
STOLZIJ,O,X,O,X,X,O,O,X,O,X,X
STOLZJI,O,X,O,X,X,O,O,X,O,X,X
STOJILZ,X,O,X,O,O,O,X,X,X,X,X
STOJIZL,X,O,X,O,O,O,X,X,X,X,X
STOJLIZ,X,O,X,O,O,O,O,X,X,X,X
STOJLZI,X,O,X,O,O,O,O,X,X,X,X
STOJZIL,X,O,X,O,O,O,X,X,X,X,X
STOJZLI,X,O,X,O,O,O,O,X,X,X,X
STOZILJ,X,X,O,X,X,O,X,O,O,O,X
STOZIJL,X,X,X,O,O,O,X,O,X,O,X
STOZLIJ,O,X,O,X,X,O,O,X,O,X,X
STOZLJI,O,X,O,X,X,O,O,X,O,X,X
STOZJIL,X,O,X,O,O,O,X,X,X,X,X
STOZJLI,X,O,X,O,O,O,O,X,X,X,X
SITLJZO,X,X,O,O,O,X,X,O,O,O,O
SITLJOZ,X,X,O,O,O,X,X,O,O,O,O
SITLZJO,X,X,O,O,O,X,X,O,O,O,O
SITLZOJ,X,X,O,X,X,X,X,O,O,O,O
SITLOJZ,X,X,O,X,X,X,X,O,O,O,O
SITLOZJ,X,X,O,X,X,X,X,O,O,O,O
SITJLZO,X,X,O,O,O,X,X,O,O,O,O
SITJLOZ,X,X,O,O,O,X,X,O,O,O,O
SITJZLO,X,X,O,O,O,X,X,O,O,O,O
SITJZOL,X,X,X,O,O,X,X,O,X,O,O
SITJOLZ,X,X,X,O,O,X,X,O,X,O,X
SITJOZL,X,X,X,O,O,X,X,O,X,O,X
SITZLJO,X,X,O,O,O,X,X,O,O,O,O
SITZLOJ,X,X,O,X,X,X,X,O,O,O,O
SITZJLO,X,X,O,O,O,X,X,O,O,O,O
SITZJOL,X,X,X,O,O,X,X,O,X,O,O
SITZOLJ,X,X,O,X,X,X,X,O,O,O,O
SITZOJL,X,X,X,O,O,X,X,O,X,O,O
SITOLJZ,X,X,O,X,X,X,X,O,O,O,X
SITOLZJ,X,X,O,X,X,X,X,O,O,O,X
SITOJLZ,X,X,X,O,O,X,X,O,X,O,X
SITOJZL,X,X,X,O,O,X,X,O,X,O,X
SITOZLJ,X,X,O,X,X,X,X,O,O,O,X
SITOZJL,X,X,X,O,O,X,X,O,X,O,X
SILTJZO,X,X,O,X,X,X,X,O,O,O,O
SILTJOZ,X,X,O,X,X,X,X,O,O,O,O
SILTZJO,X,X,O,X,X,X,X,O,O,O,O
SILTZOJ,X,X,O,X,X,X,X,O,O,O,O
SILTOJZ,X,X,O,X,X,X,X,O,O,O,O
SILTOZJ,X,X,O,X,X,X,X,O,O,O,O
SILJTZO,X,X,X,X,X,X,X,X,X,O,O
SILJTOZ,X,X,X,X,X,X,X,X,X,O,O
SILJZTO,X,X,X,X,X,X,X,X,X,O,O
SILJZOT,X,X,X,X,X,X,X,X,X,O,O
SILJOTZ,X,X,X,X,X,X,X,X,X,O,O
SILJOZT,X,X,X,X,X,X,X,X,X,O,O
SILZTJO,X,X,O,X,X,X,X,O,O,O,O
SILZTOJ,X,X,O,X,X,X,X,O,O,O,O
SILZJTO,X,X,X,X,X,X,X,X,X,O,O
SILZJOT,X,X,X,X,X,X,X,X,X,O,O
SILZOTJ,X,X,O,X,X,X,X,O,O,O,O
SILZOJT,X,X,O,X,X,X,X,O,O,O,O
SILOTJZ,X,X,O,X,X,X,X,O,O,O,O
SILOTZJ,X,X,O,X,X,X,X,O,O,O,O
SILOJTZ,X,X,O,X,X,X,X,O,O,O,O
SILOJZT,X,X,O,X,X,X,X,O,O,O,O
SILOZTJ,X,X,O,X,X,X,X,O,O,O,O
SILOZJT,X,X,O,X,X,X,X,O,O,O,O
SIJTLZO,X,X,X,O,O,X,X,O,X,O,O
SIJTLOZ,X,X,X,O,O,X,X,O,X,O,O
SIJTZLO,X,X,X,O,O,X,X,O,X,O,O
SIJTZOL,X,X,X,O,O,X,X,O,X,O,O
SIJTOLZ,X,X,X,O,O,X,X,O,X,O,X
SIJTOZL,X,X,X,O,O,X,X,O,X,O,X
SIJLTZO,X,X,X,X,O,X,X,X,X,O,O
SIJLTOZ,X,X,X,X,O,X,X,X,X,O,O
SIJLZTO,X,X,X,X,O,X,X,X,X,O,O
SIJLZOT,X,X,X,X,O,X,X,X,X,O,O
SIJLOTZ,X,X,X,X,O,X,X,X,X,O,O
SIJLOZT,X,X,X,X,O,X,X,X,X,O,O
SIJZTLO,X,X,X,O,O,X,X,O,X,O,O
SIJZTOL,X,X,X,O,O,X,X,O,X,O,O
SIJZLTO,X,X,X,X,O,X,X,X,X,O,O
SIJZLOT,X,X,X,X,O,X,X,X,X,O,O
SIJZOTL,X,X,X,O,O,X,X,O,X,X,O
SIJZOLT,X,X,X,O,O,X,X,O,X,X,O
SIJOTLZ,X,X,X,O,O,X,X,O,X,X,X
SIJOTZL,X,X,X,O,O,X,X,O,X,X,X
SIJOLTZ,X,X,X,O,O,X,X,O,X,X,O
SIJOLZT,X,X,X,O,O,X,X,O,X,X,O
SIJOZTL,X,X,X,O,O,X,X,O,X,X,O
SIJOZLT,X,X,X,O,O,X,X,O,X,X,O
SIZTLJO,X,X,O,O,O,X,X,O,O,O,O
SIZTLOJ,X,X,O,X,X,X,X,O,O,O,O
SIZTJLO,X,X,O,O,O,X,X,O,O,O,O
SIZTJOL,X,X,X,O,O,X,X,O,X,O,O
SIZTOLJ,X,X,O,X,X,X,X,O,O,O,O
SIZTOJL,X,X,X,O,O,X,X,O,X,O,O
SIZLTJO,X,X,O,X,X,X,X,O,O,O,O
SIZLTOJ,X,X,O,X,X,X,X,O,O,O,O
SIZLJTO,X,X,X,X,X,X,X,X,X,O,O
SIZLJOT,X,X,X,X,X,X,X,X,X,O,O
SIZLOTJ,X,X,O,X,X,X,X,O,O,O,O
SIZLOJT,X,X,O,X,X,X,X,O,O,O,O
SIZJTLO,X,X,X,O,O,X,X,O,X,O,O
SIZJTOL,X,X,X,O,O,X,X,O,X,O,O
SIZJLTO,X,X,X,X,O,X,X,X,X,O,O
SIZJLOT,X,X,X,X,O,X,X,X,X,O,O
SIZJOTL,X,X,X,O,O,X,X,O,X,X,O
SIZJOLT,X,X,X,O,O,X,X,O,X,X,O
SIZOTLJ,X,X,X,X,X,X,X,O,X,X,O
SIZOTJL,X,X,X,X,X,X,X,O,X,X,O
SIZOLTJ,X,X,X,X,X,X,X,O,X,X,O
SIZOLJT,X,X,X,X,X,X,X,O,X,X,O
SIZOJTL,X,X,X,X,X,X,X,O,X,X,O
SIZOJLT,X,X,X,X,X,X,X,O,X,X,O
SIOTLJZ,X,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,O,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,X,X,O,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,O,X,X,X
SIOTZJL,X,X,X,X,X,X,X,O,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,O,X,X,O
SIOLTZJ,X,X,X,X,X,X,X,O,X,X,O
SIOLJTZ,X,X,X,X,X,X,X,O,X,X,O
SIOLJZT,X,X,X,X,X,X,X,O,X,X,O
SIOLZTJ,X,X,X,X,X,X,X,O,X,X,O
SIOLZJT,X,X,X,X,X,X,X,O,X,X,O
SIOJTLZ,X,X,X,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,X,X,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,O,X,X,O
SIOJLZT,X,X,X,X,X,X,X,O,X,X,O
SIOJZTL,X,X,X,X,X,X,X,O,X,X,O
SIOJZLT,X,X,X,X,X,X,X,O,X,X,O
SIOZTLJ,X,X,X,X,X,X,X,O,X,X,O
SIOZTJL,X,X,X,X,X,X,X,O,X,X,O
SIOZLTJ,X,X,X,X,X,X,X,O,X,X,O
SIOZLJT,X,X,X,X,X,X,X,O,X,X,O
SIOZJTL,X,X,X,X,X,X,X,O,X,X,O
SIOZJLT,X,X,X,X,X,X,X,O,X,X,O
SLTIJZO,X,X,O,X,X,X,O,X,O,X,X
SLTIJOZ,X,X,O,X,X,X,O,X,O,X,X
SLTIZJO,X,X,O,X,X,X,O,X,O,X,X
SLTIZOJ,O,X,O,X,X,O,O,X,O,X,X
SLTIOJZ,O,X,O,X,X,O,O,X,O,X,X
SLTIOZJ,O,X,O,X,X,O,O,X,O,X,X
SLTJIZO,X,X,O,X,X,X,O,X,O,X,X
SLTJIOZ,X,X,O,X,X,X,O,X,O,X,X
SLTJZIO,X,X,O,X,X,X,O,X,O,X,X
SLTJZOI,O,X,O,X,X,O,O,X,O,X,X
SLTJOIZ,O,X,O,X,X,O,O,X,O,X,X
SLTJOZI,O,X,O,X,X,O,O,X,O,X,X
SLTZIJO,X,X,O,X,X,X,O,X,O,X,X
SLTZIOJ,O,X,O,X,X,O,O,X,O,X,X
SLTZJIO,X,X,O,X,X,X,O,X,O,X,X
SLTZJOI,O,X,O,X,X,O,O,X,O,X,X
SLTZOIJ,O,X,O,X,X,O,O,X,O,X,X
SLTZOJI,O,X,O,X,X,O,O,X,O,X,X
SLTOIJZ,O,X,O,X,X,O,O,X,O,X,X
SLTOIZJ,O,X,O,X,X,O,O,X,O,X,X
SLTOJIZ,O,X,O,X,X,O,O,X,O,X,X
SLTOJZI,O,X,O,X,X,O,O,X,O,X,X
SLTOZIJ,O,X,O,X,X,O,O,X,O,X,X
SLTOZJI,O,X,O,X,X,O,O,X,O,X,X
SLITJZO,X,X,O,X,X,X,O,X,O,X,O
SLITJOZ,X,X,O,X,X,X,O,X,O,X,O
SLITZJO,X,X,O,X,X,X,O,X,O,X,O
SLITZOJ,X,X,O,X,X,X,O,X,O,X,O
SLITOJZ,X,X,O,X,X,X,O,X,O,X,O
SLITOZJ,X,X,O,X,X,X,O,X,O,X,O
