sequence,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je67Iv?hFOcBxYBzaB0dBXjBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je67Iv?hFOcBxYBzaBXeB0iBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je02Iv?hFxYBzaB6iBOjBXhBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je67Iv?hFOcBzaBxdB0dBXjBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8JeO8Iv?hFCbBxdBTbBXeB0iBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8JeX3Iv?hFzaBxdB0bB6iBOjBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je02Iv?hFzaBxdBXcB6iBOjBlsB
LSTJZOI,X,X,X,X,X,X,X
LSTJOIZ,X,O,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X
LSTZIJO,O,O,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,X
LSTOJIZ,X,O,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X
LSITJOZ,X,O,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,O,X,X
LSIJTOZ,X,O,X,X,O,X,X
LSIJZTO,X,X,X,X,X,X,X
LSIJZOT,X,O,X,X,O,X,X
LSIJOTZ,X,O,X,X,O,X,X
LSIJOZT,X,O,X,X,O,X,X
LSIZTJO,X,X,X,X,X,X,X
LSIZTOJ,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,X,X,X
LSIZJOT,X,O,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,X
LSIOJZT,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,X,X,X
LSIOZJT,X,O,X,X,X,X,X
LSJTIZO,X,O,X,X,O,X,X
LSJTIOZ,X,O,X,X,O,X,X
LSJTZIO,O,O,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X
LSJTOIZ,X,O,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,O,X,X
LSJITOZ,X,O,X,X,O,X,X
LSJIZTO,X,X,X,X,X,X,X
LSJIZOT,X,O,X,X,O,X,X
LSJIOTZ,X,O,X,X,O,X,X
LSJIOZT,X,O,O,X,O,X,X
LSJZTIO,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,X,X,X
LSJOTZI,X,O,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,X
LSJOIZT,X,O,O,X,X,X,X
LSJOZTI,X,O,O,X,X,X,X
LSJOZIT,X,O,O,X,X,X,X
LSZTIJO,X,X,X,X,X,X,X
LSZTIOJ,X,X,X,X,X,X,X
LSZTJIO,X,X,X,X,X,X,X
LSZTJOI,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,X
LSZITJO,X,X,X,X,X,X,X
LSZITOJ,X,X,X,X,X,X,X
LSZIJTO,X,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X
LSZJTIO,X,X,X,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X
LSZJITO,X,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X
LSZJOTI,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,X,X
LSZOITJ,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,X,X,X
LSZOJTI,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,X,X,X
LSOTIZJ,X,X,X,X,X,X,X
LSOTJIZ,X,O,X,X,X,X,X
LSOTJZI,X,O,X,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X
LSOITJZ,X,O,X,X,X,X,X
LSOITZJ,X,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X
LSOIJZT,X,O,X,X,X,X,X
LSOIZTJ,X,X,X,X,X,X,X
LSOIZJT,X,O,X,X,X,X,X
LSOJTIZ,X,O,X,X,X,X,X
LSOJTZI,X,O,X,X,X,X,X
LSOJITZ,X,O,X,X,X,X,X
LSOJIZT,X,O,O,X,X,X,X
LSOJZTI,X,O,O,X,X,X,X
LSOJZIT,X,O,O,X,X,X,X
LSOZTIJ,X,X,X,X,X,X,X
LSOZTJI,X,X,X,X,X,X,X
LSOZITJ,X,X,X,X,X,X,X
LSOZIJT,X,O,X,X,X,X,X
LSOZJTI,X,O,O,X,X,X,X
LSOZJIT,X,O,O,X,X,X,X
LZTIJSO,O,X,X,X,O,X,X
LZTIJOS,O,X,X,X,O,X,X
LZTISJO,O,X,X,X,X,X,X
LZTISOJ,X,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X
LZTJISO,O,X,X,X,O,X,X
LZTJIOS,O,X,X,X,O,X,X
LZTJSIO,O,O,X,X,X,X,X
LZTJSOI,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,X,X,X
LZTJOSI,X,X,X,X,X,X,X
LZTSIJO,O,O,X,X,X,X,X
LZTSIOJ,X,X,X,X,X,X,X
LZTSJIO,O,O,X,X,X,X,X
LZTSJOI,X,X,X,X,X,X,X
LZTSOIJ,X,X,X,X,X,X,X
LZTSOJI,X,X,X,X,X,X,X
LZTOIJS,O,X,X,X,X,X,X
LZTOISJ,X,X,X,X,X,X,X
LZTOJIS,O,X,X,X,X,X,X
LZTOJSI,X,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,X
LZTOSJI,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,X
LZITOJS,X,X,X,X,X,X,X
LZITOSJ,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,O,X,X
LZIJTOS,O,X,X,X,O,X,X
LZIJSTO,X,X,X,X,X,X,X
LZIJSOT,O,X,X,X,O,X,X
LZIJOTS,O,X,X,X,O,X,X
LZIJOST,O,X,X,X,O,X,X
LZISTJO,X,X,X,X,X,X,X
LZISTOJ,X,X,X,X,X,X,X
LZISJTO,X,X,X,X,X,X,X
LZISJOT,O,X,X,X,X,X,X
LZISOTJ,X,X,X,X,X,X,X
LZISOJT,X,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,X,X
LZJTISO,O,X,X,X,O,X,X
LZJTIOS,O,X,X,X,O,X,X
LZJTSIO,O,O,X,X,X,X,X
LZJTSOI,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X
LZJITSO,X,X,X,X,O,X,X
LZJITOS,O,X,X,X,O,X,X
LZJISTO,X,X,X,X,X,X,X
LZJISOT,O,X,X,X,O,X,X
LZJIOTS,O,X,O,X,O,X,X
LZJIOST,O,X,O,X,O,X,X
LZJSTIO,X,X,X,X,X,X,X
LZJSTOI,X,X,X,X,X,X,X
LZJSITO,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X
LZJSOTI,X,X,X,X,X,X,X
LZJSOIT,X,X,X,X,X,X,X
LZJOTIS,O,X,O,X,X,X,X
LZJOTSI,O,X,O,X,X,X,X
LZJOITS,O,X,O,X,X,X,X
LZJOIST,O,X,O,X,X,X,X
LZJOSTI,O,X,O,X,X,X,X
LZJOSIT,O,X,O,X,X,X,X
LZSTIJO,X,X,X,X,X,X,X
LZSTIOJ,X,X,X,X,X,X,X
LZSTJIO,X,X,X,X,X,X,X
LZSTJOI,X,X,X,X,X,X,X
LZSTOIJ,X,X,X,X,X,X,X
LZSTOJI,X,X,X,X,X,X,X
LZSITJO,X,X,X,X,X,X,X
LZSITOJ,X,X,X,X,X,X,X
LZSIJTO,X,X,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,X,X
LZSIOJT,X,X,X,X,X,X,X
LZSJTIO,X,X,X,X,X,X,X
LZSJTOI,X,X,X,X,X,X,X
LZSJITO,X,X,X,X,X,X,X
LZSJIOT,O,O,X,X,X,X,X
LZSJOTI,X,X,X,X,X,X,X
LZSJOIT,X,X,X,X,X,X,X
LZSOTIJ,X,X,X,X,X,X,X
LZSOTJI,X,X,X,X,X,X,X
LZSOITJ,X,X,X,X,X,X,X
LZSOIJT,X,X,X,X,X,X,X
LZSOJTI,X,X,X,X,X,X,X
LZSOJIT,X,X,X,X,X,X,X
LZOTIJS,O,X,X,X,X,X,X
LZOTISJ,X,X,X,X,X,X,X
LZOTJIS,O,X,O,X,X,X,X
LZOTJSI,O,X,O,X,X,X,X
LZOTSIJ,X,X,X,X,X,X,X
LZOTSJI,X,X,X,X,X,X,X
LZOITJS,O,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X
LZOIJTS,O,X,O,X,X,X,X
LZOIJST,O,X,O,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X
LZOISJT,O,X,X,X,X,X,X
LZOJTIS,O,X,O,X,X,X,X
LZOJTSI,O,X,O,X,X,X,X
LZOJITS,O,X,O,X,X,X,X
LZOJIST,O,X,O,X,X,X,X
LZOJSTI,O,X,O,X,X,X,X
LZOJSIT,O,X,O,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X
LZOSTJI,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X
LZOSIJT,O,X,X,X,X,X,X
LZOSJTI,O,X,O,X,X,X,X
LZOSJIT,O,X,O,X,X,X,X
LOTIJSZ,X,O,O,O,O,X,X
LOTIJZS,O,X,O,O,O,X,X
LOTISJZ,X,O,X,O,X,O,X
LOTISZJ,X,O,X,X,X,O,X
LOTIZJS,O,X,O,O,X,X,O
LOTIZSJ,O,X,X,X,X,X,O
LOTJISZ,X,O,O,O,O,X,X
LOTJIZS,O,X,O,O,O,X,X
LOTJSIZ,X,O,O,O,X,X,X
LOTJSZI,O,O,O,X,X,X,X
LOTJZIS,O,X,O,O,X,X,X
LOTJZSI,O,O,O,X,X,X,X
LOTSIJZ,X,O,X,O,X,O,X
LOTSIZJ,X,O,X,X,X,O,X
LOTSJIZ,X,O,O,O,X,X,X
LOTSJZI,O,O,O,X,X,X,X
LOTSZIJ,O,O,X,X,X,X,X
LOTSZJI,O,O,O,X,X,X,X
LOTZIJS,O,X,O,O,X,X,O
LOTZISJ,O,X,X,X,X,X,O
LOTZJIS,O,X,O,O,X,X,X
LOTZJSI,O,O,O,X,X,X,X
LOTZSIJ,O,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X
LOITJSZ,X,O,X,O,X,X,X
LOITJZS,O,X,X,O,X,X,X
LOITSJZ,X,O,X,O,X,X,X
LOITSZJ,X,O,X,X,X,X,X
LOITZJS,O,X,X,O,X,X,X
LOITZSJ,O,X,X,X,X,X,X
LOIJTSZ,X,O,X,O,O,X,X
LOIJTZS,O,X,O,O,O,X,X
LOIJSTZ,X,O,X,O,O,X,X
LOIJSZT,X,O,O,O,O,X,X
LOIJZTS,O,X,O,O,O,X,X
LOIJZST,O,X,O,O,O,X,X
LOISTJZ,X,O,X,X,X,O,X
LOISTZJ,X,X,X,X,X,O,X
LOISJTZ,X,O,X,O,X,O,X
LOISJZT,X,O,X,O,X,O,X
LOISZTJ,X,X,X,X,X,O,X
LOISZJT,X,O,X,X,X,O,X
LOIZTJS,O,X,X,X,X,X,O
LOIZTSJ,X,X,X,X,X,X,O
LOIZJTS,O,X,O,O,X,X,O
LOIZJST,O,X,O,O,X,X,O
LOIZSTJ,X,X,X,X,X,X,O
LOIZSJT,O,X,X,X,X,X,O
LOJTISZ,X,O,X,O,O,X,X
LOJTIZS,O,X,O,O,O,X,X
LOJTSIZ,X,O,X,O,X,X,X
LOJTSZI,O,O,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X
LOJTZSI,O,O,O,X,X,X,X
LOJITSZ,X,O,X,O,O,X,X
LOJITZS,O,X,O,O,O,X,X
LOJISTZ,X,O,X,O,O,X,X
LOJISZT,X,O,O,O,O,X,X
LOJIZTS,O,X,O,O,O,X,X
LOJIZST,O,X,O,O,O,X,X
LOJSTIZ,X,O,X,O,X,X,X
LOJSTZI,O,O,X,X,X,X,X
LOJSITZ,X,O,X,O,X,X,X
LOJSIZT,X,O,O,O,X,X,X
LOJSZTI,O,O,O,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X
LOJZTIS,O,X,O,O,X,X,X
LOJZTSI,O,O,O,X,X,X,X
LOJZITS,O,X,O,O,X,X,X
LOJZIST,O,X,O,O,X,X,X
LOJZSTI,O,O,O,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X
LOSTIJZ,X,O,X,O,X,O,X
LOSTIZJ,X,O,X,X,X,O,X
LOSTJIZ,X,O,X,O,X,X,X
LOSTJZI,O,O,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X
LOSITJZ,X,O,X,X,X,O,X
LOSITZJ,X,X,X,X,X,O,X
LOSIJTZ,X,O,X,O,X,O,X
LOSIJZT,X,O,X,O,X,O,X
LOSIZTJ,X,X,X,X,X,O,X
LOSIZJT,X,O,X,X,X,O,X
LOSJTIZ,X,O,X,O,X,X,X
LOSJTZI,O,O,X,X,X,X,X
LOSJITZ,X,O,X,O,X,X,X
LOSJIZT,X,O,O,O,X,X,X
LOSJZTI,O,O,O,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X
LOSZTIJ,X,X,X,X,X,X,X
LOSZTJI,X,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X
LOSZJTI,O,O,O,X,X,X,X
LOSZJIT,O,O,O,X,X,X,X
LOZTIJS,O,X,O,O,X,X,O
LOZTISJ,O,X,X,X,X,X,O
LOZTJIS,O,X,O,O,X,X,X
LOZTJSI,O,O,O,X,X,X,X
LOZTSIJ,O,O,X,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X
LOZITJS,O,X,X,X,X,X,O
LOZITSJ,X,X,X,X,X,X,O
LOZIJTS,O,X,O,O,X,X,O
LOZIJST,O,X,O,O,X,X,O
LOZISTJ,X,X,X,X,X,X,O
LOZISJT,O,X,X,X,X,X,O
LOZJTIS,O,X,O,O,X,X,X
LOZJTSI,O,O,O,X,X,X,X
LOZJITS,O,X,O,O,X,X,X
LOZJIST,O,X,O,O,X,X,X
LOZJSTI,O,O,O,X,X,X,X
LOZJSIT,O,O,O,X,X,X,X
LOZSTIJ,X,X,X,X,X,X,X
LOZSTJI,X,X,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X
LOZSJTI,O,O,O,X,X,X,X
LOZSJIT,O,O,O,X,X,X,X
JTILSZO,X,O,X,X,O,X,X
JTILSOZ,X,O,O,X,O,X,X
JTILZSO,O,X,X,X,O,X,X
JTILZOS,O,X,O,X,O,X,X
JTILOSZ,X,X,O,O,O,X,X
JTILOZS,X,X,O,O,O,X,X
JTISLZO,X,O,X,X,O,X,X
JTISLOZ,X,O,X,X,O,X,X
JTISZLO,X,O,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X
JTISOLZ,X,O,X,O,X,X,X
JTISOZL,X,O,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,X
JTIZLOS,O,X,X,X,O,X,X
JTIZSLO,O,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X,X
JTIZOLS,O,X,X,O,X,X,X
JTIZOSL,O,X,X,X,X,X,X
JTIOLSZ,X,O,O,O,O,X,X
JTIOLZS,O,X,O,O,O,X,X
JTIOSLZ,X,O,X,O,X,O,X
JTIOSZL,X,O,X,X,X,O,X
JTIOZLS,O,X,O,O,X,X,O
JTIOZSL,O,X,X,X,X,X,O
JTLISZO,X,O,X,X,O,X,X
JTLISOZ,X,O,O,X,O,X,X
JTLIZSO,O,X,X,X,O,X,X
JTLIZOS,O,X,O,X,O,X,X
JTLIOSZ,X,X,O,O,O,X,X
JTLIOZS,X,X,O,O,O,X,X
JTLSIZO,X,O,X,X,O,X,X
JTLSIOZ,X,O,O,X,O,X,X
JTLSZIO,O,O,X,X,X,X,X
JTLSZOI,X,X,X,X,X,X,X
JTLSOIZ,X,O,O,X,X,X,X
JTLSOZI,X,O,O,X,X,X,X
JTLZISO,O,X,X,X,O,X,X
JTLZIOS,O,X,O,X,O,X,X
JTLZSIO,O,O,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X,X
JTLZOIS,O,X,O,X,X,X,X
JTLZOSI,O,X,O,X,X,X,X
JTLOISZ,X,O,O,O,O,X,X
JTLOIZS,O,X,O,O,O,X,X
JTLOSIZ,X,O,O,O,X,X,X
JTLOSZI,O,O,O,X,X,X,X
JTLOZIS,O,X,O,O,X,X,X
JTLOZSI,O,O,O,X,X,X,X
JTSILZO,X,O,X,X,O,X,X
JTSILOZ,X,O,X,X,O,X,X
JTSIZLO,X,O,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X
JTSIOLZ,X,O,X,O,X,X,X
JTSIOZL,X,O,X,X,X,X,X
JTSLIZO,X,O,X,X,O,X,X
JTSLIOZ,X,O,O,X,O,X,X
JTSLZIO,O,O,X,X,X,X,X
JTSLZOI,X,X,X,X,X,X,X
JTSLOIZ,X,O,O,X,X,X,X
JTSLOZI,X,O,O,X,X,X,X
JTSZILO,O,O,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X
JTSZLOI,X,X,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X
JTSOILZ,X,O,X,O,X,X,X
JTSOIZL,X,O,X,X,X,X,X
JTSOLIZ,X,O,O,O,X,X,X
JTSOLZI,O,O,O,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X
JTZILSO,O,X,X,X,O,X,X
JTZILOS,O,X,X,X,O,X,X
JTZISLO,O,X,X,X,X,X,X
JTZISOL,O,X,X,X,X,X,X
JTZIOLS,O,X,X,O,X,X,X
JTZIOSL,O,X,X,X,X,X,X
JTZLISO,O,X,X,X,O,X,X
JTZLIOS,O,X,O,X,O,X,X
JTZLSIO,O,O,X,X,X,X,X
JTZLSOI,X,X,X,X,X,X,X
JTZLOIS,O,X,O,X,X,X,X
JTZLOSI,O,X,O,X,X,X,X
JTZSILO,O,O,X,X,X,X,X
JTZSIOL,O,O,X,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X
JTZSLOI,X,X,X,X,X,X,X
JTZSOIL,O,O,X,X,X,X,X
JTZSOLI,O,O,X,X,X,X,X
JTZOILS,O,X,O,O,X,X,X
JTZOISL,O,X,X,X,X,X,X
JTZOLIS,O,X,O,O,X,X,X
JTZOLSI,O,O,O,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X
JTZOSLI,O,O,O,X,X,X,X
JTOILSZ,X,O,O,O,O,X,X
JTOILZS,O,X,O,O,O,X,X
JTOISLZ,X,O,X,O,X,O,X
JTOISZL,X,O,X,X,X,O,X
JTOIZLS,O,X,O,O,X,X,O
JTOIZSL,O,X,X,X,X,X,O
JTOLISZ,X,O,O,O,O,X,X
JTOLIZS,O,X,O,O,O,X,X
JTOLSIZ,X,O,O,O,X,X,X
JTOLSZI,O,O,O,X,X,X,X
JTOLZIS,O,X,O,O,X,X,X
JTOLZSI,O,O,O,X,X,X,X
JTOSILZ,X,O,X,O,X,O,X
JTOSIZL,X,O,X,X,X,O,X
JTOSLIZ,X,O,O,O,X,X,X
JTOSLZI,O,O,O,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X
JTOZILS,O,X,O,O,X,X,O
JTOZISL,O,X,X,X,X,X,O
JTOZLIS,O,X,O,O,X,X,X
JTOZLSI,O,O,O,X,X,X,X
JTOZSIL,O,O,X,X,X,X,X
JTOZSLI,O,O,O,X,X,X,X
JITLSZO,X,O,X,X,O,X,X
JITLSOZ,X,O,X,X,O,X,X
JITLZSO,O,X,X,X,O,X,X
JITLZOS,O,X,X,X,O,X,X
JITLOSZ,X,X,X,O,O,X,X
JITLOZS,X,X,X,O,O,X,X
JITSLZO,X,O,X,X,O,X,X
JITSLOZ,X,O,X,X,O,X,X
JITSZLO,X,O,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X
JITSOLZ,X,O,X,O,X,X,X
JITSOZL,X,O,X,X,X,X,X
JITZLSO,O,X,X,X,O,X,X
JITZLOS,O,X,X,X,O,X,X
JITZSLO,O,X,X,X,X,X,X
JITZSOL,O,X,X,X,X,X,X
JITZOLS,O,X,X,O,X,X,X
JITZOSL,O,X,X,X,X,X,X
JITOLSZ,X,O,X,O,O,X,X
JITOLZS,O,X,X,O,O,X,X
JITOSLZ,X,O,X,O,X,X,X
JITOSZL,X,O,X,X,X,X,X
JITOZLS,O,X,X,O,X,X,X
JITOZSL,O,X,X,X,X,X,X
JILTSZO,X,O,X,X,O,X,X
JILTSOZ,X,O,X,X,O,X,X
JILTZSO,O,X,X,X,O,X,X
JILTZOS,O,X,X,X,O,X,X
JILTOSZ,X,X,X,X,O,X,X
JILTOZS,X,X,O,X,O,X,X
JILSTZO,X,X,X,X,O,X,X
JILSTOZ,X,O,X,X,O,X,X
JILSZTO,X,X,X,X,X,X,X
JILSZOT,X,O,X,X,O,X,X
JILSOTZ,X,O,X,X,O,X,X
JILSOZT,X,O,O,X,O,X,X
JILZTSO,X,X,X,X,O,X,X
JILZTOS,O,X,X,X,O,X,X
JILZSTO,X,X,X,X,X,X,X
JILZSOT,O,X,X,X,O,X,X
JILZOTS,O,X,O,X,O,X,X
JILZOST,O,X,O,X,O,X,X
JILOTSZ,X,X,X,O,O,X,X
JILOTZS,X,X,O,O,O,X,X
JILOSTZ,X,X,X,O,O,X,X
JILOSZT,X,X,O,O,O,X,X
JILOZTS,X,X,O,O,O,X,X
JILOZST,X,X,O,O,O,X,X
JISTLZO,X,X,X,X,X,X,X
JISTLOZ,X,O,X,X,X,X,X
JISTZLO,X,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X
JISTOZL,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,O,X,X
JISLTOZ,X,O,X,X,O,X,X
JISLZTO,X,X,X,X,X,X,X
JISLZOT,X,O,X,X,O,X,X
JISLOTZ,X,O,X,X,O,X,X
JISLOZT,X,O,X,X,O,X,X
JISZTLO,X,X,X,X,X,X,X
JISZTOL,X,X,X,X,X,X,X
JISZLTO,X,X,X,X,X,X,X
JISZLOT,X,O,X,X,X,X,X
JISZOTL,X,X,X,X,X,X,X
JISZOLT,X,O,X,X,X,X,X
JISOTLZ,X,O,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,X
JISOLTZ,X,O,X,O,X,X,X
JISOLZT,X,O,X,O,X,X,X
JISOZTL,X,X,X,X,X,X,X
JISOZLT,X,O,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X
JIZTSLO,X,X,X,X,X,X,X
JIZTSOL,X,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X
JIZTOSL,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,O,X,X
JIZLTOS,O,X,X,X,O,X,X
JIZLSTO,X,X,X,X,X,X,X
JIZLSOT,O,X,X,X,O,X,X
JIZLOTS,O,X,X,X,O,X,X
JIZLOST,O,X,X,X,O,X,X
JIZSTLO,X,X,X,X,X,X,X
JIZSTOL,X,X,X,X,X,X,X
JIZSLTO,X,X,X,X,X,X,X
JIZSLOT,O,X,X,X,X,X,X
JIZSOTL,X,X,X,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,X,X
JIZOTSL,X,X,X,X,X,X,X
JIZOLTS,O,X,X,O,X,X,X
JIZOLST,O,X,X,O,X,X,X
JIZOSTL,X,X,X,X,X,X,X
JIZOSLT,O,X,X,X,X,X,X
JIOTLSZ,X,O,X,O,X,X,X
JIOTLZS,O,X,X,O,X,X,X
JIOTSLZ,X,O,X,O,X,X,X
JIOTSZL,X,O,X,X,X,X,X
JIOTZLS,O,X,X,O,X,X,X
JIOTZSL,O,X,X,X,X,X,X
JIOLTSZ,X,O,X,O,O,X,X
JIOLTZS,O,X,O,O,O,X,X
JIOLSTZ,X,O,X,O,O,X,X
JIOLSZT,X,O,O,O,O,X,X
JIOLZTS,O,X,O,O,O,X,X
JIOLZST,O,X,O,O,O,X,X
JIOSTLZ,X,O,X,X,X,O,X
JIOSTZL,X,X,X,X,X,O,X
JIOSLTZ,X,O,X,O,X,O,X
JIOSLZT,X,O,X,O,X,O,X
JIOSZTL,X,X,X,X,X,O,X
JIOSZLT,X,O,X,X,X,O,X
JIOZTLS,O,X,X,X,X,X,O
JIOZTSL,X,X,X,X,X,X,O
JIOZLTS,O,X,O,O,X,X,O
JIOZLST,O,X,O,O,X,X,O
JIOZSTL,X,X,X,X,X,X,O
JIOZSLT,O,X,X,X,X,X,O
JLTISZO,X,O,X,X,O,X,X
JLTISOZ,X,O,X,X,O,X,X
JLTIZSO,O,X,X,X,O,X,X
JLTIZOS,O,X,X,X,O,X,X
JLTIOSZ,X,X,X,O,O,X,X
JLTIOZS,X,X,O,O,O,X,X
JLTSIZO,X,O,X,X,O,X,X
JLTSIOZ,X,O,X,X,O,X,X
JLTSZIO,O,O,X,X,X,X,X
JLTSZOI,X,X,X,X,X,X,X
JLTSOIZ,X,O,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X
JLTZISO,O,X,X,X,O,X,X
JLTZIOS,O,X,X,X,O,X,X
JLTZSIO,O,O,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X
JLTZOIS,O,X,X,X,X,X,X
JLTZOSI,O,X,X,X,X,X,X
JLTOISZ,X,O,X,O,O,X,X
JLTOIZS,O,X,O,O,O,X,X
JLTOSIZ,X,O,X,O,X,X,X
JLTOSZI,O,O,X,X,X,X,X
JLTOZIS,O,X,O,O,X,X,X
JLTOZSI,O,O,O,X,X,X,X
JLITSZO,X,O,X,X,O,X,X
