sequence,v115@9gB8HeB8BeA8CeD8AeB8BeH8BeC8JeGBJvhEJnBsiB?6eB3VBzLB,v115@9gB8HeB8BeA8CeD8AeB8BeH8BeC8JeGBJvhEJnBsiB?6eBTVBPRB,v115@9gB8HeB8BeA8CeD8AeB8BeH8BeC8JeTAJvhE0hBveB?KVBpLBOGB,v115@9gB8HeB8BeA8CeD8AeB8BeH8BeC8JeTAJvhE0hBveB?+VBJLB6GB
OSLZJIT,O,O,O,O
OSJTILZ,O,O,X,O
OSJTIZL,O,O,X,O
OSJTLIZ,O,O,X,X
OSJTLZI,O,O,X,X
OSJTZIL,O,O,X,O
OSJTZLI,O,O,X,X
OSJITLZ,O,O,X,O
OSJITZL,O,O,X,O
OSJILTZ,O,O,X,O
OSJILZT,O,O,X,O
OSJIZTL,O,O,X,O
OSJIZLT,O,O,X,O
OSJLTIZ,O,O,O,X
OSJLTZI,O,O,O,X
OSJLITZ,O,O,O,O
OSJLIZT,O,O,O,O
OSJLZTI,O,O,O,X
OSJLZIT,O,O,O,O
OSJZTIL,O,O,X,O
OSJZTLI,O,O,X,X
OSJZITL,O,O,X,O
OSJZILT,O,O,X,O
OSJZLTI,O,O,O,X
OSJZLIT,O,O,O,O
OSZTILJ,O,O,X,X
OSZTIJL,O,O,X,X
OSZTLIJ,O,O,O,X
OSZTLJI,O,O,O,X
OSZTJIL,O,O,X,O
OSZTJLI,O,O,X,X
OSZITLJ,O,O,X,X
OSZITJL,O,O,X,X
OSZILTJ,O,O,O,X
OSZILJT,O,O,O,X
OSZIJTL,O,O,X,O
OSZIJLT,O,O,X,O
OSZLTIJ,O,O,O,X
OSZLTJI,O,O,O,X
OSZLITJ,O,O,O,X
OSZLIJT,O,O,O,X
OSZLJTI,O,O,O,X
OSZLJIT,O,O,O,O
OSZJTIL,O,O,X,O
OSZJTLI,O,O,X,X
OSZJITL,O,O,X,O
OSZJILT,O,O,X,O
OSZJLTI,O,O,O,X
OSZJLIT,O,O,O,O
OZTILJS,X,O,X,X
OZTILSJ,X,O,X,X
OZTIJLS,X,O,X,X
OZTIJSL,X,O,X,X
OZTISLJ,X,O,X,X
OZTISJL,X,O,X,X
OZTLIJS,X,O,O,X
OZTLISJ,X,O,O,X
OZTLJIS,X,O,O,X
OZTLJSI,X,O,O,X
OZTLSIJ,X,O,O,X
OZTLSJI,X,O,O,X
OZTJILS,X,O,X,O
OZTJISL,X,O,X,O
OZTJLIS,X,O,X,X
OZTJLSI,X,O,X,X
OZTJSIL,X,O,X,O
OZTJSLI,X,O,X,X
OZTSILJ,X,O,X,X
OZTSIJL,X,O,X,X
OZTSLIJ,X,O,O,X
OZTSLJI,X,O,O,X
OZTSJIL,X,O,X,O
OZTSJLI,X,O,X,X
OZITLJS,X,O,X,X
OZITLSJ,X,O,X,X
OZITJLS,X,O,X,X
OZITJSL,X,O,X,X
OZITSLJ,X,O,X,X
OZITSJL,X,O,X,X
OZILTJS,X,O,O,X
OZILTSJ,X,O,O,X
OZILJTS,X,O,O,X
OZILJST,O,O,O,X
OZILSTJ,O,O,O,X
OZILSJT,O,O,O,X
OZIJTLS,X,O,X,O
OZIJTSL,X,O,X,O
OZIJLTS,X,O,X,O
OZIJLST,O,O,X,O
OZIJSTL,O,O,X,O
OZIJSLT,O,O,X,O
OZISTLJ,O,O,X,X
OZISTJL,O,O,X,X
OZISLTJ,O,O,O,X
OZISLJT,O,O,O,X
OZISJTL,O,O,X,O
OZISJLT,O,O,X,O
OZLTIJS,X,O,O,X
OZLTISJ,X,O,O,X
OZLTJIS,X,O,O,X
OZLTJSI,X,O,O,X
OZLTSIJ,X,O,O,X
OZLTSJI,X,O,O,X
OZLITJS,X,O,O,X
OZLITSJ,X,O,O,X
OZLIJTS,X,O,O,X
OZLIJST,O,O,O,X
OZLISTJ,O,O,O,X
OZLISJT,O,O,O,X
OZLJTIS,X,O,O,X
OZLJTSI,X,O,O,X
OZLJITS,X,O,O,O
OZLJIST,O,O,O,O
OZLJSTI,O,O,O,X
OZLJSIT,O,O,O,O
OZLSTIJ,O,O,O,X
OZLSTJI,O,O,O,X
OZLSITJ,O,O,O,X
OZLSIJT,O,O,O,X
OZLSJTI,O,O,O,X
OZLSJIT,O,O,O,O
OZJTILS,X,O,X,O
OZJTISL,X,O,X,O
OZJTLIS,X,O,X,X
OZJTLSI,X,O,X,X
OZJTSIL,X,O,X,O
OZJTSLI,X,O,X,X
OZJITLS,X,O,X,O
OZJITSL,X,O,X,O
OZJILTS,X,O,X,O
OZJILST,O,O,X,O
OZJISTL,O,O,X,O
OZJISLT,O,O,X,O
OZJLTIS,X,O,O,X
OZJLTSI,X,O,O,X
OZJLITS,X,O,O,O
OZJLIST,O,O,O,O
OZJLSTI,O,O,O,X
OZJLSIT,O,O,O,O
OZJSTIL,O,O,X,O
OZJSTLI,O,O,X,X
OZJSITL,O,O,X,O
OZJSILT,O,O,X,O
OZJSLTI,O,O,O,X
OZJSLIT,O,O,O,O
OZSTILJ,O,O,X,X
OZSTIJL,O,O,X,X
OZSTLIJ,O,O,O,X
OZSTLJI,O,O,O,X
OZSTJIL,O,O,X,O
OZSTJLI,O,O,X,X
OZSITLJ,O,O,X,X
OZSITJL,O,O,X,X
OZSILTJ,O,O,O,X
OZSILJT,O,O,O,X
OZSIJTL,O,O,X,O
OZSIJLT,O,O,X,O
OZSLTIJ,O,O,O,X
OZSLTJI,O,O,O,X
OZSLITJ,O,O,O,X
OZSLIJT,O,O,O,X
OZSLJTI,O,O,O,X
OZSLJIT,O,O,O,O
OZSJTIL,O,O,X,O
OZSJTLI,O,O,X,X
OZSJITL,O,O,X,O
OZSJILT,O,O,X,O
OZSJLTI,O,O,O,X
OZSJLIT,O,O,O,O
