sequence,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkByqBUgBTVB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkBalBzlB0bB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?0kBvlBamBzWB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkBTlBamB0cB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?amBTlBvkB0aB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?amBvlB0kBTaB
LZTOIJS,X,O,X,O,X,X
LZTOISJ,X,O,X,O,X,X
LZTOJIS,X,O,X,O,X,X
LZTOJSI,X,O,X,O,X,X
LZTOSIJ,X,O,X,O,X,X
LZTOSJI,X,O,X,O,X,X
LZITJSO,X,X,X,O,X,X
LZITJOS,X,X,X,O,X,X
LZITSJO,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X
LZITOJS,X,O,X,O,X,X
LZITOSJ,X,O,X,O,X,X
LZIJTSO,O,X,O,O,X,O
LZIJTOS,X,O,O,O,O,O
LZIJSTO,O,X,O,O,X,O
LZIJSOT,O,O,O,O,X,O
LZIJOTS,X,O,O,O,O,O
LZIJOST,X,O,O,O,O,O
LZISTJO,O,X,O,X,X,O
LZISTOJ,O,O,O,X,X,O
LZISJTO,O,X,O,O,X,O
LZISJOT,O,O,O,O,X,O
LZISOTJ,O,O,O,O,X,O
LZISOJT,O,O,O,O,X,O
LZIOTJS,X,O,X,O,X,X
LZIOTSJ,X,O,X,O,X,X
LZIOJTS,X,O,O,O,O,O
LZIOJST,X,O,O,O,O,O
LZIOSTJ,X,O,O,O,O,O
LZIOSJT,X,O,O,O,O,O
LZJTISO,X,X,X,O,X,X
LZJTIOS,X,X,X,O,X,X
LZJTSIO,X,X,X,X,X,X
LZJTSOI,X,X,X,X,X,X
LZJTOIS,X,X,X,O,X,X
LZJTOSI,X,X,X,O,X,X
LZJITSO,O,X,O,O,X,O
LZJITOS,X,O,O,O,O,O
LZJISTO,O,X,O,O,X,O
LZJISOT,O,O,O,O,X,O
LZJIOTS,X,O,O,O,O,O
LZJIOST,X,O,O,O,O,O
LZJSTIO,O,X,O,X,X,O
LZJSTOI,O,X,O,X,X,O
LZJSITO,O,X,O,O,X,O
LZJSIOT,O,O,O,O,X,O
LZJSOTI,O,O,O,O,X,O
LZJSOIT,O,O,O,O,X,O
LZJOTIS,X,O,X,O,X,X
LZJOTSI,X,O,X,O,X,X
LZJOITS,X,O,O,O,O,O
LZJOIST,X,O,O,O,O,O
LZJOSTI,X,O,O,O,O,O
LZJOSIT,X,O,O,O,O,O
LZSTIJO,O,X,O,X,X,O
LZSTIOJ,O,O,O,X,X,O
LZSTJIO,O,X,O,X,X,O
LZSTJOI,O,X,O,X,X,O
LZSTOIJ,O,O,O,X,X,O
LZSTOJI,O,O,O,X,X,O
LZSITJO,O,X,O,X,X,O
LZSITOJ,O,O,O,X,X,O
LZSIJTO,O,X,O,O,X,O
LZSIJOT,O,O,O,O,X,O
LZSIOTJ,O,O,O,O,X,O
LZSIOJT,O,O,O,O,X,O
LZSJTIO,O,X,O,X,X,O
LZSJTOI,O,X,O,X,X,O
LZSJITO,O,X,O,O,X,O
LZSJIOT,O,O,O,O,X,O
LZSJOTI,O,O,O,O,X,O
LZSJOIT,O,O,O,O,X,O
LZSOTIJ,O,O,O,O,X,O
LZSOTJI,O,O,O,O,X,O
LZSOITJ,O,O,O,O,X,O
LZSOIJT,O,O,O,O,X,O
LZSOJTI,O,O,O,O,X,O
LZSOJIT,O,O,O,O,X,O
LZOTIJS,X,O,X,O,X,X
LZOTISJ,X,O,X,O,X,X
LZOTJIS,X,O,X,O,X,X
LZOTJSI,X,O,X,O,X,X
LZOTSIJ,X,O,X,O,X,X
LZOTSJI,X,O,X,O,X,X
LZOITJS,X,O,X,O,X,X
LZOITSJ,X,O,X,O,X,X
LZOIJTS,X,O,O,O,O,O
LZOIJST,X,O,O,O,O,O
LZOISTJ,X,O,O,O,O,O
LZOISJT,X,O,O,O,O,O
LZOJTIS,X,O,X,O,X,X
LZOJTSI,X,O,X,O,X,X
LZOJITS,X,O,O,O,O,O
LZOJIST,X,O,O,O,O,O
LZOJSTI,X,O,O,O,O,O
LZOJSIT,X,O,O,O,O,O
LZOSTIJ,X,O,O,O,O,O
LZOSTJI,X,O,O,O,O,O
LZOSITJ,X,O,O,O,O,O
LZOSIJT,X,O,O,O,O,O
LZOSJTI,X,O,O,O,O,O
LZOSJIT,X,O,O,O,O,O
LOTIJSZ,X,O,O,O,O,X
LOTIJZS,X,O,O,O,O,X
LOTISJZ,X,X,O,O,O,X
LOTISZJ,X,X,O,O,O,X
LOTIZJS,X,O,X,O,X,X
LOTIZSJ,X,O,X,O,X,X
LOTJISZ,X,O,O,O,O,X
LOTJIZS,X,O,O,O,O,X
LOTJSIZ,X,X,O,O,O,X
LOTJSZI,X,X,O,O,O,X
LOTJZIS,X,O,X,O,X,X
LOTJZSI,X,O,X,O,X,X
LOTSIJZ,X,X,O,O,O,X
LOTSIZJ,X,X,O,O,O,X
LOTSJIZ,X,X,O,O,O,X
LOTSJZI,X,X,O,O,O,X
LOTSZIJ,X,X,O,O,O,X
LOTSZJI,X,X,O,O,O,X
LOTZIJS,X,O,X,O,X,X
LOTZISJ,X,O,X,O,X,X
LOTZJIS,X,O,X,O,X,X
LOTZJSI,X,O,X,O,X,X
LOTZSIJ,X,O,X,O,X,X
LOTZSJI,X,O,X,O,X,X
LOITJSZ,X,O,O,O,O,X
LOITJZS,X,O,O,O,O,X
LOITSJZ,X,X,O,O,O,X
LOITSZJ,X,X,O,O,O,X
LOITZJS,X,O,X,O,X,X
LOITZSJ,X,O,X,O,X,X
LOIJTSZ,O,O,O,O,O,O
LOIJTZS,X,O,O,O,O,X
LOIJSTZ,O,O,O,O,O,O
LOIJSZT,O,O,O,O,O,O
LOIJZTS,X,O,O,O,O,X
LOIJZST,X,O,O,O,O,X
LOISTJZ,O,O,O,O,O,X
LOISTZJ,O,O,O,O,O,X
LOISJTZ,O,O,O,O,O,O
LOISJZT,O,O,O,O,O,O
LOISZTJ,O,O,O,O,O,O
LOISZJT,O,O,O,O,O,O
LOIZTJS,X,O,X,O,X,X
LOIZTSJ,X,O,X,O,X,X
LOIZJTS,X,O,O,O,O,X
LOIZJST,X,O,O,O,O,X
LOIZSTJ,X,O,O,O,O,X
LOIZSJT,X,O,O,O,O,X
LOJTISZ,X,O,O,O,O,X
LOJTIZS,X,O,O,O,O,X
LOJTSIZ,X,X,O,O,O,X
LOJTSZI,X,X,O,O,O,X
LOJTZIS,X,O,X,O,X,X
LOJTZSI,X,O,X,O,X,X
LOJITSZ,O,O,O,O,O,O
LOJITZS,X,O,O,O,O,X
LOJISTZ,O,O,O,O,O,O
LOJISZT,O,O,O,O,O,O
LOJIZTS,X,O,O,O,O,X
LOJIZST,X,O,O,O,O,X
LOJSTIZ,O,O,O,O,O,X
LOJSTZI,O,O,O,O,O,X
LOJSITZ,O,O,O,O,O,O
LOJSIZT,O,O,O,O,O,O
LOJSZTI,O,O,O,O,O,O
LOJSZIT,O,O,O,O,O,O
LOJZTIS,X,O,X,O,X,X
LOJZTSI,X,O,X,O,X,X
LOJZITS,X,O,O,O,O,X
LOJZIST,X,O,O,O,O,X
LOJZSTI,X,O,O,O,O,X
LOJZSIT,X,O,O,O,O,X
LOSTIJZ,O,O,O,O,O,X
LOSTIZJ,O,O,O,O,O,X
LOSTJIZ,O,O,O,O,O,X
LOSTJZI,O,O,O,O,O,X
LOSTZIJ,O,O,O,O,O,X
LOSTZJI,O,O,O,O,O,X
LOSITJZ,O,O,O,O,O,X
LOSITZJ,O,O,O,O,O,X
LOSIJTZ,O,O,O,O,O,O
LOSIJZT,O,O,O,O,O,O
LOSIZTJ,O,O,O,O,O,O
LOSIZJT,O,O,O,O,O,O
LOSJTIZ,O,O,O,O,O,X
LOSJTZI,O,O,O,O,O,X
LOSJITZ,O,O,O,O,O,O
LOSJIZT,O,O,O,O,O,O
LOSJZTI,O,O,O,O,O,O
LOSJZIT,O,O,O,O,O,O
LOSZTIJ,O,O,O,O,O,O
LOSZTJI,O,O,O,O,O,O
LOSZITJ,O,O,O,O,O,O
LOSZIJT,O,O,O,O,O,O
LOSZJTI,O,O,O,O,O,O
LOSZJIT,O,O,O,O,O,O
LOZTIJS,X,O,X,O,X,X
LOZTISJ,X,O,X,O,X,X
LOZTJIS,X,O,X,O,X,X
LOZTJSI,X,O,X,O,X,X
LOZTSIJ,X,O,X,O,X,X
LOZTSJI,X,O,X,O,X,X
LOZITJS,X,O,X,O,X,X
LOZITSJ,X,O,X,O,X,X
LOZIJTS,X,O,O,O,O,X
LOZIJST,X,O,O,O,O,X
LOZISTJ,X,O,O,O,O,X
LOZISJT,X,O,O,O,O,X
LOZJTIS,X,O,X,O,X,X
LOZJTSI,X,O,X,O,X,X
LOZJITS,X,O,O,O,O,X
LOZJIST,X,O,O,O,O,X
LOZJSTI,X,O,O,O,O,X
LOZJSIT,X,O,O,O,O,X
LOZSTIJ,X,O,O,O,O,X
LOZSTJI,X,O,O,O,O,X
LOZSITJ,X,O,O,O,O,X
LOZSIJT,X,O,O,O,O,X
LOZSJTI,X,O,O,O,O,X
LOZSJIT,X,O,O,O,O,X
JTILSZO,O,O,O,O,O,O
JTILSOZ,O,O,O,O,O,O
JTILZSO,O,X,O,O,X,O
JTILZOS,X,O,O,O,O,O
JTILOSZ,O,O,O,O,O,O
JTILOZS,X,O,O,O,O,X
JTISLZO,O,O,O,O,O,O
JTISLOZ,O,O,O,O,O,O
JTISZLO,O,O,O,O,O,O
JTISZOL,O,O,O,O,O,O
JTISOLZ,O,O,O,O,O,O
JTISOZL,O,O,O,O,O,O
JTIZLSO,O,X,O,O,X,O
JTIZLOS,X,O,O,O,O,O
JTIZSLO,O,O,O,O,O,O
JTIZSOL,O,O,O,O,O,O
JTIZOLS,X,O,X,O,O,O
JTIZOSL,X,O,O,O,O,O
JTIOLSZ,O,O,O,O,O,O
JTIOLZS,X,O,O,O,O,X
JTIOSLZ,O,O,O,O,O,O
JTIOSZL,O,O,O,O,O,O
JTIOZLS,X,O,X,O,O,O
JTIOZSL,X,O,O,O,O,O
JTLISZO,O,X,O,O,X,O
JTLISOZ,O,O,O,O,O,O
JTLIZSO,O,X,O,O,X,O
JTLIZOS,X,O,O,O,O,X
JTLIOSZ,O,O,O,O,O,O
JTLIOZS,X,O,O,O,O,X
JTLSIZO,O,X,O,X,X,O
JTLSIOZ,O,X,O,X,X,O
JTLSZIO,O,X,O,X,X,O
JTLSZOI,O,X,O,X,X,O
JTLSOIZ,O,X,O,X,X,X
JTLSOZI,O,X,O,X,X,X
JTLZISO,X,X,X,O,X,X
JTLZIOS,X,X,X,O,X,X
JTLZSIO,X,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X
JTLZOIS,X,X,X,O,X,X
JTLZOSI,X,X,X,O,X,X
JTLOISZ,X,O,O,O,O,X
JTLOIZS,X,O,O,O,O,X
JTLOSIZ,X,X,O,O,O,X
JTLOSZI,X,X,O,O,O,X
JTLOZIS,X,O,X,O,X,X
JTLOZSI,X,O,X,O,X,X
JTSILZO,O,O,O,X,O,O
JTSILOZ,O,O,O,O,O,O
JTSIZLO,O,O,O,X,O,O
JTSIZOL,O,O,O,O,O,O
JTSIOLZ,O,O,O,O,O,O
JTSIOZL,O,O,O,O,O,O
JTSLIZO,O,O,O,X,X,O
JTSLIOZ,O,O,O,X,X,O
JTSLZIO,O,X,O,X,X,O
JTSLZOI,O,X,O,X,X,O
JTSLOIZ,O,O,O,X,X,X
JTSLOZI,O,O,O,X,X,X
JTSZILO,O,X,O,X,O,O
JTSZIOL,O,X,O,X,O,O
JTSZLIO,O,X,O,X,X,O
JTSZLOI,O,X,O,X,X,O
JTSZOIL,O,X,X,X,O,O
JTSZOLI,O,X,X,X,O,O
JTSOILZ,O,O,X,O,O,X
JTSOIZL,O,O,X,O,O,X
JTSOLIZ,O,O,X,O,O,X
JTSOLZI,O,O,X,O,O,X
JTSOZIL,O,X,X,X,O,X
JTSOZLI,O,X,X,X,O,X
JTZILSO,X,X,O,O,X,O
JTZILOS,X,X,X,O,X,O
JTZISLO,X,X,O,O,X,O
JTZISOL,X,X,O,X,X,O
JTZIOLS,X,X,X,O,X,O
JTZIOSL,X,X,O,X,X,O
JTZLISO,X,X,X,O,X,X
JTZLIOS,X,X,X,O,X,X
JTZLSIO,X,X,X,X,X,X
JTZLSOI,X,X,X,X,X,X
JTZLOIS,X,X,X,O,X,X
JTZLOSI,X,X,X,O,X,X
JTZSILO,X,X,O,X,X,O
JTZSIOL,X,X,O,X,X,O
JTZSLIO,X,X,O,X,X,O
JTZSLOI,X,X,O,X,X,O
JTZSOIL,X,X,X,X,X,O
JTZSOLI,X,X,X,X,X,O
JTZOILS,X,X,X,X,X,O
JTZOISL,X,X,X,X,X,O
JTZOLIS,X,X,X,X,X,X
JTZOLSI,X,X,X,X,X,X
JTZOSIL,X,X,X,X,X,O
JTZOSLI,X,X,X,X,X,O
JTOILSZ,X,O,X,O,O,X
JTOILZS,X,O,X,O,O,X
JTOISLZ,X,O,X,O,O,X
JTOISZL,X,O,X,O,O,X
JTOIZLS,X,O,X,O,O,X
JTOIZSL,X,O,X,O,O,X
JTOLISZ,X,O,X,O,O,X
JTOLIZS,X,O,X,O,O,X
JTOLSIZ,X,X,X,O,O,X
JTOLSZI,X,X,X,O,O,X
JTOLZIS,X,O,X,O,X,X
JTOLZSI,X,O,X,O,X,X
JTOSILZ,X,O,X,O,O,X
JTOSIZL,X,O,X,O,O,X
JTOSLIZ,X,O,X,O,O,X
JTOSLZI,X,O,X,O,O,X
JTOSZIL,X,X,X,X,O,X
JTOSZLI,X,X,X,X,O,X
JTOZILS,X,O,X,X,X,X
JTOZISL,X,O,X,X,X,X
JTOZLIS,X,O,X,X,X,X
JTOZLSI,X,O,X,X,X,X
JTOZSIL,X,X,X,X,X,X
JTOZSLI,X,X,X,X,X,X
JITLSZO,O,O,O,O,O,O
JITLSOZ,O,O,O,O,O,O
JITLZSO,O,X,O,O,X,O
JITLZOS,X,O,O,O,O,O
JITLOSZ,O,O,O,O,O,O
JITLOZS,X,O,O,O,O,X
JITSLZO,O,O,O,O,O,O
JITSLOZ,O,O,O,O,O,O
JITSZLO,O,O,O,O,O,O
JITSZOL,O,O,O,O,O,O
JITSOLZ,O,O,O,O,O,O
JITSOZL,O,O,O,O,O,O
JITZLSO,O,X,O,O,X,O
JITZLOS,X,O,O,O,O,O
JITZSLO,O,O,O,O,O,O
JITZSOL,O,O,O,O,O,O
JITZOLS,X,O,X,O,O,O
JITZOSL,X,O,O,O,O,O
JITOLSZ,O,O,O,O,O,O
JITOLZS,X,O,O,O,O,X
JITOSLZ,O,O,O,O,O,O
JITOSZL,O,O,O,O,O,O
JITOZLS,X,O,X,O,O,O
JITOZSL,X,O,O,O,O,O
JILTSZO,O,O,O,O,O,O
JILTSOZ,O,O,O,O,O,O
JILTZSO,O,X,O,O,X,O
JILTZOS,X,O,O,O,O,O
JILTOSZ,O,O,O,O,O,O
JILTOZS,X,O,O,O,O,X
JILSTZO,O,O,O,O,O,O
JILSTOZ,O,O,O,O,O,O
JILSZTO,O,O,O,O,O,O
JILSZOT,O,O,O,O,O,O
JILSOTZ,O,O,O,O,O,O
JILSOZT,O,O,O,O,O,O
JILZTSO,O,X,O,O,X,O
JILZTOS,X,O,O,O,O,O
JILZSTO,O,X,O,O,X,O
JILZSOT,O,O,O,O,X,O
JILZOTS,X,O,O,O,O,O
JILZOST,X,O,O,O,O,O
JILOTSZ,O,O,O,O,O,O
JILOTZS,X,O,O,O,O,X
JILOSTZ,O,O,O,O,O,O
JILOSZT,O,O,O,O,O,O
JILOZTS,X,O,O,O,O,X
JILOZST,X,O,O,O,O,X
JISTLZO,O,O,O,O,O,O
JISTLOZ,O,O,O,O,O,O
JISTZLO,O,O,O,O,O,O
JISTZOL,O,O,O,O,O,O
JISTOLZ,O,O,O,O,O,O
JISTOZL,O,O,O,O,O,O
JISLTZO,O,O,O,O,O,O
JISLTOZ,O,O,O,O,O,O
JISLZTO,O,O,O,O,O,O
JISLZOT,O,O,O,O,O,O
JISLOTZ,O,O,O,O,O,O
JISLOZT,O,O,O,O,O,O
JISZTLO,O,O,O,O,O,O
JISZTOL,O,O,O,O,O,O
JISZLTO,O,O,O,O,O,O
JISZLOT,O,O,O,O,O,O
JISZOTL,O,O,O,O,O,O
JISZOLT,O,O,O,O,O,O
JISOTLZ,O,O,O,O,O,O
JISOTZL,O,O,O,O,O,O
JISOLTZ,O,O,O,O,O,O
JISOLZT,O,O,O,O,O,O
JISOZTL,O,O,O,O,O,O
JISOZLT,O,O,O,O,O,O
JIZTLSO,O,X,O,O,X,O
JIZTLOS,X,O,O,O,O,O
JIZTSLO,O,O,O,O,O,O
JIZTSOL,O,O,O,O,O,O
JIZTOLS,X,O,X,O,O,O
JIZTOSL,X,O,O,O,O,O
JIZLTSO,O,X,O,O,X,O
JIZLTOS,X,O,O,O,O,O
JIZLSTO,O,X,O,O,X,O
JIZLSOT,O,X,O,O,X,O
JIZLOTS,X,O,O,O,O,O
JIZLOST,X,O,O,O,O,O
JIZSTLO,O,O,O,O,O,O
JIZSTOL,O,O,O,O,O,O
JIZSLTO,O,O,O,O,O,O
JIZSLOT,O,O,O,O,O,O
JIZSOTL,O,O,O,O,O,O
JIZSOLT,O,O,O,O,O,O
JIZOTLS,X,O,X,O,O,O
JIZOTSL,X,O,O,O,O,O
JIZOLTS,X,O,X,O,O,O
JIZOLST,X,O,X,O,O,O
JIZOSTL,X,O,O,O,O,O
JIZOSLT,X,O,O,O,O,O
JIOTLSZ,O,O,O,O,O,O
JIOTLZS,X,O,O,O,O,X
JIOTSLZ,O,O,O,O,O,O
JIOTSZL,O,O,O,O,O,O
JIOTZLS,X,O,X,O,O,O
JIOTZSL,X,O,O,O,O,O
JIOLTSZ,O,O,O,O,O,O
JIOLTZS,X,O,O,O,O,X
JIOLSTZ,O,O,O,O,O,O
JIOLSZT,O,O,O,O,O,O
JIOLZTS,X,O,O,O,O,X
JIOLZST,X,O,O,O,O,X
JIOSTLZ,O,O,O,O,O,O
JIOSTZL,O,O,O,O,O,O
JIOSLTZ,O,O,O,O,O,O
JIOSLZT,O,O,O,O,O,O
JIOSZTL,O,O,O,O,O,O
JIOSZLT,O,O,O,O,O,O
JIOZTLS,X,O,X,O,O,O
JIOZTSL,X,O,O,O,O,O
JIOZLTS,X,O,X,O,O,O
JIOZLST,X,O,X,O,O,O
JIOZSTL,X,O,O,O,O,O
JIOZSLT,X,O,O,O,O,O
JLTISZO,O,X,O,O,X,O
JLTISOZ,O,O,O,O,O,O
JLTIZSO,O,X,O,O,X,O
JLTIZOS,X,O,O,O,O,X
JLTIOSZ,O,O,O,O,O,O
JLTIOZS,X,O,O,O,O,X
JLTSIZO,O,X,O,X,X,O
JLTSIOZ,O,X,O,X,X,O
JLTSZIO,O,X,O,X,X,O
JLTSZOI,O,X,O,X,X,O
JLTSOIZ,O,X,O,X,X,X
JLTSOZI,O,X,O,X,X,X
JLTZISO,X,X,X,O,X,X
JLTZIOS,X,X,X,O,X,X
JLTZSIO,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X
JLTZOIS,X,X,X,O,X,X
JLTZOSI,X,X,X,O,X,X
JLTOISZ,X,O,O,O,O,X
JLTOIZS,X,O,O,O,O,X
JLTOSIZ,X,X,O,O,O,X
JLTOSZI,X,X,O,O,O,X
JLTOZIS,X,O,X,O,X,X
JLTOZSI,X,O,X,O,X,X
JLITSZO,O,O,O,O,O,O
JLITSOZ,O,O,O,O,O,O
JLITZSO,O,X,O,O,X,O
JLITZOS,X,O,O,O,O,O
JLITOSZ,O,O,O,O,O,O
JLITOZS,X,O,O,O,O,X
JLISTZO,O,O,O,O,O,O
JLISTOZ,O,O,O,O,O,O
JLISZTO,O,O,O,O,O,O
JLISZOT,O,O,O,O,O,O
JLISOTZ,O,O,O,O,O,O
JLISOZT,O,O,O,O,O,O
JLIZTSO,O,X,O,O,X,O
JLIZTOS,X,O,O,O,O,O
JLIZSTO,O,X,O,O,X,O
JLIZSOT,O,O,O,O,X,O
JLIZOTS,X,O,O,O,O,O
JLIZOST,X,O,O,O,O,O
JLIOTSZ,O,O,O,O,O,O
JLIOTZS,X,O,O,O,O,X
JLIOSTZ,O,O,O,O,O,O
JLIOSZT,O,O,O,O,O,O
JLIOZTS,X,O,O,O,O,X
JLIOZST,X,O,O,O,O,X
JLSTIZO,O,O,O,X,X,O
JLSTIOZ,O,O,O,X,X,O
JLSTZIO,O,X,O,X,X,O
JLSTZOI,O,X,O,X,X,O
JLSTOIZ,O,O,O,X,X,X
JLSTOZI,O,O,O,X,X,X
JLSITZO,O,O,O,O,O,O
JLSITOZ,O,O,O,O,O,O
JLSIZTO,O,O,O,O,O,O
JLSIZOT,O,O,O,O,O,O
JLSIOTZ,O,O,O,O,O,O
JLSIOZT,O,O,O,O,O,O
JLSZTIO,O,X,O,X,X,O
JLSZTOI,O,X,O,X,X,O
JLSZITO,O,O,O,O,O,O
JLSZIOT,O,O,O,O,O,O
JLSZOTI,O,O,O,O,O,O
JLSZOIT,O,O,O,O,O,O
JLSOTIZ,O,O,O,O,O,X
JLSOTZI,O,O,O,O,O,X
JLSOITZ,O,O,O,O,O,O
JLSOIZT,O,O,O,O,O,O
JLSOZTI,O,O,O,O,O,O
JLSOZIT,O,O,O,O,O,O
JLZTISO,X,X,X,O,X,X
JLZTIOS,X,X,X,O,X,X
JLZTSIO,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X
JLZTOIS,X,X,X,O,X,X
JLZTOSI,X,X,X,O,X,X
JLZITSO,O,X,O,O,X,O
JLZITOS,X,O,O,O,O,O
JLZISTO,O,X,O,O,X,O
JLZISOT,O,O,O,O,X,O
JLZIOTS,X,O,O,O,O,O
JLZIOST,X,O,O,O,O,O
JLZSTIO,O,X,O,X,X,O
JLZSTOI,O,X,O,X,X,O
JLZSITO,O,X,O,O,X,O
JLZSIOT,O,O,O,O,X,O
JLZSOTI,O,O,O,O,X,O
JLZSOIT,O,O,O,O,X,O
JLZOTIS,X,O,X,O,X,X
JLZOTSI,X,O,X,O,X,X
JLZOITS,X,O,O,O,O,O
JLZOIST,X,O,O,O,O,O
JLZOSTI,X,O,O,O,O,O
JLZOSIT,X,O,O,O,O,O
JLOTISZ,X,O,O,O,O,X
JLOTIZS,X,O,O,O,O,X
JLOTSIZ,X,X,O,O,O,X
JLOTSZI,X,X,O,O,O,X
JLOTZIS,X,O,X,O,X,X
JLOTZSI,X,O,X,O,X,X
JLOITSZ,O,O,O,O,O,O
JLOITZS,X,O,O,O,O,X
JLOISTZ,O,O,O,O,O,O
JLOISZT,O,O,O,O,O,O
JLOIZTS,X,O,O,O,O,X
JLOIZST,X,O,O,O,O,X
JLOSTIZ,O,O,O,O,O,X
JLOSTZI,O,O,O,O,O,X
JLOSITZ,O,O,O,O,O,O
JLOSIZT,O,O,O,O,O,O
JLOSZTI,O,O,O,O,O,O
JLOSZIT,O,O,O,O,O,O
JLOZTIS,X,O,X,O,X,X
JLOZTSI,X,O,X,O,X,X
JLOZITS,X,O,O,O,O,X
JLOZIST,X,O,O,O,O,X
JLOZSTI,X,O,O,O,O,X
JLOZSIT,X,O,O,O,O,X
JSTILZO,O,O,O,X,O,O
JSTILOZ,O,O,O,O,O,O
JSTIZLO,O,O,O,X,O,O
JSTIZOL,O,O,O,O,O,O
JSTIOLZ,O,O,O,O,O,O
JSTIOZL,O,O,O,O,O,O
JSTLIZO,O,O,O,X,X,O
JSTLIOZ,O,O,O,X,X,O
JSTLZIO,O,X,O,X,X,O
JSTLZOI,O,X,O,X,X,O
JSTLOIZ,O,O,O,X,X,X
JSTLOZI,O,O,O,X,X,X
JSTZILO,O,X,O,X,O,O
JSTZIOL,O,X,O,X,O,O
JSTZLIO,O,X,O,X,X,O
JSTZLOI,O,X,O,X,X,O
JSTZOIL,O,X,X,X,O,O
JSTZOLI,O,X,X,X,O,O
JSTOILZ,O,O,X,O,O,X
JSTOIZL,O,O,X,O,O,X
JSTOLIZ,O,O,X,O,O,X
JSTOLZI,O,O,X,O,O,X
JSTOZIL,O,X,X,X,O,X
JSTOZLI,O,X,X,X,O,X
JSITLZO,O,O,O,O,O,O
JSITLOZ,O,O,O,O,O,O
JSITZLO,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O
JSITOLZ,O,O,O,O,O,O
JSITOZL,O,O,O,O,O,O
JSILTZO,O,O,O,O,O,O
JSILTOZ,O,O,O,O,O,O
JSILZTO,O,O,O,O,O,O
JSILZOT,O,O,O,O,O,O
JSILOTZ,O,O,O,O,O,O
JSILOZT,O,O,O,O,O,O
JSIZTLO,O,O,O,O,O,O
JSIZTOL,O,O,O,O,O,O
JSIZLTO,O,O,O,O,O,O
JSIZLOT,O,O,O,O,O,O
JSIZOTL,O,O,O,O,O,O
JSIZOLT,O,O,O,O,O,O
JSIOTLZ,O,O,O,O,O,O
JSIOTZL,O,O,O,O,O,O
JSIOLTZ,O,O,O,O,O,O
JSIOLZT,O,O,O,O,O,O
JSIOZTL,O,O,O,O,O,O
JSIOZLT,O,O,O,O,O,O
JSLTIZO,O,O,O,X,X,O
JSLTIOZ,O,O,O,X,X,O
JSLTZIO,O,X,O,X,X,O
JSLTZOI,O,X,O,X,X,O
JSLTOIZ,O,O,O,X,X,X
JSLTOZI,O,O,O,X,X,X
JSLITZO,O,O,O,O,O,O
JSLITOZ,O,O,O,O,O,O
JSLIZTO,O,O,O,O,O,O
JSLIZOT,O,O,O,O,O,O
JSLIOTZ,O,O,O,O,O,O
JSLIOZT,O,O,O,O,O,O
JSLZTIO,O,X,O,X,X,O
JSLZTOI,O,X,O,X,X,O
JSLZITO,O,O,O,O,O,O
JSLZIOT,O,O,O,O,O,O
JSLZOTI,O,O,O,O,O,O
JSLZOIT,O,O,O,O,O,O
JSLOTIZ,O,O,O,O,O,X
JSLOTZI,O,O,O,O,O,X
JSLOITZ,O,O,O,O,O,O
JSLOIZT,O,O,O,O,O,O
JSLOZTI,O,O,O,O,O,O
JSLOZIT,O,O,O,O,O,O
JSZTILO,O,X,O,X,O,O
JSZTIOL,O,X,O,X,O,O
JSZTLIO,O,X,O,X,X,O
JSZTLOI,O,X,O,X,X,O
JSZTOIL,O,X,X,X,O,O
JSZTOLI,O,X,X,X,O,O
JSZITLO,O,O,O,O,O,O
JSZITOL,O,O,O,O,O,O
JSZILTO,O,O,O,O,O,O
JSZILOT,O,O,O,O,O,O
JSZIOTL,O,O,O,O,O,O
JSZIOLT,O,O,O,O,O,O
JSZLTIO,O,X,O,X,X,O
JSZLTOI,O,X,O,X,X,O
JSZLITO,O,O,O,O,O,O
JSZLIOT,O,O,O,O,O,O
JSZLOTI,O,O,O,O,O,O
JSZLOIT,O,O,O,O,O,O
JSZOTIL,O,X,X,X,O,O
JSZOTLI,O,X,X,X,O,O
JSZOITL,O,O,O,O,O,O
JSZOILT,O,O,O,O,O,O
JSZOLTI,O,O,O,O,O,O
JSZOLIT,O,O,O,O,O,O
JSOTILZ,O,O,X,O,O,X
JSOTIZL,O,O,X,O,O,X
JSOTLIZ,O,O,X,O,O,X
JSOTLZI,O,O,X,O,O,X
JSOTZIL,O,X,X,X,O,X
JSOTZLI,O,X,X,X,O,X
JSOITLZ,O,O,O,O,O,O
JSOITZL,O,O,O,O,O,O
