sequence,v115@9gD8DeF8CeG8BeH8CeC8JeqLJvhFdiBsdBpUBzVBOV?B3TB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBlmB2wB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBFiBqrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB0rBirB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBTrBmrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBNrBzrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB3mB2wB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBimB1wB,v115@9gD8DeF8CeG8BeH8CeC8JeNLJvhB6rBOsB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBurBFsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhB0rBOrB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBtmBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeOGJvhBXiB1wB,v115@9gD8DeF8CeG8BeH8CeC8JelGJvhBOrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je0BJvhBNrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBcrBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhBNrB0rB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBTrBFsB,v115@9gD8DeF8CeG8BeH8CeC8Je/GJvhBFiB2wB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB0rBXn?BOrB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB2mBMr?BXsB
ZOLJTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLJITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLJSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLJSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLSTIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLSTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLSITJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLSIJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLSJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLSJIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOJTILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOJTISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOJTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOJTLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOJTSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOJTSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOJITLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJITSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJILTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJILST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJISTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJISLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJLTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJLITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJLSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJLSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJSTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOJSTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOJSITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOJSILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOJSLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOJSLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOSTILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSTIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSTLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSTLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSTJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSTJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSITLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSITJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSILTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSILJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSIJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSIJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSLTIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSLTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSLITJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSLIJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSLJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSLJIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSJTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSJTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSJITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSJILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSJLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSJLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTILJSZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTILJZS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
OTILSJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTILSZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILZJS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
OTILZSJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJLSZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTIJLZS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTIJSLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTIJSZL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTIJZLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTIJZSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTISLJZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OTISLZJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISJLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OTISJZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OTISZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISZJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZLJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTIZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIZJLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTIZJSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTIZSLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIZSJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLIJSZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLIJZS,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
OTLISJZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLISZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLIZJS,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
OTLIZSJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLJISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLJIZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
OTLJSIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLJSZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLJZIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
OTLJZSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
OTLSIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLSIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLSJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLSJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLSZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLSZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLZIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTLZISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLZJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTLZJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTLZSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLZSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJILSZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTJILZS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJISLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTJISZL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTJIZLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJIZSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJLISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTJLIZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OTJLSIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTJLSZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTJLZIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OTJLZSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OTJSILZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
OTJSIZL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
OTJSLIZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
OTJSLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
OTJSZIL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
OTJSZLI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
OTJZILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJZISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJZLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJZLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJZSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJZSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
OTSILJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSILZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSIJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIZJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSLIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSLJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSLZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSJILZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OTSJIZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OTSJLIZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OTSJLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OTSJZIL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OTSJZLI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OTSZILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSZIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSZLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSZLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSZJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTSZJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTZILJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZILSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZIJLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZIJSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZISLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZISJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZLIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZLISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZLJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZLJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZLSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZLSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZJILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZJISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZJLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZJLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZJSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZJSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTZSILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZSIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZSLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZSLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZSJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZSJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OITLJSZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OITLJZS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
OITLSJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OITLSZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLZJS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
OITLZSJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJLSZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITJLZS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OITJSLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITJSZL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITJZLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OITJZSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OITSLJZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OITSLZJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITSJLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OITSJZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OITSZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITSZJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITZLJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OITZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZJLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OITZJSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OITZSLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZSJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILJSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJZTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILJZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZTJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILZTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILZJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJTLSZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OIJTLZS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OIJTSLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OIJTSZL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OIJTZLS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OIJTZSL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OIJLTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJLSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLZTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJLZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJSTLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSTZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSLZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSZTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSZLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJZTLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJZTSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJZLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJZLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJZSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OIJZSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OISTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISTJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISTZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISTZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISLZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
