sequence,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jeu9IvhF6UBzfBvbBM?aBJLBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jeu9IvhF6UBlrBMqBv?pBzfBJVB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jeu9IvhF6UBlrB0pBT?lB3fBJVB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jeu9IvhF6UBlrBXqBT?kBUgBJVB
SZLJOTI,X,O,O,O
SZLJOIT,X,O,O,O
SZLOTIJ,X,O,O,O
SZLOTJI,X,O,O,O
SZLOITJ,X,O,O,O
SZLOIJT,X,O,O,O
SZLOJTI,X,O,O,O
SZLOJIT,X,O,O,O
SZJTILO,X,O,O,X
SZJTIOL,X,O,O,X
SZJTLIO,X,O,O,X
SZJTLOI,X,O,O,O
SZJTOIL,X,O,O,O
SZJTOLI,X,O,O,O
SZJITLO,X,O,O,X
SZJITOL,X,O,O,X
SZJILTO,X,O,O,X
SZJILOT,X,O,O,X
SZJIOTL,X,O,O,X
SZJIOLT,X,O,O,X
SZJLTIO,X,O,O,X
SZJLTOI,X,O,O,O
SZJLITO,X,O,O,X
SZJLIOT,X,O,O,X
SZJLOTI,X,O,O,O
SZJLOIT,X,O,O,O
SZJOTIL,X,O,O,O
SZJOTLI,X,O,O,O
SZJOITL,X,O,O,O
SZJOILT,X,O,O,O
SZJOLTI,X,O,O,O
SZJOLIT,X,O,O,O
SZOTILJ,X,O,O,O
SZOTIJL,X,O,O,O
SZOTLIJ,X,O,O,O
SZOTLJI,X,O,O,O
SZOTJIL,X,O,O,O
SZOTJLI,X,O,O,O
SZOITLJ,X,O,O,O
SZOITJL,X,O,O,O
SZOILTJ,X,O,O,O
SZOILJT,X,O,O,O
SZOIJTL,X,O,O,O
SZOIJLT,X,O,O,O
SZOLTIJ,X,O,O,O
SZOLTJI,X,O,O,O
SZOLITJ,X,O,O,O
SZOLIJT,X,O,O,O
SZOLJTI,X,O,O,O
SZOLJIT,X,O,O,O
SZOJTIL,X,O,O,O
SZOJTLI,X,O,O,O
SZOJITL,X,O,O,O
SZOJILT,X,O,O,O
SZOJLTI,X,O,O,O
SZOJLIT,X,O,O,O
SOTILJZ,O,O,X,O
SOTILZJ,O,O,X,O
SOTIJLZ,O,O,X,O
SOTIJZL,O,O,X,O
SOTIZLJ,O,O,X,O
SOTIZJL,O,O,X,O
SOTLIJZ,O,O,X,O
SOTLIZJ,O,O,X,O
SOTLJIZ,O,O,X,O
SOTLJZI,O,O,O,O
SOTLZIJ,O,O,O,O
SOTLZJI,O,O,O,O
SOTJILZ,O,O,X,O
SOTJIZL,O,O,X,O
SOTJLIZ,O,O,X,O
SOTJLZI,O,O,O,O
SOTJZIL,O,O,O,O
SOTJZLI,O,O,O,O
SOTZILJ,O,O,O,O
SOTZIJL,O,O,O,O
SOTZLIJ,O,O,O,O
SOTZLJI,O,O,O,O
SOTZJIL,O,O,O,O
SOTZJLI,O,O,O,O
SOITLJZ,O,O,X,O
SOITLZJ,O,O,X,O
SOITJLZ,O,O,X,O
SOITJZL,O,O,X,O
SOITZLJ,O,O,X,O
SOITZJL,O,O,X,O
SOILTJZ,O,O,X,O
SOILTZJ,O,O,X,O
SOILJTZ,O,O,X,O
SOILJZT,O,O,X,O
SOILZTJ,O,O,X,O
SOILZJT,O,O,X,O
SOIJTLZ,O,O,X,O
SOIJTZL,O,O,X,O
SOIJLTZ,O,O,X,O
SOIJLZT,O,O,X,O
SOIJZTL,O,O,X,O
SOIJZLT,O,O,X,O
SOIZTLJ,O,O,X,O
SOIZTJL,O,O,X,O
SOIZLTJ,O,O,X,O
SOIZLJT,O,O,X,O
SOIZJTL,O,O,X,O
SOIZJLT,O,O,X,O
SOLTIJZ,O,O,X,O
SOLTIZJ,O,O,X,O
SOLTJIZ,O,O,X,O
SOLTJZI,O,O,O,O
SOLTZIJ,O,O,O,O
SOLTZJI,O,O,O,O
SOLITJZ,O,O,X,O
SOLITZJ,O,O,X,O
SOLIJTZ,O,O,X,O
SOLIJZT,O,O,X,O
SOLIZTJ,O,O,X,O
SOLIZJT,O,O,X,O
SOLJTIZ,O,O,X,O
SOLJTZI,O,O,O,O
SOLJITZ,O,O,X,O
SOLJIZT,O,O,X,O
SOLJZTI,O,O,O,O
SOLJZIT,O,O,O,O
SOLZTIJ,O,O,O,O
SOLZTJI,O,O,O,O
SOLZITJ,O,O,O,O
SOLZIJT,O,O,O,O
SOLZJTI,O,O,O,O
SOLZJIT,O,O,O,O
SOJTILZ,O,O,X,O
SOJTIZL,O,O,X,O
SOJTLIZ,O,O,X,O
SOJTLZI,O,O,O,O
SOJTZIL,O,O,O,O
SOJTZLI,O,O,O,O
SOJITLZ,O,O,X,O
SOJITZL,O,O,X,O
SOJILTZ,O,O,X,O
SOJILZT,O,O,X,O
SOJIZTL,O,O,X,O
SOJIZLT,O,O,X,O
SOJLTIZ,O,O,X,O
SOJLTZI,O,O,O,O
SOJLITZ,O,O,X,O
SOJLIZT,O,O,X,O
SOJLZTI,O,O,O,O
SOJLZIT,O,O,O,O
SOJZTIL,O,O,O,O
SOJZTLI,O,O,O,O
SOJZITL,O,O,O,O
SOJZILT,O,O,O,O
SOJZLTI,O,O,O,O
SOJZLIT,O,O,O,O
SOZTILJ,O,O,O,O
SOZTIJL,O,O,O,O
SOZTLIJ,O,O,O,O
SOZTLJI,O,O,O,O
SOZTJIL,O,O,O,O
SOZTJLI,O,O,O,O
SOZITLJ,O,O,O,O
SOZITJL,O,O,O,O
SOZILTJ,O,O,O,O
SOZILJT,O,O,O,O
SOZIJTL,O,O,O,O
SOZIJLT,O,O,O,O
SOZLTIJ,O,O,O,O
SOZLTJI,O,O,O,O
SOZLITJ,O,O,O,O
SOZLIJT,O,O,O,O
SOZLJTI,O,O,O,O
SOZLJIT,O,O,O,O
SOZJTIL,O,O,O,O
SOZJTLI,O,O,O,O
SOZJITL,O,O,O,O
SOZJILT,O,O,O,O
SOZJLTI,O,O,O,O
SOZJLIT,O,O,O,O
ZTILJSO,X,O,O,X
ZTILJOS,X,X,O,X
ZTILSJO,X,O,O,X
ZTILSOJ,X,O,O,X
ZTILOJS,X,X,O,X
ZTILOSJ,X,X,O,X
ZTIJLSO,X,O,O,X
ZTIJLOS,X,X,O,X
ZTIJSLO,X,O,O,X
ZTIJSOL,X,O,O,X
ZTIJOLS,X,X,O,X
ZTIJOSL,X,X,O,X
ZTISLJO,X,O,O,X
ZTISLOJ,X,O,O,X
ZTISJLO,X,O,O,X
ZTISJOL,X,O,O,X
ZTISOLJ,X,O,O,X
ZTISOJL,X,O,O,X
ZTIOLJS,X,X,O,X
ZTIOLSJ,X,X,O,X
ZTIOJLS,X,X,O,X
ZTIOJSL,X,X,O,X
ZTIOSLJ,X,X,O,X
ZTIOSJL,X,X,O,X
ZTLIJSO,X,O,O,X
ZTLIJOS,X,X,O,X
ZTLISJO,X,O,O,X
ZTLISOJ,X,O,O,X
ZTLIOJS,X,X,O,X
ZTLIOSJ,X,X,O,X
ZTLJISO,X,O,O,X
ZTLJIOS,X,X,O,X
ZTLJSIO,X,O,O,X
ZTLJSOI,X,O,O,O
ZTLJOIS,O,X,O,X
ZTLJOSI,O,O,O,X
ZTLSIJO,X,O,O,X
ZTLSIOJ,X,O,O,X
ZTLSJIO,X,O,O,X
ZTLSJOI,X,O,O,O
ZTLSOIJ,X,O,O,O
ZTLSOJI,X,O,O,O
ZTLOIJS,O,X,O,X
ZTLOISJ,O,X,O,X
ZTLOJIS,O,X,O,X
ZTLOJSI,O,O,O,X
ZTLOSIJ,O,O,O,X
ZTLOSJI,O,O,O,X
ZTJILSO,X,O,O,X
ZTJILOS,X,X,O,X
ZTJISLO,X,O,O,X
ZTJISOL,X,O,O,X
ZTJIOLS,X,X,O,X
ZTJIOSL,X,X,O,X
ZTJLISO,X,O,O,X
ZTJLIOS,X,X,O,X
ZTJLSIO,X,O,O,X
ZTJLSOI,X,O,O,O
ZTJLOIS,O,X,O,X
ZTJLOSI,O,O,O,X
ZTJSILO,X,O,O,X
ZTJSIOL,X,O,O,X
ZTJSLIO,X,O,O,X
ZTJSLOI,X,O,O,O
ZTJSOIL,X,O,O,O
ZTJSOLI,X,O,O,O
ZTJOILS,O,X,O,X
ZTJOISL,O,X,O,X
ZTJOLIS,O,X,O,X
ZTJOLSI,O,O,O,X
ZTJOSIL,O,O,O,X
ZTJOSLI,O,O,O,X
ZTSILJO,X,O,O,X
ZTSILOJ,X,O,O,X
ZTSIJLO,X,O,O,X
ZTSIJOL,X,O,O,X
ZTSIOLJ,X,O,O,X
ZTSIOJL,X,O,O,X
ZTSLIJO,X,O,O,X
ZTSLIOJ,X,O,O,X
ZTSLJIO,X,O,O,X
ZTSLJOI,X,O,O,O
ZTSLOIJ,X,O,O,O
ZTSLOJI,X,O,O,O
ZTSJILO,X,O,O,X
ZTSJIOL,X,O,O,X
ZTSJLIO,X,O,O,X
ZTSJLOI,X,O,O,O
ZTSJOIL,X,O,O,O
ZTSJOLI,X,O,O,O
ZTSOILJ,X,O,O,O
ZTSOIJL,X,O,O,O
ZTSOLIJ,X,O,O,O
ZTSOLJI,X,O,O,O
ZTSOJIL,X,O,O,O
ZTSOJLI,X,O,O,O
ZTOILJS,O,X,O,X
ZTOILSJ,O,X,O,X
ZTOIJLS,O,X,O,X
ZTOIJSL,O,X,O,X
ZTOISLJ,O,X,O,X
ZTOISJL,O,X,O,X
ZTOLIJS,O,X,O,X
ZTOLISJ,O,X,O,X
ZTOLJIS,O,X,O,X
ZTOLJSI,O,O,O,X
ZTOLSIJ,O,O,O,X
ZTOLSJI,O,O,O,X
ZTOJILS,O,X,O,X
ZTOJISL,O,X,O,X
ZTOJLIS,O,X,O,X
ZTOJLSI,O,O,O,X
ZTOJSIL,O,O,O,X
ZTOJSLI,O,O,O,X
ZTOSILJ,O,O,O,X
ZTOSIJL,O,O,O,X
ZTOSLIJ,O,O,O,X
ZTOSLJI,O,O,O,X
ZTOSJIL,O,O,O,X
ZTOSJLI,O,O,O,X
ZITLJSO,X,O,O,X
ZITLJOS,X,X,O,X
ZITLSJO,X,O,O,X
ZITLSOJ,X,O,O,X
ZITLOJS,X,X,O,X
ZITLOSJ,X,X,O,X
ZITJLSO,X,O,O,X
ZITJLOS,X,X,O,X
ZITJSLO,X,O,O,X
ZITJSOL,X,O,O,X
ZITJOLS,X,X,O,X
ZITJOSL,X,X,O,X
ZITSLJO,X,O,O,X
ZITSLOJ,X,O,O,X
ZITSJLO,X,O,O,X
ZITSJOL,X,O,O,X
ZITSOLJ,X,O,O,X
ZITSOJL,X,O,O,X
ZITOLJS,X,X,O,X
ZITOLSJ,X,X,O,X
ZITOJLS,X,X,O,X
ZITOJSL,X,X,O,X
ZITOSLJ,X,X,O,X
ZITOSJL,X,X,O,X
ZILTJSO,X,O,O,X
ZILTJOS,X,X,O,X
ZILTSJO,X,O,O,X
ZILTSOJ,X,O,O,X
ZILTOJS,X,X,O,X
ZILTOSJ,X,X,O,X
ZILJTSO,X,O,O,X
ZILJTOS,X,X,O,X
ZILJSTO,X,O,O,X
ZILJSOT,X,O,O,X
ZILJOTS,X,X,O,X
ZILJOST,X,X,O,X
ZILSTJO,X,O,O,X
ZILSTOJ,X,O,O,X
ZILSJTO,X,O,O,X
ZILSJOT,X,O,O,X
ZILSOTJ,X,O,O,X
ZILSOJT,X,O,O,X
ZILOTJS,X,X,O,X
ZILOTSJ,X,X,O,X
ZILOJTS,X,X,O,X
ZILOJST,X,X,O,X
ZILOSTJ,X,X,O,X
ZILOSJT,X,X,O,X
ZIJTLSO,X,O,O,X
ZIJTLOS,X,X,O,X
ZIJTSLO,X,O,O,X
ZIJTSOL,X,O,O,X
ZIJTOLS,X,X,O,X
ZIJTOSL,X,X,O,X
ZIJLTSO,X,O,O,X
ZIJLTOS,X,X,O,X
ZIJLSTO,X,O,O,X
ZIJLSOT,X,O,O,X
ZIJLOTS,X,X,O,X
ZIJLOST,X,X,O,X
ZIJSTLO,X,O,O,X
ZIJSTOL,X,O,O,X
ZIJSLTO,X,O,O,X
ZIJSLOT,X,O,O,X
ZIJSOTL,X,O,O,X
ZIJSOLT,X,O,O,X
ZIJOTLS,X,X,O,X
ZIJOTSL,X,X,O,X
ZIJOLTS,X,X,O,X
ZIJOLST,X,X,O,X
ZIJOSTL,X,X,O,X
ZIJOSLT,X,X,O,X
ZISTLJO,X,O,O,X
ZISTLOJ,X,O,O,X
ZISTJLO,X,O,O,X
ZISTJOL,X,O,O,X
ZISTOLJ,X,O,O,X
ZISTOJL,X,O,O,X
ZISLTJO,X,O,O,X
ZISLTOJ,X,O,O,X
ZISLJTO,X,O,O,X
ZISLJOT,X,O,O,X
ZISLOTJ,X,O,O,X
ZISLOJT,X,O,O,X
ZISJTLO,X,O,O,X
ZISJTOL,X,O,O,X
ZISJLTO,X,O,O,X
ZISJLOT,X,O,O,X
ZISJOTL,X,O,O,X
ZISJOLT,X,O,O,X
ZISOTLJ,X,O,O,X
ZISOTJL,X,O,O,X
ZISOLTJ,X,O,O,X
ZISOLJT,X,O,O,X
ZISOJTL,X,O,O,X
ZISOJLT,X,O,O,X
ZIOTLJS,X,X,O,X
ZIOTLSJ,X,X,O,X
ZIOTJLS,X,X,O,X
ZIOTJSL,X,X,O,X
ZIOTSLJ,X,X,O,X
ZIOTSJL,X,X,O,X
ZIOLTJS,X,X,O,X
ZIOLTSJ,X,X,O,X
ZIOLJTS,X,X,O,X
ZIOLJST,X,X,O,X
ZIOLSTJ,X,X,O,X
ZIOLSJT,X,X,O,X
ZIOJTLS,X,X,O,X
ZIOJTSL,X,X,O,X
ZIOJLTS,X,X,O,X
ZIOJLST,X,X,O,X
ZIOJSTL,X,X,O,X
ZIOJSLT,X,X,O,X
ZIOSTLJ,X,X,O,X
ZIOSTJL,X,X,O,X
ZIOSLTJ,X,X,O,X
ZIOSLJT,X,X,O,X
ZIOSJTL,X,X,O,X
ZIOSJLT,X,X,O,X
ZLTIJSO,X,O,O,X
ZLTIJOS,X,X,O,X
ZLTISJO,X,O,O,X
ZLTISOJ,X,O,O,X
ZLTIOJS,X,X,O,X
ZLTIOSJ,X,X,O,X
ZLTJISO,X,O,O,X
ZLTJIOS,X,X,O,X
ZLTJSIO,X,O,O,X
ZLTJSOI,X,O,O,O
ZLTJOIS,O,X,O,X
ZLTJOSI,O,O,O,X
ZLTSIJO,X,O,O,X
ZLTSIOJ,X,O,O,X
ZLTSJIO,X,O,O,X
ZLTSJOI,X,O,O,O
ZLTSOIJ,X,O,O,O
ZLTSOJI,X,O,O,O
ZLTOIJS,O,X,O,X
ZLTOISJ,O,X,O,X
ZLTOJIS,O,X,O,X
ZLTOJSI,O,O,O,X
ZLTOSIJ,O,O,O,X
ZLTOSJI,O,O,O,X
ZLITJSO,X,O,O,X
ZLITJOS,X,X,O,X
ZLITSJO,X,O,O,X
ZLITSOJ,X,O,O,X
ZLITOJS,X,X,O,X
ZLITOSJ,X,X,O,X
ZLIJTSO,X,O,O,X
ZLIJTOS,X,X,O,X
ZLIJSTO,X,O,O,X
ZLIJSOT,X,O,O,X
ZLIJOTS,X,X,O,X
ZLIJOST,X,X,O,X
ZLISTJO,X,O,O,X
ZLISTOJ,X,O,O,X
ZLISJTO,X,O,O,X
ZLISJOT,X,O,O,X
ZLISOTJ,X,O,O,X
ZLISOJT,X,O,O,X
ZLIOTJS,X,X,O,X
ZLIOTSJ,X,X,O,X
ZLIOJTS,X,X,O,X
ZLIOJST,X,X,O,X
ZLIOSTJ,X,X,O,X
ZLIOSJT,X,X,O,X
ZLJTISO,X,O,O,X
ZLJTIOS,X,X,O,X
ZLJTSIO,X,O,O,X
ZLJTSOI,X,O,O,O
ZLJTOIS,O,X,O,X
ZLJTOSI,O,O,O,X
ZLJITSO,X,O,O,X
ZLJITOS,X,X,O,X
ZLJISTO,X,O,O,X
ZLJISOT,X,O,O,X
ZLJIOTS,X,X,O,X
ZLJIOST,X,X,O,X
ZLJSTIO,X,O,O,X
ZLJSTOI,X,O,O,O
ZLJSITO,X,O,O,X
ZLJSIOT,X,O,O,X
ZLJSOTI,X,O,O,O
ZLJSOIT,X,O,O,O
ZLJOTIS,O,X,O,X
ZLJOTSI,O,O,O,X
ZLJOITS,O,X,O,X
ZLJOIST,O,X,O,X
ZLJOSTI,O,O,O,X
ZLJOSIT,O,O,O,X
ZLSTIJO,X,O,O,X
ZLSTIOJ,X,O,O,X
ZLSTJIO,X,O,O,X
ZLSTJOI,X,O,O,O
ZLSTOIJ,X,O,O,O
ZLSTOJI,X,O,O,O
ZLSITJO,X,O,O,X
ZLSITOJ,X,O,O,X
ZLSIJTO,X,O,O,X
ZLSIJOT,X,O,O,X
ZLSIOTJ,X,O,O,X
ZLSIOJT,X,O,O,X
ZLSJTIO,X,O,O,X
ZLSJTOI,X,O,O,O
ZLSJITO,X,O,O,X
ZLSJIOT,X,O,O,X
ZLSJOTI,X,O,O,O
ZLSJOIT,X,O,O,O
ZLSOTIJ,X,O,O,O
ZLSOTJI,X,O,O,O
ZLSOITJ,X,O,O,O
ZLSOIJT,X,O,O,O
ZLSOJTI,X,O,O,O
ZLSOJIT,X,O,O,O
ZLOTIJS,O,X,O,X
ZLOTISJ,O,X,O,X
ZLOTJIS,O,X,O,X
ZLOTJSI,O,O,O,X
ZLOTSIJ,O,O,O,X
ZLOTSJI,O,O,O,X
ZLOITJS,O,X,O,X
ZLOITSJ,O,X,O,X
ZLOIJTS,O,X,O,X
ZLOIJST,O,X,O,X
ZLOISTJ,O,X,O,X
ZLOISJT,O,X,O,X
ZLOJTIS,O,X,O,X
ZLOJTSI,O,O,O,X
ZLOJITS,O,X,O,X
ZLOJIST,O,X,O,X
ZLOJSTI,O,O,O,X
ZLOJSIT,O,O,O,X
ZLOSTIJ,O,O,O,X
ZLOSTJI,O,O,O,X
ZLOSITJ,O,O,O,X
ZLOSIJT,O,O,O,X
ZLOSJTI,O,O,O,X
ZLOSJIT,O,O,O,X
ZJTILSO,X,O,O,X
ZJTILOS,X,X,O,X
ZJTISLO,X,O,O,X
ZJTISOL,X,O,O,X
ZJTIOLS,X,X,O,X
ZJTIOSL,X,X,O,X
ZJTLISO,X,O,O,X
ZJTLIOS,X,X,O,X
ZJTLSIO,X,O,O,X
ZJTLSOI,X,O,O,O
ZJTLOIS,O,X,O,X
ZJTLOSI,O,O,O,X
ZJTSILO,X,O,O,X
ZJTSIOL,X,O,O,X
ZJTSLIO,X,O,O,X
ZJTSLOI,X,O,O,O
ZJTSOIL,X,O,O,O
ZJTSOLI,X,O,O,O
ZJTOILS,O,X,O,X
ZJTOISL,O,X,O,X
ZJTOLIS,O,X,O,X
ZJTOLSI,O,O,O,X
ZJTOSIL,O,O,O,X
ZJTOSLI,O,O,O,X
ZJITLSO,X,O,O,X
ZJITLOS,X,X,O,X
ZJITSLO,X,O,O,X
ZJITSOL,X,O,O,X
ZJITOLS,X,X,O,X
ZJITOSL,X,X,O,X
ZJILTSO,X,O,O,X
ZJILTOS,X,X,O,X
ZJILSTO,X,O,O,X
ZJILSOT,X,O,O,X
ZJILOTS,X,X,O,X
ZJILOST,X,X,O,X
ZJISTLO,X,O,O,X
ZJISTOL,X,O,O,X
ZJISLTO,X,O,O,X
ZJISLOT,X,O,O,X
ZJISOTL,X,O,O,X
ZJISOLT,X,O,O,X
ZJIOTLS,X,X,O,X
ZJIOTSL,X,X,O,X
ZJIOLTS,X,X,O,X
ZJIOLST,X,X,O,X
ZJIOSTL,X,X,O,X
ZJIOSLT,X,X,O,X
ZJLTISO,X,O,O,X
ZJLTIOS,X,X,O,X
ZJLTSIO,X,O,O,X
ZJLTSOI,X,O,O,O
ZJLTOIS,O,X,O,X
ZJLTOSI,O,O,O,X
ZJLITSO,X,O,O,X
ZJLITOS,X,X,O,X
ZJLISTO,X,O,O,X
ZJLISOT,X,O,O,X
ZJLIOTS,X,X,O,X
ZJLIOST,X,X,O,X
ZJLSTIO,X,O,O,X
ZJLSTOI,X,O,O,O
ZJLSITO,X,O,O,X
ZJLSIOT,X,O,O,X
ZJLSOTI,X,O,O,O
ZJLSOIT,X,O,O,O
ZJLOTIS,O,X,O,X
ZJLOTSI,O,O,O,X
ZJLOITS,O,X,O,X
ZJLOIST,O,X,O,X
ZJLOSTI,O,O,O,X
ZJLOSIT,O,O,O,X
ZJSTILO,X,O,O,X
ZJSTIOL,X,O,O,X
ZJSTLIO,X,O,O,X
ZJSTLOI,X,O,O,O
ZJSTOIL,X,O,O,O
ZJSTOLI,X,O,O,O
ZJSITLO,X,O,O,X
ZJSITOL,X,O,O,X
ZJSILTO,X,O,O,X
ZJSILOT,X,O,O,X
ZJSIOTL,X,O,O,X
ZJSIOLT,X,O,O,X
ZJSLTIO,X,O,O,X
ZJSLTOI,X,O,O,O
ZJSLITO,X,O,O,X
ZJSLIOT,X,O,O,X
ZJSLOTI,X,O,O,O
ZJSLOIT,X,O,O,O
ZJSOTIL,X,O,O,O
ZJSOTLI,X,O,O,O
ZJSOITL,X,O,O,O
ZJSOILT,X,O,O,O
ZJSOLTI,X,O,O,O
ZJSOLIT,X,O,O,O
ZJOTILS,O,X,O,X
ZJOTISL,O,X,O,X
ZJOTLIS,O,X,O,X
ZJOTLSI,O,O,O,X
ZJOTSIL,O,O,O,X
ZJOTSLI,O,O,O,X
ZJOITLS,O,X,O,X
ZJOITSL,O,X,O,X
ZJOILTS,O,X,O,X
ZJOILST,O,X,O,X
ZJOISTL,O,X,O,X
ZJOISLT,O,X,O,X
ZJOLTIS,O,X,O,X
ZJOLTSI,O,O,O,X
ZJOLITS,O,X,O,X
ZJOLIST,O,X,O,X
ZJOLSTI,O,O,O,X
ZJOLSIT,O,O,O,X
ZJOSTIL,O,O,O,X
ZJOSTLI,O,O,O,X
ZJOSITL,O,O,O,X
ZJOSILT,O,O,O,X
ZJOSLTI,O,O,O,X
ZJOSLIT,O,O,O,X
ZSTILJO,X,O,O,X
ZSTILOJ,X,O,O,X
ZSTIJLO,X,O,O,X
ZSTIJOL,X,O,O,X
ZSTIOLJ,X,O,O,X
ZSTIOJL,X,O,O,X
ZSTLIJO,X,O,O,X
ZSTLIOJ,X,O,O,X
ZSTLJIO,X,O,O,X
ZSTLJOI,X,O,O,O
ZSTLOIJ,X,O,O,O
ZSTLOJI,X,O,O,O
ZSTJILO,X,O,O,X
ZSTJIOL,X,O,O,X
ZSTJLIO,X,O,O,X
ZSTJLOI,X,O,O,O
ZSTJOIL,X,O,O,O
ZSTJOLI,X,O,O,O
ZSTOILJ,X,O,O,O
ZSTOIJL,X,O,O,O
ZSTOLIJ,X,O,O,O
ZSTOLJI,X,O,O,O
ZSTOJIL,X,O,O,O
ZSTOJLI,X,O,O,O
ZSITLJO,X,O,O,X
ZSITLOJ,X,O,O,X
ZSITJLO,X,O,O,X
ZSITJOL,X,O,O,X
ZSITOLJ,X,O,O,X
ZSITOJL,X,O,O,X
ZSILTJO,X,O,O,X
ZSILTOJ,X,O,O,X
ZSILJTO,X,O,O,X
ZSILJOT,X,O,O,X
ZSILOTJ,X,O,O,X
ZSILOJT,X,O,O,X
ZSIJTLO,X,O,O,X
ZSIJTOL,X,O,O,X
ZSIJLTO,X,O,O,X
ZSIJLOT,X,O,O,X
ZSIJOTL,X,O,O,X
ZSIJOLT,X,O,O,X
ZSIOTLJ,X,O,O,X
ZSIOTJL,X,O,O,X
ZSIOLTJ,X,O,O,X
ZSIOLJT,X,O,O,X
ZSIOJTL,X,O,O,X
ZSIOJLT,X,O,O,X
ZSLTIJO,X,O,O,X
ZSLTIOJ,X,O,O,X
ZSLTJIO,X,O,O,X
ZSLTJOI,X,O,O,O
ZSLTOIJ,X,O,O,O
ZSLTOJI,X,O,O,O
ZSLITJO,X,O,O,X
ZSLITOJ,X,O,O,X
ZSLIJTO,X,O,O,X
ZSLIJOT,X,O,O,X
ZSLIOTJ,X,O,O,X
ZSLIOJT,X,O,O,X
ZSLJTIO,X,O,O,X
ZSLJTOI,X,O,O,O
ZSLJITO,X,O,O,X
ZSLJIOT,X,O,O,X
ZSLJOTI,X,O,O,O
ZSLJOIT,X,O,O,O
ZSLOTIJ,X,O,O,O
ZSLOTJI,X,O,O,O
ZSLOITJ,X,O,O,O
ZSLOIJT,X,O,O,O
ZSLOJTI,X,O,O,O
ZSLOJIT,X,O,O,O
ZSJTILO,X,O,O,X
ZSJTIOL,X,O,O,X
ZSJTLIO,X,O,O,X
ZSJTLOI,X,O,O,O
ZSJTOIL,X,O,O,O
ZSJTOLI,X,O,O,O
ZSJITLO,X,O,O,X
ZSJITOL,X,O,O,X
ZSJILTO,X,O,O,X
ZSJILOT,X,O,O,X
ZSJIOTL,X,O,O,X
ZSJIOLT,X,O,O,X
ZSJLTIO,X,O,O,X
ZSJLTOI,X,O,O,O
ZSJLITO,X,O,O,X
ZSJLIOT,X,O,O,X
ZSJLOTI,X,O,O,O
ZSJLOIT,X,O,O,O
ZSJOTIL,X,O,O,O
ZSJOTLI,X,O,O,O
ZSJOITL,X,O,O,O
ZSJOILT,X,O,O,O
ZSJOLTI,X,O,O,O
ZSJOLIT,X,O,O,O
ZSOTILJ,X,O,O,O
ZSOTIJL,X,O,O,O
ZSOTLIJ,X,O,O,O
ZSOTLJI,X,O,O,O
ZSOTJIL,X,O,O,O
ZSOTJLI,X,O,O,O
ZSOITLJ,X,O,O,O
ZSOITJL,X,O,O,O
ZSOILTJ,X,O,O,O
ZSOILJT,X,O,O,O
ZSOIJTL,X,O,O,O
ZSOIJLT,X,O,O,O
ZSOLTIJ,X,O,O,O
ZSOLTJI,X,O,O,O
ZSOLITJ,X,O,O,O
ZSOLIJT,X,O,O,O
ZSOLJTI,X,O,O,O
ZSOLJIT,X,O,O,O
ZSOJTIL,X,O,O,O
ZSOJTLI,X,O,O,O
ZSOJITL,X,O,O,O
ZSOJILT,X,O,O,O
ZSOJLTI,X,O,O,O
ZSOJLIT,X,O,O,O
ZOTILJS,O,X,O,X
ZOTILSJ,O,X,O,X
ZOTIJLS,O,X,O,X
ZOTIJSL,O,X,O,X
ZOTISLJ,O,X,O,X
ZOTISJL,O,X,O,X
ZOTLIJS,O,X,O,X
ZOTLISJ,O,X,O,X
ZOTLJIS,O,X,O,X
ZOTLJSI,O,O,O,X
ZOTLSIJ,O,O,O,X
ZOTLSJI,O,O,O,X
ZOTJILS,O,X,O,X
ZOTJISL,O,X,O,X
ZOTJLIS,O,X,O,X
ZOTJLSI,O,O,O,X
ZOTJSIL,O,O,O,X
ZOTJSLI,O,O,O,X
ZOTSILJ,O,O,O,X
ZOTSIJL,O,O,O,X
ZOTSLIJ,O,O,O,X
ZOTSLJI,O,O,O,X
ZOTSJIL,O,O,O,X
ZOTSJLI,O,O,O,X
ZOITLJS,O,X,O,X
ZOITLSJ,O,X,O,X
ZOITJLS,O,X,O,X
ZOITJSL,O,X,O,X
ZOITSLJ,O,X,O,X
ZOITSJL,O,X,O,X
ZOILTJS,O,X,O,X
ZOILTSJ,O,X,O,X
ZOILJTS,O,X,O,X
ZOILJST,O,X,O,X
ZOILSTJ,O,X,O,X
ZOILSJT,O,X,O,X
ZOIJTLS,O,X,O,X
ZOIJTSL,O,X,O,X
ZOIJLTS,O,X,O,X
ZOIJLST,O,X,O,X
ZOIJSTL,O,X,O,X
ZOIJSLT,O,X,O,X
ZOISTLJ,O,X,O,X
ZOISTJL,O,X,O,X
ZOISLTJ,O,X,O,X
ZOISLJT,O,X,O,X
ZOISJTL,O,X,O,X
ZOISJLT,O,X,O,X
ZOLTIJS,O,X,O,X
ZOLTISJ,O,X,O,X
ZOLTJIS,O,X,O,X
ZOLTJSI,O,O,O,X
ZOLTSIJ,O,O,O,X
ZOLTSJI,O,O,O,X
