sequence,v115@KhA8FeD8AeB8CeG8AeB8Jef9IvhFxaBTfBigBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeZ6IvhFfdBqfBTbBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je/7IvhFTaBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeK0IvhFcgB5jBTfBOmBXi?BdoB,v115@KhA8FeD8AeB8CeG8AeB8Je/wIvhFZaB8hBzfBamB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JezxIvhF/bBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je86IvhF/eB2kBxgBliBim?BToB,v115@KhA8FeD8AeB8CeG8AeB8Jea+IvhF5eBOgBTfBFhBXi?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je/1IvhFKfBZhBFgBzhBGj?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je83IvhFZaBeiBzfBFhBfo?B6oB,v115@KhA8FeD8AeB8CeG8AeB8Jec1IvhFFbBXcBmdB5jBTf?BCiB
IZLJSTO,X,O,O,O,X,O,X,O,O,X,X
IZLJSOT,O,O,O,O,O,O,O,O,O,X,O
IZLJOTS,O,O,O,O,O,O,O,O,O,X,O
IZLJOST,O,O,O,O,O,O,O,O,O,X,O
IZLSTJO,X,O,O,O,X,O,X,O,O,X,X
IZLSTOJ,X,O,O,O,X,O,X,O,O,X,X
IZLSJTO,X,O,O,O,X,O,X,O,O,O,X
IZLSJOT,O,O,O,O,O,O,X,O,O,O,O
IZLSOTJ,O,O,O,O,O,O,X,O,O,X,O
IZLSOJT,O,O,O,O,O,O,X,O,O,O,O
IZLOTJS,O,O,O,O,O,X,X,O,O,X,O
IZLOTSJ,O,O,O,O,O,X,X,O,O,X,O
IZLOJTS,O,O,O,O,O,O,O,O,O,X,O
IZLOJST,O,O,O,O,O,O,O,O,O,X,O
IZLOSTJ,O,O,O,O,O,O,X,O,O,X,O
IZLOSJT,O,O,O,O,O,O,O,O,O,O,O
IZJTLSO,X,O,O,O,X,O,X,O,O,X,X
IZJTLOS,X,O,O,O,O,O,O,O,O,X,X
IZJTSLO,X,O,O,O,X,O,X,O,X,O,X
IZJTSOL,X,X,X,O,O,O,X,O,X,O,X
IZJTOLS,X,X,X,O,O,X,O,O,O,X,X
IZJTOSL,X,X,X,O,O,O,O,O,X,O,X
IZJLTSO,X,O,O,O,X,O,X,O,O,X,X
IZJLTOS,X,O,O,O,O,O,O,O,O,X,X
IZJLSTO,X,O,O,O,X,O,X,O,O,O,X
IZJLSOT,O,O,O,O,O,O,O,O,O,O,X
IZJLOTS,O,O,O,O,O,O,O,O,O,X,X
IZJLOST,O,O,O,O,O,O,O,O,O,O,X
IZJSTLO,X,O,O,O,X,O,X,O,X,O,X
IZJSTOL,X,X,X,O,O,O,X,O,X,O,X
IZJSLTO,X,O,O,O,X,O,X,O,O,O,X
IZJSLOT,O,O,O,O,O,O,O,O,O,O,X
IZJSOTL,O,X,X,O,O,O,O,O,X,O,X
IZJSOLT,O,O,O,O,O,O,O,O,O,O,X
IZJOTLS,O,X,X,O,O,X,O,O,O,X,X
IZJOTSL,O,X,X,O,O,O,O,O,X,O,X
IZJOLTS,O,O,O,O,O,O,O,O,O,X,X
IZJOLST,O,O,O,O,O,O,O,O,O,O,X
IZJOSTL,O,X,X,O,O,O,O,O,X,O,X
IZJOSLT,O,O,O,O,O,O,O,O,O,O,X
IZSTLJO,X,O,O,O,X,O,X,O,X,X,X
IZSTLOJ,X,O,O,O,X,O,X,O,X,X,X
IZSTJLO,X,O,O,O,X,O,X,O,X,X,X
IZSTJOL,X,X,X,O,O,O,X,O,X,X,X
IZSTOLJ,X,X,X,O,O,O,X,O,X,X,X
IZSTOJL,X,X,X,O,O,O,X,O,X,X,X
IZSLTJO,X,O,O,O,X,O,X,O,O,X,X
IZSLTOJ,X,O,O,O,X,O,X,O,O,X,X
IZSLJTO,X,O,O,O,X,O,X,O,O,O,X
IZSLJOT,O,O,O,O,O,O,X,O,O,O,O
IZSLOTJ,O,O,O,O,O,O,X,O,O,X,O
IZSLOJT,O,O,O,O,O,O,X,O,O,O,O
IZSJTLO,X,O,O,O,X,O,X,O,X,O,X
IZSJTOL,X,X,X,O,O,O,X,O,X,O,X
IZSJLTO,X,O,O,O,X,O,X,O,O,O,X
IZSJLOT,O,O,O,O,O,O,X,O,O,O,X
IZSJOTL,O,X,X,O,O,O,X,O,X,O,X
IZSJOLT,O,O,O,O,O,O,X,O,O,O,X
IZSOTLJ,O,X,X,O,O,O,X,O,X,X,O
IZSOTJL,O,X,X,O,O,O,X,O,X,X,X
IZSOLTJ,O,O,O,O,O,O,X,O,O,X,O
IZSOLJT,O,O,O,O,O,O,X,O,O,O,O
IZSOJTL,O,X,X,O,O,O,X,O,X,O,X
IZSOJLT,O,O,O,O,O,O,X,O,O,O,O
IZOTLJS,O,X,X,O,O,X,X,O,O,X,O
IZOTLSJ,O,X,X,O,O,X,X,O,O,X,O
IZOTJLS,O,X,X,O,O,X,X,O,O,X,X
IZOTJSL,O,X,X,O,O,O,X,O,X,X,X
IZOTSLJ,O,X,X,O,O,O,X,O,X,X,O
IZOTSJL,O,X,X,O,O,O,X,O,X,X,X
IZOLTJS,O,O,O,O,O,X,X,O,O,X,O
IZOLTSJ,O,O,O,O,O,X,X,O,O,X,O
IZOLJTS,O,O,O,O,O,O,O,O,O,X,O
IZOLJST,O,O,O,O,O,O,O,O,O,X,O
IZOLSTJ,O,O,O,O,O,O,X,O,O,X,O
IZOLSJT,O,O,O,O,O,O,O,O,O,O,O
IZOJTLS,O,X,X,O,O,X,O,O,O,X,X
IZOJTSL,O,X,X,O,O,O,O,O,X,O,X
IZOJLTS,O,O,O,O,O,O,O,O,O,X,O
IZOJLST,O,O,O,O,O,O,O,O,O,O,O
IZOJSTL,O,X,X,O,O,O,O,O,X,O,X
IZOJSLT,O,O,O,O,O,O,O,O,O,O,O
IZOSTLJ,O,X,X,O,O,O,X,O,X,X,O
IZOSTJL,O,X,X,O,O,O,X,O,X,X,X
IZOSLTJ,O,O,O,O,O,O,X,O,O,X,O
IZOSLJT,O,O,O,O,O,O,O,O,O,O,O
IZOSJTL,O,X,X,O,O,O,O,O,X,O,X
IZOSJLT,O,O,O,O,O,O,O,O,O,O,O
IOTLJSZ,X,X,X,O,O,X,O,X,X,X,O
IOTLJZS,O,X,X,O,O,X,O,X,X,X,O
IOTLSJZ,X,X,X,O,O,X,O,X,X,O,O
IOTLSZJ,X,X,X,O,O,X,X,X,O,X,O
IOTLZJS,O,X,X,O,O,X,X,X,O,X,O
IOTLZSJ,O,X,X,O,O,X,X,X,O,X,O
IOTJLSZ,X,X,X,O,O,X,O,X,X,X,X
IOTJLZS,O,X,X,O,O,X,O,X,X,X,X
IOTJSLZ,X,X,X,O,O,O,O,X,X,O,X
IOTJSZL,X,X,X,O,O,O,O,X,X,O,X
IOTJZLS,O,X,X,O,O,X,O,X,X,X,X
IOTJZSL,O,X,X,O,O,O,O,X,X,O,X
IOTSLJZ,X,X,X,O,O,O,O,X,X,O,O
IOTSLZJ,X,X,X,O,O,O,X,X,X,X,O
IOTSJLZ,X,X,X,O,O,O,O,X,X,O,X
IOTSJZL,X,X,X,O,O,O,O,X,X,O,X
IOTSZLJ,X,X,X,O,O,O,X,X,X,X,O
IOTSZJL,X,X,X,O,O,O,X,X,X,X,X
IOTZLJS,O,X,X,O,O,X,X,X,O,X,O
IOTZLSJ,O,X,X,O,O,X,X,X,O,X,O
IOTZJLS,O,X,X,O,O,X,X,X,O,X,X
IOTZJSL,O,X,X,O,O,O,X,X,X,X,X
IOTZSLJ,O,X,X,O,O,O,X,X,X,X,O
IOTZSJL,O,X,X,O,O,O,X,X,X,X,X
IOLTJSZ,X,X,O,O,O,X,O,X,X,X,O
IOLTJZS,O,O,O,O,O,X,O,X,X,X,O
IOLTSJZ,X,X,O,O,O,X,O,X,X,O,O
IOLTSZJ,X,X,O,O,O,X,X,X,O,X,O
IOLTZJS,O,O,O,O,O,X,X,X,O,X,O
IOLTZSJ,O,O,O,O,O,X,X,X,O,X,O
IOLJTSZ,X,X,O,O,O,X,O,X,X,X,O
IOLJTZS,O,O,O,O,O,X,O,X,X,X,O
IOLJSTZ,X,X,O,O,O,O,O,X,X,O,O
IOLJSZT,O,O,O,O,O,O,O,X,O,O,O
IOLJZTS,O,O,O,O,O,O,O,X,O,X,O
IOLJZST,O,O,O,O,O,O,O,X,O,O,O
IOLSTJZ,X,X,O,O,O,O,O,X,X,O,O
IOLSTZJ,X,X,O,O,O,O,X,X,O,X,O
IOLSJTZ,X,X,O,O,O,O,O,X,X,O,O
IOLSJZT,O,O,O,O,O,O,O,X,O,O,O
IOLSZTJ,O,O,O,O,O,O,X,X,O,X,O
IOLSZJT,O,O,O,O,O,O,O,X,O,O,O
IOLZTJS,O,O,O,O,O,X,X,X,O,X,O
IOLZTSJ,O,O,O,O,O,X,X,X,O,X,O
IOLZJTS,O,O,O,O,O,O,O,X,O,X,O
IOLZJST,O,O,O,O,O,O,O,X,O,X,O
IOLZSTJ,O,O,O,O,O,O,X,X,O,X,O
IOLZSJT,O,O,O,O,O,O,O,X,O,O,O
IOJTLSZ,X,X,X,O,O,X,O,X,X,X,X
IOJTLZS,O,X,X,O,O,X,O,X,X,X,X
IOJTSLZ,X,X,X,O,O,O,O,X,X,O,X
IOJTSZL,X,X,X,O,O,O,O,X,X,O,X
IOJTZLS,O,X,X,O,O,X,O,X,X,X,X
IOJTZSL,O,X,X,O,O,O,O,X,X,O,X
IOJLTSZ,X,X,O,O,O,X,O,X,X,X,O
IOJLTZS,O,O,O,O,O,X,O,X,X,X,O
IOJLSTZ,X,X,O,O,O,O,O,X,X,O,O
IOJLSZT,O,O,O,O,O,O,O,X,O,O,O
IOJLZTS,O,O,O,O,O,O,O,X,O,X,O
IOJLZST,O,O,O,O,O,O,O,X,O,O,O
IOJSTLZ,X,X,X,O,O,O,O,X,X,O,X
IOJSTZL,X,X,X,O,O,O,O,X,X,O,X
IOJSLTZ,X,X,O,O,O,O,O,X,X,O,O
IOJSLZT,O,X,O,O,O,O,O,X,X,O,O
IOJSZTL,O,X,X,O,O,O,O,O,X,O,X
IOJSZLT,O,X,O,O,O,O,O,O,X,O,O
IOJZTLS,O,X,X,O,O,X,O,O,O,X,X
IOJZTSL,O,X,X,O,O,O,O,O,X,O,X
IOJZLTS,O,O,O,O,O,O,O,O,O,X,O
IOJZLST,O,O,O,O,O,O,O,O,O,O,O
IOJZSTL,O,X,X,O,O,O,O,O,X,O,X
IOJZSLT,O,O,O,O,O,O,O,O,O,O,O
IOSTLJZ,X,X,X,O,O,O,O,X,X,O,O
IOSTLZJ,X,X,X,O,O,O,X,X,X,X,O
IOSTJLZ,X,X,X,O,O,O,O,X,X,O,X
IOSTJZL,X,X,X,O,O,O,O,X,X,O,X
IOSTZLJ,X,X,X,O,O,O,X,X,X,X,O
IOSTZJL,X,X,X,O,O,O,X,X,X,X,X
IOSLTJZ,X,X,O,O,O,O,O,X,X,O,O
IOSLTZJ,X,X,O,O,O,O,X,X,O,X,O
IOSLJTZ,X,X,O,O,O,O,O,X,X,O,O
IOSLJZT,O,X,O,O,O,O,O,X,O,O,O
IOSLZTJ,O,X,O,O,O,O,X,X,O,X,O
IOSLZJT,O,X,O,O,O,O,O,X,O,O,O
IOSJTLZ,X,X,X,O,O,O,O,X,X,O,X
IOSJTZL,X,X,X,O,O,O,O,X,X,O,X
IOSJLTZ,X,X,O,O,O,O,O,X,X,O,O
IOSJLZT,O,X,O,O,O,O,O,X,X,O,O
IOSJZTL,O,X,X,O,O,O,O,O,X,O,X
IOSJZLT,O,X,O,O,O,O,O,O,X,O,O
IOSZTLJ,O,X,X,O,O,O,X,O,X,X,O
IOSZTJL,O,X,X,O,O,O,X,O,X,X,X
IOSZLTJ,O,X,O,O,O,O,X,O,O,X,O
IOSZLJT,O,X,O,O,O,O,O,O,O,O,O
IOSZJTL,O,X,X,O,O,O,O,O,X,O,X
IOSZJLT,O,X,O,O,O,O,O,O,O,O,O
IOZTLJS,O,X,X,O,O,X,X,O,O,X,O
IOZTLSJ,O,X,X,O,O,X,X,O,O,X,O
IOZTJLS,O,X,X,O,O,X,X,O,O,X,X
IOZTJSL,O,X,X,O,O,O,X,O,X,X,X
IOZTSLJ,O,X,X,O,O,O,X,O,X,X,O
IOZTSJL,O,X,X,O,O,O,X,O,X,X,X
IOZLTJS,O,O,O,O,O,X,X,O,O,X,O
IOZLTSJ,O,O,O,O,O,X,X,O,O,X,O
IOZLJTS,O,O,O,O,O,O,O,O,O,X,O
IOZLJST,O,O,O,O,O,O,O,O,O,X,O
IOZLSTJ,O,O,O,O,O,O,X,O,O,X,O
IOZLSJT,O,O,O,O,O,O,O,O,O,O,O
IOZJTLS,O,X,X,O,O,X,O,O,O,X,X
IOZJTSL,O,X,X,O,O,O,O,O,X,O,X
IOZJLTS,O,O,O,O,O,O,O,O,O,X,O
IOZJLST,O,O,O,O,O,O,O,O,O,O,O
IOZJSTL,O,X,X,O,O,O,O,O,X,O,X
IOZJSLT,O,O,O,O,O,O,O,O,O,O,O
IOZSTLJ,O,X,X,O,O,O,X,O,X,X,O
IOZSTJL,O,X,X,O,O,O,X,O,X,X,X
IOZSLTJ,O,O,O,O,O,O,X,O,O,X,O
IOZSLJT,O,O,O,O,O,O,O,O,O,O,O
IOZSJTL,O,X,X,O,O,O,O,O,X,O,X
IOZSJLT,O,O,O,O,O,O,O,O,O,O,O
LTIJSZO,X,X,O,X,X,O,X,X,X,X,X
LTIJSOZ,X,X,O,X,X,O,X,X,X,X,O
LTIJZSO,X,O,O,X,X,O,X,X,X,X,X
LTIJZOS,X,O,O,X,O,O,O,X,X,X,X
LTIJOSZ,X,X,O,X,O,X,O,X,X,X,O
LTIJOZS,X,O,O,X,O,X,O,X,X,X,O
LTISJZO,X,X,O,X,X,O,X,X,X,O,X
LTISJOZ,X,X,O,X,X,O,X,X,X,O,O
LTISZJO,X,X,O,X,X,O,X,X,O,X,X
LTISZOJ,X,X,O,X,X,O,X,X,O,X,X
LTISOJZ,X,X,O,X,X,O,X,X,X,O,O
LTISOZJ,X,X,O,X,X,O,X,X,O,X,O
LTIZJSO,X,O,O,X,X,O,X,X,O,X,X
LTIZJOS,X,O,O,X,O,O,X,X,O,X,X
LTIZSJO,X,O,O,X,X,O,X,X,O,X,X
LTIZSOJ,X,O,O,X,X,O,X,X,O,X,X
LTIZOJS,X,O,O,X,O,X,X,X,O,X,X
LTIZOSJ,X,O,O,X,O,X,X,X,O,X,X
LTIOJSZ,X,X,O,X,O,X,O,X,X,X,O
LTIOJZS,X,O,O,X,O,X,O,X,X,X,O
LTIOSJZ,X,X,O,X,O,X,O,X,X,O,O
LTIOSZJ,X,X,O,X,O,X,X,X,O,X,O
LTIOZJS,X,O,O,X,O,X,X,X,O,X,O
LTIOZSJ,X,O,O,X,O,X,X,X,O,X,O
LTJISZO,X,X,O,X,X,O,X,X,X,X,X
LTJISOZ,X,X,O,X,X,O,X,X,X,X,O
LTJIZSO,X,O,O,X,X,O,X,X,X,X,X
LTJIZOS,X,O,O,X,O,O,O,X,X,X,X
LTJIOSZ,X,X,O,X,O,X,O,X,X,X,O
LTJIOZS,X,O,O,X,O,X,O,X,X,X,O
LTJSIZO,X,X,O,X,X,O,X,X,X,X,X
LTJSIOZ,X,X,O,X,X,O,X,X,X,X,O
LTJSZIO,X,X,O,X,X,O,X,X,X,X,X
LTJSZOI,X,X,O,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,O,X,X,O,X,X,X,X,O
LTJSOZI,X,X,O,X,X,X,X,X,X,X,O
LTJZISO,X,O,O,X,X,O,X,X,X,X,X
LTJZIOS,X,O,O,X,O,O,O,X,X,X,X
LTJZSIO,X,O,O,X,X,O,X,X,X,X,X
LTJZSOI,X,O,O,X,X,X,X,X,X,X,X
LTJZOIS,X,O,O,X,O,X,O,X,X,X,X
LTJZOSI,X,O,O,X,X,X,O,X,X,X,X
LTJOISZ,X,X,O,X,O,X,O,X,X,X,O
LTJOIZS,O,O,O,X,O,X,O,X,X,X,O
LTJOSIZ,X,X,O,X,X,X,O,X,X,X,O
LTJOSZI,X,X,O,X,X,X,O,X,X,X,O
LTJOZIS,X,O,O,X,O,X,O,X,X,X,O
LTJOZSI,X,O,O,X,X,X,O,X,X,X,O
LTSIJZO,X,X,O,X,X,O,X,X,X,O,X
LTSIJOZ,X,X,O,X,X,O,X,X,X,O,O
LTSIZJO,X,X,O,X,X,O,X,X,O,X,X
LTSIZOJ,X,X,O,X,X,O,X,X,O,X,X
LTSIOJZ,X,X,O,X,X,O,X,X,X,O,O
LTSIOZJ,X,X,O,X,X,O,X,X,O,X,O
LTSJIZO,X,X,O,X,X,O,X,X,X,O,X
LTSJIOZ,X,X,O,X,X,O,X,X,X,O,O
LTSJZIO,X,X,O,X,X,O,X,X,X,O,X
LTSJZOI,X,X,O,X,X,X,X,X,X,O,X
LTSJOIZ,X,X,O,X,X,O,X,X,X,O,O
LTSJOZI,X,X,O,X,X,X,X,X,X,O,O
LTSZIJO,X,X,O,X,X,O,X,X,O,X,X
LTSZIOJ,X,X,O,X,X,O,X,X,O,X,X
LTSZJIO,X,X,O,X,X,O,X,X,O,X,X
LTSZJOI,X,X,O,X,X,X,X,X,O,X,X
LTSZOIJ,X,X,O,X,X,X,X,X,O,X,X
LTSZOJI,X,X,O,X,X,X,X,X,O,X,X
LTSOIJZ,X,X,O,X,X,O,X,X,X,O,O
LTSOIZJ,X,X,O,X,X,O,X,X,O,X,O
LTSOJIZ,X,X,O,X,X,O,X,X,X,O,O
LTSOJZI,X,X,O,X,X,X,X,X,X,O,O
LTSOZIJ,X,X,O,X,X,X,X,X,O,X,O
LTSOZJI,X,X,O,X,X,X,X,X,O,X,O
LTZIJSO,X,O,O,X,X,O,X,X,O,X,X
LTZIJOS,X,O,O,X,O,O,X,X,O,X,X
LTZISJO,X,O,O,X,X,O,X,X,O,X,X
LTZISOJ,X,O,O,X,X,O,X,X,O,X,X
LTZIOJS,X,O,O,X,O,X,X,X,O,X,X
LTZIOSJ,X,O,O,X,O,X,X,X,O,X,X
LTZJISO,X,O,O,X,X,O,X,X,O,X,X
LTZJIOS,X,O,O,X,O,O,X,X,O,X,X
LTZJSIO,X,O,O,X,X,O,X,X,O,X,X
LTZJSOI,X,O,O,X,X,X,X,X,O,X,X
LTZJOIS,X,O,O,X,O,X,X,X,O,X,X
LTZJOSI,X,O,O,X,X,X,X,X,O,X,X
LTZSIJO,X,O,O,X,X,O,X,X,O,X,X
LTZSIOJ,X,O,O,X,X,O,X,X,O,X,X
LTZSJIO,X,O,O,X,X,O,X,X,O,X,X
LTZSJOI,X,O,O,X,X,X,X,X,O,X,X
LTZSOIJ,X,O,O,X,X,X,X,X,O,X,X
LTZSOJI,X,O,O,X,X,X,X,X,O,X,X
LTZOIJS,X,O,O,X,O,X,X,X,O,X,X
LTZOISJ,X,O,O,X,O,X,X,X,O,X,X
LTZOJIS,X,O,O,X,O,X,X,X,O,X,X
LTZOJSI,X,O,O,X,X,X,X,X,O,X,X
LTZOSIJ,X,O,O,X,X,X,X,X,O,X,X
LTZOSJI,X,O,O,X,X,X,X,X,O,X,X
LTOIJSZ,X,X,O,X,O,X,O,X,X,X,O
LTOIJZS,O,O,O,X,O,X,O,X,X,X,O
LTOISJZ,X,X,O,X,O,X,O,X,X,O,O
LTOISZJ,X,X,O,X,O,X,X,X,O,X,O
LTOIZJS,O,O,O,X,O,X,X,X,O,X,O
LTOIZSJ,O,O,O,X,O,X,X,X,O,X,O
LTOJISZ,X,X,O,X,O,X,O,X,X,X,O
LTOJIZS,O,O,O,X,O,X,O,X,X,X,O
LTOJSIZ,X,X,O,X,X,X,O,X,X,X,O
LTOJSZI,X,X,O,X,X,X,O,X,X,X,O
LTOJZIS,X,O,O,X,O,X,O,X,X,X,O
LTOJZSI,X,O,O,X,X,X,O,X,X,X,O
LTOSIJZ,X,X,O,X,X,X,O,X,X,O,O
LTOSIZJ,X,X,O,X,X,X,X,X,O,X,O
LTOSJIZ,X,X,O,X,X,X,O,X,X,O,O
LTOSJZI,X,X,O,X,X,X,O,X,X,O,O
LTOSZIJ,X,X,O,X,X,X,X,X,O,X,O
LTOSZJI,X,X,O,X,X,X,X,X,O,X,O
LTOZIJS,X,O,O,X,O,X,X,X,O,X,O
LTOZISJ,X,O,O,X,O,X,X,X,O,X,O
LTOZJIS,X,O,O,X,O,X,X,X,O,X,O
LTOZJSI,X,O,O,X,X,X,X,X,O,X,O
LTOZSIJ,X,O,O,X,X,X,X,X,O,X,O
LTOZSJI,X,O,O,X,X,X,X,X,O,X,O
LITJSZO,X,X,O,O,X,O,X,X,X,X,X
LITJSOZ,X,X,O,O,X,O,X,X,X,X,O
LITJZSO,X,O,O,O,X,O,X,X,X,X,X
LITJZOS,X,O,O,O,O,O,O,X,X,X,X
LITJOSZ,X,X,O,O,O,X,O,X,X,X,O
LITJOZS,X,O,O,O,O,X,O,X,X,X,O
LITSJZO,X,X,O,O,X,O,X,X,X,O,X
LITSJOZ,X,X,O,O,X,O,X,X,X,O,O
LITSZJO,X,X,O,O,X,O,X,X,O,X,X
LITSZOJ,X,X,O,O,X,O,X,X,O,X,X
LITSOJZ,X,X,O,O,X,O,X,X,X,O,O
LITSOZJ,X,X,O,O,X,O,X,X,O,X,O
LITZJSO,X,O,O,O,X,O,X,X,O,X,X
LITZJOS,X,O,O,O,O,O,X,X,O,X,X
LITZSJO,X,O,O,O,X,O,X,X,O,X,X
LITZSOJ,X,O,O,O,X,O,X,X,O,X,X
LITZOJS,X,O,O,O,O,X,X,X,O,X,X
LITZOSJ,X,O,O,O,O,X,X,X,O,X,X
LITOJSZ,X,X,O,O,O,X,O,X,X,X,O
LITOJZS,X,O,O,O,O,X,O,X,X,X,O
LITOSJZ,X,X,O,O,O,X,O,X,X,O,O
LITOSZJ,X,X,O,O,O,X,X,X,O,X,O
LITOZJS,X,O,O,O,O,X,X,X,O,X,O
LITOZSJ,X,O,O,O,O,X,X,X,O,X,O
LIJTSZO,X,X,O,O,X,O,X,X,X,X,X
LIJTSOZ,X,X,O,O,X,O,X,X,X,X,O
LIJTZSO,X,O,O,O,X,O,X,X,X,X,X
LIJTZOS,X,O,O,O,O,O,O,X,X,X,X
LIJTOSZ,X,X,O,O,O,X,O,X,X,X,O
LIJTOZS,X,O,O,O,O,X,O,X,X,X,O
LIJSTZO,X,X,O,O,X,O,X,X,X,O,X
LIJSTOZ,X,X,O,O,X,O,X,X,X,O,O
LIJSZTO,X,O,O,O,X,O,X,X,O,O,X
LIJSZOT,X,O,O,O,O,O,O,X,O,O,O
LIJSOTZ,X,X,O,O,O,O,O,X,X,O,O
LIJSOZT,X,O,O,O,O,O,O,X,O,O,O
LIJZTSO,X,O,O,O,X,O,X,X,O,X,X
LIJZTOS,X,O,O,O,O,O,O,X,O,X,X
LIJZSTO,X,O,O,O,X,O,X,X,O,O,X
LIJZSOT,X,O,O,O,O,O,O,X,O,O,O
LIJZOTS,X,O,O,O,O,O,O,X,O,X,O
LIJZOST,X,O,O,O,O,O,O,X,O,O,O
LIJOTSZ,X,X,O,O,O,X,O,X,X,X,O
LIJOTZS,O,O,O,O,O,X,O,X,X,X,O
LIJOSTZ,X,X,O,O,O,O,O,X,X,O,O
LIJOSZT,O,O,O,O,O,O,O,X,O,O,O
LIJOZTS,O,O,O,O,O,O,O,X,O,X,O
LIJOZST,O,O,O,O,O,O,O,X,O,O,O
LISTJZO,X,X,O,O,X,O,X,X,X,O,X
LISTJOZ,X,X,O,O,X,O,X,X,X,O,O
LISTZJO,X,X,O,O,X,O,X,X,O,X,X
LISTZOJ,X,X,O,O,X,O,X,X,O,X,X
LISTOJZ,X,X,O,O,X,O,X,X,X,O,O
LISTOZJ,X,X,O,O,X,O,X,X,O,X,O
LISJTZO,X,X,O,O,X,O,X,X,X,O,X
LISJTOZ,X,X,O,O,X,O,X,X,X,O,O
LISJZTO,X,O,O,O,X,O,X,X,O,O,X
LISJZOT,X,O,O,O,O,O,O,X,O,O,O
LISJOTZ,X,X,O,O,O,O,O,X,X,O,O
LISJOZT,X,O,O,O,O,O,O,X,O,O,O
LISZTJO,X,O,O,O,X,O,X,X,O,X,X
LISZTOJ,X,O,O,O,X,O,X,X,O,X,X
LISZJTO,X,O,O,O,X,O,X,X,O,O,X
LISZJOT,X,O,O,O,O,O,X,X,O,O,O
LISZOTJ,X,O,O,O,O,O,X,X,O,X,O
LISZOJT,X,O,O,O,O,O,X,X,O,O,O
LISOTJZ,X,X,O,O,O,O,O,X,X,O,O
LISOTZJ,X,X,O,O,O,O,X,X,O,X,O
LISOJTZ,X,X,O,O,O,O,O,X,X,O,O
LISOJZT,X,O,O,O,O,O,O,X,O,O,O
LISOZTJ,X,O,O,O,O,O,X,X,O,X,O
LISOZJT,X,O,O,O,O,O,O,X,O,O,O
LIZTJSO,X,O,O,O,X,O,X,X,O,X,X
LIZTJOS,X,O,O,O,O,O,X,X,O,X,X
LIZTSJO,X,O,O,O,X,O,X,X,O,X,X
LIZTSOJ,X,O,O,O,X,O,X,X,O,X,X
LIZTOJS,X,O,O,O,O,X,X,X,O,X,X
LIZTOSJ,X,O,O,O,O,X,X,X,O,X,X
LIZJTSO,X,O,O,O,X,O,X,X,O,X,X
LIZJTOS,X,O,O,O,O,O,O,X,O,X,X
LIZJSTO,X,O,O,O,X,O,X,X,O,X,X
LIZJSOT,X,O,O,O,O,O,O,X,O,X,O
LIZJOTS,X,O,O,O,O,O,O,X,O,X,O
LIZJOST,X,O,O,O,O,O,O,X,O,X,O
LIZSTJO,X,O,O,O,X,O,X,X,O,X,X
LIZSTOJ,X,O,O,O,X,O,X,X,O,X,X
LIZSJTO,X,O,O,O,X,O,X,X,O,O,X
LIZSJOT,X,O,O,O,O,O,X,X,O,O,O
LIZSOTJ,X,O,O,O,O,O,X,X,O,X,O
LIZSOJT,X,O,O,O,O,O,X,X,O,O,O
LIZOTJS,X,O,O,O,O,X,X,X,O,X,O
LIZOTSJ,X,O,O,O,O,X,X,X,O,X,O
LIZOJTS,X,O,O,O,O,O,O,X,O,X,O
LIZOJST,X,O,O,O,O,O,O,X,O,X,O
LIZOSTJ,X,O,O,O,O,O,X,X,O,X,O
LIZOSJT,X,O,O,O,O,O,O,X,O,O,O
LIOTJSZ,X,X,O,O,O,X,O,X,X,X,O
LIOTJZS,O,O,O,O,O,X,O,X,X,X,O
LIOTSJZ,X,X,O,O,O,X,O,X,X,O,O
LIOTSZJ,X,X,O,O,O,X,X,X,O,X,O
LIOTZJS,O,O,O,O,O,X,X,X,O,X,O
LIOTZSJ,O,O,O,O,O,X,X,X,O,X,O
LIOJTSZ,X,X,O,O,O,X,O,X,X,X,O
LIOJTZS,O,O,O,O,O,X,O,X,X,X,O
LIOJSTZ,X,X,O,O,O,O,O,X,X,O,O
LIOJSZT,O,O,O,O,O,O,O,X,O,O,O
LIOJZTS,O,O,O,O,O,O,O,X,O,X,O
LIOJZST,O,O,O,O,O,O,O,X,O,O,O
LIOSTJZ,X,X,O,O,O,O,O,X,X,O,O
LIOSTZJ,X,X,O,O,O,O,X,X,O,X,O
LIOSJTZ,X,X,O,O,O,O,O,X,X,O,O
LIOSJZT,O,O,O,O,O,O,O,X,O,O,O
LIOSZTJ,O,O,O,O,O,O,X,X,O,X,O
LIOSZJT,O,O,O,O,O,O,O,X,O,O,O
LIOZTJS,O,O,O,O,O,X,X,X,O,X,O
LIOZTSJ,O,O,O,O,O,X,X,X,O,X,O
LIOZJTS,O,O,O,O,O,O,O,X,O,X,O
