sequence,v115@OhA8FeI8AeA8DeA8JeT/IvhFFhBGjBxpB/qB8rByxB,v115@OhA8FeI8AeA8DeA8JeT/IvhFFhBiiBxpB/qBctBWxB,v115@OhA8FeI8AeA8DeA8Je3/IvhFUhBFiBTjB6qB2pBRxB,v115@OhA8FeI8AeA8DeA8Jex/IvhFVmBiiBTkB/qBctBWxB,v115@OhA8FeI8AeA8DeA8Jex/IvhFXhBikBGqBctBzrBlsB,v115@OhA8FeI8AeA8DeA8JeKEJvhFflBxgBuqBctBzrBlsB
OJSILTZ,X,X,X,X,X,X
OJSILZT,X,X,X,X,X,X
OJSIZTL,X,X,X,O,X,X
OJSIZLT,X,X,X,O,X,X
OJSLTIZ,X,X,X,X,X,X
OJSLTZI,X,X,X,X,X,X
OJSLITZ,X,X,X,X,X,X
OJSLIZT,X,X,X,X,X,X
OJSLZTI,X,X,X,X,X,X
OJSLZIT,X,X,X,X,X,X
OJSZTIL,X,X,X,O,X,X
OJSZTLI,X,X,X,O,X,X
OJSZITL,X,X,X,O,X,X
OJSZILT,X,X,X,O,X,X
OJSZLTI,X,X,X,O,X,X
OJSZLIT,X,X,X,O,X,X
OJZTILS,X,X,X,X,X,X
OJZTISL,X,X,X,X,X,X
OJZTLIS,X,X,X,X,X,X
OJZTLSI,X,X,O,X,X,X
OJZTSIL,X,X,X,X,X,X
OJZTSLI,X,X,X,X,X,X
OJZITLS,X,X,X,X,X,X
OJZITSL,X,X,X,X,X,X
OJZILTS,X,X,X,X,X,X
OJZILST,X,X,X,X,X,X
OJZISTL,X,X,X,X,X,X
OJZISLT,X,X,X,X,X,X
OJZLTIS,X,X,X,X,X,X
OJZLTSI,X,X,O,X,X,X
OJZLITS,X,X,X,X,X,X
OJZLIST,X,X,X,X,X,X
OJZLSTI,X,X,O,X,X,X
OJZLSIT,X,X,X,X,X,X
OJZSTIL,X,X,X,X,X,X
OJZSTLI,X,X,X,X,X,X
OJZSITL,X,X,X,X,X,X
OJZSILT,X,X,X,X,X,X
OJZSLTI,X,X,X,X,X,X
OJZSLIT,X,X,X,X,X,X
OSTILJZ,X,X,X,X,X,X
OSTILZJ,X,X,X,O,X,X
OSTIJLZ,X,X,X,X,X,X
OSTIJZL,X,X,X,O,X,X
OSTIZLJ,X,X,X,O,X,X
OSTIZJL,X,X,X,O,X,X
OSTLIJZ,X,X,X,X,X,X
OSTLIZJ,X,X,O,O,X,X
OSTLJIZ,X,X,X,X,X,X
OSTLJZI,X,X,O,X,X,X
OSTLZIJ,X,X,O,O,X,X
OSTLZJI,X,X,O,O,X,X
OSTJILZ,X,X,X,X,X,X
OSTJIZL,X,X,X,O,X,X
OSTJLIZ,X,X,X,X,X,X
OSTJLZI,X,X,X,X,X,X
OSTJZIL,X,X,X,O,X,X
OSTJZLI,X,X,X,O,X,X
OSTZILJ,X,X,X,O,X,X
OSTZIJL,X,X,X,O,X,X
OSTZLIJ,X,X,O,O,X,X
OSTZLJI,X,X,O,O,X,X
OSTZJIL,X,X,X,O,X,X
OSTZJLI,X,X,X,O,X,X
OSITLJZ,X,X,X,X,X,X
OSITLZJ,X,X,X,O,X,X
OSITJLZ,X,X,X,X,X,X
OSITJZL,X,X,X,O,X,X
OSITZLJ,X,X,X,O,X,X
OSITZJL,X,X,X,O,X,X
OSILTJZ,X,X,X,X,X,X
OSILTZJ,X,X,X,O,X,X
OSILJTZ,X,X,X,X,X,X
OSILJZT,X,X,X,X,X,X
OSILZTJ,X,X,X,O,X,X
OSILZJT,X,X,X,O,X,X
OSIJTLZ,X,X,X,X,X,X
OSIJTZL,X,X,X,O,X,X
OSIJLTZ,X,X,X,X,X,X
OSIJLZT,X,X,X,X,X,X
OSIJZTL,X,X,X,O,X,X
OSIJZLT,X,X,X,O,X,X
OSIZTLJ,X,X,X,O,X,X
OSIZTJL,X,X,X,O,X,X
OSIZLTJ,X,X,X,O,X,X
OSIZLJT,X,X,X,O,X,X
OSIZJTL,X,X,X,O,X,X
OSIZJLT,X,X,X,O,X,X
OSLTIJZ,X,X,X,X,X,X
OSLTIZJ,X,X,O,O,X,X
OSLTJIZ,X,X,X,X,X,X
OSLTJZI,X,X,O,X,X,X
OSLTZIJ,X,X,O,O,X,X
OSLTZJI,X,X,O,O,X,X
OSLITJZ,X,X,X,X,X,X
OSLITZJ,X,X,O,O,X,X
OSLIJTZ,X,X,X,X,X,X
OSLIJZT,X,X,X,X,X,X
OSLIZTJ,X,X,O,O,X,X
OSLIZJT,X,X,X,O,X,X
OSLJTIZ,X,X,X,X,X,X
OSLJTZI,X,X,O,X,X,X
OSLJITZ,X,X,X,X,X,X
OSLJIZT,X,X,X,X,X,X
OSLJZTI,X,X,O,X,X,X
OSLJZIT,X,X,X,X,X,X
OSLZTIJ,X,X,O,O,X,X
OSLZTJI,X,X,O,O,X,X
OSLZITJ,X,X,O,O,X,X
OSLZIJT,X,X,X,O,X,X
OSLZJTI,X,X,O,O,X,X
OSLZJIT,X,X,X,O,X,X
OSJTILZ,X,X,X,X,X,X
OSJTIZL,X,X,X,O,X,X
OSJTLIZ,X,X,X,X,X,X
OSJTLZI,X,X,X,X,X,X
OSJTZIL,X,X,X,O,X,X
OSJTZLI,X,X,X,O,X,X
OSJITLZ,X,X,X,X,X,X
OSJITZL,X,X,X,O,X,X
OSJILTZ,X,X,X,X,X,X
OSJILZT,X,X,X,X,X,X
OSJIZTL,X,X,X,O,X,X
OSJIZLT,X,X,X,O,X,X
OSJLTIZ,X,X,X,X,X,X
OSJLTZI,X,X,X,X,X,X
OSJLITZ,X,X,X,X,X,X
OSJLIZT,X,X,X,X,X,X
OSJLZTI,X,X,X,X,X,X
OSJLZIT,X,X,X,X,X,X
OSJZTIL,X,X,X,O,X,X
OSJZTLI,X,X,X,O,X,X
OSJZITL,X,X,X,O,X,X
OSJZILT,X,X,X,O,X,X
OSJZLTI,X,X,X,O,X,X
OSJZLIT,X,X,X,O,X,X
OSZTILJ,X,X,X,O,X,X
OSZTIJL,X,X,X,O,X,X
OSZTLIJ,X,X,O,O,X,X
OSZTLJI,X,X,O,O,X,X
OSZTJIL,X,X,X,O,X,X
OSZTJLI,X,X,X,O,X,X
OSZITLJ,X,X,X,O,X,X
OSZITJL,X,X,X,O,X,X
OSZILTJ,X,X,X,O,X,X
OSZILJT,X,X,X,O,X,X
OSZIJTL,X,X,X,O,X,X
OSZIJLT,X,X,X,O,X,X
OSZLTIJ,X,X,O,O,X,X
OSZLTJI,X,X,O,O,X,X
OSZLITJ,X,X,O,O,X,X
OSZLIJT,X,X,X,O,X,X
OSZLJTI,X,X,O,O,X,X
OSZLJIT,X,X,X,O,X,X
OSZJTIL,X,X,X,O,X,X
OSZJTLI,X,X,X,O,X,X
OSZJITL,X,X,X,O,X,X
OSZJILT,X,X,X,O,X,X
OSZJLTI,X,X,X,O,X,X
OSZJLIT,X,X,X,O,X,X
OZTILJS,X,X,X,X,X,X
OZTILSJ,X,X,O,X,X,X
OZTIJLS,X,X,X,X,X,X
OZTIJSL,X,X,X,X,X,X
OZTISLJ,X,X,X,X,X,X
OZTISJL,X,X,X,X,X,X
OZTLIJS,X,X,X,X,X,X
OZTLISJ,X,X,O,X,X,X
OZTLJIS,X,X,X,X,X,X
OZTLJSI,X,X,O,X,X,X
OZTLSIJ,X,X,O,X,X,X
OZTLSJI,X,X,O,X,X,X
OZTJILS,X,X,X,X,X,X
OZTJISL,X,X,X,X,X,X
OZTJLIS,X,X,X,X,X,X
OZTJLSI,X,X,O,X,X,X
OZTJSIL,X,X,X,X,X,X
OZTJSLI,X,X,X,X,X,X
OZTSILJ,X,X,X,O,X,X
OZTSIJL,X,X,X,O,X,X
OZTSLIJ,X,X,O,O,X,X
OZTSLJI,X,X,O,O,X,X
OZTSJIL,X,X,X,O,X,X
OZTSJLI,X,X,X,O,X,X
OZITLJS,X,X,X,X,X,X
OZITLSJ,X,X,O,X,X,X
OZITJLS,X,X,X,X,X,X
OZITJSL,X,X,X,X,X,X
OZITSLJ,X,X,X,X,X,X
OZITSJL,X,X,X,X,X,X
OZILTJS,X,X,X,X,X,X
OZILTSJ,X,X,O,X,X,X
OZILJTS,X,X,X,X,X,X
OZILJST,X,X,X,X,X,X
OZILSTJ,X,X,O,X,X,X
OZILSJT,X,X,X,X,X,X
OZIJTLS,X,X,X,X,X,X
OZIJTSL,X,X,X,X,X,X
OZIJLTS,X,X,X,X,X,X
OZIJLST,X,X,X,X,X,X
OZIJSTL,X,X,X,X,X,X
OZIJSLT,X,X,X,X,X,X
OZISTLJ,X,X,X,X,X,X
OZISTJL,X,X,X,X,X,X
OZISLTJ,X,X,X,X,X,X
OZISLJT,X,X,X,X,X,X
OZISJTL,X,X,X,X,X,X
OZISJLT,X,X,X,X,X,X
OZLTIJS,X,X,X,X,X,X
OZLTISJ,X,X,O,X,X,X
OZLTJIS,X,X,X,X,X,X
OZLTJSI,X,X,O,X,X,X
OZLTSIJ,X,X,O,X,X,X
OZLTSJI,X,X,O,X,X,X
OZLITJS,X,X,X,X,X,X
OZLITSJ,X,X,O,X,X,X
OZLIJTS,X,X,X,X,X,X
OZLIJST,X,X,X,X,X,X
OZLISTJ,X,X,O,X,X,X
OZLISJT,X,X,X,X,X,X
OZLJTIS,X,X,X,X,X,X
OZLJTSI,X,X,O,X,X,X
OZLJITS,X,X,X,X,X,X
OZLJIST,X,X,X,X,X,X
OZLJSTI,X,X,O,X,X,X
OZLJSIT,X,X,X,X,X,X
OZLSTIJ,X,X,O,X,X,X
OZLSTJI,X,X,O,X,X,X
OZLSITJ,X,X,O,X,X,X
OZLSIJT,X,X,X,X,X,X
OZLSJTI,X,X,O,X,X,X
OZLSJIT,X,X,X,X,X,X
OZJTILS,X,X,X,X,X,X
OZJTISL,X,X,X,X,X,X
OZJTLIS,X,X,X,X,X,X
OZJTLSI,X,X,O,X,X,X
OZJTSIL,X,X,X,X,X,X
OZJTSLI,X,X,X,X,X,X
OZJITLS,X,X,X,X,X,X
OZJITSL,X,X,X,X,X,X
OZJILTS,X,X,X,X,X,X
OZJILST,X,X,X,X,X,X
OZJISTL,X,X,X,X,X,X
OZJISLT,X,X,X,X,X,X
OZJLTIS,X,X,X,X,X,X
OZJLTSI,X,X,O,X,X,X
OZJLITS,X,X,X,X,X,X
OZJLIST,X,X,X,X,X,X
OZJLSTI,X,X,O,X,X,X
OZJLSIT,X,X,X,X,X,X
OZJSTIL,X,X,X,X,X,X
OZJSTLI,X,X,X,X,X,X
OZJSITL,X,X,X,X,X,X
OZJSILT,X,X,X,X,X,X
OZJSLTI,X,X,X,X,X,X
OZJSLIT,X,X,X,X,X,X
OZSTILJ,X,X,X,O,X,X
OZSTIJL,X,X,X,O,X,X
OZSTLIJ,X,X,O,O,X,X
OZSTLJI,X,X,O,O,X,X
OZSTJIL,X,X,X,O,X,X
OZSTJLI,X,X,X,O,X,X
OZSITLJ,X,X,X,O,X,X
OZSITJL,X,X,X,O,X,X
OZSILTJ,X,X,X,O,X,X
OZSILJT,X,X,X,O,X,X
OZSIJTL,X,X,X,O,X,X
OZSIJLT,X,X,X,O,X,X
OZSLTIJ,X,X,O,O,X,X
OZSLTJI,X,X,O,O,X,X
OZSLITJ,X,X,O,O,X,X
OZSLIJT,X,X,X,O,X,X
OZSLJTI,X,X,O,O,X,X
OZSLJIT,X,X,X,O,X,X
OZSJTIL,X,X,X,O,X,X
OZSJTLI,X,X,X,O,X,X
OZSJITL,X,X,X,O,X,X
OZSJILT,X,X,X,O,X,X
OZSJLTI,X,X,X,O,X,X
OZSJLIT,X,X,X,O,X,X
