sequence,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF3gB1mB0iB6?oBxqBzsB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBFjBzkBW?rB6sBctB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF1lB0hB6nBT?jBxqBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRBJvhFGjBClBTmBl?nBUlBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeCAJvhFxhBVqBUmBG?nBToBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBzkBWrBl?nBctBCtB
JZTSLOI,O,O,X,X,O,O
JZTSOIL,O,O,X,X,O,O
JZTSOLI,O,O,X,X,O,O
JZTOILS,O,O,X,X,O,O
JZTOISL,O,O,X,X,O,O
JZTOLIS,O,O,X,X,O,O
JZTOLSI,O,O,X,X,O,O
JZTOSIL,O,O,X,X,O,O
JZTOSLI,O,O,X,X,O,O
JZITLSO,O,O,O,X,O,X
JZITLOS,O,O,O,X,O,X
JZITSLO,O,O,O,X,O,X
JZITSOL,O,O,O,X,O,O
JZITOLS,O,O,O,X,O,O
JZITOSL,O,O,O,X,O,O
JZILTSO,O,O,O,X,O,X
JZILTOS,O,O,O,X,O,X
JZILSTO,O,O,O,X,X,X
JZILSOT,X,O,O,X,X,X
JZILOTS,X,O,X,X,O,X
JZILOST,X,O,X,X,X,X
JZISTLO,O,O,O,X,O,X
JZISTOL,O,O,O,X,O,O
JZISLTO,O,O,O,X,X,X
JZISLOT,X,O,O,X,X,X
JZISOTL,O,O,O,X,O,O
JZISOLT,O,O,O,X,X,O
JZIOTLS,O,O,X,X,O,O
JZIOTSL,O,O,X,X,O,O
JZIOLTS,O,O,X,X,O,O
JZIOLST,O,O,X,X,X,O
JZIOSTL,O,O,X,X,O,O
JZIOSLT,O,O,X,X,X,O
JZLTISO,O,O,X,X,O,X
JZLTIOS,X,O,X,X,O,X
JZLTSIO,O,O,X,X,O,X
JZLTSOI,O,O,X,X,O,O
JZLTOIS,X,O,X,X,O,O
JZLTOSI,O,O,X,X,O,O
JZLITSO,O,O,O,X,O,X
JZLITOS,O,O,O,X,O,X
JZLISTO,O,O,O,X,X,X
JZLISOT,X,O,O,X,X,X
JZLIOTS,X,O,X,X,O,X
JZLIOST,X,O,X,X,X,X
JZLSTIO,X,O,X,X,X,X
JZLSTOI,X,O,X,X,X,O
JZLSITO,X,O,O,X,X,X
JZLSIOT,X,O,O,X,X,X
JZLSOTI,X,O,X,X,X,O
JZLSOIT,X,O,O,X,X,O
JZLOTIS,X,O,X,X,O,O
JZLOTSI,X,O,X,X,O,O
JZLOITS,X,O,X,X,O,O
JZLOIST,X,O,X,X,X,O
JZLOSTI,X,O,X,X,X,O
JZLOSIT,X,O,X,X,X,O
JZSTILO,X,O,X,X,O,X
JZSTIOL,X,O,X,X,O,O
JZSTLIO,X,O,X,X,O,X
JZSTLOI,X,O,X,X,O,O
JZSTOIL,X,O,X,X,O,O
JZSTOLI,X,O,X,X,O,O
JZSITLO,X,O,O,X,O,X
JZSITOL,X,O,O,X,O,O
JZSILTO,X,O,O,X,X,X
JZSILOT,X,O,O,X,X,X
JZSIOTL,X,O,O,X,O,O
JZSIOLT,X,O,O,X,X,O
JZSLTIO,X,O,X,X,X,X
JZSLTOI,X,O,X,X,X,O
JZSLITO,X,O,O,X,X,X
JZSLIOT,X,O,O,X,X,X
JZSLOTI,X,O,X,X,X,O
JZSLOIT,X,O,O,X,X,O
JZSOTIL,X,O,X,X,O,O
JZSOTLI,X,O,X,X,O,O
JZSOITL,X,O,O,X,O,O
JZSOILT,X,O,O,X,X,O
JZSOLTI,X,O,X,X,X,O
JZSOLIT,X,O,O,X,X,O
JZOTILS,O,O,X,X,O,O
JZOTISL,O,O,X,X,O,O
JZOTLIS,O,O,X,X,O,O
JZOTLSI,O,O,X,X,O,O
JZOTSIL,O,O,X,X,O,O
JZOTSLI,O,O,X,X,O,O
JZOITLS,O,O,X,X,O,O
JZOITSL,O,O,X,X,O,O
JZOILTS,O,O,X,X,O,O
JZOILST,O,O,X,X,X,O
JZOISTL,O,O,X,X,O,O
JZOISLT,O,O,X,X,X,O
JZOLTIS,O,O,X,X,O,O
JZOLTSI,O,O,X,X,O,O
JZOLITS,O,O,X,X,O,O
JZOLIST,O,O,X,X,X,O
JZOLSTI,O,O,X,X,X,O
JZOLSIT,O,O,X,X,X,O
JZOSTIL,O,O,X,X,O,O
JZOSTLI,O,O,X,X,O,O
JZOSITL,O,O,X,X,O,O
JZOSILT,O,O,X,X,X,O
JZOSLTI,O,O,X,X,X,O
JZOSLIT,O,O,X,X,X,O
JOTILSZ,O,O,X,O,X,X
JOTILZS,O,O,X,O,O,X
JOTISLZ,O,O,X,O,X,X
JOTISZL,O,O,X,X,X,O
JOTIZLS,O,O,X,O,O,O
JOTIZSL,O,O,X,X,O,O
JOTLISZ,O,O,X,O,X,X
JOTLIZS,O,O,X,O,O,X
JOTLSIZ,O,O,X,O,X,X
JOTLSZI,O,O,X,O,O,X
JOTLZIS,O,O,X,O,O,X
JOTLZSI,O,O,X,O,O,X
JOTSILZ,O,O,X,O,X,X
JOTSIZL,O,O,X,X,X,O
JOTSLIZ,O,O,X,O,X,X
JOTSLZI,O,O,X,O,O,X
JOTSZIL,O,O,X,X,O,O
JOTSZLI,O,O,X,X,O,O
JOTZILS,O,O,X,O,O,O
JOTZISL,O,O,X,X,O,O
JOTZLIS,O,O,X,O,O,O
JOTZLSI,O,O,X,O,O,O
JOTZSIL,O,O,X,X,O,O
JOTZSLI,O,O,X,X,O,O
JOITLSZ,O,O,X,O,X,X
JOITLZS,O,O,X,O,O,X
JOITSLZ,O,O,O,O,X,X
JOITSZL,O,O,O,X,X,O
JOITZLS,O,O,O,O,O,O
JOITZSL,O,O,O,X,O,O
JOILTSZ,O,O,X,O,X,X
JOILTZS,O,O,X,O,X,X
JOILSTZ,O,O,X,O,X,X
JOILSZT,O,O,X,X,X,O
JOILZTS,O,O,X,X,O,O
JOILZST,O,O,X,X,X,O
JOISTLZ,O,O,O,O,X,X
JOISTZL,O,O,O,O,X,O
JOISLTZ,O,O,O,O,X,X
JOISLZT,O,O,O,X,X,O
JOISZTL,O,O,O,X,O,O
JOISZLT,O,O,O,X,X,O
JOIZTLS,O,O,X,X,O,O
JOIZTSL,O,O,X,X,O,O
JOIZLTS,O,O,X,X,O,O
JOIZLST,O,O,X,X,X,O
JOIZSTL,O,O,X,X,O,O
JOIZSLT,O,O,X,X,X,O
JOLTISZ,O,O,X,O,X,X
JOLTIZS,O,O,X,O,O,X
JOLTSIZ,O,O,X,O,X,X
JOLTSZI,O,O,X,O,O,X
JOLTZIS,O,O,X,O,O,X
JOLTZSI,O,O,X,O,O,X
JOLITSZ,O,O,X,O,X,X
JOLITZS,O,O,X,O,X,X
JOLISTZ,O,O,X,O,X,X
JOLISZT,O,O,X,X,X,O
JOLIZTS,O,O,X,X,O,O
JOLIZST,O,O,X,X,X,O
JOLSTIZ,O,O,X,O,X,X
JOLSTZI,O,O,X,O,X,X
JOLSITZ,O,O,X,O,X,X
JOLSIZT,O,O,X,X,X,O
JOLSZTI,O,O,X,X,X,O
JOLSZIT,O,O,X,X,X,O
JOLZTIS,O,O,X,X,O,O
JOLZTSI,O,O,X,X,O,O
JOLZITS,O,O,X,X,O,O
JOLZIST,O,O,X,X,X,O
JOLZSTI,O,O,X,X,X,O
JOLZSIT,O,O,X,X,X,O
JOSTILZ,O,O,O,O,X,X
JOSTIZL,O,O,O,O,X,O
JOSTLIZ,O,O,O,O,X,X
JOSTLZI,O,O,X,O,O,X
JOSTZIL,O,O,X,O,O,O
JOSTZLI,O,O,X,O,O,O
JOSITLZ,O,O,O,O,X,X
JOSITZL,O,O,O,O,X,O
JOSILTZ,O,O,O,O,X,X
JOSILZT,O,O,O,X,X,O
JOSIZTL,O,O,O,X,O,O
JOSIZLT,O,O,O,X,X,O
JOSLTIZ,O,O,O,O,X,X
JOSLTZI,O,O,X,O,X,X
JOSLITZ,O,O,O,O,X,X
JOSLIZT,O,O,O,X,X,O
JOSLZTI,O,O,X,X,X,O
JOSLZIT,O,O,O,X,X,O
JOSZTIL,O,O,X,X,O,O
JOSZTLI,O,O,X,X,O,O
JOSZITL,O,O,O,X,O,O
JOSZILT,O,O,O,X,X,O
JOSZLTI,O,O,X,X,X,O
JOSZLIT,O,O,O,X,X,O
JOZTILS,O,O,X,X,O,O
JOZTISL,O,O,X,X,O,O
JOZTLIS,O,O,X,X,O,O
JOZTLSI,O,O,X,X,O,O
JOZTSIL,O,O,X,X,O,O
JOZTSLI,O,O,X,X,O,O
JOZITLS,O,O,X,X,O,O
JOZITSL,O,O,X,X,O,O
JOZILTS,O,O,X,X,O,O
JOZILST,O,O,X,X,X,O
JOZISTL,O,O,X,X,O,O
JOZISLT,O,O,X,X,X,O
JOZLTIS,O,O,X,X,O,O
JOZLTSI,O,O,X,X,O,O
JOZLITS,O,O,X,X,O,O
JOZLIST,O,O,X,X,X,O
JOZLSTI,O,O,X,X,X,O
JOZLSIT,O,O,X,X,X,O
JOZSTIL,O,O,X,X,O,O
JOZSTLI,O,O,X,X,O,O
JOZSITL,O,O,X,X,O,O
JOZSILT,O,O,X,X,X,O
JOZSLTI,O,O,X,X,X,O
JOZSLIT,O,O,X,X,X,O
STILJZO,O,X,O,X,X,X
STILJOZ,O,X,O,O,X,X
STILZJO,O,X,O,X,X,X
STILZOJ,O,X,O,X,X,X
STILOJZ,O,X,O,O,X,X
STILOZJ,O,X,O,O,X,X
STIJLZO,O,X,O,X,X,X
STIJLOZ,O,X,O,O,X,X
STIJZLO,O,X,O,X,X,X
STIJZOL,O,X,O,O,X,X
STIJOLZ,O,X,O,O,X,X
STIJOZL,O,X,O,O,X,X
STIZLJO,O,X,O,X,X,X
STIZLOJ,O,X,O,X,X,X
STIZJLO,O,X,O,X,X,X
STIZJOL,O,X,O,O,X,X
STIZOLJ,O,X,O,O,X,X
STIZOJL,O,X,O,O,X,X
STIOLJZ,O,X,O,O,X,X
STIOLZJ,O,X,O,O,X,X
STIOJLZ,O,X,O,O,X,X
STIOJZL,O,X,O,O,X,X
STIOZLJ,O,X,O,O,X,X
STIOZJL,O,X,O,O,X,X
STLIJZO,O,X,O,X,X,X
STLIJOZ,O,X,O,O,X,X
STLIZJO,O,X,O,X,X,X
STLIZOJ,O,X,O,X,X,X
STLIOJZ,O,X,O,O,X,X
STLIOZJ,O,X,O,O,X,X
STLJIZO,O,X,O,X,X,X
STLJIOZ,O,X,O,O,X,X
STLJZIO,O,X,X,X,O,X
STLJZOI,O,X,X,O,O,X
STLJOIZ,O,X,O,O,X,X
STLJOZI,O,X,X,O,O,X
STLZIJO,O,X,O,X,O,X
STLZIOJ,O,X,O,X,X,X
STLZJIO,O,X,X,X,O,X
STLZJOI,O,X,X,O,O,X
STLZOIJ,O,X,O,O,X,X
STLZOJI,O,X,X,O,O,X
STLOIJZ,O,X,O,O,X,X
STLOIZJ,O,X,O,O,X,X
STLOJIZ,O,X,O,O,X,X
STLOJZI,O,X,X,O,O,X
STLOZIJ,O,X,O,O,X,X
STLOZJI,O,X,X,O,O,X
STJILZO,O,X,O,X,X,X
STJILOZ,O,X,O,O,X,X
STJIZLO,O,X,O,X,X,X
STJIZOL,O,X,O,O,X,X
STJIOLZ,O,X,O,O,X,X
STJIOZL,O,X,O,O,X,X
STJLIZO,O,X,O,X,X,X
STJLIOZ,O,X,O,O,X,X
STJLZIO,O,X,X,X,O,X
STJLZOI,O,X,X,O,O,X
STJLOIZ,O,X,O,O,X,X
STJLOZI,O,X,X,O,O,X
STJZILO,O,X,X,X,O,X
STJZIOL,O,X,X,O,O,X
STJZLIO,O,X,X,X,O,X
STJZLOI,O,X,X,O,O,X
STJZOIL,O,X,X,O,O,X
STJZOLI,O,X,X,O,O,X
STJOILZ,O,X,O,O,X,X
STJOIZL,O,X,O,O,X,X
STJOLIZ,O,X,O,O,X,X
STJOLZI,O,X,X,O,O,X
STJOZIL,O,X,X,O,O,X
STJOZLI,O,X,X,O,O,X
STZILJO,O,X,O,X,O,X
STZILOJ,O,X,O,X,X,X
STZIJLO,O,X,O,X,O,X
STZIJOL,O,X,O,O,O,X
STZIOLJ,O,X,O,O,X,X
STZIOJL,O,X,O,O,X,X
STZLIJO,O,X,O,X,O,X
STZLIOJ,O,X,O,X,X,X
STZLJIO,O,X,X,X,O,X
STZLJOI,O,X,X,O,O,X
STZLOIJ,O,X,O,O,X,X
STZLOJI,O,X,X,O,O,X
STZJILO,O,X,X,X,O,X
STZJIOL,O,X,X,O,O,X
STZJLIO,O,X,X,X,O,X
STZJLOI,O,X,X,O,O,X
STZJOIL,O,X,X,O,O,X
STZJOLI,O,X,X,O,O,X
STZOILJ,O,X,O,O,X,X
STZOIJL,O,X,O,O,X,X
STZOLIJ,O,X,O,O,X,X
STZOLJI,O,X,X,O,O,X
STZOJIL,O,X,X,O,O,X
STZOJLI,O,X,X,O,O,X
STOILJZ,O,X,O,O,X,X
STOILZJ,O,X,O,O,X,X
STOIJLZ,O,X,O,O,X,X
STOIJZL,O,X,O,O,X,X
STOIZLJ,O,X,O,O,X,X
STOIZJL,O,X,O,O,X,X
STOLIJZ,O,X,O,O,X,X
STOLIZJ,O,X,O,O,X,X
STOLJIZ,O,X,O,O,X,X
STOLJZI,O,X,X,O,O,X
STOLZIJ,O,X,O,O,X,X
STOLZJI,O,X,X,O,O,X
STOJILZ,O,X,O,O,X,X
STOJIZL,O,X,O,O,X,X
STOJLIZ,O,X,O,O,X,X
STOJLZI,O,X,X,O,O,X
STOJZIL,O,X,X,O,O,X
STOJZLI,O,X,X,O,O,X
STOZILJ,O,X,O,O,X,X
STOZIJL,O,X,O,O,X,X
STOZLIJ,O,X,O,O,X,X
STOZLJI,O,X,X,O,O,X
STOZJIL,O,X,X,O,O,X
STOZJLI,O,X,X,O,O,X
SITLJZO,O,X,O,X,X,X
SITLJOZ,O,X,O,O,X,X
SITLZJO,O,X,O,X,X,X
SITLZOJ,O,X,O,X,X,X
SITLOJZ,O,X,O,O,X,X
SITLOZJ,O,X,O,O,X,X
SITJLZO,O,X,O,X,X,X
SITJLOZ,O,X,O,O,X,X
SITJZLO,O,X,O,X,X,X
SITJZOL,O,X,O,O,X,X
SITJOLZ,O,X,O,O,X,X
SITJOZL,O,X,O,O,X,X
SITZLJO,O,X,O,X,X,X
SITZLOJ,O,X,O,X,X,X
SITZJLO,O,X,O,X,X,X
SITZJOL,O,X,O,O,X,X
SITZOLJ,O,X,O,O,X,X
SITZOJL,O,X,O,O,X,X
SITOLJZ,O,X,O,O,X,X
SITOLZJ,O,X,O,O,X,X
SITOJLZ,O,X,O,O,X,X
SITOJZL,O,X,O,O,X,X
SITOZLJ,O,X,O,O,X,X
SITOZJL,O,X,O,O,X,X
SILTJZO,O,X,O,X,X,X
SILTJOZ,O,X,O,O,X,X
SILTZJO,O,X,O,X,X,X
SILTZOJ,O,X,O,X,X,X
SILTOJZ,O,X,O,O,X,X
SILTOZJ,O,X,O,O,X,X
SILJTZO,O,X,O,X,X,X
SILJTOZ,O,X,O,X,X,X
SILJZTO,O,X,O,X,X,X
SILJZOT,X,X,O,X,X,X
SILJOTZ,O,X,O,X,X,X
SILJOZT,O,X,O,X,X,X
SILZTJO,O,X,O,X,X,X
SILZTOJ,O,X,O,X,X,X
SILZJTO,O,X,O,X,X,X
SILZJOT,X,X,O,X,X,X
SILZOTJ,X,X,O,X,X,X
SILZOJT,X,X,O,X,X,X
SILOTJZ,O,X,O,O,X,X
SILOTZJ,O,X,O,O,X,X
SILOJTZ,O,X,O,O,X,X
SILOJZT,O,X,O,X,X,X
SILOZTJ,O,X,O,O,X,X
SILOZJT,O,X,O,X,X,X
SIJTLZO,O,X,O,X,X,X
SIJTLOZ,O,X,O,X,X,X
SIJTZLO,O,X,O,X,X,X
SIJTZOL,O,X,O,X,X,X
SIJTOLZ,O,X,O,X,X,X
SIJTOZL,O,X,O,X,X,X
SIJLTZO,O,X,O,X,X,X
SIJLTOZ,O,X,O,X,X,X
SIJLZTO,O,X,O,X,X,X
SIJLZOT,X,X,O,X,X,X
SIJLOTZ,O,X,O,X,X,X
SIJLOZT,O,X,O,X,X,X
SIJZTLO,O,X,O,X,X,X
SIJZTOL,O,X,O,X,X,X
SIJZLTO,O,X,O,X,X,X
SIJZLOT,X,X,O,X,X,X
SIJZOTL,O,X,O,X,X,X
SIJZOLT,O,X,O,X,X,X
SIJOTLZ,O,X,O,X,X,X
SIJOTZL,O,X,O,X,X,X
SIJOLTZ,O,X,O,X,X,X
SIJOLZT,O,X,O,X,X,X
SIJOZTL,O,X,O,X,X,X
SIJOZLT,O,X,O,X,X,X
SIZTLJO,O,X,O,X,X,X
SIZTLOJ,O,X,O,X,X,X
SIZTJLO,O,X,O,X,X,X
SIZTJOL,O,X,O,X,X,X
SIZTOLJ,O,X,O,X,X,X
SIZTOJL,O,X,O,X,X,X
SIZLTJO,O,X,O,X,X,X
SIZLTOJ,O,X,O,X,X,X
SIZLJTO,O,X,O,X,X,X
SIZLJOT,X,X,O,X,X,X
SIZLOTJ,X,X,O,X,X,X
SIZLOJT,X,X,O,X,X,X
SIZJTLO,O,X,O,X,X,X
SIZJTOL,O,X,O,X,X,X
SIZJLTO,O,X,O,X,X,X
SIZJLOT,X,X,O,X,X,X
SIZJOTL,O,X,O,X,X,X
SIZJOLT,O,X,O,X,X,X
SIZOTLJ,O,X,O,X,X,X
SIZOTJL,O,X,O,X,X,X
SIZOLTJ,O,X,O,X,X,X
SIZOLJT,O,X,O,X,X,X
SIZOJTL,O,X,O,X,X,X
SIZOJLT,O,X,O,X,X,X
SIOTLJZ,O,X,O,O,X,X
SIOTLZJ,O,X,O,O,X,X
SIOTJLZ,O,X,O,O,X,X
SIOTJZL,O,X,O,O,X,X
SIOTZLJ,O,X,O,O,X,X
SIOTZJL,O,X,O,O,X,X
SIOLTJZ,O,X,O,O,X,X
SIOLTZJ,O,X,O,O,X,X
SIOLJTZ,O,X,O,O,X,X
SIOLJZT,O,X,O,X,X,X
SIOLZTJ,O,X,O,O,X,X
SIOLZJT,O,X,O,X,X,X
SIOJTLZ,O,X,O,O,X,X
SIOJTZL,O,X,O,O,X,X
SIOJLTZ,O,X,O,O,X,X
SIOJLZT,O,X,O,X,X,X
SIOJZTL,O,X,O,X,X,X
SIOJZLT,O,X,O,X,X,X
SIOZTLJ,O,X,O,O,X,X
SIOZTJL,O,X,O,O,X,X
SIOZLTJ,O,X,O,O,X,X
SIOZLJT,O,X,O,X,X,X
SIOZJTL,O,X,O,X,X,X
SIOZJLT,O,X,O,X,X,X
SLTIJZO,O,X,O,X,X,X
SLTIJOZ,O,X,O,O,X,X
SLTIZJO,O,O,O,X,X,X
SLTIZOJ,O,O,O,X,X,X
SLTIOJZ,O,X,O,O,X,X
SLTIOZJ,O,X,O,O,X,X
SLTJIZO,O,O,O,X,X,X
SLTJIOZ,O,X,O,O,X,X
SLTJZIO,O,O,X,X,X,X
SLTJZOI,O,O,X,O,X,X
SLTJOIZ,X,O,O,O,X,X
SLTJOZI,O,O,X,O,X,X
SLTZIJO,O,O,O,X,X,X
SLTZIOJ,O,O,O,X,X,X
SLTZJIO,O,O,X,X,X,X
SLTZJOI,O,O,X,O,X,X
SLTZOIJ,O,O,O,O,X,X
SLTZOJI,O,O,X,O,X,X
SLTOIJZ,O,X,O,O,X,X
SLTOIZJ,O,O,O,O,X,X
SLTOJIZ,X,O,O,O,X,X
SLTOJZI,O,O,X,O,X,X
SLTOZIJ,O,O,O,O,X,X
SLTOZJI,O,O,X,O,X,X
SLITJZO,O,X,O,X,X,X
SLITJOZ,O,X,O,O,X,X
SLITZJO,O,O,O,X,X,X
SLITZOJ,O,O,O,X,X,X
SLITOJZ,O,X,O,O,X,X
SLITOZJ,O,X,O,O,X,X
SLIJTZO,O,O,O,X,X,X
SLIJTOZ,O,X,O,X,X,X
SLIJZTO,O,O,O,X,X,X
SLIJZOT,X,O,O,X,X,X
SLIJOTZ,O,O,O,X,X,X
SLIJOZT,X,O,O,X,X,X
SLIZTJO,O,O,O,X,X,X
SLIZTOJ,O,O,O,X,X,X
SLIZJTO,O,O,O,X,X,X
SLIZJOT,X,O,O,X,X,X
SLIZOTJ,X,O,O,X,X,X
SLIZOJT,X,O,O,X,X,X
SLIOTJZ,O,X,O,O,X,X
SLIOTZJ,O,O,O,O,X,X
SLIOJTZ,O,O,O,O,X,X
SLIOJZT,X,O,O,X,X,X
SLIOZTJ,X,O,O,O,X,X
SLIOZJT,X,O,O,X,X,X
SLJTIZO,O,O,O,X,X,X
SLJTIOZ,X,X,O,O,X,X
SLJTZIO,O,O,X,X,X,X
SLJTZOI,O,O,X,O,X,X
SLJTOIZ,X,O,O,O,X,X
SLJTOZI,O,O,X,O,X,X
SLJITZO,O,O,O,X,X,X
SLJITOZ,O,X,O,X,X,X
SLJIZTO,O,O,O,X,X,X
SLJIZOT,X,O,O,X,X,X
SLJIOTZ,O,O,O,X,X,X
SLJIOZT,X,O,O,X,X,X
SLJZTIO,X,O,X,X,X,X
SLJZTOI,X,O,X,X,X,X
SLJZITO,X,O,O,X,X,X
SLJZIOT,X,O,O,X,X,X
SLJZOTI,X,O,X,X,X,X
SLJZOIT,X,O,O,X,X,X
SLJOTIZ,X,O,O,O,X,X
SLJOTZI,X,O,X,O,X,X
SLJOITZ,X,O,O,O,X,X
SLJOIZT,X,O,O,X,X,X
SLJOZTI,X,O,X,X,X,X
SLJOZIT,X,O,O,X,X,X
SLZTIJO,X,O,O,X,X,X
SLZTIOJ,X,O,O,X,X,X
SLZTJIO,X,O,X,X,X,X
SLZTJOI,X,O,X,O,X,X
SLZTOIJ,X,O,O,O,X,X
SLZTOJI,X,O,X,O,X,X
SLZITJO,X,O,O,X,X,X
SLZITOJ,X,O,O,X,X,X
SLZIJTO,X,O,O,X,X,X
SLZIJOT,X,O,O,X,X,X
SLZIOTJ,X,O,O,X,X,X
SLZIOJT,X,O,O,X,X,X
SLZJTIO,X,O,X,X,X,X
SLZJTOI,X,O,X,X,X,X
SLZJITO,X,O,O,X,X,X
SLZJIOT,X,O,O,X,X,X
SLZJOTI,X,O,X,X,X,X
SLZJOIT,X,O,O,X,X,X
SLZOTIJ,X,O,O,O,X,X
SLZOTJI,X,O,X,O,X,X
SLZOITJ,X,O,O,O,X,X
SLZOIJT,X,O,O,X,X,X
SLZOJTI,X,O,X,X,X,X
SLZOJIT,X,O,O,X,X,X
SLOTIJZ,X,X,O,O,X,X
SLOTIZJ,X,O,O,O,X,X
SLOTJIZ,X,O,O,O,X,X
SLOTJZI,X,O,X,O,X,X
SLOTZIJ,X,O,O,O,X,X
SLOTZJI,X,O,X,O,X,X
SLOITJZ,X,X,O,O,X,X
SLOITZJ,X,O,O,O,X,X
SLOIJTZ,X,O,O,O,X,X
SLOIJZT,X,O,O,X,X,X
SLOIZTJ,X,O,O,O,X,X
SLOIZJT,X,O,O,X,X,X
SLOJTIZ,X,O,O,O,X,X
SLOJTZI,X,O,X,O,X,X
SLOJITZ,X,O,O,O,X,X
SLOJIZT,X,O,O,X,X,X
SLOJZTI,X,O,X,X,X,X
SLOJZIT,X,O,O,X,X,X
SLOZTIJ,X,O,O,O,X,X
SLOZTJI,X,O,X,O,X,X
SLOZITJ,X,O,O,O,X,X
SLOZIJT,X,O,O,X,X,X
SLOZJTI,X,O,X,X,X,X
SLOZJIT,X,O,O,X,X,X
SJTILZO,O,O,O,X,X,X
SJTILOZ,X,X,O,O,X,X
SJTIZLO,O,O,O,X,X,X
SJTIZOL,X,O,O,O,X,X
SJTIOLZ,O,X,O,O,X,X
SJTIOZL,O,X,O,O,X,X
SJTLIZO,O,O,O,X,X,X
SJTLIOZ,X,X,O,O,X,X
SJTLZIO,O,O,X,X,O,X
SJTLZOI,O,O,X,O,O,X
SJTLOIZ,O,O,O,O,X,X
SJTLOZI,O,O,X,O,O,X
SJTZILO,O,O,X,X,O,X
SJTZIOL,X,O,X,O,O,O
SJTZLIO,O,O,X,X,O,X
SJTZLOI,O,O,X,O,O,O
SJTZOIL,O,O,X,O,O,O
SJTZOLI,O,O,X,O,O,O
SJTOILZ,O,O,O,O,X,X
SJTOIZL,O,O,O,O,X,O
SJTOLIZ,O,O,O,O,X,X
SJTOLZI,O,O,X,O,O,X
SJTOZIL,O,O,X,O,O,O
SJTOZLI,O,O,X,O,O,O
SJITLZO,O,O,O,X,X,X
SJITLOZ,O,X,O,X,X,X
SJITZLO,O,O,O,X,X,X
SJITZOL,O,O,O,X,X,X
SJITOLZ,O,X,O,X,X,X
SJITOZL,O,X,O,X,X,X
SJILTZO,O,O,O,X,X,X
SJILTOZ,O,X,O,X,X,X
SJILZTO,O,O,O,X,X,X
SJILZOT,X,O,O,X,X,X
SJILOTZ,O,O,O,X,X,X
SJILOZT,O,O,O,X,X,X
SJIZTLO,O,O,O,X,O,X
SJIZTOL,O,O,O,X,O,O
SJIZLTO,O,O,O,X,X,X
SJIZLOT,X,O,O,X,X,X
SJIZOTL,O,O,O,X,O,O
SJIZOLT,O,O,O,X,X,O
SJIOTLZ,O,O,O,X,X,X
SJIOTZL,O,O,O,X,X,O
SJIOLTZ,O,O,O,X,X,X
SJIOLZT,O,O,O,X,X,O
SJIOZTL,O,O,O,X,O,O
SJIOZLT,O,O,O,X,X,O
SJLTIZO,O,O,O,X,X,X
SJLTIOZ,X,X,O,O,X,X
SJLTZIO,O,O,X,X,X,X
SJLTZOI,O,O,X,O,X,X
SJLTOIZ,X,O,O,O,X,X
SJLTOZI,O,O,X,O,X,X
SJLITZO,O,O,O,X,X,X
SJLITOZ,O,X,O,X,X,X
SJLIZTO,O,O,O,X,X,X
SJLIZOT,X,O,O,X,X,X
SJLIOTZ,O,O,O,X,X,X
SJLIOZT,X,O,O,X,X,X
SJLZTIO,X,O,X,X,X,X
SJLZTOI,X,O,X,X,X,O
SJLZITO,X,O,O,X,X,X
SJLZIOT,X,O,O,X,X,X
SJLZOTI,X,O,X,X,X,O
SJLZOIT,X,O,O,X,X,O
SJLOTIZ,X,O,O,O,X,X
SJLOTZI,X,O,X,O,X,X
SJLOITZ,X,O,O,O,X,X
SJLOIZT,X,O,O,X,X,O
SJLOZTI,X,O,X,X,X,O
SJLOZIT,X,O,O,X,X,O
SJZTILO,X,O,X,X,O,X
SJZTIOL,X,O,X,X,O,O
SJZTLIO,X,O,X,X,O,X
SJZTLOI,X,O,X,X,O,O
SJZTOIL,X,O,X,X,O,O
SJZTOLI,X,O,X,X,O,O
SJZITLO,X,O,O,X,O,X
SJZITOL,X,O,O,X,O,O
SJZILTO,X,O,O,X,X,X
SJZILOT,X,O,O,X,X,X
SJZIOTL,X,O,O,X,O,O
SJZIOLT,X,O,O,X,X,O
SJZLTIO,X,O,X,X,X,X
SJZLTOI,X,O,X,X,X,O
SJZLITO,X,O,O,X,X,X
SJZLIOT,X,O,O,X,X,X
SJZLOTI,X,O,X,X,X,O
SJZLOIT,X,O,O,X,X,O
SJZOTIL,X,O,X,X,O,O
SJZOTLI,X,O,X,X,O,O
SJZOITL,X,O,O,X,O,O
SJZOILT,X,O,O,X,X,O
SJZOLTI,X,O,X,X,X,O
SJZOLIT,X,O,O,X,X,O
SJOTILZ,O,O,O,O,X,X
SJOTIZL,O,O,O,O,X,O
SJOTLIZ,O,O,O,O,X,X
SJOTLZI,O,O,X,O,O,X
SJOTZIL,O,O,X,O,O,O
SJOTZLI,O,O,X,O,O,O
SJOITLZ,O,O,O,O,X,X
SJOITZL,O,O,O,O,X,O
SJOILTZ,O,O,O,O,X,X
SJOILZT,O,O,O,X,X,O
