sequence,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhBTjBW?qByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhB6oBf?qBetBzqB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFzfBFhB6oBf?rBetBUqB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhBWqBT?oByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JexAJvhF0kBllBToBO?pByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFqkBFhBTjB0?lBXtB2vB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFCgBllBToBO?rBUqBXtB
JLTZIOS,O,O,O,O,O,X,X
JLTZSIO,O,O,O,O,X,X,X
JLTZSOI,O,O,O,O,X,X,X
JLTZOIS,O,O,O,O,O,X,X
JLTZOSI,O,O,O,O,O,X,X
JLTOISZ,O,O,O,O,X,X,X
JLTOIZS,O,O,X,O,O,X,X
JLTOSIZ,O,O,O,O,X,X,X
JLTOSZI,O,O,X,O,X,X,X
JLTOZIS,O,O,X,O,O,X,X
JLTOZSI,O,O,X,O,O,X,X
JLITSZO,O,O,O,O,X,X,X
JLITSOZ,O,O,O,O,X,X,X
JLITZSO,O,O,O,O,X,X,X
JLITZOS,O,O,O,O,O,X,X
JLITOSZ,O,O,O,O,X,X,X
JLITOZS,O,O,X,O,O,X,X
JLISTZO,O,O,O,O,X,X,X
JLISTOZ,O,O,O,O,X,X,X
JLISZTO,O,O,O,O,X,O,X
JLISZOT,O,O,O,O,X,O,X
JLISOTZ,O,O,O,O,X,X,X
JLISOZT,O,O,O,O,X,O,X
JLIZTSO,O,O,O,O,X,O,X
JLIZTOS,O,O,O,O,X,X,X
JLIZSTO,O,O,O,O,X,O,X
JLIZSOT,O,O,O,O,X,O,X
JLIZOTS,O,O,O,O,X,X,X
JLIZOST,O,O,O,O,X,X,X
JLIOTSZ,O,O,O,O,X,X,X
JLIOTZS,O,O,X,O,O,X,X
JLIOSTZ,O,O,O,O,X,X,X
JLIOSZT,O,O,O,O,X,X,X
JLIOZTS,O,O,O,O,X,X,X
JLIOZST,O,O,O,O,X,X,X
JLSTIZO,O,O,O,O,X,X,X
JLSTIOZ,O,O,O,O,X,X,X
JLSTZIO,O,O,O,O,X,X,X
JLSTZOI,O,O,X,O,X,X,X
JLSTOIZ,O,O,O,O,X,X,X
JLSTOZI,O,O,X,O,X,X,X
JLSITZO,O,O,O,O,X,X,X
JLSITOZ,O,O,O,O,X,X,X
JLSIZTO,O,O,O,O,X,O,X
JLSIZOT,O,O,O,O,X,O,X
JLSIOTZ,O,O,O,O,X,X,X
JLSIOZT,O,O,O,O,X,O,X
JLSZTIO,O,O,O,O,X,O,X
JLSZTOI,O,O,O,O,X,O,X
JLSZITO,O,O,O,O,X,O,X
JLSZIOT,O,O,O,O,X,O,X
JLSZOTI,O,O,O,O,X,O,X
JLSZOIT,O,O,O,O,X,O,X
JLSOTIZ,O,O,O,O,X,X,X
JLSOTZI,O,O,X,O,X,X,X
JLSOITZ,O,O,O,O,X,X,X
JLSOIZT,O,O,O,O,X,O,X
JLSOZTI,O,O,X,O,X,O,X
JLSOZIT,O,O,X,O,X,O,X
JLZTISO,O,O,O,O,X,O,X
JLZTIOS,O,O,O,O,O,X,X
JLZTSIO,O,O,O,O,X,O,X
JLZTSOI,O,O,O,O,X,O,X
JLZTOIS,O,O,O,O,O,X,X
JLZTOSI,O,O,O,O,O,X,X
JLZITSO,O,O,O,O,X,O,X
JLZITOS,O,O,O,O,X,X,X
JLZISTO,O,O,O,O,X,O,X
JLZISOT,O,O,O,O,X,O,X
JLZIOTS,O,O,O,O,X,X,X
JLZIOST,O,O,O,O,X,X,X
JLZSTIO,O,O,O,O,X,O,X
JLZSTOI,O,O,O,O,X,O,X
JLZSITO,O,O,O,O,X,O,X
JLZSIOT,O,O,O,O,X,O,X
JLZSOTI,O,O,O,O,X,O,X
JLZSOIT,O,O,O,O,X,O,X
JLZOTIS,O,O,O,O,O,X,X
JLZOTSI,O,O,O,O,O,X,X
JLZOITS,O,O,O,O,X,X,X
JLZOIST,O,O,O,O,X,X,X
JLZOSTI,O,O,O,O,X,X,X
JLZOSIT,O,O,O,O,X,X,X
JLOTISZ,O,O,O,O,X,X,X
JLOTIZS,O,O,X,O,O,X,X
JLOTSIZ,O,O,O,O,X,X,X
JLOTSZI,O,O,X,O,X,X,X
JLOTZIS,O,O,X,O,O,X,X
JLOTZSI,O,O,X,O,O,X,X
JLOITSZ,O,O,O,O,X,X,X
JLOITZS,O,O,X,O,O,X,X
JLOISTZ,O,O,O,O,X,X,X
JLOISZT,O,O,O,O,X,X,X
JLOIZTS,O,O,O,O,X,X,X
JLOIZST,O,O,O,O,X,X,X
JLOSTIZ,O,O,O,O,X,X,X
JLOSTZI,O,O,X,O,X,X,X
JLOSITZ,O,O,O,O,X,X,X
JLOSIZT,O,O,O,O,X,X,X
JLOSZTI,O,O,X,O,X,X,X
JLOSZIT,O,O,X,O,X,X,X
JLOZTIS,O,O,O,O,O,X,X
JLOZTSI,O,O,O,O,O,X,X
JLOZITS,O,O,O,O,X,X,X
JLOZIST,O,O,O,O,X,X,X
JLOZSTI,O,O,O,O,X,X,X
JLOZSIT,O,O,O,O,X,X,X
JSTILZO,O,O,O,X,X,X,X
JSTILOZ,O,O,O,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X
JSTIZOL,O,O,O,X,X,X,X
JSTIOLZ,O,O,O,X,X,X,X
JSTIOZL,O,O,O,X,X,X,X
JSTLIZO,O,O,O,X,X,X,X
JSTLIOZ,O,O,O,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X
JSTZILO,O,O,O,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X
JSTZLOI,O,O,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X
JSTOILZ,O,O,O,X,X,X,X
JSTOIZL,O,O,O,X,X,X,X
JSTOLIZ,O,O,O,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X
JSITLZO,O,O,O,X,X,X,X
JSITLOZ,O,O,O,X,X,X,X
JSITZLO,O,O,O,X,X,X,X
JSITZOL,O,O,O,X,X,X,X
JSITOLZ,O,O,O,X,X,X,X
JSITOZL,O,O,O,X,X,X,X
JSILTZO,O,O,O,O,X,X,X
JSILTOZ,O,O,O,O,X,X,X
JSILZTO,O,O,O,O,X,O,X
JSILZOT,O,O,O,O,X,O,X
JSILOTZ,O,O,O,O,X,X,X
JSILOZT,O,O,O,O,X,O,X
JSIZTLO,O,O,O,X,X,X,X
JSIZTOL,O,O,O,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X
JSIZOLT,O,O,O,X,X,X,X
JSIOTLZ,O,O,O,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X
JSIOLTZ,O,O,O,O,X,X,X
JSIOLZT,O,O,O,O,X,O,X
JSIOZTL,O,O,O,X,X,X,X
JSIOZLT,O,O,O,X,X,X,X
JSLTIZO,O,O,O,O,X,X,X
JSLTIOZ,O,O,O,O,X,X,X
JSLTZIO,O,O,O,O,X,X,X
JSLTZOI,O,O,X,O,X,X,X
JSLTOIZ,O,O,O,O,X,X,X
JSLTOZI,O,O,X,O,X,X,X
JSLITZO,O,O,O,O,X,X,X
JSLITOZ,O,O,O,O,X,X,X
JSLIZTO,O,O,O,O,X,O,X
JSLIZOT,O,O,O,O,X,O,X
JSLIOTZ,O,O,O,O,X,X,X
JSLIOZT,O,O,O,O,X,O,X
JSLZTIO,O,O,O,O,X,O,X
JSLZTOI,O,O,O,O,X,O,X
JSLZITO,O,O,O,O,X,O,X
JSLZIOT,O,O,O,O,X,O,X
JSLZOTI,O,O,O,O,X,O,X
JSLZOIT,O,O,O,O,X,O,X
JSLOTIZ,O,O,O,O,X,X,X
JSLOTZI,O,O,X,O,X,X,X
JSLOITZ,O,O,O,O,X,X,X
JSLOIZT,O,O,O,O,X,O,X
JSLOZTI,O,O,X,O,X,O,X
JSLOZIT,O,O,X,O,X,O,X
JSZTILO,O,O,O,X,X,X,X
JSZTIOL,O,O,O,X,X,X,X
JSZTLIO,O,O,O,X,X,X,X
JSZTLOI,O,O,O,X,X,X,X
JSZTOIL,O,O,O,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X
JSZITLO,O,O,O,X,X,X,X
JSZITOL,O,O,O,X,X,X,X
JSZILTO,O,O,O,X,X,X,X
JSZILOT,O,O,O,X,X,X,X
JSZIOTL,O,O,O,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X
JSZLITO,O,O,O,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X
JSZOTIL,O,O,O,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X
JSZOITL,O,O,O,X,X,X,X
JSZOILT,O,O,O,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X
JSOTILZ,O,O,O,X,X,X,X
JSOTIZL,O,O,O,X,X,X,X
JSOTLIZ,O,O,O,X,X,X,X
JSOTLZI,O,O,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X
JSOITLZ,O,O,O,X,X,X,X
JSOITZL,O,O,O,X,X,X,X
JSOILTZ,O,O,O,O,X,X,X
JSOILZT,O,O,O,O,X,O,X
JSOIZTL,O,O,O,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X
JSOLTZI,O,O,X,O,X,X,X
JSOLITZ,O,O,O,O,X,X,X
JSOLIZT,O,O,O,O,X,O,X
JSOLZTI,O,O,X,O,X,O,X
JSOLZIT,O,O,X,O,X,O,X
JSOZTIL,O,O,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X
JZTILSO,O,O,O,X,X,X,X
JZTILOS,X,O,O,X,X,X,O
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,X,X,X
JZTIOLS,X,O,O,X,X,X,O
JZTIOSL,O,O,O,X,X,X,X
JZTLISO,O,O,O,X,X,X,X
JZTLIOS,X,O,O,X,X,X,O
JZTLSIO,O,O,O,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X
JZTLOIS,X,O,O,X,X,X,O
JZTLOSI,X,O,O,X,X,X,X
JZTSILO,O,O,O,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X
JZTSOIL,O,O,O,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X
JZTOILS,X,O,O,X,O,X,O
JZTOISL,O,O,O,X,X,X,X
JZTOLIS,X,O,O,X,O,X,O
JZTOLSI,X,O,O,X,O,X,X
JZTOSIL,O,O,O,X,X,X,X
JZTOSLI,O,O,O,X,O,X,X
JZITLSO,O,O,O,X,X,X,X
JZITLOS,X,O,O,X,X,X,O
JZITSLO,O,O,O,X,X,X,X
JZITSOL,O,O,O,X,X,X,X
JZITOLS,X,O,O,X,X,X,O
JZITOSL,O,O,O,X,X,X,X
JZILTSO,O,O,O,O,X,X,X
JZILTOS,O,O,O,O,X,X,X
JZILSTO,O,O,O,O,X,X,X
JZILSOT,O,O,O,O,X,X,X
JZILOTS,O,O,O,O,X,X,X
JZILOST,O,O,O,O,X,X,X
JZISTLO,O,O,O,X,X,X,X
JZISTOL,O,O,O,X,X,X,X
JZISLTO,O,O,O,X,X,X,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,O,O,X,X,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,X,O,O,X,X,X,O
JZIOTSL,O,O,O,X,X,X,X
JZIOLTS,X,O,O,O,X,X,X
JZIOLST,X,O,O,O,X,X,X
JZIOSTL,O,O,O,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X
JZLTISO,O,O,O,O,X,X,X
JZLTIOS,O,O,O,O,O,X,X
JZLTSIO,O,O,O,O,X,X,X
JZLTSOI,O,O,O,O,X,X,X
JZLTOIS,O,O,O,O,O,X,X
JZLTOSI,O,O,O,O,O,X,X
JZLITSO,O,O,O,O,X,X,X
JZLITOS,O,O,O,O,X,X,X
JZLISTO,O,O,O,O,X,X,X
JZLISOT,O,O,O,O,X,X,X
JZLIOTS,O,O,O,O,X,X,X
JZLIOST,O,O,O,O,X,X,X
JZLSTIO,O,O,O,O,X,X,X
JZLSTOI,O,O,O,O,X,X,X
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,O,O,O,X,X,X
JZLSOTI,O,O,O,O,X,X,X
JZLSOIT,O,O,O,O,X,X,X
JZLOTIS,O,O,O,O,O,X,X
JZLOTSI,O,O,O,O,O,X,X
JZLOITS,O,O,O,O,X,X,X
JZLOIST,O,O,O,O,X,X,X
JZLOSTI,O,O,O,O,X,X,X
JZLOSIT,O,O,O,O,X,X,X
JZSTILO,O,O,O,X,X,X,X
JZSTIOL,O,O,O,X,X,X,X
JZSTLIO,O,O,O,X,X,X,X
JZSTLOI,O,O,O,X,X,X,X
JZSTOIL,O,O,O,X,X,X,X
JZSTOLI,O,O,O,X,X,X,X
JZSITLO,O,O,O,X,X,X,X
JZSITOL,O,O,O,X,X,X,X
JZSILTO,O,O,O,X,X,X,X
JZSILOT,O,O,O,X,X,X,X
JZSIOTL,O,O,O,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X
JZSLITO,O,O,O,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X
JZSOTIL,O,O,O,X,X,X,X
JZSOTLI,O,O,O,X,X,X,X
JZSOITL,O,O,O,X,X,X,X
JZSOILT,O,O,O,X,X,X,X
JZSOLTI,O,O,O,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X
JZOTILS,X,O,O,X,O,X,O
JZOTISL,O,O,O,X,X,X,X
JZOTLIS,X,O,O,X,O,X,O
JZOTLSI,X,O,O,X,O,X,X
JZOTSIL,O,O,O,X,X,X,X
JZOTSLI,O,O,O,X,O,X,X
JZOITLS,X,O,O,X,X,X,O
JZOITSL,O,O,O,X,X,X,X
JZOILTS,X,O,O,O,X,X,X
JZOILST,X,O,O,O,X,X,X
JZOISTL,O,O,O,X,X,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,X,O,O,O,O,X,X
JZOLTSI,X,O,O,O,O,X,X
JZOLITS,X,O,O,O,X,X,X
JZOLIST,X,O,O,O,X,X,X
JZOLSTI,X,O,O,O,X,X,X
JZOLSIT,X,O,O,O,X,X,X
JZOSTIL,O,O,O,X,X,X,X
JZOSTLI,O,O,O,X,X,X,X
JZOSITL,O,O,O,X,X,X,X
JZOSILT,O,O,O,X,X,X,X
JZOSLTI,O,O,O,X,X,X,X
JZOSLIT,O,O,O,X,X,X,X
JOTILSZ,X,O,O,O,X,X,X
JOTILZS,X,O,X,O,X,X,X
JOTISLZ,O,O,O,X,X,X,X
JOTISZL,O,O,O,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X
JOTLISZ,X,O,O,O,X,X,X
JOTLIZS,X,O,X,O,X,X,X
JOTLSIZ,X,O,O,O,X,X,X
JOTLSZI,X,O,X,O,X,X,X
JOTLZIS,X,O,X,O,X,X,X
JOTLZSI,X,O,X,O,X,X,X
JOTSILZ,O,O,O,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X
JOTSLIZ,O,O,O,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X
JOTZILS,X,O,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,X
JOTZLIS,X,O,X,X,X,X,X
JOTZLSI,X,O,X,X,X,X,X
JOTZSIL,O,O,X,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X
JOITLSZ,X,O,O,O,X,X,X
JOITLZS,X,O,X,O,X,X,X
JOITSLZ,O,O,O,X,X,X,X
JOITSZL,O,O,O,X,X,X,X
JOITZLS,X,O,X,X,X,X,X
JOITZSL,O,O,X,X,X,X,X
JOILTSZ,O,O,O,O,X,X,X
JOILTZS,O,O,X,O,O,X,X
JOILSTZ,O,O,O,O,X,X,X
JOILSZT,O,O,O,O,X,X,X
JOILZTS,O,O,O,O,X,X,X
JOILZST,O,O,O,O,X,X,X
JOISTLZ,O,O,O,X,X,X,X
JOISTZL,O,O,O,X,X,X,X
JOISLTZ,O,O,O,O,X,X,X
JOISLZT,O,O,O,O,X,X,X
JOISZTL,O,O,O,X,X,X,X
JOISZLT,O,O,O,X,X,X,X
JOIZTLS,X,O,O,X,X,X,O
JOIZTSL,O,O,O,X,X,X,X
JOIZLTS,X,O,O,O,X,X,X
JOIZLST,X,O,O,O,X,X,X
JOIZSTL,O,O,O,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X
JOLTISZ,O,O,O,O,X,X,X
JOLTIZS,O,O,X,O,O,X,X
JOLTSIZ,O,O,O,O,X,X,X
JOLTSZI,O,O,X,O,X,X,X
JOLTZIS,O,O,X,O,O,X,X
JOLTZSI,O,O,X,O,O,X,X
JOLITSZ,O,O,O,O,X,X,X
JOLITZS,O,O,X,O,O,X,X
JOLISTZ,O,O,O,O,X,X,X
JOLISZT,O,O,O,O,X,X,X
JOLIZTS,O,O,O,O,X,X,X
JOLIZST,O,O,O,O,X,X,X
JOLSTIZ,O,O,O,O,X,X,X
JOLSTZI,O,O,X,O,X,X,X
JOLSITZ,O,O,O,O,X,X,X
JOLSIZT,O,O,O,O,X,X,X
JOLSZTI,O,O,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,X
JOLZTIS,O,O,O,O,O,X,X
JOLZTSI,O,O,O,O,O,X,X
JOLZITS,O,O,O,O,X,X,X
JOLZIST,O,O,O,O,X,X,X
JOLZSTI,O,O,O,O,X,X,X
JOLZSIT,O,O,O,O,X,X,X
JOSTILZ,O,O,O,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X
JOSTLIZ,O,O,O,X,X,X,X
JOSTLZI,O,O,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X
JOSITLZ,O,O,O,X,X,X,X
JOSITZL,O,O,O,X,X,X,X
JOSILTZ,O,O,O,O,X,X,X
JOSILZT,O,O,O,O,X,X,X
JOSIZTL,O,O,O,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X
JOSLTIZ,O,O,O,O,X,X,X
JOSLTZI,O,O,X,O,X,X,X
JOSLITZ,O,O,O,O,X,X,X
JOSLIZT,O,O,O,O,X,X,X
JOSLZTI,O,O,X,O,X,X,X
JOSLZIT,O,O,X,O,X,X,X
JOSZTIL,O,O,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X
JOZTILS,X,O,O,X,O,X,O
JOZTISL,O,O,O,X,X,X,X
JOZTLIS,X,O,O,X,O,X,O
JOZTLSI,X,O,O,X,O,X,X
JOZTSIL,O,O,O,X,X,X,X
JOZTSLI,O,O,O,X,O,X,X
JOZITLS,X,O,O,X,X,X,O
JOZITSL,O,O,O,X,X,X,X
JOZILTS,X,O,O,O,X,X,X
JOZILST,X,O,O,O,X,X,X
JOZISTL,O,O,O,X,X,X,X
JOZISLT,O,O,O,X,X,X,X
JOZLTIS,X,O,O,O,O,X,X
JOZLTSI,X,O,O,O,O,X,X
JOZLITS,X,O,O,O,X,X,X
JOZLIST,X,O,O,O,X,X,X
JOZLSTI,X,O,O,O,X,X,X
JOZLSIT,X,O,O,O,X,X,X
JOZSTIL,O,O,O,X,X,X,X
JOZSTLI,O,O,O,X,X,X,X
JOZSITL,O,O,O,X,X,X,X
JOZSILT,O,O,O,X,X,X,X
JOZSLTI,O,O,O,X,X,X,X
JOZSLIT,O,O,O,X,X,X,X
STILJZO,O,O,O,O,X,X,X
STILJOZ,O,O,O,O,X,X,X
STILZJO,O,O,O,X,X,O,X
STILZOJ,O,X,O,X,X,O,X
STILOJZ,O,X,X,O,X,X,X
STILOZJ,O,X,X,X,X,O,X
STIJLZO,O,O,O,X,X,X,X
STIJLOZ,O,O,O,X,X,X,X
STIJZLO,O,O,O,X,X,X,X
STIJZOL,O,O,O,X,X,X,X
STIJOLZ,O,O,O,X,X,X,X
STIJOZL,O,O,O,X,X,X,X
STIZLJO,O,O,O,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X
STIZJLO,O,O,O,X,X,X,X
STIZJOL,O,O,O,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X
STIZOJL,O,O,O,X,X,X,X
STIOLJZ,O,O,X,O,X,X,X
STIOLZJ,O,O,X,X,X,O,X
STIOJLZ,O,O,O,X,X,X,X
STIOJZL,O,O,O,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X
STIOZJL,O,O,O,X,X,X,X
STLIJZO,O,O,O,O,X,X,X
STLIJOZ,O,O,O,O,X,X,X
STLIZJO,O,O,O,X,X,O,X
STLIZOJ,O,X,O,X,X,O,X
STLIOJZ,O,X,X,O,X,X,X
STLIOZJ,O,X,X,X,X,O,X
STLJIZO,O,O,O,O,X,X,X
STLJIOZ,O,O,O,O,X,X,X
STLJZIO,O,O,O,O,X,X,X
STLJZOI,O,O,X,O,X,X,X
STLJOIZ,O,O,O,O,X,X,X
STLJOZI,O,O,X,O,X,X,X
STLZIJO,O,O,X,X,X,O,X
STLZIOJ,O,X,X,X,X,O,X
STLZJIO,O,O,X,X,X,O,X
STLZJOI,O,O,X,X,X,O,X
STLZOIJ,O,X,X,X,X,O,X
STLZOJI,O,X,X,X,X,O,X
STLOIJZ,O,X,X,O,X,X,X
STLOIZJ,O,X,X,X,X,O,X
STLOJIZ,O,X,X,O,X,X,X
STLOJZI,O,X,X,O,X,X,X
STLOZIJ,O,X,X,X,X,O,X
STLOZJI,O,X,X,X,X,O,X
STJILZO,O,O,O,X,X,X,X
STJILOZ,O,O,O,X,X,X,X
STJIZLO,O,O,O,X,X,X,X
STJIZOL,O,O,O,X,X,X,X
STJIOLZ,O,O,O,X,X,X,X
STJIOZL,O,O,O,X,X,X,X
STJLIZO,O,O,O,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X
STJLZIO,O,O,O,X,X,X,X
STJLZOI,O,O,X,X,X,X,X
STJLOIZ,O,O,O,X,X,X,X
STJLOZI,O,O,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X
STJZIOL,O,O,O,X,X,X,X
STJZLIO,O,O,O,X,X,X,X
STJZLOI,O,O,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X
STJZOLI,O,O,X,X,X,X,X
STJOILZ,O,O,O,X,X,X,X
STJOIZL,O,O,O,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X
STJOLZI,O,O,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X
STZILOJ,O,X,O,X,X,X,X
STZIJLO,O,O,O,X,X,X,X
STZIJOL,O,O,O,X,X,X,X
STZIOLJ,O,X,O,X,X,X,X
STZIOJL,O,O,O,X,X,X,X
STZLIJO,O,O,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,X,X
STZLJOI,O,O,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X
STZJIOL,O,O,O,X,X,X,X
STZJLIO,O,O,O,X,X,X,X
STZJLOI,O,O,X,X,X,X,X
STZJOIL,O,O,X,X,X,X,X
STZJOLI,O,O,X,X,X,X,X
STZOILJ,O,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,X
STZOLIJ,O,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,X
STOILJZ,O,O,X,O,X,X,X
STOILZJ,O,O,X,X,X,O,X
STOIJLZ,O,O,O,X,X,X,X
STOIJZL,O,O,O,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X
STOIZJL,O,O,O,X,X,X,X
STOLIJZ,O,O,X,O,X,X,X
STOLIZJ,O,O,X,X,X,O,X
STOLJIZ,O,O,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,X
STOLZIJ,O,O,X,X,X,O,X
STOLZJI,O,O,X,X,X,O,X
STOJILZ,O,O,O,X,X,X,X
STOJIZL,O,O,O,X,X,X,X
STOJLIZ,O,O,O,X,X,X,X
STOJLZI,O,O,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X
STOZLIJ,O,O,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X
SITLJZO,O,O,O,O,X,X,X
SITLJOZ,O,O,O,O,X,X,X
SITLZJO,O,O,O,X,X,O,X
SITLZOJ,O,X,O,X,X,O,X
SITLOJZ,O,X,X,O,X,X,X
SITLOZJ,O,X,X,X,X,O,X
SITJLZO,O,O,O,X,X,X,X
SITJLOZ,O,O,O,X,X,X,X
SITJZLO,O,O,O,X,X,X,X
SITJZOL,O,O,O,X,X,X,X
SITJOLZ,O,O,O,X,X,X,X
SITJOZL,O,O,O,X,X,X,X
SITZLJO,O,O,O,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X
SITZJLO,O,O,O,X,X,X,X
SITZJOL,O,O,O,X,X,X,X
SITZOLJ,O,X,O,X,X,X,X
SITZOJL,O,O,O,X,X,X,X
SITOLJZ,O,O,X,O,X,X,X
SITOLZJ,O,O,X,X,X,O,X
SITOJLZ,O,O,O,X,X,X,X
SITOJZL,O,O,O,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X
SITOZJL,O,O,O,X,X,X,X
SILTJZO,O,O,O,O,X,X,X
SILTJOZ,O,O,O,O,X,X,X
SILTZJO,O,O,O,X,X,O,X
SILTZOJ,O,X,O,X,O,O,X
SILTOJZ,O,X,X,O,X,X,X
SILTOZJ,O,X,X,X,O,O,X
SILJTZO,O,O,O,O,X,X,X
SILJTOZ,O,O,O,O,X,X,X
SILJZTO,O,O,O,O,X,O,X
SILJZOT,O,O,O,O,X,O,X
SILJOTZ,O,O,O,O,X,X,X
SILJOZT,O,O,O,O,X,O,X
SILZTJO,O,O,O,X,X,O,X
SILZTOJ,O,X,O,X,X,O,X
SILZJTO,O,O,O,X,X,O,X
SILZJOT,O,O,O,X,X,O,X
SILZOTJ,O,X,O,X,X,O,X
SILZOJT,O,X,O,X,X,O,X
