sequence,v115@RhC8DeG8DeB8JeT/IvhF/lBRhBGjBirB0rBlsB,v115@RhC8DeG8DeB8JeT/IvhF/lBGjBRnBlrBarBUsB,v115@RhC8DeG8DeB8JeT/IvhF/lBFhBxiBcrBesBCtB,v115@RhC8DeG8DeB8JeT/IvhFxgBGjBllBirB8rB3sB,v115@RhC8DeG8DeB8JeT/IvhFxgBSoB0lB3rBmrBlsB,v115@RhC8DeG8DeB8JeT/IvhFmgBfnBxiB0lB1wBCtB,v115@RhC8DeG8DeB8JeT/IvhF2lBSoBRrB8rBFrB3sB
JLSOTZI,O,O,X,O,X,X,X
JLSOITZ,O,X,X,X,X,X,X
JLSOIZT,O,X,O,X,X,X,O
JLSOZTI,O,X,O,X,O,X,X
JLSOZIT,O,X,O,X,O,X,X
JLZTISO,X,X,X,O,X,X,X
JLZTIOS,X,X,X,O,X,X,X
JLZTSIO,X,X,X,O,X,X,X
JLZTSOI,X,X,X,O,X,X,X
JLZTOIS,X,X,X,O,X,X,X
JLZTOSI,X,X,X,O,X,X,X
JLZITSO,X,X,X,X,X,X,X
JLZITOS,X,X,X,X,X,X,O
JLZISTO,X,X,O,X,X,X,X
JLZISOT,X,X,O,X,X,X,O
JLZIOTS,X,X,X,X,X,X,O
JLZIOST,X,X,O,X,X,X,O
JLZSTIO,O,X,O,X,O,X,X
JLZSTOI,O,X,O,X,O,X,X
JLZSITO,O,X,O,X,O,X,X
JLZSIOT,O,X,O,X,O,X,X
JLZSOTI,O,X,O,X,O,X,X
JLZSOIT,O,X,O,X,O,X,X
JLZOTIS,X,X,X,O,X,X,X
JLZOTSI,X,X,X,O,X,X,X
JLZOITS,X,X,X,X,X,X,O
JLZOIST,X,X,O,X,X,X,O
JLZOSTI,O,X,O,X,O,X,X
JLZOSIT,O,X,O,X,O,X,X
JLOTISZ,X,O,X,O,X,X,X
JLOTIZS,X,X,X,O,X,X,O
JLOTSIZ,O,O,X,O,X,X,X
JLOTSZI,O,O,X,O,X,X,X
JLOTZIS,X,X,X,O,X,X,X
JLOTZSI,X,X,X,O,X,X,X
JLOITSZ,X,O,X,O,X,X,X
JLOITZS,X,X,X,O,X,X,O
JLOISTZ,O,X,X,X,X,X,X
JLOISZT,O,X,O,X,X,X,O
JLOIZTS,X,X,X,X,X,X,O
JLOIZST,X,X,O,X,X,X,O
JLOSTIZ,O,O,X,O,X,X,X
JLOSTZI,O,O,X,O,X,X,X
JLOSITZ,O,X,X,X,X,X,X
JLOSIZT,O,X,O,X,X,X,O
JLOSZTI,O,X,O,X,O,X,X
JLOSZIT,O,X,O,X,O,X,X
JLOZTIS,X,X,X,O,X,X,X
JLOZTSI,X,X,X,O,X,X,X
JLOZITS,X,X,X,X,X,X,O
JLOZIST,X,X,O,X,X,X,O
JLOZSTI,O,X,O,X,O,X,X
JLOZSIT,O,X,O,X,O,X,X
JSTILZO,X,O,X,X,X,X,X
JSTILOZ,X,O,X,X,X,X,X
JSTIZLO,X,O,O,X,X,X,X
JSTIZOL,X,O,O,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X
JSTIOZL,X,O,O,X,X,X,X
JSTLIZO,O,O,X,O,X,X,X
JSTLIOZ,O,O,X,O,X,X,X
JSTLZIO,O,O,X,O,X,X,X
JSTLZOI,O,O,X,O,X,X,X
JSTLOIZ,O,O,X,O,X,X,X
JSTLOZI,O,O,X,O,X,X,X
JSTZILO,X,O,O,X,X,X,X
JSTZIOL,X,O,O,X,X,X,X
JSTZLIO,X,O,O,X,X,X,X
JSTZLOI,X,O,O,X,X,X,X
JSTZOIL,X,O,O,X,X,X,X
JSTZOLI,X,O,O,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X
JSTOIZL,X,O,O,X,X,X,X
JSTOLIZ,O,O,X,O,X,X,X
JSTOLZI,O,O,X,O,X,X,X
JSTOZIL,X,O,O,X,X,X,X
JSTOZLI,X,O,O,X,X,X,X
JSITLZO,X,O,X,X,X,X,X
JSITLOZ,X,O,X,X,X,X,X
JSITZLO,X,O,O,X,X,X,X
JSITZOL,X,O,O,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X
JSITOZL,X,O,O,X,X,X,X
JSILTZO,O,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X
JSILZTO,O,X,O,X,X,X,X
JSILZOT,O,X,O,X,X,X,O
JSILOTZ,O,X,X,X,X,X,X
JSILOZT,O,X,O,X,X,X,O
JSIZTLO,X,X,O,X,X,X,X
JSIZTOL,X,X,O,X,X,X,X
JSIZLTO,X,X,O,X,X,X,X
JSIZLOT,X,X,O,X,X,X,O
JSIZOTL,X,X,O,X,X,X,X
JSIZOLT,O,X,O,X,X,X,O
JSIOTLZ,O,O,X,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,O
JSIOZTL,X,X,O,X,X,X,X
JSIOZLT,O,X,O,X,X,X,O
JSLTIZO,O,O,X,O,X,X,X
JSLTIOZ,O,O,X,O,X,X,X
JSLTZIO,O,O,X,O,X,X,X
JSLTZOI,O,O,X,O,X,X,X
JSLTOIZ,O,O,X,O,X,X,X
JSLTOZI,O,O,X,O,X,X,X
JSLITZO,O,X,X,X,X,X,X
JSLITOZ,O,X,X,X,X,X,X
JSLIZTO,O,X,O,X,X,X,X
JSLIZOT,O,X,O,X,X,X,O
JSLIOTZ,O,X,X,X,X,X,X
JSLIOZT,O,X,O,X,X,X,O
JSLZTIO,O,X,O,X,O,X,X
JSLZTOI,O,X,O,X,O,X,X
JSLZITO,O,X,O,X,O,X,X
JSLZIOT,O,X,O,X,O,X,X
JSLZOTI,O,X,O,X,O,X,X
JSLZOIT,O,X,O,X,O,X,X
JSLOTIZ,O,O,X,O,X,X,X
JSLOTZI,O,O,X,O,X,X,X
JSLOITZ,O,X,X,X,X,X,X
JSLOIZT,O,X,O,X,X,X,O
JSLOZTI,O,X,O,X,O,X,X
JSLOZIT,O,X,O,X,O,X,X
JSZTILO,X,O,O,X,O,X,X
JSZTIOL,X,O,O,X,O,X,X
JSZTLIO,X,O,O,X,O,X,X
JSZTLOI,X,O,O,X,O,X,X
JSZTOIL,X,O,O,X,O,X,X
JSZTOLI,X,O,O,X,O,X,X
JSZITLO,X,X,O,X,O,X,X
JSZITOL,X,X,O,X,O,X,X
JSZILTO,X,X,O,X,O,X,X
JSZILOT,X,X,O,X,O,X,X
JSZIOTL,X,X,O,X,O,X,X
JSZIOLT,O,X,O,X,O,X,X
JSZLTIO,O,X,O,X,O,X,X
JSZLTOI,O,X,O,X,O,X,X
JSZLITO,O,X,O,X,O,X,X
JSZLIOT,O,X,O,X,O,X,X
JSZLOTI,O,X,O,X,O,X,X
JSZLOIT,O,X,O,X,O,X,X
JSZOTIL,X,O,O,X,O,X,X
JSZOTLI,X,O,O,X,O,X,X
JSZOITL,X,X,O,X,O,X,X
JSZOILT,O,X,O,X,O,X,X
JSZOLTI,O,X,O,X,O,X,X
JSZOLIT,O,X,O,X,O,X,X
JSOTILZ,O,O,X,X,X,X,X
JSOTIZL,X,O,O,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X
JSOTLZI,O,O,X,O,X,X,X
JSOTZIL,X,O,O,X,X,X,X
JSOTZLI,X,O,O,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X
JSOITZL,X,O,O,X,X,X,X
JSOILTZ,O,X,X,X,X,X,X
JSOILZT,O,X,O,X,X,X,O
JSOIZTL,X,X,O,X,X,X,X
JSOIZLT,O,X,O,X,X,X,O
JSOLTIZ,O,O,X,O,X,X,X
JSOLTZI,O,O,X,O,X,X,X
JSOLITZ,O,X,X,X,X,X,X
JSOLIZT,O,X,O,X,X,X,O
JSOLZTI,O,X,O,X,O,X,X
JSOLZIT,O,X,O,X,O,X,X
JSOZTIL,X,O,O,X,O,X,X
JSOZTLI,X,O,O,X,O,X,X
JSOZITL,X,X,O,X,O,X,X
JSOZILT,O,X,O,X,O,X,X
JSOZLTI,O,X,O,X,O,X,X
JSOZLIT,O,X,O,X,O,X,X
JZTILSO,X,X,X,X,X,X,X
JZTILOS,X,X,X,X,X,X,X
JZTISLO,X,O,O,X,X,O,X
JZTISOL,X,O,O,X,X,O,X
JZTIOLS,X,X,X,X,X,X,X
JZTIOSL,X,O,O,X,X,O,X
JZTLISO,X,X,X,O,X,X,X
JZTLIOS,X,X,X,O,X,X,X
JZTLSIO,X,X,X,O,X,O,X
JZTLSOI,X,X,X,O,X,O,X
JZTLOIS,X,X,X,O,X,X,X
JZTLOSI,X,X,X,O,X,O,X
JZTSILO,X,O,O,X,X,O,X
JZTSIOL,X,O,O,X,X,O,X
JZTSLIO,X,O,O,X,X,O,X
JZTSLOI,X,O,O,X,X,O,X
JZTSOIL,X,O,O,X,X,O,X
JZTSOLI,X,O,O,X,X,O,X
JZTOILS,X,X,X,X,X,X,X
JZTOISL,X,O,O,X,X,O,X
JZTOLIS,X,X,X,O,X,X,X
JZTOLSI,X,X,X,O,X,O,X
JZTOSIL,X,O,O,X,X,O,X
JZTOSLI,X,O,O,X,X,O,X
JZITLSO,X,X,X,X,X,X,X
JZITLOS,X,X,X,X,X,X,O
JZITSLO,X,O,O,X,X,O,X
JZITSOL,X,O,O,X,X,O,X
JZITOLS,X,X,X,X,X,X,O
JZITOSL,X,O,O,X,X,O,X
JZILTSO,X,X,X,X,X,X,X
JZILTOS,X,X,X,X,X,X,O
JZILSTO,X,X,O,X,X,X,X
JZILSOT,X,X,O,X,X,X,O
JZILOTS,X,X,X,X,X,X,O
JZILOST,X,X,O,X,X,X,O
JZISTLO,X,X,O,X,O,X,X
JZISTOL,X,X,O,X,O,X,X
JZISLTO,X,X,O,X,O,X,X
JZISLOT,X,X,O,X,O,X,O
JZISOTL,X,X,O,X,O,X,X
JZISOLT,X,X,O,X,O,X,O
JZIOTLS,X,X,X,X,X,X,O
JZIOTSL,X,O,O,X,X,O,X
JZIOLTS,X,X,X,X,X,X,O
JZIOLST,X,X,O,X,X,X,O
JZIOSTL,X,X,O,X,O,X,X
JZIOSLT,X,X,O,X,O,X,O
JZLTISO,X,X,X,O,X,X,X
JZLTIOS,X,X,X,O,X,X,X
JZLTSIO,X,X,X,O,X,O,X
JZLTSOI,X,X,X,O,X,O,X
JZLTOIS,X,X,X,O,X,X,X
JZLTOSI,X,X,X,O,X,O,X
JZLITSO,X,X,X,X,X,X,X
JZLITOS,X,X,X,X,X,X,O
JZLISTO,X,X,O,X,X,X,X
JZLISOT,X,X,O,X,X,X,O
JZLIOTS,X,X,X,X,X,X,O
JZLIOST,X,X,O,X,X,X,O
JZLSTIO,O,X,O,X,O,X,X
JZLSTOI,O,X,O,X,O,X,X
JZLSITO,O,X,O,X,O,X,X
JZLSIOT,O,X,O,X,O,X,X
JZLSOTI,O,X,O,X,O,X,X
JZLSOIT,O,X,O,X,O,X,X
JZLOTIS,X,X,X,O,X,X,X
JZLOTSI,X,X,X,O,X,O,X
JZLOITS,X,X,X,X,X,X,O
JZLOIST,X,X,O,X,X,X,O
JZLOSTI,O,X,O,X,O,X,X
JZLOSIT,O,X,O,X,O,X,X
JZSTILO,X,O,O,X,O,O,X
JZSTIOL,X,O,O,X,O,O,X
JZSTLIO,X,O,O,X,O,O,X
JZSTLOI,X,O,O,X,O,O,X
JZSTOIL,X,O,O,X,O,O,X
JZSTOLI,X,O,O,X,O,O,X
JZSITLO,X,X,O,X,O,X,X
JZSITOL,X,X,O,X,O,X,X
JZSILTO,X,X,O,X,O,X,X
JZSILOT,X,X,O,X,O,X,X
JZSIOTL,X,X,O,X,O,X,X
JZSIOLT,O,X,O,X,O,X,X
JZSLTIO,O,X,O,X,O,X,X
JZSLTOI,O,X,O,X,O,X,X
JZSLITO,O,X,O,X,O,X,X
JZSLIOT,O,X,O,X,O,X,X
JZSLOTI,O,X,O,X,O,X,X
JZSLOIT,O,X,O,X,O,X,X
JZSOTIL,X,O,O,X,O,O,X
JZSOTLI,X,O,O,X,O,O,X
JZSOITL,X,X,O,X,O,X,X
JZSOILT,O,X,O,X,O,X,X
JZSOLTI,O,X,O,X,O,X,X
JZSOLIT,O,X,O,X,O,X,X
JZOTILS,X,X,X,X,X,X,X
JZOTISL,X,O,O,X,X,O,X
JZOTLIS,X,X,X,O,X,X,X
JZOTLSI,X,X,X,O,X,O,X
JZOTSIL,X,O,O,X,X,O,X
JZOTSLI,X,O,O,X,X,O,X
JZOITLS,X,X,X,X,X,X,O
JZOITSL,X,O,O,X,X,O,X
JZOILTS,X,X,X,X,X,X,O
JZOILST,X,X,O,X,X,X,O
JZOISTL,X,X,O,X,O,X,X
JZOISLT,X,X,O,X,O,X,O
JZOLTIS,X,X,X,O,X,X,X
JZOLTSI,X,X,X,O,X,O,X
JZOLITS,X,X,X,X,X,X,O
JZOLIST,X,X,O,X,X,X,O
JZOLSTI,O,X,O,X,O,X,X
JZOLSIT,O,X,O,X,O,X,X
JZOSTIL,X,O,O,X,O,O,X
JZOSTLI,X,O,O,X,O,O,X
JZOSITL,X,X,O,X,O,X,X
JZOSILT,O,X,O,X,O,X,X
JZOSLTI,O,X,O,X,O,X,X
JZOSLIT,O,X,O,X,O,X,X
JOTILSZ,X,O,X,O,X,X,X
JOTILZS,X,X,X,O,X,X,O
JOTISLZ,X,O,X,X,X,X,X
JOTISZL,X,O,O,X,X,X,X
JOTIZLS,X,X,X,X,X,X,O
JOTIZSL,X,O,O,X,X,X,X
JOTLISZ,X,O,X,O,X,X,X
JOTLIZS,X,X,X,O,X,X,O
JOTLSIZ,O,O,X,O,X,X,X
JOTLSZI,O,O,X,O,X,X,X
JOTLZIS,X,X,X,O,X,X,X
JOTLZSI,X,X,X,O,X,X,X
JOTSILZ,O,O,X,X,X,X,X
JOTSIZL,X,O,O,X,X,O,X
JOTSLIZ,O,O,X,O,X,X,X
JOTSLZI,O,O,X,O,X,X,X
JOTSZIL,X,O,O,X,X,O,X
JOTSZLI,X,O,O,X,X,O,X
JOTZILS,X,X,X,X,X,X,X
JOTZISL,X,O,O,X,X,O,X
JOTZLIS,X,X,X,O,X,X,X
JOTZLSI,X,X,X,O,X,O,X
JOTZSIL,X,O,O,X,X,O,X
JOTZSLI,X,O,O,X,X,O,X
JOITLSZ,X,O,X,O,X,X,X
JOITLZS,X,X,X,O,X,X,O
JOITSLZ,X,O,X,X,X,X,X
JOITSZL,X,O,O,X,X,X,X
JOITZLS,X,X,X,X,X,X,O
JOITZSL,X,O,O,X,X,X,X
JOILTSZ,X,O,X,O,X,X,X
JOILTZS,X,X,X,O,X,X,O
JOILSTZ,O,X,X,X,X,X,X
JOILSZT,O,X,O,X,X,X,O
JOILZTS,X,X,X,X,X,X,O
JOILZST,X,X,O,X,X,X,O
JOISTLZ,O,O,X,X,X,X,X
JOISTZL,X,O,O,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X
JOISLZT,O,X,O,X,X,X,O
JOISZTL,X,X,O,X,X,X,X
JOISZLT,O,X,O,X,X,X,O
JOIZTLS,X,X,X,X,X,X,O
JOIZTSL,X,O,O,X,X,X,X
JOIZLTS,X,X,X,X,X,X,O
JOIZLST,X,X,O,X,X,X,O
JOIZSTL,X,X,O,X,X,X,X
JOIZSLT,X,X,O,X,X,X,O
JOLTISZ,X,O,X,O,X,X,X
JOLTIZS,X,X,X,O,X,X,O
JOLTSIZ,O,O,X,O,X,X,X
JOLTSZI,O,O,X,O,X,X,X
JOLTZIS,X,X,X,O,X,X,X
JOLTZSI,X,X,X,O,X,X,X
JOLITSZ,X,O,X,O,X,X,X
JOLITZS,X,X,X,O,X,X,O
JOLISTZ,O,X,X,X,X,X,X
JOLISZT,O,X,O,X,X,X,O
JOLIZTS,X,X,X,X,X,X,O
JOLIZST,X,X,O,X,X,X,O
JOLSTIZ,O,O,X,O,X,X,X
JOLSTZI,O,O,X,O,X,X,X
JOLSITZ,O,X,X,X,X,X,X
JOLSIZT,O,X,O,X,X,X,O
JOLSZTI,O,X,O,X,O,X,X
JOLSZIT,O,X,O,X,O,X,X
JOLZTIS,X,X,X,O,X,X,X
JOLZTSI,X,X,X,O,X,X,X
JOLZITS,X,X,X,X,X,X,O
JOLZIST,X,X,O,X,X,X,O
JOLZSTI,O,X,O,X,O,X,X
JOLZSIT,O,X,O,X,O,X,X
JOSTILZ,O,O,X,X,X,X,X
JOSTIZL,X,O,O,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X
JOSTLZI,O,O,X,O,X,X,X
JOSTZIL,X,O,O,X,X,X,X
JOSTZLI,X,O,O,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X
JOSITZL,X,O,O,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X
JOSILZT,O,X,O,X,X,X,O
JOSIZTL,X,X,O,X,X,X,X
JOSIZLT,O,X,O,X,X,X,O
JOSLTIZ,O,O,X,O,X,X,X
JOSLTZI,O,O,X,O,X,X,X
JOSLITZ,O,X,X,X,X,X,X
JOSLIZT,O,X,O,X,X,X,O
JOSLZTI,O,X,O,X,O,X,X
JOSLZIT,O,X,O,X,O,X,X
JOSZTIL,X,O,O,X,O,X,X
JOSZTLI,X,O,O,X,O,X,X
JOSZITL,X,X,O,X,O,X,X
JOSZILT,O,X,O,X,O,X,X
JOSZLTI,O,X,O,X,O,X,X
JOSZLIT,O,X,O,X,O,X,X
JOZTILS,X,X,X,X,X,X,X
JOZTISL,X,O,O,X,X,O,X
JOZTLIS,X,X,X,O,X,X,X
JOZTLSI,X,X,X,O,X,O,X
JOZTSIL,X,O,O,X,X,O,X
JOZTSLI,X,O,O,X,X,O,X
JOZITLS,X,X,X,X,X,X,O
JOZITSL,X,O,O,X,X,O,X
JOZILTS,X,X,X,X,X,X,O
JOZILST,X,X,O,X,X,X,O
JOZISTL,X,X,O,X,O,X,X
JOZISLT,X,X,O,X,O,X,O
JOZLTIS,X,X,X,O,X,X,X
JOZLTSI,X,X,X,O,X,O,X
JOZLITS,X,X,X,X,X,X,O
JOZLIST,X,X,O,X,X,X,O
JOZLSTI,O,X,O,X,O,X,X
JOZLSIT,O,X,O,X,O,X,X
JOZSTIL,X,O,O,X,O,O,X
JOZSTLI,X,O,O,X,O,O,X
JOZSITL,X,X,O,X,O,X,X
JOZSILT,O,X,O,X,O,X,X
JOZSLTI,O,X,O,X,O,X,X
JOZSLIT,O,X,O,X,O,X,X
STILJZO,O,O,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X
STILZJO,O,O,X,X,X,O,X
STILZOJ,O,O,X,X,X,O,X
STILOJZ,O,O,X,X,X,X,X
STILOZJ,O,O,X,X,X,O,X
STIJLZO,X,O,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,X
STIJZLO,X,O,X,X,X,O,X
STIJZOL,X,O,X,X,X,O,X
STIJOLZ,O,O,X,X,X,X,X
STIJOZL,X,O,X,X,X,O,X
STIZLJO,X,O,X,X,X,O,X
STIZLOJ,X,O,X,X,X,O,X
STIZJLO,X,O,O,X,X,O,X
STIZJOL,X,O,O,X,X,O,X
STIZOLJ,X,O,X,X,X,O,X
STIZOJL,X,O,O,X,X,O,X
STIOLJZ,O,O,X,X,X,X,X
STIOLZJ,O,O,X,X,X,O,X
STIOJLZ,O,O,X,X,X,X,X
STIOJZL,X,O,X,X,X,O,X
STIOZLJ,X,O,X,X,X,O,X
STIOZJL,X,O,O,X,X,O,X
STLIJZO,O,O,X,O,X,X,X
STLIJOZ,O,O,X,O,X,X,X
STLIZJO,O,O,X,O,X,O,X
STLIZOJ,O,O,X,O,X,O,X
STLIOJZ,O,O,X,O,X,X,X
STLIOZJ,O,O,X,O,X,O,X
STLJIZO,O,O,X,O,X,X,X
STLJIOZ,O,O,X,O,X,X,X
STLJZIO,O,O,X,O,X,X,X
STLJZOI,O,O,X,O,X,X,X
STLJOIZ,O,O,X,O,X,X,X
STLJOZI,O,O,X,O,X,X,X
STLZIJO,O,O,X,O,O,O,X
STLZIOJ,O,O,X,O,O,O,X
STLZJIO,O,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,X
STLZOIJ,O,O,X,O,O,O,X
STLZOJI,O,O,O,O,O,O,X
STLOIJZ,O,O,X,O,X,X,X
STLOIZJ,O,O,X,O,X,O,X
STLOJIZ,O,O,X,O,X,X,X
STLOJZI,O,O,X,O,X,X,X
STLOZIJ,O,O,X,O,O,O,X
STLOZJI,O,O,O,O,O,O,X
STJILZO,X,O,X,X,X,X,X
STJILOZ,X,O,X,X,X,X,X
STJIZLO,X,O,O,X,X,O,X
STJIZOL,X,O,O,X,X,O,X
STJIOLZ,O,O,X,X,X,X,X
STJIOZL,X,O,O,X,X,O,X
STJLIZO,O,O,X,O,X,X,X
STJLIOZ,O,O,X,O,X,X,X
STJLZIO,O,O,X,O,X,X,X
STJLZOI,O,O,X,O,X,X,X
STJLOIZ,O,O,X,O,X,X,X
STJLOZI,O,O,X,O,X,X,X
STJZILO,X,O,O,X,X,O,X
STJZIOL,X,O,O,X,X,O,X
STJZLIO,X,O,O,X,X,O,X
STJZLOI,X,O,O,X,X,O,X
STJZOIL,X,O,O,X,X,O,X
STJZOLI,X,O,O,X,X,O,X
STJOILZ,O,O,X,X,X,X,X
STJOIZL,X,O,O,X,X,O,X
STJOLIZ,O,O,X,O,X,X,X
STJOLZI,O,O,X,O,X,X,X
STJOZIL,X,O,O,X,X,O,X
STJOZLI,X,O,O,X,X,O,X
STZILJO,X,O,X,X,O,O,X
STZILOJ,X,O,X,X,O,O,X
STZIJLO,X,O,O,X,O,O,X
STZIJOL,X,O,O,X,O,O,X
STZIOLJ,X,O,X,X,O,O,X
STZIOJL,X,O,O,X,O,O,X
STZLIJO,X,O,X,X,O,O,X
STZLIOJ,X,O,X,X,O,O,X
STZLJIO,X,O,O,X,O,O,X
STZLJOI,X,O,O,X,O,O,X
STZLOIJ,X,O,X,X,O,O,X
STZLOJI,X,O,O,X,O,O,X
STZJILO,X,O,O,X,O,O,X
STZJIOL,X,O,O,X,O,O,X
STZJLIO,X,O,O,X,O,O,X
STZJLOI,X,O,O,X,O,O,X
STZJOIL,X,O,O,X,O,O,X
STZJOLI,X,O,O,X,O,O,X
STZOILJ,X,O,X,X,O,O,X
STZOIJL,X,O,O,X,O,O,X
STZOLIJ,X,O,X,X,O,O,X
STZOLJI,X,O,O,X,O,O,X
STZOJIL,X,O,O,X,O,O,X
STZOJLI,X,O,O,X,O,O,X
STOILJZ,O,O,X,X,X,X,X
STOILZJ,O,O,X,X,X,O,X
STOIJLZ,O,O,X,X,X,X,X
STOIJZL,X,O,X,X,X,O,X
STOIZLJ,X,O,X,X,X,O,X
STOIZJL,X,O,O,X,X,O,X
STOLIJZ,O,O,X,O,X,X,X
STOLIZJ,O,O,X,O,X,O,X
STOLJIZ,O,O,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,X
STOLZIJ,O,O,X,O,O,O,X
STOLZJI,O,O,O,O,O,O,X
STOJILZ,O,O,X,X,X,X,X
STOJIZL,X,O,O,X,X,O,X
STOJLIZ,O,O,X,O,X,X,X
STOJLZI,O,O,X,O,X,X,X
STOJZIL,X,O,O,X,X,O,X
STOJZLI,X,O,O,X,X,O,X
STOZILJ,X,O,X,X,O,O,X
STOZIJL,X,O,O,X,O,O,X
STOZLIJ,X,O,X,X,O,O,X
STOZLJI,X,O,O,X,O,O,X
STOZJIL,X,O,O,X,O,O,X
STOZJLI,X,O,O,X,O,O,X
SITLJZO,O,O,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X
SITLZJO,O,O,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X
SITJLZO,X,O,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X
SITJZLO,X,O,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X
SITZLJO,X,O,X,X,X,X,X
SITZLOJ,X,O,X,X,X,X,X
SITZJLO,X,O,O,X,X,X,X
SITZJOL,X,O,O,X,X,X,X
SITZOLJ,X,O,X,X,X,X,X
SITZOJL,X,O,O,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X
SILTJZO,O,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X
SILJTZO,O,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,O
SILJOTZ,O,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,O
SILZTJO,O,X,X,X,O,X,X
SILZTOJ,O,X,X,X,O,X,X
SILZJTO,O,X,X,X,O,X,X
SILZJOT,O,X,X,X,O,X,O
SILZOTJ,O,X,X,X,O,X,X
SILZOJT,O,X,X,X,O,X,O
SILOTJZ,O,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,O
SILOZTJ,O,X,X,X,O,X,X
SILOZJT,O,X,X,X,O,X,O
SIJTLZO,X,O,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X
SIJTZLO,X,O,O,X,X,X,X
SIJTZOL,X,O,O,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X
SIJLZTO,O,X,O,X,X,X,X
SIJLZOT,O,X,O,X,X,X,O
SIJLOTZ,O,X,X,X,X,X,X
SIJLOZT,O,X,O,X,X,X,O
SIJZTLO,X,X,O,X,X,X,X
SIJZTOL,X,X,O,X,X,X,X
SIJZLTO,X,X,O,X,X,X,X
SIJZLOT,X,X,O,X,X,X,O
SIJZOTL,X,X,O,X,X,X,X
SIJZOLT,O,X,O,X,X,X,O
SIJOTLZ,O,O,X,X,X,X,X
SIJOTZL,X,O,O,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,O
SIJOZTL,X,X,O,X,X,X,X
SIJOZLT,O,X,O,X,X,X,O
SIZTLJO,X,X,X,X,O,X,X
SIZTLOJ,X,X,X,X,O,X,X
SIZTJLO,X,X,O,X,O,X,X
SIZTJOL,X,X,O,X,O,X,X
SIZTOLJ,X,X,X,X,O,X,X
SIZTOJL,X,X,O,X,O,X,X
SIZLTJO,O,X,X,X,O,X,X
SIZLTOJ,O,X,X,X,O,X,X
SIZLJTO,O,X,X,X,O,X,X
SIZLJOT,O,X,X,X,O,X,O
SIZLOTJ,O,X,X,X,O,X,X
SIZLOJT,O,X,X,X,O,X,O
SIZJTLO,X,X,O,X,O,X,X
SIZJTOL,X,X,O,X,O,X,X
SIZJLTO,X,X,O,X,O,X,X
SIZJLOT,X,X,O,X,O,X,O
SIZJOTL,X,X,O,X,O,X,X
SIZJOLT,O,X,O,X,O,X,O
SIZOTLJ,X,X,X,X,O,X,X
SIZOTJL,X,X,O,X,O,X,X
SIZOLTJ,O,X,X,X,O,X,X
SIZOLJT,O,X,X,X,O,X,O
SIZOJTL,X,X,O,X,O,X,X
SIZOJLT,O,X,O,X,O,X,O
SIOTLJZ,O,O,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X
