sequence,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhFmhBRqBcqBftB6t?BTrB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFylBzhBfqBUrBGt?BFtB,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhFihBziBRqBcqB+t?B3rB,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhF2mBCjBRqBcqBTt?B3rB,v115@HhA8IeA8DeG8AeA8BeB8Le6EJvhFZlBFhBWoBfrB8r?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFzhBfqB0lBKrBGt?BFtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFWoBfqB0lBlrBir?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFWoBfqB0lBirBlr?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Le6EJvhFZlBFhBziBfrB8r?B+tB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFymBfqB0lBFtBTr?BGtB,v115@HhA8IeA8DeG8AeA8BeB8LeRBJvhFSoBzkBfrBlrBmp?BUtB,v115@HhA8IeA8DeG8AeA8BeB8LeSIJvhFzkBRmBfrBmpBlr?BUtB
ITZOSLJ,O,X,O,O,X,X,X,X,X,X,X,X
ITZOSJL,O,X,O,O,X,X,X,X,X,X,X,X
ITOLJSZ,X,X,X,X,X,X,X,X,X,X,X,X
ITOLJZS,X,X,X,O,X,X,X,X,X,X,X,X
ITOLSJZ,X,X,X,X,X,X,X,X,X,X,X,O
ITOLSZJ,X,X,X,X,X,X,X,X,X,X,X,O
ITOLZJS,X,X,X,O,X,X,X,X,X,X,X,X
ITOLZSJ,X,X,X,O,X,X,X,X,X,X,X,X
ITOJLSZ,X,X,X,X,X,X,X,X,X,X,X,X
ITOJLZS,X,X,X,O,X,X,X,X,X,X,X,X
ITOJSLZ,O,X,X,X,X,X,X,X,X,X,X,X
ITOJSZL,O,X,X,X,X,X,X,X,X,X,X,X
ITOJZLS,O,X,X,O,X,X,X,X,X,X,X,X
ITOJZSL,O,X,X,O,X,X,X,X,X,X,X,X
ITOSLJZ,O,X,X,X,X,X,X,X,X,X,X,X
ITOSLZJ,O,X,X,X,X,X,X,X,X,X,X,X
ITOSJLZ,O,X,X,X,X,X,X,X,X,X,X,X
ITOSJZL,O,X,X,X,X,X,X,X,X,X,X,X
ITOSZLJ,O,X,X,X,X,X,X,X,X,X,X,X
ITOSZJL,O,X,X,X,X,X,X,X,X,X,X,X
ITOZLJS,O,X,X,O,X,X,X,X,X,X,X,X
ITOZLSJ,O,X,X,O,X,X,X,X,X,X,X,X
ITOZJLS,O,X,X,O,X,X,X,X,X,X,X,X
ITOZJSL,O,X,X,O,X,X,X,X,X,X,X,X
ITOZSLJ,O,X,X,O,X,X,X,X,X,X,X,X
ITOZSJL,O,X,X,O,X,X,X,X,X,X,X,X
ILTJSZO,X,X,X,X,O,X,X,X,X,X,X,X
ILTJSOZ,X,X,X,X,X,X,X,X,X,X,X,X
ILTJZSO,X,X,X,X,X,X,X,X,X,X,X,X
ILTJZOS,X,X,X,X,X,X,X,X,X,X,X,X
ILTJOSZ,X,X,X,X,X,X,X,X,X,X,X,X
ILTJOZS,X,X,X,X,X,X,X,X,X,X,X,X
ILTSJZO,X,X,X,X,O,X,X,X,O,X,X,X
ILTSJOZ,X,X,X,X,X,X,X,X,O,X,X,X
ILTSZJO,X,X,X,X,O,X,X,X,O,X,X,X
ILTSZOJ,X,X,X,X,O,X,X,X,O,X,X,X
ILTSOJZ,X,X,X,X,X,X,X,X,X,X,X,X
ILTSOZJ,X,X,X,X,X,X,X,X,X,X,X,X
ILTZJSO,X,X,X,X,X,X,X,X,X,X,X,X
ILTZJOS,X,X,X,X,X,X,X,X,X,X,X,X
ILTZSJO,X,X,X,X,X,X,X,X,X,X,X,X
ILTZSOJ,X,X,X,X,X,X,X,X,X,X,X,X
ILTZOJS,X,X,X,X,X,X,X,X,X,X,X,X
ILTZOSJ,X,X,X,X,X,X,X,X,X,X,X,X
ILTOJSZ,X,X,X,X,X,X,X,X,X,X,X,X
ILTOJZS,X,X,X,X,X,X,X,X,X,X,X,X
ILTOSJZ,X,X,X,X,X,X,X,X,X,X,X,O
ILTOSZJ,X,X,X,X,X,X,X,X,X,X,X,O
ILTOZJS,X,X,X,X,X,X,X,X,X,X,X,X
ILTOZSJ,X,X,X,X,X,X,X,X,X,X,X,X
ILJTSZO,X,X,X,X,O,X,X,X,X,X,X,X
ILJTSOZ,X,X,X,X,X,X,X,X,X,X,X,X
ILJTZSO,X,X,X,X,X,X,X,X,X,X,X,X
ILJTZOS,X,X,X,X,X,X,X,X,X,X,X,X
ILJTOSZ,X,X,X,X,X,X,X,X,X,X,X,X
ILJTOZS,X,X,X,X,X,X,X,X,X,X,X,X
ILJSTZO,O,X,O,X,O,X,X,X,O,X,X,X
ILJSTOZ,X,X,O,X,X,X,X,X,O,X,X,X
ILJSZTO,O,X,O,X,O,X,O,O,O,X,X,X
ILJSZOT,O,X,O,X,O,X,X,O,O,X,X,X
ILJSOTZ,X,X,O,X,X,X,X,X,O,X,X,X
ILJSOZT,O,X,O,X,O,X,X,X,O,X,X,X
ILJZTSO,O,X,O,X,X,X,X,X,X,X,X,X
ILJZTOS,X,X,O,O,X,X,X,X,X,X,X,X
ILJZSTO,O,X,O,X,O,X,X,X,X,X,X,X
ILJZSOT,O,X,O,X,O,X,X,X,X,X,X,X
ILJZOTS,X,X,O,O,X,X,X,X,X,X,X,X
ILJZOST,X,X,O,O,X,X,X,X,X,X,X,X
ILJOTSZ,X,X,X,X,X,X,X,X,X,X,X,X
ILJOTZS,X,X,X,O,X,X,X,X,X,X,X,X
ILJOSTZ,X,X,O,X,X,X,X,X,X,X,X,O
ILJOSZT,X,X,O,O,O,X,X,X,X,X,X,O
ILJOZTS,X,X,O,O,X,X,X,X,X,X,X,X
ILJOZST,X,X,O,O,X,X,X,X,X,X,X,X
ILSTJZO,O,X,O,X,O,X,X,X,O,X,X,X
ILSTJOZ,X,X,O,X,X,X,X,X,O,X,X,X
ILSTZJO,O,X,O,X,O,X,X,X,O,X,X,X
ILSTZOJ,O,X,O,X,O,X,X,X,O,X,X,X
ILSTOJZ,O,X,X,X,X,X,X,X,X,X,X,X
ILSTOZJ,O,X,X,X,X,X,X,X,X,X,X,X
ILSJTZO,O,X,O,X,O,X,X,X,O,X,X,X
ILSJTOZ,X,X,O,X,X,X,X,X,O,X,X,X
ILSJZTO,O,X,O,X,O,X,O,O,O,X,X,X
ILSJZOT,O,X,O,X,O,X,X,O,O,X,X,X
ILSJOTZ,O,X,O,X,X,X,X,X,O,X,X,X
ILSJOZT,O,X,O,X,O,X,X,X,O,X,X,X
ILSZTJO,O,O,O,X,O,O,O,O,O,O,X,X
ILSZTOJ,O,O,O,X,O,O,X,X,O,O,X,X
ILSZJTO,O,O,O,X,O,O,O,O,O,O,X,X
ILSZJOT,O,O,O,X,O,O,X,O,O,X,X,X
ILSZOTJ,O,O,O,X,O,O,X,X,O,O,X,X
ILSZOJT,O,O,O,X,O,O,X,O,O,X,X,X
ILSOTJZ,O,X,X,X,X,X,X,X,X,X,O,O
ILSOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
ILSOJTZ,O,X,O,X,X,X,X,X,O,X,X,O
ILSOJZT,O,X,O,X,O,X,X,X,O,X,X,O
ILSOZTJ,O,X,O,X,O,X,X,X,O,X,X,O
ILSOZJT,O,X,O,X,O,X,X,X,O,X,X,O
ILZTJSO,O,X,O,X,X,X,X,X,X,X,X,X
ILZTJOS,X,X,O,O,X,X,X,X,X,X,X,X
ILZTSJO,O,X,O,X,X,X,X,X,X,X,X,X
ILZTSOJ,O,X,O,X,X,X,X,X,X,X,X,X
ILZTOJS,O,X,X,O,X,X,X,X,X,X,X,X
ILZTOSJ,O,X,X,O,X,X,X,X,X,X,X,X
ILZJTSO,O,X,O,X,X,X,X,X,X,X,X,X
ILZJTOS,X,X,O,O,X,X,X,X,X,X,X,X
ILZJSTO,O,X,O,X,O,X,X,X,X,X,X,X
ILZJSOT,O,X,O,X,O,X,X,X,X,X,X,X
ILZJOTS,X,X,O,O,X,X,X,X,X,X,X,X
ILZJOST,X,X,O,O,X,X,X,X,X,X,X,X
ILZSTJO,O,X,O,X,O,X,X,X,O,X,X,X
ILZSTOJ,O,X,O,X,O,X,X,X,O,X,X,X
ILZSJTO,O,X,O,X,O,X,X,X,O,X,X,X
ILZSJOT,O,X,O,X,O,X,X,X,O,X,X,X
ILZSOTJ,O,X,O,X,O,X,X,X,O,X,X,X
ILZSOJT,O,X,O,X,O,X,X,X,O,X,X,X
ILZOTJS,O,X,X,O,X,X,X,X,X,X,X,X
ILZOTSJ,O,X,X,O,X,X,X,X,X,X,X,X
ILZOJTS,O,X,X,O,X,X,X,X,X,X,X,X
ILZOJST,O,X,X,O,X,X,X,X,X,X,X,X
ILZOSTJ,O,X,X,O,X,X,X,X,X,X,X,O
ILZOSJT,O,X,X,O,X,X,X,X,X,X,X,O
ILOTJSZ,X,X,X,X,X,X,X,X,X,X,X,X
ILOTJZS,X,X,X,O,X,X,X,X,X,X,X,X
ILOTSJZ,X,X,X,X,X,X,X,X,X,X,X,O
ILOTSZJ,X,X,X,X,X,X,X,X,X,X,X,O
ILOTZJS,X,X,X,O,X,X,X,X,X,X,X,X
ILOTZSJ,X,X,X,O,X,X,X,X,X,X,X,X
ILOJTSZ,X,X,X,X,X,X,X,X,X,X,X,X
ILOJTZS,X,X,X,O,X,X,X,X,X,X,X,X
ILOJSTZ,O,X,X,X,X,X,X,X,X,X,X,O
ILOJSZT,O,X,X,O,O,X,X,X,X,X,X,O
ILOJZTS,O,X,X,O,X,X,X,X,X,X,X,X
ILOJZST,O,X,X,O,X,X,X,X,X,X,X,X
ILOSTJZ,O,X,X,X,X,X,X,X,X,X,O,O
ILOSTZJ,O,X,X,X,X,X,X,X,X,X,O,O
ILOSJTZ,O,X,X,X,X,X,X,X,O,X,X,O
ILOSJZT,O,X,X,O,O,X,X,X,O,X,X,O
ILOSZTJ,O,X,X,O,O,X,X,X,O,X,X,O
ILOSZJT,O,X,X,O,O,X,X,X,O,X,X,O
ILOZTJS,O,X,X,O,X,X,X,X,X,X,X,X
ILOZTSJ,O,X,X,O,X,X,X,X,X,X,X,X
ILOZJTS,O,X,X,O,X,X,X,X,X,X,X,X
ILOZJST,O,X,X,O,X,X,X,X,X,X,X,X
ILOZSTJ,O,X,X,O,X,X,X,X,X,X,X,O
ILOZSJT,O,X,X,O,X,X,X,X,X,X,X,O
IJTLSZO,X,X,X,X,O,X,X,X,X,X,X,X
IJTLSOZ,X,X,X,X,X,X,X,X,X,X,X,X
IJTLZSO,X,X,X,X,X,X,X,X,X,X,X,X
IJTLZOS,X,X,X,X,X,X,X,X,X,X,X,X
IJTLOSZ,X,X,X,X,X,X,X,X,X,X,X,X
IJTLOZS,X,X,X,X,X,X,X,X,X,X,X,X
IJTSLZO,O,X,O,X,O,X,X,X,X,X,X,X
IJTSLOZ,X,X,O,X,X,X,X,X,X,X,X,X
IJTSZLO,O,X,O,X,X,X,O,O,X,X,X,X
IJTSZOL,O,X,O,X,X,X,O,X,X,X,X,X
IJTSOLZ,X,X,O,X,X,X,X,X,X,X,X,X
IJTSOZL,X,X,O,X,X,X,X,X,X,X,X,X
IJTZLSO,O,X,O,X,X,X,X,X,X,X,X,X
IJTZLOS,X,X,O,O,X,X,X,X,X,X,X,X
IJTZSLO,O,X,O,X,X,X,X,X,X,X,X,X
IJTZSOL,O,X,O,O,X,X,X,X,X,X,X,X
IJTZOLS,X,X,O,O,X,X,X,X,X,X,X,X
IJTZOSL,O,X,O,O,X,X,X,X,X,X,X,X
IJTOLSZ,X,X,X,X,X,X,X,X,X,X,X,X
IJTOLZS,X,X,X,O,X,X,X,X,X,X,X,X
IJTOSLZ,X,X,O,X,X,X,X,X,X,X,X,X
IJTOSZL,X,X,O,X,X,X,X,X,X,X,X,X
IJTOZLS,X,X,O,O,X,X,X,X,X,X,X,X
IJTOZSL,X,X,O,O,X,X,X,X,X,X,X,X
IJLTSZO,X,X,X,X,O,X,X,X,X,X,X,X
IJLTSOZ,X,X,X,X,X,X,X,X,X,X,X,X
IJLTZSO,X,X,X,X,X,X,X,X,X,X,X,X
IJLTZOS,X,X,X,X,X,X,X,X,X,X,X,X
IJLTOSZ,X,X,X,X,X,X,X,X,X,X,X,X
IJLTOZS,X,X,X,X,X,X,X,X,X,X,X,X
IJLSTZO,O,X,O,X,O,X,X,X,O,X,X,X
IJLSTOZ,X,X,O,X,X,X,X,X,O,X,X,X
IJLSZTO,O,X,O,X,O,X,O,O,O,X,X,X
IJLSZOT,O,X,O,X,O,X,X,O,O,X,X,X
IJLSOTZ,X,X,O,X,X,X,X,X,O,X,X,X
IJLSOZT,O,X,O,X,O,X,X,X,O,X,X,X
IJLZTSO,O,X,O,X,X,X,X,X,X,X,X,X
IJLZTOS,X,X,O,O,X,X,X,X,X,X,X,X
IJLZSTO,O,X,O,X,O,X,X,X,X,X,X,X
IJLZSOT,O,X,O,X,O,X,X,X,X,X,X,X
IJLZOTS,X,X,O,O,X,X,X,X,X,X,X,X
IJLZOST,X,X,O,O,X,X,X,X,X,X,X,X
IJLOTSZ,X,X,X,X,X,X,X,X,X,X,X,X
IJLOTZS,X,X,X,O,X,X,X,X,X,X,X,X
IJLOSTZ,X,X,O,X,X,X,X,X,X,X,X,O
IJLOSZT,X,X,O,O,O,X,X,X,X,X,X,O
IJLOZTS,X,X,O,O,X,X,X,X,X,X,X,X
IJLOZST,X,X,O,O,X,X,X,X,X,X,X,X
IJSTLZO,O,X,O,X,O,X,X,X,X,X,X,X
IJSTLOZ,X,X,O,X,X,X,X,X,X,X,X,X
IJSTZLO,O,X,O,X,X,X,O,O,X,X,X,X
IJSTZOL,O,X,O,X,X,X,O,X,X,X,X,X
IJSTOLZ,X,X,O,X,X,X,X,X,X,X,X,X
IJSTOZL,X,X,O,X,X,X,X,X,X,X,X,X
IJSLTZO,O,X,O,X,O,X,X,X,O,X,X,X
IJSLTOZ,X,X,O,X,X,X,X,X,O,X,X,X
IJSLZTO,O,X,O,X,O,X,O,O,O,X,X,X
IJSLZOT,O,X,O,X,O,X,X,O,O,X,X,X
IJSLOTZ,O,X,O,X,X,X,X,X,O,X,X,X
IJSLOZT,O,X,O,X,O,X,X,X,O,X,X,X
IJSZTLO,O,O,O,X,X,O,O,O,X,O,X,X
IJSZTOL,O,O,O,O,X,X,O,X,X,X,X,X
IJSZLTO,O,O,O,X,O,O,O,O,X,O,X,X
IJSZLOT,O,O,O,X,O,O,X,O,X,X,X,X
IJSZOTL,O,O,O,O,X,X,O,X,X,X,X,X
IJSZOLT,O,O,O,O,X,O,X,O,X,X,X,X
IJSOTLZ,O,X,O,X,X,X,X,X,X,X,X,X
IJSOTZL,O,X,O,X,X,X,X,X,X,X,X,X
IJSOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
IJSOLZT,O,X,O,O,O,X,X,X,X,X,X,X
IJSOZTL,O,X,O,O,X,X,O,X,X,X,X,X
IJSOZLT,O,X,O,O,X,X,X,O,X,X,X,X
IJZTLSO,O,X,O,X,X,X,X,X,X,X,X,X
IJZTLOS,X,X,O,O,X,X,X,X,X,X,X,X
IJZTSLO,O,X,O,X,X,X,X,X,X,X,X,X
IJZTSOL,O,X,O,O,X,X,X,X,X,X,X,X
IJZTOLS,O,X,O,O,X,X,X,X,X,X,X,X
IJZTOSL,O,X,O,O,X,X,X,X,X,X,X,X
IJZLTSO,O,X,O,X,X,X,X,X,X,X,X,X
IJZLTOS,X,X,O,O,X,X,X,X,X,X,X,X
IJZLSTO,O,X,O,X,O,X,X,X,X,X,X,X
IJZLSOT,O,X,O,X,O,X,X,X,X,X,X,X
IJZLOTS,X,X,O,O,X,X,X,X,X,X,X,X
IJZLOST,X,X,O,O,X,X,X,X,X,X,X,X
IJZSTLO,O,X,O,X,X,X,O,O,X,X,X,X
IJZSTOL,O,X,O,O,X,X,O,X,X,X,X,X
IJZSLTO,O,X,O,X,O,X,O,O,X,X,X,X
IJZSLOT,O,X,O,X,O,X,X,O,X,X,X,X
IJZSOTL,O,X,O,O,X,X,O,X,X,X,X,X
IJZSOLT,O,X,O,O,X,X,X,O,X,X,X,X
IJZOTLS,O,X,O,O,X,X,X,X,X,X,X,X
IJZOTSL,O,X,O,O,X,X,X,X,X,X,X,X
IJZOLTS,O,X,O,O,X,X,X,X,X,X,X,X
IJZOLST,O,X,O,O,X,X,X,X,X,X,X,X
IJZOSTL,O,X,O,O,X,X,X,X,X,X,X,X
IJZOSLT,O,X,O,O,X,X,X,X,X,X,X,X
IJOTLSZ,X,X,X,X,X,X,X,X,X,X,X,X
IJOTLZS,X,X,X,O,X,X,X,X,X,X,X,X
IJOTSLZ,O,X,O,X,X,X,X,X,X,X,X,X
IJOTSZL,O,X,O,X,X,X,X,X,X,X,X,X
IJOTZLS,O,X,O,O,X,X,X,X,X,X,X,X
IJOTZSL,O,X,O,O,X,X,X,X,X,X,X,X
IJOLTSZ,X,X,X,X,X,X,X,X,X,X,X,X
IJOLTZS,X,X,X,O,X,X,X,X,X,X,X,X
IJOLSTZ,O,X,O,X,X,X,X,X,X,X,X,O
IJOLSZT,O,X,O,O,O,X,X,X,X,X,X,O
IJOLZTS,O,X,O,O,X,X,X,X,X,X,X,X
IJOLZST,O,X,O,O,X,X,X,X,X,X,X,X
IJOSTLZ,O,X,O,X,X,X,X,X,X,X,X,X
IJOSTZL,O,X,O,X,X,X,X,X,X,X,X,X
IJOSLTZ,O,X,O,X,X,X,X,X,X,X,X,X
IJOSLZT,O,X,O,O,O,X,X,X,X,X,X,X
IJOSZTL,O,X,O,O,X,X,O,X,X,X,X,X
IJOSZLT,O,X,O,O,X,X,X,O,X,X,X,X
IJOZTLS,O,X,O,O,X,X,X,X,X,X,X,X
IJOZTSL,O,X,O,O,X,X,X,X,X,X,X,X
IJOZLTS,O,X,O,O,X,X,X,X,X,X,X,X
IJOZLST,O,X,O,O,X,X,X,X,X,X,X,X
IJOZSTL,O,X,O,O,X,X,X,X,X,X,X,X
IJOZSLT,O,X,O,O,X,X,X,X,X,X,X,X
ISTLJZO,O,X,O,X,O,X,X,X,O,X,X,X
ISTLJOZ,X,X,O,X,X,X,X,X,O,X,X,X
ISTLZJO,O,X,O,X,O,X,X,X,O,X,X,X
ISTLZOJ,O,X,O,X,O,X,X,X,O,X,X,X
ISTLOJZ,O,X,X,X,X,X,X,X,X,X,X,X
ISTLOZJ,O,X,X,X,X,X,X,X,X,X,X,X
ISTJLZO,O,X,O,X,O,X,X,X,X,X,X,X
ISTJLOZ,X,X,O,X,X,X,X,X,X,X,X,X
ISTJZLO,O,X,O,X,X,X,O,O,X,X,X,X
ISTJZOL,O,X,O,X,X,X,O,X,X,X,X,X
ISTJOLZ,X,X,O,X,X,X,X,X,X,X,X,X
ISTJOZL,X,X,O,X,X,X,X,X,X,X,X,X
ISTZLJO,O,O,O,X,X,O,O,O,X,O,X,X
ISTZLOJ,O,O,O,X,X,O,X,X,X,O,X,X
ISTZJLO,O,O,O,X,X,O,O,O,X,O,X,X
ISTZJOL,O,O,O,X,X,X,O,X,X,X,X,X
ISTZOLJ,O,O,O,X,X,X,X,X,X,O,X,X
ISTZOJL,O,O,O,X,X,X,O,X,X,X,X,X
ISTOLJZ,O,X,X,X,X,X,X,X,X,X,X,X
ISTOLZJ,O,X,X,X,X,X,X,X,X,X,X,X
ISTOJLZ,O,X,X,X,X,X,X,X,X,X,X,X
ISTOJZL,O,X,X,X,X,X,X,X,X,X,X,X
ISTOZLJ,O,X,X,X,X,X,X,X,X,X,X,X
ISTOZJL,O,X,X,X,X,X,X,X,X,X,X,X
ISLTJZO,O,X,O,X,O,X,X,X,O,X,X,X
ISLTJOZ,X,X,O,X,X,X,X,X,O,X,X,X
ISLTZJO,O,X,O,X,O,X,X,X,O,X,X,X
ISLTZOJ,O,X,O,X,O,X,X,X,O,X,X,X
ISLTOJZ,O,X,X,X,X,X,X,X,X,X,X,X
ISLTOZJ,O,X,X,X,X,X,X,X,X,X,X,X
ISLJTZO,O,X,O,X,O,X,X,X,O,X,X,X
ISLJTOZ,X,X,O,X,X,X,X,X,O,X,X,X
ISLJZTO,O,X,O,X,O,X,O,O,O,X,X,X
ISLJZOT,O,X,O,X,O,X,X,O,O,X,X,X
ISLJOTZ,O,X,O,X,X,X,X,X,O,X,X,X
ISLJOZT,O,X,O,X,O,X,X,X,O,X,X,X
ISLZTJO,O,O,O,X,O,O,O,O,O,O,X,X
ISLZTOJ,O,O,O,X,O,O,X,X,O,O,X,X
ISLZJTO,O,O,O,X,O,O,O,O,O,O,X,X
ISLZJOT,O,O,O,X,O,O,X,O,O,X,X,X
ISLZOTJ,O,O,O,X,O,O,X,X,O,O,X,X
ISLZOJT,O,O,O,X,O,O,X,O,O,X,X,X
ISLOTJZ,O,X,X,X,X,X,X,X,X,X,O,O
ISLOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
ISLOJTZ,O,X,O,X,X,X,X,X,O,X,X,O
ISLOJZT,O,X,O,X,O,X,X,X,O,X,X,O
ISLOZTJ,O,X,O,X,O,X,X,X,O,X,X,O
ISLOZJT,O,X,O,X,O,X,X,X,O,X,X,O
ISJTLZO,O,X,O,X,O,X,X,X,X,X,X,X
ISJTLOZ,X,X,O,X,X,X,X,X,X,X,X,X
ISJTZLO,O,X,O,X,X,X,O,O,X,X,X,X
ISJTZOL,O,X,O,X,X,X,O,X,X,X,X,X
ISJTOLZ,X,X,O,X,X,X,X,X,X,X,X,X
ISJTOZL,X,X,O,X,X,X,X,X,X,X,X,X
ISJLTZO,O,X,O,X,O,X,X,X,O,X,X,X
ISJLTOZ,X,X,O,X,X,X,X,X,O,X,X,X
ISJLZTO,O,X,O,X,O,X,O,O,O,X,X,X
ISJLZOT,O,X,O,X,O,X,X,O,O,X,X,X
ISJLOTZ,O,X,O,X,X,X,X,X,O,X,X,X
ISJLOZT,O,X,O,X,O,X,X,X,O,X,X,X
ISJZTLO,O,O,O,X,X,O,O,O,X,O,X,X
ISJZTOL,O,O,O,O,X,X,O,X,X,X,X,X
ISJZLTO,O,O,O,X,O,O,O,O,X,O,X,X
ISJZLOT,O,O,O,X,O,O,X,O,X,X,X,X
ISJZOTL,O,O,O,O,X,X,O,X,X,X,X,X
ISJZOLT,O,O,O,O,X,O,X,O,X,X,X,X
ISJOTLZ,O,X,O,X,X,X,X,X,X,X,X,X
ISJOTZL,O,X,O,X,X,X,X,X,X,X,X,X
ISJOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
ISJOLZT,O,X,O,O,O,X,X,X,X,X,X,X
ISJOZTL,O,X,O,O,X,X,O,X,X,X,X,X
ISJOZLT,O,X,O,O,X,X,X,O,X,X,X,X
ISZTLJO,O,O,O,X,X,O,O,O,X,O,X,X
ISZTLOJ,O,O,O,X,X,O,X,X,X,O,X,X
ISZTJLO,O,O,O,X,X,O,O,O,X,O,X,X
ISZTJOL,O,O,O,O,X,X,O,X,X,X,X,X
ISZTOLJ,O,O,O,O,X,X,X,X,X,O,X,X
ISZTOJL,O,O,O,O,X,X,O,X,X,X,X,X
ISZLTJO,O,O,O,X,O,O,O,O,O,O,X,X
ISZLTOJ,O,O,O,X,O,O,X,X,O,O,X,X
ISZLJTO,O,O,O,X,O,O,O,O,O,O,X,X
ISZLJOT,O,O,O,X,O,O,X,O,O,X,X,X
ISZLOTJ,O,O,O,X,O,O,X,X,O,O,X,X
ISZLOJT,O,O,O,X,O,O,X,O,O,X,X,X
ISZJTLO,O,O,O,X,X,O,O,O,X,O,X,X
ISZJTOL,O,O,O,O,X,X,O,X,X,X,X,X
ISZJLTO,O,O,O,X,O,O,O,O,X,O,X,X
ISZJLOT,O,O,O,X,O,O,X,O,X,X,X,X
ISZJOTL,O,O,O,O,X,X,O,X,X,X,X,X
ISZJOLT,O,O,O,O,X,O,X,O,X,X,X,X
ISZOTLJ,O,O,O,O,X,X,X,X,X,O,X,X
ISZOTJL,O,O,O,O,X,X,O,X,X,X,X,X
ISZOLTJ,O,O,O,O,X,O,X,X,X,O,X,X
ISZOLJT,O,O,O,O,X,O,X,O,X,X,X,X
ISZOJTL,O,O,O,O,X,X,O,X,X,X,X,X
ISZOJLT,O,O,O,O,X,O,X,O,X,X,X,X
ISOTLJZ,O,X,X,X,X,X,X,X,X,X,O,X
ISOTLZJ,O,X,X,X,X,X,X,X,X,X,O,X
ISOTJLZ,O,X,X,X,X,X,X,X,X,X,O,X
ISOTJZL,O,X,X,X,X,X,X,X,X,X,X,X
ISOTZLJ,O,X,X,X,X,X,X,X,X,X,O,X
ISOTZJL,O,X,X,X,X,X,X,X,X,X,X,X
ISOLTJZ,O,X,X,X,X,X,X,X,X,X,O,O
ISOLTZJ,O,X,X,X,X,X,X,X,X,X,O,O
ISOLJTZ,O,X,O,X,X,X,X,X,O,X,X,O
ISOLJZT,O,X,O,O,O,X,X,X,O,X,X,O
ISOLZTJ,O,X,O,O,O,X,X,X,O,X,X,O
ISOLZJT,O,X,O,O,O,X,X,X,O,X,X,O
ISOJTLZ,O,X,O,X,X,X,X,X,X,X,X,X
ISOJTZL,O,X,O,X,X,X,X,X,X,X,X,X
ISOJLTZ,O,X,O,X,X,X,X,X,X,X,X,X
ISOJLZT,O,X,O,O,O,X,X,X,X,X,X,X
ISOJZTL,O,X,O,O,X,X,O,X,X,X,X,X
ISOJZLT,O,X,O,O,X,X,X,O,X,X,X,X
ISOZTLJ,O,O,O,O,X,X,X,X,X,O,X,X
ISOZTJL,O,O,O,O,X,X,O,X,X,X,X,X
ISOZLTJ,O,O,O,O,X,O,X,X,X,O,X,X
ISOZLJT,O,O,O,O,X,O,X,O,X,X,X,X
ISOZJTL,O,O,O,O,X,X,O,X,X,X,X,X
ISOZJLT,O,O,O,O,X,O,X,O,X,X,X,X
IZTLJSO,O,X,O,X,X,X,X,X,X,X,X,X
IZTLJOS,X,X,O,O,X,X,X,X,X,X,X,X
IZTLSJO,O,X,O,X,X,X,X,X,X,X,X,X
IZTLSOJ,O,X,O,X,X,X,X,X,X,X,X,X
IZTLOJS,O,X,X,O,X,X,X,X,X,X,X,X
IZTLOSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZTJLSO,O,X,O,X,X,X,X,X,X,X,X,X
IZTJLOS,X,X,O,O,X,X,X,X,X,X,X,X
IZTJSLO,O,X,O,X,X,X,X,X,X,X,X,X
IZTJSOL,O,X,O,O,X,X,X,X,X,X,X,X
IZTJOLS,O,X,O,O,X,X,X,X,X,X,X,X
IZTJOSL,O,X,O,O,X,X,X,X,X,X,X,X
IZTSLJO,O,X,O,X,X,X,X,X,X,X,X,X
IZTSLOJ,O,X,O,X,X,X,X,X,X,X,X,X
IZTSJLO,O,X,O,X,X,X,X,X,X,X,X,X
IZTSJOL,O,X,O,O,X,X,X,X,X,X,X,X
IZTSOLJ,O,X,O,O,X,X,X,X,X,X,X,X
IZTSOJL,O,X,O,O,X,X,X,X,X,X,X,X
IZTOLJS,O,X,X,O,X,X,X,X,X,X,X,X
IZTOLSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZTOJLS,O,X,O,O,X,X,X,X,X,X,X,X
IZTOJSL,O,X,O,O,X,X,X,X,X,X,X,X
IZTOSLJ,O,X,O,O,X,X,X,X,X,X,X,X
IZTOSJL,O,X,O,O,X,X,X,X,X,X,X,X
IZLTJSO,O,X,O,X,X,X,X,X,X,X,X,X
IZLTJOS,X,X,O,O,X,X,X,X,X,X,X,X
IZLTSJO,O,X,O,X,X,X,X,X,X,X,X,X
IZLTSOJ,O,X,O,X,X,X,X,X,X,X,X,X
