sequence,v115@RhD8DeG8DeA8JeT/IvhFxgBVnBmlBCsBctB3sB,v115@RhD8DeG8DeA8Je2EJvhFRgBzhBUmBXsBCtBFtB,v115@RhD8DeG8DeA8JeT/IvhF2lBRhB3iB1rBSxBctB,v115@RhD8DeG8DeA8JeT/IvhFigBRiBFmBGsBctBXsB,v115@RhD8DeG8DeA8JeT/IvhFxgBliBmlBqrB/sBctB,v115@RhD8DeG8DeA8JeT/IvhFxgBmlBCnBXsBctBlsB,v115@RhD8DeG8DeA8JeT/IvhFxgB8mBmlBXsBCtBFtB,v115@RhD8DeG8DeA8JeT/IvhFigBFmBxnBurBcsBXtB,v115@RhD8DeG8DeA8JeT/IvhF2lB8mBSoBFmB3nBRxB,v115@RhD8DeG8DeA8Jei/IvhFliBRlB3mBTsBctBGrB,v115@RhD8DeG8DeA8JeT/IvhFxlB8rBCoBmlBFsBXtB
IZSTLJO,X,O,X,X,X,X,X,X,X,X,X
IZSTLOJ,X,O,X,X,X,X,X,X,X,X,X
IZSTJLO,X,O,X,X,X,X,X,X,X,X,X
IZSTJOL,X,O,X,X,X,X,X,X,X,X,X
IZSTOLJ,X,O,X,X,X,X,X,X,X,X,X
IZSTOJL,X,O,X,X,X,X,X,X,X,X,X
IZSLTJO,X,O,X,X,X,X,X,X,X,X,X
IZSLTOJ,X,O,X,X,X,X,X,X,X,X,X
IZSLJTO,X,O,X,X,X,X,X,X,X,X,X
IZSLJOT,X,O,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,O,X,X,X,X,X,X,X,X,X
IZSLOJT,X,O,X,X,X,X,X,X,X,X,O
IZSJTLO,X,O,X,X,X,X,X,X,X,X,X
IZSJTOL,X,O,X,X,X,X,X,X,X,X,X
IZSJLTO,X,O,X,X,X,X,X,X,X,X,X
IZSJLOT,X,O,X,X,X,X,X,X,X,X,X
IZSJOTL,X,O,X,X,X,X,X,X,X,X,X
IZSJOLT,X,O,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,O,X,X,X,X,X,X,X,X,X
IZSOTJL,X,O,X,X,X,X,X,X,X,X,X
IZSOLTJ,X,O,X,X,X,X,X,X,X,X,X
IZSOLJT,X,O,X,X,X,X,X,X,X,X,O
IZSOJTL,X,O,X,X,X,X,X,X,X,X,X
IZSOJLT,X,O,X,X,X,X,X,X,X,X,X
IZOTLJS,X,X,X,X,X,X,X,O,X,X,O
IZOTLSJ,X,X,X,X,X,X,X,O,X,X,X
IZOTJLS,X,X,X,X,X,X,X,X,X,X,X
IZOTJSL,X,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,X,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,X,X,X,X,X,X,X,X,X,X
IZOLTJS,X,X,X,X,X,X,X,X,X,X,O
IZOLTSJ,X,X,X,X,X,X,X,X,X,X,X
IZOLJTS,X,X,X,X,X,X,X,X,X,X,O
IZOLJST,X,X,X,X,X,X,X,X,X,X,O
IZOLSTJ,X,X,X,X,X,X,X,X,X,O,X
IZOLSJT,X,X,X,X,X,X,X,X,X,O,O
IZOJTLS,X,X,X,X,X,X,X,X,X,X,X
IZOJTSL,X,X,X,X,X,X,X,X,X,X,X
IZOJLTS,X,X,X,X,X,X,X,X,X,X,O
IZOJLST,X,X,X,X,X,X,X,X,X,X,O
IZOJSTL,X,O,X,X,X,X,X,X,X,X,X
IZOJSLT,X,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,O,X,X,X,X,X,X,X,O,X
IZOSTJL,X,O,X,X,X,X,X,X,X,O,X
IZOSLTJ,X,O,X,X,X,X,X,X,X,O,X
IZOSLJT,X,O,X,X,X,X,X,X,X,O,O
IZOSJTL,X,O,X,X,X,X,X,X,X,O,X
IZOSJLT,X,O,X,X,X,X,X,X,X,O,X
IOTLJSZ,X,X,O,O,X,X,X,O,X,X,X
IOTLJZS,X,X,O,O,X,X,X,O,X,X,X
IOTLSJZ,X,X,O,X,X,X,X,O,X,X,X
IOTLSZJ,X,X,O,X,X,X,X,O,X,O,X
IOTLZJS,X,X,O,X,X,X,X,O,X,X,X
IOTLZSJ,X,X,O,X,X,X,X,O,X,X,X
IOTJLSZ,X,X,O,O,X,X,X,O,X,X,X
IOTJLZS,X,X,O,O,X,X,X,O,X,X,X
IOTJSLZ,X,X,X,O,X,X,X,X,X,X,X
IOTJSZL,X,X,X,O,X,X,X,X,X,X,X
IOTJZLS,X,X,X,O,X,X,X,X,X,X,X
IOTJZSL,X,X,X,O,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,X,X,X,X,O,X,X,X
IOTSLZJ,X,X,X,X,X,X,X,O,X,O,X
IOTSJLZ,X,X,X,X,X,X,X,X,X,X,X
IOTSJZL,X,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,X,X,O,X
IOTSZJL,X,X,X,X,X,X,X,X,X,O,X
IOTZLJS,X,X,X,X,X,X,X,O,X,X,O
IOTZLSJ,X,X,X,X,X,X,X,O,X,X,X
IOTZJLS,X,X,X,X,X,X,X,X,X,X,X
IOTZJSL,X,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,X,X,X,X,X,X,X,X,X,X,X
IOTZSJL,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,X,O,O,X,X,X,O,X,X,X
IOLTJZS,O,X,O,O,X,X,X,O,X,X,X
IOLTSJZ,X,X,O,X,X,X,X,O,X,X,X
IOLTSZJ,X,X,O,X,X,X,X,O,X,O,X
IOLTZJS,X,X,O,X,X,X,X,O,X,X,X
IOLTZSJ,X,X,O,X,X,X,X,O,X,X,X
IOLJTSZ,O,X,X,X,O,X,X,X,X,X,X
IOLJTZS,O,X,X,X,X,X,X,X,O,X,X
IOLJSTZ,O,X,X,X,O,X,X,X,X,X,X
IOLJSZT,O,X,X,X,O,X,X,X,O,O,X
IOLJZTS,O,X,X,X,X,X,X,X,O,X,X
IOLJZST,O,X,X,X,O,X,X,X,O,X,X
IOLSTJZ,X,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,X,O,X
IOLSJTZ,X,X,X,X,O,X,X,X,X,X,X
IOLSJZT,X,X,X,X,O,X,X,X,X,O,X
IOLSZTJ,X,X,X,X,X,X,X,X,X,O,X
IOLSZJT,X,X,X,X,X,X,X,X,X,O,X
IOLZTJS,X,X,X,X,X,X,X,X,X,X,O
IOLZTSJ,X,X,X,X,X,X,X,X,X,X,X
IOLZJTS,X,X,X,X,X,X,X,X,X,X,O
IOLZJST,X,X,X,X,X,X,X,X,X,X,O
IOLZSTJ,X,X,X,X,X,X,X,X,X,O,X
IOLZSJT,X,X,X,X,X,X,X,X,X,O,O
IOJTLSZ,O,X,O,O,O,X,X,O,X,X,X
IOJTLZS,O,X,O,O,X,X,X,O,O,X,X
IOJTSLZ,X,X,X,O,X,O,X,X,X,X,X
IOJTSZL,X,X,X,O,X,X,X,X,X,X,X
IOJTZLS,X,X,X,O,X,X,X,X,O,X,X
IOJTZSL,X,X,X,O,X,X,X,X,X,X,X
IOJLTSZ,O,X,X,X,O,X,X,X,X,X,X
IOJLTZS,O,X,X,X,X,X,X,X,O,X,X
IOJLSTZ,O,X,X,X,O,O,X,X,X,X,X
IOJLSZT,O,X,X,X,O,O,X,X,O,O,X
IOJLZTS,O,X,X,X,X,X,X,X,O,X,X
IOJLZST,O,X,X,X,O,X,X,X,O,X,X
IOJSTLZ,X,X,X,X,X,O,X,X,X,X,X
IOJSTZL,X,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,X,X,X,O,O,X,X,X,X,X
IOJSLZT,O,X,X,X,O,O,X,X,O,O,X
IOJSZTL,X,X,X,X,X,X,O,X,X,O,X
IOJSZLT,X,X,X,X,X,O,O,X,O,O,X
IOJZTLS,X,X,X,X,X,X,X,X,O,X,X
IOJZTSL,X,X,X,X,X,X,X,X,X,X,X
IOJZLTS,O,X,X,X,X,X,X,X,O,X,O
IOJZLST,O,X,X,X,O,X,X,X,O,X,O
IOJZSTL,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,X,X,X,X,X,O,X,X,O,X,X
IOSTLJZ,X,X,X,X,X,X,X,O,X,X,X
IOSTLZJ,X,X,X,X,X,X,X,O,X,O,X
IOSTJLZ,X,X,X,X,X,X,X,X,X,X,X
IOSTJZL,X,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,X,X,O,X
IOSTZJL,X,X,X,X,X,X,X,X,X,O,X
IOSLTJZ,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,X,O,X
IOSLJTZ,X,X,X,X,O,O,X,X,X,X,X
IOSLJZT,X,X,X,X,O,O,X,X,X,O,X
IOSLZTJ,X,X,X,X,X,X,X,X,X,O,X
IOSLZJT,X,X,X,X,X,X,X,X,X,O,X
IOSJTLZ,X,X,X,X,X,O,X,X,X,X,X
IOSJTZL,X,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,O,X,X,X,X,X
IOSJLZT,X,X,X,X,X,O,X,X,X,O,X
IOSJZTL,X,X,X,X,X,X,O,X,X,O,X
IOSJZLT,X,X,X,X,X,O,O,X,X,O,X
IOSZTLJ,X,X,X,X,X,X,X,X,X,O,X
IOSZTJL,X,X,X,X,X,X,X,X,X,O,X
IOSZLTJ,X,X,X,X,X,X,X,X,X,O,X
IOSZLJT,X,X,X,X,X,X,X,X,X,O,O
IOSZJTL,X,X,X,X,X,X,O,X,X,O,X
IOSZJLT,X,X,X,X,X,X,O,X,X,O,X
IOZTLJS,X,X,X,X,X,X,X,O,X,X,O
IOZTLSJ,X,X,X,X,X,X,X,O,X,X,X
IOZTJLS,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,X,X,X,X,X,X,X,X,X,X,O
IOZLTSJ,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,X,X,X,X,X,X,X,X,X,O
IOZLJST,X,X,X,X,X,X,X,X,X,X,O
IOZLSTJ,X,X,X,X,X,X,X,X,X,O,X
IOZLSJT,X,X,X,X,X,X,X,X,X,O,O
IOZJTLS,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,X,X,X,O
IOZJLST,X,X,X,X,X,X,X,X,X,X,O
IOZJSTL,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,X,X,X,O,X
IOZSTJL,X,X,X,X,X,X,X,X,X,O,X
IOZSLTJ,X,X,X,X,X,X,X,X,X,O,X
IOZSLJT,X,X,X,X,X,X,X,X,X,O,O
IOZSJTL,X,X,X,X,X,X,X,X,X,O,X
IOZSJLT,X,X,X,X,X,X,X,X,X,O,X
LTIJSZO,O,X,O,O,O,X,X,X,X,X,X
LTIJSOZ,O,X,O,O,O,X,X,X,X,X,X
LTIJZSO,O,X,O,O,X,X,X,X,X,X,X
LTIJZOS,O,X,O,O,X,X,X,X,X,X,X
LTIJOSZ,O,X,O,O,O,X,X,O,X,X,X
LTIJOZS,O,X,O,O,X,X,X,O,X,X,X
LTISJZO,O,X,O,X,O,X,X,X,X,X,X
LTISJOZ,O,X,O,X,O,X,X,X,X,X,X
LTISZJO,X,X,O,X,X,X,X,X,X,X,X
LTISZOJ,X,X,O,X,X,X,X,X,X,X,X
LTISOJZ,X,X,O,X,X,X,X,O,X,X,X
LTISOZJ,X,X,O,X,X,X,X,O,X,X,X
LTIZJSO,O,X,O,X,X,X,X,X,X,X,X
LTIZJOS,O,X,O,X,X,X,X,X,X,X,X
LTIZSJO,X,X,O,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,O,X,X,X,X,X,X,X,X
LTIZOJS,X,X,O,X,X,X,X,O,X,X,X
LTIZOSJ,X,X,O,X,X,X,X,O,X,X,X
LTIOJSZ,O,X,O,O,X,X,X,O,X,X,X
LTIOJZS,O,X,O,O,X,X,X,O,X,X,X
LTIOSJZ,X,X,O,X,X,X,X,O,X,X,X
LTIOSZJ,X,X,O,X,X,X,X,O,X,O,X
LTIOZJS,X,X,O,X,X,X,X,O,X,X,X
LTIOZSJ,X,X,O,X,X,X,X,O,X,X,X
LTJISZO,O,X,O,O,O,X,X,X,X,X,X
LTJISOZ,O,X,O,O,O,X,X,X,X,X,X
LTJIZSO,O,X,O,O,X,X,X,X,X,X,X
LTJIZOS,O,X,O,O,X,X,X,X,O,X,X
LTJIOSZ,O,X,O,O,O,X,X,O,X,X,X
LTJIOZS,O,X,O,O,X,X,X,O,O,X,X
LTJSIZO,O,X,O,O,O,X,X,X,X,X,X
LTJSIOZ,O,X,O,O,O,X,X,X,X,X,X
LTJSZIO,O,X,O,O,O,X,X,X,X,X,X
LTJSZOI,O,X,O,O,O,X,X,X,X,X,X
LTJSOIZ,O,X,O,O,O,X,X,X,X,X,X
LTJSOZI,O,X,O,O,O,X,X,X,X,X,X
LTJZISO,O,X,O,O,X,X,X,X,X,X,X
LTJZIOS,O,X,O,O,X,X,X,X,X,X,X
LTJZSIO,O,X,O,O,X,X,X,X,X,X,X
LTJZSOI,O,X,O,O,X,X,X,X,X,X,X
LTJZOIS,O,X,O,O,X,X,X,X,X,X,X
LTJZOSI,O,X,O,O,X,X,X,X,X,X,X
LTJOISZ,O,X,O,O,O,X,X,O,X,X,X
LTJOIZS,O,X,O,O,X,X,X,O,O,X,X
LTJOSIZ,O,X,O,O,O,X,X,X,X,X,X
LTJOSZI,O,X,O,O,O,X,X,X,X,X,X
LTJOZIS,O,X,O,O,X,X,X,X,X,X,X
LTJOZSI,O,X,O,O,X,X,X,X,X,X,X
LTSIJZO,O,X,O,X,O,X,X,X,X,X,X
LTSIJOZ,O,X,O,X,O,X,X,X,X,X,X
LTSIZJO,X,X,O,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,O,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,X,X,X,O,X,X,X
LTSIOZJ,X,X,O,X,X,X,X,O,X,X,X
LTSJIZO,O,X,O,O,O,X,X,X,X,X,X
LTSJIOZ,O,X,O,O,O,X,X,X,X,X,X
LTSJZIO,O,X,O,O,O,X,X,X,X,X,X
LTSJZOI,O,X,O,O,O,X,X,X,X,X,X
LTSJOIZ,O,X,O,O,O,X,X,X,X,X,X
LTSJOZI,O,X,O,O,O,X,X,X,X,X,X
LTSZIJO,X,X,O,X,X,X,X,X,X,X,X
LTSZIOJ,X,X,O,X,X,X,X,X,X,X,X
LTSZJIO,X,X,O,X,X,X,X,X,X,X,X
LTSZJOI,X,X,O,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,O,X,X,X,X,X,X,X,X
LTSZOJI,X,X,O,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,X,X,X,O,X,X,X
LTSOIZJ,X,X,O,X,X,X,X,O,X,X,X
LTSOJIZ,O,X,O,O,O,X,X,X,X,X,X
LTSOJZI,O,X,O,O,O,X,X,X,X,X,X
LTSOZIJ,X,X,O,X,X,X,X,X,X,X,X
LTSOZJI,X,X,O,X,X,X,X,X,X,X,X
LTZIJSO,O,X,O,X,X,X,X,X,X,X,X
LTZIJOS,O,X,O,X,X,X,X,X,X,X,X
LTZISJO,X,X,O,X,X,X,X,X,X,X,X
LTZISOJ,X,X,O,X,X,X,X,X,X,X,X
LTZIOJS,X,X,O,X,X,X,X,O,X,X,O
LTZIOSJ,X,X,O,X,X,X,X,O,X,X,X
LTZJISO,O,X,O,O,X,X,X,X,X,X,X
LTZJIOS,O,X,O,O,X,X,X,X,X,X,X
LTZJSIO,O,X,O,O,X,X,X,X,X,X,X
LTZJSOI,O,X,O,O,X,X,X,X,X,X,X
LTZJOIS,O,X,O,O,X,X,X,X,X,X,X
LTZJOSI,O,X,O,O,X,X,X,X,X,X,X
LTZSIJO,X,X,O,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,O,X,X,X,X,X,X,X,X
LTZSJIO,X,X,O,X,X,X,X,X,X,X,X
LTZSJOI,X,X,O,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,O,X,X,X,X,X,X,X,X
LTZSOJI,X,X,O,X,X,X,X,X,X,X,X
LTZOIJS,X,X,O,X,X,X,X,O,X,X,O
LTZOISJ,X,X,O,X,X,X,X,O,X,X,X
LTZOJIS,O,X,O,O,X,X,X,X,X,X,X
LTZOJSI,O,X,O,O,X,X,X,X,X,X,X
LTZOSIJ,X,X,O,X,X,X,X,X,X,X,X
LTZOSJI,X,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,O,X,X,X,O,X,X,X
LTOIJZS,O,X,O,O,X,X,X,O,X,X,X
LTOISJZ,X,X,O,X,X,X,X,O,X,X,X
LTOISZJ,X,X,O,X,X,X,X,O,X,O,X
LTOIZJS,X,X,O,X,X,X,X,O,X,X,X
LTOIZSJ,X,X,O,X,X,X,X,O,X,X,X
LTOJISZ,O,X,O,O,O,X,X,O,X,X,X
LTOJIZS,O,X,O,O,X,X,X,O,O,X,X
LTOJSIZ,O,X,O,O,O,X,X,X,X,X,X
LTOJSZI,O,X,O,O,O,X,X,X,X,X,X
LTOJZIS,O,X,O,O,X,X,X,X,X,X,X
LTOJZSI,O,X,O,O,X,X,X,X,X,X,X
LTOSIJZ,X,X,O,X,X,X,X,O,X,X,X
LTOSIZJ,X,X,O,X,X,X,X,O,X,X,X
LTOSJIZ,O,X,O,O,O,X,X,X,X,X,X
LTOSJZI,O,X,O,O,O,X,X,X,X,X,X
LTOSZIJ,X,X,O,X,X,X,X,X,X,X,X
LTOSZJI,X,X,O,X,X,X,X,X,X,X,X
LTOZIJS,X,X,O,X,X,X,X,O,X,X,O
LTOZISJ,X,X,O,X,X,X,X,O,X,X,X
LTOZJIS,O,X,O,O,X,X,X,X,X,X,X
LTOZJSI,O,X,O,O,X,X,X,X,X,X,X
LTOZSIJ,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,O,X,O,O,O,X,X,X,X,X,X
LITJSOZ,O,X,O,O,O,X,X,X,X,X,X
LITJZSO,O,X,O,O,X,X,X,X,X,X,X
LITJZOS,O,X,O,O,X,X,X,X,X,X,X
LITJOSZ,O,X,O,O,O,X,X,O,X,X,X
LITJOZS,O,X,O,O,X,X,X,O,X,X,X
LITSJZO,O,X,O,X,O,X,X,X,X,X,X
LITSJOZ,O,X,O,X,O,X,X,X,X,X,X
LITSZJO,X,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,X,X,X,X,X,X,X
LITSOJZ,X,X,O,X,X,X,X,O,X,X,X
LITSOZJ,X,X,O,X,X,X,X,O,X,X,X
LITZJSO,O,X,O,X,X,X,X,X,X,X,X
LITZJOS,O,X,O,X,X,X,X,X,X,X,X
LITZSJO,X,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,X,O,X,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,X,X,X,O,X,X,X
LITZOSJ,X,X,O,X,X,X,X,O,X,X,X
LITOJSZ,O,X,O,O,X,X,X,O,X,X,X
LITOJZS,O,X,O,O,X,X,X,O,X,X,X
LITOSJZ,X,X,O,X,X,X,X,O,X,X,X
LITOSZJ,X,X,O,X,X,X,X,O,X,O,X
LITOZJS,X,X,O,X,X,X,X,O,X,X,X
LITOZSJ,X,X,O,X,X,X,X,O,X,X,X
LIJTSZO,O,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,O,X,X,X,X,X,X
LIJTZSO,O,X,X,X,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,X,X,X,X,O,X,X
LIJTOSZ,O,X,X,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,O,X,X
LIJSTZO,O,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,O,X,X,X,X,X,X
LIJSZTO,O,X,X,X,O,X,X,X,X,X,X
LIJSZOT,O,X,X,X,O,X,X,X,O,X,X
LIJSOTZ,O,X,X,X,O,X,X,X,X,X,X
LIJSOZT,O,X,X,X,O,X,X,X,O,X,X
LIJZTSO,O,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,X,X,X,X,X,X,X,O,X,X
LIJZSTO,O,X,X,X,O,X,X,X,X,X,X
LIJZSOT,O,X,X,X,O,X,X,X,O,X,X
LIJZOTS,O,X,X,X,X,X,X,X,O,X,X
LIJZOST,O,X,X,X,O,X,X,X,O,X,X
LIJOTSZ,O,X,X,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,X,X,O,X,X
LIJOSTZ,O,X,X,X,O,X,X,X,X,X,X
LIJOSZT,O,X,X,X,O,X,X,X,O,O,X
LIJOZTS,O,X,X,X,X,X,X,X,O,X,X
LIJOZST,O,X,X,X,O,X,X,X,O,X,X
LISTJZO,X,X,X,X,O,X,X,X,X,X,X
LISTJOZ,X,X,X,X,O,X,X,X,X,X,X
LISTZJO,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,O,X,X,X,X,X,X
LISJTOZ,X,X,X,X,O,X,X,X,X,X,X
LISJZTO,X,X,X,X,O,X,X,X,X,X,X
LISJZOT,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,O,X,X,X,X,X,X
LISZJOT,X,X,X,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,O,X
LISOJTZ,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,X,X,X,X,O,X,X,X,X,O,X
LISOZTJ,X,X,X,X,X,X,X,X,X,O,X
LISOZJT,X,X,X,X,X,X,X,X,X,O,X
LIZTJSO,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,X,X,X,X,X,X,O
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,O,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,X,X,X,O
LIZJOST,X,X,X,X,O,X,X,X,X,X,O
LIZSTJO,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,O,X,X,X,X,X,X
LIZSJOT,X,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,O
LIZOTJS,X,X,X,X,X,X,X,X,X,X,O
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,X,X,X,O
LIZOJST,X,X,X,X,X,X,X,X,X,X,O
LIZOSTJ,X,X,X,X,X,X,X,X,X,O,X
LIZOSJT,X,X,X,X,X,X,X,X,X,O,O
LIOTJSZ,O,X,O,O,X,X,X,O,X,X,X
LIOTJZS,O,X,O,O,X,X,X,O,X,X,X
LIOTSJZ,X,X,O,X,X,X,X,O,X,X,X
LIOTSZJ,X,X,O,X,X,X,X,O,X,O,X
LIOTZJS,X,X,O,X,X,X,X,O,X,X,X
LIOTZSJ,X,X,O,X,X,X,X,O,X,X,X
LIOJTSZ,O,X,X,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,X,X,O,X,X
LIOJSTZ,O,X,X,X,O,X,X,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,X,O,O,X
LIOJZTS,O,X,X,X,X,X,X,X,O,X,X
LIOJZST,O,X,X,X,O,X,X,X,O,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,O,X
LIOSJTZ,X,X,X,X,O,X,X,X,X,X,X
LIOSJZT,X,X,X,X,O,X,X,X,X,O,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,O,X
LIOSZJT,X,X,X,X,X,X,X,X,X,O,X
LIOZTJS,X,X,X,X,X,X,X,X,X,X,O
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,X,X,X,X,O
LIOZJST,X,X,X,X,X,X,X,X,X,X,O
LIOZSTJ,X,X,X,X,X,X,X,X,X,O,X
LIOZSJT,X,X,X,X,X,X,X,X,X,O,O
LJTISZO,O,X,O,O,O,X,X,X,X,X,X
LJTISOZ,O,X,O,O,O,X,X,X,X,X,X
LJTIZSO,O,X,O,O,X,X,X,X,X,X,X
LJTIZOS,O,X,O,O,X,X,X,X,O,X,X
LJTIOSZ,O,X,O,O,O,X,X,O,X,X,X
LJTIOZS,O,X,O,O,X,X,X,O,O,X,X
LJTSIZO,O,X,O,O,O,X,X,X,X,X,X
LJTSIOZ,O,X,O,O,O,X,X,X,X,X,X
LJTSZIO,O,X,O,O,O,X,X,X,X,X,X
LJTSZOI,O,X,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,X,O,O,O,X,X,X,X,X,X
LJTSOZI,O,X,O,O,O,X,X,X,X,X,X
LJTZISO,O,X,O,O,X,X,X,X,X,X,X
LJTZIOS,O,X,O,O,X,X,X,X,X,X,X
LJTZSIO,O,X,O,O,X,X,X,X,X,X,X
LJTZSOI,O,X,O,O,X,X,X,X,X,X,X
LJTZOIS,O,X,O,O,X,X,X,X,X,X,X
LJTZOSI,O,X,O,O,X,X,X,X,X,X,X
LJTOISZ,O,X,O,O,O,X,X,O,X,X,X
LJTOIZS,O,X,O,O,X,X,X,O,O,X,X
LJTOSIZ,O,X,O,O,O,X,X,X,X,X,X
LJTOSZI,O,X,O,O,O,X,X,X,X,X,X
LJTOZIS,O,X,O,O,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X,X
LJITSOZ,O,X,X,X,O,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,O,X,X
LJITOSZ,O,X,X,X,O,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,O,X,X
LJISTZO,O,X,X,X,O,O,X,X,X,X,X
LJISTOZ,O,X,X,X,O,O,X,X,X,X,X
LJISZTO,O,O,X,X,O,O,X,X,X,X,X
LJISZOT,O,O,X,X,O,O,X,X,O,X,X
LJISOTZ,O,X,X,X,O,O,X,X,X,X,X
LJISOZT,O,X,X,X,O,O,X,X,O,X,X
LJIZTSO,O,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X,X,O,X,X
LJIZSTO,O,O,X,X,O,X,X,X,X,X,X
LJIZSOT,O,O,X,X,O,X,X,X,O,X,X
LJIZOTS,O,X,X,X,X,X,X,X,O,X,X
