sequence,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmB8mBziB5?oBqqBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFVmBUiBaoB5?oBzqBGsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeiBJvhFziB5oBGlB3?mBlsB0qB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmBliB5oBq?qBzmB8sB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhF0hB5oBuqBz?nBirBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeVFJvhFRhBGjB0mB6?sB/tBzqB
SZIJTOL,O,O,X,X,O,O
SZIJLTO,O,O,X,O,O,X
SZIJLOT,O,X,X,O,O,X
SZIJOTL,X,X,X,X,O,X
SZIJOLT,X,X,X,X,O,X
SZIOTLJ,X,O,X,O,X,X
SZIOTJL,X,O,X,O,X,X
SZIOLTJ,X,O,X,O,X,X
SZIOLJT,X,O,X,O,X,X
SZIOJTL,X,O,X,O,O,X
SZIOJLT,X,O,X,O,O,X
SZLTIJO,O,X,O,O,X,O
SZLTIOJ,O,X,O,O,X,O
SZLTJIO,O,X,O,O,X,O
SZLTJOI,O,X,O,O,X,O
SZLTOIJ,O,X,O,O,X,O
SZLTOJI,O,X,O,O,X,O
SZLITJO,O,X,O,O,X,O
SZLITOJ,O,X,O,O,X,O
SZLIJTO,O,O,O,O,X,O
SZLIJOT,O,X,X,O,X,X
SZLIOTJ,O,O,X,O,X,X
SZLIOJT,O,O,X,O,X,X
SZLJTIO,O,O,O,O,X,O
SZLJTOI,O,O,O,O,X,O
SZLJITO,O,O,O,O,X,O
SZLJIOT,O,X,X,O,X,X
SZLJOTI,O,X,X,O,X,O
SZLJOIT,O,X,X,O,X,X
SZLOTIJ,O,O,X,O,X,O
SZLOTJI,O,O,X,O,X,O
SZLOITJ,O,O,X,O,X,X
SZLOIJT,O,O,X,O,X,X
SZLOJTI,O,O,X,O,X,O
SZLOJIT,O,O,X,O,X,X
SZJTILO,O,O,X,O,O,O
SZJTIOL,O,O,X,X,O,O
SZJTLIO,O,O,X,O,O,O
SZJTLOI,O,O,X,O,O,O
SZJTOIL,O,O,X,X,O,O
SZJTOLI,O,O,X,X,X,X
SZJITLO,O,O,X,O,O,O
SZJITOL,O,O,X,X,O,O
SZJILTO,O,O,X,O,O,X
SZJILOT,O,X,X,O,O,X
SZJIOTL,X,X,X,X,O,X
SZJIOLT,X,X,X,X,O,X
SZJLTIO,O,O,X,O,O,O
SZJLTOI,O,O,X,O,O,O
SZJLITO,O,O,X,O,O,O
SZJLIOT,O,X,X,O,O,X
SZJLOTI,O,X,X,O,O,O
SZJLOIT,O,X,X,O,O,X
SZJOTIL,X,X,X,X,O,O
SZJOTLI,X,X,X,X,X,O
SZJOITL,X,X,X,X,O,X
SZJOILT,X,X,X,X,O,X
SZJOLTI,X,X,X,X,O,O
SZJOLIT,X,X,X,X,O,X
SZOTILJ,X,O,X,O,X,O
SZOTIJL,X,O,X,O,X,O
SZOTLIJ,X,O,X,O,X,O
SZOTLJI,X,O,X,O,X,O
SZOTJIL,X,O,X,O,X,O
SZOTJLI,X,O,X,O,X,O
SZOITLJ,X,O,X,O,X,X
SZOITJL,X,O,X,O,X,X
SZOILTJ,X,O,X,O,X,X
SZOILJT,X,O,X,O,X,X
SZOIJTL,X,O,X,O,O,X
SZOIJLT,X,O,X,O,O,X
SZOLTIJ,X,O,X,O,X,O
SZOLTJI,X,O,X,O,X,O
SZOLITJ,X,O,X,O,X,X
SZOLIJT,X,O,X,O,X,X
SZOLJTI,X,O,X,O,X,O
SZOLJIT,X,O,X,O,X,X
SZOJTIL,X,O,X,O,O,O
SZOJTLI,X,O,X,O,X,O
SZOJITL,X,O,X,O,O,X
SZOJILT,X,O,X,O,O,X
SZOJLTI,X,O,X,O,O,O
SZOJLIT,X,O,X,O,O,X
SOTILJZ,O,O,O,X,X,O
SOTILZJ,O,O,O,X,X,O
SOTIJLZ,O,O,O,X,O,O
SOTIJZL,X,O,X,X,O,O
SOTIZLJ,O,O,O,X,X,O
SOTIZJL,X,O,X,X,X,O
SOTLIJZ,O,O,O,X,X,O
SOTLIZJ,O,O,O,X,X,O
SOTLJIZ,O,O,O,X,X,O
SOTLJZI,O,O,O,X,X,O
SOTLZIJ,O,O,O,X,X,O
SOTLZJI,O,O,O,X,X,O
SOTJILZ,O,O,O,X,O,O
SOTJIZL,X,O,X,X,O,O
SOTJLIZ,O,O,O,X,O,O
SOTJLZI,O,O,O,X,O,O
SOTJZIL,X,O,X,X,O,O
SOTJZLI,X,O,X,X,X,O
SOTZILJ,O,O,O,X,X,O
SOTZIJL,X,O,X,X,X,O
SOTZLIJ,O,O,O,X,X,O
SOTZLJI,O,O,O,X,X,O
SOTZJIL,X,O,X,X,X,O
SOTZJLI,X,O,X,X,X,O
SOITLJZ,O,O,O,X,X,O
SOITLZJ,O,O,O,X,X,O
SOITJLZ,O,O,O,X,O,O
SOITJZL,X,O,X,X,O,O
SOITZLJ,O,O,O,X,X,O
SOITZJL,X,O,X,X,X,O
SOILTJZ,O,O,O,O,X,O
SOILTZJ,O,O,O,O,X,O
SOILJTZ,X,O,O,O,O,O
SOILJZT,O,O,X,O,O,X
SOILZTJ,O,O,X,O,X,X
SOILZJT,O,O,X,O,X,X
SOIJTLZ,X,O,X,X,O,O
SOIJTZL,X,O,X,X,O,O
SOIJLTZ,X,O,X,O,O,O
SOIJLZT,X,O,X,O,O,X
SOIJZTL,X,O,X,O,O,X
SOIJZLT,X,O,X,O,O,X
SOIZTLJ,X,O,X,O,X,X
SOIZTJL,X,O,X,O,X,X
SOIZLTJ,X,O,X,O,X,X
SOIZLJT,X,O,X,O,X,X
SOIZJTL,X,O,X,O,O,X
SOIZJLT,X,O,X,O,O,X
SOLTIJZ,O,O,O,O,X,O
SOLTIZJ,O,O,O,O,X,O
SOLTJIZ,O,O,O,O,X,O
SOLTJZI,O,O,O,O,X,O
SOLTZIJ,O,O,O,O,X,O
SOLTZJI,O,O,O,O,X,O
SOLITJZ,O,O,O,O,X,O
SOLITZJ,O,O,O,O,X,O
SOLIJTZ,X,O,O,O,O,O
SOLIJZT,O,O,X,O,O,X
SOLIZTJ,O,O,X,O,X,X
SOLIZJT,O,O,X,O,X,X
SOLJTIZ,X,O,O,O,O,O
SOLJTZI,X,O,O,O,O,O
SOLJITZ,X,O,O,O,O,O
SOLJIZT,O,O,X,O,O,X
SOLJZTI,O,O,X,O,O,O
SOLJZIT,O,O,X,O,O,X
SOLZTIJ,O,O,X,O,X,O
SOLZTJI,O,O,X,O,X,O
SOLZITJ,O,O,X,O,X,X
SOLZIJT,O,O,X,O,X,X
SOLZJTI,O,O,X,O,X,O
SOLZJIT,O,O,X,O,X,X
SOJTILZ,X,O,X,X,O,O
SOJTIZL,X,O,X,X,O,O
SOJTLIZ,X,O,X,X,O,O
SOJTLZI,X,O,X,X,O,O
SOJTZIL,X,O,X,X,O,O
SOJTZLI,X,O,X,X,X,O
SOJITLZ,X,O,X,X,O,O
SOJITZL,X,O,X,X,O,O
SOJILTZ,X,O,X,O,O,O
SOJILZT,X,O,X,O,O,X
SOJIZTL,X,O,X,O,O,X
SOJIZLT,X,O,X,O,O,X
SOJLTIZ,X,O,X,O,O,O
SOJLTZI,X,O,X,O,O,O
SOJLITZ,X,O,X,O,O,O
SOJLIZT,X,O,X,O,O,X
SOJLZTI,X,O,X,O,O,O
SOJLZIT,X,O,X,O,O,X
SOJZTIL,X,O,X,O,O,O
SOJZTLI,X,O,X,O,X,O
SOJZITL,X,O,X,O,O,X
SOJZILT,X,O,X,O,O,X
SOJZLTI,X,O,X,O,O,O
SOJZLIT,X,O,X,O,O,X
SOZTILJ,X,O,X,O,X,O
SOZTIJL,X,O,X,O,X,O
SOZTLIJ,X,O,X,O,X,O
SOZTLJI,X,O,X,O,X,O
SOZTJIL,X,O,X,O,X,O
SOZTJLI,X,O,X,O,X,O
SOZITLJ,X,O,X,O,X,X
SOZITJL,X,O,X,O,X,X
SOZILTJ,X,O,X,O,X,X
SOZILJT,X,O,X,O,X,X
SOZIJTL,X,O,X,O,O,X
SOZIJLT,X,O,X,O,O,X
SOZLTIJ,X,O,X,O,X,O
SOZLTJI,X,O,X,O,X,O
SOZLITJ,X,O,X,O,X,X
SOZLIJT,X,O,X,O,X,X
SOZLJTI,X,O,X,O,X,O
SOZLJIT,X,O,X,O,X,X
SOZJTIL,X,O,X,O,O,O
SOZJTLI,X,O,X,O,X,O
SOZJITL,X,O,X,O,O,X
SOZJILT,X,O,X,O,O,X
SOZJLTI,X,O,X,O,O,O
SOZJLIT,X,O,X,O,O,X
ZTILJSO,O,X,X,O,X,O
ZTILJOS,O,X,X,O,X,X
ZTILSJO,O,X,X,O,X,O
ZTILSOJ,O,X,X,O,X,O
ZTILOJS,O,X,X,O,X,X
ZTILOSJ,O,X,X,O,X,O
ZTIJLSO,O,X,X,O,X,X
ZTIJLOS,O,X,X,O,X,X
ZTIJSLO,O,X,O,O,X,O
ZTIJSOL,O,X,O,X,X,O
ZTIJOLS,O,X,X,O,X,X
ZTIJOSL,O,X,O,O,X,X
ZTISLJO,O,X,O,O,X,O
ZTISLOJ,O,X,O,O,X,O
ZTISJLO,O,X,X,O,X,O
ZTISJOL,O,X,X,X,X,O
ZTISOLJ,O,X,O,O,X,X
ZTISOJL,O,X,X,O,X,O
ZTIOLJS,O,X,X,O,X,X
ZTIOLSJ,O,X,X,O,X,X
ZTIOJLS,O,X,X,O,X,X
ZTIOJSL,O,X,O,O,X,X
ZTIOSLJ,O,X,O,O,X,X
ZTIOSJL,O,X,X,O,X,O
ZTLIJSO,O,X,X,O,X,O
ZTLIJOS,O,X,X,O,X,X
ZTLISJO,O,X,X,O,X,O
ZTLISOJ,O,X,X,O,X,O
ZTLIOJS,O,X,X,O,X,X
ZTLIOSJ,O,X,X,O,X,O
ZTLJISO,O,X,X,O,X,O
ZTLJIOS,O,X,X,O,X,X
ZTLJSIO,O,X,X,O,X,O
ZTLJSOI,O,X,X,O,X,O
ZTLJOIS,O,X,X,O,X,X
ZTLJOSI,O,X,X,O,X,X
ZTLSIJO,O,X,X,O,X,O
ZTLSIOJ,O,X,X,O,X,O
ZTLSJIO,O,X,X,O,X,O
ZTLSJOI,O,X,X,O,X,O
ZTLSOIJ,O,X,X,O,X,O
ZTLSOJI,O,X,X,O,X,O
ZTLOIJS,O,X,X,O,X,X
ZTLOISJ,O,X,X,O,X,O
ZTLOJIS,O,X,X,O,X,X
ZTLOJSI,O,X,X,O,X,X
ZTLOSIJ,O,X,X,O,X,O
ZTLOSJI,O,X,X,O,X,O
ZTJILSO,O,X,X,O,X,X
ZTJILOS,O,X,X,O,X,X
ZTJISLO,O,X,O,O,X,O
ZTJISOL,O,X,O,X,X,O
ZTJIOLS,O,X,X,O,X,X
ZTJIOSL,O,X,O,O,X,X
ZTJLISO,O,X,X,O,X,O
ZTJLIOS,O,X,X,O,X,X
ZTJLSIO,O,X,X,O,X,O
ZTJLSOI,O,X,X,O,X,O
ZTJLOIS,O,X,X,O,X,X
ZTJLOSI,O,X,X,O,X,X
ZTJSILO,O,X,O,O,X,O
ZTJSIOL,O,X,O,X,X,O
ZTJSLIO,O,X,O,O,X,O
ZTJSLOI,O,X,O,O,X,O
ZTJSOIL,O,X,O,X,X,O
ZTJSOLI,O,X,O,X,X,X
ZTJOILS,O,X,X,O,X,X
ZTJOISL,O,X,O,O,X,X
ZTJOLIS,O,X,X,O,X,X
ZTJOLSI,O,X,X,O,X,X
ZTJOSIL,O,X,O,O,X,X
ZTJOSLI,O,X,O,O,X,X
ZTSILJO,O,X,O,O,X,O
ZTSILOJ,O,X,O,O,X,O
ZTSIJLO,O,X,X,O,X,O
ZTSIJOL,O,X,X,X,X,O
ZTSIOLJ,O,X,O,O,X,X
ZTSIOJL,O,X,X,O,X,O
ZTSLIJO,O,X,O,O,X,O
ZTSLIOJ,O,X,O,O,X,O
ZTSLJIO,O,X,O,O,X,O
ZTSLJOI,O,X,O,O,X,O
ZTSLOIJ,O,X,O,O,X,O
ZTSLOJI,O,X,O,O,X,O
ZTSJILO,O,X,X,O,X,O
ZTSJIOL,O,X,X,X,X,O
ZTSJLIO,O,X,X,O,X,O
ZTSJLOI,O,X,X,O,X,O
ZTSJOIL,O,X,X,X,X,O
ZTSJOLI,O,X,X,X,X,X
ZTSOILJ,O,X,O,O,X,X
ZTSOIJL,O,X,X,O,X,O
ZTSOLIJ,O,X,O,O,X,O
ZTSOLJI,O,X,O,O,X,O
ZTSOJIL,O,X,X,O,X,O
ZTSOJLI,O,X,X,O,X,X
ZTOILJS,O,X,X,O,X,X
ZTOILSJ,O,X,X,O,X,X
ZTOIJLS,O,X,X,O,X,X
ZTOIJSL,O,X,O,O,X,X
ZTOISLJ,O,X,O,O,X,X
ZTOISJL,O,X,X,O,X,O
ZTOLIJS,O,X,X,O,X,X
ZTOLISJ,O,X,X,O,X,O
ZTOLJIS,O,X,X,O,X,X
ZTOLJSI,O,X,X,O,X,X
ZTOLSIJ,O,X,X,O,X,O
ZTOLSJI,O,X,X,O,X,O
ZTOJILS,O,X,X,O,X,X
ZTOJISL,O,X,O,O,X,X
ZTOJLIS,O,X,X,O,X,X
ZTOJLSI,O,X,X,O,X,X
ZTOJSIL,O,X,O,O,X,X
ZTOJSLI,O,X,O,O,X,X
ZTOSILJ,O,X,O,O,X,X
ZTOSIJL,O,X,X,O,X,O
ZTOSLIJ,O,X,O,O,X,O
ZTOSLJI,O,X,O,O,X,O
ZTOSJIL,O,X,X,O,X,O
ZTOSJLI,O,X,X,O,X,X
ZITLJSO,O,X,X,O,X,O
ZITLJOS,O,X,X,O,X,X
ZITLSJO,O,X,X,O,X,O
ZITLSOJ,O,X,X,O,X,O
ZITLOJS,O,X,X,O,X,X
ZITLOSJ,O,X,X,O,X,O
ZITJLSO,O,X,X,O,X,X
ZITJLOS,O,X,X,O,X,X
ZITJSLO,O,X,O,O,X,O
ZITJSOL,O,X,O,X,X,O
ZITJOLS,O,X,X,O,X,X
ZITJOSL,O,X,O,O,X,X
ZITSLJO,O,X,O,O,X,O
ZITSLOJ,O,X,O,O,X,O
ZITSJLO,O,X,X,O,X,O
ZITSJOL,O,X,X,X,X,O
ZITSOLJ,O,X,O,O,X,X
ZITSOJL,O,X,X,O,X,O
ZITOLJS,O,X,X,O,X,X
ZITOLSJ,O,X,X,O,X,X
ZITOJLS,O,X,X,O,X,X
ZITOJSL,O,X,O,O,X,X
ZITOSLJ,O,X,O,O,X,X
ZITOSJL,O,X,X,O,X,O
ZILTJSO,O,X,X,O,X,O
ZILTJOS,O,X,X,O,X,X
ZILTSJO,O,X,X,O,X,O
ZILTSOJ,O,X,X,O,X,O
ZILTOJS,O,X,X,O,X,X
ZILTOSJ,O,X,X,O,X,O
ZILJTSO,O,O,X,O,O,X
ZILJTOS,O,O,X,O,O,X
ZILJSTO,O,O,X,O,O,X
ZILJSOT,O,O,X,O,O,X
ZILJOTS,O,O,X,O,O,X
ZILJOST,O,O,X,O,O,X
ZILSTJO,O,X,X,O,X,O
ZILSTOJ,O,X,X,O,X,O
ZILSJTO,O,O,X,O,X,O
ZILSJOT,O,X,X,O,X,X
ZILSOTJ,O,O,X,O,X,X
ZILSOJT,O,O,X,O,X,X
ZILOTJS,O,O,X,O,X,X
ZILOTSJ,O,O,X,O,X,X
ZILOJTS,O,O,X,O,O,X
ZILOJST,O,O,X,O,O,X
ZILOSTJ,O,O,X,O,X,X
ZILOSJT,O,O,X,O,X,X
ZIJTLSO,O,O,X,O,O,X
ZIJTLOS,O,O,X,O,O,X
ZIJTSLO,O,O,O,O,O,X
ZIJTSOL,O,O,O,X,O,X
ZIJTOLS,O,O,X,O,X,X
ZIJTOSL,O,O,O,O,O,X
ZIJLTSO,O,O,X,O,O,X
ZIJLTOS,O,O,X,O,O,X
ZIJLSTO,O,O,X,O,O,X
ZIJLSOT,O,O,X,O,O,X
ZIJLOTS,O,O,X,O,O,X
ZIJLOST,O,O,X,O,O,X
ZIJSTLO,O,O,O,O,O,X
ZIJSTOL,O,O,O,X,O,X
ZIJSLTO,O,O,O,O,O,X
ZIJSLOT,O,O,X,O,O,X
ZIJSOTL,X,O,X,X,O,X
ZIJSOLT,X,O,X,X,O,X
ZIJOTLS,O,O,X,O,X,X
ZIJOTSL,O,O,X,O,O,X
ZIJOLTS,O,O,X,O,O,X
ZIJOLST,O,O,X,O,O,X
ZIJOSTL,X,O,X,O,O,X
ZIJOSLT,X,O,X,O,O,X
ZISTLJO,O,X,O,O,X,O
ZISTLOJ,O,X,O,O,X,O
ZISTJLO,O,X,X,O,X,O
ZISTJOL,O,X,X,X,X,O
ZISTOLJ,O,X,O,O,X,X
ZISTOJL,O,X,X,O,X,O
ZISLTJO,O,X,O,O,X,O
ZISLTOJ,O,X,O,O,X,O
ZISLJTO,O,O,O,O,X,O
ZISLJOT,O,X,X,O,X,X
ZISLOTJ,O,O,X,O,X,X
ZISLOJT,O,O,X,O,X,X
ZISJTLO,O,O,X,O,O,O
ZISJTOL,O,O,X,X,O,O
ZISJLTO,O,O,X,O,O,X
ZISJLOT,O,X,X,O,O,X
ZISJOTL,X,X,X,X,O,X
ZISJOLT,X,X,X,X,O,X
ZISOTLJ,X,O,X,O,X,X
ZISOTJL,X,O,X,O,X,X
ZISOLTJ,X,O,X,O,X,X
ZISOLJT,X,O,X,O,X,X
ZISOJTL,X,O,X,O,O,X
ZISOJLT,X,O,X,O,O,X
ZIOTLJS,O,O,X,O,X,X
ZIOTLSJ,O,O,X,O,X,X
ZIOTJLS,O,O,X,O,X,X
ZIOTJSL,O,O,X,O,X,X
ZIOTSLJ,O,O,X,O,X,X
ZIOTSJL,O,O,X,O,X,X
ZIOLTJS,O,O,X,O,X,X
ZIOLTSJ,O,O,X,O,X,X
ZIOLJTS,O,O,X,O,O,X
ZIOLJST,O,O,X,O,O,X
ZIOLSTJ,O,O,X,O,X,X
ZIOLSJT,O,O,X,O,X,X
ZIOJTLS,O,O,X,O,X,X
ZIOJTSL,O,O,X,O,O,X
ZIOJLTS,O,O,X,O,O,X
ZIOJLST,O,O,X,O,O,X
ZIOJSTL,X,O,X,O,O,X
ZIOJSLT,X,O,X,O,O,X
ZIOSTLJ,X,O,X,O,X,X
ZIOSTJL,X,O,X,O,X,X
ZIOSLTJ,X,O,X,O,X,X
ZIOSLJT,X,O,X,O,X,X
ZIOSJTL,X,O,X,O,O,X
ZIOSJLT,X,O,X,O,O,X
ZLTIJSO,O,X,X,O,X,O
ZLTIJOS,O,X,X,O,X,X
ZLTISJO,O,X,X,O,X,O
ZLTISOJ,O,X,X,O,X,O
ZLTIOJS,O,X,X,O,X,X
ZLTIOSJ,O,X,X,O,X,O
ZLTJISO,O,X,X,O,X,O
ZLTJIOS,O,X,X,O,X,X
ZLTJSIO,O,X,X,O,X,O
ZLTJSOI,O,X,X,O,X,O
ZLTJOIS,O,X,X,O,X,X
ZLTJOSI,O,X,X,O,X,X
ZLTSIJO,O,X,X,O,X,O
ZLTSIOJ,O,X,X,O,X,O
ZLTSJIO,O,X,X,O,X,O
ZLTSJOI,O,X,X,O,X,O
ZLTSOIJ,O,X,X,O,X,O
ZLTSOJI,O,X,X,O,X,O
ZLTOIJS,O,X,X,O,X,X
ZLTOISJ,O,X,X,O,X,O
ZLTOJIS,O,X,X,O,X,X
ZLTOJSI,O,X,X,O,X,X
ZLTOSIJ,O,X,X,O,X,O
ZLTOSJI,O,X,X,O,X,O
ZLITJSO,O,X,X,O,X,O
ZLITJOS,O,X,X,O,X,X
ZLITSJO,O,X,X,O,X,O
ZLITSOJ,O,X,X,O,X,O
ZLITOJS,O,X,X,O,X,X
ZLITOSJ,O,X,X,O,X,O
ZLIJTSO,O,O,X,O,O,X
ZLIJTOS,O,O,X,O,O,X
ZLIJSTO,O,O,X,O,O,X
ZLIJSOT,O,O,X,O,O,X
ZLIJOTS,O,O,X,O,O,X
ZLIJOST,O,O,X,O,O,X
ZLISTJO,O,X,X,O,X,O
ZLISTOJ,O,X,X,O,X,O
ZLISJTO,O,O,X,O,X,O
ZLISJOT,O,X,X,O,X,X
ZLISOTJ,O,O,X,O,X,X
ZLISOJT,O,O,X,O,X,X
ZLIOTJS,O,O,X,O,X,X
ZLIOTSJ,O,O,X,O,X,X
ZLIOJTS,O,O,X,O,O,X
ZLIOJST,O,O,X,O,O,X
ZLIOSTJ,O,O,X,O,X,X
ZLIOSJT,O,O,X,O,X,X
ZLJTISO,O,O,X,O,O,O
ZLJTIOS,O,O,X,O,O,X
ZLJTSIO,O,O,X,O,O,O
ZLJTSOI,O,O,X,O,O,O
ZLJTOIS,O,O,X,O,O,X
ZLJTOSI,O,O,X,O,O,X
ZLJITSO,O,O,X,O,O,X
ZLJITOS,O,O,X,O,O,X
ZLJISTO,O,O,X,O,O,X
ZLJISOT,O,O,X,O,O,X
ZLJIOTS,O,O,X,O,O,X
ZLJIOST,O,O,X,O,O,X
ZLJSTIO,O,O,X,O,O,O
ZLJSTOI,O,O,X,O,O,O
ZLJSITO,O,O,X,O,O,O
ZLJSIOT,O,O,X,O,O,X
ZLJSOTI,O,O,X,O,O,O
ZLJSOIT,O,O,X,O,O,X
ZLJOTIS,O,O,X,O,O,X
ZLJOTSI,O,O,X,O,O,X
ZLJOITS,O,O,X,O,O,X
ZLJOIST,O,O,X,O,O,X
ZLJOSTI,O,O,X,O,O,X
ZLJOSIT,O,O,X,O,O,X
ZLSTIJO,O,X,X,O,X,O
ZLSTIOJ,O,X,X,O,X,O
ZLSTJIO,O,X,X,O,X,O
ZLSTJOI,O,X,X,O,X,O
ZLSTOIJ,O,X,X,O,X,O
ZLSTOJI,O,X,X,O,X,O
ZLSITJO,O,X,X,O,X,O
ZLSITOJ,O,X,X,O,X,O
ZLSIJTO,O,O,X,O,X,O
ZLSIJOT,O,X,X,O,X,X
ZLSIOTJ,O,O,X,O,X,X
ZLSIOJT,O,O,X,O,X,X
ZLSJTIO,O,O,X,O,X,O
ZLSJTOI,O,O,X,O,X,O
ZLSJITO,O,O,X,O,X,O
ZLSJIOT,O,X,X,O,X,X
ZLSJOTI,O,X,X,O,X,O
ZLSJOIT,O,X,X,O,X,X
ZLSOTIJ,O,O,X,O,X,O
ZLSOTJI,O,O,X,O,X,O
ZLSOITJ,O,O,X,O,X,X
ZLSOIJT,O,O,X,O,X,X
ZLSOJTI,O,O,X,O,X,O
ZLSOJIT,O,O,X,O,X,X
ZLOTIJS,O,O,X,O,X,O
ZLOTISJ,O,O,X,O,X,O
ZLOTJIS,O,O,X,O,X,O
ZLOTJSI,O,O,X,O,X,O
ZLOTSIJ,O,O,X,O,X,O
ZLOTSJI,O,O,X,O,X,O
ZLOITJS,O,O,X,O,X,X
ZLOITSJ,O,O,X,O,X,X
ZLOIJTS,O,O,X,O,O,X
ZLOIJST,O,O,X,O,O,X
ZLOISTJ,O,O,X,O,X,X
ZLOISJT,O,O,X,O,X,X
ZLOJTIS,O,O,X,O,O,X
ZLOJTSI,O,O,X,O,O,X
ZLOJITS,O,O,X,O,O,X
ZLOJIST,O,O,X,O,O,X
ZLOJSTI,O,O,X,O,O,X
ZLOJSIT,O,O,X,O,O,X
ZLOSTIJ,O,O,X,O,X,O
ZLOSTJI,O,O,X,O,X,O
ZLOSITJ,O,O,X,O,X,X
ZLOSIJT,O,O,X,O,X,X
ZLOSJTI,O,O,X,O,X,O
ZLOSJIT,O,O,X,O,X,X
ZJTILSO,O,O,X,O,O,X
ZJTILOS,O,O,X,O,O,X
ZJTISLO,O,O,O,O,O,O
ZJTISOL,O,O,O,X,O,O
ZJTIOLS,O,O,X,O,X,X
ZJTIOSL,O,O,O,O,O,X
ZJTLISO,O,O,X,O,O,O
ZJTLIOS,O,O,X,O,O,X
ZJTLSIO,O,O,X,O,O,O
ZJTLSOI,O,O,X,O,O,O
ZJTLOIS,O,O,X,O,O,X
ZJTLOSI,O,O,X,O,O,X
ZJTSILO,O,O,O,O,O,O
ZJTSIOL,O,O,O,X,O,O
ZJTSLIO,O,O,O,O,O,O
ZJTSLOI,O,O,O,O,O,O
ZJTSOIL,O,O,O,X,O,O
ZJTSOLI,O,O,O,X,X,X
ZJTOILS,O,O,X,O,X,X
ZJTOISL,O,O,O,O,O,X
ZJTOLIS,O,O,X,O,X,X
ZJTOLSI,O,O,X,O,X,X
ZJTOSIL,O,O,O,O,O,X
ZJTOSLI,O,O,O,O,X,X
ZJITLSO,O,O,X,O,O,X
ZJITLOS,O,O,X,O,O,X
ZJITSLO,O,O,O,O,O,X
ZJITSOL,O,O,O,X,O,X
ZJITOLS,O,O,X,O,X,X
ZJITOSL,O,O,O,O,O,X
ZJILTSO,O,O,X,O,O,X
ZJILTOS,O,O,X,O,O,X
ZJILSTO,O,O,X,O,O,X
ZJILSOT,O,O,X,O,O,X
ZJILOTS,O,O,X,O,O,X
ZJILOST,O,O,X,O,O,X
ZJISTLO,O,O,O,O,O,X
ZJISTOL,O,O,O,X,O,X
ZJISLTO,O,O,O,O,O,X
ZJISLOT,O,O,X,O,O,X
ZJISOTL,X,O,X,X,O,X
ZJISOLT,X,O,X,X,O,X
ZJIOTLS,O,O,X,O,X,X
ZJIOTSL,O,O,X,O,O,X
ZJIOLTS,O,O,X,O,O,X
ZJIOLST,O,O,X,O,O,X
ZJIOSTL,X,O,X,O,O,X
ZJIOSLT,X,O,X,O,O,X
ZJLTISO,O,O,X,O,O,O
ZJLTIOS,O,O,X,O,O,X
ZJLTSIO,O,O,X,O,O,O
ZJLTSOI,O,O,X,O,O,O
ZJLTOIS,O,O,X,O,O,X
ZJLTOSI,O,O,X,O,O,X
ZJLITSO,O,O,X,O,O,X
ZJLITOS,O,O,X,O,O,X
ZJLISTO,O,O,X,O,O,X
ZJLISOT,O,O,X,O,O,X
ZJLIOTS,O,O,X,O,O,X
ZJLIOST,O,O,X,O,O,X
ZJLSTIO,O,O,X,O,O,O
ZJLSTOI,O,O,X,O,O,O
ZJLSITO,O,O,X,O,O,O
ZJLSIOT,O,O,X,O,O,X
ZJLSOTI,O,O,X,O,O,O
ZJLSOIT,O,O,X,O,O,X
ZJLOTIS,O,O,X,O,O,X
ZJLOTSI,O,O,X,O,O,X
ZJLOITS,O,O,X,O,O,X
ZJLOIST,O,O,X,O,O,X
ZJLOSTI,O,O,X,O,O,X
ZJLOSIT,O,O,X,O,O,X
ZJSTILO,O,O,O,O,O,O
ZJSTIOL,O,O,O,X,O,O
ZJSTLIO,O,O,O,O,O,O
ZJSTLOI,O,O,O,O,O,O
ZJSTOIL,O,O,O,X,O,O
ZJSTOLI,O,O,O,X,X,X
ZJSITLO,O,O,O,O,O,O
ZJSITOL,O,O,O,X,O,O
ZJSILTO,O,O,O,O,O,X
ZJSILOT,O,O,X,O,O,X
ZJSIOTL,X,O,X,X,O,X
ZJSIOLT,X,O,X,X,O,X
ZJSLTIO,O,O,O,O,O,O
ZJSLTOI,O,O,O,O,O,O
ZJSLITO,O,O,O,O,O,O
ZJSLIOT,O,O,X,O,O,X
ZJSLOTI,O,O,X,O,O,O
ZJSLOIT,O,O,X,O,O,X
ZJSOTIL,X,O,X,X,O,O
ZJSOTLI,X,O,X,X,X,X
ZJSOITL,X,O,X,X,O,X
ZJSOILT,X,O,X,X,O,X
ZJSOLTI,X,O,X,X,O,X
ZJSOLIT,X,O,X,X,O,X
ZJOTILS,O,O,X,O,X,X
ZJOTISL,O,O,X,O,O,X
ZJOTLIS,O,O,X,O,X,X
ZJOTLSI,O,O,X,O,X,X
ZJOTSIL,O,O,X,O,O,X
ZJOTSLI,O,O,X,O,X,X
ZJOITLS,O,O,X,O,X,X
