sequence,v115@HhA8IeC8BeA8CeB8DeE8Je0/IvhFlgBanBGjBXmBzn?BRvB,v115@HhA8IeC8BeA8CeB8DeE8Jel/IvhF3gBRiBcoBOrBTn?BSvB,v115@HhA8IeC8BeA8CeB8DeE8Jel/IvhFUhBRiBSoB2sBzq?BXqB,v115@HhA8IeC8BeA8CeB8DeE8JeRBJvhFqnBTjBfrBmmBUq?BlpB,v115@HhA8IeC8BeA8CeB8DeE8JeVFJvhFRiBSoBXmB2sB0p?BzqB,v115@HhA8IeC8BeA8CeB8DeE8Je0/IvhFRmBFoBmmBCoBzq?BXqB,v115@HhA8IeC8BeA8CeB8DeE8JexCJvhF0lBFnBXoB6pBOr?BTqB,v115@HhA8IeC8BeA8CeB8DeE8JeXCJvhFTjBRlB1sB6qBOr?B0pB
JTZILOS,O,O,O,X,X,O,X,X
JTZISLO,O,O,X,X,O,X,X,X
JTZISOL,O,O,X,X,X,X,X,X
JTZIOLS,O,O,O,X,X,O,X,X
JTZIOSL,X,O,O,X,X,O,X,X
JTZLISO,O,O,X,X,O,X,X,X
JTZLIOS,O,O,O,X,X,X,X,X
JTZLSIO,O,O,X,X,O,X,X,X
JTZLSOI,O,O,X,X,O,X,X,X
JTZLOIS,O,O,O,X,X,X,X,X
JTZLOSI,O,O,O,X,X,X,X,X
JTZSILO,O,O,X,X,O,X,O,X
JTZSIOL,X,O,X,X,X,X,O,X
JTZSLIO,O,O,X,X,O,X,O,X
JTZSLOI,O,O,X,X,O,X,O,X
JTZSOIL,X,O,X,X,X,X,O,X
JTZSOLI,O,O,X,X,X,X,O,X
JTZOILS,X,O,O,X,X,O,X,X
JTZOISL,X,O,O,X,X,O,X,X
JTZOLIS,O,O,O,X,X,X,X,X
JTZOLSI,O,O,O,X,X,X,X,X
JTZOSIL,X,O,O,X,X,X,X,X
JTZOSLI,X,O,O,X,X,X,X,X
JTOILSZ,X,X,O,X,O,X,X,X
JTOILZS,X,X,O,X,X,X,X,X
JTOISLZ,X,X,O,X,O,X,X,O
JTOISZL,X,O,O,X,X,X,X,O
JTOIZLS,X,O,O,X,X,O,X,X
JTOIZSL,X,O,O,X,X,O,X,X
JTOLISZ,X,O,O,X,O,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X
JTOLSIZ,X,O,O,O,O,X,X,X
JTOLSZI,X,O,O,O,O,X,X,X
JTOLZIS,X,O,O,X,X,X,X,X
JTOLZSI,X,O,O,X,X,X,X,X
JTOSILZ,X,X,O,X,O,X,X,O
JTOSIZL,X,O,O,X,X,X,X,O
JTOSLIZ,X,X,O,O,O,X,X,X
JTOSLZI,X,O,O,O,O,X,X,X
JTOSZIL,X,O,O,X,X,X,X,X
JTOSZLI,X,O,O,X,X,X,X,X
JTOZILS,X,O,O,X,X,O,X,X
JTOZISL,X,O,O,X,X,O,X,X
JTOZLIS,X,O,O,X,X,X,X,X
JTOZLSI,X,O,O,X,X,X,X,X
JTOZSIL,X,O,O,X,X,X,X,X
JTOZSLI,X,O,O,X,X,X,X,X
JITLSZO,O,X,X,X,O,X,X,X
JITLSOZ,O,X,O,X,O,X,X,X
JITLZSO,O,X,X,X,O,X,X,X
JITLZOS,O,X,O,X,X,X,X,X
JITLOSZ,X,X,O,X,O,X,X,X
JITLOZS,X,X,O,X,X,X,X,X
JITSLZO,O,X,X,X,O,X,X,X
JITSLOZ,O,X,O,X,O,X,X,X
JITSZLO,O,O,X,X,O,X,X,X
JITSZOL,O,O,X,X,X,X,X,X
JITSOLZ,O,X,O,X,O,X,X,O
JITSOZL,O,O,O,X,X,X,X,O
JITZLSO,O,O,X,X,O,X,X,X
JITZLOS,O,X,O,X,X,O,X,X
JITZSLO,O,O,X,X,O,X,X,X
JITZSOL,O,O,X,X,X,X,X,X
JITZOLS,O,O,O,X,X,O,X,X
JITZOSL,X,O,O,X,X,O,X,X
JITOLSZ,X,X,O,X,O,X,X,X
JITOLZS,X,X,O,X,X,X,X,X
JITOSLZ,X,X,O,X,O,X,X,O
JITOSZL,X,O,O,X,X,X,X,O
JITOZLS,X,O,O,X,X,X,X,X
JITOZSL,X,O,O,X,X,X,X,X
JILTSZO,O,O,X,X,O,X,X,X
JILTSOZ,O,O,O,X,O,X,X,X
JILTZSO,O,O,X,X,O,X,X,X
JILTZOS,O,O,O,X,X,X,X,X
JILTOSZ,X,O,O,X,O,X,X,X
JILTOZS,X,O,O,X,X,X,X,X
JILSTZO,O,O,X,O,O,X,X,X
JILSTOZ,O,O,O,O,O,X,X,X
JILSZTO,O,O,X,O,X,X,X,X
JILSZOT,O,O,X,O,X,X,X,X
JILSOTZ,O,O,O,O,X,X,X,X
JILSOZT,O,O,O,O,X,X,X,X
JILZTSO,O,O,X,X,O,X,X,X
JILZTOS,O,O,O,X,X,X,X,X
JILZSTO,O,O,X,X,X,X,X,X
JILZSOT,O,O,X,X,X,X,X,X
JILZOTS,O,O,O,X,X,X,X,X
JILZOST,O,O,O,X,X,X,X,X
JILOTSZ,X,O,O,X,O,X,X,X
JILOTZS,X,O,O,X,X,X,X,X
JILOSTZ,O,O,O,O,X,X,X,X
JILOSZT,O,O,O,O,X,X,X,X
JILOZTS,O,O,O,X,X,X,X,X
JILOZST,O,O,O,X,X,X,X,X
JISTLZO,O,X,X,O,O,X,X,X
JISTLOZ,O,X,O,O,O,X,X,X
JISTZLO,O,O,X,X,O,X,X,X
JISTZOL,O,O,X,X,X,X,X,X
JISTOLZ,O,X,O,X,O,X,X,X
JISTOZL,O,O,O,X,X,X,X,X
JISLTZO,O,X,X,O,O,X,X,X
JISLTOZ,O,X,O,O,O,X,X,X
JISLZTO,O,X,X,O,X,X,X,X
JISLZOT,O,X,X,O,X,X,X,X
JISLOTZ,O,X,O,O,X,X,X,X
JISLOZT,O,X,O,O,X,X,X,X
JISZTLO,O,O,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,X
JISZLTO,O,O,X,O,X,X,X,X
JISZLOT,O,X,X,O,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X
JISOTLZ,O,X,O,X,X,X,X,X
JISOTZL,O,O,O,X,X,X,X,X
JISOLTZ,O,X,O,O,X,X,X,X
JISOLZT,O,X,O,O,X,X,X,X
JISOZTL,O,O,O,X,X,X,X,X
JISOZLT,O,O,O,X,X,X,X,X
JIZTLSO,O,O,X,X,O,X,X,X
JIZTLOS,O,O,O,X,X,O,X,X
JIZTSLO,O,O,X,X,O,X,X,X
JIZTSOL,O,O,X,X,X,X,X,X
JIZTOLS,O,O,O,X,X,O,X,X
JIZTOSL,X,O,O,X,X,O,X,X
JIZLTSO,O,O,X,X,O,X,X,X
JIZLTOS,O,O,O,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X
JIZLOTS,O,O,O,X,X,X,X,X
JIZLOST,O,O,O,X,X,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X,X,X
JIZSOLT,O,O,X,X,X,X,X,X
JIZOTLS,O,O,O,X,X,X,X,X
JIZOTSL,X,O,O,X,X,X,X,X
JIZOLTS,O,O,O,X,X,X,X,X
JIZOLST,O,O,O,X,X,X,X,X
JIZOSTL,O,O,O,X,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X
JIOTLSZ,X,X,O,X,O,X,X,X
JIOTLZS,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,O,X,O,X,X,X
JIOTSZL,X,O,O,X,X,X,X,X
JIOTZLS,X,O,O,X,X,X,X,X
JIOTZSL,X,O,O,X,X,X,X,X
JIOLTSZ,X,O,O,X,O,X,X,X
JIOLTZS,X,O,O,X,X,X,X,X
JIOLSTZ,O,O,O,O,X,X,X,X
JIOLSZT,O,O,O,O,X,X,X,X
JIOLZTS,O,O,O,X,X,X,X,X
JIOLZST,O,O,O,X,X,X,X,X
JIOSTLZ,O,X,O,X,X,X,X,X
JIOSTZL,O,O,O,X,X,X,X,X
JIOSLTZ,O,X,O,O,X,X,X,X
JIOSLZT,O,X,O,O,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X,X
JIOSZLT,O,O,O,X,X,X,X,X
JIOZTLS,O,O,O,X,X,X,X,X
JIOZTSL,X,O,O,X,X,X,X,X
JIOZLTS,O,O,O,X,X,X,X,X
JIOZLST,O,O,O,X,X,X,X,X
JIOZSTL,O,O,O,X,X,X,X,X
JIOZSLT,O,O,O,X,X,X,X,X
JLTISZO,O,O,X,X,O,X,X,X
JLTISOZ,O,O,O,X,O,X,X,X
JLTIZSO,O,O,X,X,O,X,X,X
JLTIZOS,O,O,O,X,X,X,X,X
JLTIOSZ,X,O,O,X,O,X,X,X
JLTIOZS,X,O,O,X,X,X,X,X
JLTSIZO,O,O,X,O,O,X,X,X
JLTSIOZ,X,O,O,O,O,X,X,X
JLTSZIO,O,O,X,O,O,X,X,X
JLTSZOI,O,O,X,O,O,X,X,X
JLTSOIZ,X,O,O,O,O,X,X,X
JLTSOZI,O,O,O,O,O,X,X,X
JLTZISO,O,O,X,X,O,X,X,X
JLTZIOS,O,O,O,X,X,X,X,X
JLTZSIO,O,O,X,X,O,X,X,X
JLTZSOI,O,O,X,X,O,X,X,X
JLTZOIS,O,O,O,X,X,X,X,X
JLTZOSI,O,O,O,X,X,X,X,X
JLTOISZ,X,O,O,X,O,X,X,X
JLTOIZS,X,O,O,X,X,X,X,X
JLTOSIZ,X,O,O,O,O,X,X,X
JLTOSZI,X,O,O,O,O,X,X,X
JLTOZIS,X,O,O,X,X,X,X,X
JLTOZSI,X,O,O,X,X,X,X,X
JLITSZO,O,O,X,X,O,X,X,X
JLITSOZ,O,O,O,X,O,X,X,X
JLITZSO,O,O,X,X,O,X,X,X
JLITZOS,O,O,O,X,X,X,X,X
JLITOSZ,X,O,O,X,O,X,X,X
JLITOZS,X,O,O,X,X,X,X,X
JLISTZO,O,O,X,O,O,X,X,X
JLISTOZ,O,O,O,O,O,X,X,X
JLISZTO,O,O,X,O,X,X,X,X
JLISZOT,O,O,X,O,X,X,X,X
JLISOTZ,O,O,O,O,X,X,X,X
JLISOZT,O,O,O,O,X,X,X,X
JLIZTSO,O,O,X,X,O,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X
JLIZSTO,O,O,X,X,X,X,X,X
JLIZSOT,O,O,X,X,X,X,X,X
JLIZOTS,O,O,O,X,X,X,X,X
JLIZOST,O,O,O,X,X,X,X,X
JLIOTSZ,O,O,O,X,O,X,X,X
JLIOTZS,O,O,O,X,X,X,X,X
JLIOSTZ,O,O,O,O,X,X,X,X
JLIOSZT,O,O,O,O,X,X,X,X
JLIOZTS,O,O,O,X,X,X,X,X
JLIOZST,O,O,O,X,X,X,X,X
JLSTIZO,O,O,X,O,O,X,X,X
JLSTIOZ,X,O,O,O,O,X,X,X
JLSTZIO,O,O,X,O,O,X,X,X
JLSTZOI,O,O,X,O,O,X,X,X
JLSTOIZ,O,O,O,O,O,X,X,X
JLSTOZI,O,O,O,O,O,X,X,X
JLSITZO,O,O,X,O,O,X,X,X
JLSITOZ,O,O,O,O,O,X,X,X
JLSIZTO,O,O,X,O,X,X,X,X
JLSIZOT,O,O,X,O,X,X,X,X
JLSIOTZ,O,O,O,O,X,X,X,X
JLSIOZT,O,O,O,O,X,X,X,X
JLSZTIO,O,O,X,O,X,X,X,X
JLSZTOI,O,O,X,O,X,X,X,X
JLSZITO,O,O,X,O,X,X,X,X
JLSZIOT,O,O,X,O,X,X,X,X
JLSZOTI,O,O,X,O,X,X,X,X
JLSZOIT,O,O,X,O,X,X,X,X
JLSOTIZ,O,O,O,O,X,X,X,X
JLSOTZI,O,O,O,O,X,X,X,X
JLSOITZ,O,O,O,O,X,X,X,X
JLSOIZT,O,O,O,O,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X
JLZTISO,O,O,X,X,O,X,X,X
JLZTIOS,O,O,O,X,X,X,X,X
JLZTSIO,O,O,X,X,O,X,X,X
JLZTSOI,O,O,X,X,O,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X,X
JLZITSO,O,O,X,X,O,X,X,X
JLZITOS,O,O,O,X,X,X,X,X
JLZISTO,O,O,X,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,X,X
JLZIOTS,O,O,O,X,X,X,X,X
JLZIOST,O,O,O,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X,X
JLZSTOI,O,O,X,O,X,X,X,X
JLZSITO,O,O,X,O,X,X,X,X
JLZSIOT,O,O,X,O,X,X,X,X
JLZSOTI,O,O,X,O,X,X,X,X
JLZSOIT,O,O,X,O,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,X,X
JLZOSTI,O,O,O,O,X,X,X,X
JLZOSIT,O,O,O,O,X,X,X,X
JLOTISZ,O,O,O,X,O,X,X,X
JLOTIZS,O,O,O,X,X,X,X,X
JLOTSIZ,O,O,O,O,O,X,X,X
JLOTSZI,O,O,O,O,O,X,X,X
JLOTZIS,O,O,O,X,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X,X
JLOITSZ,O,O,O,X,O,X,X,X
JLOITZS,O,O,O,X,X,X,X,X
JLOISTZ,O,O,O,O,X,X,X,X
JLOISZT,O,O,O,O,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X,X
JLOIZST,O,O,O,X,X,X,X,X
JLOSTIZ,O,O,O,O,X,X,X,X
JLOSTZI,O,O,O,O,X,X,X,X
JLOSITZ,O,O,O,O,X,X,X,X
JLOSIZT,O,O,O,O,X,X,X,X
JLOSZTI,O,O,O,O,X,X,X,X
JLOSZIT,O,O,O,O,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X
JLOZTSI,O,O,O,X,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,X
JLOZIST,O,O,O,X,X,X,X,X
JLOZSTI,O,O,O,O,X,X,X,X
JLOZSIT,O,O,O,O,X,X,X,X
JSTILZO,O,X,X,O,O,X,X,X
JSTILOZ,X,X,O,O,O,X,X,X
JSTIZLO,O,O,X,X,O,X,O,X
JSTIZOL,X,O,X,X,X,X,O,X
JSTIOLZ,X,X,O,X,O,X,X,X
JSTIOZL,X,O,O,X,X,X,X,X
JSTLIZO,O,X,X,O,O,X,X,X
JSTLIOZ,X,X,O,O,O,X,X,X
JSTLZIO,O,O,X,O,O,X,X,X
JSTLZOI,O,O,X,O,O,X,X,X
JSTLOIZ,O,X,O,O,O,X,X,X
JSTLOZI,O,O,O,O,O,X,X,X
JSTZILO,O,O,X,X,O,X,O,X
JSTZIOL,X,O,X,X,X,X,O,X
JSTZLIO,O,O,X,X,O,X,O,X
JSTZLOI,O,O,X,X,O,X,O,X
JSTZOIL,O,O,X,X,X,X,O,X
JSTZOLI,O,O,X,X,X,X,O,X
JSTOILZ,O,X,O,X,O,X,X,X
JSTOIZL,O,O,O,X,X,X,X,X
JSTOLIZ,O,X,O,O,O,X,X,X
JSTOLZI,O,O,O,O,O,X,X,X
JSTOZIL,O,O,O,X,X,X,X,X
JSTOZLI,O,O,O,X,X,X,X,X
JSITLZO,O,X,X,O,O,X,X,X
JSITLOZ,O,X,O,O,O,X,X,X
JSITZLO,O,O,X,X,O,X,X,X
JSITZOL,O,O,X,X,X,X,X,X
JSITOLZ,O,X,O,X,O,X,X,X
JSITOZL,O,O,O,X,X,X,X,X
JSILTZO,O,X,X,O,O,X,X,X
JSILTOZ,O,X,O,O,O,X,X,X
JSILZTO,O,X,X,O,X,X,X,X
JSILZOT,O,X,X,O,X,X,X,X
JSILOTZ,O,X,O,O,X,X,X,X
JSILOZT,O,X,O,O,X,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X
JSIZLTO,O,O,X,O,X,X,X,X
JSIZLOT,O,X,X,O,X,X,X,X
JSIZOTL,O,O,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X
JSIOLTZ,O,X,O,O,X,X,X,X
JSIOLZT,O,X,O,O,X,X,X,X
JSIOZTL,O,O,O,X,X,X,X,X
JSIOZLT,O,O,O,X,X,X,X,X
JSLTIZO,O,O,X,O,O,X,X,X
JSLTIOZ,X,O,O,O,O,X,X,X
JSLTZIO,O,O,X,O,O,X,X,X
JSLTZOI,O,O,X,O,O,X,X,X
JSLTOIZ,O,O,O,O,O,X,X,X
JSLTOZI,O,O,O,O,O,X,X,X
JSLITZO,O,O,X,O,O,X,X,X
JSLITOZ,O,O,O,O,O,X,X,X
JSLIZTO,O,O,X,O,X,X,X,X
JSLIZOT,O,O,X,O,X,X,X,X
JSLIOTZ,O,O,O,O,X,X,X,X
JSLIOZT,O,O,O,O,X,X,X,X
JSLZTIO,O,O,X,O,X,X,X,X
JSLZTOI,O,O,X,O,X,X,X,X
JSLZITO,O,O,X,O,X,X,X,X
JSLZIOT,O,O,X,O,X,X,X,X
JSLZOTI,O,O,X,O,X,X,X,X
JSLZOIT,O,O,X,O,X,X,X,X
JSLOTIZ,O,O,O,O,X,X,X,X
JSLOTZI,O,O,O,O,X,X,X,X
JSLOITZ,O,O,O,O,X,X,X,X
JSLOIZT,O,O,O,O,X,X,X,X
JSLOZTI,O,O,O,O,X,X,X,X
JSLOZIT,O,O,O,O,X,X,X,X
JSZTILO,O,O,X,X,X,X,O,X
JSZTIOL,X,O,X,X,X,X,O,X
JSZTLIO,O,O,X,X,X,X,O,X
JSZTLOI,O,O,X,X,X,X,O,X
JSZTOIL,O,O,X,X,X,X,O,X
JSZTOLI,O,O,X,X,X,X,O,X
JSZITLO,O,O,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X
JSZILTO,O,O,X,O,X,X,X,X
JSZILOT,O,O,X,O,X,X,X,X
JSZIOTL,O,O,X,X,X,X,X,X
JSZIOLT,O,O,X,X,X,X,X,X
JSZLTIO,O,O,X,O,X,X,X,X
JSZLTOI,O,O,X,O,X,X,X,X
JSZLITO,O,O,X,O,X,X,X,X
JSZLIOT,O,O,X,O,X,X,X,X
JSZLOTI,O,O,X,O,X,X,X,X
JSZLOIT,O,O,X,O,X,X,X,X
JSZOTIL,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X,X
JSZOLTI,O,O,X,O,X,X,X,X
JSZOLIT,O,O,X,O,X,X,X,X
JSOTILZ,O,X,O,X,X,X,X,X
JSOTIZL,O,O,O,X,X,X,X,X
JSOTLIZ,O,X,O,O,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,X
JSOTZIL,O,O,O,X,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X
JSOITLZ,O,X,O,X,X,X,X,X
JSOITZL,O,O,O,X,X,X,X,X
JSOILTZ,O,X,O,O,X,X,X,X
JSOILZT,O,X,O,O,X,X,X,X
JSOIZTL,O,O,O,X,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,X
JSOLTZI,O,O,O,O,X,X,X,X
JSOLITZ,O,O,O,O,X,X,X,X
JSOLIZT,O,O,O,O,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X
JSOZTIL,O,O,O,X,X,X,X,X
JSOZTLI,O,O,O,X,X,X,X,X
JSOZITL,O,O,O,X,X,X,X,X
JSOZILT,O,O,O,X,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X,X
JSOZLIT,O,O,O,O,X,X,X,X
JZTILSO,O,O,X,X,O,X,X,X
JZTILOS,O,O,O,X,X,O,X,X
JZTISLO,O,O,X,X,O,X,X,X
JZTISOL,O,O,X,X,X,X,X,X
JZTIOLS,O,O,O,X,X,O,X,X
JZTIOSL,X,O,O,X,X,O,X,X
JZTLISO,O,O,X,X,O,X,X,X
JZTLIOS,O,O,O,X,X,X,X,X
JZTLSIO,O,O,X,X,O,X,X,X
JZTLSOI,O,O,X,X,O,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X,X
JZTSILO,O,O,X,X,O,X,O,X
JZTSIOL,X,O,X,X,X,X,O,X
JZTSLIO,O,O,X,X,O,X,O,X
JZTSLOI,O,O,X,X,O,X,O,X
JZTSOIL,X,O,X,X,X,X,O,X
JZTSOLI,O,O,X,X,X,X,O,X
JZTOILS,O,O,O,X,X,O,X,X
JZTOISL,X,O,O,X,X,O,X,X
JZTOLIS,O,O,O,X,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X,X
JZTOSIL,X,O,O,X,X,X,X,X
JZTOSLI,O,O,O,X,X,X,X,X
JZITLSO,O,O,X,X,O,X,X,X
JZITLOS,O,O,O,X,X,O,X,X
JZITSLO,O,O,X,X,O,X,X,X
JZITSOL,O,O,X,X,X,X,X,X
JZITOLS,O,O,O,X,X,O,X,X
JZITOSL,X,O,O,X,X,O,X,X
JZILTSO,O,O,X,X,O,X,X,X
JZILTOS,O,O,O,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,X,X
JZILOTS,O,O,O,X,X,X,X,X
JZILOST,O,O,O,X,X,X,X,X
JZISTLO,O,O,X,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X,X
JZISLTO,O,O,X,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,X,X
JZISOLT,O,O,X,X,X,X,X,X
JZIOTLS,O,O,O,X,X,X,X,X
JZIOTSL,X,O,O,X,X,X,X,X
JZIOLTS,O,O,O,X,X,X,X,X
JZIOLST,O,O,O,X,X,X,X,X
JZIOSTL,O,O,O,X,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X,X
JZLTISO,O,O,X,X,O,X,X,X
JZLTIOS,O,O,O,X,X,X,X,X
JZLTSIO,O,O,X,X,O,X,X,X
JZLTSOI,O,O,X,X,O,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X,X
JZLITSO,O,O,X,X,O,X,X,X
JZLITOS,O,O,O,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,X,X
JZLIOTS,O,O,O,X,X,X,X,X
JZLIOST,O,O,O,X,X,X,X,X
JZLSTIO,O,O,X,O,X,X,X,X
JZLSTOI,O,O,X,O,X,X,X,X
JZLSITO,O,O,X,O,X,X,X,X
JZLSIOT,O,O,X,O,X,X,X,X
JZLSOTI,O,O,X,O,X,X,X,X
JZLSOIT,O,O,X,O,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,X,X
JZLOSTI,O,O,O,O,X,X,X,X
JZLOSIT,O,O,O,O,X,X,X,X
JZSTILO,O,O,X,X,X,X,O,X
JZSTIOL,X,O,X,X,X,X,O,X
JZSTLIO,O,O,X,X,X,X,O,X
JZSTLOI,O,O,X,X,X,X,O,X
JZSTOIL,O,O,X,X,X,X,O,X
JZSTOLI,O,O,X,X,X,X,O,X
JZSITLO,O,O,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X
JZSILTO,O,O,X,O,X,X,X,X
JZSILOT,O,O,X,O,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X
JZSIOLT,O,O,X,X,X,X,X,X
JZSLTIO,O,O,X,O,X,X,X,X
JZSLTOI,O,O,X,O,X,X,X,X
JZSLITO,O,O,X,O,X,X,X,X
JZSLIOT,O,O,X,O,X,X,X,X
JZSLOTI,O,O,X,O,X,X,X,X
JZSLOIT,O,O,X,O,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X
JZSOLTI,O,O,X,O,X,X,X,X
JZSOLIT,O,O,X,O,X,X,X,X
JZOTILS,O,O,O,X,X,O,X,X
JZOTISL,O,O,O,X,X,O,X,X
JZOTLIS,O,O,O,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,X
JZOTSIL,O,O,O,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X,X
JZOITLS,O,O,O,X,X,O,X,X
JZOITSL,O,O,O,X,X,O,X,X
JZOILTS,O,O,O,X,X,X,X,X
JZOILST,O,O,O,X,X,X,X,X
JZOISTL,O,O,O,X,X,X,X,X
JZOISLT,O,O,O,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X
JZOLIST,O,O,O,X,X,X,X,X
JZOLSTI,O,O,O,O,X,X,X,X
JZOLSIT,O,O,O,O,X,X,X,X
JZOSTIL,O,O,O,X,X,X,X,X
JZOSTLI,O,O,O,X,X,X,X,X
JZOSITL,O,O,O,X,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,X
JZOSLTI,O,O,O,O,X,X,X,X
JZOSLIT,O,O,O,O,X,X,X,X
JOTILSZ,O,X,O,X,O,X,X,X
JOTILZS,O,X,O,X,X,X,X,X
JOTISLZ,O,X,O,X,O,X,X,X
JOTISZL,O,O,O,X,X,X,X,X
JOTIZLS,O,O,O,X,X,O,X,X
JOTIZSL,O,O,O,X,X,O,X,X
JOTLISZ,O,O,O,X,O,X,X,X
JOTLIZS,O,O,O,X,X,X,X,X
JOTLSIZ,O,O,O,O,O,X,X,X
JOTLSZI,O,O,O,O,O,X,X,X
JOTLZIS,O,O,O,X,X,X,X,X
JOTLZSI,O,O,O,X,X,X,X,X
JOTSILZ,O,X,O,X,O,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X
JOTSLIZ,O,X,O,O,O,X,X,X
JOTSLZI,O,O,O,O,O,X,X,X
JOTSZIL,O,O,O,X,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X,X
JOTZILS,O,O,O,X,X,O,X,X
JOTZISL,O,O,O,X,X,O,X,X
JOTZLIS,O,O,O,X,X,X,X,X
JOTZLSI,O,O,O,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,X,X
JOTZSLI,O,O,O,X,X,X,X,X
JOITLSZ,O,X,O,X,O,X,X,X
JOITLZS,O,X,O,X,X,X,X,X
JOITSLZ,O,X,O,X,O,X,X,X
JOITSZL,O,O,O,X,X,X,X,X
JOITZLS,O,O,O,X,X,O,X,X
JOITZSL,O,O,O,X,X,O,X,X
JOILTSZ,O,O,O,X,O,X,X,X
JOILTZS,O,O,O,X,X,X,X,X
JOILSTZ,O,O,O,O,X,X,X,X
JOILSZT,O,O,O,O,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,X
JOILZST,O,O,O,X,X,X,X,X
JOISTLZ,O,X,O,X,X,X,X,X
JOISTZL,O,O,O,X,X,X,X,X
JOISLTZ,O,X,O,O,X,X,X,X
JOISLZT,O,X,O,O,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X
JOISZLT,O,O,O,X,X,X,X,X
JOIZTLS,O,O,O,X,X,O,X,X
JOIZTSL,O,O,O,X,X,O,X,X
JOIZLTS,O,O,O,X,X,X,X,X
JOIZLST,O,O,O,X,X,X,X,X
