sequence,v115@9gA8IeA8IeB8FeA8AeC8CeD8JefFJvhFxgB0iB6oBV?sBzqBGrB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhFUhBFiB6oB3?nBxqBWwB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhF+lB0iB6oBx?rBlrBXrB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhFfmBxiBVsBG?oB0qB6rB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhF0hBxiBGoBl?qBCsBfrB
ZTOISLJ,O,X,X,X,X
ZTOISJL,O,X,X,O,X
ZTOLIJS,X,X,O,X,X
ZTOLISJ,O,X,X,X,X
ZTOLJIS,X,X,O,O,O
ZTOLJSI,O,X,X,O,O
ZTOLSIJ,O,X,X,X,X
ZTOLSJI,O,X,X,O,X
ZTOJILS,X,X,O,O,O
ZTOJISL,X,X,X,O,X
ZTOJLIS,X,X,O,O,O
ZTOJLSI,O,X,X,O,O
ZTOJSIL,O,X,X,O,X
ZTOJSLI,O,X,X,O,X
ZTOSILJ,O,X,X,X,X
ZTOSIJL,O,X,X,O,X
ZTOSLIJ,O,X,X,X,X
ZTOSLJI,O,X,X,O,X
ZTOSJIL,O,X,X,O,X
ZTOSJLI,O,X,X,O,X
ZITLJSO,X,X,O,X,X
ZITLJOS,X,O,O,X,X
ZITLSJO,O,O,X,X,X
ZITLSOJ,O,O,X,X,X
ZITLOJS,X,O,O,X,X
ZITLOSJ,O,O,X,X,X
ZITJLSO,X,X,O,O,X
ZITJLOS,X,O,O,O,X
ZITJSLO,X,X,X,O,X
ZITJSOL,X,X,X,O,X
ZITJOLS,X,O,O,O,X
ZITJOSL,X,X,X,O,X
ZITSLJO,O,O,X,X,X
ZITSLOJ,O,O,X,X,X
ZITSJLO,O,O,X,O,X
ZITSJOL,X,O,X,O,X
ZITSOLJ,O,O,X,X,X
ZITSOJL,O,O,X,O,X
ZITOLJS,X,O,O,X,X
ZITOLSJ,O,O,X,X,X
ZITOJLS,X,O,O,O,X
ZITOJSL,X,X,X,O,X
ZITOSLJ,O,O,X,X,X
ZITOSJL,O,O,X,O,X
ZILTJSO,X,X,O,X,X
ZILTJOS,X,O,O,X,X
ZILTSJO,O,O,X,X,X
ZILTSOJ,O,O,X,X,X
ZILTOJS,X,O,O,X,X
ZILTOSJ,O,O,X,X,X
ZILJTSO,X,X,O,X,X
ZILJTOS,X,O,O,X,X
ZILJSTO,X,O,O,X,X
ZILJSOT,X,O,O,X,X
ZILJOTS,X,O,O,X,X
ZILJOST,X,O,O,X,X
ZILSTJO,O,O,X,X,X
ZILSTOJ,O,O,X,X,X
ZILSJTO,O,O,O,X,X
ZILSJOT,O,O,O,X,X
ZILSOTJ,O,O,X,X,X
ZILSOJT,O,O,O,X,X
ZILOTJS,X,O,O,X,X
ZILOTSJ,O,O,X,X,X
ZILOJTS,X,O,O,X,X
ZILOJST,X,O,O,X,X
ZILOSTJ,O,O,X,X,X
ZILOSJT,O,O,O,X,X
ZIJTLSO,X,X,O,O,X
ZIJTLOS,X,O,O,O,X
ZIJTSLO,X,X,X,O,X
ZIJTSOL,X,X,X,O,X
ZIJTOLS,X,O,O,O,X
ZIJTOSL,X,X,X,O,X
ZIJLTSO,X,X,O,O,X
ZIJLTOS,X,O,O,O,X
ZIJLSTO,X,O,O,X,X
ZIJLSOT,X,O,O,X,X
ZIJLOTS,X,O,O,O,X
ZIJLOST,X,O,O,X,X
ZIJSTLO,X,O,X,O,X
ZIJSTOL,X,O,X,O,X
ZIJSLTO,X,O,O,X,X
ZIJSLOT,X,O,O,X,X
ZIJSOTL,X,O,X,O,X
ZIJSOLT,X,O,O,X,X
ZIJOTLS,X,O,O,O,X
ZIJOTSL,X,X,X,O,X
ZIJOLTS,X,O,O,O,X
ZIJOLST,X,O,O,X,X
ZIJOSTL,X,O,X,O,X
ZIJOSLT,X,O,O,X,X
ZISTLJO,O,O,X,X,X
ZISTLOJ,O,O,X,X,X
ZISTJLO,O,O,X,O,X
ZISTJOL,X,O,X,O,X
ZISTOLJ,O,O,X,X,X
ZISTOJL,O,O,X,O,X
ZISLTJO,O,O,X,X,X
ZISLTOJ,O,O,X,X,X
ZISLJTO,O,O,O,X,X
ZISLJOT,O,O,O,X,X
ZISLOTJ,O,O,X,X,X
ZISLOJT,O,O,O,X,X
ZISJTLO,X,O,X,O,X
ZISJTOL,X,O,X,O,X
ZISJLTO,O,O,O,X,X
ZISJLOT,O,O,O,X,X
ZISJOTL,X,O,X,O,X
ZISJOLT,X,O,O,X,X
ZISOTLJ,O,O,X,X,X
ZISOTJL,O,O,X,O,X
ZISOLTJ,O,O,X,X,X
ZISOLJT,O,O,O,X,X
ZISOJTL,X,O,X,O,X
ZISOJLT,O,O,O,X,X
ZIOTLJS,X,O,O,X,X
ZIOTLSJ,O,O,X,X,X
ZIOTJLS,X,O,O,O,X
ZIOTJSL,X,X,X,O,X
ZIOTSLJ,O,O,X,X,X
ZIOTSJL,O,O,X,O,X
ZIOLTJS,X,O,O,X,X
ZIOLTSJ,O,O,X,X,X
ZIOLJTS,X,O,O,X,X
ZIOLJST,X,O,O,X,X
ZIOLSTJ,O,O,X,X,X
ZIOLSJT,O,O,O,X,X
ZIOJTLS,X,O,O,O,X
ZIOJTSL,X,X,X,O,X
ZIOJLTS,X,O,O,O,X
ZIOJLST,X,O,O,X,X
ZIOJSTL,X,O,X,O,X
ZIOJSLT,X,O,O,X,X
ZIOSTLJ,O,O,X,X,X
ZIOSTJL,O,O,X,O,X
ZIOSLTJ,O,O,X,X,X
ZIOSLJT,O,O,O,X,X
ZIOSJTL,X,O,X,O,X
ZIOSJLT,O,O,O,X,X
ZLTIJSO,X,X,O,X,X
ZLTIJOS,X,X,O,X,X
ZLTISJO,O,X,X,X,X
ZLTISOJ,O,X,X,X,X
ZLTIOJS,X,X,O,X,X
ZLTIOSJ,O,X,X,X,X
ZLTJISO,X,X,O,O,O
ZLTJIOS,X,X,O,O,O
ZLTJSIO,O,X,X,O,O
ZLTJSOI,O,X,X,O,O
ZLTJOIS,X,X,O,O,O
ZLTJOSI,O,X,X,O,O
ZLTSIJO,O,X,X,X,X
ZLTSIOJ,O,X,X,X,X
ZLTSJIO,O,X,X,O,X
ZLTSJOI,O,X,X,O,X
ZLTSOIJ,O,X,X,X,X
ZLTSOJI,O,X,X,O,X
ZLTOIJS,X,X,O,X,X
ZLTOISJ,O,X,X,X,X
ZLTOJIS,X,X,O,O,O
ZLTOJSI,O,X,X,O,O
ZLTOSIJ,O,X,X,X,X
ZLTOSJI,O,X,X,O,X
ZLITJSO,X,X,O,X,X
ZLITJOS,X,O,O,X,X
ZLITSJO,O,O,X,X,X
ZLITSOJ,O,O,X,X,X
ZLITOJS,X,O,O,X,X
ZLITOSJ,O,O,X,X,X
ZLIJTSO,X,X,O,X,X
ZLIJTOS,X,O,O,X,X
ZLIJSTO,X,O,O,X,X
ZLIJSOT,X,O,O,X,X
ZLIJOTS,X,O,O,X,X
ZLIJOST,X,O,O,X,X
ZLISTJO,O,O,X,X,X
ZLISTOJ,O,O,X,X,X
ZLISJTO,O,O,O,X,X
ZLISJOT,O,O,O,X,X
ZLISOTJ,O,O,X,X,X
ZLISOJT,O,O,O,X,X
ZLIOTJS,X,O,O,X,X
ZLIOTSJ,O,O,X,X,X
ZLIOJTS,X,O,O,X,X
ZLIOJST,X,O,O,X,X
ZLIOSTJ,O,O,X,X,X
ZLIOSJT,O,O,O,X,X
ZLJTISO,X,X,O,O,O
ZLJTIOS,X,X,O,O,O
ZLJTSIO,O,X,X,O,O
ZLJTSOI,O,X,X,O,O
ZLJTOIS,X,X,O,O,O
ZLJTOSI,O,X,X,O,O
ZLJITSO,X,X,O,O,O
ZLJITOS,X,X,O,O,O
ZLJISTO,X,X,O,X,X
ZLJISOT,X,X,O,X,X
ZLJIOTS,X,X,O,O,O
ZLJIOST,X,X,O,X,X
ZLJSTIO,O,X,X,O,X
ZLJSTOI,O,X,X,O,X
ZLJSITO,O,X,O,X,X
ZLJSIOT,O,X,O,X,X
ZLJSOTI,O,X,X,O,X
ZLJSOIT,O,X,O,X,X
ZLJOTIS,X,X,O,O,O
ZLJOTSI,O,X,X,O,O
ZLJOITS,X,X,O,O,O
ZLJOIST,X,X,O,X,X
ZLJOSTI,O,X,X,O,X
ZLJOSIT,O,X,O,X,X
ZLSTIJO,O,O,X,X,X
ZLSTIOJ,O,O,X,X,X
ZLSTJIO,O,X,X,O,X
ZLSTJOI,O,X,X,O,X
ZLSTOIJ,O,O,X,X,X
ZLSTOJI,O,X,X,O,X
ZLSITJO,O,O,X,X,X
ZLSITOJ,O,O,X,X,X
ZLSIJTO,O,O,O,X,X
ZLSIJOT,O,O,O,X,X
ZLSIOTJ,O,O,X,X,X
ZLSIOJT,O,O,O,X,X
ZLSJTIO,O,X,X,O,X
ZLSJTOI,O,X,X,O,X
ZLSJITO,O,X,O,X,X
ZLSJIOT,O,X,O,X,X
ZLSJOTI,O,X,X,O,X
ZLSJOIT,O,X,O,X,X
ZLSOTIJ,O,O,X,X,X
ZLSOTJI,O,X,X,O,X
ZLSOITJ,O,O,X,X,X
ZLSOIJT,O,O,O,X,X
ZLSOJTI,O,X,X,O,X
ZLSOJIT,O,X,O,X,X
ZLOTIJS,X,X,O,X,X
ZLOTISJ,O,X,X,X,X
ZLOTJIS,X,X,O,O,O
ZLOTJSI,O,X,X,O,O
ZLOTSIJ,O,X,X,X,X
ZLOTSJI,O,X,X,O,X
ZLOITJS,X,O,O,X,X
ZLOITSJ,O,O,X,X,X
ZLOIJTS,X,O,O,X,X
ZLOIJST,X,O,O,X,X
ZLOISTJ,O,O,X,X,X
ZLOISJT,O,O,O,X,X
ZLOJTIS,X,X,O,O,O
ZLOJTSI,O,X,X,O,O
ZLOJITS,X,X,O,O,O
ZLOJIST,X,X,O,X,X
ZLOJSTI,O,X,X,O,X
ZLOJSIT,O,X,O,X,X
ZLOSTIJ,O,O,X,X,X
ZLOSTJI,O,X,X,O,X
ZLOSITJ,O,O,X,X,X
ZLOSIJT,O,O,O,X,X
ZLOSJTI,O,X,X,O,X
ZLOSJIT,O,X,O,X,X
ZJTILSO,X,X,O,O,O
ZJTILOS,X,X,O,O,O
ZJTISLO,X,X,X,O,X
ZJTISOL,X,X,X,O,X
ZJTIOLS,X,X,O,O,O
ZJTIOSL,X,X,X,O,X
ZJTLISO,X,X,O,O,O
ZJTLIOS,X,X,O,O,O
ZJTLSIO,O,X,X,O,O
ZJTLSOI,O,X,X,O,O
ZJTLOIS,X,X,O,O,O
ZJTLOSI,O,X,X,O,O
ZJTSILO,O,X,X,O,X
ZJTSIOL,X,X,X,O,X
ZJTSLIO,O,X,X,O,X
ZJTSLOI,O,X,X,O,X
ZJTSOIL,O,X,X,O,X
ZJTSOLI,O,X,X,O,X
ZJTOILS,X,X,O,O,O
ZJTOISL,X,X,X,O,X
ZJTOLIS,X,X,O,O,O
ZJTOLSI,O,X,X,O,O
ZJTOSIL,O,X,X,O,X
ZJTOSLI,O,X,X,O,X
ZJITLSO,X,X,O,O,O
ZJITLOS,X,X,O,O,O
ZJITSLO,X,X,X,O,X
ZJITSOL,X,X,X,O,X
ZJITOLS,X,X,O,O,O
ZJITOSL,X,X,X,O,X
ZJILTSO,X,X,O,O,O
ZJILTOS,X,X,O,O,O
ZJILSTO,X,X,O,X,X
ZJILSOT,X,X,O,X,X
ZJILOTS,X,X,O,O,O
ZJILOST,X,X,O,X,X
ZJISTLO,X,X,X,O,X
ZJISTOL,X,X,X,O,X
ZJISLTO,X,X,O,X,X
ZJISLOT,X,X,O,X,X
ZJISOTL,X,X,X,O,X
ZJISOLT,X,X,O,X,X
ZJIOTLS,X,X,O,O,O
ZJIOTSL,X,X,X,O,X
ZJIOLTS,X,X,O,O,O
ZJIOLST,X,X,O,X,X
ZJIOSTL,X,X,X,O,X
ZJIOSLT,X,X,O,X,X
ZJLTISO,X,X,O,O,O
ZJLTIOS,X,X,O,O,O
ZJLTSIO,O,X,X,O,O
ZJLTSOI,O,X,X,O,O
ZJLTOIS,X,X,O,O,O
ZJLTOSI,O,X,X,O,O
ZJLITSO,X,X,O,O,O
ZJLITOS,X,X,O,O,O
ZJLISTO,X,X,O,X,X
ZJLISOT,X,X,O,X,X
ZJLIOTS,X,X,O,O,O
ZJLIOST,X,X,O,X,X
ZJLSTIO,O,X,X,O,X
ZJLSTOI,O,X,X,O,X
ZJLSITO,O,X,O,X,X
ZJLSIOT,O,X,O,X,X
ZJLSOTI,O,X,X,O,X
ZJLSOIT,O,X,O,X,X
ZJLOTIS,X,X,O,O,O
ZJLOTSI,O,X,X,O,O
ZJLOITS,X,X,O,O,O
ZJLOIST,X,X,O,X,X
ZJLOSTI,O,X,X,O,X
ZJLOSIT,O,X,O,X,X
ZJSTILO,O,X,X,O,X
ZJSTIOL,X,X,X,O,X
ZJSTLIO,O,X,X,O,X
ZJSTLOI,O,X,X,O,X
ZJSTOIL,O,X,X,O,X
ZJSTOLI,O,X,X,O,X
ZJSITLO,X,X,X,O,X
ZJSITOL,X,X,X,O,X
ZJSILTO,O,X,O,X,X
ZJSILOT,O,X,O,X,X
ZJSIOTL,X,X,X,O,X
ZJSIOLT,X,X,O,X,X
ZJSLTIO,O,X,X,O,X
ZJSLTOI,O,X,X,O,X
ZJSLITO,O,X,O,X,X
ZJSLIOT,O,X,O,X,X
ZJSLOTI,O,X,X,O,X
ZJSLOIT,O,X,O,X,X
ZJSOTIL,O,X,X,O,X
ZJSOTLI,O,X,X,O,X
ZJSOITL,X,X,X,O,X
ZJSOILT,O,X,O,X,X
ZJSOLTI,O,X,X,O,X
ZJSOLIT,O,X,O,X,X
ZJOTILS,X,X,O,O,O
ZJOTISL,X,X,X,O,X
ZJOTLIS,X,X,O,O,O
ZJOTLSI,O,X,X,O,O
ZJOTSIL,O,X,X,O,X
ZJOTSLI,O,X,X,O,X
ZJOITLS,X,X,O,O,O
ZJOITSL,X,X,X,O,X
ZJOILTS,X,X,O,O,O
ZJOILST,X,X,O,X,X
ZJOISTL,X,X,X,O,X
ZJOISLT,X,X,O,X,X
ZJOLTIS,X,X,O,O,O
ZJOLTSI,O,X,X,O,O
ZJOLITS,X,X,O,O,O
ZJOLIST,X,X,O,X,X
ZJOLSTI,O,X,X,O,X
ZJOLSIT,O,X,O,X,X
ZJOSTIL,O,X,X,O,X
ZJOSTLI,O,X,X,O,X
ZJOSITL,X,X,X,O,X
ZJOSILT,O,X,O,X,X
ZJOSLTI,O,X,X,O,X
ZJOSLIT,O,X,O,X,X
ZSTILJO,O,O,X,X,X
ZSTILOJ,O,O,X,X,X
ZSTIJLO,O,O,X,O,X
ZSTIJOL,X,O,X,O,X
ZSTIOLJ,O,O,X,X,X
ZSTIOJL,O,O,X,O,X
ZSTLIJO,O,O,X,X,X
ZSTLIOJ,O,O,X,X,X
ZSTLJIO,O,X,X,O,X
ZSTLJOI,O,X,X,O,X
ZSTLOIJ,O,O,X,X,X
ZSTLOJI,O,X,X,O,X
ZSTJILO,O,X,X,O,X
ZSTJIOL,X,X,X,O,X
ZSTJLIO,O,X,X,O,X
ZSTJLOI,O,X,X,O,X
ZSTJOIL,O,X,X,O,X
ZSTJOLI,O,X,X,O,X
ZSTOILJ,O,O,X,X,X
ZSTOIJL,O,O,X,O,X
ZSTOLIJ,O,O,X,X,X
ZSTOLJI,O,X,X,O,X
ZSTOJIL,O,X,X,O,X
ZSTOJLI,O,X,X,O,X
ZSITLJO,O,O,X,X,X
ZSITLOJ,O,O,X,X,X
ZSITJLO,O,O,X,O,X
ZSITJOL,X,O,X,O,X
ZSITOLJ,O,O,X,X,X
ZSITOJL,O,O,X,O,X
ZSILTJO,O,O,X,X,X
ZSILTOJ,O,O,X,X,X
ZSILJTO,O,O,O,X,X
ZSILJOT,O,O,O,X,X
ZSILOTJ,O,O,X,X,X
ZSILOJT,O,O,O,X,X
ZSIJTLO,X,O,X,O,X
ZSIJTOL,X,O,X,O,X
ZSIJLTO,O,O,O,X,X
ZSIJLOT,O,O,O,X,X
ZSIJOTL,X,O,X,O,X
ZSIJOLT,X,O,O,X,X
ZSIOTLJ,O,O,X,X,X
ZSIOTJL,O,O,X,O,X
ZSIOLTJ,O,O,X,X,X
ZSIOLJT,O,O,O,X,X
ZSIOJTL,X,O,X,O,X
ZSIOJLT,O,O,O,X,X
ZSLTIJO,O,O,X,X,X
ZSLTIOJ,O,O,X,X,X
ZSLTJIO,O,X,X,O,X
ZSLTJOI,O,X,X,O,X
ZSLTOIJ,O,O,X,X,X
ZSLTOJI,O,X,X,O,X
ZSLITJO,O,O,X,X,X
ZSLITOJ,O,O,X,X,X
ZSLIJTO,O,O,O,X,X
ZSLIJOT,O,O,O,X,X
ZSLIOTJ,O,O,X,X,X
ZSLIOJT,O,O,O,X,X
ZSLJTIO,O,X,X,O,X
ZSLJTOI,O,X,X,O,X
ZSLJITO,O,X,O,X,X
ZSLJIOT,O,X,O,X,X
ZSLJOTI,O,X,X,O,X
ZSLJOIT,O,X,O,X,X
ZSLOTIJ,O,O,X,X,X
ZSLOTJI,O,X,X,O,X
ZSLOITJ,O,O,X,X,X
ZSLOIJT,O,O,O,X,X
ZSLOJTI,O,X,X,O,X
ZSLOJIT,O,X,O,X,X
ZSJTILO,O,X,X,O,X
ZSJTIOL,X,X,X,O,X
ZSJTLIO,O,X,X,O,X
ZSJTLOI,O,X,X,O,X
ZSJTOIL,O,X,X,O,X
ZSJTOLI,O,X,X,O,X
ZSJITLO,X,X,X,O,X
ZSJITOL,X,X,X,O,X
ZSJILTO,O,X,O,X,X
ZSJILOT,O,X,O,X,X
ZSJIOTL,X,X,X,O,X
ZSJIOLT,X,X,O,X,X
ZSJLTIO,O,X,X,O,X
ZSJLTOI,O,X,X,O,X
ZSJLITO,O,X,O,X,X
ZSJLIOT,O,X,O,X,X
ZSJLOTI,O,X,X,O,X
ZSJLOIT,O,X,O,X,X
ZSJOTIL,O,X,X,O,X
ZSJOTLI,O,X,X,O,X
ZSJOITL,X,X,X,O,X
ZSJOILT,O,X,O,X,X
ZSJOLTI,O,X,X,O,X
ZSJOLIT,O,X,O,X,X
ZSOTILJ,O,O,X,X,X
ZSOTIJL,O,O,X,O,X
ZSOTLIJ,O,O,X,X,X
ZSOTLJI,O,X,X,O,X
ZSOTJIL,O,X,X,O,X
ZSOTJLI,O,X,X,O,X
ZSOITLJ,O,O,X,X,X
ZSOITJL,O,O,X,O,X
ZSOILTJ,O,O,X,X,X
ZSOILJT,O,O,O,X,X
ZSOIJTL,X,O,X,O,X
ZSOIJLT,O,O,O,X,X
ZSOLTIJ,O,O,X,X,X
ZSOLTJI,O,X,X,O,X
ZSOLITJ,O,O,X,X,X
ZSOLIJT,O,O,O,X,X
ZSOLJTI,O,X,X,O,X
ZSOLJIT,O,X,O,X,X
ZSOJTIL,O,X,X,O,X
ZSOJTLI,O,X,X,O,X
ZSOJITL,X,X,X,O,X
ZSOJILT,O,X,O,X,X
ZSOJLTI,O,X,X,O,X
ZSOJLIT,O,X,O,X,X
ZOTILJS,X,X,O,X,X
ZOTILSJ,O,X,X,X,X
ZOTIJLS,X,X,O,O,X
ZOTIJSL,X,X,X,O,X
ZOTISLJ,O,X,X,X,X
ZOTISJL,O,X,X,O,X
ZOTLIJS,X,X,O,X,X
ZOTLISJ,O,X,X,X,X
ZOTLJIS,X,X,O,O,O
ZOTLJSI,O,X,X,O,O
ZOTLSIJ,O,X,X,X,X
ZOTLSJI,O,X,X,O,X
ZOTJILS,X,X,O,O,O
ZOTJISL,X,X,X,O,X
ZOTJLIS,X,X,O,O,O
ZOTJLSI,O,X,X,O,O
ZOTJSIL,O,X,X,O,X
ZOTJSLI,O,X,X,O,X
ZOTSILJ,O,X,X,X,X
ZOTSIJL,O,X,X,O,X
ZOTSLIJ,O,X,X,X,X
ZOTSLJI,O,X,X,O,X
ZOTSJIL,O,X,X,O,X
ZOTSJLI,O,X,X,O,X
ZOITLJS,X,O,O,X,X
ZOITLSJ,O,O,X,X,X
ZOITJLS,X,O,O,O,X
ZOITJSL,X,X,X,O,X
ZOITSLJ,O,O,X,X,X
ZOITSJL,O,O,X,O,X
ZOILTJS,X,O,O,X,X
ZOILTSJ,O,O,X,X,X
ZOILJTS,X,O,O,X,X
ZOILJST,X,O,O,X,X
ZOILSTJ,O,O,X,X,X
ZOILSJT,O,O,O,X,X
ZOIJTLS,X,O,O,O,X
ZOIJTSL,X,X,X,O,X
ZOIJLTS,X,O,O,O,X
ZOIJLST,X,O,O,X,X
ZOIJSTL,X,O,X,O,X
ZOIJSLT,X,O,O,X,X
ZOISTLJ,O,O,X,X,X
ZOISTJL,O,O,X,O,X
ZOISLTJ,O,O,X,X,X
ZOISLJT,O,O,O,X,X
ZOISJTL,X,O,X,O,X
ZOISJLT,O,O,O,X,X
ZOLTIJS,X,X,O,X,X
ZOLTISJ,O,X,X,X,X
ZOLTJIS,X,X,O,O,O
ZOLTJSI,O,X,X,O,O
ZOLTSIJ,O,X,X,X,X
ZOLTSJI,O,X,X,O,X
ZOLITJS,X,O,O,X,X
ZOLITSJ,O,O,X,X,X
ZOLIJTS,X,O,O,X,X
ZOLIJST,X,O,O,X,X
ZOLISTJ,O,O,X,X,X
ZOLISJT,O,O,O,X,X
ZOLJTIS,X,X,O,O,O
ZOLJTSI,O,X,X,O,O
ZOLJITS,X,X,O,O,O
ZOLJIST,X,X,O,X,X
ZOLJSTI,O,X,X,O,X
ZOLJSIT,O,X,O,X,X
ZOLSTIJ,O,O,X,X,X
ZOLSTJI,O,X,X,O,X
ZOLSITJ,O,O,X,X,X
ZOLSIJT,O,O,O,X,X
ZOLSJTI,O,X,X,O,X
ZOLSJIT,O,X,O,X,X
ZOJTILS,X,X,O,O,O
ZOJTISL,X,X,X,O,X
ZOJTLIS,X,X,O,O,O
ZOJTLSI,O,X,X,O,O
ZOJTSIL,O,X,X,O,X
ZOJTSLI,O,X,X,O,X
ZOJITLS,X,X,O,O,O
ZOJITSL,X,X,X,O,X
ZOJILTS,X,X,O,O,O
ZOJILST,X,X,O,X,X
ZOJISTL,X,X,X,O,X
ZOJISLT,X,X,O,X,X
ZOJLTIS,X,X,O,O,O
ZOJLTSI,O,X,X,O,O
ZOJLITS,X,X,O,O,O
ZOJLIST,X,X,O,X,X
ZOJLSTI,O,X,X,O,X
ZOJLSIT,O,X,O,X,X
ZOJSTIL,O,X,X,O,X
ZOJSTLI,O,X,X,O,X
ZOJSITL,X,X,X,O,X
ZOJSILT,O,X,O,X,X
ZOJSLTI,O,X,X,O,X
ZOJSLIT,O,X,O,X,X
ZOSTILJ,O,O,X,X,X
ZOSTIJL,O,O,X,O,X
ZOSTLIJ,O,O,X,X,X
ZOSTLJI,O,X,X,O,X
ZOSTJIL,O,X,X,O,X
ZOSTJLI,O,X,X,O,X
ZOSITLJ,O,O,X,X,X
ZOSITJL,O,O,X,O,X
ZOSILTJ,O,O,X,X,X
ZOSILJT,O,O,O,X,X
ZOSIJTL,X,O,X,O,X
ZOSIJLT,O,O,O,X,X
ZOSLTIJ,O,O,X,X,X
ZOSLTJI,O,X,X,O,X
ZOSLITJ,O,O,X,X,X
ZOSLIJT,O,O,O,X,X
ZOSLJTI,O,X,X,O,X
ZOSLJIT,O,X,O,X,X
ZOSJTIL,O,X,X,O,X
ZOSJTLI,O,X,X,O,X
ZOSJITL,X,X,X,O,X
ZOSJILT,O,X,O,X,X
ZOSJLTI,O,X,X,O,X
ZOSJLIT,O,X,O,X,X
OTILJSZ,X,X,O,X,O
OTILJZS,X,X,O,X,O
OTILSJZ,O,O,X,X,X
OTILSZJ,O,O,X,X,X
OTILZJS,X,O,O,X,X
OTILZSJ,O,O,X,X,X
OTIJLSZ,X,X,O,X,O
OTIJLZS,X,X,O,O,O
OTIJSLZ,X,X,X,X,O
OTIJSZL,X,X,X,O,X
OTIJZLS,X,X,O,O,O
OTIJZSL,X,X,X,O,X
OTISLJZ,O,O,X,X,X
OTISLZJ,O,O,X,X,X
OTISJLZ,O,O,X,X,X
OTISJZL,O,O,X,X,X
OTISZLJ,O,O,X,X,X
OTISZJL,O,O,X,X,X
OTIZLJS,X,O,O,X,X
OTIZLSJ,O,O,X,X,X
OTIZJLS,X,O,O,O,X
OTIZJSL,X,X,X,O,X
OTIZSLJ,O,O,X,X,X
OTIZSJL,O,O,X,O,X
OTLIJSZ,X,X,O,X,O
OTLIJZS,X,X,O,X,O
OTLISJZ,O,O,X,X,X
OTLISZJ,O,O,X,X,X
OTLIZJS,X,O,O,X,X
OTLIZSJ,O,O,X,X,X
OTLJISZ,X,X,O,X,O
OTLJIZS,X,X,O,O,O
OTLJSIZ,O,X,X,X,O
OTLJSZI,O,X,X,X,O
OTLJZIS,X,X,O,O,O
OTLJZSI,O,X,X,O,O
OTLSIJZ,O,O,X,X,X
OTLSIZJ,O,O,X,X,X
OTLSJIZ,O,O,X,X,O
OTLSJZI,O,X,X,X,O
OTLSZIJ,O,O,X,X,X
OTLSZJI,O,X,X,X,X
OTLZIJS,X,X,O,X,X
OTLZISJ,O,X,X,X,X
OTLZJIS,X,X,O,O,O
OTLZJSI,O,X,X,O,O
OTLZSIJ,O,X,X,X,X
OTLZSJI,O,X,X,O,X
OTJILSZ,X,X,O,X,O
OTJILZS,X,X,O,O,O
OTJISLZ,X,X,X,X,O
OTJISZL,X,X,X,O,X
OTJIZLS,X,X,O,O,O
OTJIZSL,X,X,X,O,X
OTJLISZ,X,X,O,X,O
OTJLIZS,X,X,O,O,O
OTJLSIZ,O,X,X,X,O
OTJLSZI,O,X,X,X,O
OTJLZIS,X,X,O,O,O
OTJLZSI,O,X,X,O,O
OTJSILZ,O,X,X,X,O
OTJSIZL,O,X,X,O,X
OTJSLIZ,O,X,X,X,O
OTJSLZI,O,X,X,X,O
OTJSZIL,O,X,X,O,X
OTJSZLI,O,X,X,O,X
OTJZILS,X,X,O,O,O
OTJZISL,X,X,X,O,X
OTJZLIS,X,X,O,O,O
OTJZLSI,O,X,X,O,O
OTJZSIL,O,X,X,O,X
OTJZSLI,O,X,X,O,X
OTSILJZ,O,O,X,X,X
OTSILZJ,O,O,X,X,X
OTSIJLZ,O,O,X,X,X
OTSIJZL,O,O,X,X,X
OTSIZLJ,O,O,X,X,X
OTSIZJL,O,O,X,X,X
OTSLIJZ,O,O,X,X,X
OTSLIZJ,O,O,X,X,X
OTSLJIZ,O,O,X,X,O
OTSLJZI,O,X,X,X,O
OTSLZIJ,O,O,X,X,X
OTSLZJI,O,X,X,X,X
OTSJILZ,O,O,X,X,O
OTSJIZL,O,O,X,O,X
OTSJLIZ,O,O,X,X,O
OTSJLZI,O,X,X,X,O
OTSJZIL,O,X,X,O,X
OTSJZLI,O,X,X,O,X
OTSZILJ,O,O,X,X,X
OTSZIJL,O,O,X,O,X
OTSZLIJ,O,O,X,X,X
OTSZLJI,O,X,X,O,X
OTSZJIL,O,X,X,O,X
OTSZJLI,O,X,X,O,X
OTZILJS,X,X,O,X,X
OTZILSJ,O,X,X,X,X
OTZIJLS,X,X,O,O,X
OTZIJSL,X,X,X,O,X
OTZISLJ,O,X,X,X,X
OTZISJL,O,X,X,O,X
OTZLIJS,X,X,O,X,X
OTZLISJ,O,X,X,X,X
OTZLJIS,X,X,O,O,O
OTZLJSI,O,X,X,O,O
OTZLSIJ,O,X,X,X,X
OTZLSJI,O,X,X,O,X
OTZJILS,X,X,O,O,O
OTZJISL,X,X,X,O,X
OTZJLIS,X,X,O,O,O
OTZJLSI,O,X,X,O,O
OTZJSIL,O,X,X,O,X
OTZJSLI,O,X,X,O,X
OTZSILJ,O,X,X,X,X
OTZSIJL,O,X,X,O,X
